#Variables:
#tasmin_CNRM-CM5_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CNRM-CM5_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CNRM-CM5_rcp45(K),tasmax_CNRM-CM5_rcp45(K),pr_CNRM-CM5_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CNRM-CM5_rcp45(K),tasmax_CNRM-CM5_rcp45(K),pr_CNRM-CM5_rcp45(mm)
2035-10-29,281.621948,295.855621,0.000000
2035-10-30,282.214783,300.426758,0.000000
2035-10-31,285.584015,303.423584,0.000000
2035-11-01,287.064911,297.190308,0.000000
2035-11-02,281.639221,300.143433,0.000000
2035-11-03,287.250153,302.191895,0.000000
2035-11-04,291.593903,302.528656,0.000000
2035-11-05,292.935028,303.406067,1.683136
2035-11-06,290.969208,303.495300,10.457330
2035-11-07,291.508331,303.861359,1.252236
2035-11-08,287.052826,303.548889,0.000000
2035-11-09,286.353088,303.418213,0.000000
2035-11-10,292.206726,304.014343,5.108375
2035-11-11,292.268738,300.962830,0.339458
2035-11-12,285.721985,303.873016,0.352983
2035-11-13,291.921692,301.027344,3.232968
2035-11-14,291.318604,300.653870,1.380896
2035-11-15,280.325378,293.654175,0.000000
2035-11-16,275.996918,294.145630,0.000000
2035-11-17,286.523834,301.888062,2.108946
2035-11-18,279.788147,296.795929,0.652918
2035-11-19,272.765228,290.928131,0.000000
2035-11-20,279.038849,300.393280,0.000000
2035-11-21,285.302704,303.936493,0.000000
2035-11-22,287.615295,305.169312,0.000000
2035-11-23,291.298309,304.323090,0.000000
2035-11-24,293.221344,304.932739,2.196270
2035-11-25,285.485046,299.525848,1.593928
2035-11-26,281.059692,299.258301,0.000000
2035-11-27,287.627899,301.317963,0.000000
2035-11-28,290.094757,298.662781,0.000000
2035-11-29,278.312897,293.021637,0.000000
2035-11-30,276.300446,290.222839,0.000000
2035-12-01,278.213928,296.563721,0.000000
2035-12-02,289.963409,295.174988,4.994337
2035-12-03,278.820435,289.647766,0.000000
2035-12-04,273.776794,288.380463,0.000000
2035-12-05,274.122040,289.408264,0.000000
2035-12-06,280.292908,292.998108,9.449482
2035-12-07,282.990784,290.207367,7.006547
2035-12-08,273.712921,286.424622,0.000000
2035-12-09,271.355530,281.341797,0.000000
2035-12-10,271.742859,289.023560,0.000000
2035-12-11,274.894592,293.229553,0.000000
2035-12-12,281.308502,298.028564,0.334859
2035-12-13,284.384308,293.533173,0.000000
2035-12-14,278.970428,299.555756,0.000000
2035-12-15,262.419159,290.580750,0.000000
2035-12-16,262.299042,279.290710,0.000000
2035-12-17,265.686188,284.738861,0.000000
2035-12-18,276.229309,295.004822,0.000000
2035-12-19,280.490448,291.300079,0.000000
2035-12-20,276.815308,293.606873,0.000000
2035-12-21,277.969421,289.971375,0.000000
2035-12-22,274.354401,292.786743,0.000000
2035-12-23,276.734924,294.264099,0.000000
2035-12-24,280.717285,298.190063,0.982833
2035-12-25,283.177795,298.614380,0.000000
2035-12-26,288.752777,291.774963,5.004928
2035-12-27,288.393890,295.490051,4.718708
2035-12-28,280.835510,298.860413,0.000000
2035-12-29,283.610962,299.857910,0.000000
2035-12-30,285.239563,303.459991,0.000000
2035-12-31,285.915100,303.260956,0.000000
2036-01-01,282.784790,304.137360,0.000000
2036-01-02,284.443756,303.330872,0.000000
2036-01-03,285.732330,297.076843,0.000000
2036-01-04,279.006958,294.844849,0.000000
2036-01-05,285.053345,293.624268,1.297312
2036-01-06,275.171661,287.666199,0.000000
2036-01-07,274.220123,287.147522,0.000000
2036-01-08,274.963898,290.754547,0.000000
2036-01-09,276.242737,292.890778,0.000000
2036-01-10,276.162415,295.171509,0.000000
2036-01-11,280.389648,296.595093,0.000000
2036-01-12,285.046173,299.210266,1.300369
2036-01-13,281.342102,293.553009,0.000000
2036-01-14,277.875763,296.076355,0.000000
2036-01-15,287.748840,303.115845,0.000000
2036-01-16,286.493530,301.605835,0.000000
2036-01-17,288.364471,301.459564,0.000000
2036-01-18,286.763306,297.181000,5.938966
2036-01-19,286.646423,301.887207,2.565582
2036-01-20,288.576263,299.245209,0.000000
2036-01-21,279.000244,295.888641,2.752229
2036-01-22,270.657623,282.498322,0.000000
2036-01-23,274.589508,287.662018,0.000000
2036-01-24,280.931793,287.778412,0.000000
2036-01-25,283.298370,296.974121,2.328624
2036-01-26,283.479004,298.392212,0.000000
2036-01-27,273.700500,292.841003,0.000000
2036-01-28,275.304626,295.996979,0.000000
2036-01-29,276.560486,290.846985,0.000000
2036-01-30,270.278259,281.839081,0.000000
2036-01-31,270.821075,286.866669,0.000000
2036-02-01,278.351074,295.288605,0.000000
2036-02-02,282.540344,299.112610,0.000000
2036-02-03,283.397736,299.011688,0.000000
2036-02-04,286.454651,300.627930,0.000000
2036-02-05,288.561707,298.009338,4.701964
2036-02-06,286.561401,297.961853,39.554989
2036-02-07,280.355469,291.496735,2.781659
2036-02-08,275.680908,290.992493,0.000000
2036-02-09,281.311615,301.406006,0.000000
2036-02-10,286.951782,300.532135,0.478677
2036-02-11,281.230133,300.377563,0.000000
2036-02-12,284.701233,301.367920,0.000000
2036-02-13,287.025879,299.639587,0.672884
2036-02-14,285.950165,296.152588,16.322756
2036-02-15,277.466370,288.192200,3.048819
2036-02-16,272.977814,285.285492,0.000000
2036-02-17,274.770447,287.380585,0.000000
2036-02-18,279.438110,288.199860,21.158789
2036-02-19,278.077850,284.250916,12.211607
2036-02-20,275.261139,290.257690,0.000000
2036-02-21,277.696838,287.610931,0.000000
2036-02-22,276.707031,295.826385,0.000000
2036-02-23,278.903809,298.853790,0.000000
2036-02-24,281.473389,299.450745,0.000000
2036-02-25,284.466736,299.959686,0.000000
2036-02-26,285.286285,300.881134,0.000000
2036-02-27,288.129425,300.029510,0.700720
2036-02-28,282.667786,297.732697,0.000000
2036-02-29,283.364441,299.091797,0.000000
2036-03-01,284.061127,300.450867,0.000000
2036-03-02,288.629303,305.124390,0.000000
2036-03-03,287.503540,305.212311,0.000000
2036-03-04,289.341797,303.148407,0.874419
2036-03-05,287.657715,303.918732,0.000000
2036-03-06,288.598602,300.769165,0.000000
2036-03-07,280.074646,294.431000,0.000000
2036-03-08,280.603058,294.886169,0.000000
2036-03-09,288.220337,303.290131,0.000000
2036-03-10,288.827820,302.042145,0.427993
2036-03-11,283.774414,296.814880,0.000000
2036-03-12,277.949585,290.488586,0.000000
2036-03-13,278.832642,295.798767,0.000000
2036-03-14,287.001495,304.422150,0.000000
2036-03-15,290.929413,305.675659,1.049027
2036-03-16,289.830750,307.404053,0.000000
2036-03-17,290.783936,305.929993,0.000000
2036-03-18,290.186981,306.217804,0.000000
2036-03-19,287.303467,303.976318,0.000000
2036-03-20,280.933716,295.337372,0.000000
2036-03-21,284.414734,298.214294,0.000000
2036-03-22,288.000977,299.920654,0.322611
2036-03-23,289.024078,298.858215,1.046505
2036-03-24,287.076782,300.733185,0.000000
2036-03-25,289.482697,299.435364,0.000000
2036-03-26,289.505402,304.843933,0.000000
2036-03-27,289.612671,302.456726,0.000000
2036-03-28,289.395508,305.540405,0.000000
2036-03-29,289.968353,306.788971,0.000000
2036-03-30,291.261902,308.722534,0.000000
2036-03-31,291.062592,306.632721,0.000000
2036-04-01,292.256256,304.992828,0.000000
2036-04-02,292.315155,302.901764,0.562246
2036-04-03,292.246704,298.258453,0.000000
2036-04-04,290.257416,300.735138,0.000000
2036-04-05,289.428070,304.626373,0.000000
2036-04-06,290.954834,307.445129,0.000000
2036-04-07,291.932526,308.690338,0.000000
2036-04-08,291.912537,306.011322,0.000000
2036-04-09,289.270538,304.284973,0.000000
2036-04-10,291.789825,302.890411,0.000000
2036-04-11,291.224121,305.134735,1.691115
2036-04-12,291.068329,301.497253,0.000000
2036-04-13,282.921112,301.716400,0.000000
2036-04-14,285.638550,305.209076,0.000000
2036-04-15,288.168793,307.510376,0.000000
2036-04-16,289.365845,308.974091,0.000000
2036-04-17,290.641663,306.004730,0.000000
2036-04-18,290.593414,302.655884,0.000000
2036-04-19,292.926086,300.219269,0.000000
2036-04-20,292.953949,299.881683,2.597272
2036-04-21,291.834747,298.199066,0.000000
2036-04-22,293.885986,302.129913,0.000000
2036-04-23,292.762756,302.438690,0.000000
2036-04-24,293.607208,306.068756,0.000000
2036-04-25,294.913055,305.420746,0.000000
2036-04-26,293.854248,305.185120,12.094728
2036-04-27,295.586121,306.371002,2.273651
2036-04-28,292.380981,307.079712,0.000000
2036-04-29,294.163727,305.315094,3.601734
2036-04-30,293.511261,307.736633,0.000000
2036-05-01,295.024445,308.847931,0.789842
2036-05-02,295.762878,305.952209,0.000000
2036-05-03,293.957092,304.132324,0.000000
2036-05-04,295.360260,306.076202,9.178760
2036-05-05,294.888916,310.218933,1.080714
2036-05-06,296.641418,312.295624,0.000000
2036-05-07,297.738617,311.342468,0.765021
2036-05-08,296.303101,310.689331,4.126659
2036-05-09,296.098267,311.031799,1.139228
2036-05-10,295.174622,310.896301,2.110651
2036-05-11,295.435516,312.232513,0.347788
2036-05-12,295.968964,311.051941,0.000000
2036-05-13,297.564911,310.826904,0.000000
2036-05-14,289.642975,307.121887,9.133655
2036-05-15,295.881744,308.378784,4.734050
2036-05-16,295.065216,303.478638,4.542895
2036-05-17,294.438995,301.931091,13.828592
2036-05-18,295.422943,302.325531,6.072251
2036-05-19,295.891113,299.661713,11.095031
2036-05-20,294.162933,299.402100,12.024853
2036-05-21,292.863983,298.732178,0.000000
2036-05-22,291.334320,301.138855,3.387444
2036-05-23,292.922241,300.811371,1.260143
2036-05-24,292.168304,303.862610,0.650849
2036-05-25,292.160522,305.400513,0.664711
2036-05-26,293.495758,304.189758,0.000000
2036-05-27,293.412048,305.236298,0.000000
2036-05-28,293.900024,306.719299,0.000000
2036-05-29,293.378967,307.650482,0.000000
2036-05-30,294.122498,307.608582,0.304217
2036-05-31,295.267365,306.334930,6.891055
2036-06-01,295.225403,307.436401,0.000000
2036-06-02,296.156158,308.935120,0.000000
2036-06-03,295.838898,308.675903,0.000000
2036-06-04,295.440582,309.763153,0.000000
2036-06-05,296.057434,310.393005,0.000000
2036-06-06,296.613068,309.034546,0.000000
2036-06-07,297.358307,306.308289,22.726215
2036-06-08,295.862244,299.067993,37.757305
2036-06-09,297.527649,299.105743,23.329052
2036-06-10,297.335846,301.454254,17.207724
2036-06-11,295.772949,301.579742,10.115249
2036-06-12,295.576080,304.558899,4.010030
2036-06-13,296.250427,306.090790,0.000000
2036-06-14,295.695068,307.467255,0.000000
2036-06-15,295.882782,306.279938,0.000000
2036-06-16,295.986389,307.266815,0.000000
2036-06-17,296.042969,307.350494,0.000000
2036-06-18,296.479553,308.342102,0.000000
2036-06-19,296.290649,308.789246,0.000000
2036-06-20,296.746429,308.843109,1.045914
2036-06-21,297.230164,309.248444,0.565547
2036-06-22,298.474609,309.633179,0.000000
2036-06-23,299.617157,311.045074,1.245884
2036-06-24,298.834686,308.074036,6.967044
2036-06-25,297.929382,307.931519,1.100702
2036-06-26,299.140778,308.788239,0.000000
2036-06-27,299.471985,310.965881,1.221697
2036-06-28,299.860352,309.188965,23.943701
2036-06-29,298.491486,308.422546,0.000000
2036-06-30,297.190308,309.847382,0.000000
2036-07-01,297.575806,310.985870,0.000000
2036-07-02,298.500427,310.242065,0.000000
2036-07-03,299.263885,310.944122,0.000000
2036-07-04,299.240143,311.731750,0.000000
2036-07-05,299.906281,311.839569,0.000000
2036-07-06,301.513550,309.023285,3.293480
2036-07-07,298.791962,307.001221,0.000000
2036-07-08,299.104340,308.267670,0.000000
2036-07-09,298.216675,311.254822,0.000000
2036-07-10,297.013367,313.436493,0.000000
2036-07-11,297.845490,314.415497,0.000000
2036-07-12,300.777161,313.718658,0.000000
2036-07-13,303.268738,311.568329,1.243773
2036-07-14,297.616455,308.443726,0.000000
2036-07-15,296.884094,311.714996,0.000000
2036-07-16,297.632111,312.358856,0.000000
2036-07-17,297.576874,310.840790,0.855313
2036-07-18,295.497559,307.718994,1.355512
2036-07-19,294.710358,307.772186,21.987999
2036-07-20,295.328918,303.407959,47.732517
2036-07-21,296.126862,305.141846,12.242807
2036-07-22,296.042847,305.867523,11.274391
2036-07-23,297.437836,306.602875,8.715845
2036-07-24,298.395813,304.882599,20.525530
2036-07-25,299.038605,305.183807,2.813122
2036-07-26,299.390198,310.561157,0.000000
2036-07-27,296.876373,312.068207,0.000000
2036-07-28,297.439026,313.042725,0.000000
2036-07-29,298.925171,313.876007,0.000000
2036-07-30,297.834778,312.817200,0.000000
2036-07-31,299.528351,310.583923,0.000000
2036-08-01,300.498901,312.797943,1.865547
2036-08-02,299.645142,309.467682,1.643585
2036-08-03,297.532074,307.132721,0.772784
2036-08-04,297.505859,308.027191,5.913409
2036-08-05,298.690033,307.521057,20.732388
2036-08-06,298.046753,305.879181,11.392247
2036-08-07,297.462189,308.403503,0.000000
2036-08-08,297.525696,310.092255,1.858200
2036-08-09,298.577118,310.382782,1.065147
2036-08-10,298.184814,308.664642,5.594335
2036-08-11,297.299774,307.904846,4.756750
2036-08-12,296.606934,307.538086,1.783324
2036-08-13,296.557648,307.312073,0.000000
2036-08-14,296.505249,308.626648,0.000000
2036-08-15,296.769196,308.013275,0.302940
2036-08-16,296.836243,308.818146,0.305395
2036-08-17,297.407379,308.486389,0.419883
2036-08-18,297.723602,308.881531,0.000000
2036-08-19,298.261597,308.030396,0.391059
2036-08-20,297.629852,308.088165,0.291962
2036-08-21,298.140259,309.565186,0.295348
2036-08-22,299.019775,309.120819,0.000000
2036-08-23,298.158356,309.518280,1.808302
2036-08-24,298.481689,310.868225,0.000000
2036-08-25,298.394104,310.009033,0.297589
2036-08-26,297.921753,309.221375,0.000000
2036-08-27,297.345581,307.634430,0.000000
2036-08-28,296.827209,306.875000,0.434310
2036-08-29,296.531464,302.640930,2.239994
2036-08-30,295.538177,304.420135,3.394190
2036-08-31,296.537842,306.587769,12.806701
2036-09-01,297.321014,305.867676,13.300591
2036-09-02,297.195557,304.813995,40.368053
2036-09-03,297.299286,305.542328,18.480261
2036-09-04,296.546265,300.630707,10.581180
2036-09-05,294.344391,298.595673,26.125904
2036-09-06,292.304138,303.499054,5.616569
2036-09-07,295.740265,303.169312,24.592758
2036-09-08,299.733917,305.986725,14.224819
2036-09-09,298.516663,305.983521,0.000000
2036-09-10,296.583466,306.178497,0.000000
2036-09-11,295.150574,307.029877,0.000000
2036-09-12,296.325012,308.615784,0.000000
2036-09-13,299.131287,307.308044,0.749472
2036-09-14,296.408875,299.531891,1.350941
2036-09-15,295.532990,302.209686,0.780421
2036-09-16,293.640778,304.085480,2.639927
2036-09-17,295.358765,302.275208,11.275417
2036-09-18,295.060333,304.380371,14.959257
2036-09-19,295.191010,303.393951,15.916549
2036-09-20,295.028015,303.896301,2.890629
2036-09-21,295.351349,303.416779,0.000000
2036-09-22,294.110687,303.521393,0.301125
2036-09-23,294.100037,305.018402,0.000000
2036-09-24,293.217896,302.503693,1.685303
2036-09-25,290.830688,301.509247,0.000000
2036-09-26,288.268036,302.706543,0.000000
2036-09-27,288.855988,303.996368,0.000000
2036-09-28,287.762787,305.056793,0.000000
2036-09-29,288.969421,303.967255,0.000000
2036-09-30,288.213562,304.229919,0.000000
2036-10-01,289.031433,304.490753,0.000000
2036-10-02,289.154907,305.040039,0.000000
2036-10-03,289.290344,305.715149,0.000000
2036-10-04,291.949493,305.040253,0.000000
2036-10-05,291.961700,305.645569,0.000000
2036-10-06,293.254059,302.349640,0.000000
2036-10-07,290.986877,302.071503,25.866943
2036-10-08,291.060944,298.619202,36.062874
2036-10-09,285.012878,295.028046,30.848450
2036-10-10,282.645294,289.951416,0.000000
2036-10-11,282.099365,292.698700,0.000000
2036-10-12,284.824554,294.940247,0.000000
2036-10-13,290.867279,297.475159,2.493494
2036-10-14,285.270233,296.712006,0.000000
2036-10-15,284.588287,296.257599,0.000000
2036-10-16,284.965271,299.207825,0.000000
2036-10-17,288.480499,300.724121,0.000000
2036-10-18,290.165924,302.327942,0.000000
2036-10-19,291.676575,305.293610,0.439620
2036-10-20,290.043793,299.943726,0.000000
2036-10-21,288.866333,294.888306,36.163139
2036-10-22,285.729462,291.182465,1.459001
2036-10-23,282.949249,291.412872,0.000000
2036-10-24,277.663116,292.207825,0.000000
2036-10-25,278.170044,294.330933,0.000000
2036-10-26,284.178986,291.987000,0.288043
2036-10-27,282.475555,291.942688,0.000000
2036-10-28,278.277588,292.255981,0.000000
2036-10-29,284.208282,295.459351,0.000000
2036-10-30,286.635895,297.012543,0.000000
2036-10-31,286.191040,297.198761,0.813177
2036-11-01,282.336884,300.267487,0.000000
2036-11-02,286.815857,298.864929,0.000000
2036-11-03,283.963654,304.457001,0.000000
2036-11-04,289.367889,303.620117,0.000000
2036-11-05,291.052673,304.989746,0.000000
2036-11-06,284.664093,296.902313,0.000000
2036-11-07,273.946991,281.438416,0.000000
2036-11-08,274.559662,280.549561,0.000000
2036-11-09,274.793396,279.093689,1.712722
2036-11-10,276.149994,280.464874,0.362437
2036-11-11,272.862823,288.298523,0.000000
2036-11-12,274.163605,290.052246,0.000000
2036-11-13,277.494751,291.305786,0.000000
2036-11-14,279.231354,293.881378,0.000000
2036-11-15,284.370911,294.782135,0.000000
2036-11-16,289.419556,292.908722,14.392608
2036-11-17,288.994385,298.732422,1.883072
2036-11-18,281.471558,299.309723,0.306242
2036-11-19,281.584900,300.606812,0.000000
2036-11-20,285.821320,302.253357,0.460455
2036-11-21,289.015106,303.825867,0.000000
2036-11-22,287.609467,299.489868,0.000000
2036-11-23,285.012451,299.669067,0.000000
2036-11-24,281.996948,301.028503,0.000000
2036-11-25,285.303223,300.961731,0.000000
2036-11-26,287.077454,302.552246,0.000000
2036-11-27,285.441406,302.109558,0.000000
2036-11-28,287.881897,301.962616,0.000000
2036-11-29,285.166077,296.868439,0.000000
2036-11-30,281.372894,302.171143,0.000000
2036-12-01,288.977203,298.663422,0.000000
2036-12-02,278.618317,292.848938,0.000000
2036-12-03,276.302887,290.238007,0.000000
2036-12-04,277.589752,293.930023,0.000000
2036-12-05,286.941467,299.132507,0.776169
2036-12-06,287.274811,300.707397,0.566505
2036-12-07,287.266449,301.429749,0.000000
2036-12-08,285.663025,301.957092,0.000000
2036-12-09,285.872070,300.217010,0.000000
2036-12-10,289.290314,299.567841,0.000000
2036-12-11,291.714966,299.794434,0.351079
2036-12-12,281.341797,298.907593,0.000000
2036-12-13,282.636292,295.565613,0.000000
2036-12-14,278.253204,296.900757,0.000000
2036-12-15,280.909698,292.915771,0.000000
2036-12-16,275.714783,291.372833,0.000000
2036-12-17,280.452881,295.148407,0.000000
2036-12-18,278.587830,294.642853,0.000000
2036-12-19,285.079468,293.524994,32.358086
2036-12-20,281.821869,289.970123,1.154306
2036-12-21,278.635468,297.199615,0.000000
2036-12-22,280.225769,300.527130,0.000000
2036-12-23,284.593292,302.321960,0.000000
2036-12-24,285.547638,302.607025,0.000000
2036-12-25,276.866913,294.393585,0.000000
2036-12-26,271.318207,277.456940,0.000000
2036-12-27,269.449921,275.784546,0.000000
2036-12-28,258.356293,273.027588,0.000000
2036-12-29,264.630615,274.973389,0.000000
2036-12-30,268.051666,282.197418,0.881336
2036-12-31,282.933624,292.330597,11.317868
2037-01-01,278.346344,289.278809,5.204722
2037-01-02,279.669647,287.139191,5.882191
2037-01-03,278.570282,285.580597,3.090252
2037-01-04,274.827942,292.321228,0.000000
2037-01-05,276.293793,290.634552,0.000000
2037-01-06,277.050323,293.042664,0.000000
2037-01-07,283.085968,299.108215,0.000000
2037-01-08,278.308807,294.185760,0.000000
2037-01-09,275.399109,288.492126,2.373807
2037-01-10,270.359772,286.587006,0.444258
2037-01-11,273.750397,287.555603,0.000000
2037-01-12,281.797607,294.354706,0.000000
2037-01-13,274.958405,288.495850,0.000000
2037-01-14,278.370331,295.755585,0.000000
2037-01-15,282.413971,291.800049,0.000000
2037-01-16,275.919250,293.004883,0.000000
2037-01-17,278.883789,298.434265,0.000000
2037-01-18,281.955780,299.406708,0.000000
2037-01-19,281.223022,299.177826,0.000000
2037-01-20,282.204071,300.202881,0.000000
2037-01-21,283.251526,298.529205,0.000000
2037-01-22,281.508514,294.382111,0.000000
2037-01-23,277.978271,291.796356,0.000000
2037-01-24,278.540955,294.388275,0.000000
2037-01-25,280.358795,288.236237,7.523769
2037-01-26,276.508820,290.206543,0.910072
2037-01-27,276.580139,294.139465,0.000000
2037-01-28,278.199524,294.494629,0.000000
2037-01-29,280.329498,296.962646,0.000000
2037-01-30,279.506500,293.458466,0.000000
2037-01-31,275.589111,294.460510,0.000000
2037-02-01,277.584198,296.734894,0.000000
2037-02-02,278.571686,297.660065,0.000000
2037-02-03,281.813721,293.318665,0.000000
2037-02-04,285.028900,297.011871,0.000000
2037-02-05,283.575043,299.602936,0.445572
2037-02-06,283.735809,298.286041,0.468631
2037-02-07,286.375183,297.139374,1.414282
2037-02-08,279.499023,292.085449,0.000000
2037-02-09,276.904572,296.614838,0.000000
2037-02-10,282.908203,299.645691,0.000000
2037-02-11,285.201752,297.506897,0.458727
2037-02-12,282.913574,292.688019,10.534511
2037-02-13,283.872711,291.429688,29.595644
2037-02-14,282.174835,293.244171,0.969249
2037-02-15,282.181122,292.703094,2.467240
2037-02-16,282.123627,290.789337,12.729269
2037-02-17,283.096222,297.933807,0.582462
2037-02-18,276.618073,293.577606,0.000000
2037-02-19,272.304504,280.334229,0.000000
2037-02-20,271.126892,284.347839,0.000000
2037-02-21,273.499298,287.873962,0.000000
2037-02-22,278.196381,292.406403,0.000000
2037-02-23,286.291473,292.109467,4.581119
2037-02-24,285.794006,291.329163,0.956590
2037-02-25,279.396271,299.572266,0.000000
2037-02-26,278.189697,293.813324,0.000000
2037-02-27,281.299591,294.532959,0.000000
2037-02-28,287.569763,294.340363,7.871043
2037-03-01,283.071014,296.729034,2.186385
2037-03-02,283.070099,298.208527,0.000000
2037-03-03,285.722656,302.579956,0.000000
2037-03-04,287.037506,300.218903,0.000000
2037-03-05,280.335999,294.676880,0.000000
2037-03-06,280.292145,294.475525,0.000000
2037-03-07,280.409180,292.091217,0.000000
2037-03-08,277.851654,293.236847,0.000000
2037-03-09,281.982117,288.674561,3.249763
2037-03-10,283.629791,297.306213,0.000000
2037-03-11,285.379669,302.750763,0.000000
2037-03-12,288.093994,300.915100,0.000000
2037-03-13,281.803253,295.756744,0.000000
2037-03-14,281.534302,289.805084,18.452057
2037-03-15,277.735260,288.813263,0.000000
2037-03-16,279.948212,301.362427,0.000000
2037-03-17,284.044586,304.718201,0.000000
2037-03-18,285.172028,305.559662,0.000000
2037-03-19,288.167816,303.202362,0.000000
2037-03-20,285.766083,301.496796,0.000000
2037-03-21,285.142212,305.398743,0.000000
2037-03-22,289.293518,306.341125,0.000000
2037-03-23,288.747223,305.178040,0.000000
2037-03-24,287.292694,301.711975,0.000000
2037-03-25,286.461731,297.270905,0.000000
2037-03-26,292.020538,303.205292,3.178953
2037-03-27,288.022919,300.529541,0.423117
2037-03-28,284.761322,293.260620,0.327697
2037-03-29,281.162964,290.098450,0.000000
2037-03-30,277.005798,297.542358,0.000000
2037-03-31,282.320923,299.424469,0.000000
2037-04-01,288.177582,297.746857,0.000000
2037-04-02,291.764893,302.996735,0.915951
2037-04-03,285.470734,299.424194,0.000000
2037-04-04,279.372620,294.447235,0.000000
2037-04-05,280.867828,296.905548,0.000000
2037-04-06,284.040100,298.646790,0.000000
2037-04-07,288.577637,299.292023,0.000000
2037-04-08,291.910095,303.243439,0.000000
2037-04-09,290.674835,304.224182,0.000000
2037-04-10,292.470032,303.301605,0.000000
2037-04-11,293.209076,303.752197,0.000000
2037-04-12,287.394226,302.493042,0.000000
2037-04-13,286.878571,301.198669,0.000000
2037-04-14,283.492432,292.582031,0.000000
2037-04-15,280.409515,294.477356,0.000000
2037-04-16,281.359161,306.862396,0.000000
2037-04-17,289.809662,311.645111,0.000000
2037-04-18,288.302277,310.584259,0.000000
2037-04-19,291.142151,312.520721,0.000000
2037-04-20,291.208069,311.416595,0.000000
2037-04-21,289.796356,307.858307,0.000000
2037-04-22,283.417694,297.236755,0.000000
2037-04-23,282.799530,302.154297,0.000000
2037-04-24,287.091461,301.792725,0.000000
2037-04-25,291.619385,304.493927,0.000000
2037-04-26,291.306976,312.483948,0.000000
2037-04-27,292.646973,313.369049,0.000000
2037-04-28,294.800964,312.366760,0.000000
2037-04-29,293.282745,311.681122,0.000000
2037-04-30,292.208069,312.433899,0.000000
2037-05-01,293.202209,310.527740,0.000000
2037-05-02,293.133057,311.312164,0.000000
2037-05-03,293.198090,311.353729,0.000000
2037-05-04,294.400452,308.397247,0.000000
2037-05-05,294.892792,305.088898,5.022161
2037-05-06,293.355774,304.217102,8.197690
2037-05-07,293.641083,298.982300,2.654433
2037-05-08,291.599060,296.399597,6.065142
2037-05-09,292.820984,300.716949,1.965922
2037-05-10,294.231232,302.872986,12.129591
2037-05-11,293.515778,305.693390,8.047611
2037-05-12,293.538025,306.427338,0.000000
2037-05-13,293.457581,308.377167,0.000000
2037-05-14,293.659851,308.748840,0.000000
2037-05-15,293.950592,308.549835,0.000000
2037-05-16,293.387268,307.875427,0.000000
2037-05-17,293.742157,308.631775,0.000000
2037-05-18,294.769928,308.123413,0.000000
2037-05-19,294.926056,307.692139,0.000000
2037-05-20,294.022919,305.167572,27.113537
2037-05-21,295.879578,302.968262,12.928891
2037-05-22,295.031616,304.325256,6.255407
2037-05-23,295.469910,304.355621,22.941706
2037-05-24,297.794861,303.843201,15.225694
2037-05-25,296.701599,301.197296,43.284012
2037-05-26,294.657104,302.282562,0.000000
2037-05-27,294.485413,304.442474,0.000000
2037-05-28,293.907959,304.484772,0.400388
2037-05-29,294.868073,305.432831,0.449792
2037-05-30,296.941772,308.610321,0.000000
2037-05-31,297.537537,309.971039,0.000000
2037-06-01,297.173889,310.250946,0.000000
2037-06-02,296.274139,309.280548,0.000000
2037-06-03,297.320404,308.351105,0.922074
2037-06-04,295.934296,307.504028,0.000000
2037-06-05,295.662567,309.122009,0.000000
2037-06-06,296.469574,310.402527,0.000000
2037-06-07,296.155457,308.963196,0.000000
2037-06-08,296.287842,310.727875,0.000000
2037-06-09,295.683990,312.475922,0.000000
2037-06-10,296.423798,315.790100,0.000000
2037-06-11,298.074432,316.970581,0.000000
2037-06-12,299.521149,317.171173,0.000000
2037-06-13,297.977875,316.019257,0.000000
2037-06-14,298.037109,316.115356,0.000000
2037-06-15,299.521088,313.408081,0.000000
2037-06-16,300.011230,311.665985,0.000000
2037-06-17,299.179199,308.651855,0.000000
2037-06-18,296.211823,308.356628,0.000000
2037-06-19,295.122009,308.503693,0.000000
2037-06-20,296.756683,308.498505,0.000000
2037-06-21,297.509979,309.758423,1.476480
2037-06-22,299.474915,310.275452,0.000000
2037-06-23,300.667450,308.986053,0.000000
2037-06-24,300.337494,309.694244,0.000000
2037-06-25,298.648254,310.835052,0.000000
2037-06-26,297.324188,310.306091,0.000000
2037-06-27,297.113037,309.066040,0.000000
2037-06-28,297.791687,311.369995,0.000000
2037-06-29,297.665649,312.303314,0.000000
2037-06-30,297.826416,312.927673,0.000000
2037-07-01,298.805542,310.980591,4.076570
