#Variables:,
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K)",
6/9/1958,310.736847
6/10/1958,310.616791
6/11/1958,312.26004
6/12/1958,311.308838
6/13/1958,308.960236
6/14/1958,308.520538
6/15/1958,308.032867
6/16/1958,308.063629
6/17/1958,308.265961
6/18/1958,307.945648
6/19/1958,308.771973
6/20/1958,305.268402
6/21/1958,303.780304
6/22/1958,302.78717
6/23/1958,305.289429
6/24/1958,306.009186
6/25/1958,303.816986
6/26/1958,304.901093
6/27/1958,305.508453
6/28/1958,305.964661
6/29/1958,305.536285
6/30/1958,307.079681
7/1/1958,308.049988
7/2/1958,309.065338
7/3/1958,307.38327
7/4/1958,308.892212
7/5/1958,307.691193
7/6/1958,307.360291
7/7/1958,306.724213
7/8/1958,306.751617
7/9/1958,306.944885
7/10/1958,307.785889
7/11/1958,309.857666
7/12/1958,310.54361
7/13/1958,310.631134
7/14/1958,308.571289
7/15/1958,307.054413
7/16/1958,308.784515
7/17/1958,307.690491
7/18/1958,305.986206
7/19/1958,305.920898
7/20/1958,306.891907
7/21/1958,307.757172
7/22/1958,305.798126
7/23/1958,305.978638
7/24/1958,306.019623
7/25/1958,307.592957
7/26/1958,310.578857
7/27/1958,310.870239
7/28/1958,308.249207
7/29/1958,307.028748
7/30/1958,307.309082
7/31/1958,307.547821
8/1/1958,309.863678
8/2/1958,311.127838
8/3/1958,310.65802
8/4/1958,310.264221
8/5/1958,311.278168
8/6/1958,312.395111
8/7/1958,310.525146
8/8/1958,306.721619
8/9/1958,305.822296
8/10/1958,306.47229
8/11/1958,306.492371
8/12/1958,306.400574
8/13/1958,305.189789
8/14/1958,305.589722
8/15/1958,308.203583
8/16/1958,310.016785
8/17/1958,310.464233
8/18/1958,310.813599
8/19/1958,309.596771
8/20/1958,310.236603
8/21/1958,311.667297
8/22/1958,313.277283
8/23/1958,313.286774
8/24/1958,311.080414
8/25/1958,308.815552
8/26/1958,308.909058
8/27/1958,309.264374
8/28/1958,311.063019
8/29/1958,311.431091
8/30/1958,309.638397
8/31/1958,309.597595
9/1/1958,310.018036
9/2/1958,309.449432
9/3/1958,311.128937
9/4/1958,309.207367
9/5/1958,308.734406
9/6/1958,308.266113
9/7/1958,307.417999
9/8/1958,308.785126
9/9/1958,310.443085
9/10/1958,309.825043
9/11/1958,308.597687
9/12/1958,306.771698
9/13/1958,306.332245
9/14/1958,305.634613
9/15/1958,307.136627
9/16/1958,305.465729
9/17/1958,305.929535
9/18/1958,303.353027
9/19/1958,305.313477
9/20/1958,306.433807
9/21/1958,307.023834
9/22/1958,307.2677
9/23/1958,307.14447
9/24/1958,305.757965
9/25/1958,306.016266
9/26/1958,305.971283
9/27/1958,306.984589
9/28/1958,307.726959
9/29/1958,307.697601
9/30/1958,306.994202
10/1/1958,307.134613
10/2/1958,309.971558
10/3/1958,309.634827
10/4/1958,310.57962
10/5/1958,307.740753
10/6/1958,306.56073
10/7/1958,304.798767
10/8/1958,304.298431
10/9/1958,302.870911
10/10/1958,301.925476
10/11/1958,297.5914
10/12/1958,293.082977
10/13/1958,303.815491
10/14/1958,303.966064
10/15/1958,302.904053
10/16/1958,304.284851
10/17/1958,302.82486
10/18/1958,306.339539
10/19/1958,303.092896
10/20/1958,289.904816
10/21/1958,291.56778
10/22/1958,295.132721
10/23/1958,298.359741
10/24/1958,299.765289
10/25/1958,300.940186
10/26/1958,301.114807
10/27/1958,299.21521
10/28/1958,299.919922
10/29/1958,298.002991
10/30/1958,297.606354
10/31/1958,301.227875
11/1/1958,304.428345
11/2/1958,300.370667
11/3/1958,295.115265
11/4/1958,297.913116
11/5/1958,301.468231
11/6/1958,299.796204
11/7/1958,299.657593
11/8/1958,294.567535
11/9/1958,298.711487
11/10/1958,292.873871
11/11/1958,288.944122
11/12/1958,295.343384
11/13/1958,297.355042
11/14/1958,295.992706
11/15/1958,298.02536
11/16/1958,299.08252
11/17/1958,296.164734
11/18/1958,292.294159
11/19/1958,298.025269
11/20/1958,301.357574
11/21/1958,301.162476
11/22/1958,300.148315
11/23/1958,298.401031
11/24/1958,299.07605
11/25/1958,300.993347
11/26/1958,298.642059
11/27/1958,299.936462
11/28/1958,292.279449
11/29/1958,291.390015
11/30/1958,298.701843
12/1/1958,294.522675
12/2/1958,288.918365
12/3/1958,294.346039
12/4/1958,290.636658
12/5/1958,297.177521
12/6/1958,289.321777
12/7/1958,292.914032
12/8/1958,291.081085
12/9/1958,290.158112
12/10/1958,288.804077
12/11/1958,292.685577
12/12/1958,290.704773
12/13/1958,290.643646
12/14/1958,289.366699
12/15/1958,294.649658
12/16/1958,296.583191
12/17/1958,298.282837
12/18/1958,295.878998
12/19/1958,290.292297
12/20/1958,294.059662
12/21/1958,295.014954
12/22/1958,291.441162
12/23/1958,293.082062
12/24/1958,293.206909
12/25/1958,294.524902
12/26/1958,291.07077
12/27/1958,290.978607
12/28/1958,293.439789
12/29/1958,294.231232
12/30/1958,290.208923
12/31/1958,286.889832
1/1/1959,293.05542
1/2/1959,287.839233
1/3/1959,275.899506
1/4/1959,277.40332
1/5/1959,282.108521
1/6/1959,284.266693
1/7/1959,287.387482
1/8/1959,283.505005
1/9/1959,287.581177
1/10/1959,286.021729
1/11/1959,285.37738
1/12/1959,293.536163
1/13/1959,288.070435
1/14/1959,284.796722
1/15/1959,287.960571
1/16/1959,293.304413
1/17/1959,296.335815
1/18/1959,294.762573
1/19/1959,291.324524
1/20/1959,297.155762
1/21/1959,298.309052
1/22/1959,296.710754
1/23/1959,295.932739
1/24/1959,297.484558
1/25/1959,293.101257
1/26/1959,299.26239
1/27/1959,292.061493
1/28/1959,290.088776
1/29/1959,286.914856
1/30/1959,286.030701
1/31/1959,282.872925
2/1/1959,284.724304
2/2/1959,286.827301
2/3/1959,290.730774
2/4/1959,295.267059
2/5/1959,296.312103
2/6/1959,300.184021
2/7/1959,292.835083
2/8/1959,287.098907
2/9/1959,286.514069
2/10/1959,287.730225
2/11/1959,289.812195
2/12/1959,287.496521
2/13/1959,286.819458
2/14/1959,292.368042
2/15/1959,297.153198
2/16/1959,294.003082
2/17/1959,289.377899
2/18/1959,288.212921
2/19/1959,287.490417
2/20/1959,291.481934
2/21/1959,291.132263
2/22/1959,295.224274
2/23/1959,300.05542
2/24/1959,296.054321
2/25/1959,289.914612
2/26/1959,287.61377
2/27/1959,286.743896
2/28/1959,292.022858
3/1/1959,289.096741
3/2/1959,292.367981
3/3/1959,295.745819
3/4/1959,298.373566
3/5/1959,299.080872
3/6/1959,300.271484
3/7/1959,300.842255
3/8/1959,299.240173
3/9/1959,294.498383
3/10/1959,294.799347
3/11/1959,295.919189
3/12/1959,299.552063
3/13/1959,299.06601
3/14/1959,302.976959
3/15/1959,303.931091
3/16/1959,297.436157
3/17/1959,299.906158
3/18/1959,301.4841
3/19/1959,297.19986
3/20/1959,291.759613
3/21/1959,292.728729
3/22/1959,298.636719
3/23/1959,301.20401
3/24/1959,299.571472
3/25/1959,299.512573
3/26/1959,299.322815
3/27/1959,299.416321
3/28/1959,300.737946
3/29/1959,302.377533
3/30/1959,300.875732
3/31/1959,303.408539
4/1/1959,301.75354
4/2/1959,301.722839
4/3/1959,302.117889
4/4/1959,304.376343
4/5/1959,299.701874
4/6/1959,300.467255
4/7/1959,301.468842
4/8/1959,301.685883
4/9/1959,303.588165
4/10/1959,302.240204
4/11/1959,303.758972
4/12/1959,302.596161
4/13/1959,302.252686
4/14/1959,300.534821
4/15/1959,300.477264
4/16/1959,299.900635
4/17/1959,303.061951
4/18/1959,303.248199
4/19/1959,299.046265
4/20/1959,302.248322
4/21/1959,299.377045
4/22/1959,302.396973
4/23/1959,306.953827
4/24/1959,306.425568
4/25/1959,307.795898
4/26/1959,304.480011
4/27/1959,302.351044
4/28/1959,300.921844
4/29/1959,299.833984
4/30/1959,301.121338
5/1/1959,298.60791
5/2/1959,301.002747
5/3/1959,299.446411
5/4/1959,297.725403
5/5/1959,296.244781
5/6/1959,300.820312
5/7/1959,299.643402
5/8/1959,300.818451
5/9/1959,301.609802
5/10/1959,300.340424
5/11/1959,301.342743
5/12/1959,298.201355
5/13/1959,299.822968
5/14/1959,300.459473
5/15/1959,302.435455
5/16/1959,299.738525
5/17/1959,301.905792
5/18/1959,301.63913
5/19/1959,300.753906
5/20/1959,298.904541
5/21/1959,300.832886
5/22/1959,301.026947
5/23/1959,301.582489
5/24/1959,299.960968
5/25/1959,302.979553
5/26/1959,301.906647
5/27/1959,299.36673
5/28/1959,299.28598
5/29/1959,303.549683
5/30/1959,305.603241
5/31/1959,305.773956
6/1/1959,311.48111
6/2/1959,313.139435
6/3/1959,311.292755
6/4/1959,310.251862
6/5/1959,306.266388
6/6/1959,307.18457
6/7/1959,307.279266
6/8/1959,306.093262
6/9/1959,304.960632
6/10/1959,305.477875
6/11/1959,304.614197
6/12/1959,303.482025
6/13/1959,306.655701
6/14/1959,306.822144
6/15/1959,306.168854
6/16/1959,305.937317
6/17/1959,305.662811
6/18/1959,300.002777
6/19/1959,302.202454
6/20/1959,300.310913
6/21/1959,300.8685
6/22/1959,299.710205
6/23/1959,300.145111
6/24/1959,302.417084
6/25/1959,301.85965
6/26/1959,301.550018
6/27/1959,303.917114
6/28/1959,304.240967
6/29/1959,304.39389
6/30/1959,301.796631
7/1/1959,303.26593
7/2/1959,303.6745
7/3/1959,304.160889
7/4/1959,302.838501
7/5/1959,303.171509
7/6/1959,304.042816
7/7/1959,304.723419
7/8/1959,305.491425
7/9/1959,306.363617
7/10/1959,305.820862
7/11/1959,305.532898
7/12/1959,305.58786
7/13/1959,306.482117
7/14/1959,306.839294
7/15/1959,306.899292
7/16/1959,305.822083
7/17/1959,307.13028
7/18/1959,307.071838
7/19/1959,307.589294
7/20/1959,309.973419
7/21/1959,310.485962
7/22/1959,305.872528
7/23/1959,306.011597
7/24/1959,307.849518
7/25/1959,307.467224
7/26/1959,307.701874
7/27/1959,308.913055
7/28/1959,309.220398
7/29/1959,309.784027
7/30/1959,309.638306
7/31/1959,307.895447
8/1/1959,310.666656
8/2/1959,310.510956
8/3/1959,310.781067
8/4/1959,312.096375
8/5/1959,313.918457
8/6/1959,313.766388
8/7/1959,311.832336
8/8/1959,309.746643
8/9/1959,308.349426
8/10/1959,307.405975
8/11/1959,306.081421
8/12/1959,306.666229
8/13/1959,306.728943
8/14/1959,306.844666
8/15/1959,308.370239
8/16/1959,309.565338
8/17/1959,309.461151
8/18/1959,308.191589
8/19/1959,307.55011
8/20/1959,307.032654
8/21/1959,307.641205
8/22/1959,306.154236
8/23/1959,304.322021
8/24/1959,304.110291
8/25/1959,303.96814
8/26/1959,304.596405
8/27/1959,305.538605
8/28/1959,306.340027
8/29/1959,304.98056
8/30/1959,304.221985
8/31/1959,304.63324
9/1/1959,307.32431
9/2/1959,307.524872
9/3/1959,307.788422
9/4/1959,306.51355
9/5/1959,307.550201
9/6/1959,305.5961
9/7/1959,307.55838
9/8/1959,307.062256
9/9/1959,306.192963
9/10/1959,305.936707
9/11/1959,304.721649
9/12/1959,301.541992
9/13/1959,301.422302
9/14/1959,303.252197
9/15/1959,300.33371
9/16/1959,298.622437
9/17/1959,299.514526
9/18/1959,302.901276
9/19/1959,304.732452
9/20/1959,306.002167
9/21/1959,302.345673
9/22/1959,304.778595
9/23/1959,303.581268
9/24/1959,302.664612
9/25/1959,302.719177
9/26/1959,300.881409
9/27/1959,300.885223
9/28/1959,304.86084
9/29/1959,306.665497
9/30/1959,307.912659
10/1/1959,306.617798
10/2/1959,306.173798
10/3/1959,305.636627
10/4/1959,303.739288
10/5/1959,303.067932
10/6/1959,300.881897
10/7/1959,302.415375
10/8/1959,293.011322
10/9/1959,287.408325
10/10/1959,299.962158
10/11/1959,297.604187
10/12/1959,297.106628
10/13/1959,300.904175
10/14/1959,302.610657
10/15/1959,301.239868
10/16/1959,304.99704
10/17/1959,304.425415
10/18/1959,299.191315
10/19/1959,301.964294
10/20/1959,303.013763
10/21/1959,303.578491
10/22/1959,298.227509
10/23/1959,295.276917
10/24/1959,299.808136
10/25/1959,299.782928
10/26/1959,297.957703
10/27/1959,303.207733
10/28/1959,298.522888
10/29/1959,292.584015
10/30/1959,297.460052
10/31/1959,294.600616
11/1/1959,293.608154
11/2/1959,298.451447
11/3/1959,299.916229
11/4/1959,301.728333
11/5/1959,300.948822
11/6/1959,299.882202
11/7/1959,301.05481
11/8/1959,300.028442
11/9/1959,302.228912
11/10/1959,302.243958
11/11/1959,296.757812
11/12/1959,294.984863
11/13/1959,293.242889
11/14/1959,299.28656
11/15/1959,294.578094
11/16/1959,288.337036
11/17/1959,290.529053
11/18/1959,291.081207
11/19/1959,286.696899
11/20/1959,284.168823
11/21/1959,286.515747
11/22/1959,294.348511
11/23/1959,298.394806
11/24/1959,295.496216
11/25/1959,289.302307
11/26/1959,293.529999
11/27/1959,298.749878
11/28/1959,300.113983
11/29/1959,298.850861
11/30/1959,285.924866
12/1/1959,280.828491
12/2/1959,280.202911
12/3/1959,280.219208
12/4/1959,280.282257
12/5/1959,278.76944
12/6/1959,282.410614
12/7/1959,284.640625
12/8/1959,295.340454
12/9/1959,290.088074
12/10/1959,288.277405
12/11/1959,286.540466
12/12/1959,289.777924
12/13/1959,286.222046
12/14/1959,287.969391
12/15/1959,290.763275
12/16/1959,288.20343
12/17/1959,293.594971
12/18/1959,286.531982
12/19/1959,274.331085
12/20/1959,274.834076
12/21/1959,283.50589
12/22/1959,284.026154
12/23/1959,290.664429
12/24/1959,292.772858
12/25/1959,293.679291
12/26/1959,291.664215
12/27/1959,295.541382
12/28/1959,297.764374
12/29/1959,295.425629
12/30/1959,286.426117
12/31/1959,278.876526
1/1/1960,278.15564
1/2/1960,282.772491
1/3/1960,284.514557
1/4/1960,288.322601
1/5/1960,283.935791
1/6/1960,278.25177
1/7/1960,273.806458
1/8/1960,278.368042
1/9/1960,278.763489
1/10/1960,277.937897
1/11/1960,281.409332
1/12/1960,286.661713
1/13/1960,290.575958
1/14/1960,291.302948
1/15/1960,286.974579
1/16/1960,286.144073
1/17/1960,290.124603
1/18/1960,292.565216
1/19/1960,291.320709
1/20/1960,288.112976
1/21/1960,281.556244
1/22/1960,286.645294
1/23/1960,288.961121
1/24/1960,289.390076
1/25/1960,290.650696
1/26/1960,291.836182
1/27/1960,293.617493
1/28/1960,290.264099
1/29/1960,293.607086
1/30/1960,296.676605
1/31/1960,294.039551
2/1/1960,294.816742
2/2/1960,291.330688
2/3/1960,280.328644
2/4/1960,273.020996
2/5/1960,274.159637
2/6/1960,281.584045
2/7/1960,283.602295
2/8/1960,282.745239
2/9/1960,281.105408
2/10/1960,290.95224
2/11/1960,300.265778
2/12/1960,295.106781
2/13/1960,287.171967
2/14/1960,282.081909
2/15/1960,293.082916
2/16/1960,300.69989
2/17/1960,298.380249
2/18/1960,300.888214
2/19/1960,304.021759
2/20/1960,299.087402
2/21/1960,296.95694
2/22/1960,295.451538
2/23/1960,290.60672
2/24/1960,287.786865
2/25/1960,290.980194
2/26/1960,295.477814
2/27/1960,293.7258
2/28/1960,297.667145
2/29/1960,299.190674
3/1/1960,300.714203
3/2/1960,301.336792
3/3/1960,302.679596
3/4/1960,301.604767
3/5/1960,296.054352
3/6/1960,294.649963
3/7/1960,289.413025
3/8/1960,290.809692
3/9/1960,299.742065
3/10/1960,296.644623
3/11/1960,303.231018
3/12/1960,294.764191
3/13/1960,286.290039
3/14/1960,288.368286
3/15/1960,295.861511
3/16/1960,298.462067
3/17/1960,296.171234
3/18/1960,298.203186
3/19/1960,300.643066
3/20/1960,301.011017
3/21/1960,302.666229
3/22/1960,304.349213
3/23/1960,304.069489
3/24/1960,303.625458
3/25/1960,297.23468
3/26/1960,294.16861
3/27/1960,297.238953
3/28/1960,297.25824
3/29/1960,294.285126
3/30/1960,291.695618
3/31/1960,297.236267
4/1/1960,296.771088
4/2/1960,303.0224
4/3/1960,295.841766
4/4/1960,298.415375
4/5/1960,302.850647
4/6/1960,304.769653
4/7/1960,297.320374
4/8/1960,284.225983
4/9/1960,286.247833
4/10/1960,285.714905
4/11/1960,292.114319
4/12/1960,304.44281
4/13/1960,303.891205
4/14/1960,303.850983
4/15/1960,300.353027
4/16/1960,299.286499
4/17/1960,302.070679
4/18/1960,303.551178
4/19/1960,299.061432
4/20/1960,294.711487
4/21/1960,300.67572
4/22/1960,306.125488
4/23/1960,307.401978
4/24/1960,305.818237
4/25/1960,305.172668
4/26/1960,302.617493
4/27/1960,302.373444
4/28/1960,302.173309
4/29/1960,302.218719
4/30/1960,306.032379
5/1/1960,306.144318
5/2/1960,308.502716
5/3/1960,311.858185
5/4/1960,308.407471
5/5/1960,299.889893
5/6/1960,306.604614
5/7/1960,307.778778
5/8/1960,307.096191
5/9/1960,307.771301
5/10/1960,308.512665
5/11/1960,311.389008
5/12/1960,312.544281
5/13/1960,311.121246
5/14/1960,306.200562
5/15/1960,298.539581
5/16/1960,297.500275
5/17/1960,304.559204
5/18/1960,306.475677
5/19/1960,306.95166
5/20/1960,304.360474
5/21/1960,303.586761
5/22/1960,305.180176
5/23/1960,306.427765
5/24/1960,305.307343
5/25/1960,306.16449
5/26/1960,305.440155
5/27/1960,302.333282
5/28/1960,300.033508
5/29/1960,299.436096
5/30/1960,298.756195
5/31/1960,297.705322
6/1/1960,300.90036
6/2/1960,300.044067
6/3/1960,307.464813
6/4/1960,308.246521
6/5/1960,309.461395
6/6/1960,309.717224
6/7/1960,306.237671
6/8/1960,303.640808
6/9/1960,303.373444
6/10/1960,302.133301
6/11/1960,304.317047
6/12/1960,305.342072
6/13/1960,306.257385
6/14/1960,305.72467
6/15/1960,304.470612
6/16/1960,302.83139
6/17/1960,304.788513
6/18/1960,303.730194
6/19/1960,304.827332
6/20/1960,303.871033
6/21/1960,303.11853
6/22/1960,303.845764
6/23/1960,302.173035
6/24/1960,302.41272
6/25/1960,303.141815
6/26/1960,303.45575
6/27/1960,305.094208
6/28/1960,305.818359
6/29/1960,306.326782
6/30/1960,304.413055
7/1/1960,304.252991
7/2/1960,304.362366
7/3/1960,303.637604
7/4/1960,301.386932
7/5/1960,302.80249
7/6/1960,301.329529
7/7/1960,303.550995
7/8/1960,304.548187
7/9/1960,305.562012
7/10/1960,302.517487
7/11/1960,301.134186
7/12/1960,303.386047
7/13/1960,300.018646
7/14/1960,299.437836
7/15/1960,298.869934
7/16/1960,300.364258
7/17/1960,301.186371
7/18/1960,302.685242
7/19/1960,305.039185
7/20/1960,305.265686
7/21/1960,305.679413
7/22/1960,305.593414
7/23/1960,304.480835
7/24/1960,303.961975
7/25/1960,306.202545
7/26/1960,307.12793
7/27/1960,308.283203
7/28/1960,308.262207
7/29/1960,305.138062
7/30/1960,306.669189
7/31/1960,308.660004
8/1/1960,310.835205
8/2/1960,311.086884
8/3/1960,310.856567
8/4/1960,311.687531
8/5/1960,311.652069
8/6/1960,308.587738
8/7/1960,306.951141
8/8/1960,309.057373
8/9/1960,307.314026
8/10/1960,306.863983
8/11/1960,306.247681
8/12/1960,304.789581
8/13/1960,304.806641
8/14/1960,304.752563
8/15/1960,305.488434
8/16/1960,306.515656
8/17/1960,306.489288
8/18/1960,304.702332
8/19/1960,303.96875
8/20/1960,304.040619
8/21/1960,305.643646
8/22/1960,307.440674
8/23/1960,305.900543
8/24/1960,303.267944
8/25/1960,300.343933
8/26/1960,302.739288
8/27/1960,305.458374
8/28/1960,306.2005
8/29/1960,305.987396
8/30/1960,305.224548
8/31/1960,305.824371
9/1/1960,305.461975
9/2/1960,307.010223
9/3/1960,307.841736
9/4/1960,308.924805
9/5/1960,309.251129
9/6/1960,308.869141
9/7/1960,306.945129
9/8/1960,306.371979
9/9/1960,306.124786
9/10/1960,304.192413
9/11/1960,301.657715
9/12/1960,300.309143
9/13/1960,300.013123
9/14/1960,301.677765
9/15/1960,303.551514
9/16/1960,305.308777
9/17/1960,305.415894
9/18/1960,304.846863
9/19/1960,306.145935
9/20/1960,306.052368
9/21/1960,305.762543
9/22/1960,307.026947
9/23/1960,309.455536
9/24/1960,310.412628
9/25/1960,305.728668
9/26/1960,304.312927
9/27/1960,306.70285
9/28/1960,306.000122
9/29/1960,305.298309
9/30/1960,302.072815
10/1/1960,293.329987
10/2/1960,297.989471
10/3/1960,295.183014
10/4/1960,300.083557
10/5/1960,297.257599
10/6/1960,294.616425
10/7/1960,297.646454
10/8/1960,300.109802
10/9/1960,300.911224
10/10/1960,302.165649
10/11/1960,300.873047
10/12/1960,301.52713
10/13/1960,301.852295
10/14/1960,304.541748
10/15/1960,305.42514
10/16/1960,304.030579
10/17/1960,299.365417
10/18/1960,301.888885
10/19/1960,303.861938
10/20/1960,305.011719
10/21/1960,304.820251
10/22/1960,304.657043
10/23/1960,305.422333
10/24/1960,305.177917
10/25/1960,304.771912
10/26/1960,296.385468
10/27/1960,302.889618
10/28/1960,305.902283
10/29/1960,303.119812
10/30/1960,303.414551
10/31/1960,302.789276
11/1/1960,297.80072
11/2/1960,291.944733
11/3/1960,291.088165
11/4/1960,291.32135
11/5/1960,294.503601
11/6/1960,294.922516
11/7/1960,294.055115
11/8/1960,290.384216
11/9/1960,294.443481
11/10/1960,297.257111
11/11/1960,299.220642
11/12/1960,293.720703
11/13/1960,295.351349
11/14/1960,298.983948
11/15/1960,303.011139
11/16/1960,298.853394
11/17/1960,294.264801
11/18/1960,287.27948
11/19/1960,290.887329
11/20/1960,288.876129
11/21/1960,292.491333
11/22/1960,291.762482
11/23/1960,292.119751
11/24/1960,296.915222
11/25/1960,295.176514
11/26/1960,291.759186
11/27/1960,291.137878
11/28/1960,284.960175
11/29/1960,294.826874
11/30/1960,292.735535
12/1/1960,299.168396
12/2/1960,300.243469
12/3/1960,299.545166
12/4/1960,300.891113
12/5/1960,298.133423
12/6/1960,287.355042
12/7/1960,279.922211
12/8/1960,279.267395
12/9/1960,276.96698
12/10/1960,277.296906
12/11/1960,279.205292
12/12/1960,275.035706
12/13/1960,275.71698
12/14/1960,274.303009
12/15/1960,278.500885
12/16/1960,288.909943
12/17/1960,291.963409
12/18/1960,290.883423
12/19/1960,294.891693
12/20/1960,290.981079
12/21/1960,268.474457
12/22/1960,274.832062
12/23/1960,282.177704
12/24/1960,285.907806
12/25/1960,293.952759
12/26/1960,293.134277
12/27/1960,288.508728
12/28/1960,286.348816
12/29/1960,294.571655
12/30/1960,292.11261
12/31/1960,285.693787
1/1/1961,288.85614
1/2/1961,291.297211
1/3/1961,290.811462
1/4/1961,289.16925
1/5/1961,289.53653
1/6/1961,295.112396
1/7/1961,292.01651
1/8/1961,298.012146
1/9/1961,295.240631
1/10/1961,298.934692
1/11/1961,297.995697
1/12/1961,294.758148
1/13/1961,297.470459
1/14/1961,296.804626
1/15/1961,298.804962
1/16/1961,292.546997
1/17/1961,285.77005
1/18/1961,285.443451
1/19/1961,287.005402
1/20/1961,294.407227
1/21/1961,297.30957
1/22/1961,297.688324
1/23/1961,298.058228
1/24/1961,297.409332
1/25/1961,295.594269
1/26/1961,296.118347
1/27/1961,297.346039
1/28/1961,296.771149
1/29/1961,295.220825
1/30/1961,293.383698
1/31/1961,288.972534
2/1/1961,288.491394
2/2/1961,291.819122
2/3/1961,295.324463
2/4/1961,297.322937
2/5/1961,296.737549
2/6/1961,298.723602
2/7/1961,297.603638
2/8/1961,295.764313
2/9/1961,296.507538
2/10/1961,289.603851
2/11/1961,295.225739
2/12/1961,294.73703
2/13/1961,292.454407
2/14/1961,293.914673
2/15/1961,293.303406
2/16/1961,293.336578
2/17/1961,292.257904
2/18/1961,289.655273
2/19/1961,292.074982
2/20/1961,294.161163
2/21/1961,299.474487
2/22/1961,295.017853
2/23/1961,298.793365
2/24/1961,293.645721
2/25/1961,285.714569
2/26/1961,282.764313
2/27/1961,279.135254
2/28/1961,275.41925
3/1/1961,283.487366
3/2/1961,298.248169
3/3/1961,292.980988
3/4/1961,292.021057
3/5/1961,289.912415
3/6/1961,290.889557
3/7/1961,293.255249
3/8/1961,292.119019
3/9/1961,295.326019
3/10/1961,299.332123
3/11/1961,292.744019
3/12/1961,289.041046
3/13/1961,291.915558
3/14/1961,295.571075
3/15/1961,298.827484
3/16/1961,300.838409
3/17/1961,291.774323
3/18/1961,295.155334
3/19/1961,297.056305
3/20/1961,295.485138
3/21/1961,291.189117
3/22/1961,290.200226
3/23/1961,294.126984
3/24/1961,295.768463
3/25/1961,297.411377
3/26/1961,298.720825
3/27/1961,293.40387
3/28/1961,298.177124
3/29/1961,300.109955
3/30/1961,298.959351
3/31/1961,295.435699
4/1/1961,288.70462
4/2/1961,291.944672
4/3/1961,293.50528
4/4/1961,297.222351
4/5/1961,302.129028
4/6/1961,300.398743
4/7/1961,299.121399
4/8/1961,299.032959
4/9/1961,302.668884
4/10/1961,301.160034
4/11/1961,292.399902
4/12/1961,293.621979
4/13/1961,301.975281
4/14/1961,304.877197
4/15/1961,302.224274
4/16/1961,288.069946
4/17/1961,291.497955
4/18/1961,296.327515
4/19/1961,300.118408
4/20/1961,298.717987
4/21/1961,296.721344
4/22/1961,302.877686
4/23/1961,299.314941
4/24/1961,299.43045
4/25/1961,300.633453
4/26/1961,300.033844
4/27/1961,300.234924
4/28/1961,298.743683
4/29/1961,300.776825
4/30/1961,304.762329
5/1/1961,303.262878
5/2/1961,300.076721
5/3/1961,299.137054
5/4/1961,302.309174
5/5/1961,299.096954
5/6/1961,302.99057
5/7/1961,304.892151
5/8/1961,301.858643
5/9/1961,298.003418
5/10/1961,303.955719
5/11/1961,304.839691
5/12/1961,304.307983
5/13/1961,302.246338
5/14/1961,304.805695
5/15/1961,306.696808
5/16/1961,306.613831
5/17/1961,306.877594
5/18/1961,306.818634
5/19/1961,307.206512
5/20/1961,305.898529
5/21/1961,297.32782
5/22/1961,303.536499
5/23/1961,307.276978
5/24/1961,305.026276
5/25/1961,299.332275
5/26/1961,301.11673
5/27/1961,302.374451
5/28/1961,302.034302
5/29/1961,302.520416
5/30/1961,302.974823
5/31/1961,302.074432
6/1/1961,302.920563
6/2/1961,303.121887
6/3/1961,304.841003
6/4/1961,305.885864
6/5/1961,305.814362
6/6/1961,305.736938
6/7/1961,303.942871
6/8/1961,302.008179
6/9/1961,304.983368
6/10/1961,304.546265
6/11/1961,306.610229
6/12/1961,305.667419
6/13/1961,305.962189
6/14/1961,306.157623
6/15/1961,304.689117
6/16/1961,303.162445
6/17/1961,304.158539
6/18/1961,304.581696
6/19/1961,305.215881
6/20/1961,305.875061
6/21/1961,306.676056
6/22/1961,307.735107
6/23/1961,306.945251
6/24/1961,305.949188
6/25/1961,305.887177
6/26/1961,306.265961
6/27/1961,307.095825
6/28/1961,307.996704
6/29/1961,306.999207
6/30/1961,306.080109
7/1/1961,306.725281
7/2/1961,307.60376
7/3/1961,309.33728
7/4/1961,309.807251
7/5/1961,308.083496
7/6/1961,306.779419
7/7/1961,306.9711
7/8/1961,308.052246
7/9/1961,308.31958
7/10/1961,308.710297
7/11/1961,309.039673
7/12/1961,308.754578
7/13/1961,309.083618
7/14/1961,309.759003
7/15/1961,310.383057
7/16/1961,308.556641
7/17/1961,307.446228
7/18/1961,309.450073
7/19/1961,310.642914
7/20/1961,310.678589
7/21/1961,310.400604
7/22/1961,311.251221
7/23/1961,311.327148
7/24/1961,310.723785
7/25/1961,309.528839
7/26/1961,308.158417
7/27/1961,310.345398
7/28/1961,312.433289
7/29/1961,313.526611
