#Variables:,
#tasmax_bcc-csm1-1_rcp85(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K)",
9/4/2028,308.117065
9/5/2028,310.317352
9/6/2028,308.866455
9/7/2028,310.625671
9/8/2028,310.075897
9/9/2028,308.928436
9/10/2028,309.240601
9/11/2028,308.551208
9/12/2028,307.432495
9/13/2028,309.965057
9/14/2028,309.941254
9/15/2028,308.803741
9/16/2028,311.341797
9/17/2028,310.643616
9/18/2028,309.068024
9/19/2028,309.794006
9/20/2028,309.324585
9/21/2028,308.511444
9/22/2028,308.338623
9/23/2028,307.024384
9/24/2028,305.403564
9/25/2028,304.082764
9/26/2028,304.368286
9/27/2028,305.600525
9/28/2028,307.449677
9/29/2028,307.551971
9/30/2028,307.215546
10/1/2028,304.712402
10/2/2028,300.864868
10/3/2028,303.739075
10/4/2028,305.406677
10/5/2028,306.013947
10/6/2028,305.225342
10/7/2028,305.967499
10/8/2028,305.596558
10/9/2028,306.19455
10/10/2028,304.869141
10/11/2028,305.508484
10/12/2028,304.564789
10/13/2028,304.323059
10/14/2028,305.472229
10/15/2028,305.947388
10/16/2028,304.776337
10/17/2028,303.256622
10/18/2028,298.259155
10/19/2028,299.78598
10/20/2028,302.630951
10/21/2028,299.267303
10/22/2028,296.563141
10/23/2028,293.574127
10/24/2028,294.524933
10/25/2028,296.241364
10/26/2028,299.106842
10/27/2028,299.084045
10/28/2028,303.315765
10/29/2028,299.84436
10/30/2028,298.294617
10/31/2028,299.736572
11/1/2028,300.489166
11/2/2028,299.674744
11/3/2028,298.608521
11/4/2028,295.848999
11/5/2028,294.388641
11/6/2028,294.100311
11/7/2028,292.322632
11/8/2028,294.559082
11/9/2028,294.896454
11/10/2028,292.382172
11/11/2028,291.381287
11/12/2028,295.570679
11/13/2028,295.790619
11/14/2028,295.881348
11/15/2028,295.951904
11/16/2028,297.178436
11/17/2028,299.194977
11/18/2028,295.96109
11/19/2028,289.907837
11/20/2028,292.216492
11/21/2028,291.907349
11/22/2028,286.958984
11/23/2028,287.95459
11/24/2028,290.779785
11/25/2028,290.108063
11/26/2028,286.6185
11/27/2028,288.10495
11/28/2028,292.095032
11/29/2028,294.339081
11/30/2028,292.064514
12/1/2028,291.493256
12/2/2028,291.727051
12/3/2028,293.318268
12/4/2028,290.440338
12/5/2028,290.436676
12/6/2028,290.168518
12/7/2028,292.645782
12/8/2028,296.16806
12/9/2028,297.557983
12/10/2028,290.352234
12/11/2028,289.198395
12/12/2028,293.870117
12/13/2028,295.586792
12/14/2028,290.285034
12/15/2028,291.451355
12/16/2028,287.139282
12/17/2028,289.062958
12/18/2028,295.879639
12/19/2028,296.283081
12/20/2028,292.253601
12/21/2028,291.08017
12/22/2028,293.405518
12/23/2028,295.413116
12/24/2028,295.168427
12/25/2028,296.988312
12/26/2028,291.863342
12/27/2028,296.366364
12/28/2028,287.561401
12/29/2028,293.963135
12/30/2028,298.717102
12/31/2028,290.395782
1/1/2029,281.372314
1/2/2029,284.42572
1/3/2029,284.989441
1/4/2029,279.87207
1/5/2029,290.781311
1/6/2029,287.565643
1/7/2029,289.751007
1/8/2029,291.467712
1/9/2029,289.770966
1/10/2029,290.311493
1/11/2029,294.110413
1/12/2029,294.646301
1/13/2029,293.097412
1/14/2029,290.699219
1/15/2029,282.142883
1/16/2029,284.510742
1/17/2029,287.123535
1/18/2029,292.004761
1/19/2029,293.62088
1/20/2029,297.692505
1/21/2029,298.427826
1/22/2029,293.83194
1/23/2029,291.950287
1/24/2029,288.993439
1/25/2029,289.33725
1/26/2029,286.379059
1/27/2029,289.876038
1/28/2029,292.675873
1/29/2029,288.902618
1/30/2029,292.068665
1/31/2029,290.914795
2/1/2029,293.075439
2/2/2029,294.830017
2/3/2029,290.643799
2/4/2029,283.110657
2/5/2029,282.113251
2/6/2029,285.197906
2/7/2029,282.601562
2/8/2029,280.288971
2/9/2029,279.150085
2/10/2029,282.154785
2/11/2029,290.960236
2/12/2029,292.580048
2/13/2029,287.051941
2/14/2029,288.660278
2/15/2029,295.804016
2/16/2029,297.409637
2/17/2029,292.674164
2/18/2029,291.467346
2/19/2029,294.346161
2/20/2029,291.815735
2/21/2029,296.345703
2/22/2029,297.937561
2/23/2029,299.779602
2/24/2029,301.954895
2/25/2029,300.80545
2/26/2029,302.916656
2/27/2029,294.763214
2/28/2029,291.820831
3/1/2029,289.956085
3/2/2029,290.790863
3/3/2029,291.630768
3/4/2029,298.853668
3/5/2029,303.700409
3/6/2029,300.737854
3/7/2029,300.233521
3/8/2029,305.934357
3/9/2029,306.151428
3/10/2029,298.880951
3/11/2029,295.420593
3/12/2029,301.779572
3/13/2029,300.636017
3/14/2029,299.839569
3/15/2029,296.262909
3/16/2029,298.659393
3/17/2029,299.842804
3/18/2029,299.808685
3/19/2029,306.421692
3/20/2029,300.434601
3/21/2029,295.886627
3/22/2029,305.069916
3/23/2029,305.461029
3/24/2029,306.791199
3/25/2029,306.671204
3/26/2029,302.353516
3/27/2029,304.275513
3/28/2029,303.976105
3/29/2029,299.884064
3/30/2029,298.562225
3/31/2029,305.77121
4/1/2029,303.665161
4/2/2029,297.862396
4/3/2029,301.953094
4/4/2029,304.09671
4/5/2029,302.217072
4/6/2029,302.093597
4/7/2029,298.766357
4/8/2029,295.568726
4/9/2029,290.733032
4/10/2029,289.026947
4/11/2029,290.612244
4/12/2029,296.034973
4/13/2029,296.126587
4/14/2029,301.500671
4/15/2029,297.590057
4/16/2029,288.758026
4/17/2029,283.323639
4/18/2029,292.690979
4/19/2029,301.118622
4/20/2029,299.369659
4/21/2029,301.168243
4/22/2029,301.924835
4/23/2029,299.935089
4/24/2029,296.202026
4/25/2029,297.507141
4/26/2029,294.754425
4/27/2029,294.401093
4/28/2029,293.850861
4/29/2029,299.497406
4/30/2029,299.667633
5/1/2029,299.230682
5/2/2029,298.019714
5/3/2029,299.003296
5/4/2029,299.696991
5/5/2029,305.51239
5/6/2029,303.73764
5/7/2029,301.902832
5/8/2029,306.794647
5/9/2029,306.46225
5/10/2029,309.034302
5/11/2029,306.180969
5/12/2029,304.166595
5/13/2029,306.444641
5/14/2029,304.621643
5/15/2029,300.647766
5/16/2029,299.617859
5/17/2029,300.044708
5/18/2029,301.902679
5/19/2029,299.995911
5/20/2029,308.180786
5/21/2029,309.05545
5/22/2029,306.277252
5/23/2029,303.854736
5/24/2029,302.22464
5/25/2029,300.052032
5/26/2029,302.434723
5/27/2029,301.789795
5/28/2029,299.898071
5/29/2029,300.517609
5/30/2029,304.304932
5/31/2029,302.967957
6/1/2029,301.070709
6/2/2029,301.54895
6/3/2029,301.035431
6/4/2029,300.446411
6/5/2029,299.716217
6/6/2029,298.251343
6/7/2029,301.951935
6/8/2029,300.935364
6/9/2029,303.997284
6/10/2029,302.97641
6/11/2029,303.482574
6/12/2029,303.189301
6/13/2029,305.674103
6/14/2029,306.376434
6/15/2029,305.033752
6/16/2029,305.300476
6/17/2029,305.242401
6/18/2029,304.962433
6/19/2029,303.081757
6/20/2029,301.212799
6/21/2029,298.625366
6/22/2029,301.396576
6/23/2029,304.614532
6/24/2029,304.621185
6/25/2029,303.807983
6/26/2029,303.920258
6/27/2029,303.342865
6/28/2029,305.034363
6/29/2029,305.015533
6/30/2029,305.58606
7/1/2029,308.302643
7/2/2029,309.09314
7/3/2029,308.645721
7/4/2029,307.83078
7/5/2029,307.947327
7/6/2029,308.842285
7/7/2029,307.911407
7/8/2029,305.268982
7/9/2029,306.398254
7/10/2029,307.500549
7/11/2029,308.493896
7/12/2029,308.14563
7/13/2029,306.3508
7/14/2029,305.724091
7/15/2029,307.247894
7/16/2029,309.462982
7/17/2029,311.027679
7/18/2029,310.015106
7/19/2029,309.187103
7/20/2029,309.052155
7/21/2029,311.532227
7/22/2029,311.140381
7/23/2029,310.930725
7/24/2029,312.811707
7/25/2029,312.601044
7/26/2029,310.816406
7/27/2029,310.454437
7/28/2029,310.413147
7/29/2029,312.546204
7/30/2029,312.571838
7/31/2029,309.527527
8/1/2029,307.813965
8/2/2029,310.820007
8/3/2029,311.31366
8/4/2029,310.367523
8/5/2029,311.170868
8/6/2029,308.854492
8/7/2029,308.565063
8/8/2029,307.239807
8/9/2029,306.968018
8/10/2029,307.818207
8/11/2029,310.660553
8/12/2029,310.058319
8/13/2029,312.166229
8/14/2029,313.550964
8/15/2029,312.820068
8/16/2029,312.717804
8/17/2029,312.845825
8/18/2029,311.123383
8/19/2029,311.386353
8/20/2029,310.14093
8/21/2029,311.188354
8/22/2029,310.750031
8/23/2029,310.377747
8/24/2029,310.070251
8/25/2029,309.613708
8/26/2029,309.149902
8/27/2029,309.664093
8/28/2029,310.702576
8/29/2029,311.119324
8/30/2029,311.588165
8/31/2029,309.900787
9/1/2029,309.335907
9/2/2029,309.454834
9/3/2029,311.182587
9/4/2029,314.068268
9/5/2029,315.269958
9/6/2029,313.773132
9/7/2029,307.600525
9/8/2029,309.470703
9/9/2029,308.692322
9/10/2029,307.622986
9/11/2029,307.85968
9/12/2029,307.260284
9/13/2029,309.76535
9/14/2029,310.270447
9/15/2029,309.591827
9/16/2029,309.2146
9/17/2029,308.025757
9/18/2029,303.597961
9/19/2029,307.834442
9/20/2029,306.174683
9/21/2029,305.71225
9/22/2029,308.701874
9/23/2029,310.167725
9/24/2029,308.973175
9/25/2029,308.682404
9/26/2029,307.113129
9/27/2029,303.470367
9/28/2029,306.026398
9/29/2029,306.154327
9/30/2029,306.446167
10/1/2029,306.568359
10/2/2029,306.969666
10/3/2029,306.013489
10/4/2029,303.698883
10/5/2029,305.953339
10/6/2029,306.869202
10/7/2029,305.614014
10/8/2029,303.166046
10/9/2029,302.577728
10/10/2029,302.999634
10/11/2029,303.544556
10/12/2029,305.015015
10/13/2029,306.6138
10/14/2029,305.358215
10/15/2029,300.121674
10/16/2029,302.018555
10/17/2029,303.257416
10/18/2029,305.156281
10/19/2029,308.166718
10/20/2029,302.12442
10/21/2029,301.462769
10/22/2029,307.148285
10/23/2029,306.546051
10/24/2029,299.195709
10/25/2029,292.600983
10/26/2029,299.995514
10/27/2029,301.814789
10/28/2029,303.217896
10/29/2029,301.444794
10/30/2029,303.806183
10/31/2029,303.480957
11/1/2029,303.611664
11/2/2029,301.962982
11/3/2029,288.482666
11/4/2029,287.617828
11/5/2029,281.480896
11/6/2029,281.398865
11/7/2029,285.681671
11/8/2029,291.652893
11/9/2029,294.19342
11/10/2029,295.289551
11/11/2029,290.959045
11/12/2029,296.324463
11/13/2029,289.91922
11/14/2029,293.272064
11/15/2029,290.996887
11/16/2029,300.04892
11/17/2029,298.433044
11/18/2029,297.115997
11/19/2029,294.284119
11/20/2029,298.404022
11/21/2029,296.928772
11/22/2029,295.647766
11/23/2029,297.941101
11/24/2029,293.065216
11/25/2029,292.648529
11/26/2029,295.113373
11/27/2029,299.629486
11/28/2029,299.792114
11/29/2029,298.338654
11/30/2029,296.73587
12/1/2029,295.095062
12/2/2029,291.696442
12/3/2029,285.903778
12/4/2029,286.844818
12/5/2029,286.356628
12/6/2029,289.159302
12/7/2029,289.465118
12/8/2029,290.650085
12/9/2029,293.603333
12/10/2029,287.855865
12/11/2029,284.970276
12/12/2029,282.164734
12/13/2029,282.290588
12/14/2029,280.126617
12/15/2029,284.141998
12/16/2029,284.948334
12/17/2029,290.220917
12/18/2029,293.750793
12/19/2029,295.47171
12/20/2029,290.941162
12/21/2029,287.125671
12/22/2029,292.725159
12/23/2029,290.051331
12/24/2029,291.957947
12/25/2029,287.636841
12/26/2029,281.863617
12/27/2029,288.722626
12/28/2029,291.565765
12/29/2029,294.930634
12/30/2029,293.619324
12/31/2029,297.533905
1/1/2030,290.304077
1/2/2030,287.303772
1/3/2030,291.490326
1/4/2030,292.664368
1/5/2030,293.604767
1/6/2030,296.072479
1/7/2030,297.29483
1/8/2030,294.862854
1/9/2030,297.914642
1/10/2030,301.147766
1/11/2030,291.641083
1/12/2030,287.190887
1/13/2030,288.969116
1/14/2030,292.730804
1/15/2030,296.559631
1/16/2030,299.172913
1/17/2030,295.686646
1/18/2030,289.166687
1/19/2030,292.172302
1/20/2030,297.943665
1/21/2030,298.485321
1/22/2030,290.802124
1/23/2030,294.465759
1/24/2030,295.306061
1/25/2030,296.709259
1/26/2030,295.51178
1/27/2030,292.025879
1/28/2030,288.331726
1/29/2030,290.673981
1/30/2030,295.257202
1/31/2030,294.937592
2/1/2030,290.225891
2/2/2030,290.422211
2/3/2030,295.4104
2/4/2030,301.528259
2/5/2030,301.34137
2/6/2030,302.576996
2/7/2030,295.617798
2/8/2030,285.159302
2/9/2030,274.946442
2/10/2030,282.774811
2/11/2030,290.101044
2/12/2030,295.089233
2/13/2030,294.647339
2/14/2030,299.169586
2/15/2030,299.332916
2/16/2030,296.586212
2/17/2030,302.549011
2/18/2030,301.993317
2/19/2030,303.246094
2/20/2030,302.896912
2/21/2030,296.365601
2/22/2030,288.885681
2/23/2030,284.864319
2/24/2030,293.25058
2/25/2030,295.219788
2/26/2030,292.496613
2/27/2030,289.753113
2/28/2030,289.86673
3/1/2030,291.811493
3/2/2030,295.089478
3/3/2030,298.445312
3/4/2030,301.576691
3/5/2030,303.22345
3/6/2030,298.451996
3/7/2030,295.878357
3/8/2030,291.623932
3/9/2030,294.701996
3/10/2030,287.889038
3/11/2030,286.936005
3/12/2030,288.157227
3/13/2030,287.510254
3/14/2030,300.73056
3/15/2030,304.183289
3/16/2030,295.685059
3/17/2030,285.541199
3/18/2030,286.171539
3/19/2030,289.190125
3/20/2030,293.393463
3/21/2030,296.394012
3/22/2030,296.121674
3/23/2030,298.643555
3/24/2030,301.069031
3/25/2030,301.863464
3/26/2030,301.748779
3/27/2030,302.06488
3/28/2030,299.751709
3/29/2030,296.760193
3/30/2030,298.403839
3/31/2030,296.188232
4/1/2030,292.625885
4/2/2030,298.787659
4/3/2030,305.181763
4/4/2030,306.485016
4/5/2030,305.656708
4/6/2030,306.017456
4/7/2030,303.963654
4/8/2030,304.033478
4/9/2030,304.341003
4/10/2030,302.47406
4/11/2030,302.140137
4/12/2030,304.317169
4/13/2030,304.056854
4/14/2030,303.316101
4/15/2030,304.343231
4/16/2030,304.469513
4/17/2030,305.420349
4/18/2030,306.846191
4/19/2030,303.652222
4/20/2030,298.609131
4/21/2030,299.628174
4/22/2030,302.970245
4/23/2030,304.611053
4/24/2030,304.127319
4/25/2030,307.652222
4/26/2030,308.346771
4/27/2030,309.483124
4/28/2030,308.855682
4/29/2030,309.799561
4/30/2030,308.641785
5/1/2030,305.935089
5/2/2030,300.035461
5/3/2030,305.374329
5/4/2030,304.761963
5/5/2030,304.828857
5/6/2030,305.229675
5/7/2030,304.751648
5/8/2030,300.972321
5/9/2030,303.605988
5/10/2030,304.817871
5/11/2030,307.339264
5/12/2030,309.234283
5/13/2030,309.493378
5/14/2030,310.071411
5/15/2030,310.136963
5/16/2030,308.41861
5/17/2030,307.21994
5/18/2030,304.756104
5/19/2030,303.732483
5/20/2030,306.110229
5/21/2030,305.107269
5/22/2030,303.445404
5/23/2030,304.532684
5/24/2030,306.287903
5/25/2030,307.162415
5/26/2030,305.714142
5/27/2030,301.598389
5/28/2030,304.445251
5/29/2030,305.330322
5/30/2030,308.5784
5/31/2030,310.619354
6/1/2030,310.375305
6/2/2030,309.355286
6/3/2030,307.7005
6/4/2030,306.658264
6/5/2030,306.220459
6/6/2030,307.949585
6/7/2030,308.975281
6/8/2030,308.57605
6/9/2030,310.413757
6/10/2030,312.737701
6/11/2030,313.134644
6/12/2030,312.530121
6/13/2030,311.722595
6/14/2030,311.933105
6/15/2030,310.253357
6/16/2030,309.195923
6/17/2030,309.239471
6/18/2030,309.447296
6/19/2030,310.564117
6/20/2030,310.956757
6/21/2030,311.031494
6/22/2030,310.527039
6/23/2030,310.331726
6/24/2030,310.615295
6/25/2030,310.395966
6/26/2030,310.287415
6/27/2030,310.649597
6/28/2030,311.342102
6/29/2030,313.646606
6/30/2030,310.268494
7/1/2030,311.276978
7/2/2030,311.527283
7/3/2030,310.171234
7/4/2030,311.030212
7/5/2030,310.230621
7/6/2030,307.914703
7/7/2030,308.507355
7/8/2030,310.065186
7/9/2030,308.933105
7/10/2030,308.095459
7/11/2030,308.270538
7/12/2030,310.075104
7/13/2030,310.025238
7/14/2030,309.844513
7/15/2030,309.332947
7/16/2030,309.776672
7/17/2030,310.877838
7/18/2030,311.141357
7/19/2030,309.836243
7/20/2030,310.657318
7/21/2030,313.031891
7/22/2030,314.507935
7/23/2030,313.904449
7/24/2030,311.374634
7/25/2030,308.487671
7/26/2030,310.29776
7/27/2030,309.794037
7/28/2030,307.966522
7/29/2030,307.983734
7/30/2030,309.938049
7/31/2030,311.122772
8/1/2030,311.089722
8/2/2030,309.336761
8/3/2030,307.908569
8/4/2030,306.563568
8/5/2030,308.764496
8/6/2030,308.365112
8/7/2030,310.818817
8/8/2030,312.328918
8/9/2030,310.594482
8/10/2030,310.825714
8/11/2030,312.853729
8/12/2030,312.146179
8/13/2030,313.343933
8/14/2030,313.171478
8/15/2030,313.389801
8/16/2030,313.349915
8/17/2030,313.283264
8/18/2030,312.501587
8/19/2030,311.346375
8/20/2030,310.624695
8/21/2030,310.383911
8/22/2030,310.307434
8/23/2030,309.939453
8/24/2030,309.490112
8/25/2030,308.417511
8/26/2030,309.940674
8/27/2030,311.250946
8/28/2030,312.729675
8/29/2030,311.155914
8/30/2030,309.286072
8/31/2030,309.833252
9/1/2030,311.261169
9/2/2030,311.544159
9/3/2030,310.581848
9/4/2030,310.078796
9/5/2030,309.985718
9/6/2030,310.24469
9/7/2030,309.783203
9/8/2030,308.657471
9/9/2030,305.974426
9/10/2030,307.486145
9/11/2030,307.498718
9/12/2030,308.518463
9/13/2030,308.725159
9/14/2030,304.201691
9/15/2030,301.583191
9/16/2030,304.481171
9/17/2030,306.831573
9/18/2030,306.152802
9/19/2030,304.963379
9/20/2030,308.615265
9/21/2030,308.973419
9/22/2030,309.115601
9/23/2030,308.42514
9/24/2030,308.369476
9/25/2030,307.571198
9/26/2030,306.530457
9/27/2030,305.325317
9/28/2030,305.458191
9/29/2030,305.037079
9/30/2030,305.658936
10/1/2030,306.564911
10/2/2030,307.084015
10/3/2030,307.570953
10/4/2030,307.221039
10/5/2030,307.098175
10/6/2030,306.906189
10/7/2030,307.160919
10/8/2030,305.470642
10/9/2030,301.784485
10/10/2030,302.825439
10/11/2030,304.641449
10/12/2030,304.379547
10/13/2030,306.074982
10/14/2030,306.218018
10/15/2030,306.356903
10/16/2030,306.623383
10/17/2030,307.194855
10/18/2030,307.159119
10/19/2030,302.681915
10/20/2030,307.671814
10/21/2030,308.553192
10/22/2030,307.332062
10/23/2030,306.748779
10/24/2030,300.288391
10/25/2030,297.275421
10/26/2030,293.513367
10/27/2030,296.685944
10/28/2030,300.630646
10/29/2030,301.037476
10/30/2030,302.575287
10/31/2030,302.877289
11/1/2030,303.40744
11/2/2030,303.786987
11/3/2030,304.150757
11/4/2030,305.2117
11/5/2030,304.397949
11/6/2030,304.64566
11/7/2030,306.821869
11/8/2030,306.690826
11/9/2030,305.434906
11/10/2030,304.569275
11/11/2030,301.651367
11/12/2030,301.639984
11/13/2030,302.192566
11/14/2030,298.602509
11/15/2030,290.853729
11/16/2030,294.674164
11/17/2030,302.291321
11/18/2030,304.088135
11/19/2030,305.361084
11/20/2030,299.256958
11/21/2030,294.289032
11/22/2030,298.815796
11/23/2030,291.705017
11/24/2030,287.64035
11/25/2030,294.347961
11/26/2030,295.85968
11/27/2030,297.716522
11/28/2030,297.348083
11/29/2030,299.841736
11/30/2030,302.381958
12/1/2030,295.887054
12/2/2030,293.176056
12/3/2030,295.155975
12/4/2030,296.247528
12/5/2030,298.430115
12/6/2030,289.902374
12/7/2030,290.060089
12/8/2030,293.636444
12/9/2030,294.794312
12/10/2030,289.35611
12/11/2030,288.503967
12/12/2030,286.495911
12/13/2030,285.340302
12/14/2030,284.417267
12/15/2030,289.065674
12/16/2030,291.017853
12/17/2030,292.42453
12/18/2030,285.539368
12/19/2030,287.682343
12/20/2030,289.983521
12/21/2030,296.063446
12/22/2030,287.297791
12/23/2030,287.133057
12/24/2030,285.105255
12/25/2030,286.604492
12/26/2030,287.154846
12/27/2030,284.872009
12/28/2030,284.391754
12/29/2030,286.391083
12/30/2030,289.356323
12/31/2030,285.241791
1/1/2031,280.432495
1/2/2031,286.278687
1/3/2031,287.189819
1/4/2031,289.854706
1/5/2031,287.188629
1/6/2031,290.629547
1/7/2031,292.17749
1/8/2031,288.881866
1/9/2031,287.449036
1/10/2031,288.933685
1/11/2031,290.704712
1/12/2031,289.849701
1/13/2031,292.327637
1/14/2031,295.760712
1/15/2031,301.291138
1/16/2031,298.953339
1/17/2031,294.674225
1/18/2031,297.906616
1/19/2031,297.801727
1/20/2031,299.321777
1/21/2031,295.768127
1/22/2031,293.259216
1/23/2031,287.050507
1/24/2031,289.261078
1/25/2031,293.826263
1/26/2031,295.448975
1/27/2031,298.195923
1/28/2031,298.858826
1/29/2031,292.456696
1/30/2031,286.19754
1/31/2031,280.840332
2/1/2031,282.157104
2/2/2031,278.561829
2/3/2031,279.050446
2/4/2031,288.921326
2/5/2031,288.211884
2/6/2031,291.351532
2/7/2031,282.093201
2/8/2031,287.407532
2/9/2031,292.684937
2/10/2031,293.693146
2/11/2031,293.317932
2/12/2031,293.803925
2/13/2031,294.638336
2/14/2031,286.409302
2/15/2031,295.06488
2/16/2031,295.558167
2/17/2031,299.082581
2/18/2031,301.634705
2/19/2031,300.526306
2/20/2031,301.527954
2/21/2031,295.829254
2/22/2031,304.894135
2/23/2031,297.813141
2/24/2031,307.401825
2/25/2031,305.408295
2/26/2031,303.477753
2/27/2031,297.646973
2/28/2031,288.47113
3/1/2031,287.011963
3/2/2031,284.803802
3/3/2031,286.591644
3/4/2031,290.021576
3/5/2031,293.358978
3/6/2031,294.825378
3/7/2031,292.994476
3/8/2031,285.656067
3/9/2031,290.018097
3/10/2031,295.095245
3/11/2031,294.973938
3/12/2031,297.662781
3/13/2031,297.977386
3/14/2031,300.583252
3/15/2031,307.141357
3/16/2031,305.931763
3/17/2031,306.11911
3/18/2031,308.045105
3/19/2031,308.407959
3/20/2031,305.948578
3/21/2031,298.76593
3/22/2031,289.61792
3/23/2031,288.080902
3/24/2031,285.199219
3/25/2031,287.788208
3/26/2031,301.722412
3/27/2031,303.830292
3/28/2031,303.967743
3/29/2031,304.369019
3/30/2031,304.8573
3/31/2031,303.151794
4/1/2031,304.978394
4/2/2031,303.139801
4/3/2031,299.724731
4/4/2031,299.951263
4/5/2031,303.278961
4/6/2031,303.308136
4/7/2031,300.004395
4/8/2031,298.861481
4/9/2031,301.01001
4/10/2031,299.508301
4/11/2031,303.65802
4/12/2031,302.720551
4/13/2031,305.30304
4/14/2031,302.255585
4/15/2031,299.521362
4/16/2031,304.79953
4/17/2031,307.517456
4/18/2031,308.115234
4/19/2031,310.354584
4/20/2031,307.065033
4/21/2031,304.245697
4/22/2031,309.165649
4/23/2031,312.461304
4/24/2031,310.109131
4/25/2031,305.212219
4/26/2031,307.404846
4/27/2031,309.825378
4/28/2031,308.640625
4/29/2031,305.051697
4/30/2031,301.973145
5/1/2031,302.653259
5/2/2031,301.487305
5/3/2031,299.52774
5/4/2031,299.763153
5/5/2031,303.095367
5/6/2031,301.553162
5/7/2031,297.233063
5/8/2031,308.771637
5/9/2031,306.365936
5/10/2031,297.303833
5/11/2031,299.47226
5/12/2031,302.788208
5/13/2031,302.848633
5/14/2031,302.964722
5/15/2031,306.329468
5/16/2031,304.841034
5/17/2031,305.115509
5/18/2031,306.294525
5/19/2031,308.018585
5/20/2031,306.969391
5/21/2031,303.190765
5/22/2031,302.970215
5/23/2031,301.918762
5/24/2031,302.085785
5/25/2031,303.29892
5/26/2031,305.375397
5/27/2031,306.617462
5/28/2031,306.32782
5/29/2031,306.895569
5/30/2031,308.121063
5/31/2031,307.773346
6/1/2031,307.932526
6/2/2031,308.225067
6/3/2031,308.428528
6/4/2031,309.712524
6/5/2031,310.019745
6/6/2031,308.108307
6/7/2031,309.149109
6/8/2031,309.207031
6/9/2031,308.693054
6/10/2031,306.654266
6/11/2031,306.809387
6/12/2031,306.247437
6/13/2031,307.924072
6/14/2031,309.07254
6/15/2031,308.143311
6/16/2031,309.532288
6/17/2031,310.535095
6/18/2031,309.486633
6/19/2031,310.324921
6/20/2031,310.628571
6/21/2031,310.904968
6/22/2031,310.644379
6/23/2031,310.328491
6/24/2031,309.635132
6/25/2031,309.287292
6/26/2031,309.502594
6/27/2031,308.84024
6/28/2031,309.499634
6/29/2031,310.293427
6/30/2031,309.152649
7/1/2031,310.089081
7/2/2031,312.278778
7/3/2031,312.592041
7/4/2031,310.780396
7/5/2031,312.243561
7/6/2031,312.248444
7/7/2031,312.916504
7/8/2031,312.59137
7/9/2031,311.96759
7/10/2031,312.668884
7/11/2031,312.672516
7/12/2031,311.18692
7/13/2031,310.153992
7/14/2031,311.549377
7/15/2031,312.886292
7/16/2031,311.995178
7/17/2031,311.647278
7/18/2031,312.916351
7/19/2031,315.333862
7/20/2031,315.946014
7/21/2031,316.301758
7/22/2031,315.718445
7/23/2031,316.259644
7/24/2031,313.68988
7/25/2031,311.182526
7/26/2031,310.486206
7/27/2031,309.562256
7/28/2031,309.769623
7/29/2031,309.588287
7/30/2031,309.605988
7/31/2031,310.46814
8/1/2031,310.255341
8/2/2031,310.406555
8/3/2031,309.694336
8/4/2031,308.052277
8/5/2031,302.911255
8/6/2031,303.152496
8/7/2031,305.703186
8/8/2031,307.877533
8/9/2031,308.247101
8/10/2031,307.876282
8/11/2031,309.262665
8/12/2031,309.912933
8/13/2031,310.671356
8/14/2031,311.626221
8/15/2031,311.213409
8/16/2031,311.489868
8/17/2031,313.281738
8/18/2031,313.961914
8/19/2031,314.317993
8/20/2031,313.481812
8/21/2031,312.45343
8/22/2031,311.25296
8/23/2031,309.996002
8/24/2031,309.512207
8/25/2031,309.071442
8/26/2031,309.330505
8/27/2031,309.487
8/28/2031,306.719391
8/29/2031,306.165741
8/30/2031,305.94574
8/31/2031,306.785004
9/1/2031,306.769226
9/2/2031,306.47522
9/3/2031,308.460114
9/4/2031,308.393311
9/5/2031,308.969299
9/6/2031,309.380035
9/7/2031,309.363312
9/8/2031,310.085419
9/9/2031,310.024933
9/10/2031,309.006104
9/11/2031,308.864319
9/12/2031,308.742279
9/13/2031,311.120972
9/14/2031,313.406891
9/15/2031,317.186188
9/16/2031,313.200958
9/17/2031,310.190247
9/18/2031,308.431854
9/19/2031,306.435211
9/20/2031,300.815521
9/21/2031,302.898865
9/22/2031,307.093292
9/23/2031,308.694092
9/24/2031,306.991364
9/25/2031,304.17749
9/26/2031,304.052277
9/27/2031,305.501556
9/28/2031,307.631714
9/29/2031,308.436096
9/30/2031,308.999207
10/1/2031,307.215668
10/2/2031,303.251953
10/3/2031,307.029114
10/4/2031,307.577209
10/5/2031,308.370453
10/6/2031,307.215912
10/7/2031,307.36908
10/8/2031,307.957489
10/9/2031,309.484497
10/10/2031,309.222046
10/11/2031,306.423065
10/12/2031,292.350494
10/13/2031,288.666412
10/14/2031,295.076111
10/15/2031,298.936218
10/16/2031,302.43985
10/17/2031,303.123901
10/18/2031,305.739716
10/19/2031,306.244812
10/20/2031,307.269104
10/21/2031,308.819702
10/22/2031,307.646454
10/23/2031,308.439514
10/24/2031,305.701874
10/25/2031,301.077423
