#Variables:
#tasmin_MIROC-ESM-CHEM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM-CHEM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM-CHEM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM-CHEM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_historical(K),tasmax_MIROC-ESM-CHEM_historical(K),pr_MIROC-ESM-CHEM_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_historical(K),tasmax_MIROC-ESM-CHEM_historical(K),pr_MIROC-ESM-CHEM_historical(mm)
1962-06-19,295.970795,305.099213,0.000000
1962-06-20,294.903870,303.770111,0.000000
1962-06-21,294.922791,303.950562,0.000000
1962-06-22,294.066010,302.828552,0.000000
1962-06-23,293.125183,303.220795,0.000000
1962-06-24,293.573792,302.772095,0.000000
1962-06-25,291.220306,302.933655,0.000000
1962-06-26,293.842957,305.580688,0.000000
1962-06-27,295.864227,308.409119,0.000000
1962-06-28,296.661133,307.502625,0.000000
1962-06-29,296.255554,305.935150,2.031204
1962-06-30,296.292297,301.293976,18.014585
1962-07-01,293.706573,296.936554,47.570213
1962-07-02,293.029419,296.283508,152.131439
1962-07-03,294.156494,297.957916,13.438385
1962-07-04,293.546722,302.691315,0.000000
1962-07-05,294.027649,303.916290,0.000000
1962-07-06,294.042877,304.149902,0.617380
1962-07-07,294.340942,304.892029,0.000000
1962-07-08,294.713745,306.552216,0.000000
1962-07-09,295.298645,307.596252,0.000000
1962-07-10,295.363892,308.669525,0.000000
1962-07-11,295.854095,309.747498,0.000000
1962-07-12,296.931091,310.633087,0.000000
1962-07-13,296.450073,307.543274,2.827288
1962-07-14,297.355225,310.325745,0.000000
1962-07-15,296.904449,310.976868,0.000000
1962-07-16,297.285187,310.233734,1.917712
1962-07-17,297.416718,311.071442,0.000000
1962-07-18,297.582336,308.941711,1.066979
1962-07-19,296.195526,308.250153,1.227568
1962-07-20,296.556335,305.118744,8.607249
1962-07-21,295.395203,303.638824,3.486697
1962-07-22,295.493469,303.512848,0.000000
1962-07-23,295.305969,307.246948,0.000000
1962-07-24,294.768066,306.843811,0.000000
1962-07-25,295.843231,308.145233,0.000000
1962-07-26,296.533875,308.629791,0.000000
1962-07-27,296.668396,308.762573,0.000000
1962-07-28,296.256866,309.160431,0.000000
1962-07-29,296.135773,309.236786,0.000000
1962-07-30,296.374298,311.585266,0.000000
1962-07-31,297.399048,311.615082,2.878250
1962-08-01,297.160126,311.136749,0.000000
1962-08-02,297.366150,311.344849,0.000000
1962-08-03,296.838776,310.352417,0.308985
1962-08-04,296.720581,310.485962,0.000000
1962-08-05,297.047943,309.727234,0.000000
1962-08-06,295.373291,308.531952,0.000000
1962-08-07,296.129547,311.079010,0.000000
1962-08-08,297.474182,311.993530,0.000000
1962-08-09,297.986389,312.377045,1.614676
1962-08-10,297.927521,312.082520,0.000000
1962-08-11,298.135651,311.753510,0.000000
1962-08-12,296.684479,310.485992,0.000000
1962-08-13,296.502411,310.592926,0.000000
1962-08-14,299.149994,311.702972,0.000000
1962-08-15,299.068970,311.596741,0.000000
1962-08-16,298.940125,312.226868,0.000000
1962-08-17,299.264954,311.873627,0.000000
1962-08-18,299.428589,311.432098,1.506951
1962-08-19,298.998505,314.151245,0.000000
1962-08-20,299.136597,313.523895,1.679008
1962-08-21,296.879852,305.895874,13.405793
1962-08-22,295.134430,304.504303,4.257473
1962-08-23,294.620056,303.047638,1.127724
1962-08-24,294.186890,304.040619,1.338992
1962-08-25,293.880402,305.046600,0.672806
1962-08-26,294.315765,304.501709,0.000000
1962-08-27,294.686066,303.218597,1.733521
1962-08-28,294.353546,302.445618,0.000000
1962-08-29,293.511902,304.042999,0.000000
1962-08-30,295.162933,305.859619,0.000000
1962-08-31,295.714142,306.535675,1.324749
1962-09-01,296.067505,307.096710,1.723742
1962-09-02,296.527832,304.551819,15.811194
1962-09-03,294.770538,303.530884,3.464147
1962-09-04,293.602081,301.594208,0.964919
1962-09-05,291.507141,300.771240,12.991287
1962-09-06,292.872009,301.035339,21.441856
1962-09-07,289.987488,301.240784,0.524911
1962-09-08,291.809418,302.176910,3.725455
1962-09-09,294.304840,301.657715,21.206091
1962-09-10,292.108643,301.593018,12.603455
1962-09-11,288.704681,301.536469,0.512277
1962-09-12,289.284821,302.561096,1.673231
1962-09-13,289.190277,303.364655,0.000000
1962-09-14,290.191376,304.162048,0.000000
1962-09-15,291.719299,303.944733,0.000000
1962-09-16,293.537292,306.746155,0.000000
1962-09-17,293.768188,306.575043,0.000000
1962-09-18,294.312866,307.308868,0.000000
1962-09-19,295.146759,307.456390,0.000000
1962-09-20,295.968964,308.742035,0.000000
1962-09-21,295.128845,307.652740,0.000000
1962-09-22,293.800018,312.658234,0.000000
1962-09-23,296.940338,309.403473,0.000000
1962-09-24,296.615234,308.420898,1.343277
1962-09-25,292.074097,308.747559,0.000000
1962-09-26,291.947296,305.756134,0.000000
1962-09-27,288.721436,301.323181,0.815311
1962-09-28,287.382965,302.794678,0.000000
1962-09-29,287.760651,304.263275,0.000000
1962-09-30,292.313568,306.582123,0.596374
1962-10-01,292.034302,304.655792,2.697128
1962-10-02,288.753479,300.417053,4.709198
1962-10-03,284.363129,301.447021,0.000000
1962-10-04,286.076233,306.253723,0.000000
1962-10-05,287.318329,303.593567,0.000000
1962-10-06,288.464294,303.107452,0.000000
1962-10-07,289.877136,300.735931,0.000000
1962-10-08,289.390198,299.243317,21.983383
1962-10-09,288.312653,294.317169,0.614930
1962-10-10,287.180176,298.585938,0.000000
1962-10-11,287.874054,299.727722,0.000000
1962-10-12,283.806610,298.173920,0.000000
1962-10-13,283.394470,304.902100,0.000000
1962-10-14,285.376984,303.018555,0.000000
1962-10-15,285.209625,303.463928,0.000000
1962-10-16,286.512817,303.203339,0.000000
1962-10-17,289.677032,301.760223,0.000000
1962-10-18,289.948181,297.718536,5.473406
1962-10-19,288.079620,302.776611,9.777752
1962-10-20,287.935699,302.650665,0.000000
1962-10-21,288.481079,305.101624,0.000000
1962-10-22,291.293579,305.467102,0.000000
1962-10-23,292.088074,302.301880,0.000000
1962-10-24,292.716309,302.680939,6.984689
1962-10-25,292.128693,300.631226,1.089296
1962-10-26,289.722473,298.048370,37.941532
1962-10-27,289.905029,298.324280,7.881907
1962-10-28,288.230499,296.223450,0.000000
1962-10-29,287.324249,301.529266,0.000000
1962-10-30,288.091827,301.738068,0.000000
1962-10-31,291.958038,303.781952,0.000000
1962-11-01,285.831390,300.636139,0.000000
1962-11-02,278.315430,295.025177,0.000000
1962-11-03,280.965149,297.029083,0.000000
1962-11-04,283.388947,295.713806,0.000000
1962-11-05,288.531219,302.046783,0.000000
1962-11-06,290.827332,299.670288,0.964951
1962-11-07,283.394379,295.355438,0.000000
1962-11-08,280.308990,294.823792,0.000000
1962-11-09,284.232788,291.640717,0.000000
1962-11-10,286.773804,289.924622,5.784120
1962-11-11,286.413757,291.679321,7.657410
1962-11-12,288.254608,292.422485,17.641769
1962-11-13,281.895691,286.247986,0.991442
1962-11-14,280.307404,293.726685,0.000000
1962-11-15,282.965759,296.042267,0.000000
1962-11-16,282.102325,295.881134,0.522770
1962-11-17,280.840240,292.874451,0.000000
1962-11-18,281.863586,291.959839,0.000000
1962-11-19,284.775024,289.440491,0.351236
1962-11-20,283.074890,292.572510,8.550254
1962-11-21,280.640686,291.194794,1.399715
1962-11-22,276.829376,294.520935,0.000000
1962-11-23,278.765167,297.537415,0.000000
1962-11-24,280.892639,298.928101,0.000000
1962-11-25,283.242645,301.041748,0.000000
1962-11-26,286.178619,299.686401,0.000000
1962-11-27,280.545013,296.438080,2.072963
1962-11-28,281.915680,299.131592,0.000000
1962-11-29,288.952850,301.849182,0.000000
1962-11-30,287.699127,299.324280,0.000000
1962-12-01,286.764252,300.591919,0.000000
1962-12-02,286.980774,295.634216,0.000000
1962-12-03,282.140656,296.245758,0.000000
1962-12-04,284.868988,291.765320,0.000000
1962-12-05,274.022522,286.812042,0.000000
1962-12-06,273.449402,284.411926,0.000000
1962-12-07,274.990326,290.952087,1.794766
1962-12-08,288.531921,298.599152,2.216782
1962-12-09,282.537048,293.002441,0.280962
1962-12-10,280.432068,292.701660,0.000000
1962-12-11,276.554199,289.305878,1.202361
1962-12-12,283.758423,293.247223,7.159824
1962-12-13,275.490753,288.468048,0.000000
1962-12-14,273.352722,282.148010,0.000000
1962-12-15,268.488617,288.532990,0.000000
1962-12-16,278.751526,291.510803,0.623046
1962-12-17,274.470520,284.644379,0.000000
1962-12-18,274.500031,281.551117,0.000000
1962-12-19,268.449921,281.729553,0.000000
1962-12-20,270.850769,285.429657,0.000000
1962-12-21,274.142944,282.053009,0.000000
1962-12-22,271.044159,286.797180,0.000000
1962-12-23,276.495483,293.006165,0.000000
1962-12-24,275.486450,284.957611,0.000000
1962-12-25,273.690338,289.643463,0.000000
1962-12-26,272.080811,284.700958,0.000000
1962-12-27,275.173920,290.291870,0.000000
1962-12-28,271.785950,282.886963,0.000000
1962-12-29,269.061035,284.651337,0.000000
1962-12-30,273.482605,289.015869,0.000000
1962-12-31,272.372528,284.275116,2.074700
1963-01-01,267.580811,279.517242,3.045079
1963-01-02,269.241760,277.814545,0.000000
1963-01-03,267.597931,276.662354,0.000000
1963-01-04,267.292572,275.514343,0.462488
1963-01-05,276.530243,289.894897,13.646384
1963-01-06,268.758179,282.628052,0.000000
1963-01-07,275.482300,290.356354,2.671154
1963-01-08,274.726929,285.573608,3.335414
1963-01-09,278.061829,288.809204,0.361219
1963-01-10,274.111328,284.450653,0.315076
1963-01-11,278.095367,290.213745,0.000000
1963-01-12,273.129608,284.946686,0.000000
1963-01-13,272.774841,291.339508,0.000000
1963-01-14,277.682312,290.894073,0.000000
1963-01-15,275.473785,289.686401,0.000000
1963-01-16,277.831787,294.757568,0.000000
1963-01-17,276.801819,291.858215,0.000000
1963-01-18,275.575012,285.275665,0.000000
1963-01-19,273.866516,292.771759,0.000000
1963-01-20,283.760529,291.173584,0.000000
1963-01-21,276.691071,284.860107,0.000000
1963-01-22,273.785828,284.099854,0.780980
1963-01-23,274.487946,290.670013,0.000000
1963-01-24,271.724640,283.616089,2.718716
1963-01-25,269.370667,285.181152,0.000000
1963-01-26,273.941986,289.057861,0.000000
1963-01-27,271.704102,283.200836,0.000000
1963-01-28,273.242401,288.671326,0.000000
1963-01-29,276.025726,292.476501,0.000000
1963-01-30,277.754517,298.186523,0.000000
1963-01-31,278.490875,299.583923,0.000000
1963-02-01,280.015930,298.760925,0.000000
1963-02-02,279.689514,300.380524,0.000000
1963-02-03,285.505432,296.743286,0.000000
1963-02-04,287.884369,301.961121,0.000000
1963-02-05,276.285919,295.937775,0.000000
1963-02-06,274.311035,282.369324,0.000000
1963-02-07,280.189636,295.811066,0.000000
1963-02-08,281.066895,291.481476,0.000000
1963-02-09,280.411896,285.482300,0.761197
1963-02-10,283.061432,296.767883,1.051428
1963-02-11,287.016602,299.434570,0.414994
1963-02-12,289.176208,299.063141,0.877716
1963-02-13,284.454254,293.340515,14.383211
1963-02-14,280.905365,292.185730,0.000000
1963-02-15,272.353882,284.482605,0.000000
1963-02-16,272.186676,283.947144,0.000000
1963-02-17,273.290253,288.086395,0.000000
1963-02-18,277.952728,298.088959,0.000000
1963-02-19,287.495667,301.984680,1.607543
1963-02-20,280.962372,295.596222,0.000000
1963-02-21,276.717224,288.956757,0.000000
1963-02-22,282.788055,291.862762,15.768012
1963-02-23,278.272919,289.931702,0.000000
1963-02-24,281.060852,295.984863,0.745122
1963-02-25,288.510498,299.061432,1.579139
1963-02-26,280.335602,292.949371,0.000000
1963-02-27,284.449768,292.435944,2.209466
1963-02-28,283.055359,295.267670,0.406990
1963-03-01,275.915619,289.928894,0.000000
1963-03-02,282.316193,291.810028,36.734634
1963-03-03,282.917480,290.553955,0.668934
1963-03-04,278.403809,287.483093,0.000000
1963-03-05,282.082031,300.767609,1.811273
1963-03-06,283.469391,297.246490,0.000000
1963-03-07,285.621094,292.231110,0.580392
1963-03-08,275.327454,288.801697,0.000000
1963-03-09,278.718048,294.875305,0.366960
1963-03-10,283.616394,296.324707,1.069207
1963-03-11,283.061554,300.834137,0.000000
1963-03-12,284.181610,297.895874,7.889237
1963-03-13,287.840790,297.565613,11.881166
1963-03-14,288.111511,298.257904,1.373534
1963-03-15,287.700836,298.423187,18.741232
1963-03-16,288.248230,297.708069,1.186760
1963-03-17,287.831329,295.953522,16.956083
1963-03-18,288.389771,298.114044,3.614446
1963-03-19,283.224915,300.363464,0.000000
1963-03-20,287.787415,300.881683,0.000000
1963-03-21,288.117920,299.495087,0.000000
1963-03-22,287.696136,295.780060,0.000000
1963-03-23,287.492432,299.977020,0.000000
1963-03-24,285.757446,296.904694,0.000000
1963-03-25,287.585663,296.637573,0.000000
1963-03-26,282.328918,295.896454,0.000000
1963-03-27,282.976501,304.288239,0.000000
1963-03-28,282.169159,293.871643,0.000000
1963-03-29,284.553711,295.775696,8.041438
1963-03-30,287.533539,301.371307,0.614500
1963-03-31,288.610992,296.811188,0.612140
1963-04-01,284.960236,294.716278,0.000000
1963-04-02,284.912140,304.605042,0.000000
1963-04-03,286.947632,294.181396,0.000000
1963-04-04,288.351501,298.226196,17.028187
1963-04-05,288.795593,298.545807,17.207781
1963-04-06,282.985901,294.751251,0.000000
1963-04-07,283.067444,289.538422,0.000000
1963-04-08,280.353790,298.113220,0.000000
1963-04-09,289.278320,300.411804,0.000000
1963-04-10,288.710083,296.002716,0.000000
1963-04-11,289.678986,294.138977,0.514433
1963-04-12,282.311981,297.574402,0.000000
1963-04-13,280.719208,304.156769,0.000000
1963-04-14,282.793732,297.097656,0.000000
1963-04-15,280.864685,296.918945,0.000000
1963-04-16,285.340454,297.742401,2.809253
1963-04-17,287.487427,298.901337,0.000000
1963-04-18,290.824432,295.633698,31.781597
1963-04-19,286.100342,296.167908,2.776253
1963-04-20,285.355164,298.198975,0.617027
1963-04-21,289.139252,299.495941,0.712645
1963-04-22,288.531647,303.695465,0.000000
1963-04-23,290.991028,304.961639,0.000000
1963-04-24,292.563599,302.492279,16.738117
1963-04-25,287.255096,297.467682,0.000000
1963-04-26,285.348602,299.076233,0.000000
1963-04-27,287.317657,301.970612,0.000000
1963-04-28,286.955109,303.441681,0.000000
1963-04-29,290.285217,303.204651,0.000000
1963-04-30,290.085449,304.598846,0.000000
1963-05-01,287.857880,306.423492,0.000000
1963-05-02,290.953644,305.959351,0.000000
1963-05-03,293.884766,304.568085,16.887482
1963-05-04,293.736969,304.007965,4.420771
1963-05-05,291.314789,302.663086,0.000000
1963-05-06,288.419769,304.174011,0.426378
1963-05-07,291.628876,307.023773,0.000000
1963-05-08,294.094330,307.800446,0.000000
1963-05-09,293.463165,301.405365,1.460004
1963-05-10,293.170837,305.337891,0.000000
1963-05-11,292.743683,301.893097,0.559875
1963-05-12,292.676361,304.966888,0.688760
1963-05-13,292.580719,304.278870,1.314800
1963-05-14,293.365875,304.177795,0.530181
1963-05-15,294.825989,304.602051,0.000000
1963-05-16,291.940552,299.436096,0.000000
1963-05-17,286.843323,301.621613,0.000000
1963-05-18,292.230499,303.362823,0.000000
1963-05-19,293.084015,302.968872,0.000000
1963-05-20,294.331573,303.035492,0.000000
1963-05-21,291.157623,304.048645,0.000000
1963-05-22,292.961884,305.938416,0.000000
1963-05-23,293.148071,306.427277,0.000000
1963-05-24,293.949188,303.501099,9.714025
1963-05-25,292.515411,304.353394,4.600308
1963-05-26,295.001678,306.868927,0.000000
1963-05-27,292.428192,306.989441,0.000000
1963-05-28,294.404053,306.928314,0.000000
1963-05-29,292.339905,305.785461,0.000000
1963-05-30,293.350311,310.035706,0.880350
1963-05-31,293.368958,314.023468,0.000000
1963-06-01,295.963074,306.655701,0.000000
1963-06-02,295.045807,308.689331,1.541442
1963-06-03,295.713654,309.577972,0.000000
1963-06-04,295.694061,309.623566,0.000000
1963-06-05,296.817749,307.401764,0.000000
1963-06-06,296.101044,306.917023,0.000000
1963-06-07,295.675568,305.793915,0.000000
1963-06-08,292.107208,306.519165,0.000000
1963-06-09,292.924316,308.896545,0.000000
1963-06-10,294.907379,305.534576,0.288853
1963-06-11,295.201508,303.049133,4.790499
1963-06-12,294.945038,303.299530,5.497722
1963-06-13,293.908234,304.274200,0.000000
1963-06-14,294.014679,304.640564,0.000000
1963-06-15,294.855408,304.336731,0.000000
1963-06-16,294.728485,304.587097,0.360408
1963-06-17,295.225372,302.829590,3.144363
1963-06-18,293.615814,304.855316,1.912301
1963-06-19,295.402008,305.253479,7.619761
1963-06-20,294.882843,307.114838,4.146979
1963-06-21,295.962830,308.440125,2.219970
1963-06-22,294.840424,307.950745,0.000000
1963-06-23,295.600647,309.703705,0.000000
1963-06-24,297.053558,304.359131,1.487301
1963-06-25,296.936340,307.306976,6.264978
1963-06-26,295.952606,309.972321,3.815767
1963-06-27,295.741425,307.920624,0.000000
1963-06-28,295.942444,309.914093,0.000000
1963-06-29,297.779694,308.871429,0.000000
1963-06-30,296.534393,309.636261,0.337686
1963-07-01,297.412628,309.915558,0.000000
1963-07-02,296.498993,310.537720,0.000000
1963-07-03,296.818726,310.661072,0.000000
1963-07-04,297.369873,312.496704,0.000000
1963-07-05,297.956482,312.146881,0.000000
1963-07-06,298.411530,311.306183,0.000000
1963-07-07,297.019928,307.582764,0.000000
1963-07-08,295.303314,302.361420,6.151614
1963-07-09,295.498230,300.684052,24.479174
1963-07-10,295.040710,302.892670,0.000000
1963-07-11,295.226349,305.900940,0.000000
1963-07-12,294.801514,306.172150,0.000000
1963-07-13,295.059235,307.371368,0.000000
1963-07-14,294.962494,308.243500,0.000000
1963-07-15,296.304962,310.656738,0.000000
1963-07-16,296.411774,307.990631,3.729700
1963-07-17,295.995239,305.532776,1.239514
1963-07-18,295.350220,305.622681,0.000000
1963-07-19,296.045013,308.502838,0.334099
1963-07-20,296.606659,309.811462,0.000000
1963-07-21,297.139923,310.258545,2.440375
1963-07-22,298.024933,310.976349,0.000000
1963-07-23,298.717010,309.520111,1.651429
1963-07-24,298.114594,307.354248,0.000000
1963-07-25,296.686188,303.709076,1.362373
1963-07-26,295.840607,302.911774,2.113998
1963-07-27,295.986725,306.866852,9.276567
1963-07-28,297.195374,308.162018,4.803335
1963-07-29,296.430695,305.579834,17.902416
1963-07-30,295.704742,312.264130,1.869761
1963-07-31,297.121185,309.162292,0.000000
1963-08-01,297.355194,309.277374,0.000000
1963-08-02,297.088623,308.889465,0.000000
1963-08-03,296.392914,308.145203,0.000000
1963-08-04,296.318085,307.748962,0.000000
1963-08-05,296.531830,307.894012,0.658753
1963-08-06,295.951904,308.381958,0.292634
1963-08-07,297.099091,310.811462,1.210859
1963-08-08,297.357544,314.528076,0.798840
1963-08-09,298.353516,311.198029,0.452915
1963-08-10,298.438995,310.552460,1.816718
1963-08-11,297.447174,306.726318,9.087512
1963-08-12,294.144440,303.511475,8.344566
1963-08-13,294.635864,304.212616,0.000000
1963-08-14,294.315918,304.220551,0.000000
1963-08-15,293.192993,303.703461,0.000000
1963-08-16,295.130219,303.567688,0.000000
1963-08-17,294.744629,304.129547,1.309380
1963-08-18,295.284546,305.175812,0.301922
1963-08-19,294.761627,305.595795,0.556699
1963-08-20,295.256134,303.734528,0.000000
1963-08-21,295.020691,305.488434,0.446286
1963-08-22,295.163361,305.607941,0.000000
1963-08-23,295.839661,306.580505,0.000000
1963-08-24,295.957703,305.941345,0.000000
1963-08-25,295.282806,309.021057,0.000000
1963-08-26,296.246613,310.554382,0.000000
1963-08-27,296.592255,306.715302,0.968492
1963-08-28,296.129059,305.237061,0.000000
1963-08-29,294.892700,306.747528,2.052960
1963-08-30,294.839691,305.843231,0.000000
1963-08-31,295.784576,305.634308,0.000000
1963-09-01,295.149292,304.967224,0.000000
1963-09-02,294.889648,303.553558,0.000000
1963-09-03,295.590942,303.978607,0.000000
1963-09-04,295.858887,305.179474,0.000000
1963-09-05,294.192902,304.256134,1.263242
1963-09-06,295.778778,305.161346,0.000000
1963-09-07,296.054504,306.350983,0.000000
1963-09-08,295.840302,305.758820,0.298531
1963-09-09,294.474609,305.783142,0.000000
1963-09-10,294.562775,304.983032,0.000000
1963-09-11,295.101105,305.740204,0.000000
1963-09-12,295.531342,303.964539,9.872280
1963-09-13,293.850250,302.816101,4.263505
1963-09-14,293.191071,302.197479,1.887779
1963-09-15,291.005707,302.278931,0.000000
1963-09-16,293.135254,304.681366,2.621810
1963-09-17,292.790802,306.989166,0.000000
1963-09-18,293.079651,309.564545,0.000000
1963-09-19,292.810211,306.099762,0.000000
1963-09-20,293.472046,305.971283,3.010343
1963-09-21,293.710724,308.266113,0.703329
1963-09-22,294.722870,312.758423,1.135090
1963-09-23,294.109863,306.685394,0.397502
1963-09-24,294.160156,303.248322,11.365146
1963-09-25,293.825378,301.525024,32.930355
1963-09-26,285.193054,296.581726,0.000000
1963-09-27,284.629578,298.733917,0.000000
1963-09-28,289.332916,307.653381,0.000000
1963-09-29,290.409882,305.624725,0.000000
1963-09-30,290.831268,304.505432,0.000000
1963-10-01,286.662872,301.541687,0.000000
1963-10-02,286.550812,302.828674,0.000000
1963-10-03,288.100677,304.768097,0.000000
1963-10-04,289.619629,304.538422,0.000000
1963-10-05,289.545044,304.118103,0.000000
1963-10-06,290.905853,304.224365,0.000000
1963-10-07,291.767212,303.153381,3.660147
1963-10-08,292.110596,298.136505,37.926811
1963-10-09,288.590668,297.270172,1.750655
1963-10-10,286.931213,297.839172,0.000000
1963-10-11,289.512878,299.595062,2.137123
1963-10-12,290.993561,297.967529,1.486807
1963-10-13,284.607239,295.935669,1.351740
1963-10-14,281.879456,295.768585,0.000000
1963-10-15,283.047180,301.477661,0.000000
1963-10-16,286.455566,303.884155,0.000000
1963-10-17,290.825775,304.477478,0.000000
1963-10-18,289.335022,300.409149,0.000000
1963-10-19,287.763306,301.105469,1.238975
1963-10-20,289.837524,303.266205,8.967221
1963-10-21,283.804565,299.678192,0.427570
1963-10-22,277.593872,296.385468,0.000000
1963-10-23,281.025146,296.228333,0.000000
1963-10-24,278.236603,293.440796,0.000000
1963-10-25,280.904572,294.164246,0.000000
1963-10-26,276.674072,297.902710,0.000000
1963-10-27,280.939880,297.784119,0.000000
1963-10-28,283.165344,301.635895,0.000000
1963-10-29,285.326508,303.527222,0.000000
1963-10-30,289.309540,304.466156,0.000000
1963-10-31,289.680420,303.361755,0.000000
1963-11-01,289.155762,300.565796,0.000000
1963-11-02,287.420959,300.253784,0.000000
1963-11-03,286.390808,301.000824,0.000000
1963-11-04,286.980377,301.156311,0.000000
1963-11-05,289.841217,302.249146,0.000000
1963-11-06,290.486725,303.753693,0.000000
1963-11-07,290.629242,304.169983,0.000000
1963-11-08,290.631836,303.421082,0.000000
1963-11-09,284.156036,299.643799,0.000000
1963-11-10,284.949341,303.549438,0.000000
1963-11-11,287.423157,303.332855,0.000000
1963-11-12,288.425232,303.750092,0.000000
1963-11-13,289.947784,301.352966,0.000000
1963-11-14,277.162537,295.035065,0.000000
1963-11-15,276.811096,294.736664,0.000000
1963-11-16,278.257111,298.198456,0.000000
1963-11-17,286.763855,295.283997,0.358619
1963-11-18,276.690430,290.371948,0.000000
1963-11-19,277.333282,298.241333,0.000000
1963-11-20,277.663452,302.818146,0.000000
1963-11-21,279.450684,298.655182,0.000000
1963-11-22,280.939667,302.404053,0.000000
1963-11-23,285.379669,297.179779,0.000000
1963-11-24,285.202271,304.296692,0.000000
1963-11-25,283.616821,297.637054,0.000000
1963-11-26,283.277710,300.289642,0.000000
1963-11-27,288.368835,300.405670,1.434373
1963-11-28,288.683167,295.877686,3.350634
1963-11-29,278.294556,294.146790,0.000000
1963-11-30,282.435089,290.081665,0.000000
1963-12-01,278.950531,288.853485,0.000000
1963-12-02,277.449402,290.407532,0.000000
1963-12-03,274.898254,288.948914,0.000000
1963-12-04,276.407532,292.268066,0.000000
1963-12-05,276.548309,292.704956,0.000000
1963-12-06,276.111145,294.596466,0.000000
1963-12-07,282.705475,296.913757,0.000000
1963-12-08,275.964691,290.417419,0.000000
1963-12-09,272.328918,280.682678,21.843294
1963-12-10,268.138367,280.118286,0.376530
1963-12-11,271.281097,284.996521,0.000000
1963-12-12,280.200226,288.647156,63.524422
1963-12-13,277.610046,286.299774,75.222610
1963-12-14,272.547760,282.872650,3.656386
1963-12-15,275.302399,288.110260,0.000000
1963-12-16,279.188843,294.649658,0.000000
1963-12-17,280.528412,288.882904,0.000000
1963-12-18,277.453003,288.071777,0.000000
1963-12-19,279.156403,294.932312,0.000000
1963-12-20,278.664062,289.244141,0.000000
1963-12-21,269.461853,281.959869,0.000000
1963-12-22,268.142456,283.430481,0.000000
1963-12-23,273.021484,287.343414,0.000000
1963-12-24,275.756256,289.436371,0.000000
1963-12-25,276.007782,291.096588,0.000000
1963-12-26,276.684265,292.176056,0.000000
1963-12-27,277.351410,293.250519,0.000000
1963-12-28,279.466034,297.961853,0.000000
1963-12-29,285.600739,300.109009,0.000000
1963-12-30,287.630768,299.481049,2.973125
1963-12-31,284.274628,296.583191,0.000000
1964-01-01,279.265167,295.240631,0.000000
1964-01-02,274.086060,291.872162,0.000000
1964-01-03,277.856689,292.272003,0.000000
1964-01-04,278.361938,287.926941,0.000000
1964-01-05,274.952423,289.837006,0.000000
1964-01-06,278.054260,295.112396,0.000000
1964-01-07,280.762177,293.442444,0.000000
1964-01-08,277.677032,296.227631,0.000000
1964-01-09,276.122192,289.423676,0.000000
1964-01-10,268.322815,279.434326,0.000000
1964-01-11,269.091309,281.791870,0.000000
1964-01-12,274.187744,293.155701,0.000000
1964-01-13,280.193756,293.904083,0.000000
1964-01-14,274.196320,292.886871,0.000000
1964-01-15,274.741821,292.550781,0.000000
1964-01-16,281.004974,298.250671,0.000000
1964-01-17,285.400330,300.808655,0.000000
1964-01-18,286.204315,296.226349,0.330338
1964-01-19,274.210602,286.214294,0.000000
1964-01-20,273.840942,289.333191,0.000000
1964-01-21,282.377502,288.846771,6.828671
1964-01-22,271.474274,286.320068,1.243304
1964-01-23,274.543945,291.375824,0.000000
1964-01-24,277.487183,286.864990,0.000000
1964-01-25,282.473785,293.624298,16.504370
1964-01-26,287.860382,296.652893,7.083342
1964-01-27,280.019165,292.340729,2.268935
1964-01-28,269.907990,280.753937,0.871973
1964-01-29,268.973602,279.772980,0.000000
1964-01-30,274.199738,284.154297,0.875521
1964-01-31,272.496368,288.578979,0.000000
1964-02-01,275.644653,288.721375,0.000000
1964-02-02,274.668884,288.102051,0.000000
1964-02-03,276.148987,291.323395,0.000000
1964-02-04,277.619019,287.130951,0.000000
1964-02-05,275.917114,288.984558,0.000000
1964-02-06,278.130310,292.442413,0.000000
1964-02-07,281.246155,292.835083,0.000000
1964-02-08,283.153381,295.198822,0.000000
1964-02-09,289.038849,299.128723,2.572085
1964-02-10,284.597015,294.002747,0.000000
1964-02-11,283.324677,297.975830,0.000000
1964-02-12,286.310486,300.893402,0.000000
1964-02-13,287.996674,294.969788,3.563509
1964-02-14,284.311523,295.697723,2.826108
1964-02-15,288.136230,298.977478,5.042437
1964-02-16,279.401947,291.335968,0.402832
1964-02-17,276.690918,286.738373,0.000000
1964-02-18,274.665680,289.856995,0.000000
1964-02-19,277.349091,298.462006,0.000000
