#Variables:
#tasmin_IPSL-CM5A-MR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_historical(K),tasmax_IPSL-CM5A-MR_historical(K),pr_IPSL-CM5A-MR_historical(mm)
1960-02-13,287.522278,302.551117,0.372720
1960-02-14,285.610687,296.662781,0.000000
1960-02-15,274.288361,287.211090,0.000000
1960-02-16,273.829102,282.548065,1.224890
1960-02-17,276.432983,292.079529,0.000000
1960-02-18,280.575287,301.308746,0.000000
1960-02-19,287.396118,302.157867,0.000000
1960-02-20,281.978943,303.412720,0.000000
1960-02-21,281.608826,295.582184,0.000000
1960-02-22,277.022705,292.443237,0.000000
1960-02-23,281.042633,298.883026,0.000000
1960-02-24,285.389282,303.502594,0.000000
1960-02-25,287.263611,299.096375,14.014107
1960-02-26,286.073273,295.295227,30.375692
1960-02-27,284.183502,292.088867,32.976101
1960-02-28,283.120026,290.250732,14.367348
1960-02-29,280.538940,289.617737,7.183674
1960-03-01,277.957825,288.984772,0.000000
1960-03-02,278.024384,295.983490,0.000000
1960-03-03,283.251526,298.566101,0.000000
1960-03-04,285.530273,295.651337,0.000000
1960-03-05,276.042267,286.235138,0.000000
1960-03-06,276.148682,288.399231,0.000000
1960-03-07,282.821136,292.935059,11.122422
1960-03-08,287.058899,299.341736,11.180884
1960-03-09,289.926849,301.277893,0.000000
1960-03-10,288.151611,297.144653,0.604101
1960-03-11,284.667023,297.691742,0.000000
1960-03-12,284.981201,300.926575,0.000000
1960-03-13,287.830383,298.077576,0.000000
1960-03-14,284.504822,294.212555,0.000000
1960-03-15,288.832825,302.824951,0.000000
1960-03-16,291.462708,304.198395,0.834289
1960-03-17,288.901520,299.101349,0.000000
1960-03-18,280.748474,290.647430,0.000000
1960-03-19,282.522675,293.232544,0.000000
1960-03-20,283.035980,297.827942,0.000000
1960-03-21,286.781708,296.790833,0.000000
1960-03-22,285.820862,297.514404,0.000000
1960-03-23,286.013977,297.519958,0.000000
1960-03-24,288.220673,298.227203,0.000000
1960-03-25,287.696136,294.475098,0.000000
1960-03-26,287.308075,295.947632,0.000000
1960-03-27,287.148529,300.548462,0.000000
1960-03-28,287.822052,298.435822,0.741878
1960-03-29,286.552185,295.289490,10.048745
1960-03-30,285.515961,290.835602,42.965672
1960-03-31,279.162811,296.257629,0.975098
1960-04-01,282.721100,294.774689,0.000000
1960-04-02,283.049805,302.757751,0.000000
1960-04-03,287.910065,301.286499,0.000000
1960-04-04,288.500427,301.355652,0.000000
1960-04-05,290.263672,302.259644,0.844712
1960-04-06,291.518036,302.439911,0.000000
1960-04-07,291.951752,299.904846,0.000000
1960-04-08,286.160034,297.106598,0.000000
1960-04-09,287.778778,302.689850,0.000000
1960-04-10,290.694641,305.502197,0.000000
1960-04-11,289.276276,302.184387,0.000000
1960-04-12,282.616608,292.914429,0.000000
1960-04-13,283.902893,299.929291,0.000000
1960-04-14,289.118896,304.697754,0.000000
1960-04-15,290.730316,304.913727,0.000000
1960-04-16,292.585968,301.647491,0.000000
1960-04-17,291.496735,301.966949,0.000000
1960-04-18,292.212189,301.695923,0.000000
1960-04-19,291.053986,300.607330,0.000000
1960-04-20,287.502258,298.252777,0.330625
1960-04-21,291.684357,303.515747,0.445064
1960-04-22,290.092346,301.971649,0.000000
1960-04-23,288.496399,299.833984,0.000000
1960-04-24,288.688263,300.217255,0.000000
1960-04-25,289.354095,300.433685,0.000000
1960-04-26,289.981110,302.462830,0.000000
1960-04-27,291.683197,302.430206,5.432114
1960-04-28,291.186676,304.216980,10.520884
1960-04-29,288.609467,302.497955,0.579848
1960-04-30,288.661652,298.670258,0.000000
1960-05-01,285.628021,299.951630,0.356345
1960-05-02,290.418976,302.500458,0.000000
1960-05-03,292.468689,302.428986,0.000000
1960-05-04,290.901276,298.041779,0.000000
1960-05-05,288.583527,300.251068,0.000000
1960-05-06,290.845123,302.048279,0.000000
1960-05-07,292.121948,304.585510,1.124559
1960-05-08,293.541748,301.012970,0.000000
1960-05-09,292.247803,300.938660,6.160663
1960-05-10,293.519318,300.817383,0.000000
1960-05-11,294.353607,302.347900,2.499420
1960-05-12,293.649567,306.637238,0.635621
1960-05-13,295.019470,304.677460,0.335011
1960-05-14,293.481445,302.286835,0.000000
1960-05-15,289.631439,302.113739,0.000000
1960-05-16,289.831909,304.131195,0.000000
1960-05-17,292.658386,306.906494,0.000000
1960-05-18,293.679108,309.392273,0.000000
1960-05-19,294.947723,306.706635,0.000000
1960-05-20,294.829742,305.375488,0.000000
1960-05-21,293.614136,302.315979,0.627823
1960-05-22,287.325470,296.031403,0.000000
1960-05-23,291.349365,297.708405,0.000000
1960-05-24,293.567810,305.773926,0.000000
1960-05-25,294.021271,302.266998,5.691342
1960-05-26,294.549347,297.658569,21.717932
1960-05-27,292.502747,299.096649,18.723518
1960-05-28,291.775787,300.628845,0.000000
1960-05-29,292.248596,304.185730,0.000000
1960-05-30,292.074005,305.914124,1.142101
1960-05-31,292.219177,307.338043,3.070000
1960-06-01,291.978058,306.552673,2.987236
1960-06-02,292.501221,305.694672,0.559069
1960-06-03,293.900024,307.537994,0.000000
1960-06-04,294.699097,306.909790,1.264029
1960-06-05,294.285645,307.842133,0.000000
1960-06-06,294.866638,307.210571,5.135708
1960-06-07,295.516418,305.754791,10.534440
1960-06-08,292.863556,302.425964,5.196895
1960-06-09,292.581970,304.838623,2.077017
1960-06-10,293.820526,300.562775,15.791015
1960-06-11,286.908478,299.637634,0.000000
1960-06-12,288.371643,305.664978,0.000000
1960-06-13,290.794067,307.054077,0.000000
1960-06-14,292.551575,309.011292,0.000000
1960-06-15,293.990448,309.830811,0.000000
1960-06-16,295.226654,307.210358,0.000000
1960-06-17,295.898438,306.698761,0.000000
1960-06-18,295.746124,303.813721,4.032213
1960-06-19,295.875275,302.597107,33.373165
1960-06-20,294.582550,302.020599,48.532413
1960-06-21,295.503784,302.108643,44.626175
1960-06-22,295.393982,301.540100,43.450981
1960-06-23,294.201691,300.942139,44.480175
1960-06-24,295.732666,302.200348,42.748177
1960-06-25,296.495544,302.063446,42.582893
1960-06-26,295.224213,303.308350,34.343582
1960-06-27,294.865540,299.799500,5.520146
1960-06-28,295.585510,301.473267,3.476991
1960-06-29,294.455017,301.165649,0.987781
1960-06-30,294.441833,304.808167,2.409553
1960-07-01,294.584656,305.171692,0.000000
1960-07-02,294.717957,305.199066,0.000000
1960-07-03,295.130341,305.200989,0.000000
1960-07-04,295.516876,303.346954,0.000000
1960-07-05,295.101166,301.703918,6.618594
1960-07-06,294.586945,300.793549,5.684842
1960-07-07,294.154175,301.391876,0.883799
1960-07-08,293.918091,302.203705,1.331269
1960-07-09,292.530884,302.434570,0.000000
1960-07-10,293.477539,302.828613,0.000000
1960-07-11,294.435944,303.682129,2.475451
1960-07-12,295.834534,304.482819,18.381924
1960-07-13,294.558258,303.130035,47.570213
1960-07-14,296.007935,300.491425,13.163090
1960-07-15,294.995789,302.099701,15.817797
1960-07-16,295.742035,302.418152,25.781031
1960-07-17,295.603729,302.110687,5.912644
1960-07-18,294.888031,303.549438,0.000000
1960-07-19,295.016693,304.152222,0.493978
1960-07-20,294.825287,303.709076,1.209028
1960-07-21,294.514740,305.858215,0.000000
1960-07-22,294.577972,307.218079,0.000000
1960-07-23,295.179718,306.694977,0.000000
1960-07-24,295.395203,307.626770,2.061383
1960-07-25,295.105621,307.500763,0.000000
1960-07-26,294.894501,308.658295,0.000000
1960-07-27,294.571899,308.805725,0.000000
1960-07-28,294.454041,308.982788,0.000000
1960-07-29,294.697693,309.182617,0.000000
1960-07-30,294.875031,309.057434,0.000000
1960-07-31,295.086578,309.178986,0.000000
1960-08-01,294.975861,309.445465,0.000000
1960-08-02,294.979065,309.182312,0.000000
1960-08-03,295.129120,308.018524,0.000000
1960-08-04,295.359253,307.431427,0.286261
1960-08-05,296.029114,307.230591,0.000000
1960-08-06,295.964630,305.757751,1.925626
1960-08-07,295.219910,305.366455,3.506327
1960-08-08,295.323120,306.916107,0.000000
1960-08-09,295.371399,307.725433,1.869761
1960-08-10,295.669800,306.777924,4.677481
1960-08-11,295.224731,306.899170,0.000000
1960-08-12,294.697998,307.464752,0.000000
1960-08-13,294.660980,307.440613,0.000000
1960-08-14,294.642151,306.750977,0.000000
1960-08-15,294.903656,306.693512,0.000000
1960-08-16,295.359436,306.791412,1.006218
1960-08-17,294.777191,305.774567,1.309380
1960-08-18,295.871765,305.524689,6.215821
1960-08-19,294.498383,306.422272,0.672806
1960-08-20,294.843262,307.556763,0.000000
1960-08-21,295.010193,306.789948,0.000000
1960-08-22,295.344330,305.155701,0.957900
1960-08-23,294.652588,305.229034,3.100566
1960-08-24,294.838226,305.483398,0.419628
1960-08-25,292.044220,303.412476,0.448406
1960-08-26,291.870331,302.515839,8.767070
1960-08-27,294.192017,303.264709,1.837850
1960-08-28,294.088989,304.360229,3.061218
1960-08-29,293.368530,304.565460,2.449380
1960-08-30,293.949249,305.284576,0.789339
1960-08-31,294.341370,303.119659,5.944803
1960-09-01,293.868896,302.928040,7.687418
1960-09-02,292.439636,300.146454,10.343400
1960-09-03,293.787567,301.541992,14.227350
1960-09-04,293.591187,302.758026,6.998157
1960-09-05,291.513214,302.733734,3.532038
1960-09-06,291.821686,302.937531,2.798331
1960-09-07,292.106659,303.000824,3.593507
1960-09-08,294.109833,301.477997,9.378305
1960-09-09,294.021606,303.321228,21.441856
1960-09-10,294.185638,302.245667,3.662157
1960-09-11,291.519592,300.781342,20.379059
1960-09-12,293.196930,299.840790,6.710093
1960-09-13,290.053009,301.658325,2.589983
1960-09-14,289.010620,303.346893,0.000000
1960-09-15,290.799225,304.320312,0.000000
1960-09-16,291.938629,304.363403,0.000000
1960-09-17,292.084839,305.148926,2.484870
1960-09-18,291.515869,305.427490,0.000000
1960-09-19,293.731781,304.966553,0.299302
1960-09-20,291.157623,305.841248,0.394253
1960-09-21,292.004639,303.809113,1.657885
1960-09-22,293.868927,303.581268,5.327957
1960-09-23,293.882324,303.628754,4.804823
1960-09-24,292.446686,301.444244,5.981326
1960-09-25,290.737427,301.519165,8.669370
1960-09-26,285.123993,295.001251,0.000000
1960-09-27,283.097137,293.235718,0.000000
1960-09-28,286.647980,298.300232,0.000000
1960-09-29,287.571350,300.389038,0.000000
1960-09-30,289.545044,300.642181,0.000000
1960-10-01,288.568390,301.592010,12.264038
1960-10-02,287.480255,296.914642,30.332188
1960-10-03,289.101379,298.044830,41.287266
1960-10-04,289.349640,299.029053,10.605999
1960-10-05,286.559174,301.557373,0.000000
1960-10-06,285.205566,296.310120,0.000000
1960-10-07,281.646088,299.224396,0.000000
1960-10-08,286.600189,301.473175,0.000000
1960-10-09,286.229462,303.216614,0.000000
1960-10-10,287.615356,300.919220,0.000000
1960-10-11,287.245483,300.471893,0.000000
1960-10-12,286.313110,300.179657,0.000000
1960-10-13,287.451660,301.429291,0.000000
1960-10-14,287.229218,302.299744,0.000000
1960-10-15,290.244354,303.533661,0.000000
1960-10-16,287.639038,299.884033,0.000000
1960-10-17,288.008026,299.181091,0.000000
1960-10-18,289.236267,300.440918,0.000000
1960-10-19,289.031921,297.395630,0.000000
1960-10-20,284.812256,296.037140,0.000000
1960-10-21,286.092346,299.494354,0.000000
1960-10-22,288.216919,297.990723,0.000000
1960-10-23,291.370789,299.396942,1.082733
1960-10-24,279.504608,294.337219,7.333641
1960-10-25,276.725403,291.177551,0.000000
1960-10-26,279.660126,295.766418,0.000000
1960-10-27,284.132111,295.694061,0.000000
1960-10-28,281.275848,292.766754,0.000000
1960-10-29,279.016357,293.266510,0.000000
1960-10-30,283.217712,293.118652,0.000000
1960-10-31,281.693329,295.134247,0.000000
1960-11-01,285.797638,299.406921,0.000000
1960-11-02,286.971039,300.020477,0.000000
1960-11-03,289.865173,300.921234,1.597963
1960-11-04,289.676514,299.437286,0.000000
1960-11-05,290.160583,300.910248,0.000000
1960-11-06,290.925934,300.770569,0.000000
1960-11-07,290.341858,301.585938,0.876694
1960-11-08,290.766754,301.815430,0.000000
1960-11-09,291.177246,301.914581,0.000000
1960-11-10,286.799316,302.050201,18.955736
1960-11-11,282.378448,289.358276,34.488747
1960-11-12,272.911682,289.451294,0.904727
1960-11-13,276.512787,292.061310,0.000000
1960-11-14,275.846741,288.419495,0.000000
1960-11-15,275.783142,293.385895,0.000000
1960-11-16,274.465302,291.301270,0.000000
1960-11-17,278.034576,295.040558,0.000000
1960-11-18,277.431946,294.034637,0.000000
1960-11-19,284.409607,298.375610,0.000000
1960-11-20,284.806610,294.830658,0.349643
1960-11-21,279.493469,288.599487,0.000000
1960-11-22,275.188782,288.065186,0.000000
1960-11-23,277.493561,290.166138,0.000000
1960-11-24,278.870087,293.799225,0.000000
1960-11-25,287.049622,292.826447,77.800980
1960-11-26,286.188690,295.322571,2.651740
1960-11-27,283.001556,296.122162,0.000000
1960-11-28,279.185516,297.261932,0.280962
1960-11-29,283.205414,300.418060,0.000000
1960-11-30,287.133698,296.954285,0.000000
1960-12-01,276.412811,293.845093,0.000000
1960-12-02,278.226929,297.972961,0.000000
1960-12-03,286.218109,298.660400,0.000000
1960-12-04,283.185486,294.416779,0.000000
1960-12-05,275.601288,292.680756,0.000000
1960-12-06,282.133667,294.583588,0.000000
1960-12-07,276.008453,297.330078,0.000000
1960-12-08,282.661957,299.161407,0.000000
1960-12-09,278.991577,292.878021,0.000000
1960-12-10,273.740082,286.312714,0.000000
1960-12-11,271.065430,290.710541,0.000000
1960-12-12,281.297180,289.974884,0.000000
1960-12-13,275.288025,290.567963,0.000000
1960-12-14,276.327515,293.517273,0.000000
1960-12-15,284.880951,297.772552,0.000000
1960-12-16,278.322540,292.199524,2.632460
1960-12-17,268.044556,286.650391,0.000000
1960-12-18,275.420532,290.788330,0.000000
1960-12-19,276.555206,287.421356,0.000000
1960-12-20,268.513977,284.743408,0.000000
1960-12-21,277.125153,291.849701,0.000000
1960-12-22,277.683563,292.574524,0.000000
1960-12-23,282.213501,296.969879,0.000000
1960-12-24,275.221802,297.334137,0.000000
1960-12-25,278.696411,291.292267,0.000000
1960-12-26,276.048492,293.365204,0.000000
1960-12-27,281.011902,295.500458,0.000000
1960-12-28,279.328400,298.438904,0.000000
1960-12-29,280.909607,300.109009,0.000000
1960-12-30,281.918640,300.903503,0.000000
1960-12-31,283.553741,294.571655,0.000000
1961-01-01,278.030426,294.276978,0.000000
1961-01-02,277.816681,295.901093,0.000000
1961-01-03,279.307617,292.016510,0.000000
1961-01-04,277.676727,297.260345,0.000000
1961-01-05,282.222656,299.222168,0.000000
1961-01-06,286.015869,303.352783,0.000000
1961-01-07,281.717529,296.014038,0.000000
1961-01-08,276.575623,293.417419,0.000000
1961-01-09,282.279480,300.086182,0.000000
1961-01-10,283.660126,294.692444,0.488686
1961-01-11,271.246979,288.494385,0.000000
1961-01-12,268.698761,283.430847,0.000000
1961-01-13,269.378632,281.327545,0.000000
1961-01-14,266.912201,282.596893,0.000000
1961-01-15,273.011810,294.500977,0.000000
1961-01-16,278.335876,288.318573,0.000000
1961-01-17,276.572937,297.419800,0.000000
1961-01-18,280.508942,291.523529,0.000000
1961-01-19,278.717438,291.602295,0.000000
1961-01-20,284.696106,292.252899,19.942974
1961-01-21,281.768219,291.277283,7.038291
1961-01-22,273.550262,281.032349,0.000000
1961-01-23,272.338470,279.445709,4.755425
1961-01-24,269.353180,282.742554,0.000000
1961-01-25,272.974548,290.420776,0.000000
1961-01-26,276.809692,291.088409,0.000000
1961-01-27,279.891449,294.693604,0.000000
1961-01-28,278.072174,297.532837,0.000000
1961-01-29,283.061310,299.789185,0.000000
1961-01-30,283.269592,294.281647,0.000000
1961-01-31,272.781158,283.502106,0.000000
1961-02-01,273.322327,285.523346,0.000000
1961-02-02,274.339661,288.978363,0.000000
1961-02-03,273.018860,283.966278,0.000000
1961-02-04,272.941345,291.580353,0.000000
1961-02-05,275.876373,295.272247,0.000000
1961-02-06,276.021759,295.605164,0.000000
1961-02-07,284.705719,299.259613,0.608959
1961-02-08,286.087128,296.221344,0.000000
1961-02-09,276.510956,288.016602,0.000000
1961-02-10,280.513123,292.275146,0.509435
1961-02-11,282.056427,289.440338,0.000000
1961-02-12,275.658051,291.293671,0.000000
1961-02-13,275.378662,285.369843,0.000000
1961-02-14,273.290497,291.889618,0.000000
1961-02-15,276.546936,294.833710,0.000000
1961-02-16,277.922760,300.672913,0.000000
1961-02-17,283.515625,302.691406,0.000000
1961-02-18,284.512634,296.474243,0.000000
1961-02-19,281.854370,290.543945,0.000000
1961-02-20,284.769958,298.633575,0.880754
1961-02-21,283.778503,301.447784,0.000000
1961-02-22,285.907227,303.396637,0.000000
1961-02-23,281.417542,296.052063,0.000000
1961-02-24,280.241028,303.954407,0.000000
1961-02-25,282.624634,295.443420,0.000000
1961-02-26,281.208893,302.423676,0.000000
1961-02-27,285.762665,299.292206,0.000000
1961-02-28,285.766266,301.984680,0.000000
1961-03-01,286.360382,302.035736,0.000000
1961-03-02,285.936432,295.194366,2.829155
1961-03-03,276.836792,288.814026,1.069207
1961-03-04,276.837860,284.547943,0.000000
1961-03-05,274.850067,282.610748,0.000000
1961-03-06,277.364594,287.090698,0.483911
1961-03-07,277.360077,292.997986,0.000000
1961-03-08,281.522308,298.640930,0.000000
1961-03-09,284.322693,300.945801,0.000000
1961-03-10,287.099091,302.229706,0.000000
1961-03-11,286.845398,304.899841,0.000000
1961-03-12,287.904846,299.372101,0.324903
1961-03-13,283.430115,297.206085,0.000000
1961-03-14,285.167145,299.953339,1.811273
1961-03-15,285.789368,302.211487,0.000000
1961-03-16,284.452057,296.920410,11.064574
1961-03-17,278.047119,288.129364,2.960454
1961-03-18,278.166046,294.943695,0.000000
1961-03-19,279.750214,294.840546,0.000000
1961-03-20,279.891266,294.295593,0.000000
1961-03-21,279.486725,294.910248,0.000000
1961-03-22,284.637115,297.651184,2.857965
1961-03-23,284.821106,295.106323,6.273709
1961-03-24,280.214417,291.615540,0.000000
1961-03-25,286.398499,300.298004,0.000000
1961-03-26,289.828094,298.636719,3.126615
1961-03-27,279.824036,292.642883,0.000000
1961-03-28,279.057312,295.343719,0.000000
1961-03-29,283.879059,300.083801,1.264987
1961-03-30,288.644165,300.293610,0.000000
1961-03-31,286.655212,295.989685,0.000000
1961-04-01,274.986450,288.466614,0.000000
1961-04-02,280.959229,291.873444,0.000000
1961-04-03,278.636688,294.501678,0.000000
1961-04-04,278.611877,291.179871,0.000000
1961-04-05,280.137695,295.586029,0.000000
1961-04-06,284.348541,295.309143,0.000000
1961-04-07,285.656830,298.307037,0.000000
1961-04-08,286.612305,299.446320,0.000000
1961-04-09,286.810913,298.974640,0.000000
1961-04-10,288.888367,299.485046,0.000000
1961-04-11,290.094604,300.762329,0.000000
1961-04-12,290.901855,301.447205,1.458048
1961-04-13,290.616241,300.883148,1.110262
1961-04-14,286.446960,298.486450,0.000000
1961-04-15,285.206848,295.844696,0.000000
1961-04-16,286.151398,296.403046,0.000000
1961-04-17,289.666199,304.288422,0.000000
1961-04-18,289.822327,301.782990,0.000000
1961-04-19,287.858215,297.359497,0.000000
1961-04-20,291.962128,303.633850,0.678766
1961-04-21,289.306793,301.620911,1.634624
1961-04-22,285.952789,296.997070,0.000000
1961-04-23,288.424744,293.968079,26.501862
1961-04-24,279.298340,281.978394,13.319407
1961-04-25,281.477112,288.420380,3.357206
1961-04-26,282.261475,296.420135,0.000000
1961-04-27,285.764099,299.216278,1.309458
1961-04-28,290.027740,297.608093,2.765002
1961-04-29,289.119507,299.485504,9.976659
1961-04-30,283.915924,296.327515,0.000000
1961-05-01,282.832001,295.822754,0.000000
1961-05-02,283.398041,298.388794,0.000000
1961-05-03,286.744568,302.337341,0.000000
1961-05-04,289.459930,305.564697,0.000000
1961-05-05,290.257233,304.717987,0.000000
1961-05-06,288.218811,298.587860,0.000000
1961-05-07,283.860901,295.935242,0.000000
1961-05-08,285.248718,300.763123,0.000000
1961-05-09,289.699280,303.016205,0.000000
1961-05-10,292.092255,306.073822,0.000000
1961-05-11,293.161835,305.952301,0.875861
1961-05-12,286.389008,297.771698,0.000000
1961-05-13,284.456909,299.383026,0.000000
1961-05-14,289.752441,305.935516,0.299759
1961-05-15,293.044250,307.627747,0.428621
1961-05-16,294.043732,307.690430,0.000000
1961-05-17,294.155334,305.547089,0.000000
1961-05-18,293.646179,305.126984,0.000000
1961-05-19,293.648895,305.343689,0.000000
1961-05-20,294.717926,302.852905,0.000000
1961-05-21,294.920563,304.146851,0.000000
1961-05-22,295.131470,303.958008,0.000000
1961-05-23,295.018158,302.823212,0.000000
1961-05-24,296.045837,306.396973,0.000000
1961-05-25,294.858887,308.868774,0.000000
1961-05-26,295.679840,309.057159,0.000000
1961-05-27,295.788605,305.811127,0.000000
1961-05-28,295.538086,305.759155,0.000000
1961-05-29,294.526489,303.758423,0.000000
1961-05-30,294.932983,304.614166,8.480819
1961-05-31,294.215149,303.565155,0.886034
1961-06-01,295.288635,302.789246,0.000000
1961-06-02,294.623566,302.896301,0.000000
1961-06-03,294.468872,302.725616,0.000000
1961-06-04,295.224823,304.980469,0.000000
1961-06-05,293.592865,307.429810,0.000000
1961-06-06,294.837158,307.246216,0.000000
1961-06-07,294.978546,306.435242,0.000000
1961-06-08,294.963013,305.335724,2.050577
1961-06-09,295.949677,305.815674,1.034376
1961-06-10,296.045654,308.465515,0.000000
1961-06-11,296.520630,308.814301,0.000000
1961-06-12,296.464539,309.850922,0.000000
1961-06-13,297.703247,309.704620,0.000000
1961-06-14,297.352661,306.493195,10.170918
1961-06-15,295.867523,307.129059,0.896048
1961-06-16,295.593475,307.415009,0.281015
1961-06-17,295.306519,306.733002,0.000000
1961-06-18,295.424194,306.602753,0.000000
1961-06-19,295.738708,307.001099,0.000000
1961-06-20,295.633789,308.147583,0.000000
1961-06-21,295.712891,308.969788,0.000000
1961-06-22,296.340576,308.957520,0.000000
1961-06-23,296.762817,309.196899,0.000000
1961-06-24,296.881897,309.441376,0.000000
1961-06-25,297.053558,308.895416,0.000000
1961-06-26,297.150726,307.728210,0.000000
1961-06-27,297.254181,306.737335,0.000000
1961-06-28,297.190582,306.601562,0.000000
1961-06-29,296.627380,306.906372,0.000000
1961-06-30,296.953094,308.052429,0.000000
1961-07-01,297.551056,307.953400,0.000000
1961-07-02,296.989105,307.707855,0.000000
1961-07-03,296.905212,306.518158,2.880942
1961-07-04,295.980133,305.625519,0.811027
1961-07-05,295.654480,305.058319,6.239681
1961-07-06,295.423676,307.454529,0.000000
1961-07-07,296.196411,308.036682,0.000000
1961-07-08,296.264465,308.557159,0.000000
1961-07-09,296.504974,308.158997,0.000000
1961-07-10,296.887451,309.211548,0.000000
1961-07-11,297.365631,310.668854,0.000000
1961-07-12,297.489685,311.554626,0.000000
1961-07-13,298.674225,312.756378,0.000000
1961-07-14,299.028473,312.230621,0.000000
1961-07-15,298.933258,310.976868,0.000000
1961-07-16,297.255371,310.203552,0.000000
1961-07-17,298.545807,311.133453,0.000000
1961-07-18,298.293610,311.968994,0.000000
1961-07-19,298.622528,311.160370,0.000000
1961-07-20,298.219482,311.349548,0.000000
1961-07-21,298.032440,310.097168,0.000000
1961-07-22,297.088501,309.331085,0.000000
1961-07-23,296.856201,309.407593,0.000000
1961-07-24,297.115845,309.950867,0.000000
1961-07-25,297.819122,310.258545,0.000000
1961-07-26,299.867493,310.298645,0.000000
1961-07-27,299.285309,309.971161,0.000000
1961-07-28,296.972229,310.059570,0.000000
1961-07-29,297.178406,309.138000,0.000000
1961-07-30,296.546570,308.259583,0.000000
1961-07-31,295.936798,307.380432,0.000000
1961-08-01,296.112640,309.233093,0.000000
1961-08-02,296.427582,310.170959,0.285199
1961-08-03,296.406342,309.267792,0.325183
1961-08-04,296.536774,307.713654,0.000000
1961-08-05,296.921204,307.056213,0.000000
1961-08-06,295.687622,307.310883,0.000000
1961-08-07,295.987305,309.274078,0.000000
1961-08-08,298.207367,310.385406,0.000000
1961-08-09,299.080231,310.813416,0.000000
1961-08-10,298.165710,311.680450,0.000000
1961-08-11,299.877899,312.377045,0.000000
1961-08-12,300.342041,311.818512,0.000000
1961-08-13,300.932648,311.344238,0.293696
1961-08-14,299.169403,310.867523,0.000000
1961-08-15,298.401031,310.118622,0.414951
1961-08-16,298.041595,311.177002,0.000000
1961-08-17,298.756744,311.520538,0.000000
1961-08-18,298.289581,312.151581,0.000000
1961-08-19,299.068970,310.265686,0.000000
1961-08-20,299.149994,309.331299,0.000000
1961-08-21,297.287109,309.690460,0.401928
1961-08-22,296.692078,307.435638,0.000000
1961-08-23,297.312500,308.176819,0.000000
1961-08-24,297.003632,309.594971,0.000000
1961-08-25,296.315765,310.717834,0.000000
1961-08-26,297.605713,310.664856,0.531824
1961-08-27,296.779541,307.213959,18.913319
1961-08-28,296.442261,300.252808,27.887131
1961-08-29,294.162140,299.940796,30.491577
1961-08-30,292.201263,300.881927,7.022434
1961-08-31,292.131470,303.027313,2.410398
1961-09-01,293.554413,304.323486,2.820686
1961-09-02,294.280579,305.397919,0.000000
1961-09-03,295.600037,305.442902,0.000000
1961-09-04,295.192902,307.372925,0.000000
1961-09-05,296.016998,308.320587,0.000000
1961-09-06,295.909912,307.761200,0.000000
1961-09-07,296.186646,307.668762,0.000000
1961-09-08,296.406372,308.708221,0.000000
1961-09-09,296.476685,309.614105,0.330404
1961-09-10,296.446808,308.669434,6.786354
1961-09-11,296.307922,306.788788,3.970516
1961-09-12,295.213043,304.283295,8.050916
1961-09-13,294.749084,303.841766,1.811706
1961-09-14,291.817749,303.202209,6.278610
1961-09-15,292.074097,302.898834,2.994777
1961-09-16,292.098969,302.505249,10.596456
1961-09-17,291.697510,302.618286,2.675110
1961-09-18,291.435394,305.595093,0.000000
1961-09-19,293.881226,306.931274,0.000000
1961-09-20,293.235657,307.914368,0.000000
1961-09-21,294.503662,307.004852,0.000000
1961-09-22,294.681213,303.413940,3.453084
1961-09-23,286.455719,298.599182,0.000000
1961-09-24,286.314148,301.970398,0.000000
1961-09-25,287.175354,302.827301,0.000000
1961-09-26,287.992859,302.552734,0.000000
1961-09-27,289.454651,305.407410,0.000000
1961-09-28,293.129395,303.926697,16.907707
1961-09-29,289.369232,298.897278,7.274777
1961-09-30,286.094971,293.861450,29.899683
1961-10-01,279.153015,288.625458,25.878611
1961-10-02,282.963104,298.060822,1.784002
1961-10-03,285.360931,298.738129,0.000000
1961-10-04,286.364227,299.668854,0.000000
1961-10-05,288.151459,301.233124,0.000000
1961-10-06,287.334656,304.984894,0.000000
1961-10-07,288.308868,300.399536,0.000000
1961-10-08,284.208984,297.176025,0.000000
1961-10-09,282.879791,298.408661,0.000000
1961-10-10,283.683350,299.683746,0.000000
1961-10-11,284.657379,300.881897,0.000000
1961-10-12,286.338257,299.494812,0.000000
1961-10-13,289.647461,297.602692,5.678652
1961-10-14,290.054840,300.320709,7.747612
1961-10-15,288.707458,300.075867,0.397092
