#Variables:
#tasmin_GFDL-ESM2M_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2M_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2M_historical(K),tasmax_GFDL-ESM2M_historical(K),pr_GFDL-ESM2M_historical(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2M_historical(K),tasmax_GFDL-ESM2M_historical(K),pr_GFDL-ESM2M_historical(mm)
1954-12-14,279.399689,292.687500,0.000000
1954-12-15,280.390625,297.300873,0.000000
1954-12-16,284.510895,293.961334,0.000000
1954-12-17,278.072205,291.968201,0.000000
1954-12-18,277.337402,294.502014,0.000000
1954-12-19,283.918671,297.119446,0.000000
1954-12-20,278.976135,293.401306,0.000000
1954-12-21,269.641327,284.792938,0.000000
1954-12-22,270.083038,287.566986,0.000000
1954-12-23,276.275940,292.082611,0.000000
1954-12-24,277.101501,294.315857,0.000000
1954-12-25,278.250061,295.473724,0.000000
1954-12-26,282.182739,296.321075,0.000000
1954-12-27,283.625275,297.772552,0.000000
1954-12-28,284.384369,296.598969,0.000000
1954-12-29,279.161011,298.232056,0.000000
1954-12-30,287.224091,300.213776,0.807640
1954-12-31,280.599274,297.629517,0.545413
1955-01-01,276.384857,294.284119,0.000000
1955-01-02,282.279480,295.356445,0.000000
1955-01-03,282.373932,293.891479,0.000000
1955-01-04,276.038788,291.527802,0.000000
1955-01-05,274.587524,290.664795,0.000000
1955-01-06,281.187225,293.037933,0.000000
1955-01-07,285.308655,298.626312,0.000000
1955-01-08,286.767395,301.108673,0.000000
1955-01-09,283.508240,298.946594,0.886395
1955-01-10,278.856903,291.872162,0.000000
1955-01-11,281.167450,296.909393,0.000000
1955-01-12,279.941223,294.717621,0.000000
1955-01-13,275.390686,289.025635,0.000000
1955-01-14,274.351471,285.672821,0.000000
1955-01-15,276.588318,285.377380,1.376890
1955-01-16,278.019958,285.844666,0.772638
1955-01-17,277.677185,288.671326,5.021238
1955-01-18,275.079803,292.474579,0.000000
1955-01-19,279.704651,295.804504,0.000000
1955-01-20,283.843079,298.083435,0.000000
1955-01-21,285.339691,297.677429,0.000000
1955-01-22,279.684998,295.722717,0.000000
1955-01-23,283.653870,299.180573,0.000000
1955-01-24,282.970245,296.670685,6.493915
1955-01-25,276.883423,288.578979,3.675242
1955-01-26,275.632263,286.908752,2.208085
1955-01-27,275.263275,286.109283,0.000000
1955-01-28,278.237457,285.546204,0.000000
1955-01-29,277.761688,287.238403,1.243304
1955-01-30,278.602173,295.932739,0.000000
1955-01-31,276.551514,292.661682,0.000000
1955-02-01,278.966400,295.361084,0.000000
1955-02-02,286.062012,299.866425,0.000000
1955-02-03,283.772186,299.755920,0.000000
1955-02-04,287.766113,298.593536,2.759695
1955-02-05,287.847351,297.579041,0.000000
1955-02-06,287.737946,302.068451,0.000000
1955-02-07,288.260315,302.010956,0.000000
1955-02-08,287.522278,300.500000,0.000000
1955-02-09,289.200348,303.378998,0.000000
1955-02-10,289.703094,303.536652,0.000000
1955-02-11,288.470398,302.831512,0.000000
1955-02-12,289.176208,301.613739,0.427299
1955-02-13,288.007904,298.514465,1.470760
1955-02-14,287.158630,298.077911,2.437332
1955-02-15,280.106018,299.110535,0.572838
1955-02-16,282.413208,299.726929,0.000000
1955-02-17,284.320526,298.458649,0.000000
1955-02-18,277.854401,292.422638,0.000000
1955-02-19,278.291504,289.910370,2.695230
1955-02-20,286.004669,301.859070,0.395592
1955-02-21,283.760071,300.219330,0.000000
1955-02-22,275.298584,291.955078,0.000000
1955-02-23,279.469238,296.885620,0.000000
1955-02-24,283.746002,295.921600,6.897891
1955-02-25,284.317566,293.230255,27.602209
1955-02-26,276.544830,287.785583,6.401819
1955-02-27,273.287048,284.500366,0.579747
1955-02-28,273.592957,283.824066,0.000000
1955-03-01,272.044769,284.696045,0.000000
1955-03-02,270.384125,286.348785,0.000000
1955-03-03,270.740173,289.433990,0.000000
1955-03-04,277.649048,288.656006,0.000000
1955-03-05,283.784973,287.362793,13.975164
1955-03-06,275.898163,287.483093,11.064574
1955-03-07,279.209045,286.925323,11.822115
1955-03-08,267.551697,277.742218,0.000000
1955-03-09,270.780640,280.527069,0.000000
1955-03-10,273.107300,285.137451,0.000000
1955-03-11,278.900360,286.007904,0.000000
1955-03-12,285.121735,289.817139,12.419342
1955-03-13,277.701080,286.287598,4.058715
1955-03-14,273.275208,289.555237,0.000000
1955-03-15,282.230377,291.936310,0.000000
1955-03-16,281.439117,296.255768,0.000000
1955-03-17,286.217682,300.873322,0.324547
1955-03-18,282.687836,298.435822,0.000000
1955-03-19,281.332245,293.702240,0.000000
1955-03-20,286.304047,294.126984,0.000000
1955-03-21,287.072601,295.281921,1.212758
1955-03-22,287.377502,295.416260,0.000000
1955-03-23,288.121643,295.114014,0.000000
1955-03-24,288.279999,297.581329,1.742164
1955-03-25,289.258118,300.103729,1.835385
1955-03-26,289.007080,300.531311,1.366280
1955-03-27,283.199463,297.785828,0.000000
1955-03-28,282.411285,298.746521,0.000000
1955-03-29,289.184723,302.134430,0.705822
1955-03-30,286.570099,300.918274,0.892079
1955-03-31,278.206055,293.867615,0.000000
1955-04-01,275.891907,298.439514,0.000000
1955-04-02,285.280853,305.169342,0.000000
1955-04-03,288.969086,305.102966,0.000000
1955-04-04,287.029968,301.449341,0.000000
1955-04-05,282.076477,296.308594,0.000000
1955-04-06,279.947845,286.517029,10.360126
1955-04-07,279.490784,288.020020,0.000000
1955-04-08,279.717896,290.135895,0.000000
1955-04-09,284.989441,300.397827,0.000000
1955-04-10,288.959381,303.774139,0.000000
1955-04-11,289.941376,304.312653,0.000000
1955-04-12,285.212555,302.138153,0.000000
1955-04-13,279.619843,293.681793,0.000000
1955-04-14,284.150085,291.177521,0.316301
1955-04-15,283.158325,289.861725,0.000000
1955-04-16,284.553589,293.809418,0.000000
1955-04-17,285.630981,296.379181,0.000000
1955-04-18,287.933868,296.244263,0.000000
1955-04-19,287.907806,299.688324,0.000000
1955-04-20,288.564514,301.584534,0.000000
1955-04-21,288.908997,301.540710,0.000000
1955-04-22,290.423279,300.101257,0.000000
1955-04-23,291.177887,303.036469,0.597870
1955-04-24,290.320190,304.296204,1.654976
1955-04-25,290.040955,304.487122,0.000000
1955-04-26,291.155884,303.674622,0.000000
1955-04-27,290.431763,302.588135,0.000000
1955-04-28,290.806213,304.181824,0.000000
1955-04-29,291.728424,303.676880,0.000000
1955-04-30,292.731903,302.766388,0.000000
1955-05-01,293.643433,301.370911,0.000000
1955-05-02,293.679382,301.190826,0.711078
1955-05-03,292.827484,305.611786,0.000000
1955-05-04,293.121796,305.187347,0.286171
1955-05-05,292.812317,305.301849,0.284863
1955-05-06,293.609985,306.867401,0.000000
1955-05-07,293.853607,305.552948,1.931731
1955-05-08,294.038879,300.904938,19.679806
1955-05-09,293.894562,302.128998,2.751292
1955-05-10,292.388123,303.292419,1.553946
1955-05-11,292.132416,301.796570,0.000000
1955-05-12,292.399780,301.453308,0.000000
1955-05-13,292.551025,303.227570,0.000000
1955-05-14,293.062836,302.793823,3.268972
1955-05-15,294.333923,301.966339,10.426743
1955-05-16,295.207977,298.558228,41.190739
1955-05-17,293.392120,302.370819,3.329144
1955-05-18,293.982574,302.472107,0.000000
1955-05-19,293.529297,302.298920,1.725393
1955-05-20,293.286987,300.735748,13.356864
1955-05-21,292.999786,298.519897,15.776205
1955-05-22,293.109711,299.731842,10.483838
1955-05-23,290.862213,295.543671,0.000000
1955-05-24,290.284943,300.612183,0.000000
1955-05-25,291.894501,301.368591,0.000000
1955-05-26,292.229034,302.271637,0.000000
1955-05-27,293.026550,303.950134,0.000000
1955-05-28,295.242920,305.888214,0.000000
1955-05-29,295.421204,305.431610,0.000000
1955-05-30,294.120087,304.139801,8.014368
1955-05-31,291.306641,298.578796,15.596764
1955-06-01,293.061218,297.067749,18.010454
1955-06-02,291.767151,299.101166,3.092808
1955-06-03,293.152405,299.860138,10.314299
1955-06-04,293.859894,298.861847,20.379984
1955-06-05,294.303223,301.730286,2.020973
1955-06-06,293.373291,304.359863,0.398605
1955-06-07,292.761566,305.381989,0.000000
1955-06-08,293.282166,305.946777,0.000000
1955-06-09,292.492279,306.119019,0.000000
1955-06-10,294.122650,307.437866,0.000000
1955-06-11,294.061340,307.410736,0.000000
1955-06-12,295.474457,308.307922,0.000000
1955-06-13,295.884735,308.828400,0.000000
1955-06-14,295.656433,308.428101,0.000000
1955-06-15,295.059631,306.448181,0.000000
1955-06-16,295.390167,307.655090,0.000000
1955-06-17,297.090179,309.406067,0.000000
1955-06-18,297.705505,309.452148,0.000000
1955-06-19,297.117279,308.640320,0.000000
1955-06-20,296.214264,308.263153,0.000000
1955-06-21,296.776489,308.879639,0.000000
1955-06-22,296.793884,308.709076,0.000000
1955-06-23,295.824921,308.139099,0.879390
1955-06-24,296.052277,308.330688,0.000000
1955-06-25,297.115448,309.925110,0.000000
1955-06-26,297.414337,311.166290,0.000000
1955-06-27,297.703888,310.163483,0.000000
1955-06-28,297.714081,308.619202,2.777602
1955-06-29,296.553223,307.887909,0.000000
1955-06-30,295.654480,307.417572,0.000000
1955-07-01,295.970673,308.970734,0.000000
1955-07-02,296.752380,309.698456,4.762185
1955-07-03,296.717255,309.810669,1.293594
1955-07-04,297.254303,309.923370,0.944913
1955-07-05,297.112305,307.585419,2.995988
1955-07-06,296.838959,307.559082,0.000000
1955-07-07,296.011871,307.582825,0.000000
1955-07-08,296.008972,308.791473,0.000000
1955-07-09,296.570770,309.071930,5.608154
1955-07-10,297.424713,307.789001,2.693515
1955-07-11,296.125519,307.383270,3.962117
1955-07-12,296.704773,308.152954,0.776391
1955-07-13,296.627777,309.016083,0.000000
1955-07-14,296.375366,310.311859,0.000000
1955-07-15,295.709167,309.747955,0.000000
1955-07-16,295.802002,310.141113,0.000000
1955-07-17,296.195892,310.506073,0.000000
1955-07-18,296.042816,311.647003,0.000000
1955-07-19,297.061310,312.667786,0.000000
1955-07-20,297.368011,311.715912,0.000000
1955-07-21,297.721741,307.490479,6.029332
1955-07-22,296.500214,304.565430,19.788208
1955-07-23,295.085419,306.517090,1.049677
1955-07-24,296.060883,309.649628,0.000000
1955-07-25,296.543579,310.107239,0.000000
1955-07-26,296.016327,309.913300,0.000000
1955-07-27,295.460999,310.592285,0.000000
1955-07-28,296.019043,311.634003,0.000000
1955-07-29,298.585632,311.653107,0.000000
1955-07-30,296.990143,312.127594,0.000000
1955-07-31,296.048431,311.615051,0.000000
1955-08-01,297.082092,311.479248,0.000000
1955-08-02,297.002319,311.687531,0.000000
1955-08-03,297.549866,311.965302,0.000000
1955-08-04,296.570496,311.113159,0.000000
1955-08-05,295.453247,308.475433,0.000000
1955-08-06,294.995850,309.005463,0.000000
1955-08-07,295.931732,310.616913,0.285730
1955-08-08,296.921478,311.323151,1.210859
1955-08-09,298.109436,310.750092,1.881486
1955-08-10,298.487396,308.140961,0.000000
1955-08-11,297.357544,308.552673,0.000000
1955-08-12,297.410706,310.149628,0.000000
1955-08-13,296.414734,309.870148,0.000000
1955-08-14,296.306946,309.820374,0.000000
1955-08-15,297.081024,309.318054,0.000000
1955-08-16,297.014343,308.672516,0.377605
1955-08-17,297.075470,308.551910,1.662971
1955-08-18,297.178925,310.373169,2.287049
1955-08-19,297.390198,310.941284,0.000000
1955-08-20,297.356903,310.565643,0.000000
1955-08-21,296.450989,309.056976,14.941347
1955-08-22,296.162659,307.379547,8.190191
1955-08-23,296.046997,307.280640,10.423745
1955-08-24,297.090515,308.719055,0.434890
1955-08-25,297.376617,309.058502,0.000000
1955-08-26,297.706665,310.356567,0.000000
1955-08-27,297.210205,309.609924,0.000000
1955-08-28,296.945679,308.019806,0.000000
1955-08-29,296.276825,308.871979,0.000000
1955-08-30,296.466492,310.543518,0.000000
1955-08-31,298.296631,312.237946,0.000000
1955-09-01,299.268188,313.179443,1.113988
1955-09-02,298.729675,312.339020,0.000000
1955-09-03,297.798920,311.171143,0.000000
1955-09-04,296.959839,310.099304,0.000000
1955-09-05,296.904022,309.626221,0.000000
1955-09-06,296.808197,307.866913,3.532038
1955-09-07,294.280579,304.752289,2.057339
1955-09-08,293.456482,306.022766,0.000000
1955-09-09,293.236145,306.568115,0.000000
1955-09-10,293.607208,307.025330,0.000000
1955-09-11,293.959473,306.645020,0.000000
1955-09-12,294.850098,306.901215,0.769393
1955-09-13,295.822998,309.003387,0.000000
1955-09-14,296.432648,308.871399,0.000000
1955-09-15,297.097687,309.395599,0.000000
1955-09-16,297.217712,309.597382,0.000000
1955-09-17,296.615234,309.341400,0.410530
1955-09-18,296.593109,309.700928,0.000000
1955-09-19,297.870209,312.991150,0.000000
1955-09-20,297.293427,311.431671,0.000000
1955-09-21,293.540802,306.971069,0.000000
1955-09-22,290.019104,305.785339,0.000000
1955-09-23,291.099091,307.726349,0.000000
1955-09-24,294.625183,308.571472,0.000000
1955-09-25,295.213776,310.259857,0.000000
1955-09-26,295.660400,308.008362,0.393085
1955-09-27,289.970947,306.942810,10.808908
1955-09-28,288.289215,297.596588,0.359545
1955-09-29,288.658081,300.424469,0.000000
1955-09-30,286.283600,303.660645,0.000000
1955-10-01,289.286285,306.186646,0.000000
1955-10-02,291.229034,306.259399,0.000000
1955-10-03,290.760101,304.317413,0.000000
1955-10-04,288.331268,303.202637,0.000000
1955-10-05,287.634430,303.985046,0.000000
1955-10-06,287.719330,305.042572,0.000000
1955-10-07,289.976868,305.247559,0.000000
1955-10-08,291.240753,306.079712,0.000000
1955-10-09,290.533325,306.300598,0.000000
1955-10-10,287.718597,306.486420,0.000000
1955-10-11,287.774963,306.778748,0.000000
1955-10-12,292.104553,306.052002,0.000000
1955-10-13,293.068573,304.896667,0.000000
1955-10-14,290.820923,303.932556,0.000000
1955-10-15,289.523926,304.503418,0.000000
1955-10-16,291.552399,305.407532,0.000000
1955-10-17,291.368561,306.065277,0.000000
1955-10-18,291.840607,306.390381,0.000000
1955-10-19,290.483978,306.700623,0.000000
1955-10-20,290.298431,306.728699,0.000000
1955-10-21,291.545563,306.305450,0.000000
1955-10-22,292.850006,305.701569,0.000000
1955-10-23,290.823517,303.578491,0.000000
1955-10-24,286.745117,303.267487,0.000000
1955-10-25,288.374908,304.470062,0.000000
1955-10-26,289.987610,303.211792,0.000000
1955-10-27,283.652588,298.128204,0.000000
1955-10-28,280.298950,298.271851,0.000000
1955-10-29,280.988007,299.827789,0.000000
1955-10-30,282.949188,300.227997,0.000000
1955-10-31,283.388947,300.291321,0.000000
1955-11-01,284.305145,300.166199,0.000000
1955-11-02,285.644623,300.826660,0.000000
1955-11-03,289.181976,300.194458,1.597963
1955-11-04,289.965637,301.041962,0.000000
1955-11-05,285.965942,300.321259,0.000000
1955-11-06,278.275970,292.294586,0.000000
1955-11-07,273.822510,289.113800,0.000000
1955-11-08,273.660034,291.355652,0.647234
1955-11-09,276.787689,295.380981,0.000000
1955-11-10,281.508698,298.503571,0.000000
1955-11-11,284.036713,299.974884,0.000000
1955-11-12,286.926300,302.189270,0.000000
1955-11-13,287.559540,302.967346,0.000000
1955-11-14,285.509308,301.128662,0.000000
1955-11-15,282.386658,290.279358,4.397432
1955-11-16,284.409607,294.161865,23.160231
1955-11-17,281.620819,296.160217,0.000000
1955-11-18,278.175354,296.161346,0.000000
1955-11-19,278.180206,298.166443,0.000000
1955-11-20,278.572571,298.681366,0.000000
1955-11-21,279.392548,299.078644,0.000000
1955-11-22,288.056519,298.398041,0.000000
1955-11-23,289.673706,301.531708,0.806609
1955-11-24,288.224365,299.390869,0.000000
1955-11-25,285.937714,299.073975,0.000000
1955-11-26,282.596924,297.979919,0.000000
1955-11-27,281.063995,299.161407,0.000000
1955-11-28,281.697235,298.344971,0.000000
1955-11-29,283.690552,298.388092,0.000000
1955-11-30,284.301605,300.297668,0.000000
1955-12-01,284.625092,301.103424,0.000000
1955-12-02,288.236603,302.509308,0.000000
1955-12-03,289.089386,302.280151,0.000000
1955-12-04,285.999908,300.717804,0.000000
1955-12-05,280.327759,293.930145,0.283319
1955-12-06,284.716003,297.724182,0.000000
1955-12-07,289.023346,302.301971,2.200926
1955-12-08,284.512512,300.260376,0.000000
1955-12-09,278.928131,293.036865,0.000000
1955-12-10,280.424011,291.809082,0.000000
1955-12-11,277.255035,290.111145,0.000000
1955-12-12,274.287781,282.749756,0.000000
1955-12-13,272.420105,275.756104,2.468792
1955-12-14,272.461029,281.142609,0.000000
1955-12-15,272.271820,285.368073,0.000000
1955-12-16,273.421082,286.945557,0.000000
1955-12-17,275.194733,285.045868,0.000000
1955-12-18,269.217865,286.484131,0.000000
1955-12-19,271.734009,289.393433,0.000000
1955-12-20,274.346069,292.188324,0.000000
1955-12-21,278.667877,297.083221,0.000000
1955-12-22,281.623566,294.722015,0.000000
1955-12-23,274.427246,290.742889,0.500021
1955-12-24,271.455292,292.680145,0.000000
1955-12-25,277.125153,296.206329,0.000000
1955-12-26,277.958099,297.623444,0.000000
1955-12-27,280.163971,299.032135,0.000000
1955-12-28,286.011627,297.775391,0.388643
1955-12-29,279.634125,290.926208,0.000000
1955-12-30,276.116608,289.349701,0.000000
1955-12-31,274.991852,286.650391,0.000000
1956-01-01,272.609833,284.887878,0.000000
1956-01-02,274.309601,291.521057,0.000000
1956-01-03,277.395630,291.884705,0.347829
1956-01-04,278.568268,294.330383,0.000000
1956-01-05,279.876587,294.065094,0.000000
1956-01-06,279.093689,296.047699,0.000000
1956-01-07,284.873779,299.931274,0.000000
1956-01-08,286.763428,303.187988,0.000000
1956-01-09,287.205475,303.240051,0.000000
1956-01-10,287.441162,302.686676,1.073011
1956-01-11,286.992249,301.991241,0.361219
1956-01-12,275.868561,297.850952,0.000000
1956-01-13,276.609772,288.712799,0.000000
1956-01-14,271.539551,284.508728,2.466365
1956-01-15,271.535919,275.105072,3.265141
1956-01-16,275.903625,282.784668,7.664775
1956-01-17,274.060425,287.204346,0.000000
1956-01-18,273.693115,287.793884,0.000000
1956-01-19,280.089478,289.301270,37.256721
1956-01-20,283.386108,293.624298,30.969946
1956-01-21,279.298920,295.005737,3.390109
1956-01-22,277.893494,289.594269,0.000000
1956-01-23,280.606323,288.016602,0.000000
1956-01-24,281.361053,288.864960,0.000000
1956-01-25,279.400421,288.506714,0.000000
1956-01-26,277.346527,287.003235,0.742702
1956-01-27,276.901794,289.931976,0.000000
1956-01-28,278.269928,291.078278,0.000000
1956-01-29,281.590088,289.918579,4.862606
1956-01-30,283.099091,295.265533,5.233508
1956-01-31,281.382050,293.765808,0.280110
1956-02-01,284.357452,297.443604,3.431304
1956-02-02,279.468201,295.106598,0.000000
1956-02-03,271.568268,286.297211,0.000000
1956-02-04,264.934723,279.228271,0.000000
1956-02-05,272.722168,278.543152,27.344868
1956-02-06,263.760254,269.364136,7.227996
1956-02-07,264.275360,270.859711,0.000000
1956-02-08,264.117249,272.966980,0.000000
1956-02-09,265.107300,277.151794,0.000000
1956-02-10,265.166840,284.544495,0.000000
1956-02-11,272.607910,291.017578,0.000000
1956-02-12,276.562195,294.828613,0.000000
1956-02-13,276.501465,294.019562,0.000000
1956-02-14,280.576263,292.447968,0.000000
1956-02-15,272.428436,287.953247,0.000000
1956-02-16,275.982269,289.906036,0.000000
1956-02-17,277.546783,291.354614,0.000000
1956-02-18,276.591217,291.828918,0.000000
1956-02-19,278.031250,294.901459,0.000000
1956-02-20,280.417114,296.766693,0.000000
1956-02-21,282.774078,295.208344,0.000000
1956-02-22,286.129517,297.160065,0.000000
1956-02-23,288.487427,299.292206,0.886538
1956-02-24,283.302521,298.374695,0.402832
1956-02-25,283.669373,300.038971,0.000000
1956-02-26,284.886139,300.556213,0.000000
1956-02-27,287.472687,299.929840,0.000000
1956-02-28,287.665985,299.259460,0.000000
1956-02-29,288.136536,300.085205,1.261998
1956-03-01,288.607086,300.910980,2.523997
1956-03-02,289.508240,299.523865,3.335338
1956-03-03,289.061584,297.634857,17.002518
1956-03-04,281.588287,292.642822,11.879854
1956-03-05,280.330902,286.016754,13.756731
1956-03-06,278.801514,287.128326,3.093050
1956-03-07,281.627045,287.897766,0.000000
1956-03-08,283.317291,290.013123,7.273898
1956-03-09,283.350647,289.409668,31.436090
1956-03-10,282.085663,294.695862,5.461435
1956-03-11,283.468170,293.979065,0.000000
1956-03-12,282.811981,292.758331,0.000000
1956-03-13,283.318024,292.083557,1.396331
1956-03-14,283.158783,289.864777,2.418814
1956-03-15,283.606354,291.480103,5.321196
1956-03-16,283.465240,293.018311,0.000000
1956-03-17,287.024384,299.710022,0.000000
1956-03-18,289.241760,301.975098,0.000000
1956-03-19,290.093933,302.994019,0.000000
1956-03-20,290.261414,302.164398,0.000000
1956-03-21,290.107330,300.525452,0.000000
1956-03-22,289.602295,300.094696,0.000000
1956-03-23,290.255493,303.679230,1.235584
1956-03-24,291.468048,304.948029,0.000000
1956-03-25,290.767548,304.010132,0.000000
1956-03-26,288.299530,301.193054,0.000000
1956-03-27,289.006561,302.486053,0.000000
1956-03-28,289.985229,304.033508,0.000000
1956-03-29,290.582794,304.104126,0.000000
1956-03-30,289.525696,302.612335,0.000000
1956-03-31,284.989716,299.942810,0.000000
1956-04-01,289.240753,308.548676,0.000000
1956-04-02,292.862183,307.918152,0.000000
1956-04-03,292.564056,305.817627,0.000000
1956-04-04,292.366516,301.277374,0.000000
1956-04-05,290.881470,302.133545,0.000000
1956-04-06,292.623657,304.000641,0.000000
1956-04-07,291.420990,301.305359,5.637618
1956-04-08,288.532349,303.545349,0.525877
1956-04-09,292.386963,302.625488,0.000000
1956-04-10,292.098114,301.113037,1.815601
1956-04-11,290.270599,303.826599,0.000000
1956-04-12,291.007568,304.490540,0.000000
1956-04-13,291.950806,303.880707,0.000000
1956-04-14,291.846069,302.262787,1.773383
1956-04-15,289.684601,301.778320,0.000000
1956-04-16,289.005707,299.034088,0.000000
1956-04-17,288.839325,298.032166,0.000000
1956-04-18,289.733582,297.453735,0.000000
1956-04-19,290.573730,297.660431,8.964415
1956-04-20,291.926849,301.775574,7.329633
1956-04-21,290.617493,300.640289,3.633066
1956-04-22,291.684357,302.668579,1.301800
1956-04-23,293.602966,303.866577,9.835216
1956-04-24,291.981537,303.626923,2.380320
1956-04-25,286.483734,301.324188,0.000000
1956-04-26,290.426514,299.905151,5.214612
1956-04-27,292.035126,298.867523,30.930582
1956-04-28,290.371582,302.408508,28.696426
1956-04-29,290.246063,302.621033,0.000000
1956-04-30,291.150330,301.901398,0.000000
1956-05-01,292.371674,302.373474,0.283354
1956-05-02,292.817169,302.186646,13.426140
1956-05-03,288.302216,302.982697,0.473093
1956-05-04,289.812683,302.873505,0.000000
1956-05-05,291.317413,303.937439,0.000000
1956-05-06,293.920807,306.873749,0.000000
1956-05-07,293.902710,306.837891,0.000000
1956-05-08,288.382141,305.830292,0.000000
1956-05-09,284.502838,296.244781,0.000000
1956-05-10,283.857483,299.643402,0.000000
1956-05-11,287.205750,302.461670,0.000000
1956-05-12,290.031097,305.347321,0.000000
1956-05-13,292.743683,303.589478,0.000000
1956-05-14,292.498962,300.960693,0.587878
1956-05-15,289.964417,300.803375,0.000000
1956-05-16,291.007416,302.206177,0.000000
1956-05-17,292.230499,303.586761,6.191731
1956-05-18,293.960815,306.108887,3.369603
1956-05-19,294.090576,307.681854,1.415258
1956-05-20,295.727661,304.564453,13.118615
1956-05-21,294.590210,304.137207,15.647750
1956-05-22,294.651917,305.092468,10.448917
1956-05-23,294.500092,305.551849,1.153902
1956-05-24,294.513367,304.320831,0.624679
1956-05-25,293.713226,304.479126,0.627823
1956-05-26,293.837463,303.898315,0.000000
1956-05-27,295.341858,305.831451,0.000000
1956-05-28,295.629486,306.116608,0.000000
1956-05-29,295.357788,304.532837,0.000000
1956-05-30,295.369415,303.745331,0.000000
1956-05-31,294.458496,305.372467,0.000000
1956-06-01,294.547974,306.760376,0.000000
1956-06-02,295.400665,307.562592,0.000000
1956-06-03,295.915070,308.326569,0.000000
1956-06-04,296.317108,307.783966,0.000000
1956-06-05,295.808258,307.373047,0.000000
1956-06-06,295.612183,307.892639,0.000000
1956-06-07,295.944824,308.082794,0.000000
1956-06-08,297.321411,306.753204,4.934856
1956-06-09,296.003143,309.001282,3.708099
1956-06-10,296.602264,309.903381,0.000000
1956-06-11,297.477631,311.702637,0.000000
1956-06-12,297.784180,313.139435,0.000000
1956-06-13,298.702637,314.074280,0.000000
1956-06-14,299.589874,314.023468,0.000000
1956-06-15,299.540344,314.074280,0.000000
1956-06-16,300.350342,314.979218,0.426674
1956-06-17,300.589661,314.792786,0.000000
1956-06-18,297.976288,310.260132,0.000000
1956-06-19,298.702850,308.338287,5.218719
1956-06-20,295.410858,307.023102,0.000000
1956-06-21,296.540649,308.413727,0.000000
1956-06-22,296.910004,309.025208,0.000000
1956-06-23,296.511963,309.213623,0.000000
1956-06-24,296.751312,308.949829,0.000000
1956-06-25,296.873657,309.011078,0.000000
1956-06-26,297.406128,309.041046,0.000000
1956-06-27,297.500946,310.617950,0.281015
1956-06-28,297.122681,309.964935,0.000000
1956-06-29,297.150726,309.348755,0.000000
1956-06-30,296.625397,307.673798,0.000000
1956-07-01,297.100128,307.987030,0.000000
1956-07-02,296.901154,308.850037,0.000000
1956-07-03,296.732758,309.273743,0.000000
1956-07-04,296.934021,309.899536,0.000000
1956-07-05,297.326721,311.364471,0.000000
1956-07-06,298.765961,311.347382,0.000000
1956-07-07,298.692993,311.547668,0.000000
1956-07-08,299.068024,310.825226,6.680697
1956-07-09,297.724518,307.000854,4.183232
1956-07-10,295.257233,306.266632,3.085274
1956-07-11,297.465759,308.093384,0.000000
1956-07-12,296.363708,307.362213,4.209000
1956-07-13,296.698822,307.156708,0.000000
1956-07-14,297.021973,307.807098,0.000000
1956-07-15,296.875183,307.601807,0.000000
1956-07-16,297.211792,308.116699,0.000000
1956-07-17,297.155243,309.182617,0.000000
1956-07-18,297.482117,310.354431,0.000000
1956-07-19,297.779297,310.849396,0.000000
1956-07-20,297.580933,310.217773,0.695611
1956-07-21,298.803284,309.094086,0.405129
1956-07-22,298.214020,307.907379,0.000000
1956-07-23,297.377594,304.992188,2.216336
1956-07-24,294.389099,302.823425,3.118011
1956-07-25,295.801361,303.277679,6.307343
1956-07-26,295.332825,303.956146,7.156966
1956-07-27,295.027466,304.553040,0.000000
1956-07-28,295.789917,306.197784,0.000000
1956-07-29,296.544739,307.001526,1.209028
1956-07-30,295.532654,306.903748,1.452850
1956-07-31,295.978180,307.582581,0.000000
1956-08-01,296.539856,307.659607,0.000000
1956-08-02,296.620239,305.997925,1.614676
1956-08-03,297.421478,305.833069,35.651569
1956-08-04,296.410309,300.328400,28.554443
1956-08-05,295.996796,301.661438,6.635479
1956-08-06,295.961334,303.841492,5.243856
1956-08-07,296.813904,301.741028,9.087512
1956-08-08,296.752563,301.425171,18.810070
1956-08-09,296.817566,304.078125,16.368830
1956-08-10,295.649902,304.505463,3.442459
1956-08-11,292.738281,303.767914,1.109915
1956-08-12,291.675934,304.538879,4.480281
1956-08-13,296.371796,305.072540,7.062108
1956-08-14,293.538910,303.943451,3.028238
1956-08-15,294.696320,304.594055,0.861693
1956-08-16,294.353546,304.869659,0.000000
