#Variables:
#tasmin_HadGEM2-CC365_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-CC365_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-CC365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-CC365_historical(K),tasmax_HadGEM2-CC365_historical(K),pr_HadGEM2-CC365_historical(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-CC365_historical(K),tasmax_HadGEM2-CC365_historical(K),pr_HadGEM2-CC365_historical(mm)
1967-04-30,291.710205,305.225739,0.000000
1967-05-01,291.858063,303.846527,0.000000
1967-05-02,293.674927,300.828766,8.266386
1967-05-03,294.480194,303.326447,16.111139
1967-05-04,292.190155,306.075806,7.613790
1967-05-05,291.252472,304.510468,5.605793
1967-05-06,293.410492,303.407684,19.031260
1967-05-07,294.906403,304.177795,2.234724
1967-05-08,295.031219,304.667664,1.124559
1967-05-09,293.899323,304.602051,0.530181
1967-05-10,293.663849,303.285004,0.287223
1967-05-11,293.271606,301.635071,0.000000
1967-05-12,292.935211,300.799713,0.000000
1967-05-13,294.332184,302.202423,0.845698
1967-05-14,294.015869,303.148468,9.801621
1967-05-15,295.441895,304.548859,6.583652
1967-05-16,295.611145,302.780853,5.386462
1967-05-17,293.443756,300.706268,8.557642
1967-05-18,292.581757,303.021118,25.751057
1967-05-19,292.339203,304.386475,3.508849
1967-05-20,292.850433,304.583618,0.000000
1967-05-21,292.382843,302.408600,0.404315
1967-05-22,293.982574,302.397400,3.854014
1967-05-23,294.974823,303.696716,0.624679
1967-05-24,295.088409,305.897461,0.000000
1967-05-25,295.168915,305.191315,0.000000
1967-05-26,294.903961,302.961304,0.511472
1967-05-27,293.121185,300.798706,5.691342
1967-05-28,294.572205,303.804138,1.748851
1967-05-29,294.278870,305.802246,0.000000
1967-05-30,294.920563,305.958801,1.151420
1967-05-31,295.678833,306.126953,0.559069
1967-06-01,295.590088,305.570892,0.978857
1967-06-02,295.386017,305.426819,0.554876
1967-06-03,295.570251,306.727722,0.000000
1967-06-04,295.344574,307.264008,0.556240
1967-06-05,295.696594,307.442413,0.000000
1967-06-06,297.352661,306.562805,24.916067
1967-06-07,297.575806,306.904663,1.405894
1967-06-08,297.194611,308.717896,0.000000
1967-06-09,298.329468,311.504639,0.000000
1967-06-10,298.584961,312.275635,0.000000
1967-06-11,297.385498,310.548828,4.413673
1967-06-12,296.271484,306.658356,6.089977
1967-06-13,294.893646,306.388367,0.000000
1967-06-14,295.286285,307.209167,0.000000
1967-06-15,295.207275,306.837097,0.000000
1967-06-16,296.627899,307.536835,0.000000
1967-06-17,297.189819,307.311981,0.000000
1967-06-18,297.525726,307.022522,0.000000
1967-06-19,296.077942,306.760529,0.000000
1967-06-20,294.547913,307.095825,0.000000
1967-06-21,293.723175,308.188171,0.000000
1967-06-22,294.339203,309.154144,0.000000
1967-06-23,295.673096,309.146973,0.000000
1967-06-24,296.668152,308.738678,0.000000
1967-06-25,296.694519,308.711304,0.000000
1967-06-26,296.581390,309.060089,0.000000
1967-06-27,296.117920,308.522308,0.000000
1967-06-28,296.162079,307.997833,0.000000
1967-06-29,295.368042,307.950745,0.000000
1967-06-30,295.283783,309.688446,0.000000
1967-07-01,295.709747,309.856476,0.000000
1967-07-02,296.650452,308.678040,0.000000
1967-07-03,296.991119,307.485992,0.000000
1967-07-04,296.802948,308.541565,0.000000
1967-07-05,296.166412,310.547028,0.000000
1967-07-06,296.136902,310.992065,0.000000
1967-07-07,296.659332,311.151093,0.000000
1967-07-08,296.489868,312.034088,0.000000
1967-07-09,296.196808,313.656677,0.000000
1967-07-10,297.487183,313.951416,0.000000
1967-07-11,298.826996,312.386475,0.000000
1967-07-12,298.017365,310.779510,0.000000
1967-07-13,297.975006,310.823792,0.000000
1967-07-14,296.801575,309.201050,0.000000
1967-07-15,296.809418,308.579498,0.000000
1967-07-16,296.852997,309.129120,0.000000
1967-07-17,297.536865,309.350586,0.464619
1967-07-18,299.277618,309.944733,0.985740
1967-07-19,298.555206,309.855896,0.000000
1967-07-20,297.667389,309.599457,0.000000
1967-07-21,297.480469,311.502014,0.000000
1967-07-22,297.038361,311.716583,0.000000
1967-07-23,296.969147,312.087494,0.000000
1967-07-24,296.895233,312.035614,0.000000
1967-07-25,297.585693,312.333984,0.000000
1967-07-26,298.185150,312.239563,0.000000
1967-07-27,298.122498,312.924194,0.000000
1967-07-28,299.611298,312.027679,1.025107
1967-07-29,298.717987,307.393829,10.864264
1967-07-30,300.342041,310.610291,0.285730
1967-07-31,297.140839,310.857941,0.000000
1967-08-01,295.179291,311.609985,0.000000
1967-08-02,294.681305,311.846466,0.000000
1967-08-03,297.933502,311.158447,0.000000
1967-08-04,299.723694,311.514984,0.000000
1967-08-05,298.757904,311.832336,0.000000
1967-08-06,298.388916,312.299835,0.000000
1967-08-07,297.784485,311.669342,0.000000
1967-08-08,298.545654,311.652069,0.000000
1967-08-09,297.617004,310.865906,0.000000
1967-08-10,298.064362,310.087463,0.000000
1967-08-11,297.088898,309.670532,0.000000
1967-08-12,296.700378,309.599640,0.000000
1967-08-13,295.929901,311.110992,0.000000
1967-08-14,295.506287,311.751709,0.000000
1967-08-15,297.407410,311.961212,0.000000
1967-08-16,298.796295,312.214691,0.743426
1967-08-17,299.124115,311.083740,0.000000
1967-08-18,297.072174,309.591064,1.875175
1967-08-19,296.065216,309.110504,0.000000
1967-08-20,296.912140,310.336639,0.000000
1967-08-21,297.080048,310.828491,0.000000
1967-08-22,296.659943,310.248627,0.000000
1967-08-23,296.591553,309.666870,0.000000
1967-08-24,296.989929,308.839691,1.146548
1967-08-25,299.079437,309.596771,0.000000
1967-08-26,299.581421,310.148499,0.000000
1967-08-27,299.545441,310.377960,0.000000
1967-08-28,298.725037,310.344299,0.726435
1967-08-29,296.726471,310.200287,0.000000
1967-08-30,295.506500,313.640533,0.000000
1967-08-31,296.306671,312.610413,0.307780
1967-09-01,297.181854,310.637878,0.000000
1967-09-02,295.508972,309.526825,0.000000
1967-09-03,295.198090,309.403717,0.000000
1967-09-04,297.737915,308.811249,0.833484
1967-09-05,299.089203,308.322601,3.970516
1967-09-06,299.691132,306.788757,2.258485
1967-09-07,297.651306,306.728149,7.204828
1967-09-08,295.406830,304.224335,6.801476
1967-09-09,290.610718,304.997772,0.000000
1967-09-10,290.361572,304.993774,0.000000
1967-09-11,294.439850,305.795197,0.000000
1967-09-12,298.464630,306.546478,0.000000
1967-09-13,297.327667,308.313446,0.000000
1967-09-14,296.340393,309.902618,0.000000
1967-09-15,295.389618,312.456787,0.000000
1967-09-16,294.742950,312.242737,0.000000
1967-09-17,294.299683,311.238647,0.000000
1967-09-18,294.375702,309.551300,0.000000
1967-09-19,294.747314,309.356659,0.000000
1967-09-20,295.020477,308.059143,0.000000
1967-09-21,293.938141,306.604828,0.000000
1967-09-22,292.427094,307.161896,0.000000
1967-09-23,290.759064,307.813934,0.000000
1967-09-24,292.476837,306.549133,0.000000
1967-09-25,293.847595,306.461334,0.000000
1967-09-26,291.882629,308.867676,0.000000
1967-09-27,291.918823,310.214691,0.000000
1967-09-28,291.223694,308.841125,0.000000
1967-09-29,291.082336,307.964417,0.000000
1967-09-30,289.863831,307.263916,0.000000
1967-10-01,288.968933,307.256470,0.000000
1967-10-02,289.101379,309.848846,0.000000
1967-10-03,289.463287,310.579620,0.000000
1967-10-04,290.628448,307.540924,0.000000
1967-10-05,289.567963,306.554291,0.000000
1967-10-06,289.738800,306.172058,0.000000
1967-10-07,290.580078,305.911163,0.000000
1967-10-08,290.766113,305.727570,0.000000
1967-10-09,289.905273,305.589020,0.000000
1967-10-10,287.862427,304.871338,0.000000
1967-10-11,286.392670,303.912994,0.000000
1967-10-12,284.574615,301.241302,0.000000
1967-10-13,281.551727,303.010864,0.000000
1967-10-14,281.506500,304.354248,0.000000
1967-10-15,283.340973,305.212128,0.000000
1967-10-16,285.240845,305.740723,0.000000
1967-10-17,287.355011,305.157196,0.000000
1967-10-18,291.342468,304.658264,0.000000
1967-10-19,291.089874,303.305298,7.802105
1967-10-20,284.879181,297.686401,2.796144
1967-10-21,282.468597,294.686981,0.000000
1967-10-22,278.023590,298.498077,0.000000
1967-10-23,283.225830,300.220581,0.000000
1967-10-24,287.776398,305.400391,0.000000
1967-10-25,290.997620,305.344940,0.000000
1967-10-26,292.922577,305.996735,0.331386
1967-10-27,289.198181,306.768768,0.000000
1967-10-28,286.303223,304.306763,0.000000
1967-10-29,287.426270,303.014709,0.000000
1967-10-30,290.051483,303.456848,0.000000
1967-10-31,292.565979,304.821320,0.000000
1967-11-01,293.290924,305.126709,0.000000
1967-11-02,291.726868,303.353363,0.526544
1967-11-03,288.273438,300.727051,0.000000
1967-11-04,286.176086,301.884399,0.000000
1967-11-05,289.827057,303.340607,0.000000
1967-11-06,290.701996,304.032898,0.576786
1967-11-07,284.232788,304.428345,0.883862
1967-11-08,282.151123,305.313477,0.000000
1967-11-09,286.140503,305.519684,0.000000
1967-11-10,289.266815,305.564880,0.000000
1967-11-11,284.217041,303.231018,0.000000
1967-11-12,280.657654,302.247528,0.000000
1967-11-13,283.881897,300.064850,0.000000
1967-11-14,280.482361,296.539612,0.000000
1967-11-15,283.314362,294.889130,0.000000
1967-11-16,286.686249,294.736664,0.307938
1967-11-17,287.029053,298.384125,7.440466
1967-11-18,289.087708,303.257599,1.726182
1967-11-19,289.684937,303.642365,0.000000
1967-11-20,287.309052,300.459167,0.000000
1967-11-21,276.829376,297.014282,0.000000
1967-11-22,275.244904,294.634552,0.000000
1967-11-23,284.670135,298.106689,0.000000
1967-11-24,289.652161,300.315857,3.307612
1967-11-25,287.428772,298.110901,1.165047
1967-11-26,283.014465,298.318756,0.000000
1967-11-27,287.322876,301.849182,0.000000
1967-11-28,289.372650,301.870270,0.000000
1967-11-29,290.069611,301.875427,0.000000
1967-11-30,286.859741,300.985229,0.580525
1967-12-01,278.934082,297.304810,0.000000
1967-12-02,276.992249,291.218262,0.000000
1967-12-03,276.540466,288.062561,0.000000
1967-12-04,279.370026,290.465637,0.000000
1967-12-05,277.880127,296.578003,0.000000
1967-12-06,276.814301,296.511261,0.000000
1967-12-07,280.157227,298.599152,0.000000
1967-12-08,277.539215,292.914032,0.000000
1967-12-09,270.337463,286.892944,0.000000
1967-12-10,268.864136,287.458984,0.000000
1967-12-11,275.010284,286.501801,0.000000
1967-12-12,277.293121,287.932953,0.000000
1967-12-13,276.529022,290.155914,0.000000
1967-12-14,275.443085,295.153107,0.000000
1967-12-15,279.203430,300.035736,0.000000
1967-12-16,281.696899,298.760071,0.000000
1967-12-17,272.257080,292.917175,0.000000
1967-12-18,272.434357,290.502258,0.000000
1967-12-19,280.055725,298.526672,0.000000
1967-12-20,283.434875,300.314972,0.000000
1967-12-21,288.657104,299.964050,0.409417
1967-12-22,284.262207,298.820007,0.623046
1967-12-23,279.283997,298.247528,0.000000
1967-12-24,279.393951,296.669037,0.000000
1967-12-25,287.204193,300.716705,0.000000
1967-12-26,288.855988,300.654816,1.104433
1967-12-27,287.995300,298.915863,0.596467
1967-12-28,284.333923,294.980408,0.938652
1967-12-29,281.354492,288.056305,2.608608
1967-12-30,280.225586,287.446350,1.373545
1967-12-31,276.821838,283.431885,0.000000
1968-01-01,278.767578,290.322754,0.000000
1968-01-02,281.956421,298.362274,0.000000
1968-01-03,277.572815,292.733185,0.000000
1968-01-04,273.690125,291.297211,0.000000
1968-01-05,273.959930,290.648956,0.000000
1968-01-06,274.028320,295.296295,0.000000
1968-01-07,275.400909,297.850952,0.000000
1968-01-08,282.844421,299.134888,0.000000
1968-01-09,284.880920,290.366425,36.852158
1968-01-10,284.811829,292.186951,13.713722
1968-01-11,282.519287,293.155701,4.420060
1968-01-12,286.057098,295.550781,0.000000
1968-01-13,287.786102,296.804626,0.809357
1968-01-14,288.377319,296.047699,8.197332
1968-01-15,281.415222,298.265076,0.000000
1968-01-16,280.563263,298.579071,0.000000
1968-01-17,285.050629,299.705078,0.000000
1968-01-18,285.266998,298.895111,1.933364
1968-01-19,279.043030,291.627502,1.243304
1968-01-20,273.970886,291.836182,0.000000
1968-01-21,275.567322,295.897034,0.000000
1968-01-22,276.994354,297.475891,0.000000
1968-01-23,280.191437,299.854980,0.000000
1968-01-24,278.251312,297.589294,0.000000
1968-01-25,282.116089,298.985687,0.000000
1968-01-26,281.197418,298.078796,0.000000
1968-01-27,278.620972,298.780487,0.000000
1968-01-28,280.192078,297.419800,0.000000
1968-01-29,282.108490,295.846039,0.000000
1968-01-30,280.961456,292.449768,0.000000
1968-01-31,278.532562,288.669983,0.000000
1968-02-01,281.800934,289.729767,0.491153
1968-02-02,281.644165,291.677124,0.000000
1968-02-03,281.126801,295.847595,0.000000
1968-02-04,284.452789,301.779572,0.000000
1968-02-05,279.091248,302.068451,0.000000
1968-02-06,272.394714,290.344971,0.000000
1968-02-07,267.266754,278.715546,0.000000
1968-02-08,264.117249,277.069977,0.000000
1968-02-09,264.275360,279.290375,0.000000
1968-02-10,269.968384,283.031189,0.000000
1968-02-11,273.473907,280.843933,0.000000
1968-02-12,273.078186,279.688324,0.000000
1968-02-13,273.468750,280.512756,0.000000
1968-02-14,276.329742,286.450592,0.000000
1968-02-15,278.386261,294.622772,0.283099
1968-02-16,278.652344,299.704590,0.000000
1968-02-17,278.973389,298.864014,0.000000
1968-02-18,277.163971,294.618805,0.000000
1968-02-19,272.451447,292.592285,0.000000
1968-02-20,277.926208,294.285645,0.000000
1968-02-21,283.438080,295.981598,0.000000
1968-02-22,283.317719,301.454895,0.842318
1968-02-23,285.106628,305.900238,0.000000
1968-02-24,288.030609,307.058899,0.000000
1968-02-25,286.602295,302.745514,0.778402
1968-02-26,280.203735,300.344635,0.843805
1968-02-27,278.454071,295.177368,0.000000
1968-02-28,277.187073,294.421936,0.000000
1968-02-29,276.952148,297.153137,0.000000
1968-03-01,276.717224,299.884308,0.000000
1968-03-02,279.407867,297.480286,0.000000
1968-03-03,279.576233,295.835938,0.000000
1968-03-04,280.962524,297.386841,0.000000
1968-03-05,284.684052,299.213379,0.000000
1968-03-06,288.658417,300.789032,1.580685
1968-03-07,288.394836,302.760437,0.000000
1968-03-08,287.751770,299.169281,0.000000
1968-03-09,280.731171,295.534851,0.000000
1968-03-10,284.767639,298.298035,0.000000
1968-03-11,285.874695,302.707214,0.000000
1968-03-12,287.180969,303.868927,0.000000
1968-03-13,291.506226,303.701691,1.174764
1968-03-14,287.378052,304.634796,0.000000
1968-03-15,281.672729,299.903381,0.000000
1968-03-16,280.134064,294.445801,0.000000
1968-03-17,281.276825,289.535370,0.000000
1968-03-18,280.517456,289.984222,0.000000
1968-03-19,279.495972,294.533020,0.000000
1968-03-20,284.637115,294.200989,0.000000
1968-03-21,286.332062,295.028931,0.000000
1968-03-22,287.658203,298.370392,0.366364
1968-03-23,287.769196,304.216675,0.000000
1968-03-24,287.467010,303.955994,1.403373
1968-03-25,282.782013,300.682678,0.000000
1968-03-26,281.795410,294.634064,0.000000
1968-03-27,278.517609,295.092804,0.000000
1968-03-28,278.500092,296.965363,0.000000
1968-03-29,281.517212,295.020599,0.000000
1968-03-30,286.467926,300.510956,0.000000
1968-03-31,289.458496,301.756714,1.167178
1968-04-01,280.426178,302.135620,15.441216
1968-04-02,276.317505,294.164612,4.019526
1968-04-03,276.153564,296.312958,0.000000
1968-04-04,279.102417,299.314392,0.000000
1968-04-05,280.955566,301.505005,0.000000
1968-04-06,282.865265,301.971924,0.000000
1968-04-07,286.443390,303.037872,0.000000
1968-04-08,289.445496,302.609924,0.000000
1968-04-09,290.181702,300.951538,1.110262
1968-04-10,287.824219,295.279816,10.150192
1968-04-11,288.556396,294.640839,8.435796
1968-04-12,287.154205,299.006317,1.500193
1968-04-13,288.728180,302.988434,0.000000
1968-04-14,285.200684,301.081085,0.000000
1968-04-15,281.553955,300.360809,0.000000
1968-04-16,283.864105,299.278870,0.000000
1968-04-17,287.400787,299.602203,0.000000
1968-04-18,290.267700,302.070679,0.435773
1968-04-19,291.771729,302.248810,4.147930
1968-04-20,292.091339,299.952118,6.322337
1968-04-21,291.209930,299.149414,3.840946
1968-04-22,292.147766,301.368378,12.333733
1968-04-23,289.919769,302.439972,0.588844
1968-04-24,285.771301,300.088562,0.000000
1968-04-25,286.702240,300.428070,0.000000
1968-04-26,289.066956,302.007477,0.000000
1968-04-27,291.548065,303.061951,0.000000
1968-04-28,291.939667,304.176788,0.000000
1968-04-29,291.627991,305.088257,0.000000
1968-04-30,290.405426,304.751678,1.321730
1968-05-01,290.731537,300.818451,4.201115
1968-05-02,291.503418,298.878479,4.403152
1968-05-03,291.767120,301.004181,13.921706
1968-05-04,291.771332,302.328979,8.252233
1968-05-05,292.630585,299.504639,29.132845
1968-05-06,288.266266,301.015320,28.413406
1968-05-07,289.734131,303.274170,0.000000
1968-05-08,293.153473,304.284729,0.000000
1968-05-09,293.061279,306.357391,0.000000
1968-05-10,293.773346,308.110168,0.000000
1968-05-11,294.063354,308.128265,0.000000
1968-05-12,293.958130,306.360626,0.000000
1968-05-13,293.247040,303.534180,0.738382
1968-05-14,292.079254,300.960693,0.000000
1968-05-15,291.433105,302.771088,0.000000
1968-05-16,292.110413,302.251312,1.906534
1968-05-17,292.219604,303.595978,0.000000
1968-05-18,291.854065,305.794067,0.000000
1968-05-19,292.042847,305.936005,0.000000
1968-05-20,292.084259,303.926056,11.587223
1968-05-21,290.862213,303.446198,0.000000
1968-05-22,287.463379,304.047729,0.000000
1968-05-23,289.355652,305.106232,0.000000
1968-05-24,292.645599,305.843384,0.000000
1968-05-25,294.338501,308.453979,0.000000
1968-05-26,296.226593,309.392273,0.000000
1968-05-27,295.256409,308.230774,0.000000
1968-05-28,294.776672,307.498566,0.000000
1968-05-29,292.610962,306.256226,0.000000
1968-05-30,292.673615,306.018494,0.000000
1968-05-31,293.825745,304.752350,1.002797
1968-06-01,293.497101,302.455078,6.845651
1968-06-02,292.673248,297.334442,8.246457
1968-06-03,294.460388,304.445251,1.886552
1968-06-04,294.903564,305.898376,12.675790
1968-06-05,295.641479,306.288574,15.791015
1968-06-06,290.896606,299.957275,39.896843
1968-06-07,291.068878,296.461334,30.978043
1968-06-08,291.830597,296.125671,30.489742
1968-06-09,292.669403,299.635895,49.049065
1968-06-10,293.899597,297.644226,60.384415
1968-06-11,294.837158,299.260101,52.704117
1968-06-12,295.197937,299.728180,29.760225
1968-06-13,294.926575,301.167480,1.691192
1968-06-14,295.970703,303.551971,0.000000
1968-06-15,295.087952,303.623108,0.720673
1968-06-16,294.214539,302.978516,2.716306
1968-06-17,293.742218,303.606781,0.578768
1968-06-18,292.857697,305.218842,0.000000
1968-06-19,293.833557,305.534027,0.000000
1968-06-20,295.674072,304.794098,5.536914
1968-06-21,295.633789,303.919952,4.247021
1968-06-22,295.062164,304.125610,0.000000
1968-06-23,295.168701,304.211456,0.000000
1968-06-24,295.713623,304.792419,0.000000
1968-06-25,295.495422,304.949371,0.000000
1968-06-26,294.837646,305.925140,0.000000
1968-06-27,294.612000,306.404175,0.000000
1968-06-28,295.049866,306.536407,0.000000
1968-06-29,294.899414,306.725189,0.000000
1968-06-30,294.720123,307.464874,0.000000
1968-07-01,294.758820,307.088745,0.000000
1968-07-02,295.287262,305.628326,1.722849
1968-07-03,296.033936,304.983704,0.335747
1968-07-04,296.603851,305.491425,0.000000
1968-07-05,296.419067,306.308380,0.000000
1968-07-06,296.250854,304.111542,4.812725
1968-07-07,295.948303,303.079956,16.481209
1968-07-08,296.488495,303.502960,0.889928
1968-07-09,295.096405,305.159576,0.745297
1968-07-10,294.860901,305.045288,0.334331
1968-07-11,295.008118,305.610657,0.000000
1968-07-12,294.405060,305.861786,0.000000
1968-07-13,295.022552,304.478271,0.426847
1968-07-14,296.237030,303.186646,0.000000
1968-07-15,295.791321,302.551941,8.522451
1968-07-16,296.571228,303.478119,6.307343
1968-07-17,296.509094,303.929626,8.555637
1968-07-18,295.060852,304.469727,0.000000
1968-07-19,294.694366,304.801331,0.522661
1968-07-20,294.945251,304.591492,0.000000
1968-07-21,294.813477,306.008728,0.000000
1968-07-22,294.410065,305.892181,0.000000
1968-07-23,295.321564,305.918976,0.000000
1968-07-24,295.492554,306.759735,0.000000
1968-07-25,295.179352,307.090851,0.000000
1968-07-26,294.909882,307.274994,0.000000
1968-07-27,294.635010,307.725342,0.000000
1968-07-28,294.995789,307.563721,0.000000
1968-07-29,295.256348,308.039062,0.000000
1968-07-30,295.034424,307.428833,0.560784
1968-07-31,296.100586,306.773834,3.506327
1968-08-01,296.502014,306.365112,1.816718
1968-08-02,296.599976,307.879211,0.000000
1968-08-03,295.670471,307.688507,0.000000
1968-08-04,295.353699,307.855530,0.000000
1968-08-05,295.256531,307.159851,0.294228
1968-08-06,295.007477,306.524078,6.788009
1968-08-07,294.931152,305.610352,4.532662
1968-08-08,296.545502,303.522400,14.131688
1968-08-09,296.046967,304.434174,28.554443
1968-08-10,295.519531,306.215637,6.460650
1968-08-11,293.982147,305.883911,1.907393
1968-08-12,295.178314,306.191498,8.344566
1968-08-13,297.319855,303.956390,31.409496
1968-08-14,296.212006,303.447601,23.061998
1968-08-15,296.447083,303.342590,11.858815
1968-08-16,296.172638,301.632690,4.144286
1968-08-17,295.423126,302.309967,1.309380
1968-08-18,295.668915,302.595612,1.887560
1968-08-19,296.213531,303.539429,0.000000
1968-08-20,295.078705,304.144165,0.000000
1968-08-21,292.799896,305.309540,0.000000
1968-08-22,292.125092,305.429443,0.531980
1968-08-23,292.923889,305.186310,0.000000
1968-08-24,292.336365,305.165588,0.000000
1968-08-25,294.239349,305.841888,0.343787
1968-08-26,295.102997,305.046600,1.612509
1968-08-27,296.066620,304.173645,0.000000
1968-08-28,296.532135,304.975281,0.000000
1968-08-29,296.107880,304.133301,0.000000
1968-08-30,296.972229,304.984741,0.000000
1968-08-31,295.939850,305.758820,0.000000
1968-09-01,293.936310,306.461456,0.000000
1968-09-02,292.214386,306.695038,0.000000
1968-09-03,293.239807,306.377411,0.000000
1968-09-04,293.652069,306.039978,0.000000
1968-09-05,291.931335,305.505402,0.000000
1968-09-06,290.505981,305.635376,0.000000
1968-09-07,291.755798,306.289001,0.000000
1968-09-08,294.235687,306.686279,0.000000
1968-09-09,294.185516,306.352142,0.000000
1968-09-10,293.498749,305.338715,0.818778
1968-09-11,292.959656,304.212860,0.743287
1968-09-12,293.289734,303.050568,5.598549
1968-09-13,287.593689,299.795166,1.811706
1968-09-14,284.192352,296.357086,0.000000
1968-09-15,281.723145,295.870575,0.000000
1968-09-16,282.544922,299.145020,0.000000
1968-09-17,283.509888,302.339386,0.000000
1968-09-18,286.554016,303.532562,0.000000
1968-09-19,287.351776,304.965057,1.399335
1968-09-20,288.322632,306.329132,0.000000
1968-09-21,288.101105,306.694366,0.000000
1968-09-22,287.526489,308.001495,0.000000
1968-09-23,289.872833,308.247955,0.000000
1968-09-24,290.053009,306.025635,0.000000
1968-09-25,290.000854,303.438171,0.000000
1968-09-26,291.503540,301.152588,0.000000
1968-09-27,287.371368,299.944092,0.000000
1968-09-28,287.143402,300.636444,0.993963
1968-09-29,287.357300,300.735229,0.000000
1968-09-30,286.693726,301.749786,0.690196
1968-10-01,285.416962,305.010925,0.000000
1968-10-02,286.618317,307.179474,0.000000
1968-10-03,286.475311,307.834656,0.000000
1968-10-04,288.256592,308.007843,0.000000
1968-10-05,290.374939,305.695831,0.000000
1968-10-06,289.186707,303.956329,0.000000
1968-10-07,287.308258,303.593567,0.000000
1968-10-08,289.149689,304.170349,0.000000
1968-10-09,290.138458,305.003662,1.993669
1968-10-10,291.520172,306.856110,0.569975
1968-10-11,292.128662,305.494476,0.000000
1968-10-12,292.140320,303.346832,0.000000
1968-10-13,292.689240,302.339355,0.683107
1968-10-14,291.701416,301.440552,6.294591
1968-10-15,290.717346,299.927246,13.356058
1968-10-16,290.217133,296.311462,45.805016
1968-10-17,290.022888,296.811218,39.332806
1968-10-18,290.928131,301.130920,16.508953
1968-10-19,291.378906,298.889160,4.997189
1968-10-20,286.391907,298.581024,0.000000
1968-10-21,286.785522,299.007080,0.000000
1968-10-22,287.198303,299.141693,0.000000
1968-10-23,290.916351,301.525665,0.000000
1968-10-24,292.270111,303.284241,0.000000
1968-10-25,292.851013,304.158051,0.000000
1968-10-26,290.570618,300.614075,0.000000
1968-10-27,282.791534,298.981323,0.000000
1968-10-28,281.824524,300.910248,0.000000
1968-10-29,286.601898,300.851044,0.000000
1968-10-30,290.486725,302.771393,0.000000
1968-10-31,292.612152,302.607147,1.609716
1968-11-01,289.030792,301.289642,5.761026
1968-11-02,284.874695,301.105835,0.000000
1968-11-03,286.746094,300.480835,0.000000
1968-11-04,284.836792,298.356781,0.000000
1968-11-05,284.643280,298.683411,0.000000
1968-11-06,285.591553,300.085480,0.000000
1968-11-07,288.091827,301.617584,0.000000
1968-11-08,290.234619,302.597473,0.000000
1968-11-09,292.186218,302.817719,0.000000
1968-11-10,292.849365,302.748749,0.000000
1968-11-11,292.035187,302.200806,1.196828
1968-11-12,285.714417,296.169556,19.537054
1968-11-13,283.619720,293.630035,8.689148
1968-11-14,289.601440,301.765381,0.680472
1968-11-15,290.151825,303.386200,0.000000
1968-11-16,288.422882,301.808624,0.000000
1968-11-17,284.385803,294.775513,0.000000
1968-11-18,282.708282,291.528473,0.000000
1968-11-19,278.797974,293.257416,0.000000
1968-11-20,277.634521,295.762054,0.000000
1968-11-21,284.389679,299.901215,0.000000
1968-11-22,287.705536,300.320557,0.000000
1968-11-23,283.394409,295.626923,0.000000
1968-11-24,277.721039,295.672852,0.000000
1968-11-25,279.931641,299.836639,0.000000
1968-11-26,284.321869,301.354156,0.000000
1968-11-27,285.999908,301.606812,0.000000
1968-11-28,287.232483,302.336395,0.000000
1968-11-29,286.764557,302.135834,0.000000
1968-11-30,284.619354,300.080109,0.000000
1968-12-01,286.766724,299.534515,0.000000
1968-12-02,286.384644,300.105682,0.404256
1968-12-03,279.553162,297.132812,0.827956
1968-12-04,275.778839,294.794647,0.000000
1968-12-05,275.819885,296.330872,0.000000
1968-12-06,277.190369,296.618958,0.000000
1968-12-07,276.460999,298.388092,0.000000
1968-12-08,282.549683,300.356964,0.297421
1968-12-09,285.701202,299.819092,0.000000
1968-12-10,282.461334,297.637909,2.072963
1968-12-11,275.505798,299.305969,0.000000
1968-12-12,278.986511,301.037842,0.000000
1968-12-13,278.610260,293.850189,0.000000
1968-12-14,275.129883,292.239471,0.000000
1968-12-15,280.612000,298.345886,0.000000
1968-12-16,283.640076,295.943207,6.235383
1968-12-17,275.601135,290.000061,1.705977
1968-12-18,276.703766,284.518188,1.693543
1968-12-19,276.562836,286.540039,0.997759
1968-12-20,271.918365,284.333710,0.000000
1968-12-21,266.012207,286.965546,0.000000
1968-12-22,273.945801,293.318542,0.000000
1968-12-23,278.672791,298.654572,0.000000
1968-12-24,279.188843,300.213776,0.000000
1968-12-25,280.484558,297.930237,0.000000
1968-12-26,277.165588,291.852295,0.000000
1968-12-27,274.187439,284.264404,0.000000
1968-12-28,271.467133,287.699585,0.000000
1968-12-29,274.533112,292.788513,0.000000
1968-12-30,274.541992,288.677185,0.000000
1968-12-31,265.227478,290.347961,0.000000
