#Variables:
#tasmin_CCSM4_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CCSM4_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_CCSM4_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CCSM4_r6i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmax_CCSM4_rcp85(K),pr_CCSM4_rcp85(mm)"
""
yyyy-mm-dd,tasmin_CCSM4_rcp85(K),tasmax_CCSM4_rcp85(K),pr_CCSM4_rcp85(mm)
2017-04-23,291.186188,306.803131,0.000000
2017-04-24,294.877502,309.236908,0.000000
2017-04-25,291.076813,304.907684,0.000000
2017-04-26,288.888550,304.496307,0.000000
2017-04-27,289.321869,308.423096,0.000000
2017-04-28,290.008301,307.358795,0.000000
2017-04-29,291.648560,303.174652,4.141648
2017-04-30,294.601685,302.862244,4.070655
2017-05-01,295.219910,301.135468,1.977781
2017-05-02,295.256531,300.620300,25.453028
2017-05-03,293.892914,301.480835,20.841343
2017-05-04,287.590637,300.289124,0.000000
2017-05-05,289.251068,298.204620,0.000000
2017-05-06,288.069794,302.873413,0.000000
2017-05-07,290.267273,301.481476,0.000000
2017-05-08,293.059509,301.389160,5.489774
2017-05-09,294.278412,306.612091,26.685160
2017-05-10,290.265442,306.033478,9.784777
2017-05-11,289.434021,302.365997,0.000000
2017-05-12,289.686829,299.514465,0.000000
2017-05-13,291.241882,302.273346,0.000000
2017-05-14,295.398804,300.279999,0.412014
2017-05-15,294.303131,300.739258,16.311872
2017-05-16,294.391907,299.218719,41.055565
2017-05-17,293.291138,297.501465,79.309929
2017-05-18,293.203125,299.589569,58.157242
2017-05-19,294.268677,302.423920,10.113704
2017-05-20,295.130219,301.337341,0.988391
2017-05-21,295.476166,299.897583,4.591673
2017-05-22,293.902374,302.675293,4.891023
2017-05-23,291.714661,304.122223,0.000000
2017-05-24,293.595001,305.497070,0.000000
2017-05-25,293.565277,305.507599,0.000000
2017-05-26,293.026581,303.934509,0.000000
2017-05-27,295.341919,303.917145,0.000000
2017-05-28,294.432465,304.773132,0.000000
2017-05-29,294.090424,305.358154,0.000000
2017-05-30,293.247894,305.796478,1.572230
2017-05-31,293.734558,305.211212,0.000000
2017-06-01,293.824341,304.090973,0.000000
2017-06-02,290.691162,304.776917,0.000000
2017-06-03,293.128662,307.822998,0.000000
2017-06-04,294.470367,308.415619,0.000000
2017-06-05,295.405792,308.751770,0.403849
2017-06-06,296.799408,308.570740,0.000000
2017-06-07,297.544983,307.082062,1.471087
2017-06-08,297.510223,306.502014,0.971094
2017-06-09,296.147461,307.196838,4.861152
2017-06-10,296.089233,306.498993,0.611631
2017-06-11,296.846466,309.208771,0.000000
2017-06-12,296.778168,308.718903,0.000000
2017-06-13,298.510284,309.354065,0.000000
2017-06-14,298.463898,311.723816,0.000000
2017-06-15,297.901306,310.724762,0.000000
2017-06-16,297.806061,309.150360,2.159541
2017-06-17,296.999939,308.513428,1.139740
2017-06-18,296.555847,308.173950,0.385246
2017-06-19,296.692017,308.516418,0.000000
2017-06-20,295.927307,308.265686,0.000000
2017-06-21,294.293915,308.381256,0.000000
2017-06-22,295.191193,308.661346,0.000000
2017-06-23,296.410370,308.517914,0.000000
2017-06-24,296.079742,308.772308,0.000000
2017-06-25,297.580444,308.685455,0.000000
2017-06-26,298.184875,309.776367,0.000000
2017-06-27,298.419434,310.298767,0.000000
2017-06-28,297.989319,311.299774,0.000000
2017-06-29,298.101227,310.569336,0.000000
2017-06-30,298.118591,308.951080,20.766802
2017-07-01,297.353699,304.804535,6.128477
2017-07-02,297.766113,304.812897,6.953648
2017-07-03,295.633820,301.287811,1.911749
2017-07-04,296.365997,305.108185,0.000000
2017-07-05,296.693146,307.815094,0.000000
2017-07-06,296.661163,310.088196,0.815757
2017-07-07,297.244843,311.981201,0.000000
2017-07-08,297.471283,313.812836,0.000000
2017-07-09,299.920746,314.061279,0.000000
2017-07-10,298.458160,313.498688,0.000000
2017-07-11,298.488861,311.766907,0.000000
2017-07-12,297.308624,308.046875,0.000000
2017-07-13,298.427551,305.729462,0.000000
2017-07-14,297.462830,307.924164,0.000000
2017-07-15,296.136597,308.369659,0.000000
2017-07-16,296.432678,309.385132,0.000000
2017-07-17,296.822479,310.678650,0.000000
2017-07-18,296.994690,311.526398,0.000000
2017-07-19,297.990692,310.680298,0.746541
2017-07-20,298.262085,307.097412,16.046761
2017-07-21,297.319672,300.952057,6.786560
2017-07-22,296.957855,304.651123,10.291492
2017-07-23,297.710663,309.453674,13.967003
2017-07-24,297.707947,306.650085,12.778252
2017-07-25,296.314941,303.429352,5.217808
2017-07-26,298.557281,310.150574,0.000000
2017-07-27,297.447479,309.171539,0.000000
2017-07-28,298.007843,310.168030,0.000000
2017-07-29,297.654205,311.230408,0.000000
2017-07-30,297.126129,310.615051,0.321774
2017-07-31,298.461273,308.329559,1.954955
2017-08-01,295.975250,307.394104,0.000000
2017-08-02,295.341095,307.356171,3.417262
2017-08-03,296.328400,308.398956,1.939840
2017-08-04,297.849579,309.728088,0.000000
2017-08-05,298.489655,309.689972,1.675117
2017-08-06,298.188873,309.789673,0.000000
2017-08-07,297.406189,310.344147,0.000000
2017-08-08,299.330017,312.839050,0.829622
2017-08-09,297.878174,314.084229,0.000000
2017-08-10,297.053864,313.507355,0.000000
2017-08-11,297.405548,312.435577,0.321734
2017-08-12,299.314484,312.167572,0.000000
2017-08-13,299.238251,311.769440,2.241032
2017-08-14,298.515289,312.328735,0.397954
2017-08-15,297.846039,311.495697,0.637551
2017-08-16,298.869415,310.558105,0.000000
2017-08-17,299.224121,311.370789,0.000000
2017-08-18,298.640533,311.628418,0.000000
2017-08-19,298.329041,311.637726,0.000000
2017-08-20,298.800262,310.372375,0.538555
2017-08-21,298.356628,310.442596,0.394695
2017-08-22,300.137421,312.717743,0.000000
2017-08-23,300.137482,313.101013,0.000000
2017-08-24,300.123718,313.105804,0.000000
2017-08-25,299.043182,312.302673,0.000000
2017-08-26,296.923676,310.126678,0.000000
2017-08-27,298.412842,311.187897,0.000000
2017-08-28,297.126068,309.497284,0.000000
2017-08-29,297.521606,308.065247,0.000000
2017-08-30,298.881531,307.371277,0.966892
2017-08-31,297.399719,308.200684,0.000000
2017-09-01,296.841125,307.286682,0.306396
2017-09-02,297.199463,308.040253,0.000000
2017-09-03,296.693451,308.429169,5.127073
2017-09-04,297.407349,309.856140,0.000000
2017-09-05,297.658112,308.924225,0.000000
2017-09-06,297.846069,307.431732,0.000000
2017-09-07,296.895569,307.262024,0.000000
2017-09-08,296.626617,305.665771,2.158287
2017-09-09,293.758759,305.936096,0.650183
2017-09-10,295.507355,308.371063,0.000000
2017-09-11,297.276154,309.668793,0.000000
2017-09-12,297.569733,310.061066,1.020161
2017-09-13,297.488190,309.693542,0.000000
2017-09-14,296.299591,308.272308,0.000000
2017-09-15,295.944214,308.690063,0.000000
2017-09-16,298.620056,310.372345,0.000000
2017-09-17,299.616364,310.897064,0.000000
2017-09-18,297.792358,313.330750,0.000000
2017-09-19,295.208344,312.437897,0.000000
2017-09-20,296.854767,312.611298,0.000000
2017-09-21,296.921661,311.555695,0.000000
2017-09-22,295.974792,310.538239,0.000000
2017-09-23,295.812622,309.291168,0.000000
2017-09-24,296.438721,308.828735,0.000000
2017-09-25,297.049774,308.476776,0.000000
2017-09-26,297.097107,307.879883,1.516147
2017-09-27,297.346710,307.308746,12.796940
2017-09-28,295.221313,304.079193,9.999804
2017-09-29,295.998047,303.049713,0.000000
2017-09-30,293.548676,300.127533,48.916515
2017-10-01,297.384094,306.925201,1.607648
2017-10-02,297.508423,309.910278,0.397806
2017-10-03,297.283752,308.957306,0.000000
2017-10-04,296.942627,308.989716,0.000000
2017-10-05,294.851654,308.492035,0.000000
2017-10-06,293.923584,308.214661,0.000000
2017-10-07,293.442444,307.807587,0.000000
2017-10-08,291.350128,308.151489,0.000000
2017-10-09,291.665405,307.820465,0.000000
2017-10-10,291.686279,307.884827,0.000000
2017-10-11,291.805420,306.703583,0.000000
2017-10-12,292.169434,306.343048,0.000000
2017-10-13,293.033112,308.190887,0.000000
2017-10-14,293.578430,308.309082,0.000000
2017-10-15,293.828430,307.590240,0.000000
2017-10-16,294.927765,304.567261,0.000000
2017-10-17,294.042206,301.957397,8.657032
2017-10-18,291.406891,300.640808,1.013661
2017-10-19,276.509918,291.239105,24.907784
2017-10-20,276.388123,283.821716,2.027904
2017-10-21,279.087982,287.771576,0.000000
2017-10-22,280.831909,293.316650,0.000000
2017-10-23,285.336060,300.633972,0.000000
2017-10-24,292.241241,304.304047,0.000000
2017-10-25,286.954559,299.580139,0.000000
2017-10-26,284.920227,298.731171,0.000000
2017-10-27,293.084961,306.613647,1.338240
2017-10-28,286.300568,300.855774,0.537307
2017-10-29,279.865936,289.154541,0.000000
2017-10-30,273.274231,289.123688,0.000000
2017-10-31,275.697052,292.398712,0.000000
2017-11-01,281.017975,291.362213,0.000000
2017-11-02,286.339355,297.311249,1.297989
2017-11-03,289.465302,298.636871,7.700950
2017-11-04,290.816711,301.353210,11.858096
2017-11-05,294.270203,299.054810,15.579215
2017-11-06,293.815002,299.935211,55.738647
2017-11-07,294.149567,300.856476,26.257690
2017-11-08,287.794556,300.887146,12.935331
2017-11-09,285.717468,294.020660,0.000000
2017-11-10,281.295013,288.446747,0.000000
2017-11-11,282.372711,288.108765,1.545601
2017-11-12,280.911102,288.305542,12.916530
2017-11-13,289.058228,295.706512,127.715034
2017-11-14,293.641052,297.208282,171.762329
2017-11-15,285.987823,298.006866,7.637666
2017-11-16,284.781586,299.445587,0.000000
2017-11-17,284.302429,293.706421,0.000000
2017-11-18,281.614380,289.309906,0.000000
2017-11-19,280.543060,286.494141,1.295142
2017-11-20,279.827179,289.702728,0.335836
2017-11-21,280.967804,290.496674,0.000000
2017-11-22,277.507904,289.599640,0.000000
2017-11-23,275.404388,291.462280,0.000000
2017-11-24,277.783783,294.097961,0.000000
2017-11-25,278.871399,292.279694,0.000000
2017-11-26,281.481445,294.043427,0.000000
2017-11-27,286.063293,295.738983,0.400492
2017-11-28,287.143799,295.888947,3.803817
2017-11-29,278.014160,291.730957,0.000000
2017-11-30,275.066345,291.210846,0.000000
2017-12-01,276.188324,291.000549,0.000000
2017-12-02,278.949615,291.607117,0.000000
2017-12-03,286.063110,294.552277,3.520564
2017-12-04,277.074097,292.139160,0.640271
2017-12-05,270.589294,282.043182,0.000000
2017-12-06,270.219208,282.351593,0.000000
2017-12-07,270.254944,283.243927,0.000000
2017-12-08,272.483276,285.284851,0.000000
2017-12-09,275.503357,288.496246,2.750725
2017-12-10,284.958557,293.002991,7.781186
2017-12-11,283.664886,292.269043,9.804136
2017-12-12,286.419739,297.002472,2.061080
2017-12-13,282.644135,298.374054,0.000000
2017-12-14,280.529388,298.037628,0.000000
2017-12-15,286.412415,297.588837,1.671907
2017-12-16,285.312469,299.212830,0.000000
2017-12-17,286.292816,300.670258,0.000000
2017-12-18,285.184845,300.646301,0.000000
2017-12-19,278.263458,294.364899,0.872639
2017-12-20,271.152985,284.149567,0.000000
2017-12-21,271.138458,288.786774,0.000000
2017-12-22,275.913666,292.615723,0.000000
2017-12-23,278.213226,289.796204,0.000000
2017-12-24,278.128967,286.163055,0.418888
2017-12-25,275.782257,284.438293,0.000000
2017-12-26,271.324799,283.050934,0.000000
2017-12-27,273.311035,283.387970,1.247164
2017-12-28,279.499908,291.868378,6.390749
2017-12-29,277.010223,288.747650,0.000000
2017-12-30,273.100861,289.080811,0.000000
2017-12-31,281.685089,298.879089,0.823648
2018-01-01,280.842072,293.304596,0.000000
2018-01-02,276.240875,288.429230,1.414122
2018-01-03,279.045990,296.613007,16.745876
2018-01-04,284.018280,296.627258,0.784948
2018-01-05,273.387421,288.277710,0.000000
2018-01-06,277.281158,291.645233,0.000000
2018-01-07,285.306580,293.783966,1.723193
2018-01-08,281.881866,292.910675,0.000000
2018-01-09,277.216766,290.845978,0.000000
2018-01-10,279.944733,289.963654,0.000000
2018-01-11,278.917816,291.333374,0.000000
2018-01-12,281.689148,294.257080,0.727765
2018-01-13,283.659424,298.099335,0.000000
2018-01-14,278.086487,294.280731,33.704102
2018-01-15,276.407166,282.920807,8.331541
2018-01-16,281.497620,287.501526,5.934208
2018-01-17,279.817596,284.634644,4.673002
2018-01-18,277.185242,291.878967,0.000000
2018-01-19,277.839478,293.432251,0.000000
2018-01-20,279.439728,293.465851,0.000000
2018-01-21,284.748505,294.731995,3.362296
2018-01-22,284.360687,292.111023,57.176323
2018-01-23,282.873199,298.125488,7.818497
2018-01-24,282.163208,298.486542,1.077125
2018-01-25,282.735931,295.579102,0.908882
2018-01-26,280.098145,293.747467,0.000000
2018-01-27,280.798126,290.992523,0.000000
2018-01-28,280.700867,295.956573,1.055934
2018-01-29,283.305084,297.051880,0.000000
2018-01-30,285.003937,293.545715,4.570119
2018-01-31,283.044861,295.937866,2.821433
2018-02-01,278.436493,292.073242,0.000000
2018-02-02,278.491852,298.507843,0.000000
2018-02-03,281.010651,291.854187,0.000000
2018-02-04,279.049622,292.301208,0.401589
2018-02-05,286.446472,299.600677,2.909419
2018-02-06,283.485291,298.750488,0.000000
2018-02-07,281.369324,296.229187,0.000000
2018-02-08,279.227509,297.511688,0.000000
2018-02-09,279.916931,297.468750,0.000000
2018-02-10,279.512329,295.552612,0.000000
2018-02-11,279.594391,300.963257,0.000000
2018-02-12,282.623718,300.431824,0.000000
2018-02-13,283.343414,302.891876,0.000000
2018-02-14,283.322113,300.641663,0.000000
2018-02-15,287.990479,298.270477,0.000000
2018-02-16,287.227905,294.672455,0.510743
2018-02-17,286.288513,294.184845,0.000000
2018-02-18,284.467804,295.399628,0.000000
2018-02-19,282.844482,297.896454,0.000000
2018-02-20,281.908081,298.660736,0.000000
2018-02-21,284.976532,293.939087,0.000000
2018-02-22,277.151001,290.573090,0.493684
2018-02-23,275.405853,289.158081,0.000000
2018-02-24,275.667969,291.993652,0.000000
2018-02-25,278.353180,297.841888,0.000000
2018-02-26,282.632324,301.171082,0.000000
2018-02-27,287.996552,298.591980,0.000000
2018-02-28,286.049164,305.392975,0.000000
2018-03-01,284.901428,303.076813,0.000000
2018-03-02,283.961700,295.562225,20.332516
2018-03-03,284.644501,296.657593,0.000000
2018-03-04,285.081543,296.225159,0.000000
2018-03-05,281.839020,295.229584,0.000000
2018-03-06,283.958282,296.135864,0.000000
2018-03-07,287.018494,296.709625,4.744236
2018-03-08,284.913513,295.134613,5.532318
2018-03-09,279.884796,292.235992,0.000000
2018-03-10,278.218506,294.701172,0.000000
2018-03-11,279.820770,294.993195,0.000000
2018-03-12,284.891724,300.755493,0.366512
2018-03-13,282.945923,294.539276,0.000000
2018-03-14,283.423492,292.405182,33.967819
2018-03-15,279.812561,292.268036,0.000000
2018-03-16,281.498535,296.229889,0.000000
2018-03-17,286.204010,294.028107,0.787747
2018-03-18,289.190430,299.847870,19.462399
2018-03-19,285.307709,297.225006,4.612452
2018-03-20,281.000488,291.938568,0.000000
2018-03-21,281.735321,294.745209,0.000000
2018-03-22,286.678192,299.220062,3.373901
2018-03-23,287.826324,301.256683,2.046079
2018-03-24,283.717163,294.197083,1.873071
2018-03-25,281.690826,298.637177,0.000000
2018-03-26,282.908722,299.864441,0.000000
2018-03-27,289.978027,297.570374,0.000000
2018-03-28,290.516754,298.825745,12.951432
2018-03-29,280.578552,293.964661,0.000000
2018-03-30,280.521149,298.557892,0.000000
2018-03-31,285.882782,293.422028,0.000000
2018-04-01,287.112457,298.985901,0.000000
2018-04-02,284.406464,291.677185,0.000000
2018-04-03,278.769867,295.010315,0.000000
2018-04-04,281.626251,300.957184,0.000000
2018-04-05,287.362579,301.906921,0.000000
2018-04-06,288.226990,305.490662,0.000000
2018-04-07,291.283020,303.440582,0.000000
2018-04-08,291.040131,306.637177,0.000000
2018-04-09,286.638794,301.948669,0.000000
2018-04-10,281.461853,302.454407,0.000000
2018-04-11,285.822693,303.319733,0.000000
2018-04-12,288.601593,305.962280,0.000000
2018-04-13,288.767761,301.563477,0.000000
2018-04-14,283.509399,303.144287,0.000000
2018-04-15,287.649475,298.018585,3.604842
2018-04-16,287.376740,297.474731,1.778142
2018-04-17,286.209290,300.136810,0.000000
2018-04-18,287.466522,301.860962,0.000000
2018-04-19,289.675110,307.929688,0.302651
2018-04-20,288.462524,305.865143,2.348588
2018-04-21,285.776611,300.873291,0.000000
2018-04-22,280.571930,297.112000,0.000000
2018-04-23,281.790771,301.503693,0.000000
2018-04-24,286.661133,301.508728,0.000000
2018-04-25,290.135071,307.955414,0.000000
2018-04-26,288.815369,306.420197,0.320361
2018-04-27,290.403534,300.480438,6.401606
2018-04-28,287.292480,298.581329,0.304028
2018-04-29,287.831879,301.096558,0.000000
2018-04-30,292.162750,300.493896,0.373466
2018-05-01,293.882690,298.895660,0.000000
2018-05-02,293.995331,306.693298,1.351700
2018-05-03,292.756317,305.573608,6.059753
2018-05-04,291.472534,307.857697,5.485418
2018-05-05,290.700317,310.006012,1.972423
2018-05-06,290.012665,309.426819,0.000000
2018-05-07,290.393768,306.608521,0.000000
2018-05-08,294.166962,304.828186,0.902028
2018-05-09,296.591431,304.142914,0.000000
2018-05-10,295.120758,303.284668,0.000000
2018-05-11,294.296509,307.537567,21.498930
2018-05-12,289.989716,309.786224,0.000000
2018-05-13,292.817230,305.512787,4.254191
2018-05-14,293.041779,298.781738,14.682903
2018-05-15,293.045654,299.902100,0.439557
2018-05-16,287.767548,297.024597,0.000000
2018-05-17,286.933746,298.108826,0.000000
2018-05-18,290.354523,298.704193,0.000000
2018-05-19,292.978210,299.560913,11.985188
2018-05-20,293.476166,304.187439,0.964250
2018-05-21,293.463348,306.772888,0.000000
2018-05-22,294.985321,305.353058,2.258562
2018-05-23,292.558014,303.650604,0.000000
2018-05-24,288.788391,305.357758,0.000000
2018-05-25,288.249512,305.558594,0.000000
2018-05-26,289.234161,304.695526,0.000000
2018-05-27,293.067627,300.967560,0.000000
2018-05-28,294.929871,301.347809,42.993130
2018-05-29,295.639160,304.028778,48.236855
2018-05-30,297.775269,306.451294,0.000000
2018-05-31,295.894562,305.546722,0.000000
2018-06-01,296.825043,305.345947,1.999116
2018-06-02,297.121582,302.671783,24.167097
2018-06-03,295.404358,303.310455,5.306772
2018-06-04,294.085510,304.560455,0.362296
2018-06-05,293.336334,304.053833,0.000000
2018-06-06,293.451141,304.350189,0.000000
2018-06-07,293.722504,304.176788,0.000000
2018-06-08,293.744812,305.177795,0.000000
2018-06-09,293.880493,305.550171,0.000000
2018-06-10,293.125061,303.210419,3.837512
2018-06-11,292.960236,300.065186,10.012817
2018-06-12,292.668518,297.958374,6.806905
2018-06-13,296.569702,303.995453,6.133732
2018-06-14,297.890411,306.638092,1.309946
2018-06-15,297.367218,306.403076,8.890441
2018-06-16,297.851929,305.039215,25.231293
2018-06-17,298.119324,302.768799,32.096634
2018-06-18,298.471893,305.838654,23.417759
2018-06-19,296.608215,300.645386,42.706650
2018-06-20,291.635010,302.378723,2.528638
2018-06-21,289.728607,303.942963,0.000000
2018-06-22,291.442108,303.073303,0.000000
2018-06-23,294.068390,302.363190,1.575798
2018-06-24,296.587646,300.871368,1.900307
2018-06-25,294.307281,298.818390,3.580052
2018-06-26,296.603271,301.283539,4.495007
2018-06-27,296.702545,302.015533,5.037874
2018-06-28,295.895416,304.522949,1.497255
2018-06-29,296.571320,303.045624,12.035081
2018-06-30,296.377533,301.082336,4.086962
2018-07-01,296.934845,298.523285,30.736626
2018-07-02,294.681427,299.814819,6.384634
2018-07-03,295.542328,303.262299,0.973675
2018-07-04,294.231720,304.591370,0.000000
2018-07-05,296.714874,304.993927,0.903238
2018-07-06,296.941650,304.736298,1.398746
2018-07-07,297.470673,302.371613,0.287795
2018-07-08,297.081604,304.757202,11.827141
2018-07-09,296.736664,304.372833,15.120248
2018-07-10,296.376984,300.126617,46.457211
2018-07-11,294.218536,297.172668,66.077194
2018-07-12,294.601074,296.992401,172.732132
2018-07-13,297.427307,303.060577,29.329601
2018-07-14,297.548309,304.014862,0.000000
2018-07-15,297.065369,303.267761,0.000000
2018-07-16,297.314819,303.453247,0.000000
2018-07-17,296.122375,302.339172,0.000000
2018-07-18,296.043427,303.476715,8.744677
2018-07-19,296.782166,304.106995,0.000000
2018-07-20,295.599792,304.656647,0.000000
2018-07-21,295.812439,304.683075,0.000000
2018-07-22,296.651550,307.254333,0.000000
2018-07-23,298.383362,308.266754,0.000000
2018-07-24,298.516998,307.248688,6.397255
2018-07-25,299.851379,306.508270,0.000000
2018-07-26,299.285919,305.363525,0.000000
2018-07-27,298.388672,305.967773,0.000000
2018-07-28,298.481415,307.557831,0.000000
2018-07-29,297.526550,307.972931,0.000000
2018-07-30,298.367981,308.022186,16.691286
2018-07-31,297.735229,302.666046,7.288531
2018-08-01,296.527985,305.325348,0.000000
2018-08-02,295.303101,306.431458,0.000000
2018-08-03,296.498901,309.588989,0.000000
2018-08-04,298.191589,310.008209,0.659970
2018-08-05,298.038666,309.217865,0.637438
2018-08-06,297.402924,307.818878,0.000000
2018-08-07,296.827637,306.398315,0.000000
2018-08-08,296.503693,309.417542,0.000000
2018-08-09,296.847504,311.425720,0.000000
2018-08-10,296.744873,311.866608,0.000000
2018-08-11,296.709564,309.672699,0.000000
2018-08-12,296.837585,310.578827,0.000000
2018-08-13,297.505737,311.271088,0.000000
2018-08-14,297.856415,309.848663,0.785324
2018-08-15,298.259399,308.395477,5.871374
2018-08-16,297.423889,309.030823,0.000000
2018-08-17,297.379639,311.384827,0.000000
2018-08-18,298.873474,310.037323,1.675939
2018-08-19,297.861633,309.678284,0.380362
2018-08-20,296.945160,309.858032,0.000000
2018-08-21,296.304993,309.671204,0.000000
2018-08-22,296.395630,310.432281,0.000000
2018-08-23,296.923340,310.632965,0.000000
2018-08-24,296.575714,308.797882,1.571072
2018-08-25,296.148682,305.929932,2.564562
2018-08-26,296.154419,303.925720,68.359688
2018-08-27,296.459839,300.791260,133.345612
2018-08-28,297.380219,300.329620,157.727158
2018-08-29,295.527161,302.930450,43.667519
2018-08-30,296.603394,303.963928,1.261709
2018-08-31,296.050232,305.220642,0.000000
2018-09-01,294.730408,305.620789,0.000000
2018-09-02,294.741699,305.178741,0.000000
2018-09-03,296.141388,304.912415,0.000000
2018-09-04,293.895935,303.809174,0.000000
2018-09-05,294.580933,302.147339,14.576171
2018-09-06,295.110291,302.136444,5.708935
2018-09-07,294.054565,303.678528,0.000000
2018-09-08,294.127136,305.089050,0.000000
2018-09-09,294.080994,304.222717,1.159904
2018-09-10,294.075195,304.273254,0.000000
2018-09-11,293.960175,305.425354,0.000000
2018-09-12,296.034241,307.606506,0.000000
2018-09-13,298.253754,308.362671,0.000000
2018-09-14,298.751068,308.508423,1.694197
2018-09-15,296.828674,307.869568,0.000000
2018-09-16,296.420990,305.444580,0.000000
2018-09-17,293.791473,303.661530,0.000000
2018-09-18,290.647675,306.809387,0.000000
2018-09-19,290.719086,308.074585,0.000000
2018-09-20,290.797302,307.827393,0.000000
2018-09-21,290.669952,307.865387,0.000000
2018-09-22,293.135284,304.979340,0.000000
2018-09-23,293.934113,303.239777,0.500501
2018-09-24,293.237854,301.298431,0.000000
2018-09-25,290.248505,305.403961,0.000000
2018-09-26,290.705658,304.308807,0.000000
2018-09-27,291.588074,305.581024,0.000000
2018-09-28,293.554626,305.967133,0.000000
2018-09-29,289.148682,303.326813,0.000000
2018-09-30,288.857208,300.259796,0.906712
2018-10-01,287.228271,294.672516,7.957218
2018-10-02,289.490479,301.696960,0.000000
2018-10-03,289.513916,300.535828,0.000000
2018-10-04,289.620544,302.658447,0.000000
2018-10-05,291.537964,306.024261,0.000000
2018-10-06,290.264740,304.886536,0.000000
2018-10-07,288.373444,300.418854,11.081816
2018-10-08,280.799377,287.006622,0.573081
2018-10-09,284.077606,284.077606,0.000000
2018-10-10,284.827515,293.719818,0.000000
2018-10-11,284.743835,300.046631,0.000000
2018-10-12,287.681732,299.359222,0.000000
2018-10-13,286.281342,300.599060,0.000000
2018-10-14,285.863068,301.018860,0.000000
2018-10-15,289.975769,300.537445,0.344825
2018-10-16,295.048309,303.162994,0.658468
2018-10-17,283.085938,297.955444,24.321398
2018-10-18,282.417023,295.385101,0.000000
2018-10-19,281.267487,298.815491,0.000000
2018-10-20,284.972504,301.322815,0.000000
2018-10-21,287.476318,300.122192,0.000000
2018-10-22,287.776276,299.495667,0.000000
2018-10-23,288.734100,296.479553,0.000000
2018-10-24,289.275085,298.853668,0.000000
2018-10-25,286.974884,300.602722,0.000000
2018-10-26,289.850037,301.216064,0.000000
2018-10-27,292.693695,304.071350,1.034038
2018-10-28,293.277924,304.238342,0.000000
2018-10-29,292.067535,304.647766,0.000000
2018-10-30,292.262451,303.072510,0.000000
2018-10-31,290.760986,303.585052,0.000000
2018-11-01,290.912476,302.370575,0.000000
2018-11-02,291.469147,301.773987,0.000000
2018-11-03,290.884064,302.276093,0.000000
2018-11-04,289.019806,300.194092,0.385099
2018-11-05,282.183990,293.748657,0.000000
2018-11-06,285.728790,294.430725,0.556827
2018-11-07,288.247070,301.158508,0.797692
2018-11-08,292.351135,302.724823,0.874741
2018-11-09,292.334686,302.860413,1.476388
2018-11-10,294.342316,303.467255,0.496807
2018-11-11,294.240753,303.621918,1.547790
2018-11-12,293.047394,302.543701,0.000000
2018-11-13,294.682037,301.884460,1.156689
2018-11-14,292.092834,297.755554,14.139916
2018-11-15,287.833954,297.697906,24.802799
2018-11-16,281.924194,290.087646,1.509039
2018-11-17,282.309387,294.254181,0.000000
2018-11-18,282.950348,294.440430,0.000000
2018-11-19,286.582550,293.753265,5.817571
2018-11-20,287.333069,297.506012,2.744270
2018-11-21,286.651276,300.261993,0.000000
2018-11-22,287.078644,300.826447,0.000000
2018-11-23,283.736450,294.841217,0.000000
2018-11-24,280.516266,293.665558,0.000000
2018-11-25,283.044769,294.426117,0.000000
2018-11-26,285.833649,290.805511,1.013839
2018-11-27,285.562134,293.255737,0.000000
2018-11-28,282.956146,290.852112,16.927662
2018-11-29,286.687836,294.079681,0.280386
2018-11-30,285.709137,296.910950,0.375967
2018-12-01,281.939972,292.866577,0.000000
2018-12-02,276.632690,294.960144,0.000000
2018-12-03,281.226898,293.857361,0.000000
2018-12-04,280.815125,293.971924,0.000000
2018-12-05,284.003082,288.282623,0.000000
2018-12-06,279.830139,289.326416,8.523020
2018-12-07,285.023926,294.126282,2.915969
2018-12-08,284.240906,293.755981,0.394611
2018-12-09,271.410309,287.084686,0.000000
2018-12-10,275.212585,295.134613,0.000000
2018-12-11,279.170807,291.729736,0.000000
2018-12-12,278.964844,288.240662,0.000000
2018-12-13,283.833679,293.955688,9.293036
2018-12-14,281.051270,290.184601,0.650202
2018-12-15,273.729248,286.517456,0.000000
2018-12-16,281.021667,296.114716,2.179611
2018-12-17,289.175934,300.444672,0.673666
2018-12-18,290.727783,301.207428,5.639915
2018-12-19,287.735046,298.040985,38.607365
2018-12-20,287.356323,291.889954,10.198756
2018-12-21,282.608948,292.813873,0.000000
2018-12-22,275.957672,287.141907,0.000000
2018-12-23,276.680145,285.810699,0.000000
2018-12-24,278.866486,287.605072,0.000000
2018-12-25,285.096405,295.904968,7.124538
2018-12-26,286.448181,296.273529,3.718587
2018-12-27,284.979462,293.866486,29.397860
