#Variables:
#tasmin_GFDL-ESM2G_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2G_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2G_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2G_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),pr_GFDL-ESM2G_rcp85(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2G_rcp85(K),tasmax_GFDL-ESM2G_rcp85(K),pr_GFDL-ESM2G_rcp85(mm)
2016-04-22,289.815918,304.458984,0.000000
2016-04-23,290.914124,305.999237,0.000000
2016-04-24,291.147522,308.063507,3.586965
2016-04-25,292.631256,307.194244,3.628499
2016-04-26,291.062347,305.804230,0.000000
2016-04-27,287.633606,298.466156,0.000000
2016-04-28,290.508606,308.821289,0.000000
2016-04-29,294.668365,311.235474,0.000000
2016-04-30,296.114136,311.464691,0.000000
2016-05-01,296.260956,310.448730,0.000000
2016-05-02,295.220947,309.770386,1.349125
2016-05-03,292.798096,300.235809,39.282257
2016-05-04,293.718719,297.429749,77.381645
2016-05-05,290.220917,295.068085,8.917119
2016-05-06,290.717041,299.986938,0.552009
2016-05-07,291.632324,301.659729,0.000000
2016-05-08,293.260376,301.320801,0.000000
2016-05-09,293.408691,304.714142,0.000000
2016-05-10,294.922455,305.484680,0.000000
2016-05-11,295.221222,305.228638,0.514364
2016-05-12,296.167603,303.758118,14.740740
2016-05-13,294.277161,303.779633,14.723237
2016-05-14,292.461639,302.670624,12.555973
2016-05-15,290.584137,300.482239,0.000000
2016-05-16,292.333588,301.450867,0.000000
2016-05-17,293.622589,302.184418,9.268592
2016-05-18,293.487152,304.159637,12.497150
2016-05-19,294.661438,306.334473,0.000000
2016-05-20,294.956085,306.812225,8.232469
2016-05-21,295.234802,306.096924,4.925656
2016-05-22,295.550232,302.780365,17.579035
2016-05-23,295.055206,305.773651,4.124808
2016-05-24,294.832825,305.534027,1.668633
2016-05-25,295.336090,304.291443,0.000000
2016-05-26,294.764923,304.665070,0.000000
2016-05-27,294.233185,304.281616,0.000000
2016-05-28,294.235260,303.950623,0.000000
2016-05-29,293.555511,304.350769,0.000000
2016-05-30,293.504028,304.492828,1.298342
2016-05-31,293.914917,306.236633,8.268246
2016-06-01,294.718658,306.221466,5.263528
2016-06-02,294.616333,306.717346,2.515883
2016-06-03,295.285828,306.307770,0.000000
2016-06-04,294.905426,305.081940,8.883403
2016-06-05,295.822693,304.887726,2.794085
2016-06-06,294.975464,307.102448,5.667049
2016-06-07,296.012909,308.395325,1.217715
2016-06-08,296.360046,309.275116,0.676538
2016-06-09,296.679230,309.741394,0.000000
2016-06-10,296.468903,309.862488,0.000000
2016-06-11,296.405548,309.764557,0.000000
2016-06-12,296.751709,309.755402,1.540682
2016-06-13,296.894073,310.417023,0.000000
2016-06-14,297.398651,310.839264,0.000000
2016-06-15,297.561768,309.013733,0.000000
2016-06-16,297.934235,309.346680,2.364208
2016-06-17,297.409393,309.556458,5.201892
2016-06-18,297.943085,311.037231,9.329099
2016-06-19,297.391235,309.641266,18.188446
2016-06-20,299.165985,308.998505,15.325265
2016-06-21,297.630280,308.965820,4.560692
2016-06-22,297.897644,309.400208,0.789479
2016-06-23,300.510406,310.552368,14.642260
2016-06-24,297.899933,309.268890,2.164001
2016-06-25,297.453217,309.236237,0.000000
2016-06-26,296.979675,309.276031,0.000000
2016-06-27,296.946228,309.432465,0.000000
2016-06-28,297.374817,310.538361,0.000000
2016-06-29,297.542908,310.342987,0.000000
2016-06-30,297.058136,310.071472,0.000000
2016-07-01,297.012970,309.776245,0.000000
2016-07-02,297.487701,309.918579,0.000000
2016-07-03,297.303802,309.533722,0.000000
2016-07-04,297.093994,309.771973,0.000000
2016-07-05,296.967651,309.779114,0.000000
2016-07-06,297.203949,309.992371,0.000000
2016-07-07,297.323944,309.982513,0.000000
2016-07-08,297.389771,309.789490,0.000000
2016-07-09,297.273224,309.669006,0.000000
2016-07-10,297.110504,309.883545,0.000000
2016-07-11,297.001831,311.989105,0.000000
2016-07-12,297.520111,312.358887,0.000000
2016-07-13,297.300415,311.553375,0.709916
2016-07-14,297.240234,311.464966,0.329347
2016-07-15,297.366699,311.459229,0.000000
2016-07-16,297.562439,311.809357,0.000000
2016-07-17,298.770721,311.327667,0.000000
2016-07-18,298.139862,311.342133,0.572011
2016-07-19,297.777283,309.792603,0.566050
2016-07-20,297.771332,309.497284,0.000000
2016-07-21,297.546783,309.835632,0.000000
2016-07-22,297.574402,310.714325,0.000000
2016-07-23,298.091949,311.398621,2.386462
2016-07-24,299.374634,311.321533,4.869582
2016-07-25,298.470703,307.820038,29.389561
2016-07-26,298.028717,306.858582,14.399452
2016-07-27,298.047150,308.980591,3.289271
2016-07-28,297.594727,309.232086,0.000000
2016-07-29,297.495331,309.901184,0.000000
2016-07-30,297.409760,311.691620,0.000000
2016-07-31,297.644592,311.836975,0.000000
2016-08-01,297.157288,311.122192,0.000000
2016-08-02,298.056061,310.820984,5.297074
2016-08-03,298.152588,308.815582,0.308850
2016-08-04,296.668915,308.939941,1.801261
2016-08-05,297.083954,309.613129,0.000000
2016-08-06,297.756226,308.893646,0.502008
2016-08-07,296.748138,309.166290,0.793119
2016-08-08,297.358521,309.485596,0.288639
2016-08-09,297.081543,309.346497,0.000000
2016-08-10,296.908081,309.330139,0.000000
2016-08-11,297.175415,310.225403,0.000000
2016-08-12,297.399261,310.204803,0.000000
2016-08-13,297.560425,310.068054,0.000000
2016-08-14,297.584991,311.955322,0.000000
2016-08-15,297.995605,312.277039,0.000000
2016-08-16,298.078522,312.493896,0.000000
2016-08-17,297.571686,313.269745,0.000000
2016-08-18,298.931976,311.967834,1.012624
2016-08-19,298.779816,310.761963,0.468806
2016-08-20,298.515137,310.788483,0.000000
2016-08-21,297.687378,310.144196,0.000000
2016-08-22,298.000946,309.887085,1.285727
2016-08-23,297.464722,310.285950,9.194344
2016-08-24,297.438263,309.564819,1.234416
2016-08-25,296.939087,309.307007,10.739449
2016-08-26,294.486938,305.357208,0.000000
2016-08-27,294.359802,306.536987,0.000000
2016-08-28,294.381348,309.413239,0.000000
2016-08-29,295.661499,309.408478,2.627416
2016-08-30,297.187897,310.075653,0.000000
2016-08-31,297.550323,309.470306,0.000000
2016-09-01,296.932007,309.554474,0.000000
2016-09-02,296.789246,310.669586,0.000000
2016-09-03,297.864227,311.126404,0.000000
2016-09-04,298.721588,311.374237,0.000000
2016-09-05,297.768402,311.156036,0.000000
2016-09-06,297.913116,311.393768,0.823073
2016-09-07,297.653809,310.928284,0.000000
2016-09-08,297.569275,312.444916,0.000000
2016-09-09,298.696838,314.714050,0.000000
2016-09-10,300.510101,312.268463,0.000000
2016-09-11,298.365479,310.073792,6.791407
2016-09-12,296.958496,308.624420,9.192074
2016-09-13,297.757050,306.250153,8.413301
2016-09-14,293.735931,304.013092,3.329244
2016-09-15,293.655792,306.152405,0.000000
2016-09-16,294.577240,306.915833,0.000000
2016-09-17,296.000153,306.831665,0.000000
2016-09-18,290.378143,306.035370,10.779321
2016-09-19,289.542419,295.860596,6.438493
2016-09-20,287.561218,294.192444,0.000000
2016-09-21,292.790802,299.145477,0.502506
2016-09-22,290.500153,297.672852,0.431701
2016-09-23,292.735382,304.339264,0.000000
2016-09-24,294.823578,304.614532,0.000000
2016-09-25,295.638306,305.194275,4.699115
2016-09-26,295.517426,305.737183,1.042246
2016-09-27,295.735809,305.972046,0.000000
2016-09-28,295.608032,305.813049,6.328924
2016-09-29,295.732666,306.045258,2.203371
2016-09-30,295.445404,306.512177,6.959091
2016-10-01,295.806854,306.318207,0.000000
2016-10-02,295.622009,305.273041,7.306158
2016-10-03,296.714325,304.779968,14.286664
2016-10-04,296.439545,305.578247,2.720591
2016-10-05,293.157440,304.782959,1.882605
2016-10-06,292.395447,301.298035,0.556384
2016-10-07,293.323364,303.465302,0.000000
2016-10-08,294.726654,304.899445,0.000000
2016-10-09,293.585602,304.228210,0.000000
2016-10-10,293.719879,303.830658,0.000000
2016-10-11,293.690735,304.895508,0.000000
2016-10-12,293.336700,303.821442,2.171015
2016-10-13,286.570007,301.488495,0.000000
2016-10-14,284.122040,296.806458,0.000000
2016-10-15,285.258057,298.595184,0.000000
2016-10-16,291.078583,304.591492,0.000000
2016-10-17,291.587219,303.625854,0.000000
2016-10-18,294.619873,301.509277,20.901257
2016-10-19,294.022736,300.427612,27.432856
2016-10-20,289.141754,300.602631,9.202356
2016-10-21,289.057068,295.998199,44.033539
2016-10-22,283.817383,295.390869,4.139757
2016-10-23,286.130859,293.914551,0.000000
2016-10-24,286.330139,294.096832,14.596387
2016-10-25,286.402008,293.681427,2.169946
2016-10-26,288.023376,302.041443,14.893940
2016-10-27,293.206604,301.699890,5.648740
2016-10-28,284.383087,300.824768,0.000000
2016-10-29,279.601196,298.087616,0.000000
2016-10-30,286.134827,297.731293,0.000000
2016-10-31,281.699280,296.322571,1.772173
2016-11-01,278.464661,286.175446,0.000000
2016-11-02,278.371887,286.046753,0.000000
2016-11-03,277.452179,285.763367,0.000000
2016-11-04,276.208527,289.414337,0.000000
2016-11-05,279.146515,291.019318,0.000000
2016-11-06,281.126862,291.317780,15.754520
2016-11-07,285.542572,292.753448,20.486530
2016-11-08,286.251129,297.052734,22.288424
2016-11-09,291.417114,303.582336,1.614425
2016-11-10,293.172546,302.558563,1.907567
2016-11-11,289.380646,300.919525,0.000000
2016-11-12,287.605927,299.496735,3.011667
2016-11-13,284.841431,297.064972,5.153596
2016-11-14,285.091064,291.994995,27.689171
2016-11-15,278.824310,287.361237,3.559420
2016-11-16,279.248505,295.516846,0.000000
2016-11-17,283.092926,296.610016,0.000000
2016-11-18,278.469818,295.543610,0.000000
2016-11-19,284.449707,291.744690,0.000000
2016-11-20,277.562775,289.135956,0.000000
2016-11-21,273.288757,289.760925,0.000000
2016-11-22,280.803650,294.289368,0.000000
2016-11-23,286.569885,300.394440,0.000000
2016-11-24,285.303314,298.554626,0.000000
2016-11-25,285.901764,299.783691,0.000000
2016-11-26,286.076385,296.247498,0.000000
2016-11-27,279.004059,295.665649,0.000000
2016-11-28,284.079132,298.741241,0.000000
2016-11-29,285.104950,296.268127,0.000000
2016-11-30,278.415527,295.125000,0.000000
2016-12-01,283.497467,296.401672,0.000000
2016-12-02,285.515228,299.142120,0.000000
2016-12-03,288.319458,298.480804,0.000000
2016-12-04,289.435608,300.578156,0.000000
2016-12-05,288.354858,299.548157,0.000000
2016-12-06,284.809265,295.277618,0.000000
2016-12-07,283.316406,293.769348,0.471414
2016-12-08,288.285095,300.904114,0.000000
2016-12-09,288.936005,300.888336,0.000000
2016-12-10,287.652374,299.502319,0.000000
2016-12-11,285.553864,297.881744,0.431505
2016-12-12,277.914703,290.601624,0.977408
2016-12-13,282.148163,298.115112,0.000000
2016-12-14,288.621460,299.898346,0.619368
2016-12-15,289.077972,299.518799,0.455751
2016-12-16,288.398712,300.279602,0.467183
2016-12-17,286.859894,298.070740,0.000000
2016-12-18,276.838348,292.691162,2.137780
2016-12-19,264.554565,279.080536,0.000000
2016-12-20,255.574524,277.394958,0.000000
2016-12-21,269.524933,282.900208,0.000000
2016-12-22,276.328033,288.865326,0.457349
2016-12-23,280.478302,294.706573,0.000000
2016-12-24,276.705536,291.307739,0.000000
2016-12-25,276.374481,287.491974,0.000000
2016-12-26,275.007996,289.574249,0.000000
2016-12-27,276.994812,291.529388,0.000000
2016-12-28,280.090729,294.735443,0.000000
2016-12-29,284.509186,297.694519,0.000000
2016-12-30,289.282898,297.474609,1.122556
2016-12-31,289.252197,298.906616,0.000000
2017-01-01,287.242188,295.744568,0.505654
2017-01-02,287.876923,296.815063,0.000000
2017-01-03,285.391663,295.648254,0.313892
2017-01-04,278.894501,291.526398,0.000000
2017-01-05,280.136780,287.888489,0.000000
2017-01-06,281.714417,291.034546,0.000000
2017-01-07,284.735992,293.495026,0.000000
2017-01-08,286.250671,293.855133,0.000000
2017-01-09,285.815735,290.958038,19.863155
2017-01-10,282.306976,289.716614,0.751716
2017-01-11,281.144135,289.761505,0.000000
2017-01-12,282.365326,289.887299,0.000000
2017-01-13,283.803101,289.346405,0.944495
2017-01-14,282.293304,290.393921,1.786349
2017-01-15,283.498596,290.766174,0.000000
2017-01-16,282.260681,294.656464,1.152876
2017-01-17,279.471680,295.489166,0.000000
2017-01-18,280.786591,292.613495,2.357846
2017-01-19,274.798401,285.849792,0.000000
2017-01-20,273.719543,283.190796,0.000000
2017-01-21,271.404907,285.295288,0.000000
2017-01-22,275.988495,289.068542,0.000000
2017-01-23,278.277130,291.803864,0.000000
2017-01-24,278.695221,289.535400,0.409664
2017-01-25,278.299774,288.342194,0.000000
2017-01-26,280.174408,290.039520,0.000000
2017-01-27,281.138123,290.854004,0.000000
2017-01-28,279.505981,293.348785,0.000000
2017-01-29,282.744415,296.324402,0.000000
2017-01-30,280.159149,293.890594,0.000000
2017-01-31,281.605316,296.562622,0.000000
2017-02-01,283.882324,297.898285,0.000000
2017-02-02,285.352600,297.746002,0.000000
2017-02-03,284.552185,298.808441,0.000000
2017-02-04,285.472565,298.736084,0.000000
2017-02-05,287.962250,300.035400,0.000000
2017-02-06,268.449158,297.487213,0.516414
2017-02-07,268.531647,275.708832,0.000000
2017-02-08,270.013947,287.194092,0.000000
2017-02-09,280.309418,297.822144,0.000000
2017-02-10,286.016388,299.740601,0.000000
2017-02-11,287.754211,299.259033,1.390938
2017-02-12,280.845276,297.466492,9.867238
2017-02-13,273.284515,288.202454,0.000000
2017-02-14,277.759399,294.286072,0.000000
2017-02-15,280.186829,295.305511,0.000000
2017-02-16,282.966370,298.576477,0.000000
2017-02-17,284.305481,300.699066,0.000000
2017-02-18,284.087555,302.639832,0.000000
2017-02-19,286.786255,302.743073,0.000000
2017-02-20,275.487305,299.872803,0.000000
2017-02-21,271.653687,285.498260,0.000000
2017-02-22,273.149139,289.097565,0.000000
2017-02-23,277.522186,295.081390,0.000000
2017-02-24,281.321228,298.155762,0.000000
2017-02-25,285.740845,301.721436,0.000000
2017-02-26,284.371826,299.130859,0.000000
2017-02-27,279.386475,299.241516,0.000000
2017-02-28,286.164764,305.020569,0.000000
2017-03-01,287.244049,309.089294,0.000000
2017-03-02,288.290588,304.505402,0.000000
2017-03-03,285.990875,300.596375,0.000000
2017-03-04,282.315247,294.303589,0.000000
2017-03-05,288.165833,298.424622,0.835300
2017-03-06,281.682556,295.877563,0.000000
2017-03-07,272.456726,294.481079,0.300950
2017-03-08,281.063934,297.207947,0.000000
2017-03-09,288.397949,298.865173,3.745993
2017-03-10,277.536987,297.129120,3.945661
2017-03-11,273.668854,294.354309,0.000000
2017-03-12,281.095734,292.984680,0.516130
2017-03-13,287.184204,296.511749,43.915386
2017-03-14,274.997955,288.925964,2.384848
2017-03-15,276.200745,290.929840,0.000000
2017-03-16,278.832153,291.990875,0.000000
2017-03-17,276.272552,291.265625,0.000000
2017-03-18,281.295654,292.428802,0.000000
2017-03-19,283.620544,293.851685,0.000000
2017-03-20,285.572876,299.151886,0.000000
2017-03-21,285.458496,299.285248,0.000000
2017-03-22,289.234558,302.395599,0.375125
2017-03-23,285.389404,300.688385,0.000000
2017-03-24,279.096497,293.100067,0.000000
2017-03-25,279.773224,292.828796,0.000000
2017-03-26,276.710785,289.234344,0.000000
2017-03-27,274.719208,294.397247,0.000000
2017-03-28,280.928680,298.166107,0.000000
2017-03-29,284.730347,297.332489,1.243512
2017-03-30,279.395142,297.129333,0.000000
2017-03-31,281.276031,300.871582,0.000000
2017-04-01,283.393188,302.254913,0.000000
2017-04-02,285.936981,301.800049,0.000000
2017-04-03,289.396667,304.635925,0.000000
2017-04-04,290.428802,303.077209,4.496799
2017-04-05,283.602997,300.651154,1.084127
2017-04-06,280.474487,302.020660,0.000000
2017-04-07,287.579224,304.865723,0.300511
2017-04-08,289.374268,304.529877,0.344642
2017-04-09,282.585052,297.726532,0.000000
2017-04-10,286.285400,295.627625,1.709213
2017-04-11,288.335571,300.257660,0.425523
2017-04-12,281.587250,298.296326,0.000000
2017-04-13,277.375092,295.896454,0.000000
2017-04-14,282.229828,303.687378,0.000000
2017-04-15,288.138947,307.582520,0.000000
2017-04-16,289.710083,311.453369,0.000000
2017-04-17,293.978455,308.980194,0.000000
2017-04-18,293.706848,309.219727,0.000000
2017-04-19,292.954773,307.967438,0.000000
2017-04-20,293.254181,307.789948,0.000000
2017-04-21,293.726135,307.463806,0.876756
2017-04-22,293.104706,302.539093,7.715389
2017-04-23,292.192902,303.727783,0.000000
2017-04-24,289.305817,301.468658,0.000000
2017-04-25,286.819183,304.563171,0.000000
2017-04-26,288.763000,306.349121,0.000000
2017-04-27,290.585449,308.877716,0.000000
2017-04-28,292.662109,310.048553,0.000000
2017-04-29,292.314056,308.619171,0.000000
2017-04-30,292.023682,307.512573,0.000000
2017-05-01,293.388947,308.135193,0.000000
2017-05-02,293.158783,308.233276,0.000000
2017-05-03,292.471680,307.476532,0.000000
2017-05-04,291.476685,308.807526,0.000000
2017-05-05,293.542969,309.977356,0.000000
2017-05-06,295.328339,310.296356,0.000000
2017-05-07,294.190918,308.261169,12.514430
2017-05-08,292.315948,301.511414,2.937075
2017-05-09,293.121307,306.611450,0.000000
2017-05-10,294.728210,308.177673,0.000000
2017-05-11,295.655640,307.970001,0.386491
2017-05-12,294.913818,308.903015,0.455077
2017-05-13,295.117523,305.890228,40.064518
2017-05-14,296.252502,302.824036,2.935572
2017-05-15,293.319489,306.482391,0.000000
2017-05-16,293.863190,304.925140,0.000000
2017-05-17,292.480499,306.168335,0.000000
2017-05-18,293.673187,305.612518,4.003811
2017-05-19,292.368866,306.910187,0.000000
2017-05-20,294.083832,309.127838,0.000000
2017-05-21,293.983398,310.007538,0.000000
2017-05-22,295.440552,311.232086,0.000000
2017-05-23,296.917328,311.637238,0.000000
2017-05-24,295.017792,308.387878,27.659946
2017-05-25,294.066132,297.737305,30.868828
2017-05-26,291.964722,299.705017,1.086389
2017-05-27,290.943481,301.902039,0.000000
2017-05-28,292.665100,306.953522,0.000000
2017-05-29,293.651093,305.403595,0.000000
2017-05-30,291.336670,305.366180,0.000000
2017-05-31,294.929871,309.676392,0.000000
2017-06-01,296.934601,311.913300,0.000000
2017-06-02,298.113678,313.928864,0.000000
2017-06-03,298.121216,313.352264,0.000000
2017-06-04,298.086945,312.416168,0.000000
2017-06-05,296.595703,311.285339,2.704000
2017-06-06,295.913300,311.290405,0.488300
2017-06-07,296.899323,312.991516,0.000000
2017-06-08,298.303192,313.927246,0.000000
2017-06-09,298.511108,313.304565,0.000000
2017-06-10,298.513184,313.306976,0.000000
2017-06-11,296.948700,311.980164,0.000000
2017-06-12,296.701630,311.343842,0.000000
2017-06-13,298.198914,309.672821,0.000000
2017-06-14,295.351959,309.678284,0.000000
2017-06-15,296.247101,309.265289,0.000000
2017-06-16,296.818878,309.703888,0.000000
2017-06-17,297.371857,311.334167,0.000000
2017-06-18,297.541138,309.786224,0.000000
2017-06-19,297.323914,309.228210,2.802317
2017-06-20,296.205841,306.578522,56.099754
2017-06-21,295.546478,302.503235,29.060642
2017-06-22,296.134308,304.658875,5.231135
2017-06-23,296.363617,304.769226,2.590855
2017-06-24,295.989777,305.240845,0.000000
2017-06-25,295.107788,306.679077,0.582450
2017-06-26,295.075592,308.433899,0.000000
2017-06-27,295.412872,309.185730,0.487738
2017-06-28,296.856323,309.259155,0.000000
2017-06-29,297.293457,309.048828,0.407810
2017-06-30,296.996490,308.786316,0.000000
2017-07-01,296.651123,309.258636,0.000000
2017-07-02,296.470001,310.738739,0.914763
2017-07-03,297.048187,313.135925,0.000000
2017-07-04,298.462799,312.918732,0.000000
2017-07-05,298.527710,310.997955,0.000000
2017-07-06,298.246826,310.475067,0.000000
2017-07-07,297.678314,310.456207,0.000000
2017-07-08,297.393951,311.591522,0.000000
2017-07-09,297.864685,312.266388,0.000000
2017-07-10,298.537445,311.877869,0.000000
2017-07-11,298.613708,312.015717,1.866778
2017-07-12,298.017792,310.395325,0.578176
2017-07-13,298.021088,309.706177,1.172923
2017-07-14,297.288239,309.781342,1.169654
2017-07-15,297.511444,309.061920,0.000000
2017-07-16,297.530243,308.989960,0.340342
2017-07-17,297.499634,309.003082,0.000000
2017-07-18,297.671417,309.219025,0.000000
2017-07-19,297.778046,309.339844,0.000000
2017-07-20,297.875214,310.434052,0.000000
2017-07-21,298.119324,311.291229,0.000000
2017-07-22,297.756226,311.360565,0.000000
2017-07-23,297.757904,310.562714,0.000000
2017-07-24,297.455750,310.126343,0.000000
2017-07-25,297.706390,310.473022,0.348518
2017-07-26,297.421478,310.608154,2.516239
2017-07-27,297.996613,310.541687,0.000000
2017-07-28,298.120483,310.224457,0.000000
2017-07-29,298.104462,310.836945,0.000000
2017-07-30,298.252716,312.476715,0.000000
2017-07-31,297.811035,312.017517,0.000000
2017-08-01,297.134094,310.578979,0.000000
2017-08-02,298.427917,312.479462,0.000000
2017-08-03,300.323822,312.484497,0.000000
2017-08-04,299.096649,313.099762,0.739871
2017-08-05,298.736023,312.594696,0.000000
2017-08-06,298.715454,313.381104,0.000000
2017-08-07,299.773926,313.507141,0.000000
2017-08-08,300.533142,313.054901,0.000000
2017-08-09,300.036591,312.933380,0.000000
2017-08-10,300.108002,312.791901,0.639617
2017-08-11,299.450531,312.027649,3.348081
2017-08-12,298.756866,310.551544,2.073965
2017-08-13,298.487549,310.591248,1.366125
2017-08-14,298.610474,311.472626,0.000000
2017-08-15,298.553192,311.080231,0.000000
2017-08-16,298.330994,310.757202,0.842479
2017-08-17,298.256042,310.121094,0.793090
2017-08-18,298.220154,310.883362,0.399279
2017-08-19,298.373047,310.810089,0.000000
2017-08-20,298.398071,311.112946,0.000000
2017-08-21,298.142151,311.033539,0.000000
2017-08-22,298.509949,310.621674,0.000000
2017-08-23,298.538635,311.486664,0.000000
2017-08-24,298.247955,311.153748,0.000000
2017-08-25,298.213074,312.084290,0.000000
2017-08-26,298.414825,312.858185,0.000000
2017-08-27,299.988312,313.360382,0.000000
2017-08-28,299.263489,310.886810,0.000000
2017-08-29,298.310394,310.522095,0.000000
2017-08-30,297.919128,310.366119,0.000000
2017-08-31,298.607147,311.011200,0.000000
2017-09-01,299.480408,311.849487,0.000000
2017-09-02,298.278625,311.026764,0.000000
2017-09-03,297.852081,310.630249,0.000000
2017-09-04,297.747681,310.660156,0.000000
2017-09-05,297.852051,310.821381,0.000000
2017-09-06,299.152832,309.567078,2.124591
2017-09-07,297.686676,309.449005,5.207905
2017-09-08,297.651978,309.403900,5.292303
2017-09-09,297.459015,309.581604,0.564964
2017-09-10,297.569336,309.587982,0.865935
2017-09-11,297.869690,309.472473,0.000000
2017-09-12,297.804443,309.983246,1.506751
2017-09-13,298.313354,310.418549,0.000000
2017-09-14,298.025757,311.040802,0.000000
2017-09-15,297.465302,312.120605,0.000000
2017-09-16,297.441101,311.551758,0.000000
2017-09-17,298.435883,310.836670,0.000000
2017-09-18,298.408752,309.724823,0.000000
2017-09-19,298.028198,308.664978,0.450474
2017-09-20,297.834381,308.501678,2.817024
2017-09-21,298.108246,309.373230,0.000000
2017-09-22,298.003418,310.492371,0.000000
2017-09-23,298.178009,310.343750,0.000000
2017-09-24,297.725922,310.409119,0.000000
2017-09-25,297.957184,310.620239,0.000000
2017-09-26,298.295593,310.830353,0.502262
2017-09-27,297.894043,310.148407,0.000000
2017-09-28,293.769623,309.048096,1.787791
2017-09-29,293.411591,304.820160,0.000000
2017-09-30,294.870544,306.097076,0.000000
2017-10-01,296.681732,305.953888,0.000000
2017-10-02,296.054688,304.450378,0.000000
2017-10-03,295.573273,305.278442,0.000000
2017-10-04,294.878632,307.913788,0.000000
2017-10-05,295.552277,308.827057,1.335282
2017-10-06,295.818024,307.849792,0.000000
2017-10-07,295.482483,308.523041,0.584576
2017-10-08,287.312134,308.241699,2.136015
2017-10-09,286.947083,299.532501,0.000000
2017-10-10,290.590942,299.151764,0.000000
2017-10-11,290.055664,301.255920,0.000000
2017-10-12,290.370209,302.077698,0.000000
2017-10-13,287.904449,305.960052,0.000000
2017-10-14,291.057770,305.714905,0.000000
2017-10-15,290.734863,306.052185,0.000000
2017-10-16,291.789276,304.079010,0.000000
2017-10-17,284.529480,300.472137,0.000000
2017-10-18,281.191284,302.515015,0.000000
2017-10-19,285.971436,303.778046,0.000000
2017-10-20,285.900085,304.931183,0.000000
2017-10-21,288.616882,304.790558,0.000000
2017-10-22,291.028717,304.995880,0.000000
2017-10-23,291.596680,305.050140,0.000000
2017-10-24,291.037170,304.659790,0.000000
2017-10-25,291.618042,302.909149,0.000000
2017-10-26,288.224091,302.845795,0.000000
2017-10-27,289.013977,302.264893,0.000000
2017-10-28,288.424042,302.935608,0.000000
2017-10-29,287.058746,302.507690,0.000000
2017-10-30,283.901215,303.761230,0.000000
2017-10-31,285.366699,304.752319,0.000000
2017-11-01,286.479492,305.272064,0.000000
2017-11-02,289.938782,306.096588,0.000000
2017-11-03,289.748047,304.710205,0.000000
2017-11-04,284.105042,300.806122,0.000000
2017-11-05,277.551117,297.492157,0.000000
2017-11-06,276.791443,299.721954,0.000000
2017-11-07,279.379333,299.671692,0.000000
2017-11-08,282.447845,302.480865,0.000000
2017-11-09,282.500977,303.821503,0.000000
2017-11-10,284.923126,301.949921,0.000000
2017-11-11,279.335449,300.314453,0.000000
2017-11-12,280.148895,300.392975,0.000000
2017-11-13,279.326721,300.252350,0.000000
2017-11-14,285.715729,299.171814,0.000000
2017-11-15,282.957458,299.045959,0.000000
2017-11-16,280.439392,300.204956,0.000000
2017-11-17,280.174866,299.556793,0.000000
2017-11-18,286.264343,300.145905,0.000000
2017-11-19,283.967163,302.053497,0.000000
2017-11-20,283.118958,302.826813,0.000000
2017-11-21,289.112061,300.764984,0.000000
2017-11-22,288.999359,300.873077,4.450492
2017-11-23,289.403778,298.918762,6.141411
2017-11-24,285.617798,292.112366,1.208319
2017-11-25,284.695068,297.872772,0.000000
2017-11-26,285.210388,296.053375,4.335449
2017-11-27,279.165497,293.295105,7.176351
2017-11-28,277.585144,286.140076,0.920382
2017-11-29,275.008301,287.784149,0.000000
2017-11-30,277.552246,287.577728,0.000000
2017-12-01,282.052795,300.408630,1.367474
2017-12-02,282.311523,297.928772,0.000000
2017-12-03,277.318024,289.222809,0.000000
2017-12-04,274.911438,287.456696,0.000000
2017-12-05,274.882294,289.291016,0.000000
2017-12-06,274.587830,291.183624,0.000000
2017-12-07,277.850677,294.074799,0.000000
2017-12-08,278.954834,294.584595,0.000000
2017-12-09,280.557220,297.565948,0.000000
2017-12-10,280.916077,299.614258,0.000000
2017-12-11,282.661407,299.105103,0.000000
2017-12-12,281.898285,297.694702,0.000000
2017-12-13,282.752106,299.485107,0.000000
2017-12-14,286.062134,299.827393,0.000000
2017-12-15,285.334717,299.124176,1.265772
2017-12-16,275.980988,289.687897,0.000000
2017-12-17,272.357178,289.659882,0.000000
2017-12-18,279.680634,288.388580,2.655089
2017-12-19,277.779144,283.508850,15.572175
2017-12-20,274.308014,279.819489,5.814888
2017-12-21,273.488953,282.107239,0.891024
2017-12-22,275.098053,287.198059,0.000000
2017-12-23,271.008087,284.694061,0.000000
