#Variables:
#tasmin_MRI-CGCM3_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MRI-CGCM3_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_MRI-CGCM3_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MRI-CGCM3_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MRI-CGCM3_rcp85(K),tasmax_MRI-CGCM3_rcp85(K),pr_MRI-CGCM3_rcp85(mm)"
""
yyyy-mm-dd,tasmin_MRI-CGCM3_rcp85(K),tasmax_MRI-CGCM3_rcp85(K),pr_MRI-CGCM3_rcp85(mm)
2017-10-17,292.740417,304.359039,2.403060
2017-10-18,287.984192,302.391357,0.741588
2017-10-19,281.812347,298.183472,0.000000
2017-10-20,287.367706,297.850189,4.925913
2017-10-21,291.809570,302.050385,4.980443
2017-10-22,289.096405,300.321503,0.000000
2017-10-23,286.645691,299.206360,0.600822
2017-10-24,284.395660,299.762970,0.000000
2017-10-25,283.633240,298.027588,0.000000
2017-10-26,287.497925,299.464020,0.000000
2017-10-27,291.318085,300.856354,0.000000
2017-10-28,292.420166,301.466614,0.000000
2017-10-29,292.788391,303.606476,1.102026
2017-10-30,293.835785,302.542236,2.684641
2017-10-31,286.936249,300.519287,2.241972
2017-11-01,285.849365,289.972717,0.000000
2017-11-02,285.650330,292.060791,1.216516
2017-11-03,287.608521,294.096405,0.000000
2017-11-04,289.670166,299.470886,1.153118
2017-11-05,285.233734,296.165863,0.000000
2017-11-06,280.931122,291.311432,0.000000
2017-11-07,279.656830,290.815948,0.000000
2017-11-08,278.373169,290.578400,0.000000
2017-11-09,277.992096,286.082153,0.000000
2017-11-10,278.814697,285.648895,0.000000
2017-11-11,280.594971,290.433899,0.000000
2017-11-12,282.156097,289.202698,17.973116
2017-11-13,286.977051,294.433899,6.428380
2017-11-14,289.336304,299.596161,0.000000
2017-11-15,280.432831,296.387482,0.428955
2017-11-16,276.863770,288.757446,0.000000
2017-11-17,281.937988,300.050293,0.000000
2017-11-18,280.841583,296.981934,0.358735
2017-11-19,277.051788,293.364166,0.000000
2017-11-20,283.373047,300.573914,0.000000
2017-11-21,283.685699,297.990875,0.000000
2017-11-22,287.292053,302.432709,0.000000
2017-11-23,285.537750,301.118317,0.000000
2017-11-24,288.149445,298.066650,0.000000
2017-11-25,281.386353,293.216431,0.000000
2017-11-26,277.692963,290.817047,0.000000
2017-11-27,280.288361,293.800262,0.000000
2017-11-28,286.986389,298.275146,6.850149
2017-11-29,281.998810,294.769226,1.784335
2017-11-30,277.363739,293.079956,0.000000
2017-12-01,284.213470,299.873993,0.000000
2017-12-02,288.237335,298.683014,0.000000
2017-12-03,283.392975,297.330841,0.532686
2017-12-04,285.794128,300.444427,0.000000
2017-12-05,287.960968,300.887054,0.000000
2017-12-06,286.106812,302.252563,0.000000
2017-12-07,286.869995,298.340027,0.000000
2017-12-08,278.358093,290.500824,0.000000
2017-12-09,277.807556,294.119995,0.000000
2017-12-10,282.367065,296.452545,0.000000
2017-12-11,286.913513,296.277527,0.977360
2017-12-12,280.936096,293.762054,0.000000
2017-12-13,268.379211,289.235260,0.000000
2017-12-14,266.975677,278.815186,0.000000
2017-12-15,269.844788,281.637695,0.000000
2017-12-16,269.177277,285.710236,0.000000
2017-12-17,271.322906,288.382080,0.000000
2017-12-18,279.716949,293.625702,0.000000
2017-12-19,275.917816,293.857605,0.000000
2017-12-20,276.472107,287.365265,0.000000
2017-12-21,273.893097,286.218018,0.000000
2017-12-22,273.803192,289.319305,0.000000
2017-12-23,274.483887,290.516602,0.000000
2017-12-24,275.539276,287.930359,0.000000
2017-12-25,279.583984,289.444214,11.646117
2017-12-26,273.737274,291.510376,0.000000
2017-12-27,274.212585,287.802216,0.000000
2017-12-28,269.006470,282.486908,0.000000
2017-12-29,269.204437,277.986115,0.000000
2017-12-30,267.089478,278.890472,0.000000
2017-12-31,271.904633,282.846985,0.000000
2018-01-01,277.912842,294.924194,1.056486
2018-01-02,278.881073,292.372650,0.000000
2018-01-03,276.308014,284.339569,0.000000
2018-01-04,273.220428,289.696594,0.000000
2018-01-05,279.396118,296.638580,0.000000
2018-01-06,283.916260,302.677979,0.000000
2018-01-07,279.854187,296.057983,0.000000
2018-01-08,273.947418,285.371613,0.000000
2018-01-09,279.217041,295.093933,0.000000
2018-01-10,284.777496,297.133026,0.703250
2018-01-11,274.376831,290.494476,0.000000
2018-01-12,273.452698,280.865479,0.753939
2018-01-13,272.999512,283.357330,0.000000
2018-01-14,268.516571,282.225006,0.000000
2018-01-15,271.393311,287.880859,0.000000
2018-01-16,279.480530,293.784515,0.000000
2018-01-17,281.309357,297.703033,0.000000
2018-01-18,284.921356,301.086029,0.000000
2018-01-19,285.940125,298.370331,0.000000
2018-01-20,271.416382,290.791748,0.000000
2018-01-21,269.512177,280.839233,0.000000
2018-01-22,270.070038,282.412628,0.000000
2018-01-23,275.704559,284.608490,0.000000
2018-01-24,280.548035,290.461456,2.082592
2018-01-25,280.837524,289.863190,3.080095
2018-01-26,280.563873,291.329559,3.907319
2018-01-27,269.151276,292.607178,2.486435
2018-01-28,267.496460,280.415100,0.000000
2018-01-29,273.217926,291.350403,0.000000
2018-01-30,275.442566,288.481750,0.000000
2018-01-31,275.384277,289.553314,0.000000
2018-02-01,277.273743,291.376221,0.000000
2018-02-02,277.258606,286.250366,0.000000
2018-02-03,270.072754,278.810760,0.000000
2018-02-04,271.215088,274.571991,17.890598
2018-02-05,275.129333,281.932220,35.022388
2018-02-06,266.565308,285.110565,0.000000
2018-02-07,276.120117,289.750427,0.000000
2018-02-08,278.205994,293.173584,0.000000
2018-02-09,275.903381,291.334198,0.000000
2018-02-10,280.450470,292.351349,0.000000
2018-02-11,283.890808,301.479462,0.000000
2018-02-12,287.399689,302.422577,0.000000
2018-02-13,287.858215,304.890076,0.000000
2018-02-14,289.056793,303.640930,0.000000
2018-02-15,284.814453,298.361145,0.000000
2018-02-16,280.309631,296.718140,0.000000
2018-02-17,282.461395,299.130096,0.000000
2018-02-18,287.995239,304.684357,0.000000
2018-02-19,288.922729,302.594879,0.000000
2018-02-20,284.919098,301.472992,0.000000
2018-02-21,284.594208,297.907471,0.000000
2018-02-22,281.396729,294.219147,0.000000
2018-02-23,280.353882,289.285309,0.437393
2018-02-24,277.002625,292.584656,0.000000
2018-02-25,277.395355,292.808807,0.000000
2018-02-26,282.658997,289.966675,0.000000
2018-02-27,283.412018,290.845581,12.396570
2018-02-28,283.609955,296.628845,5.516742
2018-03-01,282.894806,300.710052,0.356739
2018-03-02,286.224335,299.886322,0.000000
2018-03-03,280.685699,296.731934,1.318724
2018-03-04,270.729218,282.038025,0.000000
2018-03-05,268.811768,281.349701,0.000000
2018-03-06,271.384552,282.186218,0.000000
2018-03-07,279.196014,294.340942,1.291378
2018-03-08,290.939423,303.167877,0.000000
2018-03-09,286.530609,304.378998,0.000000
2018-03-10,291.575500,305.352112,0.000000
2018-03-11,288.566040,305.267914,0.000000
2018-03-12,291.203033,305.320770,0.667336
2018-03-13,288.150726,303.695770,0.000000
2018-03-14,286.399719,300.421906,0.000000
2018-03-15,287.524506,300.150391,0.613983
2018-03-16,283.292206,297.065338,0.000000
2018-03-17,277.990875,294.516327,0.000000
2018-03-18,280.511932,293.179352,0.000000
2018-03-19,283.077820,294.207092,0.000000
2018-03-20,286.469208,300.954224,0.000000
2018-03-21,284.211670,303.940277,0.000000
2018-03-22,289.509460,304.307770,0.000000
2018-03-23,288.345642,300.410339,0.000000
2018-03-24,287.417419,301.606781,0.000000
2018-03-25,290.814758,300.303314,5.257203
2018-03-26,283.863007,297.029419,1.119065
2018-03-27,281.821716,300.397217,0.000000
2018-03-28,289.815704,304.880829,0.000000
2018-03-29,285.049713,303.230743,0.000000
2018-03-30,283.161469,302.705811,0.000000
2018-03-31,289.327332,304.865814,0.000000
2018-04-01,287.534882,301.012665,0.000000
2018-04-02,279.365631,289.476532,0.000000
2018-04-03,274.759033,289.780518,0.000000
2018-04-04,280.088593,288.633789,0.000000
2018-04-05,278.262848,291.704834,0.000000
2018-04-06,280.214417,289.200592,0.000000
2018-04-07,283.654449,291.528961,0.000000
2018-04-08,286.531464,292.720520,0.000000
2018-04-09,287.445618,290.906860,1.197266
2018-04-10,291.106201,298.202667,24.529144
2018-04-11,289.561584,307.330597,1.740527
2018-04-12,293.691040,306.003754,0.000000
2018-04-13,283.909485,294.939545,0.000000
2018-04-14,284.294556,300.745209,0.000000
2018-04-15,281.769928,304.913757,0.000000
2018-04-16,288.051727,303.171448,0.000000
2018-04-17,291.487457,307.017151,0.000000
2018-04-18,289.927338,307.387604,0.000000
2018-04-19,289.568054,304.740753,0.000000
2018-04-20,290.707184,301.661438,1.787996
2018-04-21,294.071106,298.973419,2.789201
2018-04-22,291.255127,298.548279,1.492811
2018-04-23,286.444855,299.122498,0.000000
2018-04-24,285.899658,297.776794,0.000000
2018-04-25,283.183167,298.141541,0.000000
2018-04-26,285.866882,300.268158,0.000000
2018-04-27,288.094788,300.481384,0.000000
2018-04-28,287.657928,303.424255,0.000000
2018-04-29,290.011322,300.950836,0.000000
2018-04-30,291.776398,297.223022,3.576661
2018-05-01,291.595398,299.409607,0.826173
2018-05-02,291.728699,298.972260,0.000000
2018-05-03,292.431335,302.524384,0.000000
2018-05-04,291.227600,299.763702,0.000000
2018-05-05,291.438110,297.978394,0.000000
2018-05-06,294.198914,308.251801,0.000000
2018-05-07,291.881073,306.139099,0.000000
2018-05-08,294.281616,303.550964,0.000000
2018-05-09,295.229309,304.209076,0.000000
2018-05-10,285.952057,303.121094,0.000000
2018-05-11,287.163544,304.439819,0.000000
2018-05-12,288.406250,306.547272,0.000000
2018-05-13,290.128540,306.990997,0.000000
2018-05-14,290.333069,306.810883,0.000000
2018-05-15,290.564453,305.618347,0.000000
2018-05-16,289.576141,304.159607,0.000000
2018-05-17,292.112671,307.001434,0.000000
2018-05-18,293.401398,303.817078,0.000000
2018-05-19,294.112915,303.448181,0.000000
2018-05-20,293.735565,305.959778,0.000000
2018-05-21,295.148773,309.402557,0.000000
2018-05-22,296.550568,306.530670,0.000000
2018-05-23,296.362854,305.013977,2.463643
2018-05-24,294.825409,300.598877,10.727660
2018-05-25,294.990723,301.511261,9.906075
2018-05-26,296.404602,309.841156,0.000000
2018-05-27,297.303741,310.053436,0.000000
2018-05-28,296.168884,309.186615,1.161607
2018-05-29,295.296844,307.423309,0.000000
2018-05-30,295.219666,305.517120,0.000000
2018-05-31,294.711426,309.773712,0.000000
2018-06-01,296.084808,308.436218,1.217725
2018-06-02,295.490875,310.137482,0.000000
2018-06-03,296.267181,310.172455,1.112372
2018-06-04,296.676239,308.830536,3.465169
2018-06-05,296.888855,307.520081,0.287421
2018-06-06,297.336609,307.476257,4.285467
2018-06-07,297.042847,305.436157,6.476345
2018-06-08,296.696899,305.388092,0.303335
2018-06-09,296.362671,309.388702,0.286544
2018-06-10,297.108521,311.062012,0.000000
2018-06-11,299.443146,314.816101,0.000000
2018-06-12,299.954437,314.403473,0.000000
2018-06-13,298.107117,314.224823,0.000000
2018-06-14,297.954224,314.174957,3.441241
2018-06-15,297.265472,307.043884,5.088388
2018-06-16,296.367065,309.143555,0.589559
2018-06-17,296.806061,311.152954,0.000000
2018-06-18,297.527374,313.133331,0.000000
2018-06-19,298.980804,313.691376,0.000000
2018-06-20,299.782440,314.562622,0.373511
2018-06-21,300.209106,312.897644,3.089195
2018-06-22,298.557739,308.963867,8.288857
2018-06-23,297.772095,310.020844,1.337708
2018-06-24,299.215546,313.367584,0.942292
2018-06-25,299.112305,314.137604,0.340484
2018-06-26,298.019287,311.049438,5.279577
2018-06-27,297.642181,309.267944,1.300333
2018-06-28,296.389191,309.236420,0.000000
2018-06-29,296.290436,309.526001,0.000000
2018-06-30,297.581543,309.002838,0.000000
2018-07-01,297.620056,311.203094,0.000000
2018-07-02,297.563263,310.065002,0.000000
2018-07-03,296.529022,307.973236,0.339895
2018-07-04,297.452148,306.786560,4.103831
2018-07-05,296.214417,308.049652,0.000000
2018-07-06,296.465912,305.885132,0.494497
2018-07-07,296.237366,303.243286,0.865903
2018-07-08,296.084015,308.628387,0.000000
2018-07-09,296.455688,310.009918,0.000000
2018-07-10,296.975159,311.119781,0.000000
2018-07-11,296.484314,310.415710,4.240937
2018-07-12,295.343170,304.919922,3.117113
2018-07-13,295.854248,308.611847,0.000000
2018-07-14,296.746796,312.644745,0.000000
2018-07-15,298.043396,313.761444,0.000000
2018-07-16,298.416351,313.539459,0.000000
2018-07-17,298.568512,313.835052,0.000000
2018-07-18,298.868073,314.140442,0.000000
2018-07-19,298.717682,314.163391,0.000000
2018-07-20,297.577667,312.376923,0.000000
2018-07-21,296.800934,310.184174,0.000000
2018-07-22,296.875885,314.026459,0.000000
2018-07-23,299.880707,314.257141,0.000000
2018-07-24,300.094604,315.116180,0.000000
2018-07-25,299.769196,314.361694,0.000000
2018-07-26,298.701294,315.028809,0.000000
2018-07-27,298.296387,315.768250,0.000000
2018-07-28,299.412323,314.440765,0.000000
2018-07-29,299.134979,314.494476,0.000000
2018-07-30,299.546539,314.543945,0.000000
2018-07-31,298.825043,314.490601,0.000000
2018-08-01,298.245789,314.373383,0.000000
2018-08-02,298.436493,314.974121,0.000000
2018-08-03,299.264954,315.256012,0.000000
2018-08-04,300.065918,314.603271,0.000000
2018-08-05,299.317810,314.284943,0.400444
2018-08-06,299.408295,314.423950,0.000000
2018-08-07,299.047150,314.614746,0.000000
2018-08-08,298.222656,314.390717,0.000000
2018-08-09,298.307281,312.599854,0.000000
2018-08-10,297.269806,308.672455,0.537566
2018-08-11,299.190369,313.638397,0.848590
2018-08-12,298.627106,314.253082,0.000000
2018-08-13,298.410797,313.277588,0.000000
2018-08-14,297.372070,312.747528,0.000000
2018-08-15,298.007965,312.769348,0.000000
2018-08-16,299.141205,312.726624,0.000000
2018-08-17,299.436523,312.130524,5.674003
2018-08-18,297.905701,307.512115,6.299962
2018-08-19,296.093262,312.173065,0.391953
2018-08-20,298.429718,314.080139,0.000000
2018-08-21,300.384857,312.608307,0.000000
2018-08-22,298.451965,310.475555,0.777222
2018-08-23,297.073395,311.662415,0.000000
2018-08-24,298.050507,311.377625,0.000000
2018-08-25,298.168304,311.713440,0.000000
2018-08-26,298.579285,310.744812,1.337388
2018-08-27,298.277527,305.962189,23.012638
2018-08-28,297.884277,304.234741,22.859669
2018-08-29,294.609863,303.563538,5.641424
2018-08-30,295.471924,302.907257,32.699299
2018-08-31,294.913849,299.403381,3.153349
2018-09-01,292.832245,297.144043,41.131546
2018-09-02,291.871521,295.516174,32.552166
2018-09-03,290.989288,296.604218,11.234479
2018-09-04,294.263336,302.525757,3.158719
2018-09-05,294.413971,303.373199,0.305968
2018-09-06,294.777100,302.419159,0.406827
2018-09-07,292.027710,301.012817,0.411147
2018-09-08,290.918823,297.361145,0.000000
2018-09-09,290.378174,299.743835,0.000000
2018-09-10,290.372284,302.938477,0.000000
2018-09-11,291.948822,304.494507,0.000000
2018-09-12,293.782806,305.231903,0.000000
2018-09-13,292.696991,306.124573,0.000000
2018-09-14,295.489990,306.817810,1.107795
2018-09-15,295.654175,305.312531,2.303976
2018-09-16,295.126099,303.566711,5.597990
2018-09-17,295.470490,304.947296,2.335204
2018-09-18,291.299194,303.324280,0.781397
2018-09-19,287.011475,299.057312,0.000000
2018-09-20,289.041077,302.737640,0.000000
2018-09-21,289.345276,301.179504,0.000000
2018-09-22,292.233002,305.643707,0.000000
2018-09-23,293.527893,307.247955,1.232439
2018-09-24,295.241577,308.848694,0.000000
2018-09-25,295.496429,307.361633,0.000000
2018-09-26,294.776703,307.429871,0.000000
2018-09-27,294.377594,306.251709,2.248074
2018-09-28,290.525085,305.018005,0.000000
2018-09-29,289.852692,305.858276,0.000000
2018-09-30,289.474945,306.728302,0.000000
2018-10-01,289.543701,307.013214,0.000000
2018-10-02,291.660309,307.048279,0.000000
2018-10-03,292.653381,306.187073,0.000000
2018-10-04,292.674469,306.173065,0.000000
2018-10-05,292.493896,304.225037,1.869956
2018-10-06,287.291687,300.500336,2.290663
2018-10-07,286.654266,304.745239,0.000000
2018-10-08,288.152344,301.411072,0.000000
2018-10-09,290.229614,306.167694,0.000000
2018-10-10,291.534210,307.869141,0.000000
2018-10-11,294.671112,308.633423,0.000000
2018-10-12,290.459900,306.995026,0.000000
2018-10-13,286.879272,304.893311,0.000000
2018-10-14,281.770477,298.491577,0.000000
2018-10-15,283.341797,298.869812,0.000000
2018-10-16,284.843994,296.159760,0.000000
2018-10-17,285.894989,294.534088,0.000000
2018-10-18,288.949310,293.889618,2.722699
2018-10-19,290.854248,300.021240,7.542730
2018-10-20,290.201538,302.147644,0.319313
2018-10-21,288.336517,299.272064,0.000000
2018-10-22,283.666168,301.054565,0.000000
2018-10-23,289.184052,298.062256,0.000000
2018-10-24,291.609070,297.643402,7.667178
2018-10-25,291.745911,303.521423,2.707379
2018-10-26,292.328064,306.174286,0.000000
2018-10-27,293.624878,305.582062,0.000000
2018-10-28,286.983490,302.255371,4.520593
2018-10-29,287.074432,291.419220,3.179580
2018-10-30,287.955719,294.691528,4.521087
2018-10-31,284.005707,291.868256,0.000000
2018-11-01,281.093353,293.476501,0.000000
2018-11-02,278.370911,296.928619,0.000000
2018-11-03,280.115997,296.983734,0.000000
2018-11-04,286.020447,293.683624,0.000000
2018-11-05,290.356293,299.164185,6.717496
2018-11-06,290.349945,301.123199,0.000000
2018-11-07,287.459045,302.267944,0.000000
2018-11-08,292.964417,302.996643,0.000000
2018-11-09,288.837494,300.567047,0.000000
2018-11-10,286.266205,298.302795,0.000000
2018-11-11,289.914429,301.000092,0.000000
2018-11-12,291.202087,301.155060,0.668414
2018-11-13,284.784943,296.270050,0.000000
2018-11-14,279.100769,289.733093,0.000000
2018-11-15,277.980255,294.330109,0.000000
2018-11-16,276.244080,290.486633,0.000000
2018-11-17,276.588928,283.688385,3.401266
2018-11-18,273.334503,283.348450,0.000000
2018-11-19,276.062012,289.262390,0.000000
2018-11-20,275.297363,288.814240,0.000000
2018-11-21,281.251251,294.425049,0.000000
2018-11-22,277.231323,289.739441,0.000000
2018-11-23,275.344971,290.105286,0.000000
2018-11-24,279.973572,291.814667,0.000000
2018-11-25,278.469086,288.881531,0.000000
2018-11-26,279.969299,287.155731,2.062647
2018-11-27,277.321381,288.489227,0.000000
2018-11-28,278.073181,288.640015,0.000000
2018-11-29,284.679535,298.617950,0.000000
2018-11-30,286.501556,296.338104,1.358378
2018-12-01,287.493042,300.361115,0.000000
2018-12-02,288.567871,296.386230,1.273050
2018-12-03,285.635895,294.069855,2.243952
2018-12-04,286.419373,299.187134,0.369016
2018-12-05,279.660889,295.790466,0.000000
2018-12-06,275.163147,288.015839,0.000000
2018-12-07,275.350616,288.916199,0.000000
2018-12-08,282.202667,295.002106,3.476105
2018-12-09,285.293579,299.270996,0.000000
2018-12-10,287.839417,298.894135,0.000000
2018-12-11,278.896729,296.782501,0.000000
2018-12-12,282.643005,299.808105,0.000000
2018-12-13,284.993866,300.568817,0.729051
2018-12-14,278.126617,287.967560,25.736977
2018-12-15,275.735077,287.709198,0.000000
2018-12-16,273.151978,285.650360,0.000000
2018-12-17,278.503052,292.022614,0.000000
2018-12-18,288.861176,298.427612,2.124290
2018-12-19,287.529633,298.015808,9.086198
2018-12-20,277.431000,292.921692,0.000000
2018-12-21,278.371429,293.007690,0.000000
2018-12-22,278.044830,290.249908,0.000000
2018-12-23,275.093750,284.299896,0.000000
2018-12-24,278.411804,289.245178,0.000000
2018-12-25,283.536011,297.233826,1.056135
2018-12-26,286.014587,298.873260,0.000000
2018-12-27,285.364410,297.289215,0.670156
2018-12-28,283.011230,298.017975,1.605895
2018-12-29,272.131714,285.919250,0.000000
2018-12-30,268.958130,282.563690,0.000000
2018-12-31,274.670410,288.169678,0.000000
2019-01-01,276.257202,287.485077,0.588485
2019-01-02,273.535553,284.269653,0.000000
2019-01-03,268.847351,280.542114,0.000000
2019-01-04,267.599274,275.653564,0.000000
2019-01-05,267.200195,281.157715,0.000000
2019-01-06,269.035431,285.970886,0.000000
2019-01-07,273.673157,290.142273,0.000000
2019-01-08,275.245575,288.303986,0.000000
2019-01-09,272.857391,284.449921,0.000000
2019-01-10,271.728424,285.968079,0.000000
2019-01-11,272.354492,283.311218,0.000000
2019-01-12,273.403442,284.025543,0.000000
2019-01-13,276.050262,288.681641,0.000000
2019-01-14,280.448853,294.059143,0.000000
2019-01-15,281.093079,291.968079,0.000000
2019-01-16,280.157196,291.012146,0.000000
2019-01-17,281.463623,292.933960,0.000000
2019-01-18,285.597717,296.852570,3.069958
2019-01-19,284.221954,295.243103,5.513376
2019-01-20,280.643372,295.211548,0.000000
2019-01-21,280.530273,289.830505,0.000000
2019-01-22,275.731903,286.807831,0.000000
2019-01-23,274.212280,288.308685,0.000000
2019-01-24,275.549591,288.815125,0.000000
2019-01-25,275.550690,285.509766,0.000000
2019-01-26,279.115173,291.212311,0.357972
2019-01-27,283.649231,294.679138,3.393716
2019-01-28,283.103516,298.357941,0.000000
2019-01-29,284.029053,296.893097,0.000000
2019-01-30,277.281830,293.731659,0.000000
2019-01-31,282.201172,298.206573,0.000000
2019-02-01,278.274231,294.143127,0.000000
2019-02-02,274.674347,286.363373,0.000000
2019-02-03,277.409485,296.623901,0.000000
2019-02-04,276.223724,291.526917,0.000000
2019-02-05,278.996979,291.426147,0.000000
2019-02-06,283.173340,294.607239,0.000000
2019-02-07,280.449371,294.573273,7.064709
2019-02-08,282.250732,295.825195,3.675854
2019-02-09,283.552887,292.299438,0.469772
2019-02-10,279.575653,292.903839,0.000000
2019-02-11,277.460632,295.560822,0.000000
2019-02-12,284.052521,300.133423,0.000000
2019-02-13,282.992157,297.418884,0.000000
2019-02-14,277.400574,290.653198,0.000000
2019-02-15,276.286224,286.429504,0.000000
2019-02-16,278.120178,284.579987,0.000000
2019-02-17,282.653870,291.311127,14.541615
2019-02-18,283.952637,292.615417,15.121307
2019-02-19,282.371063,293.286560,0.000000
2019-02-20,282.115417,297.742920,0.000000
2019-02-21,286.899231,301.047485,0.000000
2019-02-22,283.379700,297.954681,1.706556
2019-02-23,281.359406,294.136139,3.535730
2019-02-24,284.547394,297.948029,3.078584
2019-02-25,283.694183,299.096283,0.000000
2019-02-26,284.628723,299.835541,0.000000
2019-02-27,287.368805,298.614563,0.873740
2019-02-28,284.645111,300.669647,0.000000
2019-03-01,287.416901,298.158752,0.000000
2019-03-02,283.670349,295.955688,1.892790
2019-03-03,279.556061,292.444885,0.000000
2019-03-04,274.280884,291.967590,0.000000
2019-03-05,279.519196,291.450043,0.000000
2019-03-06,287.060638,292.471771,0.000000
2019-03-07,288.229340,296.136627,27.345373
2019-03-08,282.621918,294.293243,0.694170
2019-03-09,284.211823,298.040771,0.000000
2019-03-10,284.988861,297.164307,0.000000
2019-03-11,284.149506,297.905731,0.000000
2019-03-12,284.096497,298.775757,0.000000
2019-03-13,282.688965,300.902527,0.000000
2019-03-14,287.935760,299.854248,9.252463
2019-03-15,285.369690,297.582794,1.159355
2019-03-16,286.157532,297.673615,0.000000
2019-03-17,285.547180,295.264771,0.000000
2019-03-18,283.801636,297.428375,0.000000
2019-03-19,282.806335,297.365662,0.000000
2019-03-20,283.863617,294.463348,1.707129
2019-03-21,286.666870,301.453583,2.556765
2019-03-22,287.896912,298.691315,0.000000
2019-03-23,289.332642,294.600647,1.979015
2019-03-24,289.440796,298.128510,0.498387
2019-03-25,289.874756,302.166382,0.342971
2019-03-26,289.237366,303.252899,0.331389
2019-03-27,289.344177,303.276947,0.000000
2019-03-28,291.049255,301.128784,3.175258
2019-03-29,286.280975,298.299042,0.000000
2019-03-30,287.863708,300.892303,0.000000
2019-03-31,286.791901,303.158295,0.000000
2019-04-01,287.349731,297.294250,0.000000
2019-04-02,284.485565,298.917450,0.000000
2019-04-03,288.228851,300.629700,0.000000
2019-04-04,290.090546,303.199341,0.000000
2019-04-05,288.622711,307.282318,0.000000
2019-04-06,292.686188,304.108154,0.000000
2019-04-07,293.309082,306.709229,0.493257
2019-04-08,288.825012,303.449921,0.000000
2019-04-09,289.625244,303.554657,0.000000
2019-04-10,284.539734,305.414673,0.000000
2019-04-11,291.478973,304.659943,0.000000
2019-04-12,289.531281,302.598297,0.000000
2019-04-13,292.182404,304.335693,10.518472
2019-04-14,292.161163,307.996246,0.000000
2019-04-15,293.910461,307.827606,0.000000
2019-04-16,294.019714,304.991455,0.000000
2019-04-17,286.630951,303.164703,0.000000
2019-04-18,290.606995,299.223206,0.000000
2019-04-19,293.137054,303.792175,1.313472
2019-04-20,289.630554,300.601868,3.018656
2019-04-21,288.241486,302.150024,0.675174
2019-04-22,286.849548,299.061096,0.000000
2019-04-23,283.287994,297.519714,0.000000
2019-04-24,289.472778,305.516449,0.000000
2019-04-25,292.833191,305.460938,0.844639
2019-04-26,294.662750,306.229828,3.558245
2019-04-27,292.154633,304.261047,3.025841
2019-04-28,291.043457,303.255005,0.000000
2019-04-29,288.149200,302.352020,0.000000
2019-04-30,286.619751,301.230286,0.000000
2019-05-01,286.048798,302.741425,0.000000
2019-05-02,288.995880,305.977753,0.000000
2019-05-03,293.501434,304.633362,0.000000
2019-05-04,285.327637,298.774078,0.000000
2019-05-05,283.184479,300.192810,0.000000
2019-05-06,287.128021,298.667725,0.000000
2019-05-07,290.659607,297.857178,9.858354
2019-05-08,293.716248,294.970367,4.157874
2019-05-09,291.227539,296.545624,0.000000
2019-05-10,289.108795,304.436127,4.064239
2019-05-11,291.826385,304.035645,0.000000
2019-05-12,289.655182,297.839508,1.714673
2019-05-13,294.214996,307.628876,2.725314
2019-05-14,294.404724,309.059204,0.000000
2019-05-15,293.544800,308.029266,0.000000
2019-05-16,294.559021,305.307861,1.215248
2019-05-17,292.957397,303.666656,0.000000
2019-05-18,293.286011,304.218719,0.000000
2019-05-19,295.324982,309.190155,0.000000
2019-05-20,295.181763,307.798767,0.000000
2019-05-21,294.078033,308.145905,0.000000
2019-05-22,294.171661,303.965240,1.032652
2019-05-23,293.761963,298.953461,0.000000
2019-05-24,293.685272,305.178040,1.183741
2019-05-25,293.568695,304.434814,0.000000
2019-05-26,294.091095,301.090363,4.168593
2019-05-27,292.522827,298.133759,11.447177
2019-05-28,292.795197,300.840942,4.420003
2019-05-29,293.307983,304.044922,0.797259
2019-05-30,294.784393,307.591400,5.254119
2019-05-31,294.914490,311.633179,0.000000
2019-06-01,297.746155,306.044617,0.285308
2019-06-02,293.362030,307.718872,0.000000
2019-06-03,294.597107,308.900909,0.000000
2019-06-04,295.492218,307.081238,0.000000
2019-06-05,296.315125,304.623444,0.642198
2019-06-06,296.358093,306.787323,0.000000
2019-06-07,296.549164,308.361938,0.000000
2019-06-08,297.613861,311.166443,0.536178
2019-06-09,298.972443,312.221985,1.830119
2019-06-10,298.123718,307.773834,7.079989
2019-06-11,297.688751,313.266205,10.680903
2019-06-12,296.320587,315.342285,0.825291
2019-06-13,300.118896,315.578613,0.479454
2019-06-14,300.343079,313.553375,1.077045
2019-06-15,300.313965,313.855560,0.000000
2019-06-16,301.094055,314.384094,0.000000
2019-06-17,299.693329,311.772369,0.000000
2019-06-18,298.583588,313.794342,0.000000
2019-06-19,299.462280,312.871826,0.000000
2019-06-20,298.335510,311.630585,0.000000
