#Variables:
#tasmin_bcc-csm1-1_historical(K):Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K)"
1960-03-12,288.389343
1960-03-13,290.982330
1960-03-14,288.428925
1960-03-15,287.116455
1960-03-16,279.948181
1960-03-17,282.908905
1960-03-18,286.655212
1960-03-19,284.115387
1960-03-20,287.538269
1960-03-21,282.407349
1960-03-22,280.146301
1960-03-23,277.661591
1960-03-24,283.152496
1960-03-25,286.570099
1960-03-26,288.420013
1960-03-27,288.316040
1960-03-28,282.625793
1960-03-29,288.269348
1960-03-30,292.377319
1960-03-31,288.811310
1960-04-01,290.224243
1960-04-02,289.148376
1960-04-03,283.535339
1960-04-04,284.636688
1960-04-05,289.464569
1960-04-06,284.688263
1960-04-07,284.030029
1960-04-08,288.325317
1960-04-09,290.043610
1960-04-10,290.633240
1960-04-11,290.691803
1960-04-12,292.765778
1960-04-13,288.424744
1960-04-14,285.202087
1960-04-15,284.098450
1960-04-16,286.813232
1960-04-17,287.020660
1960-04-18,285.203613
1960-04-19,284.091309
1960-04-20,287.243500
1960-04-21,287.824554
1960-04-22,292.119446
1960-04-23,290.369751
1960-04-24,291.580963
1960-04-25,291.197327
1960-04-26,292.925690
1960-04-27,294.554230
1960-04-28,294.280609
1960-04-29,291.838623
1960-04-30,289.879272
1960-05-01,294.635651
1960-05-02,290.632874
1960-05-03,289.501831
1960-05-04,291.807922
1960-05-05,291.951477
1960-05-06,293.905457
1960-05-07,294.107452
1960-05-08,289.189911
1960-05-09,284.371857
1960-05-10,287.755737
1960-05-11,285.263214
1960-05-12,286.085297
1960-05-13,290.168365
1960-05-14,290.082611
1960-05-15,292.291443
1960-05-16,293.921997
1960-05-17,293.036713
1960-05-18,294.262482
1960-05-19,294.856201
1960-05-20,296.050323
1960-05-21,295.373657
1960-05-22,294.467987
1960-05-23,294.882172
1960-05-24,296.437317
1960-05-25,295.859650
1960-05-26,295.304199
1960-05-27,296.640106
1960-05-28,297.887909
1960-05-29,297.394897
1960-05-30,299.492798
1960-05-31,297.144196
1960-06-01,298.198730
1960-06-02,296.000153
1960-06-03,296.675690
1960-06-04,297.059601
1960-06-05,295.915070
1960-06-06,295.486359
1960-06-07,295.917786
1960-06-08,295.401581
1960-06-09,296.211945
1960-06-10,297.385498
1960-06-11,296.854126
1960-06-12,295.434845
1960-06-13,296.620789
1960-06-14,296.641724
1960-06-15,298.986511
1960-06-16,299.789612
1960-06-17,298.952087
1960-06-18,299.281311
1960-06-19,297.769501
1960-06-20,297.082703
1960-06-21,296.289093
1960-06-22,296.844666
1960-06-23,296.116638
1960-06-24,296.002045
1960-06-25,297.139404
1960-06-26,297.167328
1960-06-27,295.776031
1960-06-28,296.074432
1960-06-29,296.464172
1960-06-30,297.264526
1960-07-01,297.951660
1960-07-02,298.855133
1960-07-03,297.990997
1960-07-04,299.129608
1960-07-05,297.726746
1960-07-06,298.807709
1960-07-07,297.566162
1960-07-08,297.815521
1960-07-09,296.278473
1960-07-10,297.854462
1960-07-11,296.385590
1960-07-12,296.363708
1960-07-13,297.619019
1960-07-14,297.319885
1960-07-15,296.799591
1960-07-16,297.090668
1960-07-17,297.754944
1960-07-18,296.860748
1960-07-19,296.351440
1960-07-20,295.897888
1960-07-21,296.072388
1960-07-22,295.338135
1960-07-23,295.572998
1960-07-24,295.810181
1960-07-25,296.100769
1960-07-26,296.370239
1960-07-27,296.345673
1960-07-28,296.428070
1960-07-29,297.702881
1960-07-30,299.894653
1960-07-31,298.773590
1960-08-01,298.708008
1960-08-02,297.284210
1960-08-03,297.671417
1960-08-04,298.118805
1960-08-05,298.418549
1960-08-06,297.725403
1960-08-07,295.447113
1960-08-08,295.451141
1960-08-09,295.487061
1960-08-10,295.874146
1960-08-11,295.678650
1960-08-12,295.089386
1960-08-13,295.193878
1960-08-14,295.116821
1960-08-15,298.168304
1960-08-16,297.168304
1960-08-17,296.500214
1960-08-18,295.145447
1960-08-19,295.394409
1960-08-20,295.445923
1960-08-21,296.293976
1960-08-22,296.099609
1960-08-23,296.367218
1960-08-24,297.480377
1960-08-25,297.569794
1960-08-26,297.651764
1960-08-27,296.830933
1960-08-28,295.987885
1960-08-29,295.494904
1960-08-30,295.381470
1960-08-31,295.716766
1960-09-01,295.020721
1960-09-02,296.016998
1960-09-03,295.951569
1960-09-04,295.253082
1960-09-05,294.671478
1960-09-06,294.718201
1960-09-07,294.981415
1960-09-08,295.984406
1960-09-09,295.586975
1960-09-10,296.760559
1960-09-11,296.549255
1960-09-12,295.149292
1960-09-13,294.665710
1960-09-14,293.708893
1960-09-15,294.228149
1960-09-16,294.942657
1960-09-17,293.948669
1960-09-18,294.090454
1960-09-19,293.655853
1960-09-20,294.703430
1960-09-21,294.959320
1960-09-22,294.290375
1960-09-23,295.590210
1960-09-24,294.773224
1960-09-25,293.730774
1960-09-26,284.124359
1960-09-27,285.477875
1960-09-28,286.419312
1960-09-29,286.746368
1960-09-30,293.882294
1960-10-01,294.003784
1960-10-02,293.860657
1960-10-03,292.888458
1960-10-04,293.570496
1960-10-05,287.339691
1960-10-06,287.115967
1960-10-07,284.286194
1960-10-08,284.898407
1960-10-09,284.822510
1960-10-10,286.717316
1960-10-11,288.687653
1960-10-12,281.695160
1960-10-13,277.327301
1960-10-14,277.636292
1960-10-15,279.992981
1960-10-16,285.471283
1960-10-17,284.620575
1960-10-18,283.561401
1960-10-19,282.912598
1960-10-20,282.454193
1960-10-21,283.269409
1960-10-22,284.753693
1960-10-23,283.161346
1960-10-24,282.549927
1960-10-25,282.783630
1960-10-26,283.525085
1960-10-27,284.207611
1960-10-28,282.546783
1960-10-29,284.960419
1960-10-30,282.510193
1960-10-31,284.207153
1960-11-01,286.913879
1960-11-02,290.735077
1960-11-03,282.761627
1960-11-04,280.344666
1960-11-05,284.847870
1960-11-06,288.208160
1960-11-07,285.178131
1960-11-08,276.096497
1960-11-09,279.720093
1960-11-10,284.043213
1960-11-11,283.527405
1960-11-12,278.606781
1960-11-13,274.599121
1960-11-14,275.158875
1960-11-15,281.181763
1960-11-16,286.436462
1960-11-17,290.642792
1960-11-18,288.687408
1960-11-19,282.916901
1960-11-20,278.297394
1960-11-21,284.917511
1960-11-22,280.182800
1960-11-23,288.303864
1960-11-24,280.303589
1960-11-25,274.131439
1960-11-26,276.726532
1960-11-27,284.875183
1960-11-28,278.678650
1960-11-29,284.009888
1960-11-30,288.226715
1960-12-01,283.744080
1960-12-02,277.428314
1960-12-03,279.053711
1960-12-04,278.496918
1960-12-05,280.537720
1960-12-06,285.379700
1960-12-07,282.125519
1960-12-08,286.698883
1960-12-09,288.231598
1960-12-10,282.461334
1960-12-11,276.606812
1960-12-12,277.696472
1960-12-13,282.099091
1960-12-14,279.634125
1960-12-15,281.375549
1960-12-16,285.238708
1960-12-17,285.151062
1960-12-18,285.138672
1960-12-19,284.873779
1960-12-20,284.010406
1960-12-21,287.422272
1960-12-22,287.780365
1960-12-23,286.575958
1960-12-24,286.339752
1960-12-25,288.760956
1960-12-26,275.029114
1960-12-27,268.348541
1960-12-28,269.330322
1960-12-29,277.785553
1960-12-30,275.292664
1960-12-31,279.226654
1961-01-01,287.308563
1961-01-02,283.596039
1961-01-03,278.476776
1961-01-04,276.824677
1961-01-05,278.900330
1961-01-06,279.186554
1961-01-07,280.994080
1961-01-08,280.412170
1961-01-09,276.926880
1961-01-10,280.116241
1961-01-11,281.368286
1961-01-12,282.597412
1961-01-13,274.003296
1961-01-14,275.338348
1961-01-15,275.654755
1961-01-16,277.017822
1961-01-17,282.464203
1961-01-18,281.988220
1961-01-19,279.821106
1961-01-20,278.248535
1961-01-21,269.879822
1961-01-22,270.144867
1961-01-23,275.407593
1961-01-24,281.654663
1961-01-25,282.327362
1961-01-26,283.560181
1961-01-27,280.265015
1961-01-28,274.168396
1961-01-29,274.963959
1961-01-30,278.061798
1961-01-31,274.540466
1961-02-01,266.458374
1961-02-02,275.129303
1961-02-03,280.980743
1961-02-04,281.005615
1961-02-05,284.058868
1961-02-06,288.794495
1961-02-07,287.472534
1961-02-08,286.303101
1961-02-09,286.126312
1961-02-10,281.414490
1961-02-11,277.311127
1961-02-12,278.310913
1961-02-13,280.483826
1961-02-14,281.167450
1961-02-15,286.206116
1961-02-16,288.255585
1961-02-17,289.156799
1961-02-18,289.081238
1961-02-19,282.963379
1961-02-20,284.678741
1961-02-21,287.021423
1961-02-22,274.867798
1961-02-23,275.697449
1961-02-24,278.914795
1961-02-25,278.196991
1961-02-26,281.626923
1961-02-27,282.612640
1961-02-28,284.849152
1961-03-01,287.863617
1961-03-02,285.854431
1961-03-03,283.357483
1961-03-04,284.208221
1961-03-05,280.772430
1961-03-06,284.096191
1961-03-07,286.879364
1961-03-08,286.050537
1961-03-09,285.204773
1961-03-10,288.269165
1961-03-11,275.602661
1961-03-12,271.888153
1961-03-13,273.482269
1961-03-14,279.889801
1961-03-15,279.480042
1961-03-16,277.988342
1961-03-17,277.408081
1961-03-18,281.486481
1961-03-19,285.012878
1961-03-20,286.471741
1961-03-21,282.045319
1961-03-22,284.499573
1961-03-23,288.570129
1961-03-24,290.489868
1961-03-25,287.447174
1961-03-26,288.385559
1961-03-27,289.059357
1961-03-28,287.846008
1961-03-29,284.519958
1961-03-30,287.823608
1961-03-31,289.477936
1961-04-01,289.361694
1961-04-02,291.544403
1961-04-03,290.897644
1961-04-04,289.752167
1961-04-05,290.170563
1961-04-06,292.197266
1961-04-07,287.482422
1961-04-08,282.872437
1961-04-09,283.923126
1961-04-10,287.028198
1961-04-11,288.733459
1961-04-12,287.419312
1961-04-13,286.112122
1961-04-14,285.378052
1961-04-15,289.238617
1961-04-16,290.267883
1961-04-17,290.092743
1961-04-18,291.002930
1961-04-19,289.187592
1961-04-20,289.061981
1961-04-21,284.809875
1961-04-22,283.804108
1961-04-23,286.431915
1961-04-24,288.451538
1961-04-25,288.170837
1961-04-26,287.904724
1961-04-27,288.676605
1961-04-28,290.486206
1961-04-29,288.731201
1961-04-30,291.444763
1961-05-01,293.899017
1961-05-02,291.613403
1961-05-03,293.252319
1961-05-04,292.469788
1961-05-05,289.964417
1961-05-06,288.330597
1961-05-07,291.894287
1961-05-08,294.161011
1961-05-09,294.723175
1961-05-10,293.782013
1961-05-11,294.025909
1961-05-12,293.412079
1961-05-13,294.033722
1961-05-14,294.969940
1961-05-15,294.882812
1961-05-16,295.377686
1961-05-17,293.149323
1961-05-18,294.135742
1961-05-19,292.388672
1961-05-20,291.941925
1961-05-21,293.747040
1961-05-22,293.091248
1961-05-23,286.683685
1961-05-24,289.624573
1961-05-25,291.871124
1961-05-26,292.583649
1961-05-27,293.473511
1961-05-28,294.023590
1961-05-29,294.851868
1961-05-30,290.643951
1961-05-31,291.394440
1961-06-01,291.900909
1961-06-02,291.198120
1961-06-03,292.340790
1961-06-04,293.599762
1961-06-05,294.857422
1961-06-06,294.054047
1961-06-07,293.961334
1961-06-08,293.215698
1961-06-09,292.816284
1961-06-10,293.060150
1961-06-11,294.926575
1961-06-12,296.306915
1961-06-13,297.476349
1961-06-14,296.145721
1961-06-15,295.957123
1961-06-16,295.897736
1961-06-17,295.485352
1961-06-18,295.448517
1961-06-19,297.502625
1961-06-20,298.599091
1961-06-21,299.511505
1961-06-22,301.811859
1961-06-23,297.873230
1961-06-24,295.863434
1961-06-25,295.497223
1961-06-26,295.418396
1961-06-27,295.021698
1961-06-28,292.745270
1961-06-29,294.340546
1961-06-30,294.981506
1961-07-01,295.033020
1961-07-02,295.404541
1961-07-03,294.948639
1961-07-04,295.148468
1961-07-05,294.117767
1961-07-06,295.387787
1961-07-07,296.074036
1961-07-08,295.008759
1961-07-09,295.047913
1961-07-10,295.557526
1961-07-11,295.993652
1961-07-12,296.060913
1961-07-13,295.393860
1961-07-14,295.832703
1961-07-15,295.565369
1961-07-16,296.086670
1961-07-17,295.813019
1961-07-18,296.354095
1961-07-19,296.077576
1961-07-20,295.674316
1961-07-21,296.033417
1961-07-22,295.916534
1961-07-23,295.266388
1961-07-24,294.756012
1961-07-25,295.030731
1961-07-26,294.851685
1961-07-27,295.026337
1961-07-28,295.738220
1961-07-29,297.030212
1961-07-30,296.816925
1961-07-31,297.576996
1961-08-01,297.871429
1961-08-02,296.471710
1961-08-03,296.222992
1961-08-04,295.191986
1961-08-05,294.939728
1961-08-06,294.817657
1961-08-07,294.477203
1961-08-08,294.618561
1961-08-09,295.085846
1961-08-10,294.606354
1961-08-11,295.885956
1961-08-12,296.300293
1961-08-13,296.562622
1961-08-14,295.718140
1961-08-15,294.773010
1961-08-16,295.453247
1961-08-17,295.844299
1961-08-18,296.552124
1961-08-19,296.195496
1961-08-20,294.218140
1961-08-21,293.924744
1961-08-22,294.732788
1961-08-23,294.583374
1961-08-24,295.189636
1961-08-25,296.406616
1961-08-26,296.589783
1961-08-27,297.376617
1961-08-28,297.134521
1961-08-29,296.253662
1961-08-30,295.976227
1961-08-31,295.965912
1961-09-01,294.797516
1961-09-02,296.004608
1961-09-03,297.827057
1961-09-04,295.923523
1961-09-05,296.543304
1961-09-06,295.892517
1961-09-07,295.224152
1961-09-08,295.247925
1961-09-09,295.963867
1961-09-10,293.552612
1961-09-11,293.661163
1961-09-12,295.958679
1961-09-13,294.915436
1961-09-14,294.848938
1961-09-15,292.085876
1961-09-16,292.692627
1961-09-17,293.627014
1961-09-18,293.970520
1961-09-19,294.085571
1961-09-20,294.844849
1961-09-21,290.610748
1961-09-22,280.728485
1961-09-23,284.037262
1961-09-24,286.054688
1961-09-25,285.084656
1961-09-26,286.924591
1961-09-27,287.154175
1961-09-28,287.699280
1961-09-29,290.824036
1961-09-30,290.805939
1961-10-01,291.631897
1961-10-02,292.288300
1961-10-03,293.191498
1961-10-04,293.508484
1961-10-05,293.445526
1961-10-06,294.480774
1961-10-07,294.878235
1961-10-08,295.267578
1961-10-09,287.026825
1961-10-10,284.229523
1961-10-11,284.223450
1961-10-12,288.636444
1961-10-13,293.448669
1961-10-14,291.698212
1961-10-15,290.822601
1961-10-16,285.084961
1961-10-17,287.617706
1961-10-18,292.150391
1961-10-19,291.906250
1961-10-20,283.535156
1961-10-21,276.617096
1961-10-22,284.864410
1961-10-23,274.785156
1961-10-24,286.669128
1961-10-25,283.009918
1961-10-26,288.982941
1961-10-27,284.875458
1961-10-28,285.487640
1961-10-29,284.575592
1961-10-30,285.785858
1961-10-31,285.939117
1961-11-01,286.980377
1961-11-02,285.754364
1961-11-03,284.649414
1961-11-04,285.267792
1961-11-05,283.482727
1961-11-06,282.339233
1961-11-07,282.831451
1961-11-08,286.290710
1961-11-09,273.870392
1961-11-10,272.218750
1961-11-11,272.168701
1961-11-12,275.634796
1961-11-13,277.618652
1961-11-14,277.051208
1961-11-15,273.025238
1961-11-16,278.286377
1961-11-17,282.840912
1961-11-18,284.925751
1961-11-19,286.050781
1961-11-20,287.735474
1961-11-21,286.561554
1961-11-22,284.721283
1961-11-23,288.422882
1961-11-24,278.147522
1961-11-25,276.965820
1961-11-26,278.547272
1961-11-27,288.676178
1961-11-28,278.779358
1961-11-29,281.242401
1961-11-30,274.454315
1961-12-01,275.966431
1961-12-02,284.195709
1961-12-03,288.232971
1961-12-04,278.646881
1961-12-05,277.269409
1961-12-06,286.980774
1961-12-07,288.697296
1961-12-08,288.653229
1961-12-09,290.545990
1961-12-10,285.649963
1961-12-11,285.573029
1961-12-12,287.992828
1961-12-13,287.219147
1961-12-14,280.548126
1961-12-15,282.470673
1961-12-16,288.389862
1961-12-17,289.204193
1961-12-18,289.530518
1961-12-19,289.179108
1961-12-20,288.644714
1961-12-21,283.603058
1961-12-22,285.065887
1961-12-23,286.394501
1961-12-24,285.127594
1961-12-25,282.442291
1961-12-26,279.692688
1961-12-27,277.398041
1961-12-28,278.294128
1961-12-29,281.095978
1961-12-30,280.885956
1961-12-31,274.663483
1962-01-01,273.124847
1962-01-02,273.016907
1962-01-03,274.184296
1962-01-04,274.345825
1962-01-05,273.419434
1962-01-06,271.836365
1962-01-07,273.555939
1962-01-08,273.566162
1962-01-09,274.083435
1962-01-10,276.038788
1962-01-11,277.317261
1962-01-12,277.464355
1962-01-13,276.208832
1962-01-14,277.349701
1962-01-15,282.631989
1962-01-16,282.555481
1962-01-17,285.335266
1962-01-18,283.046631
1962-01-19,278.966400
1962-01-20,274.687714
1962-01-21,278.061829
1962-01-22,281.490479
1962-01-23,275.924042
1962-01-24,275.871735
1962-01-25,275.769379
1962-01-26,279.778381
1962-01-27,275.207184
1962-01-28,272.245056
1962-01-29,273.017456
1962-01-30,275.331390
1962-01-31,277.369934
1962-02-01,273.792297
1962-02-02,275.378662
1962-02-03,282.310089
1962-02-04,283.081940
1962-02-05,279.769287
1962-02-06,285.207611
1962-02-07,283.061432
1962-02-08,275.484985
1962-02-09,273.052155
1962-02-10,274.282623
1962-02-11,279.689514
1962-02-12,282.109467
1962-02-13,276.213989
1962-02-14,275.695801
1962-02-15,284.569458
1962-02-16,288.033539
1962-02-17,283.438080
1962-02-18,276.190674
1962-02-19,277.180695
1962-02-20,279.113098
1962-02-21,280.968353
1962-02-22,282.372101
1962-02-23,279.775177
1962-02-24,282.106689
1962-02-25,280.450836
1962-02-26,278.396088
1962-02-27,280.208405
1962-02-28,284.830536
1962-03-01,281.146912
1962-03-02,278.452728
1962-03-03,280.811005
1962-03-04,285.762360
1962-03-05,281.759979
1962-03-06,285.928497
1962-03-07,277.132324
1962-03-08,273.210052
1962-03-09,273.652496
1962-03-10,273.143341
1962-03-11,276.094330
1962-03-12,277.183533
1962-03-13,280.163696
1962-03-14,283.290100
1962-03-15,281.281616
1962-03-16,283.919342
1962-03-17,285.909027
1962-03-18,289.146027
1962-03-19,287.204437
1962-03-20,285.544220
1962-03-21,281.517212
1962-03-22,279.318481
1962-03-23,285.167633
1962-03-24,290.669739
1962-03-25,284.540405
1962-03-26,277.732422
1962-03-27,279.302979
1962-03-28,286.828003
1962-03-29,288.728333
1962-03-30,287.402832
1962-03-31,285.372314
1962-04-01,279.894226
1962-04-02,281.194733
1962-04-03,282.119110
1962-04-04,278.393097
1962-04-05,276.048889
1962-04-06,281.567535
1962-04-07,284.989441
1962-04-08,284.708435
1962-04-09,287.165588
1962-04-10,288.418549
1962-04-11,288.969086
1962-04-12,289.941132
1962-04-13,284.519897
1962-04-14,292.461853
1962-04-15,290.072327
1962-04-16,284.965759
1962-04-17,281.064362
1962-04-18,287.177826
1962-04-19,287.793182
1962-04-20,292.661926
1962-04-21,289.424652
1962-04-22,293.370361
1962-04-23,292.887604
1962-04-24,290.030823
1962-04-25,288.213257
1962-04-26,287.264221
1962-04-27,285.608887
1962-04-28,290.737885
1962-04-29,290.974731
1962-04-30,291.341766
1962-05-01,292.545654
1962-05-02,290.017975
1962-05-03,289.508606
1962-05-04,290.691681
1962-05-05,293.410492
1962-05-06,291.339600
1962-05-07,293.170837
1962-05-08,291.692657
1962-05-09,291.009430
1962-05-10,290.825256
1962-05-11,290.551422
1962-05-12,286.107391
1962-05-13,287.491486
1962-05-14,289.803345
1962-05-15,289.461334
1962-05-16,291.569733
1962-05-17,291.935974
1962-05-18,293.059326
1962-05-19,291.718994
1962-05-20,293.464172
1962-05-21,292.962860
1962-05-22,294.319550
1962-05-23,294.161102
1962-05-24,293.700653
1962-05-25,294.536591
1962-05-26,295.359772
1962-05-27,296.931000
1962-05-28,292.014282
1962-05-29,288.105469
1962-05-30,287.212799
1962-05-31,289.144348
1962-06-01,293.632355
1962-06-02,294.015381
1962-06-03,293.616577
1962-06-04,293.056458
1962-06-05,293.805908
1962-06-06,293.750305
1962-06-07,293.555145
1962-06-08,294.030273
1962-06-09,295.303436
1962-06-10,294.932709
1962-06-11,295.230560
1962-06-12,294.340210
1962-06-13,292.947266
1962-06-14,293.366394
1962-06-15,294.802063
1962-06-16,295.569550
1962-06-17,295.326691
1962-06-18,296.069702
1962-06-19,296.336426
1962-06-20,296.052277
1962-06-21,296.076080
1962-06-22,297.116119
1962-06-23,298.656250
1962-06-24,299.357727
1962-06-25,298.563385
1962-06-26,299.540344
1962-06-27,298.643646
1962-06-28,297.707642
1962-06-29,298.671448
1962-06-30,297.700562
1962-07-01,296.487701
1962-07-02,296.659332
1962-07-03,296.806549
1962-07-04,296.003357
1962-07-05,296.076630
1962-07-06,295.560913
1962-07-07,295.356903
1962-07-08,295.398468
1962-07-09,294.739349
1962-07-10,295.070190
1962-07-11,295.363892
1962-07-12,295.348450
1962-07-13,294.933868
1962-07-14,295.423218
1962-07-15,295.915619
1962-07-16,296.330261
1962-07-17,296.966858
1962-07-18,297.953430
1962-07-19,297.851990
1962-07-20,298.817932
1962-07-21,298.410370
1962-07-22,298.393707
1962-07-23,298.445099
1962-07-24,298.547150
1962-07-25,298.177307
1962-07-26,298.810211
1962-07-27,300.001923
1962-07-28,300.037201
1962-07-29,297.368011
1962-07-30,299.035858
1962-07-31,298.121460
1962-08-01,298.189636
1962-08-02,297.610321
1962-08-03,297.039093
1962-08-04,296.992523
1962-08-05,297.203430
1962-08-06,297.078857
1962-08-07,296.526337
1962-08-08,296.111664
1962-08-09,295.630859
1962-08-10,295.878693
1962-08-11,296.817566
1962-08-12,296.392242
1962-08-13,295.921478
1962-08-14,297.205048
1962-08-15,297.423523
1962-08-16,296.619171
1962-08-17,297.173096
1962-08-18,296.868958
1962-08-19,295.938171
1962-08-20,294.566925
1962-08-21,295.224091
1962-08-22,295.886749
1962-08-23,295.433258
1962-08-24,295.982666
1962-08-25,295.099670
1962-08-26,294.533844
1962-08-27,295.668915
1962-08-28,297.192322
1962-08-29,295.851868
1962-08-30,295.236969
1962-08-31,293.720764
1962-09-01,292.801270
1962-09-02,293.586517
1962-09-03,293.659119
1962-09-04,295.081818
1962-09-05,295.099701
1962-09-06,293.449341
1962-09-07,293.140442
1962-09-08,294.165985
1962-09-09,294.021606
1962-09-10,294.184937
1962-09-11,294.687408
1962-09-12,294.794769
1962-09-13,291.380554
1962-09-14,294.670227
1962-09-15,292.071533
1962-09-16,290.250305
1962-09-17,289.146515
1962-09-18,291.890106
1962-09-19,294.615936
1962-09-20,292.447235
1962-09-21,292.149628
1962-09-22,293.368713
1962-09-23,294.477570
1962-09-24,293.965759
1962-09-25,292.448395
1962-09-26,291.248169
1962-09-27,292.977844
1962-09-28,294.885071
1962-09-29,294.797180
1962-09-30,295.140778
1962-10-01,294.750305
1962-10-02,292.657867
1962-10-03,294.629700
1962-10-04,294.429016
1962-10-05,294.294403
1962-10-06,290.563171
1962-10-07,285.393463
1962-10-08,289.463287
1962-10-09,291.548859
1962-10-10,284.956909
1962-10-11,281.413940
1962-10-12,279.318634
1962-10-13,283.419067
1962-10-14,284.154724
1962-10-15,283.744659
1962-10-16,285.218262
1962-10-17,286.572479
1962-10-18,286.905640
1962-10-19,289.509338
1962-10-20,290.470276
1962-10-21,287.747528
1962-10-22,282.600250
1962-10-23,281.025146
1962-10-24,287.631683
1962-10-25,286.381836
1962-10-26,287.497162
1962-10-27,282.943054
1962-10-28,284.690613
1962-10-29,285.613281
1962-10-30,285.128448
1962-10-31,282.188904
1962-11-01,284.882965
1962-11-02,289.598083
1962-11-03,290.182617
1962-11-04,290.984680
1962-11-05,290.990234
1962-11-06,282.444397
1962-11-07,279.928375
1962-11-08,280.951385
1962-11-09,285.134705
1962-11-10,274.604553
1962-11-11,276.723633
1962-11-12,278.778046
1962-11-13,279.389252
1962-11-14,274.489014
1962-11-15,276.699127
1962-11-16,284.370575
1962-11-17,278.841705
1962-11-18,270.309967
1962-11-19,271.729279
1962-11-20,275.153351
1962-11-21,285.140076
1962-11-22,282.830353
1962-11-23,279.739594
1962-11-24,281.365540
1962-11-25,283.020020
1962-11-26,280.652679
1962-11-27,279.746674
1962-11-28,280.824860
1962-11-29,279.297638
1962-11-30,277.880127
1962-12-01,278.564667
1962-12-02,276.121857
1962-12-03,276.386780
1962-12-04,277.302979
1962-12-05,276.985931
1962-12-06,271.053955
1962-12-07,273.157532
1962-12-08,274.725006
1962-12-09,273.491730
1962-12-10,277.343994
1962-12-11,277.632812
1962-12-12,279.401489
1962-12-13,280.761292
1962-12-14,276.048492
1962-12-15,277.682159
1962-12-16,271.976074
1962-12-17,270.665466
1962-12-18,268.453094
1962-12-19,270.214081
1962-12-20,273.828827
1962-12-21,272.545959
1962-12-22,273.088623
1962-12-23,276.814972
1962-12-24,271.050842
1962-12-25,267.515137
1962-12-26,278.126923
1962-12-27,284.791809
1962-12-28,283.346161
1962-12-29,279.591248
1962-12-30,277.183960
1962-12-31,282.601135
1963-01-01,276.409302
1963-01-02,268.359283
1963-01-03,270.593597
1963-01-04,273.397339
1963-01-05,274.151917
1963-01-06,275.767792
1963-01-07,272.768188
1963-01-08,271.900726
1963-01-09,269.091309
1963-01-10,270.730408
1963-01-11,270.665680
1963-01-12,272.549500
1963-01-13,268.872925
1963-01-14,268.929413
1963-01-15,271.705933
1963-01-16,272.458130
1963-01-17,272.577667
1963-01-18,274.569458
1963-01-19,271.549774
1963-01-20,272.585205
1963-01-21,282.842468
1963-01-22,284.420471
1963-01-23,282.740509
1963-01-24,269.907990
1963-01-25,273.483002
1963-01-26,272.450775
1963-01-27,274.905304
1963-01-28,273.556183
1963-01-29,274.075836
1963-01-30,274.977905
1963-01-31,277.114136
1963-02-01,277.345642
1963-02-02,278.060272
1963-02-03,281.246155
1963-02-04,281.117554
1963-02-05,279.633575
1963-02-06,275.370941
1963-02-07,273.783569
1963-02-08,275.248810
1963-02-09,276.059998
1963-02-10,277.372131
1963-02-11,282.146057
1963-02-12,279.494659
1963-02-13,278.629974
1963-02-14,277.200989
1963-02-15,280.951355
1963-02-16,282.660187
1963-02-17,282.892426
1963-02-18,282.512665
1963-02-19,282.832336
1963-02-20,274.846558
1963-02-21,279.542480
1963-02-22,273.109375
1963-02-23,274.623199
1963-02-24,276.465637
1963-02-25,273.649139
1963-02-26,278.939148
1963-02-27,276.835938
1963-02-28,281.126648
1963-03-01,277.176056
1963-03-02,279.000824
1963-03-03,283.266296
1963-03-04,284.794037
1963-03-05,284.544037
1963-03-06,279.615112
1963-03-07,279.965851
1963-03-08,280.531158
1963-03-09,286.413666
1963-03-10,287.493011
1963-03-11,283.068634
1963-03-12,281.538727
1963-03-13,279.692841
1963-03-14,284.124908
1963-03-15,283.406250
1963-03-16,278.559631
1963-03-17,279.210724
1963-03-18,282.169159
1963-03-19,286.847748
1963-03-20,288.168030
1963-03-21,280.452393
1963-03-22,283.160309
1963-03-23,284.514191
1963-03-24,287.437225
1963-03-25,289.032532
1963-03-26,291.723419
1963-03-27,287.391785
1963-03-28,282.149933
1963-03-29,280.936005
1963-03-30,285.053284
1963-03-31,288.866272
1963-04-01,288.933716
1963-04-02,282.225525
1963-04-03,279.901184
1963-04-04,283.146301
1963-04-05,285.882843
1963-04-06,286.839752
1963-04-07,288.053406
1963-04-08,292.521057
1963-04-09,293.422058
1963-04-10,287.747437
1963-04-11,290.683167
1963-04-12,289.006073
1963-04-13,287.037994
1963-04-14,288.459656
1963-04-15,293.173096
1963-04-16,293.750885
1963-04-17,292.091827
1963-04-18,292.808838
1963-04-19,291.546295
1963-04-20,289.241974
1963-04-21,293.090637
1963-04-22,294.843872
1963-04-23,293.188843
1963-04-24,291.926849
1963-04-25,294.550323
1963-04-26,295.678619
1963-04-27,295.645996
1963-04-28,292.802002
1963-04-29,290.615753
1963-04-30,292.123779
1963-05-01,295.420532
1963-05-02,296.116791
1963-05-03,292.447876
