#Variables:
#tasmin_HadGEM2-ES365_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-ES365_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-ES365_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-ES365_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-ES365_historical(K),tasmax_HadGEM2-ES365_historical(K),pr_HadGEM2-ES365_historical(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-ES365_historical(K),tasmax_HadGEM2-ES365_historical(K),pr_HadGEM2-ES365_historical(mm)
1964-08-04,295.881073,310.773895,0.000000
1964-08-05,296.291016,310.814056,0.000000
1964-08-06,296.450470,310.973755,0.000000
1964-08-07,296.977173,311.489929,0.000000
1964-08-08,296.913391,311.596588,0.291041
1964-08-09,296.721069,311.227966,0.000000
1964-08-10,297.692291,311.833496,0.000000
1964-08-11,298.224792,311.514984,0.000000
1964-08-12,297.468994,311.640747,0.000000
1964-08-13,296.813904,311.116608,0.000000
1964-08-14,297.862793,310.725159,0.578883
1964-08-15,297.881805,311.483643,0.000000
1964-08-16,298.730743,311.826904,0.000000
1964-08-17,297.401062,311.392151,0.000000
1964-08-18,296.094574,310.668884,0.000000
1964-08-19,297.509644,309.810669,0.000000
1964-08-20,298.401031,310.777710,0.000000
1964-08-21,296.453278,310.734863,0.000000
1964-08-22,295.410797,310.490173,0.000000
1964-08-23,296.172638,310.838715,0.000000
1964-08-24,296.444489,311.145203,0.000000
1964-08-25,297.545258,311.157898,0.000000
1964-08-26,297.349579,311.000763,0.000000
1964-08-27,296.960907,309.799408,0.000000
1964-08-28,296.411469,308.485107,0.000000
1964-08-29,295.961578,307.033081,0.000000
1964-08-30,296.019226,307.260712,0.000000
1964-08-31,295.342072,308.010376,0.696185
1964-09-01,295.219635,308.584198,0.000000
1964-09-02,295.395508,308.313568,0.000000
1964-09-03,295.424286,306.421478,1.310620
1964-09-04,294.404480,306.279266,8.198894
1964-09-05,296.372223,305.900574,4.884763
1964-09-06,296.139923,306.146759,1.720847
1964-09-07,295.961548,306.421326,2.746951
1964-09-08,295.413910,306.670013,0.000000
1964-09-09,295.276306,307.556854,0.000000
1964-09-10,295.373413,308.446625,0.000000
1964-09-11,295.823792,307.728912,0.000000
1964-09-12,296.174225,307.325806,0.000000
1964-09-13,295.967712,308.555542,0.000000
1964-09-14,296.103394,307.555756,2.453361
1964-09-15,294.769257,307.179535,2.804266
1964-09-16,294.061310,307.752747,2.410134
1964-09-17,294.774689,308.311768,0.000000
1964-09-18,295.386017,308.486542,0.000000
1964-09-19,295.424927,308.039368,0.000000
1964-09-20,296.322266,307.591766,0.000000
1964-09-21,294.480072,306.331573,0.000000
1964-09-22,291.821564,306.695099,0.000000
1964-09-23,294.964569,306.884705,0.000000
1964-09-24,295.706238,306.894867,0.000000
1964-09-25,295.283844,307.003296,3.905811
1964-09-26,292.789398,307.297577,9.718214
1964-09-27,289.611389,304.867188,0.000000
1964-09-28,291.014893,303.534180,3.551352
1964-09-29,293.030121,306.262054,0.000000
1964-09-30,294.012024,306.392456,1.760674
1964-10-01,291.258148,303.267548,2.511347
1964-10-02,284.993256,297.052185,0.000000
1964-10-03,283.335846,297.596588,0.000000
1964-10-04,283.130920,298.408661,0.000000
1964-10-05,286.665710,298.284088,0.000000
1964-10-06,287.682404,299.316376,0.000000
1964-10-07,285.651154,299.756378,0.000000
1964-10-08,288.597748,295.312958,2.746161
1964-10-09,292.062073,303.912994,0.000000
1964-10-10,293.838440,305.421448,1.469452
1964-10-11,291.115021,306.092987,0.000000
1964-10-12,285.883850,301.514435,0.000000
1964-10-13,281.482880,300.292694,0.000000
1964-10-14,282.198914,302.994019,0.000000
1964-10-15,287.150177,303.377136,0.000000
1964-10-16,290.223175,303.207733,0.000000
1964-10-17,294.722076,305.404633,3.220602
1964-10-18,293.502319,305.307404,0.581461
1964-10-19,291.953125,303.277863,0.340011
1964-10-20,293.416199,300.190125,24.182331
1964-10-21,288.656891,298.587372,13.752222
1964-10-22,287.865540,295.609497,6.604748
1964-10-23,291.135498,300.613831,17.070057
1964-10-24,291.763123,299.494354,9.008914
1964-10-25,293.884064,302.405945,29.750231
1964-10-26,291.319458,300.352295,6.984689
1964-10-27,291.572479,298.848419,5.996593
1964-10-28,291.694672,301.550385,0.000000
1964-10-29,293.289490,302.817719,1.041684
1964-10-30,291.763611,303.390656,0.000000
1964-10-31,293.297516,303.677643,0.000000
1964-11-01,291.562103,302.095673,26.278631
1964-11-02,282.801147,295.578308,0.000000
1964-11-03,283.542603,291.559967,0.000000
1964-11-04,283.260986,291.393738,0.000000
1964-11-05,280.903870,290.083099,0.000000
1964-11-06,282.174072,287.454102,0.000000
1964-11-07,280.620544,288.306183,0.000000
1964-11-08,283.192047,289.885468,3.795266
1964-11-09,284.924988,295.512085,0.851880
1964-11-10,284.089020,295.696320,0.000000
1964-11-11,286.233032,297.438354,0.000000
1964-11-12,287.885864,297.016205,2.164175
1964-11-13,287.500580,295.144196,7.891330
1964-11-14,285.937714,294.616913,1.498731
1964-11-15,282.477509,293.089935,0.000000
1964-11-16,282.661407,295.314178,0.000000
1964-11-17,287.329742,295.374725,0.000000
1964-11-18,287.130127,295.216614,7.840885
1964-11-19,288.089294,294.951263,1.726182
1964-11-20,283.143005,291.396423,1.047142
1964-11-21,276.529694,287.530426,0.000000
1964-11-22,275.139526,289.459808,0.000000
1964-11-23,278.304138,293.670471,0.000000
1964-11-24,276.616760,292.455963,0.000000
1964-11-25,275.019928,291.425476,0.000000
1964-11-26,279.233948,294.165497,0.000000
1964-11-27,285.778503,297.322510,0.000000
1964-11-28,285.579437,297.149414,0.000000
1964-11-29,286.390594,297.661346,0.000000
1964-11-30,285.296051,295.724060,0.000000
1964-12-01,284.043060,293.834198,0.310923
1964-12-02,285.964050,296.166321,0.552357
1964-12-03,288.127258,298.770447,0.282376
1964-12-04,288.656952,299.161896,0.000000
1964-12-05,288.739136,299.354340,0.000000
1964-12-06,289.023346,299.230804,0.280962
1964-12-07,287.416687,298.364227,0.000000
1964-12-08,281.473877,292.871368,0.000000
1964-12-09,281.698914,289.481659,0.000000
1964-12-10,278.181641,291.529236,0.000000
1964-12-11,275.048553,293.517303,0.000000
1964-12-12,275.652039,295.850250,0.000000
1964-12-13,278.200897,296.985199,0.000000
1964-12-14,281.348633,295.298004,0.000000
1964-12-15,277.353241,290.056885,0.000000
1964-12-16,273.693329,286.056610,0.000000
1964-12-17,271.734009,287.794403,0.000000
1964-12-18,278.227203,290.787201,0.000000
1964-12-19,280.909607,293.063385,0.631577
1964-12-20,282.364716,293.330109,1.350157
1964-12-21,281.283386,296.953430,0.000000
1964-12-22,283.482452,297.346497,0.000000
1964-12-23,277.445557,291.489380,0.000000
1964-12-24,280.792694,289.380066,0.000000
1964-12-25,280.233429,292.725403,0.287261
1964-12-26,280.080444,297.277985,0.000000
1964-12-27,279.734894,292.761688,0.000000
1964-12-28,275.442017,294.532227,0.000000
1964-12-29,277.021423,296.793640,0.000000
1964-12-30,281.497742,300.213776,0.000000
1964-12-31,281.361298,298.659149,0.000000
1965-01-01,278.763580,294.010864,0.330579
1965-01-02,276.010986,297.057556,0.000000
1965-01-03,276.035431,292.350861,0.000000
1965-01-04,277.400024,298.753754,0.000000
1965-01-05,274.159546,294.750061,0.000000
1965-01-06,279.560699,295.965179,0.000000
1965-01-07,273.576141,298.556671,0.000000
1965-01-08,279.534271,302.489441,0.000000
1965-01-09,282.478729,303.352783,0.000000
1965-01-10,287.485718,302.131378,0.883354
1965-01-11,287.323883,299.819092,0.538559
1965-01-12,278.311768,293.785950,0.000000
1965-01-13,274.865204,293.783142,0.000000
1965-01-14,278.936615,300.645874,0.000000
1965-01-15,281.204498,298.083893,0.000000
1965-01-16,281.204010,299.713654,0.000000
1965-01-17,278.823547,296.801636,0.000000
1965-01-18,279.915070,287.995209,0.899496
1965-01-19,277.311981,285.996033,1.110954
1965-01-20,270.585724,284.798248,0.000000
1965-01-21,270.215729,286.908752,0.000000
1965-01-22,278.562256,291.565002,0.000000
1965-01-23,281.717590,294.831940,0.000000
1965-01-24,283.780090,298.644714,0.000000
1965-01-25,286.827484,299.208771,0.330338
1965-01-26,283.734772,297.336761,2.009499
1965-01-27,277.139191,297.296753,0.000000
1965-01-28,278.057800,299.318024,0.000000
1965-01-29,282.280426,300.372070,0.000000
1965-01-30,286.074585,300.653900,0.000000
1965-01-31,279.944336,297.730347,1.347952
1965-02-01,269.912506,283.036804,2.127662
1965-02-02,265.851105,277.800751,0.000000
1965-02-03,267.033264,283.602295,0.000000
1965-02-04,275.868378,291.983032,0.000000
1965-02-05,283.269012,296.352631,0.000000
1965-02-06,283.183716,295.106598,0.615708
1965-02-07,282.198975,296.459290,0.000000
1965-02-08,283.328308,297.645264,0.000000
1965-02-09,283.519531,295.906250,0.000000
1965-02-10,285.576111,299.055634,0.432037
1965-02-11,284.035187,300.204285,5.880551
1965-02-12,274.318756,288.653625,14.843981
1965-02-13,272.260040,278.656403,1.488218
1965-02-14,277.268311,290.785614,1.596207
1965-02-15,282.660370,295.236023,1.395464
1965-02-16,282.037659,295.064209,0.886538
1965-02-17,278.578888,291.334167,0.000000
1965-02-18,275.982269,290.496246,0.000000
1965-02-19,277.962646,294.306549,0.000000
1965-02-20,281.197998,296.540253,0.000000
1965-02-21,285.424072,294.891907,1.735733
1965-02-22,286.819946,293.259369,14.053374
1965-02-23,283.626221,293.508911,28.925884
1965-02-24,280.335602,291.891113,30.375692
1965-02-25,275.929291,283.987946,0.000000
1965-02-26,276.946167,286.547394,0.000000
1965-02-27,279.504578,286.869751,0.000000
1965-02-28,280.574219,287.625824,10.564449
1965-03-01,282.105835,288.597198,13.897776
1965-03-02,281.122894,288.460571,0.000000
1965-03-03,282.325226,289.936279,0.000000
1965-03-04,284.413330,292.881042,0.000000
1965-03-05,283.704376,294.283508,0.000000
1965-03-06,285.518219,295.506714,0.000000
1965-03-07,285.942596,295.901825,0.000000
1965-03-08,287.399475,299.585968,0.000000
1965-03-09,286.209808,292.387665,30.593166
1965-03-10,287.514954,292.021057,44.786926
1965-03-11,286.059204,299.523499,3.862089
1965-03-12,288.658905,297.941223,0.000000
1965-03-13,277.147278,293.510468,0.000000
1965-03-14,276.170837,291.443756,0.000000
1965-03-15,281.217316,289.912415,0.606883
1965-03-16,280.917603,289.629761,0.000000
1965-03-17,283.574402,293.452362,0.000000
1965-03-18,286.664825,295.634247,0.000000
1965-03-19,289.390503,298.942017,1.938307
1965-03-20,291.212799,302.926727,1.403373
1965-03-21,286.530151,299.633881,0.000000
1965-03-22,290.689636,300.547455,1.882773
1965-03-23,285.501892,299.563416,0.000000
1965-03-24,278.086823,290.700104,0.000000
1965-03-25,279.146088,291.525665,0.000000
1965-03-26,283.871643,293.471161,0.000000
1965-03-27,284.684174,297.114532,0.000000
1965-03-28,283.440094,297.491974,0.000000
1965-03-29,285.779327,297.329102,0.000000
1965-03-30,288.117920,297.857178,0.993159
1965-03-31,289.370514,299.604614,4.144828
1965-04-01,289.400818,303.090057,0.000000
1965-04-02,288.511536,302.510101,0.000000
1965-04-03,290.588562,301.733704,0.000000
1965-04-04,291.013062,302.625488,0.000000
1965-04-05,291.040100,304.715668,0.000000
1965-04-06,289.136169,304.489258,0.000000
1965-04-07,290.664825,304.008759,0.323327
1965-04-08,286.051605,302.929199,0.000000
1965-04-09,281.637573,298.317505,0.000000
1965-04-10,284.931488,294.805817,0.000000
1965-04-11,287.396393,295.094025,0.000000
1965-04-12,284.778107,297.382416,0.000000
1965-04-13,285.888702,300.096436,0.000000
1965-04-14,289.491425,301.516815,0.000000
1965-04-15,291.151215,303.114258,0.000000
1965-04-16,291.009583,303.002686,1.279999
1965-04-17,290.096069,301.584106,1.424925
1965-04-18,289.444580,301.081970,1.680488
1965-04-19,288.232483,301.674866,0.333019
1965-04-20,287.967499,302.919556,0.000000
1965-04-21,287.696259,303.332611,0.000000
1965-04-22,287.964783,303.501587,0.000000
1965-04-23,288.941254,302.138824,0.000000
1965-04-24,291.788910,301.599274,0.303401
1965-04-25,291.624786,300.607330,16.254911
1965-04-26,289.700562,301.404938,1.634624
1965-04-27,285.890228,301.475342,0.000000
1965-04-28,284.227234,300.770630,0.000000
1965-04-29,285.195282,301.408203,0.000000
1965-04-30,286.019806,303.222504,0.000000
1965-05-01,290.792664,305.116577,0.000000
1965-05-02,293.563141,306.320679,0.000000
1965-05-03,292.120514,306.083160,0.568215
1965-05-04,287.659363,302.663239,0.688760
1965-05-05,287.730621,298.717377,0.000000
1965-05-06,289.805176,302.913422,0.000000
1965-05-07,292.385223,305.727570,0.512148
1965-05-08,293.961273,305.261383,0.000000
1965-05-09,294.025909,302.165192,17.680408
1965-05-10,294.407990,301.356232,56.483654
1965-05-11,294.933472,304.297211,40.941925
1965-05-12,294.587128,308.566833,0.000000
1965-05-13,294.357178,309.060394,0.000000
1965-05-14,292.771545,307.582855,0.000000
1965-05-15,294.310333,306.658569,0.000000
1965-05-16,295.626312,304.326874,0.000000
1965-05-17,294.866455,302.287628,4.710963
1965-05-18,294.158783,300.612183,52.957588
1965-05-19,293.281982,299.344696,12.263764
1965-05-20,292.698669,297.829376,27.994452
1965-05-21,287.731445,295.338745,6.308993
1965-05-22,291.486267,296.295624,0.000000
1965-05-23,293.265289,299.051453,2.573825
1965-05-24,292.283295,301.377838,0.000000
1965-05-25,291.502289,303.321960,0.000000
1965-05-26,292.752716,303.421692,0.000000
1965-05-27,291.652008,304.881104,0.000000
1965-05-28,292.746643,303.204193,0.000000
1965-05-29,292.466400,304.318054,0.000000
1965-05-30,292.956879,303.648956,0.000000
1965-05-31,294.533691,304.059723,0.000000
1965-06-01,294.782379,305.388397,0.000000
1965-06-02,294.447632,304.359009,0.000000
1965-06-03,293.607147,304.599640,1.264029
1965-06-04,291.093140,304.138428,17.651440
1965-06-05,293.504211,304.017395,9.638823
1965-06-06,291.515320,304.788940,0.000000
1965-06-07,292.016846,306.412903,0.000000
1965-06-08,293.631073,308.005096,0.000000
1965-06-09,296.195618,310.821716,0.000000
1965-06-10,296.883911,311.990143,0.000000
1965-06-11,297.423889,313.296692,0.000000
1965-06-12,296.749573,312.828156,0.000000
1965-06-13,296.254700,311.695099,0.000000
1965-06-14,296.776154,310.823425,0.000000
1965-06-15,297.240570,309.635284,0.574382
1965-06-16,295.326691,307.524261,1.564010
1965-06-17,294.447388,308.231903,1.659177
1965-06-18,294.956696,308.749023,0.000000
1965-06-19,295.313660,308.862183,0.000000
1965-06-20,295.445557,307.893250,0.000000
1965-06-21,295.447266,307.734406,0.000000
1965-06-22,295.736115,307.475647,0.000000
1965-06-23,296.691925,306.528992,1.618162
1965-06-24,297.111420,305.102478,5.188551
1965-06-25,296.301392,303.452911,9.810204
1965-06-26,296.778503,306.504059,8.153704
1965-06-27,296.040405,304.855316,0.885913
1965-06-28,294.942566,305.415833,0.000000
1965-06-29,294.357208,305.792847,0.000000
1965-06-30,294.356323,306.651794,0.000000
1965-07-01,294.156494,307.211670,0.000000
1965-07-02,294.837311,307.159393,0.335747
1965-07-03,295.951355,306.612762,1.265338
1965-07-04,296.087097,306.552216,3.122106
1965-07-05,295.644135,306.321533,7.819094
1965-07-06,295.672821,304.559174,11.552744
1965-07-07,296.714172,304.794678,22.484283
1965-07-08,296.667236,302.237946,16.481209
1965-07-09,296.726318,302.892670,2.475451
1965-07-10,297.002289,303.919769,1.449833
1965-07-11,296.075439,303.577118,0.000000
1965-07-12,295.949524,303.972595,3.136788
1965-07-13,295.647217,304.983704,6.239681
1965-07-14,295.791687,305.490356,0.745297
1965-07-15,296.259735,305.872528,0.309251
1965-07-16,295.839142,306.450409,0.000000
1965-07-17,295.634064,307.123230,0.000000
1965-07-18,295.647034,307.765594,0.000000
1965-07-19,296.084808,308.248505,0.000000
1965-07-20,296.296814,308.304626,0.000000
1965-07-21,296.390900,308.175446,0.000000
1965-07-22,297.203888,308.538757,0.000000
1965-07-23,298.027161,308.370605,0.304943
1965-07-24,297.888611,308.370148,0.000000
1965-07-25,296.875183,308.705902,0.000000
1965-07-26,296.608765,309.274231,0.000000
1965-07-27,296.931824,309.425171,0.000000
1965-07-28,296.860748,309.513947,0.000000
1965-07-29,296.572754,309.728821,0.000000
1965-07-30,296.473083,309.847260,0.000000
1965-07-31,297.019470,309.960388,0.000000
1965-08-01,296.853821,309.269592,0.000000
1965-08-02,297.231506,309.273499,0.000000
1965-08-03,296.692627,309.182312,0.000000
1965-08-04,297.424133,309.695129,0.000000
1965-08-05,297.447174,309.970184,0.000000
1965-08-06,297.021088,309.508942,0.000000
1965-08-07,296.871338,308.242615,3.442459
1965-08-08,297.862244,307.426392,0.000000
1965-08-09,296.677673,308.552673,0.285199
1965-08-10,295.331543,309.379150,0.740830
1965-08-11,295.932037,308.705719,0.738625
1965-08-12,296.838776,308.115936,0.000000
1965-08-13,296.493408,309.340607,0.781514
1965-08-14,296.063873,309.314301,0.000000
1965-08-15,296.270447,308.412506,0.000000
1965-08-16,296.353973,307.659241,0.000000
1965-08-17,296.149353,309.155640,0.000000
1965-08-18,295.839630,308.963715,1.654695
1965-08-19,296.054993,309.054962,0.000000
1965-08-20,296.004669,309.375153,0.957900
1965-08-21,295.839630,309.796631,0.000000
1965-08-22,295.999390,310.087341,0.000000
1965-08-23,295.779388,309.493866,0.000000
1965-08-24,295.245819,308.191589,0.000000
1965-08-25,295.630554,308.521027,0.000000
1965-08-26,296.218994,308.236908,4.187417
1965-08-27,297.212708,308.106018,6.570637
1965-08-28,297.730682,307.038116,7.463034
1965-08-29,296.588806,306.945129,9.655457
1965-08-30,296.111511,303.944550,4.915376
1965-08-31,295.786316,303.512634,39.877312
1965-09-01,294.788116,303.611969,29.416098
1965-09-02,294.999756,303.614655,8.598843
1965-09-03,294.671478,304.949677,0.000000
1965-09-04,292.965027,305.633484,0.000000
1965-09-05,293.423615,305.092468,3.662157
1965-09-06,294.977997,304.192413,5.225948
1965-09-07,295.294281,303.479828,2.535489
1965-09-08,295.359772,302.413666,10.343400
1965-09-09,295.224152,303.050568,1.477328
1965-09-10,295.808868,304.221985,0.000000
1965-09-11,295.152954,305.231812,0.000000
1965-09-12,293.915741,304.870605,0.000000
1965-09-13,292.997009,305.184601,0.000000
1965-09-14,292.803558,305.001007,0.000000
1965-09-15,291.715393,305.165344,0.000000
1965-09-16,291.188171,305.834625,0.000000
1965-09-17,290.828583,306.333801,0.000000
1965-09-18,290.171326,306.752136,0.000000
1965-09-19,290.760254,305.824554,0.000000
1965-09-20,285.793121,300.179352,0.000000
1965-09-21,278.376373,292.501953,0.000000
1965-09-22,279.598907,297.183960,0.000000
1965-09-23,284.411926,301.618042,0.000000
1965-09-24,290.534302,301.537689,0.000000
1965-09-25,292.721863,299.815155,18.791119
1965-09-26,292.914856,303.626373,0.000000
1965-09-27,290.122925,306.564911,0.000000
1965-09-28,290.551422,306.253723,0.000000
1965-09-29,289.412537,304.253265,4.903172
1965-09-30,284.207245,297.782410,14.167023
1965-10-01,283.101624,295.241638,0.000000
1965-10-02,282.482391,296.544128,0.000000
1965-10-03,282.340637,299.897339,0.000000
1965-10-04,284.197144,302.114899,0.000000
1965-10-05,287.867462,302.016815,0.000000
1965-10-06,289.107483,300.881897,7.146183
1965-10-07,291.219147,296.665314,29.899683
1965-10-08,292.528625,300.839172,2.537584
1965-10-09,292.355530,301.977539,0.000000
1965-10-10,293.982544,303.405273,0.000000
1965-10-11,295.157837,303.219696,1.417429
1965-10-12,291.991272,301.233124,1.691100
1965-10-13,285.406128,297.612610,0.000000
1965-10-14,284.136017,293.225433,6.827304
1965-10-15,286.702881,294.921387,1.250022
1965-10-16,284.548981,294.667938,0.000000
1965-10-17,285.588898,296.295868,0.000000
1965-10-18,286.608063,296.280273,0.646192
1965-10-19,286.241455,294.613464,13.356058
1965-10-20,281.670532,291.220856,0.000000
1965-10-21,279.535919,293.599915,0.000000
1965-10-22,284.148956,293.029449,0.000000
1965-10-23,284.291565,296.368835,0.000000
1965-10-24,285.173584,296.149811,0.000000
1965-10-25,281.873108,295.821014,0.000000
1965-10-26,283.208527,297.475891,0.000000
1965-10-27,287.687500,298.215118,0.000000
1965-10-28,289.346252,300.052307,0.000000
1965-10-29,289.965637,301.122192,0.000000
1965-10-30,282.608521,298.043396,0.000000
1965-10-31,280.870270,298.590454,0.000000
1965-11-01,286.560699,302.070679,0.000000
1965-11-02,290.631622,301.472137,0.000000
1965-11-03,284.205322,299.565216,0.000000
1965-11-04,276.622864,284.984772,0.000000
1965-11-05,275.141327,280.582733,0.953262
1965-11-06,276.718719,280.664642,0.000000
1965-11-07,279.234528,290.705566,3.741622
1965-11-08,278.529968,293.266510,0.000000
1965-11-09,276.671539,290.625763,0.000000
1965-11-10,276.269073,292.819946,0.000000
1965-11-11,281.455811,294.950897,0.000000
1965-11-12,284.154419,295.351349,0.000000
1965-11-13,286.359283,294.830078,0.000000
1965-11-14,287.096405,296.711609,0.000000
1965-11-15,284.046051,299.361206,0.000000
1965-11-16,280.482361,300.987000,0.000000
1965-11-17,280.981964,299.522766,0.000000
1965-11-18,284.350922,299.159851,0.000000
1965-11-19,287.521515,299.693359,0.000000
1965-11-20,288.279785,300.254944,0.000000
1965-11-21,287.002075,300.719513,0.352171
1965-11-22,287.417419,299.058502,0.515733
1965-11-23,284.843201,293.324280,11.184548
1965-11-24,287.041779,295.708069,16.571762
1965-11-25,286.252319,295.609863,14.520459
1965-11-26,281.409973,294.228546,7.440466
1965-11-27,283.001556,295.885406,0.580525
1965-11-28,281.182678,293.500427,0.000000
1965-11-29,275.344147,294.447937,0.000000
1965-11-30,275.263580,296.032043,0.000000
1965-12-01,278.769623,294.826874,0.000000
1965-12-02,283.927795,294.268005,3.737997
1965-12-03,285.514740,295.524780,3.991510
1965-12-04,279.286072,291.201294,0.000000
1965-12-05,273.784637,286.812042,0.000000
1965-12-06,275.325226,286.621124,0.000000
1965-12-07,278.451385,285.012390,1.101956
1965-12-08,277.134125,285.377563,0.000000
1965-12-09,276.158966,283.651855,3.848578
1965-12-10,278.779877,288.072662,18.561218
1965-12-11,281.887878,293.159454,0.000000
1965-12-12,281.267792,293.870300,0.000000
1965-12-13,279.345367,294.679901,0.000000
1965-12-14,280.212158,294.652771,0.000000
1965-12-15,279.972687,292.319122,0.418057
1965-12-16,285.221649,294.202667,0.529500
1965-12-17,286.489380,293.804535,1.900296
1965-12-18,285.384796,295.422272,0.000000
1965-12-19,283.386292,296.938171,0.000000
1965-12-20,283.073029,296.741089,0.000000
1965-12-21,285.118103,293.961334,0.000000
1965-12-22,283.024139,291.070770,0.000000
1965-12-23,287.152618,296.310028,0.000000
1965-12-24,286.758331,295.282806,0.000000
1965-12-25,287.037292,297.561920,0.000000
1965-12-26,282.692047,297.935516,0.000000
1965-12-27,284.820648,296.220428,0.000000
1965-12-28,287.101410,298.111603,0.000000
1965-12-29,286.511444,293.688354,0.000000
1965-12-30,275.436066,287.237793,0.000000
1965-12-31,274.542450,291.357697,0.000000
1966-01-01,281.498840,295.188293,0.000000
1966-01-02,287.704590,298.818237,1.613191
1966-01-03,285.572845,295.512329,2.967653
1966-01-04,277.451752,288.108154,4.435153
1966-01-05,270.709442,280.406921,0.000000
1966-01-06,268.046906,285.963196,0.000000
1966-01-07,271.728271,288.580078,0.000000
1966-01-08,277.450897,289.381744,0.000000
1966-01-09,280.189240,291.154083,1.467541
1966-01-10,279.941223,292.387573,0.000000
1966-01-11,283.962280,293.354340,0.336502
1966-01-12,278.893127,293.904083,2.346113
1966-01-13,270.041168,288.030060,0.000000
1966-01-14,271.898010,286.358734,0.000000
1966-01-15,272.559235,288.909149,0.000000
1966-01-16,275.130310,291.078278,0.000000
1966-01-17,276.660187,292.065918,0.000000
1966-01-18,278.574860,292.918030,0.000000
1966-01-19,280.256653,290.726776,0.000000
1966-01-20,273.723785,290.064209,0.000000
1966-01-21,274.601654,291.329681,0.000000
1966-01-22,273.928802,292.328186,0.000000
1966-01-23,274.832916,295.031464,0.000000
1966-01-24,278.602173,297.429871,0.000000
1966-01-25,284.537323,298.449127,0.000000
1966-01-26,285.283203,297.447266,5.233508
1966-01-27,280.842010,291.090790,5.178043
1966-01-28,277.088837,287.739899,9.150728
1966-01-29,277.599274,286.990845,0.341821
1966-01-30,275.780670,285.047424,0.000000
1966-01-31,271.468475,282.759338,0.000000
1966-02-01,270.501617,284.163666,0.000000
1966-02-02,274.414337,286.269379,0.000000
1966-02-03,278.234558,288.735138,0.000000
1966-02-04,283.064575,290.307007,6.184317
1966-02-05,283.937134,292.065613,5.655085
1966-02-06,278.585724,289.699524,0.000000
1966-02-07,271.477325,286.159485,0.000000
1966-02-08,270.569183,286.997894,0.000000
1966-02-09,276.658783,287.266663,0.000000
1966-02-10,277.888672,287.127167,0.321454
1966-02-11,277.296692,290.064178,0.000000
1966-02-12,281.398499,290.498169,1.798664
1966-02-13,284.343689,291.793518,1.454922
1966-02-14,286.650543,295.192291,1.444171
1966-02-15,282.202393,295.988373,0.000000
1966-02-16,276.551178,292.368042,0.000000
1966-02-17,278.019775,290.736023,0.000000
1966-02-18,282.849060,293.308472,0.000000
1966-02-19,280.486725,290.419342,0.000000
1966-02-20,276.688416,288.121857,7.156352
1966-02-21,274.463074,288.252686,0.288277
1966-02-22,273.950043,293.179749,0.000000
1966-02-23,269.875885,292.249115,0.000000
1966-02-24,273.102356,286.850555,0.000000
1966-02-25,277.488037,289.041718,0.000000
1966-02-26,282.200195,292.579926,0.000000
1966-02-27,284.759796,295.864044,1.439293
1966-02-28,285.991058,295.878967,0.745122
1966-03-01,282.892426,300.634979,0.000000
1966-03-02,280.994659,300.670197,0.000000
1966-03-03,287.058899,298.738556,0.000000
1966-03-04,287.590332,296.913849,0.000000
1966-03-05,285.147522,298.498871,0.000000
1966-03-06,278.612061,301.942780,0.000000
1966-03-07,284.470367,302.314972,0.000000
1966-03-08,285.540192,296.889740,1.278730
1966-03-09,277.424469,289.804749,0.000000
1966-03-10,274.292572,293.730652,0.000000
1966-03-11,279.969238,298.340820,0.000000
1966-03-12,286.975159,298.797882,0.000000
1966-03-13,282.657196,296.610565,0.000000
1966-03-14,275.997803,297.577087,0.000000
1966-03-15,279.688538,296.997620,0.000000
1966-03-16,283.191895,299.784821,0.000000
1966-03-17,287.581360,298.322113,0.000000
1966-03-18,287.096100,294.840546,0.000000
1966-03-19,287.529266,298.709930,8.041438
1966-03-20,285.467560,298.241486,0.000000
1966-03-21,281.431671,289.664856,0.000000
1966-03-22,281.299500,292.633057,0.000000
1966-03-23,280.172363,296.668396,0.000000
1966-03-24,282.577240,300.116028,0.000000
1966-03-25,287.233093,302.138123,0.000000
1966-03-26,286.832550,303.610413,0.000000
1966-03-27,282.881470,303.701965,0.000000
1966-03-28,284.043793,304.276154,0.000000
1966-03-29,286.112274,303.398773,0.000000
1966-03-30,287.889343,304.865845,0.000000
1966-03-31,286.811096,303.941895,0.000000
1966-04-01,284.075745,296.945038,2.957878
1966-04-02,288.482269,301.254883,1.451345
1966-04-03,289.733887,301.204254,0.000000
1966-04-04,292.101257,301.497864,4.179445
1966-04-05,290.307007,299.835541,4.799446
1966-04-06,282.354645,294.571899,4.401251
1966-04-07,279.602966,289.087708,0.000000
