#Variables:
#tasmin_NorESM1-M_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_NorESM1-M_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K),pr_NorESM1-M_rcp85(mm)"
""
yyyy-mm-dd,tasmin_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K),pr_NorESM1-M_rcp85(mm)
2011-04-13,288.969543,303.353546,0.000000
2011-04-14,292.964600,301.104858,9.535281
2011-04-15,291.297791,302.367432,0.000000
2011-04-16,292.514679,298.030457,4.423118
2011-04-17,291.188263,292.569824,16.032429
2011-04-18,294.005066,301.707886,1.688633
2011-04-19,294.319824,300.839294,16.671047
2011-04-20,293.483307,298.406006,16.997917
2011-04-21,292.913483,296.356598,38.129761
2011-04-22,293.381927,298.142975,3.617216
2011-04-23,292.562836,300.302521,0.000000
2011-04-24,291.972931,302.261993,0.000000
2011-04-25,291.616333,302.651489,0.000000
2011-04-26,291.980835,301.630219,0.000000
2011-04-27,292.241394,298.085144,0.000000
2011-04-28,292.251984,298.527679,0.000000
2011-04-29,292.359619,300.107758,0.000000
2011-04-30,291.523743,293.463654,17.260984
2011-05-01,289.210785,292.341766,10.111275
2011-05-02,293.065125,297.855164,10.736970
2011-05-03,290.363953,296.499878,21.377739
2011-05-04,292.236206,296.438385,1.932552
2011-05-05,292.133728,296.598511,0.000000
2011-05-06,292.395050,300.001465,0.000000
2011-05-07,292.820923,304.437103,0.000000
2011-05-08,294.122467,306.026367,0.000000
2011-05-09,294.691345,305.063385,0.000000
2011-05-10,292.640869,299.204895,22.290541
2011-05-11,286.189362,294.959198,0.000000
2011-05-12,286.660248,297.865509,0.000000
2011-05-13,292.642273,302.708649,0.000000
2011-05-14,293.680725,303.564941,0.000000
2011-05-15,295.387756,304.780579,0.000000
2011-05-16,292.570068,305.849945,0.000000
2011-05-17,293.763031,303.212372,0.619539
2011-05-18,294.760101,303.099945,0.384971
2011-05-19,294.756195,306.833954,0.569212
2011-05-20,293.576294,306.153931,0.000000
2011-05-21,293.771149,304.907043,0.000000
2011-05-22,294.419861,302.774017,0.000000
2011-05-23,293.857880,305.166962,0.549138
2011-05-24,294.877991,308.294312,0.000000
2011-05-25,294.741486,307.259644,11.066465
2011-05-26,294.808899,303.762451,9.625545
2011-05-27,293.686371,302.418182,0.000000
2011-05-28,294.675018,306.592804,0.000000
2011-05-29,294.519897,308.746765,0.000000
2011-05-30,295.538544,309.387970,0.000000
2011-05-31,296.217316,309.998077,0.000000
2011-06-01,296.332916,310.377045,0.000000
2011-06-02,296.728027,310.238068,3.461505
2011-06-03,296.507080,310.214661,0.000000
2011-06-04,296.949402,309.357452,0.000000
2011-06-05,297.317474,310.046631,0.000000
2011-06-06,297.098389,309.537079,0.000000
2011-06-07,297.733978,308.593964,0.000000
2011-06-08,296.292999,308.057098,0.000000
2011-06-09,296.419342,307.511169,0.000000
2011-06-10,295.813934,306.251862,0.000000
2011-06-11,295.864807,306.595490,0.000000
2011-06-12,293.765198,307.342163,0.000000
2011-06-13,295.075073,309.235901,0.000000
2011-06-14,296.344757,308.126953,1.732215
2011-06-15,296.943359,302.719543,6.370000
2011-06-16,296.963959,302.874115,4.283790
2011-06-17,297.243561,305.538818,0.000000
2011-06-18,296.286194,308.058960,0.000000
2011-06-19,296.543182,309.765808,0.000000
2011-06-20,298.205109,313.582336,0.000000
2011-06-21,297.581696,314.756836,0.000000
2011-06-22,297.818085,316.619995,0.000000
2011-06-23,299.040436,317.328094,0.000000
2011-06-24,299.673981,314.789062,0.612756
2011-06-25,298.688141,313.122467,1.350180
2011-06-26,298.898346,312.780304,0.000000
2011-06-27,299.040070,311.811646,0.000000
2011-06-28,299.493866,312.682831,0.000000
2011-06-29,296.543091,312.634583,0.000000
2011-06-30,295.942474,310.457886,0.000000
2011-07-01,296.121368,308.424500,0.000000
2011-07-02,296.536957,308.087189,0.000000
2011-07-03,297.457977,308.767029,0.000000
2011-07-04,297.107666,308.706573,0.000000
2011-07-05,296.201447,308.933472,0.000000
2011-07-06,296.480652,309.367645,0.000000
2011-07-07,297.247528,311.019653,0.000000
2011-07-08,297.506744,312.129395,0.000000
2011-07-09,297.925659,311.386078,0.000000
2011-07-10,298.182465,312.039978,0.000000
2011-07-11,297.998444,312.736053,0.000000
2011-07-12,297.518799,311.165588,0.000000
2011-07-13,298.310272,310.639038,0.000000
2011-07-14,297.921295,310.152557,0.000000
2011-07-15,297.573578,309.240631,0.000000
2011-07-16,297.763885,308.797607,0.000000
2011-07-17,298.445526,310.904449,0.000000
2011-07-18,297.708862,310.916840,0.000000
2011-07-19,297.138458,310.257721,0.000000
2011-07-20,297.548279,310.184601,0.000000
2011-07-21,297.035583,309.787689,0.000000
2011-07-22,296.867523,309.328430,0.000000
2011-07-23,296.922150,308.741302,0.000000
2011-07-24,297.188934,311.132812,0.000000
2011-07-25,298.553162,313.906158,0.000000
2011-07-26,300.435028,315.272430,0.000000
2011-07-27,300.341339,314.797424,0.000000
2011-07-28,299.208405,313.275269,0.000000
2011-07-29,297.509796,311.633698,0.000000
2011-07-30,296.485901,310.148895,1.040539
2011-07-31,297.158325,310.454132,0.000000
2011-08-01,297.232208,312.252655,0.000000
2011-08-02,298.997681,313.732574,4.380865
2011-08-03,298.944244,313.110687,0.000000
2011-08-04,297.509735,310.566925,0.000000
2011-08-05,295.698639,308.910370,0.000000
2011-08-06,295.981567,308.369385,0.000000
2011-08-07,297.734222,309.594208,0.000000
2011-08-08,297.709167,309.024506,0.000000
2011-08-09,297.580505,309.086761,0.000000
2011-08-10,297.845337,311.226776,0.000000
2011-08-11,296.490448,311.868591,0.000000
2011-08-12,296.024048,311.329285,0.000000
2011-08-13,297.315399,308.983032,0.652958
2011-08-14,296.824890,308.872070,1.043054
2011-08-15,296.886993,311.794495,4.832519
2011-08-16,298.599487,311.793732,0.470240
2011-08-17,298.388824,309.884064,0.000000
2011-08-18,299.014740,308.346039,0.760470
2011-08-19,298.314392,308.672791,0.000000
2011-08-20,297.154694,310.691040,0.434465
2011-08-21,297.715454,312.472687,0.000000
2011-08-22,300.041748,312.722565,0.000000
2011-08-23,300.537689,311.882050,0.000000
2011-08-24,298.530121,309.801544,0.476859
2011-08-25,297.315155,309.689423,0.000000
2011-08-26,297.923096,309.504944,0.000000
2011-08-27,298.469452,309.417847,0.738079
2011-08-28,298.690216,309.001953,0.776084
2011-08-29,299.097504,308.310669,0.000000
2011-08-30,298.900391,309.391479,0.000000
2011-08-31,299.145569,309.436981,0.000000
2011-09-01,298.432556,309.691406,0.000000
2011-09-02,297.575104,308.610321,0.000000
2011-09-03,296.780182,306.326050,7.053146
2011-09-04,296.690186,305.052246,3.330553
2011-09-05,295.855621,305.556335,0.000000
2011-09-06,295.541229,306.593018,0.000000
2011-09-07,296.478943,307.080933,0.301480
2011-09-08,296.849976,307.678650,0.000000
2011-09-09,297.581879,308.312683,0.000000
2011-09-10,297.731598,308.298004,8.117670
2011-09-11,295.820007,302.856812,29.246567
2011-09-12,291.509735,299.707764,0.000000
2011-09-13,290.316895,305.985046,0.000000
2011-09-14,294.361267,308.987732,0.000000
2011-09-15,294.602234,311.924011,13.912152
2011-09-16,287.083344,298.290039,0.000000
2011-09-17,287.417603,302.676056,0.000000
2011-09-18,288.041962,303.160095,0.000000
2011-09-19,293.312775,301.903076,0.000000
2011-09-20,296.066376,304.589783,8.384403
2011-09-21,296.140350,305.405792,1.136792
2011-09-22,296.006073,304.846649,2.153061
2011-09-23,296.305908,305.428589,0.000000
2011-09-24,296.358917,304.823334,0.000000
2011-09-25,296.448120,305.230316,2.111956
2011-09-26,296.701660,304.570557,1.634943
2011-09-27,296.106476,305.449158,7.608518
2011-09-28,296.034729,305.164825,1.169387
2011-09-29,295.666687,305.039368,0.000000
2011-09-30,294.024780,305.177979,0.000000
2011-10-01,294.120117,305.065186,0.000000
2011-10-02,292.971100,303.356598,0.537453
2011-10-03,288.595154,301.789551,0.000000
2011-10-04,286.873596,302.440186,0.000000
2011-10-05,285.734467,299.587982,0.000000
2011-10-06,284.296600,301.003845,0.000000
2011-10-07,287.301514,302.695374,0.000000
2011-10-08,286.734558,301.462585,1.961446
2011-10-09,288.775146,301.271149,0.406566
2011-10-10,286.364044,297.439514,0.000000
2011-10-11,285.338776,299.829102,0.000000
2011-10-12,287.018860,300.142548,0.000000
2011-10-13,290.857605,303.195343,0.000000
2011-10-14,290.698792,303.130157,0.000000
2011-10-15,288.401001,302.999542,0.000000
2011-10-16,290.109894,300.921844,0.535081
2011-10-17,289.220245,296.169617,16.417160
2011-10-18,292.121307,297.548615,25.565310
2011-10-19,289.461212,295.544800,31.553724
2011-10-20,290.769226,299.217072,4.892276
2011-10-21,288.990082,300.603638,0.000000
2011-10-22,289.758270,295.727936,0.000000
2011-10-23,288.071350,295.457306,0.000000
2011-10-24,284.414825,294.454376,0.423887
2011-10-25,284.898499,297.188599,0.000000
2011-10-26,282.656921,299.298615,0.000000
2011-10-27,284.856110,298.641113,0.000000
2011-10-28,288.520935,299.902100,0.000000
2011-10-29,287.678314,300.313171,0.000000
2011-10-30,285.270935,300.385681,0.000000
2011-10-31,284.404938,300.407684,0.000000
2011-11-01,283.546600,299.876801,0.000000
2011-11-02,284.267883,298.722473,0.000000
2011-11-03,282.908569,299.384399,0.000000
2011-11-04,287.789520,293.720581,0.000000
2011-11-05,284.362274,297.885956,0.000000
2011-11-06,283.807678,300.014709,0.000000
2011-11-07,282.805481,298.721252,0.000000
2011-11-08,284.949463,297.452728,0.000000
2011-11-09,283.781097,298.216644,0.000000
2011-11-10,282.560577,297.616974,0.000000
2011-11-11,281.928192,295.156006,0.000000
2011-11-12,280.282440,298.551483,0.000000
2011-11-13,281.326141,299.962738,0.000000
2011-11-14,283.925842,299.965576,0.000000
2011-11-15,280.375061,295.207825,0.401604
2011-11-16,277.966675,298.067841,0.000000
2011-11-17,285.719391,296.323547,0.350354
2011-11-18,290.504578,301.174286,1.174678
2011-11-19,289.489014,298.485718,0.734394
2011-11-20,288.091217,299.818359,0.000000
2011-11-21,289.989777,300.572784,0.000000
2011-11-22,276.033691,296.166870,0.000000
2011-11-23,272.994995,290.654633,0.000000
2011-11-24,277.031616,296.873535,0.000000
2011-11-25,282.620972,296.862152,0.000000
2011-11-26,281.758392,291.476654,0.000000
2011-11-27,271.789734,287.067413,0.574273
2011-11-28,275.740753,295.282654,0.000000
2011-11-29,283.377808,299.467407,0.000000
2011-11-30,286.577759,299.999298,0.000000
2011-12-01,287.544769,300.201996,0.000000
2011-12-02,278.230927,299.516937,0.000000
2011-12-03,279.813690,301.034485,0.000000
2011-12-04,280.558167,300.203400,0.000000
2011-12-05,280.584351,300.180664,0.000000
2011-12-06,282.296295,299.682678,0.000000
2011-12-07,281.853210,299.121399,0.000000
2011-12-08,276.593414,291.186096,0.000000
2011-12-09,274.066620,295.744232,0.000000
2011-12-10,283.293060,300.608002,0.362397
2011-12-11,284.736511,301.606110,0.000000
2011-12-12,284.135010,300.075073,0.000000
2011-12-13,285.349213,300.059906,0.000000
2011-12-14,286.081024,299.587921,0.000000
2011-12-15,286.106659,301.336609,0.000000
2011-12-16,286.950806,297.141205,0.000000
2011-12-17,281.284851,297.368317,0.000000
2011-12-18,288.288147,299.464386,0.000000
2011-12-19,274.264374,292.298431,0.000000
2011-12-20,276.845032,297.128815,0.000000
2011-12-21,280.753143,299.550049,0.000000
2011-12-22,284.558411,298.653870,0.000000
2011-12-23,287.373138,300.611755,0.000000
2011-12-24,279.842834,294.191803,1.206885
2011-12-25,275.917511,281.573120,0.000000
2011-12-26,277.410828,292.614044,0.000000
2011-12-27,283.990387,292.565430,0.000000
2011-12-28,272.327423,287.739990,0.000000
2011-12-29,275.602905,284.316345,0.000000
2011-12-30,280.838867,287.951233,0.000000
2011-12-31,285.286377,296.517792,0.591436
2012-01-01,276.889954,292.890930,0.000000
2012-01-02,269.814484,285.574829,0.000000
2012-01-03,276.356750,295.652435,0.000000
2012-01-04,283.813293,299.163361,0.000000
2012-01-05,278.495117,292.702423,2.363810
2012-01-06,272.510773,291.656982,0.000000
2012-01-07,275.917572,294.175690,0.000000
2012-01-08,279.708679,295.547485,0.000000
2012-01-09,283.803192,297.428864,0.000000
2012-01-10,284.882111,298.279297,0.000000
2012-01-11,283.205383,298.306213,0.000000
2012-01-12,278.369965,295.464203,0.000000
2012-01-13,279.527161,298.673584,0.000000
2012-01-14,280.145721,299.734253,0.000000
2012-01-15,280.702911,298.583832,0.000000
2012-01-16,279.286896,296.739624,0.000000
2012-01-17,279.451996,297.694550,0.000000
2012-01-18,279.445160,297.194489,0.000000
2012-01-19,282.242950,293.420837,0.000000
2012-01-20,282.580292,297.288177,0.000000
2012-01-21,281.329712,297.065247,0.000000
2012-01-22,283.208710,293.568726,9.160720
2012-01-23,284.549591,292.020660,11.779590
2012-01-24,278.353180,293.042664,0.000000
2012-01-25,276.856445,293.295471,0.000000
2012-01-26,276.752472,294.322449,0.000000
2012-01-27,276.771820,295.315216,0.000000
2012-01-28,277.239441,295.931061,0.000000
2012-01-29,277.206390,295.355377,0.000000
2012-01-30,278.091522,295.510406,0.000000
2012-01-31,276.965027,293.047638,0.000000
2012-02-01,275.198822,293.305237,0.000000
2012-02-02,278.533386,297.497711,0.000000
2012-02-03,278.151917,287.833344,0.000000
2012-02-04,269.774658,280.926453,0.000000
2012-02-05,273.115997,280.545868,0.000000
2012-02-06,275.327545,291.353455,0.000000
2012-02-07,277.531036,292.980743,0.000000
2012-02-08,278.069244,294.932098,0.000000
2012-02-09,278.498260,295.384399,0.000000
2012-02-10,283.144287,290.676575,0.000000
2012-02-11,281.208282,295.468719,0.000000
2012-02-12,283.588470,300.381165,0.000000
2012-02-13,283.622406,303.190430,0.000000
2012-02-14,284.097168,300.914337,0.000000
2012-02-15,283.514008,303.053467,0.000000
2012-02-16,283.521790,306.312775,0.000000
2012-02-17,283.650421,306.264648,0.000000
2012-02-18,283.914215,304.304230,0.000000
2012-02-19,283.608368,303.526886,0.000000
2012-02-20,282.786774,299.829590,0.000000
2012-02-21,284.945435,299.867279,0.000000
2012-02-22,283.561768,303.406555,0.000000
2012-02-23,284.112366,296.619537,0.000000
2012-02-24,269.977753,287.261597,0.000000
2012-02-25,269.729370,293.613098,0.000000
2012-02-26,277.339996,301.176300,0.000000
2012-02-27,280.847900,304.740906,0.000000
2012-02-28,280.648529,301.219055,0.000000
2012-02-29,280.773376,299.760193,0.000000
2012-03-01,280.898193,298.301300,0.000000
2012-03-02,276.719696,291.369629,0.000000
2012-03-03,272.710876,293.870392,0.000000
2012-03-04,277.197693,297.381012,0.000000
2012-03-05,280.892700,298.945862,0.000000
2012-03-06,284.541016,298.276550,0.000000
2012-03-07,285.826813,301.773163,0.000000
2012-03-08,283.662415,303.888519,0.290611
2012-03-09,284.373779,303.437317,0.000000
2012-03-10,285.478424,303.647461,0.000000
2012-03-11,287.746796,298.563568,1.434666
2012-03-12,290.236603,301.111664,3.509557
2012-03-13,289.713959,296.353912,11.091765
2012-03-14,288.039307,295.240570,3.667372
2012-03-15,289.326019,296.162292,3.848765
2012-03-16,287.263245,298.441772,0.000000
2012-03-17,286.554657,297.645233,0.000000
2012-03-18,287.312195,298.294830,0.000000
2012-03-19,286.939453,302.043182,0.000000
2012-03-20,288.166321,305.894409,0.000000
2012-03-21,289.282806,306.919739,0.000000
2012-03-22,290.915222,303.067841,0.543710
2012-03-23,286.352722,299.094025,0.000000
2012-03-24,281.966400,301.589264,0.000000
2012-03-25,289.817841,307.458099,0.000000
2012-03-26,286.128937,306.348969,0.000000
2012-03-27,285.168945,307.201324,0.000000
2012-03-28,286.389221,307.438477,0.000000
2012-03-29,289.889038,307.081787,0.000000
2012-03-30,288.480408,305.286530,0.000000
2012-03-31,287.380859,307.446350,0.000000
2012-04-01,290.064880,312.301361,0.000000
2012-04-02,294.242310,312.251495,0.000000
2012-04-03,291.746918,311.639069,0.000000
2012-04-04,290.457642,311.165039,0.281230
2012-04-05,289.056824,313.024780,0.000000
2012-04-06,290.839996,308.994598,0.389051
2012-04-07,291.074554,309.164368,3.533785
2012-04-08,287.874054,305.882263,0.366554
2012-04-09,285.415680,307.357880,0.000000
2012-04-10,285.934814,304.252319,0.000000
2012-04-11,285.481140,305.379272,0.000000
2012-04-12,288.071228,308.699890,0.000000
2012-04-13,292.435577,307.560059,0.000000
2012-04-14,292.691620,307.470581,3.182235
2012-04-15,292.478088,308.178802,6.313956
2012-04-16,290.672028,306.987701,9.953987
2012-04-17,292.124786,300.466187,24.719763
2012-04-18,292.444061,301.506683,15.317521
2012-04-19,292.394043,305.168549,2.486066
2012-04-20,289.994781,301.945862,0.293544
2012-04-21,285.298706,304.911438,0.000000
2012-04-22,289.002991,306.727203,0.000000
2012-04-23,291.961487,302.899323,0.000000
2012-04-24,290.992126,302.268402,0.000000
2012-04-25,291.133728,303.589844,0.000000
2012-04-26,292.046753,304.737640,0.000000
2012-04-27,292.636749,305.228943,0.000000
2012-04-28,292.442383,305.047699,0.000000
2012-04-29,292.730652,305.118500,0.000000
2012-04-30,291.617706,304.103973,1.650208
2012-05-01,290.657532,302.290497,0.000000
2012-05-02,289.975983,303.693726,0.000000
2012-05-03,291.246887,304.563507,0.000000
2012-05-04,292.911774,307.546875,0.000000
2012-05-05,293.854065,306.837585,0.575490
2012-05-06,295.967590,302.829620,19.522793
2012-05-07,294.321411,305.437286,29.950527
2012-05-08,294.421265,306.702454,4.526579
2012-05-09,292.713959,304.634277,15.158607
2012-05-10,292.523621,300.556824,5.206858
2012-05-11,287.719391,301.118042,0.000000
2012-05-12,287.596710,302.925598,0.000000
2012-05-13,292.471313,303.417297,0.000000
2012-05-14,294.011841,304.318695,6.519612
2012-05-15,293.545654,305.947571,34.073322
2012-05-16,293.492096,301.476776,12.344794
2012-05-17,293.191711,304.617950,1.513730
2012-05-18,293.201416,305.425079,0.000000
2012-05-19,295.126007,306.066803,0.903331
2012-05-20,295.732239,306.941650,0.000000
2012-05-21,295.369202,307.946442,0.000000
2012-05-22,295.173676,307.140717,0.000000
2012-05-23,295.388245,306.507080,0.000000
2012-05-24,295.849152,306.022339,0.000000
2012-05-25,294.465210,306.347931,0.000000
2012-05-26,295.112793,306.955170,0.000000
2012-05-27,295.409607,306.738861,0.000000
2012-05-28,295.367737,307.584625,0.000000
2012-05-29,294.879211,308.956512,0.000000
2012-05-30,294.081451,308.980804,0.000000
2012-05-31,293.357269,309.938934,0.000000
2012-06-01,293.996735,310.477173,0.000000
2012-06-02,296.469604,311.097107,0.000000
2012-06-03,296.962006,312.178925,0.000000
2012-06-04,296.884735,313.370483,0.000000
2012-06-05,296.919098,314.401184,0.000000
2012-06-06,297.529236,314.886475,0.000000
2012-06-07,298.149414,314.542480,0.000000
2012-06-08,297.767975,314.424713,0.000000
2012-06-09,296.375183,313.115356,0.000000
2012-06-10,295.069763,311.891479,0.000000
2012-06-11,294.397339,312.100800,0.000000
2012-06-12,295.505127,311.838959,0.000000
2012-06-13,297.434479,314.776245,0.000000
2012-06-14,298.655426,313.508362,2.535717
2012-06-15,295.655273,303.373718,23.238550
2012-06-16,296.278137,303.475067,2.992318
2012-06-17,295.455994,305.596863,0.000000
2012-06-18,296.258789,306.901642,1.675486
2012-06-19,296.984833,306.879608,28.722584
2012-06-20,296.504486,309.017242,3.576801
2012-06-21,297.409760,307.837250,2.143715
2012-06-22,297.383026,306.500702,5.305754
2012-06-23,296.964905,306.624695,1.259245
2012-06-24,296.502594,309.319458,0.000000
2012-06-25,297.331848,310.981445,0.000000
2012-06-26,299.787781,314.658356,4.082871
2012-06-27,297.946869,312.106964,31.713928
2012-06-28,294.938080,302.640747,11.742954
2012-06-29,295.813965,305.003601,4.708447
2012-06-30,296.290894,301.919952,25.924749
2012-07-01,294.989044,302.309937,18.685732
2012-07-02,294.867157,303.349854,28.768192
2012-07-03,296.646973,305.569489,1.135427
2012-07-04,296.911285,307.680511,0.000000
2012-07-05,296.541229,309.032166,0.000000
2012-07-06,296.350403,308.899902,0.000000
2012-07-07,296.842773,309.006897,0.000000
2012-07-08,296.946045,310.535919,0.000000
2012-07-09,296.675476,311.571899,0.000000
2012-07-10,296.103485,310.599426,0.000000
2012-07-11,296.060089,308.767944,0.000000
2012-07-12,296.295166,308.413025,0.000000
2012-07-13,296.315063,309.629089,0.000000
2012-07-14,297.944702,312.278931,0.305581
2012-07-15,300.459839,314.145203,0.000000
2012-07-16,300.012390,313.447418,0.000000
2012-07-17,299.086121,311.863800,0.000000
2012-07-18,297.929688,310.489624,0.000000
2012-07-19,297.666534,308.981171,4.338908
2012-07-20,297.261139,307.658051,1.864339
2012-07-21,297.310455,308.500366,0.000000
2012-07-22,297.549133,310.606232,0.000000
2012-07-23,298.318268,311.073822,0.810627
2012-07-24,297.938660,309.405426,2.368365
2012-07-25,297.094482,308.575714,0.000000
2012-07-26,297.237823,308.756287,0.000000
2012-07-27,297.926575,309.077087,0.280073
2012-07-28,298.460876,310.213074,0.000000
2012-07-29,298.945129,309.575317,0.797462
2012-07-30,298.540222,309.880280,4.654963
2012-07-31,297.058655,307.420319,0.000000
2012-08-01,295.836334,307.189941,0.000000
2012-08-02,295.503998,308.297791,0.000000
2012-08-03,294.920471,307.769867,0.000000
2012-08-04,295.299500,307.383667,0.469444
2012-08-05,295.693604,307.481293,0.319653
2012-08-06,296.200165,308.534912,0.000000
2012-08-07,297.322144,311.472687,0.000000
2012-08-08,297.680267,312.321289,0.000000
2012-08-09,298.173889,312.597992,0.000000
2012-08-10,298.466522,313.413025,0.000000
2012-08-11,297.774567,312.795441,0.000000
2012-08-12,296.220032,311.208710,0.000000
2012-08-13,295.498383,310.986969,0.000000
2012-08-14,295.364746,312.020935,0.000000
2012-08-15,295.980591,311.634430,0.000000
2012-08-16,296.192902,310.530823,0.000000
2012-08-17,297.155151,308.283356,1.024600
2012-08-18,296.489563,305.519226,13.101803
2012-08-19,295.995178,304.535950,9.531254
2012-08-20,293.489960,305.322632,1.013417
2012-08-21,292.278839,305.967651,0.000000
2012-08-22,293.977783,307.924438,0.333487
2012-08-23,295.661163,308.734558,0.000000
2012-08-24,296.612640,307.107178,0.000000
2012-08-25,296.243622,307.880249,0.000000
2012-08-26,295.351837,307.659454,0.551007
2012-08-27,293.540192,306.397003,0.771713
2012-08-28,296.443237,305.396118,0.000000
2012-08-29,295.944214,303.219696,3.185710
2012-08-30,295.711914,303.049713,0.000000
2012-08-31,294.761536,305.032837,0.000000
2012-09-01,294.557648,307.663116,0.000000
2012-09-02,295.432068,309.076935,0.000000
2012-09-03,295.898163,308.852142,0.000000
2012-09-04,296.259949,308.625519,0.000000
2012-09-05,294.976105,306.409332,8.401970
2012-09-06,297.317657,305.412933,21.007887
2012-09-07,295.146667,303.464233,12.083105
2012-09-08,294.905334,303.952515,0.000000
2012-09-09,293.685059,303.840271,1.293572
2012-09-10,293.516541,304.272949,5.739548
2012-09-11,294.215698,302.606659,7.750335
2012-09-12,292.792725,298.709656,39.144043
2012-09-13,295.586731,303.321167,3.732407
2012-09-14,294.176208,304.103149,0.000000
2012-09-15,294.426727,305.291382,0.000000
2012-09-16,293.382233,306.106293,0.000000
2012-09-17,294.046936,307.378235,0.000000
2012-09-18,294.206268,308.536285,0.000000
2012-09-19,294.628357,309.128479,0.000000
2012-09-20,293.889221,307.559479,0.000000
2012-09-21,293.389587,307.852631,0.000000
2012-09-22,294.387848,308.229523,0.000000
2012-09-23,296.191193,307.452332,0.000000
2012-09-24,294.755157,306.528503,0.000000
2012-09-25,294.152802,306.197876,0.000000
2012-09-26,293.850159,305.283356,0.280827
2012-09-27,294.607269,304.330994,2.226830
2012-09-28,292.661194,303.163910,1.389188
2012-09-29,288.598969,300.531860,0.000000
2012-09-30,285.904022,301.423889,0.000000
2012-10-01,287.027771,303.263824,0.000000
2012-10-02,287.971222,304.202423,0.000000
2012-10-03,288.143494,304.732147,0.000000
2012-10-04,289.397705,305.797638,0.000000
2012-10-05,289.020844,304.679016,0.000000
2012-10-06,287.142151,306.202637,0.000000
2012-10-07,289.916870,307.477539,0.000000
2012-10-08,290.203064,307.492157,0.000000
2012-10-09,289.851868,307.879791,0.000000
2012-10-10,291.395538,308.281952,0.000000
2012-10-11,292.684814,307.217407,0.000000
2012-10-12,291.520844,305.491882,0.000000
2012-10-13,294.706879,305.043182,0.299504
2012-10-14,292.666412,307.331390,3.446977
2012-10-15,292.081238,305.981934,0.352182
2012-10-16,292.600647,301.806061,0.000000
2012-10-17,290.137238,301.304962,0.000000
2012-10-18,288.494202,302.582794,0.000000
2012-10-19,287.746552,302.541626,0.000000
2012-10-20,285.854828,303.353668,0.000000
2012-10-21,285.534180,302.887085,0.000000
2012-10-22,284.303589,301.626312,0.000000
2012-10-23,283.915771,302.407288,0.000000
2012-10-24,284.381561,302.497162,0.000000
2012-10-25,287.958832,302.573914,0.000000
2012-10-26,286.308350,303.194641,0.000000
2012-10-27,285.655426,301.806946,0.000000
2012-10-28,288.466858,296.790375,0.000000
2012-10-29,282.578125,293.712891,0.000000
2012-10-30,280.562073,295.748291,0.000000
2012-10-31,284.885040,291.378845,0.000000
2012-11-01,285.845215,298.883392,0.000000
2012-11-02,288.489380,297.088745,1.144780
2012-11-03,289.500336,297.411835,0.363555
2012-11-04,287.131409,298.876556,0.000000
2012-11-05,286.406219,302.949677,0.000000
2012-11-06,285.921326,302.568665,0.000000
2012-11-07,287.589386,302.835938,0.000000
2012-11-08,287.873260,299.159546,0.000000
2012-11-09,284.301117,299.721191,0.000000
2012-11-10,282.987518,301.966888,0.000000
2012-11-11,284.753357,296.746185,0.000000
2012-11-12,279.637177,298.281006,0.000000
2012-11-13,281.232513,299.190063,0.000000
2012-11-14,284.937408,302.373718,0.000000
2012-11-15,284.939545,300.729553,0.000000
2012-11-16,283.097076,301.140808,0.000000
2012-11-17,286.345856,303.243561,0.000000
2012-11-18,286.177185,300.143127,0.000000
2012-11-19,282.224426,299.905243,0.000000
2012-11-20,285.191345,301.083557,0.000000
2012-11-21,284.630219,301.324036,0.000000
2012-11-22,285.934113,303.109833,0.000000
2012-11-23,286.419983,300.687469,0.000000
2012-11-24,286.404877,303.650513,0.000000
2012-11-25,282.036377,297.823059,0.000000
2012-11-26,275.906525,289.448730,0.000000
2012-11-27,276.021301,291.329651,0.000000
2012-11-28,276.383484,298.526978,0.000000
2012-11-29,281.629181,302.212494,0.000000
2012-11-30,277.899445,293.678680,0.000000
2012-12-01,271.854523,291.825012,0.000000
2012-12-02,277.513611,300.051147,0.000000
2012-12-03,279.783234,300.515411,0.000000
2012-12-04,282.503326,301.862335,0.000000
2012-12-05,283.634705,301.921600,0.000000
2012-12-06,285.477112,302.478302,0.000000
2012-12-07,287.044312,301.757355,0.000000
2012-12-08,288.556183,299.066193,0.000000
2012-12-09,286.405212,299.406281,0.000000
2012-12-10,283.361145,300.277039,0.000000
2012-12-11,285.881927,301.122345,0.000000
2012-12-12,282.787567,300.091919,0.000000
2012-12-13,283.526215,300.109009,0.000000
2012-12-14,279.532867,293.456360,0.000000
2012-12-15,278.325714,297.436829,0.000000
