#Variables:
#tasmin_NorESM1-M_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_NorESM1-M_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_NorESM1-M_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_NorESM1-M_historical(K),tasmax_NorESM1-M_historical(K),pr_NorESM1-M_historical(mm)"
""
yyyy-mm-dd,tasmin_NorESM1-M_historical(K),tasmax_NorESM1-M_historical(K),pr_NorESM1-M_historical(mm)
1967-05-08,291.178589,297.395508,14.104210
1967-05-09,290.338867,301.712646,0.000000
1967-05-10,291.942230,302.577881,0.000000
1967-05-11,294.419067,302.716644,0.000000
1967-05-12,294.803009,301.207153,0.000000
1967-05-13,294.906403,300.990631,17.413486
1967-05-14,292.529938,301.651978,6.224681
1967-05-15,290.660034,301.762115,0.000000
1967-05-16,289.460419,301.367859,0.000000
1967-05-17,291.743439,299.851898,0.000000
1967-05-18,292.949707,301.160339,0.000000
1967-05-19,294.008911,302.556152,3.876573
1967-05-20,294.060333,301.901459,6.332274
1967-05-21,296.078735,302.725586,3.261883
1967-05-22,294.903961,299.419250,0.880350
1967-05-23,293.839539,300.661194,1.029945
1967-05-24,294.225006,299.693481,9.181649
1967-05-25,293.767609,302.777222,0.000000
1967-05-26,295.200378,303.279358,0.460896
1967-05-27,294.999054,303.492584,0.000000
1967-05-28,294.616486,304.922760,2.884057
1967-05-29,294.905334,304.753998,0.000000
1967-05-30,293.561676,305.664795,0.000000
1967-05-31,294.419952,306.824036,0.000000
1967-06-01,295.168884,305.548218,0.000000
1967-06-02,295.791534,305.640991,0.000000
1967-06-03,295.372253,306.208588,0.000000
1967-06-04,295.553528,306.532135,0.000000
1967-06-05,295.474152,308.616180,0.000000
1967-06-06,295.823395,310.706268,0.000000
1967-06-07,295.497711,311.203949,0.000000
1967-06-08,295.474457,310.163361,0.000000
1967-06-09,295.526978,309.844604,0.000000
1967-06-10,295.942993,310.119232,0.288853
1967-06-11,296.353577,309.057312,0.000000
1967-06-12,297.407990,308.907074,0.000000
1967-06-13,297.316864,309.826843,2.599968
1967-06-14,297.249115,309.022949,3.910230
1967-06-15,296.847687,308.056854,0.896048
1967-06-16,296.348083,309.518188,0.000000
1967-06-17,297.866333,311.501343,0.000000
1967-06-18,297.946228,312.013763,0.292128
1967-06-19,297.521088,311.374847,0.000000
1967-06-20,298.003998,311.215546,0.000000
1967-06-21,297.478058,312.071533,0.000000
1967-06-22,297.409851,311.344299,0.697320
1967-06-23,298.365417,311.408447,0.000000
1967-06-24,298.031982,310.622864,0.000000
1967-06-25,298.342468,310.597229,0.000000
1967-06-26,298.671448,309.618530,0.000000
1967-06-27,297.116119,310.598511,0.000000
1967-06-28,299.357727,312.066284,0.000000
1967-06-29,300.253937,310.963440,0.000000
1967-06-30,297.815521,309.201050,0.000000
1967-07-01,296.924347,308.991180,0.000000
1967-07-02,295.940918,309.160645,0.000000
1967-07-03,296.875183,309.403564,0.000000
1967-07-04,296.905212,308.440491,0.000000
1967-07-05,296.298309,307.505402,0.000000
1967-07-06,296.412689,308.064026,0.000000
1967-07-07,296.685669,307.869568,0.000000
1967-07-08,296.863556,307.582764,0.000000
1967-07-09,296.949280,307.131226,0.000000
1967-07-10,297.203278,307.892700,0.000000
1967-07-11,296.422699,307.981445,0.000000
1967-07-12,296.574799,306.718628,0.000000
1967-07-13,296.751923,307.583832,0.000000
1967-07-14,296.979706,309.408112,0.000000
1967-07-15,297.509247,309.830078,0.000000
1967-07-16,296.774811,308.260864,0.000000
1967-07-17,296.627777,307.896271,0.000000
1967-07-18,296.572754,309.059082,0.000000
1967-07-19,297.940369,311.349548,0.000000
1967-07-20,298.560059,311.118683,0.309251
1967-07-21,299.925781,309.957520,0.000000
1967-07-22,297.369965,309.070862,0.000000
1967-07-23,297.160675,311.157898,0.000000
1967-07-24,297.055359,312.754303,0.000000
1967-07-25,297.629120,312.312836,0.000000
1967-07-26,296.762329,310.321381,0.000000
1967-07-27,296.496643,308.570831,0.000000
1967-07-28,297.135406,308.087311,0.000000
1967-07-29,297.343719,308.028717,0.000000
1967-07-30,296.248230,309.226318,0.000000
1967-07-31,296.825165,310.381989,0.000000
1967-08-01,297.348297,310.921204,0.000000
1967-08-02,296.035767,310.734802,0.000000
1967-08-03,296.122314,311.000336,6.080630
1967-08-04,298.201324,309.502655,0.952818
1967-08-05,297.342316,308.941040,0.000000
1967-08-06,298.034576,309.203339,0.000000
1967-08-07,297.704529,308.705963,0.572650
1967-08-08,299.042084,309.836121,0.000000
1967-08-09,298.826172,309.799866,0.000000
1967-08-10,297.269135,310.223480,0.000000
1967-08-11,296.405975,310.243011,0.362568
1967-08-12,296.388580,310.807648,0.000000
1967-08-13,296.117767,308.854248,0.000000
1967-08-14,299.029816,306.335724,0.401042
1967-08-15,297.077545,305.645081,2.089038
1967-08-16,297.101044,306.695068,3.396585
1967-08-17,298.603363,306.865143,1.837850
1967-08-18,297.774658,306.428070,0.600567
1967-08-19,298.803284,305.476288,0.452038
1967-08-20,297.040466,304.508820,0.000000
1967-08-21,294.987366,304.681763,0.698152
1967-08-22,295.385406,304.355133,2.847291
1967-08-23,296.102264,307.472198,1.691017
1967-08-24,298.424591,311.001312,0.000000
1967-08-25,299.292664,310.945007,0.000000
1967-08-26,298.604767,310.089966,0.443189
1967-08-27,298.344208,309.060669,1.921968
1967-08-28,299.953522,308.007568,0.000000
1967-08-29,300.416779,307.556763,0.000000
1967-08-30,299.015350,306.884979,0.325423
1967-08-31,298.675720,305.660797,0.290973
1967-09-01,298.313721,306.283081,1.333106
1967-09-02,297.449615,305.795197,0.000000
1967-09-03,296.387817,306.859009,0.000000
1967-09-04,296.272461,305.590454,0.000000
1967-09-05,295.708832,304.767303,0.964919
1967-09-06,296.294739,305.497528,0.000000
1967-09-07,296.580475,306.674530,0.000000
1967-09-08,295.714142,307.232758,0.000000
1967-09-09,296.162750,308.568329,0.000000
1967-09-10,297.540985,307.035034,2.059676
1967-09-11,292.469635,299.002655,55.544308
1967-09-12,294.123657,300.795929,14.227350
1967-09-13,292.802338,304.249359,0.000000
1967-09-14,291.321320,305.824554,2.137005
1967-09-15,292.087250,305.903320,0.290353
1967-09-16,293.294434,304.891083,0.402510
1967-09-17,294.119781,303.466980,0.000000
1967-09-18,294.370270,304.501556,0.000000
1967-09-19,294.764587,305.209259,2.168794
1967-09-20,294.750244,305.737366,0.000000
1967-09-21,295.182068,306.694366,0.000000
1967-09-22,290.072052,304.867188,0.000000
1967-09-23,285.477875,295.855682,0.000000
1967-09-24,286.178741,300.618561,0.000000
1967-09-25,290.219238,301.152588,0.000000
1967-09-26,291.097473,299.185486,0.000000
1967-09-27,287.634918,299.915588,0.000000
1967-09-28,290.551422,302.901855,0.000000
1967-09-29,288.754272,301.676941,0.000000
1967-09-30,286.755829,302.625824,0.000000
1967-10-01,287.887604,302.046356,0.000000
1967-10-02,287.930542,304.166260,0.000000
1967-10-03,289.402100,305.778656,0.000000
1967-10-04,290.799622,304.670197,0.000000
1967-10-05,292.817657,302.912781,0.729297
1967-10-06,288.692871,297.931366,31.841364
1967-10-07,291.170013,297.056396,20.285631
1967-10-08,292.789703,301.238403,13.873300
1967-10-09,291.938019,299.968597,1.058303
1967-10-10,290.412140,301.515686,0.000000
1967-10-11,289.344513,302.339325,0.000000
1967-10-12,289.325836,302.863556,0.000000
1967-10-13,290.723816,304.535614,0.000000
1967-10-14,289.930878,304.793396,0.000000
1967-10-15,291.378906,304.662842,0.000000
1967-10-16,285.926270,301.447815,0.000000
1967-10-17,282.111420,301.999847,0.000000
1967-10-18,284.937225,303.217804,0.000000
1967-10-19,285.936523,298.067688,0.000000
1967-10-20,283.000519,302.462128,0.000000
1967-10-21,284.820404,304.686493,0.000000
1967-10-22,287.108734,304.361176,0.000000
1967-10-23,289.791443,299.136353,0.000000
1967-10-24,285.471283,297.087189,0.593217
1967-10-25,281.410034,295.501678,0.000000
1967-10-26,280.921967,296.706909,0.000000
1967-10-27,281.458710,296.099213,0.000000
1967-10-28,283.573578,299.910400,0.000000
1967-10-29,284.155914,299.568512,0.000000
1967-10-30,285.867279,301.089447,0.000000
1967-10-31,290.090637,303.022522,3.374051
1967-11-01,285.232391,297.591766,0.000000
1967-11-02,282.426666,290.078522,0.000000
1967-11-03,278.077393,290.224518,0.000000
1967-11-04,278.141541,297.956726,0.472641
1967-11-05,288.707336,302.466644,1.047607
1967-11-06,284.987213,296.340118,0.703648
1967-11-07,278.313202,295.270172,0.000000
1967-11-08,281.142029,300.191406,0.000000
1967-11-09,283.894440,302.607147,0.000000
1967-11-10,285.662933,305.329834,0.000000
1967-11-11,287.053711,299.219696,0.000000
1967-11-12,281.232605,296.491364,0.000000
1967-11-13,277.391998,297.380676,0.000000
1967-11-14,283.894775,299.918060,0.000000
1967-11-15,289.915802,302.497192,0.000000
1967-11-16,286.561554,301.573334,0.000000
1967-11-17,287.983856,299.913727,0.000000
1967-11-18,289.137970,297.537415,4.815112
1967-11-19,286.535370,298.617371,0.000000
1967-11-20,283.548553,295.891754,0.000000
1967-11-21,281.926239,298.095978,0.000000
1967-11-22,277.763519,291.634918,0.000000
1967-11-23,276.247620,290.257263,0.000000
1967-11-24,282.133759,292.955933,0.000000
1967-11-25,282.787689,292.994354,0.000000
1967-11-26,282.216522,290.706390,0.000000
1967-11-27,277.479462,293.463470,0.000000
1967-11-28,277.530334,294.531647,0.000000
1967-11-29,277.905182,293.541595,0.000000
1967-11-30,284.099243,291.548370,0.000000
1967-12-01,283.920258,288.144501,2.822071
1967-12-02,278.260864,288.172028,29.946863
1967-12-03,285.619690,291.218262,7.545909
1967-12-04,282.256073,288.790344,0.000000
1967-12-05,277.690765,291.098999,0.000000
1967-12-06,283.894928,291.697449,0.000000
1967-12-07,278.566803,287.486481,0.000000
1967-12-08,273.483612,284.297180,0.000000
1967-12-09,271.962738,286.500336,0.000000
1967-12-10,273.167053,285.591675,0.000000
1967-12-11,276.277344,292.260132,0.000000
1967-12-12,280.286774,289.311005,0.000000
1967-12-13,275.006226,289.169617,0.000000
1967-12-14,276.608490,287.566986,2.535102
1967-12-15,278.062042,286.794434,4.875869
1967-12-16,271.983582,286.171722,0.000000
1967-12-17,273.555695,286.923798,0.000000
1967-12-18,274.650513,288.910950,0.000000
1967-12-19,276.485565,290.742889,0.000000
1967-12-20,277.445984,291.968201,0.000000
1967-12-21,278.725769,293.257599,0.000000
1967-12-22,278.131378,291.508301,0.000000
1967-12-23,276.711060,290.908112,0.000000
1967-12-24,275.902069,291.040527,0.000000
1967-12-25,278.982269,290.291870,1.377364
1967-12-26,283.968475,293.648956,0.633815
1967-12-27,286.387604,296.502533,0.667124
1967-12-28,286.294830,297.880646,2.512915
1967-12-29,285.070892,296.622803,1.226062
1967-12-30,283.362061,291.117340,0.784125
1967-12-31,277.299011,285.852112,0.000000
1968-01-01,276.304260,284.609650,0.000000
1968-01-02,278.854187,285.292053,2.444038
1968-01-03,275.700439,284.938538,1.480758
1968-01-04,275.574890,283.714111,0.000000
1968-01-05,278.690796,293.863739,0.000000
1968-01-06,276.980865,288.937866,0.000000
1968-01-07,272.549500,278.241180,16.143406
1968-01-08,275.443268,286.371857,0.000000
1968-01-09,276.905731,290.028442,0.000000
1968-01-10,278.138458,294.185455,0.000000
1968-01-11,281.401794,297.265381,0.000000
1968-01-12,281.818665,294.372986,0.000000
1968-01-13,280.488403,295.350586,0.000000
1968-01-14,280.545837,289.561981,0.000000
1968-01-15,275.558716,284.810547,0.000000
1968-01-16,274.183502,283.820038,0.000000
1968-01-17,273.293549,286.172455,0.000000
1968-01-18,273.829010,288.898041,0.000000
1968-01-19,274.310181,288.078552,0.000000
1968-01-20,274.870148,284.296661,0.000000
1968-01-21,273.554260,280.724579,2.009499
1968-01-22,273.945709,280.162903,0.000000
1968-01-23,275.456787,282.913025,0.000000
1968-01-24,278.269928,285.678772,0.000000
1968-01-25,274.786285,282.751648,0.000000
1968-01-26,279.860046,284.860107,52.193089
1968-01-27,279.630890,288.060822,33.285686
1968-01-28,274.055054,286.742584,1.183930
1968-01-29,274.081329,284.154297,0.000000
1968-01-30,273.634460,287.909332,0.000000
1968-01-31,278.346649,290.506775,0.000000
1968-02-01,281.003845,290.501373,16.727259
1968-02-02,285.718475,294.930664,4.562883
1968-02-03,281.602173,289.856781,0.423622
1968-02-04,273.117065,286.858063,0.000000
1968-02-05,275.868378,290.505981,0.000000
1968-02-06,274.414337,289.995453,0.000000
1968-02-07,279.103516,293.599335,0.000000
1968-02-08,283.324677,299.117920,0.000000
1968-02-09,285.409515,298.800262,1.613558
1968-02-10,288.237976,299.462738,3.340069
1968-02-11,284.639984,296.387970,3.628752
1968-02-12,280.894135,292.444824,4.832635
1968-02-13,281.221649,288.673370,20.888901
1968-02-14,283.613251,292.480469,47.022743
1968-02-15,286.614105,293.258667,31.706804
1968-02-16,285.320892,292.548096,6.338638
1968-02-17,283.396637,290.936127,13.897776
1968-02-18,278.169739,288.468384,0.000000
1968-02-19,277.379852,294.187256,0.000000
1968-02-20,280.212036,298.165131,0.000000
1968-02-21,281.600281,298.339539,0.000000
1968-02-22,282.651917,299.751495,0.000000
1968-02-23,283.951294,299.791687,0.000000
1968-02-24,283.831879,295.335205,0.000000
1968-02-25,280.189911,294.884735,0.000000
1968-02-26,277.139404,287.757721,0.805907
1968-02-27,275.978455,279.303741,3.640548
1968-02-28,278.340759,286.432098,18.757492
1968-02-29,280.328217,288.574829,19.682934
1968-03-01,282.315674,290.717529,20.608379
1968-03-02,273.970642,286.690063,0.000000
1968-03-03,272.368835,288.021667,0.000000
1968-03-04,278.166199,293.257385,0.000000
1968-03-05,276.842560,293.696747,0.000000
1968-03-06,281.415741,301.942780,0.000000
1968-03-07,285.941376,294.814087,0.000000
1968-03-08,279.369141,289.696381,0.000000
1968-03-09,278.824829,291.868286,0.000000
1968-03-10,282.863678,291.600830,0.000000
1968-03-11,286.686462,297.482391,0.000000
1968-03-12,288.681824,302.976959,0.000000
1968-03-13,284.715271,297.661072,0.000000
1968-03-14,277.575806,290.878143,0.000000
1968-03-15,283.566711,303.404877,0.000000
1968-03-16,285.761078,300.620392,0.000000
1968-03-17,281.808228,301.158569,0.000000
1968-03-18,281.279724,301.070526,0.000000
1968-03-19,284.249298,304.356110,0.000000
1968-03-20,283.993530,304.832397,0.000000
1968-03-21,285.394257,304.948029,0.000000
1968-03-22,285.675323,303.695160,0.000000
1968-03-23,287.023346,298.979004,0.000000
1968-03-24,280.774750,294.673492,0.000000
1968-03-25,280.087067,299.287384,0.000000
1968-03-26,287.839386,304.214722,0.000000
1968-03-27,277.482117,297.849457,0.000000
1968-03-28,276.346771,294.939423,0.000000
1968-03-29,281.652802,299.685486,0.480241
1968-03-30,284.490112,295.020599,3.332906
1968-03-31,278.086823,293.007568,0.000000
1968-04-01,280.959229,298.227783,0.000000
1968-04-02,285.173035,293.549438,0.000000
1968-04-03,286.043335,293.647400,0.811577
1968-04-04,283.900146,298.372650,0.000000
1968-04-05,284.057343,299.095215,0.000000
1968-04-06,287.379517,301.443848,0.000000
1968-04-07,286.822510,303.026459,0.000000
1968-04-08,287.199463,296.720215,2.367476
1968-04-09,288.262909,295.933929,10.150192
1968-04-10,285.853088,292.382446,17.207781
1968-04-11,290.331299,299.340240,1.260606
1968-04-12,291.044495,301.319366,0.000000
1968-04-13,290.901855,302.258728,5.704600
1968-04-14,292.121979,300.110046,9.249665
1968-04-15,291.912323,295.813171,0.805857
1968-04-16,292.226105,298.945587,4.154074
1968-04-17,292.545868,303.414734,0.000000
1968-04-18,287.800537,303.993195,0.000000
1968-04-19,285.952789,299.784821,0.000000
1968-04-20,285.145111,299.959869,0.000000
1968-04-21,286.869354,299.750916,0.000000
1968-04-22,289.341614,301.343597,0.000000
1968-04-23,290.876221,300.703522,0.000000
1968-04-24,292.559479,297.022797,9.950556
1968-04-25,290.532837,296.770416,18.841692
1968-04-26,288.941223,298.840515,0.000000
1968-04-27,291.186676,299.195190,0.000000
1968-04-28,292.626648,298.590851,0.770108
1968-04-29,290.859863,303.735565,6.703577
1968-04-30,292.786896,303.437317,3.057320
1968-05-01,293.566620,301.305298,4.392407
1968-05-02,291.325562,301.684265,3.639555
1968-05-03,289.561676,303.147980,0.000000
1968-05-04,291.690704,304.414368,0.000000
1968-05-05,294.591400,302.373474,0.000000
1968-05-06,294.569672,299.367737,0.000000
1968-05-07,293.588348,301.904358,0.000000
1968-05-08,292.713623,302.055786,0.000000
1968-05-09,291.459991,301.375153,0.000000
1968-05-10,291.068878,301.243134,0.000000
1968-05-11,289.826599,301.858643,0.000000
1968-05-12,290.039490,303.023346,0.000000
1968-05-13,291.097656,302.743652,0.000000
1968-05-14,292.212250,299.498322,0.000000
1968-05-15,290.247955,302.597168,0.000000
1968-05-16,291.697815,299.436096,0.000000
1968-05-17,292.614075,301.638367,0.000000
1968-05-18,292.789520,303.678772,13.356864
1968-05-19,295.367096,307.722473,4.442104
1968-05-20,295.369415,309.464508,0.937923
1968-05-21,293.981842,309.058563,0.000000
1968-05-22,293.602997,308.617096,0.000000
1968-05-23,295.136017,306.823639,0.000000
1968-05-24,295.625702,302.247223,0.317989
1968-05-25,293.679108,302.317749,4.312128
1968-05-26,292.303192,302.618530,0.000000
1968-05-27,290.743408,303.964600,0.000000
1968-05-28,290.847534,304.368225,0.000000
1968-05-29,292.581757,304.305023,0.000000
1968-05-30,291.642120,306.480743,0.000000
1968-05-31,291.888275,306.875244,0.000000
1968-06-01,292.761200,307.064453,0.000000
1968-06-02,293.365875,306.279358,0.000000
1968-06-03,294.535248,306.589844,0.000000
1968-06-04,295.268524,305.428101,0.000000
1968-06-05,295.963074,306.907623,0.000000
1968-06-06,295.450867,303.126740,12.212473
1968-06-07,295.600250,303.486694,7.433370
1968-06-08,296.691223,305.958954,0.599907
1968-06-09,297.123596,303.412109,0.000000
1968-06-10,294.641266,305.695679,0.000000
1968-06-11,292.713959,307.499359,0.000000
1968-06-12,294.241241,308.299072,0.000000
1968-06-13,294.930756,309.005890,0.000000
1968-06-14,295.632629,310.634613,0.000000
1968-06-15,294.734863,308.206024,0.000000
1968-06-16,295.196838,307.412811,0.578768
1968-06-17,295.326752,307.215607,0.000000
1968-06-18,295.572693,307.585999,0.000000
1968-06-19,296.214020,308.622162,0.000000
1968-06-20,296.377075,308.625336,0.000000
1968-06-21,296.238037,308.330414,0.000000
1968-06-22,295.843933,308.104889,0.000000
1968-06-23,295.415924,307.681183,0.000000
1968-06-24,295.226654,308.279297,0.000000
1968-06-25,295.706390,308.333801,0.000000
1968-06-26,296.771149,309.296570,0.000000
1968-06-27,295.576813,309.319244,0.000000
1968-06-28,295.870514,310.250977,0.000000
1968-06-29,297.476379,310.860931,0.000000
1968-06-30,296.771454,308.678040,0.000000
1968-07-01,295.753418,307.796661,0.000000
1968-07-02,295.372955,307.953217,0.000000
1968-07-03,296.115295,308.553162,0.000000
1968-07-04,296.391876,309.965790,0.000000
1968-07-05,297.384430,310.305969,0.000000
1968-07-06,296.934906,309.677765,0.811027
1968-07-07,295.931610,307.731659,0.651902
1968-07-08,296.554504,306.365479,3.091459
1968-07-09,295.875397,307.167908,12.267673
1968-07-10,296.157532,308.093384,0.000000
1968-07-11,295.743042,306.033417,0.000000
1968-07-12,297.417542,304.042816,3.909832
1968-07-13,295.393860,302.892670,11.879279
1968-07-14,295.671448,305.367950,1.025758
1968-07-15,295.671051,306.480682,0.000000
1968-07-16,296.496124,308.990234,0.000000
1968-07-17,297.839386,307.098236,0.000000
1968-07-18,297.421265,303.089508,8.555637
1968-07-19,297.270691,307.206207,8.607249
1968-07-20,296.354095,307.589996,0.000000
1968-07-21,295.704224,307.241577,0.000000
1968-07-22,296.401855,308.364563,0.520779
1968-07-23,297.207733,308.814941,0.000000
1968-07-24,297.652039,307.673279,1.454542
1968-07-25,297.659363,305.688507,2.056854
1968-07-26,296.628510,305.753906,0.000000
1968-07-27,296.956238,305.872528,0.679546
1968-07-28,297.283539,305.167877,11.229247
1968-07-29,297.819122,305.610443,2.670295
1968-07-30,298.171692,308.774536,0.000000
1968-07-31,298.290161,310.085510,1.002630
1968-08-01,297.012054,310.494629,1.414742
1968-08-02,297.082092,310.988342,0.000000
1968-08-03,297.810669,310.936188,0.000000
1968-08-04,298.108307,309.965912,0.000000
1968-08-05,297.079498,308.557129,0.000000
1968-08-06,296.244232,308.035706,0.000000
1968-08-07,295.820709,306.926453,0.000000
1968-08-08,297.005463,306.081421,0.000000
1968-08-09,296.036926,308.052155,0.000000
1968-08-10,296.818115,309.111694,0.604334
1968-08-11,297.125610,309.208984,0.000000
1968-08-12,297.109680,308.698151,0.000000
1968-08-13,297.553406,308.190826,0.735004
1968-08-14,297.598480,309.699921,0.000000
1968-08-15,297.288330,310.085388,0.000000
1968-08-16,297.407410,311.961212,0.000000
1968-08-17,297.014343,311.888367,0.000000
1968-08-18,295.162506,310.337677,0.000000
1968-08-19,294.655457,308.781372,0.000000
1968-08-20,295.395020,307.315308,0.000000
1968-08-21,296.237976,305.458374,3.924714
1968-08-22,295.967346,307.568848,0.000000
1968-08-23,295.990204,309.005310,0.000000
1968-08-24,296.636475,310.245636,0.000000
1968-08-25,296.270447,309.827911,0.000000
1968-08-26,295.415924,307.709534,0.000000
1968-08-27,296.939789,308.887512,0.000000
1968-08-28,296.877747,309.261292,0.000000
1968-08-29,297.296051,310.607178,0.000000
1968-08-30,295.998535,310.493225,0.000000
1968-08-31,295.688751,309.288239,3.617393
1968-09-01,296.566864,306.901184,12.376649
1968-09-02,295.934937,304.773499,3.004768
1968-09-03,295.500488,306.133881,0.000000
1968-09-04,296.751587,309.054657,0.000000
1968-09-05,296.117554,311.400726,0.000000
1968-09-06,295.699402,311.387543,0.689133
1968-09-07,294.799530,310.087341,0.000000
1968-09-08,293.535187,308.149323,0.000000
1968-09-09,294.667938,307.282745,0.000000
1968-09-10,294.691772,308.281433,0.000000
1968-09-11,294.798737,308.584198,0.000000
1968-09-12,294.665985,307.767303,0.000000
1968-09-13,295.213226,306.864777,0.000000
1968-09-14,294.847565,304.804199,0.000000
1968-09-15,287.630157,302.767517,0.000000
1968-09-16,286.817688,303.744904,0.000000
1968-09-17,288.425323,305.923462,0.000000
1968-09-18,290.216736,307.260712,0.000000
1968-09-19,290.630005,306.437500,0.000000
1968-09-20,290.967896,306.260040,0.000000
1968-09-21,292.408539,306.475037,0.000000
1968-09-22,292.531952,306.190826,0.000000
1968-09-23,292.927917,306.231781,0.000000
1968-09-24,292.220032,306.273346,0.000000
1968-09-25,294.185547,304.970276,0.000000
1968-09-26,293.935120,303.873413,0.000000
1968-09-27,293.523651,303.133301,1.892679
1968-09-28,294.428375,305.787201,0.000000
1968-09-29,294.360138,304.446869,0.813305
1968-09-30,293.181335,305.714600,0.389340
1968-10-01,293.312561,306.055145,0.000000
1968-10-02,293.537689,306.319733,0.000000
1968-10-03,294.003784,306.262054,0.000000
1968-10-04,294.618988,305.837250,0.000000
1968-10-05,294.793213,307.260681,0.000000
1968-10-06,293.625732,307.059967,0.000000
1968-10-07,294.123657,307.342255,0.000000
1968-10-08,293.487823,308.756805,0.000000
1968-10-09,295.599731,308.190002,0.000000
1968-10-10,287.726501,306.118378,0.000000
1968-10-11,283.711334,298.444244,0.000000
1968-10-12,285.943909,303.916748,0.000000
1968-10-13,289.650604,306.778564,0.393168
1968-10-14,292.922577,304.866699,0.000000
1968-10-15,293.185944,302.403839,13.999391
1968-10-16,292.149567,298.981323,8.419366
1968-10-17,292.195404,302.515045,0.774490
1968-10-18,290.782806,303.092896,0.000000
1968-10-19,290.991089,299.838226,0.000000
1968-10-20,284.273926,297.927704,0.000000
1968-10-21,283.464233,298.501434,0.000000
1968-10-22,285.324921,300.911346,0.000000
1968-10-23,285.909271,300.632233,0.000000
1968-10-24,287.152527,298.423767,0.000000
1968-10-25,290.692749,295.333923,0.508900
1968-10-26,286.816620,294.468933,5.001307
1968-10-27,287.881622,295.238678,42.771122
1968-10-28,289.744751,302.358612,18.823393
1968-10-29,280.965149,297.921783,0.000000
1968-10-30,276.738434,288.603943,0.000000
1968-10-31,280.368896,288.458466,0.526544
1968-11-01,284.975586,291.355652,0.000000
1968-11-02,288.743866,300.884186,0.000000
1968-11-03,285.927429,298.795929,0.000000
1968-11-04,282.914032,299.912659,0.000000
1968-11-05,287.426270,302.771393,0.000000
1968-11-06,286.961182,303.224640,0.000000
1968-11-07,288.729218,303.661072,0.000000
1968-11-08,288.223816,302.855042,0.000000
1968-11-09,288.267334,302.296692,0.000000
1968-11-10,289.393585,303.469666,0.000000
1968-11-11,289.535126,303.430420,0.000000
1968-11-12,289.796021,301.162476,0.000000
1968-11-13,290.187134,299.435333,4.986580
1968-11-14,291.249512,301.354156,8.008964
1968-11-15,288.238190,298.293365,14.302340
1968-11-16,277.418213,294.775513,10.602442
1968-11-17,278.168365,285.925140,4.338246
1968-11-18,278.783661,286.244812,23.461981
1968-11-19,277.461853,283.344513,2.129921
1968-11-20,279.392548,287.366974,2.095527
1968-11-21,279.065704,286.832886,7.254226
1968-11-22,273.082886,281.774445,8.368087
1968-11-23,272.565063,280.218658,0.865740
1968-11-24,275.050751,280.984009,0.351236
1968-11-25,276.482880,287.913330,0.000000
1968-11-26,277.541016,287.377319,0.000000
1968-11-27,280.678131,290.978912,0.000000
1968-11-28,280.532959,290.786346,0.000000
1968-11-29,284.394989,298.948578,1.461821
1968-11-30,288.186829,298.675659,2.216782
1968-12-01,279.162811,295.054779,0.000000
1968-12-02,279.271118,294.046082,0.000000
1968-12-03,277.464691,291.509827,0.000000
1968-12-04,275.688873,293.357758,0.000000
1968-12-05,276.327911,295.021484,0.000000
1968-12-06,276.722015,294.525208,0.000000
1968-12-07,277.811707,292.377441,0.000000
1968-12-08,278.609344,292.169373,0.000000
1968-12-09,278.284882,292.327820,0.000000
1968-12-10,281.144196,291.230164,0.000000
1968-12-11,279.927246,290.705322,0.000000
1968-12-12,277.161133,290.981079,0.000000
1968-12-13,278.256866,290.659393,0.000000
1968-12-14,281.720001,291.788666,0.723293
1968-12-15,284.625061,294.223999,0.000000
1968-12-16,285.082092,298.820007,0.000000
1968-12-17,280.375549,289.546051,0.000000
1968-12-18,272.655640,282.512756,0.000000
1968-12-19,267.515137,276.792999,0.000000
1968-12-20,269.429169,279.262207,0.000000
1968-12-21,270.729767,283.424469,0.000000
1968-12-22,273.010895,287.108582,0.000000
1968-12-23,275.195496,285.808624,0.000000
1968-12-24,274.517853,285.317657,0.000000
1968-12-25,275.514862,287.159332,0.402117
1968-12-26,282.626953,292.309082,6.831725
1968-12-27,285.182220,294.863617,1.111647
1968-12-28,283.893005,289.310455,0.000000
1968-12-29,281.869446,286.892639,0.606588
1968-12-30,280.720276,283.646301,12.854907
1968-12-31,279.483948,287.874451,6.621552
1969-01-01,282.410889,294.833496,5.966078
1969-01-02,286.763428,300.275848,0.341605
1969-01-03,286.651154,300.342834,0.323086
1969-01-04,285.875885,298.818909,0.000000
1969-01-05,283.593048,301.663849,0.488686
1969-01-06,289.481689,299.608612,2.397099
1969-01-07,286.649170,297.121948,4.420060
1969-01-08,281.937622,291.298676,1.964382
1969-01-09,282.436829,292.116669,0.755143
1969-01-10,280.254913,289.075806,1.469341
