#Variables:
#rhsmin_bcc-csm1-1_rcp45(%):Surface Daily Minimum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmin_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmin_bcc-csm1-1_rcp45(%)"
2026-06-09,42.179649
2026-06-10,48.477577
2026-06-11,47.194496
2026-06-12,43.785072
2026-06-13,42.713234
2026-06-14,36.218506
2026-06-15,37.738861
2026-06-16,42.729912
2026-06-17,40.756931
2026-06-18,42.364021
2026-06-19,43.497955
2026-06-20,39.763657
2026-06-21,36.315479
2026-06-22,33.251148
2026-06-23,33.309875
2026-06-24,37.059422
2026-06-25,43.825016
2026-06-26,45.836079
2026-06-27,43.871151
2026-06-28,44.090614
2026-06-29,45.658546
2026-06-30,43.091919
2026-07-01,41.669476
2026-07-02,39.197014
2026-07-03,40.146225
2026-07-04,40.650562
2026-07-05,45.419090
2026-07-06,45.361336
2026-07-07,41.211414
2026-07-08,38.802368
2026-07-09,37.480911
2026-07-10,36.754463
2026-07-11,41.198563
2026-07-12,41.545330
2026-07-13,39.358128
2026-07-14,40.496960
2026-07-15,38.841225
2026-07-16,38.149292
2026-07-17,40.808994
2026-07-18,42.205341
2026-07-19,39.782204
2026-07-20,35.410454
2026-07-21,35.316139
2026-07-22,29.881714
2026-07-23,29.117655
2026-07-24,28.630920
2026-07-25,27.661840
2026-07-26,27.918432
2026-07-27,29.829197
2026-07-28,31.946758
2026-07-29,32.527462
2026-07-30,31.412390
2026-07-31,32.592766
2026-08-01,33.327785
2026-08-02,32.952984
2026-08-03,34.854847
2026-08-04,38.911789
2026-08-05,37.527176
2026-08-06,33.040783
2026-08-07,32.376827
2026-08-08,28.208794
2026-08-09,27.222807
2026-08-10,26.085817
2026-08-11,25.987385
2026-08-12,26.076092
2026-08-13,28.022976
2026-08-14,27.711206
2026-08-15,26.769199
2026-08-16,26.396769
2026-08-17,26.688087
2026-08-18,29.001202
2026-08-19,29.541044
2026-08-20,30.742676
2026-08-21,34.715153
2026-08-22,34.711758
2026-08-23,46.099346
2026-08-24,38.439453
2026-08-25,37.788048
2026-08-26,38.078968
2026-08-27,36.640343
2026-08-28,36.219009
2026-08-29,36.794968
2026-08-30,37.455410
2026-08-31,37.453190
2026-09-01,35.173046
2026-09-02,37.541119
2026-09-03,41.618298
2026-09-04,53.344231
2026-09-05,58.479427
2026-09-06,82.427567
2026-09-07,47.499710
2026-09-08,44.151550
2026-09-09,45.343311
2026-09-10,43.447849
2026-09-11,44.590153
2026-09-12,46.483524
2026-09-13,51.264286
2026-09-14,72.787109
2026-09-15,52.287033
2026-09-16,45.318604
2026-09-17,44.765480
2026-09-18,46.858276
2026-09-19,45.586140
2026-09-20,43.037407
2026-09-21,43.672359
2026-09-22,47.558849
2026-09-23,46.846272
2026-09-24,44.730064
2026-09-25,43.005722
2026-09-26,43.862190
2026-09-27,46.307598
2026-09-28,53.317619
2026-09-29,56.449181
2026-09-30,62.967461
2026-10-01,56.966732
2026-10-02,48.069729
2026-10-03,47.638123
2026-10-04,48.541168
2026-10-05,52.219692
2026-10-06,47.568600
2026-10-07,46.476116
2026-10-08,44.843700
2026-10-09,44.801308
2026-10-10,45.979694
2026-10-11,49.097313
2026-10-12,49.170609
2026-10-13,46.873806
2026-10-14,42.681511
2026-10-15,45.202423
2026-10-16,55.572952
2026-10-17,58.981251
2026-10-18,66.374435
2026-10-19,56.989735
2026-10-20,58.241364
2026-10-21,65.442299
2026-10-22,48.992283
2026-10-23,46.626736
2026-10-24,47.222755
2026-10-25,53.096844
2026-10-26,53.238995
2026-10-27,53.087749
2026-10-28,53.078510
2026-10-29,71.397018
2026-10-30,57.025524
2026-10-31,48.771976
2026-11-01,56.394684
2026-11-02,65.870621
2026-11-03,47.324345
2026-11-04,46.859856
2026-11-05,52.117699
2026-11-06,62.814178
2026-11-07,58.503372
2026-11-08,52.079170
2026-11-09,53.395348
2026-11-10,64.331657
2026-11-11,50.156849
2026-11-12,46.989864
2026-11-13,60.610928
2026-11-14,66.701096
2026-11-15,68.749107
2026-11-16,66.128693
2026-11-17,54.141373
2026-11-18,55.771858
2026-11-19,55.539909
2026-11-20,52.069920
2026-11-21,46.923233
2026-11-22,44.085361
2026-11-23,56.964653
2026-11-24,49.537178
2026-11-25,48.037403
2026-11-26,39.225395
2026-11-27,36.003353
2026-11-28,33.946354
2026-11-29,27.336386
2026-11-30,38.860306
2026-12-01,29.592756
2026-12-02,36.254314
2026-12-03,35.175522
2026-12-04,39.030365
2026-12-05,44.032829
2026-12-06,36.843521
2026-12-07,34.359940
2026-12-08,32.343678
2026-12-09,34.977268
2026-12-10,32.744884
2026-12-11,26.603947
2026-12-12,24.072502
2026-12-13,25.352209
2026-12-14,34.969860
2026-12-15,32.093952
2026-12-16,27.193747
2026-12-17,32.576038
2026-12-18,27.825237
2026-12-19,37.601475
2026-12-20,48.302868
2026-12-21,47.010345
2026-12-22,50.423309
2026-12-23,61.625961
2026-12-24,48.692707
2026-12-25,38.691521
2026-12-26,25.507502
2026-12-27,28.025846
2026-12-28,36.480667
2026-12-29,49.155449
2026-12-30,29.097492
2026-12-31,30.218929
2027-01-01,28.827251
2027-01-02,26.422762
2027-01-03,30.119616
2027-01-04,30.630085
2027-01-05,34.184116
2027-01-06,43.788860
2027-01-07,24.574528
2027-01-08,42.396053
2027-01-09,60.721500
2027-01-10,30.532824
2027-01-11,32.707287
2027-01-12,26.346577
2027-01-13,24.241671
2027-01-14,23.969608
2027-01-15,27.691078
2027-01-16,36.860188
2027-01-17,30.140705
2027-01-18,27.347507
2027-01-19,25.163277
2027-01-20,26.929491
2027-01-21,32.804813
2027-01-22,32.865108
2027-01-23,41.229374
2027-01-24,51.676388
2027-01-25,37.118668
2027-01-26,28.061171
2027-01-27,43.551655
2027-01-28,32.012535
2027-01-29,26.698557
2027-01-30,28.005312
2027-01-31,20.817266
2027-02-01,18.231800
2027-02-02,21.218086
2027-02-03,23.292801
2027-02-04,21.678652
2027-02-05,20.745718
2027-02-06,20.795444
2027-02-07,21.096800
2027-02-08,22.011703
2027-02-09,21.150858
2027-02-10,22.218285
2027-02-11,25.105621
2027-02-12,30.352633
2027-02-13,21.234600
2027-02-14,15.608359
2027-02-15,16.474504
2027-02-16,22.088655
2027-02-17,24.911444
2027-02-18,30.528883
2027-02-19,38.213451
2027-02-20,27.471264
2027-02-21,13.617552
2027-02-22,13.616615
2027-02-23,21.531731
2027-02-24,19.872343
2027-02-25,29.048723
2027-02-26,26.208097
2027-02-27,32.054222
2027-02-28,28.373295
2027-03-01,22.463614
2027-03-02,25.194601
2027-03-03,25.537775
2027-03-04,44.032188
2027-03-05,54.208908
2027-03-06,53.262768
2027-03-07,40.110817
2027-03-08,43.122410
2027-03-09,37.635700
2027-03-10,26.083839
2027-03-11,26.082468
2027-03-12,27.871422
2027-03-13,27.839125
2027-03-14,38.729469
2027-03-15,56.187836
2027-03-16,71.806648
2027-03-17,53.018902
2027-03-18,54.128185
2027-03-19,54.762245
2027-03-20,47.380192
2027-03-21,54.698910
2027-03-22,66.736282
2027-03-23,67.303474
2027-03-24,40.396641
2027-03-25,40.187416
2027-03-26,44.731728
2027-03-27,54.735519
2027-03-28,51.122456
2027-03-29,40.104015
2027-03-30,39.699230
2027-03-31,34.205608
2027-04-01,37.349033
2027-04-02,36.542767
2027-04-03,37.412094
2027-04-04,38.458553
2027-04-05,38.764927
2027-04-06,31.241417
2027-04-07,36.703262
2027-04-08,32.661728
2027-04-09,31.978476
2027-04-10,14.493124
2027-04-11,12.861158
2027-04-12,31.534897
2027-04-13,33.573692
2027-04-14,29.902010
2027-04-15,21.692984
2027-04-16,20.516041
2027-04-17,20.284851
2027-04-18,23.735130
2027-04-19,25.808647
2027-04-20,38.697552
2027-04-21,35.378742
2027-04-22,38.605259
2027-04-23,34.638721
2027-04-24,27.927217
2027-04-25,28.031706
2027-04-26,36.554062
2027-04-27,27.486523
2027-04-28,28.452328
2027-04-29,55.649845
2027-04-30,58.002522
2027-05-01,58.433636
2027-05-02,44.824577
2027-05-03,45.750492
2027-05-04,52.293049
2027-05-05,58.469772
2027-05-06,54.628799
2027-05-07,68.218201
2027-05-08,72.129089
2027-05-09,71.957436
2027-05-10,58.828938
2027-05-11,46.094341
2027-05-12,37.216862
2027-05-13,36.341396
2027-05-14,37.964603
2027-05-15,44.513645
2027-05-16,44.710480
2027-05-17,45.467556
2027-05-18,45.418369
2027-05-19,46.832535
2027-05-20,49.025600
2027-05-21,48.152706
2027-05-22,44.162682
2027-05-23,44.656315
2027-05-24,34.380619
2027-05-25,31.022089
2027-05-26,29.946812
2027-05-27,32.867802
2027-05-28,35.438625
2027-05-29,36.682362
2027-05-30,40.191338
2027-05-31,42.219822
2027-06-01,36.821709
2027-06-02,36.138718
2027-06-03,39.534142
2027-06-04,41.933220
2027-06-05,39.862576
2027-06-06,42.840569
2027-06-07,45.759899
2027-06-08,48.236839
2027-06-09,45.591457
2027-06-10,35.967922
2027-06-11,35.773506
2027-06-12,40.162792
2027-06-13,38.366997
2027-06-14,32.533966
2027-06-15,31.458126
2027-06-16,31.991957
2027-06-17,33.079697
2027-06-18,42.068340
2027-06-19,39.013920
2027-06-20,40.776108
2027-06-21,45.595879
2027-06-22,46.108589
2027-06-23,50.955753
2027-06-24,45.632080
2027-06-25,45.658237
2027-06-26,45.848591
2027-06-27,45.484409
2027-06-28,45.088074
2027-06-29,43.540096
2027-06-30,41.826447
2027-07-01,40.943527
2027-07-02,40.353069
2027-07-03,37.967293
2027-07-04,33.539848
2027-07-05,33.878933
2027-07-06,38.122292
2027-07-07,39.873608
2027-07-08,43.271828
2027-07-09,45.886532
2027-07-10,45.956661
2027-07-11,45.956059
2027-07-12,46.042500
2027-07-13,46.118824
2027-07-14,48.456421
2027-07-15,67.242676
2027-07-16,64.641991
2027-07-17,44.679073
2027-07-18,42.849602
2027-07-19,42.930840
2027-07-20,40.815769
2027-07-21,41.863106
2027-07-22,38.714966
2027-07-23,36.056782
2027-07-24,36.361549
2027-07-25,38.712345
2027-07-26,40.493210
2027-07-27,35.572239
2027-07-28,31.049021
2027-07-29,35.855492
2027-07-30,39.354931
2027-07-31,40.797665
2027-08-01,40.340206
2027-08-02,39.546551
2027-08-03,42.019531
2027-08-04,40.829758
2027-08-05,37.676888
2027-08-06,34.920540
2027-08-07,34.796715
2027-08-08,36.107674
2027-08-09,34.912075
2027-08-10,33.338398
2027-08-11,34.023701
2027-08-12,38.054462
2027-08-13,42.035969
2027-08-14,32.376358
2027-08-15,25.735001
2027-08-16,25.720957
2027-08-17,31.709503
2027-08-18,27.813124
2027-08-19,28.853388
2027-08-20,33.506756
2027-08-21,36.582962
2027-08-22,35.041050
2027-08-23,37.010235
2027-08-24,36.697742
2027-08-25,35.754742
2027-08-26,33.824364
2027-08-27,32.632214
2027-08-28,32.682495
2027-08-29,32.185120
2027-08-30,33.110023
2027-08-31,30.994236
2027-09-01,31.154177
2027-09-02,31.445827
2027-09-03,27.955875
2027-09-04,24.156290
2027-09-05,23.558393
2027-09-06,23.060804
2027-09-07,22.768164
2027-09-08,20.582243
2027-09-09,17.683783
2027-09-10,18.272951
2027-09-11,18.572701
2027-09-12,21.355244
2027-09-13,26.318190
2027-09-14,29.324455
2027-09-15,31.524105
2027-09-16,33.366615
2027-09-17,32.386326
2027-09-18,31.559029
2027-09-19,31.551373
2027-09-20,32.211479
2027-09-21,30.983770
2027-09-22,29.127258
2027-09-23,28.390501
2027-09-24,24.516129
2027-09-25,22.215147
2027-09-26,22.700462
2027-09-27,29.250353
2027-09-28,31.232122
2027-09-29,24.250774
2027-09-30,20.884811
2027-10-01,21.710905
2027-10-02,25.758776
2027-10-03,27.968811
2027-10-04,30.490515
2027-10-05,41.609497
2027-10-06,42.933598
2027-10-07,46.461994
2027-10-08,44.293655
2027-10-09,30.504566
2027-10-10,25.776367
2027-10-11,21.908751
2027-10-12,21.318892
2027-10-13,22.976896
2027-10-14,39.255482
2027-10-15,34.066963
2027-10-16,23.483700
2027-10-17,19.907225
2027-10-18,20.876623
2027-10-19,31.693592
2027-10-20,37.025028
2027-10-21,43.176250
2027-10-22,47.106403
2027-10-23,70.001778
2027-10-24,57.589191
2027-10-25,53.402679
2027-10-26,51.390293
2027-10-27,53.119225
2027-10-28,52.541977
2027-10-29,53.798351
2027-10-30,63.877831
2027-10-31,52.037125
2027-11-01,51.319088
2027-11-02,49.251667
2027-11-03,50.168819
2027-11-04,55.312668
2027-11-05,49.512878
2027-11-06,44.515808
2027-11-07,46.894756
2027-11-08,66.186096
2027-11-09,59.260426
2027-11-10,59.309792
2027-11-11,56.618752
2027-11-12,60.827679
2027-11-13,54.024582
2027-11-14,52.280750
2027-11-15,51.918736
2027-11-16,41.903801
2027-11-17,47.065346
2027-11-18,51.688747
2027-11-19,56.770203
2027-11-20,51.823353
2027-11-21,44.645592
2027-11-22,43.782207
2027-11-23,39.837742
2027-11-24,36.440102
2027-11-25,40.241467
2027-11-26,39.393787
2027-11-27,24.475279
2027-11-28,28.637165
2027-11-29,39.494919
2027-11-30,32.736893
2027-12-01,23.594835
2027-12-02,24.237083
2027-12-03,24.455091
2027-12-04,30.802729
2027-12-05,29.433153
2027-12-06,22.861681
2027-12-07,23.745859
2027-12-08,22.911018
2027-12-09,24.357422
2027-12-10,75.445786
2027-12-11,62.254356
2027-12-12,58.431629
2027-12-13,53.982574
2027-12-14,52.947453
2027-12-15,63.977116
2027-12-16,61.129181
2027-12-17,28.793543
2027-12-18,37.832588
2027-12-19,23.643616
2027-12-20,23.047983
2027-12-21,29.340750
2027-12-22,34.116894
2027-12-23,47.981567
2027-12-24,43.788113
2027-12-25,25.388569
2027-12-26,31.432192
2027-12-27,38.926613
2027-12-28,32.676563
2027-12-29,32.054146
2027-12-30,25.921316
2027-12-31,24.075422
2028-01-01,23.014688
2028-01-02,26.071754
2028-01-03,33.986824
2028-01-04,40.576778
2028-01-05,46.066891
2028-01-06,43.437954
2028-01-07,54.198925
2028-01-08,59.056725
2028-01-09,33.955032
2028-01-10,28.140097
2028-01-11,33.009789
2028-01-12,30.909212
2028-01-13,35.716446
2028-01-14,33.019417
2028-01-15,45.747990
2028-01-16,37.343697
2028-01-17,50.918392
2028-01-18,70.408051
2028-01-19,46.555099
2028-01-20,52.586090
2028-01-21,61.398125
2028-01-22,56.901985
2028-01-23,46.037640
2028-01-24,32.004025
2028-01-25,30.679550
2028-01-26,46.252148
2028-01-27,47.435738
2028-01-28,44.664349
2028-01-29,58.379555
2028-01-30,32.119408
2028-01-31,32.534286
2028-02-01,43.184692
2028-02-02,25.390953
2028-02-03,27.541414
2028-02-04,41.689072
2028-02-05,59.375221
2028-02-06,60.730076
2028-02-07,39.661316
2028-02-08,37.300732
2028-02-09,34.456196
2028-02-10,39.216763
2028-02-11,25.824224
2028-02-12,27.722857
2028-02-13,39.059238
2028-02-14,28.758356
2028-02-15,36.793922
2028-02-16,28.148689
2028-02-17,24.955618
2028-02-18,28.115650
2028-02-19,49.263153
2028-02-20,44.889236
2028-02-21,47.715248
2028-02-22,43.655556
2028-02-23,55.386257
2028-02-24,49.754921
2028-02-25,27.180340
2028-02-26,35.955952
2028-02-27,37.929276
2028-02-28,24.902716
2028-02-29,24.824677
2028-03-01,24.746639
2028-03-02,33.591465
2028-03-03,24.554703
2028-03-04,20.921495
2028-03-05,25.375731
2028-03-06,21.333954
2028-03-07,18.379398
2028-03-08,20.387846
2028-03-09,13.361854
2028-03-10,10.812660
2028-03-11,11.004573
2028-03-12,18.018705
2028-03-13,44.934547
2028-03-14,48.605831
2028-03-15,63.723347
2028-03-16,33.814888
2028-03-17,38.713150
2028-03-18,35.063038
2028-03-19,32.403412
2028-03-20,34.302898
2028-03-21,25.065620
2028-03-22,26.249247
2028-03-23,27.506804
2028-03-24,21.682384
2028-03-25,13.182137
2028-03-26,13.063417
2028-03-27,30.197092
2028-03-28,41.037106
2028-03-29,37.256325
2028-03-30,29.086042
2028-03-31,26.611151
2028-04-01,32.560642
2028-04-02,34.919666
2028-04-03,33.113003
2028-04-04,38.708908
2028-04-05,38.511688
2028-04-06,34.622242
2028-04-07,32.631214
2028-04-08,27.272020
2028-04-09,23.310259
2028-04-10,23.487522
2028-04-11,25.753536
2028-04-12,29.982021
2028-04-13,48.303699
2028-04-14,47.973015
2028-04-15,39.877625
2028-04-16,45.760166
2028-04-17,42.516525
2028-04-18,44.779980
2028-04-19,38.113991
2028-04-20,24.375452
2028-04-21,23.112926
2028-04-22,32.002918
2028-04-23,41.169605
2028-04-24,35.896927
2028-04-25,33.915691
2028-04-26,23.805403
2028-04-27,22.891272
2028-04-28,14.436647
2028-04-29,10.588937
2028-04-30,19.179562
2028-05-01,26.416208
2028-05-02,30.504381
2028-05-03,29.880518
2028-05-04,36.939236
2028-05-05,37.073105
2028-05-06,39.581223
2028-05-07,42.416878
2028-05-08,40.251682
2028-05-09,32.906105
2028-05-10,31.875429
2028-05-11,27.868256
2028-05-12,28.546391
2028-05-13,33.963623
2028-05-14,39.620956
2028-05-15,41.863045
2028-05-16,40.784748
2028-05-17,39.706593
2028-05-18,37.889664
2028-05-19,35.819221
2028-05-20,31.471115
2028-05-21,32.091892
2028-05-22,30.160732
2028-05-23,28.425852
2028-05-24,29.365965
2028-05-25,31.037682
2028-05-26,31.223593
2028-05-27,26.788916
2028-05-28,26.982038
2028-05-29,32.955734
2028-05-30,38.786259
2028-05-31,28.750986
2028-06-01,15.905068
2028-06-02,15.337171
2028-06-03,20.620474
2028-06-04,23.573601
2028-06-05,29.002073
2028-06-06,32.933800
2028-06-07,45.099689
2028-06-08,41.729843
2028-06-09,33.645405
2028-06-10,35.661617
2028-06-11,41.644623
2028-06-12,48.088806
2028-06-13,50.607887
2028-06-14,51.412075
2028-06-15,47.489216
2028-06-16,42.529057
2028-06-17,45.181351
2028-06-18,44.697514
2028-06-19,44.646790
2028-06-20,45.228020
2028-06-21,42.533066
2028-06-22,45.192204
2028-06-23,45.589779
2028-06-24,41.407608
2028-06-25,40.560459
2028-06-26,41.483707
2028-06-27,38.941689
2028-06-28,38.122574
2028-06-29,38.583214
2028-06-30,37.563717
2028-07-01,37.523785
2028-07-02,39.426872
2028-07-03,33.018066
2028-07-04,27.783199
2028-07-05,23.902378
2028-07-06,22.403551
2028-07-07,22.736362
2028-07-08,28.248066
2028-07-09,30.329739
2028-07-10,32.743580
2028-07-11,38.062935
2028-07-12,38.082596
2028-07-13,34.189747
2028-07-14,29.139837
2028-07-15,23.017284
2028-07-16,23.018410
2028-07-17,23.694656
2028-07-18,21.843977
2028-07-19,20.174458
2028-07-20,17.369572
2028-07-21,17.107840
2028-07-22,16.143522
2028-07-23,16.920649
2028-07-24,23.381685
2028-07-25,23.362532
2028-07-26,23.353685
2028-07-27,21.826191
2028-07-28,21.842674
2028-07-29,23.002480
2028-07-30,27.875700
2028-07-31,31.425758
2028-08-01,32.355774
2028-08-02,33.784657
2028-08-03,34.138134
2028-08-04,33.506340
2028-08-05,38.864468
2028-08-06,36.919342
2028-08-07,34.043339
2028-08-08,34.576996
2028-08-09,36.220795
2028-08-10,40.244881
2028-08-11,50.837109
2028-08-12,50.306278
2028-08-13,42.893448
2028-08-14,36.605701
2028-08-15,37.054047
2028-08-16,36.633373
2028-08-17,37.169930
2028-08-18,35.350574
2028-08-19,36.630131
2028-08-20,35.090664
2028-08-21,34.960495
2028-08-22,36.634808
2028-08-23,36.074505
2028-08-24,35.801319
2028-08-25,38.265965
2028-08-26,36.599991
2028-08-27,35.539188
2028-08-28,32.872597
2028-08-29,26.533298
2028-08-30,22.931978
2028-08-31,22.772394
2028-09-01,22.856226
2028-09-02,23.024586
2028-09-03,23.225613
2028-09-04,21.048897
2028-09-05,22.552551
2028-09-06,23.102247
2028-09-07,17.354317
2028-09-08,17.526894
2028-09-09,26.832518
2028-09-10,31.091675
2028-09-11,31.870724
2028-09-12,32.123482
2028-09-13,34.966309
2028-09-14,43.340118
2028-09-15,34.338737
2028-09-16,25.146391
2028-09-17,24.824154
2028-09-18,44.542030
2028-09-19,47.432049
2028-09-20,43.965382
2028-09-21,44.107079
2028-09-22,41.582832
2028-09-23,37.512554
2028-09-24,37.147514
2028-09-25,37.650013
2028-09-26,40.665863
2028-09-27,43.977406
2028-09-28,53.113483
2028-09-29,53.288860
2028-09-30,46.050381
2028-10-01,38.533020
2028-10-02,32.617825
2028-10-03,31.630165
2028-10-04,30.103724
2028-10-05,30.346046
2028-10-06,31.767654
2028-10-07,53.002983
2028-10-08,55.304363
2028-10-09,50.155502
2028-10-10,43.685547
2028-10-11,36.821865
2028-10-12,38.054741
2028-10-13,36.164516
2028-10-14,29.400484
2028-10-15,33.314075
2028-10-16,45.265087
2028-10-17,45.781216
2028-10-18,42.578190
2028-10-19,36.830097
2028-10-20,32.165909
2028-10-21,32.232082
2028-10-22,33.074680
2028-10-23,34.397251
2028-10-24,42.322712
2028-10-25,36.173882
2028-10-26,35.310719
2028-10-27,36.558903
2028-10-28,34.883347
2028-10-29,37.789642
2028-10-30,42.831097
2028-10-31,44.036835
2028-11-01,48.933372
2028-11-02,55.489555
2028-11-03,53.001591
2028-11-04,49.469212
2028-11-05,46.844368
2028-11-06,37.388435
2028-11-07,25.586628
2028-11-08,28.320597
2028-11-09,29.036840
2028-11-10,29.976955
2028-11-11,33.506916
2028-11-12,26.575403
2028-11-13,29.766693
2028-11-14,34.104439
2028-11-15,43.278675
2028-11-16,34.881973
2028-11-17,23.223612
2028-11-18,22.351391
2028-11-19,23.684647
2028-11-20,24.969610
2028-11-21,23.694002
2028-11-22,24.587872
2028-11-23,27.721243
2028-11-24,44.500481
2028-11-25,57.950497
2028-11-26,47.403595
2028-11-27,34.018017
2028-11-28,28.607733
2028-11-29,44.267513
2028-11-30,49.082729
2028-12-01,39.507481
2028-12-02,33.135017
2028-12-03,25.318134
2028-12-04,24.428249
2028-12-05,24.357304
2028-12-06,28.070139
2028-12-07,49.183342
2028-12-08,40.526867
2028-12-09,55.424969
2028-12-10,42.194378
2028-12-11,35.411255
2028-12-12,50.386375
2028-12-13,36.017830
2028-12-14,34.435261
2028-12-15,46.537888
2028-12-16,28.706400
2028-12-17,20.875662
2028-12-18,17.811428
2028-12-19,24.452436
2028-12-20,34.020523
2028-12-21,37.015244
2028-12-22,44.980766
2028-12-23,42.394249
2028-12-24,38.329609
2028-12-25,44.125103
2028-12-26,43.770531
2028-12-27,46.780422
2028-12-28,49.382500
2028-12-29,29.526323
2028-12-30,26.696012
2028-12-31,31.287863
2029-01-01,23.550495
2029-01-02,35.221355
2029-01-03,23.961349
2029-01-04,26.585640
2029-01-05,20.846478
2029-01-06,16.329168
2029-01-07,20.382639
2029-01-08,24.704390
2029-01-09,32.638676
2029-01-10,27.244703
2029-01-11,26.779886
2029-01-12,30.941999
2029-01-13,33.330036
2029-01-14,37.837776
2029-01-15,31.663998
2029-01-16,25.051878
2029-01-17,22.403671
2029-01-18,21.887739
2029-01-19,22.149794
2029-01-20,22.731216
2029-01-21,24.127378
2029-01-22,14.975552
2029-01-23,18.888239
2029-01-24,20.372412
2029-01-25,20.283552
2029-01-26,12.623693
2029-01-27,13.075342
2029-01-28,20.311022
2029-01-29,20.299438
2029-01-30,13.645232
2029-01-31,14.951377
2029-02-01,16.487640
2029-02-02,14.877310
2029-02-03,13.771688
2029-02-04,14.862780
2029-02-05,14.825888
2029-02-06,15.597232
2029-02-07,20.789740
2029-02-08,21.455002
2029-02-09,20.372465
2029-02-10,20.851013
2029-02-11,23.570658
2029-02-12,45.241062
2029-02-13,51.863674
2029-02-14,36.264412
2029-02-15,35.210445
2029-02-16,39.863327
2029-02-17,50.604485
2029-02-18,47.704876
2029-02-19,36.711460
2029-02-20,37.864876
2029-02-21,42.453964
2029-02-22,42.159046
2029-02-23,54.296230
2029-02-24,55.498531
2029-02-25,48.934734
2029-02-26,54.214283
2029-02-27,76.980324
2029-02-28,48.620785
2029-03-01,38.138145
2029-03-02,29.880743
2029-03-03,29.895554
2029-03-04,24.686365
2029-03-05,25.822281
2029-03-06,37.161499
2029-03-07,69.830566
2029-03-08,48.111366
2029-03-09,48.699051
2029-03-10,41.596649
2029-03-11,35.024120
2029-03-12,34.354053
2029-03-13,30.779007
2029-03-14,36.115509
2029-03-15,31.970812
2029-03-16,34.589397
2029-03-17,43.917492
2029-03-18,37.951904
2029-03-19,34.415127
2029-03-20,28.777527
2029-03-21,26.415102
2029-03-22,30.691029
2029-03-23,34.251450
2029-03-24,40.402367
2029-03-25,36.067448
2029-03-26,37.928738
2029-03-27,35.807491
2029-03-28,33.660492
2029-03-29,35.979156
2029-03-30,39.777088
2029-03-31,37.361835
2029-04-01,39.099339
2029-04-02,37.687347
2029-04-03,37.456539
2029-04-04,36.479012
2029-04-05,30.817110
2029-04-06,23.113253
2029-04-07,23.606279
2029-04-08,32.436920
2029-04-09,41.880505
2029-04-10,41.060337
2029-04-11,40.992565
2029-04-12,40.891842
2029-04-13,41.923409
2029-04-14,40.559437
2029-04-15,37.281582
2029-04-16,40.823101
2029-04-17,40.922115
2029-04-18,40.252163
2029-04-19,31.751663
2029-04-20,23.521345
2029-04-21,25.591322
2029-04-22,35.908150
2029-04-23,38.554409
2029-04-24,42.355888
2029-04-25,38.446518
2029-04-26,35.871059
2029-04-27,37.059715
2029-04-28,42.035091
2029-04-29,44.773304
2029-04-30,37.181770
2029-05-01,36.350388
2029-05-02,38.841976
2029-05-03,36.131828
2029-05-04,16.491823
2029-05-05,14.392183
2029-05-06,19.376352
2029-05-07,32.249798
2029-05-08,44.864300
2029-05-09,46.105042
2029-05-10,20.378954
2029-05-11,13.783020
2029-05-12,22.335613
2029-05-13,41.854057
2029-05-14,49.988914
2029-05-15,42.252159
2029-05-16,44.060680
2029-05-17,41.428925
2029-05-18,41.299107
2029-05-19,43.213299
2029-05-20,44.859222
2029-05-21,44.712837
2029-05-22,55.334633
2029-05-23,45.927597
2029-05-24,44.024502
2029-05-25,37.785072
2029-05-26,40.162666
2029-05-27,31.946026
2029-05-28,27.251768
2029-05-29,31.236485
2029-05-30,37.450069
2029-05-31,33.266602
2029-06-01,30.966604
2029-06-02,31.168182
2029-06-03,32.414642
2029-06-04,33.614075
2029-06-05,27.058321
2029-06-06,23.221054
2029-06-07,21.623783
2029-06-08,21.299149
2029-06-09,17.463352
2029-06-10,18.054474
2029-06-11,18.187775
2029-06-12,23.099926
2029-06-13,33.139374
2029-06-14,36.167183
2029-06-15,36.766563
2029-06-16,38.588875
2029-06-17,40.354923
2029-06-18,44.677700
2029-06-19,43.924702
2029-06-20,44.688213
2029-06-21,46.231701
2029-06-22,46.847458
2029-06-23,45.564671
2029-06-24,42.576427
2029-06-25,43.718979
2029-06-26,43.102108
2029-06-27,41.097961
2029-06-28,37.668648
2029-06-29,37.951256
2029-06-30,34.814980
2029-07-01,34.008911
2029-07-02,39.353924
2029-07-03,35.543076
2029-07-04,37.661537
2029-07-05,39.456085
2029-07-06,39.285992
2029-07-07,43.706741
2029-07-08,45.919094
2029-07-09,45.950417
2029-07-10,46.059738
2029-07-11,46.015232
2029-07-12,44.980938
2029-07-13,43.497753
2029-07-14,42.841358
2029-07-15,39.822193
2029-07-16,39.638016
2029-07-17,35.139942
2029-07-18,32.247746
2029-07-19,30.178835
2029-07-20,31.214211
2029-07-21,32.885948
2029-07-22,35.376461
2029-07-23,34.405952
2029-07-24,32.742485
2029-07-25,31.961420
2029-07-26,33.705750
2029-07-27,28.945463
2029-07-28,24.431719
2029-07-29,17.637999
