#Variables:
#rhsmin_bcc-csm1-1_historical(%):Surface Daily Minimum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmin_bcc-csm1-1_historical(%)"
1961-05-20,37.487938
1961-05-21,42.942989
1961-05-22,57.690712
1961-05-23,51.479988
1961-05-24,51.833759
1961-05-25,48.160877
1961-05-26,44.859562
1961-05-27,43.165188
1961-05-28,44.253246
1961-05-29,50.894497
1961-05-30,41.763542
1961-05-31,36.200249
1961-06-01,35.548222
1961-06-02,42.921211
1961-06-03,44.493572
1961-06-04,46.074829
1961-06-05,49.209236
1961-06-06,47.926712
1961-06-07,40.740971
1961-06-08,38.175369
1961-06-09,34.743073
1961-06-10,35.075047
1961-06-11,38.036545
1961-06-12,33.279514
1961-06-13,30.647589
1961-06-14,31.993401
1961-06-15,33.049873
1961-06-16,32.798763
1961-06-17,29.211395
1961-06-18,21.033693
1961-06-19,17.795172
1961-06-20,15.309741
1961-06-21,14.194118
1961-06-22,17.949896
1961-06-23,30.566488
1961-06-24,40.107372
1961-06-25,42.643547
1961-06-26,46.073086
1961-06-27,49.292240
1961-06-28,46.537575
1961-06-29,47.811810
1961-06-30,49.959309
1961-07-01,49.348606
1961-07-02,50.237106
1961-07-03,44.608486
1961-07-04,37.112122
1961-07-05,37.093761
1961-07-06,41.712551
1961-07-07,48.861561
1961-07-08,52.461819
1961-07-09,38.763245
1961-07-10,30.570528
1961-07-11,29.139898
1961-07-12,29.669855
1961-07-13,33.237133
1961-07-14,39.998581
1961-07-15,49.338383
1961-07-16,52.678524
1961-07-17,52.806728
1961-07-18,52.188560
1961-07-19,52.334126
1961-07-20,52.036850
1961-07-21,52.388657
1961-07-22,52.899960
1961-07-23,42.465942
1961-07-24,34.280014
1961-07-25,32.222149
1961-07-26,31.418282
1961-07-27,32.085751
1961-07-28,34.003662
1961-07-29,35.616512
1961-07-30,37.489994
1961-07-31,42.910477
1961-08-01,43.729019
1961-08-02,45.721268
1961-08-03,49.965309
1961-08-04,46.407146
1961-08-05,42.863327
1961-08-06,39.130234
1961-08-07,40.560738
1961-08-08,39.890156
1961-08-09,42.157185
1961-08-10,41.707756
1961-08-11,44.185345
1961-08-12,44.321873
1961-08-13,39.400448
1961-08-14,30.903658
1961-08-15,30.097942
1961-08-16,29.592802
1961-08-17,32.824745
1961-08-18,36.932499
1961-08-19,40.796722
1961-08-20,34.649178
1961-08-21,33.689148
1961-08-22,34.368362
1961-08-23,35.302883
1961-08-24,32.632153
1961-08-25,28.296312
1961-08-26,27.160412
1961-08-27,24.495871
1961-08-28,24.455799
1961-08-29,24.781778
1961-08-30,31.156212
1961-08-31,36.947418
1961-09-01,28.672724
1961-09-02,25.419538
1961-09-03,26.505604
1961-09-04,34.347385
1961-09-05,34.264011
1961-09-06,33.393055
1961-09-07,34.464581
1961-09-08,36.106937
1961-09-09,41.748592
1961-09-10,44.319191
1961-09-11,40.375603
1961-09-12,41.823448
1961-09-13,55.528641
1961-09-14,49.816677
1961-09-15,46.446766
1961-09-16,39.499695
1961-09-17,30.771587
1961-09-18,25.219860
1961-09-19,27.257044
1961-09-20,37.768635
1961-09-21,53.251530
1961-09-22,43.293518
1961-09-23,44.624950
1961-09-24,40.967411
1961-09-25,35.265873
1961-09-26,30.263859
1961-09-27,26.113501
1961-09-28,20.753340
1961-09-29,19.861616
1961-09-30,20.464254
1961-10-01,23.874996
1961-10-02,34.701752
1961-10-03,28.242947
1961-10-04,28.864454
1961-10-05,25.444824
1961-10-06,25.401917
1961-10-07,27.266806
1961-10-08,31.902369
1961-10-09,46.806934
1961-10-10,48.823112
1961-10-11,43.259068
1961-10-12,39.539398
1961-10-13,38.138424
1961-10-14,40.168789
1961-10-15,42.408733
1961-10-16,56.797977
1961-10-17,55.579288
1961-10-18,49.688179
1961-10-19,36.975304
1961-10-20,35.361610
1961-10-21,34.492023
1961-10-22,43.234173
1961-10-23,47.998226
1961-10-24,50.580372
1961-10-25,63.707588
1961-10-26,58.428730
1961-10-27,53.527027
1961-10-28,44.853676
1961-10-29,40.066227
1961-10-30,39.497223
1961-10-31,38.241787
1961-11-01,41.274662
1961-11-02,41.763622
1961-11-03,37.824692
1961-11-04,41.024910
1961-11-05,37.704292
1961-11-06,32.354713
1961-11-07,35.360428
1961-11-08,37.951691
1961-11-09,51.384094
1961-11-10,41.310944
1961-11-11,34.207687
1961-11-12,23.254641
1961-11-13,23.730528
1961-11-14,19.442415
1961-11-15,15.261150
1961-11-16,22.875456
1961-11-17,24.237520
1961-11-18,25.878225
1961-11-19,28.309065
1961-11-20,31.072367
1961-11-21,28.337261
1961-11-22,28.532688
1961-11-23,31.297377
1961-11-24,26.716785
1961-11-25,20.310911
1961-11-26,25.761272
1961-11-27,26.483604
1961-11-28,16.642721
1961-11-29,11.941848
1961-11-30,9.214675
1961-12-01,9.846831
1961-12-02,23.427612
1961-12-03,41.979668
1961-12-04,28.768473
1961-12-05,32.328236
1961-12-06,41.339298
1961-12-07,49.483398
1961-12-08,62.370136
1961-12-09,44.406174
1961-12-10,34.990532
1961-12-11,53.597111
1961-12-12,42.984032
1961-12-13,56.573124
1961-12-14,64.393776
1961-12-15,51.710342
1961-12-16,62.123226
1961-12-17,48.536678
1961-12-18,47.392574
1961-12-19,46.107231
1961-12-20,39.545685
1961-12-21,42.908920
1961-12-22,56.731602
1961-12-23,64.769325
1961-12-24,62.534367
1961-12-25,49.434746
1961-12-26,32.959118
1961-12-27,35.574348
1961-12-28,38.001995
1961-12-29,43.040279
1961-12-30,41.565586
1961-12-31,25.741213
1962-01-01,26.462238
1962-01-02,22.257568
1962-01-03,21.092831
1962-01-04,25.342142
1962-01-05,32.522339
1962-01-06,24.429516
1962-01-07,22.777617
1962-01-08,26.480864
1962-01-09,27.673988
1962-01-10,32.995937
1962-01-11,46.126099
1962-01-12,37.576248
1962-01-13,36.023209
1962-01-14,43.062534
1962-01-15,37.677776
1962-01-16,51.405899
1962-01-17,63.336151
1962-01-18,34.248863
1962-01-19,34.471466
1962-01-20,27.257637
1962-01-21,28.474794
1962-01-22,34.928024
1962-01-23,37.157902
1962-01-24,43.286797
1962-01-25,42.436928
1962-01-26,58.164078
1962-01-27,52.349018
1962-01-28,27.035862
1962-01-29,25.677927
1962-01-30,34.530792
1962-01-31,45.180222
1962-02-01,42.644176
1962-02-02,47.929344
1962-02-03,58.468033
1962-02-04,38.610722
1962-02-05,39.175255
1962-02-06,39.683655
1962-02-07,35.524113
1962-02-08,34.888992
1962-02-09,33.798141
1962-02-10,29.765930
1962-02-11,27.888943
1962-02-12,23.041008
1962-02-13,21.158161
1962-02-14,23.058208
1962-02-15,37.422619
1962-02-16,49.961079
1962-02-17,58.971008
1962-02-18,54.863697
1962-02-19,41.911732
1962-02-20,43.124859
1962-02-21,55.770267
1962-02-22,58.744984
1962-02-23,31.970325
1962-02-24,28.936665
1962-02-25,43.760185
1962-02-26,57.373669
1962-02-27,61.924980
1962-02-28,48.336773
1962-03-01,45.921829
1962-03-02,51.840305
1962-03-03,56.875374
1962-03-04,71.694771
1962-03-05,68.864296
1962-03-06,53.684074
1962-03-07,53.487820
1962-03-08,46.991646
1962-03-09,42.517941
1962-03-10,44.294449
1962-03-11,53.540592
1962-03-12,43.468918
1962-03-13,37.541195
1962-03-14,35.540367
1962-03-15,31.800913
1962-03-16,31.464386
1962-03-17,33.398178
1962-03-18,36.018486
1962-03-19,32.642483
1962-03-20,32.463226
1962-03-21,32.792095
1962-03-22,34.222973
1962-03-23,42.129986
1962-03-24,47.551891
1962-03-25,40.380501
1962-03-26,37.002419
1962-03-27,32.529663
1962-03-28,34.520454
1962-03-29,55.725227
1962-03-30,55.435051
1962-03-31,38.120552
1962-04-01,41.669312
1962-04-02,29.486971
1962-04-03,21.184929
1962-04-04,12.397807
1962-04-05,13.800794
1962-04-06,22.867426
1962-04-07,18.474707
1962-04-08,19.080191
1962-04-09,20.740257
1962-04-10,30.737799
1962-04-11,25.074066
1962-04-12,21.943077
1962-04-13,19.791626
1962-04-14,21.539667
1962-04-15,17.361490
1962-04-16,16.908670
1962-04-17,16.565416
1962-04-18,25.835752
1962-04-19,29.090780
1962-04-20,34.408424
1962-04-21,38.543076
1962-04-22,47.749210
1962-04-23,36.911953
1962-04-24,22.322670
1962-04-25,24.128559
1962-04-26,29.890465
1962-04-27,32.189224
1962-04-28,37.711815
1962-04-29,46.197342
1962-04-30,53.441631
1962-05-01,53.281120
1962-05-02,39.310257
1962-05-03,40.197357
1962-05-04,40.645866
1962-05-05,42.544678
1962-05-06,48.228504
1962-05-07,60.328869
1962-05-08,59.770954
1962-05-09,56.205471
1962-05-10,48.608620
1962-05-11,34.533669
1962-05-12,34.349396
1962-05-13,33.433659
1962-05-14,29.517096
1962-05-15,30.123680
1962-05-16,38.599224
1962-05-17,38.865822
1962-05-18,40.626137
1962-05-19,48.914345
1962-05-20,46.220734
1962-05-21,46.939991
1962-05-22,40.771641
1962-05-23,34.916195
1962-05-24,35.773003
1962-05-25,34.300957
1962-05-26,32.867744
1962-05-27,37.009151
1962-05-28,45.119198
1962-05-29,24.556314
1962-05-30,24.123224
1962-05-31,23.932674
1962-06-01,23.908157
1962-06-02,24.733347
1962-06-03,23.698545
1962-06-04,24.416853
1962-06-05,33.127129
1962-06-06,39.973064
1962-06-07,48.899815
1962-06-08,47.851620
1962-06-09,47.349796
1962-06-10,48.514046
1962-06-11,49.949726
1962-06-12,47.848511
1962-06-13,44.063213
1962-06-14,39.446781
1962-06-15,35.095802
1962-06-16,33.016350
1962-06-17,26.740324
1962-06-18,24.948883
1962-06-19,24.876328
1962-06-20,27.778616
1962-06-21,36.540466
1962-06-22,39.243252
1962-06-23,31.892813
1962-06-24,27.828976
1962-06-25,27.344528
1962-06-26,28.408489
1962-06-27,31.402025
1962-06-28,38.564190
1962-06-29,39.885239
1962-06-30,32.835461
1962-07-01,31.911337
1962-07-02,40.108299
1962-07-03,47.859283
1962-07-04,60.116566
1962-07-05,59.294743
1962-07-06,55.439766
1962-07-07,54.565201
1962-07-08,52.529369
1962-07-09,48.611275
1962-07-10,42.242207
1962-07-11,39.626472
1962-07-12,40.346626
1962-07-13,43.528419
1962-07-14,43.458702
1962-07-15,41.837456
1962-07-16,40.863483
1962-07-17,42.239368
1962-07-18,39.742359
1962-07-19,42.614037
1962-07-20,36.878628
1962-07-21,34.222427
1962-07-22,33.842281
1962-07-23,32.593800
1962-07-24,29.210085
1962-07-25,26.347010
1962-07-26,21.153336
1962-07-27,22.391138
1962-07-28,25.736471
1962-07-29,32.119843
1962-07-30,36.059200
1962-07-31,33.944267
1962-08-01,33.500065
1962-08-02,32.047161
1962-08-03,33.344536
1962-08-04,28.904398
1962-08-05,29.305704
1962-08-06,28.327681
1962-08-07,28.682730
1962-08-08,29.861767
1962-08-09,31.582170
1962-08-10,29.816269
1962-08-11,28.598156
1962-08-12,31.361561
1962-08-13,57.236881
1962-08-14,68.211777
1962-08-15,49.525043
1962-08-16,50.466831
1962-08-17,52.240372
1962-08-18,49.043949
1962-08-19,44.690994
1962-08-20,43.566059
1962-08-21,46.599518
1962-08-22,48.152687
1962-08-23,48.414268
1962-08-24,47.713326
1962-08-25,44.470646
1962-08-26,42.621609
1962-08-27,43.693787
1962-08-28,46.251972
1962-08-29,49.849964
1962-08-30,47.467323
1962-08-31,38.343307
1962-09-01,33.310822
1962-09-02,33.208679
1962-09-03,34.454018
1962-09-04,35.418015
1962-09-05,34.841839
1962-09-06,33.288204
1962-09-07,33.880341
1962-09-08,35.714058
1962-09-09,38.881184
1962-09-10,39.208080
1962-09-11,42.023045
1962-09-12,45.284668
1962-09-13,35.824532
1962-09-14,35.151459
1962-09-15,37.068188
1962-09-16,27.298824
1962-09-17,26.562519
1962-09-18,27.340319
1962-09-19,26.172047
1962-09-20,27.953794
1962-09-21,30.508537
1962-09-22,40.468811
1962-09-23,37.919201
1962-09-24,37.840153
1962-09-25,37.550224
1962-09-26,32.808231
1962-09-27,30.393253
1962-09-28,27.631210
1962-09-29,26.183004
1962-09-30,23.902056
1962-10-01,24.172327
1962-10-02,27.126329
1962-10-03,33.516338
1962-10-04,38.736637
1962-10-05,42.765522
1962-10-06,36.107475
1962-10-07,27.540146
1962-10-08,29.268934
1962-10-09,24.431330
1962-10-10,21.714436
1962-10-11,19.460413
1962-10-12,15.787038
1962-10-13,15.173964
1962-10-14,23.838654
1962-10-15,22.336855
1962-10-16,18.801462
1962-10-17,16.263664
1962-10-18,16.396280
1962-10-19,18.707022
1962-10-20,28.333141
1962-10-21,31.776121
1962-10-22,29.873028
1962-10-23,26.034483
1962-10-24,29.101444
1962-10-25,71.307823
1962-10-26,72.328705
1962-10-27,58.177711
1962-10-28,50.921947
1962-10-29,47.213333
1962-10-30,43.860340
1962-10-31,42.619965
1962-11-01,43.567650
1962-11-02,42.923458
1962-11-03,39.987720
1962-11-04,36.964584
1962-11-05,37.007954
1962-11-06,41.623116
1962-11-07,51.319099
1962-11-08,55.341061
1962-11-09,55.542873
1962-11-10,43.872898
1962-11-11,45.897057
1962-11-12,38.489082
1962-11-13,37.197563
1962-11-14,35.914433
1962-11-15,43.028763
1962-11-16,48.992779
1962-11-17,55.958374
1962-11-18,41.453808
1962-11-19,44.584953
1962-11-20,48.769024
1962-11-21,52.306034
1962-11-22,50.186867
1962-11-23,51.190067
1962-11-24,55.958496
1962-11-25,65.490334
1962-11-26,57.615944
1962-11-27,59.195412
1962-11-28,68.163414
1962-11-29,48.545666
1962-11-30,45.277512
1962-12-01,29.528563
1962-12-02,32.805984
1962-12-03,29.555809
1962-12-04,46.495117
1962-12-05,62.635551
1962-12-06,52.667736
1962-12-07,46.987431
1962-12-08,39.674206
1962-12-09,47.091522
1962-12-10,56.673183
1962-12-11,61.770756
1962-12-12,40.374508
1962-12-13,29.086756
1962-12-14,38.935429
1962-12-15,34.243294
1962-12-16,25.575096
1962-12-17,28.401243
1962-12-18,25.618610
1962-12-19,28.218098
1962-12-20,39.691879
1962-12-21,43.147362
1962-12-22,46.832336
1962-12-23,49.684116
1962-12-24,30.491434
1962-12-25,28.025183
1962-12-26,45.792721
1962-12-27,78.650940
1962-12-28,46.596519
1962-12-29,32.528229
1962-12-30,39.626682
1962-12-31,28.712229
1963-01-01,45.233242
1963-01-02,52.687347
1963-01-03,57.359421
1963-01-04,48.305786
1963-01-05,44.040764
1963-01-06,58.464497
1963-01-07,56.239319
1963-01-08,55.958202
1963-01-09,35.688499
1963-01-10,34.034222
1963-01-11,32.886246
1963-01-12,35.342766
1963-01-13,32.274300
1963-01-14,35.790459
1963-01-15,47.953350
1963-01-16,37.723625
1963-01-17,44.213696
1963-01-18,45.316444
1963-01-19,45.487877
1963-01-20,56.117508
1963-01-21,48.432133
1963-01-22,51.882107
1963-01-23,52.867634
1963-01-24,52.038689
1963-01-25,55.640923
1963-01-26,62.605442
1963-01-27,74.199730
1963-01-28,58.746033
1963-01-29,47.382473
1963-01-30,42.900291
1963-01-31,55.232761
1963-02-01,56.460800
1963-02-02,50.164810
1963-02-03,66.698082
1963-02-04,59.551315
1963-02-05,57.407764
1963-02-06,55.656044
1963-02-07,54.569500
1963-02-08,54.865013
1963-02-09,38.175079
1963-02-10,41.554253
1963-02-11,39.407711
1963-02-12,31.219114
1963-02-13,30.043777
1963-02-14,40.206158
1963-02-15,54.801418
1963-02-16,59.150047
1963-02-17,55.317184
1963-02-18,54.123268
1963-02-19,59.011105
1963-02-20,61.633892
1963-02-21,70.414642
1963-02-22,62.303864
1963-02-23,51.021500
1963-02-24,48.141914
1963-02-25,43.382931
1963-02-26,51.138271
1963-02-27,48.935738
1963-02-28,43.159313
1963-03-01,40.323250
1963-03-02,36.661930
1963-03-03,35.221046
1963-03-04,42.047684
1963-03-05,40.553905
1963-03-06,27.393686
1963-03-07,23.983732
1963-03-08,23.212511
1963-03-09,25.910820
1963-03-10,40.009151
1963-03-11,31.136003
1963-03-12,31.098721
1963-03-13,27.971354
1963-03-14,28.417801
1963-03-15,58.835449
1963-03-16,37.947987
1963-03-17,39.837284
1963-03-18,40.071709
1963-03-19,42.662151
1963-03-20,39.537369
1963-03-21,30.922340
1963-03-22,21.547155
1963-03-23,20.435501
1963-03-24,19.552296
1963-03-25,13.331886
1963-03-26,13.379165
1963-03-27,23.789139
1963-03-28,10.096426
1963-03-29,9.462419
1963-03-30,13.976532
1963-03-31,17.853094
1963-04-01,23.881170
1963-04-02,23.393038
1963-04-03,23.298174
1963-04-04,21.085962
1963-04-05,22.084030
1963-04-06,23.765074
1963-04-07,10.541716
1963-04-08,8.955049
1963-04-09,10.292015
1963-04-10,16.558544
1963-04-11,15.242036
1963-04-12,15.898258
1963-04-13,28.595697
1963-04-14,35.630272
1963-04-15,28.515301
1963-04-16,34.683838
1963-04-17,40.964191
1963-04-18,28.061899
1963-04-19,21.043407
1963-04-20,36.789562
1963-04-21,42.085941
1963-04-22,37.936291
1963-04-23,9.661564
1963-04-24,8.896591
1963-04-25,12.607862
1963-04-26,22.837889
1963-04-27,22.652309
1963-04-28,21.537611
1963-04-29,25.249821
1963-04-30,35.424870
1963-05-01,22.801380
1963-05-02,12.757702
1963-05-03,12.600205
1963-05-04,12.640422
1963-05-05,22.110052
1963-05-06,46.206371
1963-05-07,28.198881
1963-05-08,21.081413
1963-05-09,22.840490
1963-05-10,25.081549
1963-05-11,32.910423
1963-05-12,18.086960
1963-05-13,8.929813
1963-05-14,12.373867
1963-05-15,30.591383
1963-05-16,33.334869
1963-05-17,30.917089
1963-05-18,30.728848
1963-05-19,31.168509
1963-05-20,29.542757
1963-05-21,31.655191
1963-05-22,37.432728
1963-05-23,33.272671
1963-05-24,31.650543
1963-05-25,28.679283
1963-05-26,30.673523
1963-05-27,28.371292
1963-05-28,29.240393
1963-05-29,29.586184
1963-05-30,33.918488
1963-05-31,39.516392
1963-06-01,35.287224
1963-06-02,34.343678
1963-06-03,34.780441
1963-06-04,31.220844
1963-06-05,32.297043
1963-06-06,45.124931
1963-06-07,57.373322
1963-06-08,60.996555
1963-06-09,45.502956
1963-06-10,33.206493
1963-06-11,29.752905
1963-06-12,29.683651
1963-06-13,33.322132
1963-06-14,31.653687
1963-06-15,33.212528
1963-06-16,33.340343
1963-06-17,37.226894
1963-06-18,39.222691
1963-06-19,40.010136
1963-06-20,45.941711
1963-06-21,48.375290
1963-06-22,55.411770
1963-06-23,61.884758
1963-06-24,58.739216
1963-06-25,60.203434
1963-06-26,63.403217
1963-06-27,60.211922
1963-06-28,58.446770
1963-06-29,55.861168
1963-06-30,51.919975
1963-07-01,53.250385
1963-07-02,53.821117
1963-07-03,57.095024
1963-07-04,62.756840
1963-07-05,70.604630
1963-07-06,61.453888
1963-07-07,53.690762
1963-07-08,46.791283
1963-07-09,48.481281
1963-07-10,49.854309
1963-07-11,41.892162
1963-07-12,33.699066
1963-07-13,32.204403
1963-07-14,28.011478
1963-07-15,26.514235
1963-07-16,26.648232
1963-07-17,32.198429
1963-07-18,37.358086
1963-07-19,45.898094
1963-07-20,52.420662
1963-07-21,50.239510
1963-07-22,49.367970
1963-07-23,50.347389
1963-07-24,50.169926
1963-07-25,49.289131
1963-07-26,45.861092
1963-07-27,45.587429
1963-07-28,45.993729
1963-07-29,47.543194
1963-07-30,43.936024
1963-07-31,42.939503
1963-08-01,41.587280
1963-08-02,41.034813
1963-08-03,38.059097
1963-08-04,38.465797
1963-08-05,39.820038
1963-08-06,41.721260
1963-08-07,38.579063
1963-08-08,38.987911
1963-08-09,39.238811
1963-08-10,44.001316
1963-08-11,42.351246
1963-08-12,42.685120
1963-08-13,43.088219
1963-08-14,38.987659
1963-08-15,38.643234
1963-08-16,38.328896
1963-08-17,45.844872
1963-08-18,52.509853
1963-08-19,84.418030
1963-08-20,52.693615
1963-08-21,47.696983
1963-08-22,47.406116
1963-08-23,48.857304
1963-08-24,40.858509
1963-08-25,37.671761
1963-08-26,38.668781
1963-08-27,38.038307
1963-08-28,37.593597
1963-08-29,36.414310
1963-08-30,32.810570
1963-08-31,33.637936
1963-09-01,34.863449
1963-09-02,35.690624
1963-09-03,37.458508
1963-09-04,42.848808
1963-09-05,44.662243
1963-09-06,38.281803
1963-09-07,35.765678
1963-09-08,35.733265
1963-09-09,37.454800
1963-09-10,39.857494
1963-09-11,41.786591
1963-09-12,43.286995
1963-09-13,45.780098
1963-09-14,46.880184
1963-09-15,50.761181
1963-09-16,50.476913
1963-09-17,52.668568
1963-09-18,47.243916
1963-09-19,45.850834
1963-09-20,45.627930
1963-09-21,44.178677
1963-09-22,38.852062
1963-09-23,36.178478
1963-09-24,26.804272
1963-09-25,27.676104
1963-09-26,36.126663
1963-09-27,39.940861
1963-09-28,44.317928
1963-09-29,40.794971
1963-09-30,39.497002
1963-10-01,34.127590
1963-10-02,32.272934
1963-10-03,30.502754
1963-10-04,34.034870
1963-10-05,36.857758
1963-10-06,34.812553
1963-10-07,30.769258
1963-10-08,31.803633
1963-10-09,40.272133
1963-10-10,35.698112
1963-10-11,35.946217
1963-10-12,48.891872
1963-10-13,41.879707
1963-10-14,39.245880
1963-10-15,39.345169
1963-10-16,46.201759
1963-10-17,48.742912
1963-10-18,36.827152
1963-10-19,35.244251
1963-10-20,35.294846
1963-10-21,36.837769
1963-10-22,45.261742
1963-10-23,42.742004
1963-10-24,29.159269
1963-10-25,32.338440
1963-10-26,37.692722
1963-10-27,31.893923
1963-10-28,21.951313
1963-10-29,24.054644
1963-10-30,23.877447
1963-10-31,20.407951
1963-11-01,20.920160
1963-11-02,24.902143
1963-11-03,28.083368
1963-11-04,36.782913
1963-11-05,35.261162
1963-11-06,31.976446
1963-11-07,32.159512
1963-11-08,30.439320
1963-11-09,32.370247
1963-11-10,34.510269
1963-11-11,47.594296
1963-11-12,51.688408
1963-11-13,36.125648
1963-11-14,28.204134
1963-11-15,23.836895
1963-11-16,24.937683
1963-11-17,24.068100
1963-11-18,23.240875
1963-11-19,25.257105
1963-11-20,29.331383
1963-11-21,25.636312
1963-11-22,26.427792
1963-11-23,25.539665
1963-11-24,19.305973
1963-11-25,23.506746
1963-11-26,21.105259
1963-11-27,20.714893
1963-11-28,24.237284
1963-11-29,48.575832
1963-11-30,36.062183
1963-12-01,36.709629
1963-12-02,46.400402
1963-12-03,62.986538
1963-12-04,55.958466
1963-12-05,55.625763
1963-12-06,47.814167
1963-12-07,42.660793
1963-12-08,40.422485
1963-12-09,45.437561
1963-12-10,47.933537
1963-12-11,55.560825
1963-12-12,34.516197
1963-12-13,25.125059
1963-12-14,15.987452
1963-12-15,16.264336
1963-12-16,15.102288
1963-12-17,21.187080
1963-12-18,26.586302
1963-12-19,36.780373
1963-12-20,42.351032
1963-12-21,31.033972
1963-12-22,34.975021
1963-12-23,45.558983
1963-12-24,52.041092
1963-12-25,45.672100
1963-12-26,43.708755
1963-12-27,41.737431
1963-12-28,39.685593
1963-12-29,37.312962
1963-12-30,30.374767
1963-12-31,28.221432
1964-01-01,29.433249
1964-01-02,24.684809
1964-01-03,23.117777
1964-01-04,23.268856
1964-01-05,15.264156
1964-01-06,16.743914
1964-01-07,24.410625
1964-01-08,22.503008
1964-01-09,24.775394
1964-01-10,33.369232
1964-01-11,51.671616
1964-01-12,53.213646
1964-01-13,38.139271
1964-01-14,33.444115
1964-01-15,33.315567
1964-01-16,40.548328
1964-01-17,43.882530
1964-01-18,46.203842
1964-01-19,35.232296
1964-01-20,35.871983
1964-01-21,39.864986
1964-01-22,34.173393
1964-01-23,27.683741
1964-01-24,28.616362
1964-01-25,33.700153
1964-01-26,23.363487
1964-01-27,20.846104
1964-01-28,20.732874
1964-01-29,20.756514
1964-01-30,22.916441
1964-01-31,20.877178
1964-02-01,20.357197
1964-02-02,21.836775
1964-02-03,29.259373
1964-02-04,59.353573
1964-02-05,57.475681
1964-02-06,36.094990
1964-02-07,34.183186
1964-02-08,49.060375
1964-02-09,35.963943
1964-02-10,41.672470
1964-02-11,52.262577
1964-02-12,57.155033
1964-02-13,49.746845
1964-02-14,46.676353
1964-02-15,46.070377
1964-02-16,44.292767
1964-02-17,54.844467
1964-02-18,36.590271
1964-02-19,42.220360
1964-02-20,30.690012
1964-02-21,39.334026
1964-02-22,42.016388
1964-02-23,39.988792
1964-02-24,32.471153
1964-02-25,33.361526
1964-02-26,52.360847
1964-02-27,64.004417
1964-02-28,52.563663
1964-02-29,44.404987
1964-03-01,36.246311
1964-03-02,41.203434
1964-03-03,35.100040
1964-03-04,31.391375
1964-03-05,27.579308
1964-03-06,27.215544
1964-03-07,35.200359
1964-03-08,46.162189
1964-03-09,47.684334
1964-03-10,50.256378
1964-03-11,51.925560
1964-03-12,54.880520
1964-03-13,56.539391
1964-03-14,61.780067
1964-03-15,32.897980
1964-03-16,30.352705
1964-03-17,31.500048
1964-03-18,32.117455
1964-03-19,30.992371
1964-03-20,32.396343
1964-03-21,50.046936
1964-03-22,31.059893
1964-03-23,31.534143
1964-03-24,45.306004
1964-03-25,39.290218
1964-03-26,27.850508
1964-03-27,20.924795
1964-03-28,23.140678
1964-03-29,19.869179
1964-03-30,21.345703
1964-03-31,51.518009
1964-04-01,45.725986
1964-04-02,42.637726
1964-04-03,45.337620
1964-04-04,41.259541
1964-04-05,42.524361
1964-04-06,21.816656
1964-04-07,20.477934
1964-04-08,31.550125
1964-04-09,31.404818
1964-04-10,31.573435
1964-04-11,22.652822
1964-04-12,19.898787
1964-04-13,19.813046
1964-04-14,20.180239
1964-04-15,12.675390
1964-04-16,6.885339
1964-04-17,6.726793
1964-04-18,24.809605
1964-04-19,36.164078
1964-04-20,20.755548
1964-04-21,18.090956
1964-04-22,17.335320
1964-04-23,18.461708
1964-04-24,12.595340
1964-04-25,9.211712
1964-04-26,10.544008
1964-04-27,15.261916
1964-04-28,9.059286
1964-04-29,13.201005
1964-04-30,28.364704
1964-05-01,27.292240
1964-05-02,22.684427
1964-05-03,31.484541
1964-05-04,46.988747
1964-05-05,28.232580
1964-05-06,21.525578
1964-05-07,22.065357
1964-05-08,24.814558
1964-05-09,20.248165
1964-05-10,17.358772
1964-05-11,22.972038
1964-05-12,45.616676
1964-05-13,66.779442
1964-05-14,61.630951
1964-05-15,54.954517
1964-05-16,54.052868
1964-05-17,59.421497
1964-05-18,58.812160
1964-05-19,51.153469
1964-05-20,48.397907
1964-05-21,48.154419
1964-05-22,51.620098
1964-05-23,53.575336
1964-05-24,37.795738
1964-05-25,39.161404
1964-05-26,50.370975
1964-05-27,41.174576
1964-05-28,42.586414
1964-05-29,41.893993
1964-05-30,40.665573
1964-05-31,32.497105
1964-06-01,25.327150
1964-06-02,21.734325
1964-06-03,23.247932
1964-06-04,26.905062
1964-06-05,49.642345
1964-06-06,54.858521
1964-06-07,49.895714
1964-06-08,47.684769
1964-06-09,43.081833
1964-06-10,38.560345
1964-06-11,39.688835
1964-06-12,44.844460
1964-06-13,43.742825
1964-06-14,42.257973
1964-06-15,43.774632
1964-06-16,42.757896
1964-06-17,44.172531
1964-06-18,45.459137
1964-06-19,42.430279
1964-06-20,40.977894
1964-06-21,40.458641
1964-06-22,41.159107
1964-06-23,35.721386
1964-06-24,36.120392
1964-06-25,45.908562
1964-06-26,37.741028
1964-06-27,33.845772
1964-06-28,29.968348
1964-06-29,28.903912
1964-06-30,25.601622
1964-07-01,25.314749
1964-07-02,25.950842
1964-07-03,40.152821
1964-07-04,45.792683
1964-07-05,45.489723
1964-07-06,45.509815
1964-07-07,48.056660
1964-07-08,50.413792
1964-07-09,42.280304
1964-07-10,34.593731
