#Variables:
#vas_bcc-csm1-1_rcp45(ms-1):Northward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_vas_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,vas_bcc-csm1-1_rcp45(ms-1)"
2019-08-28,3.453962
2019-08-29,3.921818
2019-08-30,3.746495
2019-08-31,3.676449
2019-09-01,4.344912
2019-09-02,4.705549
2019-09-03,3.486405
2019-09-04,4.446308
2019-09-05,4.449577
2019-09-06,4.014235
2019-09-07,1.443543
2019-09-08,0.758756
2019-09-09,1.847221
2019-09-10,3.926951
2019-09-11,1.591529
2019-09-12,-0.791701
2019-09-13,1.601377
2019-09-14,2.060543
2019-09-15,1.845636
2019-09-16,-1.936309
2019-09-17,-1.734369
2019-09-18,-3.669529
2019-09-19,-2.660106
2019-09-20,-1.639016
2019-09-21,-1.572134
2019-09-22,1.204149
2019-09-23,2.620177
2019-09-24,3.973747
2019-09-25,4.617238
2019-09-26,5.028988
2019-09-27,5.302625
2019-09-28,4.318313
2019-09-29,4.365085
2019-09-30,4.364165
2019-10-01,3.671103
2019-10-02,1.314034
2019-10-03,1.777761
2019-10-04,3.529929
2019-10-05,3.080930
2019-10-06,4.932887
2019-10-07,-2.321293
2019-10-08,-1.295600
2019-10-09,-0.792857
2019-10-10,-1.377898
2019-10-11,-1.299801
2019-10-12,0.385274
2019-10-13,3.273089
2019-10-14,3.702386
2019-10-15,5.259171
2019-10-16,6.291541
2019-10-17,6.462858
2019-10-18,1.578863
2019-10-19,-5.687716
2019-10-20,-3.920475
2019-10-21,-1.625335
2019-10-22,-0.075742
2019-10-23,-2.193459
2019-10-24,-5.036813
2019-10-25,-1.523983
2019-10-26,0.344331
2019-10-27,-3.414431
2019-10-28,-0.606267
2019-10-29,0.656775
2019-10-30,2.129309
2019-10-31,1.736697
2019-11-01,-3.748549
2019-11-02,-4.745176
2019-11-03,1.104280
2019-11-04,2.411976
2019-11-05,2.333745
2019-11-06,-4.400449
2019-11-07,-2.882367
2019-11-08,2.794128
2019-11-09,4.264904
2019-11-10,-1.451519
2019-11-11,-0.970248
2019-11-12,-4.761170
2019-11-13,-2.458006
2019-11-14,1.368463
2019-11-15,1.744100
2019-11-16,4.707546
2019-11-17,-1.120965
2019-11-18,-1.839333
2019-11-19,4.235955
2019-11-20,6.119985
2019-11-21,6.006647
2019-11-22,4.573272
2019-11-23,4.390191
2019-11-24,3.002516
2019-11-25,-4.074455
2019-11-26,-2.828248
2019-11-27,2.992589
2019-11-28,4.347814
2019-11-29,-4.233278
2019-11-30,-5.987137
2019-12-01,1.209278
2019-12-02,-0.262550
2019-12-03,-7.582854
2019-12-04,-4.348860
2019-12-05,-2.546095
2019-12-06,-5.447142
2019-12-07,2.026305
2019-12-08,5.252494
2019-12-09,5.307878
2019-12-10,5.034821
2019-12-11,-1.105334
2019-12-12,-1.601015
2019-12-13,4.763624
2019-12-14,-1.926942
2019-12-15,3.230362
2019-12-16,-0.045608
2019-12-17,2.531222
2019-12-18,3.346071
2019-12-19,2.250323
2019-12-20,4.527908
2019-12-21,-2.204931
2019-12-22,2.635710
2019-12-23,-3.142897
2019-12-24,2.214837
2019-12-25,-0.771490
2019-12-26,-3.322056
2019-12-27,1.588777
2019-12-28,2.729113
2019-12-29,-2.619311
2019-12-30,-4.787913
2019-12-31,2.491197
2020-01-01,3.776076
2020-01-02,-1.953453
2020-01-03,-3.833538
2020-01-04,2.391539
2020-01-05,-2.230872
2020-01-06,0.233684
2020-01-07,-4.187876
2020-01-08,-3.625180
2020-01-09,1.527418
2020-01-10,2.390169
2020-01-11,1.231635
2020-01-12,-3.952434
2020-01-13,3.736165
2020-01-14,1.721364
2020-01-15,-1.831493
2020-01-16,-1.540752
2020-01-17,-4.931567
2020-01-18,-3.343607
2020-01-19,1.940967
2020-01-20,-4.123494
2020-01-21,2.712110
2020-01-22,4.975507
2020-01-23,-0.903170
2020-01-24,-5.952794
2020-01-25,-3.568097
2020-01-26,3.781130
2020-01-27,3.271110
2020-01-28,2.558453
2020-01-29,2.540607
2020-01-30,-3.696230
2020-01-31,1.885328
2020-02-01,5.173947
2020-02-02,2.154253
2020-02-03,1.072474
2020-02-04,4.574696
2020-02-05,4.478276
2020-02-06,4.587965
2020-02-07,-2.807376
2020-02-08,-6.461854
2020-02-09,-3.640377
2020-02-10,4.914346
2020-02-11,4.776462
2020-02-12,2.055626
2020-02-13,2.786594
2020-02-14,0.286398
2020-02-15,0.537665
2020-02-16,-1.580555
2020-02-17,-2.281011
2020-02-18,2.255848
2020-02-19,4.439248
2020-02-20,4.891840
2020-02-21,-1.421274
2020-02-22,-1.268472
2020-02-23,-1.580948
2020-02-24,4.508455
2020-02-25,0.566894
2020-02-26,-7.202882
2020-02-27,-5.692550
2020-02-28,4.367545
2020-02-29,5.517985
2020-03-01,6.668425
2020-03-02,4.642872
2020-03-03,-2.068095
2020-03-04,3.550662
2020-03-05,4.086233
2020-03-06,6.298626
2020-03-07,5.652736
2020-03-08,4.680704
2020-03-09,-3.524416
2020-03-10,-3.892269
2020-03-11,-3.025619
2020-03-12,3.086445
2020-03-13,2.631799
2020-03-14,3.690313
2020-03-15,3.766553
2020-03-16,-4.448525
2020-03-17,2.846688
2020-03-18,5.119422
2020-03-19,3.822472
2020-03-20,5.541709
2020-03-21,-8.343447
2020-03-22,0.600555
2020-03-23,1.288036
2020-03-24,0.806469
2020-03-25,7.715310
2020-03-26,6.120018
2020-03-27,5.359019
2020-03-28,0.989862
2020-03-29,6.475191
2020-03-30,4.636877
2020-03-31,-0.016003
2020-04-01,3.342438
2020-04-02,3.480317
2020-04-03,4.006472
2020-04-04,3.265343
2020-04-05,-0.301427
2020-04-06,2.862406
2020-04-07,5.173194
2020-04-08,5.721060
2020-04-09,-0.082947
2020-04-10,1.256877
2020-04-11,4.030264
2020-04-12,-6.185054
2020-04-13,3.346847
2020-04-14,8.246037
2020-04-15,5.485406
2020-04-16,3.491007
2020-04-17,-4.945473
2020-04-18,3.803566
2020-04-19,6.935938
2020-04-20,7.969627
2020-04-21,3.627738
2020-04-22,-1.975508
2020-04-23,2.443820
2020-04-24,4.705887
2020-04-25,3.643570
2020-04-26,5.550715
2020-04-27,-2.038173
2020-04-28,-6.443861
2020-04-29,5.410904
2020-04-30,7.040407
2020-05-01,-2.846165
2020-05-02,-5.933146
2020-05-03,-1.472409
2020-05-04,3.967622
2020-05-05,5.409159
2020-05-06,6.508050
2020-05-07,5.417866
2020-05-08,5.163104
2020-05-09,5.992455
2020-05-10,3.931719
2020-05-11,2.750642
2020-05-12,4.072929
2020-05-13,4.706718
2020-05-14,3.100518
2020-05-15,1.957705
2020-05-16,3.770997
2020-05-17,5.997750
2020-05-18,5.206409
2020-05-19,-2.196607
2020-05-20,4.163207
2020-05-21,6.222295
2020-05-22,5.100163
2020-05-23,5.257711
2020-05-24,3.617750
2020-05-25,3.955928
2020-05-26,6.654441
2020-05-27,6.944950
2020-05-28,10.293555
2020-05-29,6.676041
2020-05-30,4.940485
2020-05-31,4.523772
2020-06-01,4.672918
2020-06-02,4.970018
2020-06-03,3.509945
2020-06-04,-0.088055
2020-06-05,2.532529
2020-06-06,4.177729
2020-06-07,3.860423
2020-06-08,4.661412
2020-06-09,4.302150
2020-06-10,4.523643
2020-06-11,3.570724
2020-06-12,3.260982
2020-06-13,3.700844
2020-06-14,1.034969
2020-06-15,3.098595
2020-06-16,3.305031
2020-06-17,4.885505
2020-06-18,5.578235
2020-06-19,5.633425
2020-06-20,5.580029
2020-06-21,4.323295
2020-06-22,5.018339
2020-06-23,5.901207
2020-06-24,6.485865
2020-06-25,7.131625
2020-06-26,6.687364
2020-06-27,4.673110
2020-06-28,3.482816
2020-06-29,3.601003
2020-06-30,4.494924
2020-07-01,5.269878
2020-07-02,4.929124
2020-07-03,3.938335
2020-07-04,3.880645
2020-07-05,4.753589
2020-07-06,4.345432
2020-07-07,4.413854
2020-07-08,4.690480
2020-07-09,4.766147
2020-07-10,6.241812
2020-07-11,5.334788
2020-07-12,3.899049
2020-07-13,4.425884
2020-07-14,2.897027
2020-07-15,-1.490651
2020-07-16,-1.961258
2020-07-17,-1.421652
2020-07-18,2.233293
2020-07-19,3.488178
2020-07-20,4.692222
2020-07-21,6.149064
2020-07-22,6.162152
2020-07-23,6.285711
2020-07-24,4.875588
2020-07-25,2.464334
2020-07-26,2.565094
2020-07-27,2.923010
2020-07-28,4.125257
2020-07-29,4.146219
2020-07-30,4.636208
2020-07-31,4.342464
2020-08-01,3.668799
2020-08-02,4.156113
2020-08-03,4.294264
2020-08-04,4.391498
2020-08-05,5.502177
2020-08-06,6.158321
2020-08-07,6.967490
2020-08-08,6.318114
2020-08-09,3.467549
2020-08-10,2.613996
2020-08-11,0.217432
2020-08-12,-0.626786
2020-08-13,1.421087
2020-08-14,-0.067477
2020-08-15,3.272242
2020-08-16,5.379791
2020-08-17,4.542785
2020-08-18,4.398905
2020-08-19,3.209468
2020-08-20,2.735460
2020-08-21,2.287616
2020-08-22,1.884886
2020-08-23,2.109210
2020-08-24,3.292727
2020-08-25,4.792850
2020-08-26,4.699361
2020-08-27,2.884580
2020-08-28,2.495957
2020-08-29,3.461746
2020-08-30,3.881703
2020-08-31,5.453883
2020-09-01,6.244609
2020-09-02,5.304288
2020-09-03,5.213439
2020-09-04,5.651227
2020-09-05,5.159858
2020-09-06,5.579566
2020-09-07,5.334160
2020-09-08,4.355105
2020-09-09,2.732283
2020-09-10,2.175383
2020-09-11,1.847312
2020-09-12,1.157146
2020-09-13,2.437118
2020-09-14,3.791348
2020-09-15,3.391925
2020-09-16,2.243835
2020-09-17,-1.117264
2020-09-18,-2.948171
2020-09-19,-2.225786
2020-09-20,-0.168794
2020-09-21,2.331919
2020-09-22,6.405279
2020-09-23,3.896394
2020-09-24,2.432651
2020-09-25,3.193448
2020-09-26,3.525507
2020-09-27,3.482882
2020-09-28,4.819870
2020-09-29,4.595562
2020-09-30,3.671476
2020-10-01,1.520005
2020-10-02,1.340119
2020-10-03,2.747955
2020-10-04,2.200342
2020-10-05,3.050910
2020-10-06,4.339106
2020-10-07,1.858143
2020-10-08,1.707534
2020-10-09,-3.382226
2020-10-10,2.035104
2020-10-11,3.425229
2020-10-12,1.153451
2020-10-13,-2.270012
2020-10-14,3.283942
2020-10-15,4.997120
2020-10-16,-0.785784
2020-10-17,-0.596211
2020-10-18,1.728286
2020-10-19,4.728310
2020-10-20,7.055027
2020-10-21,3.218098
2020-10-22,-2.383233
2020-10-23,4.565830
2020-10-24,3.592134
2020-10-25,-3.714013
2020-10-26,-1.764691
2020-10-27,-1.569209
2020-10-28,2.970087
2020-10-29,4.917330
2020-10-30,2.157938
2020-10-31,-0.929764
2020-11-01,3.167019
2020-11-02,4.024294
2020-11-03,4.113183
2020-11-04,2.835482
2020-11-05,-3.221538
2020-11-06,-2.756007
2020-11-07,2.788581
2020-11-08,3.479242
2020-11-09,3.883318
2020-11-10,4.047139
2020-11-11,3.633458
2020-11-12,-3.202450
2020-11-13,-0.921387
2020-11-14,1.474509
2020-11-15,2.986708
2020-11-16,3.489069
2020-11-17,2.003742
2020-11-18,3.348549
2020-11-19,1.769811
2020-11-20,-2.729956
2020-11-21,-5.671973
2020-11-22,-6.281765
2020-11-23,2.489697
2020-11-24,3.556903
2020-11-25,3.611043
2020-11-26,-0.710294
2020-11-27,-7.260035
2020-11-28,-6.571097
2020-11-29,1.170413
2020-11-30,3.657458
2020-12-01,4.402212
2020-12-02,3.891944
2020-12-03,3.575424
2020-12-04,4.302617
2020-12-05,4.661119
2020-12-06,0.830828
2020-12-07,-4.773363
2020-12-08,-1.854892
2020-12-09,-4.546529
2020-12-10,-2.395460
2020-12-11,3.395638
2020-12-12,2.767215
2020-12-13,-5.477443
2020-12-14,-4.567862
2020-12-15,-1.280837
2020-12-16,3.198534
2020-12-17,-1.560265
2020-12-18,-2.592431
2020-12-19,-3.532151
2020-12-20,3.127405
2020-12-21,-3.690532
2020-12-22,-3.638398
2020-12-23,1.084362
2020-12-24,3.774280
2020-12-25,3.573000
2020-12-26,-2.638969
2020-12-27,-1.958201
2020-12-28,-4.783430
2020-12-29,-3.636431
2020-12-30,-1.702964
2020-12-31,2.728559
2021-01-01,0.815726
2021-01-02,-6.778728
2021-01-03,-2.685699
2021-01-04,-4.992079
2021-01-05,-6.421247
2021-01-06,-5.536060
2021-01-07,-2.881544
2021-01-08,1.238441
2021-01-09,-0.111537
2021-01-10,-3.619023
2021-01-11,-1.954332
2021-01-12,2.312401
2021-01-13,4.556120
2021-01-14,-4.269717
2021-01-15,3.285184
2021-01-16,3.914915
2021-01-17,-2.050421
2021-01-18,-4.134835
2021-01-19,0.559833
2021-01-20,3.623559
2021-01-21,4.000523
2021-01-22,-1.467071
2021-01-23,3.144828
2021-01-24,4.644527
2021-01-25,6.475511
2021-01-26,4.834866
2021-01-27,3.401970
2021-01-28,2.828215
2021-01-29,-1.949712
2021-01-30,-2.277500
2021-01-31,2.667242
2021-02-01,-3.897561
2021-02-02,1.206512
2021-02-03,4.841465
2021-02-04,5.652783
2021-02-05,6.791132
2021-02-06,3.013398
2021-02-07,-4.384518
2021-02-08,-7.153617
2021-02-09,0.578613
2021-02-10,6.010059
2021-02-11,-1.373213
2021-02-12,0.706061
2021-02-13,-7.136263
2021-02-14,1.705461
2021-02-15,-4.030189
2021-02-16,-1.960993
2021-02-17,3.572497
2021-02-18,4.019628
2021-02-19,-5.437524
2021-02-20,-2.971664
2021-02-21,-0.703944
2021-02-22,1.180181
2021-02-23,3.031987
2021-02-24,-4.803192
2021-02-25,-2.940049
2021-02-26,3.496059
2021-02-27,7.568071
2021-02-28,7.544632
2021-03-01,0.221465
2021-03-02,-5.831404
2021-03-03,-4.105833
2021-03-04,4.243583
2021-03-05,-0.865872
2021-03-06,1.848467
2021-03-07,0.587750
2021-03-08,2.098736
2021-03-09,1.344109
2021-03-10,-4.133754
2021-03-11,0.474538
2021-03-12,4.784787
2021-03-13,3.089545
2021-03-14,4.607288
2021-03-15,-1.764326
2021-03-16,2.924201
2021-03-17,4.770631
2021-03-18,0.443078
2021-03-19,1.863362
2021-03-20,6.142816
2021-03-21,-0.394815
2021-03-22,0.681279
2021-03-23,-2.629773
2021-03-24,-7.129036
2021-03-25,-5.335780
2021-03-26,-5.453230
2021-03-27,-4.401390
2021-03-28,5.638624
2021-03-29,3.036023
2021-03-30,1.934984
2021-03-31,-8.233474
2021-04-01,-5.799108
2021-04-02,-0.613392
2021-04-03,5.832111
2021-04-04,6.974758
2021-04-05,6.178061
2021-04-06,-2.797508
2021-04-07,0.515834
2021-04-08,6.180510
2021-04-09,9.714679
2021-04-10,-1.585400
2021-04-11,4.918693
2021-04-12,4.818001
2021-04-13,-2.418442
2021-04-14,4.872022
2021-04-15,5.930902
2021-04-16,6.099534
2021-04-17,6.959555
2021-04-18,-2.938382
2021-04-19,-2.171771
2021-04-20,2.847866
2021-04-21,1.266141
2021-04-22,4.017942
2021-04-23,5.174294
2021-04-24,2.267560
2021-04-25,5.411733
2021-04-26,4.023776
2021-04-27,5.312554
2021-04-28,6.325805
2021-04-29,6.938321
2021-04-30,5.956492
2021-05-01,3.557372
2021-05-02,3.976170
2021-05-03,3.910743
2021-05-04,3.194392
2021-05-05,-4.156178
2021-05-06,-4.108954
2021-05-07,2.677124
2021-05-08,6.283059
2021-05-09,5.325305
2021-05-10,6.010497
2021-05-11,5.629464
2021-05-12,-4.175326
2021-05-13,-4.507633
2021-05-14,4.295378
2021-05-15,7.249538
2021-05-16,5.827627
2021-05-17,4.658440
2021-05-18,5.864282
2021-05-19,5.729135
2021-05-20,5.372362
2021-05-21,2.802835
2021-05-22,2.388724
2021-05-23,4.139342
2021-05-24,4.941720
2021-05-25,4.681224
2021-05-26,3.993858
2021-05-27,3.767237
2021-05-28,4.984337
2021-05-29,5.987420
2021-05-30,6.510549
2021-05-31,3.815719
2021-06-01,5.767253
2021-06-02,6.931237
2021-06-03,6.919847
2021-06-04,7.014981
2021-06-05,7.414962
2021-06-06,6.303770
2021-06-07,4.887656
2021-06-08,3.881471
2021-06-09,4.018607
2021-06-10,4.553754
2021-06-11,4.673442
2021-06-12,5.730518
2021-06-13,6.732307
2021-06-14,5.127454
2021-06-15,2.825927
2021-06-16,-1.220554
2021-06-17,-0.809846
2021-06-18,2.762602
2021-06-19,5.594890
2021-06-20,6.943863
2021-06-21,7.328468
2021-06-22,6.141166
2021-06-23,4.920031
2021-06-24,5.032469
2021-06-25,5.255516
2021-06-26,5.596110
2021-06-27,5.760069
2021-06-28,5.564562
2021-06-29,5.139411
2021-06-30,2.690738
2021-07-01,1.944790
2021-07-02,3.988729
2021-07-03,2.440670
2021-07-04,1.946419
2021-07-05,3.255483
2021-07-06,4.884967
2021-07-07,4.658492
2021-07-08,4.953671
2021-07-09,4.615773
2021-07-10,4.883431
2021-07-11,5.204493
2021-07-12,4.816858
2021-07-13,4.886633
2021-07-14,4.310318
2021-07-15,3.421568
2021-07-16,2.820521
2021-07-17,2.917630
2021-07-18,2.944004
2021-07-19,2.708424
2021-07-20,2.628861
2021-07-21,2.605994
2021-07-22,2.631172
2021-07-23,2.887879
2021-07-24,3.419554
2021-07-25,3.123526
2021-07-26,3.838946
2021-07-27,3.512224
2021-07-28,1.959554
2021-07-29,0.942488
2021-07-30,3.927513
2021-07-31,4.567142
2021-08-01,4.769472
2021-08-02,4.698547
2021-08-03,6.423770
2021-08-04,7.293113
2021-08-05,5.679917
2021-08-06,4.900012
2021-08-07,2.893496
2021-08-08,-1.267318
2021-08-09,0.545835
2021-08-10,2.486181
2021-08-11,1.543094
2021-08-12,-0.153073
2021-08-13,-0.994367
2021-08-14,0.649215
2021-08-15,2.610628
2021-08-16,2.847758
2021-08-17,4.101532
2021-08-18,4.683226
2021-08-19,3.016014
2021-08-20,1.944186
2021-08-21,2.478946
2021-08-22,3.227864
2021-08-23,4.531542
2021-08-24,5.681627
2021-08-25,5.684206
2021-08-26,5.214941
2021-08-27,5.056526
2021-08-28,5.343330
2021-08-29,5.261145
2021-08-30,3.022731
2021-08-31,2.265556
2021-09-01,2.715761
2021-09-02,3.259365
2021-09-03,3.201981
2021-09-04,2.801366
2021-09-05,2.262809
2021-09-06,1.109335
2021-09-07,0.715783
2021-09-08,0.946985
2021-09-09,1.856319
2021-09-10,1.142127
2021-09-11,-0.100589
2021-09-12,-0.031984
2021-09-13,0.823932
2021-09-14,1.472986
2021-09-15,1.996150
2021-09-16,1.563032
2021-09-17,1.984821
2021-09-18,2.515193
2021-09-19,3.630940
2021-09-20,3.604458
2021-09-21,2.347787
2021-09-22,2.023421
2021-09-23,2.070991
2021-09-24,0.399175
2021-09-25,-0.982700
2021-09-26,-1.118441
2021-09-27,-2.095508
2021-09-28,-4.268123
2021-09-29,-3.965884
2021-09-30,2.074092
2021-10-01,1.826678
2021-10-02,-4.130003
2021-10-03,-1.206850
2021-10-04,5.490135
2021-10-05,4.422405
2021-10-06,3.752007
2021-10-07,4.591294
2021-10-08,5.187327
2021-10-09,4.734948
2021-10-10,4.817582
2021-10-11,5.887456
2021-10-12,5.347293
2021-10-13,4.205643
2021-10-14,-4.932254
2021-10-15,-3.249929
2021-10-16,3.181595
2021-10-17,3.592054
2021-10-18,4.324928
2021-10-19,2.167576
2021-10-20,3.196233
2021-10-21,0.110414
2021-10-22,-2.594360
2021-10-23,2.060115
2021-10-24,4.161594
2021-10-25,-1.401957
2021-10-26,2.419659
2021-10-27,0.787992
2021-10-28,4.401615
2021-10-29,5.598436
2021-10-30,4.232553
2021-10-31,1.229703
2021-11-01,2.878484
2021-11-02,5.073043
2021-11-03,3.764780
2021-11-04,4.135723
2021-11-05,1.382232
2021-11-06,-1.570316
2021-11-07,4.115261
2021-11-08,5.388077
2021-11-09,5.261840
2021-11-10,5.213494
2021-11-11,5.204450
2021-11-12,5.325679
2021-11-13,6.757839
2021-11-14,6.091672
2021-11-15,5.237614
2021-11-16,4.303379
2021-11-17,4.149863
2021-11-18,-6.993368
2021-11-19,-4.914033
2021-11-20,3.299476
2021-11-21,3.554630
2021-11-22,1.168724
2021-11-23,-5.692936
2021-11-24,-6.966377
2021-11-25,0.094941
2021-11-26,4.764711
2021-11-27,4.959228
2021-11-28,3.260606
2021-11-29,1.995688
2021-11-30,-3.734774
2021-12-01,0.760271
2021-12-02,2.722929
2021-12-03,3.269979
2021-12-04,5.462504
2021-12-05,4.216832
2021-12-06,-2.030461
2021-12-07,-6.462615
2021-12-08,-3.374092
2021-12-09,3.119443
2021-12-10,4.432229
2021-12-11,-3.383661
2021-12-12,-2.979551
2021-12-13,1.749102
2021-12-14,5.004970
2021-12-15,5.116803
2021-12-16,4.413573
2021-12-17,-2.456122
2021-12-18,3.434134
2021-12-19,-1.708904
2021-12-20,2.610586
2021-12-21,2.535289
2021-12-22,-3.427764
2021-12-23,-4.635725
2021-12-24,-5.375390
2021-12-25,-2.657326
2021-12-26,2.715702
2021-12-27,3.653887
2021-12-28,-1.913373
2021-12-29,-0.858247
2021-12-30,-2.992894
2021-12-31,2.414995
2022-01-01,3.435981
2022-01-02,-4.931595
2022-01-03,-0.723886
2022-01-04,3.145352
2022-01-05,5.674377
2022-01-06,2.671905
2022-01-07,-6.614523
2022-01-08,-2.419308
2022-01-09,2.669856
2022-01-10,-3.459077
2022-01-11,-5.118898
2022-01-12,2.931850
2022-01-13,1.460381
2022-01-14,-4.330243
2022-01-15,0.109824
2022-01-16,-2.543850
2022-01-17,-4.289730
2022-01-18,-1.783614
2022-01-19,1.565464
2022-01-20,-1.757264
2022-01-21,-3.521448
2022-01-22,2.632284
2022-01-23,3.500589
2022-01-24,-2.540020
2022-01-25,2.610737
2022-01-26,3.406224
2022-01-27,-0.351763
2022-01-28,-2.424571
2022-01-29,2.266705
2022-01-30,3.454702
2022-01-31,4.695867
2022-02-01,5.633306
2022-02-02,-5.783844
2022-02-03,-2.809306
2022-02-04,-1.672446
2022-02-05,-2.569353
2022-02-06,-3.911994
2022-02-07,1.873272
2022-02-08,-2.146787
2022-02-09,5.891981
2022-02-10,4.715596
2022-02-11,4.669005
2022-02-12,-5.423648
2022-02-13,-6.950125
2022-02-14,1.609915
2022-02-15,-0.313225
2022-02-16,-0.305197
2022-02-17,4.975066
2022-02-18,4.347943
2022-02-19,2.423320
2022-02-20,6.644162
2022-02-21,4.867226
2022-02-22,4.430696
2022-02-23,-0.367063
2022-02-24,-7.283182
2022-02-25,-0.613309
2022-02-26,4.409316
2022-02-27,5.287975
2022-02-28,-3.622214
2022-03-01,4.506279
2022-03-02,5.361882
2022-03-03,-0.830469
2022-03-04,5.212044
2022-03-05,3.298411
2022-03-06,-2.014949
2022-03-07,4.257754
2022-03-08,-4.414353
2022-03-09,2.176773
2022-03-10,4.293537
2022-03-11,4.297708
2022-03-12,-0.709586
2022-03-13,2.106377
2022-03-14,-5.999049
2022-03-15,-0.520920
2022-03-16,4.720559
2022-03-17,7.213024
2022-03-18,-0.496257
2022-03-19,-4.645967
2022-03-20,2.865119
2022-03-21,6.605214
2022-03-22,5.749072
2022-03-23,5.301488
2022-03-24,4.840977
2022-03-25,5.397142
2022-03-26,5.175496
2022-03-27,-2.512324
2022-03-28,0.086694
2022-03-29,6.134694
2022-03-30,9.605722
2022-03-31,3.447577
2022-04-01,-6.711656
2022-04-02,-3.052660
2022-04-03,3.681705
2022-04-04,-0.089184
2022-04-05,-0.791997
2022-04-06,4.928495
2022-04-07,-4.118380
2022-04-08,3.302439
2022-04-09,-2.791370
2022-04-10,0.967247
2022-04-11,6.180172
2022-04-12,4.651587
2022-04-13,5.796863
2022-04-14,2.915391
2022-04-15,2.668240
2022-04-16,-3.450071
2022-04-17,-7.385217
2022-04-18,3.741163
2022-04-19,5.822052
2022-04-20,5.414547
2022-04-21,4.564130
2022-04-22,6.190753
2022-04-23,4.143692
2022-04-24,-6.141919
2022-04-25,0.998823
2022-04-26,4.771607
2022-04-27,9.942342
2022-04-28,5.963597
2022-04-29,5.729791
2022-04-30,7.205956
2022-05-01,2.379545
2022-05-02,-4.435614
2022-05-03,-0.271684
2022-05-04,2.972799
2022-05-05,0.083848
2022-05-06,0.840530
2022-05-07,5.538435
2022-05-08,8.086340
2022-05-09,6.541278
2022-05-10,4.836089
2022-05-11,4.294034
2022-05-12,4.018884
2022-05-13,-3.226712
2022-05-14,-6.489321
2022-05-15,-2.390666
2022-05-16,1.680199
2022-05-17,4.342556
2022-05-18,4.500347
2022-05-19,3.783803
2022-05-20,5.666253
2022-05-21,7.454024
2022-05-22,8.346025
2022-05-23,7.812768
2022-05-24,4.411848
2022-05-25,3.786130
2022-05-26,4.342252
2022-05-27,2.780298
2022-05-28,1.943840
2022-05-29,3.572543
2022-05-30,-0.956743
2022-05-31,3.095366
2022-06-01,2.627821
2022-06-02,5.136796
2022-06-03,7.161024
2022-06-04,7.358863
2022-06-05,7.105213
2022-06-06,7.235189
2022-06-07,6.690324
2022-06-08,6.131922
2022-06-09,0.749074
2022-06-10,-0.082114
2022-06-11,4.208198
2022-06-12,3.945150
2022-06-13,5.586142
2022-06-14,8.981966
2022-06-15,5.391499
2022-06-16,3.336493
2022-06-17,5.070302
2022-06-18,7.132133
2022-06-19,7.967449
2022-06-20,8.401675
2022-06-21,6.625941
2022-06-22,5.614923
2022-06-23,5.594127
2022-06-24,6.628821
2022-06-25,6.706803
2022-06-26,6.931569
2022-06-27,6.904336
2022-06-28,6.942121
2022-06-29,6.192759
2022-06-30,4.746660
2022-07-01,4.493317
2022-07-02,4.818691
2022-07-03,4.741556
2022-07-04,5.238642
2022-07-05,5.860777
2022-07-06,5.719627
2022-07-07,5.141535
2022-07-08,5.857768
2022-07-09,7.180111
2022-07-10,7.488643
2022-07-11,6.210913
2022-07-12,5.696697
2022-07-13,6.093525
2022-07-14,5.379197
2022-07-15,5.561003
2022-07-16,5.263991
2022-07-17,4.743742
2022-07-18,4.755698
2022-07-19,4.469372
2022-07-20,1.339750
2022-07-21,3.337963
2022-07-22,4.751884
2022-07-23,5.197673
2022-07-24,4.871241
2022-07-25,2.630827
2022-07-26,2.630951
2022-07-27,4.074282
2022-07-28,2.264478
2022-07-29,0.836860
2022-07-30,2.221289
2022-07-31,2.180697
2022-08-01,2.392545
2022-08-02,4.457132
2022-08-03,2.925318
2022-08-04,2.617911
2022-08-05,2.080950
2022-08-06,2.102334
2022-08-07,0.524118
2022-08-08,-0.487978
2022-08-09,2.252843
2022-08-10,3.333887
2022-08-11,4.883466
2022-08-12,4.337924
2022-08-13,3.440030
2022-08-14,3.153360
2022-08-15,2.614665
2022-08-16,3.431467
2022-08-17,3.729734
2022-08-18,4.100183
2022-08-19,4.936993
2022-08-20,3.966920
2022-08-21,3.506749
2022-08-22,3.265729
2022-08-23,3.837264
2022-08-24,3.921473
2022-08-25,3.821088
2022-08-26,4.102221
2022-08-27,3.726965
2022-08-28,3.442799
2022-08-29,4.543252
2022-08-30,3.485601
2022-08-31,2.926319
2022-09-01,3.104099
2022-09-02,1.441602
2022-09-03,-0.035815
2022-09-04,1.156863
2022-09-05,1.269324
2022-09-06,1.276701
2022-09-07,3.022357
2022-09-08,3.686914
2022-09-09,2.340539
2022-09-10,1.796933
2022-09-11,-1.332470
2022-09-12,-1.605195
2022-09-13,-2.192069
2022-09-14,-2.746341
2022-09-15,2.618438
2022-09-16,4.883570
2022-09-17,4.641587
2022-09-18,5.603027
2022-09-19,4.668091
2022-09-20,5.009360
2022-09-21,4.311059
2022-09-22,1.239147
2022-09-23,-1.923980
2022-09-24,-4.315027
