#Variables:
#rhsmax_bcc-csm1-1_rcp45(%):Surface Daily Maximum Relative Humidity
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rhsmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rhsmax_bcc-csm1-1_rcp45(%)"
2016-01-17,98.947945
2016-01-18,92.736633
2016-01-19,99.918472
2016-01-20,100.000000
2016-01-21,83.674934
2016-01-22,76.769989
2016-01-23,89.352661
2016-01-24,93.519676
2016-01-25,97.161087
2016-01-26,99.904427
2016-01-27,99.929901
2016-01-28,82.499420
2016-01-29,96.552742
2016-01-30,100.000000
2016-01-31,99.546516
2016-02-01,99.315170
2016-02-02,99.785645
2016-02-03,99.514542
2016-02-04,99.923515
2016-02-05,99.506378
2016-02-06,97.386292
2016-02-07,99.593925
2016-02-08,99.702354
2016-02-09,99.847862
2016-02-10,99.854630
2016-02-11,99.787117
2016-02-12,99.897591
2016-02-13,99.914726
2016-02-14,69.059509
2016-02-15,75.625023
2016-02-16,75.778900
2016-02-17,82.123802
2016-02-18,80.155396
2016-02-19,69.381630
2016-02-20,69.320869
2016-02-21,65.997025
2016-02-22,66.952637
2016-02-23,84.394218
2016-02-24,66.563690
2016-02-25,73.643112
2016-02-26,93.343864
2016-02-27,71.889702
2016-02-28,54.261715
2016-02-29,58.777115
2016-03-01,63.292519
2016-03-02,93.661369
2016-03-03,87.100090
2016-03-04,84.825806
2016-03-05,87.354614
2016-03-06,99.903305
2016-03-07,99.619110
2016-03-08,99.703400
2016-03-09,99.733711
2016-03-10,98.996407
2016-03-11,98.625938
2016-03-12,84.406967
2016-03-13,87.022301
2016-03-14,98.785461
2016-03-15,98.203690
2016-03-16,92.322784
2016-03-17,98.365189
2016-03-18,97.205421
2016-03-19,98.984818
2016-03-20,99.769279
2016-03-21,99.492432
2016-03-22,100.000000
2016-03-23,98.346786
2016-03-24,93.625168
2016-03-25,83.791428
2016-03-26,92.261452
2016-03-27,99.453110
2016-03-28,95.480721
2016-03-29,75.245506
2016-03-30,73.046387
2016-03-31,74.992538
2016-04-01,98.623230
2016-04-02,73.168159
2016-04-03,83.372658
2016-04-04,86.972404
2016-04-05,85.192001
2016-04-06,59.161243
2016-04-07,92.947411
2016-04-08,85.977020
2016-04-09,85.411400
2016-04-10,98.801216
2016-04-11,99.353027
2016-04-12,90.615082
2016-04-13,51.654270
2016-04-14,37.755314
2016-04-15,62.861179
2016-04-16,84.351067
2016-04-17,92.167549
2016-04-18,99.159088
2016-04-19,87.553940
2016-04-20,56.469154
2016-04-21,60.560928
2016-04-22,74.102417
2016-04-23,99.161224
2016-04-24,98.240921
2016-04-25,72.048172
2016-04-26,99.292793
2016-04-27,99.368568
2016-04-28,80.079697
2016-04-29,87.412231
2016-04-30,81.834923
2016-05-01,97.866112
2016-05-02,98.426666
2016-05-03,99.578018
2016-05-04,94.882637
2016-05-05,81.302475
2016-05-06,74.142670
2016-05-07,76.625168
2016-05-08,73.352089
2016-05-09,72.899323
2016-05-10,80.231361
2016-05-11,92.476845
2016-05-12,95.920959
2016-05-13,89.066177
2016-05-14,94.163254
2016-05-15,83.089195
2016-05-16,99.223404
2016-05-17,88.880913
2016-05-18,99.205063
2016-05-19,99.484474
2016-05-20,99.541939
2016-05-21,99.481995
2016-05-22,99.207642
2016-05-23,99.589088
2016-05-24,99.575317
2016-05-25,99.294502
2016-05-26,99.335823
2016-05-27,91.722382
2016-05-28,82.129433
2016-05-29,96.729012
2016-05-30,99.188004
2016-05-31,98.823990
2016-06-01,98.369308
2016-06-02,99.229980
2016-06-03,98.791000
2016-06-04,93.205673
2016-06-05,83.959335
2016-06-06,94.897987
2016-06-07,96.353027
2016-06-08,98.040993
2016-06-09,98.689888
2016-06-10,97.722725
2016-06-11,97.787460
2016-06-12,99.107376
2016-06-13,98.704460
2016-06-14,98.217995
2016-06-15,96.783432
2016-06-16,96.062660
2016-06-17,97.244026
2016-06-18,96.525993
2016-06-19,95.022865
2016-06-20,94.723999
2016-06-21,96.901085
2016-06-22,97.823860
2016-06-23,97.445084
2016-06-24,95.066933
2016-06-25,96.551773
2016-06-26,96.537659
2016-06-27,97.123390
2016-06-28,97.146263
2016-06-29,97.789261
2016-06-30,97.704758
2016-07-01,94.773552
2016-07-02,94.066818
2016-07-03,95.956306
2016-07-04,96.342972
2016-07-05,93.940125
2016-07-06,96.060326
2016-07-07,97.104141
2016-07-08,96.962173
2016-07-09,97.678185
2016-07-10,98.338402
2016-07-11,96.964256
2016-07-12,97.216583
2016-07-13,98.178627
2016-07-14,96.769814
2016-07-15,96.908813
2016-07-16,96.971275
2016-07-17,97.536858
2016-07-18,95.135475
2016-07-19,95.837189
2016-07-20,95.693840
2016-07-21,95.492989
2016-07-22,96.076431
2016-07-23,96.320305
2016-07-24,95.724045
2016-07-25,96.658302
2016-07-26,95.507111
2016-07-27,97.585678
2016-07-28,95.359764
2016-07-29,95.207794
2016-07-30,95.023834
2016-07-31,94.952614
2016-08-01,94.872078
2016-08-02,95.101097
2016-08-03,92.802979
2016-08-04,94.875084
2016-08-05,94.901169
2016-08-06,95.145393
2016-08-07,94.872643
2016-08-08,93.015617
2016-08-09,84.434196
2016-08-10,78.021095
2016-08-11,72.299103
2016-08-12,80.596237
2016-08-13,80.603676
2016-08-14,83.562103
2016-08-15,83.331818
2016-08-16,76.547615
2016-08-17,91.209656
2016-08-18,95.455559
2016-08-19,87.821320
2016-08-20,94.701408
2016-08-21,94.323433
2016-08-22,96.291489
2016-08-23,94.004837
2016-08-24,93.657234
2016-08-25,95.603241
2016-08-26,98.719315
2016-08-27,99.046890
2016-08-28,98.412140
2016-08-29,97.597046
2016-08-30,86.561363
2016-08-31,76.519684
2016-09-01,78.298531
2016-09-02,78.919868
2016-09-03,84.892387
2016-09-04,74.745224
2016-09-05,90.590172
2016-09-06,71.993195
2016-09-07,55.203770
2016-09-08,66.433678
2016-09-09,85.489571
2016-09-10,88.280762
2016-09-11,96.586388
2016-09-12,96.616585
2016-09-13,98.463051
2016-09-14,98.845886
2016-09-15,97.972610
2016-09-16,96.345161
2016-09-17,98.566795
2016-09-18,95.712212
2016-09-19,97.979866
2016-09-20,99.514587
2016-09-21,97.521896
2016-09-22,86.297554
2016-09-23,84.973038
2016-09-24,91.210579
2016-09-25,85.977913
2016-09-26,80.298874
2016-09-27,85.406281
2016-09-28,74.683060
2016-09-29,76.674973
2016-09-30,76.078156
2016-10-01,74.362129
2016-10-02,94.868263
2016-10-03,98.715248
2016-10-04,94.905197
2016-10-05,98.715027
2016-10-06,99.962082
2016-10-07,99.963737
2016-10-08,99.968399
2016-10-09,99.974548
2016-10-10,99.936066
2016-10-11,99.935539
2016-10-12,99.969513
2016-10-13,100.000000
2016-10-14,100.000000
2016-10-15,100.000000
2016-10-16,100.000000
2016-10-17,100.000000
2016-10-18,100.000000
2016-10-19,93.309761
2016-10-20,64.216942
2016-10-21,76.330345
2016-10-22,82.411163
2016-10-23,85.418274
2016-10-24,100.000000
2016-10-25,100.000000
2016-10-26,99.955696
2016-10-27,99.941078
2016-10-28,99.541702
2016-10-29,78.118324
2016-10-30,77.049103
2016-10-31,95.395493
2016-11-01,99.965660
2016-11-02,100.000000
2016-11-03,100.000000
2016-11-04,99.973824
2016-11-05,100.000000
2016-11-06,100.000000
2016-11-07,100.000000
2016-11-08,100.000000
2016-11-09,99.988129
2016-11-10,100.000000
2016-11-11,100.000000
2016-11-12,100.000000
2016-11-13,92.710205
2016-11-14,85.301048
2016-11-15,82.743332
2016-11-16,77.036789
2016-11-17,75.135498
2016-11-18,62.246323
2016-11-19,65.899635
2016-11-20,56.215660
2016-11-21,46.444126
2016-11-22,40.660816
2016-11-23,52.641285
2016-11-24,100.000000
2016-11-25,100.000000
2016-11-26,100.000000
2016-11-27,90.022919
2016-11-28,88.253014
2016-11-29,99.978409
2016-11-30,99.996086
2016-12-01,98.445396
2016-12-02,95.358353
2016-12-03,99.833450
2016-12-04,97.014923
2016-12-05,99.938980
2016-12-06,100.000000
2016-12-07,100.000000
2016-12-08,95.577171
2016-12-09,99.329361
2016-12-10,97.611870
2016-12-11,95.048660
2016-12-12,79.818977
2016-12-13,89.792496
2016-12-14,90.483360
2016-12-15,91.042374
2016-12-16,89.125725
2016-12-17,83.199608
2016-12-18,99.986435
2016-12-19,100.000000
2016-12-20,100.000000
2016-12-21,100.000000
2016-12-22,100.000000
2016-12-23,91.924149
2016-12-24,75.883682
2016-12-25,81.696404
2016-12-26,78.788666
2016-12-27,64.603523
2016-12-28,67.481186
2016-12-29,76.042152
2016-12-30,69.348503
2016-12-31,70.863968
2017-01-01,100.000000
2017-01-02,100.000000
2017-01-03,99.846085
2017-01-04,100.000000
2017-01-05,99.812294
2017-01-06,88.537071
2017-01-07,98.725075
2017-01-08,99.868126
2017-01-09,99.989876
2017-01-10,100.000000
2017-01-11,88.697052
2017-01-12,83.646698
2017-01-13,99.327927
2017-01-14,98.048103
2017-01-15,96.217697
2017-01-16,99.854095
2017-01-17,100.000000
2017-01-18,99.947845
2017-01-19,99.886391
2017-01-20,99.903557
2017-01-21,81.556595
2017-01-22,50.667866
2017-01-23,68.393379
2017-01-24,93.478439
2017-01-25,93.059669
2017-01-26,93.137535
2017-01-27,99.913696
2017-01-28,99.929008
2017-01-29,99.890495
2017-01-30,99.911560
2017-01-31,99.782219
2017-02-01,99.653107
2017-02-02,99.527580
2017-02-03,99.756912
2017-02-04,96.400261
2017-02-05,99.925842
2017-02-06,99.901131
2017-02-07,99.963936
2017-02-08,99.957977
2017-02-09,99.921555
2017-02-10,99.959450
2017-02-11,99.953217
2017-02-12,99.927811
2017-02-13,99.843529
2017-02-14,99.457314
2017-02-15,99.077835
2017-02-16,88.226570
2017-02-17,95.360046
2017-02-18,100.000000
2017-02-19,99.817322
2017-02-20,100.000000
2017-02-21,100.000000
2017-02-22,92.195824
2017-02-23,100.000000
2017-02-24,100.000000
2017-02-25,99.974106
2017-02-26,100.000000
2017-02-27,99.889359
2017-02-28,99.937492
2017-03-01,92.906967
2017-03-02,97.256554
2017-03-03,93.673859
2017-03-04,89.652901
2017-03-05,89.335632
2017-03-06,80.912323
2017-03-07,66.685623
2017-03-08,75.411301
2017-03-09,70.940514
2017-03-10,66.005173
2017-03-11,58.167065
2017-03-12,71.902672
2017-03-13,69.424873
2017-03-14,79.670746
2017-03-15,45.765034
2017-03-16,53.466583
2017-03-17,54.564301
2017-03-18,58.015335
2017-03-19,100.000000
2017-03-20,99.019241
2017-03-21,89.180000
2017-03-22,94.605530
2017-03-23,98.338181
2017-03-24,98.975449
2017-03-25,95.857399
2017-03-26,99.963181
2017-03-27,99.898933
2017-03-28,97.293694
2017-03-29,98.567894
2017-03-30,99.026184
2017-03-31,99.902672
2017-04-01,94.726212
2017-04-02,95.235886
2017-04-03,98.588150
2017-04-04,97.756828
2017-04-05,92.413269
2017-04-06,99.500923
2017-04-07,84.512543
2017-04-08,94.278893
2017-04-09,83.966415
2017-04-10,68.528374
2017-04-11,85.335953
2017-04-12,36.736931
2017-04-13,54.016090
2017-04-14,89.521347
2017-04-15,56.250111
2017-04-16,44.936325
2017-04-17,70.813095
2017-04-18,71.017563
2017-04-19,75.074112
2017-04-20,78.818237
2017-04-21,72.561966
2017-04-22,89.723404
2017-04-23,91.074570
2017-04-24,99.129372
2017-04-25,99.517784
2017-04-26,99.528069
2017-04-27,99.164719
2017-04-28,99.310616
2017-04-29,99.650826
2017-04-30,97.914566
2017-05-01,99.804207
2017-05-02,97.655334
2017-05-03,99.565407
2017-05-04,99.462196
2017-05-05,74.132011
2017-05-06,68.736656
2017-05-07,81.009773
2017-05-08,82.396461
2017-05-09,99.662415
2017-05-10,99.542519
2017-05-11,99.751534
2017-05-12,99.555275
2017-05-13,99.646141
2017-05-14,99.629234
2017-05-15,99.691803
2017-05-16,99.299278
2017-05-17,99.463737
2017-05-18,99.183189
2017-05-19,99.300713
2017-05-20,99.240196
2017-05-21,99.184998
2017-05-22,99.406929
2017-05-23,99.244507
2017-05-24,99.184074
2017-05-25,99.440910
2017-05-26,99.204918
2017-05-27,99.197639
2017-05-28,99.524681
2017-05-29,99.375847
2017-05-30,99.218658
2017-05-31,98.900467
2017-06-01,98.476448
2017-06-02,97.811516
2017-06-03,97.380638
2017-06-04,93.784729
2017-06-05,74.838806
2017-06-06,93.120377
2017-06-07,98.038078
2017-06-08,97.975166
2017-06-09,94.805878
2017-06-10,84.306320
2017-06-11,80.864662
2017-06-12,76.832939
2017-06-13,75.084923
2017-06-14,61.402477
2017-06-15,89.082016
2017-06-16,93.855949
2017-06-17,90.094536
2017-06-18,89.805412
2017-06-19,97.140488
2017-06-20,97.689629
2017-06-21,96.183029
2017-06-22,94.655342
2017-06-23,87.347694
2017-06-24,91.305847
2017-06-25,96.531822
2017-06-26,96.161163
2017-06-27,96.546913
2017-06-28,92.320885
2017-06-29,88.767853
2017-06-30,94.668663
2017-07-01,94.643280
2017-07-02,96.486526
2017-07-03,96.874367
2017-07-04,96.831459
2017-07-05,96.807770
2017-07-06,94.652473
2017-07-07,96.134575
2017-07-08,96.102905
2017-07-09,93.707191
2017-07-10,76.729263
2017-07-11,61.570328
2017-07-12,60.215626
2017-07-13,69.844513
2017-07-14,89.493324
2017-07-15,95.570580
2017-07-16,85.225769
2017-07-17,72.739571
2017-07-18,80.193741
2017-07-19,93.413086
2017-07-20,94.979523
2017-07-21,96.832741
2017-07-22,97.744850
2017-07-23,97.998405
2017-07-24,96.968040
2017-07-25,97.662636
2017-07-26,94.992485
2017-07-27,95.403343
2017-07-28,95.019485
2017-07-29,83.403290
2017-07-30,76.327065
2017-07-31,69.930992
2017-08-01,93.534996
2017-08-02,94.912811
2017-08-03,95.293610
2017-08-04,91.131371
2017-08-05,94.092422
2017-08-06,90.845337
2017-08-07,81.399429
2017-08-08,80.157440
2017-08-09,81.941055
2017-08-10,83.826553
2017-08-11,89.462479
2017-08-12,90.022797
2017-08-13,88.016434
2017-08-14,85.525421
2017-08-15,91.683815
2017-08-16,95.703354
2017-08-17,95.416794
2017-08-18,95.956505
2017-08-19,94.033989
2017-08-20,93.985367
2017-08-21,90.533592
2017-08-22,94.236961
2017-08-23,94.323219
2017-08-24,94.399780
2017-08-25,93.993195
2017-08-26,97.197639
2017-08-27,98.842941
2017-08-28,97.718674
2017-08-29,98.928894
2017-08-30,98.956284
2017-08-31,99.002251
2017-09-01,99.190903
2017-09-02,99.171127
2017-09-03,99.184700
2017-09-04,99.209297
2017-09-05,95.362030
2017-09-06,97.898476
2017-09-07,92.553909
2017-09-08,79.722969
2017-09-09,78.416435
2017-09-10,75.869637
2017-09-11,71.541595
2017-09-12,73.043922
2017-09-13,55.813168
2017-09-14,75.026146
2017-09-15,93.820168
2017-09-16,99.562637
2017-09-17,99.575500
2017-09-18,99.569351
2017-09-19,99.563858
2017-09-20,99.478912
2017-09-21,99.472069
2017-09-22,99.563110
2017-09-23,99.361015
2017-09-24,99.079773
2017-09-25,99.447922
2017-09-26,99.412277
2017-09-27,99.251190
2017-09-28,99.935783
2017-09-29,99.902191
2017-09-30,99.839539
2017-10-01,99.898628
2017-10-02,99.974136
2017-10-03,99.755638
2017-10-04,99.967796
2017-10-05,99.861816
2017-10-06,99.599129
2017-10-07,99.958389
2017-10-08,99.783752
2017-10-09,99.966850
2017-10-10,99.977142
2017-10-11,99.936165
2017-10-12,99.973701
2017-10-13,100.000000
2017-10-14,100.000000
2017-10-15,100.000000
2017-10-16,100.000000
2017-10-17,100.000000
2017-10-18,100.000000
2017-10-19,100.000000
2017-10-20,100.000000
2017-10-21,100.000000
2017-10-22,99.898384
2017-10-23,99.921265
2017-10-24,100.000000
2017-10-25,100.000000
2017-10-26,100.000000
2017-10-27,98.481117
2017-10-28,93.619385
2017-10-29,100.000000
2017-10-30,91.253334
2017-10-31,86.819138
2017-11-01,81.088989
2017-11-02,74.969070
2017-11-03,68.548691
2017-11-04,93.528748
2017-11-05,100.000000
2017-11-06,100.000000
2017-11-07,100.000000
2017-11-08,99.992928
2017-11-09,99.843338
2017-11-10,100.000000
2017-11-11,100.000000
2017-11-12,86.911491
2017-11-13,100.000000
2017-11-14,99.968575
2017-11-15,100.000000
2017-11-16,99.988708
2017-11-17,100.000000
2017-11-18,99.991493
2017-11-19,100.000000
2017-11-20,100.000000
2017-11-21,100.000000
2017-11-22,100.000000
2017-11-23,100.000000
2017-11-24,99.978241
2017-11-25,99.982582
2017-11-26,99.914841
2017-11-27,99.960556
2017-11-28,100.000000
2017-11-29,96.658356
2017-11-30,99.356033
2017-12-01,94.560692
2017-12-02,99.783203
2017-12-03,97.623466
2017-12-04,99.973106
2017-12-05,99.832817
2017-12-06,99.827454
2017-12-07,99.330772
2017-12-08,100.000000
2017-12-09,95.546028
2017-12-10,100.000000
2017-12-11,95.219261
2017-12-12,100.000000
2017-12-13,100.000000
2017-12-14,100.000000
2017-12-15,100.000000
2017-12-16,83.487968
2017-12-17,75.112526
2017-12-18,94.741005
2017-12-19,99.984169
2017-12-20,100.000000
2017-12-21,100.000000
2017-12-22,100.000000
2017-12-23,100.000000
2017-12-24,95.092514
2017-12-25,100.000000
2017-12-26,100.000000
2017-12-27,99.974266
2017-12-28,82.700218
2017-12-29,82.608879
2017-12-30,100.000000
2017-12-31,100.000000
2018-01-01,95.071846
2018-01-02,91.437050
2018-01-03,99.510956
2018-01-04,99.969521
2018-01-05,100.000000
2018-01-06,89.875946
2018-01-07,95.008644
2018-01-08,100.000000
2018-01-09,99.994415
2018-01-10,99.805801
2018-01-11,99.563499
2018-01-12,99.567284
2018-01-13,99.957863
2018-01-14,84.821320
2018-01-15,95.641495
2018-01-16,99.977791
2018-01-17,81.206291
2018-01-18,100.000000
2018-01-19,99.961639
2018-01-20,99.891029
2018-01-21,85.252411
2018-01-22,84.259575
2018-01-23,97.613609
2018-01-24,99.944115
2018-01-25,99.941238
2018-01-26,76.750229
2018-01-27,90.251595
2018-01-28,99.977196
2018-01-29,99.911011
2018-01-30,100.000000
2018-01-31,99.545914
2018-02-01,99.794975
2018-02-02,99.645195
2018-02-03,99.550240
2018-02-04,96.409302
2018-02-05,82.144173
2018-02-06,99.106010
2018-02-07,99.224907
2018-02-08,99.562202
2018-02-09,96.775970
2018-02-10,99.787239
2018-02-11,99.874931
2018-02-12,81.935623
2018-02-13,99.471275
2018-02-14,99.595985
2018-02-15,99.968643
2018-02-16,100.000000
2018-02-17,84.459221
2018-02-18,100.000000
2018-02-19,99.782997
2018-02-20,99.865814
2018-02-21,100.000000
2018-02-22,99.861656
2018-02-23,99.908829
2018-02-24,99.886238
2018-02-25,92.894264
2018-02-26,99.907158
2018-02-27,79.546478
2018-02-28,75.646461
2018-03-01,66.411842
2018-03-02,72.718506
2018-03-03,65.890617
2018-03-04,64.646423
2018-03-05,66.154526
2018-03-06,75.064415
2018-03-07,88.056824
2018-03-08,99.291260
2018-03-09,98.804283
2018-03-10,93.627380
2018-03-11,99.277283
2018-03-12,99.168633
2018-03-13,100.000000
2018-03-14,100.000000
2018-03-15,98.615021
2018-03-16,88.859810
2018-03-17,98.292168
2018-03-18,95.477890
2018-03-19,95.910469
2018-03-20,75.769341
2018-03-21,74.886444
2018-03-22,53.716747
2018-03-23,55.289669
2018-03-24,47.375267
2018-03-25,46.811646
2018-03-26,57.015789
2018-03-27,57.291080
2018-03-28,99.673851
2018-03-29,99.791145
2018-03-30,86.657852
2018-03-31,81.084045
2018-04-01,92.898186
2018-04-02,91.410164
2018-04-03,85.899849
2018-04-04,87.592026
2018-04-05,87.483681
2018-04-06,68.001205
2018-04-07,81.720390
2018-04-08,99.306320
2018-04-09,99.800209
2018-04-10,98.820656
2018-04-11,99.319283
2018-04-12,99.828072
2018-04-13,98.624611
2018-04-14,98.542572
2018-04-15,98.547348
2018-04-16,99.285988
2018-04-17,98.499321
2018-04-18,65.539513
2018-04-19,83.975258
2018-04-20,97.800247
2018-04-21,99.491745
2018-04-22,99.126266
2018-04-23,99.145203
2018-04-24,99.141983
2018-04-25,99.439598
2018-04-26,99.646065
2018-04-27,99.629227
2018-04-28,99.310234
2018-04-29,99.284248
2018-04-30,99.300804
2018-05-01,99.428719
2018-05-02,99.439995
2018-05-03,99.485245
2018-05-04,88.992607
2018-05-05,97.539490
2018-05-06,96.846489
2018-05-07,99.681175
2018-05-08,99.687080
2018-05-09,99.474686
2018-05-10,99.747452
2018-05-11,99.499847
2018-05-12,99.422150
2018-05-13,94.160843
2018-05-14,84.913681
2018-05-15,81.665031
2018-05-16,97.319130
2018-05-17,99.221199
2018-05-18,99.242668
2018-05-19,99.187515
2018-05-20,99.212875
2018-05-21,84.823051
2018-05-22,88.256195
2018-05-23,90.073524
2018-05-24,99.445885
2018-05-25,99.580498
2018-05-26,99.514259
2018-05-27,99.361389
2018-05-28,99.216812
2018-05-29,99.535088
2018-05-30,99.495918
2018-05-31,99.115601
2018-06-01,99.056206
2018-06-02,98.963478
2018-06-03,89.023682
2018-06-04,75.194893
2018-06-05,92.381981
2018-06-06,97.790314
2018-06-07,97.936142
2018-06-08,95.289154
2018-06-09,68.474152
2018-06-10,98.295609
2018-06-11,98.676796
2018-06-12,98.412849
2018-06-13,98.853645
2018-06-14,98.238602
2018-06-15,91.679672
2018-06-16,85.642151
2018-06-17,74.515068
2018-06-18,80.215927
2018-06-19,80.069252
2018-06-20,90.582970
2018-06-21,93.777222
2018-06-22,92.950623
2018-06-23,93.212524
2018-06-24,96.652603
2018-06-25,96.525764
2018-06-26,96.535522
2018-06-27,96.544312
2018-06-28,96.656738
2018-06-29,84.406052
2018-06-30,86.674561
2018-07-01,92.317436
2018-07-02,92.786285
2018-07-03,90.389084
2018-07-04,95.934059
2018-07-05,91.781746
2018-07-06,87.724663
2018-07-07,91.779770
2018-07-08,93.729073
2018-07-09,85.572067
2018-07-10,79.503471
2018-07-11,95.153793
2018-07-12,93.148262
2018-07-13,96.272522
2018-07-14,95.917274
2018-07-15,94.319595
2018-07-16,88.985962
2018-07-17,83.447418
2018-07-18,96.762573
2018-07-19,95.312477
2018-07-20,97.029961
2018-07-21,98.152969
2018-07-22,96.328407
2018-07-23,95.318443
2018-07-24,95.381432
2018-07-25,92.520874
2018-07-26,95.933167
2018-07-27,98.342888
2018-07-28,95.797745
2018-07-29,88.611954
2018-07-30,85.242439
2018-07-31,88.469208
2018-08-01,92.592613
2018-08-02,98.340034
2018-08-03,98.627823
2018-08-04,98.474609
2018-08-05,96.688690
2018-08-06,96.206894
2018-08-07,93.871857
2018-08-08,93.836128
2018-08-09,94.328346
2018-08-10,95.245758
2018-08-11,95.109360
2018-08-12,92.781258
2018-08-13,91.715652
2018-08-14,87.035149
2018-08-15,90.628769
2018-08-16,94.396484
2018-08-17,91.610634
2018-08-18,82.411102
2018-08-19,71.499924
2018-08-20,66.636787
2018-08-21,75.377472
2018-08-22,78.841721
2018-08-23,85.759705
2018-08-24,90.572578
2018-08-25,85.867676
2018-08-26,88.385231
2018-08-27,88.372902
2018-08-28,92.275375
2018-08-29,94.200279
2018-08-30,96.756348
2018-08-31,97.972801
2018-09-01,98.399597
2018-09-02,95.617081
2018-09-03,89.633636
2018-09-04,71.205994
2018-09-05,68.719604
2018-09-06,73.135506
2018-09-07,59.238781
2018-09-08,63.970024
2018-09-09,90.348221
2018-09-10,76.779404
2018-09-11,83.138046
2018-09-12,83.670311
2018-09-13,94.563950
2018-09-14,95.884659
2018-09-15,97.101006
2018-09-16,92.750725
2018-09-17,86.432930
2018-09-18,89.838730
2018-09-19,99.573326
2018-09-20,99.559258
2018-09-21,98.991760
2018-09-22,99.451263
2018-09-23,99.502449
2018-09-24,99.564323
2018-09-25,99.564011
2018-09-26,99.510262
2018-09-27,98.993042
2018-09-28,99.974411
2018-09-29,99.900146
2018-09-30,99.945251
2018-10-01,99.821503
2018-10-02,97.009499
2018-10-03,99.371284
2018-10-04,96.828506
2018-10-05,99.825623
2018-10-06,99.968918
2018-10-07,99.912033
2018-10-08,99.941658
2018-10-09,99.852570
2018-10-10,99.942162
2018-10-11,99.977119
2018-10-12,99.317108
2018-10-13,100.000000
2018-10-14,100.000000
2018-10-15,100.000000
2018-10-16,100.000000
2018-10-17,100.000000
2018-10-18,97.155884
2018-10-19,100.000000
2018-10-20,100.000000
2018-10-21,100.000000
2018-10-22,100.000000
2018-10-23,100.000000
2018-10-24,99.964516
2018-10-25,100.000000
2018-10-26,100.000000
2018-10-27,100.000000
2018-10-28,91.457474
2018-10-29,85.994873
2018-10-30,88.768906
2018-10-31,92.930313
2018-11-01,100.000000
2018-11-02,99.936859
2018-11-03,96.599648
2018-11-04,93.437569
2018-11-05,94.896477
2018-11-06,96.119232
2018-11-07,95.666725
2018-11-08,91.139381
2018-11-09,82.692223
2018-11-10,78.347755
2018-11-11,82.626923
2018-11-12,69.146553
2018-11-13,69.327812
2018-11-14,80.153519
2018-11-15,100.000000
2018-11-16,99.989304
2018-11-17,100.000000
2018-11-18,99.997955
2018-11-19,100.000000
2018-11-20,100.000000
2018-11-21,99.995979
2018-11-22,99.071037
2018-11-23,85.806908
2018-11-24,82.927101
2018-11-25,78.813103
2018-11-26,74.166626
2018-11-27,64.891075
2018-11-28,59.458527
2018-11-29,43.730530
2018-11-30,43.460686
2018-12-01,46.630287
2018-12-02,69.256310
2018-12-03,99.889008
2018-12-04,85.764679
2018-12-05,76.307777
2018-12-06,49.455471
2018-12-07,46.796009
2018-12-08,70.324326
2018-12-09,46.594311
2018-12-10,84.289398
2018-12-11,99.905586
2018-12-12,100.000000
2018-12-13,95.162704
2018-12-14,90.704491
2018-12-15,69.315010
2018-12-16,67.958748
2018-12-17,70.481384
2018-12-18,63.422626
2018-12-19,71.526993
2018-12-20,91.397408
2018-12-21,72.929985
2018-12-22,72.661568
2018-12-23,83.302292
2018-12-24,87.924950
2018-12-25,96.470840
2018-12-26,100.000000
2018-12-27,100.000000
2018-12-28,91.783943
2018-12-29,84.741081
2018-12-30,100.000000
2018-12-31,100.000000
2019-01-01,100.000000
2019-01-02,100.000000
2019-01-03,98.394928
2019-01-04,99.980606
2019-01-05,100.000000
2019-01-06,91.764656
2019-01-07,99.705460
2019-01-08,100.000000
2019-01-09,88.371925
2019-01-10,99.864792
2019-01-11,99.913857
2019-01-12,88.380867
2019-01-13,99.583420
2019-01-14,99.583405
2019-01-15,95.017693
2019-01-16,86.908440
2019-01-17,82.672043
2019-01-18,90.111504
2019-01-19,93.211380
2019-01-20,89.797676
2019-01-21,99.912201
2019-01-22,99.878807
2019-01-23,99.883224
2019-01-24,86.665085
2019-01-25,89.160110
2019-01-26,99.912186
2019-01-27,73.391006
2019-01-28,68.592705
2019-01-29,71.232834
2019-01-30,91.340034
2019-01-31,99.923286
2019-02-01,99.788620
2019-02-02,99.842468
2019-02-03,99.794708
2019-02-04,99.837128
2019-02-05,99.838287
2019-02-06,99.884644
2019-02-07,99.552681
2019-02-08,99.601860
2019-02-09,99.896439
2019-02-10,99.948807
2019-02-11,91.357246
2019-02-12,86.959297
2019-02-13,86.553665
2019-02-14,99.551880
2019-02-15,100.000000
2019-02-16,84.252258
2019-02-17,89.271782
2019-02-18,99.884918
2019-02-19,86.077148
2019-02-20,93.654106
2019-02-21,81.086586
2019-02-22,99.841820
2019-02-23,91.783134
2019-02-24,93.079758
2019-02-25,100.000000
2019-02-26,81.415520
2019-02-27,79.872238
2019-02-28,100.000000
2019-03-01,82.113266
2019-03-02,75.984703
2019-03-03,59.459881
2019-03-04,80.904259
2019-03-05,100.000000
2019-03-06,90.522552
2019-03-07,82.399834
2019-03-08,100.000000
