#Variables:
#pr_bcc-csm1-1_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,pr_bcc-csm1-1_rcp85(mm)"
2017-05-09,0.000000
2017-05-10,0.000000
2017-05-11,0.000000
2017-05-12,0.000000
2017-05-13,0.000000
2017-05-14,0.000000
2017-05-15,0.000000
2017-05-16,0.000000
2017-05-17,0.000000
2017-05-18,0.000000
2017-05-19,2.144255
2017-05-20,2.772640
2017-05-21,0.000000
2017-05-22,0.000000
2017-05-23,1.971968
2017-05-24,0.000000
2017-05-25,0.000000
2017-05-26,0.000000
2017-05-27,3.272326
2017-05-28,0.000000
2017-05-29,0.000000
2017-05-30,0.000000
2017-05-31,0.000000
2017-06-01,0.000000
2017-06-02,0.000000
2017-06-03,4.715230
2017-06-04,0.000000
2017-06-05,0.000000
2017-06-06,0.000000
2017-06-07,0.000000
2017-06-08,0.000000
2017-06-09,0.000000
2017-06-10,0.000000
2017-06-11,0.000000
2017-06-12,0.000000
2017-06-13,0.000000
2017-06-14,0.000000
2017-06-15,2.062908
2017-06-16,0.000000
2017-06-17,0.395559
2017-06-18,3.636601
2017-06-19,0.000000
2017-06-20,3.719348
2017-06-21,4.617858
2017-06-22,18.052181
2017-06-23,3.418473
2017-06-24,7.529847
2017-06-25,83.089226
2017-06-26,62.772896
2017-06-27,80.597664
2017-06-28,51.443752
2017-06-29,10.619678
2017-06-30,8.897317
2017-07-01,5.533591
2017-07-02,16.804541
2017-07-03,8.979989
2017-07-04,4.653209
2017-07-05,10.709645
2017-07-06,39.305614
2017-07-07,111.419724
2017-07-08,80.650032
2017-07-09,4.236209
2017-07-10,0.000000
2017-07-11,7.783757
2017-07-12,0.000000
2017-07-13,2.967680
2017-07-14,6.672749
2017-07-15,3.662798
2017-07-16,3.035288
2017-07-17,0.932130
2017-07-18,1.165540
2017-07-19,0.000000
2017-07-20,0.000000
2017-07-21,0.000000
2017-07-22,2.097556
2017-07-23,1.901676
2017-07-24,0.000000
2017-07-25,0.000000
2017-07-26,0.000000
2017-07-27,0.000000
2017-07-28,0.000000
2017-07-29,0.000000
2017-07-30,0.000000
2017-07-31,0.000000
2017-08-01,0.000000
2017-08-02,0.000000
2017-08-03,0.000000
2017-08-04,0.000000
2017-08-05,0.000000
2017-08-06,0.000000
2017-08-07,0.000000
2017-08-08,2.117785
2017-08-09,0.000000
2017-08-10,0.000000
2017-08-11,0.000000
2017-08-12,0.496561
2017-08-13,0.000000
2017-08-14,0.000000
2017-08-15,1.023646
2017-08-16,1.282786
2017-08-17,1.853105
2017-08-18,3.286207
2017-08-19,0.931722
2017-08-20,1.837357
2017-08-21,0.685092
2017-08-22,4.407893
2017-08-23,1.349156
2017-08-24,1.707648
2017-08-25,2.450404
2017-08-26,0.550789
2017-08-27,6.127087
2017-08-28,0.000000
2017-08-29,0.000000
2017-08-30,0.000000
2017-08-31,0.000000
2017-09-01,0.000000
2017-09-02,0.000000
2017-09-03,0.000000
2017-09-04,0.000000
2017-09-05,0.000000
2017-09-06,0.000000
2017-09-07,0.408579
2017-09-08,2.143663
2017-09-09,11.936975
2017-09-10,49.106724
2017-09-11,65.688011
2017-09-12,0.000000
2017-09-13,0.475405
2017-09-14,1.585122
2017-09-15,0.488249
2017-09-16,2.677652
2017-09-17,0.000000
2017-09-18,0.000000
2017-09-19,0.000000
2017-09-20,0.000000
2017-09-21,0.000000
2017-09-22,0.000000
2017-09-23,0.000000
2017-09-24,1.592174
2017-09-25,0.000000
2017-09-26,0.000000
2017-09-27,0.000000
2017-09-28,0.000000
2017-09-29,0.000000
2017-09-30,3.924309
2017-10-01,3.664994
2017-10-02,4.277687
2017-10-03,19.874973
2017-10-04,4.000163
2017-10-05,3.535520
2017-10-06,1.376615
2017-10-07,16.765676
2017-10-08,18.424919
2017-10-09,0.669413
2017-10-10,0.000000
2017-10-11,0.000000
2017-10-12,3.312837
2017-10-13,6.398464
2017-10-14,16.221766
2017-10-15,10.530479
2017-10-16,1.480474
2017-10-17,0.000000
2017-10-18,0.000000
2017-10-19,0.000000
2017-10-20,0.000000
2017-10-21,0.000000
2017-10-22,0.000000
2017-10-23,0.000000
2017-10-24,0.000000
2017-10-25,0.000000
2017-10-26,0.293767
2017-10-27,0.000000
2017-10-28,0.000000
2017-10-29,0.000000
2017-10-30,0.000000
2017-10-31,0.000000
2017-11-01,0.000000
2017-11-02,0.000000
2017-11-03,0.000000
2017-11-04,0.000000
2017-11-05,0.000000
2017-11-06,0.000000
2017-11-07,0.000000
2017-11-08,0.000000
2017-11-09,0.000000
2017-11-10,0.000000
2017-11-11,0.000000
2017-11-12,0.000000
2017-11-13,0.000000
2017-11-14,0.000000
2017-11-15,0.000000
2017-11-16,4.315587
2017-11-17,0.000000
2017-11-18,0.932611
2017-11-19,1.025279
2017-11-20,0.000000
2017-11-21,0.000000
2017-11-22,0.000000
2017-11-23,0.000000
2017-11-24,0.000000
2017-11-25,0.000000
2017-11-26,0.000000
2017-11-27,0.000000
2017-11-28,0.000000
2017-11-29,0.520747
2017-11-30,0.000000
2017-12-01,0.000000
2017-12-02,0.000000
2017-12-03,0.000000
2017-12-04,0.000000
2017-12-05,0.000000
2017-12-06,0.651791
2017-12-07,0.000000
2017-12-08,0.323505
2017-12-09,0.451523
2017-12-10,0.000000
2017-12-11,0.526284
2017-12-12,2.500495
2017-12-13,8.291026
2017-12-14,2.620818
2017-12-15,0.000000
2017-12-16,0.000000
2017-12-17,0.000000
2017-12-18,0.000000
2017-12-19,1.958881
2017-12-20,0.650693
2017-12-21,1.924639
2017-12-22,1.482673
2017-12-23,0.000000
2017-12-24,0.000000
2017-12-25,0.000000
2017-12-26,0.000000
2017-12-27,0.000000
2017-12-28,14.180021
2017-12-29,15.867437
2017-12-30,2.753044
2017-12-31,0.000000
2018-01-01,0.289083
2018-01-02,0.000000
2018-01-03,0.000000
2018-01-04,0.000000
2018-01-05,0.000000
2018-01-06,0.000000
2018-01-07,0.000000
2018-01-08,0.000000
2018-01-09,0.000000
2018-01-10,1.324073
2018-01-11,5.227098
2018-01-12,0.000000
2018-01-13,0.000000
2018-01-14,0.000000
2018-01-15,0.000000
2018-01-16,0.000000
2018-01-17,0.000000
2018-01-18,2.490253
2018-01-19,0.000000
2018-01-20,0.000000
2018-01-21,0.000000
2018-01-22,0.000000
2018-01-23,0.000000
2018-01-24,0.000000
2018-01-25,0.000000
2018-01-26,0.000000
2018-01-27,0.000000
2018-01-28,0.000000
2018-01-29,0.000000
2018-01-30,0.000000
2018-01-31,3.647524
2018-02-01,0.000000
2018-02-02,0.000000
2018-02-03,0.000000
2018-02-04,0.000000
2018-02-05,0.000000
2018-02-06,0.000000
2018-02-07,0.000000
2018-02-08,0.000000
2018-02-09,0.892310
2018-02-10,0.000000
2018-02-11,0.306184
2018-02-12,0.000000
2018-02-13,0.000000
2018-02-14,0.000000
2018-02-15,2.866441
2018-02-16,0.000000
2018-02-17,0.000000
2018-02-18,0.000000
2018-02-19,0.492259
2018-02-20,0.000000
2018-02-21,0.000000
2018-02-22,0.000000
2018-02-23,0.000000
2018-02-24,0.000000
2018-02-25,0.000000
2018-02-26,0.000000
2018-02-27,0.000000
2018-02-28,0.000000
2018-03-01,0.000000
2018-03-02,0.000000
2018-03-03,0.000000
2018-03-04,0.000000
2018-03-05,0.000000
2018-03-06,0.000000
2018-03-07,0.000000
2018-03-08,0.845965
2018-03-09,0.515094
2018-03-10,0.000000
2018-03-11,8.580984
2018-03-12,0.000000
2018-03-13,3.392874
2018-03-14,0.000000
2018-03-15,0.000000
2018-03-16,0.000000
2018-03-17,0.000000
2018-03-18,0.000000
2018-03-19,0.000000
2018-03-20,0.000000
2018-03-21,0.000000
2018-03-22,0.000000
2018-03-23,0.000000
2018-03-24,0.000000
2018-03-25,0.000000
2018-03-26,0.000000
2018-03-27,0.000000
2018-03-28,0.000000
2018-03-29,0.000000
2018-03-30,0.000000
2018-03-31,0.000000
2018-04-01,2.992998
2018-04-02,10.355023
2018-04-03,0.000000
2018-04-04,0.000000
2018-04-05,0.000000
2018-04-06,0.658093
2018-04-07,0.000000
2018-04-08,1.571556
2018-04-09,0.000000
2018-04-10,0.000000
2018-04-11,0.000000
2018-04-12,0.000000
2018-04-13,0.000000
2018-04-14,0.000000
2018-04-15,0.000000
2018-04-16,4.687678
2018-04-17,11.393481
2018-04-18,0.748608
2018-04-19,7.068906
2018-04-20,0.000000
2018-04-21,0.000000
2018-04-22,0.000000
2018-04-23,0.000000
2018-04-24,0.000000
2018-04-25,0.000000
2018-04-26,0.000000
2018-04-27,0.000000
2018-04-28,0.000000
2018-04-29,0.000000
2018-04-30,0.000000
2018-05-01,0.000000
2018-05-02,0.860663
2018-05-03,0.000000
2018-05-04,0.000000
2018-05-05,0.000000
2018-05-06,5.219673
2018-05-07,0.576173
2018-05-08,3.716032
2018-05-09,0.626193
2018-05-10,1.194106
2018-05-11,0.843513
2018-05-12,0.000000
2018-05-13,0.000000
2018-05-14,0.000000
2018-05-15,0.000000
2018-05-16,1.905165
2018-05-17,0.000000
2018-05-18,0.000000
2018-05-19,0.000000
2018-05-20,0.000000
2018-05-21,3.697362
2018-05-22,5.185271
2018-05-23,0.000000
2018-05-24,0.000000
2018-05-25,0.000000
2018-05-26,0.000000
2018-05-27,0.000000
2018-05-28,0.000000
2018-05-29,0.000000
2018-05-30,0.000000
2018-05-31,0.000000
2018-06-01,0.000000
2018-06-02,9.630105
2018-06-03,0.412251
2018-06-04,1.759089
2018-06-05,0.000000
2018-06-06,0.000000
2018-06-07,0.000000
2018-06-08,0.000000
2018-06-09,0.000000
2018-06-10,0.000000
2018-06-11,0.000000
2018-06-12,0.000000
2018-06-13,0.000000
2018-06-14,0.000000
2018-06-15,0.000000
2018-06-16,1.429412
2018-06-17,0.000000
2018-06-18,0.000000
2018-06-19,0.000000
2018-06-20,0.000000
2018-06-21,10.783269
2018-06-22,4.883337
2018-06-23,1.487565
2018-06-24,0.351451
2018-06-25,0.000000
2018-06-26,0.000000
2018-06-27,0.000000
2018-06-28,0.000000
2018-06-29,0.000000
2018-06-30,0.000000
2018-07-01,0.000000
2018-07-02,0.000000
2018-07-03,0.000000
2018-07-04,0.000000
2018-07-05,0.000000
2018-07-06,0.000000
2018-07-07,0.000000
2018-07-08,0.000000
2018-07-09,0.000000
2018-07-10,0.000000
2018-07-11,0.000000
2018-07-12,0.000000
2018-07-13,0.000000
2018-07-14,0.000000
2018-07-15,0.000000
2018-07-16,0.000000
2018-07-17,0.000000
2018-07-18,0.000000
2018-07-19,0.000000
2018-07-20,0.000000
2018-07-21,0.000000
2018-07-22,0.000000
2018-07-23,0.000000
2018-07-24,1.107594
2018-07-25,0.000000
2018-07-26,13.027939
2018-07-27,6.302402
2018-07-28,11.323569
2018-07-29,12.873486
2018-07-30,9.708829
2018-07-31,17.620499
2018-08-01,7.013205
2018-08-02,14.733790
2018-08-03,4.551571
2018-08-04,0.000000
2018-08-05,1.953746
2018-08-06,1.524890
2018-08-07,3.957043
2018-08-08,4.298592
2018-08-09,0.000000
2018-08-10,0.000000
2018-08-11,0.000000
2018-08-12,0.000000
2018-08-13,0.000000
2018-08-14,0.000000
2018-08-15,0.000000
2018-08-16,0.000000
2018-08-17,0.000000
2018-08-18,0.000000
2018-08-19,0.000000
2018-08-20,0.000000
2018-08-21,0.000000
2018-08-22,0.000000
2018-08-23,0.000000
2018-08-24,0.000000
2018-08-25,1.597479
2018-08-26,1.362569
2018-08-27,6.022353
2018-08-28,25.795271
2018-08-29,11.992700
2018-08-30,4.646428
2018-08-31,4.548019
2018-09-01,0.000000
2018-09-02,0.000000
2018-09-03,0.834784
2018-09-04,0.000000
2018-09-05,0.000000
2018-09-06,0.000000
2018-09-07,0.418600
2018-09-08,0.000000
2018-09-09,0.000000
2018-09-10,0.000000
2018-09-11,4.671073
2018-09-12,5.407813
2018-09-13,33.734554
2018-09-14,53.466358
2018-09-15,52.382389
2018-09-16,14.431218
2018-09-17,3.937164
2018-09-18,0.496367
2018-09-19,0.000000
2018-09-20,0.000000
2018-09-21,0.463348
2018-09-22,0.000000
2018-09-23,0.000000
2018-09-24,0.492893
2018-09-25,0.335630
2018-09-26,0.000000
2018-09-27,0.000000
2018-09-28,0.000000
2018-09-29,0.000000
2018-09-30,0.383568
2018-10-01,0.000000
2018-10-02,0.000000
2018-10-03,0.000000
2018-10-04,0.000000
2018-10-05,0.821935
2018-10-06,0.305833
2018-10-07,0.000000
2018-10-08,0.367306
2018-10-09,0.000000
2018-10-10,0.373599
2018-10-11,9.240591
2018-10-12,0.551198
2018-10-13,0.000000
2018-10-14,3.585785
2018-10-15,17.076735
2018-10-16,3.807505
2018-10-17,3.464622
2018-10-18,0.000000
2018-10-19,0.000000
2018-10-20,0.000000
2018-10-21,0.000000
2018-10-22,0.000000
2018-10-23,0.000000
2018-10-24,0.786008
2018-10-25,0.000000
2018-10-26,0.000000
2018-10-27,0.000000
2018-10-28,0.000000
2018-10-29,0.000000
2018-10-30,0.000000
2018-10-31,0.353525
2018-11-01,0.334533
2018-11-02,0.000000
2018-11-03,0.000000
2018-11-04,0.000000
2018-11-05,0.000000
2018-11-06,0.000000
2018-11-07,1.163343
2018-11-08,0.326751
2018-11-09,0.000000
2018-11-10,0.000000
2018-11-11,0.000000
2018-11-12,0.000000
2018-11-13,0.000000
2018-11-14,0.000000
2018-11-15,0.000000
2018-11-16,0.000000
2018-11-17,0.000000
2018-11-18,0.000000
2018-11-19,0.000000
2018-11-20,0.575167
2018-11-21,0.000000
2018-11-22,2.033965
2018-11-23,0.000000
2018-11-24,0.000000
2018-11-25,0.000000
2018-11-26,0.000000
2018-11-27,0.000000
2018-11-28,0.000000
2018-11-29,0.000000
2018-11-30,16.218884
2018-12-01,0.000000
2018-12-02,0.000000
2018-12-03,0.000000
2018-12-04,0.000000
2018-12-05,3.755975
2018-12-06,3.610663
2018-12-07,0.000000
2018-12-08,0.000000
2018-12-09,0.959752
2018-12-10,0.000000
2018-12-11,0.000000
2018-12-12,0.000000
2018-12-13,0.000000
2018-12-14,0.000000
2018-12-15,0.000000
2018-12-16,0.000000
2018-12-17,0.000000
2018-12-18,0.000000
2018-12-19,107.246582
2018-12-20,4.798982
2018-12-21,0.000000
2018-12-22,0.000000
2018-12-23,0.000000
2018-12-24,0.000000
2018-12-25,0.000000
2018-12-26,0.000000
2018-12-27,0.000000
2018-12-28,0.000000
2018-12-29,0.000000
2018-12-30,0.000000
2018-12-31,0.000000
2019-01-01,0.000000
2019-01-02,0.000000
2019-01-03,0.292608
2019-01-04,0.000000
2019-01-05,0.000000
2019-01-06,0.000000
2019-01-07,0.000000
2019-01-08,0.000000
2019-01-09,1.002087
2019-01-10,0.000000
2019-01-11,0.000000
2019-01-12,0.000000
2019-01-13,0.000000
2019-01-14,0.000000
2019-01-15,2.596379
2019-01-16,0.000000
2019-01-17,0.554607
2019-01-18,2.423495
2019-01-19,0.000000
2019-01-20,0.295404
2019-01-21,6.759450
2019-01-22,0.000000
2019-01-23,0.000000
2019-01-24,0.000000
2019-01-25,2.563882
2019-01-26,1.684300
2019-01-27,0.000000
2019-01-28,0.000000
2019-01-29,0.000000
2019-01-30,25.920887
2019-01-31,0.000000
2019-02-01,0.000000
2019-02-02,0.000000
2019-02-03,0.000000
2019-02-04,0.672697
2019-02-05,10.072773
2019-02-06,0.000000
2019-02-07,0.000000
2019-02-08,13.598714
2019-02-09,0.000000
2019-02-10,0.000000
2019-02-11,0.000000
2019-02-12,3.087035
2019-02-13,0.895504
2019-02-14,0.000000
2019-02-15,0.000000
2019-02-16,0.000000
2019-02-17,22.273460
2019-02-18,3.414314
2019-02-19,0.000000
2019-02-20,0.000000
2019-02-21,0.000000
2019-02-22,0.000000
2019-02-23,6.636454
2019-02-24,0.000000
2019-02-25,0.000000
2019-02-26,0.000000
2019-02-27,0.000000
2019-02-28,2.231639
2019-03-01,0.000000
2019-03-02,0.000000
2019-03-03,8.631240
2019-03-04,0.483385
2019-03-05,0.320574
2019-03-06,0.463713
2019-03-07,0.000000
2019-03-08,4.244238
2019-03-09,0.000000
2019-03-10,0.000000
2019-03-11,0.000000
2019-03-12,0.000000
2019-03-13,0.000000
2019-03-14,0.000000
2019-03-15,0.385951
2019-03-16,0.000000
2019-03-17,0.000000
2019-03-18,0.000000
2019-03-19,1.086388
2019-03-20,0.000000
2019-03-21,0.000000
2019-03-22,13.761796
2019-03-23,5.773081
2019-03-24,1.971771
2019-03-25,0.000000
2019-03-26,0.000000
2019-03-27,0.000000
2019-03-28,0.000000
2019-03-29,0.000000
2019-03-30,0.000000
2019-03-31,0.000000
2019-04-01,0.000000
2019-04-02,0.000000
2019-04-03,0.000000
2019-04-04,0.000000
2019-04-05,0.000000
2019-04-06,0.000000
2019-04-07,0.000000
2019-04-08,0.000000
2019-04-09,0.000000
2019-04-10,0.000000
2019-04-11,0.000000
2019-04-12,0.000000
2019-04-13,0.000000
2019-04-14,0.000000
2019-04-15,0.000000
2019-04-16,0.000000
2019-04-17,0.000000
2019-04-18,0.000000
2019-04-19,0.000000
2019-04-20,0.000000
2019-04-21,0.000000
2019-04-22,0.000000
2019-04-23,0.000000
2019-04-24,0.000000
2019-04-25,0.000000
2019-04-26,105.073555
2019-04-27,28.202421
2019-04-28,2.736387
2019-04-29,0.000000
2019-04-30,0.000000
2019-05-01,2.833553
2019-05-02,0.000000
2019-05-03,0.000000
2019-05-04,0.000000
2019-05-05,0.000000
2019-05-06,0.000000
2019-05-07,0.000000
2019-05-08,0.000000
2019-05-09,0.000000
2019-05-10,0.000000
2019-05-11,0.000000
2019-05-12,37.986485
2019-05-13,11.732831
2019-05-14,0.000000
2019-05-15,3.545881
2019-05-16,5.249849
2019-05-17,0.000000
2019-05-18,0.000000
2019-05-19,0.890444
2019-05-20,0.000000
2019-05-21,0.000000
2019-05-22,0.000000
2019-05-23,18.224611
2019-05-24,6.073811
2019-05-25,6.631855
2019-05-26,14.959381
2019-05-27,0.000000
2019-05-28,0.000000
2019-05-29,0.000000
2019-05-30,0.000000
2019-05-31,1.690950
2019-06-01,0.000000
2019-06-02,2.622075
2019-06-03,6.389567
2019-06-04,1.224062
2019-06-05,0.426612
2019-06-06,0.000000
2019-06-07,0.000000
2019-06-08,0.000000
2019-06-09,6.355442
2019-06-10,2.836225
2019-06-11,0.000000
2019-06-12,0.000000
2019-06-13,1.566169
2019-06-14,0.000000
2019-06-15,0.000000
2019-06-16,0.000000
2019-06-17,0.000000
2019-06-18,0.000000
2019-06-19,0.000000
2019-06-20,0.000000
2019-06-21,0.000000
2019-06-22,0.000000
2019-06-23,0.000000
2019-06-24,0.000000
2019-06-25,0.000000
2019-06-26,0.000000
2019-06-27,0.000000
2019-06-28,0.000000
2019-06-29,0.000000
2019-06-30,0.000000
2019-07-01,0.000000
2019-07-02,0.000000
2019-07-03,0.000000
2019-07-04,0.000000
2019-07-05,0.000000
2019-07-06,1.667084
2019-07-07,0.000000
2019-07-08,0.000000
2019-07-09,0.000000
2019-07-10,0.000000
2019-07-11,0.000000
2019-07-12,0.000000
2019-07-13,0.000000
2019-07-14,0.000000
2019-07-15,0.619757
2019-07-16,0.000000
2019-07-17,0.000000
2019-07-18,0.000000
2019-07-19,0.000000
2019-07-20,0.000000
2019-07-21,0.000000
2019-07-22,1.120252
2019-07-23,0.000000
2019-07-24,0.000000
2019-07-25,0.000000
2019-07-26,0.000000
2019-07-27,1.437526
2019-07-28,0.000000
2019-07-29,26.637310
2019-07-30,4.944764
2019-07-31,1.808585
2019-08-01,12.170881
2019-08-02,35.813248
2019-08-03,38.559978
2019-08-04,8.290872
2019-08-05,3.469362
2019-08-06,13.456236
2019-08-07,7.132770
2019-08-08,0.000000
2019-08-09,0.000000
2019-08-10,7.306508
2019-08-11,13.154383
2019-08-12,4.578980
2019-08-13,0.000000
2019-08-14,1.736668
2019-08-15,0.000000
2019-08-16,0.000000
2019-08-17,2.651964
2019-08-18,0.000000
2019-08-19,0.000000
2019-08-20,0.000000
2019-08-21,0.986622
2019-08-22,0.388264
2019-08-23,0.323776
2019-08-24,2.418718
2019-08-25,0.000000
2019-08-26,0.000000
2019-08-27,1.105241
2019-08-28,1.744369
2019-08-29,0.729646
2019-08-30,0.000000
2019-08-31,1.039466
2019-09-01,0.000000
2019-09-02,0.000000
2019-09-03,0.000000
2019-09-04,0.000000
2019-09-05,0.000000
2019-09-06,0.000000
2019-09-07,0.000000
2019-09-08,0.652891
2019-09-09,0.000000
2019-09-10,0.000000
2019-09-11,0.000000
2019-09-12,0.000000
2019-09-13,0.000000
2019-09-14,0.000000
2019-09-15,0.000000
2019-09-16,0.000000
2019-09-17,0.000000
2019-09-18,0.000000
2019-09-19,0.000000
2019-09-20,0.000000
2019-09-21,0.000000
2019-09-22,0.000000
2019-09-23,0.000000
2019-09-24,0.000000
2019-09-25,0.000000
2019-09-26,0.000000
2019-09-27,0.000000
2019-09-28,0.373673
2019-09-29,0.000000
2019-09-30,0.000000
2019-10-01,0.000000
2019-10-02,0.000000
2019-10-03,16.362366
2019-10-04,4.081033
2019-10-05,0.000000
2019-10-06,0.000000
2019-10-07,0.000000
2019-10-08,4.301886
2019-10-09,0.000000
2019-10-10,0.000000
2019-10-11,2.913376
2019-10-12,1.152734
2019-10-13,0.427695
2019-10-14,0.000000
2019-10-15,0.000000
2019-10-16,5.655153
2019-10-17,7.315769
2019-10-18,7.472866
2019-10-19,1.487081
2019-10-20,0.000000
2019-10-21,0.000000
2019-10-22,0.000000
2019-10-23,0.000000
2019-10-24,0.000000
2019-10-25,0.000000
2019-10-26,6.143752
2019-10-27,19.815174
2019-10-28,0.000000
2019-10-29,5.314458
2019-10-30,0.000000
2019-10-31,1.646120
2019-11-01,0.000000
2019-11-02,0.000000
2019-11-03,0.000000
2019-11-04,0.322518
2019-11-05,0.000000
2019-11-06,0.000000
2019-11-07,0.000000
2019-11-08,4.965506
2019-11-09,9.600368
2019-11-10,0.000000
2019-11-11,0.000000
2019-11-12,0.000000
2019-11-13,0.000000
2019-11-14,5.117548
2019-11-15,0.000000
2019-11-16,0.781448
2019-11-17,8.821887
2019-11-18,0.000000
2019-11-19,0.000000
2019-11-20,0.000000
2019-11-21,0.000000
2019-11-22,0.000000
2019-11-23,6.557477
2019-11-24,1.565936
2019-11-25,13.850180
2019-11-26,13.972510
2019-11-27,18.949032
2019-11-28,0.000000
2019-11-29,0.000000
2019-11-30,0.000000
2019-12-01,0.000000
2019-12-02,0.000000
2019-12-03,0.000000
2019-12-04,0.000000
2019-12-05,0.000000
2019-12-06,0.000000
2019-12-07,0.000000
2019-12-08,0.000000
2019-12-09,0.000000
2019-12-10,0.000000
2019-12-11,0.000000
2019-12-12,0.000000
2019-12-13,3.816763
2019-12-14,0.634402
2019-12-15,0.000000
2019-12-16,0.000000
2019-12-17,0.000000
2019-12-18,0.000000
2019-12-19,0.000000
2019-12-20,0.000000
2019-12-21,0.000000
2019-12-22,22.675705
2019-12-23,0.000000
2019-12-24,0.000000
2019-12-25,0.000000
2019-12-26,0.000000
2019-12-27,0.000000
2019-12-28,0.000000
2019-12-29,0.000000
2019-12-30,1.010102
2019-12-31,2.121977
2020-01-01,0.000000
2020-01-02,0.000000
2020-01-03,0.000000
2020-01-04,0.000000
2020-01-05,0.000000
2020-01-06,0.000000
2020-01-07,0.000000
2020-01-08,0.000000
2020-01-09,0.000000
2020-01-10,0.000000
2020-01-11,0.000000
2020-01-12,0.000000
2020-01-13,0.000000
2020-01-14,0.000000
2020-01-15,0.000000
2020-01-16,0.000000
2020-01-17,0.000000
2020-01-18,0.000000
2020-01-19,0.000000
2020-01-20,0.000000
2020-01-21,0.000000
2020-01-22,0.000000
2020-01-23,0.000000
2020-01-24,0.000000
2020-01-25,0.000000
2020-01-26,0.000000
2020-01-27,0.000000
2020-01-28,0.000000
2020-01-29,0.000000
2020-01-30,0.000000
2020-01-31,0.000000
2020-02-01,0.000000
2020-02-02,0.000000
2020-02-03,0.000000
2020-02-04,0.000000
2020-02-05,0.000000
2020-02-06,0.000000
2020-02-07,0.000000
2020-02-08,0.000000
2020-02-09,0.000000
2020-02-10,0.000000
2020-02-11,0.000000
2020-02-12,0.000000
2020-02-13,0.000000
2020-02-14,0.000000
2020-02-15,0.000000
2020-02-16,0.000000
2020-02-17,0.000000
2020-02-18,0.000000
2020-02-19,2.974473
2020-02-20,0.000000
2020-02-21,0.000000
2020-02-22,6.857580
2020-02-23,5.923017
2020-02-24,0.000000
2020-02-25,0.000000
2020-02-26,1.274245
2020-02-27,2.070760
2020-02-28,0.000000
2020-02-29,0.000000
2020-03-01,0.000000
2020-03-02,2.182724
2020-03-03,5.456694
2020-03-04,2.549075
2020-03-05,9.497043
2020-03-06,4.035861
2020-03-07,0.287687
2020-03-08,0.279995
2020-03-09,4.542221
2020-03-10,0.000000
2020-03-11,0.000000
2020-03-12,0.000000
2020-03-13,0.414988
2020-03-14,21.500946
2020-03-15,22.442436
2020-03-16,9.287939
2020-03-17,4.361661
2020-03-18,0.000000
2020-03-19,0.000000
2020-03-20,2.526773
2020-03-21,4.615950
2020-03-22,0.000000
2020-03-23,2.981196
2020-03-24,0.502494
2020-03-25,3.904746
2020-03-26,3.715656
2020-03-27,0.000000
2020-03-28,0.000000
2020-03-29,0.000000
2020-03-30,0.000000
2020-03-31,0.000000
2020-04-01,0.000000
2020-04-02,0.000000
2020-04-03,0.000000
2020-04-04,0.000000
2020-04-05,0.838965
2020-04-06,0.000000
2020-04-07,0.000000
2020-04-08,0.000000
2020-04-09,11.498850
2020-04-10,0.000000
2020-04-11,0.000000
2020-04-12,0.000000
2020-04-13,0.000000
2020-04-14,1.810030
2020-04-15,3.064163
2020-04-16,0.952379
2020-04-17,2.325859
2020-04-18,0.000000
2020-04-19,0.000000
2020-04-20,0.000000
2020-04-21,0.000000
2020-04-22,0.000000
2020-04-23,0.000000
2020-04-24,0.000000
2020-04-25,0.993699
2020-04-26,4.910869
2020-04-27,0.675728
2020-04-28,0.000000
2020-04-29,6.377601
2020-04-30,0.459067
2020-05-01,0.000000
2020-05-02,0.000000
2020-05-03,0.000000
2020-05-04,0.000000
2020-05-05,0.365864
2020-05-06,0.000000
2020-05-07,19.031580
2020-05-08,28.940094
2020-05-09,14.155350
2020-05-10,6.643276
2020-05-11,37.064285
2020-05-12,27.639290
2020-05-13,0.000000
2020-05-14,0.000000
2020-05-15,0.377298
2020-05-16,0.000000
2020-05-17,0.000000
2020-05-18,0.000000
2020-05-19,0.000000
2020-05-20,0.000000
2020-05-21,0.000000
2020-05-22,0.000000
2020-05-23,0.000000
2020-05-24,0.000000
2020-05-25,0.000000
2020-05-26,0.000000
2020-05-27,0.000000
2020-05-28,0.000000
2020-05-29,2.371767
2020-05-30,8.575645
2020-05-31,0.482714
2020-06-01,0.000000
2020-06-02,3.999141
2020-06-03,12.197209
2020-06-04,53.582066
2020-06-05,13.701712
2020-06-06,17.829731
2020-06-07,28.092964
2020-06-08,1.672202
2020-06-09,2.870930
2020-06-10,0.742326
2020-06-11,2.920365
2020-06-12,8.794738
2020-06-13,0.000000
2020-06-14,0.585419
2020-06-15,10.548090
2020-06-16,0.935905
2020-06-17,0.000000
2020-06-18,0.000000
2020-06-19,1.658112
2020-06-20,0.927467
2020-06-21,0.000000
2020-06-22,0.000000
2020-06-23,0.000000
2020-06-24,0.311821
2020-06-25,0.000000
2020-06-26,1.259943
2020-06-27,4.022160
2020-06-28,0.000000
2020-06-29,2.176901
2020-06-30,0.000000
