#Variables:
#rsds_bcc-csm1-1_rcp45(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_rsds_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,rsds_bcc-csm1-1_rcp45(Wm-2)"
2032-11-11,134.204910
2032-11-12,73.365288
2032-11-13,138.233795
2032-11-14,58.460129
2032-11-15,125.562668
2032-11-16,154.620041
2032-11-17,109.695595
2032-11-18,78.834724
2032-11-19,125.371727
2032-11-20,87.992386
2032-11-21,139.088272
2032-11-22,143.294373
2032-11-23,134.926071
2032-11-24,138.804962
2032-11-25,143.441406
2032-11-26,63.848869
2032-11-27,44.560436
2032-11-28,66.699402
2032-11-29,102.943161
2032-11-30,81.398399
2032-12-01,86.815392
2032-12-02,67.053047
2032-12-03,58.984646
2032-12-04,62.578892
2032-12-05,125.341026
2032-12-06,141.909714
2032-12-07,134.958939
2032-12-08,142.640549
2032-12-09,69.882881
2032-12-10,142.209045
2032-12-11,142.302017
2032-12-12,136.151306
2032-12-13,89.869019
2032-12-14,104.330917
2032-12-15,120.361877
2032-12-16,137.127762
2032-12-17,135.387238
2032-12-18,116.009178
2032-12-19,55.187370
2032-12-20,71.933594
2032-12-21,135.206848
2032-12-22,54.199554
2032-12-23,118.609657
2032-12-24,100.269066
2032-12-25,68.298141
2032-12-26,51.230858
2032-12-27,67.668129
2032-12-28,108.703232
2032-12-29,132.710434
2032-12-30,117.509560
2032-12-31,129.485748
2033-01-01,139.453522
2033-01-02,136.592773
2033-01-03,124.157219
2033-01-04,132.212616
2033-01-05,135.674194
2033-01-06,129.759796
2033-01-07,118.622482
2033-01-08,122.597923
2033-01-09,113.488304
2033-01-10,141.018311
2033-01-11,131.755249
2033-01-12,114.723267
2033-01-13,118.693466
2033-01-14,100.809174
2033-01-15,104.583725
2033-01-16,113.739128
2033-01-17,122.870689
2033-01-18,154.094299
2033-01-19,153.138474
2033-01-20,156.708313
2033-01-21,158.183746
2033-01-22,158.672882
2033-01-23,160.508026
2033-01-24,163.283707
2033-01-25,162.983795
2033-01-26,163.298935
2033-01-27,132.336990
2033-01-28,160.906708
2033-01-29,154.348343
2033-01-30,125.246178
2033-01-31,128.035522
2033-02-01,164.290695
2033-02-02,154.678802
2033-02-03,169.931244
2033-02-04,172.838989
2033-02-05,147.298599
2033-02-06,126.432320
2033-02-07,113.175629
2033-02-08,162.821228
2033-02-09,148.359131
2033-02-10,117.014206
2033-02-11,164.660309
2033-02-12,182.279221
2033-02-13,177.246109
2033-02-14,100.443993
2033-02-15,152.299408
2033-02-16,185.325241
2033-02-17,190.737473
2033-02-18,165.468155
2033-02-19,188.805115
2033-02-20,186.630173
2033-02-21,165.211716
2033-02-22,160.546921
2033-02-23,198.756393
2033-02-24,199.890533
2033-02-25,199.470062
2033-02-26,198.441330
2033-02-27,197.800415
2033-02-28,200.575165
2033-03-01,201.935638
2033-03-02,206.133743
2033-03-03,205.156540
2033-03-04,202.642319
2033-03-05,140.376221
2033-03-06,205.799118
2033-03-07,205.200851
2033-03-08,203.059189
2033-03-09,190.530823
2033-03-10,209.892288
2033-03-11,211.056198
2033-03-12,204.390335
2033-03-13,164.403198
2033-03-14,206.925125
2033-03-15,203.045868
2033-03-16,215.955963
2033-03-17,218.423111
2033-03-18,215.372437
2033-03-19,209.971390
2033-03-20,223.636765
2033-03-21,212.652435
2033-03-22,241.221115
2033-03-23,226.889999
2033-03-24,232.990005
2033-03-25,247.403015
2033-03-26,213.594513
2033-03-27,243.726349
2033-03-28,245.288391
2033-03-29,234.241333
2033-03-30,257.750763
2033-03-31,259.674347
2033-04-01,257.630951
2033-04-02,218.365021
2033-04-03,210.722198
2033-04-04,224.876404
2033-04-05,253.521118
2033-04-06,265.398071
2033-04-07,263.274536
2033-04-08,265.980530
2033-04-09,265.774902
2033-04-10,261.536285
2033-04-11,250.603409
2033-04-12,253.550385
2033-04-13,198.577759
2033-04-14,205.276443
2033-04-15,125.813698
2033-04-16,252.455185
2033-04-17,190.318680
2033-04-18,105.847038
2033-04-19,126.377922
2033-04-20,227.544312
2033-04-21,264.559723
2033-04-22,263.010468
2033-04-23,243.592468
2033-04-24,263.089691
2033-04-25,272.556366
2033-04-26,275.585754
2033-04-27,278.566162
2033-04-28,275.848755
2033-04-29,235.000702
2033-04-30,267.860718
2033-05-01,252.361618
2033-05-02,253.659470
2033-05-03,271.711639
2033-05-04,264.463257
2033-05-05,272.876373
2033-05-06,283.613190
2033-05-07,277.163116
2033-05-08,220.156281
2033-05-09,168.248779
2033-05-10,264.356873
2033-05-11,283.194489
2033-05-12,200.501083
2033-05-13,264.135651
2033-05-14,281.649109
2033-05-15,279.867126
2033-05-16,282.809723
2033-05-17,284.938599
2033-05-18,282.743988
2033-05-19,282.324402
2033-05-20,256.799744
2033-05-21,276.629425
2033-05-22,269.016418
2033-05-23,266.320465
2033-05-24,277.954498
2033-05-25,257.673340
2033-05-26,210.328995
2033-05-27,279.847534
2033-05-28,313.026215
2033-05-29,320.637177
2033-05-30,322.688293
2033-05-31,319.730499
2033-06-01,318.819305
2033-06-02,321.322174
2033-06-03,282.132019
2033-06-04,302.400940
2033-06-05,233.385803
2033-06-06,286.713318
2033-06-07,320.179779
2033-06-08,320.401245
2033-06-09,321.382385
2033-06-10,305.146637
2033-06-11,318.892181
2033-06-12,313.117767
2033-06-13,318.805847
2033-06-14,319.857513
2033-06-15,316.984833
2033-06-16,316.063751
2033-06-17,327.627197
2033-06-18,332.605835
2033-06-19,321.064728
2033-06-20,317.402405
2033-06-21,323.193939
2033-06-22,318.436523
2033-06-23,274.082153
2033-06-24,241.556503
2033-06-25,223.674530
2033-06-26,251.132553
2033-06-27,265.116150
2033-06-28,285.537903
2033-06-29,318.276581
2033-06-30,335.035095
2033-07-01,340.105408
2033-07-02,341.284912
2033-07-03,341.357239
2033-07-04,324.214478
2033-07-05,304.540985
2033-07-06,321.216187
2033-07-07,333.468231
2033-07-08,339.425415
2033-07-09,335.175018
2033-07-10,333.973938
2033-07-11,323.536163
2033-07-12,274.465668
2033-07-13,297.089081
2033-07-14,320.833130
2033-07-15,332.665070
2033-07-16,325.124115
2033-07-17,286.616302
2033-07-18,299.628479
2033-07-19,327.122406
2033-07-20,320.444427
2033-07-21,331.949524
2033-07-22,339.968079
2033-07-23,342.636230
2033-07-24,342.328400
2033-07-25,332.681427
2033-07-26,315.971100
2033-07-27,308.144287
2033-07-28,314.399597
2033-07-29,338.251801
2033-07-30,335.251740
2033-07-31,331.575623
2033-08-01,333.294708
2033-08-02,335.547943
2033-08-03,277.625244
2033-08-04,307.160095
2033-08-05,300.952789
2033-08-06,304.208099
2033-08-07,265.271637
2033-08-08,285.202057
2033-08-09,307.631226
2033-08-10,298.566376
2033-08-11,312.229095
2033-08-12,308.713684
2033-08-13,300.923828
2033-08-14,292.386963
2033-08-15,198.091980
2033-08-16,201.703735
2033-08-17,223.630646
2033-08-18,251.658066
2033-08-19,254.927521
2033-08-20,268.203857
2033-08-21,274.185699
2033-08-22,235.871582
2033-08-23,289.138031
2033-08-24,251.896042
2033-08-25,251.484619
2033-08-26,299.482239
2033-08-27,247.207565
2033-08-28,273.947449
2033-08-29,297.452332
2033-08-30,281.395477
2033-08-31,257.802185
2033-09-01,295.230682
2033-09-02,222.495590
2033-09-03,230.096451
2033-09-04,255.310242
2033-09-05,279.479401
2033-09-06,288.233398
2033-09-07,286.082245
2033-09-08,262.583496
2033-09-09,252.453674
2033-09-10,277.552429
2033-09-11,241.375641
2033-09-12,175.638229
2033-09-13,179.918442
2033-09-14,175.886459
2033-09-15,216.517273
2033-09-16,271.773834
2033-09-17,249.913605
2033-09-18,203.248367
2033-09-19,196.709991
2033-09-20,180.668854
2033-09-21,191.468628
2033-09-22,205.923553
2033-09-23,259.128418
2033-09-24,252.161209
2033-09-25,170.102463
2033-09-26,157.494064
2033-09-27,184.609436
2033-09-28,168.087814
2033-09-29,163.313507
2033-09-30,184.078537
2033-10-01,171.478165
2033-10-02,144.517960
2033-10-03,184.987793
2033-10-04,216.838974
2033-10-05,220.907486
2033-10-06,205.827820
2033-10-07,221.952820
2033-10-08,218.990829
2033-10-09,214.358383
2033-10-10,209.638138
2033-10-11,210.973297
2033-10-12,210.738586
2033-10-13,185.752808
2033-10-14,183.369919
2033-10-15,100.701767
2033-10-16,106.485039
2033-10-17,71.368080
2033-10-18,64.983231
2033-10-19,100.939308
2033-10-20,199.047226
2033-10-21,205.060394
2033-10-22,199.469620
2033-10-23,145.140411
2033-10-24,130.873001
2033-10-25,156.962769
2033-10-26,170.868790
2033-10-27,191.678177
2033-10-28,94.251091
2033-10-29,137.735077
2033-10-30,95.024170
2033-10-31,65.136398
2033-11-01,90.216240
2033-11-02,83.003113
2033-11-03,109.161423
2033-11-04,126.295929
2033-11-05,130.215607
2033-11-06,130.744507
2033-11-07,170.383926
2033-11-08,171.021774
2033-11-09,158.908691
2033-11-10,137.367294
2033-11-11,144.095291
2033-11-12,125.793999
2033-11-13,120.373680
2033-11-14,111.336563
2033-11-15,127.964203
2033-11-16,139.078156
2033-11-17,144.773987
2033-11-18,147.968292
2033-11-19,150.753571
2033-11-20,149.059464
2033-11-21,147.793686
2033-11-22,149.293182
2033-11-23,147.105835
2033-11-24,148.498169
2033-11-25,148.099167
2033-11-26,146.416992
2033-11-27,143.514267
2033-11-28,144.752609
2033-11-29,143.388199
2033-11-30,133.917450
2033-12-01,142.745651
2033-12-02,144.150589
2033-12-03,145.155670
2033-12-04,142.683365
2033-12-05,141.027756
2033-12-06,138.889984
2033-12-07,144.466583
2033-12-08,139.369278
2033-12-09,93.433952
2033-12-10,82.867027
2033-12-11,136.271942
2033-12-12,137.785843
2033-12-13,72.216202
2033-12-14,68.195007
2033-12-15,78.033691
2033-12-16,63.154778
2033-12-17,135.117111
2033-12-18,125.558006
2033-12-19,88.141319
2033-12-20,136.360443
2033-12-21,138.540710
2033-12-22,137.549545
2033-12-23,137.068024
2033-12-24,136.064835
2033-12-25,137.202667
2033-12-26,136.086288
2033-12-27,126.571472
2033-12-28,108.172531
2033-12-29,134.168945
2033-12-30,130.979065
2033-12-31,136.089706
2034-01-01,129.768112
2034-01-02,106.827530
2034-01-03,130.709488
2034-01-04,143.455429
2034-01-05,137.992020
2034-01-06,114.033844
2034-01-07,100.622803
2034-01-08,64.730537
2034-01-09,100.559143
2034-01-10,148.485870
2034-01-11,144.523193
2034-01-12,148.526260
2034-01-13,145.979660
2034-01-14,150.060791
2034-01-15,153.126846
2034-01-16,154.653793
2034-01-17,154.686295
2034-01-18,153.738052
2034-01-19,158.358871
2034-01-20,154.276505
2034-01-21,156.064804
2034-01-22,160.479584
2034-01-23,163.258499
2034-01-24,160.477997
2034-01-25,159.870193
2034-01-26,161.037979
2034-01-27,163.460251
2034-01-28,157.056366
2034-01-29,165.278442
2034-01-30,156.509033
2034-01-31,175.738297
2034-02-01,156.498795
2034-02-02,151.591507
2034-02-03,175.201324
2034-02-04,170.269791
2034-02-05,179.529617
2034-02-06,165.261520
2034-02-07,168.672699
2034-02-08,171.858292
2034-02-09,181.855499
2034-02-10,182.475327
2034-02-11,89.273880
2034-02-12,107.273323
2034-02-13,164.634247
2034-02-14,179.599182
2034-02-15,188.059601
2034-02-16,185.626236
2034-02-17,188.376984
2034-02-18,192.665344
2034-02-19,177.721191
2034-02-20,182.350266
2034-02-21,135.956100
2034-02-22,51.368019
2034-02-23,128.342453
2034-02-24,204.550293
2034-02-25,201.131927
2034-02-26,205.346649
2034-02-27,204.612442
2034-02-28,203.113342
2034-03-01,203.602844
2034-03-02,196.296448
2034-03-03,207.253601
2034-03-04,200.784348
2034-03-05,195.644913
2034-03-06,168.423065
2034-03-07,211.699265
2034-03-08,210.912643
2034-03-09,209.557068
2034-03-10,212.726456
2034-03-11,216.898941
2034-03-12,219.388641
2034-03-13,217.169632
2034-03-14,216.054642
2034-03-15,218.044067
2034-03-16,218.961823
2034-03-17,228.730316
2034-03-18,230.497314
2034-03-19,222.902618
2034-03-20,213.041412
2034-03-21,119.780037
2034-03-22,192.900192
2034-03-23,116.135590
2034-03-24,217.486023
2034-03-25,231.736221
2034-03-26,228.278641
2034-03-27,228.618347
2034-03-28,207.134430
2034-03-29,253.003510
2034-03-30,232.998566
2034-03-31,248.671158
2034-04-01,216.226395
2034-04-02,257.726349
2034-04-03,262.465759
2034-04-04,266.855255
2034-04-05,266.025421
2034-04-06,225.144653
2034-04-07,229.447449
2034-04-08,262.792999
2034-04-09,270.576996
2034-04-10,270.612244
2034-04-11,226.532318
2034-04-12,265.294159
2034-04-13,271.164490
2034-04-14,267.534119
2034-04-15,248.477097
2034-04-16,272.749146
2034-04-17,274.268494
2034-04-18,224.215530
2034-04-19,254.979248
2034-04-20,270.445404
2034-04-21,275.549072
2034-04-22,282.995483
2034-04-23,253.637894
2034-04-24,193.125763
2034-04-25,251.266098
2034-04-26,261.743225
2034-04-27,277.223328
2034-04-28,239.842957
2034-04-29,261.742767
2034-04-30,267.954010
2034-05-01,281.421021
2034-05-02,269.374237
2034-05-03,266.378143
2034-05-04,270.473206
2034-05-05,273.232086
2034-05-06,238.724884
2034-05-07,191.451004
2034-05-08,237.080994
2034-05-09,245.605560
2034-05-10,202.462112
2034-05-11,202.418854
2034-05-12,264.326050
2034-05-13,263.759186
2034-05-14,243.573059
2034-05-15,265.080078
2034-05-16,281.928497
2034-05-17,279.825134
2034-05-18,271.547180
2034-05-19,277.863739
2034-05-20,288.452209
2034-05-21,244.720825
2034-05-22,271.772797
2034-05-23,280.027161
2034-05-24,262.627563
2034-05-25,198.933563
2034-05-26,255.241333
2034-05-27,320.349243
2034-05-28,279.356842
2034-05-29,265.167511
2034-05-30,282.312012
2034-05-31,277.395569
2034-06-01,291.896179
2034-06-02,283.555573
2034-06-03,259.529907
2034-06-04,279.858307
2034-06-05,225.625092
2034-06-06,234.503448
2034-06-07,318.680847
2034-06-08,316.631226
2034-06-09,320.338470
2034-06-10,319.506348
2034-06-11,302.393158
2034-06-12,314.159485
2034-06-13,302.276733
2034-06-14,321.236115
2034-06-15,329.719269
2034-06-16,327.853149
2034-06-17,320.427307
2034-06-18,316.477844
2034-06-19,275.545319
2034-06-20,302.697266
2034-06-21,248.721832
2034-06-22,268.206604
2034-06-23,271.791473
2034-06-24,237.998993
2034-06-25,249.871475
2034-06-26,285.493591
2034-06-27,325.180969
2034-06-28,322.185852
2034-06-29,323.558075
2034-06-30,320.784302
2034-07-01,309.267212
2034-07-02,306.518433
2034-07-03,314.102631
2034-07-04,301.165710
2034-07-05,293.652740
2034-07-06,310.864746
2034-07-07,297.673584
2034-07-08,294.433258
2034-07-09,268.745972
2034-07-10,285.908630
2034-07-11,292.353241
2034-07-12,322.775360
2034-07-13,274.228577
2034-07-14,257.133057
2034-07-15,300.313477
2034-07-16,267.986023
2034-07-17,285.445496
2034-07-18,247.803375
2034-07-19,286.815796
2034-07-20,284.922974
2034-07-21,304.474457
2034-07-22,233.575119
2034-07-23,243.160828
2034-07-24,321.593933
2034-07-25,272.253265
2034-07-26,332.610779
2034-07-27,332.613190
2034-07-28,327.510498
2034-07-29,272.328735
2034-07-30,250.488388
2034-07-31,275.156372
2034-08-01,321.065674
2034-08-02,312.356323
2034-08-03,302.697174
2034-08-04,257.444000
2034-08-05,262.861450
2034-08-06,278.678864
2034-08-07,245.202271
2034-08-08,224.853714
2034-08-09,206.199158
2034-08-10,201.339233
2034-08-11,265.704651
2034-08-12,294.068878
2034-08-13,309.232758
2034-08-14,310.465668
2034-08-15,312.319702
2034-08-16,314.156799
2034-08-17,269.930695
2034-08-18,206.611084
2034-08-19,184.436401
2034-08-20,274.582275
2034-08-21,289.284637
2034-08-22,269.468872
2034-08-23,276.318970
2034-08-24,253.127625
2034-08-25,175.182617
2034-08-26,193.131378
2034-08-27,203.612595
2034-08-28,270.222534
2034-08-29,173.234406
2034-08-30,143.128967
2034-08-31,175.671127
2034-09-01,225.216599
2034-09-02,200.350159
2034-09-03,252.570877
2034-09-04,282.511719
2034-09-05,278.039856
2034-09-06,284.233734
2034-09-07,261.754578
2034-09-08,229.617279
2034-09-09,248.100418
2034-09-10,246.920654
2034-09-11,272.739471
2034-09-12,274.442474
2034-09-13,270.887604
2034-09-14,286.404419
2034-09-15,280.248749
2034-09-16,277.572144
2034-09-17,204.899628
2034-09-18,188.714691
2034-09-19,267.492645
2034-09-20,264.097534
2034-09-21,188.192688
2034-09-22,289.627472
2034-09-23,289.241730
2034-09-24,281.994019
2034-09-25,275.593323
2034-09-26,220.819977
2034-09-27,168.692230
2034-09-28,182.494583
2034-09-29,220.335648
2034-09-30,204.230072
2034-10-01,225.578751
2034-10-02,182.460526
2034-10-03,203.286026
2034-10-04,196.612885
2034-10-05,219.775665
2034-10-06,263.671783
2034-10-07,254.717316
2034-10-08,245.174652
2034-10-09,244.858978
2034-10-10,218.193649
2034-10-11,203.328400
2034-10-12,165.584091
2034-10-13,138.714401
2034-10-14,125.687256
2034-10-15,127.550262
2034-10-16,142.391632
2034-10-17,154.039734
2034-10-18,133.213928
2034-10-19,157.704346
2034-10-20,197.647369
2034-10-21,201.095078
2034-10-22,201.614182
2034-10-23,199.263519
2034-10-24,197.940277
2034-10-25,197.351089
2034-10-26,171.722366
2034-10-27,129.521484
2034-10-28,62.741943
2034-10-29,126.109680
2034-10-30,187.082413
2034-10-31,158.180634
2034-11-01,193.804214
2034-11-02,191.068314
2034-11-03,189.380920
2034-11-04,188.587799
2034-11-05,183.626633
2034-11-06,187.197510
2034-11-07,186.893097
2034-11-08,160.582962
2034-11-09,105.165100
2034-11-10,102.675018
2034-11-11,88.729652
2034-11-12,130.508530
2034-11-13,147.332901
2034-11-14,159.387009
2034-11-15,147.208344
2034-11-16,138.408173
2034-11-17,158.577072
2034-11-18,156.566971
2034-11-19,150.831787
2034-11-20,137.727295
2034-11-21,139.276642
2034-11-22,125.466827
2034-11-23,140.693527
2034-11-24,135.635788
2034-11-25,82.681152
2034-11-26,81.215904
2034-11-27,79.069954
2034-11-28,100.701843
2034-11-29,110.087189
2034-11-30,92.031616
2034-12-01,112.212013
2034-12-02,101.868919
2034-12-03,141.550735
2034-12-04,121.034615
2034-12-05,142.738998
2034-12-06,142.485489
2034-12-07,136.220764
2034-12-08,138.983963
2034-12-09,68.128487
2034-12-10,74.686745
2034-12-11,72.298546
2034-12-12,60.935505
2034-12-13,60.034107
2034-12-14,117.467949
2034-12-15,139.617874
2034-12-16,126.406792
2034-12-17,78.176743
2034-12-18,77.844818
2034-12-19,86.208450
2034-12-20,128.172760
2034-12-21,118.204437
2034-12-22,107.403923
2034-12-23,132.894989
2034-12-24,65.707726
2034-12-25,59.849777
2034-12-26,73.130089
2034-12-27,111.301743
2034-12-28,100.539505
2034-12-29,134.675522
2034-12-30,133.594147
2034-12-31,78.815796
2035-01-01,49.287285
2035-01-02,102.054588
2035-01-03,135.393326
2035-01-04,136.938065
2035-01-05,120.876633
2035-01-06,122.988701
2035-01-07,138.170898
2035-01-08,122.062607
2035-01-09,134.639526
2035-01-10,141.818054
2035-01-11,135.379120
2035-01-12,46.795521
2035-01-13,142.646103
2035-01-14,110.128708
2035-01-15,148.974350
2035-01-16,155.403839
2035-01-17,157.064148
2035-01-18,157.064148
2035-01-19,159.123795
2035-01-20,161.702057
2035-01-21,161.789230
2035-01-22,150.589493
2035-01-23,51.449799
2035-01-24,128.374435
2035-01-25,139.960129
2035-01-26,39.533562
2035-01-27,46.548569
2035-01-28,65.285576
2035-01-29,162.922913
2035-01-30,112.534157
2035-01-31,111.828033
2035-02-01,173.597275
2035-02-02,166.335526
2035-02-03,135.690826
2035-02-04,81.386131
2035-02-05,108.557358
2035-02-06,60.336662
2035-02-07,148.599060
2035-02-08,146.372849
2035-02-09,160.360931
2035-02-10,174.980759
2035-02-11,129.039673
2035-02-12,146.429901
2035-02-13,110.186775
2035-02-14,165.581863
2035-02-15,134.493729
2035-02-16,187.127579
2035-02-17,188.368103
2035-02-18,127.951675
2035-02-19,129.642838
2035-02-20,125.859573
2035-02-21,105.763710
2035-02-22,189.605972
2035-02-23,172.506378
2035-02-24,167.401138
2035-02-25,181.383972
2035-02-26,171.219330
2035-02-27,199.905640
2035-02-28,202.210312
2035-03-01,191.508392
2035-03-02,194.332611
2035-03-03,212.307419
2035-03-04,209.952728
2035-03-05,144.053986
2035-03-06,206.555862
2035-03-07,184.854630
2035-03-08,198.996338
2035-03-09,207.564804
2035-03-10,208.721298
2035-03-11,199.047729
2035-03-12,204.870361
2035-03-13,138.239014
2035-03-14,91.865944
2035-03-15,140.832016
2035-03-16,187.974503
2035-03-17,215.651306
2035-03-18,212.630325
2035-03-19,229.389236
2035-03-20,227.752365
2035-03-21,238.047104
2035-03-22,232.304718
2035-03-23,244.956207
2035-03-24,244.074661
2035-03-25,247.675705
2035-03-26,241.146515
2035-03-27,238.264755
2035-03-28,196.720612
2035-03-29,252.805298
2035-03-30,215.744843
2035-03-31,209.755600
2035-04-01,248.086304
2035-04-02,231.593613
2035-04-03,223.402557
2035-04-04,191.125931
2035-04-05,139.680054
2035-04-06,119.447472
2035-04-07,217.279480
2035-04-08,260.937103
2035-04-09,267.105804
2035-04-10,218.869904
2035-04-11,222.680008
2035-04-12,153.943420
2035-04-13,243.490585
2035-04-14,263.290894
2035-04-15,206.267227
2035-04-16,253.020065
2035-04-17,246.223816
2035-04-18,263.795380
2035-04-19,256.531921
2035-04-20,272.353790
2035-04-21,269.566315
2035-04-22,264.719757
2035-04-23,251.508774
2035-04-24,182.937042
2035-04-25,268.149200
2035-04-26,273.542145
2035-04-27,271.641235
2035-04-28,262.913269
2035-04-29,229.587387
2035-04-30,247.173935
2035-05-01,148.390350
2035-05-02,227.852386
2035-05-03,191.215500
2035-05-04,265.454590
2035-05-05,214.024979
2035-05-06,177.503815
2035-05-07,182.597260
2035-05-08,161.175140
2035-05-09,250.895737
2035-05-10,266.657074
2035-05-11,263.521240
2035-05-12,239.887314
2035-05-13,264.760132
2035-05-14,263.523315
2035-05-15,214.151642
2035-05-16,237.099274
2035-05-17,220.198242
2035-05-18,236.919769
2035-05-19,273.225708
2035-05-20,287.137299
2035-05-21,278.530579
2035-05-22,283.749725
2035-05-23,255.354340
2035-05-24,270.219727
2035-05-25,271.993896
2035-05-26,250.882141
2035-05-27,254.664505
2035-05-28,276.987000
2035-05-29,274.074982
2035-05-30,153.199783
2035-05-31,119.501137
2035-06-01,200.090408
2035-06-02,214.384048
2035-06-03,266.310059
2035-06-04,316.466003
2035-06-05,321.620209
2035-06-06,283.156952
2035-06-07,317.555176
2035-06-08,287.467560
2035-06-09,302.459686
2035-06-10,318.758636
2035-06-11,311.845459
2035-06-12,302.496429
2035-06-13,320.141663
2035-06-14,318.745880
2035-06-15,321.994202
2035-06-16,332.605835
2035-06-17,332.605835
2035-06-18,318.958282
2035-06-19,320.495392
2035-06-20,332.605835
2035-06-21,341.464844
2035-06-22,321.446625
2035-06-23,317.630981
2035-06-24,318.906158
2035-06-25,319.423706
2035-06-26,328.231842
2035-06-27,322.320618
2035-06-28,315.485870
2035-06-29,320.378662
2035-06-30,320.345581
2035-07-01,316.293701
2035-07-02,319.542480
2035-07-03,324.095734
2035-07-04,343.929382
2035-07-05,341.428925
2035-07-06,345.096252
2035-07-07,347.050446
2035-07-08,330.424469
2035-07-09,338.396759
2035-07-10,330.412140
2035-07-11,285.864960
2035-07-12,261.826416
2035-07-13,254.648727
2035-07-14,319.470856
2035-07-15,343.894989
2035-07-16,275.157104
2035-07-17,257.843231
2035-07-18,303.728424
2035-07-19,308.776947
2035-07-20,308.080414
2035-07-21,272.103516
2035-07-22,257.119995
2035-07-23,239.163681
2035-07-24,302.492645
2035-07-25,336.534241
2035-07-26,341.362701
2035-07-27,336.709473
2035-07-28,333.754517
2035-07-29,340.351746
2035-07-30,339.835510
2035-07-31,313.343750
2035-08-01,303.097534
2035-08-02,269.755402
2035-08-03,251.965408
2035-08-04,290.567474
2035-08-05,300.207489
2035-08-06,251.100784
2035-08-07,239.469620
2035-08-08,276.096436
2035-08-09,299.545807
2035-08-10,304.681305
2035-08-11,308.260864
2035-08-12,305.400269
2035-08-13,278.171539
2035-08-14,288.362762
2035-08-15,312.260193
2035-08-16,308.481781
2035-08-17,305.672485
2035-08-18,305.599640
2035-08-19,307.190277
2035-08-20,303.595306
2035-08-21,305.169891
2035-08-22,304.521088
2035-08-23,307.664215
2035-08-24,265.464172
2035-08-25,278.430878
2035-08-26,296.918488
2035-08-27,249.050400
2035-08-28,260.360138
2035-08-29,296.287445
2035-08-30,283.191376
2035-08-31,281.582916
2035-09-01,299.610382
2035-09-02,272.852631
2035-09-03,204.464890
2035-09-04,214.553604
2035-09-05,267.566284
2035-09-06,280.544891
2035-09-07,269.607269
2035-09-08,289.881989
2035-09-09,257.178741
2035-09-10,241.230194
2035-09-11,291.749451
2035-09-12,183.516663
2035-09-13,158.170563
2035-09-14,204.822601
2035-09-15,178.065475
2035-09-16,180.938049
2035-09-17,230.762436
2035-09-18,247.951691
2035-09-19,267.276947
2035-09-20,272.276062
2035-09-21,269.797516
2035-09-22,234.410019
2035-09-23,233.310837
2035-09-24,214.716751
2035-09-25,251.535004
2035-09-26,250.432129
2035-09-27,233.074814
2035-09-28,214.857376
2035-09-29,190.312469
2035-09-30,183.954849
2035-10-01,191.676193
2035-10-02,157.082504
2035-10-03,179.461853
2035-10-04,117.223297
2035-10-05,94.717331
2035-10-06,94.747498
2035-10-07,229.661148
2035-10-08,234.065292
2035-10-09,226.056610
2035-10-10,221.825104
2035-10-11,216.698990
2035-10-12,218.230652
2035-10-13,194.391525
2035-10-14,151.785172
2035-10-15,192.550873
2035-10-16,171.767258
2035-10-17,180.477982
2035-10-18,161.887695
2035-10-19,212.900757
2035-10-20,202.990463
2035-10-21,200.444427
2035-10-22,203.641937
2035-10-23,202.256378
2035-10-24,161.367462
2035-10-25,72.281090
2035-10-26,153.763947
2035-10-27,193.819366
2035-10-28,143.477249
2035-10-29,186.337143
2035-10-30,195.571640
2035-10-31,190.597397
2035-11-01,189.628082
2035-11-02,94.855812
2035-11-03,186.510971
2035-11-04,188.553864
2035-11-05,179.647552
2035-11-06,146.958160
2035-11-07,137.067459
2035-11-08,160.667892
2035-11-09,158.471008
2035-11-10,89.017776
2035-11-11,98.828003
2035-11-12,113.591675
2035-11-13,83.646980
2035-11-14,94.106277
2035-11-15,68.329285
2035-11-16,113.616196
2035-11-17,132.160904
2035-11-18,72.271446
2035-11-19,132.052673
2035-11-20,145.176987
2035-11-21,53.332870
2035-11-22,145.931610
2035-11-23,142.467545
2035-11-24,145.264069
2035-11-25,149.007004
2035-11-26,150.670029
2035-11-27,144.776657
2035-11-28,133.863800
2035-11-29,138.964828
2035-11-30,143.897873
2035-12-01,123.598938
2035-12-02,147.947495
2035-12-03,146.400879
2035-12-04,143.700150
2035-12-05,139.405914
2035-12-06,134.861618
2035-12-07,54.585060
2035-12-08,141.876160
2035-12-09,139.380890
2035-12-10,142.266647
2035-12-11,139.983444
2035-12-12,138.625549
2035-12-13,142.030441
2035-12-14,142.350052
2035-12-15,136.792160
2035-12-16,139.947968
2035-12-17,139.694687
2035-12-18,136.080399
2035-12-19,133.967117
2035-12-20,136.062576
2035-12-21,123.544579
2035-12-22,134.917130
2035-12-23,139.007690
2035-12-24,136.635330
2035-12-25,138.839676
2035-12-26,142.720810
2035-12-27,140.441956
2035-12-28,138.750626
2035-12-29,138.788025
2035-12-30,137.439194
2035-12-31,82.187492
2036-01-01,56.640152
