#Variables:
#uas_bcc-csm1-1_historical(ms-1):Eastward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_uas_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,uas_bcc-csm1-1_historical(ms-1)"
1960-03-15,2.261143
1960-03-16,-5.881783
1960-03-17,-3.091446
1960-03-18,2.600330
1960-03-19,3.306096
1960-03-20,6.293449
1960-03-21,2.566821
1960-03-22,-1.869856
1960-03-23,-3.046035
1960-03-24,-2.002710
1960-03-25,0.275480
1960-03-26,0.494530
1960-03-27,-2.440988
1960-03-28,-2.296662
1960-03-29,-1.248557
1960-03-30,1.466505
1960-03-31,3.836765
1960-04-01,3.680350
1960-04-02,0.528014
1960-04-03,-4.139050
1960-04-04,-2.890869
1960-04-05,-1.650712
1960-04-06,-2.669086
1960-04-07,0.321243
1960-04-08,-2.020380
1960-04-09,-2.883972
1960-04-10,-1.172540
1960-04-11,-1.366489
1960-04-12,-3.213705
1960-04-13,-5.254018
1960-04-14,-3.399394
1960-04-15,-1.628167
1960-04-16,0.065651
1960-04-17,-2.580311
1960-04-18,-2.556123
1960-04-19,-1.055176
1960-04-20,-0.195882
1960-04-21,-0.858401
1960-04-22,-2.326273
1960-04-23,-0.614779
1960-04-24,0.157399
1960-04-25,-0.277404
1960-04-26,-1.010999
1960-04-27,-0.247176
1960-04-28,0.405229
1960-04-29,0.459673
1960-04-30,-1.305200
1960-05-01,-0.352337
1960-05-02,-1.505031
1960-05-03,-0.682529
1960-05-04,-0.409613
1960-05-05,-3.997845
1960-05-06,-2.754973
1960-05-07,-3.325306
1960-05-08,-4.539751
1960-05-09,-2.129343
1960-05-10,-1.300071
1960-05-11,0.823448
1960-05-12,1.113721
1960-05-13,0.268588
1960-05-14,-0.537224
1960-05-15,-0.773881
1960-05-16,-1.245529
1960-05-17,-2.644957
1960-05-18,-6.104609
1960-05-19,-2.650347
1960-05-20,0.577663
1960-05-21,-2.247252
1960-05-22,-5.929909
1960-05-23,-2.286046
1960-05-24,-2.414326
1960-05-25,-2.956033
1960-05-26,-1.678520
1960-05-27,-1.194814
1960-05-28,-1.652244
1960-05-29,-2.986085
1960-05-30,-3.082815
1960-05-31,-2.407929
1960-06-01,-2.090301
1960-06-02,-1.655440
1960-06-03,-2.350225
1960-06-04,-3.026105
1960-06-05,-3.411698
1960-06-06,-1.476991
1960-06-07,-1.355058
1960-06-08,-1.956692
1960-06-09,-2.244817
1960-06-10,-1.782756
1960-06-11,-2.099478
1960-06-12,-2.106676
1960-06-13,-1.579466
1960-06-14,-1.139190
1960-06-15,0.356266
1960-06-16,0.494130
1960-06-17,-0.493034
1960-06-18,-1.918233
1960-06-19,-2.019722
1960-06-20,-0.696653
1960-06-21,-0.497502
1960-06-22,-0.403393
1960-06-23,-0.444476
1960-06-24,-0.989935
1960-06-25,-1.504901
1960-06-26,-1.942674
1960-06-27,-1.346294
1960-06-28,-0.559573
1960-06-29,-0.348324
1960-06-30,-1.018674
1960-07-01,0.086993
1960-07-02,0.520522
1960-07-03,-0.160030
1960-07-04,0.237842
1960-07-05,-1.172867
1960-07-06,-2.364159
1960-07-07,-2.634122
1960-07-08,-2.582224
1960-07-09,-0.119088
1960-07-10,1.226494
1960-07-11,0.387936
1960-07-12,-0.975604
1960-07-13,-2.097426
1960-07-14,-1.710964
1960-07-15,-3.473585
1960-07-16,-4.712815
1960-07-17,-6.959553
1960-07-18,-6.556407
1960-07-19,-4.781489
1960-07-20,-2.903750
1960-07-21,-0.682323
1960-07-22,-0.553199
1960-07-23,-0.711103
1960-07-24,-0.375340
1960-07-25,-0.245947
1960-07-26,-0.000016
1960-07-27,0.578264
1960-07-28,1.261981
1960-07-29,2.694859
1960-07-30,2.487669
1960-07-31,-1.727739
1960-08-01,-3.232415
1960-08-02,-1.663589
1960-08-03,-0.788666
1960-08-04,-1.364544
1960-08-05,-2.009903
1960-08-06,-2.561396
1960-08-07,-2.369072
1960-08-08,-1.552114
1960-08-09,-0.567133
1960-08-10,-0.534794
1960-08-11,-1.264332
1960-08-12,-0.995231
1960-08-13,-1.568558
1960-08-14,-1.912580
1960-08-15,-2.616658
1960-08-16,-3.533913
1960-08-17,-3.264469
1960-08-18,-1.990080
1960-08-19,-1.218446
1960-08-20,-0.838022
1960-08-21,-0.528395
1960-08-22,0.191941
1960-08-23,-0.234530
1960-08-24,-0.458013
1960-08-25,1.136205
1960-08-26,0.730294
1960-08-27,-0.465282
1960-08-28,-1.093898
1960-08-29,-2.121764
1960-08-30,-2.360562
1960-08-31,-1.406075
1960-09-01,-1.145114
1960-09-02,-1.705091
1960-09-03,-2.801844
1960-09-04,-2.230505
1960-09-05,-2.047939
1960-09-06,-1.364301
1960-09-07,-0.765829
1960-09-08,-1.356184
1960-09-09,-1.835784
1960-09-10,-1.210705
1960-09-11,-0.853260
1960-09-12,-1.143459
1960-09-13,-1.828169
1960-09-14,-0.765971
1960-09-15,-0.249677
1960-09-16,-1.613808
1960-09-17,-3.330201
1960-09-18,-2.437950
1960-09-19,-1.006317
1960-09-20,-0.578047
1960-09-21,-0.897697
1960-09-22,-0.782606
1960-09-23,0.312118
1960-09-24,-1.046849
1960-09-25,-1.811843
1960-09-26,-1.264735
1960-09-27,-0.402902
1960-09-28,-0.850061
1960-09-29,-1.681296
1960-09-30,-0.813960
1960-10-01,-0.441484
1960-10-02,2.507442
1960-10-03,3.002874
1960-10-04,-0.090787
1960-10-05,-2.376895
1960-10-06,-0.558631
1960-10-07,0.370463
1960-10-08,-0.914149
1960-10-09,-0.477193
1960-10-10,0.170188
1960-10-11,-1.093427
1960-10-12,-0.494079
1960-10-13,-1.514351
1960-10-14,-1.523859
1960-10-15,-1.291076
1960-10-16,-1.380861
1960-10-17,-0.494594
1960-10-18,-1.111221
1960-10-19,-1.524286
1960-10-20,-1.677838
1960-10-21,-1.918679
1960-10-22,-2.052692
1960-10-23,0.327614
1960-10-24,0.260542
1960-10-25,-0.415647
1960-10-26,0.469756
1960-10-27,2.208026
1960-10-28,0.271512
1960-10-29,2.543402
1960-10-30,-0.527440
1960-10-31,1.436615
1960-11-01,2.978685
1960-11-02,2.918100
1960-11-03,-2.476075
1960-11-04,-1.506266
1960-11-05,-2.226933
1960-11-06,-2.093273
1960-11-07,-0.155154
1960-11-08,-2.091623
1960-11-09,2.479210
1960-11-10,3.600064
1960-11-11,-0.366140
1960-11-12,-2.761449
1960-11-13,-0.459988
1960-11-14,0.273334
1960-11-15,-3.206377
1960-11-16,-2.666034
1960-11-17,-0.240412
1960-11-18,0.367684
1960-11-19,-1.107128
1960-11-20,1.027176
1960-11-21,2.044012
1960-11-22,1.784312
1960-11-23,5.282597
1960-11-24,-0.170786
1960-11-25,0.763105
1960-11-26,4.057895
1960-11-27,1.797165
1960-11-28,-1.924479
1960-11-29,-0.477244
1960-11-30,0.865539
1960-12-01,1.324202
1960-12-02,3.780118
1960-12-03,1.907938
1960-12-04,0.275197
1960-12-05,4.915167
1960-12-06,4.085743
1960-12-07,0.705453
1960-12-08,3.553986
1960-12-09,0.192579
1960-12-10,-0.079786
1960-12-11,1.066059
1960-12-12,2.546548
1960-12-13,2.493649
1960-12-14,2.639068
1960-12-15,2.753356
1960-12-16,2.562459
1960-12-17,1.791064
1960-12-18,0.446081
1960-12-19,0.999449
1960-12-20,2.269835
1960-12-21,2.862953
1960-12-22,3.215190
1960-12-23,3.081919
1960-12-24,0.695691
1960-12-25,1.410317
1960-12-26,-3.775030
1960-12-27,-4.636694
1960-12-28,0.183936
1960-12-29,-0.096015
1960-12-30,-3.262533
1960-12-31,-2.507504
1961-01-01,0.690620
1961-01-02,1.351176
1961-01-03,2.571206
1961-01-04,2.011441
1961-01-05,3.290854
1961-01-06,4.201533
1961-01-07,1.907995
1961-01-08,0.085054
1961-01-09,-1.174941
1961-01-10,0.986270
1961-01-11,2.151128
1961-01-12,0.176799
1961-01-13,0.367730
1961-01-14,1.365678
1961-01-15,0.548593
1961-01-16,-0.590864
1961-01-17,-2.803192
1961-01-18,-0.449283
1961-01-19,3.644051
1961-01-20,-2.336321
1961-01-21,-4.635728
1961-01-22,1.104491
1961-01-23,3.048232
1961-01-24,2.159689
1961-01-25,1.600853
1961-01-26,-2.705174
1961-01-27,-4.004726
1961-01-28,-2.223715
1961-01-29,0.654163
1961-01-30,1.716839
1961-01-31,-4.010097
1961-02-01,-4.003747
1961-02-02,-1.051280
1961-02-03,0.096219
1961-02-04,-2.961960
1961-02-05,-0.309559
1961-02-06,-1.017977
1961-02-07,0.616719
1961-02-08,-1.778052
1961-02-09,1.936649
1961-02-10,0.775173
1961-02-11,1.481777
1961-02-12,2.673253
1961-02-13,1.861285
1961-02-14,1.439130
1961-02-15,1.241452
1961-02-16,2.148393
1961-02-17,1.620294
1961-02-18,2.222039
1961-02-19,0.567264
1961-02-20,-3.383387
1961-02-21,0.448477
1961-02-22,-3.117978
1961-02-23,0.528087
1961-02-24,1.343234
1961-02-25,-1.136217
1961-02-26,-0.322056
1961-02-27,-0.311319
1961-02-28,-1.089231
1961-03-01,-0.713137
1961-03-02,3.356815
1961-03-03,3.177082
1961-03-04,0.652623
1961-03-05,3.084287
1961-03-06,3.617463
1961-03-07,3.805009
1961-03-08,-3.683772
1961-03-09,-1.914467
1961-03-10,-1.301619
1961-03-11,-3.177519
1961-03-12,-2.190261
1961-03-13,-2.288377
1961-03-14,-3.677971
1961-03-15,-2.119806
1961-03-16,-2.591064
1961-03-17,-1.732658
1961-03-18,-0.697375
1961-03-19,0.816927
1961-03-20,-0.525575
1961-03-21,-0.000014
1961-03-22,-1.620893
1961-03-23,-2.092376
1961-03-24,-0.170256
1961-03-25,-1.341597
1961-03-26,3.439571
1961-03-27,0.235835
1961-03-28,-5.697749
1961-03-29,-2.979228
1961-03-30,-0.998032
1961-03-31,-1.001987
1961-04-01,-0.787392
1961-04-02,-1.602449
1961-04-03,-2.339979
1961-04-04,-2.900382
1961-04-05,-2.436482
1961-04-06,-0.164828
1961-04-07,-2.734609
1961-04-08,-3.755124
1961-04-09,-2.981866
1961-04-10,-3.389337
1961-04-11,-1.902795
1961-04-12,-1.910677
1961-04-13,-4.406867
1961-04-14,-2.316580
1961-04-15,-0.610928
1961-04-16,-0.372790
1961-04-17,-0.904742
1961-04-18,-2.726138
1961-04-19,-0.829375
1961-04-20,-3.179433
1961-04-21,-4.136081
1961-04-22,-0.540186
1961-04-23,0.282338
1961-04-24,-0.000012
1961-04-25,-0.245035
1961-04-26,-0.393624
1961-04-27,-0.267249
1961-04-28,-0.615884
1961-04-29,-1.005290
1961-04-30,-1.670576
1961-05-01,-0.979191
1961-05-02,0.138358
1961-05-03,0.628654
1961-05-04,2.646646
1961-05-05,-3.866888
1961-05-06,-1.665482
1961-05-07,-3.124599
1961-05-08,-4.551363
1961-05-09,-1.442717
1961-05-10,-1.745958
1961-05-11,-2.784758
1961-05-12,-2.313601
1961-05-13,-3.457752
1961-05-14,-1.658216
1961-05-15,-2.005714
1961-05-16,0.267348
1961-05-17,2.035909
1961-05-18,4.595019
1961-05-19,0.969152
1961-05-20,-0.552468
1961-05-21,-1.591127
1961-05-22,-3.010400
1961-05-23,-2.727846
1961-05-24,-1.929637
1961-05-25,-0.544502
1961-05-26,-0.572543
1961-05-27,-0.903994
1961-05-28,-2.168989
1961-05-29,-4.976149
1961-05-30,-3.087690
1961-05-31,-2.348117
1961-06-01,-2.062796
1961-06-02,-1.870479
1961-06-03,-1.534306
1961-06-04,-2.708266
1961-06-05,-3.435803
1961-06-06,-2.191387
1961-06-07,-1.143651
1961-06-08,-0.972362
1961-06-09,-0.886204
1961-06-10,-0.347780
1961-06-11,-0.000008
1961-06-12,-0.249953
1961-06-13,-1.059358
1961-06-14,-2.094660
1961-06-15,-1.674009
1961-06-16,-1.297267
1961-06-17,-0.687414
1961-06-18,0.524246
1961-06-19,1.539710
1961-06-20,2.490019
1961-06-21,1.496359
1961-06-22,-1.714033
1961-06-23,-3.355718
1961-06-24,-2.470448
1961-06-25,-1.549688
1961-06-26,-2.371871
1961-06-27,-3.231541
1961-06-28,-2.368577
1961-06-29,-1.942927
1961-06-30,-1.549391
1961-07-01,-1.500205
1961-07-02,-1.935283
1961-07-03,-1.891030
1961-07-04,-1.799918
1961-07-05,-2.738114
1961-07-06,-3.281008
1961-07-07,-3.559616
1961-07-08,-2.165457
1961-07-09,0.234558
1961-07-10,1.649079
1961-07-11,1.129712
1961-07-12,0.458634
1961-07-13,-0.336257
1961-07-14,-0.404994
1961-07-15,-1.821899
1961-07-16,-3.199291
1961-07-17,-4.445866
1961-07-18,-3.266691
1961-07-19,-3.062717
1961-07-20,-2.223292
1961-07-21,-1.874169
1961-07-22,-1.581062
1961-07-23,-0.137603
1961-07-24,0.524852
1961-07-25,0.683362
1961-07-26,0.116988
1961-07-27,-0.099180
1961-07-28,-0.000014
1961-07-29,1.586214
1961-07-30,1.541715
1961-07-31,-0.279225
1961-08-01,-1.299341
1961-08-02,-1.068984
1961-08-03,-1.416048
1961-08-04,-1.905617
1961-08-05,-2.009122
1961-08-06,-1.124984
1961-08-07,-0.971625
1961-08-08,-1.419188
1961-08-09,-1.820062
1961-08-10,-1.573036
1961-08-11,-0.875545
1961-08-12,-0.852000
1961-08-13,-0.484386
1961-08-14,-0.929439
1961-08-15,-0.594037
1961-08-16,0.679885
1961-08-17,-0.205329
1961-08-18,-0.750056
1961-08-19,-1.342260
1961-08-20,-0.607394
1961-08-21,-1.373284
1961-08-22,-1.542395
1961-08-23,-1.975573
1961-08-24,-1.216199
1961-08-25,0.213388
1961-08-26,0.355301
1961-08-27,1.261786
1961-08-28,0.415129
1961-08-29,-0.735531
1961-08-30,-1.872536
1961-08-31,-1.950522
1961-09-01,-0.888298
1961-09-02,1.786875
1961-09-03,3.377687
1961-09-04,2.260925
1961-09-05,-0.296532
1961-09-06,-0.473055
1961-09-07,-1.271309
1961-09-08,-1.815259
1961-09-09,-1.944489
1961-09-10,-3.222179
1961-09-11,-2.604909
1961-09-12,-2.559835
1961-09-13,-1.171887
1961-09-14,-1.141567
1961-09-15,-1.172863
1961-09-16,-0.470270
1961-09-17,-1.225502
1961-09-18,-0.828710
1961-09-19,1.943789
1961-09-20,-0.714474
1961-09-21,-2.122002
1961-09-22,0.208693
1961-09-23,-0.132780
1961-09-24,-0.351117
1961-09-25,-0.114738
1961-09-26,-0.780589
1961-09-27,-1.672263
1961-09-28,0.317473
1961-09-29,-0.626248
1961-09-30,-1.568534
1961-10-01,-0.147545
1961-10-02,0.062161
1961-10-03,0.877397
1961-10-04,-0.233061
1961-10-05,1.105963
1961-10-06,0.842473
1961-10-07,-0.626904
1961-10-08,-2.805423
1961-10-09,-2.366136
1961-10-10,-0.620281
1961-10-11,-0.658807
1961-10-12,-1.191471
1961-10-13,-0.521160
1961-10-14,0.149294
1961-10-15,-3.159288
1961-10-16,-4.705386
1961-10-17,-2.539638
1961-10-18,1.327744
1961-10-19,3.415514
1961-10-20,-2.812356
1961-10-21,-4.276978
1961-10-22,-3.243993
1961-10-23,-1.150757
1961-10-24,-0.790580
1961-10-25,-1.264496
1961-10-26,-1.867525
1961-10-27,1.020440
1961-10-28,2.671447
1961-10-29,1.899742
1961-10-30,0.776622
1961-10-31,1.868159
1961-11-01,1.788084
1961-11-02,-2.286525
1961-11-03,-1.002032
1961-11-04,-1.891063
1961-11-05,-1.775502
1961-11-06,-2.042070
1961-11-07,1.753458
1961-11-08,3.156568
1961-11-09,-0.039183
1961-11-10,2.227843
1961-11-11,1.780509
1961-11-12,2.111528
1961-11-13,1.681333
1961-11-14,-3.255776
1961-11-15,-0.000009
1961-11-16,2.245667
1961-11-17,2.925215
1961-11-18,1.891443
1961-11-19,-0.523692
1961-11-20,1.691639
1961-11-21,1.826760
1961-11-22,-0.959607
1961-11-23,2.117224
1961-11-24,-1.165848
1961-11-25,-0.226254
1961-11-26,-1.691012
1961-11-27,2.026909
1961-11-28,-1.381735
1961-11-29,-3.531021
1961-11-30,-2.548893
1961-12-01,-2.099016
1961-12-02,-1.212458
1961-12-03,0.182111
1961-12-04,-1.111510
1961-12-05,1.595332
1961-12-06,0.335983
1961-12-07,0.806759
1961-12-08,-0.366972
1961-12-09,1.038589
1961-12-10,0.884423
1961-12-11,-0.128520
1961-12-12,0.279032
1961-12-13,-2.746250
1961-12-14,-4.777340
1961-12-15,-2.398342
1961-12-16,-2.968350
1961-12-17,-3.529921
1961-12-18,-2.067199
1961-12-19,-1.639496
1961-12-20,2.088442
1961-12-21,-3.257605
1961-12-22,-0.177481
1961-12-23,2.096746
1961-12-24,0.867210
1961-12-25,-2.458019
1961-12-26,1.389486
1961-12-27,0.824442
1961-12-28,2.573946
1961-12-29,2.116571
1961-12-30,1.640090
1961-12-31,-0.088499
1962-01-01,-2.417387
1962-01-02,-0.000009
1962-01-03,2.016470
1962-01-04,-1.999947
1962-01-05,-3.162930
1962-01-06,-3.048965
1962-01-07,-2.265149
1962-01-08,-3.183505
1962-01-09,-3.728972
1962-01-10,-1.980554
1962-01-11,-0.965918
1962-01-12,1.005766
1962-01-13,-0.661049
1962-01-14,0.601788
1962-01-15,0.649218
1962-01-16,-3.713688
1962-01-17,-1.979539
1962-01-18,4.283873
1962-01-19,4.133256
1962-01-20,-0.295947
1962-01-21,1.129496
1962-01-22,-3.450679
1962-01-23,-1.393033
1962-01-24,-0.873201
1962-01-25,-1.326884
1962-01-26,-2.020715
1962-01-27,-2.523643
1962-01-28,0.112484
1962-01-29,2.526756
1962-01-30,1.539409
1962-01-31,-3.131088
1962-02-01,-4.170211
1962-02-02,-4.179837
1962-02-03,-1.961106
1962-02-04,2.755434
1962-02-05,-0.000016
1962-02-06,0.709572
1962-02-07,4.185231
1962-02-08,1.096973
1962-02-09,0.416312
1962-02-10,2.570875
1962-02-11,3.459721
1962-02-12,-0.323029
1962-02-13,-3.769627
1962-02-14,-2.458242
1962-02-15,-2.120502
1962-02-16,-0.181913
1962-02-17,-3.301457
1962-02-18,-2.571593
1962-02-19,-0.160918
1962-02-20,-2.707029
1962-02-21,-3.585589
1962-02-22,-2.724119
1962-02-23,0.673331
1962-02-24,0.166468
1962-02-25,-4.902874
1962-02-26,-4.878491
1962-02-27,-4.782539
1962-02-28,-0.829525
1962-03-01,-1.616403
1962-03-02,-2.904773
1962-03-03,-3.958378
1962-03-04,-4.361874
1962-03-05,-5.031164
1962-03-06,-5.276122
1962-03-07,-2.867699
1962-03-08,-3.590632
1962-03-09,-4.718819
1962-03-10,-3.688559
1962-03-11,-2.064001
1962-03-12,0.995705
1962-03-13,2.186582
1962-03-14,2.028197
1962-03-15,-1.450395
1962-03-16,1.120916
1962-03-17,0.603552
1962-03-18,2.095686
1962-03-19,2.405636
1962-03-20,-0.921991
1962-03-21,-2.621695
1962-03-22,-2.879621
1962-03-23,-2.580752
1962-03-24,0.238472
1962-03-25,1.483057
1962-03-26,-1.174007
1962-03-27,-1.295637
1962-03-28,-2.117594
1962-03-29,-3.547543
1962-03-30,-1.592499
1962-03-31,4.238874
1962-04-01,2.495766
1962-04-02,5.346660
1962-04-03,3.849008
1962-04-04,0.162199
1962-04-05,0.471861
1962-04-06,1.377116
1962-04-07,0.240806
1962-04-08,-1.455755
1962-04-09,-0.529784
1962-04-10,-0.555709
1962-04-11,1.720665
1962-04-12,0.783336
1962-04-13,-1.672098
1962-04-14,3.152702
1962-04-15,7.705828
1962-04-16,4.330479
1962-04-17,-1.224260
1962-04-18,-0.551051
1962-04-19,-3.185025
1962-04-20,-1.592218
1962-04-21,-2.122212
1962-04-22,-3.085301
1962-04-23,1.307902
1962-04-24,-1.654706
1962-04-25,-4.088315
1962-04-26,-3.243154
1962-04-27,-1.407594
1962-04-28,-1.214909
1962-04-29,-1.763593
1962-04-30,-1.620172
1962-05-01,0.101894
1962-05-02,0.548019
1962-05-03,-2.447218
1962-05-04,-2.774516
1962-05-05,-1.332919
1962-05-06,-2.790084
1962-05-07,-3.733939
1962-05-08,-3.303519
1962-05-09,-2.290315
1962-05-10,-1.305502
1962-05-11,-3.443841
1962-05-12,-3.353116
1962-05-13,-0.646873
1962-05-14,1.595494
1962-05-15,0.100527
1962-05-16,0.153558
1962-05-17,-0.643953
1962-05-18,-4.208599
1962-05-19,-3.052608
1962-05-20,-0.886224
1962-05-21,-0.521785
1962-05-22,-0.952482
1962-05-23,-0.850919
1962-05-24,-1.162561
1962-05-25,-1.439924
1962-05-26,-0.784454
1962-05-27,-1.652246
1962-05-28,-3.097258
1962-05-29,-2.785695
1962-05-30,-2.377573
1962-05-31,0.080680
1962-06-01,-0.761287
1962-06-02,-2.416404
1962-06-03,-1.679697
1962-06-04,-3.088384
1962-06-05,-2.815715
1962-06-06,-2.154226
1962-06-07,-0.989752
1962-06-08,-1.384189
1962-06-09,-1.524989
1962-06-10,-2.567302
1962-06-11,-2.898568
1962-06-12,-3.511616
1962-06-13,-3.037185
1962-06-14,-2.004955
1962-06-15,-0.953968
1962-06-16,-0.242976
1962-06-17,0.854269
1962-06-18,1.523996
1962-06-19,-0.458277
1962-06-20,-1.890554
1962-06-21,-2.013016
1962-06-22,-0.844964
1962-06-23,-0.414088
1962-06-24,-0.195904
1962-06-25,-0.808310
1962-06-26,-1.109528
1962-06-27,-2.392128
1962-06-28,-2.120191
1962-06-29,-1.898626
1962-06-30,-0.783021
1962-07-01,-0.866179
1962-07-02,-0.893124
1962-07-03,-0.956713
1962-07-04,-1.578136
1962-07-05,-3.896422
1962-07-06,-3.542214
1962-07-07,-1.762137
1962-07-08,-0.927530
1962-07-09,-0.086546
1962-07-10,0.159044
1962-07-11,0.574676
1962-07-12,-0.000010
1962-07-13,-0.975527
1962-07-14,-1.614084
1962-07-15,-2.262758
1962-07-16,-2.372602
1962-07-17,-2.106595
1962-07-18,-1.368997
1962-07-19,-2.902752
1962-07-20,-0.941117
1962-07-21,-0.039771
1962-07-22,-0.565913
1962-07-23,-0.000015
1962-07-24,0.710500
1962-07-25,1.192533
1962-07-26,1.682191
1962-07-27,1.527296
1962-07-28,-0.781230
1962-07-29,-2.074261
1962-07-30,-1.830361
1962-07-31,-1.365890
1962-08-01,-0.622953
1962-08-02,-0.979199
1962-08-03,-1.263302
1962-08-04,-0.787525
1962-08-05,-0.559930
1962-08-06,-0.620874
1962-08-07,-1.492842
1962-08-08,-1.551440
1962-08-09,-1.483714
1962-08-10,-0.750726
1962-08-11,0.054052
1962-08-12,-0.945388
1962-08-13,-3.077764
1962-08-14,-3.247802
1962-08-15,-3.815100
1962-08-16,-4.214138
1962-08-17,-3.866624
1962-08-18,-3.212610
1962-08-19,-1.739363
1962-08-20,-1.263360
1962-08-21,-2.339130
1962-08-22,-2.601657
1962-08-23,-2.021425
1962-08-24,-1.279346
1962-08-25,-0.409155
1962-08-26,-0.566778
1962-08-27,-1.479386
1962-08-28,-2.234688
1962-08-29,-2.134681
1962-08-30,-1.195641
1962-08-31,0.059317
1962-09-01,-0.239618
1962-09-02,-0.683816
1962-09-03,-0.723541
1962-09-04,-0.865589
1962-09-05,-0.442413
1962-09-06,0.228322
1962-09-07,-0.239250
1962-09-08,-1.332159
1962-09-09,-2.040123
1962-09-10,-2.419786
1962-09-11,-2.388146
1962-09-12,-2.396056
1962-09-13,-2.769729
1962-09-14,-3.309712
1962-09-15,-1.914064
1962-09-16,-0.722843
1962-09-17,-0.944049
1962-09-18,-1.841292
1962-09-19,-1.381930
1962-09-20,-1.739557
1962-09-21,-2.966554
1962-09-22,-1.699864
1962-09-23,-0.832758
1962-09-24,-2.074137
1962-09-25,-2.114974
1962-09-26,-1.244415
1962-09-27,0.779055
1962-09-28,1.325873
1962-09-29,0.807489
1962-09-30,-0.313484
1962-10-01,-2.151254
1962-10-02,-1.739613
1962-10-03,-0.571631
1962-10-04,-1.201676
1962-10-05,0.560251
1962-10-06,-0.617843
1962-10-07,-0.769047
1962-10-08,2.267242
1962-10-09,-1.830284
1962-10-10,-3.564126
1962-10-11,-2.049435
1962-10-12,-0.308707
1962-10-13,-1.383986
1962-10-14,-2.213885
1962-10-15,-0.907350
1962-10-16,0.396507
1962-10-17,-1.654991
1962-10-18,-1.633206
1962-10-19,-0.893644
1962-10-20,0.787460
1962-10-21,0.540994
1962-10-22,0.853089
1962-10-23,-0.375524
1962-10-24,-3.641956
1962-10-25,-5.861738
1962-10-26,-3.512441
1962-10-27,-1.927534
1962-10-28,2.385802
1962-10-29,6.259927
1962-10-30,5.273199
1962-10-31,0.861610
1962-11-01,0.700801
1962-11-02,-1.508031
1962-11-03,0.175809
1962-11-04,1.825681
1962-11-05,1.135651
1962-11-06,-4.173687
1962-11-07,-2.979952
1962-11-08,-0.192139
1962-11-09,-3.232383
1962-11-10,1.519833
1962-11-11,0.313875
1962-11-12,0.406060
1962-11-13,-3.830518
1962-11-14,-2.378435
1962-11-15,1.151925
1962-11-16,0.617629
1962-11-17,-4.094069
1962-11-18,-1.391067
1962-11-19,-0.007748
1962-11-20,2.315003
1962-11-21,2.408092
1962-11-22,0.718041
1962-11-23,-0.330180
1962-11-24,-0.325346
1962-11-25,-1.936867
1962-11-26,-3.756676
1962-11-27,-3.363726
1962-11-28,-2.537352
1962-11-29,2.385838
1962-11-30,2.184110
1962-12-01,6.124912
1962-12-02,5.783914
1962-12-03,3.184465
1962-12-04,-3.576959
1962-12-05,-5.126395
1962-12-06,-2.126861
1962-12-07,1.289246
1962-12-08,-0.609350
1962-12-09,1.836527
1962-12-10,2.917796
1962-12-11,2.820921
1962-12-12,2.047020
1962-12-13,0.874670
1962-12-14,1.529451
1962-12-15,-1.905317
1962-12-16,-1.870578
1962-12-17,-4.182371
1962-12-18,-2.831267
1962-12-19,0.767779
1962-12-20,-2.587795
1962-12-21,-2.558755
1962-12-22,-0.981975
1962-12-23,-0.230077
1962-12-24,-4.879707
1962-12-25,-0.611556
1962-12-26,-2.147000
1962-12-27,-2.008459
1962-12-28,1.542870
1962-12-29,2.378069
1962-12-30,2.191373
1962-12-31,1.912602
1963-01-01,-3.743686
1963-01-02,-4.320991
1963-01-03,-4.072205
1963-01-04,-1.867715
1963-01-05,-2.100283
1963-01-06,-4.636706
1963-01-07,-3.926794
1963-01-08,-3.496417
1963-01-09,-0.118785
1963-01-10,3.020986
1963-01-11,3.074979
1963-01-12,2.485059
1963-01-13,-2.803944
1963-01-14,0.039830
1963-01-15,-1.961228
1963-01-16,0.698664
1963-01-17,-0.086609
1963-01-18,-1.935046
1963-01-19,-4.222631
1963-01-20,-1.387111
1963-01-21,0.724816
1963-01-22,1.670051
1963-01-23,-1.617815
1963-01-24,-4.778447
1963-01-25,-3.270546
1963-01-26,-2.354320
1963-01-27,-1.928164
1963-01-28,-1.105333
1963-01-29,-0.284142
1963-01-30,1.645322
1963-01-31,-1.548505
1963-02-01,-2.565494
1963-02-02,0.181406
1963-02-03,-2.200533
1963-02-04,-2.486989
1963-02-05,-3.083371
1963-02-06,-3.469362
1963-02-07,-1.565580
1963-02-08,0.223114
1963-02-09,3.210002
1963-02-10,0.742530
1963-02-11,-0.339597
1963-02-12,1.859121
1963-02-13,1.371291
1963-02-14,-2.525186
1963-02-15,-1.805330
1963-02-16,-2.411512
1963-02-17,-2.995953
1963-02-18,-2.798039
1963-02-19,-4.728549
1963-02-20,-6.814319
1963-02-21,-4.526716
1963-02-22,-2.933460
1963-02-23,-0.208307
1963-02-24,-0.831011
1963-02-25,-1.443876
1963-02-26,-3.492543
1963-02-27,0.150119
1963-02-28,0.787945
1963-03-01,-0.699861
1963-03-02,1.815691
1963-03-03,2.215131
1963-03-04,-1.694319
