#Variables:
#tasmin_BNU-ESM_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_rcp45(K),tasmax_BNU-ESM_rcp45(K),pr_BNU-ESM_rcp45(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_rcp45(K),tasmax_BNU-ESM_rcp45(K),pr_BNU-ESM_rcp45(mm)
2022-11-02,271.263550,288.015503,0.000000
2022-11-03,274.834595,296.397461,0.000000
2022-11-04,283.509949,299.774384,0.000000
2022-11-05,290.504395,298.676270,0.537197
2022-11-06,289.617249,300.817169,0.338298
2022-11-07,283.702728,300.852692,0.000000
2022-11-08,288.717499,299.544922,0.000000
2022-11-09,291.570953,302.128174,29.125097
2022-11-10,283.034058,297.517822,29.045786
2022-11-11,280.365204,285.657715,4.760953
2022-11-12,281.908813,291.497406,0.446525
2022-11-13,282.232147,296.808777,0.000000
2022-11-14,282.567993,296.737396,0.000000
2022-11-15,282.492371,297.957916,0.000000
2022-11-16,283.707397,293.900482,0.000000
2022-11-17,279.097443,290.893860,0.000000
2022-11-18,278.931183,292.104889,0.000000
2022-11-19,283.430511,294.493286,0.000000
2022-11-20,288.374298,294.433624,2.676015
2022-11-21,288.228027,291.997925,0.000000
2022-11-22,288.175079,295.748932,5.616930
2022-11-23,286.902008,295.173584,1.412493
2022-11-24,278.921082,292.898956,0.000000
2022-11-25,277.946564,295.333893,0.000000
2022-11-26,280.184082,296.483673,0.000000
2022-11-27,283.195618,289.738770,2.308789
2022-11-28,278.744934,288.670807,3.943316
2022-11-29,278.873932,287.430328,0.000000
2022-11-30,279.199524,287.780518,0.000000
2022-12-01,280.047882,286.562042,3.837815
2022-12-02,276.336273,284.123901,0.000000
2022-12-03,275.241516,286.248993,0.000000
2022-12-04,271.758972,286.538330,0.000000
2022-12-05,272.917542,288.373901,0.000000
2022-12-06,274.591980,290.172211,0.000000
2022-12-07,277.656586,291.293518,0.000000
2022-12-08,277.205658,294.407104,0.000000
2022-12-09,278.443115,294.389343,0.000000
2022-12-10,277.818115,296.738708,0.000000
2022-12-11,280.880127,296.722778,0.000000
2022-12-12,284.799927,298.450317,0.000000
2022-12-13,281.112946,295.931396,0.000000
2022-12-14,281.924347,287.876007,9.616360
2022-12-15,278.694916,285.115326,9.273715
2022-12-16,272.714813,288.730133,0.000000
2022-12-17,274.842529,285.506500,0.000000
2022-12-18,272.348938,287.119843,0.000000
2022-12-19,272.683624,289.843079,0.000000
2022-12-20,275.406769,292.327484,0.000000
2022-12-21,284.989319,293.280731,0.000000
2022-12-22,274.507721,291.878998,0.000000
2022-12-23,278.737518,286.540588,0.000000
2022-12-24,271.961060,289.893494,0.000000
2022-12-25,281.281403,296.762726,0.000000
2022-12-26,280.893555,296.430542,0.000000
2022-12-27,287.212799,297.764252,2.094162
2022-12-28,278.617920,292.604370,0.809529
2022-12-29,278.561371,293.801575,0.000000
2022-12-30,277.837311,294.634857,0.000000
2022-12-31,281.004883,293.010986,0.000000
2023-01-01,282.649841,294.182526,0.000000
2023-01-02,285.337585,296.714508,0.000000
2023-01-03,282.812897,293.151215,2.660056
2023-01-04,272.751251,287.613098,6.871300
2023-01-05,270.001556,275.667847,23.708395
2023-01-06,268.407898,275.263855,5.425789
2023-01-07,264.936523,278.990356,0.000000
2023-01-08,268.885101,282.506317,0.000000
2023-01-09,273.913086,281.362549,1.160386
2023-01-10,273.723328,278.992432,7.530950
2023-01-11,275.040131,285.162445,48.354053
2023-01-12,279.293549,289.071838,9.013625
2023-01-13,277.943207,291.428284,0.000000
2023-01-14,277.787476,292.838684,0.000000
2023-01-15,280.238586,289.890015,0.000000
2023-01-16,275.682831,289.021149,0.000000
2023-01-17,279.354340,293.047394,0.000000
2023-01-18,285.265228,293.622803,1.331900
2023-01-19,276.252197,289.611511,0.580722
2023-01-20,274.469879,283.490692,0.000000
2023-01-21,272.459412,289.091187,0.000000
2023-01-22,275.419556,287.889709,0.000000
2023-01-23,273.765839,291.451416,0.000000
2023-01-24,276.625977,293.669189,0.000000
2023-01-25,278.909027,296.798187,0.000000
2023-01-26,281.718079,298.174683,0.000000
2023-01-27,285.216614,296.200928,0.000000
2023-01-28,278.342651,291.591522,0.000000
2023-01-29,269.653748,282.673767,0.000000
2023-01-30,269.285919,287.471283,0.000000
2023-01-31,273.636902,287.768188,0.000000
2023-02-01,275.413696,291.563446,0.000000
2023-02-02,276.499359,288.994690,0.000000
2023-02-03,275.489380,288.239502,0.000000
2023-02-04,275.323608,291.134369,0.000000
2023-02-05,276.666351,294.069916,0.000000
2023-02-06,277.569122,295.663300,0.000000
2023-02-07,279.933075,290.800995,2.732985
2023-02-08,277.451019,293.425293,0.000000
2023-02-09,278.436829,294.541412,0.000000
2023-02-10,278.412567,294.712158,0.000000
2023-02-11,275.373108,290.103882,0.000000
2023-02-12,279.322357,292.032471,0.320910
2023-02-13,283.641663,297.142670,0.000000
2023-02-14,282.497375,297.424194,0.000000
2023-02-15,280.289520,301.415009,0.000000
2023-02-16,289.512756,299.884247,0.781083
2023-02-17,278.440826,296.294525,0.000000
2023-02-18,273.636597,288.703827,0.000000
2023-02-19,279.494659,293.444061,4.102144
2023-02-20,268.526337,287.544983,2.376076
2023-02-21,267.709564,287.966492,0.000000
2023-02-22,274.594788,294.662598,0.000000
2023-02-23,282.787781,294.352631,2.925453
2023-02-24,290.473969,297.849457,30.571762
2023-02-25,289.722900,298.033295,24.769836
2023-02-26,282.774506,294.075073,0.987511
2023-02-27,281.500854,299.666718,0.000000
2023-02-28,280.775208,300.012146,0.000000
2023-03-01,286.168945,302.309418,0.000000
2023-03-02,289.280212,298.880432,0.000000
2023-03-03,286.749207,295.401672,0.000000
2023-03-04,280.465515,293.839325,0.000000
2023-03-05,282.277191,297.633453,0.000000
2023-03-06,289.422028,302.727051,0.000000
2023-03-07,290.242950,301.947083,0.000000
2023-03-08,286.010651,300.740509,0.000000
2023-03-09,286.014923,297.294525,0.000000
2023-03-10,289.532745,301.602448,0.332030
2023-03-11,289.472961,305.114716,0.000000
2023-03-12,289.245941,306.377686,0.000000
2023-03-13,289.860046,307.157562,0.000000
2023-03-14,290.803497,303.378784,0.000000
2023-03-15,284.492859,300.275696,0.000000
2023-03-16,280.414154,299.094879,0.000000
2023-03-17,284.542725,301.575043,1.855802
2023-03-18,287.039764,298.335663,0.000000
2023-03-19,285.948975,293.338776,0.000000
2023-03-20,284.058990,293.722137,0.000000
2023-03-21,284.793793,292.615082,0.000000
2023-03-22,289.133209,295.496765,3.236050
2023-03-23,289.829895,295.228882,30.115358
2023-03-24,288.634094,295.847870,34.510010
2023-03-25,289.460846,298.451233,7.685821
2023-03-26,287.537720,298.987976,0.000000
2023-03-27,282.616241,298.065063,0.000000
2023-03-28,287.921631,301.373169,1.656603
2023-03-29,289.686951,300.645630,13.782532
2023-03-30,277.388672,292.466522,1.852410
2023-03-31,277.501984,285.723175,0.000000
2023-04-01,277.704681,294.404633,0.000000
2023-04-02,282.157898,300.404510,0.000000
2023-04-03,285.977051,303.718872,0.000000
2023-04-04,287.195984,305.615814,0.000000
2023-04-05,289.597961,302.757782,0.000000
2023-04-06,290.667999,300.540161,0.000000
2023-04-07,289.595673,304.512970,0.000000
2023-04-08,287.300385,301.874603,0.000000
2023-04-09,284.735779,300.739960,0.000000
2023-04-10,287.011108,299.445648,18.209099
2023-04-11,292.801514,304.019592,9.198771
2023-04-12,289.696533,301.614227,0.000000
2023-04-13,291.154388,299.435516,0.000000
2023-04-14,292.980194,305.798462,0.515766
2023-04-15,291.586395,304.944733,0.000000
2023-04-16,290.029297,301.930786,2.918449
2023-04-17,290.284576,304.750671,0.412601
2023-04-18,287.185913,301.657074,0.000000
2023-04-19,281.498779,292.476257,0.000000
2023-04-20,282.378387,291.345673,0.000000
2023-04-21,285.999817,294.770508,0.000000
2023-04-22,288.720306,299.902039,0.000000
2023-04-23,289.285370,301.261444,0.309562
2023-04-24,289.382751,302.296753,0.000000
2023-04-25,292.018219,301.037506,0.328900
2023-04-26,292.778473,300.726166,20.960072
2023-04-27,288.441254,299.501099,4.977713
2023-04-28,281.610260,290.052490,0.000000
2023-04-29,282.847565,300.001709,0.000000
2023-04-30,288.029175,299.526764,0.000000
2023-05-01,287.551239,295.671539,0.000000
2023-05-02,288.196930,301.102570,0.000000
2023-05-03,290.766846,302.466644,0.000000
2023-05-04,291.629944,302.934875,0.000000
2023-05-05,291.269867,304.946655,0.000000
2023-05-06,293.079407,303.946442,0.000000
2023-05-07,293.736359,305.100861,0.000000
2023-05-08,294.559235,304.506561,0.000000
2023-05-09,294.001373,306.226898,0.000000
2023-05-10,294.300385,308.015991,3.555060
2023-05-11,294.025482,309.111847,0.000000
2023-05-12,291.806976,311.394470,1.678894
2023-05-13,293.639008,308.930695,3.000669
2023-05-14,295.273682,308.227325,0.000000
2023-05-15,294.791656,311.400879,0.000000
2023-05-16,294.818695,310.619537,0.000000
2023-05-17,295.407593,309.929535,0.000000
2023-05-18,296.099182,308.848206,0.660286
2023-05-19,295.294434,310.572845,0.736941
2023-05-20,293.338165,309.025452,0.000000
2023-05-21,297.225891,309.465607,0.000000
2023-05-22,295.859558,309.107269,4.582757
2023-05-23,295.191833,302.025055,0.776711
2023-05-24,295.167694,303.698608,0.626535
2023-05-25,295.414032,303.616821,7.280036
2023-05-26,293.215240,302.653870,10.191371
2023-05-27,289.672333,298.002899,0.000000
2023-05-28,287.740509,299.145508,0.000000
2023-05-29,286.742371,301.325714,0.000000
2023-05-30,289.144257,302.628021,0.000000
2023-05-31,291.398163,305.751404,0.000000
2023-06-01,292.737762,303.633179,1.720948
2023-06-02,294.839996,305.111084,4.617166
2023-06-03,294.243408,302.885071,38.691250
2023-06-04,295.668274,303.384399,7.692853
2023-06-05,295.248505,304.694122,0.000000
2023-06-06,296.025970,306.948975,0.000000
2023-06-07,296.493561,307.166901,0.850626
2023-06-08,296.218811,305.823151,3.754135
2023-06-09,296.905487,305.469788,7.115565
2023-06-10,296.134521,307.083435,0.000000
2023-06-11,295.047363,308.453430,0.000000
2023-06-12,296.286774,307.979584,0.000000
2023-06-13,297.093231,307.980652,0.287481
2023-06-14,297.019104,309.337219,2.634151
2023-06-15,296.580811,308.660309,1.271691
2023-06-16,296.226929,309.061737,0.000000
2023-06-17,296.283203,309.506042,0.000000
2023-06-18,297.027710,310.463196,0.000000
2023-06-19,296.924133,310.227020,0.000000
2023-06-20,297.309021,310.372742,0.000000
2023-06-21,297.745483,311.777588,0.000000
2023-06-22,298.201782,312.262787,0.000000
2023-06-23,298.598724,312.062958,4.002254
2023-06-24,297.981934,308.987030,6.053711
2023-06-25,298.329956,309.498749,1.265095
2023-06-26,298.863251,309.834717,2.780787
2023-06-27,299.354340,310.145813,0.000000
2023-06-28,300.036804,311.215027,0.000000
2023-06-29,299.600616,311.441559,0.000000
2023-06-30,298.518707,310.987244,0.689462
2023-07-01,298.744354,311.859711,0.000000
2023-07-02,298.806091,312.794525,0.000000
2023-07-03,298.607025,312.161285,0.000000
2023-07-04,298.018768,309.973236,0.000000
2023-07-05,297.303711,310.121216,0.000000
2023-07-06,297.607269,310.309021,0.000000
2023-07-07,297.971802,311.542023,0.000000
2023-07-08,298.740234,312.236603,0.000000
2023-07-09,299.090332,313.137299,0.000000
2023-07-10,299.644897,313.335266,0.000000
2023-07-11,299.419037,313.064117,0.000000
2023-07-12,299.718262,314.228790,0.000000
2023-07-13,299.788239,313.999634,0.870404
2023-07-14,299.999451,311.631073,0.000000
2023-07-15,300.475830,312.919128,0.000000
2023-07-16,300.793640,313.021790,0.000000
2023-07-17,299.677307,311.762024,0.000000
2023-07-18,299.623383,310.882538,0.000000
2023-07-19,299.510559,310.558655,0.000000
2023-07-20,300.451294,311.731201,0.000000
2023-07-21,300.724548,312.758759,1.287328
2023-07-22,299.954437,311.568665,0.000000
2023-07-23,298.849792,309.426575,0.000000
2023-07-24,299.196777,309.160675,0.000000
2023-07-25,298.935944,309.627686,0.000000
2023-07-26,298.062347,310.710144,0.000000
2023-07-27,297.952209,311.726898,0.000000
2023-07-28,298.766998,311.552429,0.000000
2023-07-29,299.271820,311.702759,0.000000
2023-07-30,299.580933,312.605988,0.000000
2023-07-31,299.891235,312.482208,0.000000
2023-08-01,299.533997,310.885498,0.000000
2023-08-02,299.595886,310.183655,0.000000
2023-08-03,299.686951,310.664703,1.610770
2023-08-04,299.737396,309.377197,4.024831
2023-08-05,299.812805,309.628967,1.109431
2023-08-06,299.304993,308.815063,2.378762
2023-08-07,299.314636,309.711792,0.911234
2023-08-08,299.434967,310.679169,7.132600
2023-08-09,299.170807,309.223114,13.429666
2023-08-10,298.149170,304.040802,7.552823
2023-08-11,298.020691,306.290222,4.077892
2023-08-12,296.941223,307.375000,0.825370
2023-08-13,295.393982,307.339905,0.744417
2023-08-14,296.041748,306.904510,0.323909
2023-08-15,296.327118,306.299286,1.895282
2023-08-16,296.460510,306.267334,2.292165
2023-08-17,293.736755,306.434143,0.000000
2023-08-18,294.248322,306.771515,2.087597
2023-08-19,294.108521,308.627625,0.294190
2023-08-20,291.294678,310.074921,0.474924
2023-08-21,294.732910,309.489380,0.603242
2023-08-22,297.257751,309.277069,1.189978
2023-08-23,296.933960,310.854218,0.602044
2023-08-24,296.923859,311.333832,1.012400
2023-08-25,297.278351,309.786011,5.125981
2023-08-26,297.637390,309.015747,0.884358
2023-08-27,296.965118,308.717499,4.858208
2023-08-28,296.534485,307.936890,3.675795
2023-08-29,295.969788,307.724091,13.136292
2023-08-30,296.750671,308.564148,1.504893
2023-08-31,297.898743,309.213470,0.000000
2023-09-01,297.905457,308.423767,1.223709
2023-09-02,298.787079,307.955322,3.916352
2023-09-03,297.892059,307.327515,2.786781
2023-09-04,297.849731,305.980225,2.512882
2023-09-05,298.498352,305.654572,1.860141
2023-09-06,296.132904,305.823975,4.941741
2023-09-07,294.001556,306.480896,0.000000
2023-09-08,293.760834,306.659943,0.631580
2023-09-09,294.037506,306.990906,0.000000
2023-09-10,293.982513,307.016174,0.000000
2023-09-11,294.101349,307.993561,0.000000
2023-09-12,294.248322,308.526978,0.328463
2023-09-13,294.628113,308.417603,0.000000
2023-09-14,296.092468,307.170654,0.000000
2023-09-15,297.257324,306.284576,0.283748
2023-09-16,296.980774,305.517120,2.261674
2023-09-17,297.171661,305.434601,1.057332
2023-09-18,297.373291,306.636505,1.016365
2023-09-19,297.434723,306.281891,2.051313
2023-09-20,296.827118,306.454376,0.000000
2023-09-21,295.331726,307.062958,0.000000
2023-09-22,294.830536,306.838837,0.000000
2023-09-23,293.663483,306.352234,0.000000
2023-09-24,291.745026,306.476837,0.285791
2023-09-25,291.935730,307.686737,0.000000
2023-09-26,292.064209,307.903992,0.289386
2023-09-27,293.416931,308.091248,0.000000
2023-09-28,296.357239,309.722046,0.000000
2023-09-29,297.727692,309.268768,10.446303
2023-09-30,296.121765,306.554718,0.499742
2023-10-01,293.007690,303.826935,0.000000
2023-10-02,293.718018,304.874939,0.000000
2023-10-03,293.459747,307.186829,0.000000
2023-10-04,295.848328,308.209167,0.000000
2023-10-05,296.597046,308.130737,0.470496
2023-10-06,294.555664,303.638824,1.694095
2023-10-07,293.631805,305.455994,0.000000
2023-10-08,292.303009,307.108246,0.000000
2023-10-09,293.097565,307.044647,0.000000
2023-10-10,293.163971,307.087402,0.000000
2023-10-11,292.536560,306.473907,0.000000
2023-10-12,291.144440,306.554565,0.000000
2023-10-13,292.195923,307.222137,0.000000
2023-10-14,291.573547,307.233856,0.000000
2023-10-15,292.268036,307.001526,0.000000
2023-10-16,292.877380,307.213257,0.000000
2023-10-17,291.871185,307.197845,0.000000
2023-10-18,295.508850,307.519836,0.709067
2023-10-19,292.296112,304.583496,0.000000
2023-10-20,289.154968,301.596344,0.000000
2023-10-21,290.350464,304.412048,0.000000
2023-10-22,291.686798,305.334381,0.000000
2023-10-23,291.365662,304.837280,0.000000
2023-10-24,290.802551,304.324371,0.000000
2023-10-25,291.041687,304.262665,0.000000
2023-10-26,289.938080,306.132782,0.000000
2023-10-27,290.839783,307.053711,0.000000
2023-10-28,289.564758,306.269714,0.000000
2023-10-29,291.155090,307.189880,0.000000
2023-10-30,287.646759,303.889679,0.000000
2023-10-31,281.182709,291.526001,0.000000
2023-11-01,279.953613,292.269531,0.000000
2023-11-02,280.512573,298.601013,0.000000
2023-11-03,281.894440,301.375275,0.000000
2023-11-04,282.931458,302.452606,0.000000
2023-11-05,284.680359,302.773926,0.000000
2023-11-06,286.150360,304.635254,0.000000
2023-11-07,287.954132,305.228180,0.000000
2023-11-08,293.553589,302.693329,0.000000
2023-11-09,291.554535,299.559082,1.661069
2023-11-10,293.295990,300.113464,5.654110
2023-11-11,294.242432,299.778503,0.000000
2023-11-12,291.998505,301.732697,0.915764
2023-11-13,286.718567,297.413391,0.000000
2023-11-14,279.243958,289.878937,0.000000
2023-11-15,277.874420,296.647491,0.000000
2023-11-16,281.811615,290.080566,0.000000
2023-11-17,277.846985,296.090332,0.000000
2023-11-18,286.144012,296.959503,0.000000
2023-11-19,287.449432,301.258789,0.000000
2023-11-20,284.921509,296.426147,0.000000
2023-11-21,283.566437,300.262878,0.000000
2023-11-22,282.048370,297.036407,0.000000
2023-11-23,279.212097,299.134583,0.000000
2023-11-24,287.186737,298.167236,0.000000
2023-11-25,285.948914,296.950287,14.523541
2023-11-26,272.668488,287.243439,11.476598
2023-11-27,265.392487,280.214752,1.922653
2023-11-28,270.023132,281.563385,0.000000
2023-11-29,276.838623,288.336121,0.000000
2023-11-30,275.351349,288.808441,0.000000
2023-12-01,275.198639,292.485718,0.000000
2023-12-02,276.013458,292.784241,0.000000
2023-12-03,282.992523,292.339417,0.000000
2023-12-04,283.684143,290.314362,0.345153
2023-12-05,276.006042,286.173615,0.000000
2023-12-06,276.559875,283.514587,0.500300
2023-12-07,277.755280,283.373230,0.279830
2023-12-08,279.786957,286.805817,0.000000
2023-12-09,283.148407,286.897766,0.000000
2023-12-10,283.222687,290.231598,7.031857
2023-12-11,285.251678,293.569427,0.475998
2023-12-12,282.464661,291.440552,0.000000
2023-12-13,278.235016,287.231232,0.000000
2023-12-14,280.481750,295.520630,0.000000
2023-12-15,282.685425,293.754333,0.459732
2023-12-16,260.994141,286.931763,0.000000
2023-12-17,263.542175,287.514191,0.000000
2023-12-18,278.721375,291.180542,0.000000
2023-12-19,280.843170,296.697723,0.000000
2023-12-20,284.604645,299.054443,0.000000
2023-12-21,282.685699,294.636108,0.000000
2023-12-22,282.211975,295.782135,0.000000
2023-12-23,281.491791,291.585205,1.188359
2023-12-24,273.732910,288.132263,0.000000
2023-12-25,273.524750,287.311432,0.000000
2023-12-26,278.267120,285.931580,0.000000
2023-12-27,279.022644,285.120148,0.000000
2023-12-28,275.414093,292.267670,0.000000
2023-12-29,277.918518,294.501190,0.000000
2023-12-30,280.021240,295.661743,0.000000
2023-12-31,284.811676,299.051819,0.000000
2024-01-01,278.711273,298.701355,0.000000
2024-01-02,281.665558,300.405670,0.000000
2024-01-03,281.626709,297.096069,0.000000
2024-01-04,283.997406,292.815216,0.000000
2024-01-05,275.103180,289.397125,0.000000
2024-01-06,274.329987,288.430847,0.000000
2024-01-07,272.577057,292.421539,0.000000
2024-01-08,276.439392,293.596588,0.000000
2024-01-09,278.203003,287.163147,0.000000
2024-01-10,274.612183,290.241028,0.000000
2024-01-11,278.236725,297.194244,0.000000
2024-01-12,277.375885,289.711578,0.000000
2024-01-13,269.072937,286.643677,0.000000
2024-01-14,278.720398,298.718658,0.000000
2024-01-15,284.381592,299.660034,0.000000
2024-01-16,285.257294,297.826721,0.000000
2024-01-17,277.479553,291.521423,0.000000
2024-01-18,277.201111,286.556213,0.000000
2024-01-19,274.661896,281.910583,1.144214
2024-01-20,277.119751,297.486694,2.657500
2024-01-21,275.683197,293.021423,0.000000
2024-01-22,274.333374,282.476166,8.680101
2024-01-23,274.135590,284.295288,2.476973
2024-01-24,278.346466,284.827332,0.000000
2024-01-25,275.791748,284.285370,0.000000
2024-01-26,279.113495,288.864319,9.806258
2024-01-27,270.897797,284.101624,4.798932
2024-01-28,266.803894,279.465576,0.000000
2024-01-29,267.308289,279.322327,0.000000
2024-01-30,266.959198,282.266235,0.000000
2024-01-31,268.415527,279.251190,0.000000
2024-02-01,273.094727,284.615265,0.000000
2024-02-02,275.378815,285.123840,0.000000
2024-02-03,276.382568,282.917389,0.000000
2024-02-04,276.355499,289.562500,0.000000
2024-02-05,278.945465,287.132477,0.000000
2024-02-06,273.274048,284.893005,0.000000
2024-02-07,275.825745,287.812927,0.000000
2024-02-08,276.917511,288.672089,0.000000
2024-02-09,278.080566,293.188110,0.000000
2024-02-10,278.475281,288.661163,0.000000
2024-02-11,275.654327,289.834900,0.000000
2024-02-12,276.595581,293.255951,0.000000
2024-02-13,277.302460,295.073761,0.000000
2024-02-14,278.466888,298.129974,0.000000
2024-02-15,282.194550,298.797272,0.000000
2024-02-16,285.161285,294.966187,0.000000
2024-02-17,279.841309,291.572418,0.000000
2024-02-18,276.706177,294.326996,0.000000
2024-02-19,278.408905,292.197327,0.000000
2024-02-20,275.369934,293.962616,0.000000
2024-02-21,278.604034,292.918732,0.000000
2024-02-22,278.188507,290.699219,0.000000
2024-02-23,275.714294,294.554352,0.000000
2024-02-24,278.527832,294.201202,0.000000
2024-02-25,277.877411,298.911407,0.000000
2024-02-26,281.285095,304.433411,0.000000
2024-02-27,283.177429,306.319397,0.000000
2024-02-28,284.141449,307.645844,0.000000
2024-02-29,284.911621,305.413879,0.000000
2024-03-01,285.681763,303.181915,0.000000
2024-03-02,288.475220,296.134460,0.000000
2024-03-03,283.784943,296.144653,0.000000
2024-03-04,286.229889,294.947479,5.927961
2024-03-05,283.938538,292.749420,0.000000
2024-03-06,283.898010,290.304565,0.000000
2024-03-07,288.687042,299.702057,0.000000
2024-03-08,289.777405,300.473663,0.000000
2024-03-09,287.600494,295.754913,8.371045
2024-03-10,281.746216,289.437225,5.876120
2024-03-11,271.119385,284.217377,0.000000
2024-03-12,273.171051,287.870758,0.000000
2024-03-13,275.328308,291.414764,0.000000
2024-03-14,274.207275,288.677094,0.000000
2024-03-15,274.273193,289.494659,0.000000
2024-03-16,278.841461,297.276276,0.000000
2024-03-17,284.405914,296.440399,0.468798
2024-03-18,290.359955,297.227539,3.026937
2024-03-19,287.924194,296.884277,3.492722
2024-03-20,283.196381,298.081238,1.586640
2024-03-21,282.622162,299.083771,0.000000
2024-03-22,281.709045,301.593445,0.000000
2024-03-23,282.165283,296.706268,7.801173
2024-03-24,267.865875,284.604401,0.000000
2024-03-25,273.394287,287.063110,0.000000
2024-03-26,281.627899,288.320404,1.055037
2024-03-27,274.470337,284.434875,17.200977
2024-03-28,271.785248,281.021973,2.007812
2024-03-29,274.231537,287.221802,0.000000
2024-03-30,285.668518,293.718414,0.000000
2024-03-31,287.505798,297.848419,7.177278
2024-04-01,288.727570,293.809265,0.459017
2024-04-02,288.406830,292.073883,0.000000
2024-04-03,288.894897,296.108643,1.089621
2024-04-04,288.980743,300.775269,1.417511
2024-04-05,286.148102,297.232910,0.000000
2024-04-06,285.268280,299.164246,0.000000
2024-04-07,284.776367,301.243134,0.000000
2024-04-08,285.629211,300.715149,0.000000
2024-04-09,283.916229,298.615753,0.000000
2024-04-10,280.838837,302.451813,0.000000
2024-04-11,288.827545,306.031982,0.000000
2024-04-12,290.657776,306.248383,0.000000
2024-04-13,292.409668,307.732880,1.099579
2024-04-14,292.884766,307.509918,1.648529
2024-04-15,292.284424,306.358948,0.000000
2024-04-16,287.317871,300.823883,0.000000
2024-04-17,286.304871,300.052124,0.291413
2024-04-18,292.031097,300.602814,0.000000
2024-04-19,293.218292,301.381104,3.082990
2024-04-20,292.094513,301.087311,13.188257
2024-04-21,287.870636,303.733032,0.000000
2024-04-22,291.603912,302.819672,0.000000
2024-04-23,293.901031,301.689789,0.470180
2024-04-24,288.229401,299.539856,0.000000
2024-04-25,286.958069,298.528625,0.000000
2024-04-26,291.420929,300.738220,0.000000
2024-04-27,293.319275,304.638092,0.379197
2024-04-28,294.067200,304.887512,1.736460
2024-04-29,292.732086,303.845490,0.335033
2024-04-30,292.170227,299.110046,0.000000
2024-05-01,292.843933,296.105804,35.984066
2024-05-02,294.015381,301.418304,36.579769
2024-05-03,291.691620,295.289429,30.039536
2024-05-04,292.979004,298.766693,22.160561
2024-05-05,290.088898,298.122925,16.647530
2024-05-06,290.980103,300.358459,0.000000
2024-05-07,290.450623,301.920074,0.000000
2024-05-08,293.625977,306.103943,0.645273
2024-05-09,294.624634,304.765961,3.913852
2024-05-10,294.629669,302.912079,10.587543
2024-05-11,295.504700,303.109253,0.000000
2024-05-12,294.909302,301.081879,0.000000
2024-05-13,295.271698,300.413788,0.671693
2024-05-14,294.938782,303.171051,2.319731
2024-05-15,293.623077,303.782684,0.000000
2024-05-16,292.378937,300.836121,0.000000
2024-05-17,292.125732,302.377441,0.822828
2024-05-18,294.890564,307.426178,0.000000
2024-05-19,293.941711,306.649078,0.000000
2024-05-20,292.699127,302.882050,0.000000
2024-05-21,293.466949,300.990967,1.398579
2024-05-22,293.236542,297.605194,0.000000
2024-05-23,293.363831,299.401611,0.000000
2024-05-24,293.670685,300.151184,0.000000
2024-05-25,294.685669,300.984741,0.000000
2024-05-26,295.396271,302.932251,0.000000
2024-05-27,295.412994,302.949310,0.000000
2024-05-28,293.784363,303.853241,0.000000
2024-05-29,293.469238,303.618164,0.000000
2024-05-30,293.424805,304.609100,0.000000
2024-05-31,294.213989,307.139465,0.000000
2024-06-01,294.806580,308.651978,0.000000
2024-06-02,294.963501,307.798828,0.000000
2024-06-03,295.974213,307.880768,2.701942
2024-06-04,296.027740,309.441742,0.000000
2024-06-05,296.158569,308.687378,5.594162
2024-06-06,296.181152,306.289124,8.549531
2024-06-07,296.473083,308.543030,0.777989
2024-06-08,296.032349,307.880615,2.919762
2024-06-09,294.646729,306.633514,0.000000
2024-06-10,295.091217,308.583282,0.000000
2024-06-11,296.035583,308.016205,0.716026
2024-06-12,295.113647,306.943085,2.293079
2024-06-13,294.802826,305.693878,0.649029
2024-06-14,296.306488,307.897980,0.301887
2024-06-15,296.550995,307.788422,0.000000
2024-06-16,297.235870,307.060455,0.000000
2024-06-17,297.336609,307.302032,0.000000
2024-06-18,297.206696,306.105621,0.395974
2024-06-19,296.592896,307.284790,0.000000
2024-06-20,296.365204,308.245056,0.000000
2024-06-21,296.157562,308.450165,0.000000
2024-06-22,296.123230,308.646454,0.000000
2024-06-23,296.103973,309.190735,0.000000
2024-06-24,296.908264,309.416962,0.000000
2024-06-25,297.580231,309.737793,0.000000
2024-06-26,297.660126,309.916260,0.000000
2024-06-27,298.623505,310.676392,0.000000
2024-06-28,299.303162,311.162537,0.000000
2024-06-29,299.618530,310.962524,4.296914
2024-06-30,297.956299,308.922028,8.022730
2024-07-01,297.436432,307.248932,2.854103
2024-07-02,297.093872,309.405640,0.338382
2024-07-03,298.173340,314.402710,0.000000
2024-07-04,298.090973,314.785980,0.000000
2024-07-05,297.848236,314.395416,0.000000
2024-07-06,296.228424,312.540588,0.000000
