#Variables:
#vas_bcc-csm1-1_historical(ms-1):Northward Wind
"#Data Extracted for Average over Grid Cell w/ center: 29.7713 Latitude, -98.6892 Longitude (closest value to Latitude:29.7839, Longitude:-98.7092) "
#Original Data File(s):
#agg_macav2metdata_vas_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,vas_bcc-csm1-1_historical(ms-1)"
1961-05-27,6.149206
1961-05-28,3.750234
1961-05-29,4.226658
1961-05-30,4.695863
1961-05-31,5.496920
1961-06-01,5.570098
1961-06-02,3.906239
1961-06-03,4.486622
1961-06-04,4.191315
1961-06-05,4.519204
1961-06-06,4.602085
1961-06-07,5.824145
1961-06-08,6.697016
1961-06-09,5.933832
1961-06-10,5.760713
1961-06-11,6.478173
1961-06-12,8.092547
1961-06-13,8.624393
1961-06-14,8.223087
1961-06-15,8.498740
1961-06-16,6.934834
1961-06-17,5.872934
1961-06-18,4.874475
1961-06-19,3.514531
1961-06-20,2.592001
1961-06-21,3.832385
1961-06-22,3.455109
1961-06-23,6.746052
1961-06-24,6.184562
1961-06-25,5.680192
1961-06-26,5.292129
1961-06-27,5.025982
1961-06-28,2.718587
1961-06-29,3.399557
1961-06-30,3.730513
1961-07-01,3.928136
1961-07-02,3.361192
1961-07-03,2.922865
1961-07-04,2.990365
1961-07-05,3.741919
1961-07-06,3.936275
1961-07-07,4.150212
1961-07-08,3.699284
1961-07-09,3.678478
1961-07-10,3.346253
1961-07-11,3.123267
1961-07-12,4.232827
1961-07-13,4.673118
1961-07-14,4.392159
1961-07-15,1.589117
1961-07-16,0.345165
1961-07-17,1.962149
1961-07-18,2.890788
1961-07-19,2.693307
1961-07-20,2.672601
1961-07-21,2.355764
1961-07-22,2.261481
1961-07-23,3.655752
1961-07-24,3.103900
1961-07-25,2.640073
1961-07-26,2.494342
1961-07-27,2.988813
1961-07-28,3.549286
1961-07-29,4.483047
1961-07-30,5.434027
1961-07-31,5.723380
1961-08-01,5.795797
1961-08-02,5.765975
1961-08-03,4.909451
1961-08-04,4.604455
1961-08-05,3.993639
1961-08-06,4.265435
1961-08-07,4.911474
1961-08-08,5.353762
1961-08-09,5.329581
1961-08-10,5.333913
1961-08-11,5.494751
1961-08-12,5.020136
1961-08-13,4.892209
1961-08-14,5.192370
1961-08-15,4.670861
1961-08-16,4.827329
1961-08-17,4.846201
1961-08-18,3.695613
1961-08-19,4.131628
1961-08-20,4.563437
1961-08-21,4.185836
1961-08-22,3.548669
1961-08-23,1.211995
1961-08-24,0.994186
1961-08-25,1.189276
1961-08-26,1.589341
1961-08-27,2.166993
1961-08-28,2.965650
1961-08-29,5.357187
1961-08-30,5.113805
1961-08-31,4.263231
1961-09-01,3.323905
1961-09-02,1.940931
1961-09-03,1.237827
1961-09-04,-0.137930
1961-09-05,-3.593972
1961-09-06,-2.415445
1961-09-07,2.614082
1961-09-08,3.376986
1961-09-09,2.520361
1961-09-10,-2.948917
1961-09-11,-0.567926
1961-09-12,1.935847
1961-09-13,3.591011
1961-09-14,3.050996
1961-09-15,1.855390
1961-09-16,0.924059
1961-09-17,-1.770609
1961-09-18,-0.733853
1961-09-19,2.239310
1961-09-20,-0.859233
1961-09-21,-4.714056
1961-09-22,-0.623335
1961-09-23,0.670073
1961-09-24,-2.957008
1961-09-25,-0.418698
1961-09-26,2.227401
1961-09-27,1.209924
1961-09-28,2.673146
1961-09-29,2.471062
1961-09-30,3.380481
1961-10-01,3.649128
1961-10-02,3.512577
1961-10-03,3.173151
1961-10-04,3.375065
1961-10-05,4.591546
1961-10-06,5.893224
1961-10-07,6.471328
1961-10-08,4.647469
1961-10-09,-3.990349
1961-10-10,-3.747613
1961-10-11,2.591885
1961-10-12,4.573639
1961-10-13,4.750790
1961-10-14,3.706250
1961-10-15,0.030031
1961-10-16,-2.007802
1961-10-17,3.095485
1961-10-18,4.986946
1961-10-19,4.251053
1961-10-20,-4.142639
1961-10-21,-3.180351
1961-10-22,-1.035990
1961-10-23,0.346154
1961-10-24,2.100575
1961-10-25,3.478197
1961-10-26,1.536913
1961-10-27,3.268101
1961-10-28,-3.804338
1961-10-29,-0.514402
1961-10-30,2.579909
1961-10-31,3.653535
1961-11-01,2.929415
1961-11-02,-4.321985
1961-11-03,-0.509559
1961-11-04,0.804327
1961-11-05,-0.458510
1961-11-06,2.155167
1961-11-07,4.044798
1961-11-08,4.615710
1961-11-09,-7.716783
1961-11-10,-6.732704
1961-11-11,2.610001
1961-11-12,3.801135
1961-11-13,4.450461
1961-11-14,-3.386522
1961-11-15,3.653913
1961-11-16,4.203438
1961-11-17,4.410887
1961-11-18,4.332263
1961-11-19,5.150164
1961-11-20,4.884301
1961-11-21,3.038121
1961-11-22,2.773277
1961-11-23,5.108630
1961-11-24,-5.217790
1961-11-25,3.084114
1961-11-26,5.330905
1961-11-27,3.282748
1961-11-28,-4.959316
1961-11-29,-3.651405
1961-11-30,-1.936646
1961-12-01,4.240545
1961-12-02,6.329521
1961-12-03,2.963731
1961-12-04,-4.146607
1961-12-05,4.405398
1961-12-06,5.026227
1961-12-07,5.228257
1961-12-08,4.929372
1961-12-09,8.717425
1961-12-10,2.113304
1961-12-11,4.623412
1961-12-12,5.240186
1961-12-13,2.998493
1961-12-14,-1.536471
1961-12-15,4.028168
1961-12-16,3.495015
1961-12-17,7.402897
1961-12-18,6.106038
1961-12-19,4.063503
1961-12-20,4.131670
1961-12-21,-1.526823
1961-12-22,4.557425
1961-12-23,4.385999
1961-12-24,2.757103
1961-12-25,-4.558428
1961-12-26,-3.369277
1961-12-27,1.022113
1961-12-28,2.536783
1961-12-29,2.647153
1961-12-30,-1.778982
1961-12-31,-6.626856
1962-01-01,-5.334769
1962-01-02,-1.827111
1962-01-03,-0.751670
1962-01-04,-3.997955
1962-01-05,-3.737423
1962-01-06,-3.395551
1962-01-07,-2.168163
1962-01-08,-1.777547
1962-01-09,-0.346455
1962-01-10,1.450144
1962-01-11,-0.402948
1962-01-12,-2.626212
1962-01-13,-0.720168
1962-01-14,4.691872
1962-01-15,4.027199
1962-01-16,1.898312
1962-01-17,4.853584
1962-01-18,1.690425
1962-01-19,-2.678883
1962-01-20,1.968323
1962-01-21,4.117750
1962-01-22,-0.492977
1962-01-23,-6.711700
1962-01-24,1.100101
1962-01-25,3.530129
1962-01-26,2.625950
1962-01-27,-6.082246
1962-01-28,-1.056499
1962-01-29,2.520872
1962-01-30,4.656011
1962-01-31,-0.933497
1962-02-01,-1.237313
1962-02-02,4.800196
1962-02-03,5.908772
1962-02-04,3.013130
1962-02-05,3.519792
1962-02-06,4.893586
1962-02-07,-1.369396
1962-02-08,-6.921259
1962-02-09,-3.363808
1962-02-10,1.637430
1962-02-11,-2.511524
1962-02-12,-5.719362
1962-02-13,0.475096
1962-02-14,5.968694
1962-02-15,6.418011
1962-02-16,5.939681
1962-02-17,-1.601984
1962-02-18,-6.366995
1962-02-19,-2.642428
1962-02-20,-3.083407
1962-02-21,-0.969510
1962-02-22,-2.652225
1962-02-23,-2.066030
1962-02-24,1.982504
1962-02-25,1.722753
1962-02-26,1.698354
1962-02-27,3.746124
1962-02-28,3.744569
1962-03-01,-2.249755
1962-03-02,1.220549
1962-03-03,3.421557
1962-03-04,0.675659
1962-03-05,-3.694026
1962-03-06,-4.316276
1962-03-07,-4.973418
1962-03-08,-4.406763
1962-03-09,-2.148731
1962-03-10,0.829451
1962-03-11,3.354132
1962-03-12,2.773303
1962-03-13,-1.240024
1962-03-14,-3.688530
1962-03-15,1.178661
1962-03-16,3.398247
1962-03-17,4.141377
1962-03-18,3.765565
1962-03-19,1.479496
1962-03-20,-3.730947
1962-03-21,-5.547884
1962-03-22,2.572091
1962-03-23,6.430504
1962-03-24,7.566453
1962-03-25,-5.920372
1962-03-26,-2.794238
1962-03-27,2.092189
1962-03-28,4.070839
1962-03-29,3.327369
1962-03-30,5.427995
1962-03-31,1.698161
1962-04-01,4.851662
1962-04-02,-2.955941
1962-04-03,-6.901858
1962-04-04,-6.706933
1962-04-05,-5.620149
1962-04-06,1.021176
1962-04-07,3.470516
1962-04-08,5.396855
1962-04-09,7.066857
1962-04-10,5.358435
1962-04-11,5.013309
1962-04-12,-5.082932
1962-04-13,2.085660
1962-04-14,5.318496
1962-04-15,1.896986
1962-04-16,-3.422246
1962-04-17,3.397645
1962-04-18,3.482265
1962-04-19,2.703174
1962-04-20,3.322111
1962-04-21,2.762539
1962-04-22,4.490797
1962-04-23,3.140825
1962-04-24,0.055372
1962-04-25,-0.665260
1962-04-26,3.940217
1962-04-27,4.662554
1962-04-28,5.435257
1962-04-29,5.140927
1962-04-30,4.993294
1962-05-01,4.936248
1962-05-02,5.201872
1962-05-03,3.292320
1962-05-04,5.533067
1962-05-05,6.207980
1962-05-06,2.621431
1962-05-07,-1.350528
1962-05-08,1.792911
1962-05-09,2.799666
1962-05-10,2.403741
1962-05-11,-3.111356
1962-05-12,0.356021
1962-05-13,3.253144
1962-05-14,4.420075
1962-05-15,4.970404
1962-05-16,3.375653
1962-05-17,2.333227
1962-05-18,-1.733711
1962-05-19,1.469385
1962-05-20,3.686435
1962-05-21,3.910599
1962-05-22,5.229329
1962-05-23,6.306208
1962-05-24,6.409466
1962-05-25,6.454443
1962-05-26,6.709838
1962-05-27,2.643923
1962-05-28,-3.005027
1962-05-29,-4.165811
1962-05-30,-3.961111
1962-05-31,2.437410
1962-06-01,3.401649
1962-06-02,2.708788
1962-06-03,0.662348
1962-06-04,1.166990
1962-06-05,3.125385
1962-06-06,3.621055
1962-06-07,4.000739
1962-06-08,5.472585
1962-06-09,5.738719
1962-06-10,5.495969
1962-06-11,6.462688
1962-06-12,5.719826
1962-06-13,4.340960
1962-06-14,3.677698
1962-06-15,4.526097
1962-06-16,4.733951
1962-06-17,4.951061
1962-06-18,5.220408
1962-06-19,4.571782
1962-06-20,3.726435
1962-06-21,2.569507
1962-06-22,5.340630
1962-06-23,5.254551
1962-06-24,4.768228
1962-06-25,3.214620
1962-06-26,2.964288
1962-06-27,1.921195
1962-06-28,1.575743
1962-06-29,2.980575
1962-06-30,4.754855
1962-07-01,5.296151
1962-07-02,4.777374
1962-07-03,5.232320
1962-07-04,4.009019
1962-07-05,2.413132
1962-07-06,2.340008
1962-07-07,3.327195
1962-07-08,3.586179
1962-07-09,3.541390
1962-07-10,3.422490
1962-07-11,3.946957
1962-07-12,4.768231
1962-07-13,4.380243
1962-07-14,3.048620
1962-07-15,0.057225
1962-07-16,0.479911
1962-07-17,3.082764
1962-07-18,3.706140
1962-07-19,-0.347515
1962-07-20,3.929266
1962-07-21,5.156601
1962-07-22,5.832817
1962-07-23,5.892773
1962-07-24,5.427747
1962-07-25,3.557134
1962-07-26,2.790390
1962-07-27,1.958093
1962-07-28,2.357709
1962-07-29,0.491620
1962-07-30,3.228668
1962-07-31,5.272912
1962-08-01,5.459770
1962-08-02,4.383444
1962-08-03,3.737056
1962-08-04,3.829865
1962-08-05,4.653828
1962-08-06,4.719614
1962-08-07,4.617767
1962-08-08,4.076677
1962-08-09,3.104792
1962-08-10,3.089245
1962-08-11,3.426764
1962-08-12,3.127198
1962-08-13,1.257019
1962-08-14,0.402184
1962-08-15,1.560127
1962-08-16,2.686841
1962-08-17,2.149035
1962-08-18,2.535105
1962-08-19,3.344151
1962-08-20,4.535813
1962-08-21,3.356206
1962-08-22,2.332618
1962-08-23,3.086011
1962-08-24,3.997732
1962-08-25,4.340407
1962-08-26,4.144961
1962-08-27,3.512444
1962-08-28,2.608366
1962-08-29,4.684359
1962-08-30,4.096809
1962-08-31,4.181748
1962-09-01,5.566968
1962-09-02,6.422922
1962-09-03,5.691305
1962-09-04,4.385314
1962-09-05,3.294799
1962-09-06,3.652450
1962-09-07,5.011026
1962-09-08,4.566092
1962-09-09,3.195280
1962-09-10,1.656368
1962-09-11,-0.000004
1962-09-12,-2.244804
1962-09-13,-2.417480
1962-09-14,-2.493901
1962-09-15,-4.095740
1962-09-16,-4.436484
1962-09-17,1.802499
1962-09-18,2.853590
1962-09-19,4.448053
1962-09-20,3.273271
1962-09-21,2.482667
1962-09-22,3.650126
1962-09-23,5.096281
1962-09-24,5.067605
1962-09-25,3.811292
1962-09-26,2.404923
1962-09-27,2.066835
1962-09-28,2.472615
1962-09-29,2.477103
1962-09-30,3.070182
1962-10-01,4.888088
1962-10-02,3.956133
1962-10-03,4.151806
1962-10-04,2.409600
1962-10-05,3.118638
1962-10-06,-3.471192
1962-10-07,0.709499
1962-10-08,4.362906
1962-10-09,-3.189923
1962-10-10,-4.711500
1962-10-11,-2.203683
1962-10-12,2.889741
1962-10-13,4.645462
1962-10-14,3.507646
1962-10-15,2.788182
1962-10-16,2.814234
1962-10-17,2.568384
1962-10-18,3.279300
1962-10-19,3.886296
1962-10-20,4.297338
1962-10-21,-1.977692
1962-10-22,-7.463869
1962-10-23,2.155291
1962-10-24,4.016088
1962-10-25,2.419515
1962-10-26,-1.256876
1962-10-27,-0.424837
1962-10-28,3.212209
1962-10-29,0.075037
1962-10-30,-1.093915
1962-10-31,3.081541
1962-11-01,4.947211
1962-11-02,5.725370
1962-11-03,5.601852
1962-11-04,5.119852
1962-11-05,3.257662
1962-11-06,-5.341803
1962-11-07,-1.631922
1962-11-08,2.737048
1962-11-09,-4.330818
1962-11-10,-2.466291
1962-11-11,1.809261
1962-11-12,-1.666330
1962-11-13,-2.170194
1962-11-14,2.189224
1962-11-15,5.709222
1962-11-16,4.917011
1962-11-17,-3.652542
1962-11-18,-7.373881
1962-11-19,2.845796
1962-11-20,6.552031
1962-11-21,4.930448
1962-11-22,-2.771311
1962-11-23,3.454487
1962-11-24,5.394714
1962-11-25,1.947660
1962-11-26,-3.980890
1962-11-27,-1.241762
1962-11-28,2.188237
1962-11-29,-3.405822
1962-11-30,3.797126
1962-12-01,2.879915
1962-12-02,2.244538
1962-12-03,-0.545295
1962-12-04,2.532312
1962-12-05,-3.354474
1962-12-06,-6.169730
1962-12-07,-3.211058
1962-12-08,-4.009402
1962-12-09,2.017561
1962-12-10,-0.343901
1962-12-11,2.612348
1962-12-12,4.579786
1962-12-13,2.122520
1962-12-14,3.665417
1962-12-15,-4.722406
1962-12-16,-2.283697
1962-12-17,-1.046113
1962-12-18,-1.295964
1962-12-19,3.160853
1962-12-20,-2.291024
1962-12-21,-1.521567
1962-12-22,2.755236
1962-12-23,2.965417
1962-12-24,-2.330128
1962-12-25,2.657923
1962-12-26,4.101874
1962-12-27,4.909571
1962-12-28,3.368107
1962-12-29,2.323467
1962-12-30,5.187363
1962-12-31,3.809734
1963-01-01,-0.166549
1963-01-02,-3.383061
1963-01-03,-0.444888
1963-01-04,0.938230
1963-01-05,0.439565
1963-01-06,0.236306
1963-01-07,-4.586658
1963-01-08,-4.390553
1963-01-09,-3.946426
1963-01-10,-4.962546
1963-01-11,-3.101959
1963-01-12,-3.603453
1963-01-13,-5.028780
1963-01-14,-0.367719
1963-01-15,-1.987778
1963-01-16,1.729121
1963-01-17,4.436365
1963-01-18,-2.503613
1963-01-19,0.328580
1963-01-20,6.465964
1963-01-21,7.544122
1963-01-22,4.359589
1963-01-23,2.464708
1963-01-24,-6.207817
1963-01-25,-5.850813
1963-01-26,-4.796337
1963-01-27,-2.597020
1963-01-28,-2.163988
1963-01-29,-3.056989
1963-01-30,1.262968
1963-01-31,-3.810427
1963-02-01,-1.955507
1963-02-02,4.126111
1963-02-03,2.085680
1963-02-04,-1.195601
1963-02-05,-0.877882
1963-02-06,-3.973695
1963-02-07,-3.931825
1963-02-08,-1.230138
1963-02-09,1.159811
1963-02-10,3.658935
1963-02-11,4.218464
1963-02-12,-2.074890
1963-02-13,0.305813
1963-02-14,0.661407
1963-02-15,2.604518
1963-02-16,3.831473
1963-02-17,3.305465
1963-02-18,3.913986
1963-02-19,1.496667
1963-02-20,-3.202613
1963-02-21,-1.509143
1963-02-22,-1.645870
1963-02-23,2.857812
1963-02-24,-3.241439
1963-02-25,2.550488
1963-02-26,-0.703186
1963-02-27,4.905281
1963-02-28,-2.506942
1963-03-01,-5.383582
1963-03-02,2.505721
1963-03-03,2.448797
1963-03-04,3.520983
1963-03-05,-4.331389
1963-03-06,-2.766401
1963-03-07,4.039916
1963-03-08,6.084185
1963-03-09,8.177964
1963-03-10,5.958926
1963-03-11,4.683976
1963-03-12,-4.903235
1963-03-13,0.681556
1963-03-14,3.026550
1963-03-15,-3.305929
1963-03-16,-3.588054
1963-03-17,0.997685
1963-03-18,4.463735
1963-03-19,6.304591
1963-03-20,3.782283
1963-03-21,2.243416
1963-03-22,0.913086
1963-03-23,2.773108
1963-03-24,2.233238
1963-03-25,4.789464
1963-03-26,2.551233
1963-03-27,2.519712
1963-03-28,-4.975381
1963-03-29,-0.844818
1963-03-30,5.712168
1963-03-31,4.583699
1963-04-01,3.145885
1963-04-02,-5.202663
1963-04-03,-2.970459
1963-04-04,5.675933
1963-04-05,3.946979
1963-04-06,1.362942
1963-04-07,3.045535
1963-04-08,1.709008
1963-04-09,-1.667736
1963-04-10,2.803650
1963-04-11,2.652604
1963-04-12,-2.909851
1963-04-13,-0.676297
1963-04-14,5.647640
1963-04-15,4.989777
1963-04-16,5.445903
1963-04-17,4.089810
1963-04-18,1.991569
1963-04-19,-2.571736
1963-04-20,5.065002
1963-04-21,4.282182
1963-04-22,4.241070
1963-04-23,1.673694
1963-04-24,2.621207
1963-04-25,4.290013
1963-04-26,4.146425
1963-04-27,0.095387
1963-04-28,1.671530
1963-04-29,1.438550
1963-04-30,2.431559
1963-05-01,4.713116
1963-05-02,4.289489
1963-05-03,-4.258530
1963-05-04,0.282687
1963-05-05,5.871122
1963-05-06,7.223032
1963-05-07,3.842092
1963-05-08,5.334005
1963-05-09,5.137568
1963-05-10,4.882130
1963-05-11,5.863955
1963-05-12,4.365481
1963-05-13,2.140645
1963-05-14,-3.024727
1963-05-15,5.038581
1963-05-16,8.650345
1963-05-17,6.702224
1963-05-18,2.482171
1963-05-19,2.952905
1963-05-20,7.435830
1963-05-21,7.306223
1963-05-22,5.724647
1963-05-23,5.146156
1963-05-24,2.876445
1963-05-25,2.172376
1963-05-26,1.868308
1963-05-27,3.391628
1963-05-28,3.939618
1963-05-29,5.891384
1963-05-30,7.874674
1963-05-31,7.430200
1963-06-01,5.607275
1963-06-02,5.720372
1963-06-03,7.066906
1963-06-04,9.027554
1963-06-05,2.266613
1963-06-06,-3.159945
1963-06-07,2.449528
1963-06-08,3.230201
1963-06-09,-4.028063
1963-06-10,-0.209524
1963-06-11,2.885118
1963-06-12,3.299958
1963-06-13,1.991167
1963-06-14,2.513897
1963-06-15,3.381990
1963-06-16,3.528061
1963-06-17,3.493985
1963-06-18,5.469062
1963-06-19,6.704634
1963-06-20,6.668360
1963-06-21,3.257886
1963-06-22,-0.315289
1963-06-23,0.374343
1963-06-24,1.566597
1963-06-25,-1.936027
1963-06-26,-1.934945
1963-06-27,1.016851
1963-06-28,4.512414
1963-06-29,6.371145
1963-06-30,6.694504
1963-07-01,6.496776
1963-07-02,3.724880
1963-07-03,0.839975
1963-07-04,-1.828924
1963-07-05,-2.308210
1963-07-06,-2.260842
1963-07-07,1.546414
1963-07-08,1.891685
1963-07-09,3.107524
1963-07-10,3.017605
1963-07-11,3.353122
1963-07-12,3.549952
1963-07-13,3.085158
1963-07-14,3.211709
1963-07-15,1.953772
1963-07-16,3.488910
1963-07-17,5.134533
1963-07-18,4.158085
1963-07-19,3.953684
1963-07-20,2.747188
1963-07-21,2.093436
1963-07-22,2.204518
1963-07-23,3.300166
1963-07-24,3.141344
1963-07-25,3.258090
1963-07-26,3.504242
1963-07-27,4.296373
1963-07-28,5.413167
1963-07-29,5.249084
1963-07-30,4.919852
1963-07-31,4.093952
1963-08-01,3.744177
1963-08-02,4.916353
1963-08-03,5.564701
1963-08-04,6.050357
1963-08-05,6.385868
1963-08-06,5.117257
1963-08-07,4.425004
1963-08-08,4.363169
1963-08-09,4.924730
1963-08-10,5.578526
1963-08-11,5.736562
1963-08-12,4.009538
1963-08-13,2.432077
1963-08-14,2.858650
1963-08-15,2.058327
1963-08-16,0.599200
1963-08-17,1.231258
1963-08-18,0.494284
1963-08-19,-1.086023
1963-08-20,0.378048
1963-08-21,0.744118
1963-08-22,0.904524
1963-08-23,1.240833
1963-08-24,1.440657
1963-08-25,0.884310
1963-08-26,1.968902
1963-08-27,2.701691
1963-08-28,3.803139
1963-08-29,4.872998
1963-08-30,4.807897
1963-08-31,4.603120
1963-09-01,4.516832
1963-09-02,4.334788
1963-09-03,3.728342
1963-09-04,3.672334
1963-09-05,4.034120
1963-09-06,3.668185
1963-09-07,3.455544
1963-09-08,3.527533
1963-09-09,4.170871
1963-09-10,3.855484
1963-09-11,3.170394
1963-09-12,2.117270
1963-09-13,-2.085033
1963-09-14,-0.000003
1963-09-15,4.181311
1963-09-16,4.994124
1963-09-17,3.247766
1963-09-18,2.164771
1963-09-19,1.928373
1963-09-20,2.289987
1963-09-21,2.747173
1963-09-22,3.079049
1963-09-23,2.666148
1963-09-24,3.509355
1963-09-25,1.719903
1963-09-26,5.075856
1963-09-27,6.463197
1963-09-28,5.868284
1963-09-29,5.472751
1963-09-30,4.875453
1963-10-01,5.178844
1963-10-02,4.065335
1963-10-03,4.427533
1963-10-04,4.664422
1963-10-05,5.684694
1963-10-06,5.132448
1963-10-07,4.235646
1963-10-08,-2.207105
1963-10-09,-4.603679
1963-10-10,1.117744
1963-10-11,2.260539
1963-10-12,-1.276770
1963-10-13,-1.642529
1963-10-14,2.817890
1963-10-15,5.450881
1963-10-16,4.673703
1963-10-17,-7.663487
1963-10-18,-2.965654
1963-10-19,1.111416
1963-10-20,5.458300
1963-10-21,4.440412
1963-10-22,-6.275614
1963-10-23,-4.467913
1963-10-24,2.171987
1963-10-25,-0.770985
1963-10-26,-0.932274
1963-10-27,2.565048
1963-10-28,2.958783
1963-10-29,-2.011008
1963-10-30,3.083085
1963-10-31,3.396383
1963-11-01,3.828066
1963-11-02,4.029048
1963-11-03,-1.044010
1963-11-04,1.724914
1963-11-05,1.810412
1963-11-06,1.006332
1963-11-07,1.575858
1963-11-08,3.990845
1963-11-09,3.654742
1963-11-10,3.762672
1963-11-11,2.120665
1963-11-12,-3.014723
1963-11-13,-3.050358
1963-11-14,-2.826721
1963-11-15,-2.341676
1963-11-16,1.628858
1963-11-17,3.587337
1963-11-18,3.151435
1963-11-19,3.319361
1963-11-20,4.473393
1963-11-21,-2.048663
1963-11-22,3.891318
1963-11-23,2.392823
1963-11-24,2.779555
1963-11-25,3.116244
1963-11-26,4.516633
1963-11-27,6.127255
1963-11-28,-2.282431
1963-11-29,-4.748344
1963-11-30,2.110269
1963-12-01,-1.586564
1963-12-02,4.133633
1963-12-03,4.004161
1963-12-04,4.715648
1963-12-05,4.685005
1963-12-06,2.936848
1963-12-07,2.336696
1963-12-08,-1.162006
1963-12-09,-1.363758
1963-12-10,-1.247529
1963-12-11,-0.573046
1963-12-12,-0.233426
1963-12-13,-2.313441
1963-12-14,-4.001175
1963-12-15,2.650064
1963-12-16,2.184746
1963-12-17,5.871444
1963-12-18,4.410052
1963-12-19,3.525436
1963-12-20,4.406375
1963-12-21,4.159068
1963-12-22,0.504410
1963-12-23,1.815632
1963-12-24,1.312121
1963-12-25,4.844377
1963-12-26,6.354299
1963-12-27,5.152489
1963-12-28,4.495430
1963-12-29,4.617749
1963-12-30,4.929478
1963-12-31,4.954784
1964-01-01,3.811796
1964-01-02,-0.000006
1964-01-03,-3.560231
1964-01-04,-2.050935
1964-01-05,-4.531591
1964-01-06,2.839976
1964-01-07,2.037404
1964-01-08,-4.255758
1964-01-09,3.602270
1964-01-10,-1.189401
1964-01-11,-3.601314
1964-01-12,-3.976631
1964-01-13,0.134125
1964-01-14,-1.449584
1964-01-15,2.735325
1964-01-16,2.115050
1964-01-17,1.928668
1964-01-18,4.493858
1964-01-19,0.862712
1964-01-20,2.519008
1964-01-21,0.318805
1964-01-22,-3.919998
1964-01-23,3.811807
1964-01-24,3.266285
1964-01-25,-3.287091
1964-01-26,-2.691046
1964-01-27,-3.456013
1964-01-28,-1.467591
1964-01-29,1.923453
1964-01-30,-1.618675
1964-01-31,-0.344041
1964-02-01,-2.244666
1964-02-02,1.046773
1964-02-03,3.529605
1964-02-04,3.944144
1964-02-05,4.891919
1964-02-06,-0.134671
1964-02-07,2.355926
1964-02-08,-3.586085
1964-02-09,-2.240562
1964-02-10,2.990222
1964-02-11,3.382673
1964-02-12,1.746342
1964-02-13,4.484962
1964-02-14,-2.609719
1964-02-15,-2.380934
1964-02-16,3.753378
1964-02-17,6.425164
1964-02-18,4.606001
1964-02-19,4.152339
1964-02-20,3.570237
1964-02-21,-4.968302
1964-02-22,3.134004
1964-02-23,3.520121
1964-02-24,3.444560
1964-02-25,0.870030
1964-02-26,3.754762
1964-02-27,2.237292
1964-02-28,0.809694
1964-02-29,1.665973
1964-03-01,2.522251
1964-03-02,-4.352051
1964-03-03,-3.310756
1964-03-04,-3.440960
1964-03-05,2.863764
1964-03-06,4.484409
1964-03-07,0.217514
1964-03-08,1.096381
1964-03-09,3.584028
1964-03-10,4.244111
1964-03-11,1.922823
1964-03-12,0.653871
1964-03-13,3.492454
1964-03-14,2.851762
1964-03-15,2.893866
1964-03-16,4.264050
1964-03-17,4.477302
1964-03-18,-4.858475
1964-03-19,1.539229
1964-03-20,5.843604
1964-03-21,5.010702
1964-03-22,0.660375
1964-03-23,3.384463
1964-03-24,5.065966
1964-03-25,3.937708
1964-03-26,-3.663311
1964-03-27,-5.797731
1964-03-28,-4.702030
1964-03-29,4.867256
1964-03-30,3.567317
1964-03-31,2.633802
1964-04-01,3.889017
1964-04-02,4.610369
1964-04-03,2.994981
1964-04-04,-1.090771
1964-04-05,6.778691
1964-04-06,6.013992
1964-04-07,-7.460572
1964-04-08,3.856893
1964-04-09,7.299598
1964-04-10,0.111100
1964-04-11,1.373000
1964-04-12,5.755634
1964-04-13,6.568408
1964-04-14,6.259897
1964-04-15,4.717503
1964-04-16,5.379150
1964-04-17,3.647716
1964-04-18,-3.329914
1964-04-19,-4.237547
1964-04-20,-3.751103
1964-04-21,-4.557338
1964-04-22,-4.529974
1964-04-23,-0.054241
1964-04-24,4.016820
1964-04-25,6.975437
1964-04-26,6.048268
1964-04-27,5.978534
1964-04-28,-0.549218
1964-04-29,-1.289392
1964-04-30,6.861954
1964-05-01,6.247844
1964-05-02,2.740549
1964-05-03,-3.628600
1964-05-04,-5.160766
1964-05-05,0.152973
1964-05-06,4.237393
1964-05-07,6.881237
1964-05-08,5.783225
1964-05-09,4.788527
1964-05-10,3.295243
1964-05-11,-2.534174
1964-05-12,2.027882
1964-05-13,2.462448
1964-05-14,-3.410228
1964-05-15,2.597071
1964-05-16,5.135037
1964-05-17,-1.330900
1964-05-18,-3.254544
1964-05-19,-1.301278
1964-05-20,4.590050
1964-05-21,6.487601
1964-05-22,6.408946
1964-05-23,5.913222
1964-05-24,5.009498
1964-05-25,3.497710
1964-05-26,4.371409
1964-05-27,6.972591
1964-05-28,6.596030
1964-05-29,6.055827
1964-05-30,6.487306
1964-05-31,3.630013
1964-06-01,2.484739
1964-06-02,2.547228
1964-06-03,3.761433
1964-06-04,4.844072
1964-06-05,4.387822
1964-06-06,3.904524
1964-06-07,2.949265
1964-06-08,3.106653
1964-06-09,3.727941
1964-06-10,4.696766
1964-06-11,4.957452
1964-06-12,4.409846
1964-06-13,4.379474
1964-06-14,4.195153
1964-06-15,2.341353
1964-06-16,4.953411
1964-06-17,7.047700
1964-06-18,6.774348
1964-06-19,6.435871
1964-06-20,6.038293
1964-06-21,5.539382
1964-06-22,5.395618
1964-06-23,5.495612
1964-06-24,5.053305
1964-06-25,4.285040
