#Variables:
#tasmin_IPSL-CM5A-LR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-LR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-LR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-LR_historical(K),tasmax_IPSL-CM5A-LR_historical(K),pr_IPSL-CM5A-LR_historical(mm)
1952-12-07,279.051758,290.810425,0.000000
1952-12-08,274.897400,288.081207,0.000000
1952-12-09,273.941437,284.503937,0.000000
1952-12-10,274.128326,288.523865,0.000000
1952-12-11,282.761780,298.166107,0.279547
1952-12-12,285.358734,294.718719,0.000000
1952-12-13,286.678101,296.605103,1.989943
1952-12-14,279.972687,292.332611,5.745341
1952-12-15,281.712189,291.966003,3.418464
1952-12-16,277.668701,287.941071,14.541707
1952-12-17,276.605042,284.127441,1.350157
1952-12-18,274.721100,286.267548,0.000000
1952-12-19,275.443085,287.542786,0.000000
1952-12-20,275.769257,288.052521,0.000000
1952-12-21,277.299133,290.047272,0.000000
1952-12-22,279.710358,294.649658,0.000000
1952-12-23,283.861145,297.024445,0.000000
1952-12-24,286.384796,297.461212,0.000000
1952-12-25,288.585541,298.723145,7.159824
1952-12-26,286.027283,296.239319,1.104433
1952-12-27,275.996460,289.169617,0.000000
1952-12-28,269.971466,284.269775,0.000000
1952-12-29,271.786407,284.782043,0.000000
1952-12-30,270.325043,288.050659,0.000000
1952-12-31,274.997681,287.969391,0.000000
1953-01-01,273.830170,289.333130,0.000000
1953-01-02,275.881226,285.957123,0.000000
1953-01-03,274.134155,285.099182,0.000000
1953-01-04,274.726929,289.871063,0.000000
1953-01-05,277.449890,291.746521,0.000000
1953-01-06,279.145905,292.650696,0.000000
1953-01-07,276.142181,288.461945,0.000000
1953-01-08,273.017944,291.146484,0.000000
1953-01-09,276.832428,294.405060,0.000000
1953-01-10,276.838867,289.389313,0.000000
1953-01-11,268.386810,283.962860,0.000000
1953-01-12,272.784027,285.426239,0.000000
1953-01-13,271.916534,281.536530,0.364125
1953-01-14,274.957794,288.580078,3.243792
1953-01-15,266.867401,284.106659,0.692487
1953-01-16,265.716095,273.679230,0.000000
1953-01-17,268.141846,278.617584,2.895490
1953-01-18,277.599274,296.405060,5.407161
1953-01-19,284.812042,295.614227,0.000000
1953-01-20,272.494965,286.665344,0.000000
1953-01-21,275.504333,290.810974,0.875521
1953-01-22,279.704651,296.396423,0.000000
1953-01-23,282.136169,295.377106,0.000000
1953-01-24,279.915070,291.320709,0.000000
1953-01-25,274.083679,285.229980,0.000000
1953-01-26,273.961487,293.038269,0.000000
1953-01-27,282.015839,296.543610,0.000000
1953-01-28,269.858826,291.795563,0.000000
1953-01-29,268.679962,279.604828,0.000000
1953-01-30,272.212616,282.689240,0.000000
1953-01-31,276.473907,291.898071,0.738012
1953-02-01,277.256653,286.128876,0.000000
1953-02-02,275.498871,282.875519,0.341043
1953-02-03,278.560242,292.066895,3.362514
1953-02-04,279.689117,288.533051,0.000000
1953-02-05,276.397888,290.451691,0.345448
1953-02-06,278.486725,292.721497,0.000000
1953-02-07,285.423859,294.708710,5.655085
1953-02-08,277.618744,292.577698,0.000000
1953-02-09,282.953064,300.629211,0.000000
1953-02-10,284.399902,294.203461,0.000000
1953-02-11,276.551514,287.785767,0.000000
1953-02-12,275.419708,291.161987,0.000000
1953-02-13,277.677216,285.908234,0.000000
1953-02-14,274.408966,282.742645,0.000000
1953-02-15,275.534363,286.992645,4.144893
1953-02-16,281.237244,287.826721,6.289180
1953-02-17,277.379852,287.512207,0.873506
1953-02-18,277.028168,293.238770,0.000000
1953-02-19,283.302521,294.165863,0.745122
1953-02-20,280.042603,291.871857,16.778732
1953-02-21,277.402588,283.906372,5.944292
1953-02-22,276.806732,288.653198,0.000000
1953-02-23,281.863403,300.386993,0.000000
1953-02-24,287.057404,302.176300,0.000000
1953-02-25,285.085754,301.933044,0.000000
1953-02-26,288.236298,302.706085,0.000000
1953-02-27,286.286560,300.769714,0.000000
1953-02-28,283.542389,306.900055,0.000000
1953-03-01,287.767944,307.651550,0.000000
1953-03-02,288.078613,306.419281,0.000000
1953-03-03,287.439636,304.600006,0.000000
1953-03-04,282.753510,298.461884,1.233949
1953-03-05,277.344055,284.547943,2.071368
1953-03-06,274.988129,288.510284,0.000000
1953-03-07,278.142273,291.417511,0.000000
1953-03-08,278.416321,291.825165,0.000000
1953-03-09,280.449310,292.785614,0.000000
1953-03-10,282.175781,294.460358,0.000000
1953-03-11,281.075500,298.223877,0.000000
1953-03-12,283.676788,298.853851,0.000000
1953-03-13,285.595825,301.020538,0.000000
1953-03-14,286.398285,304.418915,0.000000
1953-03-15,289.560181,303.703156,0.000000
1953-03-16,289.081726,302.597015,0.000000
1953-03-17,289.121796,301.927155,0.000000
1953-03-18,289.472443,304.865845,0.000000
1953-03-19,289.977325,304.011749,0.000000
1953-03-20,292.922089,302.278320,1.146101
1953-03-21,289.671021,304.227020,0.000000
1953-03-22,289.786804,303.623505,0.000000
1953-03-23,289.410217,301.964020,0.000000
1953-03-24,290.279816,299.553864,0.000000
1953-03-25,280.928345,294.939423,3.392760
1953-03-26,277.983459,291.378937,0.000000
1953-03-27,283.164093,295.922607,0.000000
1953-03-28,284.477692,295.289490,0.741878
1953-03-29,284.704987,293.227356,7.321519
1953-03-30,286.811096,300.756470,6.797272
1953-03-31,278.651581,293.252594,0.000000
1953-04-01,279.602966,288.361725,0.966740
1953-04-02,277.575043,288.422363,7.633861
1953-04-03,279.437073,291.744904,0.000000
1953-04-04,285.815948,294.714630,9.610671
1953-04-05,282.110138,298.096588,0.000000
1953-04-06,285.501190,300.101868,1.986360
1953-04-07,286.839325,302.244507,1.169700
1953-04-08,287.656250,303.975769,1.290104
1953-04-09,288.462372,304.853363,0.000000
1953-04-10,289.254578,305.456085,0.000000
1953-04-11,290.731598,303.115204,0.339631
1953-04-12,290.530579,304.253784,2.233548
1953-04-13,288.002411,300.927307,0.000000
1953-04-14,284.177490,300.444366,0.440219
1953-04-15,286.398041,303.437317,0.000000
1953-04-16,290.991028,305.599579,0.000000
1953-04-17,291.869537,303.449127,0.000000
1953-04-18,286.006226,298.717743,0.282560
1953-04-19,283.517365,299.448456,0.000000
1953-04-20,285.692139,303.073761,0.000000
1953-04-21,290.908356,300.217255,0.000000
1953-04-22,291.211487,304.820648,0.000000
1953-04-23,290.760345,301.880341,0.000000
1953-04-24,285.778870,296.721344,0.708861
1953-04-25,286.056091,294.013397,23.641069
1953-04-26,278.867920,291.484955,2.035233
1953-04-27,281.292053,298.289124,0.000000
1953-04-28,283.525482,301.431396,0.000000
1953-04-29,286.679413,304.053986,0.000000
1953-04-30,290.832794,302.600708,0.000000
1953-05-01,290.464020,305.326691,0.000000
1953-05-02,290.396851,306.357391,0.000000
1953-05-03,290.881561,306.306549,0.000000
1953-05-04,293.283783,302.500458,0.000000
1953-05-05,292.035065,299.231384,18.654921
1953-05-06,291.987640,300.633636,1.836725
1953-05-07,288.727203,302.911682,0.000000
1953-05-08,288.393738,298.201355,0.000000
1953-05-09,288.661224,297.066803,8.047535
1953-05-10,290.529907,299.453247,0.980536
1953-05-11,290.267639,302.275146,0.821577
1953-05-12,291.766754,298.430145,0.634878
1953-05-13,289.690460,301.817474,1.008811
1953-05-14,290.402100,305.669403,8.619690
1953-05-15,291.009613,305.755859,0.724350
1953-05-16,290.965790,302.830017,4.774772
1953-05-17,290.017395,300.479492,3.893255
1953-05-18,288.918945,298.689240,0.392296
1953-05-19,288.009491,299.237915,1.638422
1953-05-20,290.146393,297.830994,3.734908
1953-05-21,293.149323,298.109283,56.986458
1953-05-22,291.311371,297.864777,34.409672
1953-05-23,290.460083,299.699127,33.649887
1953-05-24,292.121185,299.637299,25.751057
1953-05-25,293.196014,300.499969,49.881683
1953-05-26,293.630005,303.673492,17.924803
1953-05-27,293.271729,303.635101,12.219407
1953-05-28,292.597839,303.019531,8.014368
1953-05-29,292.234528,303.683289,4.923913
1953-05-30,292.977203,304.448547,5.017320
1953-05-31,293.247833,302.781158,14.005286
1953-06-01,291.702454,303.084015,49.049065
1953-06-02,294.223083,302.062225,69.781075
1953-06-03,294.297058,304.694641,33.662239
1953-06-04,292.197906,305.565857,4.103600
1953-06-05,292.190308,308.814301,0.344220
1953-06-06,292.165100,309.451904,0.000000
1953-06-07,293.283417,307.945374,3.070000
1953-06-08,294.899780,304.732483,0.000000
1953-06-09,295.283569,302.203125,6.055026
1953-06-10,292.978638,307.957245,0.000000
1953-06-11,292.286072,309.076569,0.000000
1953-06-12,295.004303,310.525238,0.000000
1953-06-13,295.428467,309.069977,0.000000
1953-06-14,295.401398,308.907074,0.000000
1953-06-15,294.993958,308.050751,0.000000
1953-06-16,295.725952,307.230713,0.000000
1953-06-17,295.586853,307.193634,0.000000
1953-06-18,295.913147,306.980042,0.000000
1953-06-19,295.168976,307.296448,0.000000
1953-06-20,295.015045,307.053436,0.920878
1953-06-21,295.674072,305.790771,1.011627
1953-06-22,294.871613,303.574554,0.518597
1953-06-23,293.816833,300.868500,1.413381
1953-06-24,294.320221,296.686890,25.008305
1953-06-25,295.667603,303.780304,72.578423
1953-06-26,295.809204,302.725983,60.832890
1953-06-27,296.635803,306.725189,21.197166
1953-06-28,294.965088,306.484192,5.718642
1953-06-29,295.119415,307.657654,0.591129
1953-06-30,295.553131,310.160919,0.000000
1953-07-01,295.917450,309.914673,0.000000
1953-07-02,295.587402,308.671631,0.000000
1953-07-03,295.333313,307.024567,0.000000
1953-07-04,295.504303,305.476868,0.000000
1953-07-05,295.077454,307.521576,0.000000
1953-07-06,294.841614,307.593964,0.000000
1953-07-07,295.197876,306.821655,0.000000
1953-07-08,295.571198,305.294830,1.722849
1953-07-09,294.883514,305.200989,7.374408
1953-07-10,294.985687,302.834595,3.568090
1953-07-11,294.934418,305.542969,0.000000
1953-07-12,295.540100,306.426758,0.000000
1953-07-13,295.868103,306.624054,0.000000
1953-07-14,296.354004,307.258301,0.000000
1953-07-15,296.392242,308.049774,0.000000
1953-07-16,295.742035,308.085419,3.640558
1953-07-17,295.890320,306.070312,0.356849
1953-07-18,295.569031,304.640381,0.000000
1953-07-19,294.916321,305.642456,0.000000
1953-07-20,294.369598,307.985535,0.000000
1953-07-21,295.040161,308.806519,0.000000
1953-07-22,295.128357,308.016998,0.000000
1953-07-23,295.671814,307.892792,0.000000
1953-07-24,296.016327,307.131195,0.000000
1953-07-25,296.814026,306.499786,0.504454
1953-07-26,295.887543,307.706360,0.000000
1953-07-27,295.298309,307.400665,0.000000
1953-07-28,295.638184,308.554932,0.000000
1953-07-29,296.163300,309.142609,0.000000
1953-07-30,296.353577,309.365631,0.437935
1953-07-31,296.526642,308.980682,0.000000
1953-08-01,296.536072,309.571198,0.000000
1953-08-02,296.280457,310.154694,0.280419
1953-08-03,296.123291,310.616058,0.000000
1953-08-04,296.386719,310.510956,0.000000
1953-08-05,296.502014,310.169739,0.000000
1953-08-06,297.001648,309.785858,0.000000
1953-08-07,297.585205,309.425781,0.000000
1953-08-08,297.592865,308.832611,0.000000
1953-08-09,297.167633,308.085327,0.000000
1953-08-10,296.274872,309.663055,0.000000
1953-08-11,295.991211,309.425964,0.000000
1953-08-12,295.916382,309.445465,0.000000
1953-08-13,296.020142,309.575500,0.000000
1953-08-14,296.509369,308.737244,0.000000
1953-08-15,295.705750,307.818817,0.000000
1953-08-16,295.447144,307.284546,0.000000
1953-08-17,295.609558,307.741821,0.000000
1953-08-18,295.662506,307.851410,0.000000
1953-08-19,296.018097,308.355133,0.876569
1953-08-20,296.602325,307.930908,0.398974
1953-08-21,296.502808,306.515656,0.531824
1953-08-22,295.986877,306.998657,0.000000
1953-08-23,295.871155,307.231384,0.434890
1953-08-24,295.688354,307.668304,0.000000
1953-08-25,296.071991,308.386627,0.000000
1953-08-26,297.481842,308.814697,0.000000
1953-08-27,298.121918,309.590546,0.000000
1953-08-28,297.913818,310.085388,0.000000
1953-08-29,297.154816,308.180725,1.725708
1953-08-30,296.900421,308.244385,1.080166
1953-08-31,296.619324,308.190796,0.000000
1953-09-01,296.403900,308.102295,0.000000
1953-09-02,296.009979,307.556061,0.000000
1953-09-03,296.591827,308.191345,0.000000
1953-09-04,296.091583,309.207367,0.000000
1953-09-05,296.672028,310.861267,0.833484
1953-09-06,298.164185,309.938812,1.959214
1953-09-07,297.589325,306.920044,4.420580
1953-09-08,296.358490,305.338715,3.890242
1953-09-09,296.006317,305.312714,6.747284
1953-09-10,295.790619,305.921997,4.399464
1953-09-11,295.996765,307.069153,1.810817
1953-09-12,296.272644,307.005310,2.022412
1953-09-13,295.363220,305.428925,22.796576
1953-09-14,295.143951,303.086823,16.033169
1953-09-15,292.995819,303.548309,14.033671
1953-09-16,291.693848,302.992798,0.655886
1953-09-17,291.099091,302.087860,3.229068
1953-09-18,288.361511,301.407440,1.555783
1953-09-19,291.257904,303.635376,8.947537
1953-09-20,293.918945,302.339386,15.613603
1953-09-21,291.884552,304.977875,10.720000
1953-09-22,293.310455,306.934021,8.183611
1953-09-23,293.022125,302.492584,5.170545
1953-09-24,294.610352,301.013672,35.783146
1953-09-25,293.645660,305.012756,1.488905
1953-09-26,292.473938,306.137085,1.135090
1953-09-27,293.782196,304.741180,2.453361
1953-09-28,292.882507,304.752075,0.569975
1953-09-29,292.442963,304.854309,1.760674
1953-09-30,281.709320,292.419403,3.848089
1953-10-01,286.989380,296.130463,41.287266
1953-10-02,282.548248,293.221710,0.000000
1953-10-03,285.272064,301.949371,0.000000
1953-10-04,287.476868,303.166962,0.000000
1953-10-05,291.546173,302.116882,0.000000
1953-10-06,290.553467,301.507477,1.016485
1953-10-07,288.968933,302.867737,0.000000
1953-10-08,289.382538,303.416901,0.000000
1953-10-09,288.768860,302.770386,0.000000
1953-10-10,290.046661,301.557373,0.000000
1953-10-11,286.141937,300.704834,0.000000
1953-10-12,285.076172,300.643311,0.280136
1953-10-13,287.067963,301.520508,0.000000
1953-10-14,286.412476,296.746002,0.000000
1953-10-15,283.652588,297.577301,0.000000
1953-10-16,285.278290,299.171844,0.000000
1953-10-17,286.693481,299.565155,0.000000
1953-10-18,286.654633,298.385529,0.000000
1953-10-19,286.699738,298.190643,0.000000
1953-10-20,285.311218,298.938751,0.000000
1953-10-21,284.871094,300.440430,0.000000
1953-10-22,286.599152,301.555573,0.000000
1953-10-23,287.617706,302.417053,0.000000
1953-10-24,289.128784,302.488007,0.000000
1953-10-25,287.479431,298.981323,0.000000
1953-10-26,281.541687,293.301239,0.000000
1953-10-27,285.760162,299.211700,0.000000
1953-10-28,287.908966,301.593781,0.000000
1953-10-29,290.060150,303.165619,0.000000
1953-10-30,291.709839,302.332825,0.297216
1953-10-31,292.059723,302.554352,2.574973
1953-11-01,283.513763,299.237030,3.823779
1953-11-02,277.698975,287.652710,0.000000
1953-11-03,281.631104,288.421539,0.000000
1953-11-04,283.547333,292.513855,0.000000
1953-11-05,285.435791,294.206024,0.000000
1953-11-06,287.988525,301.294312,1.046899
1953-11-07,290.925934,303.340607,0.000000
1953-11-08,291.106781,301.353882,1.196828
1953-11-09,286.737793,299.160553,0.991326
1953-11-10,290.409515,301.462372,3.795266
1953-11-11,280.869019,296.744537,0.000000
1953-11-12,275.279877,287.617371,0.000000
1953-11-13,280.435638,288.885284,4.581087
1953-11-14,278.823273,289.047455,31.380795
1953-11-15,278.517212,283.470276,12.948194
1953-11-16,273.737885,285.468384,1.167249
1953-11-17,274.184998,289.258270,0.000000
1953-11-18,279.800934,295.939117,0.000000
1953-11-19,285.697876,299.357727,0.000000
1953-11-20,288.821198,300.728210,0.000000
1953-11-21,284.917511,298.857941,0.491091
1953-11-22,289.767334,300.939728,4.681010
1953-11-23,290.085815,301.602295,1.804300
1953-11-24,284.527313,296.659119,0.000000
1953-11-25,276.238220,292.906189,0.000000
1953-11-26,277.693237,291.282349,0.000000
1953-11-27,279.669922,294.935242,0.000000
1953-11-28,284.736023,298.997040,0.000000
1953-11-29,282.577515,292.997864,0.000000
1953-11-30,275.936035,286.247406,0.000000
1953-12-01,273.681793,292.159363,0.000000
1953-12-02,280.555328,293.502075,1.773279
1953-12-03,284.881256,298.172180,0.000000
1953-12-04,275.966431,293.048218,0.000000
1953-12-05,277.068176,294.507538,0.746668
1953-12-06,282.810089,291.399658,0.868416
1953-12-07,270.156158,286.012756,0.000000
1953-12-08,265.594147,276.739685,0.000000
1953-12-09,267.618347,283.430359,0.000000
1953-12-10,269.118164,287.645874,0.000000
1953-12-11,271.728821,291.529236,0.000000
1953-12-12,281.150513,291.389954,2.125508
1953-12-13,279.714691,289.663422,1.602724
1953-12-14,270.597504,284.262024,0.000000
1953-12-15,272.261932,290.240540,0.000000
1953-12-16,274.716858,288.364960,0.000000
1953-12-17,277.137329,292.017029,0.000000
1953-12-18,282.868652,296.170959,0.000000
1953-12-19,278.848267,292.166656,2.798987
1953-12-20,275.380676,282.458893,1.877341
1953-12-21,277.483948,282.758759,4.665566
1953-12-22,277.095886,285.252563,8.092587
1953-12-23,278.784363,288.015289,8.933581
1953-12-24,279.453888,284.433655,6.160802
1953-12-25,282.515869,288.060852,11.458701
1953-12-26,281.647400,287.159332,3.385828
1953-12-27,282.287720,287.887543,15.763343
1953-12-28,279.091736,285.106506,2.494885
1953-12-29,275.682831,287.715088,0.000000
1953-12-30,275.710785,289.377930,0.000000
1953-12-31,276.374481,289.468384,0.000000
1954-01-01,273.637299,285.844330,2.852388
1954-01-02,268.588806,277.231781,0.000000
1954-01-03,267.580811,277.497040,0.000000
1954-01-04,268.059021,282.975189,0.000000
1954-01-05,272.973602,289.976685,0.000000
1954-01-06,279.234772,291.262390,0.000000
1954-01-07,274.375183,287.448364,0.354943
1954-01-08,271.212921,287.048431,0.000000
1954-01-09,279.062225,291.602783,0.000000
1954-01-10,274.745758,292.448395,0.000000
1954-01-11,286.183044,296.437805,0.000000
1954-01-12,276.327179,292.476105,8.627081
1954-01-13,271.194092,278.863251,2.696293
1954-01-14,271.958557,277.596130,0.409166
1954-01-15,273.038696,284.305237,0.000000
1954-01-16,273.271515,287.485260,0.000000
1954-01-17,273.987152,283.095459,0.292690
1954-01-18,275.537689,287.168488,1.470375
1954-01-19,278.576935,290.555756,1.897605
1954-01-20,282.109344,289.542572,4.235266
1954-01-21,279.598907,287.714569,2.208085
1954-01-22,274.186859,286.514404,0.000000
1954-01-23,275.602020,290.411713,0.000000
1954-01-24,278.421448,295.242889,0.000000
1954-01-25,280.983765,294.986969,0.000000
1954-01-26,286.020966,292.174072,5.382641
1954-01-27,286.348572,292.886719,70.389046
1954-01-28,284.452728,293.248810,5.324051
1954-01-29,282.372986,294.966614,0.000000
1954-01-30,283.456329,297.659637,0.000000
1954-01-31,283.059418,295.840088,0.000000
1954-02-01,284.749207,294.973602,0.000000
1954-02-02,280.120239,290.730774,0.936816
1954-02-03,271.502502,280.076721,0.000000
1954-02-04,267.630890,273.434692,0.000000
1954-02-05,267.525604,274.558075,0.000000
1954-02-06,268.514618,279.496277,0.000000
1954-02-07,274.157715,284.865723,0.000000
1954-02-08,275.588867,288.379822,0.000000
1954-02-09,282.082214,294.874542,2.059304
1954-02-10,285.086945,299.473999,0.693729
1954-02-11,287.554535,297.454773,0.331582
1954-02-12,284.597015,293.605957,0.000000
1954-02-13,282.014221,295.849670,0.000000
1954-02-14,283.109467,295.764313,0.000000
1954-02-15,277.854401,291.335968,0.000000
1954-02-16,277.796783,283.963531,1.015994
1954-02-17,278.522278,288.649811,0.000000
1954-02-18,279.949158,287.625824,0.549754
1954-02-19,275.145172,290.342316,0.000000
1954-02-20,278.402222,294.682922,0.000000
1954-02-21,278.585175,292.918945,0.000000
1954-02-22,280.942230,288.731812,0.000000
1954-02-23,276.874146,288.266083,0.000000
1954-02-24,280.063629,296.305847,0.000000
1954-02-25,282.226532,295.921600,0.000000
1954-02-26,281.095917,300.251251,0.000000
1954-02-27,284.466919,300.580963,0.000000
1954-02-28,279.681396,294.421936,0.000000
1954-03-01,280.449097,293.008759,0.000000
1954-03-02,284.828491,299.523499,0.000000
1954-03-03,285.285645,295.226807,0.404576
1954-03-04,281.132263,289.912415,0.000000
1954-03-05,279.971710,291.350281,0.000000
1954-03-06,282.911804,293.317291,0.000000
1954-03-07,282.762177,293.239807,0.000000
1954-03-08,283.616394,294.301941,0.000000
1954-03-09,283.404602,301.315094,0.000000
1954-03-10,287.774841,303.582703,0.000000
1954-03-11,292.049316,300.966858,0.000000
1954-03-12,289.599762,299.506409,1.353948
1954-03-13,286.165161,297.565613,0.000000
1954-03-14,285.701172,296.094360,0.000000
1954-03-15,282.928741,296.255768,0.000000
1954-03-16,285.589874,299.546478,0.000000
1954-03-17,288.596313,294.319122,3.963761
1954-03-18,288.163544,299.216461,3.443215
1954-03-19,284.240479,292.741028,0.288208
1954-03-20,278.263428,289.350433,0.000000
1954-03-21,279.692596,292.348236,0.000000
1954-03-22,284.551575,294.894745,4.126650
1954-03-23,285.696289,292.125702,0.000000
1954-03-24,281.709473,287.907318,11.083554
1954-03-25,279.057312,288.604126,3.877569
1954-03-26,277.576263,290.493774,0.000000
1954-03-27,278.517609,291.488647,0.000000
1954-03-28,282.407349,298.195374,0.000000
1954-03-29,285.225342,301.474823,0.000000
1954-03-30,288.279999,297.344849,0.000000
1954-03-31,287.845978,296.015564,1.051674
1954-04-01,288.083923,291.818573,26.384115
1954-04-02,287.580444,296.967560,4.019526
1954-04-03,289.247925,300.832336,2.957878
1954-04-04,289.565369,301.189087,0.000000
1954-04-05,287.591919,298.566559,0.000000
1954-04-06,286.288116,295.102051,0.000000
1954-04-07,280.537994,291.693878,0.000000
1954-04-08,282.214111,294.172638,0.000000
1954-04-09,286.429443,298.477142,0.000000
1954-04-10,287.957825,298.491119,2.280050
1954-04-11,284.960236,298.429199,0.000000
1954-04-12,286.777069,304.156769,0.000000
1954-04-13,292.559509,304.494659,0.000000
1954-04-14,282.642395,299.933228,0.000000
1954-04-15,281.293457,295.340973,0.000000
1954-04-16,285.594788,301.702972,0.000000
1954-04-17,289.814728,305.620087,0.000000
1954-04-18,291.259827,306.298523,0.000000
1954-04-19,293.231995,304.841797,0.000000
1954-04-20,290.633362,300.548981,0.000000
1954-04-21,286.620056,295.900177,0.000000
1954-04-22,286.028961,294.159210,2.740350
1954-04-23,286.258545,298.557404,0.000000
1954-04-24,289.134521,300.403778,2.327023
1954-04-25,289.531250,302.015991,7.066101
1954-04-26,288.159851,300.369507,3.717012
1954-04-27,288.959534,305.184326,0.000000
1954-04-28,292.855133,304.181824,0.000000
1954-04-29,291.710205,301.329681,0.445064
1954-04-30,291.391205,299.093750,9.615543
1954-05-01,291.068878,299.447205,1.913958
1954-05-02,291.548553,300.612732,0.366331
1954-05-03,291.000549,299.707947,4.831913
1954-05-04,289.785583,297.455780,2.499420
1954-05-05,286.492462,297.185455,0.000000
1954-05-06,288.438171,301.803070,0.000000
1954-05-07,291.517059,304.297211,0.000000
1954-05-08,292.859192,306.674133,0.000000
1954-05-09,294.849487,306.664520,0.000000
1954-05-10,294.990143,305.548584,0.000000
1954-05-11,294.269867,306.069397,0.000000
1954-05-12,294.057159,304.140869,0.286171
1954-05-13,294.651093,301.417297,4.741659
1954-05-14,291.139435,296.776794,3.771076
1954-05-15,291.488831,296.781677,37.165867
1954-05-16,287.430878,296.328705,9.237408
1954-05-17,284.608063,297.276123,0.000000
1954-05-18,287.115082,299.480560,0.000000
1954-05-19,290.256165,301.796600,10.521934
1954-05-20,290.971619,304.175690,4.525687
1954-05-21,292.328796,304.840027,0.000000
1954-05-22,292.678436,304.919220,0.000000
1954-05-23,293.161835,301.803986,0.000000
1954-05-24,289.624573,300.735748,0.000000
1954-05-25,291.103149,303.648956,0.000000
1954-05-26,293.372253,305.669678,0.303547
1954-05-27,292.577362,304.326874,0.000000
1954-05-28,292.250061,299.526642,0.000000
1954-05-29,289.335114,297.337250,0.000000
1954-05-30,288.614410,302.605072,0.000000
1954-05-31,294.079163,305.140625,0.000000
1954-06-01,294.688019,306.020630,1.486598
1954-06-02,295.242157,306.906891,0.000000
1954-06-03,294.093079,306.004028,0.543045
1954-06-04,292.962646,308.468872,0.000000
1954-06-05,293.365875,309.203278,0.000000
1954-06-06,294.905029,311.023682,0.000000
1954-06-07,295.812958,308.375885,0.000000
1954-06-08,295.307007,309.056732,0.000000
1954-06-09,295.528229,307.404938,0.000000
1954-06-10,295.722473,308.261536,1.279869
1954-06-11,295.022644,307.207001,1.264029
1954-06-12,295.242584,306.925629,0.000000
1954-06-13,295.332153,305.913422,4.889469
1954-06-14,296.461304,303.543793,30.489742
1954-06-15,295.460724,300.145111,21.239988
1954-06-16,294.207611,302.925018,5.777703
1954-06-17,293.802887,302.117188,18.223257
1954-06-18,295.324921,305.116272,15.669981
1954-06-19,295.337555,299.709808,48.532413
1954-06-20,292.935333,303.551788,2.573556
1954-06-21,293.391449,303.905182,0.000000
1954-06-22,293.780396,302.417084,0.720673
1954-06-23,293.961426,302.351440,16.257315
1954-06-24,295.981262,304.818726,21.379534
1954-06-25,295.033081,303.151825,32.725021
1954-06-26,294.183044,303.110931,8.839924
1954-06-27,295.732422,305.968445,10.217567
1954-06-28,295.231873,303.381897,11.181189
1954-06-29,293.117798,302.990814,0.539044
1954-06-30,294.964417,303.622467,0.000000
1954-07-01,295.384735,303.935150,0.000000
1954-07-02,294.571320,305.881470,2.827288
1954-07-03,293.554169,307.801178,0.000000
1954-07-04,291.555603,309.109741,0.000000
1954-07-05,295.308014,310.152039,0.000000
1954-07-06,295.892578,309.677765,0.000000
1954-07-07,295.988586,308.719299,0.000000
1954-07-08,296.508362,305.939636,13.328386
1954-07-09,296.091400,304.800110,12.980786
1954-07-10,296.473145,307.109528,1.008953
1954-07-11,296.517700,308.471161,0.000000
1954-07-12,296.817017,309.082275,0.000000
1954-07-13,296.658081,308.631256,0.000000
1954-07-14,296.409210,307.740692,0.000000
1954-07-15,296.325439,307.350952,0.000000
1954-07-16,296.910004,305.846710,0.000000
1954-07-17,296.363098,306.480682,0.000000
1954-07-18,296.700348,307.791260,0.000000
1954-07-19,297.455536,308.514526,0.000000
1954-07-20,297.153748,309.414642,0.000000
1954-07-21,296.332092,309.034943,0.000000
1954-07-22,295.915619,308.415741,0.000000
1954-07-23,296.616119,308.129639,0.000000
1954-07-24,295.884796,307.881866,0.000000
1954-07-25,295.960754,307.175812,2.056854
1954-07-26,295.429657,306.454315,1.695505
1954-07-27,295.036438,306.631531,0.464619
1954-07-28,294.246521,307.502716,0.000000
1954-07-29,294.780487,307.712921,0.000000
1954-07-30,295.254028,308.013641,0.000000
1954-07-31,295.646942,308.016022,0.000000
1954-08-01,296.046661,308.067535,0.000000
1954-08-02,296.787018,308.062805,0.000000
1954-08-03,297.381073,308.459290,3.337773
1954-08-04,297.723816,309.034485,0.000000
1954-08-05,297.941284,309.158020,0.000000
1954-08-06,297.886414,308.990173,0.000000
1954-08-07,297.380798,309.837006,0.802015
1954-08-08,297.905609,310.786102,0.000000
1954-08-09,298.737335,311.742096,0.000000
