#Variables:
#tasmin_HadGEM2-ES365_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-ES365_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-ES365_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-ES365_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-ES365_rcp85(K),tasmax_HadGEM2-ES365_rcp85(K),pr_HadGEM2-ES365_rcp85(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-ES365_rcp85(K),tasmax_HadGEM2-ES365_rcp85(K),pr_HadGEM2-ES365_rcp85(mm)
2017-04-16,292.575806,293.382294,33.379593
2017-04-17,293.231628,298.731628,29.625376
2017-04-18,293.678925,301.726410,14.711556
2017-04-19,292.980988,298.927551,12.247191
2017-04-20,292.657959,302.053040,4.991376
2017-04-21,293.157074,304.264771,1.181060
2017-04-22,290.575409,299.463379,8.528607
2017-04-23,285.523224,289.980530,31.576880
2017-04-24,286.524780,288.828857,26.643250
2017-04-25,289.519745,300.110840,8.041409
2017-04-26,291.778961,300.534821,3.741032
2017-04-27,290.402283,300.830017,0.955575
2017-04-28,289.216797,301.440369,0.000000
2017-04-29,288.764526,300.955383,0.000000
2017-04-30,288.227722,300.193604,0.000000
2017-05-01,287.358582,298.289185,0.000000
2017-05-02,290.473846,300.197540,12.635618
2017-05-03,290.889282,298.536407,10.331151
2017-05-04,290.307281,298.769043,0.896853
2017-05-05,288.991028,299.539154,0.000000
2017-05-06,290.546204,300.649506,0.000000
2017-05-07,290.460754,301.085907,0.381087
2017-05-08,288.090607,300.499939,0.000000
2017-05-09,291.768555,302.395782,0.000000
2017-05-10,293.548187,302.019104,0.000000
2017-05-11,294.894592,301.600311,0.593654
2017-05-12,294.951752,302.368011,0.293822
2017-05-13,294.430084,300.049042,0.000000
2017-05-14,292.979858,300.572205,0.000000
2017-05-15,291.329834,300.285645,0.000000
2017-05-16,289.078400,300.094116,2.032154
2017-05-17,290.977142,300.441010,0.000000
2017-05-18,292.356018,302.023315,0.664263
2017-05-19,292.408691,300.505737,10.827623
2017-05-20,295.616486,304.047821,43.369362
2017-05-21,293.011780,300.417694,44.486694
2017-05-22,294.629303,299.983154,11.235169
2017-05-23,294.490112,300.007446,0.531824
2017-05-24,294.076477,299.961273,8.745048
2017-05-25,293.759521,300.799164,12.834150
2017-05-26,294.436523,303.217926,0.463504
2017-05-27,289.503418,302.324432,0.000000
2017-05-28,289.523224,304.389984,0.000000
2017-05-29,291.645782,302.323181,0.000000
2017-05-30,287.251007,298.690430,0.000000
2017-05-31,288.570984,299.777802,0.000000
2017-06-01,291.919617,300.654877,1.404855
2017-06-02,293.247253,302.179504,0.000000
2017-06-03,293.933502,304.587616,0.000000
2017-06-04,293.655945,304.559998,0.000000
2017-06-05,294.294128,306.089050,0.000000
2017-06-06,294.527618,307.722809,0.000000
2017-06-07,295.097687,308.396820,0.000000
2017-06-08,295.952362,308.155945,0.000000
2017-06-09,297.266663,308.363251,0.000000
2017-06-10,298.484863,308.725128,0.000000
2017-06-11,298.436798,309.251312,1.654502
2017-06-12,297.150116,309.150970,0.000000
2017-06-13,296.679413,308.683502,0.000000
2017-06-14,296.380859,307.904755,0.000000
2017-06-15,295.844330,307.109863,0.000000
2017-06-16,295.317871,306.070831,0.000000
2017-06-17,293.013153,305.918610,0.000000
2017-06-18,293.768768,308.260345,0.000000
2017-06-19,294.442017,310.001923,0.000000
2017-06-20,296.969910,310.973206,0.000000
2017-06-21,298.378387,311.002258,0.572329
2017-06-22,298.568481,310.255432,0.628827
2017-06-23,298.249054,309.848267,0.412355
2017-06-24,297.564270,309.729279,0.000000
2017-06-25,297.041809,310.289551,0.000000
2017-06-26,296.981873,310.139252,0.000000
2017-06-27,297.126129,309.955200,0.000000
2017-06-28,297.578857,309.960480,0.000000
2017-06-29,298.002319,310.367676,0.000000
2017-06-30,297.241638,310.887970,0.000000
2017-07-01,296.946259,311.826965,0.000000
2017-07-02,297.268677,313.336670,0.000000
2017-07-03,299.020966,314.404846,0.000000
2017-07-04,299.393341,314.032288,0.000000
2017-07-05,298.108521,311.441467,0.000000
2017-07-06,297.908569,308.580444,10.639635
2017-07-07,298.040436,307.232605,22.816998
2017-07-08,297.289154,302.322327,33.587753
2017-07-09,297.050049,299.879822,52.491959
2017-07-10,296.373322,300.618896,23.942537
2017-07-11,298.400391,303.799591,8.101127
2017-07-12,298.356262,303.625824,9.310381
2017-07-13,298.142944,304.147705,7.356154
2017-07-14,297.272827,303.066223,2.332037
2017-07-15,297.611511,303.426727,8.818062
2017-07-16,297.318390,302.510406,6.665564
2017-07-17,297.127319,302.739655,2.627131
2017-07-18,297.489258,303.455750,6.848633
2017-07-19,297.539673,302.856873,8.812449
2017-07-20,296.876068,301.809235,8.463012
2017-07-21,296.450562,302.365234,23.541735
2017-07-22,297.590607,303.147308,4.825121
2017-07-23,297.456970,305.448730,0.000000
2017-07-24,297.151367,306.399536,0.000000
2017-07-25,297.039612,305.291382,0.000000
2017-07-26,297.479828,305.249908,0.000000
2017-07-27,297.742432,305.612518,1.899575
2017-07-28,297.501190,307.629944,3.684798
2017-07-29,297.555695,308.125793,0.000000
2017-07-30,296.741791,308.146606,0.429195
2017-07-31,296.913422,307.895752,0.000000
2017-08-01,296.782837,308.866547,0.000000
2017-08-02,295.420685,309.160126,0.000000
2017-08-03,295.881714,309.445496,0.000000
2017-08-04,296.597229,310.075958,0.000000
2017-08-05,297.417267,309.663452,0.000000
2017-08-06,295.946838,309.678101,0.000000
2017-08-07,296.225342,309.621704,0.000000
2017-08-08,297.050720,309.288208,0.000000
2017-08-09,297.046967,308.047485,0.516495
2017-08-10,297.717255,307.141541,4.649854
2017-08-11,297.346832,307.326019,4.305582
2017-08-12,297.110931,309.024231,1.673215
2017-08-13,297.323456,309.551422,1.930291
2017-08-14,297.317200,309.639374,0.000000
2017-08-15,295.527710,309.406616,0.000000
2017-08-16,295.285065,309.082245,0.000000
2017-08-17,297.444122,307.981232,0.000000
2017-08-18,297.159454,309.337616,0.000000
2017-08-19,297.156189,308.570923,0.000000
2017-08-20,296.710052,308.928192,0.000000
2017-08-21,296.639008,309.519867,0.000000
2017-08-22,297.215515,309.990021,0.000000
2017-08-23,298.308777,309.188324,0.000000
2017-08-24,298.308685,309.319672,0.000000
2017-08-25,297.324219,309.268524,0.000000
2017-08-26,297.217621,310.643311,0.484988
2017-08-27,297.302307,311.600403,7.655448
2017-08-28,298.294495,311.040588,3.918559
2017-08-29,297.013794,308.574768,1.757905
2017-08-30,294.426453,308.451447,0.000000
2017-08-31,294.709534,307.366058,0.630691
2017-09-01,296.889984,307.907440,2.722692
2017-09-02,297.294128,309.131378,0.000000
2017-09-03,296.307373,309.624542,0.000000
2017-09-04,295.547607,309.948212,0.000000
2017-09-05,294.928131,309.248291,0.000000
2017-09-06,295.448547,309.370514,0.000000
2017-09-07,295.541229,309.302399,0.000000
2017-09-08,295.983826,308.762360,0.000000
2017-09-09,295.811676,306.855804,1.488678
2017-09-10,295.649200,305.222687,1.101787
2017-09-11,294.567688,304.124115,6.318458
2017-09-12,292.874542,303.510864,8.422071
2017-09-13,294.850616,304.002136,26.718012
2017-09-14,295.422943,303.891174,65.691994
2017-09-15,295.887939,305.718628,18.671696
2017-09-16,297.810974,304.027740,1.371088
2017-09-17,296.871948,304.848145,0.000000
2017-09-18,296.470062,304.278198,0.000000
2017-09-19,296.464722,302.836121,2.190513
2017-09-20,295.459778,301.754669,1.325211
2017-09-21,293.813019,300.968811,1.010756
2017-09-22,294.061127,303.168945,0.000000
2017-09-23,294.855957,304.401520,0.348209
2017-09-24,295.783142,304.144928,0.000000
2017-09-25,295.431061,301.738892,11.274423
2017-09-26,292.349670,300.653656,23.185667
2017-09-27,287.241211,296.258118,4.945588
2017-09-28,286.970947,298.002045,0.000000
2017-09-29,287.531494,298.937775,0.000000
2017-09-30,288.067932,299.782227,0.000000
2017-10-01,291.136536,302.039093,3.090729
2017-10-02,291.525116,302.170044,4.984905
2017-10-03,287.798889,299.282684,0.000000
2017-10-04,285.227264,298.067841,0.000000
2017-10-05,284.273773,298.167084,0.000000
2017-10-06,287.694092,299.563141,0.000000
2017-10-07,287.537109,296.075928,0.781838
2017-10-08,288.614960,300.876617,0.298605
2017-10-09,287.821228,301.740387,0.000000
2017-10-10,289.757843,299.986938,1.709481
2017-10-11,288.781036,297.310516,0.000000
2017-10-12,289.078461,293.233276,0.000000
2017-10-13,285.445404,296.988495,0.000000
2017-10-14,283.404022,298.254944,0.000000
2017-10-15,281.785187,298.499390,0.000000
2017-10-16,281.554626,299.046143,0.000000
2017-10-17,282.031403,299.941681,0.000000
2017-10-18,281.790436,300.415405,0.000000
2017-10-19,282.491150,302.530579,0.000000
2017-10-20,285.221954,302.982666,0.000000
2017-10-21,289.040253,302.282196,0.000000
2017-10-22,288.333435,302.336243,0.000000
2017-10-23,288.990509,302.675995,0.000000
2017-10-24,289.031311,302.739624,0.000000
2017-10-25,289.354340,302.913239,0.000000
2017-10-26,288.787292,303.028809,0.000000
2017-10-27,288.306427,303.251984,0.000000
2017-10-28,290.191162,304.764221,0.000000
2017-10-29,290.674957,304.312073,0.000000
2017-10-30,292.174957,303.832733,0.000000
2017-10-31,293.643036,303.681366,0.000000
2017-11-01,295.142975,303.935852,0.000000
2017-11-02,290.573273,301.977844,7.446954
2017-11-03,279.920929,300.250092,0.000000
2017-11-04,280.061523,300.318237,0.000000
2017-11-05,283.744720,302.215240,0.000000
2017-11-06,286.060181,303.578430,0.000000
2017-11-07,288.181458,303.227295,0.000000
2017-11-08,290.469543,302.540649,0.000000
2017-11-09,294.061462,302.191193,0.000000
2017-11-10,292.973602,301.883209,0.000000
2017-11-11,293.702332,303.682007,2.625048
2017-11-12,292.891357,301.666565,0.339846
2017-11-13,289.719879,296.612366,104.688278
2017-11-14,287.373047,295.241272,130.639236
2017-11-15,285.230469,290.367828,32.316395
2017-11-16,289.620789,294.760620,0.000000
2017-11-17,288.873688,297.213287,0.000000
2017-11-18,287.861481,299.217468,0.000000
2017-11-19,287.106628,300.169434,0.000000
2017-11-20,283.728058,296.047424,0.000000
2017-11-21,277.537720,290.050446,0.000000
2017-11-22,274.398041,289.734772,0.000000
2017-11-23,279.759369,293.865570,0.000000
2017-11-24,284.989441,296.653259,0.000000
2017-11-25,281.983643,295.111115,0.000000
2017-11-26,278.220123,290.245422,0.000000
2017-11-27,277.118347,292.208252,0.000000
2017-11-28,279.698730,294.724884,0.000000
2017-11-29,280.381866,296.528900,0.000000
2017-11-30,278.794708,297.621490,0.000000
2017-12-01,284.723877,299.135162,0.000000
2017-12-02,288.412659,300.470337,0.000000
2017-12-03,286.970703,298.189880,0.000000
2017-12-04,284.955109,296.270660,0.000000
2017-12-05,287.950775,299.203064,0.315469
2017-12-06,288.853394,298.864288,0.000000
2017-12-07,284.475067,294.581665,2.521310
2017-12-08,280.084869,291.414154,0.622523
2017-12-09,280.660522,288.068054,1.931824
2017-12-10,276.487640,286.012482,0.000000
2017-12-11,273.474762,290.370575,0.000000
2017-12-12,275.862122,289.272095,0.000000
2017-12-13,278.828979,286.940765,0.442117
2017-12-14,277.951355,285.950836,0.293452
2017-12-15,269.240784,284.840027,0.778486
2017-12-16,265.790100,285.571838,0.000000
2017-12-17,272.942444,288.350189,0.000000
2017-12-18,276.884705,289.485107,0.000000
2017-12-19,275.348145,286.855865,0.000000
2017-12-20,271.632843,287.065948,0.000000
2017-12-21,276.530304,287.794342,0.000000
2017-12-22,280.867493,286.498810,0.797638
2017-12-23,276.884399,285.647400,0.000000
2017-12-24,279.348114,286.934418,0.382132
2017-12-25,275.484467,285.994507,0.000000
2017-12-26,271.625000,286.806610,0.000000
2017-12-27,275.358337,287.966461,0.000000
2017-12-28,278.408783,287.781158,1.092228
2017-12-29,283.798218,291.632996,32.593727
2017-12-30,281.593811,289.035400,1.152989
2017-12-31,282.294006,290.970581,1.906740
2018-01-01,287.064697,297.473877,6.086069
2018-01-02,280.201202,297.195496,0.000000
2018-01-03,284.714172,298.798187,0.000000
2018-01-04,280.201965,294.967285,0.000000
2018-01-05,278.035095,289.062897,0.385134
2018-01-06,272.479797,286.196289,0.000000
2018-01-07,275.438049,290.911316,0.000000
2018-01-08,277.670288,293.699738,0.000000
2018-01-09,279.271515,294.142731,0.000000
2018-01-10,281.518036,294.402222,0.000000
2018-01-11,285.200714,296.765289,0.000000
2018-01-12,287.113159,298.232422,2.638677
2018-01-13,285.130341,294.406586,0.822806
2018-01-14,280.642578,293.940308,0.000000
2018-01-15,276.040405,295.295471,0.000000
2018-01-16,278.508484,295.484467,0.000000
2018-01-17,281.247009,295.619720,0.000000
2018-01-18,285.450684,295.957245,0.592180
2018-01-19,288.336975,297.793060,6.878488
2018-01-20,287.391998,298.311310,1.683548
2018-01-21,282.785370,298.067932,0.000000
2018-01-22,284.815704,295.439606,2.476304
2018-01-23,280.590820,289.857635,5.835213
2018-01-24,276.666901,283.726410,4.914823
2018-01-25,278.352020,282.818542,0.000000
2018-01-26,281.632904,288.286560,8.055093
2018-01-27,279.789154,284.423706,10.932200
2018-01-28,274.536865,283.702759,5.059698
2018-01-29,274.323761,282.986938,0.000000
2018-01-30,275.756134,283.484863,0.000000
2018-01-31,276.392639,283.067657,0.000000
2018-02-01,275.415344,285.090057,0.513737
2018-02-02,278.110077,285.404175,6.797163
2018-02-03,282.428253,286.844147,11.136617
2018-02-04,282.416107,286.266693,10.718356
2018-02-05,280.104645,282.997223,9.517092
2018-02-06,278.137665,285.615509,4.403405
2018-02-07,275.412445,282.214905,0.000000
2018-02-08,278.549377,282.900391,1.580845
2018-02-09,279.288086,287.681244,0.691796
2018-02-10,279.373474,292.034058,0.000000
2018-02-11,282.838806,293.011292,1.038849
2018-02-12,278.730591,291.670288,1.106182
2018-02-13,272.933838,287.016479,0.000000
2018-02-14,273.523346,286.562073,0.000000
2018-02-15,278.838928,290.859497,0.000000
2018-02-16,283.833496,294.320068,0.000000
2018-02-17,285.468048,295.406006,4.819912
2018-02-18,283.578857,295.731384,3.241454
2018-02-19,280.405548,295.619904,0.000000
2018-02-20,280.711273,298.296204,0.000000
2018-02-21,284.056244,297.414368,1.831460
2018-02-22,280.060120,293.083221,11.340808
2018-02-23,277.213562,289.971741,1.374445
2018-02-24,277.699158,292.434814,0.000000
2018-02-25,276.660217,294.037476,0.000000
2018-02-26,279.962708,297.717468,0.000000
2018-02-27,281.533539,300.295319,0.000000
2018-02-28,280.220917,297.871643,0.000000
2018-03-01,280.532196,300.833771,0.000000
2018-03-02,284.597992,299.592194,0.000000
2018-03-03,285.048553,299.314026,0.000000
2018-03-04,276.990570,293.786560,0.385290
2018-03-05,276.395172,280.109863,0.000000
2018-03-06,276.437317,284.740631,0.000000
2018-03-07,280.577271,289.832550,0.000000
2018-03-08,285.627289,295.087738,0.342314
2018-03-09,289.208099,299.736877,1.227630
2018-03-10,286.687714,302.803711,0.000000
2018-03-11,287.618134,297.700409,7.354095
2018-03-12,284.684082,289.203430,34.735996
2018-03-13,281.498260,284.814056,18.883629
2018-03-14,281.936554,286.229492,18.611162
2018-03-15,282.927338,287.249969,7.031866
2018-03-16,283.654785,293.114319,0.000000
2018-03-17,283.301208,293.641602,0.000000
2018-03-18,286.171783,294.752625,0.000000
2018-03-19,280.054321,290.281372,0.000000
2018-03-20,274.639771,290.297272,0.000000
2018-03-21,277.143219,291.457947,0.333078
2018-03-22,278.860931,294.135406,0.000000
2018-03-23,280.663971,294.610687,0.356852
2018-03-24,283.272919,295.146088,1.469227
2018-03-25,283.411926,294.671753,0.000000
2018-03-26,283.413208,295.460236,0.350799
2018-03-27,283.310852,296.716339,0.000000
2018-03-28,285.181000,300.277496,0.000000
2018-03-29,287.493896,303.924896,0.000000
2018-03-30,289.246063,305.465118,0.000000
2018-03-31,286.766571,306.709259,0.000000
2018-04-01,285.514099,306.559906,0.000000
2018-04-02,285.822174,304.529694,0.000000
2018-04-03,288.065796,301.951294,0.000000
2018-04-04,287.265259,303.098236,0.000000
2018-04-05,287.630737,303.309692,0.000000
2018-04-06,289.558105,302.341187,0.000000
2018-04-07,290.812347,301.945984,2.581345
2018-04-08,287.576538,295.732483,2.705007
2018-04-09,283.779022,298.009674,0.000000
2018-04-10,281.652832,299.885681,0.000000
2018-04-11,283.515259,300.901672,0.000000
2018-04-12,286.933563,299.345856,0.000000
2018-04-13,288.806488,297.233032,0.000000
2018-04-14,289.747711,297.700043,0.000000
2018-04-15,289.920685,297.980774,0.000000
2018-04-16,290.222260,296.668945,0.000000
2018-04-17,286.999237,290.346436,4.050840
2018-04-18,288.811523,297.294464,0.381881
2018-04-19,288.219910,300.273712,0.000000
2018-04-20,287.807770,300.383026,0.000000
2018-04-21,287.441010,301.916565,0.000000
2018-04-22,288.270355,302.925110,0.000000
2018-04-23,289.452728,302.038239,0.000000
2018-04-24,290.927948,298.924683,2.419334
2018-04-25,288.500885,296.083740,2.060317
2018-04-26,286.340698,295.955139,0.000000
2018-04-27,285.670044,298.176056,0.000000
2018-04-28,287.724060,298.170502,0.000000
2018-04-29,287.590393,300.044189,0.378935
2018-04-30,287.489960,300.313293,0.371149
2018-05-01,288.619202,298.281677,0.000000
2018-05-02,286.226776,300.834381,0.000000
2018-05-03,286.840027,302.520905,0.000000
2018-05-04,288.932953,302.525574,0.000000
2018-05-05,291.466187,302.396851,0.000000
2018-05-06,291.640137,304.941803,0.348888
2018-05-07,290.820038,306.573730,0.000000
2018-05-08,291.471832,305.004761,0.000000
2018-05-09,292.295654,303.778198,0.000000
2018-05-10,292.622284,305.489563,0.000000
2018-05-11,292.297150,306.402100,0.000000
2018-05-12,292.601624,306.730499,0.000000
2018-05-13,293.568146,307.285095,0.000000
2018-05-14,293.706848,309.475525,0.000000
2018-05-15,293.022858,311.376862,0.000000
2018-05-16,292.866943,309.735596,0.000000
2018-05-17,294.086609,307.927917,0.000000
2018-05-18,294.024872,305.395020,0.000000
2018-05-19,294.290253,305.078003,0.000000
2018-05-20,293.545197,304.481140,4.003308
2018-05-21,293.710938,305.081116,12.999232
2018-05-22,293.508240,303.047638,3.410025
2018-05-23,292.865082,305.289185,0.782184
2018-05-24,292.950989,309.676666,0.000000
2018-05-25,294.370056,311.112183,0.000000
2018-05-26,294.433014,310.662567,0.000000
2018-05-27,294.907990,309.201965,0.000000
2018-05-28,296.679871,309.011108,0.000000
2018-05-29,295.944000,311.273346,0.000000
2018-05-30,295.982300,310.522125,0.000000
2018-05-31,296.399323,311.163513,0.000000
2018-06-01,296.590546,310.488403,0.000000
2018-06-02,296.712860,310.219757,0.000000
2018-06-03,297.032043,310.819733,1.096841
2018-06-04,296.580078,309.581482,0.000000
2018-06-05,296.658661,308.886871,0.000000
2018-06-06,296.673981,309.811584,0.000000
2018-06-07,297.394531,310.825684,0.313047
2018-06-08,298.560913,312.048828,0.000000
2018-06-09,297.622681,311.793152,0.000000
2018-06-10,297.055725,311.233398,0.000000
2018-06-11,296.937378,311.477081,0.000000
2018-06-12,297.650085,311.607330,0.000000
2018-06-13,297.415253,311.979919,0.000000
2018-06-14,297.540833,313.570282,11.068266
2018-06-15,295.525970,309.793335,2.615138
2018-06-16,297.068573,310.419403,2.329634
2018-06-17,298.673615,310.943939,3.734600
2018-06-18,299.068451,311.074310,2.140338
2018-06-19,299.153168,311.755524,0.000000
2018-06-20,298.543304,311.836975,0.000000
2018-06-21,299.175171,310.735382,5.322180
2018-06-22,298.702667,309.826263,2.125905
2018-06-23,295.889771,309.343842,1.539523
2018-06-24,294.959412,310.302032,1.704762
2018-06-25,294.370972,312.125092,0.000000
2018-06-26,296.364838,312.349304,0.000000
2018-06-27,298.379395,310.909607,3.365831
2018-06-28,298.352814,310.956512,3.332306
2018-06-29,297.822510,310.861084,1.267164
2018-06-30,297.520630,311.301910,2.610132
2018-07-01,297.983368,311.254089,2.086950
2018-07-02,298.758087,310.646606,3.532325
2018-07-03,299.357880,308.335358,8.090302
2018-07-04,299.287018,309.588959,1.062513
2018-07-05,299.004242,309.869446,0.000000
2018-07-06,298.378937,310.344818,0.785870
2018-07-07,298.449982,311.420959,0.000000
2018-07-08,298.295685,311.529999,0.000000
2018-07-09,298.138550,310.581116,1.805037
2018-07-10,298.042084,309.740051,1.834326
2018-07-11,297.480713,310.223389,0.000000
2018-07-12,297.228241,311.306427,0.000000
2018-07-13,297.727020,312.021667,0.000000
2018-07-14,298.422852,311.741974,0.000000
2018-07-15,298.119293,311.829071,0.000000
2018-07-16,298.284180,311.921417,0.000000
2018-07-17,298.484283,312.643890,0.000000
2018-07-18,298.247070,312.308228,0.000000
2018-07-19,297.990845,312.295197,0.000000
2018-07-20,297.653503,312.573914,0.000000
2018-07-21,297.922607,312.299164,0.309684
2018-07-22,297.882477,311.329529,0.000000
2018-07-23,297.720673,310.863708,0.000000
2018-07-24,298.024689,312.389404,0.000000
2018-07-25,298.607483,313.203827,0.000000
2018-07-26,298.478912,313.209229,0.000000
2018-07-27,299.216492,313.620026,0.597885
2018-07-28,299.871094,314.332672,0.000000
2018-07-29,301.030884,313.746979,0.000000
2018-07-30,300.418976,313.044281,0.296023
2018-07-31,299.011475,312.032928,0.000000
2018-08-01,297.826447,312.521393,0.000000
2018-08-02,296.817993,312.767731,0.000000
2018-08-03,296.372498,312.371521,0.000000
2018-08-04,298.759827,312.659882,0.973868
2018-08-05,298.916809,313.639587,0.000000
2018-08-06,299.335510,313.466522,0.000000
2018-08-07,298.449768,313.065552,0.000000
2018-08-08,298.143982,313.029999,0.000000
2018-08-09,297.958527,312.674622,0.000000
2018-08-10,298.226562,312.820923,0.000000
2018-08-11,298.980957,313.052765,0.000000
2018-08-12,298.293884,312.986572,0.000000
2018-08-13,298.206726,313.352142,0.000000
2018-08-14,298.385590,313.198608,0.000000
2018-08-15,298.806915,312.966858,0.000000
2018-08-16,298.894226,313.144928,0.000000
2018-08-17,299.447235,313.292480,0.000000
2018-08-18,299.057892,313.202332,0.000000
2018-08-19,298.762909,312.746918,0.000000
2018-08-20,298.073395,312.953430,0.000000
2018-08-21,297.528961,313.605713,0.000000
2018-08-22,297.800629,312.733459,0.000000
2018-08-23,298.345551,311.396149,0.000000
2018-08-24,298.307434,312.330322,0.000000
2018-08-25,297.997040,313.095642,0.000000
2018-08-26,297.120056,313.801453,0.000000
2018-08-27,297.295044,314.889923,0.000000
2018-08-28,297.543091,314.710693,0.000000
2018-08-29,298.886139,313.369385,0.000000
2018-08-30,298.003754,311.383545,0.000000
2018-08-31,298.063446,308.962555,0.667165
2018-09-01,299.339294,309.101440,0.000000
2018-09-02,300.748688,308.915009,0.530983
2018-09-03,299.373932,309.147339,1.521060
2018-09-04,297.899078,308.995575,2.570163
2018-09-05,298.062836,307.766205,5.887695
2018-09-06,299.332733,307.396057,5.408910
2018-09-07,299.355835,308.443420,0.576788
2018-09-08,299.577911,308.886047,0.618536
2018-09-09,299.050507,307.642395,2.608573
2018-09-10,297.225250,306.628510,15.983420
2018-09-11,294.141724,307.315063,11.745345
2018-09-12,296.306061,307.183868,8.164493
2018-09-13,297.040985,308.035706,7.245580
2018-09-14,294.616547,305.860718,19.642324
2018-09-15,292.248474,303.833282,13.872586
2018-09-16,293.960663,300.640778,8.668977
2018-09-17,296.550140,302.449280,4.635378
2018-09-18,296.534363,299.141754,2.352447
2018-09-19,296.054321,299.014435,7.534678
2018-09-20,294.788452,299.065552,1.330851
2018-09-21,293.478516,299.159912,2.070598
2018-09-22,295.886108,301.403870,4.567749
2018-09-23,291.350037,301.240540,2.165489
2018-09-24,288.505035,302.056030,0.000000
2018-09-25,288.206146,303.483643,0.000000
2018-09-26,289.108612,304.080109,0.000000
2018-09-27,290.141846,304.857361,0.000000
2018-09-28,290.405029,305.840759,0.000000
2018-09-29,290.456390,305.856445,0.000000
2018-09-30,290.103058,305.885071,0.000000
2018-10-01,291.908081,306.453125,0.000000
2018-10-02,294.824463,305.876831,0.871087
2018-10-03,297.480438,304.938660,2.402447
2018-10-04,298.815186,305.225220,0.000000
2018-10-05,296.742065,306.597626,0.000000
2018-10-06,296.279053,306.133759,0.000000
2018-10-07,295.402344,305.850983,0.000000
2018-10-08,292.927795,304.889771,0.000000
2018-10-09,290.571869,305.126556,0.000000
2018-10-10,291.121948,305.573395,0.000000
2018-10-11,294.034576,306.421844,0.000000
2018-10-12,293.562927,305.886780,5.092865
2018-10-13,289.004791,301.584808,7.493114
2018-10-14,284.514282,295.372559,0.000000
2018-10-15,280.068207,298.051575,0.000000
2018-10-16,281.785339,299.650024,0.000000
2018-10-17,283.430634,300.422821,0.000000
2018-10-18,283.752350,301.149231,0.000000
2018-10-19,285.792450,301.672607,0.000000
2018-10-20,287.315979,301.457855,0.000000
2018-10-21,288.340698,300.471313,0.000000
2018-10-22,288.589569,302.107605,0.000000
2018-10-23,286.915253,301.943146,0.000000
2018-10-24,286.136536,301.882294,0.000000
2018-10-25,288.686554,302.024719,0.000000
2018-10-26,289.508423,302.210510,0.000000
2018-10-27,290.231079,300.929077,0.973436
2018-10-28,291.552612,300.593384,13.454711
2018-10-29,293.488617,303.183655,3.717132
2018-10-30,292.448059,301.481720,2.017906
2018-10-31,292.731598,302.176880,0.546756
2018-11-01,293.818359,302.451752,0.909732
2018-11-02,293.246185,301.330933,7.511178
2018-11-03,292.506378,300.811127,15.827271
2018-11-04,290.631958,301.580048,4.420825
2018-11-05,290.386200,300.543243,0.325619
2018-11-06,289.541229,300.732300,0.561642
2018-11-07,287.668732,301.375641,0.000000
2018-11-08,289.873413,301.663940,0.000000
2018-11-09,288.292664,299.357452,0.000000
2018-11-10,282.028961,295.242737,0.000000
2018-11-11,276.622833,294.204102,0.000000
2018-11-12,278.002716,297.751526,0.000000
2018-11-13,281.874695,299.952850,0.000000
2018-11-14,283.340332,299.560150,0.000000
2018-11-15,287.605225,300.890198,0.000000
2018-11-16,290.286560,302.244232,0.000000
2018-11-17,291.158447,301.929993,1.649769
2018-11-18,290.332153,301.624390,0.000000
2018-11-19,283.269073,301.797119,0.000000
2018-11-20,285.019348,302.322510,0.000000
2018-11-21,282.728790,301.561920,0.000000
2018-11-22,279.218445,298.074951,0.000000
2018-11-23,277.379791,294.486328,0.000000
2018-11-24,276.123566,296.024689,0.000000
2018-11-25,278.524658,298.873291,0.000000
2018-11-26,282.482391,300.136963,0.000000
2018-11-27,287.541107,302.146118,0.000000
2018-11-28,285.316223,300.931061,0.000000
2018-11-29,279.155548,293.235870,0.000000
2018-11-30,278.907928,287.294983,5.530598
2018-12-01,278.527405,287.206512,5.561874
2018-12-02,276.461060,292.215393,0.000000
2018-12-03,277.166351,294.068970,0.000000
2018-12-04,279.477386,295.848541,0.000000
2018-12-05,283.301147,297.783356,0.000000
2018-12-06,285.334137,298.262970,0.816985
2018-12-07,286.160797,297.933197,0.000000
2018-12-08,285.562103,297.835449,0.000000
2018-12-09,286.728363,298.801331,0.000000
2018-12-10,289.325684,301.105499,0.000000
2018-12-11,289.785370,301.345154,0.000000
2018-12-12,289.619995,300.533142,1.908681
2018-12-13,280.819855,291.057251,8.581285
2018-12-14,277.916809,284.467133,0.670647
2018-12-15,277.544403,286.172241,0.000000
2018-12-16,279.897583,291.495300,0.000000
2018-12-17,284.592865,293.448669,0.686916
