#Variables:
#tasmin_MIROC-ESM-CHEM_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM-CHEM_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM-CHEM_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM-CHEM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM-CHEM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM-CHEM_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_rcp85(K),tasmax_MIROC-ESM-CHEM_rcp85(K),pr_MIROC-ESM-CHEM_rcp85(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM-CHEM_rcp85(K),tasmax_MIROC-ESM-CHEM_rcp85(K),pr_MIROC-ESM-CHEM_rcp85(mm)
2019-02-20,282.534393,297.144897,0.000000
2019-02-21,282.100189,290.657135,2.078485
2019-02-22,283.201630,300.532593,7.604820
2019-02-23,287.690552,297.619843,0.707701
2019-02-24,282.631866,298.832214,0.000000
2019-02-25,284.688171,295.886169,13.510363
2019-02-26,287.610077,295.298645,17.720366
2019-02-27,288.506195,297.687500,27.808912
2019-02-28,281.381897,292.236084,5.269465
2019-03-01,280.711060,297.417145,0.000000
2019-03-02,286.264862,292.103729,0.484265
2019-03-03,282.115021,290.068115,0.000000
2019-03-04,284.788574,299.387634,0.000000
2019-03-05,287.480072,301.797943,0.000000
2019-03-06,288.494751,297.903778,0.000000
2019-03-07,285.238068,292.941772,0.000000
2019-03-08,275.041931,287.353394,0.000000
2019-03-09,276.664246,286.697632,0.000000
2019-03-10,277.996002,283.755981,7.626699
2019-03-11,285.999542,292.629303,24.863894
2019-03-12,286.251312,292.872894,17.286093
2019-03-13,286.133209,290.356262,15.669439
2019-03-14,291.437744,296.857147,36.001278
2019-03-15,290.159119,299.102905,27.976950
2019-03-16,286.123993,292.632843,0.000000
2019-03-17,278.691132,289.008728,0.000000
2019-03-18,280.218353,295.941101,0.000000
2019-03-19,282.045197,294.552277,0.000000
2019-03-20,283.589996,300.952606,0.000000
2019-03-21,289.543610,300.371368,1.422151
2019-03-22,290.204651,295.640778,1.556836
2019-03-23,287.842316,297.839233,0.000000
2019-03-24,282.799377,301.144318,0.000000
2019-03-25,286.160583,295.252930,0.350076
2019-03-26,283.075623,297.885040,0.000000
2019-03-27,287.509583,298.976044,0.000000
2019-03-28,285.340759,295.381500,0.298307
2019-03-29,289.124969,295.525330,0.000000
2019-03-30,291.007416,301.518372,8.472328
2019-03-31,286.119751,298.425262,0.000000
2019-04-01,280.570465,294.725922,0.000000
2019-04-02,278.939880,291.551056,13.686714
2019-04-03,280.360748,284.395782,9.459937
2019-04-04,276.232086,284.019745,0.000000
2019-04-05,282.734131,289.457611,0.000000
2019-04-06,285.727570,293.675842,0.000000
2019-04-07,282.910675,301.532501,0.000000
2019-04-08,285.574066,302.120453,0.000000
2019-04-09,289.847229,297.929962,2.484038
2019-04-10,288.729248,298.805542,0.000000
2019-04-11,287.455658,302.203156,0.362965
2019-04-12,285.167480,304.662903,0.000000
2019-04-13,287.455109,302.148193,0.000000
2019-04-14,278.929352,294.032257,0.000000
2019-04-15,276.043121,298.347229,0.000000
2019-04-16,280.930450,288.549683,0.000000
2019-04-17,290.543823,297.569824,21.697483
2019-04-18,286.245300,299.861572,2.213199
2019-04-19,285.978699,300.242493,0.000000
2019-04-20,285.276855,301.609406,0.000000
2019-04-21,284.755554,303.840179,0.000000
2019-04-22,286.230530,304.225922,0.000000
2019-04-23,291.075623,300.737549,0.437646
2019-04-24,288.612579,302.965546,0.000000
2019-04-25,289.616058,305.164917,0.000000
2019-04-26,289.968964,299.527130,0.000000
2019-04-27,285.481323,296.111877,0.000000
2019-04-28,293.355164,300.937469,14.349556
2019-04-29,291.499664,304.662964,0.000000
2019-04-30,288.193542,305.255890,0.000000
2019-05-01,289.993988,299.461334,0.000000
2019-05-02,290.267456,302.930695,0.473904
2019-05-03,289.129761,302.724426,0.000000
2019-05-04,287.973938,303.022430,0.000000
2019-05-05,289.179474,301.888641,0.000000
2019-05-06,287.459015,300.858398,0.000000
2019-05-07,290.962524,302.988068,0.000000
2019-05-08,290.724731,306.489990,0.000000
2019-05-09,290.736847,305.734467,0.000000
2019-05-10,288.098999,303.174591,0.000000
2019-05-11,287.543060,299.926270,0.000000
2019-05-12,285.899017,301.918732,0.000000
2019-05-13,287.459595,298.579407,0.000000
2019-05-14,286.829132,304.799072,0.000000
2019-05-15,292.137207,299.888123,0.000000
2019-05-16,289.273682,302.422729,0.356390
2019-05-17,291.064667,304.615723,0.000000
2019-05-18,293.623230,302.854584,8.875139
2019-05-19,287.676727,305.672791,0.366275
2019-05-20,289.916412,309.664520,0.000000
2019-05-21,292.601837,308.138672,0.310183
2019-05-22,295.978241,308.883972,0.000000
2019-05-23,296.759369,307.629700,0.400930
2019-05-24,297.004395,306.417908,0.000000
2019-05-25,295.096313,305.631714,0.000000
2019-05-26,295.096619,305.136292,0.564815
2019-05-27,296.179871,305.201080,0.000000
2019-05-28,296.568604,308.291260,0.000000
2019-05-29,294.689056,307.652985,0.000000
2019-05-30,295.429565,307.949402,0.000000
2019-05-31,296.211578,307.600403,0.000000
2019-06-01,293.932678,308.103912,0.000000
2019-06-02,295.546112,308.923981,0.000000
2019-06-03,293.847687,310.005188,0.000000
2019-06-04,297.263611,307.280670,0.000000
2019-06-05,296.505005,305.744843,4.938361
2019-06-06,297.138062,302.212128,25.033836
2019-06-07,295.837097,306.552795,7.211444
2019-06-08,295.899445,310.337128,0.000000
2019-06-09,296.182434,308.588531,0.000000
2019-06-10,298.477509,304.440735,6.055403
2019-06-11,296.087250,306.332947,0.307666
2019-06-12,295.715668,305.893677,0.000000
2019-06-13,294.022186,307.126129,0.000000
2019-06-14,296.210175,308.487396,0.000000
2019-06-15,296.706604,308.394775,0.000000
2019-06-16,297.158539,308.205536,0.000000
2019-06-17,296.702667,306.774048,0.000000
2019-06-18,295.665192,305.905579,0.000000
2019-06-19,296.331268,306.229675,0.000000
2019-06-20,296.750031,307.273438,0.000000
2019-06-21,296.591125,309.297729,0.000000
2019-06-22,296.557587,309.947083,0.000000
2019-06-23,295.946625,309.609192,0.000000
2019-06-24,296.867737,310.835449,0.000000
2019-06-25,298.300201,311.957062,0.000000
2019-06-26,298.722137,312.259338,0.000000
2019-06-27,298.779205,311.814087,0.672327
2019-06-28,299.060760,312.282196,0.000000
2019-06-29,299.155914,312.098846,0.000000
2019-06-30,299.115265,313.034698,0.000000
2019-07-01,299.023743,312.534149,0.000000
2019-07-02,299.275177,309.549683,0.000000
2019-07-03,297.597290,307.006378,0.000000
2019-07-04,296.935425,308.414612,0.000000
2019-07-05,297.913971,313.086609,2.495972
2019-07-06,298.623657,312.905670,0.000000
2019-07-07,298.761353,311.414673,0.000000
2019-07-08,298.160187,309.014526,0.000000
2019-07-09,297.708710,307.563629,2.865020
2019-07-10,297.042847,311.325836,0.000000
2019-07-11,297.842407,310.382050,0.000000
2019-07-12,297.998413,307.986786,2.418143
2019-07-13,296.935852,308.065552,0.000000
2019-07-14,297.986542,309.109833,0.000000
2019-07-15,297.333008,309.064514,0.000000
2019-07-16,296.683685,305.507935,1.174205
2019-07-17,296.769257,305.383514,0.000000
2019-07-18,296.950867,307.448639,0.000000
2019-07-19,296.703003,307.732025,0.000000
2019-07-20,296.658569,307.589508,0.000000
2019-07-21,297.084534,306.925110,0.000000
2019-07-22,297.200531,309.553162,0.000000
2019-07-23,298.490265,311.014923,0.000000
2019-07-24,298.832611,311.106171,0.000000
2019-07-25,298.543915,310.367218,3.722879
2019-07-26,297.198853,310.615265,0.000000
2019-07-27,296.637848,309.757690,0.000000
2019-07-28,296.897064,310.286865,0.000000
2019-07-29,297.244385,309.786652,0.000000
2019-07-30,297.642731,310.687500,0.000000
2019-07-31,297.809082,312.732208,0.000000
2019-08-01,298.307098,312.578491,0.000000
2019-08-02,298.528717,311.913239,0.000000
2019-08-03,297.912964,310.683197,0.000000
2019-08-04,297.133087,310.108063,0.000000
2019-08-05,297.232361,309.148376,0.484811
2019-08-06,297.781982,309.564667,0.000000
2019-08-07,297.976501,311.220795,0.000000
2019-08-08,297.479919,310.829102,0.000000
2019-08-09,296.874878,310.636353,0.000000
2019-08-10,296.289886,310.365601,0.000000
2019-08-11,295.844604,309.572998,0.000000
2019-08-12,298.000732,307.351318,0.809045
2019-08-13,297.811401,307.774078,1.874421
2019-08-14,297.138916,309.673157,0.728462
2019-08-15,298.903229,309.713959,0.000000
2019-08-16,297.441193,308.536377,0.000000
2019-08-17,297.527191,309.816559,0.445674
2019-08-18,297.147461,309.681030,3.402050
2019-08-19,297.660278,309.854553,0.000000
2019-08-20,297.722748,310.342377,0.000000
2019-08-21,297.946289,311.446045,0.000000
2019-08-22,299.291351,312.021790,0.506504
2019-08-23,299.872528,311.050079,2.479123
2019-08-24,299.790680,311.081757,0.000000
2019-08-25,299.373810,310.769836,0.410472
2019-08-26,298.577271,311.444519,0.000000
2019-08-27,300.280945,311.634613,0.375537
2019-08-28,300.146301,311.982666,0.000000
2019-08-29,299.070679,308.980774,1.664957
2019-08-30,297.377075,306.796021,0.000000
2019-08-31,295.996246,308.567657,1.840055
2019-09-01,299.259521,309.888824,0.421324
2019-09-02,298.283600,308.125153,0.000000
2019-09-03,296.746399,310.573120,0.362334
2019-09-04,297.381500,311.200836,0.000000
2019-09-05,297.818878,310.112183,0.000000
2019-09-06,298.635895,309.418884,0.000000
2019-09-07,297.764862,309.869171,0.000000
2019-09-08,298.153137,310.188263,0.000000
2019-09-09,298.163483,310.975830,0.000000
2019-09-10,298.567474,311.644470,0.000000
2019-09-11,298.179871,315.170593,1.816363
2019-09-12,299.511169,310.068512,1.240605
2019-09-13,297.869293,310.206116,0.322126
2019-09-14,295.949768,309.332764,0.000000
2019-09-15,295.235962,309.537903,0.000000
2019-09-16,296.925293,317.748749,0.000000
2019-09-17,299.878632,318.982513,0.000000
2019-09-18,297.375793,308.209808,2.552989
2019-09-19,288.053864,302.135773,0.000000
2019-09-20,288.009399,302.561340,0.000000
2019-09-21,288.011841,302.199768,0.000000
2019-09-22,289.633881,301.096802,0.000000
2019-09-23,286.090363,304.657745,0.000000
2019-09-24,290.007172,310.663513,0.000000
2019-09-25,288.665619,309.452057,0.000000
2019-09-26,290.700439,307.806946,0.000000
2019-09-27,292.930328,306.476685,0.000000
2019-09-28,294.434540,306.342865,0.000000
2019-09-29,295.445435,306.654297,0.000000
2019-09-30,297.152954,305.023712,1.031179
2019-10-01,295.278595,304.486755,0.000000
2019-10-02,292.652618,304.655670,0.308704
2019-10-03,294.082489,305.991486,0.000000
2019-10-04,293.056854,304.524139,0.000000
2019-10-05,290.534576,301.344757,0.000000
2019-10-06,286.059845,301.242584,0.000000
2019-10-07,288.931641,298.700714,10.073162
2019-10-08,283.538239,293.603210,0.458522
2019-10-09,282.092773,298.208374,0.000000
2019-10-10,282.890503,301.747803,0.000000
2019-10-11,285.435455,304.537476,0.000000
2019-10-12,287.035706,305.184326,0.000000
2019-10-13,293.009552,306.755585,0.000000
2019-10-14,294.847961,305.453430,0.000000
2019-10-15,294.980743,304.527496,0.000000
2019-10-16,293.959625,304.891083,0.788383
2019-10-17,295.517059,301.773438,5.003574
2019-10-18,291.715271,300.675598,7.325348
2019-10-19,292.176300,305.458466,0.387690
2019-10-20,293.374817,304.955963,0.000000
2019-10-21,292.290558,300.538147,6.203263
2019-10-22,292.043945,305.561615,1.800029
2019-10-23,293.298981,306.445007,0.950577
2019-10-24,293.701294,306.768799,0.472005
2019-10-25,294.271973,305.500580,0.000000
2019-10-26,293.173859,302.328613,5.700453
2019-10-27,288.590454,303.848480,0.000000
2019-10-28,279.592804,291.592316,0.000000
2019-10-29,280.412628,297.629272,0.000000
2019-10-30,283.308136,301.220032,0.000000
2019-10-31,285.483307,298.727814,0.000000
2019-11-01,283.809814,300.945435,0.000000
2019-11-02,285.383911,299.601440,0.000000
2019-11-03,285.529205,297.795715,0.000000
2019-11-04,284.485962,299.242401,0.000000
2019-11-05,284.885620,302.015472,0.000000
2019-11-06,285.688049,298.165771,0.000000
2019-11-07,280.756042,296.869873,0.000000
2019-11-08,283.085358,294.262695,0.000000
2019-11-09,289.494049,297.713928,31.916462
2019-11-10,291.008179,303.232971,33.445480
2019-11-11,286.427032,297.252655,0.392837
2019-11-12,285.703308,293.214111,0.000000
2019-11-13,284.925079,291.553772,1.304011
2019-11-14,289.730255,298.720184,3.848625
2019-11-15,283.820984,302.702301,0.000000
2019-11-16,283.549377,293.416595,7.166921
2019-11-17,284.914917,290.757416,13.510768
2019-11-18,286.551788,291.074280,18.723619
2019-11-19,279.729340,295.438202,0.000000
2019-11-20,282.165619,293.597076,0.000000
2019-11-21,282.786987,296.094025,0.000000
2019-11-22,283.431335,293.426636,0.000000
2019-11-23,280.745789,298.657196,0.000000
2019-11-24,287.548798,299.364288,0.000000
2019-11-25,279.921326,293.489777,0.000000
2019-11-26,273.960938,288.713348,0.000000
2019-11-27,278.529144,295.433197,0.000000
2019-11-28,287.881134,293.222321,2.349418
2019-11-29,289.388214,299.695770,3.397804
2019-11-30,289.765656,299.009583,11.260156
2019-12-01,283.603455,296.150024,0.328109
2019-12-02,277.103638,286.124329,2.017246
2019-12-03,281.371338,291.329773,13.695222
2019-12-04,275.818665,293.911469,0.000000
2019-12-05,282.846802,291.088287,0.000000
2019-12-06,276.673523,294.620605,0.000000
2019-12-07,283.713257,300.645325,0.000000
2019-12-08,289.750000,300.837311,1.889512
2019-12-09,289.843964,300.957794,3.964411
2019-12-10,274.567413,291.266266,0.931283
2019-12-11,278.872803,291.099701,0.000000
2019-12-12,281.564789,286.136078,0.905122
2019-12-13,274.102997,288.064972,0.000000
2019-12-14,275.831635,292.812805,0.000000
2019-12-15,281.296722,296.623199,0.000000
2019-12-16,287.980164,299.681335,0.342582
2019-12-17,289.174133,297.793427,0.000000
2019-12-18,288.308685,290.783905,0.000000
2019-12-19,279.402618,286.449280,0.000000
2019-12-20,282.134460,296.502411,0.000000
2019-12-21,287.979218,296.013672,0.638701
2019-12-22,278.746918,290.919952,0.000000
2019-12-23,280.445038,285.272705,0.928555
2019-12-24,273.597168,288.720703,0.871032
2019-12-25,276.244171,293.991821,0.000000
2019-12-26,282.251953,293.853333,6.652103
2019-12-27,277.111816,290.935516,0.000000
2019-12-28,276.080231,289.569397,0.000000
2019-12-29,282.005432,290.498596,0.769329
2019-12-30,276.187592,293.906921,0.000000
2019-12-31,275.782227,286.652985,0.000000
2020-01-01,272.516327,283.299866,0.407054
2020-01-02,278.106232,290.748505,1.008476
2020-01-03,281.896240,286.602234,0.526752
2020-01-04,273.317657,280.709747,1.806486
2020-01-05,277.462158,294.562683,0.000000
2020-01-06,285.175781,299.164642,0.000000
2020-01-07,282.002014,293.763397,0.000000
2020-01-08,280.820374,288.739105,0.000000
2020-01-09,280.108551,296.376099,0.000000
2020-01-10,276.167664,290.334991,0.000000
2020-01-11,271.050323,290.177887,0.000000
2020-01-12,273.462402,283.561523,0.000000
2020-01-13,273.249329,290.096436,0.000000
2020-01-14,277.040192,286.709656,0.000000
2020-01-15,275.823944,292.596466,0.000000
2020-01-16,278.458496,292.402222,0.000000
2020-01-17,281.700500,296.857727,0.000000
2020-01-18,276.592529,289.433655,0.000000
2020-01-19,276.578003,293.071106,0.000000
2020-01-20,274.418182,286.397491,0.000000
2020-01-21,275.290100,291.959991,0.000000
2020-01-22,277.676117,295.982727,0.000000
2020-01-23,281.938385,294.849426,0.000000
2020-01-24,279.807098,287.221100,0.000000
2020-01-25,274.719299,284.936310,0.000000
2020-01-26,275.936218,298.129700,0.000000
2020-01-27,285.508789,301.398010,1.120364
2020-01-28,284.032104,294.436615,0.000000
2020-01-29,275.846985,288.192688,0.000000
2020-01-30,277.513489,286.585571,0.000000
2020-01-31,288.023346,299.416870,0.636090
2020-02-01,286.560638,295.319336,3.361958
2020-02-02,284.377502,291.331787,0.000000
2020-02-03,272.200928,286.079803,0.000000
2020-02-04,277.610016,297.608154,0.000000
2020-02-05,281.432648,296.128540,0.000000
2020-02-06,277.471100,292.142303,0.000000
2020-02-07,277.035065,288.577057,0.000000
2020-02-08,279.389069,297.864624,0.000000
2020-02-09,280.689453,294.265442,0.000000
2020-02-10,278.856750,289.009644,0.000000
2020-02-11,276.320862,293.595551,0.000000
2020-02-12,283.587463,296.912170,1.147344
2020-02-13,288.537872,302.771637,0.705784
2020-02-14,288.074921,297.410553,0.000000
2020-02-15,283.605560,289.836548,9.401779
2020-02-16,281.782806,293.721863,2.897162
2020-02-17,283.076691,296.528503,0.000000
2020-02-18,289.280670,298.716431,0.000000
2020-02-19,281.112579,293.613586,0.000000
2020-02-20,277.544678,290.383087,0.525770
2020-02-21,276.886566,295.962952,0.000000
2020-02-22,283.690216,301.682831,0.000000
2020-02-23,285.222198,294.259552,2.464162
2020-02-24,275.620209,292.165955,0.000000
2020-02-25,280.788635,294.924835,3.715923
2020-02-26,283.087524,293.583160,1.597840
2020-02-27,282.842957,298.749817,0.931630
2020-02-28,276.201447,292.134460,0.000000
2020-02-29,281.104156,292.790436,1.400233
2020-03-01,286.006866,293.446411,2.800467
2020-03-02,273.501434,286.065430,0.000000
2020-03-03,280.891693,283.616058,1.569928
2020-03-04,283.827454,286.640411,12.789331
2020-03-05,288.655151,300.037292,31.031282
2020-03-06,283.388824,295.214996,0.666388
2020-03-07,283.932281,294.740509,0.000000
2020-03-08,285.080902,293.311951,0.000000
2020-03-09,285.081451,289.849701,0.000000
2020-03-10,275.794464,291.239532,0.000000
2020-03-11,281.922974,295.626373,0.000000
2020-03-12,285.729370,293.407257,0.000000
2020-03-13,280.969971,297.469604,0.000000
2020-03-14,283.502899,295.027222,0.000000
2020-03-15,285.118530,295.014130,1.378228
2020-03-16,286.913452,293.055542,16.980707
2020-03-17,279.893433,289.805450,0.000000
2020-03-18,276.420624,285.666046,0.000000
2020-03-19,275.752075,289.227295,0.000000
2020-03-20,279.791229,292.755310,0.000000
2020-03-21,282.851013,288.981354,0.471807
2020-03-22,279.198486,284.720825,1.435105
2020-03-23,282.015350,291.472260,0.000000
2020-03-24,287.751648,299.122711,0.000000
2020-03-25,290.224579,299.710022,0.445299
2020-03-26,282.392761,292.570038,0.366907
2020-03-27,279.687134,294.235443,0.000000
2020-03-28,283.945068,299.685211,0.000000
2020-03-29,284.335236,297.016724,0.297910
2020-03-30,280.954010,298.425568,0.000000
2020-03-31,283.540619,302.644012,0.000000
2020-04-01,288.630646,304.265900,0.000000
2020-04-02,288.197235,302.431702,0.000000
2020-04-03,290.571716,298.555878,0.000000
2020-04-04,285.934113,298.327576,0.000000
2020-04-05,280.826904,293.654724,0.000000
2020-04-06,278.851410,294.768036,0.000000
2020-04-07,282.879974,293.690002,0.000000
2020-04-08,288.280212,292.148163,14.704725
2020-04-09,285.723053,291.649933,0.297808
2020-04-10,285.219116,288.586609,0.373164
2020-04-11,279.967804,292.145172,0.000000
2020-04-12,283.377991,294.649353,14.276634
2020-04-13,285.611420,289.854187,0.000000
2020-04-14,281.856140,294.808411,0.000000
2020-04-15,283.317169,298.225983,0.000000
2020-04-16,284.970154,296.524597,0.000000
2020-04-17,282.663452,293.305695,0.000000
2020-04-18,286.529968,292.965027,15.168686
2020-04-19,282.194855,283.038361,0.000000
2020-04-20,284.590057,303.052612,0.000000
2020-04-21,291.308411,304.094482,0.000000
2020-04-22,289.719971,303.505432,0.000000
2020-04-23,283.613159,301.336517,0.000000
2020-04-24,284.791412,298.919342,0.000000
2020-04-25,285.334717,293.794769,0.000000
2020-04-26,286.517212,298.084137,0.000000
2020-04-27,289.552612,297.679657,2.956036
2020-04-28,292.418060,297.464600,2.795093
2020-04-29,292.475037,304.919739,0.000000
2020-04-30,294.141357,303.881653,2.030335
2020-05-01,295.007690,305.377167,0.000000
2020-05-02,292.099823,306.469604,0.000000
2020-05-03,295.026947,303.437225,0.000000
2020-05-04,291.088776,302.734467,0.000000
2020-05-05,293.286011,302.224426,4.886988
2020-05-06,295.103882,302.141144,6.086327
2020-05-07,287.773773,300.426544,0.476455
2020-05-08,287.491913,305.385590,0.000000
2020-05-09,289.390625,305.596588,0.500949
2020-05-10,291.591064,311.106750,0.000000
2020-05-11,295.215881,306.174957,0.000000
2020-05-12,291.658020,308.123108,2.949404
2020-05-13,293.702240,312.756683,0.000000
2020-05-14,295.878937,307.325012,0.000000
2020-05-15,295.434845,308.224304,0.000000
2020-05-16,293.376312,307.106445,0.000000
2020-05-17,294.864960,305.770752,1.269138
2020-05-18,294.179077,306.873352,0.000000
2020-05-19,293.598938,305.722412,0.000000
2020-05-20,294.381622,308.280914,0.000000
2020-05-21,294.803528,308.052612,0.000000
2020-05-22,295.144257,308.332672,0.000000
2020-05-23,296.404358,309.218811,0.000000
2020-05-24,296.953308,309.576019,0.000000
2020-05-25,296.542114,314.160400,0.000000
2020-05-26,298.319641,308.960327,0.000000
2020-05-27,298.947723,310.614136,4.777184
2020-05-28,297.349579,308.761902,0.000000
2020-05-29,295.938782,308.184540,0.000000
2020-05-30,296.447571,309.231201,0.000000
2020-05-31,298.663818,308.103058,4.453922
2020-06-01,296.149078,302.964020,3.554290
2020-06-02,294.041168,298.631958,22.619505
2020-06-03,293.413818,305.836823,1.656985
2020-06-04,291.558563,307.346924,0.000000
2020-06-05,295.739868,304.122131,1.651565
2020-06-06,293.726776,303.676086,8.840357
2020-06-07,294.875702,303.076019,17.678734
2020-06-08,296.165619,305.189209,4.931153
2020-06-09,294.907715,300.102051,42.770172
2020-06-10,294.772766,297.920288,37.894337
2020-06-11,294.072601,305.475555,0.000000
2020-06-12,296.181702,305.573151,0.000000
2020-06-13,294.762573,305.644562,0.000000
2020-06-14,295.108368,303.465912,0.000000
2020-06-15,295.082611,303.209564,0.000000
2020-06-16,293.894714,302.215515,3.976706
2020-06-17,295.140625,304.036102,0.000000
2020-06-18,295.185638,305.785278,0.000000
2020-06-19,295.857758,307.143951,0.000000
2020-06-20,295.858795,309.258118,0.000000
2020-06-21,297.368164,309.739380,0.000000
2020-06-22,297.289795,309.605469,0.000000
2020-06-23,297.020721,307.640167,1.267175
2020-06-24,297.363922,303.144165,18.173161
2020-06-25,296.400391,304.258606,28.058794
2020-06-26,295.184845,302.793121,13.446949
2020-06-27,295.188690,301.661255,2.431598
2020-06-28,295.183075,301.930237,1.772664
2020-06-29,293.358124,303.196045,0.000000
2020-06-30,294.660004,305.746307,0.000000
2020-07-01,295.214722,306.569641,0.000000
2020-07-02,295.825287,307.013123,0.000000
2020-07-03,297.335052,308.013184,2.835538
2020-07-04,297.807129,307.742889,4.385989
2020-07-05,297.463043,306.862061,0.000000
2020-07-06,296.513824,306.214508,0.000000
2020-07-07,296.326569,306.134644,0.926410
2020-07-08,296.165558,305.569183,2.513761
2020-07-09,297.099121,305.914673,0.000000
2020-07-10,296.947815,307.092407,0.000000
2020-07-11,297.138824,307.844635,0.000000
2020-07-12,296.901062,306.973236,0.000000
2020-07-13,296.426361,305.553040,0.000000
2020-07-14,296.471466,306.279449,0.000000
2020-07-15,297.263733,308.990967,0.000000
2020-07-16,298.726746,305.748718,2.500662
2020-07-17,297.482452,303.898071,8.933546
2020-07-18,296.099182,304.746521,8.120826
2020-07-19,296.605377,308.487030,3.476835
2020-07-20,296.961395,306.750549,0.000000
2020-07-21,295.927917,304.814240,0.000000
2020-07-22,295.539856,306.615021,0.000000
2020-07-23,296.194122,308.491119,0.000000
2020-07-24,297.000916,309.053802,0.000000
2020-07-25,297.204498,309.444702,0.000000
2020-07-26,297.017059,310.096954,0.000000
2020-07-27,297.705078,309.951202,0.000000
2020-07-28,297.574463,309.180908,0.000000
2020-07-29,297.208801,309.548553,0.000000
2020-07-30,298.669800,310.775604,5.623999
2020-07-31,298.786682,306.768921,16.960501
2020-08-01,296.227966,304.380371,29.949244
2020-08-02,296.203033,303.105164,8.942030
2020-08-03,293.296600,306.587158,4.628519
2020-08-04,295.694061,308.175262,0.000000
2020-08-05,296.153931,308.765350,0.000000
2020-08-06,297.335419,309.777985,0.000000
2020-08-07,296.703857,308.950073,0.981389
2020-08-08,295.893890,307.999146,0.000000
2020-08-09,295.286560,307.227539,2.896883
2020-08-10,295.161011,307.209778,0.000000
2020-08-11,295.278778,308.266693,0.541951
2020-08-12,295.617828,309.631927,0.000000
2020-08-13,295.912445,310.577362,0.000000
2020-08-14,294.865479,310.671967,0.000000
2020-08-15,296.529022,310.827576,0.000000
2020-08-16,296.388947,310.017792,0.862694
2020-08-17,296.336700,307.643219,0.451288
2020-08-18,297.089294,309.931580,0.000000
2020-08-19,297.527802,311.039124,0.000000
2020-08-20,298.074951,310.394409,0.000000
2020-08-21,297.946198,308.620422,0.000000
2020-08-22,297.295715,309.826080,0.000000
2020-08-23,297.006470,311.648987,0.000000
2020-08-24,297.897064,312.263397,0.000000
2020-08-25,297.286957,312.005585,0.554197
2020-08-26,298.672607,312.610565,0.000000
2020-08-27,299.099396,312.275543,3.301866
2020-08-28,297.234070,310.307068,0.842772
2020-08-29,297.024841,312.230072,0.000000
2020-08-30,297.612274,309.391266,0.000000
2020-08-31,296.400391,307.626953,0.000000
2020-09-01,295.579590,307.679138,0.000000
2020-09-02,295.722260,308.645142,0.573181
2020-09-03,296.971588,307.857758,0.000000
2020-09-04,296.989563,305.850922,3.830469
2020-09-05,295.656067,306.318665,5.051234
2020-09-06,294.604645,307.754883,0.000000
2020-09-07,296.092651,310.078308,0.000000
2020-09-08,296.533325,310.394806,0.000000
2020-09-09,297.210999,310.045013,3.029145
2020-09-10,296.935120,308.337067,0.000000
2020-09-11,296.622559,307.447174,0.658683
2020-09-12,296.986328,308.971954,0.000000
2020-09-13,296.646759,310.661011,0.000000
2020-09-14,296.821838,310.846039,0.000000
2020-09-15,300.537567,310.420654,0.425283
2020-09-16,298.113281,309.984222,0.000000
2020-09-17,295.665588,308.535126,0.000000
2020-09-18,295.574097,309.321899,0.000000
2020-09-19,296.189392,310.084686,0.000000
2020-09-20,297.530029,309.115204,1.223695
2020-09-21,296.217499,308.214417,2.113788
2020-09-22,295.632263,307.093323,1.303020
2020-09-23,294.555359,306.276367,0.000000
2020-09-24,294.987274,302.843262,0.000000
2020-09-25,292.554657,303.608582,4.130295
2020-09-26,294.445099,304.073517,8.397286
2020-09-27,293.267975,305.985657,0.574933
2020-09-28,292.232178,300.675110,33.772083
2020-09-29,289.544159,301.040680,0.000000
2020-09-30,286.011383,303.192627,0.000000
2020-10-01,288.125092,302.699738,0.000000
2020-10-02,289.124298,302.865112,0.000000
2020-10-03,289.474792,302.040375,0.000000
2020-10-04,288.200195,303.471893,0.000000
2020-10-05,289.578949,303.644897,0.000000
2020-10-06,292.212280,302.456848,0.000000
2020-10-07,294.365417,300.593719,10.833879
2020-10-08,291.183563,294.003876,10.900515
2020-10-09,291.982025,297.454956,35.481075
2020-10-10,291.033508,304.600281,0.633256
2020-10-11,294.123016,303.347961,4.568533
2020-10-12,292.009460,299.239380,0.000000
2020-10-13,288.410004,298.880768,0.000000
2020-10-14,289.723114,297.161713,0.000000
2020-10-15,282.688324,297.553284,0.000000
2020-10-16,284.621490,300.813354,0.000000
2020-10-17,284.955139,305.413116,0.000000
2020-10-18,287.352936,305.127472,0.000000
2020-10-19,288.592896,299.950562,0.000000
2020-10-20,280.640228,297.309082,0.000000
2020-10-21,283.462585,296.004974,0.000000
