#Variables:
#tasmin_CanESM2_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CanESM2_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CanESM2_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CanESM2_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CanESM2_historical(K),tasmax_CanESM2_historical(K),pr_CanESM2_historical(mm)"
""
yyyy-mm-dd,tasmin_CanESM2_historical(K),tasmax_CanESM2_historical(K),pr_CanESM2_historical(mm)
1964-08-13,296.394531,309.566467,0.000000
1964-08-14,296.209106,308.754242,0.000000
1964-08-15,295.511932,308.004578,0.000000
1964-08-16,295.546600,309.004120,0.000000
1964-08-17,296.111847,309.146454,0.000000
1964-08-18,295.748840,310.031372,0.000000
1964-08-19,293.905212,310.352661,0.000000
1964-08-20,295.054840,310.087341,0.000000
1964-08-21,293.558167,310.653809,0.000000
1964-08-22,295.253235,311.121277,0.000000
1964-08-23,295.079407,310.655060,0.000000
1964-08-24,294.979523,310.902344,0.000000
1964-08-25,295.527496,311.147644,0.000000
1964-08-26,296.132019,310.467834,0.000000
1964-08-27,294.606293,310.076965,0.000000
1964-08-28,294.296875,308.980377,0.000000
1964-08-29,295.881012,308.519226,0.000000
1964-08-30,296.133179,307.707062,0.776092
1964-08-31,292.061340,308.259064,3.725455
1964-09-01,293.934326,307.381378,0.000000
1964-09-02,295.283997,308.154114,0.000000
1964-09-03,295.079620,308.347565,0.000000
1964-09-04,295.611420,305.471771,1.019078
1964-09-05,294.809143,306.931335,0.000000
1964-09-06,296.671082,308.523956,2.820686
1964-09-07,295.451660,303.544312,26.224438
1964-09-08,296.761719,304.088898,2.746951
1964-09-09,295.149292,305.419678,0.000000
1964-09-10,295.198090,306.688934,1.752135
1964-09-11,294.342834,304.180664,0.000000
1964-09-12,292.109772,304.123260,1.144378
1964-09-13,290.410583,304.982239,0.000000
1964-09-14,286.342499,306.099976,0.000000
1964-09-15,289.545013,306.125397,0.000000
1964-09-16,293.302338,305.103851,0.000000
1964-09-17,293.171265,305.999359,0.000000
1964-09-18,295.298615,305.920410,0.000000
1964-09-19,292.600311,305.538666,0.000000
1964-09-20,289.474579,306.119080,0.000000
1964-09-21,295.099884,306.277832,1.268675
1964-09-22,294.739166,305.403809,0.000000
1964-09-23,294.150085,305.748840,2.772551
1964-09-24,296.456299,304.675903,1.329478
1964-09-25,290.496368,301.537689,0.000000
1964-09-26,284.305786,305.085754,0.000000
1964-09-27,291.094299,306.076721,0.000000
1964-09-28,291.721924,306.006897,0.000000
1964-09-29,290.717804,306.329224,0.000000
1964-09-30,287.699280,306.471680,0.000000
1964-10-01,287.612366,307.196411,0.000000
1964-10-02,285.154358,306.709503,0.000000
1964-10-03,284.524170,307.158203,0.000000
1964-10-04,284.363129,307.337189,0.000000
1964-10-05,289.269775,301.645538,0.000000
1964-10-06,283.669128,298.092773,0.000000
1964-10-07,283.228210,300.389038,0.000000
1964-10-08,283.345795,303.205963,0.000000
1964-10-09,285.167847,303.202637,0.000000
1964-10-10,286.223145,302.258362,0.000000
1964-10-11,285.298309,301.949371,0.000000
1964-10-12,286.400513,301.749786,0.000000
1964-10-13,289.715485,304.984802,2.568650
1964-10-14,287.152527,301.266632,13.356058
1964-10-15,289.335022,303.756958,0.937692
1964-10-16,290.892700,304.501526,0.000000
1964-10-17,288.447113,303.661865,0.000000
1964-10-18,287.585205,304.968933,0.477950
1964-10-19,292.689240,302.041382,5.048250
1964-10-20,288.690613,301.114807,2.725020
1964-10-21,291.502777,296.557037,9.674832
1964-10-22,293.301697,296.301605,0.000000
1964-10-23,293.448669,298.347595,0.000000
1964-10-24,289.120972,297.927704,0.000000
1964-10-25,290.023224,294.842285,0.402424
1964-10-26,290.054840,295.863739,5.824965
1964-10-27,284.155090,293.440796,6.604748
1964-10-28,281.405548,287.454102,0.000000
1964-10-29,285.927429,295.007568,1.292389
1964-10-30,284.831848,294.615051,32.401188
1964-10-31,289.018402,295.945557,28.230429
1964-11-01,285.588287,293.821411,33.943802
1964-11-02,279.700684,289.424805,0.000000
1964-11-03,282.198883,289.097931,0.000000
1964-11-04,285.904175,292.589478,0.000000
1964-11-05,288.333374,294.612976,0.000000
1964-11-06,278.159302,290.297668,0.000000
1964-11-07,273.214508,287.241669,0.000000
1964-11-08,275.104584,290.301117,0.000000
1964-11-09,280.847046,295.467621,0.000000
1964-11-10,282.576874,297.313202,0.000000
1964-11-11,283.721588,291.081787,0.000000
1964-11-12,281.029724,294.951263,0.000000
1964-11-13,288.303864,295.696747,0.000000
1964-11-14,279.150787,292.849823,0.782577
1964-11-15,280.984650,287.760681,41.451115
1964-11-16,274.446716,280.699951,0.349643
1964-11-17,275.908569,280.973846,0.000000
1964-11-18,270.331085,279.090363,0.000000
1964-11-19,277.065155,293.356537,0.000000
1964-11-20,279.463654,287.974213,0.000000
1964-11-21,280.598816,288.075623,14.520459
1964-11-22,277.128662,283.325775,35.416393
1964-11-23,275.262787,288.329681,0.000000
1964-11-24,280.840240,294.395203,0.486514
1964-11-25,286.375061,295.175720,0.889105
1964-11-26,283.235474,293.359619,0.351599
1964-11-27,274.144836,285.722046,0.000000
1964-11-28,269.880768,285.971283,0.000000
1964-11-29,276.548309,283.737396,0.000000
1964-11-30,277.358490,282.797241,1.267426
1964-12-01,272.436554,284.297180,0.000000
1964-12-02,270.036438,287.884369,0.000000
1964-12-03,278.963623,287.292297,0.000000
1964-12-04,284.080231,286.919525,2.907880
1964-12-05,276.969238,285.810822,0.888193
1964-12-06,276.772705,284.708588,0.000000
1964-12-07,275.559540,292.735535,0.000000
1964-12-08,276.808716,289.180206,0.000000
1964-12-09,269.118164,285.511627,0.000000
1964-12-10,276.087097,287.237640,0.000000
1964-12-11,278.546967,294.456879,0.000000
1964-12-12,284.624664,296.935883,0.000000
1964-12-13,285.160461,297.294189,0.000000
1964-12-14,280.423950,292.366333,0.000000
1964-12-15,278.569275,286.974030,4.434262
1964-12-16,279.049438,292.445404,13.132228
1964-12-17,280.375549,290.867035,1.839130
1964-12-18,270.855164,288.047119,0.000000
1964-12-19,275.939270,291.265869,0.000000
1964-12-20,282.122528,288.350830,0.000000
1964-12-21,275.396820,288.283600,0.000000
1964-12-22,275.159271,288.224579,0.000000
1964-12-23,275.710785,290.407166,0.000000
1964-12-24,280.515900,293.489624,0.000000
1964-12-25,285.007355,292.016266,0.000000
1964-12-26,274.343994,286.468964,0.000000
1964-12-27,277.827362,284.729340,0.000000
1964-12-28,276.089661,281.684967,1.774386
1964-12-29,275.593506,285.530640,0.000000
1964-12-30,276.695526,290.031158,0.000000
1964-12-31,278.425262,292.354370,0.000000
1965-01-01,282.413818,290.629181,2.269662
1965-01-02,286.763428,292.930878,1.459212
1965-01-03,288.498840,294.924805,2.294185
1965-01-04,288.400970,294.732300,0.351933
1965-01-05,288.982605,298.528564,0.315076
1965-01-06,277.635437,293.940765,3.126120
1965-01-07,272.776672,277.497040,5.866153
1965-01-08,274.251862,283.968018,0.000000
1965-01-09,277.824005,284.889832,0.000000
1965-01-10,278.200653,285.147888,0.000000
1965-01-11,280.827942,293.311066,0.349744
1965-01-12,281.053619,295.838165,0.000000
1965-01-13,282.679932,294.758148,0.000000
1965-01-14,267.885437,287.173920,3.314372
1965-01-15,267.532074,271.538300,2.528877
1965-01-16,271.208893,279.764496,1.854031
1965-01-17,277.963898,297.131195,1.180890
1965-01-18,287.294739,299.970337,0.000000
1965-01-19,283.492249,295.981598,1.705218
1965-01-20,279.075470,286.893036,3.390109
1965-01-21,280.114105,289.134644,0.000000
1965-01-22,284.785492,296.715942,0.865532
1965-01-23,287.100006,296.672943,0.000000
1965-01-24,280.335968,293.010925,0.000000
1965-01-25,272.773529,282.864655,8.474751
1965-01-26,276.104980,288.060822,0.000000
1965-01-27,277.561188,289.774780,0.000000
1965-01-28,276.497131,291.937012,0.000000
1965-01-29,274.879547,294.379639,0.000000
1965-01-30,277.607605,293.248810,0.000000
1965-01-31,277.737274,290.336426,0.000000
1965-02-01,280.219452,288.876465,0.000000
1965-02-02,283.306213,290.092072,0.000000
1965-02-03,285.949554,292.923065,2.886886
1965-02-04,285.554871,294.214752,5.655085
1965-02-05,286.206268,294.906921,22.166451
1965-02-06,284.597015,295.863678,7.602440
1965-02-07,283.958221,296.460693,0.781105
1965-02-08,284.529846,294.883759,0.414994
1965-02-09,286.098694,292.580994,2.489662
1965-02-10,281.242004,285.839478,1.613558
1965-02-11,278.856415,285.507355,2.826108
1965-02-12,273.692169,287.756348,0.000000
1965-02-13,277.268311,288.281097,0.000000
1965-02-14,284.746399,296.673798,0.341043
1965-02-15,277.563232,293.413116,0.000000
1965-02-16,268.481018,277.120544,0.000000
1965-02-17,266.838196,278.704529,0.000000
1965-02-18,269.795410,285.740631,0.000000
1965-02-19,273.860291,287.115601,0.000000
1965-02-20,274.129852,286.724457,0.000000
1965-02-21,279.768738,298.957367,0.000000
1965-02-22,281.226471,297.139099,1.406536
1965-02-23,282.030731,301.356018,0.000000
1965-02-24,279.227844,298.068359,0.000000
1965-02-25,278.832520,288.889984,0.000000
1965-02-26,278.317535,288.902344,1.262797
1965-02-27,287.173584,295.256561,1.408387
1965-02-28,289.146820,299.862671,0.873506
1965-03-01,290.251129,302.745514,0.000000
1965-03-02,285.537750,299.256744,0.000000
1965-03-03,278.729462,289.216980,0.000000
1965-03-04,278.484344,292.424500,0.000000
1965-03-05,281.754272,299.585968,0.000000
1965-03-06,288.237335,295.835938,1.747752
1965-03-07,289.072968,301.067169,0.404576
1965-03-08,287.062103,294.679138,4.058715
1965-03-09,287.401337,298.452209,7.889237
1965-03-10,287.024750,298.340820,4.705683
1965-03-11,281.719940,295.614044,0.000000
1965-03-12,277.356537,287.943024,0.000000
1965-03-13,277.633362,288.356293,0.424588
1965-03-14,280.542206,286.820770,0.000000
1965-03-15,285.945099,301.621552,4.268004
1965-03-16,284.490967,297.321045,1.540212
1965-03-17,277.597656,286.879395,0.000000
1965-03-18,277.983459,284.986359,0.000000
1965-03-19,280.774750,287.528656,20.265987
1965-03-20,277.332123,287.028412,0.521807
1965-03-21,279.495972,289.810272,0.000000
1965-03-22,282.893341,290.653320,0.515264
1965-03-23,287.001343,294.714661,2.262511
1965-03-24,280.245575,297.428833,5.670300
1965-03-25,279.481049,300.966919,0.000000
1965-03-26,287.424347,302.038330,0.000000
1965-03-27,277.989197,294.894745,0.657712
1965-03-28,277.569855,291.832947,0.000000
1965-03-29,281.426025,286.102509,0.000000
1965-03-30,278.957825,297.237701,0.000000
1965-03-31,281.352661,300.808350,1.236335
1965-04-01,286.707092,303.585541,0.000000
1965-04-02,283.580902,300.601990,0.000000
1965-04-03,278.755188,293.458405,0.000000
1965-04-04,279.686340,298.641449,0.000000
1965-04-05,284.301910,301.490662,0.000000
1965-04-06,292.207336,304.213226,0.000000
1965-04-07,286.548645,300.492096,0.000000
1965-04-08,281.311462,296.378235,0.000000
1965-04-09,277.697968,298.429199,0.000000
1965-04-10,280.882080,298.703705,0.000000
1965-04-11,286.053833,302.302582,0.000000
1965-04-12,280.939514,303.692261,0.000000
1965-04-13,287.821075,297.013672,0.000000
1965-04-14,290.012390,299.375336,17.028187
1965-04-15,287.098633,300.357971,0.000000
1965-04-16,282.881165,303.634033,0.000000
1965-04-17,284.911316,299.389404,0.000000
1965-04-18,281.850891,297.856354,0.000000
1965-04-19,283.804108,301.859070,0.000000
1965-04-20,286.859222,304.139679,0.000000
1965-04-21,293.035980,308.811310,0.000000
1965-04-22,292.709900,304.303711,6.703577
1965-04-23,292.808838,301.825409,18.004616
1965-04-24,284.347290,302.205200,0.000000
1965-04-25,283.851990,297.115082,0.000000
1965-04-26,285.630981,301.219269,2.769512
1965-04-27,289.101685,300.677429,0.000000
1965-04-28,288.571655,302.434692,0.000000
1965-04-29,292.931763,304.008728,0.000000
1965-04-30,293.916412,308.119568,0.000000
1965-05-01,293.745178,306.809021,0.331252
1965-05-02,289.836060,305.972839,2.492140
1965-05-03,293.787201,308.306122,5.454357
1965-05-04,293.918610,308.811371,0.428621
1965-05-05,295.131470,306.774750,0.000000
1965-05-06,291.771332,307.338470,0.000000
1965-05-07,295.641144,304.487671,1.551215
1965-05-08,296.091095,302.494598,33.778683
1965-05-09,289.248077,299.763580,0.518218
1965-05-10,294.471619,303.422241,1.888983
1965-05-11,292.385223,308.424500,0.000000
1965-05-12,294.948242,305.897430,0.000000
1965-05-13,295.455963,307.037994,0.000000
1965-05-14,292.121796,304.351105,4.637696
1965-05-15,286.095917,309.411774,0.711078
1965-05-16,294.071106,302.362946,12.539770
1965-05-17,291.286713,296.717285,62.315544
1965-05-18,292.033936,299.089172,13.118615
1965-05-19,292.188660,296.353088,56.986458
1965-05-20,291.315002,296.531342,42.566181
1965-05-21,286.606506,296.474396,0.783057
1965-05-22,284.826843,296.615692,0.000000
1965-05-23,284.950409,296.718201,0.000000
1965-05-24,286.464661,298.655212,0.000000
1965-05-25,290.254791,300.740051,0.000000
1965-05-26,292.160767,303.421692,0.280391
1965-05-27,291.803253,304.264160,3.876573
1965-05-28,289.400146,304.659546,5.573869
1965-05-29,291.354248,304.971649,4.656117
1965-05-30,293.193756,303.677216,0.000000
1965-05-31,292.761536,305.166534,0.000000
1965-06-01,292.023621,305.448029,0.000000
1965-06-02,293.028809,305.598816,0.000000
1965-06-03,295.358002,304.450958,0.000000
1965-06-04,294.611084,305.482452,0.000000
1965-06-05,295.201263,307.479980,0.000000
1965-06-06,295.501678,307.404694,0.000000
1965-06-07,293.667511,307.445099,0.000000
1965-06-08,293.283417,309.399078,0.000000
1965-06-09,293.389282,310.122070,0.000000
1965-06-10,294.940857,309.275177,0.000000
1965-06-11,294.821503,308.237488,0.000000
1965-06-12,294.619019,309.141083,0.000000
1965-06-13,294.951019,309.574493,0.000000
1965-06-14,296.289551,310.775879,0.652528
1965-06-15,297.123169,310.492279,0.000000
1965-06-16,295.812073,309.162811,1.455390
1965-06-17,295.990662,307.952301,0.000000
1965-06-18,296.589111,306.821960,0.000000
1965-06-19,296.604858,307.280457,0.000000
1965-06-20,295.941833,306.952087,0.483098
1965-06-21,295.319519,307.546936,0.000000
1965-06-22,296.640350,307.914734,0.000000
1965-06-23,296.576111,308.412659,0.000000
1965-06-24,296.053436,307.442688,0.000000
1965-06-25,295.296234,307.394165,1.530837
1965-06-26,294.794800,306.706635,0.000000
1965-06-27,296.551117,308.198517,0.000000
1965-06-28,297.083496,309.154144,0.000000
1965-06-29,298.216888,310.536316,1.035114
1965-06-30,297.194427,309.903107,0.776391
1965-07-01,296.602997,309.375671,0.000000
1965-07-02,297.568604,309.440399,0.000000
1965-07-03,295.916290,308.449310,0.000000
1965-07-04,296.891388,307.398346,0.000000
1965-07-05,296.754150,310.002594,0.000000
1965-07-06,295.419067,310.181488,0.824426
1965-07-07,294.965973,311.158417,0.000000
1965-07-08,296.341156,312.907135,0.000000
1965-07-09,296.135651,313.742126,0.000000
1965-07-10,298.563568,312.313751,0.000000
1965-07-11,296.087097,308.844666,0.000000
1965-07-12,295.926514,309.129303,0.000000
1965-07-13,297.188873,306.069366,5.805288
1965-07-14,295.568542,305.948425,0.000000
1965-07-15,296.046509,307.218079,0.000000
1965-07-16,294.728210,308.571259,0.000000
1965-07-17,296.174194,310.318054,0.000000
1965-07-18,296.337830,311.330261,0.000000
1965-07-19,295.904205,311.265778,0.000000
1965-07-20,297.663391,309.604126,0.000000
1965-07-21,297.396820,308.283752,0.000000
1965-07-22,297.814758,310.019836,0.000000
1965-07-23,297.002930,308.941101,0.000000
1965-07-24,296.539734,308.019775,0.000000
1965-07-25,297.070251,305.369934,5.329594
1965-07-26,295.131195,301.779694,15.081598
1965-07-27,296.943176,304.704407,0.000000
1965-07-28,297.043091,306.459717,0.000000
1965-07-29,295.961029,306.541809,0.000000
1965-07-30,296.063019,307.380432,0.000000
1965-07-31,296.308777,308.010101,0.000000
1965-08-01,296.827393,308.917938,0.000000
1965-08-02,296.551331,308.574371,0.000000
1965-08-03,296.817169,309.381226,0.000000
1965-08-04,296.122314,307.874634,1.323122
1965-08-05,296.130646,306.348236,17.224886
1965-08-06,294.711823,306.003937,0.304849
1965-08-07,294.343475,305.939209,0.000000
1965-08-08,293.919403,304.710510,0.325183
1965-08-09,293.697479,306.302246,0.000000
1965-08-10,297.159393,304.217804,7.819144
1965-08-11,295.702515,303.463074,5.150011
1965-08-12,295.442444,305.235626,0.638096
1965-08-13,295.992157,304.183838,0.000000
1965-08-14,297.002502,304.287506,0.000000
1965-08-15,297.349579,304.369385,0.000000
1965-08-16,295.955841,306.039490,0.000000
1965-08-17,295.897034,303.734528,1.798824
1965-08-18,295.496185,304.176361,3.715964
1965-08-19,295.544250,304.758026,3.493963
1965-08-20,295.410797,304.089142,0.726435
1965-08-21,292.608795,307.035034,0.000000
1965-08-22,295.145447,307.446686,1.426388
1965-08-23,294.404572,308.165924,0.000000
1965-08-24,294.356049,307.327698,0.000000
1965-08-25,294.440918,306.687317,0.000000
1965-08-26,294.580627,306.695007,0.000000
1965-08-27,294.690063,308.358612,0.000000
1965-08-28,296.064117,308.247375,0.000000
1965-08-29,296.037842,307.381012,0.000000
1965-08-30,295.999298,307.811859,0.000000
1965-08-31,295.214508,308.424957,0.000000
1965-09-01,292.689392,308.432648,0.000000
1965-09-02,297.504669,305.391205,0.000000
1965-09-03,297.434418,306.241760,0.696185
1965-09-04,297.511841,307.382080,0.000000
1965-09-05,295.653015,307.285675,0.000000
1965-09-06,293.690857,306.334076,1.105622
1965-09-07,294.868835,306.774933,0.000000
1965-09-08,296.307495,307.201630,2.463043
1965-09-09,296.828217,309.570526,1.320718
1965-09-10,296.556976,309.003906,6.599543
1965-09-11,297.266235,306.594421,1.371262
1965-09-12,295.987518,306.121338,0.933622
1965-09-13,294.881348,304.758759,1.571194
1965-09-14,295.060120,306.052368,0.000000
1965-09-15,295.032410,305.481354,10.438790
1965-09-16,295.548157,302.271057,2.760778
1965-09-17,294.610352,303.163513,2.675110
1965-09-18,295.593140,303.910126,5.981326
1965-09-19,296.149597,304.843445,5.389558
1965-09-20,295.438934,304.195099,20.071079
1965-09-21,294.330658,304.611694,21.729496
1965-09-22,295.133881,297.689575,11.475958
1965-09-23,293.909698,300.123199,5.752066
1965-09-24,291.339813,301.488800,0.000000
1965-09-25,290.908417,303.338165,0.000000
1965-09-26,287.574860,304.871307,0.000000
1965-09-27,291.535706,306.253601,0.000000
1965-09-28,291.104095,305.815460,0.000000
1965-09-29,289.462372,304.658600,0.000000
1965-09-30,292.416168,302.616943,0.000000
1965-10-01,289.324249,305.242645,0.000000
1965-10-02,286.184296,306.346100,0.000000
1965-10-03,290.760437,303.084839,0.000000
1965-10-04,287.774963,304.278381,0.000000
1965-10-05,287.556183,303.936188,0.000000
1965-10-06,287.422913,301.657166,37.926811
1965-10-07,291.250031,303.372192,21.492449
1965-10-08,293.845428,301.636292,3.152073
1965-10-09,293.975311,301.138702,1.367001
1965-10-10,291.730927,297.178406,1.914690
1965-10-11,290.691711,300.954956,0.000000
1965-10-12,288.489136,299.904175,0.000000
1965-10-13,287.355011,301.207458,0.000000
1965-10-14,290.047180,299.989899,0.000000
1965-10-15,291.311249,303.105621,0.530196
1965-10-16,290.418762,303.267487,0.000000
1965-10-17,291.597076,305.407532,0.000000
1965-10-18,293.307617,301.291656,0.675695
1965-10-19,293.800476,304.524017,0.000000
1965-10-20,289.355164,305.363617,0.349757
1965-10-21,293.115692,302.452423,0.000000
1965-10-22,291.590576,302.661652,7.913449
1965-10-23,291.368561,298.054199,14.035028
1965-10-24,292.880676,298.557007,8.967221
1965-10-25,293.805908,300.602600,0.923272
1965-10-26,294.853760,304.235840,0.975946
1965-10-27,289.612427,297.908112,0.000000
1965-10-28,289.100922,297.503357,0.000000
1965-10-29,291.396851,300.910248,1.897081
1965-10-30,276.680939,293.800293,0.000000
1965-10-31,278.294159,284.984772,0.828292
1965-11-01,284.522400,293.603058,16.222490
1965-11-02,278.651245,291.513550,0.548549
1965-11-03,280.767517,290.923706,0.000000
1965-11-04,277.604156,293.368378,0.000000
1965-11-05,280.537048,294.567535,0.000000
1965-11-06,283.527405,295.270172,0.000000
1965-11-07,280.384216,297.089966,0.000000
1965-11-08,282.539459,297.954865,0.000000
1965-11-09,283.894623,298.894562,0.000000
1965-11-10,285.169250,295.401062,0.000000
1965-11-11,281.817688,297.110840,0.000000
1965-11-12,284.944611,299.307312,0.000000
1965-11-13,285.983765,299.182526,0.000000
1965-11-14,282.074188,293.401733,0.000000
1965-11-15,273.082886,292.334381,0.000000
1965-11-16,278.825195,297.797729,0.000000
1965-11-17,282.936340,299.686401,0.000000
1965-11-18,282.458862,300.052612,0.000000
1965-11-19,286.297546,299.161407,0.000000
1965-11-20,288.727051,303.738403,0.000000
1965-11-21,290.089355,303.470490,0.000000
1965-11-22,289.426086,300.135925,0.000000
1965-11-23,278.297394,295.357483,0.000000
1965-11-24,269.747528,280.756073,0.000000
1965-11-25,275.517426,282.864166,0.991442
1965-11-26,282.125824,296.361542,0.708877
1965-11-27,278.753204,297.551331,0.000000
1965-11-28,287.053741,298.701843,1.461821
1965-11-29,290.601898,303.538605,2.468598
1965-11-30,285.913452,302.578613,0.000000
1965-12-01,276.702637,287.965454,0.000000
1965-12-02,276.814301,291.747284,0.000000
1965-12-03,280.206543,286.247406,0.868416
1965-12-04,280.547180,295.713715,5.619388
1965-12-05,287.006866,297.928680,0.000000
1965-12-06,287.190674,294.768219,0.000000
1965-12-07,289.084351,299.403503,1.059871
1965-12-08,286.957275,296.410156,0.000000
1965-12-09,276.770233,290.649109,0.000000
1965-12-10,273.953857,289.406219,0.000000
1965-12-11,273.913483,289.240204,0.000000
1965-12-12,274.607361,283.276581,0.000000
1965-12-13,268.502197,284.847717,0.000000
1965-12-14,278.877747,297.146057,0.000000
1965-12-15,281.692596,299.331390,1.360952
1965-12-16,287.497192,300.891113,0.000000
1965-12-17,286.711060,300.381226,0.000000
1965-12-18,275.559998,295.878998,0.000000
1965-12-19,274.745667,279.478912,0.000000
1965-12-20,276.029816,287.900604,0.000000
1965-12-21,281.174408,296.981720,0.000000
1965-12-22,288.972595,300.331268,0.529500
1965-12-23,286.337585,299.020172,3.174311
1965-12-24,285.092712,293.936127,1.800799
1965-12-25,277.095886,288.888306,0.000000
1965-12-26,274.839020,286.582855,0.000000
1965-12-27,277.214630,283.429077,0.000000
1965-12-28,277.301117,282.797058,0.000000
1965-12-29,281.375549,292.671234,2.494885
1965-12-30,287.078278,295.728424,14.686103
1965-12-31,286.050323,295.659882,11.810946
1966-01-01,274.693756,291.679535,0.493018
1966-01-02,274.033905,285.339050,0.000000
1966-01-03,270.860016,279.729492,0.000000
1966-01-04,270.814545,281.726257,1.158827
1966-01-05,272.976746,288.500549,0.000000
1966-01-06,268.588806,289.389313,0.000000
1966-01-07,275.442200,289.697754,0.000000
1966-01-08,284.470917,296.724365,1.385315
1966-01-09,275.015320,293.289734,0.000000
1966-01-10,262.857758,274.362335,0.000000
1966-01-11,263.278412,269.185364,0.000000
1966-01-12,264.834259,274.096344,1.151941
1966-01-13,267.695923,274.216431,1.446226
1966-01-14,270.443787,276.662354,0.920827
1966-01-15,269.365540,275.204498,0.000000
1966-01-16,273.645691,278.806427,5.212421
1966-01-17,273.550262,285.229980,0.555152
1966-01-18,273.016479,288.247284,0.000000
1966-01-19,270.897278,289.547302,0.000000
1966-01-20,275.781158,291.776428,0.000000
1966-01-21,284.534943,295.492065,0.000000
1966-01-22,286.396484,296.350922,1.897605
1966-01-23,283.797180,289.827454,5.163314
1966-01-24,276.883423,285.837433,6.666127
1966-01-25,270.905884,287.238403,0.000000
1966-01-26,277.119659,288.091736,0.000000
1966-01-27,271.782104,288.565063,0.000000
1966-01-28,280.731262,287.212830,2.097587
1966-01-29,284.723083,299.201874,3.787898
1966-01-30,286.827484,297.875854,3.675242
1966-01-31,273.678223,293.231476,8.138111
1966-02-01,274.937561,279.990479,11.792320
1966-02-02,265.364136,269.364136,6.367635
1966-02-03,271.920593,280.105072,9.719430
1966-02-04,266.458374,270.313629,0.615708
1966-02-05,269.889252,270.859711,2.482640
1966-02-06,264.882629,273.434692,0.000000
1966-02-07,266.819794,272.952515,0.000000
1966-02-08,267.493896,272.966980,0.000000
1966-02-09,275.947327,282.258636,16.727259
1966-02-10,277.333374,283.871063,3.922181
1966-02-11,277.367615,286.905243,0.000000
1966-02-12,271.194305,286.496124,0.000000
1966-02-13,269.052094,284.148621,0.000000
1966-02-14,267.757874,286.474945,0.000000
1966-02-15,271.929413,287.211090,0.000000
1966-02-16,275.937195,287.415192,0.000000
1966-02-17,282.657593,289.918121,0.000000
1966-02-18,278.005188,287.362610,0.000000
1966-02-19,275.883881,283.547089,0.000000
1966-02-20,276.558014,284.541016,0.000000
1966-02-21,277.565369,290.326599,0.000000
1966-02-22,277.851776,291.335968,0.000000
1966-02-23,279.452881,288.794708,30.375692
1966-02-24,269.267517,275.632355,0.000000
1966-02-25,268.004761,278.663940,0.000000
1966-02-26,270.932343,283.302002,0.000000
1966-02-27,270.768860,282.081604,0.000000
1966-02-28,276.218323,282.276581,0.877698
1966-03-01,279.351105,285.843689,10.564449
1966-03-02,277.072449,281.616699,0.324903
1966-03-03,280.758331,284.987091,0.618975
1966-03-04,278.348663,282.048737,0.000000
1966-03-05,278.612061,284.195374,0.000000
1966-03-06,280.447021,282.791931,10.324116
1966-03-07,275.541779,283.988800,1.926231
1966-03-08,277.907257,290.506897,0.000000
1966-03-09,280.626465,291.091980,0.000000
1966-03-10,286.533905,294.175934,0.000000
1966-03-11,286.622437,294.806610,0.000000
1966-03-12,286.307129,294.992462,2.418814
1966-03-13,289.127258,300.196594,1.580685
1966-03-14,287.025513,297.206085,0.000000
1966-03-15,283.146332,291.695343,0.000000
1966-03-16,280.488220,297.407410,0.000000
1966-03-17,282.512482,295.428894,0.000000
1966-03-18,284.553711,297.392700,2.184961
1966-03-19,285.735901,298.692322,19.729000
1966-03-20,280.344879,287.707397,1.722416
1966-03-21,275.753784,289.071594,0.000000
1966-03-22,276.061249,291.458405,0.000000
1966-03-23,281.795410,299.079407,0.000000
1966-03-24,286.165192,300.344940,0.000000
1966-03-25,285.810852,299.553864,0.000000
1966-03-26,282.038025,298.009369,0.000000
1966-03-27,286.402771,295.163574,0.000000
1966-03-28,288.045380,303.280853,2.149383
1966-03-29,287.402161,296.885162,0.000000
1966-03-30,283.258301,296.789978,0.000000
1966-03-31,281.472137,297.030701,0.000000
1966-04-01,283.395813,291.681183,0.000000
1966-04-02,279.234528,290.167664,33.659996
1966-04-03,281.588470,287.148804,32.868935
1966-04-04,276.153564,286.827484,1.052624
1966-04-05,277.163208,291.067627,0.000000
1966-04-06,281.563019,290.089142,0.000000
1966-04-07,282.624054,287.826935,12.665701
1966-04-08,280.772125,286.868744,18.743391
1966-04-09,279.376617,283.194946,0.000000
1966-04-10,282.687592,286.517029,0.287200
1966-04-11,285.857483,292.644073,2.746476
1966-04-12,290.331299,293.726349,1.226909
1966-04-13,287.859497,291.773529,1.118571
1966-04-14,282.889069,288.582489,2.128102
1966-04-15,280.645813,290.798492,0.000000
1966-04-16,286.387543,293.075348,0.000000
1966-04-17,290.832794,298.252777,0.000000
1966-04-18,285.890228,297.920593,0.000000
1966-04-19,284.131348,299.237244,0.000000
