#Variables:
#tasmin_CCSM4_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CCSM4_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CCSM4_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CCSM4_r6i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CCSM4_historical(K),tasmax_CCSM4_historical(K),pr_CCSM4_historical(mm)"
""
yyyy-mm-dd,tasmin_CCSM4_historical(K),tasmax_CCSM4_historical(K),pr_CCSM4_historical(mm)
1962-10-12,290.457489,302.485840,0.000000
1962-10-13,292.725494,300.750488,0.000000
1962-10-14,291.906250,299.149384,0.000000
1962-10-15,290.477112,299.693756,0.000000
1962-10-16,291.157745,300.483093,0.000000
1962-10-17,287.473999,303.049316,0.000000
1962-10-18,286.246765,304.700745,0.000000
1962-10-19,288.730927,306.296173,0.000000
1962-10-20,288.636658,303.483154,2.141116
1962-10-21,291.572479,298.010223,0.000000
1962-10-22,283.157104,295.385010,0.000000
1962-10-23,280.565765,294.020233,0.000000
1962-10-24,278.792450,295.395966,0.000000
1962-10-25,284.607300,302.622009,0.000000
1962-10-26,287.567505,302.707703,0.000000
1962-10-27,286.447571,299.923584,0.000000
1962-10-28,287.030640,300.176239,0.000000
1962-10-29,287.769623,299.359070,0.000000
1962-10-30,288.707336,300.484589,0.000000
1962-10-31,288.701355,302.486938,0.876694
1962-11-01,289.083221,298.842987,1.048521
1962-11-02,278.654724,294.829315,0.000000
1962-11-03,279.357819,296.321228,0.000000
1962-11-04,279.292603,296.543976,0.000000
1962-11-05,278.688721,297.218353,0.000000
1962-11-06,281.704834,299.677338,0.000000
1962-11-07,282.914032,302.319641,0.000000
1962-11-08,283.613617,303.970917,0.000000
1962-11-09,284.979034,302.615601,0.000000
1962-11-10,287.064026,302.193268,0.000000
1962-11-11,291.256775,303.473999,0.000000
1962-11-12,291.288971,302.645721,1.999987
1962-11-13,286.954468,296.261963,2.685703
1962-11-14,288.207672,296.689728,3.692482
1962-11-15,289.653992,302.852142,0.522770
1962-11-16,291.938385,303.784058,0.000000
1962-11-17,283.760925,300.592712,0.361878
1962-11-18,278.244202,284.689026,1.188518
1962-11-19,280.902283,292.366119,1.459224
1962-11-20,280.834625,290.578339,2.437732
1962-11-21,271.687744,282.179565,0.000000
1962-11-22,271.133972,286.164825,0.515733
1962-11-23,275.043579,291.658691,0.000000
1962-11-24,276.609955,292.201630,0.000000
1962-11-25,276.792389,293.257416,0.000000
1962-11-26,278.315033,296.365387,0.000000
1962-11-27,280.401184,299.738098,0.000000
1962-11-28,282.824158,294.908936,0.000000
1962-11-29,280.419891,296.890381,0.000000
1962-11-30,283.788849,298.650513,0.000000
1962-12-01,277.001770,295.274200,0.000000
1962-12-02,279.487091,299.230804,0.000000
1962-12-03,284.384766,297.933807,0.000000
1962-12-04,275.178009,286.524017,0.000000
1962-12-05,275.906647,291.387451,0.000000
1962-12-06,273.722260,286.833282,0.000000
1962-12-07,270.237396,283.390808,0.000000
1962-12-08,277.534119,295.626343,0.978469
1962-12-09,283.858948,301.675446,0.000000
1962-12-10,286.877899,300.793060,0.000000
1962-12-11,288.882996,299.833496,0.310923
1962-12-12,287.497284,299.134277,0.409417
1962-12-13,286.650665,297.839111,0.558537
1962-12-14,280.130005,291.156189,0.000000
1962-12-15,278.823181,286.324615,0.375192
1962-12-16,276.465698,287.932953,0.651273
1962-12-17,284.618835,292.277618,1.809249
1962-12-18,284.510895,292.175690,0.607283
1962-12-19,285.700195,298.526672,0.000000
1962-12-20,287.456146,296.669037,0.000000
1962-12-21,287.845062,298.215820,1.514568
1962-12-22,286.949158,299.950409,0.631577
1962-12-23,289.128021,300.109009,3.385828
1962-12-24,287.617401,297.528198,11.810946
1962-12-25,278.043243,292.711639,12.977960
1962-12-26,277.967773,294.186615,0.000000
1962-12-27,283.918671,295.561005,1.663136
1962-12-28,288.144958,300.611572,3.401476
1962-12-29,272.609924,295.688843,1.360952
1962-12-30,271.458374,283.431885,0.000000
1962-12-31,269.253510,287.722656,0.000000
1963-01-01,275.759308,293.199646,0.000000
1963-01-02,278.474976,288.577881,0.000000
1963-01-03,274.542175,288.474792,0.000000
1963-01-04,282.222656,294.073456,0.989353
1963-01-05,281.227814,292.070496,0.000000
1963-01-06,271.492432,283.493622,0.000000
1963-01-07,272.947266,288.667297,0.000000
1963-01-08,282.400452,295.278137,0.000000
1963-01-09,268.046906,290.695801,0.000000
1963-01-10,266.143616,273.704376,2.661131
1963-01-11,266.226685,279.535706,0.000000
1963-01-12,271.009338,284.429596,0.000000
1963-01-13,274.151917,283.011292,0.000000
1963-01-14,271.826385,290.621124,0.000000
1963-01-15,276.517975,292.175598,0.000000
1963-01-16,282.844360,293.651642,3.370885
1963-01-17,273.595795,287.042999,4.532762
1963-01-18,273.422638,289.582001,0.000000
1963-01-19,275.818390,295.971100,0.000000
1963-01-20,278.889740,294.972565,0.000000
1963-01-21,280.339813,297.579285,0.000000
1963-01-22,278.487091,296.306946,0.000000
1963-01-23,278.956085,295.187531,0.000000
1963-01-24,278.501343,296.052185,0.000000
1963-01-25,280.711182,298.038544,0.000000
1963-01-26,281.076843,299.828094,0.000000
1963-01-27,282.536957,299.723969,0.000000
1963-01-28,282.408691,299.420959,0.000000
1963-01-29,283.560181,300.327118,0.000000
1963-01-30,282.839630,298.818695,0.000000
1963-01-31,284.396271,297.315521,0.000000
1963-02-01,287.223358,299.128204,0.000000
1963-02-02,285.791199,301.859741,0.000000
1963-02-03,285.337738,301.443085,0.000000
1963-02-04,286.612244,301.684570,0.000000
1963-02-05,282.711060,296.361542,0.000000
1963-02-06,275.692047,293.167816,0.000000
1963-02-07,279.713745,290.903595,0.000000
1963-02-08,272.708313,284.584412,0.000000
1963-02-09,278.370422,302.355530,0.000000
1963-02-10,285.589233,300.786987,0.000000
1963-02-11,274.810059,291.697479,0.000000
1963-02-12,278.615845,294.926056,0.000000
1963-02-13,282.624847,296.352020,0.000000
1963-02-14,286.943634,300.879639,0.283179
1963-02-15,284.583527,300.238312,6.210081
1963-02-16,275.688385,292.996094,0.000000
1963-02-17,279.401947,298.496582,0.000000
1963-02-18,282.125305,301.506042,0.000000
1963-02-19,282.319641,302.035736,0.000000
1963-02-20,283.538422,307.294189,0.000000
1963-02-21,282.946320,300.315002,0.000000
1963-02-22,280.133301,289.602112,1.156555
1963-02-23,278.345215,289.906036,0.000000
1963-02-24,281.242218,294.195679,0.000000
1963-02-25,284.133087,299.233032,0.000000
1963-02-26,286.148926,301.595123,0.000000
1963-02-27,287.361053,303.514221,0.000000
1963-02-28,288.725372,300.905212,2.119103
1963-03-01,289.689117,300.746124,1.262797
1963-03-02,290.581757,301.009155,0.000000
1963-03-03,288.078613,302.063660,0.000000
1963-03-04,288.122192,302.587952,0.000000
1963-03-05,289.701294,303.571289,1.442446
1963-03-06,277.862976,296.828278,0.000000
1963-03-07,276.232941,290.842163,0.000000
1963-03-08,273.288605,288.535858,0.000000
1963-03-09,268.409454,281.014282,0.000000
1963-03-10,272.805267,284.092834,0.000000
1963-03-11,283.411621,302.532349,4.269460
1963-03-12,285.106781,294.979980,8.834273
1963-03-13,273.931793,289.098572,0.000000
1963-03-14,274.895752,288.984161,0.000000
1963-03-15,279.766968,287.335266,0.306783
1963-03-16,276.827423,291.895721,0.000000
1963-03-17,277.685059,295.087769,0.000000
1963-03-18,280.739563,299.328796,0.314455
1963-03-19,284.916687,302.138123,0.000000
1963-03-20,288.488708,299.750183,0.000000
1963-03-21,286.530151,301.564301,0.000000
1963-03-22,287.148529,302.776764,0.000000
1963-03-23,287.402161,303.447784,0.709011
1963-03-24,288.389038,303.012756,0.000000
1963-03-25,289.282135,304.356110,0.000000
1963-03-26,289.380707,305.699371,0.000000
1963-03-27,288.675690,305.673401,0.000000
1963-03-28,289.602295,304.438202,0.000000
1963-03-29,290.756165,308.522308,0.000000
1963-03-30,291.040527,307.198425,0.000000
1963-03-31,281.426025,299.577393,0.000000
1963-04-01,285.745667,302.557037,0.000000
1963-04-02,285.881989,299.890442,0.000000
1963-04-03,282.296753,299.583649,0.000000
1963-04-04,286.476990,300.310394,0.000000
1963-04-05,288.786804,306.350128,0.360830
1963-04-06,290.758484,307.159729,0.000000
1963-04-07,292.406616,304.558472,0.000000
1963-04-08,291.040619,303.114716,0.525877
1963-04-09,293.008453,301.885498,0.316360
1963-04-10,290.894012,298.056030,0.723251
1963-04-11,292.811249,302.962097,1.882694
1963-04-12,292.962524,303.563934,0.000000
1963-04-13,294.282837,304.504944,0.000000
1963-04-14,280.152344,300.098633,0.000000
1963-04-15,280.959229,294.909271,0.000000
1963-04-16,285.207642,302.096222,0.000000
1963-04-17,291.227936,302.263855,1.324529
1963-04-18,291.951996,304.403687,13.598930
1963-04-19,289.040497,304.807617,0.000000
1963-04-20,288.669312,301.112244,0.000000
1963-04-21,286.440399,303.182678,0.000000
1963-04-22,287.447205,305.191376,0.000000
1963-04-23,290.440796,305.194275,0.000000
1963-04-24,293.179626,304.238892,0.000000
1963-04-25,294.187683,302.510742,0.333178
1963-04-26,292.613037,300.199249,1.794496
1963-04-27,292.453766,296.385925,66.280281
1963-04-28,291.310974,302.488159,0.000000
1963-04-29,292.127228,305.288574,0.000000
1963-04-30,288.424744,302.505981,0.000000
1963-05-01,285.160828,303.335938,0.000000
1963-05-02,288.737183,304.972015,0.000000
1963-05-03,288.690765,306.357391,0.000000
1963-05-04,289.785583,306.602478,0.000000
1963-05-05,291.407501,308.227814,0.000000
1963-05-06,292.567169,306.481537,0.000000
1963-05-07,288.963989,300.633636,0.000000
1963-05-08,291.378510,301.669525,0.921257
1963-05-09,290.407928,297.179901,17.848980
1963-05-10,291.198700,303.797485,0.000000
1963-05-11,294.662994,306.490906,0.000000
1963-05-12,296.792511,307.071625,0.000000
1963-05-13,297.448608,309.890320,0.978001
1963-05-14,290.771271,304.530640,8.136469
1963-05-15,292.671204,299.763580,9.083846
1963-05-16,294.857574,299.693481,39.635376
1963-05-17,295.317810,297.999512,18.349981
1963-05-18,293.320557,308.032166,1.151420
1963-05-19,288.813324,305.562286,0.000000
1963-05-20,292.961884,303.358398,4.163274
1963-05-21,295.625885,300.706268,6.205187
1963-05-22,296.988983,303.591766,0.000000
1963-05-23,295.573029,303.856934,0.594962
1963-05-24,295.513275,301.881348,2.920689
1963-05-25,295.070465,302.986023,5.437256
1963-05-26,295.377686,303.110016,0.000000
1963-05-27,295.761475,303.519775,0.000000
1963-05-28,295.684967,303.678772,0.000000
1963-05-29,295.367096,303.888245,0.000000
1963-05-30,294.814148,304.730164,0.892981
1963-05-31,293.839752,304.044678,22.083773
1963-06-01,292.023621,303.152100,18.010454
1963-06-02,291.105225,303.304504,0.000000
1963-06-03,293.914154,304.788940,0.000000
1963-06-04,295.530457,304.691254,2.018460
1963-06-05,296.047363,306.398621,23.810886
1963-06-06,295.877655,311.489563,0.000000
1963-06-07,297.067047,310.559601,0.000000
1963-06-08,298.088348,308.828400,0.765686
1963-06-09,297.807739,308.542328,0.000000
1963-06-10,296.175568,308.216492,0.000000
1963-06-11,295.062988,308.795654,0.000000
1963-06-12,294.069916,309.117462,0.000000
1963-06-13,294.551361,309.112793,0.000000
1963-06-14,294.119415,307.410736,0.000000
1963-06-15,293.497955,307.359314,1.672662
1963-06-16,294.309845,307.126495,0.000000
1963-06-17,294.523590,306.469574,0.000000
1963-06-18,295.015656,306.449493,0.000000
1963-06-19,295.552612,306.392639,0.000000
1963-06-20,295.570984,306.546478,0.000000
1963-06-21,293.914917,306.723907,0.000000
1963-06-22,294.094818,307.439545,0.547776
1963-06-23,295.966248,308.616730,0.000000
1963-06-24,295.973907,309.363434,0.000000
1963-06-25,295.639740,310.315857,0.000000
1963-06-26,295.327362,310.411163,0.879390
1963-06-27,296.372467,309.949280,0.409575
1963-06-28,295.956177,309.911499,0.657923
1963-06-29,296.549469,308.617767,1.819513
1963-06-30,295.947815,307.790833,0.000000
1963-07-01,296.153015,308.955078,0.000000
1963-07-02,297.408997,309.790436,0.000000
1963-07-03,297.366974,309.574402,0.000000
1963-07-04,296.706909,309.115112,0.000000
1963-07-05,296.162537,309.070343,0.000000
1963-07-06,296.233704,310.731110,0.000000
1963-07-07,296.327118,311.064026,0.000000
1963-07-08,296.412689,310.534088,0.000000
1963-07-09,296.098114,308.219238,0.000000
1963-07-10,297.304962,308.567657,0.000000
1963-07-11,296.972321,308.749420,0.000000
1963-07-12,296.279633,309.298859,0.000000
1963-07-13,296.027374,309.403564,0.000000
1963-07-14,296.076630,309.942657,0.000000
1963-07-15,295.370239,311.542358,0.000000
1963-07-16,295.994263,311.753143,0.000000
1963-07-17,298.234924,308.806122,5.454957
1963-07-18,298.186218,309.965149,0.000000
1963-07-19,298.191132,310.484558,0.000000
1963-07-20,297.561249,310.302185,1.209028
1963-07-21,297.181976,310.279663,0.000000
1963-07-22,296.392242,309.281921,0.000000
1963-07-23,296.521912,309.645935,0.000000
1963-07-24,297.365570,309.920563,0.000000
1963-07-25,297.223114,309.101013,0.000000
1963-07-26,297.175415,308.060974,0.000000
1963-07-27,297.056488,307.630066,0.000000
1963-07-28,297.047546,305.661835,5.329594
1963-07-29,297.021606,307.992767,0.000000
1963-07-30,296.053070,309.645538,0.000000
1963-07-31,295.140594,309.094788,0.000000
1963-08-01,296.408569,308.389008,0.000000
1963-08-02,296.264099,306.953857,0.299538
1963-08-03,295.966248,309.158020,0.000000
1963-08-04,295.859680,311.500366,0.000000
1963-08-05,298.669128,312.654388,0.000000
1963-08-06,299.848206,312.632111,0.000000
1963-08-07,297.839081,309.754913,0.000000
1963-08-08,297.876282,308.905334,0.622087
1963-08-09,298.189636,310.076538,0.000000
1963-08-10,297.606445,308.054352,0.000000
1963-08-11,297.551117,307.442139,0.000000
1963-08-12,295.841919,309.708221,0.000000
1963-08-13,294.824982,311.319336,0.000000
1963-08-14,297.615601,311.328400,0.000000
1963-08-15,297.423523,309.609039,0.000000
1963-08-16,296.284821,310.230957,0.000000
1963-08-17,296.346130,311.607971,0.000000
1963-08-18,297.275024,312.376526,0.000000
1963-08-19,297.034943,309.321655,3.802289
1963-08-20,297.586456,309.979156,0.000000
1963-08-21,297.870148,309.814270,1.798824
1963-08-22,298.366974,310.616943,0.000000
1963-08-23,296.827820,310.154358,0.000000
1963-08-24,296.180115,308.117615,0.000000
1963-08-25,295.728577,309.122314,0.000000
1963-08-26,295.946289,309.362671,0.000000
1963-08-27,295.440948,308.649689,0.000000
1963-08-28,294.643921,309.023163,0.000000
1963-08-29,294.750275,307.382080,0.636005
1963-08-30,295.546722,305.797363,2.453835
1963-08-31,295.107330,304.578186,6.563544
1963-09-01,295.659485,303.273132,0.468326
1963-09-02,294.726532,303.176727,1.720847
1963-09-03,296.722900,306.555878,0.000000
1963-09-04,296.129486,307.024445,0.000000
1963-09-05,295.525085,306.670013,0.000000
1963-09-06,293.695648,306.150940,0.000000
1963-09-07,294.376190,307.483856,0.000000
1963-09-08,294.486359,308.215515,0.000000
1963-09-09,296.798462,307.284027,3.676298
1963-09-10,290.602295,303.528564,30.491577
1963-09-11,291.318359,302.874664,0.815588
1963-09-12,290.516266,303.561035,0.000000
1963-09-13,288.971893,305.132172,0.000000
1963-09-14,289.924469,305.013092,0.000000
1963-09-15,290.219238,305.456970,0.000000
1963-09-16,290.360046,305.427490,0.000000
1963-09-17,290.536133,306.814484,0.000000
1963-09-18,293.539459,305.579071,0.000000
1963-09-19,286.076569,300.505890,0.000000
1963-09-20,285.718170,303.818268,0.000000
1963-09-21,285.418823,304.353363,0.000000
1963-09-22,287.154175,306.244629,0.000000
1963-09-23,287.386322,305.158173,0.000000
1963-09-24,290.284485,305.335876,0.000000
1963-09-25,289.970947,305.076965,0.000000
1963-09-26,288.638611,306.018585,0.000000
1963-09-27,287.670288,306.716400,0.000000
1963-09-28,289.008392,308.339447,0.000000
1963-09-29,291.484222,308.614410,0.000000
1963-09-30,291.814392,308.756805,0.000000
1963-10-01,292.007904,309.674316,0.000000
1963-10-02,290.735382,309.705261,0.000000
1963-10-03,292.158630,308.023254,0.000000
1963-10-04,291.988770,304.820435,0.000000
1963-10-05,287.229523,301.257965,0.000000
1963-10-06,284.617706,299.406036,0.000000
1963-10-07,285.624725,298.002625,0.000000
1963-10-08,287.363098,300.910553,0.000000
1963-10-09,284.903229,302.168365,0.000000
1963-10-10,289.787415,300.882019,0.000000
1963-10-11,292.034302,298.427643,0.690196
1963-10-12,289.713470,302.698669,0.000000
1963-10-13,291.486908,300.880981,0.911394
1963-10-14,291.945892,300.617676,0.788072
1963-10-15,290.369080,304.660309,0.000000
1963-10-16,287.778534,303.801025,0.000000
1963-10-17,290.425262,304.191071,2.711011
1963-10-18,290.298431,298.169495,7.666861
1963-10-19,288.697876,300.635040,0.000000
1963-10-20,288.585876,301.926819,0.000000
1963-10-21,288.497162,302.925262,0.000000
1963-10-22,288.508484,304.300323,0.000000
1963-10-23,289.340454,304.662842,0.000000
1963-10-24,291.251923,303.377136,0.000000
1963-10-25,290.823975,300.447327,0.000000
1963-10-26,286.088287,300.589447,0.000000
1963-10-27,287.145813,299.296661,0.000000
1963-10-28,285.937744,302.627014,0.000000
1963-10-29,287.616821,301.777496,0.000000
1963-10-30,289.230042,302.775360,0.573218
1963-10-31,288.740265,300.622772,10.803922
1963-11-01,283.874878,299.015228,0.000000
1963-11-02,287.381195,303.680634,0.000000
1963-11-03,290.892456,304.030457,0.000000
1963-11-04,286.359222,300.546997,0.000000
1963-11-05,288.585114,300.018494,8.885118
1963-11-06,286.458740,297.945343,0.450503
1963-11-07,283.513763,298.971466,0.000000
1963-11-08,287.835144,302.681091,1.082672
1963-11-09,278.977356,296.172852,14.229897
1963-11-10,284.296631,293.599579,19.046631
1963-11-11,276.804993,282.992676,9.233847
1963-11-12,281.979858,287.821655,0.000000
1963-11-13,285.131775,294.287506,4.081857
1963-11-14,286.926300,292.992371,3.025154
1963-11-15,286.332123,293.884888,0.000000
1963-11-16,287.419830,294.117981,0.000000
1963-11-17,286.566620,297.403442,0.000000
1963-11-18,288.208801,299.671234,0.000000
1963-11-19,289.490051,298.850830,0.000000
1963-11-20,286.959930,296.275635,0.000000
1963-11-21,286.088287,295.749908,0.469253
1963-11-22,287.905243,298.133087,0.456548
1963-11-23,289.307404,299.676605,0.000000
1963-11-24,289.188080,299.218445,0.768799
1963-11-25,287.273407,297.797729,6.315443
1963-11-26,279.463654,292.987274,10.602442
1963-11-27,276.819397,283.565979,2.032169
1963-11-28,276.463501,286.212982,0.000000
1963-11-29,275.111603,283.098389,0.404256
1963-11-30,273.147278,286.477844,0.000000
1963-12-01,275.173798,288.504608,0.000000
1963-12-02,283.646973,296.111572,1.417221
1963-12-03,276.305023,291.726776,0.000000
1963-12-04,280.545013,292.746552,0.000000
1963-12-05,274.466736,286.745422,0.000000
1963-12-06,273.113922,286.169922,0.000000
1963-12-07,275.261139,287.499115,0.000000
1963-12-08,272.623688,284.995667,0.000000
1963-12-09,272.855560,287.540161,0.000000
1963-12-10,273.191498,284.277496,0.000000
1963-12-11,275.506073,289.387878,0.000000
1963-12-12,274.406769,290.121552,0.000000
1963-12-13,277.056274,294.292755,0.000000
1963-12-14,281.044800,294.426422,0.000000
1963-12-15,279.910339,289.229919,0.403474
1963-12-16,276.068176,290.325226,0.000000
1963-12-17,279.738403,294.428528,0.000000
1963-12-18,278.429840,292.866516,0.000000
1963-12-19,280.204651,295.836609,0.000000
1963-12-20,281.852234,297.775391,0.000000
1963-12-21,273.721466,290.575836,0.000000
1963-12-22,271.390320,290.398865,0.000000
1963-12-23,276.523560,291.389038,0.000000
1963-12-24,277.903320,296.855896,0.000000
1963-12-25,280.356781,296.068390,0.000000
1963-12-26,278.772675,295.861267,0.000000
1963-12-27,282.835358,299.257172,0.000000
1963-12-28,276.485565,291.529114,0.000000
1963-12-29,273.956512,287.566986,0.000000
1963-12-30,275.510254,290.043213,0.000000
1963-12-31,276.877380,292.236206,0.000000
1964-01-01,277.363861,296.345215,0.000000
1964-01-02,277.450897,295.537750,0.000000
1964-01-03,278.986877,290.773560,0.000000
1964-01-04,277.885803,291.968994,0.000000
1964-01-05,278.992889,287.926941,0.000000
1964-01-06,270.969025,284.702881,0.000000
1964-01-07,274.911987,290.141083,0.000000
1964-01-08,277.403656,290.243561,0.000000
1964-01-09,275.836273,293.337433,0.000000
1964-01-10,278.250671,295.893158,0.000000
1964-01-11,279.803406,300.372772,0.000000
1964-01-12,278.741211,291.002472,0.000000
1964-01-13,270.596527,281.731720,0.000000
1964-01-14,269.544617,284.609650,0.000000
1964-01-15,273.326447,289.037292,0.000000
1964-01-16,278.620972,289.931976,0.000000
1964-01-17,279.647430,294.784424,0.932504
1964-01-18,270.763702,290.036621,5.153152
1964-01-19,267.866058,277.159729,1.315175
1964-01-20,269.736298,279.047241,0.871973
1964-01-21,272.023438,280.151154,0.000000
1964-01-22,272.685852,286.642914,0.000000
1964-01-23,275.495972,283.930664,0.000000
1964-01-24,279.091217,286.109283,6.814199
1964-01-25,277.779114,285.808594,5.660404
1964-01-26,276.575836,287.046021,5.021238
1964-01-27,272.546204,280.078491,30.969946
1964-01-28,268.491211,279.074493,0.000000
1964-01-29,270.738007,281.529572,0.000000
1964-01-30,278.474579,283.249054,6.485872
1964-01-31,277.729492,284.597626,6.681461
1964-02-01,278.406219,292.918091,0.000000
1964-02-02,277.959167,290.065674,0.000000
1964-02-03,278.579041,287.751282,7.798762
1964-02-04,284.848785,295.955078,1.940070
1964-02-05,281.766815,291.705200,0.000000
1964-02-06,273.553436,284.907684,0.000000
1964-02-07,273.400818,286.993256,0.000000
1964-02-08,275.392273,288.249420,0.000000
1964-02-09,277.335388,286.905243,0.000000
1964-02-10,275.983521,286.199768,2.759695
1964-02-11,270.770813,276.086212,0.000000
1964-02-12,266.732208,272.966980,0.000000
1964-02-13,266.133728,277.939606,0.000000
1964-02-14,267.757874,279.452911,0.000000
1964-02-15,275.871826,283.906372,0.000000
1964-02-16,276.252960,286.869751,0.000000
1964-02-17,278.454071,287.229370,0.000000
1964-02-18,280.853149,287.943237,2.762497
1964-02-19,282.983551,293.605957,6.493748
1964-02-20,278.521851,294.884735,0.000000
1964-02-21,277.936768,289.189789,0.000000
1964-02-22,275.466339,287.588104,0.000000
1964-02-23,279.131500,289.201782,0.000000
1964-02-24,282.780853,288.295135,1.439293
1964-02-25,284.328400,288.459961,8.002707
1964-02-26,283.581055,290.320862,0.000000
1964-02-27,279.229889,293.957214,0.000000
1964-02-28,279.730255,295.864044,0.000000
1964-02-29,280.764771,295.922821,0.690567
1964-03-01,281.799316,295.981598,1.381133
1964-03-02,282.660553,296.860077,0.000000
1964-03-03,283.787750,298.481049,0.000000
1964-03-04,284.007843,297.736877,0.000000
1964-03-05,285.785065,293.979065,0.000000
1964-03-06,286.400085,291.739288,0.000000
1964-03-07,286.384521,292.210358,4.996883
1964-03-08,282.811768,291.964630,12.274672
1964-03-09,287.557556,293.229248,4.012002
1964-03-10,288.139771,298.057831,1.966188
1964-03-11,279.778259,292.709717,0.000000
1964-03-12,282.221344,291.264587,0.000000
1964-03-13,281.036499,296.648193,0.000000
1964-03-14,286.459991,294.044403,0.000000
1964-03-15,281.759979,292.115875,2.071368
1964-03-16,285.928497,295.681366,8.400898
1964-03-17,284.298462,298.298737,0.510427
1964-03-18,280.551514,292.640839,0.000000
1964-03-19,279.352722,294.968781,0.000000
1964-03-20,280.584503,297.600739,0.000000
1964-03-21,285.045715,302.261749,1.882773
1964-03-22,287.584290,303.414856,0.000000
1964-03-23,287.632111,302.951752,0.000000
1964-03-24,285.067902,298.416077,0.000000
1964-03-25,276.400360,290.223816,2.734732
1964-03-26,278.003754,289.036224,0.000000
1964-03-27,284.569672,297.581329,0.000000
1964-03-28,284.710419,297.119965,0.000000
1964-03-29,283.497498,302.697632,0.000000
1964-03-30,284.447357,298.483887,0.000000
1964-03-31,276.696442,286.879395,0.000000
1964-04-01,277.588348,283.765320,0.000000
1964-04-02,279.207458,287.132355,0.000000
1964-04-03,281.450165,291.143066,0.000000
1964-04-04,283.401794,295.813171,0.000000
1964-04-05,287.334686,296.582764,0.000000
1964-04-06,289.571442,300.270081,0.285581
1964-04-07,285.442291,302.689850,0.000000
1964-04-08,287.614258,304.605042,0.000000
1964-04-09,289.932281,304.813812,0.000000
1964-04-10,291.559143,303.399506,0.000000
1964-04-11,290.019714,305.438507,2.075810
1964-04-12,279.888275,302.638733,0.000000
1964-04-13,279.494690,290.936859,0.000000
1964-04-14,279.988098,296.095825,0.000000
1964-04-15,283.162964,294.663513,0.000000
1964-04-16,288.465820,295.649567,15.066663
1964-04-17,278.942871,288.129730,0.000000
1964-04-18,281.955994,286.021118,0.000000
1964-04-19,286.746796,291.779083,0.000000
1964-04-20,288.080902,305.879791,0.803850
1964-04-21,287.824554,304.919922,0.000000
1964-04-22,286.413452,303.444061,0.000000
1964-04-23,288.430908,299.385925,0.000000
1964-04-24,289.340546,300.347809,0.332042
1964-04-25,292.318329,298.605438,0.000000
1964-04-26,291.191315,299.025726,16.106607
1964-04-27,291.061432,299.777191,0.317766
1964-04-28,292.097687,301.974884,0.000000
1964-04-29,293.058990,300.308990,0.000000
1964-04-30,292.195282,297.904053,0.000000
1964-05-01,292.437897,297.024170,1.509435
1964-05-02,291.772400,299.984894,0.361269
1964-05-03,292.100220,301.540344,0.000000
1964-05-04,292.694733,299.142029,0.000000
1964-05-05,289.399689,296.353699,14.104210
1964-05-06,292.535126,299.364105,8.047535
1964-05-07,292.841614,300.207916,0.513936
1964-05-08,291.661896,301.368652,0.335011
1964-05-09,290.198151,303.983490,0.000000
1964-05-10,289.699280,302.752472,0.000000
1964-05-11,290.030792,301.643402,0.000000
1964-05-12,289.990784,302.248444,0.000000
1964-05-13,289.332703,303.525970,0.428621
1964-05-14,290.016663,302.778046,0.955719
1964-05-15,289.535675,304.296204,0.000000
1964-05-16,288.419952,301.539215,0.000000
1964-05-17,290.772430,300.700348,8.480819
1964-05-18,290.857880,298.250488,2.411378
1964-05-19,291.946289,298.375977,1.680177
1964-05-20,291.469910,298.235504,35.960354
1964-05-21,293.243164,301.716125,41.190739
1964-05-22,293.702026,302.361542,4.631949
1964-05-23,293.462952,304.316345,2.313348
1964-05-24,292.975983,303.937531,0.533415
1964-05-25,294.469604,305.146271,45.300945
1964-05-26,284.798187,298.800659,5.573869
1964-05-27,286.559052,295.447327,0.000000
1964-05-28,284.932190,296.531342,0.000000
1964-05-29,287.243958,300.798706,0.000000
1964-05-30,288.040283,302.260681,0.000000
1964-05-31,289.616943,302.414520,0.000000
1964-06-01,292.061005,303.670685,0.000000
1964-06-02,292.601501,304.510193,0.000000
1964-06-03,292.081085,306.486420,1.140365
1964-06-04,292.754639,307.734375,0.000000
1964-06-05,293.529449,309.552490,0.000000
1964-06-06,294.244690,308.306702,0.000000
1964-06-07,294.480988,305.199768,0.652528
1964-06-08,293.834808,301.133453,14.817399
1964-06-09,293.474915,301.474945,22.320488
1964-06-10,294.920715,302.455078,7.118595
1964-06-11,294.591492,302.346710,2.038253
1964-06-12,294.300629,302.889679,0.000000
1964-06-13,293.171570,303.985107,0.675588
1964-06-14,293.709747,304.325226,0.000000
1964-06-15,293.993835,304.500641,0.000000
1964-06-16,294.448120,304.980957,1.267817
1964-06-17,295.386200,305.881683,2.362611
