#Variables:
#tasmin_HadGEM2-CC365_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_HadGEM2-CC365_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_HadGEM2-CC365_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_HadGEM2-CC365_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),pr_HadGEM2-CC365_rcp45(mm)"
""
yyyy-mm-dd,tasmin_HadGEM2-CC365_rcp45(K),tasmax_HadGEM2-CC365_rcp45(K),pr_HadGEM2-CC365_rcp45(mm)
2011-10-12,292.021362,306.487244,0.000000
2011-10-13,293.567902,306.028412,0.000000
2011-10-14,292.661713,305.863312,0.000000
2011-10-15,279.562653,301.778473,3.548196
2011-10-16,279.584808,288.644806,2.067530
2011-10-17,280.556671,289.440979,0.000000
2011-10-18,283.140259,291.490631,13.626299
2011-10-19,281.448242,289.910858,0.000000
2011-10-20,284.804474,295.491211,0.000000
2011-10-21,287.417389,299.324097,0.000000
2011-10-22,290.864075,296.497772,0.865074
2011-10-23,293.088959,296.910095,29.289576
2011-10-24,288.309174,295.189575,16.947893
2011-10-25,285.678131,291.429718,3.232177
2011-10-26,285.781799,296.327332,0.000000
2011-10-27,284.061737,297.366058,0.000000
2011-10-28,284.190765,298.264526,0.000000
2011-10-29,281.428925,293.900940,0.000000
2011-10-30,281.448578,295.557922,0.000000
2011-10-31,283.691467,297.000702,0.000000
2011-11-01,286.660706,298.464569,0.000000
2011-11-02,290.431030,301.132202,0.000000
2011-11-03,290.480652,301.575989,0.000000
2011-11-04,291.253418,302.459045,0.000000
2011-11-05,290.613892,301.843903,0.000000
2011-11-06,290.652618,301.772156,0.562887
2011-11-07,290.908722,300.743408,0.000000
2011-11-08,291.918854,302.144287,0.000000
2011-11-09,291.765869,303.271790,0.000000
2011-11-10,291.923523,303.374725,0.000000
2011-11-11,293.352814,303.003784,0.000000
2011-11-12,292.091888,303.683990,0.000000
2011-11-13,291.982300,303.617615,3.002921
2011-11-14,287.341095,303.094513,0.000000
2011-11-15,288.384705,302.164215,0.000000
2011-11-16,290.232544,300.663971,7.723598
2011-11-17,283.911804,294.945648,0.588492
2011-11-18,277.582794,294.257477,0.000000
2011-11-19,276.377930,295.042023,0.000000
2011-11-20,278.816162,293.382904,0.000000
2011-11-21,282.213104,291.818146,0.000000
2011-11-22,286.795624,293.310516,0.000000
2011-11-23,284.908661,294.956665,2.837941
2011-11-24,284.056061,293.322845,0.551284
2011-11-25,285.410645,292.279236,0.000000
2011-11-26,281.434509,294.302826,0.000000
2011-11-27,279.045807,296.394562,0.000000
2011-11-28,282.894714,295.944031,0.000000
2011-11-29,286.417542,294.878387,0.000000
2011-11-30,285.707489,294.488342,0.000000
2011-12-01,284.632385,297.237518,0.291213
2011-12-02,282.498291,295.742706,0.000000
2011-12-03,285.655304,295.766449,0.000000
2011-12-04,285.786621,296.593018,0.000000
2011-12-05,276.596344,291.918945,0.000000
2011-12-06,271.828583,289.468658,0.474228
2011-12-07,273.401672,293.754333,0.000000
2011-12-08,276.131866,295.971405,0.000000
2011-12-09,278.572845,296.886292,0.000000
2011-12-10,281.017456,298.418549,0.000000
2011-12-11,281.614014,299.778351,0.000000
2011-12-12,283.020660,299.170105,0.000000
2011-12-13,287.640167,299.515167,0.000000
2011-12-14,278.930603,293.904480,0.000000
2011-12-15,274.282257,286.041382,1.342854
2011-12-16,271.324402,282.158356,6.721990
2011-12-17,264.221893,280.876465,0.000000
2011-12-18,260.362671,285.503235,0.000000
2011-12-19,269.271698,289.882294,0.000000
2011-12-20,271.588043,290.843872,0.000000
2011-12-21,277.953674,291.017853,0.000000
2011-12-22,282.039856,293.276978,0.000000
2011-12-23,282.172089,298.215332,0.000000
2011-12-24,279.845490,296.744629,0.000000
2011-12-25,278.257538,300.362854,0.000000
2011-12-26,279.981323,300.530640,0.000000
2011-12-27,274.364441,293.826294,0.000000
2011-12-28,264.224915,283.108948,0.000000
2011-12-29,263.006989,286.955017,0.000000
2011-12-30,271.863190,294.223907,0.000000
2011-12-31,273.517487,295.298218,0.000000
2012-01-01,279.114746,301.472076,0.000000
2012-01-02,281.794373,303.626099,0.000000
2012-01-03,281.415100,296.950500,0.931754
2012-01-04,279.563049,287.623779,4.215744
2012-01-05,281.284912,289.555634,0.649550
2012-01-06,281.433350,291.307129,0.000000
2012-01-07,277.501129,288.051147,0.000000
2012-01-08,276.902344,287.602509,0.000000
2012-01-09,278.446777,286.247986,5.682091
2012-01-10,279.037292,286.955536,1.405072
2012-01-11,278.183044,286.531555,0.406817
2012-01-12,278.731354,289.344086,0.000000
2012-01-13,283.745544,297.583649,2.228682
2012-01-14,285.605438,299.251343,0.000000
2012-01-15,275.338806,292.379211,0.000000
2012-01-16,275.176636,288.292694,0.000000
2012-01-17,280.594971,294.310150,0.000000
2012-01-18,282.895599,296.192230,3.217714
2012-01-19,282.415314,292.365448,0.785277
2012-01-20,281.421417,290.820160,3.025473
2012-01-21,278.968811,288.641022,1.456192
2012-01-22,278.060028,289.706055,0.000000
2012-01-23,278.717987,288.961365,0.000000
2012-01-24,278.189575,286.938965,1.457440
2012-01-25,276.374878,286.567017,0.000000
2012-01-26,273.134521,283.925201,0.000000
2012-01-27,269.510681,286.097229,0.000000
2012-01-28,271.706909,291.266785,0.000000
2012-01-29,280.132965,293.475250,1.640021
2012-01-30,279.370819,287.617981,5.208074
2012-01-31,273.248108,281.247131,0.000000
2012-02-01,269.454590,284.329681,0.000000
2012-02-02,273.845062,286.612762,0.000000
2012-02-03,280.608154,291.589874,1.594681
2012-02-04,284.316010,296.766449,0.626457
2012-02-05,281.428345,295.048767,2.736979
2012-02-06,276.628510,288.337952,12.347168
2012-02-07,271.619720,279.330414,0.000000
2012-02-08,273.537018,280.652740,0.000000
2012-02-09,273.704407,278.947906,0.000000
2012-02-10,271.969055,277.366119,0.737504
2012-02-11,274.749237,287.820923,0.373869
2012-02-12,275.436646,295.288849,1.025326
2012-02-13,272.193634,288.902191,0.000000
2012-02-14,273.283936,284.937561,0.000000
2012-02-15,277.489136,290.339081,0.000000
2012-02-16,280.448792,294.331696,0.758521
2012-02-17,275.584564,288.976440,0.960858
2012-02-18,268.878357,283.715668,0.461345
2012-02-19,271.463165,286.281097,0.000000
2012-02-20,274.983368,291.904388,0.000000
2012-02-21,276.822876,287.517731,0.000000
2012-02-22,276.291840,286.370361,0.000000
2012-02-23,278.211761,293.503510,0.000000
2012-02-24,282.454041,296.855560,0.624636
2012-02-25,283.179138,295.349487,5.257046
2012-02-26,277.805481,288.663849,6.858325
2012-02-27,276.696747,287.535187,5.642521
2012-02-28,279.176544,293.679199,1.440042
2012-02-29,281.409180,293.756714,1.304239
2012-03-01,283.641815,293.834229,1.168435
2012-03-02,285.955261,293.874939,0.000000
2012-03-03,284.205017,293.118988,0.000000
2012-03-04,281.973755,298.893402,0.000000
2012-03-05,281.163208,302.443390,0.000000
2012-03-06,284.574829,300.903503,0.000000
2012-03-07,286.394867,303.319458,0.000000
2012-03-08,287.588257,305.896362,0.000000
2012-03-09,287.038635,307.074585,0.000000
2012-03-10,288.805786,306.445374,0.000000
2012-03-11,289.638184,308.297943,0.391876
2012-03-12,278.204712,304.562531,0.000000
2012-03-13,271.593750,293.850677,0.000000
2012-03-14,278.306244,296.339905,0.000000
2012-03-15,278.745239,295.914490,0.000000
2012-03-16,279.348755,297.717072,0.000000
2012-03-17,283.079712,300.037506,0.000000
2012-03-18,284.783142,300.501587,0.000000
2012-03-19,286.408234,300.656036,0.000000
2012-03-20,287.834167,302.860626,0.000000
2012-03-21,289.370605,301.996735,0.000000
2012-03-22,282.428955,296.248260,0.000000
2012-03-23,276.132050,299.133636,0.000000
2012-03-24,279.095612,300.059387,0.000000
2012-03-25,282.033142,301.264893,0.000000
2012-03-26,284.799622,298.564697,0.000000
2012-03-27,286.642670,301.896027,0.000000
2012-03-28,285.901733,304.423431,0.000000
2012-03-29,287.886780,305.180542,0.000000
2012-03-30,288.616638,304.912811,0.000000
2012-03-31,289.149384,302.307190,0.000000
2012-04-01,288.735657,296.284424,0.353922
2012-04-02,286.395935,299.337646,0.000000
2012-04-03,287.330688,304.228485,0.000000
2012-04-04,289.129791,303.424835,0.000000
2012-04-05,287.566498,301.199554,3.071428
2012-04-06,281.202515,295.314728,0.000000
2012-04-07,279.745239,299.125488,0.000000
2012-04-08,287.851074,301.346466,0.000000
2012-04-09,291.290802,304.661957,0.000000
2012-04-10,292.025085,305.651703,0.417936
2012-04-11,290.532776,301.835938,0.989230
2012-04-12,287.891174,300.265289,0.280036
2012-04-13,285.288971,301.380219,0.000000
2012-04-14,284.159393,303.118988,0.000000
2012-04-15,286.874695,302.720764,0.000000
2012-04-16,288.763855,304.814911,0.000000
2012-04-17,287.687653,307.211395,0.000000
2012-04-18,285.612366,309.491302,0.000000
2012-04-19,286.913330,312.098328,0.000000
2012-04-20,289.287537,313.211578,0.000000
2012-04-21,290.724060,311.277313,0.000000
2012-04-22,292.735046,309.547791,0.000000
2012-04-23,294.328278,309.241974,0.000000
2012-04-24,294.860565,309.004150,0.000000
2012-04-25,293.119202,308.658508,0.000000
2012-04-26,292.664978,309.638824,0.000000
2012-04-27,293.018555,310.509796,0.000000
2012-04-28,294.161713,307.637207,0.000000
2012-04-29,295.414948,307.528351,27.435850
2012-04-30,295.157562,308.977448,5.314443
2012-05-01,293.953308,308.620941,3.698041
2012-05-02,293.673492,309.626190,0.000000
2012-05-03,292.749237,307.358612,5.851169
2012-05-04,293.377625,306.400421,1.119360
2012-05-05,292.829895,306.237640,0.000000
2012-05-06,292.106384,304.737396,0.000000
2012-05-07,292.274750,307.234344,0.000000
2012-05-08,293.391724,310.346405,1.846866
2012-05-09,293.702271,309.709778,0.390837
2012-05-10,295.331482,308.680542,0.000000
2012-05-11,298.351562,309.697449,0.000000
2012-05-12,299.780945,309.673737,4.550755
2012-05-13,295.413544,309.142792,28.358988
2012-05-14,294.354950,303.555084,1.943454
2012-05-15,293.958008,304.686829,0.476149
2012-05-16,294.585999,304.814728,0.000000
2012-05-17,296.326599,305.621307,0.000000
2012-05-18,296.950562,305.999725,0.000000
2012-05-19,297.312958,308.372498,0.000000
2012-05-20,296.334717,308.845154,0.000000
2012-05-21,295.965027,308.522797,0.000000
2012-05-22,295.468475,307.376862,0.000000
2012-05-23,293.841980,306.488586,6.402201
2012-05-24,292.763855,307.541534,0.000000
2012-05-25,294.119202,308.589081,0.000000
2012-05-26,294.423370,307.756653,0.000000
2012-05-27,294.574036,307.115936,0.700944
2012-05-28,293.215820,309.083679,5.376932
2012-05-29,294.529205,311.048950,0.000000
2012-05-30,296.356506,312.316284,0.000000
2012-05-31,297.426208,313.385315,0.000000
2012-06-01,297.576508,311.753845,0.000000
2012-06-02,296.255676,311.052734,0.000000
2012-06-03,295.422577,310.932892,0.000000
2012-06-04,296.543884,310.358795,0.000000
2012-06-05,296.414154,309.311493,1.300804
2012-06-06,296.747833,307.385284,5.987838
2012-06-07,296.600830,307.510315,0.000000
2012-06-08,296.184784,309.932251,0.000000
2012-06-09,296.475800,311.428955,0.000000
2012-06-10,297.133942,312.498840,0.000000
2012-06-11,296.812561,312.375702,0.000000
2012-06-12,296.836578,310.839386,0.000000
2012-06-13,296.884277,309.745514,0.000000
2012-06-14,296.793213,310.490417,0.280288
2012-06-15,295.524780,309.980377,0.000000
2012-06-16,295.572449,311.819580,0.000000
2012-06-17,295.828094,313.129669,0.000000
2012-06-18,296.475708,313.158173,0.000000
2012-06-19,297.599762,310.034058,0.000000
2012-06-20,297.509003,309.298279,0.000000
2012-06-21,297.671814,310.476135,0.000000
2012-06-22,297.311707,310.068878,0.000000
2012-06-23,297.223389,309.558044,0.000000
2012-06-24,296.930847,309.723602,0.000000
2012-06-25,296.864594,311.035797,0.000000
2012-06-26,297.267487,311.813477,0.000000
2012-06-27,297.313019,311.725525,0.000000
2012-06-28,297.157166,312.018219,0.000000
2012-06-29,297.252808,312.757568,0.000000
2012-06-30,298.426483,313.405853,0.000000
2012-07-01,298.414825,312.812195,0.000000
2012-07-02,298.774414,312.914581,0.000000
2012-07-03,298.510956,312.587463,0.000000
2012-07-04,297.879150,310.010132,2.792444
2012-07-05,297.949036,307.379242,2.677426
2012-07-06,297.663788,305.586731,5.331905
2012-07-07,298.513947,306.119415,4.502091
2012-07-08,298.513397,307.717224,0.000000
2012-07-09,297.539520,307.697266,0.000000
2012-07-10,296.686127,307.794525,0.000000
2012-07-11,296.630798,308.838409,0.587597
2012-07-12,296.544861,309.890991,0.000000
2012-07-13,297.189789,310.823914,0.000000
2012-07-14,297.667694,311.939789,0.000000
2012-07-15,298.361664,311.718262,0.000000
2012-07-16,298.025848,311.223999,0.000000
2012-07-17,297.775391,310.674225,0.000000
2012-07-18,297.942200,311.035583,0.000000
2012-07-19,299.305176,311.639832,0.000000
2012-07-20,299.494873,312.017517,0.000000
2012-07-21,298.572906,312.098419,0.000000
2012-07-22,298.486633,311.038544,0.000000
2012-07-23,298.749878,311.052673,0.000000
2012-07-24,298.787567,311.078033,0.000000
2012-07-25,298.691132,311.145203,0.000000
2012-07-26,297.817413,311.443573,0.000000
2012-07-27,298.125610,310.709869,0.000000
2012-07-28,299.121674,309.202850,2.118320
2012-07-29,297.337677,308.960297,0.449944
2012-07-30,297.416595,310.298584,0.000000
2012-07-31,296.919312,310.217987,0.000000
2012-08-01,297.253082,309.971497,0.000000
2012-08-02,297.549530,309.662048,0.000000
2012-08-03,297.582489,311.246857,0.000000
2012-08-04,297.165436,312.103851,0.000000
2012-08-05,296.521271,312.139771,0.000000
2012-08-06,296.348572,311.034943,0.000000
2012-08-07,296.615479,309.533356,0.000000
2012-08-08,296.965393,308.514618,0.000000
2012-08-09,296.876068,310.067780,0.000000
2012-08-10,297.289368,312.298004,0.000000
2012-08-11,297.988831,312.677856,0.559356
2012-08-12,298.180511,312.297791,0.000000
2012-08-13,298.634003,311.496735,0.000000
2012-08-14,298.922272,311.642090,0.000000
2012-08-15,298.426270,311.782349,0.000000
2012-08-16,297.744110,311.300690,0.000000
2012-08-17,298.543854,311.665619,0.000000
2012-08-18,298.885345,311.106567,0.377261
2012-08-19,298.340210,310.404785,0.000000
2012-08-20,297.804077,309.897614,0.000000
2012-08-21,297.206909,310.141144,0.390318
2012-08-22,297.083191,311.099518,1.721468
2012-08-23,298.958466,311.470551,0.000000
2012-08-24,299.298340,311.775909,0.000000
2012-08-25,299.529968,311.103882,0.000000
2012-08-26,298.176971,311.005981,0.000000
2012-08-27,297.092743,310.838013,0.000000
2012-08-28,296.340668,311.102783,1.519425
2012-08-29,296.950470,307.518616,0.514711
2012-08-30,295.637787,306.940216,4.464288
2012-08-31,295.612030,306.398773,0.693256
2012-09-01,296.868805,308.480835,0.000000
2012-09-02,298.057220,310.300568,0.000000
2012-09-03,298.078857,310.675110,0.000000
2012-09-04,297.879517,310.749451,0.000000
2012-09-05,297.588318,310.730133,0.000000
2012-09-06,296.992096,310.445221,0.000000
2012-09-07,296.247528,309.221832,0.394291
2012-09-08,296.328247,308.069366,1.754594
2012-09-09,297.205963,307.115723,4.146905
2012-09-10,297.358185,307.005280,0.000000
2012-09-11,295.416565,307.574341,0.000000
2012-09-12,294.898590,307.744446,0.000000
2012-09-13,292.898132,308.497528,0.000000
2012-09-14,291.967316,308.416199,0.419634
2012-09-15,294.272034,306.664246,0.679852
2012-09-16,295.085297,306.363495,3.292638
2012-09-17,295.060608,305.847382,4.319489
2012-09-18,295.167450,304.856110,4.609375
2012-09-19,294.838806,304.903778,3.238091
2012-09-20,292.879028,303.708801,1.875429
2012-09-21,293.249237,304.087524,0.000000
2012-09-22,294.921600,304.562012,0.000000
2012-09-23,294.805756,303.236664,0.000000
2012-09-24,291.971252,300.834778,0.000000
2012-09-25,290.664703,301.228027,0.000000
2012-09-26,293.542389,304.114838,0.000000
2012-09-27,292.139008,305.978058,0.000000
2012-09-28,293.383453,306.720306,0.000000
2012-09-29,293.374664,307.015198,0.000000
2012-09-30,293.899475,307.422150,0.000000
2012-10-01,294.157623,307.661987,0.000000
2012-10-02,293.198578,307.731262,0.000000
2012-10-03,292.315735,307.480499,3.910415
2012-10-04,292.989502,305.450836,0.000000
2012-10-05,291.415619,305.575043,0.000000
2012-10-06,291.177307,307.087769,0.000000
2012-10-07,289.725708,307.752991,0.000000
2012-10-08,290.429199,309.124115,0.000000
2012-10-09,290.717529,309.390717,0.000000
2012-10-10,291.439850,307.996399,0.000000
2012-10-11,289.817688,307.278625,0.000000
2012-10-12,288.877472,308.965576,0.000000
2012-10-13,286.319366,303.955048,0.000000
2012-10-14,285.609589,303.691620,0.000000
2012-10-15,291.111694,300.805359,0.000000
2012-10-16,287.928467,293.744537,36.120033
2012-10-17,289.132812,297.111450,43.687981
2012-10-18,288.264313,298.738861,1.410684
2012-10-19,285.212555,300.823975,0.000000
2012-10-20,284.783722,302.686310,0.000000
2012-10-21,286.619781,303.334412,0.000000
2012-10-22,286.472839,304.216034,0.000000
2012-10-23,288.504364,305.020447,0.000000
2012-10-24,286.895538,300.227081,1.888685
2012-10-25,281.531372,290.534424,0.000000
2012-10-26,279.453033,291.839783,0.000000
2012-10-27,280.155212,292.415619,0.000000
2012-10-28,281.933533,295.380615,0.000000
2012-10-29,286.307770,294.940674,3.321197
2012-10-30,283.003967,298.078613,0.000000
2012-10-31,284.177887,297.182465,0.000000
2012-11-01,286.931824,300.028412,1.963344
2012-11-02,288.421539,301.744629,0.000000
2012-11-03,287.612488,302.095062,0.000000
2012-11-04,283.835785,302.545563,0.000000
2012-11-05,287.837250,302.396057,0.000000
2012-11-06,290.865082,303.025696,0.000000
2012-11-07,291.890045,303.131561,0.000000
2012-11-08,292.434631,303.451660,0.000000
2012-11-09,293.672607,303.672211,1.107029
2012-11-10,288.559509,301.895996,3.531557
2012-11-11,283.310852,299.727814,0.000000
2012-11-12,280.703156,300.722992,0.000000
2012-11-13,281.762970,299.777161,0.000000
2012-11-14,280.110352,296.759705,0.000000
2012-11-15,278.843964,296.718658,0.000000
2012-11-16,281.749908,299.043304,0.000000
2012-11-17,288.581177,301.079865,0.000000
2012-11-18,289.808960,303.549103,0.000000
2012-11-19,284.494293,301.587311,0.000000
2012-11-20,278.140747,295.086731,0.000000
2012-11-21,275.472229,294.449249,0.000000
2012-11-22,274.416565,296.485229,0.000000
2012-11-23,275.182312,298.079773,0.000000
2012-11-24,278.529968,296.472778,0.000000
2012-11-25,286.794159,296.100220,0.000000
2012-11-26,288.626923,297.352875,4.349479
2012-11-27,287.417847,300.798126,1.585935
2012-11-28,286.882416,299.786896,0.000000
2012-11-29,285.143036,295.921051,0.000000
2012-11-30,279.483093,295.196442,0.000000
2012-12-01,277.932861,298.789368,0.000000
2012-12-02,280.232666,299.920746,0.000000
2012-12-03,286.893372,299.592529,0.000000
2012-12-04,288.190369,299.176422,1.006823
2012-12-05,281.434875,297.367950,2.246903
2012-12-06,276.698059,296.311981,0.000000
2012-12-07,280.399200,295.731995,0.000000
2012-12-08,286.195007,299.214142,0.000000
2012-12-09,287.352386,299.120239,3.453594
2012-12-10,283.497101,300.156586,0.520356
2012-12-11,284.113098,300.928650,0.000000
2012-12-12,290.081360,302.106384,0.000000
2012-12-13,289.753510,302.315338,0.877088
2012-12-14,278.585571,298.051758,0.315716
2012-12-15,275.443085,283.809723,1.011072
2012-12-16,275.220459,280.777069,22.934784
2012-12-17,277.639191,285.136322,11.607033
2012-12-18,273.073975,278.156799,0.000000
2012-12-19,271.955963,278.378448,0.000000
2012-12-20,274.327057,280.365173,1.747288
2012-12-21,275.500397,278.507507,0.000000
2012-12-22,274.489105,280.152283,0.000000
2012-12-23,269.480560,278.535095,0.000000
2012-12-24,269.902893,278.778168,0.000000
2012-12-25,271.279388,287.933380,0.000000
2012-12-26,273.454712,291.267334,0.000000
2012-12-27,277.859802,294.598297,0.000000
2012-12-28,287.541809,297.564972,0.000000
2012-12-29,288.140717,299.116760,0.000000
2012-12-30,277.455994,295.170837,1.148596
2012-12-31,275.648529,283.477509,0.000000
2013-01-01,280.182007,289.485901,0.690346
2013-01-02,282.611450,290.348389,1.986824
2013-01-03,280.355316,289.559723,0.000000
2013-01-04,285.293304,299.254486,0.846384
2013-01-05,286.482208,300.259857,0.000000
2013-01-06,275.324799,291.322388,2.486745
2013-01-07,274.214111,284.621582,0.000000
2013-01-08,274.596558,282.581909,0.000000
2013-01-09,274.329926,282.213776,2.092395
2013-01-10,273.704742,281.388550,0.000000
2013-01-11,273.127502,283.523895,0.000000
2013-01-12,273.151276,289.629547,0.000000
2013-01-13,274.021179,290.823242,0.000000
2013-01-14,269.511719,286.698883,0.000000
2013-01-15,263.713745,275.318970,0.000000
2013-01-16,263.284332,267.976044,0.000000
2013-01-17,260.476807,271.733093,0.427204
2013-01-18,265.000122,281.007141,0.000000
2013-01-19,270.482117,290.535889,0.000000
2013-01-20,274.940765,289.961365,0.000000
2013-01-21,281.603577,296.480103,0.000000
2013-01-22,285.342743,299.251404,2.087702
2013-01-23,283.282471,297.893433,0.000000
2013-01-24,280.520020,295.861572,0.000000
2013-01-25,272.475891,287.200256,0.000000
2013-01-26,269.505005,283.928802,0.000000
2013-01-27,274.200867,285.968903,0.000000
2013-01-28,277.172180,287.063690,0.000000
2013-01-29,276.497650,286.920563,0.000000
2013-01-30,277.888245,290.936859,0.000000
2013-01-31,277.432343,289.676056,0.000000
2013-02-01,273.792206,287.838043,0.000000
2013-02-02,274.571930,289.427795,0.000000
2013-02-03,282.310181,294.371704,4.125884
2013-02-04,281.031555,296.257538,0.443353
2013-02-05,271.188110,286.133362,0.280138
2013-02-06,266.592377,273.950562,0.000000
2013-02-07,269.573242,274.063812,0.000000
2013-02-08,271.788849,274.847565,0.000000
2013-02-09,272.015747,281.024567,0.000000
2013-02-10,272.677521,290.272827,0.000000
2013-02-11,274.345978,292.213043,0.000000
2013-02-12,274.136200,286.358551,0.445143
2013-02-13,274.697998,284.093079,0.000000
2013-02-14,277.534058,288.995270,0.000000
2013-02-15,280.967224,293.150482,0.000000
2013-02-16,283.016815,297.105865,0.000000
2013-02-17,280.986542,296.541290,0.000000
2013-02-18,280.959595,292.903809,0.000000
2013-02-19,284.765686,295.337433,0.000000
2013-02-20,288.260895,302.272125,0.000000
2013-02-21,289.279327,303.500214,1.202121
2013-02-22,286.825470,301.351898,0.000000
2013-02-23,279.420685,296.116760,0.000000
2013-02-24,280.780426,291.862244,0.000000
2013-02-25,281.424927,292.232971,1.648891
2013-02-26,275.920959,290.636017,0.000000
2013-02-27,277.842468,293.817749,0.000000
2013-02-28,281.921356,298.164490,0.000000
2013-03-01,284.636383,298.038757,0.000000
2013-03-02,278.812378,292.642212,0.000000
2013-03-03,276.990845,284.248596,0.000000
2013-03-04,273.094879,289.808350,0.000000
2013-03-05,276.743591,297.421814,0.000000
2013-03-06,280.918549,296.417450,0.000000
2013-03-07,282.712463,295.052673,0.000000
2013-03-08,288.142731,301.164642,0.000000
2013-03-09,284.454163,299.867493,0.000000
2013-03-10,281.643097,299.027649,0.000000
2013-03-11,285.623749,306.236725,0.000000
2013-03-12,285.898254,304.160278,0.000000
2013-03-13,280.691132,293.065887,0.000000
2013-03-14,283.128967,290.133667,0.000000
2013-03-15,284.660736,294.417267,1.142362
2013-03-16,289.975983,301.110199,1.325781
2013-03-17,290.923645,297.719604,0.000000
2013-03-18,290.519562,300.532379,6.568824
2013-03-19,288.982574,302.382904,6.358571
2013-03-20,290.483673,301.332001,18.073893
2013-03-21,292.348053,301.035187,4.531084
2013-03-22,291.192871,300.556671,4.577249
2013-03-23,290.134674,301.289215,0.000000
2013-03-24,283.261597,301.518341,0.000000
2013-03-25,282.473389,304.028168,0.000000
2013-03-26,283.972748,303.175690,0.000000
2013-03-27,284.727539,300.532074,0.000000
2013-03-28,287.510437,296.987030,1.401729
2013-03-29,288.708740,300.514679,0.566438
2013-03-30,287.224396,300.526672,0.000000
2013-03-31,284.759094,302.088623,0.000000
2013-04-01,287.236877,306.433411,0.000000
2013-04-02,289.746246,304.363770,0.000000
2013-04-03,288.010681,302.463074,4.643248
2013-04-04,287.592133,304.277496,0.000000
2013-04-05,288.980042,303.243225,0.000000
2013-04-06,287.799683,304.523895,0.000000
2013-04-07,288.543457,305.284210,0.000000
2013-04-08,291.077301,304.915680,0.000000
2013-04-09,292.323700,304.353180,1.366513
2013-04-10,290.793365,306.728516,1.376675
2013-04-11,288.937286,305.716064,0.000000
2013-04-12,286.880615,299.833191,0.000000
2013-04-13,287.160431,297.145233,0.000000
2013-04-14,286.576508,299.531616,0.000000
2013-04-15,286.146820,301.220154,0.000000
2013-04-16,286.508820,301.613464,0.000000
2013-04-17,286.865540,303.590698,0.000000
2013-04-18,289.671326,304.848938,0.000000
2013-04-19,292.582825,305.208771,0.000000
2013-04-20,293.720367,308.012939,0.000000
2013-04-21,294.206818,309.945557,0.000000
2013-04-22,294.404388,308.795776,0.000000
2013-04-23,293.825562,308.698181,0.000000
2013-04-24,293.001831,308.544647,0.000000
2013-04-25,293.512299,307.776855,0.000000
2013-04-26,294.668701,307.258514,0.000000
2013-04-27,295.431732,307.737030,0.000000
2013-04-28,294.864563,308.315796,0.000000
2013-04-29,295.239319,307.640289,0.000000
2013-04-30,295.396729,308.258423,0.000000
2013-05-01,296.076233,308.832428,0.000000
2013-05-02,296.153229,309.519592,0.000000
2013-05-03,295.032318,309.787292,0.000000
2013-05-04,294.959686,310.436371,0.000000
2013-05-05,294.496704,309.626160,0.000000
2013-05-06,295.407501,309.621765,0.000000
2013-05-07,294.378265,309.118195,0.746547
2013-05-08,293.144257,309.010620,0.000000
2013-05-09,293.006653,308.387878,0.000000
2013-05-10,293.810516,309.195160,0.000000
2013-05-11,293.861389,309.115784,0.000000
2013-05-12,295.297333,308.603577,1.237514
2013-05-13,295.316620,305.904572,8.002735
2013-05-14,296.150909,304.943176,37.614254
2013-05-15,296.329559,307.270294,7.979672
2013-05-16,293.851074,301.933624,19.082422
2013-05-17,289.420715,298.819885,13.416868
2013-05-18,285.731964,297.913361,0.000000
2013-05-19,285.914001,300.372375,0.000000
2013-05-20,291.116974,305.143463,2.829385
2013-05-21,293.536865,307.380676,0.000000
2013-05-22,296.703217,307.978821,0.000000
2013-05-23,295.660553,307.984802,0.000000
2013-05-24,295.484344,308.509094,0.000000
2013-05-25,297.083588,306.062103,6.155589
2013-05-26,293.454742,306.691437,0.000000
2013-05-27,295.686768,310.107422,0.000000
2013-05-28,296.976471,311.654846,0.000000
2013-05-29,298.364380,313.341431,0.000000
2013-05-30,301.595245,312.743439,0.000000
2013-05-31,298.637360,311.835388,3.420923
2013-06-01,299.369568,311.030182,2.893091
2013-06-02,297.364685,309.516968,9.582988
2013-06-03,296.520386,310.292847,10.804440
2013-06-04,297.250854,311.422455,1.501012
2013-06-05,296.692871,311.057098,0.000000
2013-06-06,297.475311,310.910553,0.000000
2013-06-07,296.671326,310.612427,0.000000
2013-06-08,297.144379,310.953186,0.000000
2013-06-09,298.217529,311.970795,0.000000
2013-06-10,298.452362,311.582092,0.000000
2013-06-11,298.451324,313.537323,0.000000
2013-06-12,298.157043,312.646637,0.530008
2013-06-13,295.919586,310.083130,4.367441
