#Variables:
#tasmin_IPSL-CM5A-LR_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-LR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-LR_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-LR_rcp45(K),tasmax_IPSL-CM5A-LR_rcp45(K),pr_IPSL-CM5A-LR_rcp45(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-LR_rcp45(K),tasmax_IPSL-CM5A-LR_rcp45(K),pr_IPSL-CM5A-LR_rcp45(mm)
2013-08-22,300.356750,315.758575,0.000000
2013-08-23,300.946136,314.473206,0.000000
2013-08-24,300.241821,313.345703,0.000000
2013-08-25,299.489166,315.721375,0.000000
2013-08-26,301.076233,316.633820,0.000000
2013-08-27,301.475342,314.961273,0.000000
2013-08-28,301.149750,313.185303,0.000000
2013-08-29,300.243835,312.948608,0.000000
2013-08-30,300.583008,312.980042,0.674838
2013-08-31,299.533447,311.396820,0.386299
2013-09-01,298.629913,311.430969,0.000000
2013-09-02,300.290649,312.202911,0.684842
2013-09-03,299.864990,311.781769,2.275829
2013-09-04,300.129211,312.836761,0.000000
2013-09-05,301.010742,315.503510,0.000000
2013-09-06,301.489044,316.154510,0.000000
2013-09-07,301.511108,315.213928,0.000000
2013-09-08,301.514252,311.333679,0.000000
2013-09-09,299.101776,308.781464,0.000000
2013-09-10,299.129852,311.501923,1.827108
2013-09-11,300.318573,310.931824,0.000000
2013-09-12,299.519745,309.566467,0.000000
2013-09-13,296.997437,306.736115,1.606128
2013-09-14,294.419067,306.766022,0.000000
2013-09-15,292.190704,306.266632,0.000000
2013-09-16,292.591949,306.960632,0.000000
2013-09-17,295.183868,307.843201,0.000000
2013-09-18,295.379120,309.154663,0.000000
2013-09-19,295.272980,310.357727,0.000000
2013-09-20,296.506012,308.295044,0.000000
2013-09-21,295.801758,306.723846,0.767751
2013-09-22,292.948212,306.952179,0.000000
2013-09-23,296.072144,308.752991,0.000000
2013-09-24,296.462311,309.810516,0.000000
2013-09-25,297.879456,310.887360,0.000000
2013-09-26,299.060730,311.593994,0.000000
2013-09-27,298.849091,312.162445,0.000000
2013-09-28,300.078247,314.444458,0.000000
2013-09-29,299.613678,313.751160,0.000000
2013-09-30,298.579437,311.591034,0.000000
2013-10-01,298.931122,309.165863,0.000000
2013-10-02,297.688721,305.311310,10.705325
2013-10-03,296.779999,306.492218,0.000000
2013-10-04,295.593048,309.257690,0.000000
2013-10-05,295.052856,306.891174,0.000000
2013-10-06,289.833221,303.283508,0.000000
2013-10-07,289.801544,306.920776,0.000000
2013-10-08,291.954529,307.611694,0.000000
2013-10-09,293.020508,306.943054,0.000000
2013-10-10,291.213074,309.504120,0.000000
2013-10-11,293.503387,310.370880,0.000000
2013-10-12,294.918304,309.115997,0.000000
2013-10-13,292.335724,306.005737,0.000000
2013-10-14,287.192322,300.416107,0.000000
2013-10-15,289.032684,300.348572,0.000000
2013-10-16,289.108795,304.643829,0.000000
2013-10-17,290.252350,307.666992,0.000000
2013-10-18,294.400635,308.774872,0.000000
2013-10-19,292.528687,307.854523,0.000000
2013-10-20,294.950958,308.930420,1.784596
2013-10-21,286.614075,305.971466,0.000000
2013-10-22,283.281250,294.618774,0.000000
2013-10-23,283.254517,293.046204,0.000000
2013-10-24,283.972443,298.702606,0.000000
2013-10-25,288.218597,302.919434,0.000000
2013-10-26,292.110535,306.061096,0.797306
2013-10-27,293.834320,305.975800,0.000000
2013-10-28,294.034241,304.705597,0.517589
2013-10-29,294.512604,307.525238,1.504914
2013-10-30,294.756714,308.393555,0.000000
2013-10-31,295.412231,308.084412,0.000000
2013-11-01,293.948578,306.530304,0.000000
2013-11-02,282.228180,300.756500,0.000000
2013-11-03,278.944183,293.528564,0.000000
2013-11-04,285.282959,296.090149,0.000000
2013-11-05,286.545624,300.295044,0.000000
2013-11-06,290.697327,303.270599,0.000000
2013-11-07,290.975250,302.642273,1.102319
2013-11-08,288.750519,300.870514,18.685858
2013-11-09,291.480865,298.945770,8.281144
2013-11-10,285.790985,297.826904,1.520615
2013-11-11,288.018097,297.829681,48.209309
2013-11-12,281.087738,287.989075,24.626328
2013-11-13,281.299988,287.939850,10.700416
2013-11-14,278.273102,292.184448,0.555410
2013-11-15,275.855530,294.413361,0.000000
2013-11-16,278.634338,296.095245,0.000000
2013-11-17,281.622162,297.365845,0.000000
2013-11-18,275.849548,292.572174,0.000000
2013-11-19,271.510284,288.779633,0.000000
2013-11-20,274.916962,294.549469,0.000000
2013-11-21,279.231964,297.646423,0.000000
2013-11-22,283.366425,299.166901,0.000000
2013-11-23,288.258728,296.880463,1.860439
2013-11-24,289.492401,295.611877,9.828467
2013-11-25,285.987915,294.207611,26.122213
2013-11-26,279.991882,286.109436,37.917870
2013-11-27,282.270721,287.187225,25.839195
2013-11-28,282.404297,294.245911,0.655085
2013-11-29,282.467682,294.740997,0.000000
2013-11-30,274.165833,290.753448,0.000000
2013-12-01,274.466125,283.606567,0.000000
2013-12-02,277.186584,282.260468,20.922792
2013-12-03,275.829895,279.366333,30.407295
2013-12-04,273.574921,282.211792,1.357789
2013-12-05,276.158112,284.163422,0.000000
2013-12-06,275.930573,283.699768,0.000000
2013-12-07,275.826843,282.281952,1.704684
2013-12-08,275.754059,281.295380,11.774414
2013-12-09,272.166779,281.467377,1.142969
2013-12-10,267.690613,283.760986,0.000000
2013-12-11,273.209473,285.078247,0.000000
2013-12-12,275.081390,287.923950,0.000000
2013-12-13,279.162476,289.618103,0.000000
2013-12-14,280.743530,296.952850,0.000000
2013-12-15,285.731018,298.474365,0.000000
2013-12-16,283.694702,294.254211,0.000000
2013-12-17,279.670441,293.137054,0.000000
2013-12-18,279.157867,294.193542,0.000000
2013-12-19,280.474030,295.608704,0.000000
2013-12-20,284.340820,296.209900,0.000000
2013-12-21,286.138428,298.172882,0.000000
2013-12-22,286.503632,299.689056,0.000000
2013-12-23,287.723358,299.938263,0.000000
2013-12-24,288.375519,301.208191,0.309922
2013-12-25,286.093170,297.233856,0.000000
2013-12-26,277.752136,292.073761,0.000000
2013-12-27,273.452728,285.814697,0.000000
2013-12-28,273.772614,288.043213,0.000000
2013-12-29,272.609314,290.789215,0.000000
2013-12-30,278.871002,294.651215,0.000000
2013-12-31,278.819702,294.680817,0.336637
2014-01-01,278.797363,297.652832,0.000000
2014-01-02,282.653442,298.261475,0.000000
2014-01-03,280.677826,294.648956,0.000000
2014-01-04,273.332703,287.912109,0.000000
2014-01-05,275.008850,294.138489,0.000000
2014-01-06,277.735504,295.749329,0.000000
2014-01-07,287.219818,297.468719,1.049358
2014-01-08,285.084961,295.446838,53.098728
2014-01-09,283.659637,291.066345,33.180046
2014-01-10,277.212219,288.348755,0.000000
2014-01-11,275.167206,292.661530,0.000000
2014-01-12,275.536377,290.025177,0.000000
2014-01-13,275.011139,291.061462,0.000000
2014-01-14,278.711487,291.381805,0.716323
2014-01-15,279.945801,290.331146,1.267102
2014-01-16,275.207733,280.387268,1.523990
2014-01-17,270.404205,279.480530,0.000000
2014-01-18,270.920959,283.810791,0.000000
2014-01-19,275.509399,282.811127,0.883720
2014-01-20,275.256012,281.686768,0.862251
2014-01-21,276.193054,282.877319,4.659004
2014-01-22,276.221375,288.536163,0.000000
2014-01-23,277.922699,290.124542,0.000000
2014-01-24,280.236267,293.660828,0.000000
2014-01-25,281.748962,291.337952,0.741195
2014-01-26,271.620392,286.490265,4.068544
2014-01-27,268.463104,280.853821,0.000000
2014-01-28,274.002411,287.060791,0.000000
2014-01-29,275.159851,284.715118,0.000000
2014-01-30,274.595398,290.707794,0.000000
2014-01-31,275.606873,284.609436,0.000000
2014-02-01,273.933044,288.017853,0.000000
2014-02-02,277.347626,292.458618,0.000000
2014-02-03,281.198608,294.890015,0.000000
2014-02-04,280.441681,292.308563,0.000000
2014-02-05,285.821106,293.855988,41.207939
2014-02-06,284.097717,293.058716,11.976889
2014-02-07,280.874237,291.242584,0.851247
2014-02-08,280.370697,287.865479,0.590011
2014-02-09,278.999786,287.928772,0.000000
2014-02-10,280.040039,296.006805,0.000000
2014-02-11,284.044281,294.795288,0.885821
2014-02-12,281.641937,290.483215,0.000000
2014-02-13,278.262207,289.476593,0.000000
2014-02-14,281.980194,290.009369,0.000000
2014-02-15,283.472931,289.950500,4.321877
2014-02-16,288.610260,295.621552,2.166119
2014-02-17,290.731323,300.493958,0.000000
2014-02-18,288.346436,299.727905,0.403731
2014-02-19,284.848541,297.276398,0.000000
2014-02-20,284.080322,299.412415,0.000000
2014-02-21,285.166870,298.885223,0.000000
2014-02-22,283.474396,293.745697,0.000000
2014-02-23,282.819580,294.099182,0.000000
2014-02-24,283.452301,297.237976,0.000000
2014-02-25,284.962341,298.597076,0.000000
2014-02-26,284.813690,298.488617,0.000000
2014-02-27,283.100586,298.026337,0.000000
2014-02-28,285.399445,301.238342,0.000000
2014-03-01,287.698517,303.202087,0.000000
2014-03-02,290.249786,299.454285,3.709035
2014-03-03,287.659576,294.718231,2.335295
2014-03-04,283.442291,294.416168,0.000000
2014-03-05,284.422638,294.637299,0.000000
2014-03-06,288.176208,301.273499,3.220105
2014-03-07,288.196411,299.189056,0.589418
2014-03-08,287.595428,296.817780,0.000000
2014-03-09,283.691132,293.675140,0.000000
2014-03-10,282.785034,297.227692,0.000000
2014-03-11,284.293701,294.893188,0.000000
2014-03-12,283.870789,294.892212,0.000000
2014-03-13,287.002594,298.573090,0.523634
2014-03-14,288.161987,299.635101,0.000000
2014-03-15,287.394348,298.452972,0.000000
2014-03-16,287.644653,301.879608,0.000000
2014-03-17,289.852905,303.264801,0.000000
2014-03-18,291.277313,302.198029,0.000000
2014-03-19,289.278931,300.255066,0.560861
2014-03-20,286.234222,296.124847,0.000000
2014-03-21,287.867737,294.699829,0.000000
2014-03-22,288.013885,296.453064,0.000000
2014-03-23,288.846527,301.612427,0.000000
2014-03-24,291.042969,300.269562,6.180206
2014-03-25,292.665161,299.152313,26.077799
2014-03-26,291.877991,299.648071,9.470620
2014-03-27,288.740051,299.407318,3.766870
2014-03-28,288.831665,299.397095,0.000000
2014-03-29,288.834656,299.905457,0.358949
2014-03-30,289.771210,302.668915,1.691991
2014-03-31,289.263031,300.226990,0.000000
2014-04-01,287.065186,300.261627,0.000000
2014-04-02,289.127930,303.324280,0.000000
2014-04-03,289.734192,301.022522,0.000000
2014-04-04,286.125610,300.566284,0.000000
2014-04-05,288.529480,298.053680,0.000000
2014-04-06,285.073364,301.756805,0.000000
2014-04-07,292.392456,305.766785,0.000000
2014-04-08,292.477478,305.125275,0.000000
2014-04-09,290.066528,301.136902,0.000000
2014-04-10,285.695038,294.863220,0.000000
2014-04-11,288.609375,303.736969,0.000000
2014-04-12,291.346222,301.532623,0.000000
2014-04-13,286.568085,296.801819,0.000000
2014-04-14,288.130737,301.310120,0.000000
2014-04-15,291.657593,305.443726,0.000000
2014-04-16,293.293945,303.238892,0.000000
2014-04-17,291.251709,297.970001,0.000000
2014-04-18,292.180450,299.235382,0.000000
2014-04-19,293.480835,304.272888,0.809835
2014-04-20,292.660217,306.504700,0.000000
2014-04-21,292.927948,304.501343,0.000000
2014-04-22,288.668915,298.235596,0.000000
2014-04-23,292.711700,305.855804,0.000000
2014-04-24,292.027985,303.347534,0.000000
2014-04-25,285.564545,294.026642,0.000000
2014-04-26,287.319702,297.902222,0.000000
2014-04-27,290.882629,299.625580,0.000000
2014-04-28,289.736694,302.415344,0.000000
2014-04-29,289.734924,300.184784,0.000000
2014-04-30,289.755585,304.046997,0.000000
2014-05-01,293.098053,307.012329,0.000000
2014-05-02,294.492737,308.628174,0.000000
2014-05-03,295.303009,307.784515,0.000000
2014-05-04,295.668762,306.288452,0.295591
2014-05-05,295.102020,305.371582,1.094642
2014-05-06,295.527374,306.708344,0.000000
2014-05-07,295.837311,305.292816,0.000000
2014-05-08,295.786682,304.666016,0.000000
2014-05-09,296.226440,304.359161,0.000000
2014-05-10,295.721466,306.106720,0.497093
2014-05-11,294.731384,304.915649,0.000000
2014-05-12,293.541840,301.881989,0.000000
2014-05-13,291.655060,301.973572,0.000000
2014-05-14,294.700897,303.759247,0.000000
2014-05-15,294.852264,310.889618,0.000000
2014-05-16,295.833588,309.256317,0.000000
2014-05-17,296.351654,309.123718,0.000000
2014-05-18,298.990387,312.623108,0.000000
2014-05-19,301.454865,309.341492,0.000000
2014-05-20,297.970703,305.662415,0.000000
2014-05-21,296.378540,309.222046,0.000000
2014-05-22,296.380280,308.896362,0.000000
2014-05-23,297.258423,307.742371,0.000000
2014-05-24,297.020081,304.889282,0.000000
2014-05-25,296.250763,303.878326,0.000000
2014-05-26,296.892914,304.797089,1.488961
2014-05-27,297.854065,305.276367,7.989116
2014-05-28,296.562592,301.795349,3.596586
2014-05-29,294.752716,304.021240,12.360899
2014-05-30,294.673187,304.856842,3.995269
2014-05-31,294.918335,308.352722,0.000000
2014-06-01,296.048248,309.025085,0.000000
2014-06-02,296.250885,308.566162,0.000000
2014-06-03,297.514099,308.714203,0.926484
2014-06-04,295.971283,308.489227,8.556222
2014-06-05,296.137878,306.129303,1.062705
2014-06-06,295.660309,303.515289,0.000000
2014-06-07,295.892426,302.473206,5.977201
2014-06-08,295.287964,305.528320,4.323991
2014-06-09,295.108826,309.785797,0.000000
2014-06-10,295.921570,312.013550,0.000000
2014-06-11,295.999786,312.082794,0.000000
2014-06-12,298.893341,310.931610,0.000000
2014-06-13,297.624634,309.268158,1.059753
2014-06-14,297.405792,310.907379,0.949830
2014-06-15,298.273407,312.593536,0.000000
2014-06-16,299.367859,313.002289,0.000000
2014-06-17,299.955719,312.953400,1.050817
2014-06-18,299.233582,312.420959,0.000000
2014-06-19,299.142609,311.377197,0.000000
2014-06-20,299.170135,310.857269,0.000000
2014-06-21,298.829376,310.257538,0.000000
2014-06-22,298.816986,310.481567,0.000000
2014-06-23,299.934326,309.050446,0.000000
2014-06-24,299.178528,307.546509,0.000000
2014-06-25,298.399811,307.319641,0.000000
2014-06-26,298.065277,309.089050,0.000000
2014-06-27,297.564301,310.277527,0.000000
2014-06-28,298.113281,309.385834,0.000000
2014-06-29,298.368134,308.276825,0.000000
2014-06-30,298.384125,309.058563,0.000000
2014-07-01,297.969574,308.830719,0.000000
2014-07-02,298.001587,309.705139,0.000000
2014-07-03,298.340118,310.719330,0.000000
2014-07-04,298.802795,311.035034,0.000000
2014-07-05,299.174042,311.133148,0.000000
2014-07-06,299.107483,309.665314,1.082254
2014-07-07,301.673737,308.520599,4.586395
2014-07-08,298.866974,308.980927,0.000000
2014-07-09,298.940765,311.550140,0.000000
2014-07-10,299.011841,311.708832,0.000000
2014-07-11,299.525513,310.669464,0.000000
2014-07-12,299.149506,308.588287,0.000000
2014-07-13,298.142822,309.428284,0.000000
2014-07-14,297.848297,312.387115,0.000000
2014-07-15,299.126495,313.990356,0.000000
2014-07-16,300.098846,314.834778,0.000000
2014-07-17,299.867950,314.038483,0.000000
2014-07-18,300.089966,313.732941,0.000000
2014-07-19,298.523376,314.073303,0.000000
2014-07-20,299.022278,314.818146,0.000000
2014-07-21,300.261871,314.434052,0.000000
2014-07-22,300.408234,313.340027,0.000000
2014-07-23,299.776794,310.978973,0.000000
2014-07-24,298.732941,310.117615,0.000000
2014-07-25,297.445526,309.903931,0.000000
2014-07-26,297.086975,310.873596,0.000000
2014-07-27,297.373718,311.226715,0.000000
2014-07-28,298.162292,311.818665,0.000000
2014-07-29,298.830109,310.097656,0.000000
2014-07-30,298.221680,308.723816,2.182986
2014-07-31,297.761292,308.207886,6.960612
2014-08-01,297.590881,308.206451,2.794268
2014-08-02,297.477661,308.569183,1.288060
2014-08-03,297.785828,309.598999,1.736654
2014-08-04,297.663818,310.555847,2.042493
2014-08-05,297.660919,309.955750,1.292863
2014-08-06,296.608582,309.167755,0.000000
2014-08-07,296.356110,308.445587,0.000000
2014-08-08,296.877563,309.486511,0.000000
2014-08-09,297.533417,310.379089,0.000000
2014-08-10,298.217346,310.533112,0.000000
2014-08-11,297.354553,309.701111,0.000000
2014-08-12,297.051239,309.062469,0.000000
2014-08-13,297.540192,309.307617,0.000000
2014-08-14,298.815155,308.900024,0.000000
2014-08-15,298.230927,306.606110,3.617279
2014-08-16,298.426605,304.578278,13.546368
2014-08-17,297.873444,305.018616,24.907242
2014-08-18,297.543640,303.691223,14.024123
2014-08-19,296.947571,304.088745,2.721088
2014-08-20,297.055328,304.956116,2.504944
2014-08-21,297.078461,305.393005,1.776228
2014-08-22,297.254181,307.840027,0.717569
2014-08-23,297.648071,308.471558,0.000000
2014-08-24,298.184631,308.753540,0.000000
2014-08-25,298.363312,309.817719,0.000000
2014-08-26,297.900543,310.697632,0.000000
2014-08-27,298.574829,310.967194,0.000000
2014-08-28,297.871277,310.831543,0.000000
2014-08-29,297.507965,308.270660,1.160248
2014-08-30,298.519348,306.167175,8.236403
2014-08-31,296.832001,304.985870,7.884384
2014-09-01,295.852783,305.388855,2.396629
2014-09-02,295.155060,307.020355,0.000000
2014-09-03,296.282135,306.514282,1.995981
2014-09-04,296.256439,306.008514,1.330464
2014-09-05,296.083649,305.172241,4.468368
2014-09-06,296.034271,307.561401,0.000000
2014-09-07,295.085968,309.734802,0.000000
2014-09-08,295.929047,311.263977,0.000000
2014-09-09,296.395142,310.915955,0.000000
2014-09-10,297.101318,309.707214,0.407102
2014-09-11,296.945007,309.322845,0.000000
2014-09-12,297.396027,309.105774,2.370930
2014-09-13,296.507050,308.298523,6.335216
2014-09-14,296.405701,307.865204,4.327383
2014-09-15,296.333984,307.560852,3.305192
2014-09-16,295.558472,305.794617,14.205384
2014-09-17,294.424744,305.071869,0.000000
2014-09-18,291.454315,308.073059,0.000000
2014-09-19,292.188232,309.770935,0.000000
2014-09-20,294.387909,309.147156,0.000000
2014-09-21,295.829956,308.972748,0.000000
2014-09-22,294.732117,305.922546,2.861236
2014-09-23,291.936035,303.579865,0.000000
2014-09-24,294.023376,305.948669,0.000000
2014-09-25,290.969055,309.326996,0.000000
2014-09-26,295.156616,310.885498,0.000000
2014-09-27,294.401276,307.548828,0.000000
2014-09-28,292.088348,305.529541,0.000000
2014-09-29,288.930389,301.009796,0.000000
2014-09-30,287.978027,298.137054,0.000000
2014-10-01,288.368256,296.074707,4.758442
2014-10-02,289.518524,302.645477,5.663584
2014-10-03,293.420013,306.684235,12.349185
2014-10-04,294.620483,306.176544,3.937629
2014-10-05,292.907135,302.957153,6.213338
2014-10-06,285.194794,297.555725,1.221212
2014-10-07,285.660950,298.929779,0.308933
2014-10-08,289.351379,296.605133,2.620836
2014-10-09,284.684235,299.890015,0.000000
2014-10-10,285.788391,302.717865,0.000000
2014-10-11,289.045624,301.315613,0.000000
2014-10-12,288.708923,298.994720,15.118889
2014-10-13,285.108887,293.863770,0.000000
2014-10-14,286.682404,298.725677,0.000000
2014-10-15,291.462646,307.710419,0.000000
2014-10-16,292.778076,308.375610,0.000000
2014-10-17,284.167267,301.161346,0.000000
2014-10-18,285.472382,294.864807,13.688130
2014-10-19,287.343079,300.501587,2.115500
2014-10-20,287.863403,301.948761,0.000000
2014-10-21,288.529785,305.992889,0.000000
2014-10-22,291.788330,305.834167,0.000000
2014-10-23,289.889984,304.418396,0.000000
2014-10-24,292.534973,302.011658,0.000000
2014-10-25,292.682800,302.336884,1.241268
2014-10-26,290.373749,305.380981,0.890179
2014-10-27,291.024902,305.819824,0.000000
2014-10-28,292.362762,303.794678,4.494986
2014-10-29,289.819794,303.358032,1.700729
2014-10-30,285.549286,303.612946,0.000000
2014-10-31,291.515015,302.064270,0.000000
2014-11-01,285.270416,297.346832,0.000000
2014-11-02,282.184418,294.993561,0.000000
2014-11-03,284.182190,297.804138,0.000000
2014-11-04,285.959808,297.774506,0.000000
2014-11-05,288.330505,298.727448,5.192938
2014-11-06,283.941803,297.883545,0.000000
2014-11-07,284.114044,301.245056,0.000000
2014-11-08,286.143219,300.238861,0.000000
2014-11-09,277.822021,293.258636,6.299679
2014-11-10,276.918854,284.708466,0.453016
2014-11-11,273.671753,291.993164,0.000000
2014-11-12,281.415375,300.137024,0.000000
2014-11-13,286.938416,302.703491,0.000000
2014-11-14,287.441162,302.872284,0.000000
2014-11-15,287.494690,303.164429,0.000000
2014-11-16,289.816193,303.498047,0.000000
2014-11-17,290.657837,304.469086,0.000000
2014-11-18,292.013062,304.043274,0.728212
2014-11-19,291.103394,302.995514,1.867639
2014-11-20,285.388092,297.527771,0.000000
2014-11-21,282.259308,288.965607,0.338869
2014-11-22,283.439117,298.471893,1.886295
2014-11-23,287.846588,297.746765,0.313282
2014-11-24,282.144257,292.545502,0.000000
2014-11-25,283.018921,297.892517,2.215843
2014-11-26,287.548126,298.473572,0.000000
2014-11-27,281.067505,291.624878,4.339837
2014-11-28,279.181763,285.527283,6.275719
2014-11-29,273.211670,282.450165,5.838430
2014-11-30,271.151886,280.116180,2.723947
2014-12-01,271.174042,281.565491,0.335110
2014-12-02,272.907471,281.570160,5.362260
2014-12-03,274.964874,284.911285,3.188539
2014-12-04,276.898071,288.855042,0.640617
2014-12-05,278.709320,284.743378,3.404572
2014-12-06,271.254425,286.427673,0.000000
2014-12-07,275.046448,291.806152,0.000000
2014-12-08,280.359406,291.477325,0.000000
2014-12-09,282.957764,297.517914,0.000000
2014-12-10,288.005035,302.809296,0.000000
2014-12-11,288.320099,302.453918,0.000000
2014-12-12,288.044525,301.576538,0.310518
2014-12-13,290.393677,301.757721,0.708811
2014-12-14,289.222687,300.264465,0.374529
2014-12-15,287.418518,297.894409,0.000000
2014-12-16,282.218079,293.137543,0.299663
2014-12-17,274.826477,286.304077,0.000000
2014-12-18,270.805450,285.544739,0.000000
2014-12-19,270.614166,287.040710,0.000000
2014-12-20,274.041870,291.021576,0.000000
2014-12-21,277.375488,294.174896,0.000000
2014-12-22,280.156067,292.482971,0.000000
2014-12-23,280.935699,294.488770,0.000000
2014-12-24,279.430725,291.191742,0.000000
2014-12-25,277.395630,295.613251,0.000000
2014-12-26,280.642670,295.681915,0.000000
2014-12-27,276.711639,290.952881,0.000000
2014-12-28,272.849792,293.344910,0.000000
2014-12-29,279.399292,295.619080,0.000000
2014-12-30,277.548096,293.442566,0.000000
2014-12-31,282.236237,299.634369,0.000000
2015-01-01,282.174774,296.772461,0.000000
2015-01-02,283.753815,299.473694,0.000000
2015-01-03,287.959198,298.766205,0.000000
2015-01-04,283.392578,297.738861,0.000000
2015-01-05,280.312653,295.348236,0.000000
2015-01-06,282.022186,297.903931,0.000000
2015-01-07,288.867096,298.765808,0.380708
2015-01-08,274.154785,294.772614,0.403593
2015-01-09,271.822998,287.387207,0.000000
2015-01-10,277.503113,287.279358,0.000000
2015-01-11,272.064758,288.688873,0.000000
2015-01-12,274.440063,293.840637,0.000000
2015-01-13,281.171387,299.729889,0.524117
2015-01-14,286.096741,297.879120,0.000000
2015-01-15,274.847382,292.920074,0.369987
2015-01-16,278.658325,298.942688,0.000000
2015-01-17,284.368591,298.954559,0.000000
2015-01-18,284.041992,301.268036,0.000000
2015-01-19,287.813080,301.340851,0.000000
2015-01-20,284.599579,298.102386,1.954830
2015-01-21,271.565552,285.798523,9.148884
2015-01-22,268.501862,275.713074,0.000000
2015-01-23,268.500061,276.380066,0.000000
2015-01-24,270.238800,285.818634,0.000000
2015-01-25,272.729156,290.989838,0.000000
2015-01-26,280.235657,293.960419,0.000000
2015-01-27,279.333923,293.117737,0.751518
2015-01-28,283.367828,295.301971,3.641945
2015-01-29,282.460602,290.878510,3.678067
2015-01-30,279.328308,286.152740,1.848839
2015-01-31,267.474762,285.091644,0.000000
2015-02-01,273.856659,292.932922,0.000000
2015-02-02,276.151855,296.499207,0.000000
2015-02-03,279.624634,295.593750,0.000000
2015-02-04,279.099823,288.088593,0.000000
2015-02-05,274.325897,284.614655,0.000000
2015-02-06,274.838776,288.075104,0.000000
2015-02-07,274.482635,290.008392,0.000000
2015-02-08,276.923920,294.860535,0.000000
2015-02-09,280.188477,297.818054,1.033866
2015-02-10,273.696228,292.810974,0.395483
2015-02-11,272.591003,290.374664,0.000000
2015-02-12,278.419861,288.422211,0.000000
2015-02-13,278.640289,293.712616,0.583715
2015-02-14,281.271942,296.075256,0.000000
2015-02-15,281.362213,299.730957,0.000000
2015-02-16,281.293060,295.697906,0.000000
2015-02-17,277.780731,296.239441,0.000000
2015-02-18,284.813263,297.065247,0.000000
2015-02-19,284.685974,301.918335,1.876406
2015-02-20,285.270203,302.721222,0.721337
2015-02-21,288.311920,297.497314,2.412897
2015-02-22,287.386078,297.609406,23.268234
2015-02-23,285.632538,293.951294,23.552418
2015-02-24,280.419495,293.611359,3.984187
2015-02-25,281.357941,300.333008,0.000000
2015-02-26,281.848114,306.524170,0.000000
2015-02-27,287.667877,303.988495,0.000000
2015-02-28,279.803986,297.053040,0.000000
2015-03-01,273.874115,283.274841,0.000000
2015-03-02,280.914948,289.574158,9.354956
2015-03-03,276.997589,285.379211,0.000000
2015-03-04,281.118347,290.822418,0.000000
2015-03-05,286.586365,296.648010,1.318240
2015-03-06,288.702545,301.271881,0.000000
2015-03-07,284.172668,299.124786,0.000000
2015-03-08,283.778351,294.457764,9.098577
2015-03-09,288.200378,295.520355,30.192760
2015-03-10,286.886841,297.244263,13.223401
2015-03-11,286.527649,299.254303,1.117118
2015-03-12,286.789856,303.879822,1.921210
2015-03-13,281.676178,296.275665,3.433740
2015-03-14,280.910553,284.125153,7.163701
2015-03-15,277.823914,286.841827,1.812730
2015-03-16,279.494507,289.299408,1.504557
2015-03-17,279.934021,287.508087,6.060735
2015-03-18,279.568634,293.780823,1.448747
2015-03-19,284.648590,302.730408,0.325207
2015-03-20,283.507172,296.981964,0.000000
2015-03-21,278.583405,295.150726,0.000000
2015-03-22,279.625336,294.548340,0.000000
2015-03-23,279.047577,293.775238,0.000000
2015-03-24,283.599060,301.441376,3.305305
2015-03-25,282.757812,296.877960,0.763093
2015-03-26,277.368073,292.249390,0.000000
2015-03-27,279.292084,294.499512,1.667396
2015-03-28,281.897949,294.637512,2.465470
2015-03-29,280.266602,294.711700,0.000000
2015-03-30,279.937286,300.324585,0.000000
2015-03-31,283.628662,304.243774,0.000000
2015-04-01,286.732483,304.656647,0.000000
2015-04-02,288.497101,304.191345,0.000000
2015-04-03,288.680023,306.611725,0.000000
2015-04-04,288.480530,306.779846,0.000000
2015-04-05,290.735352,306.131042,0.000000
2015-04-06,292.236725,305.037567,0.000000
2015-04-07,293.232666,302.338074,0.535182
2015-04-08,293.132721,304.492004,0.387876
2015-04-09,293.896362,303.684082,3.917409
2015-04-10,285.330170,299.176941,0.000000
2015-04-11,283.639526,294.697937,0.392574
2015-04-12,284.362854,301.582458,0.000000
2015-04-13,287.196716,306.576019,0.000000
2015-04-14,291.770142,307.414154,0.000000
2015-04-15,293.376465,306.621094,0.000000
2015-04-16,290.147766,302.204102,0.000000
2015-04-17,285.701385,298.299377,0.000000
2015-04-18,286.315460,302.280701,0.000000
2015-04-19,289.182129,306.986694,0.000000
2015-04-20,292.366211,307.230408,0.000000
2015-04-21,292.813660,308.254761,0.000000
2015-04-22,293.892517,304.978363,0.000000
2015-04-23,292.056366,305.224579,0.000000
