#Variables:
#tasmin_CSIRO-Mk3-6-0_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CSIRO-Mk3-6-0_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CSIRO-Mk3-6-0_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_historical(K),tasmax_CSIRO-Mk3-6-0_historical(K),pr_CSIRO-Mk3-6-0_historical(mm)"
""
yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_historical(K),tasmax_CSIRO-Mk3-6-0_historical(K),pr_CSIRO-Mk3-6-0_historical(mm)
1959-02-01,277.351807,285.836487,0.000000
1959-02-02,274.303711,288.956116,0.000000
1959-02-03,278.172607,286.738708,0.000000
1959-02-04,277.160583,284.288452,0.000000
1959-02-05,275.305420,285.513824,0.000000
1959-02-06,274.520294,289.139526,0.000000
1959-02-07,277.713867,295.991272,0.000000
1959-02-08,280.754700,293.184998,0.501591
1959-02-09,274.952881,287.756348,0.000000
1959-02-10,279.022430,295.754120,0.000000
1959-02-11,286.653046,300.003052,0.000000
1959-02-12,284.513428,296.344238,0.000000
1959-02-13,276.148987,289.845215,0.000000
1959-02-14,272.684662,290.730774,0.000000
1959-02-15,273.688446,293.233795,0.000000
1959-02-16,281.988434,295.342255,0.000000
1959-02-17,286.058350,300.528259,0.791516
1959-02-18,283.501007,300.493439,0.000000
1959-02-19,281.314484,295.879120,0.000000
1959-02-20,283.515625,292.624969,15.768012
1959-02-21,278.249390,289.440491,26.369411
1959-02-22,278.410797,283.739075,3.512942
1959-02-23,272.754395,286.950317,0.000000
1959-02-24,278.839569,297.571625,0.000000
1959-02-25,285.680725,305.076385,0.000000
1959-02-26,285.821259,300.793121,0.000000
1959-02-27,277.369385,292.342712,0.000000
1959-02-28,272.928406,286.784943,0.000000
1959-03-01,274.867798,287.884491,0.000000
1959-03-02,281.427856,283.252228,4.358554
1959-03-03,280.994659,284.645844,5.766330
1959-03-04,277.198242,288.994812,0.000000
1959-03-05,277.141388,287.949799,0.000000
1959-03-06,282.721405,289.035187,0.456607
1959-03-07,285.048553,296.095215,7.273898
1959-03-08,281.110748,299.102264,0.000000
1959-03-09,282.259430,294.635620,0.000000
1959-03-10,285.104034,289.196289,4.268004
1959-03-11,283.882355,286.058411,0.000000
1959-03-12,285.183868,290.244049,0.000000
1959-03-13,285.794250,290.026245,0.000000
1959-03-14,287.309509,298.114227,0.382367
1959-03-15,288.943878,297.784821,0.000000
1959-03-16,287.024750,294.745483,2.445149
1959-03-17,277.957367,293.010284,0.000000
1959-03-18,276.282318,289.519226,0.000000
1959-03-19,275.608612,291.257874,0.000000
1959-03-20,277.559937,295.497375,0.000000
1959-03-21,278.807526,295.976807,0.000000
1959-03-22,284.942383,294.193909,0.000000
1959-03-23,288.058563,299.973022,0.000000
1959-03-24,290.213226,303.962341,0.000000
1959-03-25,292.103027,303.643982,0.000000
1959-03-26,283.637146,299.512573,0.000000
1959-03-27,287.889343,297.811157,0.000000
1959-03-28,289.475372,302.067200,0.000000
1959-03-29,289.561035,302.986542,0.000000
1959-03-30,289.275848,303.046783,0.000000
1959-03-31,287.474243,303.252411,0.000000
1959-04-01,288.001953,300.218567,0.000000
1959-04-02,291.615417,302.119598,0.401248
1959-04-03,288.459656,301.068146,4.144392
1959-04-04,279.384186,291.807678,0.000000
1959-04-05,278.323730,293.845062,0.000000
1959-04-06,284.417145,296.942474,0.000000
1959-04-07,290.083069,294.811310,0.299877
1959-04-08,291.640259,295.947968,4.904796
1959-04-09,291.713440,300.429901,1.304942
1959-04-10,289.500824,300.868011,2.233548
1959-04-11,283.338104,296.222076,0.000000
1959-04-12,281.390930,294.713501,0.000000
1959-04-13,283.162964,296.009003,0.000000
1959-04-14,284.077393,299.392181,1.140518
1959-04-15,286.120819,300.217194,0.000000
1959-04-16,286.082092,298.552307,0.000000
1959-04-17,289.130951,299.195190,0.890260
1959-04-18,289.436829,300.354675,2.875402
1959-04-19,290.949890,302.793610,0.000000
1959-04-20,290.298767,302.509216,0.000000
1959-04-21,289.836792,301.669067,0.000000
1959-04-22,289.374420,302.136475,2.493776
1959-04-23,291.092407,301.678741,0.000000
1959-04-24,291.238983,300.853210,0.840715
1959-04-25,289.822327,302.211945,4.034834
1959-04-26,291.976379,301.159943,1.634624
1959-04-27,291.682251,298.982544,5.665691
1959-04-28,288.534698,296.292480,0.000000
1959-04-29,287.775757,298.305634,3.633066
1959-04-30,289.345734,296.721344,30.529737
1959-05-01,292.089661,296.954285,38.706730
1959-05-02,289.227173,295.352325,11.335670
1959-05-03,284.247437,292.324005,0.000000
1959-05-04,284.583496,293.954559,0.000000
1959-05-05,291.227020,296.081940,73.609779
1959-05-06,285.893158,293.126892,29.841543
1959-05-07,284.050995,295.858002,0.000000
1959-05-08,284.691620,298.510712,0.000000
1959-05-09,285.430023,296.785889,4.007997
1959-05-10,289.461914,297.049622,12.887179
1959-05-11,292.180634,301.086639,4.439653
1959-05-12,290.730835,303.584625,0.000000
1959-05-13,292.032959,301.954285,0.000000
1959-05-14,292.034424,302.774353,0.607206
1959-05-15,293.605042,299.595734,37.374775
1959-05-16,293.699158,301.442627,18.349981
1959-05-17,289.620056,302.272583,2.884057
1959-05-18,290.340149,299.644165,20.133989
1959-05-19,293.687103,301.640167,22.957802
1959-05-20,295.800568,305.348724,2.686008
1959-05-21,295.813049,306.352112,0.000000
1959-05-22,292.578918,303.434387,12.293873
1959-05-23,284.345612,295.912476,0.000000
1959-05-24,284.798187,298.664825,0.000000
1959-05-25,290.290741,300.819550,0.000000
1959-05-26,294.548767,304.596741,0.000000
1959-05-27,294.158783,302.969543,34.409672
1959-05-28,295.439240,302.572937,13.584689
1959-05-29,295.655792,301.814941,10.521934
1959-05-30,294.766998,302.427979,5.718552
1959-05-31,293.092926,300.657684,8.617917
1959-06-01,292.350037,300.621582,21.820601
1959-06-02,291.270264,299.762695,2.050577
1959-06-03,292.346832,304.138153,10.523173
1959-06-04,293.061218,304.819244,0.000000
1959-06-05,293.678131,305.070740,0.000000
1959-06-06,293.662903,305.799835,0.000000
1959-06-07,293.519409,305.913849,0.000000
1959-06-08,295.199036,306.074493,0.000000
1959-06-09,295.659546,305.814362,1.405894
1959-06-10,295.598663,306.023407,7.376560
1959-06-11,295.798218,306.996216,4.011246
1959-06-12,295.900116,307.995056,0.794168
1959-06-13,297.188721,308.459564,0.543045
1959-06-14,297.092255,307.009186,0.481706
1959-06-15,296.683624,308.502594,0.000000
1959-06-16,296.219604,308.104889,0.000000
1959-06-17,297.464844,310.450195,0.000000
1959-06-18,298.207153,311.064636,0.000000
1959-06-19,297.303741,310.624329,0.000000
1959-06-20,296.677826,309.605225,0.000000
1959-06-21,296.555145,310.194641,0.000000
1959-06-22,296.891022,308.037048,0.000000
1959-06-23,296.933197,305.848297,0.000000
1959-06-24,295.820557,305.958832,1.672662
1959-06-25,296.166412,304.151825,7.791302
1959-06-26,296.324768,302.677643,44.480175
1959-06-27,294.102692,300.430847,28.089462
1959-06-28,294.734863,302.418854,1.998126
1959-06-29,292.857697,302.473999,2.219970
1959-06-30,293.076080,304.727234,0.000000
1959-07-01,294.883514,305.493652,0.000000
1959-07-02,295.363892,306.519562,0.000000
1959-07-03,295.994415,307.315460,0.000000
1959-07-04,295.756592,307.218475,0.000000
1959-07-05,295.572784,306.953094,0.000000
1959-07-06,296.076630,307.705627,0.000000
1959-07-07,295.607452,307.296509,0.000000
1959-07-08,296.170319,308.052429,0.000000
1959-07-09,296.465424,308.557953,0.000000
1959-07-10,295.899872,308.054688,0.000000
1959-07-11,295.671173,308.840515,3.909832
1959-07-12,296.509125,308.791473,5.608154
1959-07-13,297.791077,306.595856,1.019303
1959-07-14,296.375366,306.771240,0.000000
1959-07-15,296.244537,307.985352,0.000000
1959-07-16,295.581055,308.304626,0.000000
1959-07-17,295.009003,307.175812,0.000000
1959-07-18,295.380096,307.218079,0.000000
1959-07-19,295.710236,307.338196,2.440375
1959-07-20,296.279480,309.445099,0.000000
1959-07-21,296.665405,311.784454,0.000000
1959-07-22,297.480469,313.044495,0.000000
1959-07-23,296.942902,313.062256,0.000000
1959-07-24,298.473328,313.157654,0.679546
1959-07-25,298.035919,308.055206,6.787340
1959-07-26,296.365692,307.220673,0.000000
1959-07-27,295.626740,307.428925,0.000000
1959-07-28,296.110352,308.319519,0.000000
1959-07-29,296.561554,307.341736,0.000000
1959-07-30,296.097473,307.153076,0.000000
1959-07-31,296.691132,306.350494,5.243856
1959-08-01,296.539856,304.991455,13.455598
1959-08-02,296.405975,303.018677,28.360332
1959-08-03,294.492462,303.858704,2.232916
1959-08-04,294.212524,305.353424,0.000000
1959-08-05,294.275970,307.307983,0.284668
1959-08-06,294.396240,307.622467,0.441879
1959-08-07,295.983307,309.451477,2.273016
1959-08-08,296.386841,310.352417,0.000000
1959-08-09,296.479828,312.346039,0.000000
1959-08-10,297.709839,311.379028,0.000000
1959-08-11,296.826202,309.828003,0.000000
1959-08-12,295.994598,308.046631,0.000000
1959-08-13,296.900635,307.740479,0.291572
1959-08-14,296.860016,309.208282,0.000000
1959-08-15,298.096619,309.206146,0.000000
1959-08-16,296.322632,309.054657,0.000000
1959-08-17,295.917297,308.642456,0.000000
1959-08-18,296.446838,307.635986,0.000000
1959-08-19,296.071533,307.795197,0.000000
1959-08-20,295.553345,308.348145,0.000000
1959-08-21,295.272095,307.557068,0.000000
1959-08-22,296.143707,308.747894,0.556699
1959-08-23,298.202393,308.565155,0.000000
1959-08-24,297.458740,310.267029,0.000000
1959-08-25,298.712280,307.985748,1.903590
1959-08-26,297.882996,306.345276,18.046026
1959-08-27,296.055939,304.193878,6.433506
1959-08-28,295.376587,305.804596,0.897857
1959-08-29,295.342072,306.004364,0.000000
1959-08-30,295.961548,306.063324,0.000000
1959-08-31,295.399445,306.200073,0.000000
1959-09-01,294.721558,306.514252,0.654628
1959-09-02,294.849091,307.010223,0.000000
1959-09-03,295.593109,306.976654,0.342856
1959-09-04,296.531799,307.134979,0.000000
1959-09-05,296.591156,307.029236,0.868298
1959-09-06,296.276825,304.608368,11.739794
1959-09-07,295.856812,304.283295,12.876726
1959-09-08,296.272491,306.079620,0.818778
1959-09-09,296.192535,305.996277,0.000000
1959-09-10,295.548706,306.901184,0.000000
1959-09-11,294.745117,305.816895,0.000000
1959-09-12,296.000885,305.897400,3.662157
1959-09-13,295.841095,306.333801,3.351034
1959-09-14,289.669678,296.767303,0.000000
1959-09-15,287.976746,302.324829,0.000000
1959-09-16,290.835510,306.527527,0.000000
1959-09-17,294.153992,307.812317,0.000000
1959-09-18,294.645325,307.331696,0.000000
1959-09-19,294.122223,308.751709,0.000000
1959-09-20,294.835236,308.727661,0.000000
1959-09-21,294.818359,305.536926,11.299733
1959-09-22,292.759491,303.636902,0.000000
1959-09-23,292.824493,302.612030,0.000000
1959-09-24,287.593689,300.935516,0.000000
1959-09-25,282.963867,302.292297,0.000000
1959-09-26,284.713623,304.573212,0.000000
1959-09-27,286.984528,305.012756,0.000000
1959-09-28,291.881195,306.972382,0.000000
1959-09-29,292.683380,305.864471,0.000000
1959-09-30,290.041107,305.526794,0.000000
1959-10-01,289.922882,305.995026,0.000000
1959-10-02,289.794037,308.915405,2.235440
1959-10-03,288.995697,306.332306,0.365902
1959-10-04,291.379761,307.001282,0.000000
1959-10-05,292.469757,306.990692,0.000000
1959-10-06,292.975586,308.188660,0.000000
1959-10-07,296.070221,306.842804,1.157433
1959-10-08,296.721893,306.756622,0.000000
1959-10-09,296.271393,306.994202,0.460410
1959-10-10,292.004730,302.021454,38.442745
1959-10-11,282.918304,290.720062,52.946835
1959-10-12,284.483917,295.098694,0.000000
1959-10-13,284.198303,297.232147,0.000000
1959-10-14,287.428528,300.750488,0.000000
1959-10-15,290.955200,304.302551,0.000000
1959-10-16,293.668823,302.797668,0.000000
1959-10-17,293.741730,302.240723,0.000000
1959-10-18,291.111664,303.199585,0.000000
1959-10-19,291.135498,305.307404,0.000000
1959-10-20,291.686310,306.941071,0.000000
1959-10-21,292.929230,308.189362,0.000000
1959-10-22,293.247650,306.687561,0.000000
1959-10-23,286.412476,303.784943,0.000000
1959-10-24,281.146545,293.322449,0.000000
1959-10-25,281.551727,297.595856,0.000000
1959-10-26,284.761292,298.411407,0.000000
1959-10-27,284.128113,297.437317,0.000000
1959-10-28,284.279846,298.995483,0.000000
1959-10-29,285.886749,299.532867,0.000000
1959-10-30,288.759644,298.929443,0.000000
1959-10-31,289.250183,303.108887,0.281434
1959-11-01,281.650024,300.759918,0.000000
1959-11-02,286.715790,297.904205,5.092175
1959-11-03,280.355072,291.963928,0.000000
1959-11-04,278.171204,293.986237,0.000000
1959-11-05,280.240021,295.554504,0.000000
1959-11-06,280.318359,297.609314,0.000000
1959-11-07,281.837921,294.813141,0.000000
1959-11-08,280.874603,294.851959,0.000000
1959-11-09,280.888550,298.120667,0.000000
1959-11-10,283.518463,300.073242,0.000000
1959-11-11,286.531189,301.197449,0.000000
1959-11-12,287.217072,300.993347,0.000000
1959-11-13,288.943634,301.880341,0.000000
1959-11-14,290.990204,303.013824,0.622244
1959-11-15,285.937714,302.469452,0.000000
1959-11-16,289.677643,297.789795,17.641769
1959-11-17,289.024811,298.125977,41.451115
1959-11-18,286.136932,299.671661,3.222799
1959-11-19,280.627625,296.836090,0.000000
1959-11-20,288.762115,295.266907,1.774127
1959-11-21,281.077576,292.201630,0.000000
1959-11-22,279.167328,290.430695,0.000000
1959-11-23,277.310913,282.864166,0.000000
1959-11-24,280.043671,285.834747,0.000000
1959-11-25,283.401733,290.116119,3.692482
1959-11-26,283.393951,288.127991,37.056908
1959-11-27,285.579437,295.926239,6.213460
1959-11-28,286.583771,295.869690,2.822071
1959-11-29,288.727417,299.947266,0.000000
1959-11-30,288.237885,299.128632,0.000000
1959-12-01,272.855560,288.945770,3.848578
1959-12-02,272.567657,286.098755,0.000000
1959-12-03,270.728577,288.888855,0.000000
1959-12-04,281.742737,297.865204,0.387296
1959-12-05,289.023346,299.094269,2.661310
1959-12-06,289.089386,297.772064,5.083546
1959-12-07,283.472900,297.039246,0.000000
1959-12-08,280.595001,288.666595,0.000000
1959-12-09,281.959900,286.501801,0.282847
1959-12-10,281.182678,286.657013,0.000000
1959-12-11,276.808716,283.962769,1.203751
1959-12-12,274.864716,289.542419,0.000000
1959-12-13,278.546295,292.702179,0.000000
1959-12-14,284.907867,290.325226,3.974764
1959-12-15,279.404633,287.625549,5.650658
1959-12-16,280.062256,287.889923,42.164032
1959-12-17,275.668701,281.556335,0.000000
1959-12-18,275.378693,282.456970,0.000000
1959-12-19,275.388000,281.789215,0.000000
1959-12-20,276.497437,283.117859,30.943630
1959-12-21,272.096863,279.076752,9.351142
1959-12-22,272.172791,282.976044,0.000000
1959-12-23,272.564270,286.484131,0.000000
1959-12-24,275.646545,291.544403,0.000000
1959-12-25,282.644470,292.733215,0.340623
1959-12-26,283.646240,291.901001,0.000000
1959-12-27,281.769073,288.532990,0.293597
1959-12-28,282.601135,290.991058,1.680034
1959-12-29,281.504761,291.483704,0.000000
1959-12-30,278.560577,287.918793,0.000000
1959-12-31,276.714508,282.273010,6.235383
1960-01-01,276.109375,278.999359,0.000000
1960-01-02,270.051971,280.494507,0.000000
1960-01-03,268.564545,286.251526,0.000000
1960-01-04,269.511688,286.738037,0.000000
1960-01-05,273.045471,289.940094,0.000000
1960-01-06,277.865631,292.718781,0.000000
1960-01-07,278.658752,291.862396,0.000000
1960-01-08,281.924805,290.551758,10.078406
1960-01-09,278.494659,289.260284,0.000000
1960-01-10,273.498199,288.671234,0.000000
1960-01-11,279.225494,292.451355,0.000000
1960-01-12,276.187408,287.777863,0.000000
1960-01-13,271.686279,281.409332,0.000000
1960-01-14,266.612122,279.783752,0.000000
1960-01-15,269.946533,285.968872,0.000000
1960-01-16,273.328033,289.827454,0.000000
1960-01-17,281.116699,296.194153,0.303502
1960-01-18,285.093750,295.641541,1.880901
1960-01-19,281.620728,290.921204,1.180890
1960-01-20,281.867310,288.164398,1.649324
1960-01-21,278.666199,287.712433,0.000000
1960-01-22,277.861664,286.156799,0.000000
1960-01-23,277.787720,285.500702,5.153152
1960-01-24,282.030762,290.385437,24.389299
1960-01-25,274.838379,291.332245,0.885242
1960-01-26,276.212585,292.066986,0.000000
1960-01-27,282.844360,294.342102,0.000000
1960-01-28,274.834137,289.151398,0.000000
1960-01-29,272.787933,286.004913,0.000000
1960-01-30,275.611633,292.124634,0.000000
1960-01-31,279.399933,295.374237,0.000000
1960-02-01,285.108490,292.588135,0.000000
1960-02-02,286.069702,291.782410,2.759695
1960-02-03,283.894562,290.397034,13.193293
1960-02-04,282.626099,293.518280,22.166451
1960-02-05,285.082062,294.346130,13.574905
1960-02-06,282.646667,294.883759,0.000000
1960-02-07,281.098755,298.492493,0.000000
1960-02-08,287.529022,295.366272,3.853540
1960-02-09,280.571136,294.958862,0.000000
1960-02-10,279.914246,295.655823,0.479992
1960-02-11,284.639984,292.759613,1.212931
1960-02-12,278.493011,289.917419,0.308250
1960-02-13,276.562195,292.458008,0.000000
1960-02-14,277.089417,290.742584,0.000000
1960-02-15,277.317505,288.057343,0.000000
1960-02-16,278.130310,286.820038,0.000000
1960-02-17,278.317535,289.101227,0.000000
1960-02-18,277.476257,292.787109,0.000000
1960-02-19,285.333008,295.755493,0.000000
1960-02-20,279.810638,292.619415,0.000000
1960-02-21,278.899750,291.281708,0.000000
1960-02-22,281.204254,289.318176,2.762497
1960-02-23,281.604828,295.495758,5.835078
1960-02-24,282.516693,294.995270,1.015994
1960-02-25,282.473053,293.729401,0.000000
1960-02-26,281.018402,290.555511,0.000000
1960-02-27,276.287811,295.986542,0.000000
1960-02-28,283.963226,298.196716,0.000000
1960-02-29,280.843201,295.975677,0.000000
1960-03-01,277.723145,293.754639,0.000000
1960-03-02,280.212708,289.806641,0.000000
1960-03-03,287.411224,290.889557,4.996883
1960-03-04,280.488220,288.381653,3.517437
1960-03-05,280.456543,282.693909,4.973505
1960-03-06,279.452942,281.458405,0.000000
1960-03-07,279.122894,289.413025,0.474900
1960-03-08,286.704407,295.925751,6.211240
1960-03-09,288.495941,297.682861,50.886997
1960-03-10,283.814697,296.665771,31.195238
1960-03-11,283.279938,293.268646,11.122422
1960-03-12,282.347931,294.536438,0.563272
1960-03-13,282.666595,295.928467,0.000000
1960-03-14,283.874268,295.106995,0.000000
1960-03-15,282.651642,291.088318,15.852619
1960-03-16,284.369720,295.268097,36.734634
1960-03-17,281.735077,288.942200,6.511389
1960-03-18,280.699768,287.133545,0.000000
1960-03-19,277.244629,292.221527,0.000000
1960-03-20,283.497498,298.299438,0.307534
1960-03-21,286.211609,298.298462,0.331350
1960-03-22,281.299500,296.218597,0.000000
1960-03-23,279.692596,299.903961,0.000000
1960-03-24,284.547943,298.049347,0.000000
1960-03-25,282.862549,296.760864,0.000000
1960-03-26,279.705353,294.398560,0.000000
1960-03-27,280.632233,296.835602,0.000000
1960-03-28,281.588562,295.250641,1.339035
1960-03-29,285.516449,294.476349,0.000000
1960-03-30,285.831726,294.057434,0.483312
1960-03-31,286.446960,291.919617,8.041438
1960-04-01,286.363159,287.403778,0.723251
1960-04-02,283.809753,287.001007,1.743419
1960-04-03,286.043335,288.240997,5.209247
1960-04-04,289.031372,291.761292,2.075810
1960-04-05,290.031891,297.745422,10.150192
1960-04-06,283.135010,301.964386,0.000000
1960-04-07,286.690552,300.477264,0.000000
1960-04-08,289.100098,301.264862,0.288243
1960-04-09,284.539246,298.907867,0.000000
1960-04-10,279.966888,301.471436,0.000000
1960-04-11,284.263824,301.553070,0.000000
1960-04-12,287.636627,297.705963,2.245642
1960-04-13,281.576752,295.786163,0.743373
1960-04-14,275.178284,290.519958,0.000000
1960-04-15,280.052795,292.124847,0.000000
1960-04-16,286.860626,299.542450,0.000000
1960-04-17,282.690460,299.523071,0.000000
1960-04-18,285.573425,299.404602,0.000000
1960-04-19,286.439941,303.515747,0.000000
1960-04-20,287.238342,302.237091,0.000000
1960-04-21,289.986511,301.647491,0.000000
1960-04-22,283.144684,301.802429,0.000000
1960-04-23,284.091309,301.112091,0.000000
1960-04-24,284.821411,301.037170,0.000000
1960-04-25,289.753815,301.094269,0.000000
1960-04-26,292.180939,301.519958,9.835216
1960-04-27,292.500153,297.284302,14.374434
1960-04-28,291.869537,298.198975,15.231082
1960-04-29,290.015930,300.773743,0.000000
1960-04-30,290.093475,300.677429,0.000000
1960-05-01,288.062469,298.908478,0.000000
1960-05-02,288.816315,299.510864,0.000000
1960-05-03,285.845551,300.148651,0.000000
1960-05-04,285.248718,300.475983,0.000000
1960-05-05,286.385193,299.914246,0.000000
1960-05-06,290.034515,301.666870,0.000000
1960-05-07,291.787750,301.796570,0.000000
1960-05-08,292.249481,301.858643,0.635621
1960-05-09,291.634674,300.777985,2.185505
1960-05-10,290.470734,303.023346,0.000000
1960-05-11,291.707214,303.542267,0.000000
1960-05-12,292.759003,304.309204,0.000000
1960-05-13,291.491425,303.553955,0.508746
1960-05-14,291.073395,305.296844,0.000000
1960-05-15,292.711182,307.627747,0.000000
1960-05-16,293.602997,305.476624,0.000000
1960-05-17,293.280365,306.463837,0.000000
1960-05-18,292.080078,306.296204,0.000000
1960-05-19,292.962372,304.971649,0.000000
1960-05-20,289.352417,306.302826,0.000000
1960-05-21,294.596466,307.323181,0.000000
1960-05-22,295.632812,306.492950,0.000000
1960-05-23,294.451019,305.092468,5.888383
1960-05-24,294.557007,307.091248,2.444180
1960-05-25,295.104340,309.437683,0.000000
1960-05-26,295.188202,310.042969,0.000000
1960-05-27,294.850494,307.422760,6.176157
1960-05-28,294.327118,306.951843,0.000000
1960-05-29,294.339294,305.956665,0.000000
1960-05-30,294.171082,304.702209,0.434938
1960-05-31,292.895844,303.568756,0.000000
1960-06-01,294.680969,305.780304,0.000000
1960-06-02,294.309296,305.774109,0.000000
1960-06-03,295.131927,307.842834,0.000000
1960-06-04,295.674377,307.847229,0.000000
1960-06-05,294.899109,306.181580,0.000000
1960-06-06,294.819946,305.026947,0.000000
1960-06-07,294.759125,305.430756,0.000000
1960-06-08,294.878876,306.004028,1.279869
1960-06-09,294.905548,306.820587,0.000000
1960-06-10,295.591461,305.754791,5.635285
1960-06-11,295.291138,303.229065,9.696940
1960-06-12,295.729889,304.317047,9.638823
1960-06-13,296.133911,306.010345,4.676256
1960-06-14,296.104126,306.478912,3.089888
1960-06-15,295.733307,307.202728,4.474397
1960-06-16,296.348083,307.752136,5.136941
1960-06-17,296.635803,308.250549,0.397925
1960-06-18,296.259033,306.949219,0.000000
1960-06-19,296.488678,306.179474,0.000000
1960-06-20,295.059631,307.582916,0.000000
1960-06-21,295.707550,309.419769,0.000000
1960-06-22,296.441254,309.363434,0.000000
1960-06-23,296.331757,306.816010,2.857582
1960-06-24,296.152985,305.867401,0.909855
1960-06-25,296.196625,307.094391,0.000000
1960-06-26,296.692749,308.892212,0.000000
1960-06-27,296.771790,309.043762,0.000000
1960-06-28,296.791016,307.897034,2.160273
1960-06-29,297.280151,307.756989,1.520445
1960-06-30,297.135193,308.416290,2.301128
1960-07-01,297.521576,307.703094,0.000000
1960-07-02,295.495117,307.389893,0.000000
1960-07-03,296.061493,308.373810,0.473832
1960-07-04,296.959167,307.801178,0.000000
1960-07-05,296.595215,307.539429,3.051514
1960-07-06,296.294739,307.482452,1.908190
1960-07-07,297.100128,309.079742,0.000000
1960-07-08,297.641449,310.242706,0.000000
1960-07-09,297.955627,310.181488,0.000000
1960-07-10,297.001648,310.401276,0.000000
1960-07-11,296.593079,308.102509,0.322509
1960-07-12,296.304413,307.790833,0.000000
1960-07-13,296.985168,309.801941,0.000000
1960-07-14,298.496613,311.038666,0.000000
1960-07-15,298.699463,310.978088,0.000000
1960-07-16,298.346588,311.367188,1.979734
1960-07-17,298.541321,311.327148,0.000000
1960-07-18,297.979980,311.065674,0.000000
1960-07-19,297.038361,310.927002,0.000000
1960-07-20,297.501495,311.290039,0.000000
1960-07-21,297.332855,310.648163,0.000000
1960-07-22,297.187195,312.051025,0.000000
1960-07-23,298.138275,311.968994,0.000000
1960-07-24,297.971252,307.992767,4.476498
1960-07-25,298.913574,310.275391,0.000000
1960-07-26,298.123810,310.838379,6.611648
1960-07-27,297.843353,310.814575,1.895586
1960-07-28,298.891663,310.236755,0.679281
1960-07-29,298.293610,309.920563,0.000000
1960-07-30,297.290771,311.113159,0.000000
1960-07-31,297.689453,311.769592,0.000000
1960-08-01,298.457611,313.061615,0.281481
1960-08-02,300.108978,313.722290,0.674557
1960-08-03,301.523193,314.072632,0.297945
1960-08-04,300.132660,313.762451,0.000000
1960-08-05,301.162292,313.750366,0.827024
1960-08-06,300.053619,312.099701,0.000000
1960-08-07,299.290558,310.283600,9.435862
1960-08-08,298.984039,307.762299,14.577230
1960-08-09,296.719391,306.135101,7.556894
1960-08-10,295.517700,306.194305,0.289448
1960-08-11,294.827545,305.916992,0.000000
1960-08-12,295.288116,306.515717,0.000000
1960-08-13,296.444397,306.512024,0.000000
1960-08-14,297.136383,306.106201,4.329616
1960-08-15,296.008331,305.273438,0.876569
1960-08-16,295.516235,305.675873,0.000000
1960-08-17,294.766113,306.778168,0.000000
1960-08-18,294.423126,307.287231,0.000000
1960-08-19,295.243927,308.165924,0.000000
1960-08-20,296.111847,307.934814,0.000000
1960-08-21,297.067139,307.936249,0.000000
1960-08-22,297.163727,309.003235,0.000000
1960-08-23,296.059143,308.467407,0.000000
1960-08-24,296.801208,309.555695,0.361825
1960-08-25,296.389709,308.824005,0.000000
1960-08-26,296.862823,309.210876,1.710152
1960-08-27,298.181366,309.515869,0.000000
1960-08-28,297.506958,310.100769,0.000000
1960-08-29,296.615479,309.700256,9.280685
1960-08-30,291.126801,301.164612,2.479023
1960-08-31,289.189728,299.413544,0.000000
1960-09-01,287.635712,304.003204,0.000000
1960-09-02,289.324158,304.978607,0.000000
1960-09-03,290.613464,305.387299,0.000000
1960-09-04,291.390106,305.454468,0.000000
1960-09-05,293.122070,306.490448,0.000000
1960-09-06,294.983429,306.740448,0.000000
1960-09-07,293.591187,306.633850,0.000000
1960-09-08,292.849182,308.323822,0.000000
1960-09-09,293.500854,309.162842,0.000000
1960-09-10,292.612457,307.866913,8.598843
1960-09-11,291.559906,303.413269,23.741669
1960-09-12,294.026611,303.346436,2.405382
1960-09-13,293.855286,304.217926,0.000000
1960-09-14,294.749451,308.588470,21.404270
1960-09-15,294.551636,302.925171,21.284159
1960-09-16,296.133148,305.071930,1.467042
1960-09-17,294.838470,305.695709,0.357239
1960-09-18,295.022827,306.242035,0.000000
1960-09-19,293.487579,304.322235,1.488905
1960-09-20,286.076569,300.420319,0.000000
1960-09-21,284.124359,299.141388,0.000000
1960-09-22,287.389130,301.517517,0.000000
1960-09-23,292.052460,303.711884,0.000000
1960-09-24,292.057098,305.396118,0.666908
1960-09-25,291.351624,304.689880,0.000000
1960-09-26,291.923248,303.411835,0.000000
1960-09-27,288.948608,303.630157,0.000000
1960-09-28,291.095642,304.910095,0.000000
1960-09-29,291.843536,304.462494,0.000000
1960-09-30,293.107086,304.040222,0.000000
1960-10-01,292.431152,304.188141,0.000000
1960-10-02,292.906464,304.830658,0.000000
