#Variables:
#tasmin_MIROC5_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC5_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC5_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC5_rcp45(K),tasmax_MIROC5_rcp45(K),pr_MIROC5_rcp45(mm)"
""
yyyy-mm-dd,tasmin_MIROC5_rcp45(K),tasmax_MIROC5_rcp45(K),pr_MIROC5_rcp45(mm)
2030-06-04,294.747192,311.160400,0.000000
2030-06-05,295.433136,311.259399,0.000000
2030-06-06,297.989105,309.821075,21.352732
2030-06-07,290.387054,304.875366,1.134489
2030-06-08,288.571472,309.045105,0.000000
2030-06-09,294.515961,310.521698,0.000000
2030-06-10,295.478149,309.168243,0.000000
2030-06-11,296.424744,306.697327,3.394974
2030-06-12,297.383362,308.503906,15.928721
2030-06-13,297.201538,306.559692,9.332307
2030-06-14,297.269196,305.761261,8.530970
2030-06-15,297.088257,306.449951,21.123642
2030-06-16,296.192963,305.807922,11.543077
2030-06-17,296.692657,306.076202,1.332297
2030-06-18,295.189240,302.267914,0.466260
2030-06-19,292.983276,298.406586,7.439520
2030-06-20,295.303741,304.175385,6.423615
2030-06-21,294.187714,303.632202,1.685820
2030-06-22,295.444153,302.571198,0.000000
2030-06-23,295.448853,305.480042,0.000000
2030-06-24,296.590271,307.357147,0.000000
2030-06-25,292.986908,309.296631,0.000000
2030-06-26,295.640015,309.913605,0.000000
2030-06-27,295.140900,310.074890,0.000000
2030-06-28,295.144958,309.849426,0.000000
2030-06-29,295.952454,309.949249,0.000000
2030-06-30,296.864319,310.220825,0.000000
2030-07-01,297.351990,310.250366,0.000000
2030-07-02,297.192749,309.548248,0.000000
2030-07-03,296.797180,308.881775,0.000000
2030-07-04,296.980743,307.245972,0.000000
2030-07-05,296.751190,307.067139,0.000000
2030-07-06,296.313965,307.307373,0.000000
2030-07-07,297.038483,306.705322,3.589403
2030-07-08,296.263397,308.984680,0.000000
2030-07-09,295.925934,309.742554,0.567370
2030-07-10,296.138367,309.816528,0.000000
2030-07-11,297.243652,309.308624,1.891510
2030-07-12,297.489990,309.350586,0.000000
2030-07-13,296.734406,310.281036,0.000000
2030-07-14,297.815277,312.314667,0.000000
2030-07-15,298.260193,313.391846,0.000000
2030-07-16,298.298920,313.520721,0.000000
2030-07-17,299.611847,313.195648,0.000000
2030-07-18,299.056488,310.417511,0.582623
2030-07-19,298.414246,310.970856,0.000000
2030-07-20,298.014740,309.934784,0.000000
2030-07-21,297.860229,309.543732,0.000000
2030-07-22,297.893188,310.890350,0.000000
2030-07-23,298.243408,311.030670,0.000000
2030-07-24,299.256470,309.951263,0.288755
2030-07-25,298.552948,307.998871,5.343704
2030-07-26,297.561707,307.535217,2.849276
2030-07-27,297.082062,309.866028,0.329281
2030-07-28,296.465454,310.969147,0.000000
2030-07-29,296.594788,311.864777,0.000000
2030-07-30,297.684265,313.064362,1.851304
2030-07-31,298.079895,310.639435,0.000000
2030-08-01,297.254120,308.580841,0.000000
2030-08-02,297.842072,309.462280,0.000000
2030-08-03,297.842133,309.903625,0.509300
2030-08-04,298.330414,311.365479,0.360184
2030-08-05,297.922729,311.310272,0.000000
2030-08-06,297.482788,311.775085,0.000000
2030-08-07,297.531311,312.072083,0.000000
2030-08-08,298.404541,311.973267,0.000000
2030-08-09,298.264465,311.912659,3.874230
2030-08-10,297.938110,309.870880,0.000000
2030-08-11,297.460052,311.855896,0.000000
2030-08-12,296.803650,312.576904,0.000000
2030-08-13,297.906403,313.819458,0.000000
2030-08-14,299.580902,315.045624,0.301340
2030-08-15,299.282867,316.492706,0.000000
2030-08-16,301.537964,316.301697,0.000000
2030-08-17,300.688782,312.903564,0.000000
2030-08-18,298.147766,314.241577,0.000000
2030-08-19,298.667603,314.674713,0.000000
2030-08-20,299.273956,313.306824,0.000000
2030-08-21,297.481812,309.746643,0.000000
2030-08-22,298.044464,310.099274,0.000000
2030-08-23,298.354584,312.432495,0.000000
2030-08-24,298.137970,314.871918,0.000000
2030-08-25,297.871033,313.699402,0.000000
2030-08-26,297.470886,311.955200,0.000000
2030-08-27,297.927704,312.414734,0.000000
2030-08-28,299.761292,311.383698,0.000000
2030-08-29,298.165375,308.073334,0.000000
2030-08-30,297.670654,308.488190,7.739066
2030-08-31,294.946381,305.767212,1.610387
2030-09-01,296.907318,304.754181,8.489610
2030-09-02,294.716339,305.228943,3.102998
2030-09-03,295.067596,307.968048,0.526441
2030-09-04,295.640991,309.501617,0.000000
2030-09-05,296.025513,309.592346,0.000000
2030-09-06,298.146454,311.014404,0.000000
2030-09-07,297.740143,310.245941,0.000000
2030-09-08,296.937653,310.177124,0.000000
2030-09-09,296.431305,309.846252,0.000000
2030-09-10,296.377045,309.059479,0.000000
2030-09-11,295.788696,308.630219,0.412704
2030-09-12,295.421600,308.045624,0.000000
2030-09-13,295.375061,309.790588,0.000000
2030-09-14,295.753265,309.559692,0.000000
2030-09-15,295.947083,310.724792,0.000000
2030-09-16,296.898163,311.864532,0.000000
2030-09-17,298.085602,311.526398,0.000000
2030-09-18,296.559052,309.942627,0.000000
2030-09-19,296.741180,310.403656,0.000000
2030-09-20,297.000549,309.313843,0.000000
2030-09-21,297.427063,309.843353,0.000000
2030-09-22,296.410278,309.231537,0.000000
2030-09-23,296.564911,308.691437,0.373401
2030-09-24,297.139984,305.912872,3.956320
2030-09-25,288.042877,306.554749,39.988518
2030-09-26,284.173676,298.020844,0.000000
2030-09-27,283.643066,304.329224,0.000000
2030-09-28,288.842834,307.873474,0.000000
2030-09-29,288.755737,307.110565,0.000000
2030-09-30,289.557617,306.239807,0.000000
2030-10-01,289.881287,306.164490,0.000000
2030-10-02,289.970306,305.128998,0.000000
2030-10-03,290.907043,305.349884,0.000000
2030-10-04,291.696442,305.414734,0.000000
2030-10-05,292.219269,306.160797,0.000000
2030-10-06,290.617828,305.969147,0.000000
2030-10-07,290.584686,306.616608,0.000000
2030-10-08,292.457428,305.058014,0.000000
2030-10-09,292.208740,303.659882,0.000000
2030-10-10,288.998535,300.682953,9.726226
2030-10-11,290.664001,300.584503,21.687023
2030-10-12,292.516022,297.413361,16.241066
2030-10-13,293.002380,300.776367,32.298809
2030-10-14,291.709320,308.467285,3.419285
2030-10-15,292.389404,308.396118,0.000000
2030-10-16,295.499298,304.619293,2.857710
2030-10-17,296.140106,303.553253,0.791206
2030-10-18,293.141052,305.612183,0.000000
2030-10-19,292.882172,305.412689,0.000000
2030-10-20,293.170868,306.471985,0.000000
2030-10-21,294.414368,304.344421,1.317242
2030-10-22,294.151581,302.020782,0.368461
2030-10-23,293.980499,301.248108,0.442391
2030-10-24,294.558014,305.380829,0.000000
2030-10-25,295.248688,304.455139,2.097519
2030-10-26,281.594421,299.586609,0.000000
2030-10-27,279.068634,289.000610,0.000000
2030-10-28,280.819885,292.839783,0.000000
2030-10-29,283.812714,295.030182,0.000000
2030-10-30,286.164185,302.160126,0.000000
2030-10-31,292.313782,299.245453,3.529531
2030-11-01,287.384125,296.757202,20.189741
2030-11-02,282.307770,297.416290,0.000000
2030-11-03,284.514008,302.609741,0.000000
2030-11-04,286.448059,299.799286,0.000000
2030-11-05,281.839355,303.135559,0.000000
2030-11-06,285.925018,299.267120,0.000000
2030-11-07,280.696930,296.564270,0.000000
2030-11-08,282.829407,294.109772,0.000000
2030-11-09,278.789490,290.751434,28.449917
2030-11-10,273.059967,286.304749,0.000000
2030-11-11,273.995239,285.694977,0.000000
2030-11-12,278.563904,288.499542,0.000000
2030-11-13,278.862366,291.584381,0.375145
2030-11-14,282.617310,289.847778,0.000000
2030-11-15,285.061096,296.319092,0.000000
2030-11-16,285.741882,302.290100,0.000000
2030-11-17,283.572083,301.312744,0.000000
2030-11-18,284.351105,302.398163,0.000000
2030-11-19,284.946350,301.104523,0.000000
2030-11-20,285.468353,299.473145,0.000000
2030-11-21,287.070984,298.100037,0.000000
2030-11-22,288.809662,302.830536,0.000000
2030-11-23,287.341064,301.665619,0.627237
2030-11-24,284.222382,296.935913,0.303498
2030-11-25,279.188904,294.739441,0.000000
2030-11-26,279.296295,295.356781,0.000000
2030-11-27,282.116791,297.960175,0.000000
2030-11-28,283.364258,295.134491,0.000000
2030-11-29,282.976776,292.140991,0.000000
2030-11-30,286.000336,298.928497,10.022837
2030-12-01,286.342346,297.087067,0.000000
2030-12-02,278.063538,292.024109,0.000000
2030-12-03,276.576965,287.653595,0.000000
2030-12-04,277.740417,285.033997,3.440900
2030-12-05,272.548126,290.471985,0.000000
2030-12-06,275.673615,292.389893,0.000000
2030-12-07,277.815765,293.073273,0.000000
2030-12-08,278.303467,294.475952,0.000000
2030-12-09,286.475922,294.646179,1.399589
2030-12-10,276.674561,289.825256,2.808570
2030-12-11,272.984985,286.286774,0.000000
2030-12-12,277.407959,292.240387,0.000000
2030-12-13,283.924377,298.371429,0.000000
2030-12-14,280.970337,293.452667,0.000000
2030-12-15,279.289673,297.340118,0.654530
2030-12-16,285.791290,300.765442,0.000000
2030-12-17,279.341095,295.371704,0.000000
2030-12-18,269.918823,280.562378,0.000000
2030-12-19,269.812683,275.489807,0.000000
2030-12-20,270.159302,278.311768,3.664756
2030-12-21,278.881958,284.330658,14.083198
2030-12-22,272.589966,289.324005,0.000000
2030-12-23,277.645691,292.735870,0.000000
2030-12-24,278.368774,296.711426,0.000000
2030-12-25,281.107880,298.333313,0.000000
2030-12-26,282.071167,300.320892,0.000000
2030-12-27,283.322571,296.739349,0.000000
2030-12-28,279.115417,294.116364,0.000000
2030-12-29,282.309357,297.865417,0.000000
2030-12-30,287.454437,300.050415,0.000000
2030-12-31,288.430420,299.032471,1.701382
2031-01-01,282.375244,294.519104,0.000000
2031-01-02,277.864227,294.351532,0.000000
2031-01-03,281.999084,294.725311,0.000000
2031-01-04,288.200989,298.953644,1.346318
2031-01-05,280.856384,299.849609,0.000000
2031-01-06,283.215149,295.397705,0.000000
2031-01-07,275.797760,294.299744,0.000000
2031-01-08,283.208710,292.851990,0.000000
2031-01-09,273.524475,283.576324,0.000000
2031-01-10,268.860077,280.621887,0.000000
2031-01-11,268.064850,278.867615,0.000000
2031-01-12,271.931763,282.365875,0.000000
2031-01-13,277.340912,291.469208,0.000000
2031-01-14,281.855164,298.380981,0.000000
2031-01-15,284.069214,298.993652,0.000000
2031-01-16,287.515442,301.566132,0.000000
2031-01-17,284.537415,299.186340,0.000000
2031-01-18,275.741119,291.529541,0.000000
2031-01-19,275.456726,291.092773,0.000000
2031-01-20,280.485016,294.974701,0.000000
2031-01-21,286.953186,299.658997,9.947276
2031-01-22,282.334686,297.114899,2.592893
2031-01-23,275.446014,289.695251,0.562647
2031-01-24,277.275513,296.318390,0.000000
2031-01-25,277.640320,293.439178,0.933548
2031-01-26,268.935974,280.036438,0.000000
2031-01-27,267.860657,282.698700,0.000000
2031-01-28,273.372101,283.957214,0.000000
2031-01-29,268.972809,284.037048,0.000000
2031-01-30,274.868347,296.153076,0.000000
2031-01-31,276.446045,289.577637,0.000000
2031-02-01,281.228943,296.641968,0.329383
2031-02-02,287.331421,302.284363,0.000000
2031-02-03,283.795349,301.295959,0.000000
2031-02-04,280.889648,299.191772,0.000000
2031-02-05,276.472961,293.285217,0.000000
2031-02-06,285.282654,297.638641,0.000000
2031-02-07,271.574249,293.103180,0.000000
2031-02-08,275.006104,296.766022,0.000000
2031-02-09,283.662292,302.594177,0.000000
2031-02-10,284.875885,304.130859,0.000000
2031-02-11,289.885925,301.096741,0.380994
2031-02-12,288.810120,298.379791,1.927235
2031-02-13,285.835266,293.773682,5.253486
2031-02-14,285.746185,290.071198,0.374156
2031-02-15,284.511749,296.145660,0.000000
2031-02-16,286.292297,295.699188,0.000000
2031-02-17,283.586334,292.751648,0.000000
2031-02-18,279.498169,292.999146,0.000000
2031-02-19,279.487457,296.912720,0.000000
2031-02-20,280.066040,299.746582,0.000000
2031-02-21,282.631409,298.696930,0.000000
2031-02-22,285.015411,302.090515,0.000000
2031-02-23,285.758698,304.586487,0.000000
2031-02-24,288.791077,307.466705,0.000000
2031-02-25,289.715210,306.053558,0.000000
2031-02-26,288.272308,304.212982,0.000000
2031-02-27,286.657928,302.119049,0.000000
2031-02-28,286.315552,298.391418,0.000000
2031-03-01,281.343170,301.070923,0.000000
2031-03-02,285.034546,302.350647,0.000000
2031-03-03,286.617188,304.081726,0.000000
2031-03-04,289.288544,302.019379,0.000000
2031-03-05,289.450378,298.066223,26.796499
2031-03-06,284.984894,295.269623,1.952655
2031-03-07,282.810150,293.063904,0.000000
2031-03-08,279.907959,294.179077,0.000000
2031-03-09,281.467590,300.896027,0.000000
2031-03-10,284.199249,301.213684,0.000000
2031-03-11,285.603485,300.531647,0.000000
2031-03-12,286.409576,301.805176,0.000000
2031-03-13,286.898376,304.055359,0.314415
2031-03-14,289.051727,303.679993,0.000000
2031-03-15,285.594238,299.986298,0.000000
2031-03-16,284.098755,302.314117,0.000000
2031-03-17,287.565948,305.215820,0.000000
2031-03-18,290.319092,306.464874,0.000000
2031-03-19,290.137573,306.925232,0.000000
2031-03-20,291.288666,303.639160,0.447221
2031-03-21,291.432800,304.691864,1.689025
2031-03-22,289.072845,301.256348,0.000000
2031-03-23,282.028717,295.179779,0.000000
2031-03-24,286.992737,302.248016,0.000000
2031-03-25,292.321716,307.641113,1.146648
2031-03-26,283.880341,304.367279,0.000000
2031-03-27,290.914917,307.671112,0.000000
2031-03-28,291.053406,307.310120,0.000000
2031-03-29,293.341095,304.859833,0.000000
2031-03-30,292.333527,303.811432,0.668677
2031-03-31,285.393463,302.467224,0.000000
2031-04-01,286.207947,304.759827,0.000000
2031-04-02,291.245544,307.132782,0.000000
2031-04-03,294.350342,308.311859,0.000000
2031-04-04,291.165741,307.445984,0.000000
2031-04-05,294.075867,303.859314,0.000000
2031-04-06,284.538635,295.044434,8.905727
2031-04-07,285.952606,297.297791,1.668540
2031-04-08,292.808197,305.870758,0.338616
2031-04-09,292.739471,302.884888,0.000000
2031-04-10,284.614685,294.731354,0.000000
2031-04-11,286.486664,302.307892,3.460908
2031-04-12,288.380951,304.696228,0.000000
2031-04-13,289.305054,305.728821,0.000000
2031-04-14,292.217529,307.377808,0.000000
2031-04-15,292.070892,304.361420,5.419138
2031-04-16,284.410004,288.938568,0.000000
2031-04-17,288.642029,291.012817,1.420365
2031-04-18,291.726196,296.998230,0.441692
2031-04-19,293.756836,305.207611,1.341360
2031-04-20,288.761108,308.829498,0.000000
2031-04-21,288.205536,309.262024,0.000000
2031-04-22,291.381012,306.063538,0.000000
2031-04-23,291.625336,306.601288,1.036426
2031-04-24,291.782227,307.522552,5.255632
2031-04-25,286.395416,311.434204,0.000000
2031-04-26,290.329865,312.386719,0.000000
2031-04-27,291.164276,310.408691,0.000000
2031-04-28,291.649536,306.710632,0.000000
2031-04-29,293.570282,308.103455,0.000000
2031-04-30,293.845551,305.209137,0.860221
2031-05-01,292.084778,308.087006,0.000000
2031-05-02,293.374451,306.995850,0.000000
2031-05-03,295.090027,302.998993,32.410896
2031-05-04,295.154785,305.765930,9.985037
2031-05-05,297.114746,305.597321,29.863157
2031-05-06,296.425720,302.017700,50.208920
2031-05-07,292.841644,302.067688,8.994836
2031-05-08,290.164978,304.286835,0.000000
2031-05-09,290.943665,303.449249,0.000000
2031-05-10,289.971954,305.648560,0.000000
2031-05-11,290.910370,307.076599,0.000000
2031-05-12,291.968079,303.443451,0.880599
2031-05-13,292.612183,308.195312,0.000000
2031-05-14,294.947388,308.497681,0.524289
2031-05-15,295.477325,307.002167,0.630092
2031-05-16,293.562958,307.118256,0.000000
2031-05-17,291.486572,308.305664,0.000000
2031-05-18,289.565369,306.444092,0.000000
2031-05-19,289.511108,306.707031,0.000000
2031-05-20,286.946533,306.154846,0.000000
2031-05-21,293.835266,306.158569,0.000000
2031-05-22,293.668915,307.312622,0.000000
2031-05-23,294.361938,307.221619,0.000000
2031-05-24,295.410217,308.768036,0.000000
2031-05-25,296.966614,309.721893,0.000000
2031-05-26,297.278687,309.595459,0.000000
2031-05-27,297.306732,307.940796,0.000000
2031-05-28,298.103424,311.209625,0.000000
2031-05-29,298.793243,313.114166,0.000000
2031-05-30,299.944519,311.546234,0.000000
2031-05-31,297.692047,308.333557,8.192430
2031-06-01,295.894501,310.234619,0.000000
2031-06-02,297.063843,310.205261,0.406928
2031-06-03,295.757721,310.432922,0.000000
2031-06-04,295.942444,309.973083,0.000000
2031-06-05,297.350067,311.238678,0.000000
2031-06-06,298.901306,313.988708,0.000000
2031-06-07,299.797302,314.112579,0.000000
2031-06-08,298.709167,313.358826,0.000000
2031-06-09,298.085541,312.249847,0.000000
2031-06-10,299.216614,312.729950,1.147671
2031-06-11,298.587250,311.337616,2.801576
2031-06-12,298.162781,311.589844,3.181401
2031-06-13,298.013000,309.606567,6.463280
2031-06-14,298.363068,311.462097,12.975142
2031-06-15,298.151642,310.836182,17.816710
2031-06-16,297.769348,308.738403,9.389628
2031-06-17,297.834534,306.724884,1.881714
2031-06-18,297.615692,307.884125,0.000000
2031-06-19,298.243988,308.055939,0.000000
2031-06-20,297.236572,306.040985,2.318020
2031-06-21,297.448578,306.683289,1.221475
2031-06-22,297.902527,308.767517,0.000000
2031-06-23,298.914520,308.616608,0.000000
2031-06-24,298.301331,309.647888,2.651958
2031-06-25,296.854431,308.860291,3.277749
2031-06-26,296.845215,309.294312,0.386043
2031-06-27,298.139313,309.952362,0.000000
2031-06-28,297.616150,309.345154,0.000000
2031-06-29,298.068542,306.871918,6.976738
2031-06-30,297.824860,309.180786,1.182540
2031-07-01,297.475098,309.061035,1.643298
2031-07-02,297.753418,309.099670,0.000000
2031-07-03,297.176971,310.221100,0.000000
2031-07-04,297.666718,311.545471,0.000000
2031-07-05,297.776093,311.151581,0.000000
2031-07-06,297.339172,309.621033,0.000000
2031-07-07,298.111206,309.586731,0.000000
2031-07-08,298.182373,309.466522,0.000000
2031-07-09,298.216858,308.864471,3.659994
2031-07-10,297.966888,306.677887,5.049636
2031-07-11,298.169006,307.438904,4.772701
2031-07-12,298.054413,305.108917,1.165642
2031-07-13,297.896576,306.094666,1.409530
2031-07-14,297.207428,306.688324,5.574007
2031-07-15,297.990173,307.349640,0.843051
2031-07-16,297.473816,308.990356,0.000000
2031-07-17,298.158142,309.974915,0.000000
2031-07-18,297.626038,308.835419,0.000000
2031-07-19,296.374146,307.520325,0.000000
2031-07-20,297.125793,308.654846,0.000000
2031-07-21,297.542236,309.684204,0.000000
2031-07-22,297.738312,311.214783,0.292211
2031-07-23,298.345276,311.175262,0.000000
2031-07-24,298.947662,309.905243,0.000000
2031-07-25,297.758606,310.805450,0.284772
2031-07-26,297.134796,311.602448,0.000000
2031-07-27,297.602478,310.635956,0.000000
2031-07-28,298.280090,310.457214,0.000000
2031-07-29,299.373016,311.670471,0.000000
2031-07-30,298.145630,311.684937,0.337858
2031-07-31,297.893768,310.990417,0.000000
2031-08-01,299.114471,311.741730,0.000000
2031-08-02,298.630890,313.909241,0.000000
2031-08-03,299.377960,314.944275,0.000000
2031-08-04,299.462219,314.862244,0.381665
2031-08-05,298.774475,315.449219,0.000000
2031-08-06,299.541656,316.025970,0.000000
2031-08-07,301.930695,314.900848,10.863987
2031-08-08,301.196289,312.076172,3.241754
2031-08-09,299.114380,312.648285,2.417035
2031-08-10,299.212158,311.593475,1.196424
2031-08-11,297.339355,311.000549,0.495085
2031-08-12,297.734192,311.396332,0.348096
2031-08-13,298.289215,313.973663,0.000000
2031-08-14,297.807343,314.663879,2.068055
2031-08-15,298.422577,312.830383,0.000000
2031-08-16,298.568146,313.476379,0.000000
2031-08-17,298.489349,313.487610,0.000000
2031-08-18,298.121857,311.367889,0.000000
2031-08-19,296.942169,310.081879,0.000000
2031-08-20,297.766937,309.862366,0.000000
2031-08-21,297.619507,309.532043,0.901203
2031-08-22,298.119019,308.787384,0.000000
2031-08-23,298.100372,309.367096,0.000000
2031-08-24,298.490845,309.615936,0.412265
2031-08-25,297.615570,310.959137,0.000000
2031-08-26,298.120300,311.799255,0.000000
2031-08-27,298.689484,311.710297,0.000000
2031-08-28,298.654266,312.706940,0.000000
2031-08-29,298.506592,313.029663,0.000000
2031-08-30,299.042358,313.368195,0.000000
2031-08-31,299.789612,313.106384,2.186825
2031-09-01,299.640442,310.143860,4.722610
2031-09-02,296.006226,307.309875,0.630904
2031-09-03,297.032623,305.423645,0.000000
2031-09-04,295.522797,306.434967,2.166377
2031-09-05,296.049591,306.418304,0.000000
2031-09-06,297.276642,308.031342,0.000000
2031-09-07,296.133850,309.691132,0.000000
2031-09-08,296.308960,308.647217,0.000000
2031-09-09,295.485291,307.929138,0.000000
2031-09-10,295.342285,307.655396,0.000000
2031-09-11,295.782684,309.567596,0.000000
2031-09-12,297.400299,310.012787,0.000000
2031-09-13,297.585693,310.721039,0.899782
2031-09-14,296.681122,308.740662,15.101841
2031-09-15,292.977844,306.822205,5.616742
2031-09-16,291.827209,304.021851,8.065298
2031-09-17,289.314972,302.756989,0.000000
2031-09-18,290.510895,306.289062,0.000000
2031-09-19,291.916809,306.913239,0.000000
2031-09-20,292.810120,307.552368,0.000000
2031-09-21,294.497711,307.623077,0.000000
2031-09-22,293.342041,307.022797,0.000000
2031-09-23,293.398041,306.705475,0.000000
2031-09-24,295.599823,307.553802,0.000000
2031-09-25,295.824066,309.164124,0.000000
2031-09-26,296.036774,307.258881,0.000000
2031-09-27,292.317017,304.042694,0.000000
2031-09-28,295.625427,306.342224,0.000000
2031-09-29,296.153595,305.646637,0.332473
2031-09-30,295.146362,305.939270,1.847515
2031-10-01,295.564178,306.543823,4.285030
2031-10-02,292.543457,299.294678,5.132513
2031-10-03,294.172058,303.298767,0.864188
2031-10-04,293.647064,305.100861,0.000000
2031-10-05,294.342865,306.502472,0.000000
2031-10-06,285.857544,305.018005,6.725199
2031-10-07,278.819824,288.785309,0.000000
2031-10-08,279.003632,295.877228,0.000000
2031-10-09,282.945251,304.610901,0.000000
2031-10-10,286.047943,301.718628,0.000000
2031-10-11,286.456238,300.551636,0.000000
2031-10-12,287.644928,300.280365,0.000000
2031-10-13,287.334381,306.692474,0.000000
2031-10-14,288.845734,308.350494,0.000000
2031-10-15,290.387512,307.693451,0.000000
2031-10-16,291.463165,308.169403,0.000000
2031-10-17,292.635864,307.520111,0.000000
2031-10-18,291.346680,305.701904,0.000000
2031-10-19,290.239258,300.669464,0.481589
2031-10-20,288.958160,294.695099,39.730068
2031-10-21,293.040131,302.819244,16.525274
2031-10-22,287.755188,300.183167,0.000000
2031-10-23,286.206726,300.073639,0.000000
2031-10-24,285.339691,304.081512,0.000000
2031-10-25,286.581238,302.176208,0.000000
2031-10-26,286.595215,302.931183,0.000000
2031-10-27,286.984924,301.169769,0.000000
2031-10-28,287.688843,302.092865,0.000000
2031-10-29,287.470459,302.140411,0.000000
2031-10-30,286.847443,298.080170,0.000000
2031-10-31,288.110748,294.628021,6.504157
2031-11-01,287.521851,292.784363,0.000000
2031-11-02,283.113129,299.699493,0.000000
2031-11-03,285.546539,301.466736,0.000000
2031-11-04,286.450928,302.496735,0.000000
2031-11-05,288.626770,304.303680,0.000000
2031-11-06,290.778961,300.461639,1.313138
2031-11-07,289.156464,302.481995,28.663118
2031-11-08,282.385590,302.653564,0.695273
2031-11-09,285.903809,305.379028,0.000000
2031-11-10,289.416534,302.622894,0.000000
2031-11-11,294.183472,302.322327,0.772108
2031-11-12,288.752350,303.995087,0.000000
2031-11-13,289.330627,303.377838,0.571185
2031-11-14,287.912323,303.155975,0.000000
2031-11-15,287.390900,302.463348,0.000000
2031-11-16,286.869202,301.134460,0.000000
2031-11-17,288.668823,300.066772,0.000000
2031-11-18,290.399109,302.002472,0.378010
2031-11-19,290.040924,300.422363,5.412804
2031-11-20,289.076569,299.097198,0.860126
2031-11-21,283.566193,295.736938,0.000000
2031-11-22,277.218719,291.336456,0.000000
2031-11-23,277.722290,284.726959,0.000000
2031-11-24,275.671112,290.906311,0.000000
2031-11-25,281.593933,294.264343,0.000000
2031-11-26,288.739441,297.337830,0.000000
2031-11-27,289.706543,299.289276,2.319582
2031-11-28,286.479858,295.747681,5.695188
2031-11-29,287.161713,295.679504,3.670295
2031-11-30,287.448517,295.929108,7.276586
2031-12-01,286.428162,294.682800,5.629162
2031-12-02,281.719727,288.849335,0.000000
2031-12-03,277.294312,288.877716,0.000000
2031-12-04,279.946472,292.703674,0.000000
2031-12-05,286.486694,292.026398,0.000000
2031-12-06,287.937286,296.334381,3.441599
2031-12-07,287.579376,300.430389,0.000000
2031-12-08,284.286499,297.080963,0.521420
2031-12-09,276.769989,288.539490,0.000000
2031-12-10,278.781891,294.553406,0.000000
2031-12-11,285.208466,294.169586,0.000000
2031-12-12,287.492584,296.194214,9.356820
2031-12-13,281.119751,291.209930,0.000000
2031-12-14,280.794067,294.496490,0.000000
2031-12-15,287.346771,301.472473,0.000000
2031-12-16,287.732269,300.859039,0.794006
2031-12-17,290.983856,301.281647,1.148824
2031-12-18,289.935608,299.236450,3.424596
2031-12-19,278.790558,291.997711,0.000000
2031-12-20,274.860992,288.872559,0.000000
2031-12-21,278.024811,288.503876,0.000000
2031-12-22,283.940460,286.988953,0.000000
2031-12-23,282.246765,289.403900,8.058554
2031-12-24,288.049042,296.187012,1.099565
2031-12-25,286.130096,294.313721,0.000000
2031-12-26,280.183716,290.801544,0.000000
2031-12-27,279.861084,293.072815,1.057525
2031-12-28,280.905884,296.103943,0.000000
2031-12-29,288.049011,298.919464,0.896419
2031-12-30,288.815857,299.606750,7.313101
2031-12-31,289.307159,297.776276,9.199003
2032-01-01,282.398834,293.859558,1.359095
2032-01-02,279.905365,290.189758,0.342655
2032-01-03,276.025208,285.799683,0.449498
2032-01-04,276.052521,281.154846,10.848120
2032-01-05,270.441254,278.749451,21.027460
2032-01-06,272.943695,281.038666,2.362900
2032-01-07,272.469574,284.526154,0.000000
2032-01-08,272.455078,285.321899,0.000000
2032-01-09,276.093170,285.323883,0.000000
2032-01-10,274.839569,285.474701,0.317091
2032-01-11,277.888611,283.312439,0.342033
2032-01-12,280.012970,289.140717,1.531088
2032-01-13,278.944214,291.648315,0.000000
2032-01-14,278.821136,290.921448,0.000000
2032-01-15,279.627838,288.287964,0.000000
2032-01-16,280.492859,288.296356,0.864706
2032-01-17,279.243866,289.237823,0.000000
2032-01-18,276.023102,288.201630,0.000000
2032-01-19,278.058899,291.370789,0.000000
2032-01-20,284.292419,291.755676,7.181273
2032-01-21,287.246826,293.063873,15.194304
2032-01-22,287.046326,294.649170,13.075230
2032-01-23,286.978699,294.430237,26.998034
2032-01-24,287.861969,293.702057,26.141985
2032-01-25,281.533203,297.586395,0.000000
2032-01-26,280.072052,294.371765,0.000000
2032-01-27,280.871368,294.115997,0.000000
2032-01-28,282.365326,291.955750,0.884078
2032-01-29,283.537231,291.110229,44.813148
2032-01-30,280.269196,297.760895,0.000000
2032-01-31,281.542603,292.547638,0.000000
2032-02-01,281.043060,287.323975,0.000000
2032-02-02,283.963287,292.546112,8.927515
2032-02-03,286.622345,294.727295,9.548087
2032-02-04,277.456512,290.535706,0.000000
2032-02-05,276.443542,284.660583,0.000000
2032-02-06,276.443939,282.534332,0.000000
2032-02-07,278.019226,287.287537,0.292362
