#Variables:
#tasmin_GFDL-ESM2G_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2G_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2G_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2G_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2G_historical(K),tasmax_GFDL-ESM2G_historical(K),pr_GFDL-ESM2G_historical(mm)
1963-04-25,288.550201,304.538086,0.000000
1963-04-26,284.613403,301.111725,0.000000
1963-04-27,287.317657,302.389984,0.000000
1963-04-28,290.465118,302.337219,0.000000
1963-04-29,291.548065,297.920593,12.076119
1963-04-30,290.419189,294.600861,1.747213
1963-05-01,291.587372,298.482819,4.369327
1963-05-02,292.750946,302.856354,0.978001
1963-05-03,292.580719,304.640961,1.888983
1963-05-04,290.008972,303.037384,0.000000
1963-05-05,286.053986,301.885376,0.000000
1963-05-06,286.058655,302.275146,0.000000
1963-05-07,289.614594,302.958954,0.000000
1963-05-08,290.644714,301.356232,0.283354
1963-05-09,291.377594,301.510559,1.913958
1963-05-10,292.020233,301.298096,3.301570
1963-05-11,292.177887,301.715515,0.000000
1963-05-12,292.468689,301.206604,0.709420
1963-05-13,292.524658,300.820312,0.000000
1963-05-14,292.339722,301.507416,0.000000
1963-05-15,292.893311,302.960571,1.832397
1963-05-16,293.094116,305.785461,0.000000
1963-05-17,294.801025,305.831451,0.313869
1963-05-18,294.495880,306.429932,0.488903
1963-05-19,294.259644,303.923187,11.729098
1963-05-20,293.868195,299.165100,15.419665
1963-05-21,292.338379,296.776489,27.824703
1963-05-22,291.368591,297.337250,0.769215
1963-05-23,290.239227,295.817505,0.000000
1963-05-24,291.095093,296.761566,0.000000
1963-05-25,291.573120,297.312592,10.314847
1963-05-26,288.674164,296.977844,0.000000
1963-05-27,289.702911,298.269135,0.000000
1963-05-28,290.290222,299.351746,0.000000
1963-05-29,290.765045,299.344696,0.000000
1963-05-30,291.502289,299.870331,0.000000
1963-05-31,292.023621,301.638885,0.000000
1963-06-01,292.935699,303.117554,0.000000
1963-06-02,292.812897,302.643890,0.000000
1963-06-03,292.427704,301.815002,0.308816
1963-06-04,291.584747,302.204498,0.635070
1963-06-05,290.768677,303.233887,0.000000
1963-06-06,292.029327,304.950745,0.000000
1963-06-07,294.585754,304.822083,4.413673
1963-06-08,295.258728,305.667419,21.280479
1963-06-09,293.474915,304.562714,5.237420
1963-06-10,294.272156,300.776825,0.697861
1963-06-11,293.265289,301.762054,0.000000
1963-06-12,289.920624,302.327271,0.000000
1963-06-13,292.663422,303.603210,0.000000
1963-06-14,293.755646,305.479767,0.000000
1963-06-15,295.390167,304.044250,0.000000
1963-06-16,295.339508,305.289429,0.000000
1963-06-17,295.888153,304.374939,0.776722
1963-06-18,294.562500,305.116272,2.857435
1963-06-19,295.387238,304.092926,1.301686
1963-06-20,295.950714,302.222412,2.777602
1963-06-21,295.343567,300.578613,2.632318
1963-06-22,295.061707,303.123993,18.604187
1963-06-23,295.237091,304.198486,3.191297
1963-06-24,295.903259,300.406036,21.476227
1963-06-25,295.015045,301.203491,10.119621
1963-06-26,295.429535,296.448578,13.309839
1963-06-27,294.793365,300.380585,3.755442
1963-06-28,294.154083,301.119415,6.772917
1963-06-29,294.183044,301.781860,3.024645
1963-06-30,294.605072,301.769592,15.347898
1963-07-01,294.419678,301.764465,9.250094
1963-07-02,294.830963,300.261292,14.697646
1963-07-03,295.931610,298.858459,18.163908
1963-07-04,294.857635,302.860260,10.748920
1963-07-05,297.376160,305.005829,18.381924
1963-07-06,295.907074,303.972595,13.940484
1963-07-07,295.045135,304.004608,17.055735
1963-07-08,294.554291,303.517426,12.980786
1963-07-09,294.908630,300.659576,21.895205
1963-07-10,293.677887,300.899994,8.280269
1963-07-11,292.143524,301.360718,6.618594
1963-07-12,292.921753,302.674866,7.084058
1963-07-13,294.042877,303.962433,12.071384
1963-07-14,293.785645,303.928375,17.212080
1963-07-15,294.754272,302.416077,11.048053
1963-07-16,294.289459,300.969116,7.156966
1963-07-17,294.005951,301.138794,0.856229
1963-07-18,294.413910,302.396271,0.000000
1963-07-19,294.660522,301.741760,9.335202
1963-07-20,295.332825,300.435120,8.607249
1963-07-21,294.448700,302.531006,3.771572
1963-07-22,294.183899,303.148834,1.033841
1963-07-23,294.176483,303.099579,0.000000
1963-07-24,294.395813,302.701996,0.000000
1963-07-25,294.451385,302.793762,1.025107
1963-07-26,294.851593,302.822815,1.227568
1963-07-27,295.099091,303.140594,0.679546
1963-07-28,295.174469,303.740143,1.498805
1963-07-29,295.105621,303.680267,1.362373
1963-07-30,293.697479,304.313141,1.791625
1963-07-31,293.982147,304.979523,0.000000
1963-08-01,293.822327,304.758453,0.000000
1963-08-02,293.459290,304.735229,0.000000
1963-08-03,293.828278,305.211060,2.801702
1963-08-04,293.892365,305.240967,0.000000
1963-08-05,293.667572,305.997559,0.366240
1963-08-06,293.328888,306.273376,0.000000
1963-08-07,293.399841,306.580139,0.000000
1963-08-08,294.492462,306.131470,0.000000
1963-08-09,294.275970,306.241272,0.000000
1963-08-10,293.964661,305.964630,0.000000
1963-08-11,294.069336,306.897186,0.000000
1963-08-12,294.548340,307.025116,0.000000
1963-08-13,294.813690,306.952881,0.000000
1963-08-14,295.453247,307.466644,0.000000
1963-08-15,294.686584,307.175995,0.000000
1963-08-16,295.179962,307.668304,0.401815
1963-08-17,295.099670,307.898804,0.000000
1963-08-18,295.155029,308.044922,0.000000
1963-08-19,295.248016,307.933258,0.000000
1963-08-20,295.080292,307.939117,0.000000
1963-08-21,295.036682,308.652679,0.000000
1963-08-22,294.946014,308.685303,0.000000
1963-08-23,295.096985,309.155640,0.000000
1963-08-24,295.599701,310.248627,0.000000
1963-08-25,295.145660,308.707489,0.000000
1963-08-26,294.785034,307.895569,0.638778
1963-08-27,294.881409,306.861328,0.418323
1963-08-28,295.359436,306.348724,18.913319
1963-08-29,295.839630,306.396057,3.633353
1963-08-30,296.139923,305.264771,11.538018
1963-08-31,295.696472,303.245148,6.371092
1963-09-01,294.182404,304.748718,0.000000
1963-09-02,293.580933,305.454468,0.000000
1963-09-03,294.086090,306.115356,0.665326
1963-09-04,295.443848,305.394470,8.050916
1963-09-05,294.214874,306.320770,4.539712
1963-09-06,294.604156,306.524841,3.532038
1963-09-07,295.044800,305.513550,2.604252
1963-09-08,294.873199,305.836517,0.654628
1963-09-09,293.967712,306.178864,2.636029
1963-09-10,293.648193,306.664276,0.625013
1963-09-11,293.989380,306.643433,8.598843
1963-09-12,294.770538,306.535675,3.662157
1963-09-13,295.240662,306.994293,0.000000
1963-09-14,295.246368,307.190796,0.000000
1963-09-15,295.146759,307.493286,0.000000
1963-09-16,295.223877,306.623199,0.000000
1963-09-17,294.766113,306.274475,0.000000
1963-09-18,294.575745,306.433807,0.000000
1963-09-19,294.262329,305.434357,0.000000
1963-09-20,293.718506,305.900696,0.000000
1963-09-21,293.627014,307.813934,0.000000
1963-09-22,294.681213,307.129608,0.000000
1963-09-23,294.010223,310.595367,0.000000
1963-09-24,296.000031,313.911865,0.000000
1963-09-25,296.273468,313.671478,0.000000
1963-09-26,293.243805,309.819092,0.000000
1963-09-27,283.058929,297.910919,0.000000
1963-09-28,286.260559,294.457092,0.000000
1963-09-29,287.637482,298.203064,0.000000
1963-09-30,285.651154,299.167084,0.000000
1963-10-01,287.798859,300.263367,0.614240
1963-10-02,291.157654,306.139252,0.000000
1963-10-03,292.391846,304.118103,11.412795
1963-10-04,287.704529,297.866882,74.590553
1963-10-05,286.215454,295.270172,21.492449
1963-10-06,288.896790,296.060577,28.268421
1963-10-07,285.334534,293.011322,0.000000
1963-10-08,286.140900,295.288025,0.000000
1963-10-09,287.045624,296.322510,0.000000
1963-10-10,286.223145,292.792694,6.040280
1963-10-11,280.948822,295.590393,0.000000
1963-10-12,280.885468,297.262543,0.000000
1963-10-13,282.408722,297.656097,0.000000
1963-10-14,282.585571,297.952271,0.000000
1963-10-15,283.069092,297.899994,0.000000
1963-10-16,289.340454,298.633911,0.000000
1963-10-17,287.032288,299.296661,0.000000
1963-10-18,280.406067,296.979218,0.000000
1963-10-19,280.873993,299.007080,0.000000
1963-10-20,287.251465,299.197754,0.000000
1963-10-21,291.472961,298.395386,23.273052
1963-10-22,289.625000,295.745728,29.750231
1963-10-23,289.036133,296.259064,31.864925
1963-10-24,290.985321,298.662476,36.776012
1963-10-25,283.260803,296.773987,0.000000
1963-10-26,279.984589,291.825287,0.000000
1963-10-27,280.334229,296.295868,0.000000
1963-10-28,280.790466,297.484314,0.000000
1963-10-29,284.828613,297.725037,0.281434
1963-10-30,289.640259,299.894531,0.000000
1963-10-31,289.630615,299.650940,0.582045
1963-11-01,285.724304,297.670135,0.000000
1963-11-02,278.897003,293.736816,0.000000
1963-11-03,274.894684,295.226257,0.000000
1963-11-04,277.090851,295.744598,0.000000
1963-11-05,280.004486,297.242432,0.000000
1963-11-06,283.031830,298.185150,0.000000
1963-11-07,289.153076,297.444855,0.000000
1963-11-08,287.441986,295.197754,0.524471
1963-11-09,285.449005,293.368378,2.297786
1963-11-10,278.909760,293.491608,0.000000
1963-11-11,280.423279,295.347748,0.000000
1963-11-12,279.889893,291.043396,0.000000
1963-11-13,276.699158,290.182800,0.000000
1963-11-14,280.950684,291.188446,0.000000
1963-11-15,277.333282,293.830658,0.000000
1963-11-16,276.265991,294.259766,0.000000
1963-11-17,280.942627,294.839935,0.000000
1963-11-18,281.625427,295.749908,0.000000
1963-11-19,284.905792,293.231567,0.000000
1963-11-20,284.998322,296.363129,0.000000
1963-11-21,277.347198,295.217102,0.000000
1963-11-22,279.233948,297.221375,0.000000
1963-11-23,282.518768,296.166199,0.000000
1963-11-24,286.364471,299.396973,0.000000
1963-11-25,288.853790,300.604340,7.027801
1963-11-26,282.440186,298.480103,0.938488
1963-11-27,280.017853,295.864807,0.000000
1963-11-28,283.645813,296.675018,0.000000
1963-11-29,278.046356,291.762024,0.000000
1963-11-30,275.299469,289.305878,0.000000
1963-12-01,275.005798,290.076569,0.000000
1963-12-02,281.269012,294.574036,0.622958
1963-12-03,284.806549,298.604156,0.000000
1963-12-04,281.856659,297.722321,0.000000
1963-12-05,286.309692,297.464600,0.904086
1963-12-06,277.698639,294.209900,0.283790
1963-12-07,270.257324,284.338654,0.000000
1963-12-08,275.045166,283.962769,1.267426
1963-12-09,279.935028,298.278687,5.547030
1963-12-10,286.065643,299.161896,3.350634
1963-12-11,273.273499,293.583252,3.290612
1963-12-12,268.389404,275.035706,0.000000
1963-12-13,268.038727,279.478912,0.000000
1963-12-14,272.461212,277.958252,0.000000
1963-12-15,273.224274,278.865143,0.000000
1963-12-16,276.541840,284.100098,5.745341
1963-12-17,269.877319,283.825470,0.000000
1963-12-18,271.885193,288.242859,0.000000
1963-12-19,276.760193,287.960327,0.000000
1963-12-20,274.517853,289.448425,0.000000
1963-12-21,275.903656,289.815155,0.000000
1963-12-22,273.187958,291.253479,0.000000
1963-12-23,276.613220,291.276306,0.000000
1963-12-24,278.857849,293.134277,0.000000
1963-12-25,278.780060,290.957306,0.000000
1963-12-26,273.026794,291.086914,0.000000
1963-12-27,277.018860,293.820496,0.000000
1963-12-28,282.234589,292.665588,0.000000
1963-12-29,281.632324,291.232513,0.655761
1963-12-30,275.821777,288.117737,0.000000
1963-12-31,276.193726,291.966003,0.000000
1964-01-01,277.258453,288.868561,0.525914
1964-01-02,275.456390,289.363464,0.000000
1964-01-03,277.324646,290.829620,0.000000
1964-01-04,277.787292,292.677307,0.000000
1964-01-05,278.989685,294.382385,0.000000
1964-01-06,279.503967,296.682037,0.000000
1964-01-07,280.605042,296.804626,0.000000
1964-01-08,281.013702,296.937531,0.000000
1964-01-09,281.456146,298.818909,0.000000
1964-01-10,283.833832,300.086182,0.000000
1964-01-11,280.198578,298.260956,0.000000
1964-01-12,280.722809,290.599823,0.000000
1964-01-13,285.407471,298.415161,0.000000
1964-01-14,287.041290,299.726044,3.722305
1964-01-15,288.377319,301.773712,0.675242
1964-01-16,283.121399,297.598358,2.051491
1964-01-17,280.096100,291.921051,0.000000
1964-01-18,276.194397,286.871155,2.654763
1964-01-19,273.975983,281.409912,1.176964
1964-01-20,275.334625,282.689240,0.000000
1964-01-21,275.482178,283.127747,0.696839
1964-01-22,282.277405,290.945587,16.504370
1964-01-23,274.338409,285.081635,2.312667
1964-01-24,274.531921,282.429657,6.437839
1964-01-25,275.118256,283.820038,5.153152
1964-01-26,277.836853,290.737244,0.000000
1964-01-27,277.104614,289.808411,0.000000
1964-01-28,272.023438,284.516876,0.000000
1964-01-29,272.408813,284.266479,0.000000
1964-01-30,272.201996,284.307465,0.000000
1964-01-31,271.568268,287.824738,0.000000
1964-02-01,275.266876,290.744537,0.000000
1964-02-02,276.616547,292.505768,0.000000
1964-02-03,279.692505,295.877350,0.000000
1964-02-04,283.002380,295.107941,0.000000
1964-02-05,275.611206,290.903595,0.000000
1964-02-06,277.380096,293.719604,0.000000
1964-02-07,283.683136,298.246277,0.280110
1964-02-08,287.095459,301.468414,0.000000
1964-02-09,288.482025,301.613739,0.000000
1964-02-10,273.950470,300.885742,0.000000
1964-02-11,273.658173,282.348419,18.461061
1964-02-12,264.232849,271.367401,2.059304
1964-02-13,266.796265,272.966980,0.947180
1964-02-14,270.603210,285.215149,0.000000
1964-02-15,277.552521,287.745087,0.000000
1964-02-16,274.668274,288.350739,0.000000
1964-02-17,276.690918,291.806702,0.000000
1964-02-18,280.859070,292.192535,0.000000
1964-02-19,280.702545,292.592285,0.918883
1964-02-20,279.634766,292.641266,0.000000
1964-02-21,279.848907,296.192413,0.000000
1964-02-22,281.204254,295.445099,3.008937
1964-02-23,278.580292,290.555511,5.779995
1964-02-24,274.515564,290.980194,0.000000
1964-02-25,277.769104,294.339508,0.000000
1964-02-26,282.406616,299.743500,0.000000
1964-02-27,276.606964,298.906708,0.000000
1964-02-28,273.708130,289.856750,0.000000
1964-02-29,277.106964,294.745514,0.260378
1964-03-01,280.505798,299.634277,0.520756
1964-03-02,286.200226,300.598053,2.135097
1964-03-03,273.098785,292.734589,0.000000
1964-03-04,278.250580,294.161957,0.000000
1964-03-05,280.804626,293.605743,0.000000
1964-03-06,287.528168,297.732147,18.741232
1964-03-07,284.377502,295.965729,6.975529
1964-03-08,277.179993,290.835571,0.000000
1964-03-09,280.357910,290.739288,1.800034
1964-03-10,283.856476,296.109924,13.756731
1964-03-11,281.014313,295.852112,0.371252
1964-03-12,279.776154,288.366638,7.359291
1964-03-13,279.601685,285.303009,0.775535
1964-03-14,281.075500,295.576599,8.834273
1964-03-15,283.033478,295.270782,0.000000
1964-03-16,283.191895,294.875305,0.000000
1964-03-17,281.517212,293.514099,0.000000
1964-03-18,286.575714,299.508606,0.350532
1964-03-19,274.325470,295.854492,0.000000
1964-03-20,279.452728,291.185150,9.903390
1964-03-21,276.524109,285.379333,1.722333
1964-03-22,278.528931,289.344940,0.000000
1964-03-23,279.595886,295.744110,0.000000
1964-03-24,283.022980,297.129974,0.000000
1964-03-25,284.819458,296.933075,0.000000
1964-03-26,287.078766,301.992340,0.000000
1964-03-27,288.288605,303.631805,0.000000
1964-03-28,287.845062,303.032532,0.000000
1964-03-29,281.535553,295.986877,0.000000
1964-03-30,282.130707,298.646515,0.000000
1964-03-31,284.082245,300.471771,0.000000
1964-04-01,286.627319,302.320862,0.000000
1964-04-02,286.920807,302.070648,0.000000
1964-04-03,287.312042,301.787720,0.000000
1964-04-04,285.773926,301.237854,0.000000
1964-04-05,285.485687,299.313354,0.000000
1964-04-06,285.613739,299.434235,0.000000
1964-04-07,286.839966,300.350922,0.000000
1964-04-08,287.136566,300.764679,0.000000
1964-04-09,287.450897,301.371887,0.000000
1964-04-10,290.001404,301.751190,1.080882
1964-04-11,290.435913,302.417114,24.095352
1964-04-12,284.813690,295.387543,1.882694
1964-04-13,280.791077,298.686005,0.000000
1964-04-14,284.236145,302.510101,0.000000
1964-04-15,288.028168,304.433228,0.000000
1964-04-16,291.807159,308.091736,0.000000
1964-04-17,291.596954,307.892487,0.864188
1964-04-18,292.069092,307.820709,0.000000
1964-04-19,294.468475,309.920471,0.000000
1964-04-20,293.968903,310.462891,0.000000
1964-04-21,294.102814,309.503143,0.000000
1964-04-22,294.348602,308.550507,0.000000
1964-04-23,291.677185,307.197296,1.365079
1964-04-24,289.818329,308.793304,0.000000
1964-04-25,293.195923,308.495697,0.000000
1964-04-26,293.812134,309.946350,0.000000
1964-04-27,293.983582,309.604126,0.000000
1964-04-28,293.593811,307.976196,0.000000
1964-04-29,292.171326,305.842438,0.000000
1964-04-30,292.388275,305.347351,0.000000
1964-05-01,292.761505,305.708008,0.000000
1964-05-02,293.081207,306.112305,0.000000
1964-05-03,292.895477,305.905029,0.714857
1964-05-04,293.229889,308.527588,0.000000
1964-05-05,294.470642,311.267303,0.000000
1964-05-06,294.948242,311.798615,0.331252
1964-05-07,295.653534,310.736847,0.821577
1964-05-08,295.293701,309.434814,13.603239
1964-05-09,294.468567,306.083160,0.711078
1964-05-10,291.610352,303.274170,0.000000
1964-05-11,292.018768,306.599365,0.000000
1964-05-12,294.396606,309.222900,0.000000
1964-05-13,295.210938,307.774597,0.000000
1964-05-14,295.139465,305.549591,1.827142
1964-05-15,294.382385,306.074097,0.502442
1964-05-16,295.646118,306.527893,0.000000
1964-05-17,295.640076,305.439056,0.000000
1964-05-18,295.042847,306.750488,0.000000
1964-05-19,293.817841,306.590851,25.374699
1964-05-20,293.661652,307.008911,2.847189
1964-05-21,294.569580,307.486694,11.941747
1964-05-22,293.510864,308.465637,0.434938
1964-05-23,295.129761,308.703949,0.000000
1964-05-24,295.200378,308.450897,0.000000
1964-05-25,295.198944,308.463531,0.000000
1964-05-26,295.957825,307.907440,0.000000
1964-05-27,295.574615,307.226227,0.892981
1964-05-28,294.535309,307.483490,1.316630
1964-05-29,295.625702,307.716553,0.000000
1964-05-30,296.125519,308.020508,0.000000
1964-05-31,295.394257,310.542480,0.000000
1964-06-01,296.433136,310.813934,0.000000
1964-06-02,296.638092,310.122070,1.002797
1964-06-03,295.955383,308.802521,0.000000
1964-06-04,295.326508,307.683777,0.000000
1964-06-05,295.201508,307.872589,0.000000
1964-06-06,295.549652,308.641205,0.000000
1964-06-07,295.860107,309.001282,0.000000
1964-06-08,296.776154,310.347504,0.000000
1964-06-09,296.742645,310.616791,0.000000
1964-06-10,296.984833,311.136322,0.000000
1964-06-11,296.985962,310.954010,0.000000
1964-06-12,297.303772,310.926392,0.000000
1964-06-13,297.242432,310.943787,0.000000
1964-06-14,297.641632,311.100983,0.000000
1964-06-15,296.860138,309.072815,0.000000
1964-06-16,296.541290,309.060089,0.000000
1964-06-17,297.733398,310.912048,0.000000
1964-06-18,297.617615,310.963440,0.000000
1964-06-19,296.574799,310.588379,0.000000
1964-06-20,297.395691,310.830719,0.000000
1964-06-21,297.829865,310.753479,0.000000
1964-06-22,299.127350,309.916107,0.000000
1964-06-23,296.700500,307.481812,0.539044
1964-06-24,295.698792,307.843109,0.000000
1964-06-25,295.585510,308.304993,0.000000
1964-06-26,295.972412,307.908386,0.000000
1964-06-27,295.943024,307.952301,0.000000
1964-06-28,296.124176,308.674622,0.000000
1964-06-29,296.094238,308.617401,0.000000
1964-06-30,295.582245,307.211670,0.000000
1964-07-01,296.423370,306.624054,0.000000
1964-07-02,296.158264,307.315460,0.000000
1964-07-03,296.496887,307.892700,0.603751
1964-07-04,296.488495,307.482452,2.601971
1964-07-05,296.902588,306.376953,13.654883
1964-07-06,295.886658,306.199463,4.749389
1964-07-07,295.843231,305.619720,2.356278
1964-07-08,295.846313,303.069580,40.901630
1964-07-09,295.326660,299.638733,22.484283
1964-07-10,296.204468,302.995789,21.080669
1964-07-11,295.290283,304.191528,1.027788
1964-07-12,293.812103,304.132629,0.000000
1964-07-13,293.981598,304.585785,0.000000
1964-07-14,294.610168,305.735474,0.000000
1964-07-15,295.022522,305.337097,0.000000
1964-07-16,295.356262,305.945435,0.000000
1964-07-17,295.616455,306.510529,0.000000
1964-07-18,295.674316,306.914886,0.000000
1964-07-19,295.397339,307.186157,0.000000
1964-07-20,295.376953,307.650085,0.000000
1964-07-21,295.102203,308.370361,0.000000
1964-07-22,295.108551,309.679138,0.000000
1964-07-23,295.946777,310.678589,0.000000
1964-07-24,297.277588,311.576691,0.000000
1964-07-25,298.109650,311.841614,0.000000
1964-07-26,298.599243,311.801727,0.000000
1964-07-27,298.619995,311.353790,0.293809
1964-07-28,298.097534,310.984924,0.000000
1964-07-29,297.122375,310.065399,0.000000
1964-07-30,297.289368,311.158447,0.000000
1964-07-31,296.544403,311.284210,0.000000
1964-08-01,297.117737,311.063049,0.000000
1964-08-02,296.721619,310.352417,0.000000
1964-08-03,295.582397,307.710999,0.000000
1964-08-04,295.704742,308.007507,0.000000
1964-08-05,296.374298,309.716064,0.000000
1964-08-06,296.773773,310.735962,0.000000
1964-08-07,297.244812,311.482269,0.296883
1964-08-08,297.725189,311.594116,0.000000
1964-08-09,298.152252,311.824371,0.000000
1964-08-10,297.782135,311.569977,0.000000
1964-08-11,296.786255,310.158844,0.000000
1964-08-12,295.986267,308.389008,0.000000
1964-08-13,296.014893,307.661285,0.000000
1964-08-14,296.178314,307.943451,0.389953
1964-08-15,296.826294,309.431213,0.449519
1964-08-16,298.437775,309.714081,0.439085
1964-08-17,297.867737,309.854736,0.531980
1964-08-18,297.756531,310.314270,0.312059
1964-08-19,298.104706,310.485291,0.403076
1964-08-20,297.155548,309.879608,0.000000
1964-08-21,298.350281,310.464233,0.000000
1964-08-22,299.014069,310.532532,0.000000
1964-08-23,298.673676,309.602478,0.000000
1964-08-24,297.865295,310.154358,4.187417
1964-08-25,297.312500,310.133240,0.000000
1964-08-26,296.306396,307.547974,0.927466
1964-08-27,296.571716,304.560760,8.444255
1964-08-28,295.141724,303.634247,3.031772
1964-08-29,292.795319,303.488800,22.214388
1964-08-30,294.266388,304.180664,3.725455
1964-08-31,293.787567,303.395447,5.944803
1964-09-01,293.931335,303.625977,1.191031
1964-09-02,292.907196,300.945587,30.491577
1964-09-03,292.790222,296.286285,55.544308
1964-09-04,294.434814,301.657715,12.046193
1964-09-05,294.649231,303.553558,6.646644
1964-09-06,294.742523,304.356537,3.082029
1964-09-07,294.406982,304.981537,0.000000
1964-09-08,295.074097,305.677521,0.000000
1964-09-09,294.850098,306.231018,3.593507
1964-09-10,294.321106,305.900299,0.535913
1964-09-11,294.605469,305.761169,3.386009
1964-09-12,293.526550,303.426117,1.219402
1964-09-13,292.640320,303.997589,0.000000
1964-09-14,293.891998,304.920715,0.000000
1964-09-15,293.989929,304.754761,2.410134
1964-09-16,294.625183,305.528290,0.000000
1964-09-17,294.692291,304.368347,4.299888
1964-09-18,290.496368,302.949371,7.181232
1964-09-19,287.631134,295.405060,10.073370
1964-09-20,288.678528,296.148712,1.284222
1964-09-21,288.631805,301.222412,2.994777
1964-09-22,288.004211,301.519165,0.000000
1964-09-23,286.410400,301.508545,0.000000
1964-09-24,290.382233,301.301910,0.000000
1964-09-25,285.388611,297.106567,0.000000
1964-09-26,283.097137,297.440155,0.000000
1964-09-27,278.683075,299.907654,0.000000
1964-09-28,286.559174,301.703369,0.000000
1964-09-29,291.026245,301.004303,0.000000
1964-09-30,292.150696,298.747681,7.274777
1964-10-01,292.468658,304.643890,0.500402
1964-10-02,292.164673,304.823090,0.519701
1964-10-03,288.583527,303.265808,1.091577
1964-10-04,283.803894,298.539551,0.000000
1964-10-05,284.997681,298.829437,0.000000
1964-10-06,287.753082,298.509888,0.000000
1964-10-07,286.697876,299.011078,0.000000
1964-10-08,286.587738,299.406738,0.000000
1964-10-09,286.745789,301.201904,0.000000
1964-10-10,289.738800,300.471893,0.000000
1964-10-11,290.481781,299.476166,7.952460
1964-10-12,291.812836,302.342987,8.398912
1964-10-13,291.469452,303.584351,1.282445
1964-10-14,288.775299,301.961548,0.712192
1964-10-15,288.690613,296.485504,0.000000
1964-10-16,288.635559,300.777863,5.048250
1964-10-17,292.394531,303.884155,0.581461
1964-10-18,290.483978,302.795166,0.975946
1964-10-19,292.600128,301.852295,0.957568
1964-10-20,291.947662,302.677399,1.498856
1964-10-21,291.988739,302.815613,1.373245
1964-10-22,292.922577,302.347412,0.000000
1964-10-23,293.250702,303.511536,0.000000
1964-10-24,291.985382,302.707703,7.813384
1964-10-25,286.375244,302.292053,1.250022
1964-10-26,282.917755,292.562012,0.654637
1964-10-27,285.811951,291.414703,5.075544
1964-10-28,283.262451,289.924622,0.573218
1964-10-29,283.605042,298.991516,0.000000
1964-10-30,282.816681,296.907928,0.000000
1964-10-31,280.941559,295.270172,0.000000
1964-11-01,280.662781,297.398499,0.000000
1964-11-02,286.601898,295.784760,0.371897
1964-11-03,279.734192,294.111481,0.000000
1964-11-04,281.014862,294.947449,0.000000
1964-11-05,286.470093,296.819122,2.682649
1964-11-06,288.153503,299.466003,18.436096
1964-11-07,280.438202,299.467346,5.858498
1964-11-08,277.160156,284.991486,0.718170
1964-11-09,276.423492,284.460236,0.000000
1964-11-10,279.048126,293.003296,0.476436
1964-11-11,287.908966,301.241394,2.164831
1964-11-12,284.031158,297.481445,0.621195
1964-11-13,276.690430,291.580688,0.000000
1964-11-14,278.696167,290.379639,0.000000
1964-11-15,275.957733,290.272980,0.000000
1964-11-16,276.689087,292.686890,0.000000
1964-11-17,276.982330,293.464020,0.000000
1964-11-18,283.566528,291.700989,0.000000
1964-11-19,283.742249,291.330811,0.000000
1964-11-20,283.862823,293.753998,0.000000
1964-11-21,280.454987,296.790192,0.000000
1964-11-22,282.169006,293.795746,0.000000
1964-11-23,280.330597,293.850983,0.000000
1964-11-24,285.128265,300.148315,0.000000
1964-11-25,284.051727,296.746582,0.000000
1964-11-26,283.314362,295.126251,1.498731
1964-11-27,280.955383,289.133881,2.072963
1964-11-28,284.394562,297.873169,0.000000
1964-11-29,286.687347,295.201324,0.000000
1964-11-30,285.200653,294.378571,7.545909
1964-12-01,275.951233,291.443176,7.437335
1964-12-02,276.300781,280.717285,24.756273
1964-12-03,274.866180,281.392365,0.401260
1964-12-04,275.370758,284.503937,0.000000
1964-12-05,276.629333,283.311859,0.887028
1964-12-06,275.583893,282.460785,0.000000
1964-12-07,278.166626,287.965454,11.737814
1964-12-08,276.615662,288.829926,7.472844
1964-12-09,274.074646,281.631927,0.000000
1964-12-10,273.491730,280.033966,6.120760
1964-12-11,273.370361,281.003937,2.289630
1964-12-12,270.661835,280.947510,0.000000
1964-12-13,268.141998,281.581329,0.000000
1964-12-14,268.392151,282.177704,0.000000
1964-12-15,262.575195,283.213318,0.000000
1964-12-16,273.727875,283.101471,0.000000
1964-12-17,274.528748,281.318787,0.000000
1964-12-18,271.841431,282.714752,0.000000
1964-12-19,272.475677,281.393341,0.000000
1964-12-20,269.641327,279.786926,0.000000
1964-12-21,271.174011,287.861938,0.000000
1964-12-22,279.918518,290.982727,0.000000
1964-12-23,280.212158,292.711639,0.000000
1964-12-24,283.628601,296.310028,0.000000
1964-12-25,279.050018,293.111298,0.000000
1964-12-26,273.072296,288.216705,0.000000
