#Variables:
#tasmin_inmcm4_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_inmcm4_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_inmcm4_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_inmcm4_historical(K),tasmax_inmcm4_historical(K),pr_inmcm4_historical(mm)"
""
yyyy-mm-dd,tasmin_inmcm4_historical(K),tasmax_inmcm4_historical(K),pr_inmcm4_historical(mm)
1956-01-04,285.684265,295.016754,0.910495
1956-01-05,278.730072,292.139313,0.000000
1956-01-06,285.473907,295.153656,0.000000
1956-01-07,273.042755,292.488647,0.000000
1956-01-08,272.774841,283.382812,0.000000
1956-01-09,276.694366,284.269257,0.000000
1956-01-10,285.572845,295.550781,0.000000
1956-01-11,268.556580,295.689209,1.048317
1956-01-12,273.352417,277.203369,0.000000
1956-01-13,275.812592,277.219604,0.566176
1956-01-14,278.469360,288.875519,0.000000
1956-01-15,278.856903,289.310577,0.000000
1956-01-16,277.372620,286.289459,0.000000
1956-01-17,278.699036,293.345520,0.000000
1956-01-18,280.323395,293.156372,0.000000
1956-01-19,270.891357,290.252838,0.000000
1956-01-20,274.831757,292.716034,0.000000
1956-01-21,286.661713,297.047607,0.000000
1956-01-22,278.790833,295.838104,0.292690
1956-01-23,267.673096,284.307465,0.000000
1956-01-24,267.996857,288.677277,0.000000
1956-01-25,270.592560,292.390900,0.000000
1956-01-26,273.575806,296.534607,0.000000
1956-01-27,274.570831,297.258270,0.000000
1956-01-28,276.509552,295.678497,0.000000
1956-01-29,276.400940,294.467438,0.000000
1956-01-30,279.307617,296.060394,0.000000
1956-01-31,285.802368,298.189240,0.000000
1956-02-01,277.824005,298.107513,0.000000
1956-02-02,266.615662,287.436005,0.000000
1956-02-03,266.770294,296.279968,0.000000
1956-02-04,273.004333,298.716949,0.000000
1956-02-05,275.823486,293.627411,16.576200
1956-02-06,271.367401,271.367401,0.970901
1956-02-07,267.869751,279.757629,0.000000
1956-02-08,272.557434,287.171967,0.000000
1956-02-09,279.333679,295.847595,0.000000
1956-02-10,272.258331,297.617279,0.000000
1956-02-11,274.767426,299.061676,0.000000
1956-02-12,272.845825,298.498260,0.000000
1956-02-13,269.528748,296.353180,0.761197
1956-02-14,272.059509,299.668518,0.000000
1956-02-15,277.462616,303.726898,0.000000
1956-02-16,278.257355,304.261078,0.000000
1956-02-17,286.779907,304.171875,0.000000
1956-02-18,287.779175,303.623199,0.000000
1956-02-19,267.859924,302.738220,0.000000
1956-02-20,274.515564,305.048248,0.000000
1956-02-21,275.117706,306.421600,0.000000
1956-02-22,282.627045,306.900055,0.000000
1956-02-23,286.206116,300.507019,3.561012
1956-02-24,284.412903,301.809174,1.853446
1956-02-25,278.462097,301.947479,0.000000
1956-02-26,284.485718,302.240967,0.000000
1956-02-27,285.092041,302.343292,0.791516
1956-02-28,271.251801,298.542419,0.000000
1956-02-29,271.739990,299.542847,0.000000
1956-03-01,272.228180,300.543304,0.000000
1956-03-02,286.010559,299.748444,0.000000
1956-03-03,287.798553,296.548645,0.000000
1956-03-04,288.078613,298.450897,11.822115
1956-03-05,287.088715,294.370178,14.865388
1956-03-06,285.941376,296.644623,0.000000
1956-03-07,281.085632,292.083557,0.000000
1956-03-08,277.575073,292.361938,0.000000
1956-03-09,277.344055,292.741028,0.000000
1956-03-10,279.497620,297.213837,0.000000
1956-03-11,282.923187,298.257904,0.000000
1956-03-12,279.949371,299.681824,0.000000
1956-03-13,285.805328,300.876282,0.552842
1956-03-14,287.680786,301.339874,0.000000
1956-03-15,277.560394,289.094025,0.000000
1956-03-16,275.729492,285.495453,0.483911
1956-03-17,283.810211,293.010284,4.787995
1956-03-18,277.119965,302.144958,0.307534
1956-03-19,282.625793,303.330658,0.000000
1956-03-20,289.148865,302.555328,2.272887
1956-03-21,290.081573,298.298462,10.368650
1956-03-22,289.977325,300.116028,1.827425
1956-03-23,285.845642,301.419434,0.000000
1956-03-24,288.736694,301.314514,4.522250
1956-03-25,286.920837,300.640320,0.510427
1956-03-26,276.090729,292.913513,0.000000
1956-03-27,276.849152,295.126129,0.000000
1956-03-28,280.103943,299.610016,0.000000
1956-03-29,282.021149,300.412048,0.000000
1956-03-30,289.538422,298.788300,0.387512
1956-03-31,290.168823,300.501007,0.948027
1956-04-01,291.539093,302.203064,0.000000
1956-04-02,290.024902,302.622711,0.000000
1956-04-03,277.661133,302.105499,0.000000
1956-04-04,285.652527,302.457672,4.179445
1956-04-05,290.694641,301.198914,1.226909
1956-04-06,283.880127,302.362915,0.000000
1956-04-07,282.176025,302.309875,1.986360
1956-04-08,287.172546,303.336487,0.000000
1956-04-09,282.637329,302.204285,0.000000
1956-04-10,282.603027,302.910858,0.000000
1956-04-11,291.435638,304.594208,0.000000
1956-04-12,291.071259,305.763153,0.000000
1956-04-13,281.753967,306.700134,0.000000
1956-04-14,286.864777,307.054718,0.000000
1956-04-15,287.411987,306.831696,0.000000
1956-04-16,292.678528,306.180847,2.016534
1956-04-17,287.854370,305.419434,0.000000
1956-04-18,286.769379,298.764130,0.000000
1956-04-19,285.012299,299.529541,0.000000
1956-04-20,289.681671,302.245850,0.000000
1956-04-21,292.835724,300.818481,14.117461
1956-04-22,288.232483,300.645905,2.776253
1956-04-23,288.455963,298.901337,0.787015
1956-04-24,286.692688,302.208130,0.000000
1956-04-25,291.073425,302.524017,1.309458
1956-04-26,291.527191,300.381500,2.380320
1956-04-27,289.511353,302.607483,0.000000
1956-04-28,288.899353,303.036469,0.000000
1956-04-29,291.341766,303.850250,0.000000
1956-04-30,291.771332,303.573273,0.000000
1956-05-01,292.648773,301.012970,9.901199
1956-05-02,292.706940,299.674255,15.954040
1956-05-03,293.121246,298.952271,73.609779
1956-05-04,293.061279,296.954285,41.885128
1956-05-05,291.397369,299.052277,26.577707
1956-05-06,290.018890,301.232178,4.591899
1956-05-07,290.327515,302.186646,0.000000
1956-05-08,290.835876,301.865662,0.000000
1956-05-09,294.680481,303.298096,0.000000
1956-05-10,293.869507,303.958862,0.000000
1956-05-11,293.699249,304.485382,0.000000
1956-05-12,292.980591,303.678070,0.000000
1956-05-13,292.679443,302.892761,0.000000
1956-05-14,292.853119,303.487793,0.000000
1956-05-15,293.173706,304.851837,0.000000
1956-05-16,293.625427,304.309723,0.000000
1956-05-17,291.780792,304.274536,0.000000
1956-05-18,292.705383,305.218903,1.023377
1956-05-19,290.533142,305.521820,0.000000
1956-05-20,293.633484,305.968262,0.000000
1956-05-21,294.359253,306.916382,0.000000
1956-05-22,294.493683,307.023865,0.000000
1956-05-23,293.526794,306.928314,0.000000
1956-05-24,293.642212,306.624359,0.000000
1956-05-25,295.131226,307.209503,0.000000
1956-05-26,293.247742,305.103455,5.691342
1956-05-27,291.767273,303.618500,0.303547
1956-05-28,293.066284,304.840027,0.000000
1956-05-29,293.257263,305.651855,0.825507
1956-05-30,294.857574,306.404999,0.000000
1956-05-31,295.140594,306.359497,0.000000
1956-06-01,295.683929,306.027924,3.148892
1956-06-02,294.180054,307.014893,22.515223
1956-06-03,294.069916,304.144348,6.025663
1956-06-04,293.296509,305.962189,0.324993
1956-06-05,294.093079,305.774872,0.000000
1956-06-06,293.850800,305.793915,0.000000
1956-06-07,294.687012,306.175842,0.000000
1956-06-08,295.417938,306.524963,0.000000
1956-06-09,295.512512,306.531921,0.000000
1956-06-10,294.796967,306.223999,0.000000
1956-06-11,294.535248,305.897675,0.000000
1956-06-12,294.487610,305.375916,0.000000
1956-06-13,295.248199,305.603180,0.000000
1956-06-14,294.958099,305.558411,0.829852
1956-06-15,294.535370,307.001099,0.000000
1956-06-16,296.091217,307.026764,3.755442
1956-06-17,294.745850,303.569244,0.316810
1956-06-18,294.023590,304.895538,0.000000
1956-06-19,293.983490,306.215271,0.000000
1956-06-20,295.190826,307.532715,0.000000
1956-06-21,296.334137,307.418701,0.000000
1956-06-22,295.893250,306.669708,1.819513
1956-06-23,297.049530,306.553192,11.181189
1956-06-24,296.075592,306.261810,3.815767
1956-06-25,294.925659,304.989075,16.885868
1956-06-26,295.243042,304.890747,31.815855
1956-06-27,295.734772,303.717102,17.291283
1956-06-28,296.465302,303.824463,5.136941
1956-06-29,296.516144,302.832428,4.146979
1956-06-30,295.061707,303.942902,6.716862
1956-07-01,295.720001,306.114227,3.753798
1956-07-02,294.872772,304.343018,1.320282
1956-07-03,295.000641,305.372101,3.431078
1956-07-04,295.276611,306.068573,0.000000
1956-07-05,296.654388,306.627991,0.473832
1956-07-06,296.354065,307.353394,0.000000
1956-07-07,295.952271,307.661194,0.000000
1956-07-08,296.907532,307.807892,0.000000
1956-07-09,297.063812,308.678040,0.000000
1956-07-10,297.035309,308.792816,0.000000
1956-07-11,296.285492,308.711151,0.000000
1956-07-12,295.670166,308.658569,0.000000
1956-07-13,296.024872,308.328827,0.000000
1956-07-14,295.078613,308.919312,0.000000
1956-07-15,295.581055,309.208588,0.000000
1956-07-16,295.391296,309.155792,0.000000
1956-07-17,295.388885,309.878082,0.000000
1956-07-18,296.771667,310.065399,0.000000
1956-07-19,296.539001,310.255798,0.297737
1956-07-20,297.782288,309.602936,0.000000
1956-07-21,297.663391,310.536682,1.479202
1956-07-22,297.135834,309.082275,0.000000
1956-07-23,297.357605,308.649292,0.755912
1956-07-24,297.377594,309.362671,0.000000
1956-07-25,297.828522,310.461823,0.000000
1956-07-26,297.735382,310.616425,0.000000
1956-07-27,298.475586,309.949127,2.421304
1956-07-28,296.332092,307.037720,3.771572
1956-07-29,297.144318,306.263153,5.175961
1956-07-30,295.586487,306.797455,0.000000
1956-07-31,295.138763,306.529663,0.000000
1956-08-01,294.007355,306.394257,0.000000
1956-08-02,295.438263,305.602386,9.220116
1956-08-03,295.285614,305.997925,1.941710
1956-08-04,296.826202,306.373932,0.391342
1956-08-05,296.449097,306.857544,0.000000
1956-08-06,296.301605,306.819031,0.000000
1956-08-07,296.017853,307.054932,0.000000
1956-08-08,294.888428,306.933319,0.000000
1956-08-09,294.827545,307.220703,0.000000
1956-08-10,295.731537,307.133881,0.000000
1956-08-11,295.765717,307.587036,0.337625
1956-08-12,295.031433,309.694153,0.796664
1956-08-13,295.149384,309.624023,1.463693
1956-08-14,294.192017,309.219391,0.000000
1956-08-15,298.041595,308.892395,0.000000
1956-08-16,295.858398,307.713989,1.415634
1956-08-17,296.878815,307.290833,2.198002
1956-08-18,291.297943,307.985748,0.000000
1956-08-19,292.722107,309.021057,0.406699
1956-08-20,295.134430,308.676361,0.981532
1956-08-21,296.599579,309.158356,0.000000
1956-08-22,296.904449,309.178711,3.866518
1956-08-23,297.417450,309.710083,0.000000
1956-08-24,296.781677,308.705811,0.000000
1956-08-25,296.245850,308.016205,0.000000
1956-08-26,295.856842,308.524353,0.000000
1956-08-27,294.995209,309.276764,1.309380
1956-08-28,296.317932,309.433838,0.000000
1956-08-29,296.803253,308.328094,6.747284
1956-08-30,295.839905,306.568115,7.660114
1956-08-31,295.044800,305.595276,0.366231
1956-09-01,295.397705,306.616974,0.000000
1956-09-02,294.182404,306.109009,1.736334
1956-09-03,296.148773,303.922638,1.220189
1956-09-04,294.580048,303.957794,0.000000
1956-09-05,290.048767,306.756866,0.000000
1956-09-06,291.513214,308.924805,0.000000
1956-09-07,293.289734,308.770721,0.000000
1956-09-08,292.402771,309.286652,0.000000
1956-09-09,293.687958,309.810699,0.000000
1956-09-10,292.477509,309.609100,0.000000
1956-09-11,292.021149,310.223236,0.000000
1956-09-12,295.070282,312.068634,0.000000
1956-09-13,291.094299,312.584259,0.000000
1956-09-14,294.695068,310.815430,0.000000
1956-09-15,294.784607,307.905518,0.000000
1956-09-16,294.912506,305.534668,1.571194
1956-09-17,291.010315,304.225250,0.000000
1956-09-18,290.239258,306.756805,0.000000
1956-09-19,291.008606,307.252655,0.000000
1956-09-20,291.535706,306.190826,0.000000
1956-09-21,295.509827,306.303406,0.000000
1956-09-22,293.711670,305.773285,0.000000
1956-09-23,291.887054,304.950897,0.000000
1956-09-24,288.313507,295.532837,0.000000
1956-09-25,286.483276,303.856384,0.000000
1956-09-26,294.566254,306.773865,0.000000
1956-09-27,296.830017,306.596344,2.027540
1956-09-28,296.475677,306.118378,0.000000
1956-09-29,293.577271,305.372375,3.362709
1956-09-30,289.512878,300.294128,0.000000
1956-10-01,288.755280,302.606232,0.000000
1956-10-02,289.716522,304.275421,0.000000
1956-10-03,289.704529,304.317413,0.775404
1956-10-04,289.714508,303.867798,2.086787
1956-10-05,291.466370,304.295380,1.691100
1956-10-06,291.444824,302.625824,0.000000
1956-10-07,290.985016,302.323761,0.389340
1956-10-08,290.757233,302.800415,0.000000
1956-10-09,293.573303,303.166962,0.000000
1956-10-10,293.781647,303.267242,0.000000
1956-10-11,294.107208,302.758850,0.000000
1956-10-12,293.122620,302.006622,0.000000
1956-10-13,294.573090,304.857513,0.000000
1956-10-14,293.142944,305.410767,1.595912
1956-10-15,281.524231,302.431091,14.926450
1956-10-16,281.950714,292.185913,0.477950
1956-10-17,276.739410,295.456543,0.000000
1956-10-18,281.146545,299.186432,0.000000
1956-10-19,289.453430,304.541748,0.000000
1956-10-20,291.378906,304.530365,0.000000
1956-10-21,292.697418,301.671661,0.465151
1956-10-22,289.807220,302.442841,0.000000
1956-10-23,287.957855,301.175537,0.000000
1956-10-24,280.591675,299.339996,0.000000
1956-10-25,285.311218,304.737732,0.000000
1956-10-26,291.523987,305.320648,1.538131
1956-10-27,283.334839,301.367920,0.000000
1956-10-28,275.141327,297.583923,0.000000
1956-10-29,280.437347,299.160553,0.000000
1956-10-30,284.128510,299.729034,0.000000
1956-10-31,280.674408,297.769287,0.000000
1956-11-01,276.680939,297.024933,0.000000
1956-11-02,284.207153,298.501465,0.000000
1956-11-03,290.163361,299.205780,0.000000
1956-11-04,287.517334,300.296692,0.000000
1956-11-05,286.201630,300.303802,0.000000
1956-11-06,287.844879,300.722565,0.000000
1956-11-07,288.413818,302.473724,0.000000
1956-11-08,285.976166,302.812744,0.000000
1956-11-09,287.324249,302.059479,0.000000
1956-11-10,286.050201,302.040527,0.000000
1956-11-11,280.557343,292.580444,0.000000
1956-11-12,272.565063,294.686432,0.000000
1956-11-13,277.037262,296.959747,0.000000
1956-11-14,277.418213,297.436554,0.000000
1956-11-15,277.306183,298.850830,0.000000
1956-11-16,281.181763,300.311676,0.000000
1956-11-17,287.722778,301.218292,0.000000
1956-11-18,285.875153,301.511261,0.000000
1956-11-19,288.268311,300.910400,0.000000
1956-11-20,290.076813,302.249146,0.000000
1956-11-21,288.688477,302.407349,0.644196
1956-11-22,285.583527,294.562866,0.000000
1956-11-23,281.679047,283.599762,10.324143
1956-11-24,279.485535,287.287689,9.757409
1956-11-25,276.625580,283.068329,30.128990
1956-11-26,278.545410,284.759491,5.154084
1956-11-27,278.580475,280.365936,0.644278
1956-11-28,281.644501,281.644501,0.000000
1956-11-29,284.351105,287.581390,0.957735
1956-11-30,284.316254,293.541595,7.352275
1956-12-01,288.573212,297.622955,10.042583
1956-12-02,290.464966,297.632477,4.649219
1956-12-03,290.844391,298.125000,1.999328
1956-12-04,278.769623,297.330078,7.437335
1956-12-05,276.047791,284.905975,0.000000
1956-12-06,277.448975,287.486481,0.000000
1956-12-07,281.875763,289.087463,0.000000
1956-12-08,284.904938,289.611389,0.000000
1956-12-09,279.344910,287.940857,13.556870
1956-12-10,280.051361,286.098755,12.850132
1956-12-11,277.726959,284.766663,0.000000
1956-12-12,278.629700,289.253540,0.000000
1956-12-13,286.575958,290.419128,0.000000
1956-12-14,277.718628,285.610748,0.000000
1956-12-15,275.536285,286.058899,0.000000
1956-12-16,275.302399,285.852112,0.000000
1956-12-17,275.290710,286.421387,0.000000
1956-12-18,274.855408,289.446960,0.000000
1956-12-19,277.125153,289.611450,0.000000
1956-12-20,275.502838,288.203430,0.000000
1956-12-21,271.493561,286.001587,0.000000
1956-12-22,274.317749,285.840057,0.000000
1956-12-23,276.320770,291.506958,1.627199
1956-12-24,275.787689,291.338562,0.000000
1956-12-25,275.506134,294.506714,0.000000
1956-12-26,276.836487,295.023804,0.000000
1956-12-27,281.345825,297.334137,0.000000
1956-12-28,287.208893,296.700043,0.000000
1956-12-29,275.834198,288.327271,1.226062
1956-12-30,275.357300,282.035522,11.810946
1956-12-31,278.032043,281.959869,8.671028
1957-01-01,270.836670,272.794006,0.323086
1957-01-02,269.993378,269.993378,0.675242
1957-01-03,272.982452,272.982452,0.000000
1957-01-04,277.238251,277.238251,0.000000
1957-01-05,272.128052,279.941620,0.000000
1957-01-06,274.151917,283.103821,0.000000
1957-01-07,280.367035,285.941254,0.000000
1957-01-08,284.286346,294.008820,2.057384
1957-01-09,275.645111,290.903473,0.000000
1957-01-10,276.273987,280.915680,0.000000
1957-01-11,278.563324,280.753540,0.000000
1957-01-12,279.523865,280.845001,0.000000
1957-01-13,281.204498,288.516693,0.000000
1957-01-14,278.511780,293.808838,0.000000
1957-01-15,281.456146,295.296295,0.000000
1957-01-16,283.621582,295.761475,0.854492
1957-01-17,276.926605,286.985596,0.000000
1957-01-18,282.258148,296.670685,0.000000
1957-01-19,282.992432,297.332977,0.000000
1957-01-20,277.230621,290.082367,0.000000
1957-01-21,277.585632,291.795563,0.000000
1957-01-22,284.519287,296.652893,0.330338
1957-01-23,272.429077,295.079041,0.000000
1957-01-24,270.917664,280.099640,0.000000
1957-01-25,271.201233,280.703796,0.000000
1957-01-26,275.656464,284.588196,13.055355
1957-01-27,278.078522,289.205383,7.458490
1957-01-28,276.619110,284.257202,9.334826
1957-01-29,274.977905,283.095459,13.566074
1957-01-30,272.995148,274.655304,5.212421
1957-01-31,271.868988,271.868988,0.742635
1957-02-01,270.513641,278.733246,0.000000
1957-02-02,274.937561,278.412109,0.000000
1957-02-03,275.652069,278.237701,0.000000
1957-02-04,273.785889,284.601898,0.000000
1957-02-05,275.321533,285.590729,0.000000
1957-02-06,274.226410,286.729858,0.000000
1957-02-07,277.588409,288.121643,0.000000
1957-02-08,276.159027,285.704468,0.000000
1957-02-09,272.599213,278.603088,0.000000
1957-02-10,273.607727,281.445587,0.000000
1957-02-11,273.204224,286.514069,0.000000
1957-02-12,279.631989,289.486053,0.000000
1957-02-13,283.334869,288.938599,15.759632
1957-02-14,281.844208,288.241699,26.013298
1957-02-15,282.514038,289.754578,5.346141
1957-02-16,277.984863,287.332214,0.000000
1957-02-17,277.525116,293.253021,0.000000
1957-02-18,279.338776,293.358765,0.000000
1957-02-19,280.411682,293.402863,0.376118
1957-02-20,283.401276,291.649841,2.512642
1957-02-21,284.683167,294.794464,14.014107
1957-02-22,284.720978,298.461884,5.835078
1957-02-23,282.813202,300.196747,0.000000
1957-02-24,283.887817,299.787811,0.000000
1957-02-25,277.170685,290.250732,0.000000
1957-02-26,276.688416,291.085907,0.000000
1957-02-27,278.469940,291.443451,0.000000
1957-02-28,279.524445,292.844757,0.000000
1957-03-01,286.589539,295.356689,0.000000
1957-03-02,289.241791,298.041260,1.351185
1957-03-03,281.427856,295.190735,0.000000
1957-03-04,281.014313,285.268677,0.000000
1957-03-05,279.361237,285.087677,0.000000
1957-03-06,282.037109,292.881042,0.000000
1957-03-07,285.121735,299.198792,0.000000
1957-03-08,282.562988,297.853210,0.000000
1957-03-09,278.970032,291.587372,0.000000
1957-03-10,275.286255,286.719757,0.000000
1957-03-11,273.252777,289.746368,0.000000
1957-03-12,287.779297,295.437012,8.400898
1957-03-13,284.446594,296.218719,3.093050
1957-03-14,283.155731,292.232941,0.000000
1957-03-15,274.859497,286.385040,0.000000
1957-03-16,275.873505,290.612030,0.000000
1957-03-17,282.013123,289.853973,0.000000
1957-03-18,275.305481,288.427612,0.000000
1957-03-19,279.352722,290.050842,0.000000
1957-03-20,289.301178,297.017792,3.404006
1957-03-21,287.103607,298.947327,0.000000
1957-03-22,288.324402,298.446716,0.000000
1957-03-23,282.297424,300.739746,0.000000
1957-03-24,281.377655,301.088470,0.000000
1957-03-25,288.332245,300.844574,0.000000
1957-03-26,280.023590,299.648346,0.000000
1957-03-27,282.908905,300.037781,0.000000
1957-03-28,285.208618,299.577393,0.000000
1957-03-29,285.540802,301.093842,0.529405
1957-03-30,284.890320,300.531311,0.000000
1957-03-31,289.032532,305.091614,0.000000
1957-04-01,289.000244,307.254272,0.000000
1957-04-02,284.554382,307.993744,0.000000
1957-04-03,280.152344,303.704620,0.000000
1957-04-04,291.169220,304.775391,0.000000
1957-04-05,283.787994,304.365753,0.000000
1957-04-06,282.038116,301.599915,0.000000
1957-04-07,279.102417,301.219604,0.000000
1957-04-08,288.092682,301.259399,0.535890
1957-04-09,288.864899,299.340240,1.080882
1957-04-10,287.922760,296.111664,0.000000
1957-04-11,290.368347,298.393005,0.514433
1957-04-12,289.857422,300.429901,13.226797
1957-04-13,283.470093,301.374237,0.000000
1957-04-14,285.250122,303.493774,0.000000
1957-04-15,287.216949,303.566376,0.000000
1957-04-16,286.746796,300.165375,0.000000
1957-04-17,287.901794,300.403778,0.000000
1957-04-18,287.137451,302.237091,0.000000
1957-04-19,290.758179,306.323212,0.000000
1957-04-20,284.950104,308.177277,0.000000
1957-04-21,288.662231,309.298615,0.000000
1957-04-22,289.397827,308.072540,0.000000
1957-04-23,292.500671,307.240540,0.000000
1957-04-24,292.024445,305.675293,0.000000
1957-04-25,291.981537,305.981445,0.706685
1957-04-26,289.948395,300.353729,19.287895
1957-04-27,290.970795,296.244263,31.781597
1957-04-28,290.323883,297.394531,29.636972
1957-04-29,289.351410,295.219391,26.501862
1957-04-30,290.262573,299.142487,11.721549
1957-05-01,287.497253,296.981567,0.000000
1957-05-02,290.335052,298.094849,1.295918
1957-05-03,289.740906,298.908478,0.989894
1957-05-04,292.430756,300.875458,0.000000
1957-05-05,294.057159,301.718445,0.000000
1957-05-06,293.618469,302.281708,3.851263
1957-05-07,293.433685,301.912872,8.407222
1957-05-08,291.942230,302.428986,0.000000
1957-05-09,293.197266,302.497620,0.000000
1957-05-10,292.672119,302.397400,0.502442
1957-05-11,293.771729,301.904358,0.000000
1957-05-12,287.402100,301.375153,0.000000
1957-05-13,290.516418,298.764709,1.410603
1957-05-14,290.877472,293.746185,2.492140
1957-05-15,288.767853,293.581665,0.000000
1957-05-16,289.140778,295.890961,0.499266
1957-05-17,290.396484,296.356232,0.000000
1957-05-18,293.601990,301.361298,0.000000
1957-05-19,294.346375,300.679565,1.079719
1957-05-20,291.665405,301.369934,0.000000
1957-05-21,292.328796,302.048248,0.000000
1957-05-22,291.216156,302.260681,0.000000
1957-05-23,294.982025,302.489624,0.000000
1957-05-24,295.371765,302.219482,0.000000
1957-05-25,294.932983,302.335693,0.000000
1957-05-26,294.305420,303.114227,0.000000
1957-05-27,293.421783,304.326874,0.000000
1957-05-28,293.670441,305.120331,0.000000
1957-05-29,294.319550,305.170105,0.000000
1957-05-30,296.813904,304.720856,0.000000
1957-05-31,296.347473,307.783966,5.361959
1957-06-01,296.637482,308.286377,19.774900
1957-06-02,297.554352,308.845520,5.576595
1957-06-03,297.706421,309.370117,1.373246
1957-06-04,296.145569,309.725189,0.000000
1957-06-05,297.748383,309.681122,2.032491
1957-06-06,296.162750,307.200439,2.139361
1957-06-07,295.504425,305.843933,0.000000
1957-06-08,293.050415,307.710052,0.000000
1957-06-09,295.001404,308.414337,0.000000
1957-06-10,294.633057,308.825592,0.000000
1957-06-11,295.369141,308.893494,0.000000
1957-06-12,295.747498,308.884247,0.000000
1957-06-13,295.622070,308.877472,0.000000
1957-06-14,295.396118,308.676483,0.000000
1957-06-15,295.291656,309.458252,0.000000
1957-06-16,292.972961,310.583221,0.000000
1957-06-17,293.572662,310.937042,0.000000
1957-06-18,299.933716,312.364197,0.000000
1957-06-19,297.241425,312.774200,0.000000
1957-06-20,295.661743,312.524231,0.408387
1957-06-21,296.793976,311.000916,0.000000
1957-06-22,296.818359,310.260132,0.000000
1957-06-23,297.126404,309.945190,0.000000
1957-06-24,296.496674,310.163483,0.000000
1957-06-25,296.414001,309.520447,0.000000
1957-06-26,296.854218,309.463562,0.000000
1957-06-27,295.658966,309.968201,0.000000
1957-06-28,295.877136,309.929749,0.000000
1957-06-29,294.066010,310.442291,0.000000
1957-06-30,294.660309,311.496155,0.000000
1957-07-01,295.978577,312.386475,0.000000
1957-07-02,297.231964,312.622009,0.000000
1957-07-03,297.201813,312.496704,0.328540
1957-07-04,292.757965,309.703339,0.000000
1957-07-05,293.969360,309.923370,0.000000
1957-07-06,297.396179,309.949249,0.000000
1957-07-07,297.490753,306.766235,1.717683
1957-07-08,296.818085,306.179565,0.593019
1957-07-09,296.118744,305.966736,0.326436
1957-07-10,294.801514,306.631409,0.000000
1957-07-11,295.250946,307.312073,0.000000
1957-07-12,295.798218,307.920227,1.928929
1957-07-13,295.667847,306.621521,0.000000
1957-07-14,297.926971,309.948334,0.000000
1957-07-15,297.402924,310.630951,0.000000
1957-07-16,295.917725,310.245880,0.000000
1957-07-17,297.485046,307.657776,1.387003
1957-07-18,297.070251,303.500122,8.555637
1957-07-19,297.014282,303.638824,3.334310
1957-07-20,295.101471,305.228638,0.000000
1957-07-21,292.295654,306.891907,0.000000
1957-07-22,291.464111,307.597473,0.000000
1957-07-23,293.532684,309.500763,0.000000
1957-07-24,295.665955,311.066376,0.000000
1957-07-25,297.166504,311.633392,0.000000
1957-07-26,299.555115,312.244873,0.000000
1957-07-27,298.675110,311.387360,0.000000
1957-07-28,298.595337,311.068909,0.000000
1957-07-29,296.966736,310.830292,0.000000
1957-07-30,295.379333,310.016815,0.827024
1957-07-31,296.050842,309.585510,0.000000
1957-08-01,295.787811,310.311615,0.000000
1957-08-02,296.742157,310.625763,0.000000
1957-08-03,295.945709,311.045837,0.764805
1957-08-04,296.056213,310.203186,0.000000
1957-08-05,295.888458,309.623169,0.000000
1957-08-06,297.549866,308.753296,0.000000
1957-08-07,295.926025,306.664764,0.000000
1957-08-08,296.935638,306.112732,0.366240
1957-08-09,297.695465,305.003906,3.060995
1957-08-10,298.008179,304.271912,7.640592
1957-08-11,297.774597,305.157959,6.619169
1957-08-12,295.787079,304.640869,1.869761
1957-08-13,295.687622,304.533752,1.623679
1957-08-14,295.813446,304.263123,3.115535
1957-08-15,295.165588,304.449554,2.870461
1957-08-16,295.106628,304.772095,2.413709
1957-08-17,295.344330,305.353638,1.763930
1957-08-18,295.570160,305.517609,0.000000
1957-08-19,296.033752,305.597504,1.421040
1957-08-20,295.676727,305.220032,7.218549
1957-08-21,296.801208,305.591034,4.257473
1957-08-22,297.227264,303.373383,10.998549
1957-08-23,297.565918,301.645813,20.834558
1957-08-24,296.965912,301.039978,11.858815
1957-08-25,295.854736,303.634247,10.567092
1957-08-26,295.592896,303.734528,2.752780
1957-08-27,295.440155,303.637085,5.109037
1957-08-28,295.513092,303.546417,4.329616
1957-08-29,293.709869,302.373138,19.437391
1957-08-30,294.121063,302.516022,3.593507
1957-08-31,293.300140,303.451935,0.000000
1957-09-01,294.035217,304.758514,0.000000
1957-09-02,294.377258,306.421326,0.000000
1957-09-03,294.505096,307.634155,0.000000
1957-09-04,292.348633,308.859894,0.000000
1957-09-05,293.660431,308.699005,0.618884
1957-09-06,290.388489,304.116364,0.000000
1957-09-07,287.711334,303.549255,0.000000
1957-09-08,289.127625,303.344147,0.000000
1957-09-09,291.937439,304.223450,0.000000
