#Variables:
#tasmin_CanESM2_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CanESM2_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CanESM2_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CanESM2_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CanESM2_rcp45(K),tasmax_CanESM2_rcp45(K),pr_CanESM2_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CanESM2_rcp45(K),tasmax_CanESM2_rcp45(K),pr_CanESM2_rcp45(mm)
2033-07-15,299.715790,311.182465,0.000000
2033-07-16,299.154419,309.315521,3.470174
2033-07-17,299.077209,306.964111,4.536245
2033-07-18,298.723572,307.049774,0.000000
2033-07-19,298.737274,308.759460,0.313930
2033-07-20,298.245361,309.392181,1.220181
2033-07-21,299.324036,306.223358,6.319621
2033-07-22,298.762329,309.186798,0.000000
2033-07-23,298.315643,310.348907,0.000000
2033-07-24,299.223206,311.213562,0.000000
2033-07-25,299.482147,312.487274,0.000000
2033-07-26,300.234467,313.067474,0.000000
2033-07-27,299.885223,312.610321,0.000000
2033-07-28,299.520538,311.776337,0.000000
2033-07-29,298.897736,311.554749,0.000000
2033-07-30,299.425629,312.108429,0.000000
2033-07-31,299.478058,309.693542,0.000000
2033-08-01,297.998077,311.197205,0.000000
2033-08-02,297.628632,310.880066,0.000000
2033-08-03,299.375305,313.130920,0.000000
2033-08-04,301.143829,313.546692,0.000000
2033-08-05,300.932953,314.002319,0.000000
2033-08-06,300.836609,313.860565,0.000000
2033-08-07,300.364990,313.563263,0.000000
2033-08-08,299.204498,312.615173,0.000000
2033-08-09,299.990509,313.355652,0.000000
2033-08-10,298.764099,313.333374,0.000000
2033-08-11,299.635620,311.736603,0.000000
2033-08-12,298.769043,311.467834,0.000000
2033-08-13,299.200592,312.918091,0.000000
2033-08-14,299.901398,313.400360,0.000000
2033-08-15,299.708527,312.013123,0.000000
2033-08-16,299.264069,311.397644,0.000000
2033-08-17,299.036072,311.213806,0.000000
2033-08-18,298.859070,309.689484,0.000000
2033-08-19,297.861511,311.066528,0.000000
2033-08-20,297.917786,311.789246,0.000000
2033-08-21,298.357117,312.424561,0.000000
2033-08-22,299.038544,311.638489,0.000000
2033-08-23,298.338531,310.407013,0.000000
2033-08-24,298.838562,311.266571,0.000000
2033-08-25,298.972473,310.802704,0.000000
2033-08-26,298.920624,311.411316,0.000000
2033-08-27,298.879517,311.538208,0.000000
2033-08-28,298.569946,312.056030,0.000000
2033-08-29,299.072662,310.626099,2.591012
2033-08-30,297.159851,310.133698,0.000000
2033-08-31,297.174988,310.962067,0.000000
2033-09-01,297.854523,311.260376,0.000000
2033-09-02,299.151337,310.202606,0.000000
2033-09-03,299.273407,309.779327,0.000000
2033-09-04,298.508209,308.739655,0.000000
2033-09-05,298.676849,308.160828,0.000000
2033-09-06,296.828552,308.921539,0.000000
2033-09-07,297.700043,308.518127,0.000000
2033-09-08,297.947510,307.822571,1.344360
2033-09-09,297.933258,307.738892,2.753457
2033-09-10,296.582245,308.713348,1.919029
2033-09-11,294.835968,309.138062,11.579754
2033-09-12,294.401276,305.317444,23.287693
2033-09-13,292.128632,306.660767,0.000000
2033-09-14,293.734375,307.703156,0.000000
2033-09-15,296.196808,308.110077,0.000000
2033-09-16,297.046967,307.763458,0.000000
2033-09-17,297.342957,308.923615,0.000000
2033-09-18,298.325928,309.290131,0.000000
2033-09-19,297.265533,307.939362,1.917709
2033-09-20,297.103668,307.702423,0.000000
2033-09-21,297.363403,306.544647,1.763741
2033-09-22,296.770203,307.066254,0.000000
2033-09-23,296.188904,307.567474,0.000000
2033-09-24,295.730133,308.031616,0.000000
2033-09-25,296.526306,307.828339,0.415498
2033-09-26,292.921875,305.925720,2.283002
2033-09-27,290.349121,309.444702,0.000000
2033-09-28,290.558990,308.765839,0.000000
2033-09-29,295.525696,307.437195,0.000000
2033-09-30,296.873993,308.309082,0.000000
2033-10-01,295.439667,307.876648,0.000000
2033-10-02,293.314056,308.238983,0.000000
2033-10-03,295.373566,307.831116,0.970696
2033-10-04,295.111786,307.874695,0.000000
2033-10-05,295.319794,306.604675,1.803000
2033-10-06,296.961426,308.005432,0.301935
2033-10-07,298.430939,308.616913,0.440182
2033-10-08,296.914948,308.146393,0.000000
2033-10-09,296.623108,305.402924,0.000000
2033-10-10,287.261017,300.045074,0.000000
2033-10-11,283.361847,296.442322,0.000000
2033-10-12,285.335541,300.746704,0.000000
2033-10-13,287.133179,301.473724,0.000000
2033-10-14,286.310150,301.022186,0.000000
2033-10-15,289.683014,302.163025,0.303897
2033-10-16,290.071777,302.859467,10.460513
2033-10-17,293.012695,293.012695,9.013000
2033-10-18,292.160889,301.965607,28.008610
2033-10-19,289.617096,300.090607,6.631570
2033-10-20,291.539215,303.157074,0.000000
2033-10-21,291.489136,304.201355,0.000000
2033-10-22,292.318085,300.317413,11.836908
2033-10-23,295.175629,307.390015,2.312624
2033-10-24,294.229401,308.019409,0.000000
2033-10-25,293.326111,307.367798,0.289744
2033-10-26,295.733398,302.657837,7.612767
2033-10-27,287.933380,298.415375,10.013599
2033-10-28,283.002716,294.119781,0.000000
2033-10-29,279.436646,294.501587,0.000000
2033-10-30,283.681854,298.294281,0.000000
2033-10-31,283.637421,292.950348,0.000000
2033-11-01,281.476135,291.372955,0.000000
2033-11-02,281.840271,293.557648,0.000000
2033-11-03,282.264313,294.716797,0.000000
2033-11-04,280.973083,298.272217,0.000000
2033-11-05,281.434814,298.428833,0.000000
2033-11-06,278.896332,298.726746,0.000000
2033-11-07,279.157074,300.959412,0.000000
2033-11-08,281.108032,299.893890,0.000000
2033-11-09,284.343475,304.001984,0.000000
2033-11-10,284.375641,304.735504,0.000000
2033-11-11,286.927185,303.391571,0.000000
2033-11-12,288.784973,305.695007,0.000000
2033-11-13,287.115112,306.200989,0.000000
2033-11-14,290.500519,306.394257,0.000000
2033-11-15,291.393127,306.392975,0.000000
2033-11-16,284.607971,300.621460,0.000000
2033-11-17,288.249481,305.928772,0.000000
2033-11-18,292.084076,305.164886,0.000000
2033-11-19,292.368256,301.655792,0.000000
2033-11-20,291.902283,303.093414,0.000000
2033-11-21,289.028870,300.433929,0.000000
2033-11-22,286.232758,300.055725,0.000000
2033-11-23,291.381683,304.033569,0.000000
2033-11-24,287.808502,305.173431,0.000000
2033-11-25,288.244110,303.981537,0.000000
2033-11-26,291.368439,300.225067,0.637307
2033-11-27,290.277222,302.303833,0.000000
2033-11-28,287.915070,301.757294,0.000000
2033-11-29,288.629486,300.053741,0.000000
2033-11-30,290.632996,303.641113,0.893979
2033-12-01,291.041199,303.797668,0.653520
2033-12-02,290.625732,300.880493,1.348493
2033-12-03,283.080719,292.740845,25.055370
2033-12-04,285.702209,292.186371,0.000000
2033-12-05,285.403717,296.624146,0.000000
2033-12-06,285.675934,298.878510,0.000000
2033-12-07,283.513885,300.605743,0.000000
2033-12-08,283.577698,302.181915,0.000000
2033-12-09,283.457092,295.054443,0.000000
2033-12-10,279.430695,289.161469,0.000000
2033-12-11,275.803253,289.115021,0.000000
2033-12-12,273.773712,285.691589,0.000000
2033-12-13,274.963470,282.222931,4.589237
2033-12-14,281.100555,289.023560,12.337761
2033-12-15,279.792084,287.248962,11.761858
2033-12-16,281.593628,292.200836,0.000000
2033-12-17,288.371155,297.251923,3.132167
2033-12-18,279.539734,297.672089,7.844360
2033-12-19,274.339050,288.763947,0.000000
2033-12-20,274.928711,289.023407,0.000000
2033-12-21,276.669983,290.474731,0.654781
2033-12-22,283.361023,296.911377,0.860323
2033-12-23,284.794220,292.766724,0.000000
2033-12-24,274.832275,286.836090,0.000000
2033-12-25,276.134033,290.412415,0.000000
2033-12-26,284.754089,292.733246,0.000000
2033-12-27,278.211945,288.748291,0.000000
2033-12-28,275.879272,289.809662,0.000000
2033-12-29,275.490753,292.496704,0.000000
2033-12-30,279.352264,294.457062,0.000000
2033-12-31,286.298767,299.469727,0.000000
2034-01-01,275.114594,294.981689,0.000000
2034-01-02,272.979828,281.963318,0.000000
2034-01-03,269.524719,286.849030,0.000000
2034-01-04,269.238312,288.484436,0.000000
2034-01-05,270.809265,286.878204,0.000000
2034-01-06,272.771729,283.128998,0.363391
2034-01-07,272.520721,286.381897,0.000000
2034-01-08,281.710968,295.486816,0.344434
2034-01-09,286.726959,299.677826,0.716906
2034-01-10,285.436798,299.332581,0.358739
2034-01-11,288.178772,298.428162,1.046601
2034-01-12,284.126556,301.049469,0.339381
2034-01-13,284.116486,296.668091,0.000000
2034-01-14,277.828644,294.903900,0.000000
2034-01-15,281.591034,298.419952,0.000000
2034-01-16,283.855682,299.260376,0.000000
2034-01-17,279.062805,292.940674,0.000000
2034-01-18,279.252594,293.551147,0.000000
2034-01-19,277.634430,293.590820,0.000000
2034-01-20,283.242828,292.108429,0.000000
2034-01-21,285.152893,294.843811,1.721223
2034-01-22,287.122925,296.268555,1.126029
2034-01-23,286.956451,294.912323,2.180244
2034-01-24,286.268646,292.817505,7.076052
2034-01-25,285.633423,291.794495,10.967355
2034-01-26,289.076263,298.355072,6.494843
2034-01-27,287.437683,298.255188,1.897774
2034-01-28,273.828735,289.547821,0.607298
2034-01-29,275.184723,283.517517,0.000000
2034-01-30,272.198547,285.324280,0.000000
2034-01-31,277.146057,283.373474,0.000000
2034-02-01,282.752625,291.073059,0.000000
2034-02-02,275.107880,286.143799,0.000000
2034-02-03,273.044006,277.709534,1.836632
2034-02-04,273.822662,277.996368,3.465999
2034-02-05,275.437134,282.099915,0.000000
2034-02-06,272.132111,283.529694,0.000000
2034-02-07,278.105042,281.415222,0.000000
2034-02-08,272.865173,281.239349,1.208778
2034-02-09,271.021942,286.607941,0.000000
2034-02-10,273.741486,287.362091,0.000000
2034-02-11,276.307373,290.720734,0.000000
2034-02-12,279.933472,295.559479,0.000000
2034-02-13,279.413544,298.635193,0.000000
2034-02-14,286.002075,298.731445,0.349019
2034-02-15,285.962494,296.428955,0.974441
2034-02-16,281.185089,291.175934,0.000000
2034-02-17,279.147400,294.914032,0.000000
2034-02-18,274.766174,297.303986,0.000000
2034-02-19,281.553284,291.363464,0.000000
2034-02-20,283.929962,299.035522,0.619177
2034-02-21,284.660034,302.781494,0.000000
2034-02-22,285.962280,302.815399,0.000000
2034-02-23,286.613831,302.185303,0.000000
2034-02-24,290.120575,303.418793,0.000000
2034-02-25,280.757996,297.237427,0.000000
2034-02-26,281.357330,299.441193,0.000000
2034-02-27,286.293457,304.350647,0.000000
2034-02-28,288.325806,302.516815,0.854675
2034-03-01,278.602234,295.896545,5.785144
2034-03-02,284.501129,293.690979,31.809771
2034-03-03,275.328674,288.990814,5.935246
2034-03-04,279.256104,295.876678,0.000000
2034-03-05,282.133270,299.484650,0.000000
2034-03-06,291.262360,299.841095,0.433253
2034-03-07,290.673950,302.325195,1.295256
2034-03-08,291.005890,301.978302,1.096613
2034-03-09,290.568024,298.363647,0.000000
2034-03-10,292.498169,302.079315,0.331965
2034-03-11,291.307678,305.189636,0.000000
2034-03-12,279.123840,295.119995,0.000000
2034-03-13,273.475006,292.255859,0.000000
2034-03-14,282.377777,297.090118,0.000000
2034-03-15,287.779144,302.471924,0.000000
2034-03-16,289.769714,300.254852,0.000000
2034-03-17,289.428040,294.027710,0.000000
2034-03-18,289.127625,291.497742,0.000000
2034-03-19,289.437256,298.499847,0.856326
2034-03-20,290.759735,300.891754,0.000000
2034-03-21,291.599274,302.619507,0.000000
2034-03-22,291.688782,298.578369,0.000000
2034-03-23,287.996368,298.102356,19.662163
2034-03-24,281.988464,293.632965,3.354898
2034-03-25,282.578369,294.920471,0.000000
2034-03-26,289.690796,300.838440,0.000000
2034-03-27,282.664825,298.274414,0.000000
2034-03-28,281.295471,294.421448,0.000000
2034-03-29,285.373444,295.419434,0.000000
2034-03-30,287.712341,295.752075,0.000000
2034-03-31,289.116211,295.102173,1.804104
2034-04-01,289.345947,291.968719,0.700100
2034-04-02,289.091644,299.696991,2.672899
2034-04-03,290.932465,303.079407,0.000000
2034-04-04,288.929443,303.345459,0.000000
2034-04-05,292.557678,301.080322,0.000000
2034-04-06,286.286652,294.718201,0.000000
2034-04-07,284.261566,300.820221,0.000000
2034-04-08,283.577667,298.843140,0.000000
2034-04-09,287.702606,302.922607,0.000000
2034-04-10,293.909119,306.768097,0.709049
2034-04-11,295.579529,308.634979,0.307376
2034-04-12,282.287323,304.658173,0.000000
2034-04-13,284.058075,298.718872,0.000000
2034-04-14,285.546143,300.497955,0.000000
2034-04-15,285.884308,302.939484,0.000000
2034-04-16,286.540771,305.020081,0.000000
2034-04-17,287.653778,304.643280,0.000000
2034-04-18,287.642731,303.971313,0.000000
2034-04-19,288.545013,301.992126,0.000000
2034-04-20,289.337402,302.040955,0.000000
2034-04-21,289.939117,298.681030,0.000000
2034-04-22,290.263397,301.347870,0.000000
2034-04-23,292.402863,303.003387,13.777466
2034-04-24,292.152222,299.521454,12.919439
2034-04-25,289.581512,303.647766,0.285372
2034-04-26,287.586914,306.745605,0.000000
2034-04-27,290.212952,307.423706,0.000000
2034-04-28,290.572235,306.654785,0.000000
2034-04-29,292.198975,308.800629,0.000000
2034-04-30,294.517273,310.865997,0.000000
2034-05-01,296.325531,309.268768,0.000000
2034-05-02,288.127899,310.104980,0.000000
2034-05-03,292.464600,305.463776,0.000000
2034-05-04,287.102570,304.770294,0.000000
2034-05-05,289.881653,306.163513,0.000000
2034-05-06,293.360809,309.635223,0.000000
2034-05-07,294.588776,310.207397,0.000000
2034-05-08,292.295105,309.959351,0.000000
2034-05-09,292.641327,309.356873,0.000000
2034-05-10,293.144928,307.377777,0.000000
2034-05-11,295.085663,304.950073,0.461712
2034-05-12,295.195892,305.915222,1.407717
2034-05-13,295.752014,307.445953,0.000000
2034-05-14,296.615417,306.464417,0.000000
2034-05-15,297.600891,311.374542,0.339510
2034-05-16,295.726166,307.380005,11.237371
2034-05-17,295.160156,305.530518,11.282934
2034-05-18,296.268829,305.181885,7.585196
2034-05-19,294.482758,304.643921,0.000000
2034-05-20,294.114288,306.291595,0.000000
2034-05-21,293.293427,307.009644,0.000000
2034-05-22,295.111938,306.809418,0.000000
2034-05-23,295.500397,308.644470,0.000000
2034-05-24,296.243652,309.885193,0.000000
2034-05-25,296.022552,310.130096,0.000000
2034-05-26,297.262970,309.958527,0.902861
2034-05-27,296.618958,306.251129,2.664837
2034-05-28,296.909485,305.272247,17.248581
2034-05-29,296.649139,303.968353,0.543606
2034-05-30,296.250458,303.870270,0.000000
2034-05-31,296.242432,305.549042,6.776919
2034-06-01,297.786163,304.937622,43.009804
2034-06-02,295.765717,299.607452,17.909447
2034-06-03,291.638977,299.062256,11.609330
2034-06-04,293.482300,298.270874,35.788223
2034-06-05,294.299805,298.803162,20.418581
2034-06-06,294.565125,301.571777,0.000000
2034-06-07,293.865723,301.615143,1.068334
2034-06-08,298.066376,303.270111,0.431928
2034-06-09,298.062469,302.387817,0.000000
2034-06-10,297.987762,302.924408,6.043949
2034-06-11,297.492523,301.358093,1.786282
2034-06-12,297.273895,302.269348,27.514994
2034-06-13,296.946136,304.273621,0.000000
2034-06-14,295.751831,303.043549,15.272128
2034-06-15,294.399597,307.381470,0.000000
2034-06-16,293.947388,307.059052,0.000000
2034-06-17,292.202484,307.314453,0.000000
2034-06-18,293.286682,307.885498,0.000000
2034-06-19,298.374817,305.854645,4.974768
2034-06-20,297.598358,303.000336,45.784042
2034-06-21,298.120300,306.889740,3.428410
2034-06-22,296.259460,308.475433,0.000000
2034-06-23,297.284821,310.267181,0.000000
2034-06-24,297.348297,308.245483,5.956056
2034-06-25,296.404877,306.227051,2.099726
2034-06-26,297.124115,306.177368,1.168720
2034-06-27,296.778076,308.600861,0.492426
2034-06-28,296.543396,308.167786,0.000000
2034-06-29,298.093811,307.533173,1.971357
2034-06-30,297.759247,307.955841,1.571468
2034-07-01,297.596344,307.451050,0.000000
2034-07-02,296.992249,308.240356,0.000000
2034-07-03,297.243591,309.175598,0.000000
2034-07-04,297.908417,307.395996,1.315028
2034-07-05,297.805725,309.061920,0.000000
2034-07-06,298.131226,309.034210,0.915966
2034-07-07,298.201843,309.509613,1.112908
2034-07-08,299.223267,309.786804,0.000000
2034-07-09,299.182739,310.021088,0.000000
2034-07-10,299.310486,310.069824,0.000000
2034-07-11,298.932343,310.904205,0.000000
2034-07-12,299.718689,311.356293,0.000000
2034-07-13,299.949921,313.884583,0.000000
2034-07-14,300.014557,313.512604,0.000000
2034-07-15,298.719330,312.976685,0.000000
2034-07-16,299.031342,313.029480,0.000000
2034-07-17,300.637573,313.917023,0.000000
2034-07-18,299.898071,311.339905,0.441342
2034-07-19,301.010406,312.996094,0.000000
2034-07-20,299.913574,309.971100,0.000000
2034-07-21,298.943817,309.302856,0.000000
2034-07-22,299.679688,310.078247,0.000000
2034-07-23,299.327576,308.549561,0.354676
2034-07-24,298.828552,310.181274,0.000000
2034-07-25,298.621063,311.189972,0.000000
2034-07-26,298.634766,312.904816,0.000000
2034-07-27,298.727661,312.956635,0.000000
2034-07-28,299.273346,311.551483,0.000000
2034-07-29,299.489288,311.944550,0.000000
2034-07-30,300.295532,314.089264,0.000000
2034-07-31,300.311798,313.752686,0.000000
2034-08-01,299.747528,312.159241,0.000000
2034-08-02,298.882050,311.995636,0.000000
2034-08-03,298.869293,311.276886,0.000000
2034-08-04,299.506805,312.297058,0.000000
2034-08-05,298.520355,312.110901,0.000000
2034-08-06,298.677490,311.051910,0.000000
2034-08-07,298.328400,311.063629,0.000000
2034-08-08,298.270813,312.197693,0.000000
2034-08-09,297.514954,311.933075,0.000000
2034-08-10,297.367889,311.972839,0.000000
2034-08-11,298.429626,313.079346,0.000000
2034-08-12,297.934784,312.814362,0.000000
2034-08-13,297.813019,312.102844,0.000000
2034-08-14,298.907684,312.094727,0.000000
2034-08-15,300.635559,311.498535,1.849648
2034-08-16,300.103607,312.865326,1.403388
2034-08-17,299.127136,312.931580,1.220263
2034-08-18,300.319885,312.473907,0.000000
2034-08-19,301.563141,310.127228,0.000000
2034-08-20,298.831512,310.363617,3.250606
2034-08-21,298.383118,305.067261,14.319860
2034-08-22,299.319122,304.468353,18.938890
2034-08-23,298.831238,308.671051,0.350007
2034-08-24,298.384491,309.920105,3.266764
2034-08-25,298.929626,308.853302,2.019268
2034-08-26,298.488129,310.112000,0.000000
2034-08-27,299.274414,310.523407,3.767868
2034-08-28,299.373718,310.919312,0.000000
2034-08-29,299.680664,309.483734,7.299680
2034-08-30,296.663239,305.509338,0.660505
2034-08-31,295.239655,307.425293,0.000000
2034-09-01,293.872528,308.114349,0.000000
2034-09-02,295.628357,308.114868,0.000000
2034-09-03,296.595276,308.677094,0.000000
2034-09-04,297.155487,309.095490,0.000000
2034-09-05,296.892181,309.019501,0.000000
2034-09-06,297.219940,308.819092,0.000000
2034-09-07,297.707031,308.515381,0.000000
2034-09-08,298.750977,308.047943,0.000000
2034-09-09,297.410309,307.749023,0.000000
2034-09-10,296.987030,306.160034,10.874935
2034-09-11,296.247131,307.802856,5.686934
2034-09-12,299.810181,309.032745,7.411844
2034-09-13,297.639832,309.183838,0.000000
2034-09-14,294.178192,310.465210,0.000000
2034-09-15,295.369415,310.552490,0.000000
2034-09-16,296.751892,309.776001,0.000000
2034-09-17,296.521759,307.426880,0.000000
2034-09-18,297.454926,307.312836,0.000000
2034-09-19,296.529114,305.778931,8.001712
2034-09-20,296.145782,307.617859,0.000000
2034-09-21,292.920959,307.985260,0.000000
2034-09-22,292.489746,308.774811,0.000000
2034-09-23,290.325623,309.103668,0.000000
2034-09-24,294.421356,307.263031,0.000000
2034-09-25,293.456818,306.283417,0.000000
2034-09-26,294.640778,305.512268,0.000000
2034-09-27,295.044983,305.770294,1.705529
2034-09-28,293.702209,298.422089,5.798419
2034-09-29,294.747223,302.498657,10.771371
2034-09-30,293.927582,300.634583,1.458913
2034-10-01,291.582428,304.040161,0.000000
2034-10-02,294.035583,304.097809,0.000000
2034-10-03,293.255096,303.225952,0.451221
2034-10-04,293.834747,302.073761,0.000000
2034-10-05,287.645142,301.319153,0.000000
2034-10-06,285.892212,302.221924,0.000000
2034-10-07,285.458282,303.788788,0.000000
2034-10-08,283.696320,305.626892,0.000000
2034-10-09,287.403381,305.437653,0.000000
2034-10-10,289.129822,304.946899,0.000000
2034-10-11,289.287964,306.208038,0.000000
2034-10-12,292.944153,305.466858,0.000000
2034-10-13,295.570160,308.174561,0.000000
2034-10-14,295.276398,305.673615,1.031914
2034-10-15,293.844025,307.006134,3.003405
2034-10-16,293.652069,300.429108,16.971495
2034-10-17,291.896576,301.220398,1.098699
2034-10-18,292.737366,305.727142,0.000000
2034-10-19,293.793701,305.574799,7.218433
2034-10-20,295.579681,303.778809,1.977158
2034-10-21,296.874542,305.338104,0.000000
2034-10-22,295.165436,303.401611,0.000000
2034-10-23,294.516693,302.072662,0.000000
2034-10-24,295.482178,304.200775,0.000000
2034-10-25,294.598938,302.991272,1.743733
2034-10-26,290.852905,296.348663,9.762958
2034-10-27,288.615051,295.903931,0.292957
2034-10-28,288.468140,302.324463,0.000000
2034-10-29,289.884918,304.618500,0.000000
2034-10-30,293.138702,303.936157,0.000000
2034-10-31,293.480896,303.784241,0.000000
2034-11-01,293.634918,301.874390,3.300818
2034-11-02,293.435944,303.998047,1.389606
2034-11-03,292.775604,301.435150,0.696021
2034-11-04,293.125519,301.447540,0.000000
2034-11-05,288.420288,301.584106,5.652017
2034-11-06,289.845215,298.214630,1.060216
2034-11-07,291.749023,303.125427,3.186415
2034-11-08,293.035767,301.831940,3.254251
2034-11-09,294.516968,302.687927,10.039703
2034-11-10,291.383392,296.089539,4.254006
2034-11-11,292.031799,298.566589,4.221015
2034-11-12,291.627228,300.278534,7.399152
2034-11-13,291.631409,299.298431,0.000000
2034-11-14,289.059418,300.948669,0.000000
2034-11-15,284.220093,301.165314,0.000000
2034-11-16,288.718445,302.810730,0.000000
2034-11-17,289.116943,305.111938,0.000000
2034-11-18,287.923370,301.254852,0.000000
2034-11-19,279.691895,288.627655,0.000000
2034-11-20,277.229797,291.527466,0.000000
2034-11-21,286.077972,301.855713,0.000000
2034-11-22,283.389862,294.331818,0.000000
2034-11-23,279.706177,287.245911,0.000000
2034-11-24,281.808563,294.188507,0.000000
2034-11-25,283.611908,289.935883,0.000000
2034-11-26,279.865784,290.874695,0.000000
2034-11-27,281.800446,298.749542,0.000000
2034-11-28,285.470490,302.553162,0.000000
2034-11-29,288.670807,302.240784,0.000000
2034-11-30,289.698914,301.647614,0.000000
2034-12-01,290.747223,299.629272,0.000000
2034-12-02,290.625000,297.600037,0.339224
2034-12-03,289.323395,299.926331,3.321343
2034-12-04,286.912720,298.659332,0.413919
2034-12-05,287.697571,296.483826,0.000000
2034-12-06,281.343811,296.498047,0.000000
2034-12-07,283.357452,302.043976,0.000000
2034-12-08,280.108063,302.392487,0.000000
2034-12-09,279.857239,303.432251,0.000000
2034-12-10,286.015839,303.473145,0.000000
2034-12-11,288.198730,301.735352,0.000000
2034-12-12,283.442657,292.561981,0.000000
2034-12-13,274.132019,286.904999,0.000000
2034-12-14,276.980377,292.833557,0.000000
2034-12-15,278.562836,297.859924,0.000000
2034-12-16,282.615356,300.654022,0.000000
2034-12-17,284.511597,295.896729,0.000000
2034-12-18,280.825806,296.894531,0.000000
2034-12-19,282.638855,297.709076,0.000000
2034-12-20,283.970673,297.982941,0.000000
2034-12-21,280.832947,299.655334,0.000000
2034-12-22,283.101013,300.568481,0.000000
2034-12-23,281.658081,299.641571,0.000000
2034-12-24,283.015717,299.856323,0.000000
2034-12-25,285.848846,296.774536,0.000000
2034-12-26,276.733582,293.207520,0.000000
2034-12-27,280.923920,293.090210,0.000000
2034-12-28,282.063385,297.165771,0.000000
2034-12-29,278.684265,290.984528,0.000000
2034-12-30,276.051086,287.571320,0.000000
2034-12-31,269.775696,286.450409,0.000000
2035-01-01,272.056396,290.770874,0.000000
2035-01-02,277.132477,296.895538,0.000000
2035-01-03,278.607574,296.000092,0.000000
2035-01-04,279.630310,295.425659,0.000000
2035-01-05,281.779572,299.238556,0.432046
2035-01-06,287.305420,299.831390,0.000000
2035-01-07,280.945557,302.530701,0.000000
2035-01-08,285.780396,301.279877,0.000000
2035-01-09,277.319336,294.966095,0.000000
2035-01-10,275.918671,295.180878,0.000000
2035-01-11,282.230164,295.092957,0.000000
2035-01-12,276.609375,288.569519,0.000000
2035-01-13,269.551971,293.023651,0.000000
2035-01-14,277.814667,300.509094,0.000000
2035-01-15,277.566193,302.312622,0.000000
2035-01-16,279.052887,301.967987,0.000000
2035-01-17,280.518616,299.540009,0.000000
2035-01-18,279.673584,294.471680,0.000000
2035-01-19,280.283386,296.406921,0.000000
2035-01-20,286.049988,294.851593,2.646103
2035-01-21,279.251892,294.022522,8.704098
2035-01-22,276.173157,288.359344,0.000000
2035-01-23,273.203278,291.015381,0.000000
2035-01-24,275.386139,288.928772,0.000000
2035-01-25,274.075073,292.809021,0.000000
2035-01-26,277.153595,296.153320,0.000000
2035-01-27,284.383820,296.199249,0.456171
2035-01-28,285.011688,295.478790,2.969614
2035-01-29,284.374847,295.806671,0.955095
2035-01-30,277.387939,286.275940,0.340974
2035-01-31,276.424591,282.697449,0.000000
2035-02-01,278.959259,292.608398,0.000000
2035-02-02,277.933655,288.216125,0.000000
2035-02-03,279.170441,287.861481,0.000000
2035-02-04,284.124878,292.445404,0.637381
2035-02-05,284.592651,293.007416,0.638914
2035-02-06,290.222626,298.915314,0.306637
2035-02-07,280.142548,292.037964,0.571508
2035-02-08,267.719574,278.971100,0.000000
2035-02-09,271.885651,275.195374,0.000000
2035-02-10,274.219391,277.722992,0.411792
2035-02-11,273.899445,284.103119,0.000000
2035-02-12,268.715332,282.589478,0.000000
2035-02-13,271.414917,286.201630,0.000000
2035-02-14,275.167053,294.043915,0.000000
2035-02-15,278.976227,300.584595,0.000000
2035-02-16,281.278046,303.520081,0.000000
2035-02-17,283.918365,301.917084,0.000000
2035-02-18,286.204163,298.401337,0.000000
2035-02-19,288.689972,297.036835,0.000000
2035-02-20,289.416412,300.265503,0.000000
2035-02-21,289.882751,299.623932,0.467179
2035-02-22,278.334625,292.903137,0.000000
2035-02-23,277.726471,289.879608,0.000000
2035-02-24,280.103699,287.926086,0.000000
2035-02-25,284.185883,302.599792,2.758680
2035-02-26,285.323578,301.143311,0.000000
2035-02-27,281.315765,304.952606,0.000000
2035-02-28,287.037079,305.344269,0.000000
2035-03-01,287.832153,309.535187,0.000000
2035-03-02,283.293335,308.182312,0.000000
2035-03-03,292.712677,309.780182,0.000000
2035-03-04,292.743500,310.046295,0.000000
2035-03-05,291.607269,306.587921,0.000000
2035-03-06,291.146606,308.420258,0.000000
2035-03-07,290.828888,305.375366,0.366762
2035-03-08,290.754974,305.851105,0.000000
2035-03-09,288.574341,304.059723,0.782405
2035-03-10,277.820190,291.429047,0.000000
2035-03-11,278.332092,293.868866,0.000000
2035-03-12,284.598145,288.893677,1.855600
2035-03-13,285.966003,291.043854,12.167214
2035-03-14,286.429688,290.834167,9.354638
2035-03-15,288.405212,293.219421,10.925148
2035-03-16,289.452057,293.044434,3.302175
2035-03-17,288.624542,291.048004,0.298191
2035-03-18,279.581573,287.308685,14.436596
2035-03-19,278.000397,281.580139,0.000000
2035-03-20,277.223358,286.580658,0.000000
