#Variables:
#tasmin_MIROC-ESM_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM_rcp45(K),pr_MIROC-ESM_rcp45(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_rcp45(K),tasmax_MIROC-ESM_rcp45(K),pr_MIROC-ESM_rcp45(mm)
2020-07-12,296.821136,308.312683,0.000000
2020-07-13,297.595337,308.668091,0.000000
2020-07-14,298.783081,310.317474,0.361087
2020-07-15,297.864197,305.432007,7.813405
2020-07-16,297.109375,303.960632,11.051004
2020-07-17,297.298187,302.728699,3.019789
2020-07-18,295.767609,298.817535,31.884996
2020-07-19,295.071381,299.462646,59.287327
2020-07-20,294.993591,300.646179,6.736662
2020-07-21,295.931946,303.194031,0.000000
2020-07-22,295.147675,302.404114,8.278434
2020-07-23,295.360840,302.034973,0.000000
2020-07-24,295.622284,299.472076,10.742353
2020-07-25,295.467896,298.663361,32.620472
2020-07-26,293.884857,295.695374,15.786664
2020-07-27,294.801208,295.051880,30.310871
2020-07-28,292.439484,301.618774,1.242223
2020-07-29,295.896393,305.546661,0.000000
2020-07-30,295.385620,308.091400,0.000000
2020-07-31,295.514557,308.690613,0.000000
2020-08-01,295.998779,308.777191,0.000000
2020-08-02,296.206116,308.585449,0.000000
2020-08-03,295.619537,307.694550,0.000000
2020-08-04,295.315704,307.539124,0.000000
2020-08-05,295.386658,307.487305,0.000000
2020-08-06,295.284576,307.692719,0.000000
2020-08-07,295.495239,308.564178,0.000000
2020-08-08,295.775055,309.734222,0.000000
2020-08-09,296.300720,311.665283,0.733405
2020-08-10,297.077881,311.174408,0.471986
2020-08-11,297.119141,308.215576,1.238231
2020-08-12,295.502533,307.559509,0.000000
2020-08-13,295.413544,308.159637,0.000000
2020-08-14,296.355682,308.330750,0.327682
2020-08-15,296.623138,307.770752,0.000000
2020-08-16,296.031921,308.123383,0.000000
2020-08-17,296.284393,308.596649,0.000000
2020-08-18,295.583191,307.803345,0.000000
2020-08-19,295.838287,308.628143,0.750896
2020-08-20,296.135529,307.755981,2.038565
2020-08-21,296.221375,305.852051,0.378942
2020-08-22,294.512451,303.875885,0.673572
2020-08-23,295.912750,307.033539,0.000000
2020-08-24,296.685669,310.917572,0.000000
2020-08-25,296.541870,311.203033,0.000000
2020-08-26,297.355225,310.508606,0.000000
2020-08-27,296.920349,307.499298,0.000000
2020-08-28,296.945618,306.070374,0.000000
2020-08-29,296.624786,306.641296,0.000000
2020-08-30,296.149414,308.091492,0.000000
2020-08-31,295.460663,308.208740,0.000000
2020-09-01,296.647461,308.177338,0.000000
2020-09-02,297.188049,306.950073,0.000000
2020-09-03,294.771240,308.155426,0.000000
2020-09-04,293.470276,312.214722,0.000000
2020-09-05,296.198517,315.743164,0.000000
2020-09-06,297.631958,314.231689,0.443088
2020-09-07,299.096008,311.933838,1.018799
2020-09-08,298.704163,317.576965,27.624016
2020-09-09,297.420410,309.414551,8.802998
2020-09-10,297.247253,309.009216,1.556026
2020-09-11,297.544037,308.426514,1.180577
2020-09-12,297.183289,310.379974,0.000000
2020-09-13,296.691254,312.612305,0.000000
2020-09-14,297.493896,309.384216,0.000000
2020-09-15,296.173645,308.243195,0.000000
2020-09-16,295.335114,307.204468,0.000000
2020-09-17,294.898254,306.288391,0.000000
2020-09-18,294.665558,306.769806,0.000000
2020-09-19,296.394836,307.908966,0.000000
2020-09-20,296.136993,305.254211,4.996952
2020-09-21,294.978699,304.779022,1.887626
2020-09-22,294.625092,305.019806,0.820773
2020-09-23,294.883484,304.269470,1.620755
2020-09-24,294.891113,303.063324,3.609563
2020-09-25,291.845337,301.149231,20.743860
2020-09-26,288.275330,303.244781,0.363025
2020-09-27,291.028839,303.889435,3.127480
2020-09-28,290.855652,302.275665,3.773071
2020-09-29,289.433746,299.862183,12.278346
2020-09-30,290.289795,302.758362,19.419985
2020-10-01,293.444946,301.796967,16.938744
2020-10-02,292.511841,304.186066,0.000000
2020-10-03,291.455505,304.717682,0.000000
2020-10-04,292.047852,304.406952,0.000000
2020-10-05,291.246857,304.490387,0.000000
2020-10-06,291.320465,304.466278,0.000000
2020-10-07,292.041321,305.115570,0.000000
2020-10-08,292.454590,304.076630,0.000000
2020-10-09,293.992340,303.928253,2.084168
2020-10-10,292.755768,299.424988,26.699543
2020-10-11,290.112396,297.300568,46.541340
2020-10-12,290.360138,295.768463,13.088271
2020-10-13,290.875977,295.721252,0.882606
2020-10-14,292.489685,300.263336,24.279661
2020-10-15,293.303131,304.544983,7.006520
2020-10-16,293.329834,301.958679,2.183261
2020-10-17,289.603058,297.342102,0.000000
2020-10-18,286.685059,297.722626,0.000000
2020-10-19,285.975250,297.588196,0.000000
2020-10-20,288.604370,301.325439,0.000000
2020-10-21,290.513489,298.380554,0.000000
2020-10-22,283.455292,296.266449,0.000000
2020-10-23,283.456879,298.498199,0.000000
2020-10-24,287.850769,297.584686,0.000000
2020-10-25,289.264709,299.568695,5.601996
2020-10-26,291.434601,303.022949,6.296764
2020-10-27,288.015778,300.503326,0.000000
2020-10-28,281.762177,296.429291,0.000000
2020-10-29,279.598633,287.359375,0.000000
2020-10-30,280.508789,289.599243,5.558857
2020-10-31,281.973938,296.122955,0.000000
2020-11-01,283.403259,295.900848,0.000000
2020-11-02,280.646271,292.105957,0.000000
2020-11-03,280.314423,295.955231,0.000000
2020-11-04,281.593323,296.129089,0.000000
2020-11-05,288.577179,299.882050,15.823961
2020-11-06,285.538635,298.010193,0.000000
2020-11-07,286.211456,300.197601,0.000000
2020-11-08,290.799408,300.124786,0.000000
2020-11-09,288.938538,296.438904,0.000000
2020-11-10,287.620239,296.133118,0.000000
2020-11-11,290.999420,296.458130,0.000000
2020-11-12,291.299316,297.649078,2.281385
2020-11-13,291.448975,299.218323,0.000000
2020-11-14,284.497955,297.921021,0.000000
2020-11-15,284.239807,297.927948,0.000000
2020-11-16,285.872040,297.020782,1.019482
2020-11-17,287.160309,295.551849,1.314654
2020-11-18,281.030212,294.143463,0.000000
2020-11-19,281.577911,295.832062,0.000000
2020-11-20,281.305603,297.926727,0.000000
2020-11-21,285.396667,297.278564,0.769934
2020-11-22,282.324554,297.709839,0.000000
2020-11-23,282.399353,297.187286,0.000000
2020-11-24,283.993927,301.417938,0.000000
2020-11-25,288.441772,296.260193,1.044305
2020-11-26,286.878235,297.258667,8.286447
2020-11-27,285.910065,294.895599,9.434983
2020-11-28,275.496155,288.399689,0.649627
2020-11-29,276.455414,283.845947,4.402627
2020-11-30,271.517487,279.229767,1.345126
2020-12-01,275.995728,288.637054,0.000000
2020-12-02,287.487640,297.980621,2.484659
2020-12-03,285.620392,296.498199,0.000000
2020-12-04,285.761566,298.562561,0.281498
2020-12-05,285.656189,293.453918,0.000000
2020-12-06,270.089355,287.676727,0.000000
2020-12-07,276.400665,294.340607,0.000000
2020-12-08,280.985931,294.181732,0.000000
2020-12-09,278.269348,295.083099,0.000000
2020-12-10,280.326233,298.593689,0.000000
2020-12-11,286.671570,299.643463,0.514211
2020-12-12,288.339996,300.492310,0.000000
2020-12-13,291.141602,297.590942,8.360489
2020-12-14,284.720825,293.839569,0.387633
2020-12-15,285.408630,295.101990,0.297675
2020-12-16,263.996033,289.370758,10.266696
2020-12-17,263.728760,283.496674,0.000000
2020-12-18,272.472443,288.616302,0.000000
2020-12-19,275.127441,287.848175,0.000000
2020-12-20,275.822601,291.066498,0.000000
2020-12-21,277.160583,293.577057,0.000000
2020-12-22,281.031555,295.036469,0.000000
2020-12-23,278.778168,287.987152,0.000000
2020-12-24,275.435028,281.343414,0.000000
2020-12-25,269.694763,280.212494,0.000000
2020-12-26,269.966095,285.912964,0.000000
2020-12-27,273.806976,290.712402,0.000000
2020-12-28,276.391296,284.520355,0.000000
2020-12-29,273.036896,284.469818,0.000000
2020-12-30,275.510864,282.038879,0.000000
2020-12-31,274.067902,279.590179,9.808097
2021-01-01,274.613464,281.351868,1.736026
2021-01-02,275.755493,281.105774,6.192139
2021-01-03,280.028809,285.246216,34.527786
2021-01-04,271.729492,286.862213,0.000000
2021-01-05,277.260712,285.901215,0.000000
2021-01-06,271.414764,285.092468,0.000000
2021-01-07,279.331543,292.401947,0.000000
2021-01-08,277.480469,292.800629,0.000000
2021-01-09,280.387115,286.110565,0.334031
2021-01-10,272.571625,286.138397,56.268242
2021-01-11,267.738403,274.561310,12.462940
2021-01-12,270.267365,279.868774,0.000000
2021-01-13,273.012085,281.293152,0.000000
2021-01-14,275.778687,284.819916,3.843596
2021-01-15,281.268921,289.086639,13.054503
2021-01-16,274.080353,283.488617,0.000000
2021-01-17,275.216339,285.579926,0.000000
2021-01-18,276.757019,280.863342,4.515392
2021-01-19,277.433319,284.953796,28.183594
2021-01-20,283.285004,290.844269,8.457258
2021-01-21,278.132172,292.497864,0.000000
2021-01-22,284.848328,297.557709,0.000000
2021-01-23,283.697327,292.445892,0.000000
2021-01-24,277.617828,292.340057,0.000000
2021-01-25,280.825531,296.786987,0.000000
2021-01-26,286.819366,298.227966,1.268402
2021-01-27,288.214905,293.481781,13.618677
2021-01-28,289.885040,298.884003,14.572524
2021-01-29,284.067963,294.484161,0.000000
2021-01-30,282.759552,297.557983,0.000000
2021-01-31,279.641754,292.927856,0.000000
2021-02-01,282.460968,295.638519,0.000000
2021-02-02,284.286682,293.014740,0.000000
2021-02-03,279.745514,297.241241,0.000000
2021-02-04,281.681610,291.289337,0.000000
2021-02-05,280.033081,298.117035,0.000000
2021-02-06,282.207092,298.603119,0.000000
2021-02-07,281.978699,300.328064,0.000000
2021-02-08,286.024139,297.950470,1.616555
2021-02-09,287.592529,294.617828,7.545734
2021-02-10,281.703308,295.872955,0.000000
2021-02-11,285.402710,289.594086,0.435445
2021-02-12,275.573181,297.901245,0.000000
2021-02-13,280.220947,287.953003,2.600267
2021-02-14,275.008209,286.629944,0.000000
2021-02-15,275.939117,290.912109,0.000000
2021-02-16,278.257080,290.138031,0.000000
2021-02-17,280.528107,291.195984,1.325954
2021-02-18,284.024597,294.831787,4.690790
2021-02-19,276.143188,288.731293,0.000000
2021-02-20,279.234680,295.725281,0.000000
2021-02-21,281.816254,297.169464,0.000000
2021-02-22,284.481934,291.059784,0.693010
2021-02-23,283.068359,295.562347,0.000000
2021-02-24,282.867126,297.134338,0.000000
2021-02-25,281.534058,295.961548,0.000000
2021-02-26,283.406250,297.969940,0.000000
2021-02-27,284.355560,292.614014,0.000000
2021-02-28,277.796753,294.073730,0.000000
2021-03-01,280.574249,296.865845,0.000000
2021-03-02,288.998566,297.791718,3.043872
2021-03-03,287.155243,299.978027,0.000000
2021-03-04,285.656952,305.279633,0.000000
2021-03-05,290.733185,301.916931,0.871232
2021-03-06,282.340424,294.222931,0.000000
2021-03-07,281.694641,290.625183,0.000000
2021-03-08,278.881744,291.605194,0.000000
2021-03-09,278.358124,294.386871,0.000000
2021-03-10,282.423035,300.148773,0.709811
2021-03-11,287.200470,297.891388,2.585429
2021-03-12,288.024292,292.665314,3.230507
2021-03-13,282.757416,298.115295,29.667847
2021-03-14,271.659576,287.961029,0.000000
2021-03-15,278.981537,297.794434,0.000000
2021-03-16,283.642548,294.831085,2.564744
2021-03-17,288.804932,297.140350,5.592176
2021-03-18,285.937683,297.275238,0.000000
2021-03-19,282.699677,299.411957,0.000000
2021-03-20,286.925995,294.990570,0.000000
2021-03-21,281.989014,303.995483,0.000000
2021-03-22,284.200806,296.994263,1.541926
2021-03-23,280.999146,291.757629,0.000000
2021-03-24,279.067688,294.005615,0.000000
2021-03-25,280.542908,305.100647,0.000000
2021-03-26,283.847382,293.229584,0.000000
2021-03-27,287.675934,288.182434,6.618184
2021-03-28,288.885132,300.043274,1.576139
2021-03-29,286.059998,302.308655,0.738696
2021-03-30,289.172943,306.195740,0.000000
2021-03-31,293.183044,303.598816,0.491568
2021-04-01,292.501373,301.741425,0.000000
2021-04-02,291.050110,301.532196,0.000000
2021-04-03,290.737091,299.624329,16.497215
2021-04-04,284.520874,293.117340,0.000000
2021-04-05,283.921661,295.206299,4.331171
2021-04-06,290.352661,301.148071,3.490827
2021-04-07,293.133667,301.464478,1.428064
2021-04-08,291.597046,305.984253,1.893033
2021-04-09,292.966431,297.979218,0.593423
2021-04-10,293.084167,301.997925,0.297866
2021-04-11,289.730927,299.284760,0.000000
2021-04-12,288.288940,302.743439,0.000000
2021-04-13,287.278381,300.812927,0.288082
2021-04-14,286.507599,309.108429,0.000000
2021-04-15,291.393433,305.119537,0.000000
2021-04-16,289.719604,303.089111,0.000000
2021-04-17,287.451599,297.735229,3.443434
2021-04-18,290.372742,306.606262,0.000000
2021-04-19,290.971222,304.804535,0.000000
2021-04-20,290.001312,302.699371,0.000000
2021-04-21,286.073669,303.929993,0.000000
2021-04-22,288.861359,303.849152,0.000000
2021-04-23,290.617523,302.572144,0.000000
2021-04-24,290.041962,301.124878,0.000000
2021-04-25,287.361725,304.415985,0.000000
2021-04-26,288.761322,304.189148,0.000000
2021-04-27,289.670532,304.076569,0.000000
2021-04-28,292.473114,301.316986,7.812816
2021-04-29,290.976044,299.052612,15.382818
2021-04-30,290.974091,300.412079,3.464218
2021-05-01,290.151093,300.464630,12.259968
2021-05-02,290.648560,300.910522,0.610221
2021-05-03,287.623444,304.965210,0.000000
2021-05-04,290.432495,306.269196,0.000000
2021-05-05,294.638245,305.177765,0.000000
2021-05-06,294.008179,307.778442,0.000000
2021-05-07,292.490784,309.922089,0.000000
2021-05-08,294.163147,310.511322,0.000000
2021-05-09,295.556610,309.449890,0.000000
2021-05-10,296.572174,306.728912,0.000000
2021-05-11,293.052124,304.955780,0.000000
2021-05-12,293.862122,307.958740,0.000000
2021-05-13,296.001099,308.250397,0.000000
2021-05-14,295.569061,306.741913,31.991800
2021-05-15,295.013000,307.019440,4.992155
2021-05-16,296.266907,302.444458,4.122984
2021-05-17,293.777802,296.601776,79.791161
2021-05-18,292.679047,299.414551,14.457110
2021-05-19,287.545349,307.185120,0.000000
2021-05-20,293.825500,304.328613,0.000000
2021-05-21,291.574341,311.325867,0.000000
2021-05-22,293.870819,311.407349,0.000000
2021-05-23,295.885651,306.886810,4.549277
2021-05-24,296.060822,306.745575,5.272945
2021-05-25,295.197632,307.226013,0.000000
2021-05-26,297.450073,309.357300,0.000000
2021-05-27,294.892303,305.054932,16.888964
2021-05-28,297.523193,305.734741,13.972528
2021-05-29,295.727234,306.154205,0.000000
2021-05-30,297.450958,307.232178,0.602106
2021-05-31,296.995880,306.441193,2.169474
2021-06-01,295.831573,308.407135,0.000000
2021-06-02,294.861542,308.292297,0.000000
2021-06-03,296.348877,303.679932,13.757516
2021-06-04,296.952087,302.352081,16.459511
2021-06-05,292.740509,307.657654,0.000000
2021-06-06,295.748657,308.109009,0.287655
2021-06-07,296.304596,305.935638,14.379815
2021-06-08,296.913544,307.811340,0.000000
2021-06-09,296.038696,307.746552,0.000000
2021-06-10,296.871918,304.647125,15.645788
2021-06-11,295.388763,305.539093,0.000000
2021-06-12,295.783905,305.762665,6.650248
2021-06-13,296.398834,303.629028,10.131734
2021-06-14,295.318390,300.247772,7.725382
2021-06-15,293.944366,304.475006,0.000000
2021-06-16,295.249786,306.735138,2.389504
2021-06-17,295.729706,307.400208,1.556811
2021-06-18,296.194092,307.909332,0.000000
2021-06-19,297.573730,309.573700,0.000000
2021-06-20,298.006256,309.376526,1.441325
2021-06-21,296.301178,308.902771,0.000000
2021-06-22,297.880310,308.972443,0.000000
2021-06-23,297.650024,309.145966,0.000000
2021-06-24,297.545807,308.024017,0.000000
2021-06-25,297.878723,308.755005,0.000000
2021-06-26,295.905518,306.359802,0.000000
2021-06-27,296.272888,305.535980,0.000000
2021-06-28,296.812531,306.192200,0.000000
2021-06-29,295.773315,306.789978,0.000000
2021-06-30,296.301758,310.087677,0.299049
2021-07-01,297.014771,311.750793,0.000000
2021-07-02,297.756653,316.444519,0.000000
2021-07-03,299.332092,311.867920,0.000000
2021-07-04,299.183807,306.346375,21.895660
2021-07-05,298.081909,304.493835,10.551090
2021-07-06,297.097015,305.315613,2.894225
2021-07-07,295.663849,306.124146,0.000000
2021-07-08,296.492920,307.748138,0.000000
2021-07-09,298.150909,310.625763,0.000000
2021-07-10,298.679932,317.182098,1.072617
2021-07-11,299.870148,309.403625,1.388975
2021-07-12,298.921051,309.664276,0.906285
2021-07-13,298.652069,309.521576,6.131361
2021-07-14,297.649445,307.116425,0.345016
2021-07-15,297.820740,306.662506,1.321890
2021-07-16,297.298950,306.281403,0.408821
2021-07-17,297.584747,308.181702,0.000000
2021-07-18,297.047974,307.632202,0.000000
2021-07-19,296.789612,308.191650,0.000000
2021-07-20,297.059021,309.013855,0.000000
2021-07-21,297.472107,310.706848,0.333804
2021-07-22,297.831665,312.010376,1.139614
2021-07-23,297.873749,312.259033,0.366262
2021-07-24,297.996216,311.120209,0.000000
2021-07-25,298.050323,310.637848,0.000000
2021-07-26,298.657471,309.664032,0.000000
2021-07-27,297.968323,310.668274,0.000000
2021-07-28,298.488525,311.733124,0.000000
2021-07-29,299.597015,311.353516,0.000000
2021-07-30,300.268616,310.833923,2.961335
2021-07-31,298.043701,312.005249,0.532366
2021-08-01,299.687286,311.278931,0.813831
2021-08-02,298.252777,309.381531,0.964758
2021-08-03,298.450012,309.372833,0.348742
2021-08-04,297.123962,309.423523,0.000000
2021-08-05,296.650024,311.095062,0.000000
2021-08-06,298.089600,310.651215,0.000000
2021-08-07,298.113770,311.165009,2.068225
2021-08-08,297.982422,311.163513,0.356428
2021-08-09,298.241486,311.178558,0.000000
2021-08-10,298.245392,311.628448,0.000000
2021-08-11,298.552948,310.680786,0.000000
2021-08-12,298.000275,309.518219,2.956344
2021-08-13,297.345428,308.819275,0.000000
2021-08-14,297.336792,308.302948,0.000000
2021-08-15,296.712433,308.895233,0.000000
2021-08-16,297.462585,312.305328,0.000000
2021-08-17,299.199951,311.866241,0.000000
2021-08-18,299.316315,311.863373,0.000000
2021-08-19,299.247101,311.789825,0.000000
2021-08-20,298.983917,311.815521,4.303360
2021-08-21,298.183014,311.769043,0.000000
2021-08-22,300.275970,309.744995,0.853732
2021-08-23,298.040741,308.186249,0.997893
2021-08-24,298.240845,307.862396,6.260874
2021-08-25,297.805603,306.296326,5.080187
2021-08-26,297.798431,307.181061,0.000000
2021-08-27,297.396790,307.989899,0.000000
2021-08-28,297.358673,308.595398,0.000000
2021-08-29,297.435089,312.526581,0.000000
2021-08-30,297.621826,310.311127,0.000000
2021-08-31,297.717407,310.158722,0.000000
2021-09-01,298.321167,310.214874,0.000000
2021-09-02,297.335114,308.674652,0.000000
2021-09-03,296.709686,310.327942,0.000000
2021-09-04,297.137848,310.906219,0.000000
2021-09-05,297.812134,310.677124,0.891738
2021-09-06,297.825439,307.318817,0.000000
2021-09-07,296.709076,305.620636,3.086481
2021-09-08,295.989166,303.637482,2.697425
2021-09-09,293.894653,301.649323,8.898409
2021-09-10,293.697906,304.116760,9.626287
2021-09-11,294.637085,305.834259,7.779146
2021-09-12,295.540802,306.851929,2.357024
2021-09-13,294.885315,306.878601,0.000000
2021-09-14,294.889221,305.591339,0.000000
2021-09-15,295.072968,303.162659,12.726759
2021-09-16,290.188843,304.179962,0.000000
2021-09-17,290.507751,304.943634,0.000000
2021-09-18,291.608582,305.847015,0.000000
2021-09-19,293.760498,306.428925,0.000000
2021-09-20,295.049255,306.608978,0.489255
2021-09-21,293.918732,305.078339,0.000000
2021-09-22,294.854187,306.368011,0.866932
2021-09-23,295.327118,305.382782,0.000000
2021-09-24,293.975189,305.022980,0.000000
2021-09-25,294.362457,304.566284,0.000000
2021-09-26,293.444397,304.784485,0.000000
2021-09-27,294.700775,304.213776,0.000000
2021-09-28,294.358856,305.461395,0.000000
2021-09-29,292.613983,306.161163,0.000000
2021-09-30,291.284546,305.035370,0.000000
2021-10-01,289.222778,305.046204,0.000000
2021-10-02,290.007812,306.035431,0.000000
2021-10-03,291.463959,307.125031,0.000000
2021-10-04,292.942627,307.699310,0.000000
2021-10-05,294.267059,308.606110,0.000000
2021-10-06,294.926483,307.697479,0.000000
2021-10-07,295.598969,306.893097,0.000000
2021-10-08,292.818878,305.952179,0.000000
2021-10-09,289.033905,300.673126,6.891669
2021-10-10,290.847778,297.573944,13.675115
2021-10-11,290.863068,305.030548,0.000000
2021-10-12,287.549500,302.614136,0.000000
2021-10-13,290.526642,300.866669,0.000000
2021-10-14,287.133911,299.435455,0.000000
2021-10-15,289.626007,295.461304,0.000000
2021-10-16,289.808136,303.758514,1.859884
2021-10-17,291.520874,302.054596,0.000000
2021-10-18,283.458862,299.168823,0.000000
2021-10-19,283.098541,294.627625,0.000000
2021-10-20,286.022797,293.387756,0.000000
2021-10-21,286.980988,299.651886,0.000000
2021-10-22,290.276611,301.514801,0.889104
2021-10-23,291.715851,304.009766,3.186521
2021-10-24,286.879242,305.645416,0.000000
2021-10-25,294.000946,305.343140,0.000000
2021-10-26,292.201660,299.166656,8.128802
2021-10-27,290.876434,300.948883,0.341251
2021-10-28,290.935211,298.842316,0.690643
2021-10-29,291.296692,303.629028,0.000000
2021-10-30,293.202820,302.646088,0.896959
2021-10-31,288.208221,304.699463,0.000000
2021-11-01,291.090271,305.426514,0.000000
2021-11-02,286.006531,300.349213,0.000000
2021-11-03,284.690125,293.315491,3.259027
2021-11-04,289.000977,300.941284,4.126577
2021-11-05,291.202515,298.758209,0.697773
2021-11-06,284.083496,292.277710,1.053092
2021-11-07,284.961121,296.818054,0.569721
2021-11-08,291.495605,301.817444,0.875717
2021-11-09,283.938965,296.991058,0.000000
2021-11-10,280.030090,298.416626,0.000000
2021-11-11,283.810272,297.563232,0.000000
2021-11-12,279.498566,293.438660,0.000000
2021-11-13,282.943024,290.372711,0.000000
2021-11-14,278.156128,290.912170,0.000000
2021-11-15,280.418304,295.212921,0.000000
2021-11-16,282.714539,298.764832,0.000000
2021-11-17,285.285034,298.010040,0.000000
2021-11-18,283.293121,291.343323,0.000000
2021-11-19,276.217346,290.675995,0.000000
2021-11-20,276.700043,291.880890,0.000000
2021-11-21,276.108734,285.765778,0.000000
2021-11-22,272.577789,286.010590,0.000000
2021-11-23,276.772736,295.881409,0.000000
2021-11-24,279.911163,300.829865,0.000000
2021-11-25,278.458954,295.249786,0.000000
2021-11-26,276.829651,291.953217,0.000000
2021-11-27,273.050720,290.337799,0.000000
2021-11-28,277.836365,292.344391,0.000000
2021-11-29,288.470306,300.816620,1.216979
2021-11-30,274.705627,294.200531,0.000000
2021-12-01,270.892456,284.823395,0.000000
2021-12-02,279.097778,285.790283,9.614998
2021-12-03,276.692902,282.112000,4.702486
2021-12-04,272.811646,287.435211,1.212754
2021-12-05,281.991272,293.840729,9.115480
2021-12-06,271.365723,289.816010,2.022495
2021-12-07,275.769012,280.790100,18.128250
2021-12-08,277.932312,283.940247,24.838020
2021-12-09,270.912811,279.972870,2.045060
2021-12-10,270.697479,276.111633,1.356619
2021-12-11,269.880127,280.040802,9.421087
2021-12-12,270.259369,276.771759,0.000000
2021-12-13,269.616211,276.889496,0.000000
2021-12-14,276.123718,283.308075,4.773621
2021-12-15,279.948486,288.834656,22.790560
2021-12-16,272.728271,282.940338,0.287086
2021-12-17,272.693542,281.417206,0.000000
2021-12-18,270.367737,276.701172,5.375623
2021-12-19,275.245453,284.732178,39.245518
2021-12-20,260.463013,268.984894,0.000000
2021-12-21,259.893280,276.837738,0.000000
2021-12-22,270.613037,284.751465,0.000000
2021-12-23,274.238403,285.889709,0.000000
2021-12-24,272.697052,289.449707,0.000000
2021-12-25,277.512756,293.400879,0.000000
2021-12-26,279.060394,295.525604,0.000000
2021-12-27,282.598328,292.921539,0.000000
2021-12-28,274.825165,289.296783,0.000000
2021-12-29,277.744934,291.117401,0.000000
2021-12-30,278.257141,293.479980,0.000000
2021-12-31,280.000854,293.230438,0.000000
2022-01-01,280.104980,294.762115,0.000000
2022-01-02,281.576630,297.288879,0.000000
2022-01-03,282.881256,297.585175,0.000000
2022-01-04,276.173126,288.131073,0.000000
2022-01-05,274.173859,290.152435,0.000000
2022-01-06,276.671082,293.457245,0.000000
2022-01-07,278.315704,295.283203,0.000000
2022-01-08,282.000122,294.381226,0.000000
2022-01-09,277.570129,296.545929,0.000000
2022-01-10,282.537750,293.446655,0.000000
2022-01-11,279.564301,299.219116,0.000000
2022-01-12,282.332611,300.189606,0.000000
2022-01-13,284.045898,295.199310,0.711633
2022-01-14,279.139618,295.283112,0.000000
2022-01-15,280.893555,300.077240,0.000000
2022-01-16,276.743835,291.899170,0.000000
2022-01-17,269.540985,277.601562,0.000000
2022-01-18,268.724091,279.650574,0.000000
2022-01-19,271.536865,284.864014,0.000000
2022-01-20,272.073669,286.461365,0.000000
2022-01-21,275.481750,295.089142,0.000000
2022-01-22,283.972595,293.472626,4.496826
2022-01-23,284.244659,288.770782,1.205881
2022-01-24,280.711975,292.389557,2.210326
2022-01-25,276.505585,285.819885,0.000000
2022-01-26,270.065033,282.531494,0.000000
2022-01-27,271.317780,288.604706,0.000000
2022-01-28,279.475494,287.154602,0.000000
2022-01-29,283.595703,291.379578,5.100806
2022-01-30,284.367371,291.964905,11.637360
2022-01-31,277.781464,286.629120,0.000000
2022-02-01,274.845306,282.324738,0.000000
2022-02-02,277.533203,281.041412,0.000000
2022-02-03,280.898560,285.233368,34.752033
2022-02-04,285.178467,288.203430,7.502891
2022-02-05,273.982361,286.286896,0.359372
2022-02-06,275.711639,281.903137,0.000000
2022-02-07,275.667358,291.565125,0.000000
2022-02-08,275.972687,294.507141,0.000000
2022-02-09,278.832092,298.292480,0.000000
2022-02-10,279.586609,290.889954,0.000000
2022-02-11,268.898529,281.259796,0.000000
2022-02-12,277.484406,295.772064,0.000000
2022-02-13,280.585876,294.301453,0.000000
2022-02-14,286.669373,293.594940,0.504187
2022-02-15,285.666443,300.758240,1.614958
2022-02-16,283.170074,290.164246,0.000000
2022-02-17,279.068634,293.630890,0.000000
2022-02-18,280.773376,298.376282,0.000000
2022-02-19,282.179474,296.824066,0.000000
2022-02-20,283.628448,295.574402,0.000000
2022-02-21,277.986206,289.534241,0.000000
2022-02-22,280.337952,293.678619,0.000000
2022-02-23,280.726044,292.220062,0.000000
2022-02-24,284.910889,296.537140,1.232748
2022-02-25,284.795197,296.227661,0.445618
2022-02-26,286.912964,300.408875,3.024345
2022-02-27,281.338898,295.077911,0.793678
2022-02-28,276.755737,286.540649,0.000000
2022-03-01,274.658997,291.188660,0.000000
2022-03-02,279.198608,295.485474,0.000000
2022-03-03,280.145813,290.127686,0.000000
2022-03-04,275.517639,295.008575,0.000000
2022-03-05,279.701385,289.441101,0.000000
2022-03-06,276.549805,291.632843,0.715254
2022-03-07,282.759491,289.315002,19.909142
2022-03-08,285.511871,294.763580,25.850302
2022-03-09,283.914490,287.656372,3.939123
2022-03-10,279.411560,293.517822,0.348136
2022-03-11,284.727570,294.191559,4.569177
2022-03-12,282.459808,298.395142,0.000000
2022-03-13,285.023651,298.497803,0.000000
2022-03-14,285.552002,299.240540,0.351690
2022-03-15,284.628052,297.965088,0.000000
