#Variables:,
#tasmin_bcc-csm1-1_rcp85(K):Daily Minimum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmin_bcc-csm1-1_rcp85(K)",
12/16/2016,280.147278
12/17/2016,278.439697
12/18/2016,279.679474
12/19/2016,281.308929
12/20/2016,273.894714
12/21/2016,275.405701
12/22/2016,275.540314
12/23/2016,276.798065
12/24/2016,277.54306
12/25/2016,278.002441
12/26/2016,271.969147
12/27/2016,273.633423
12/28/2016,279.257751
12/29/2016,285.639404
12/30/2016,283.766907
12/31/2016,281.203644
1/1/2017,280.016663
1/2/2017,277.566284
1/3/2017,276.019836
1/4/2017,279.900177
1/5/2017,283.412872
1/6/2017,287.731628
1/7/2017,281.459747
1/8/2017,277.482941
1/9/2017,279.586456
1/10/2017,278.146271
1/11/2017,276.760498
1/12/2017,277.634827
1/13/2017,276.073059
1/14/2017,271.069916
1/15/2017,271.104767
1/16/2017,273.289917
1/17/2017,273.663116
1/18/2017,275.678955
1/19/2017,277.198578
1/20/2017,274.688141
1/21/2017,275.514343
1/22/2017,275.518341
1/23/2017,277.252808
1/24/2017,282.143677
1/25/2017,283.654449
1/26/2017,283.36203
1/27/2017,283.437592
1/28/2017,284.517365
1/29/2017,283.734528
1/30/2017,278.321533
1/31/2017,270.764862
2/1/2017,273.250305
2/2/2017,276.867706
2/3/2017,274.081085
2/4/2017,272.893463
2/5/2017,275.778503
2/6/2017,281.937225
2/7/2017,278.336426
2/8/2017,277.592529
2/9/2017,284.900604
2/10/2017,288.289917
2/11/2017,282.750122
2/12/2017,284.409332
2/13/2017,288.020752
2/14/2017,287.596466
2/15/2017,288.555328
2/16/2017,288.56369
2/17/2017,288.10614
2/18/2017,281.897186
2/19/2017,282.052582
2/20/2017,283.292236
2/21/2017,281.713257
2/22/2017,283.661407
2/23/2017,284.595062
2/24/2017,286.804138
2/25/2017,279.452026
2/26/2017,284.850647
2/27/2017,279.124298
2/28/2017,279.589691
3/1/2017,282.668854
3/2/2017,279.736023
3/3/2017,276.27948
3/4/2017,279.534729
3/5/2017,282.246185
3/6/2017,282.349274
3/7/2017,282.651184
3/8/2017,284.840393
3/9/2017,284.887512
3/10/2017,286.977173
3/11/2017,285.938812
3/12/2017,287.330383
3/13/2017,288.083618
3/14/2017,288.911926
3/15/2017,286.188049
3/16/2017,281.009003
3/17/2017,282.910156
3/18/2017,287.811584
3/19/2017,287.714996
3/20/2017,286.060974
3/21/2017,279.864227
3/22/2017,285.932098
3/23/2017,286.78949
3/24/2017,280.340393
3/25/2017,280.927917
3/26/2017,285.341248
3/27/2017,289.49939
3/28/2017,277.695099
3/29/2017,272.097992
3/30/2017,274.515686
3/31/2017,277.659821
4/1/2017,280.500519
4/2/2017,285.795685
4/3/2017,288.755157
4/4/2017,289.08667
4/5/2017,282.057587
4/6/2017,282.806519
4/7/2017,284.02298
4/8/2017,288.598969
4/9/2017,287.162292
4/10/2017,285.008087
4/11/2017,287.011841
4/12/2017,287.123169
4/13/2017,288.359192
4/14/2017,288.336792
4/15/2017,290.06839
4/16/2017,289.898651
4/17/2017,290.688446
4/18/2017,292.036072
4/19/2017,292.599792
4/20/2017,288.728973
4/21/2017,291.894745
4/22/2017,289.937866
4/23/2017,291.186188
4/24/2017,294.877502
4/25/2017,291.076813
4/26/2017,288.88855
4/27/2017,289.321869
4/28/2017,290.008301
4/29/2017,291.64856
4/30/2017,294.601685
5/1/2017,295.21991
5/2/2017,295.256531
5/3/2017,293.892914
5/4/2017,287.590637
5/5/2017,289.251068
5/6/2017,288.069794
5/7/2017,290.267273
5/8/2017,293.059509
5/9/2017,294.278412
5/10/2017,290.265442
5/11/2017,289.434021
5/12/2017,289.686829
5/13/2017,291.241882
5/14/2017,295.398804
5/15/2017,294.303131
5/16/2017,294.391907
5/17/2017,293.291138
5/18/2017,293.203125
5/19/2017,294.268677
5/20/2017,295.130219
5/21/2017,295.476166
5/22/2017,293.902374
5/23/2017,291.714661
5/24/2017,293.595001
5/25/2017,293.565277
5/26/2017,293.026581
5/27/2017,295.341919
5/28/2017,294.432465
5/29/2017,294.090424
5/30/2017,293.247894
5/31/2017,293.734558
6/1/2017,293.824341
6/2/2017,290.691162
6/3/2017,293.128662
6/4/2017,294.470367
6/5/2017,295.405792
6/6/2017,296.799408
6/7/2017,297.544983
6/8/2017,297.510223
6/9/2017,296.147461
6/10/2017,296.089233
6/11/2017,296.846466
6/12/2017,296.778168
6/13/2017,298.510284
6/14/2017,298.463898
6/15/2017,297.901306
6/16/2017,297.806061
6/17/2017,296.999939
6/18/2017,296.555847
6/19/2017,296.692017
6/20/2017,295.927307
6/21/2017,294.293915
6/22/2017,295.191193
6/23/2017,296.41037
6/24/2017,296.079742
6/25/2017,297.580444
6/26/2017,298.184875
6/27/2017,298.419434
6/28/2017,297.989319
6/29/2017,298.101227
6/30/2017,298.118591
7/1/2017,297.353699
7/2/2017,297.766113
7/3/2017,295.63382
7/4/2017,296.365997
7/5/2017,296.693146
7/6/2017,296.661163
7/7/2017,297.244843
7/8/2017,297.471283
7/9/2017,299.920746
7/10/2017,298.45816
7/11/2017,298.488861
7/12/2017,297.308624
7/13/2017,298.427551
7/14/2017,297.46283
7/15/2017,296.136597
7/16/2017,296.432678
7/17/2017,296.822479
7/18/2017,296.99469
7/19/2017,297.990692
7/20/2017,298.262085
7/21/2017,297.319672
7/22/2017,296.957855
7/23/2017,297.710663
7/24/2017,297.707947
7/25/2017,296.314941
7/26/2017,298.557281
7/27/2017,297.447479
7/28/2017,298.007843
7/29/2017,297.654205
7/30/2017,297.126129
7/31/2017,298.461273
8/1/2017,295.97525
8/2/2017,295.341095
8/3/2017,296.3284
8/4/2017,297.849579
8/5/2017,298.489655
8/6/2017,298.188873
8/7/2017,297.406189
8/8/2017,299.330017
8/9/2017,297.878174
8/10/2017,297.053864
8/11/2017,297.405548
8/12/2017,299.314484
8/13/2017,299.238251
8/14/2017,298.515289
8/15/2017,297.846039
8/16/2017,298.869415
8/17/2017,299.224121
8/18/2017,298.640533
8/19/2017,298.329041
8/20/2017,298.800262
8/21/2017,298.356628
8/22/2017,300.137421
8/23/2017,300.137482
8/24/2017,300.123718
8/25/2017,299.043182
8/26/2017,296.923676
8/27/2017,298.412842
8/28/2017,297.126068
8/29/2017,297.521606
8/30/2017,298.881531
8/31/2017,297.399719
9/1/2017,296.841125
9/2/2017,297.199463
9/3/2017,296.693451
9/4/2017,297.407349
9/5/2017,297.658112
9/6/2017,297.846069
9/7/2017,296.895569
9/8/2017,296.626617
9/9/2017,293.758759
9/10/2017,295.507355
9/11/2017,297.276154
9/12/2017,297.569733
9/13/2017,297.48819
9/14/2017,296.299591
9/15/2017,295.944214
9/16/2017,298.620056
9/17/2017,299.616364
9/18/2017,297.792358
9/19/2017,295.208344
9/20/2017,296.854767
9/21/2017,296.921661
9/22/2017,295.974792
9/23/2017,295.812622
9/24/2017,296.438721
9/25/2017,297.049774
9/26/2017,297.097107
9/27/2017,297.34671
9/28/2017,295.221313
9/29/2017,295.998047
9/30/2017,293.548676
10/1/2017,297.384094
10/2/2017,297.508423
10/3/2017,297.283752
10/4/2017,296.942627
10/5/2017,294.851654
10/6/2017,293.923584
10/7/2017,293.442444
10/8/2017,291.350128
10/9/2017,291.665405
10/10/2017,291.686279
10/11/2017,291.80542
10/12/2017,292.169434
10/13/2017,293.033112
10/14/2017,293.57843
10/15/2017,293.82843
10/16/2017,294.927765
10/17/2017,294.042206
10/18/2017,291.406891
10/19/2017,276.509918
10/20/2017,276.388123
10/21/2017,279.087982
10/22/2017,280.831909
10/23/2017,285.33606
10/24/2017,292.241241
10/25/2017,286.954559
10/26/2017,284.920227
10/27/2017,293.084961
10/28/2017,286.300568
10/29/2017,279.865936
10/30/2017,273.274231
10/31/2017,275.697052
11/1/2017,281.017975
11/2/2017,286.339355
11/3/2017,289.465302
11/4/2017,290.816711
11/5/2017,294.270203
11/6/2017,293.815002
11/7/2017,294.149567
11/8/2017,287.794556
11/9/2017,285.717468
11/10/2017,281.295013
11/11/2017,282.372711
11/12/2017,280.911102
11/13/2017,289.058228
11/14/2017,293.641052
11/15/2017,285.987823
11/16/2017,284.781586
11/17/2017,284.302429
11/18/2017,281.61438
11/19/2017,280.54306
11/20/2017,279.827179
11/21/2017,280.967804
11/22/2017,277.507904
11/23/2017,275.404388
11/24/2017,277.783783
11/25/2017,278.871399
11/26/2017,281.481445
11/27/2017,286.063293
11/28/2017,287.143799
11/29/2017,278.01416
11/30/2017,275.066345
12/1/2017,276.188324
12/2/2017,278.949615
12/3/2017,286.06311
12/4/2017,277.074097
12/5/2017,270.589294
12/6/2017,270.219208
12/7/2017,270.254944
12/8/2017,272.483276
12/9/2017,275.503357
12/10/2017,284.958557
12/11/2017,283.664886
12/12/2017,286.419739
12/13/2017,282.644135
12/14/2017,280.529388
12/15/2017,286.412415
12/16/2017,285.312469
12/17/2017,286.292816
12/18/2017,285.184845
12/19/2017,278.263458
12/20/2017,271.152985
12/21/2017,271.138458
12/22/2017,275.913666
12/23/2017,278.213226
12/24/2017,278.128967
12/25/2017,275.782257
12/26/2017,271.324799
12/27/2017,273.311035
12/28/2017,279.499908
12/29/2017,277.010223
12/30/2017,273.100861
12/31/2017,281.685089
1/1/2018,280.842072
1/2/2018,276.240875
1/3/2018,279.04599
1/4/2018,284.01828
1/5/2018,273.387421
1/6/2018,277.281158
1/7/2018,285.30658
1/8/2018,281.881866
1/9/2018,277.216766
1/10/2018,279.944733
1/11/2018,278.917816
1/12/2018,281.689148
1/13/2018,283.659424
1/14/2018,278.086487
1/15/2018,276.407166
1/16/2018,281.49762
1/17/2018,279.817596
1/18/2018,277.185242
1/19/2018,277.839478
1/20/2018,279.439728
1/21/2018,284.748505
1/22/2018,284.360687
1/23/2018,282.873199
1/24/2018,282.163208
1/25/2018,282.735931
1/26/2018,280.098145
1/27/2018,280.798126
1/28/2018,280.700867
1/29/2018,283.305084
1/30/2018,285.003937
1/31/2018,283.044861
2/1/2018,278.436493
2/2/2018,278.491852
2/3/2018,281.010651
2/4/2018,279.049622
2/5/2018,286.446472
2/6/2018,283.485291
2/7/2018,281.369324
2/8/2018,279.227509
2/9/2018,279.916931
2/10/2018,279.512329
2/11/2018,279.594391
2/12/2018,282.623718
2/13/2018,283.343414
2/14/2018,283.322113
2/15/2018,287.990479
2/16/2018,287.227905
2/17/2018,286.288513
2/18/2018,284.467804
2/19/2018,282.844482
2/20/2018,281.908081
2/21/2018,284.976532
2/22/2018,277.151001
2/23/2018,275.405853
2/24/2018,275.667969
2/25/2018,278.35318
2/26/2018,282.632324
2/27/2018,287.996552
2/28/2018,286.049164
3/1/2018,284.901428
3/2/2018,283.9617
3/3/2018,284.644501
3/4/2018,285.081543
3/5/2018,281.83902
3/6/2018,283.958282
3/7/2018,287.018494
3/8/2018,284.913513
3/9/2018,279.884796
3/10/2018,278.218506
3/11/2018,279.82077
3/12/2018,284.891724
3/13/2018,282.945923
3/14/2018,283.423492
3/15/2018,279.812561
3/16/2018,281.498535
3/17/2018,286.20401
3/18/2018,289.19043
3/19/2018,285.307709
3/20/2018,281.000488
3/21/2018,281.735321
3/22/2018,286.678192
3/23/2018,287.826324
3/24/2018,283.717163
3/25/2018,281.690826
3/26/2018,282.908722
3/27/2018,289.978027
3/28/2018,290.516754
3/29/2018,280.578552
3/30/2018,280.521149
3/31/2018,285.882782
4/1/2018,287.112457
4/2/2018,284.406464
4/3/2018,278.769867
4/4/2018,281.626251
4/5/2018,287.362579
4/6/2018,288.22699
4/7/2018,291.28302
4/8/2018,291.040131
4/9/2018,286.638794
4/10/2018,281.461853
4/11/2018,285.822693
4/12/2018,288.601593
4/13/2018,288.767761
4/14/2018,283.509399
4/15/2018,287.649475
4/16/2018,287.37674
4/17/2018,286.20929
4/18/2018,287.466522
4/19/2018,289.67511
4/20/2018,288.462524
4/21/2018,285.776611
4/22/2018,280.57193
4/23/2018,281.790771
4/24/2018,286.661133
4/25/2018,290.135071
4/26/2018,288.815369
4/27/2018,290.403534
4/28/2018,287.29248
4/29/2018,287.831879
4/30/2018,292.16275
5/1/2018,293.88269
5/2/2018,293.995331
5/3/2018,292.756317
5/4/2018,291.472534
5/5/2018,290.700317
5/6/2018,290.012665
5/7/2018,290.393768
5/8/2018,294.166962
5/9/2018,296.591431
5/10/2018,295.120758
5/11/2018,294.296509
5/12/2018,289.989716
5/13/2018,292.81723
5/14/2018,293.041779
5/15/2018,293.045654
5/16/2018,287.767548
5/17/2018,286.933746
5/18/2018,290.354523
5/19/2018,292.97821
5/20/2018,293.476166
5/21/2018,293.463348
5/22/2018,294.985321
5/23/2018,292.558014
5/24/2018,288.788391
5/25/2018,288.249512
5/26/2018,289.234161
5/27/2018,293.067627
5/28/2018,294.929871
5/29/2018,295.63916
5/30/2018,297.775269
5/31/2018,295.894562
6/1/2018,296.825043
6/2/2018,297.121582
6/3/2018,295.404358
6/4/2018,294.08551
6/5/2018,293.336334
6/6/2018,293.451141
6/7/2018,293.722504
6/8/2018,293.744812
6/9/2018,293.880493
6/10/2018,293.125061
6/11/2018,292.960236
6/12/2018,292.668518
6/13/2018,296.569702
6/14/2018,297.890411
6/15/2018,297.367218
6/16/2018,297.851929
6/17/2018,298.119324
6/18/2018,298.471893
6/19/2018,296.608215
6/20/2018,291.63501
6/21/2018,289.728607
6/22/2018,291.442108
6/23/2018,294.06839
6/24/2018,296.587646
6/25/2018,294.307281
6/26/2018,296.603271
6/27/2018,296.702545
6/28/2018,295.895416
6/29/2018,296.57132
6/30/2018,296.377533
7/1/2018,296.934845
7/2/2018,294.681427
7/3/2018,295.542328
7/4/2018,294.23172
7/5/2018,296.714874
7/6/2018,296.94165
7/7/2018,297.470673
7/8/2018,297.081604
7/9/2018,296.736664
7/10/2018,296.376984
7/11/2018,294.218536
7/12/2018,294.601074
7/13/2018,297.427307
7/14/2018,297.548309
7/15/2018,297.065369
7/16/2018,297.314819
7/17/2018,296.122375
7/18/2018,296.043427
7/19/2018,296.782166
7/20/2018,295.599792
7/21/2018,295.812439
7/22/2018,296.65155
7/23/2018,298.383362
7/24/2018,298.516998
7/25/2018,299.851379
7/26/2018,299.285919
7/27/2018,298.388672
7/28/2018,298.481415
7/29/2018,297.52655
7/30/2018,298.367981
7/31/2018,297.735229
8/1/2018,296.527985
8/2/2018,295.303101
8/3/2018,296.498901
8/4/2018,298.191589
8/5/2018,298.038666
8/6/2018,297.402924
8/7/2018,296.827637
8/8/2018,296.503693
8/9/2018,296.847504
8/10/2018,296.744873
8/11/2018,296.709564
8/12/2018,296.837585
8/13/2018,297.505737
8/14/2018,297.856415
8/15/2018,298.259399
8/16/2018,297.423889
8/17/2018,297.379639
8/18/2018,298.873474
8/19/2018,297.861633
8/20/2018,296.94516
8/21/2018,296.304993
8/22/2018,296.39563
8/23/2018,296.92334
8/24/2018,296.575714
8/25/2018,296.148682
8/26/2018,296.154419
8/27/2018,296.459839
8/28/2018,297.380219
8/29/2018,295.527161
8/30/2018,296.603394
8/31/2018,296.050232
9/1/2018,294.730408
9/2/2018,294.741699
9/3/2018,296.141388
9/4/2018,293.895935
9/5/2018,294.580933
9/6/2018,295.110291
9/7/2018,294.054565
9/8/2018,294.127136
9/9/2018,294.080994
9/10/2018,294.075195
9/11/2018,293.960175
9/12/2018,296.034241
9/13/2018,298.253754
9/14/2018,298.751068
9/15/2018,296.828674
9/16/2018,296.42099
9/17/2018,293.791473
9/18/2018,290.647675
9/19/2018,290.719086
9/20/2018,290.797302
9/21/2018,290.669952
9/22/2018,293.135284
9/23/2018,293.934113
9/24/2018,293.237854
9/25/2018,290.248505
9/26/2018,290.705658
9/27/2018,291.588074
9/28/2018,293.554626
9/29/2018,289.148682
9/30/2018,288.857208
10/1/2018,287.228271
10/2/2018,289.490479
10/3/2018,289.513916
10/4/2018,289.620544
10/5/2018,291.537964
10/6/2018,290.26474
10/7/2018,288.373444
10/8/2018,280.799377
10/9/2018,284.077606
10/10/2018,284.827515
10/11/2018,284.743835
10/12/2018,287.681732
10/13/2018,286.281342
10/14/2018,285.863068
10/15/2018,289.975769
10/16/2018,295.048309
10/17/2018,283.085938
10/18/2018,282.417023
10/19/2018,281.267487
10/20/2018,284.972504
10/21/2018,287.476318
10/22/2018,287.776276
10/23/2018,288.7341
10/24/2018,289.275085
10/25/2018,286.974884
10/26/2018,289.850037
10/27/2018,292.693695
10/28/2018,293.277924
10/29/2018,292.067535
10/30/2018,292.262451
10/31/2018,290.760986
11/1/2018,290.912476
11/2/2018,291.469147
11/3/2018,290.884064
11/4/2018,289.019806
11/5/2018,282.18399
11/6/2018,285.72879
11/7/2018,288.24707
11/8/2018,292.351135
11/9/2018,292.334686
11/10/2018,294.342316
11/11/2018,294.240753
11/12/2018,293.047394
11/13/2018,294.682037
11/14/2018,292.092834
11/15/2018,287.833954
11/16/2018,281.924194
11/17/2018,282.309387
11/18/2018,282.950348
11/19/2018,286.58255
11/20/2018,287.333069
11/21/2018,286.651276
11/22/2018,287.078644
11/23/2018,283.73645
11/24/2018,280.516266
11/25/2018,283.044769
11/26/2018,285.833649
11/27/2018,285.562134
11/28/2018,282.956146
11/29/2018,286.687836
11/30/2018,285.709137
12/1/2018,281.939972
12/2/2018,276.63269
12/3/2018,281.226898
12/4/2018,280.815125
12/5/2018,284.003082
12/6/2018,279.830139
12/7/2018,285.023926
12/8/2018,284.240906
12/9/2018,271.410309
12/10/2018,275.212585
12/11/2018,279.170807
12/12/2018,278.964844
12/13/2018,283.833679
12/14/2018,281.05127
12/15/2018,273.729248
12/16/2018,281.021667
12/17/2018,289.175934
12/18/2018,290.727783
12/19/2018,287.735046
12/20/2018,287.356323
12/21/2018,282.608948
12/22/2018,275.957672
12/23/2018,276.680145
12/24/2018,278.866486
12/25/2018,285.096405
12/26/2018,286.448181
12/27/2018,284.979462
12/28/2018,282.01944
12/29/2018,280.148895
12/30/2018,281.708252
12/31/2018,274.919495
1/1/2019,278.647491
1/2/2019,277.212738
1/3/2019,277.944977
1/4/2019,275.784393
1/5/2019,273.707123
1/6/2019,277.214142
1/7/2019,279.953491
1/8/2019,273.048309
1/9/2019,271.461853
1/10/2019,272.977264
1/11/2019,278.499023
1/12/2019,275.934326
1/13/2019,273.960205
1/14/2019,278.076416
1/15/2019,285.899628
1/16/2019,284.875336
1/17/2019,287.111389
1/18/2019,285.948059
1/19/2019,278.698181
1/20/2019,276.730103
1/21/2019,276.710144
1/22/2019,277.292206
1/23/2019,281.965851
1/24/2019,287.491455
1/25/2019,287.130249
1/26/2019,288.324921
1/27/2019,284.52774
1/28/2019,281.631927
1/29/2019,284.602264
1/30/2019,282.381256
1/31/2019,273.467438
2/1/2019,278.769836
2/2/2019,279.909332
2/3/2019,280.734253
2/4/2019,290.396759
2/5/2019,289.464142
2/6/2019,287.36734
2/7/2019,288.948181
2/8/2019,286.523865
2/9/2019,273.48996
2/10/2019,265.091522
2/11/2019,265.678619
2/12/2019,270.088776
2/13/2019,277.550537
2/14/2019,280.118408
2/15/2019,274.863922
2/16/2019,278.362762
2/17/2019,278.865601
2/18/2019,280.097992
2/19/2019,287.370819
2/20/2019,286.328522
2/21/2019,282.553345
2/22/2019,284.551819
2/23/2019,281.979248
2/24/2019,280.224274
2/25/2019,280.053711
2/26/2019,285.113678
2/27/2019,286.940308
2/28/2019,280.062805
3/1/2019,280.678894
3/2/2019,280.635834
3/3/2019,280.37323
3/4/2019,276.423981
3/5/2019,278.362854
3/6/2019,281.578278
3/7/2019,280.16394
3/8/2019,279.02536
3/9/2019,280.878967
3/10/2019,284.42218
3/11/2019,283.202087
3/12/2019,284.607574
3/13/2019,287.202393
3/14/2019,289.522827
3/15/2019,289.999084
3/16/2019,290.634369
3/17/2019,285.878204
3/18/2019,282.63208
3/19/2019,287.536591
3/20/2019,290.715149
3/21/2019,283.028168
3/22/2019,284.684387
3/23/2019,287.919403
3/24/2019,290.071777
3/25/2019,288.515289
3/26/2019,286.298615
3/27/2019,287.696777
3/28/2019,286.579529
3/29/2019,287.162292
3/30/2019,283.93042
3/31/2019,285.859802
4/1/2019,287.61026
4/2/2019,285.672119
4/3/2019,283.43811
4/4/2019,280.373932
4/5/2019,279.364746
4/6/2019,276.031799
4/7/2019,280.30423
4/8/2019,282.569763
4/9/2019,285.096558
4/10/2019,288.927521
4/11/2019,290.454987
4/12/2019,292.069733
4/13/2019,291.446075
4/14/2019,291.060089
4/15/2019,288.037018
4/16/2019,289.592102
4/17/2019,292.095123
4/18/2019,290.789978
4/19/2019,293.24118
4/20/2019,293.714508
4/21/2019,288.331329
4/22/2019,286.600464
4/23/2019,285.867035
4/24/2019,286.061157
4/25/2019,284.66922
4/26/2019,286.643707
4/27/2019,287.812927
4/28/2019,286.599091
4/29/2019,288.630463
4/30/2019,290.19873
5/1/2019,293.163086
5/2/2019,292.947052
5/3/2019,292.974426
5/4/2019,292.705322
5/5/2019,292.435852
5/6/2019,292.48465
5/7/2019,292.629669
5/8/2019,292.72287
5/9/2019,293.609192
5/10/2019,295.239532
5/11/2019,294.567993
5/12/2019,294.526154
5/13/2019,294.227936
5/14/2019,294.18927
5/15/2019,292.571716
5/16/2019,291.832855
5/17/2019,292.700256
5/18/2019,292.830322
5/19/2019,295.626495
5/20/2019,295.80899
5/21/2019,294.3479
5/22/2019,293.923431
5/23/2019,294.659729
5/24/2019,295.453186
5/25/2019,296.205841
5/26/2019,296.259796
5/27/2019,295.752289
5/28/2019,296.543823
5/29/2019,297.660004
5/30/2019,296.047607
5/31/2019,294.143738
6/1/2019,293.163849
6/2/2019,292.089996
6/3/2019,294.136932
6/4/2019,295.502228
6/5/2019,296.12146
6/6/2019,295.921967
6/7/2019,295.678223
6/8/2019,296.024323
6/9/2019,297.045288
6/10/2019,296.555389
6/11/2019,296.58078
6/12/2019,296.637848
6/13/2019,296.493164
6/14/2019,294.450775
6/15/2019,295.603302
6/16/2019,296.576599
6/17/2019,297.08728
6/18/2019,297.359497
6/19/2019,296.985382
6/20/2019,295.376801
6/21/2019,297.237091
6/22/2019,296.886932
6/23/2019,296.192688
6/24/2019,295.762726
6/25/2019,295.74823
6/26/2019,295.387573
6/27/2019,295.63092
6/28/2019,296.774323
6/29/2019,295.471588
6/30/2019,295.396271
7/1/2019,295.623322
7/2/2019,295.626953
7/3/2019,296.624329
7/4/2019,296.378204
7/5/2019,297.648438
7/6/2019,297.392456
7/7/2019,297.108582
7/8/2019,295.752563
7/9/2019,296.075439
7/10/2019,297.290619
7/11/2019,296.02887
7/12/2019,296.003326
7/13/2019,295.854401
7/14/2019,296.520538
7/15/2019,296.160675
7/16/2019,296.223511
7/17/2019,296.585419
7/18/2019,296.58313
7/19/2019,297.047607
7/20/2019,295.907654
7/21/2019,296.217072
7/22/2019,297.374023
7/23/2019,297.905029
7/24/2019,297.555206
7/25/2019,298.060608
7/26/2019,298.069183
7/27/2019,297.266541
7/28/2019,296.226837
7/29/2019,296.230835
7/30/2019,295.753479
7/31/2019,295.790375
8/1/2019,296.87973
8/2/2019,297.39325
8/3/2019,296.862
8/4/2019,297.586487
8/5/2019,297.244293
8/6/2019,297.739258
8/7/2019,297.556763
8/8/2019,298.707703
8/9/2019,297.804291
8/10/2019,296.863708
8/11/2019,295.609497
8/12/2019,293.285858
8/13/2019,294.49765
8/14/2019,293.995178
8/15/2019,295.250519
8/16/2019,296.148499
8/17/2019,296.019775
8/18/2019,296.747528
8/19/2019,297.436768
8/20/2019,299.707825
8/21/2019,298.695221
8/22/2019,297.438416
8/23/2019,297.649078
8/24/2019,298.196808
8/25/2019,297.522308
8/26/2019,296.718109
8/27/2019,296.774323
8/28/2019,296.858398
8/29/2019,296.610413
8/30/2019,295.348663
8/31/2019,294.877045
9/1/2019,295.04953
9/2/2019,297.266144
9/3/2019,296.054077
9/4/2019,295.843018
9/5/2019,295.686249
9/6/2019,296.860748
9/7/2019,296.184235
9/8/2019,294.871033
9/9/2019,296.340485
9/10/2019,294.401306
9/11/2019,295.401245
9/12/2019,295.283081
9/13/2019,295.236206
9/14/2019,295.814911
9/15/2019,295.337891
9/16/2019,294.693481
9/17/2019,294.846985
9/18/2019,295.377472
9/19/2019,295.495422
9/20/2019,295.470978
9/21/2019,292.92804
9/22/2019,288.995789
9/23/2019,287.976288
9/24/2019,290.284027
9/25/2019,292.532471
9/26/2019,292.257446
9/27/2019,290.520721
9/28/2019,293.011902
9/29/2019,292.084686
9/30/2019,291.679199
10/1/2019,294.13797
10/2/2019,291.47049
10/3/2019,290.956573
10/4/2019,291.132996
10/5/2019,294.055145
10/6/2019,295.018005
10/7/2019,294.857086
10/8/2019,296.089905
10/9/2019,295.205139
10/10/2019,293.950836
10/11/2019,293.284912
10/12/2019,291.125946
10/13/2019,292.48468
10/14/2019,291.81546
10/15/2019,290.010986
10/16/2019,289.106201
10/17/2019,290.074677
10/18/2019,290.976105
10/19/2019,293.505615
10/20/2019,290.362305
10/21/2019,290.766754
10/22/2019,287.853302
10/23/2019,281.94693
10/24/2019,284.998596
10/25/2019,287.10498
10/26/2019,287.296265
10/27/2019,285.860901
10/28/2019,286.173767
10/29/2019,287.581573
10/30/2019,290.816528
10/31/2019,290.814392
11/1/2019,286.719574
11/2/2019,287.498901
11/3/2019,283.175659
11/4/2019,281.511719
11/5/2019,280.553101
11/6/2019,282.257141
11/7/2019,285.011536
11/8/2019,285.89859
11/9/2019,288.529327
11/10/2019,285.381989
11/11/2019,281.288513
11/12/2019,288.120972
11/13/2019,284.439148
11/14/2019,284.739594
11/15/2019,284.230103
11/16/2019,286.003845
11/17/2019,285.733795
11/18/2019,286.404816
11/19/2019,285.636536
11/20/2019,284.932495
11/21/2019,286.396545
11/22/2019,287.269653
11/23/2019,287.576782
11/24/2019,286.77417
11/25/2019,287.718231
11/26/2019,285.872223
11/27/2019,283.980621
11/28/2019,285.497955
11/29/2019,276.578308
11/30/2019,283.478882
12/1/2019,279.566345
12/2/2019,272.298676
12/3/2019,275.228424
12/4/2019,271.846771
12/5/2019,270.077881
12/6/2019,270.269104
12/7/2019,270.50531
12/8/2019,271.045776
12/9/2019,276.706482
12/10/2019,285.379211
12/11/2019,284.812866
12/12/2019,287.292786
12/13/2019,287.31781
12/14/2019,271.997101
12/15/2019,273.102356
12/16/2019,278.103516
12/17/2019,279.219147
12/18/2019,285.602081
12/19/2019,280.417328
12/20/2019,276.629211
12/21/2019,275.432312
12/22/2019,281.185699
12/23/2019,277.169281
12/24/2019,280.605927
12/25/2019,286.441528
12/26/2019,279.062317
12/27/2019,271.401245
12/28/2019,273.980286
12/29/2019,278.247437
12/30/2019,277.574677
12/31/2019,276.733307
1/1/2020,284.078278
1/2/2020,286.544006
1/3/2020,273.288208
1/4/2020,268.929596
1/5/2020,271.09198
1/6/2020,268.973877
1/7/2020,270.265198
1/8/2020,271.869965
1/9/2020,274.654724
1/10/2020,269.740997
1/11/2020,270.646881
1/12/2020,275.595245
1/13/2020,280.551392
1/14/2020,271.751434
1/15/2020,272.80542
1/16/2020,281.490479
1/17/2020,285.736969
1/18/2020,273.250305
1/19/2020,271.389984
1/20/2020,271.169067
1/21/2020,272.34021
1/22/2020,273.173248
1/23/2020,276.84967
1/24/2020,278.048401
1/25/2020,278.31131
1/26/2020,277.592651
1/27/2020,278.938324
1/28/2020,278.239716
1/29/2020,281.631195
1/30/2020,275.19397
1/31/2020,275.089233
2/1/2020,277.596832
2/2/2020,276.473755
2/3/2020,279.508209
2/4/2020,271.904694
2/5/2020,278.15918
