#Variables:,
#tasmax_bcc-csm1-1_rcp45(K):Daily Maximum Near-Surface Air Temperature,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp45(K)",
11/11/2011,300.081696
11/12/2011,303.501587
11/13/2011,298.411407
11/14/2011,295.223297
11/15/2011,296.360413
11/16/2011,297.607941
11/17/2011,300.793823
11/18/2011,301.587402
11/19/2011,305.183624
11/20/2011,300.36264
11/21/2011,297.671478
11/22/2011,297.465088
11/23/2011,300.650726
11/24/2011,301.771454
11/25/2011,301.97287
11/26/2011,297.875244
11/27/2011,292.096161
11/28/2011,296.784576
11/29/2011,302.156677
11/30/2011,294.225189
12/1/2011,296.890961
12/2/2011,297.875946
12/3/2011,302.177307
12/4/2011,304.80365
12/5/2011,304.622009
12/6/2011,304.316223
12/7/2011,304.344269
12/8/2011,304.318329
12/9/2011,303.090576
12/10/2011,300.545532
12/11/2011,290.545105
12/12/2011,289.79303
12/13/2011,295.151794
12/14/2011,294.580536
12/15/2011,299.53537
12/16/2011,293.458405
12/17/2011,296.952271
12/18/2011,301.71991
12/19/2011,302.087494
12/20/2011,295.747101
12/21/2011,291.960541
12/22/2011,298.253937
12/23/2011,302.677979
12/24/2011,303.209686
12/25/2011,299.079315
12/26/2011,290.491791
12/27/2011,284.500336
12/28/2011,285.963959
12/29/2011,288.506165
12/30/2011,290.182404
12/31/2011,294.538879
1/1/2012,301.190948
1/2/2012,292.792419
1/3/2012,278.609589
1/4/2012,288.112396
1/5/2012,296.14151
1/6/2012,299.536316
1/7/2012,293.857239
1/8/2012,297.189026
1/9/2012,300.893188
1/10/2012,294.084717
1/11/2012,293.991791
1/12/2012,303.099731
1/13/2012,297.266663
1/14/2012,284.619324
1/15/2012,288.654877
1/16/2012,296.905579
1/17/2012,292.411591
1/18/2012,297.409637
1/19/2012,299.922699
1/20/2012,300.781464
1/21/2012,298.807281
1/22/2012,285.045776
1/23/2012,284.00235
1/24/2012,288.170441
1/25/2012,293.156097
1/26/2012,295.245636
1/27/2012,292.557648
1/28/2012,294.330719
1/29/2012,292.677399
1/30/2012,290.504089
1/31/2012,291.620148
2/1/2012,282.178925
2/2/2012,286.256958
2/3/2012,301.380066
2/4/2012,295.486694
2/5/2012,277.204132
2/6/2012,279.154541
2/7/2012,276.759186
2/8/2012,297.523285
2/9/2012,300.475952
2/10/2012,297.317657
2/11/2012,279.617188
2/12/2012,279.49469
2/13/2012,279.558502
2/14/2012,274.664886
2/15/2012,273.254242
2/16/2012,281.594635
2/17/2012,284.754272
2/18/2012,288.171387
2/19/2012,286.555939
2/20/2012,285.914825
2/21/2012,284.560852
2/22/2012,287.795929
2/23/2012,287.406464
2/24/2012,288.178772
2/25/2012,291.360657
2/26/2012,289.796509
2/27/2012,291.969971
2/28/2012,291.011047
2/29/2012,291.319183
3/1/2012,291.627319
3/2/2012,293.539154
3/3/2012,292.43866
3/4/2012,294.543304
3/5/2012,292.492584
3/6/2012,292.993439
3/7/2012,291.396881
3/8/2012,295.516754
3/9/2012,295.753082
3/10/2012,299.168335
3/11/2012,301.215179
3/12/2012,291.842773
3/13/2012,292.423431
3/14/2012,291.165344
3/15/2012,293.475464
3/16/2012,294.533905
3/17/2012,289.822571
3/18/2012,294.016907
3/19/2012,297.773346
3/20/2012,296.166016
3/21/2012,302.654205
3/22/2012,298.153168
3/23/2012,294.879211
3/24/2012,292.292572
3/25/2012,294.288147
3/26/2012,300.418396
3/27/2012,304.414001
3/28/2012,301.546906
3/29/2012,298.956268
3/30/2012,295.159149
3/31/2012,287.791229
4/1/2012,287.774872
4/2/2012,293.556519
4/3/2012,298.410675
4/4/2012,301.403564
4/5/2012,301.249817
4/6/2012,299.979614
4/7/2012,300.491608
4/8/2012,300.402557
4/9/2012,300.659454
4/10/2012,302.418091
4/11/2012,303.029297
4/12/2012,298.360596
4/13/2012,299.421997
4/14/2012,302.628021
4/15/2012,301.948425
4/16/2012,304.846436
4/17/2012,303.736694
4/18/2012,303.412048
4/19/2012,299.209167
4/20/2012,300.427734
4/21/2012,300.742126
4/22/2012,302.360321
4/23/2012,302.638794
4/24/2012,303.052277
4/25/2012,302.369446
4/26/2012,302.86673
4/27/2012,303.165741
4/28/2012,297.766632
4/29/2012,297.230804
4/30/2012,302.073334
5/1/2012,300.401794
5/2/2012,302.705597
5/3/2012,302.310913
5/4/2012,304.785736
5/5/2012,304.219086
5/6/2012,305.664001
5/7/2012,306.750732
5/8/2012,307.553772
5/9/2012,308.09729
5/10/2012,307.089478
5/11/2012,304.78299
5/12/2012,303.412109
5/13/2012,307.068787
5/14/2012,305.970551
5/15/2012,307.473267
5/16/2012,305.374298
5/17/2012,303.398193
5/18/2012,305.445129
5/19/2012,305.542358
5/20/2012,306.249786
5/21/2012,305.37738
5/22/2012,303.517181
5/23/2012,304.895966
5/24/2012,304.719269
5/25/2012,305.819244
5/26/2012,304.205017
5/27/2012,304.321686
5/28/2012,306.442291
5/29/2012,308.672333
5/30/2012,309.003296
5/31/2012,309.827087
6/1/2012,308.950897
6/2/2012,307.437439
6/3/2012,308.119598
6/4/2012,308.139587
6/5/2012,307.61203
6/6/2012,306.921783
6/7/2012,308.304535
6/8/2012,308.744659
6/9/2012,310.112946
6/10/2012,310.603699
6/11/2012,310.326569
6/12/2012,310.082214
6/13/2012,307.137451
6/14/2012,303.699982
6/15/2012,304.721191
6/16/2012,306.659485
6/17/2012,306.97168
6/18/2012,308.039825
6/19/2012,308.199188
6/20/2012,308.431152
6/21/2012,308.784332
6/22/2012,309.885925
6/23/2012,309.055847
6/24/2012,309.391998
6/25/2012,309.424103
6/26/2012,311.383423
6/27/2012,305.86203
6/28/2012,304.490112
6/29/2012,308.278442
6/30/2012,308.404572
7/1/2012,309.521851
7/2/2012,308.631104
7/3/2012,307.610046
7/4/2012,307.294434
7/5/2012,308.296997
7/6/2012,309.720184
7/7/2012,308.253876
7/8/2012,308.114258
7/9/2012,307.46463
7/10/2012,307.903137
7/11/2012,308.222015
7/12/2012,307.958893
7/13/2012,307.594269
7/14/2012,308.087402
7/15/2012,309.862274
7/16/2012,311.714661
7/17/2012,313.597137
7/18/2012,312.639496
7/19/2012,309.69455
7/20/2012,309.454254
7/21/2012,311.991119
7/22/2012,313.1922
7/23/2012,313.585876
7/24/2012,313.155273
7/25/2012,312.471191
7/26/2012,311.657837
7/27/2012,310.588745
7/28/2012,309.671844
7/29/2012,309.835358
7/30/2012,312.117584
7/31/2012,311.876282
8/1/2012,309.734589
8/2/2012,308.548523
8/3/2012,309.663727
8/4/2012,308.619446
8/5/2012,308.422638
8/6/2012,311.751892
8/7/2012,312.373779
8/8/2012,313.284637
8/9/2012,313.189972
8/10/2012,312.037994
8/11/2012,309.395844
8/12/2012,308.349091
8/13/2012,310.984344
8/14/2012,312.362091
8/15/2012,312.79303
8/16/2012,312.349487
8/17/2012,313.341217
8/18/2012,312.987976
8/19/2012,312.536835
8/20/2012,311.412567
8/21/2012,311.966125
8/22/2012,312.059296
8/23/2012,311.896667
8/24/2012,307.791351
8/25/2012,303.184692
8/26/2012,305.686462
8/27/2012,307.048523
8/28/2012,308.258545
8/29/2012,307.821777
8/30/2012,306.488647
8/31/2012,306.506012
9/1/2012,306.460754
9/2/2012,307.242188
9/3/2012,308.592072
9/4/2012,308.34137
9/5/2012,308.899689
9/6/2012,306.386719
9/7/2012,306.711121
9/8/2012,305.338318
9/9/2012,304.804199
9/10/2012,303.148865
9/11/2012,302.760803
9/12/2012,305.812927
9/13/2012,305.395813
9/14/2012,304.301025
9/15/2012,307.654999
9/16/2012,307.886749
9/17/2012,307.139313
9/18/2012,305.516174
9/19/2012,304.498505
9/20/2012,306.770355
9/21/2012,309.27887
9/22/2012,311.165009
9/23/2012,310.323029
9/24/2012,308.157654
9/25/2012,307.858795
9/26/2012,307.562408
9/27/2012,306.752441
9/28/2012,307.215118
9/29/2012,306.417969
9/30/2012,306.373352
10/1/2012,305.554962
10/2/2012,303.582367
10/3/2012,303.756531
10/4/2012,302.77243
10/5/2012,304.881805
10/6/2012,300.995117
10/7/2012,303.054321
10/8/2012,301.63678
10/9/2012,301.358337
10/10/2012,299.983276
10/11/2012,300.570282
10/12/2012,300.49588
10/13/2012,304.929077
10/14/2012,307.471313
10/15/2012,306.343384
10/16/2012,304.810577
10/17/2012,304.333771
10/18/2012,304.402222
10/19/2012,304.380341
10/20/2012,300.988434
10/21/2012,301.788391
10/22/2012,303.708984
10/23/2012,302.959808
10/24/2012,296.630463
10/25/2012,294.290588
10/26/2012,295.637238
10/27/2012,295.880066
10/28/2012,295.847809
10/29/2012,297.101227
10/30/2012,298.63147
10/31/2012,300.306976
11/1/2012,301.641327
11/2/2012,299.465179
11/3/2012,300.618347
11/4/2012,299.963593
11/5/2012,299.53714
11/6/2012,300.365723
11/7/2012,298.543427
11/8/2012,302.334869
11/9/2012,299.306183
11/10/2012,297.921509
11/11/2012,298.083496
11/12/2012,302.260742
11/13/2012,300.140076
11/14/2012,293.73584
11/15/2012,301.569855
11/16/2012,304.261749
11/17/2012,303.739807
11/18/2012,297.295593
11/19/2012,285.23587
11/20/2012,287.047089
11/21/2012,291.229248
11/22/2012,289.891876
11/23/2012,293.623596
11/24/2012,292.677765
11/25/2012,288.146759
11/26/2012,286.028381
11/27/2012,288.992828
11/28/2012,290.988678
11/29/2012,297.815277
11/30/2012,291.075897
12/1/2012,283.667908
12/2/2012,284.035187
12/3/2012,286.146149
12/4/2012,292.748627
12/5/2012,294.902679
12/6/2012,301.462921
12/7/2012,300.955322
12/8/2012,298.961731
12/9/2012,297.890686
12/10/2012,290.024261
12/11/2012,289.075775
12/12/2012,290.819641
12/13/2012,289.675446
12/14/2012,289.750458
12/15/2012,289.768982
12/16/2012,294.873535
12/17/2012,293.442932
12/18/2012,291.364868
12/19/2012,294.578522
12/20/2012,287.932678
12/21/2012,289.933075
12/22/2012,287.037384
12/23/2012,283.230713
12/24/2012,281.883789
12/25/2012,288.875397
12/26/2012,293.854248
12/27/2012,294.167969
12/28/2012,296.410614
12/29/2012,292.771362
12/30/2012,294.365356
12/31/2012,293.496582
1/1/2013,294.69754
1/2/2013,300.218201
1/3/2013,303.859192
1/4/2013,297.55896
1/5/2013,291.443207
1/6/2013,292.491211
1/7/2013,285.962891
1/8/2013,278.559906
1/9/2013,288.881744
1/10/2013,294.322693
1/11/2013,302.432434
1/12/2013,292.543518
1/13/2013,291.913818
1/14/2013,293.545166
1/15/2013,295.121124
1/16/2013,297.520416
1/17/2013,297.453094
1/18/2013,296.617218
1/19/2013,294.820465
1/20/2013,299.025269
1/21/2013,295.954346
1/22/2013,291.408966
1/23/2013,296.188873
1/24/2013,294.426605
1/25/2013,290.507538
1/26/2013,288.2323
1/27/2013,288.001709
1/28/2013,282.018555
1/29/2013,293.004517
1/30/2013,290.44339
1/31/2013,292.942474
2/1/2013,290.061249
2/2/2013,282.72937
2/3/2013,291.596588
2/4/2013,286.574982
2/5/2013,288.791901
2/6/2013,299.175751
2/7/2013,291.602112
2/8/2013,286.260925
2/9/2013,293.200714
2/10/2013,297.270996
2/11/2013,298.023163
2/12/2013,298.559082
2/13/2013,296.662567
2/14/2013,296.930084
2/15/2013,296.370178
2/16/2013,288.539154
2/17/2013,284.310242
2/18/2013,288.846985
2/19/2013,290.786072
2/20/2013,291.888153
2/21/2013,289.037781
2/22/2013,286.65979
2/23/2013,286.830292
2/24/2013,288.887909
2/25/2013,286.877228
2/26/2013,285.49411
2/27/2013,288.623016
2/28/2013,293.917847
3/1/2013,291.203247
3/2/2013,283.521545
3/3/2013,283.226715
3/4/2013,287.176971
3/5/2013,295.174103
3/6/2013,304.052307
3/7/2013,303.392975
3/8/2013,301.075317
3/9/2013,296.072937
3/10/2013,294.621826
3/11/2013,294.887634
3/12/2013,297.930267
3/13/2013,294.70813
3/14/2013,294.704315
3/15/2013,291.683655
3/16/2013,302.595612
3/17/2013,295.934052
3/18/2013,290.184418
3/19/2013,288.068298
3/20/2013,285.86554
3/21/2013,284.95163
3/22/2013,294.088318
3/23/2013,294.584656
3/24/2013,296.733551
3/25/2013,297.462799
3/26/2013,300.7966
3/27/2013,303.769104
3/28/2013,301.168488
3/29/2013,301.169189
3/30/2013,298.879761
3/31/2013,303.59433
4/1/2013,299.995026
4/2/2013,295.990936
4/3/2013,297.985413
4/4/2013,299.565063
4/5/2013,295.657715
4/6/2013,300.314606
4/7/2013,298.627533
4/8/2013,303.50354
4/9/2013,304.431244
4/10/2013,298.084656
4/11/2013,292.507294
4/12/2013,295.256653
4/13/2013,297.396271
4/14/2013,293.595428
4/15/2013,305.466583
4/16/2013,301.38559
4/17/2013,301.273346
4/18/2013,299.88446
4/19/2013,305.056793
4/20/2013,303.615143
4/21/2013,301.876404
4/22/2013,299.318542
4/23/2013,302.174683
4/24/2013,302.440369
4/25/2013,300.919647
4/26/2013,298.389465
4/27/2013,300.595978
4/28/2013,298.872437
4/29/2013,299.692047
4/30/2013,297.842316
5/1/2013,297.796173
5/2/2013,299.409119
5/3/2013,302.222534
5/4/2013,303.211029
5/5/2013,302.614319
5/6/2013,301.298584
5/7/2013,302.124146
5/8/2013,301.343109
5/9/2013,299.911652
5/10/2013,297.932037
5/11/2013,299.397675
5/12/2013,302.239136
5/13/2013,302.024597
5/14/2013,306.857391
5/15/2013,303.606995
5/16/2013,295.53656
5/17/2013,295.531158
5/18/2013,296.632904
5/19/2013,303.992767
5/20/2013,305.364563
5/21/2013,305.684235
5/22/2013,303.531921
5/23/2013,302.303894
5/24/2013,300.670044
5/25/2013,302.690033
5/26/2013,305.131592
5/27/2013,306.016022
5/28/2013,305.679535
5/29/2013,304.454803
5/30/2013,304.64093
5/31/2013,305.444611
6/1/2013,303.473541
6/2/2013,302.694702
6/3/2013,301.533234
6/4/2013,302.432129
6/5/2013,298.572754
6/6/2013,299.473114
6/7/2013,305.299591
6/8/2013,303.263428
6/9/2013,300.203888
6/10/2013,300.337067
6/11/2013,299.406036
6/12/2013,300.11087
6/13/2013,302.560852
6/14/2013,305.090454
6/15/2013,304.459747
6/16/2013,304.208405
6/17/2013,304.862305
6/18/2013,305.699036
6/19/2013,306.955902
6/20/2013,307.244476
6/21/2013,307.725342
6/22/2013,308.538605
6/23/2013,308.465363
6/24/2013,308.885254
6/25/2013,308.459412
6/26/2013,308.72525
6/27/2013,309.105347
6/28/2013,308.642914
6/29/2013,308.04425
6/30/2013,307.564087
7/1/2013,308.214203
7/2/2013,308.318542
7/3/2013,308.072998
7/4/2013,308.08194
7/5/2013,310.666901
7/6/2013,309.618622
7/7/2013,307.612244
7/8/2013,308.622406
7/9/2013,309.904663
7/10/2013,310.959747
7/11/2013,309.95343
7/12/2013,309.700104
7/13/2013,309.623688
7/14/2013,309.491241
7/15/2013,308.496582
7/16/2013,308.730927
7/17/2013,309.450378
7/18/2013,309.044006
7/19/2013,308.44519
7/20/2013,308.66095
7/21/2013,308.523163
7/22/2013,309.400787
7/23/2013,312.198273
7/24/2013,312.028076
7/25/2013,310.343811
7/26/2013,311.736237
7/27/2013,314.350922
7/28/2013,314.453247
7/29/2013,313.91803
7/30/2013,314.973572
7/31/2013,315.430817
8/1/2013,313.790009
8/2/2013,312.98999
8/3/2013,312.747314
8/4/2013,312.507812
8/5/2013,311.434387
8/6/2013,310.514984
8/7/2013,311.008331
8/8/2013,311.186127
8/9/2013,309.916962
8/10/2013,308.497833
8/11/2013,307.821869
8/12/2013,307.766785
8/13/2013,305.68399
8/14/2013,305.780396
8/15/2013,308.935669
8/16/2013,311.049286
8/17/2013,310.606384
8/18/2013,312.050812
8/19/2013,311.892212
8/20/2013,311.338287
8/21/2013,310.880829
8/22/2013,309.82486
8/23/2013,308.180328
8/24/2013,309.009155
8/25/2013,308.35498
8/26/2013,311.619202
8/27/2013,311.821075
8/28/2013,312.699493
8/29/2013,313.076508
8/30/2013,312.33313
8/31/2013,316.501984
9/1/2013,313.033508
9/2/2013,309.270935
9/3/2013,306.998199
9/4/2013,305.114349
9/5/2013,305.602356
9/6/2013,306.773346
9/7/2013,306.609802
9/8/2013,304.993622
9/9/2013,305.345947
9/10/2013,307.117279
9/11/2013,306.651703
9/12/2013,306.978882
9/13/2013,307.886414
9/14/2013,306.875549
9/15/2013,306.825256
9/16/2013,306.65271
9/17/2013,305.337585
9/18/2013,305.886475
9/19/2013,303.839325
9/20/2013,306.08371
9/21/2013,307.602539
9/22/2013,308.202576
9/23/2013,306.952209
9/24/2013,302.15155
9/25/2013,299.711792
9/26/2013,297.652008
9/27/2013,297.737885
9/28/2013,303.232391
9/29/2013,304.974609
9/30/2013,307.465363
10/1/2013,308.438538
10/2/2013,308.5737
10/3/2013,308.427551
10/4/2013,308.824493
10/5/2013,309.677124
10/6/2013,306.801849
10/7/2013,306.952789
10/8/2013,305.042877
10/9/2013,299.738922
10/10/2013,289.407745
10/11/2013,297.627197
10/12/2013,294.676117
10/13/2013,297.966125
10/14/2013,298.894501
10/15/2013,302.460175
10/16/2013,303.298309
10/17/2013,297.68808
10/18/2013,296.035187
10/19/2013,299.943146
10/20/2013,299.937195
10/21/2013,297.92337
10/22/2013,299.459106
10/23/2013,301.246613
10/24/2013,306.092712
10/25/2013,304.930817
10/26/2013,303.864227
10/27/2013,299.086273
10/28/2013,291.768372
10/29/2013,291.140228
10/30/2013,290.56485
10/31/2013,299.746674
11/1/2013,296.0914
11/2/2013,295.569275
11/3/2013,297.495789
11/4/2013,298.865875
11/5/2013,302.562897
11/6/2013,298.076508
11/7/2013,298.206879
11/8/2013,294.732971
11/9/2013,298.157928
11/10/2013,299.015839
11/11/2013,300.239075
11/12/2013,302.592346
11/13/2013,302.349762
11/14/2013,299.475769
11/15/2013,298.787964
11/16/2013,296.226379
11/17/2013,294.693146
11/18/2013,293.354645
11/19/2013,295.207153
11/20/2013,297.351349
11/21/2013,298.174194
11/22/2013,299.544739
11/23/2013,298.928772
11/24/2013,301.654449
11/25/2013,295.707184
11/26/2013,298.216278
11/27/2013,299.08316
11/28/2013,295.713745
11/29/2013,302.209106
11/30/2013,304.119995
12/1/2013,302.675964
12/2/2013,297.055023
12/3/2013,295.037903
12/4/2013,297.026062
12/5/2013,299.429474
12/6/2013,300.505829
12/7/2013,301.65744
12/8/2013,301.621857
12/9/2013,302.217255
12/10/2013,302.722351
12/11/2013,299.699463
12/12/2013,291.47641
12/13/2013,282.972382
12/14/2013,288.360657
12/15/2013,285.403442
12/16/2013,283.660767
12/17/2013,291.82135
12/18/2013,296.132996
12/19/2013,295.069824
12/20/2013,295.298492
12/21/2013,296.857056
12/22/2013,294.10318
12/23/2013,287.383942
12/24/2013,293.181
12/25/2013,287.367096
12/26/2013,294.440826
12/27/2013,295.368774
12/28/2013,298.709442
12/29/2013,294.919128
12/30/2013,289.957489
12/31/2013,294.26947
1/1/2014,297.179077
1/2/2014,297.204712
1/3/2014,300.634674
1/4/2014,300.010254
1/5/2014,291.457886
1/6/2014,288.088806
1/7/2014,292.075867
1/8/2014,295.640045
1/9/2014,295.60141
1/10/2014,291.518921
1/11/2014,290.315338
1/12/2014,276.814301
1/13/2014,285.627563
1/14/2014,294.363251
1/15/2014,294.079193
1/16/2014,295.550171
1/17/2014,284.833588
1/18/2014,285.205322
1/19/2014,295.750244
1/20/2014,300.467621
1/21/2014,293.865021
1/22/2014,288.772522
1/23/2014,292.334686
1/24/2014,298.284393
1/25/2014,298.32251
1/26/2014,301.8172
1/27/2014,294.788513
1/28/2014,291.313202
1/29/2014,288.781708
1/30/2014,287.663605
1/31/2014,280.473541
2/1/2014,282.193939
2/2/2014,286.362305
2/3/2014,288.828918
2/4/2014,285.78006
2/5/2014,289.018951
2/6/2014,289.758026
2/7/2014,287.816193
2/8/2014,295.79126
2/9/2014,300.80069
2/10/2014,302.047394
2/11/2014,301.69516
2/12/2014,301.437653
2/13/2014,297.283386
2/14/2014,294.140686
2/15/2014,301.514282
2/16/2014,300.016113
2/17/2014,296.421021
2/18/2014,301.619232
2/19/2014,299.720215
2/20/2014,302.164612
2/21/2014,297.617096
2/22/2014,299.673279
2/23/2014,300.721039
2/24/2014,299.885071
2/25/2014,303.065002
2/26/2014,305.04895
2/27/2014,301.614471
2/28/2014,298.26767
3/1/2014,297.64035
3/2/2014,299.038086
3/3/2014,298.916351
3/4/2014,299.04425
3/5/2014,295.234161
3/6/2014,298.519714
3/7/2014,298.177551
3/8/2014,297.383453
3/9/2014,295.971954
3/10/2014,297.64389
3/11/2014,301.672668
3/12/2014,304.763641
3/13/2014,304.836731
3/14/2014,298.142365
3/15/2014,304.347229
3/16/2014,302.056549
3/17/2014,302.847504
3/18/2014,302.999725
3/19/2014,301.545898
3/20/2014,293.879913
3/21/2014,295.942291
3/22/2014,302.514282
3/23/2014,295.402771
3/24/2014,297.458466
3/25/2014,298.299591
3/26/2014,296.966034
3/27/2014,297.874878
3/28/2014,296.101501
3/29/2014,299.388947
3/30/2014,302.085815
3/31/2014,305.066772
4/1/2014,300.911316
4/2/2014,305.483154
4/3/2014,302.45459
4/4/2014,298.618958
4/5/2014,298.823975
4/6/2014,303.743622
4/7/2014,304.288422
4/8/2014,302.463715
4/9/2014,301.272095
4/10/2014,295.504364
4/11/2014,296.241638
4/12/2014,296.126678
4/13/2014,297.373199
4/14/2014,299.239349
4/15/2014,301.287567
4/16/2014,300.512024
4/17/2014,296.332794
4/18/2014,296.516418
4/19/2014,297.186096
4/20/2014,301.294769
4/21/2014,303.376617
4/22/2014,300.351837
4/23/2014,301.571747
4/24/2014,304.071716
4/25/2014,301.042084
4/26/2014,299.2854
4/27/2014,307.443512
4/28/2014,303.272125
4/29/2014,298.746094
4/30/2014,301.042725
5/1/2014,300.067871
5/2/2014,301.878784
5/3/2014,299.677673
5/4/2014,298.140808
5/5/2014,299.731201
5/6/2014,298.154755
5/7/2014,298.175568
5/8/2014,303.130951
5/9/2014,301.877167
5/10/2014,302.444733
5/11/2014,304.133881
5/12/2014,304.286133
5/13/2014,302.509338
5/14/2014,299.779388
5/15/2014,298.747955
5/16/2014,298.670074
5/17/2014,298.138092
5/18/2014,301.109039
5/19/2014,301.175751
5/20/2014,305.950165
5/21/2014,306.365997
5/22/2014,310.764008
5/23/2014,307.891235
5/24/2014,304.789001
5/25/2014,306.337036
5/26/2014,304.102203
5/27/2014,307.571106
5/28/2014,305.964508
5/29/2014,304.226166
5/30/2014,306.26181
5/31/2014,307.40863
6/1/2014,307.174286
6/2/2014,307.288666
6/3/2014,307.484314
6/4/2014,307.571411
6/5/2014,306.71933
6/6/2014,303.866699
6/7/2014,305.302643
6/8/2014,306.748474
6/9/2014,307.770416
6/10/2014,308.994171
6/11/2014,309.156738
6/12/2014,309.932373
6/13/2014,309.351685
6/14/2014,310.123688
6/15/2014,308.88446
6/16/2014,307.989838
6/17/2014,307.850433
6/18/2014,312.339325
6/19/2014,314.981995
6/20/2014,315.474091
6/21/2014,313.227722
6/22/2014,313.546814
6/23/2014,313.762695
6/24/2014,312.247284
6/25/2014,309.082672
6/26/2014,308.647308
6/27/2014,308.721558
6/28/2014,309.81897
6/29/2014,309.969055
6/30/2014,309.515869
7/1/2014,309.618927
7/2/2014,309.804565
7/3/2014,309.757294
7/4/2014,308.677277
7/5/2014,309.046295
7/6/2014,309.973785
7/7/2014,309.96228
7/8/2014,307.7565
7/9/2014,304.401672
7/10/2014,300.656464
7/11/2014,297.376404
7/12/2014,298.798309
7/13/2014,307.757904
7/14/2014,306.657501
7/15/2014,310.40976
7/16/2014,310.495483
7/17/2014,308.539276
7/18/2014,308.767212
7/19/2014,310.289551
7/20/2014,311.018616
7/21/2014,309.897888
7/22/2014,309.485199
7/23/2014,308.303528
7/24/2014,308.491699
7/25/2014,310.126007
7/26/2014,309.84848
7/27/2014,310.063721
7/28/2014,310.054199
7/29/2014,310.02066
7/30/2014,310.77475
7/31/2014,312.600128
8/1/2014,310.487457
8/2/2014,308.97229
8/3/2014,308.812988
8/4/2014,308.70694
8/5/2014,310.248932
8/6/2014,308.63678
8/7/2014,307.48822
8/8/2014,307.779572
8/9/2014,307.643158
8/10/2014,310.248199
8/11/2014,308.799927
8/12/2014,308.765228
8/13/2014,309.15094
8/14/2014,310.185669
8/15/2014,309.422485
8/16/2014,309.120972
8/17/2014,310.592316
8/18/2014,311.231903
8/19/2014,309.542328
8/20/2014,308.395538
8/21/2014,308.613464
8/22/2014,305.375183
8/23/2014,307.282196
8/24/2014,309.578583
8/25/2014,309.485291
8/26/2014,310.587402
8/27/2014,309.539703
8/28/2014,303.821289
8/29/2014,302.488678
8/30/2014,304.768982
8/31/2014,305.200073
9/1/2014,305.20343
9/2/2014,305.170288
9/3/2014,305.315582
9/4/2014,304.672089
9/5/2014,304.987823
9/6/2014,306.109741
9/7/2014,307.900146
9/8/2014,309.593445
9/9/2014,310.067261
9/10/2014,307.693665
9/11/2014,305.167328
9/12/2014,302.967255
9/13/2014,306.268188
9/14/2014,307.159454
9/15/2014,308.536621
9/16/2014,308.844696
9/17/2014,308.121796
9/18/2014,308.739441
9/19/2014,309.735596
9/20/2014,309.515015
9/21/2014,306.403107
9/22/2014,304.225616
9/23/2014,298.897858
9/24/2014,300.60556
9/25/2014,300.743317
9/26/2014,301.341217
9/27/2014,308.522339
9/28/2014,306.10553
9/29/2014,305.4263
9/30/2014,306.630127
10/1/2014,306.856934
10/2/2014,306.310028
10/3/2014,305.262054
10/4/2014,306.80423
10/5/2014,307.489868
10/6/2014,303.388397
10/7/2014,306.357025
10/8/2014,306.24234
10/9/2014,305.085114
10/10/2014,303.533173
10/11/2014,306.82074
10/12/2014,308.000488
10/13/2014,308.193512
10/14/2014,308.241211
10/15/2014,307.012634
10/16/2014,306.849243
10/17/2014,306.651642
10/18/2014,306.911133
10/19/2014,307.112854
10/20/2014,306.88089
10/21/2014,306.600922
10/22/2014,302.331177
10/23/2014,299.354675
10/24/2014,302.171173
10/25/2014,301.928253
10/26/2014,302.17038
10/27/2014,306.982452
10/28/2014,302.783875
10/29/2014,305.321472
10/30/2014,308.639038
10/31/2014,308.394836
11/1/2014,303.680328
11/2/2014,306.471222
11/3/2014,298.63446
11/4/2014,287.232269
11/5/2014,289.502838
11/6/2014,293.264679
11/7/2014,295.664551
11/8/2014,296.184601
11/9/2014,298.878845
11/10/2014,298.829376
11/11/2014,297.924286
11/12/2014,303.514038
11/13/2014,299.926331
11/14/2014,303.664337
11/15/2014,305.422943
11/16/2014,302.418915
11/17/2014,297.140015
11/18/2014,288.579742
11/19/2014,289.323944
11/20/2014,288.432312
11/21/2014,289.480225
11/22/2014,290.511566
11/23/2014,292.730804
11/24/2014,294.581299
11/25/2014,293.75589
11/26/2014,296.967834
11/27/2014,296.318298
11/28/2014,301.0354
11/29/2014,297.490875
11/30/2014,284.63916
12/1/2014,282.491699
12/2/2014,285.401886
12/3/2014,289.218109
12/4/2014,290.875
12/5/2014,291.444427
12/6/2014,300.762817
12/7/2014,294.946106
12/8/2014,286.0625
12/9/2014,281.649902
12/10/2014,281.248535
12/11/2014,277.42688
12/12/2014,276.77948
12/13/2014,282.071869
12/14/2014,284.352936
12/15/2014,286.809875
12/16/2014,289.793854
12/17/2014,287.830963
12/18/2014,290.08493
12/19/2014,293.562286
12/20/2014,292.549316
12/21/2014,291.073547
12/22/2014,295.108032
12/23/2014,286.671204
12/24/2014,286.857056
12/25/2014,283.043976
12/26/2014,288.399658
12/27/2014,286.222656
12/28/2014,288.873718
12/29/2014,289.946564
12/30/2014,289.928802
12/31/2014,293.032379
