#Variables:,,,
#tasmin_bcc-csm1-1_historical(K):Daily Minimum Near-Surface Air Temperature,,,
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature,,,
#pr_bcc-csm1-1_historical(mm):Precipitation,,,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) ",,,
#Original Data File(s):,,,
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc ,,,
#===============================================,,,
"yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K),tasmax_bcc-csm1-1_historical(K),pr_bcc-csm1-1_historical(mm)",,,
,,,
yyyy-mm-dd,tasmin_bcc-csm1-1_historical(K),tasmax_bcc-csm1-1_historical(K),pr_bcc-csm1-1_historical(mm)
10/8/1965,284.268951,300.095337,0
10/9/1965,287.471985,301.934723,0
10/10/1965,290.414948,304.13913,25.434168
10/11/1965,288.502899,297.247711,43.691601
10/12/1965,282.640076,290.880676,3.002095
10/13/1965,283.483459,295.38501,0
10/14/1965,285.173584,299.203064,0
10/15/1965,287.145813,301.858826,0
10/16/1965,288.397888,302.831909,0
10/17/1965,288.944031,301.907379,0
10/18/1965,289.841614,300.87851,0
10/19/1965,289.450623,300.486877,0.957568
10/20/1965,289.930878,301.84137,2.56865
10/21/1965,285.091034,299.86145,0
10/22/1965,283.24826,297.732086,0
10/23/1965,286.056763,301.361145,0
10/24/1965,286.878204,300.857025,0.735455
10/25/1965,281.281982,296.127777,0
10/26/1965,279.697479,295.713409,0
10/27/1965,280.878815,299.347687,0
10/28/1965,290.600433,301.268677,9.338367
10/29/1965,288.239929,301.211517,0.916363
10/30/1965,288.914001,300.293945,0
10/31/1965,290.379761,298.011078,0.371897
11/1/1965,291.335938,297.769592,1.592943
11/2/1965,278.694885,295.937164,1.03042
11/3/1965,276.15329,292.589478,0
11/4/1965,283.416443,298.156219,0
11/5/1965,287.381195,299.917633,0.71817
11/6/1965,282.251038,298.04541,0
11/7/1965,283.521851,297.600372,0
11/8/1965,286.423615,298.150665,15.294989
11/9/1965,278.091461,286.491974,1.048521
11/10/1965,280.767517,289.138794,10.32368
11/11/1965,283.393951,291.409515,10.596236
11/12/1965,280.163879,290.754089,1.35881
11/13/1965,285.211945,294.082672,0.366847
11/14/1965,280.198212,295.625946,0
11/15/1965,282.961792,299.899261,0
11/16/1965,286.962585,300.876404,0
11/17/1965,286.359161,300.592712,0
11/18/1965,286.309784,298.192902,1.149811
11/19/1965,271.74353,293.138184,0
11/20/1965,270.70636,279.32196,0
11/21/1965,270.340149,280.329834,0
11/22/1965,273.182617,281.240448,0
11/23/1965,273.123535,284.911316,0
11/24/1965,274.660217,290.64917,0
11/25/1965,279.158722,291.900024,0
11/26/1965,277.306183,291.891327,0
11/27/1965,277.789429,295.345459,0
11/28/1965,279.149811,299.214783,0
11/29/1965,283.029755,296.317963,0
11/30/1965,278.917877,297.254608,0
12/1/1965,282.656311,298.828827,0
12/2/1965,282.248596,295.216217,0
12/3/1965,277.10141,295.312469,0
12/4/1965,281.334229,298.780762,0
12/5/1965,283.239594,299.128632,0
12/6/1965,277.168274,296.44928,0
12/7/1965,271.458466,289.43396,0
12/8/1965,279.277496,297.955292,0
12/9/1965,277.998718,295.877686,0
12/10/1965,268.855316,289.875641,0.529563
12/11/1965,268.526184,281.90979,0.70233
12/12/1965,270.365753,285.045868,0
12/13/1965,277.299133,291.298309,0
12/14/1965,276.185089,292.733215,0
12/15/1965,275.420532,295.422272,0
12/16/1965,276.459167,290.409668,0
12/17/1965,271.740906,292.138855,0
12/18/1965,284.225311,294.941101,0
12/19/1965,282.889984,297.764374,0
12/20/1965,275.8703,293.705353,0
12/21/1965,268.55661,286.177795,0
12/22/1965,271.731537,292.35437,0
12/23/1965,278.770111,296.499237,0
12/24/1965,281.278961,293.936127,0
12/25/1965,276.32077,291.031311,0
12/26/1965,275.699982,291.597717,0
12/27/1965,276.24884,296.135559,0
12/28/1965,277.535645,298.7453,0
12/29/1965,279.702118,296.935883,0
12/30/1965,277.734375,292.106201,0
12/31/1965,275.221802,290.157776,0
1/1/1966,276.186462,287.739349,0
1/2/1966,273.045471,289.755829,0
1/3/1966,276.351929,293.679199,0
1/4/1966,278.5047,289.920319,0
1/5/1966,273.547821,287.817444,0
1/6/1966,274.355774,288.939636,0
1/7/1966,279.184357,290.970642,0
1/8/1966,281.90799,293.234406,0
1/9/1966,285.427277,293.31665,3.26604
1/10/1966,276.084808,290.924316,0
1/11/1966,274.952576,290.415741,0
1/12/1966,275.876617,293.337433,0
1/13/1966,278.057861,297.428162,0
1/14/1966,280.18924,295.54126,0
1/15/1966,277.247223,294.157593,0
1/16/1966,274.587524,295.106537,0
1/17/1966,283.825592,298.004303,0
1/18/1966,277.501068,296.727264,0
1/19/1966,278.498566,296.414154,0
1/20/1966,276.212585,294.718414,0
1/21/1966,282.625275,299.201874,0
1/22/1966,284.985077,299.556763,0
1/23/1966,281.350159,298.186523,0
1/24/1966,284.289215,296.015015,1.604109
1/25/1966,284.744293,294.41983,0
1/26/1966,278.523712,295.838562,0
1/27/1966,280.323395,292.13623,0
1/28/1966,283.116211,290.164917,3.470658
1/29/1966,280.986115,289.81723,0
1/30/1966,278.053375,290.150085,0.615247
1/31/1966,277.363525,290.296387,0
2/1/1966,284.379089,293.719604,0.974379
2/2/1966,281.771973,293.770477,0
2/3/1966,280.586365,292.823395,0
2/4/1966,278.365082,292.505768,0
2/5/1966,275.510071,295.051788,0
2/6/1966,282.901215,293.605957,1.033421
2/7/1966,285.609467,292.617767,3.362514
2/8/1966,283.877594,291.173615,3.73182
2/9/1966,277.855957,288.385406,1.312523
2/10/1966,274.35379,282.161407,3.363323
2/11/1966,280.204987,284.898163,7.779582
2/12/1966,278.598022,290.32785,0
2/13/1966,278.884003,289.741577,0
2/14/1966,282.107269,290.742584,0.693729
2/15/1966,287.530609,300.071014,1.187223
2/16/1966,289.14682,299.69928,1.171681
2/17/1966,286.79129,296.195953,1.438976
2/18/1966,276.037781,289.602112,0
2/19/1966,280.702545,289.629028,7.435393
2/20/1966,269.682617,283.947144,0.459693
2/21/1966,269.209625,282.548065,0
2/22/1966,272.490448,288.687836,0
2/23/1966,277.646179,289.577545,0
2/24/1966,285.591827,296.569122,0.288277
2/25/1966,287.241669,300.208466,0
2/26/1966,289.172913,300.25943,2.681979
2/27/1966,283.005219,297.858032,0
2/28/1966,283.501007,295.208344,0
3/1/1966,285.141083,299.367584,0.842318
3/2/1966,284.792297,294.63562,0
3/3/1966,280.837738,292.658905,0
3/4/1966,280.73996,291.695496,4.565177
3/5/1966,279.249908,289.409668,0
3/6/1966,278.38913,286.664612,0
3/7/1966,280.134064,289.300201,0.933648
3/8/1966,281.228973,292.361938,0
3/9/1966,278.041229,291.821259,0
3/10/1966,281.063416,291.115936,4.705683
3/11/1966,283.401093,287.437744,8.296532
3/12/1966,282.102753,292.43399,1.051367
3/13/1966,285.874695,296.961029,0
3/14/1966,284.803894,299.102264,0
3/15/1966,288.127319,299.679993,0.834289
3/16/1966,286.634644,299.514923,0
3/17/1966,288.506622,300.521698,0
3/18/1966,288.586945,300.510956,0
3/19/1966,289.561035,301.75412,0.427911
3/20/1966,284.54422,300.862915,0.6145
3/21/1966,278.94342,291.774323,0.405809
3/22/1966,280.395599,295.80719,0
3/23/1966,286.523254,295.199829,0
3/24/1966,282.6138,289.984222,1.146101
3/25/1966,279.179901,291.816803,0
3/26/1966,279.949646,294.943695,0.952829
3/27/1966,282.294983,300.116028,0
3/28/1966,286.668335,303.330658,0
3/29/1966,287.291718,306.179657,0
3/30/1966,288.236938,304.484772,0
3/31/1966,291.650146,303.341827,0
4/1/1966,289.634491,301.720795,0.823915
4/2/1966,290.76532,301.474945,0
4/3/1966,287.721313,299.592163,0
4/4/1966,285.369995,299.032959,0
4/5/1966,280.834656,295.264252,0
4/6/1966,281.352783,295.386963,0
4/7/1966,288.601532,302.883331,0
4/8/1966,285.703827,303.115204,0
4/9/1966,284.612579,301.635132,2.803967
4/10/1966,278.347778,286.355804,0
4/11/1966,279.361084,295.605957,0
4/12/1966,285.805389,302.67804,0
4/13/1966,291.207092,303.657379,0
4/14/1966,292.619904,303.969849,0
4/15/1966,291.094513,308.562073,0
4/16/1966,293.335205,306.872467,0
4/17/1966,292.88385,304.572052,0
4/18/1966,286.860626,300.603424,0
4/19/1966,285.332642,297.741669,0
4/20/1966,284.309052,298.10257,0
4/21/1966,285.445862,300.775269,0
4/22/1966,286.923492,302.214355,0
4/23/1966,288.05896,302.351044,0
4/24/1966,291.061432,302.025574,0
4/25/1966,291.663116,302.605499,0
4/26/1966,291.668579,302.489655,0
4/27/1966,292.395782,301.260376,0
4/28/1966,292.493073,300.347107,1.654976
4/29/1966,292.599487,301.111725,16.349752
4/30/1966,292.31369,305.115112,0
5/1/1966,293.149689,303.867218,1.460004
5/2/1966,293.839508,305.078339,0
5/3/1966,294.125854,303.937439,0
5/4/1966,293.358215,304.296204,0.518218
5/5/1966,293.265564,306.450226,0
5/6/1966,294.082947,309.125305,0
5/7/1966,292.618286,308.328613,0
5/8/1966,295.142212,306.376007,0
5/9/1966,296.210938,309.039856,0
5/10/1966,294.981995,307.800446,0
5/11/1966,295.56308,307.075745,0
5/12/1966,292.702881,306.467377,0
5/13/1966,294.818268,304.150238,19.187641
5/14/1966,293.966003,298.355469,33.778683
5/15/1966,292.219238,301.750519,1.827142
5/16/1966,293.280365,300.774109,0
5/17/1966,291.780792,304.287109,0
5/18/1966,290.49054,306.357452,0
5/19/1966,290.264343,305.476532,0
5/20/1966,292.568542,304.665863,0.325704
5/21/1966,295.963684,305.378906,12.161847
5/22/1966,291.492615,300.988617,4.525687
5/23/1966,292.121735,306.144806,0
5/24/1966,296.11676,308.499481,0.298803
5/25/1966,295.151001,307.272583,4.724295
5/26/1966,293.827301,300.925995,26.16345
5/27/1966,294.457092,299.226227,7.427946
5/28/1966,292.450256,300.888824,0.446929
5/29/1966,292.029358,302.381439,0
5/30/1966,293.627106,305.696381,1.224861
5/31/1966,294.958099,307.542084,0.794168
6/1/1966,295.551697,310.369995,0
6/2/1966,295.805359,310.44165,0
6/3/1966,296.088684,310.794922,0
6/4/1966,295.467499,309.85791,0
6/5/1966,296.826385,309.011078,0
6/6/1966,296.496429,308.61618,0
6/7/1966,296.15686,308.454041,0
6/8/1966,296.654877,310.775879,0
6/9/1966,296.99115,310.251862,0
6/10/1966,296.292023,309.883942,0
6/11/1966,294.81424,306.751526,0
6/12/1966,294.479218,304.303741,0.544526
6/13/1966,294.811249,305.244202,1.378329
6/14/1966,294.090393,306.809143,0
6/15/1966,296.64444,308.496704,0
6/16/1966,297.585693,308.857788,0
6/17/1966,297.974884,308.44873,0
6/18/1966,296.793976,307.437317,0
6/19/1966,295.683624,306.992096,0
6/20/1966,295.260559,304.13324,0.927111
6/21/1966,295.567047,303.229279,18.604187
6/22/1966,296.318207,302.516144,31.204145
6/23/1966,296.242249,299.347229,41.21069
6/24/1966,296.153931,299.709808,32.725021
6/25/1966,295.644043,297.387878,34.343582
6/26/1966,294.447388,297.563995,44.480175
6/27/1966,295.02536,300.885498,19.389069
6/28/1966,294.650146,302.772095,7.180152
6/29/1966,295.401611,306.625916,1.267817
6/30/1966,296.428253,308.05899,0.967652
7/1/1966,296.145203,308.720306,0
7/2/1966,296.452118,310.355499,0
7/3/1966,297.294434,309.998993,0
7/4/1966,296.594696,308.916656,0
7/5/1966,296.037689,306.589264,0
7/6/1966,296.033051,305.064636,0.862472
7/7/1966,295.404236,305.021698,4.649548
7/8/1966,295.742584,305.171509,5.952765
7/9/1966,295.935699,306.508331,0
7/10/1966,296.795197,306.029388,0
7/11/1966,295.572144,305.350677,2.725986
7/12/1966,296.008789,306.717133,0
7/13/1966,296.379883,307.023285,0
7/14/1966,294.957611,305.750458,0
7/15/1966,295.634064,307.318512,0
7/16/1966,296.087128,308.273529,0
7/17/1966,296.310272,309.414642,0
7/18/1966,296.991211,310.678589,0
7/19/1966,298.282135,311.697205,0
7/20/1966,298.699463,311.906189,0
7/21/1966,298.388214,312.099487,0
7/22/1966,298.097534,311.369629,0
7/23/1966,298.222015,311.301819,0
7/24/1966,297.31781,311.12088,0
7/25/1966,297.750061,310.976868,0
7/26/1966,297.119476,309.504395,0
7/27/1966,295.679382,308.195923,0
7/28/1966,295.524292,307.985352,0
7/29/1966,296.098389,307.657776,0
7/30/1966,296.783508,309.15802,0.615532
7/31/1966,297.321716,308.370331,0.378613
8/1/1966,296.071564,307.966766,0
8/2/1966,295.26889,307.958221,0
8/3/1966,295.858826,309.419586,0
8/4/1966,296.129059,310.737366,0
8/5/1966,297.174561,311.669342,0
8/6/1966,297.80719,311.116608,0
8/7/1966,297.482391,310.748016,0
8/8/1966,297.111298,310.016815,0
8/9/1966,296.291016,310.402466,0
8/10/1966,296.436523,310.533539,0
8/11/1966,296.700165,309.623169,0
8/12/1966,296.974335,310.095428,0
8/13/1966,297.159241,309.106384,2.232916
8/14/1966,295.859161,309.021057,2.130812
8/15/1966,296.797516,308.596832,1.679008
8/16/1966,296.682343,307.847839,0
8/17/1966,296.06662,306.035065,1.76393
8/18/1966,295.290253,304.364044,16.125957
8/19/1966,296.532135,304.762421,11.858815
8/20/1966,296.284821,302.098663,20.834558
8/21/1966,296.82608,301.983704,122.647949
8/22/1966,296.295013,302.515839,46.699661
8/23/1966,298.059357,306.545105,9.952464
8/24/1966,296.901947,305.07019,0.861693
8/25/1966,296.613678,304.594055,1.338992
8/26/1966,296.549408,304.366638,1.691017
8/27/1966,296.804077,304.954926,0
8/28/1966,296.543396,304.967651,3.715964
8/29/1966,296.900421,305.473694,20.379059
8/30/1966,296.064148,304.322296,15.811194
8/31/1966,297.718536,306.13739,19.000862
9/1/1966,296.006317,304.614319,11.739794
9/2/1966,295.991058,305.324677,9.509811
9/3/1966,296.54068,303.644653,13.28565
9/4/1966,296.638336,303.773102,1.298239
9/5/1966,295.043427,304.473938,1.824982
9/6/1966,294.313141,304.829559,2.92943
9/7/1966,295.280334,303.614655,2.515511
9/8/1966,295.999298,303.637329,5.225948
9/9/1966,296.338318,304.366913,4.884763
9/10/1966,296.181,304.989349,2.414878
9/11/1966,295.977814,305.519684,3.532038
9/12/1966,294.645813,306.546478,0
9/13/1966,293.888184,307.418427,0
9/14/1966,293.294434,306.459351,0
9/15/1966,293.328461,302.337738,2.765578
9/16/1966,291.030823,302.862061,0
9/17/1966,288.832184,303.52832,0
9/18/1966,289.611389,303.561371,0
9/19/1966,291.80368,305.392761,0
9/20/1966,293.726501,306.09021,6.722929
9/21/1966,290.337921,301.519165,5.389558
9/22/1966,287.010437,299.316589,0
9/23/1966,287.127563,301.451263,0
9/24/1966,287.057495,298.658173,0
9/25/1966,283.085785,300.105316,0
9/26/1966,287.473297,303.455872,0
9/27/1966,290.799225,303.997589,0
9/28/1966,290.425598,301.513763,0
9/29/1966,286.39267,300.704834,0
9/30/1966,288.236298,304.420593,0
10/1/1966,288.404266,304.982605,0
10/2/1966,291.393127,304.121704,0
10/3/1966,292.66748,300.812195,1.6911
10/4/1966,293.082092,300.688385,16.673162
10/5/1966,291.134186,304.804474,2.905283
10/6/1966,289.389954,303.086884,4.136999
10/7/1966,286.139587,294.601715,32.489376
10/8/1966,286.657288,293.974823,26.389404
10/9/1966,283.284454,294.457092,0
10/10/1966,284.851532,298.929565,0
10/11/1966,286.215454,300.433472,0
10/12/1966,286.246094,300.088898,0
10/13/1966,288.993866,301.89743,0
10/14/1966,289.999084,303.864227,0.282663
10/15/1966,284.548981,302.811493,7.841769
10/16/1966,280.117889,292.813629,0
10/17/1966,281.210785,295.812897,0
10/18/1966,283.556458,298.854065,0
10/19/1966,283.233704,297.681519,0
10/20/1966,280.873993,296.589874,0
10/21/1966,284.622894,301.002045,0
10/22/1966,284.974731,300.971832,0
10/23/1966,284.316589,298.655334,0
10/24/1966,279.984589,295.099243,0
10/25/1966,281.879456,298.169495,0
10/26/1966,282.424652,297.856049,0
10/27/1966,281.406738,299.634949,0
10/28/1966,283.384705,300.626526,0
10/29/1966,284.526459,300.136414,0
10/30/1966,286.006134,300.783478,0.494837
10/31/1966,287.891327,301.869629,0
11/1/1966,289.349091,303.990906,0
11/2/1966,289.811401,304.90921,0
11/3/1966,290.146973,303.689484,0
11/4/1966,289.022125,303.019073,0
11/5/1966,287.665253,299.18808,0.426342
11/6/1966,285.362823,295.463135,0
11/7/1966,288.578888,295.812378,11.384239
11/8/1966,289.716125,298.178345,2.140711
11/9/1966,287.95462,297.29129,2.866724
11/10/1966,284.233337,295.079132,0
11/11/1966,283.424988,295.26355,0
11/12/1966,285.128265,297.878265,0
11/13/1966,284.387756,299.546967,0
11/14/1966,285.61676,300.247894,0
11/15/1966,286.957794,300.683502,0
11/16/1966,286.961395,301.493958,0.292331
11/17/1966,286.110504,302.133484,0.469253
11/18/1966,289.603943,303.768036,0
11/19/1966,289.648499,303.464661,0
11/20/1966,288.688477,300.939728,0
11/21/1966,278.082031,297.991028,0
11/22/1966,275.921478,285.447479,0
11/23/1966,276.131836,292.066101,0
11/24/1966,279.6745,296.433472,0
11/25/1966,282.199402,299.228271,0
11/26/1966,284.132477,296.362335,3.619006
11/27/1966,282.845184,292.914032,1.013877
11/28/1966,285.38559,299.094055,0
11/29/1966,288.003326,299.6651,1.196672
11/30/1966,287.214752,298.063202,0
12/1/1966,289.685425,300.071198,1.429549
12/2/1966,289.310547,300.091187,0
12/3/1966,290.501678,300.629578,0
12/4/1966,289.642822,302.041901,0
12/5/1966,288.673401,302.217163,0
12/6/1966,288.270813,301.406494,0
12/7/1966,288.656952,300.81604,1.979101
12/8/1966,288.657928,300.686127,0.853636
12/9/1966,275.401398,295.381256,0
12/10/1966,281.887878,301.560944,0.564088
12/11/1966,284.760498,299.899414,0
12/12/1966,277.485413,294.904205,0
12/13/1966,277.702301,294.274384,0
12/14/1966,282.519653,293.945343,0.483802
12/15/1966,283.741272,294.796112,0.793799
12/16/1966,282.522369,297.188965,0
12/17/1966,281.712189,294.3862,0
12/18/1966,283.622833,295.785156,0
12/19/1966,277.346497,294.347687,7.507227
12/20/1966,274.133087,288.056305,0
12/21/1966,274.111359,290.931946,0
12/22/1966,276.87738,294.662445,0
12/23/1966,282.619873,293.134277,0.997759
12/24/1966,287.496582,296.576843,0
12/25/1966,285.387695,296.265839,0
12/26/1966,279.943542,292.160828,0
12/27/1966,280.946503,293.502472,0
12/28/1966,285.850616,299.481049,0
12/29/1966,284.805206,300.621643,0
12/30/1966,286.387604,300.213776,0
12/31/1966,284.368256,296.245605,0
1/1/1967,283.830048,298.772095,0
1/2/1967,285.875885,301.991241,0
1/3/1967,282.679932,300.788391,0
1/4/1967,286.676727,300.885071,0
1/5/1967,282.436829,296.407104,0
1/6/1967,276.325165,290.089722,0
1/7/1967,274.537933,286.891876,0
1/8/1967,274.218262,290.41629,0
1/9/1967,282.0466,296.437805,1.101731
1/10/1967,284.812683,302.489441,0
1/11/1967,283.705536,297.3815,0
1/12/1967,276.879883,290.068634,0
1/13/1967,280.570465,295.266418,0
1/14/1967,283.498444,302.231018,0
1/15/1967,272.863281,298.326965,0
1/16/1967,274.54184,292.710327,0
1/17/1967,280.521942,296.699707,0
1/18/1967,280.576996,299.318024,0
1/19/1967,281.24469,299.957855,0
1/20/1967,284.265564,299.920929,0
1/21/1967,280.008636,298.989716,0
1/22/1967,271.189514,285.213531,0
1/23/1967,269.550903,278.250183,5.959484
1/24/1967,270.658783,279.830475,6.485872
1/25/1967,274.325989,298.18158,1.587677
1/26/1967,282.074493,296.964203,0
1/27/1967,281.992706,291.905182,0
1/28/1967,284.537323,297.336761,3.390109
1/29/1967,283.121399,296.195374,0
1/30/1967,280.519012,292.991974,2.009499
1/31/1967,276.773895,287.62439,7.307375
2/1/1967,277.268311,289.764221,0
2/2/1967,285.104889,298.640717,0.484944
2/3/1967,280.91153,296.48819,0
2/4/1967,269.940002,283.327148,0.28011
2/5/1967,268.166992,272.96698,6.367635
2/6/1967,271.842255,279.805023,0
2/7/1967,274.985229,284.582153,0
2/8/1967,277.476715,285.507355,0
2/9/1967,277.333374,287.895416,0
2/10/1967,274.054993,285.791656,0
2/11/1967,273.261475,283.492004,0
2/12/1967,278.048035,287.768311,1.256974
2/13/1967,284.714783,291.18927,4.826541
2/14/1967,282.104828,290.584015,0
2/15/1967,273.781006,288.484833,0
2/16/1967,273.145813,291.481934,0
2/17/1967,276.021545,293.834869,0
2/18/1967,282.139709,296.256958,0
2/19/1967,282.747406,297.434845,0
2/20/1967,283.11441,299.884308,0
2/21/1967,285.761536,299.127747,0
2/22/1967,280.906525,301.005066,0
2/23/1967,286.148926,299.173737,0
2/24/1967,283.445862,297.73764,0.637016
2/25/1967,276.100311,288.746185,2.024822
2/26/1967,275.979095,285.802032,0.899032
2/27/1967,282.342316,287.167664,2.699865
2/28/1967,275.447876,290.309448,0
3/1/1967,276.329926,294.020996,0
3/2/1967,286.849915,297.158203,0
3/3/1967,280.947784,294.175934,0
3/4/1967,283.81955,292.641602,5.618739
3/5/1967,278.352936,294.314423,0
3/6/1967,286.142334,295.131195,6.128547
3/7/1967,282.781433,294.865875,0
3/8/1967,278.492676,291.902039,0
3/9/1967,284.796753,289.664185,15.847305
3/10/1967,282.887482,289.069702,0
3/11/1967,279.485107,293.411774,0
3/12/1967,282.847534,292.85318,0
3/13/1967,284.744812,291.364197,0.479717
3/14/1967,286.05542,293.301208,13.975164
3/15/1967,281.687317,288.077271,13.69461
3/16/1967,286.099884,297.21701,6.296325
3/17/1967,287.746613,293.61615,4.456834
3/18/1967,284.176575,293.864136,0.359077
3/19/1967,279.340179,292.44342,0
3/20/1967,275.69281,287.369263,0
3/21/1967,278.593292,287.489197,0
3/22/1967,280.579803,285.507751,3.404006
3/23/1967,282.239471,287.858002,1.646887
3/24/1967,283.871643,288.561493,3.506378
3/25/1967,281.585815,296.965363,1.722416
3/26/1967,282.479919,299.715973,0
3/27/1967,285.438599,300.876587,0
3/28/1967,284.203094,303.095276,0
3/29/1967,289.328064,301.317566,0.521807
3/30/1967,284.689606,300.514343,0
3/31/1967,281.129852,298.355377,0
4/1/1967,279.497589,295.018921,0
4/2/1967,284.429596,296.85025,1.304942
4/3/1967,282.051697,294.927765,0
4/4/1967,280.203918,291.257782,0.487066
4/5/1967,280.010681,290.578522,1.052624
4/6/1967,280.631165,292.460541,0.401248
4/7/1967,282.635712,294.953705,0
4/8/1967,280.803436,298.782227,0
4/9/1967,283.839417,301.78772,0
4/10/1967,286.363159,302.609924,0
4/11/1967,287.232086,303.464661,0
4/12/1967,288.386597,302.761749,0
4/13/1967,287.96582,302.554291,0
4/14/1967,288.058014,302.922058,0
4/15/1967,290.495972,301.865936,0
4/16/1967,289.698181,302.788452,0
4/17/1967,291.968842,302.096222,4.716115
4/18/1967,292.505676,296.718536,0.918524
4/19/1967,290.038483,301.702972,0
4/20/1967,288.730438,300.956238,0
4/21/1967,292.324707,297.887512,0
4/22/1967,292.015442,301.839142,2.765002
4/23/1967,291.250092,301.965027,3.553657
4/24/1967,292.559601,303.362427,12.89449
4/25/1967,291.965973,301.513031,4.14793
4/26/1967,286.74295,301.076874,0.330625
4/27/1967,287.222748,300.767822,1.038619
4/28/1967,288.460419,299.678314,0
4/29/1967,290.350708,300.373566,1.316169
4/30/1967,291.222504,297.57431,28.696426
5/1/1967,284.073517,292.918152,6.828973
5/2/1967,283.924744,297.36676,0
5/3/1967,286.321228,302.228638,0
5/4/1967,287.859283,304.568085,0
5/5/1967,287.4021,303.077393,0
5/6/1967,285.656311,301.097015,0
5/7/1967,289.799774,304.208862,0
5/8/1967,291.81012,307.195953,0
5/9/1967,293.614319,306.409821,0
5/10/1967,293.208252,304.529144,0
5/11/1967,292.630585,303.478271,0
5/12/1967,289.911224,302.108185,26.245296
5/13/1967,285.845551,300.263245,0.845698
5/14/1967,285.825073,296.011505,0
5/15/1967,286.641022,297.458466,0
5/16/1967,292.18866,298.269135,8.014368
5/17/1967,293.789764,299.738525,11.587223
5/18/1967,294.535309,301.339783,15.419665
5/19/1967,294.404053,300.661194,10.422023
5/20/1967,289.13855,300.290253,0
5/21/1967,288.908997,302.983215,0
5/22/1967,289.892944,304.328583,0
5/23/1967,292.164612,304.353394,0
5/24/1967,292.832458,302.667267,0
5/25/1967,292.1698,305.177277,0
5/26/1967,294.930786,306.813843,0
5/27/1967,293.161835,307.90097,0
5/28/1967,294.751862,307.607941,0.867722
5/29/1967,296.116364,306.639587,0
5/30/1967,293.687103,306.045013,0
5/31/1967,293.30484,306.299652,0
6/1/1967,295.441803,309.692413,0
6/2/1967,296.004181,309.009033,0
6/3/1967,295.875824,308.244995,0
6/4/1967,295.415558,306.446289,0
6/5/1967,295.599243,306.825592,0
6/6/1967,293.899323,307.246216,0
6/7/1967,295.706024,310.544128,1.486598
6/8/1967,296.150055,309.65274,0
6/9/1967,296.471863,309.877808,0
6/10/1967,296.116302,309.041931,0
6/11/1967,295.909637,307.832062,0
6/12/1967,294.484802,307.396667,0
6/13/1967,292.924316,307.241119,0
6/14/1967,294.585754,308.421234,0
6/15/1967,295.428864,309.046051,0
6/16/1967,296.658875,310.615112,0
6/17/1967,297.032654,311.425568,0
6/18/1967,298.595184,311.087921,0
6/19/1967,296.406799,310.82254,0
6/20/1967,295.999115,309.00296,0
6/21/1967,296.155457,307.186096,2.672796
6/22/1967,295.942444,306.119476,8.839924
6/23/1967,295.757812,304.581696,4.1848
6/24/1967,296.151672,303.110931,13.682801
6/25/1967,293.953888,303.599823,1.048911
6/26/1967,294.607513,303.905182,0
6/27/1967,294.530151,303.5448,0.49146
6/28/1967,296.988922,303.291351,42.582893
6/29/1967,296.591827,299.452423,84.032372
6/30/1967,295.632507,300.184814,152.131439
7/1/1967,296.498993,302.670563,36.8022
7/2/1967,297.493408,303.958832,47.570213
7/3/1967,296.545624,302.348541,23.288927
7/4/1967,294.141663,299.177063,53.645817
7/5/1967,295.326874,301.429596,8.081487
7/6/1967,295.65448,301.151154,9.107306
7/7/1967,297.134491,302.617798,10.536699
7/8/1967,295.323303,301.791504,0
7/9/1967,294.454041,302.410065,3.864492
7/10/1967,294.510345,301.360718,5.547354
7/11/1967,294.505981,300.595612,6.745389
7/12/1967,294.627441,301.475861,4.247254
7/13/1967,293.791138,301.769592,3.004383
7/14/1967,294.863525,301.759003,4.35079
7/15/1967,295.629181,302.10968,0.415642
7/16/1967,295.847931,305.052063,0
7/17/1967,295.69162,306.781433,0
7/18/1967,295.326294,308.286469,0.52979
7/19/1967,295.100098,307.679962,0
7/20/1967,295.692627,306.756348,0.632
7/21/1967,295.429657,306.262024,5.192167
7/22/1967,294.570679,307.065277,0
7/23/1967,293.54248,306.505829,0
7/24/1967,292.85144,307.035522,0
7/25/1967,294.453369,308.071838,0
7/26/1967,295.444519,308.674622,0
7/27/1967,295.397339,309.034943,0
7/28/1967,295.439056,309.333282,0
7/29/1967,295.742035,309.139954,0
7/30/1967,295.388214,309.055573,4.317598
7/31/1967,295.178864,307.426392,2.426368
8/1/1967,295.95816,306.990967,6.08063
8/2/1967,294.894409,306.579163,1.296391
8/3/1967,294.354828,305.957214,0.437935
8/4/1967,293.912292,306.390747,4.510046
8/5/1967,293.399841,306.427765,0
8/6/1967,293.854492,306.492371,0.293165
8/7/1967,293.904785,306.776672,0
8/8/1967,294.081512,306.204834,2.068448
8/9/1967,293.739258,304.991455,2.922161
