#Variables:
#tasmin_IPSL-CM5B-LR_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5B-LR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5B-LR_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5B-LR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5B-LR_rcp45(K),tasmax_IPSL-CM5B-LR_rcp45(K),pr_IPSL-CM5B-LR_rcp45(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5B-LR_rcp45(K),tasmax_IPSL-CM5B-LR_rcp45(K),pr_IPSL-CM5B-LR_rcp45(mm)
2015-10-28,290.808929,304.164368,0.000000
2015-10-29,291.599396,306.617310,0.000000
2015-10-30,293.354340,307.261841,0.000000
2015-10-31,293.053375,306.132019,0.000000
2015-11-01,290.338898,300.934326,0.538312
2015-11-02,282.185242,293.944275,0.000000
2015-11-03,286.540985,300.112366,0.000000
2015-11-04,288.864502,303.167694,0.000000
2015-11-05,289.540771,304.169189,0.000000
2015-11-06,289.602020,305.314209,0.000000
2015-11-07,292.233215,303.968018,0.000000
2015-11-08,286.762390,298.499969,0.000000
2015-11-09,281.607025,292.210632,0.000000
2015-11-10,281.755951,298.020050,0.000000
2015-11-11,285.993713,300.920776,0.325861
2015-11-12,289.362366,301.445068,0.000000
2015-11-13,290.800262,299.248840,4.914208
2015-11-14,279.004578,292.205688,4.920371
2015-11-15,277.132263,285.925751,0.000000
2015-11-16,276.657623,290.982086,1.084466
2015-11-17,280.145660,297.883789,0.000000
2015-11-18,290.194092,301.369293,2.053592
2015-11-19,289.381683,301.490753,5.386806
2015-11-20,284.119720,296.920929,2.664703
2015-11-21,280.448639,289.770203,0.548177
2015-11-22,275.169769,288.862091,0.000000
2015-11-23,277.648224,289.002808,0.000000
2015-11-24,282.434906,290.066376,20.890398
2015-11-25,280.801300,287.583771,2.904962
2015-11-26,278.027252,292.647949,0.571902
2015-11-27,273.716064,288.468719,0.000000
2015-11-28,273.500763,295.128113,0.000000
2015-11-29,278.088776,293.034271,0.000000
2015-11-30,285.194733,295.824097,0.000000
2015-12-01,284.263947,299.056366,1.163727
2015-12-02,277.913940,296.047241,0.000000
2015-12-03,281.983612,300.748596,0.000000
2015-12-04,285.388458,297.499115,0.000000
2015-12-05,275.402985,294.359772,0.000000
2015-12-06,281.570984,297.136871,0.000000
2015-12-07,278.962097,297.386200,0.000000
2015-12-08,278.689331,299.467316,0.000000
2015-12-09,282.468597,300.166138,0.000000
2015-12-10,284.211090,299.284302,0.000000
2015-12-11,287.601318,296.563843,2.206536
2015-12-12,288.283875,298.064087,10.744843
2015-12-13,288.146973,297.768707,1.662378
2015-12-14,285.147156,293.959351,0.562913
2015-12-15,282.017883,290.230774,0.000000
2015-12-16,282.747864,288.540558,0.000000
2015-12-17,279.112274,291.721985,0.000000
2015-12-18,278.409485,295.506012,0.000000
2015-12-19,281.200287,299.903473,0.000000
2015-12-20,285.807861,292.957336,0.000000
2015-12-21,276.984222,290.382050,0.000000
2015-12-22,281.156860,299.014526,0.000000
2015-12-23,285.599243,296.215607,0.000000
2015-12-24,282.396637,294.936066,9.735933
2015-12-25,265.887817,290.098541,20.252398
2015-12-26,257.623749,269.344727,1.624334
2015-12-27,262.209045,269.343689,0.000000
2015-12-28,264.213745,278.700714,0.000000
2015-12-29,267.689117,285.846497,0.000000
2015-12-30,269.154602,284.697876,0.000000
2015-12-31,273.988159,286.435303,0.000000
2016-01-01,277.664215,284.523651,0.000000
2016-01-02,279.966217,291.464020,3.900755
2016-01-03,278.477783,297.785828,0.000000
2016-01-04,278.132172,293.377563,0.000000
2016-01-05,280.444702,297.269470,0.000000
2016-01-06,281.915802,299.611847,0.000000
2016-01-07,281.596863,301.168427,0.000000
2016-01-08,287.363098,299.126221,0.373086
2016-01-09,281.315948,293.650726,3.259724
2016-01-10,272.791901,286.602661,0.626599
2016-01-11,270.752319,282.537689,0.000000
2016-01-12,277.422119,279.781738,4.490252
2016-01-13,277.091064,284.803833,2.352055
2016-01-14,274.027832,285.098877,0.000000
2016-01-15,275.595459,280.289825,0.000000
2016-01-16,278.345917,282.625702,4.304264
2016-01-17,283.162231,288.541931,20.487465
2016-01-18,277.433533,285.289642,3.081455
2016-01-19,274.113861,283.046051,0.399469
2016-01-20,271.105042,284.449524,0.000000
2016-01-21,272.474182,290.355377,0.000000
2016-01-22,276.132965,294.105896,0.000000
2016-01-23,280.246460,298.343079,0.000000
2016-01-24,280.421722,297.795502,0.000000
2016-01-25,280.426941,298.429321,0.000000
2016-01-26,280.328766,297.352661,0.942079
2016-01-27,279.613342,297.353485,0.000000
2016-01-28,279.344849,299.327728,0.000000
2016-01-29,284.583252,297.975586,0.000000
2016-01-30,276.139587,294.238220,16.821392
2016-01-31,268.673187,271.064209,1.143770
2016-02-01,269.453369,279.266479,0.000000
2016-02-02,269.737305,290.694153,0.000000
2016-02-03,283.084534,287.466797,0.000000
2016-02-04,278.146515,288.097809,21.154387
2016-02-05,276.491913,279.198029,2.621223
2016-02-06,277.800476,282.107849,0.000000
2016-02-07,281.368896,283.633698,0.000000
2016-02-08,278.359039,288.895386,0.000000
2016-02-09,275.798279,290.038544,0.000000
2016-02-10,277.455383,291.029907,0.000000
2016-02-11,280.145172,295.593170,0.000000
2016-02-12,281.556763,297.825867,0.000000
2016-02-13,283.376801,293.226532,0.000000
2016-02-14,282.511932,292.710205,0.657366
2016-02-15,285.396759,300.980835,1.174142
2016-02-16,284.138184,296.845886,0.290139
2016-02-17,281.983276,296.707581,0.000000
2016-02-18,285.258606,296.340363,0.777910
2016-02-19,286.313080,296.278748,0.000000
2016-02-20,289.516998,297.575043,7.174901
2016-02-21,288.809418,296.296387,6.794877
2016-02-22,279.052948,289.611847,1.698372
2016-02-23,278.806946,288.391632,0.000000
2016-02-24,279.502747,288.311157,0.000000
2016-02-25,280.590485,287.139954,0.000000
2016-02-26,275.925262,289.830170,0.000000
2016-02-27,278.994598,292.897430,0.000000
2016-02-28,280.322235,289.836823,0.000000
2016-02-29,280.456146,288.503204,3.020537
2016-03-01,280.590057,287.169586,6.041073
2016-03-02,285.463623,296.149750,0.000000
2016-03-03,288.880493,302.145630,0.000000
2016-03-04,289.248871,302.853027,0.401775
2016-03-05,289.001923,301.618591,0.000000
2016-03-06,288.713257,302.193634,0.000000
2016-03-07,289.194489,302.198181,0.000000
2016-03-08,289.247162,302.759399,0.000000
2016-03-09,287.398132,298.419006,0.000000
2016-03-10,277.695129,287.936676,9.742361
2016-03-11,275.607147,289.783691,6.877934
2016-03-12,286.343781,301.149628,3.693673
2016-03-13,284.379730,297.253510,0.000000
2016-03-14,281.496857,298.644104,0.000000
2016-03-15,282.495819,298.669250,11.791993
2016-03-16,273.045593,283.004974,0.506260
2016-03-17,272.698029,286.158203,0.000000
2016-03-18,273.391022,287.852783,0.000000
2016-03-19,273.885254,293.686981,0.000000
2016-03-20,283.593353,296.379272,0.000000
2016-03-21,288.020355,298.324707,5.246878
2016-03-22,289.101288,295.583893,1.860389
2016-03-23,284.989746,299.150757,0.787221
2016-03-24,283.085571,304.605103,0.000000
2016-03-25,286.707916,304.695770,0.000000
2016-03-26,289.822083,308.888702,0.000000
2016-03-27,291.835907,305.049774,0.000000
2016-03-28,291.099121,303.472809,0.000000
2016-03-29,287.571991,298.871124,0.000000
2016-03-30,284.444794,293.626373,0.000000
2016-03-31,282.671631,295.154724,0.000000
2016-04-01,288.828064,301.875793,0.000000
2016-04-02,289.504883,305.129761,0.000000
2016-04-03,290.453003,305.069366,0.000000
2016-04-04,292.838623,306.419891,0.000000
2016-04-05,291.790222,306.177399,0.000000
2016-04-06,290.556427,307.480438,0.000000
2016-04-07,291.933624,302.797913,0.000000
2016-04-08,292.199860,299.819885,0.000000
2016-04-09,289.651001,304.276215,0.000000
2016-04-10,289.393677,302.663910,0.000000
2016-04-11,291.131195,302.967377,0.000000
2016-04-12,292.500214,306.761749,0.000000
2016-04-13,291.524780,302.703217,0.000000
2016-04-14,284.696716,297.278534,0.802884
2016-04-15,285.459045,302.764221,0.000000
2016-04-16,287.583008,303.413055,0.000000
2016-04-17,288.506866,301.199158,0.000000
2016-04-18,291.373199,299.095154,0.000000
2016-04-19,288.389893,302.285767,0.000000
2016-04-20,290.457184,306.431152,0.000000
2016-04-21,293.450104,306.946228,0.000000
2016-04-22,293.607239,307.200134,0.000000
2016-04-23,291.816467,305.557251,0.000000
2016-04-24,288.047760,302.923004,0.000000
2016-04-25,287.875275,299.993896,0.000000
2016-04-26,284.855927,296.890778,0.000000
2016-04-27,284.465729,301.783722,0.000000
2016-04-28,288.662384,304.230286,0.000000
2016-04-29,291.332825,304.196320,0.365319
2016-04-30,290.792419,301.309113,1.072808
2016-05-01,291.502716,299.656006,5.999493
2016-05-02,290.957397,297.646820,17.474125
2016-05-03,285.228790,295.792450,0.000000
2016-05-04,288.135773,295.982056,1.790912
2016-05-05,291.225616,304.934357,0.000000
2016-05-06,291.320892,307.617584,0.000000
2016-05-07,288.889343,304.335907,0.000000
2016-05-08,291.728424,306.834137,0.000000
2016-05-09,291.919617,310.504791,0.000000
2016-05-10,293.371948,311.391846,0.000000
2016-05-11,293.283386,310.221161,0.000000
2016-05-12,294.093567,309.375122,0.000000
2016-05-13,293.597473,307.641846,10.329458
2016-05-14,289.147278,301.768372,0.640614
2016-05-15,291.332855,302.740875,0.000000
2016-05-16,294.154663,303.904358,0.000000
2016-05-17,293.542725,305.041626,0.489138
2016-05-18,292.975311,303.055206,0.000000
2016-05-19,291.544342,303.956360,0.311883
2016-05-20,293.724792,303.604767,0.000000
2016-05-21,293.508850,309.389954,0.000000
2016-05-22,296.421875,309.167297,0.000000
2016-05-23,294.570496,306.417877,0.000000
2016-05-24,295.065979,309.812500,0.000000
2016-05-25,296.051910,308.736603,0.305776
2016-05-26,297.422943,305.870575,0.000000
2016-05-27,296.000031,308.619171,0.484510
2016-05-28,295.345764,309.318542,0.000000
2016-05-29,296.458191,310.811493,0.315267
2016-05-30,297.008636,309.288727,10.579523
2016-05-31,296.821411,309.638641,0.295139
2016-06-01,297.991455,309.944519,2.915627
2016-06-02,296.060028,308.519348,0.000000
2016-06-03,295.512787,306.820038,0.000000
2016-06-04,295.198181,306.849274,0.000000
2016-06-05,296.778900,308.203491,0.000000
2016-06-06,297.490112,306.419983,0.000000
2016-06-07,296.384003,305.614624,5.357694
2016-06-08,294.702667,305.153351,0.000000
2016-06-09,294.907257,309.618866,0.000000
2016-06-10,297.604553,312.270752,0.000000
2016-06-11,298.606781,311.836090,0.000000
2016-06-12,297.846558,304.233917,5.294208
2016-06-13,297.820892,305.079742,23.377640
2016-06-14,294.778259,301.979279,11.057452
2016-06-15,294.809204,302.926483,2.740706
2016-06-16,291.185486,305.046753,0.000000
2016-06-17,292.807983,308.437653,0.000000
2016-06-18,295.550171,307.425964,0.000000
2016-06-19,295.767792,307.611847,0.000000
2016-06-20,293.770966,309.156677,0.284294
2016-06-21,295.753265,311.905518,0.000000
2016-06-22,297.411896,313.468750,0.000000
2016-06-23,297.535980,313.422516,0.000000
2016-06-24,297.677429,312.610474,0.000000
2016-06-25,298.291138,313.879547,0.000000
2016-06-26,299.683350,314.699738,0.000000
2016-06-27,300.667389,313.675262,0.000000
2016-06-28,301.594666,312.570221,0.000000
2016-06-29,298.945892,309.858276,0.000000
2016-06-30,298.656311,308.921600,0.000000
2016-07-01,297.427734,308.313782,0.000000
2016-07-02,297.115479,308.489319,0.000000
2016-07-03,297.110046,309.084534,0.000000
2016-07-04,297.294708,310.866150,0.000000
2016-07-05,298.524078,312.506195,0.000000
2016-07-06,297.590851,311.101685,0.000000
2016-07-07,297.208221,309.644653,4.369895
2016-07-08,297.233856,310.078583,0.795951
2016-07-09,297.332825,312.096741,0.000000
2016-07-10,298.625336,312.893311,0.000000
2016-07-11,297.690002,312.541443,0.000000
2016-07-12,297.488403,311.945953,0.000000
2016-07-13,298.048309,310.824707,0.000000
2016-07-14,297.766968,309.465729,0.000000
2016-07-15,297.878723,309.412506,0.000000
2016-07-16,296.989960,306.842804,0.000000
2016-07-17,296.966156,305.771698,0.000000
2016-07-18,296.608032,308.250610,0.000000
2016-07-19,297.052704,308.770660,0.000000
2016-07-20,297.200684,306.195343,0.574787
2016-07-21,297.637421,308.790649,3.912131
2016-07-22,297.225952,309.622040,0.000000
2016-07-23,297.109375,308.021515,0.000000
2016-07-24,297.209015,306.613495,0.716260
2016-07-25,296.583649,309.824615,0.000000
2016-07-26,296.444122,310.918793,0.000000
2016-07-27,296.841705,309.941040,0.000000
2016-07-28,296.582092,306.150970,0.000000
2016-07-29,295.246857,301.277130,35.300632
2016-07-30,296.635925,308.050262,4.759571
2016-07-31,295.088409,308.930359,0.000000
2016-08-01,295.445923,309.127869,3.214641
2016-08-02,295.776093,309.444244,1.798831
2016-08-03,296.281586,308.173462,5.342544
2016-08-04,296.367126,308.230713,3.630905
2016-08-05,296.757629,308.322327,0.444997
2016-08-06,296.710388,308.768158,0.000000
2016-08-07,296.907104,310.011810,1.241356
2016-08-08,297.137451,308.957428,0.000000
2016-08-09,296.811005,307.204651,0.000000
2016-08-10,297.034668,307.520081,0.850397
2016-08-11,297.059357,307.194183,3.853346
2016-08-12,298.576324,307.847015,12.219316
2016-08-13,298.690552,304.720917,6.926179
2016-08-14,298.837616,303.607361,9.096384
2016-08-15,299.166412,301.679169,1.295956
2016-08-16,298.740814,306.331024,0.000000
2016-08-17,296.073212,308.347046,0.000000
2016-08-18,296.016022,308.854980,0.000000
2016-08-19,296.281342,309.977295,0.000000
2016-08-20,296.534454,310.010010,0.000000
2016-08-21,296.110748,311.045319,0.000000
2016-08-22,298.604462,311.951080,0.486737
2016-08-23,297.992371,309.529877,0.000000
2016-08-24,296.485138,309.108551,0.594015
2016-08-25,296.477997,309.115997,0.000000
2016-08-26,296.992126,307.623199,0.930369
2016-08-27,298.621918,304.255432,28.927725
2016-08-28,299.424591,308.450989,37.276798
2016-08-29,297.828827,309.586517,4.207887
2016-08-30,297.596313,310.664734,1.765009
2016-08-31,297.530884,310.687103,1.809957
2016-09-01,297.225403,309.446411,0.000000
2016-09-02,296.394165,308.008301,0.000000
2016-09-03,295.404449,309.197144,0.000000
2016-09-04,294.597351,310.495483,0.000000
2016-09-05,295.220428,310.422760,0.000000
2016-09-06,296.210602,310.479492,0.000000
2016-09-07,296.490845,309.459045,0.000000
2016-09-08,296.379059,308.269409,0.000000
2016-09-09,295.907837,307.294800,0.000000
2016-09-10,296.219330,306.944916,0.000000
2016-09-11,296.499268,306.641296,0.000000
2016-09-12,296.975800,306.560760,0.000000
2016-09-13,296.113678,305.802429,0.000000
2016-09-14,295.689514,306.413605,0.000000
2016-09-15,296.256989,307.493713,0.000000
2016-09-16,296.669434,307.803802,0.000000
2016-09-17,295.706573,308.065125,0.000000
2016-09-18,295.408020,307.599792,0.000000
2016-09-19,297.200714,306.700867,0.000000
2016-09-20,298.613007,307.137146,0.500912
2016-09-21,296.054688,304.670013,0.000000
2016-09-22,290.807648,302.736084,0.000000
2016-09-23,291.239655,303.790802,0.000000
2016-09-24,293.933594,302.948914,0.000000
2016-09-25,294.836304,304.047394,1.446823
2016-09-26,294.078979,307.355835,0.653340
2016-09-27,291.459991,305.353302,0.000000
2016-09-28,291.689728,305.995056,0.000000
2016-09-29,292.657196,307.517609,0.000000
2016-09-30,294.565430,309.342438,0.000000
2016-10-01,293.722076,305.846161,0.000000
2016-10-02,288.081299,301.741272,0.000000
2016-10-03,290.219788,305.847900,0.000000
2016-10-04,293.841614,306.371735,0.000000
2016-10-05,290.732880,303.378143,0.000000
2016-10-06,287.187958,295.788696,0.000000
2016-10-07,285.894104,294.178162,4.270676
2016-10-08,282.956879,287.327332,29.613636
2016-10-09,288.885315,295.730438,77.427063
2016-10-10,285.457489,291.457703,4.775605
2016-10-11,283.736786,297.188690,0.000000
2016-10-12,286.101501,298.614838,0.000000
2016-10-13,290.470764,298.374176,8.029303
2016-10-14,291.086487,301.107452,8.253073
2016-10-15,285.663757,302.236877,0.000000
2016-10-16,283.890533,297.465118,0.000000
2016-10-17,281.966003,297.885101,0.000000
2016-10-18,284.737671,301.088531,0.000000
2016-10-19,287.556519,300.862518,0.000000
2016-10-20,291.252258,300.087830,8.161600
2016-10-21,291.406281,296.578033,16.215504
2016-10-22,281.162354,290.558655,0.000000
2016-10-23,278.195831,294.448486,0.000000
2016-10-24,280.876709,292.012909,0.290655
2016-10-25,279.970947,288.977356,0.924516
2016-10-26,282.073090,290.413300,0.000000
2016-10-27,282.094940,298.086975,0.000000
2016-10-28,285.503204,301.195251,0.301332
2016-10-29,287.237518,296.557159,0.650042
2016-10-30,279.829834,291.643127,0.000000
2016-10-31,281.947174,292.290070,0.000000
2016-11-01,284.509064,291.088623,0.000000
2016-11-02,284.125916,291.091492,0.000000
2016-11-03,284.384674,296.347046,0.000000
2016-11-04,289.593903,299.827911,0.000000
2016-11-05,289.680786,300.099457,0.000000
2016-11-06,282.657104,298.791901,0.000000
2016-11-07,286.771606,298.813568,0.000000
2016-11-08,286.214722,297.505249,3.118333
2016-11-09,287.397675,295.598969,17.844210
2016-11-10,280.139587,289.293823,4.840637
2016-11-11,283.368774,288.989716,36.857059
2016-11-12,282.052032,292.971405,3.277680
2016-11-13,281.249542,295.528564,0.000000
2016-11-14,278.543488,290.589996,0.000000
2016-11-15,275.766235,291.062439,0.000000
2016-11-16,278.872101,294.428436,0.000000
2016-11-17,284.556427,299.391876,0.000000
2016-11-18,281.649811,296.062103,1.096438
2016-11-19,270.748383,284.972046,0.000000
2016-11-20,270.595001,285.782013,0.000000
2016-11-21,276.594177,290.578735,0.000000
2016-11-22,276.884094,295.192444,0.000000
2016-11-23,284.809692,296.847748,0.000000
2016-11-24,285.327881,299.647125,1.073828
2016-11-25,287.079926,301.065125,0.573927
2016-11-26,288.256836,300.808777,0.340070
2016-11-27,282.844086,293.043274,0.000000
2016-11-28,279.659515,293.316223,0.000000
2016-11-29,279.830170,292.357300,0.000000
2016-11-30,279.965363,294.622650,0.000000
2016-12-01,283.953156,293.249725,0.000000
2016-12-02,288.913696,295.028290,1.383551
2016-12-03,287.292206,296.141266,2.712580
2016-12-04,283.007812,297.847595,1.116109
2016-12-05,279.842316,298.452393,0.000000
2016-12-06,282.948853,298.932404,0.000000
2016-12-07,287.212524,299.271851,0.469411
2016-12-08,288.990723,298.583588,0.528812
2016-12-09,281.175873,295.272308,12.172198
2016-12-10,271.591736,284.602600,0.000000
2016-12-11,273.176300,286.228912,0.000000
2016-12-12,278.551819,289.993530,1.364305
2016-12-13,282.596893,291.606354,0.360821
2016-12-14,286.725983,296.964752,57.128639
2016-12-15,283.400513,295.152679,30.699108
2016-12-16,277.084747,287.428955,8.858295
2016-12-17,274.760529,281.330719,3.374799
2016-12-18,272.724823,285.443237,0.000000
2016-12-19,276.384003,284.716583,0.000000
2016-12-20,276.363617,287.448883,0.000000
2016-12-21,280.585388,292.862518,1.843451
2016-12-22,284.249969,290.127258,0.000000
2016-12-23,278.799988,287.146942,0.000000
2016-12-24,274.382874,282.314148,0.000000
2016-12-25,274.753845,284.519867,0.000000
2016-12-26,277.810364,282.649628,1.934468
2016-12-27,279.502075,282.165314,5.291588
2016-12-28,281.177765,283.569214,3.779164
2016-12-29,280.653748,289.086273,6.941553
2016-12-30,278.908936,287.913971,0.000000
2016-12-31,277.177979,285.949768,22.297689
2017-01-01,278.533081,284.520813,6.126364
2017-01-02,273.436615,281.503967,0.000000
2017-01-03,274.079559,277.998260,0.360245
2017-01-04,275.218842,279.518188,0.000000
2017-01-05,273.848907,278.321930,12.781181
2017-01-06,276.606354,280.248535,49.088894
2017-01-07,278.832825,283.874207,1.905886
2017-01-08,277.839600,289.082153,0.000000
2017-01-09,279.135376,292.066956,0.000000
2017-01-10,281.636322,295.435547,0.000000
2017-01-11,282.372986,293.274963,0.000000
2017-01-12,284.081421,292.977997,0.000000
2017-01-13,281.195343,291.764801,5.129455
2017-01-14,280.761017,287.056580,6.120276
2017-01-15,281.852570,292.010834,0.000000
2017-01-16,284.662964,296.643494,0.000000
2017-01-17,282.711456,292.227539,0.000000
2017-01-18,282.096619,289.707214,0.704099
2017-01-19,286.551056,293.515442,0.321599
2017-01-20,286.472809,293.910980,0.337622
2017-01-21,280.039703,290.842651,0.000000
2017-01-22,280.214966,293.379364,0.000000
2017-01-23,283.014923,293.990051,0.000000
2017-01-24,282.709991,290.261230,8.032417
2017-01-25,279.241486,288.481781,3.034648
2017-01-26,277.792633,292.237793,0.000000
2017-01-27,281.040009,290.494568,0.000000
2017-01-28,279.100922,292.822449,0.000000
2017-01-29,279.463806,293.318451,0.000000
2017-01-30,280.800812,295.883514,0.000000
2017-01-31,281.652924,290.287567,0.000000
2017-02-01,277.574768,289.182983,0.000000
2017-02-02,278.192230,294.620026,0.000000
2017-02-03,280.218750,290.573029,0.000000
2017-02-04,280.973297,292.333832,0.000000
2017-02-05,280.627075,294.186890,0.000000
2017-02-06,285.211151,294.379028,0.000000
2017-02-07,288.875061,297.911041,0.000000
2017-02-08,284.195557,296.381134,0.000000
2017-02-09,279.585602,290.834473,0.000000
2017-02-10,276.210388,282.218567,0.000000
2017-02-11,273.168182,281.336884,0.000000
2017-02-12,272.657715,283.874054,0.000000
2017-02-13,275.749329,289.903656,0.000000
2017-02-14,280.954712,298.285583,0.000000
2017-02-15,285.974640,302.165436,0.000000
2017-02-16,287.584473,303.351257,0.000000
2017-02-17,288.619659,306.600494,0.000000
2017-02-18,288.971649,306.807526,0.000000
2017-02-19,289.153748,304.317871,0.000000
2017-02-20,290.018524,301.870178,0.000000
2017-02-21,290.417999,298.749878,2.951421
2017-02-22,283.715759,294.591553,4.852272
2017-02-23,279.195862,291.963989,1.196535
2017-02-24,279.630524,297.338440,0.000000
2017-02-25,279.937714,303.618530,0.000000
2017-02-26,283.180481,295.710815,0.000000
2017-02-27,281.200836,292.973755,0.000000
2017-02-28,282.212463,294.037872,0.000000
2017-03-01,284.664154,293.820984,2.810795
2017-03-02,284.905884,291.767242,0.387259
2017-03-03,277.135559,285.453705,0.000000
2017-03-04,274.603180,288.839905,0.000000
2017-03-05,282.280334,300.112671,0.000000
2017-03-06,284.334259,302.187500,0.000000
2017-03-07,288.193909,303.786804,0.000000
2017-03-08,289.960266,303.850647,0.000000
2017-03-09,291.529724,303.176361,0.000000
2017-03-10,291.682678,303.215881,0.000000
2017-03-11,292.053009,303.174957,0.000000
2017-03-12,289.152344,299.343018,0.000000
2017-03-13,286.551300,300.066772,0.716065
2017-03-14,288.224182,303.011200,0.000000
2017-03-15,289.595825,303.308319,0.000000
2017-03-16,290.330566,302.870026,0.000000
2017-03-17,287.995331,300.121918,0.000000
2017-03-18,282.055511,295.463867,0.000000
2017-03-19,280.213776,290.354736,0.000000
2017-03-20,282.316895,295.275543,0.000000
2017-03-21,286.445618,301.099335,0.000000
2017-03-22,290.294983,304.410400,0.000000
2017-03-23,294.021912,306.546143,0.000000
2017-03-24,294.122406,305.300110,1.062238
2017-03-25,291.884827,302.850159,0.000000
2017-03-26,290.177704,301.712402,0.000000
2017-03-27,288.079193,298.881439,0.000000
2017-03-28,285.675598,294.957062,0.000000
2017-03-29,283.930786,291.465271,0.000000
2017-03-30,283.587982,293.094818,0.000000
2017-03-31,284.594025,294.833954,0.000000
2017-04-01,285.002380,298.082153,0.000000
2017-04-02,286.649017,302.297241,0.000000
2017-04-03,288.523743,300.343048,0.000000
2017-04-04,289.140656,300.803833,0.000000
2017-04-05,291.147675,302.964203,0.000000
2017-04-06,290.783356,301.512726,0.000000
2017-04-07,291.427490,297.523529,2.055748
2017-04-08,287.814026,300.201508,1.142532
2017-04-09,286.949646,300.064453,0.000000
2017-04-10,287.274139,301.018524,0.000000
2017-04-11,288.401611,302.170471,0.000000
2017-04-12,286.851990,302.158905,0.000000
2017-04-13,288.887482,303.144196,0.000000
2017-04-14,290.353821,304.308594,0.000000
2017-04-15,291.179138,304.071228,0.000000
2017-04-16,291.316650,301.917450,0.320637
2017-04-17,285.075836,294.064270,0.000000
2017-04-18,283.381165,300.639008,0.000000
2017-04-19,289.271057,309.109436,0.000000
2017-04-20,293.643250,305.636505,0.000000
2017-04-21,294.561615,303.274933,0.000000
2017-04-22,291.241943,305.101196,1.639907
2017-04-23,289.998444,303.785980,0.000000
2017-04-24,288.704681,305.089966,0.000000
2017-04-25,291.335144,304.177277,0.000000
2017-04-26,290.130096,301.117310,0.000000
2017-04-27,292.215088,299.760406,0.463323
2017-04-28,292.128326,303.805176,0.000000
2017-04-29,291.376617,303.317474,0.000000
2017-04-30,289.679840,301.887451,0.000000
2017-05-01,285.798462,297.072205,0.000000
2017-05-02,285.313538,293.979462,0.000000
2017-05-03,284.850220,295.776428,0.000000
2017-05-04,286.846771,297.250153,0.000000
2017-05-05,291.634094,296.814911,19.409189
2017-05-06,290.813660,300.850952,20.367233
2017-05-07,289.550415,300.736389,2.223907
2017-05-08,290.049011,302.026764,3.897840
2017-05-09,290.388092,302.247131,4.538457
2017-05-10,286.583252,297.024536,0.000000
2017-05-11,284.951630,299.515686,0.000000
2017-05-12,287.341034,302.594604,0.000000
2017-05-13,291.364227,300.577759,2.233951
2017-05-14,294.148560,302.968842,19.499557
2017-05-15,293.031097,308.512360,0.000000
2017-05-16,293.513428,306.727081,0.000000
2017-05-17,292.760223,300.738220,12.653603
2017-05-18,294.778748,301.959381,33.032459
2017-05-19,294.397095,301.605469,62.962139
2017-05-20,293.986084,302.962921,37.295052
2017-05-21,293.313385,303.757355,4.283133
2017-05-22,292.348389,307.342987,0.472033
2017-05-23,292.932495,308.165955,0.000000
2017-05-24,293.532043,307.396698,0.000000
2017-05-25,292.418213,306.790314,0.000000
2017-05-26,290.813629,306.698883,0.000000
2017-05-27,292.924927,303.884583,0.000000
2017-05-28,291.386078,299.451111,15.686419
2017-05-29,291.498047,298.361115,15.009127
2017-05-30,293.568909,297.892242,12.222867
2017-05-31,292.653320,297.202332,27.392977
2017-06-01,294.499237,300.812653,37.401783
2017-06-02,295.258331,301.401672,37.720764
2017-06-03,293.227020,300.919373,7.204543
2017-06-04,292.741669,305.748383,0.000000
2017-06-05,292.462585,307.764252,0.000000
2017-06-06,292.300293,307.768433,0.000000
2017-06-07,293.287445,304.109222,0.710397
2017-06-08,292.187805,303.192505,0.000000
2017-06-09,291.814056,304.417206,0.000000
2017-06-10,294.117798,304.312439,0.000000
2017-06-11,294.545074,303.626587,0.000000
2017-06-12,294.100769,304.674438,0.631112
2017-06-13,293.013611,306.658234,0.000000
2017-06-14,294.960083,305.948273,0.000000
2017-06-15,295.114166,304.256836,0.312227
2017-06-16,295.182617,301.865326,1.695491
2017-06-17,294.989929,300.503876,4.178385
2017-06-18,293.119812,304.180634,0.000000
2017-06-19,292.601776,305.413391,0.000000
2017-06-20,294.490204,305.608643,0.681092
2017-06-21,294.903137,305.336823,0.000000
2017-06-22,294.938995,304.062469,11.972733
2017-06-23,295.220917,304.241852,15.826897
2017-06-24,295.075012,306.950226,5.771947
2017-06-25,295.142090,309.724701,1.552439
2017-06-26,296.023468,310.695404,0.000000
2017-06-27,296.943176,309.896088,0.000000
2017-06-28,295.834381,310.178741,5.931774
