#Variables:
#tasmin_bcc-csm1-1-m_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_bcc-csm1-1-m_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_bcc-csm1-1-m_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_bcc-csm1-1-m_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_bcc-csm1-1-m_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_bcc-csm1-1-m_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_bcc-csm1-1-m_rcp45(K),tasmax_bcc-csm1-1-m_rcp45(K),pr_bcc-csm1-1-m_rcp45(mm)"
""
yyyy-mm-dd,tasmin_bcc-csm1-1-m_rcp45(K),tasmax_bcc-csm1-1-m_rcp45(K),pr_bcc-csm1-1-m_rcp45(mm)
2012-05-09,292.528839,309.983765,0.000000
2012-05-10,294.007843,310.490265,0.000000
2012-05-11,294.545898,310.123810,0.000000
2012-05-12,291.602570,304.195374,3.646980
2012-05-13,292.765961,301.702667,1.769827
2012-05-14,291.856384,302.078369,10.852644
2012-05-15,290.223175,307.342804,0.000000
2012-05-16,293.541718,305.898315,0.000000
2012-05-17,293.730927,305.606720,0.363672
2012-05-18,293.939056,305.198761,0.000000
2012-05-19,294.429596,306.195648,0.000000
2012-05-20,294.219574,306.689148,0.000000
2012-05-21,292.692078,309.274811,0.000000
2012-05-22,293.607117,309.461639,0.000000
2012-05-23,292.988922,308.462738,0.000000
2012-05-24,292.158875,306.612366,0.000000
2012-05-25,294.051422,306.673126,0.000000
2012-05-26,294.910736,307.463257,1.560959
2012-05-27,297.535797,305.119049,15.554450
2012-05-28,295.703369,297.205566,39.506161
2012-05-29,295.069336,297.726837,37.089767
2012-05-30,295.650848,301.745575,18.180552
2012-05-31,295.426910,297.124054,59.883801
2012-06-01,295.963287,305.752594,7.194598
2012-06-02,295.880432,305.645935,0.000000
2012-06-03,296.206268,296.868073,21.985218
2012-06-04,291.285156,301.674377,0.000000
2012-06-05,288.249512,301.966614,0.000000
2012-06-06,289.967224,301.830780,0.000000
2012-06-07,292.046448,301.357178,6.516145
2012-06-08,292.794983,305.711517,15.093692
2012-06-09,294.050476,307.715637,0.000000
2012-06-10,295.478546,307.850464,1.521264
2012-06-11,292.446625,307.284241,3.492846
2012-06-12,292.787811,308.165192,0.000000
2012-06-13,294.992950,307.343597,5.305064
2012-06-14,294.419769,305.793579,7.457068
2012-06-15,294.768219,302.817719,2.052368
2012-06-16,293.068268,303.681030,0.963068
2012-06-17,294.080688,304.395966,1.926836
2012-06-18,294.213928,305.623138,0.000000
2012-06-19,294.540771,307.101776,0.000000
2012-06-20,292.192261,306.288818,3.038712
2012-06-21,293.636597,305.543854,0.000000
2012-06-22,292.863312,306.255676,0.000000
2012-06-23,293.073975,307.901215,0.000000
2012-06-24,294.993561,310.106171,0.000000
2012-06-25,295.978424,310.958069,0.000000
2012-06-26,296.377014,311.443207,0.000000
2012-06-27,296.047638,310.389740,0.000000
2012-06-28,295.508698,312.103424,0.000000
2012-06-29,298.057037,312.987274,0.000000
2012-06-30,297.386963,312.522583,0.000000
2012-07-01,296.463501,311.842407,0.000000
2012-07-02,296.181854,307.639587,0.000000
2012-07-03,296.417145,307.665436,0.000000
2012-07-04,295.509186,308.725189,0.000000
2012-07-05,295.729187,308.379974,0.000000
2012-07-06,294.585449,308.101044,0.000000
2012-07-07,293.974396,307.606354,0.000000
2012-07-08,294.822662,307.853180,0.000000
2012-07-09,294.964874,306.884888,3.203491
2012-07-10,294.945007,304.932404,11.374069
2012-07-11,294.890900,305.422394,1.114603
2012-07-12,295.659668,309.225769,0.000000
2012-07-13,295.227814,310.308105,0.000000
2012-07-14,294.863220,309.603516,0.000000
2012-07-15,294.632568,308.205261,0.000000
2012-07-16,295.405090,309.496307,0.000000
2012-07-17,295.412689,310.531586,0.000000
2012-07-18,296.483917,311.024567,0.000000
2012-07-19,297.404907,310.729431,0.000000
2012-07-20,296.616516,310.347290,0.000000
2012-07-21,295.953705,311.203522,0.000000
2012-07-22,297.634674,312.539673,0.000000
2012-07-23,298.497955,313.595673,0.000000
2012-07-24,298.225769,313.782593,0.000000
2012-07-25,297.979553,313.490417,0.000000
2012-07-26,297.106720,311.743713,0.000000
2012-07-27,297.601013,311.319733,0.000000
2012-07-28,296.343140,310.554810,0.000000
2012-07-29,296.315094,311.323090,0.000000
2012-07-30,295.941681,312.581787,0.000000
2012-07-31,296.696716,313.139587,0.000000
2012-08-01,297.868683,312.775543,0.000000
2012-08-02,295.956970,311.732849,0.000000
2012-08-03,296.619507,311.722046,0.000000
2012-08-04,297.579315,311.742767,0.000000
2012-08-05,295.856049,311.191254,0.000000
2012-08-06,295.911011,309.241516,0.000000
2012-08-07,296.593628,309.863586,0.000000
2012-08-08,297.356201,310.769470,0.000000
2012-08-09,296.166321,309.979279,0.000000
2012-08-10,297.099731,309.272949,0.000000
2012-08-11,296.070251,309.021881,0.000000
2012-08-12,296.355499,311.728210,0.000000
2012-08-13,297.862366,313.409210,0.000000
2012-08-14,299.657867,313.088654,1.141345
2012-08-15,299.320312,312.916199,0.429604
2012-08-16,299.727081,313.092834,0.000000
2012-08-17,299.405365,312.998718,0.000000
2012-08-18,298.197754,312.646057,0.625995
2012-08-19,297.820740,311.879120,0.000000
2012-08-20,296.253937,306.722473,1.321428
2012-08-21,295.831299,307.162872,0.000000
2012-08-22,295.699097,311.109650,0.000000
2012-08-23,296.980408,312.490662,1.278383
2012-08-24,296.368927,311.742249,0.551288
2012-08-25,296.619263,309.821198,0.000000
2012-08-26,297.694305,307.706940,2.452750
2012-08-27,295.460785,307.288544,0.000000
2012-08-28,295.024933,307.544800,0.369291
2012-08-29,296.528107,306.893188,1.490903
2012-08-30,297.515991,306.460175,8.605705
2012-08-31,296.637848,307.104980,7.601719
2012-09-01,295.992340,309.844208,0.000000
2012-09-02,296.450439,309.860199,3.767021
2012-09-03,295.810425,309.390442,4.791916
2012-09-04,295.102234,305.343475,6.854056
2012-09-05,292.758270,306.753448,5.311029
2012-09-06,292.750122,306.945618,0.000000
2012-09-07,292.472382,305.870819,0.000000
2012-09-08,291.867676,305.961548,0.000000
2012-09-09,293.153534,306.873535,0.000000
2012-09-10,295.111664,309.040527,0.000000
2012-09-11,295.269440,309.167847,0.582440
2012-09-12,295.433502,309.314148,7.969448
2012-09-13,288.551208,305.064880,0.642262
2012-09-14,289.161621,305.303467,0.000000
2012-09-15,291.829590,305.935516,0.000000
2012-09-16,293.073822,305.427979,0.339088
2012-09-17,292.552856,305.189850,0.000000
2012-09-18,292.668213,304.459198,2.713339
2012-09-19,294.072845,305.191162,26.785917
2012-09-20,289.557617,304.881470,2.673602
2012-09-21,289.904602,305.948792,0.000000
2012-09-22,295.929352,306.035156,11.241886
2012-09-23,291.492340,302.702759,36.150463
2012-09-24,282.704529,293.664124,16.413261
2012-09-25,283.207367,294.138489,0.000000
2012-09-26,282.314697,294.805786,0.000000
2012-09-27,282.986877,296.810822,0.000000
2012-09-28,285.824066,299.778839,0.000000
2012-09-29,286.657440,301.180603,0.000000
2012-09-30,287.962280,302.689911,0.000000
2012-10-01,290.131714,302.191559,0.000000
2012-10-02,288.053253,303.713745,32.097084
2012-10-03,287.922607,303.068329,0.000000
2012-10-04,286.270996,302.338287,0.000000
2012-10-05,289.654602,302.107330,0.000000
2012-10-06,293.014618,300.455902,0.000000
2012-10-07,291.752625,301.313660,1.721577
2012-10-08,290.580444,302.613831,0.353674
2012-10-09,291.509735,301.833099,8.735620
2012-10-10,292.009918,300.344574,1.665056
2012-10-11,292.065674,300.688568,3.904956
2012-10-12,293.281555,299.561005,6.749086
2012-10-13,293.242249,299.769806,1.679576
2012-10-14,291.932190,299.287872,0.332997
2012-10-15,289.965118,299.086517,7.652089
2012-10-16,282.734009,294.415375,0.000000
2012-10-17,280.923309,291.695496,0.000000
2012-10-18,280.488983,294.926178,0.000000
2012-10-19,283.131409,298.385284,0.000000
2012-10-20,285.539917,298.593842,0.000000
2012-10-21,291.931458,299.955414,0.000000
2012-10-22,290.791992,302.102753,2.625854
2012-10-23,291.832947,299.474213,23.146450
2012-10-24,291.071381,294.137573,6.500855
2012-10-25,290.635925,296.025024,0.000000
2012-10-26,289.796173,295.112885,1.896561
2012-10-27,289.979767,295.876465,12.595797
2012-10-28,282.858032,288.706696,4.887137
2012-10-29,284.835785,293.379700,4.143088
2012-10-30,280.654236,291.214569,0.461717
2012-10-31,278.323364,289.580719,0.000000
2012-11-01,282.287933,289.341980,2.101848
2012-11-02,283.990112,289.018982,0.000000
2012-11-03,284.361847,290.550720,1.566335
2012-11-04,285.017670,296.463196,0.000000
2012-11-05,288.463013,296.020538,0.000000
2012-11-06,291.908478,298.777466,0.604598
2012-11-07,292.464142,298.779114,0.308358
2012-11-08,291.494232,298.839111,1.815931
2012-11-09,279.512573,296.078949,0.000000
2012-11-10,279.277496,299.429016,0.000000
2012-11-11,285.980499,304.523254,0.000000
2012-11-12,290.206696,304.752930,0.000000
2012-11-13,291.435974,302.991364,1.469466
2012-11-14,292.452332,301.881866,0.000000
2012-11-15,289.513000,300.756256,3.821775
2012-11-16,281.374603,292.257751,9.905087
2012-11-17,275.523010,286.207611,0.000000
2012-11-18,277.621155,286.679688,0.000000
2012-11-19,279.977905,291.131042,2.494173
2012-11-20,280.346832,292.028076,0.000000
2012-11-21,279.566589,297.879822,0.000000
2012-11-22,285.490356,298.545471,0.000000
2012-11-23,291.000885,301.072388,0.000000
2012-11-24,285.126617,299.474579,3.353890
2012-11-25,283.841187,290.747589,1.039516
2012-11-26,287.502380,296.345276,1.067395
2012-11-27,281.863434,297.430145,0.000000
2012-11-28,280.981995,293.124451,0.000000
2012-11-29,284.993469,295.621735,0.000000
2012-11-30,288.822723,299.022736,0.000000
2012-12-01,290.369965,299.115997,0.000000
2012-12-02,290.571320,300.585297,1.647559
2012-12-03,291.073334,299.719818,1.027194
2012-12-04,290.367645,298.901947,0.000000
2012-12-05,290.561523,299.658905,0.000000
2012-12-06,291.027435,300.105713,3.645656
2012-12-07,286.630554,299.719208,1.707413
2012-12-08,283.862061,291.603027,0.363359
2012-12-09,284.574066,294.491608,0.289560
2012-12-10,283.322876,294.304016,0.000000
2012-12-11,283.682526,294.840851,0.000000
2012-12-12,287.501678,295.591553,0.000000
2012-12-13,278.972992,293.306458,0.326713
2012-12-14,279.220276,285.529816,12.590193
2012-12-15,281.865417,289.199432,14.103693
2012-12-16,283.276276,292.267853,9.135945
2012-12-17,275.922089,290.359558,0.000000
2012-12-18,277.824738,292.487091,0.000000
2012-12-19,278.778015,292.019958,0.000000
2012-12-20,283.607117,292.147186,0.000000
2012-12-21,287.674866,296.134613,0.390950
2012-12-22,288.922485,298.888489,0.000000
2012-12-23,289.960052,297.858887,0.701280
2012-12-24,288.263733,296.622498,1.687253
2012-12-25,290.224152,297.570587,0.342851
2012-12-26,285.997620,296.995270,0.000000
2012-12-27,286.371796,296.545593,2.218277
2012-12-28,288.727081,296.210510,0.000000
2012-12-29,290.102325,298.877106,5.754573
2012-12-30,291.401428,298.612030,8.016458
2012-12-31,291.467468,298.853363,3.836445
2013-01-01,288.603119,297.840424,1.240136
2013-01-02,285.362030,297.230896,6.535825
2013-01-03,279.210480,292.200836,0.000000
2013-01-04,278.069031,292.670868,0.000000
2013-01-05,278.403351,294.225067,0.000000
2013-01-06,281.898376,297.884949,0.000000
2013-01-07,282.748871,298.075989,0.000000
2013-01-08,277.422852,295.680298,0.000000
2013-01-09,274.805206,284.376526,0.000000
2013-01-10,275.238129,289.283020,0.000000
2013-01-11,279.870911,291.731293,0.000000
2013-01-12,283.145996,296.819244,0.884517
2013-01-13,286.837158,296.774078,0.000000
2013-01-14,283.526123,294.771423,0.000000
2013-01-15,285.779144,295.113312,0.289378
2013-01-16,288.406158,298.393463,1.818529
2013-01-17,288.266571,297.100586,0.000000
2013-01-18,284.795654,296.172363,0.000000
2013-01-19,284.247864,294.610535,1.279148
2013-01-20,283.226379,292.520203,1.567942
2013-01-21,283.782196,291.385529,0.000000
2013-01-22,280.352966,291.847961,0.000000
2013-01-23,285.410858,296.586700,1.301389
2013-01-24,285.283325,296.350006,1.466506
2013-01-25,279.741852,292.352753,0.000000
2013-01-26,277.414978,291.473206,0.000000
2013-01-27,283.091248,297.141602,0.000000
2013-01-28,285.056335,299.272430,1.003319
2013-01-29,285.667633,300.496857,4.069225
2013-01-30,269.558350,291.817871,0.000000
2013-01-31,268.183929,277.889343,0.000000
2013-02-01,268.055878,281.730164,0.000000
2013-02-02,269.750519,284.923462,0.000000
2013-02-03,272.523407,292.380219,0.000000
2013-02-04,277.947083,298.579224,0.000000
2013-02-05,281.353241,300.379852,0.000000
2013-02-06,282.480682,298.994141,0.000000
2013-02-07,284.715057,298.341248,0.000000
2013-02-08,287.737671,296.692780,0.327692
2013-02-09,287.561615,297.639069,6.113672
2013-02-10,281.701935,296.243011,1.276582
2013-02-11,275.903015,292.334167,0.000000
2013-02-12,276.650269,291.465576,0.000000
2013-02-13,280.866425,295.934937,0.328111
2013-02-14,276.702484,294.343597,5.057473
2013-02-15,273.591949,286.549927,0.000000
2013-02-16,272.210327,290.255737,0.350838
2013-02-17,275.612030,293.645325,0.000000
2013-02-18,278.414520,295.884216,0.000000
2013-02-19,281.761108,297.558289,7.253862
2013-02-20,282.989716,288.340240,38.015381
2013-02-21,282.151581,293.956268,0.675410
2013-02-22,280.624908,293.078278,0.000000
2013-02-23,279.081787,289.452728,0.000000
2013-02-24,278.349426,288.342468,0.000000
2013-02-25,273.841766,285.993042,0.000000
2013-02-26,273.185852,287.054626,0.000000
2013-02-27,276.151764,288.636475,0.000000
2013-02-28,282.657043,290.986633,3.122108
2013-03-01,282.793884,287.858398,5.893912
2013-03-02,280.644440,290.102539,8.432900
2013-03-03,279.068604,285.683655,0.000000
2013-03-04,278.591766,285.972076,0.000000
2013-03-05,280.525665,294.872833,0.000000
2013-03-06,287.301300,299.248077,0.000000
2013-03-07,285.096863,298.738007,0.000000
2013-03-08,287.279053,298.677917,3.903631
2013-03-09,284.713776,299.461487,0.331549
2013-03-10,286.070343,299.454559,12.932185
2013-03-11,280.802002,288.107971,7.026314
2013-03-12,282.930054,294.432556,0.000000
2013-03-13,281.909393,293.958740,0.000000
2013-03-14,281.989258,288.497131,4.618343
2013-03-15,283.989624,287.342743,27.456875
2013-03-16,280.004028,285.166412,4.732660
2013-03-17,278.358887,282.602875,3.560875
2013-03-18,279.462402,285.775696,22.215141
2013-03-19,277.150208,287.574890,4.780335
2013-03-20,280.776672,288.943237,0.000000
2013-03-21,284.552185,297.566406,0.000000
2013-03-22,282.654572,297.330170,0.000000
2013-03-23,286.167450,294.036438,0.815436
2013-03-24,288.778534,298.146881,5.717059
2013-03-25,284.290558,299.888092,0.000000
2013-03-26,283.150238,299.015228,0.000000
2013-03-27,286.079376,300.442688,0.000000
2013-03-28,287.385498,300.198944,0.000000
2013-03-29,281.863892,298.656555,0.000000
2013-03-30,286.337830,301.620422,0.369833
2013-03-31,289.924042,301.826294,0.000000
2013-04-01,279.706543,299.802368,0.000000
2013-04-02,282.718292,300.646210,0.000000
2013-04-03,286.918518,300.101715,0.000000
2013-04-04,291.172089,297.220398,0.000000
2013-04-05,288.824402,296.425049,0.000000
2013-04-06,280.244751,292.956329,0.851431
2013-04-07,282.537079,291.729279,2.624337
2013-04-08,283.286377,299.969360,0.000000
2013-04-09,287.347473,299.765747,0.000000
2013-04-10,291.885925,299.136292,2.314687
2013-04-11,291.350708,300.570587,5.884453
2013-04-12,287.642242,304.162994,0.000000
2013-04-13,292.269348,303.299072,0.315043
2013-04-14,288.112793,301.343079,0.000000
2013-04-15,282.048798,300.871063,0.000000
2013-04-16,287.993195,300.674225,0.000000
2013-04-17,288.653687,304.144684,0.000000
2013-04-18,292.973145,304.568451,0.000000
2013-04-19,290.628448,304.785339,0.000000
2013-04-20,292.656128,299.186279,13.806900
2013-04-21,282.945496,298.880341,0.000000
2013-04-22,279.998657,296.232147,0.000000
2013-04-23,284.486389,300.381653,0.000000
2013-04-24,290.470337,305.734650,0.000000
2013-04-25,292.777832,306.963074,0.530002
2013-04-26,285.999695,305.833099,0.000000
2013-04-27,282.294525,290.563995,12.063222
2013-04-28,281.051178,298.168701,0.000000
2013-04-29,288.560028,298.493713,0.000000
2013-04-30,291.433777,299.453339,0.000000
2013-05-01,292.671509,306.306519,9.031288
2013-05-02,284.898041,305.141663,0.314289
2013-05-03,291.328644,298.399628,27.768503
2013-05-04,294.818359,299.116058,9.022988
2013-05-05,294.235596,298.258698,42.187603
2013-05-06,293.498444,298.227875,17.544477
2013-05-07,292.379211,298.109344,15.081948
2013-05-08,292.080750,305.077972,0.000000
2013-05-09,292.359131,307.180328,0.000000
2013-05-10,291.457886,307.368835,0.000000
2013-05-11,292.318237,308.548279,0.000000
2013-05-12,292.446930,308.706848,0.000000
2013-05-13,292.878845,307.796539,0.000000
2013-05-14,294.559113,301.644348,2.974658
2013-05-15,296.968719,300.519012,26.083771
2013-05-16,292.605560,299.666840,19.394255
2013-05-17,294.954498,301.459747,27.049231
2013-05-18,296.170105,299.854065,22.831793
2013-05-19,295.338226,302.127991,0.000000
2013-05-20,295.059357,303.746613,0.000000
2013-05-21,295.402832,305.845154,0.000000
2013-05-22,295.229675,304.783936,1.063852
2013-05-23,294.900055,301.608368,0.851046
2013-05-24,295.293457,301.127502,0.000000
2013-05-25,294.503326,301.125549,2.287959
2013-05-26,294.445282,300.435455,0.000000
2013-05-27,295.326141,298.752319,15.154613
2013-05-28,295.130585,300.917877,17.817068
2013-05-29,296.240814,301.351349,4.359964
2013-05-30,294.833221,302.698547,1.493861
2013-05-31,292.698608,301.040222,29.647539
2013-06-01,294.133881,299.203491,30.336882
2013-06-02,295.427460,302.710083,0.285163
2013-06-03,295.788940,302.600891,3.535576
2013-06-04,295.369629,301.016663,24.422173
2013-06-05,291.919403,301.720306,22.183851
2013-06-06,292.408875,302.951660,0.000000
2013-06-07,290.876892,303.319794,8.061610
2013-06-08,291.771484,305.043549,0.000000
2013-06-09,289.963379,305.733673,0.000000
2013-06-10,289.676971,307.831635,0.000000
2013-06-11,290.209839,307.925842,0.000000
2013-06-12,291.034332,307.848236,0.000000
2013-06-13,292.270569,309.579193,0.000000
2013-06-14,292.052582,308.165863,0.000000
2013-06-15,291.724915,304.496155,3.437655
2013-06-16,291.018524,305.788910,0.000000
2013-06-17,293.476807,307.663879,0.000000
2013-06-18,295.103546,308.784607,0.408050
2013-06-19,296.128143,309.938141,0.809531
2013-06-20,296.547668,310.042908,0.567424
2013-06-21,295.577240,308.009644,1.336430
2013-06-22,295.569122,308.728058,3.320173
2013-06-23,294.954193,306.582306,3.313965
2013-06-24,295.549194,308.190277,0.000000
2013-06-25,294.779022,311.009888,0.000000
2013-06-26,295.517975,312.148041,0.000000
2013-06-27,295.543854,311.340210,0.000000
2013-06-28,295.013977,309.868469,0.000000
2013-06-29,294.486877,311.079834,0.000000
2013-06-30,295.603546,311.011841,0.000000
2013-07-01,295.989258,310.213135,0.000000
2013-07-02,295.377594,309.384216,0.000000
2013-07-03,296.410400,307.329620,2.147492
2013-07-04,295.325592,309.405365,0.315108
2013-07-05,295.510712,309.900421,0.000000
2013-07-06,295.327179,310.004242,0.000000
2013-07-07,296.413391,311.549683,0.000000
2013-07-08,295.881775,311.147430,0.000000
2013-07-09,296.700745,308.063812,12.622839
2013-07-10,295.226349,308.405212,2.564210
2013-07-11,294.517578,308.366913,0.000000
2013-07-12,294.590179,307.643066,0.000000
2013-07-13,294.920197,307.108673,0.413550
2013-07-14,294.523285,306.473602,0.515346
2013-07-15,295.800659,305.977325,4.582724
2013-07-16,295.333923,308.694000,0.000000
2013-07-17,296.235992,308.452728,0.000000
2013-07-18,296.373932,306.001556,4.239877
2013-07-19,297.684357,304.869873,12.351832
2013-07-20,296.260986,306.990326,34.622467
2013-07-21,297.719666,306.726501,35.109097
2013-07-22,296.615601,307.901489,6.550862
2013-07-23,296.912659,305.628845,26.596296
2013-07-24,296.575165,302.391510,20.174713
2013-07-25,297.309143,305.591797,24.005056
2013-07-26,296.420502,306.326996,6.258517
2013-07-27,293.580750,309.062836,0.000000
2013-07-28,290.552094,309.119537,0.000000
2013-07-29,295.496033,307.377167,0.000000
2013-07-30,294.765930,308.404114,0.000000
2013-07-31,296.152466,309.603241,0.000000
2013-08-01,296.090790,311.505005,0.000000
2013-08-02,294.779816,312.145355,0.000000
2013-08-03,295.445160,312.977692,0.000000
2013-08-04,296.781128,314.076263,0.000000
2013-08-05,298.107300,314.281769,0.000000
2013-08-06,297.297577,314.248444,0.000000
2013-08-07,296.369843,312.844116,0.000000
2013-08-08,296.100769,312.088623,0.000000
2013-08-09,296.045624,312.090149,0.000000
2013-08-10,296.646240,311.951752,0.000000
2013-08-11,296.617798,311.190277,0.000000
2013-08-12,295.612823,310.636810,0.000000
2013-08-13,295.959991,312.466370,0.000000
2013-08-14,295.915649,312.521484,0.000000
2013-08-15,297.401184,313.273346,0.000000
2013-08-16,299.393311,314.612885,0.000000
2013-08-17,297.710236,315.121521,0.000000
2013-08-18,298.178223,314.362335,0.000000
2013-08-19,297.214050,313.194244,0.000000
2013-08-20,298.757324,312.786804,0.000000
2013-08-21,292.422943,310.467529,0.000000
2013-08-22,287.716400,310.995300,0.000000
2013-08-23,293.224762,310.346558,0.000000
2013-08-24,295.956299,310.345337,0.000000
2013-08-25,295.600769,309.528473,0.281322
2013-08-26,296.235962,306.707367,19.588676
2013-08-27,296.557159,307.108826,7.443216
2013-08-28,291.274292,310.948944,0.344737
2013-08-29,294.752899,312.355896,0.000000
2013-08-30,292.496704,311.289124,2.224770
2013-08-31,295.065979,304.042755,115.127060
2013-09-01,296.334595,303.813538,57.464153
2013-09-02,294.905975,306.610565,15.799145
2013-09-03,294.102509,306.407532,0.000000
2013-09-04,294.586304,306.132446,0.413156
2013-09-05,294.292419,306.328125,0.000000
2013-09-06,294.178467,309.449615,0.000000
2013-09-07,293.508026,311.136658,0.000000
2013-09-08,296.108704,310.660461,0.000000
2013-09-09,296.988251,311.472931,0.000000
2013-09-10,296.208405,313.031525,0.000000
2013-09-11,296.462006,312.241943,0.000000
2013-09-12,296.815582,310.839966,0.000000
2013-09-13,289.810455,307.272583,0.000000
2013-09-14,289.424744,306.137268,0.000000
2013-09-15,288.208679,305.021118,0.000000
2013-09-16,288.469238,305.977631,0.000000
2013-09-17,289.249634,309.930878,0.000000
2013-09-18,289.416504,309.991211,0.000000
2013-09-19,294.226929,307.976318,0.000000
2013-09-20,295.492584,306.112030,2.423863
2013-09-21,294.768311,307.574738,21.313082
2013-09-22,293.522614,304.028015,7.052074
2013-09-23,291.890503,303.377228,1.416944
2013-09-24,293.379242,303.370453,0.365966
2013-09-25,292.792725,304.808685,1.628578
2013-09-26,295.299377,304.945343,10.257116
2013-09-27,286.972443,298.776703,10.170245
2013-09-28,285.780670,299.335327,0.000000
2013-09-29,286.333588,301.931152,0.000000
2013-09-30,288.262451,302.271484,0.000000
2013-10-01,286.329681,299.323090,0.000000
2013-10-02,283.929413,299.263214,0.000000
2013-10-03,285.547913,301.911346,0.000000
2013-10-04,286.329071,302.916779,0.000000
2013-10-05,287.954071,303.624176,0.000000
2013-10-06,289.291809,307.267212,0.000000
2013-10-07,291.597870,307.593170,0.000000
2013-10-08,288.505493,305.771149,0.000000
2013-10-09,290.984070,305.909271,0.000000
2013-10-10,289.786560,304.698212,0.000000
2013-10-11,288.305878,303.813782,0.000000
2013-10-12,287.654694,303.695679,0.000000
2013-10-13,286.365479,302.030304,0.000000
2013-10-14,285.403717,298.411499,0.000000
2013-10-15,287.985901,302.777435,0.000000
2013-10-16,293.258362,301.891968,6.380204
2013-10-17,288.071136,297.866913,16.478151
2013-10-18,284.757629,297.555298,0.000000
2013-10-19,292.588165,299.714630,2.041077
2013-10-20,292.279846,300.107208,0.331747
2013-10-21,292.589691,300.599243,0.295692
2013-10-22,293.708252,300.960358,21.518564
2013-10-23,289.722260,298.402832,9.138113
2013-10-24,285.686310,294.907410,0.000000
2013-10-25,286.835083,297.637726,0.000000
2013-10-26,289.323212,298.179413,0.000000
2013-10-27,285.653534,296.456543,0.000000
2013-10-28,287.447540,300.462341,0.000000
2013-10-29,289.555389,300.455261,0.290736
2013-10-30,282.410706,295.347534,0.000000
2013-10-31,281.990692,298.170776,0.000000
2013-11-01,284.933350,300.168030,0.000000
2013-11-02,286.154938,300.246643,0.000000
2013-11-03,289.137238,300.564728,0.000000
2013-11-04,289.399017,302.464722,0.000000
2013-11-05,289.639343,303.683868,0.000000
2013-11-06,290.148193,304.265289,0.000000
2013-11-07,290.513641,305.379578,0.000000
2013-11-08,291.666931,305.001648,0.000000
2013-11-09,290.930054,304.482330,0.000000
2013-11-10,289.750183,302.064819,0.000000
2013-11-11,289.131836,299.140839,0.000000
2013-11-12,287.212677,302.184021,0.000000
2013-11-13,288.478210,302.202698,0.000000
2013-11-14,282.153870,295.266449,0.000000
2013-11-15,280.924072,293.780762,0.000000
2013-11-16,283.118225,294.040039,0.000000
2013-11-17,276.859375,292.732697,0.000000
2013-11-18,279.647095,297.478943,0.000000
2013-11-19,283.349762,298.062927,0.000000
2013-11-20,283.308807,297.803986,0.000000
2013-11-21,285.701019,297.060333,0.000000
2013-11-22,285.690033,296.814758,0.000000
2013-11-23,286.955505,296.152588,0.000000
2013-11-24,286.884583,294.672119,0.000000
2013-11-25,283.356598,295.941254,0.000000
2013-11-26,289.760376,294.230560,19.425112
2013-11-27,290.181000,297.868225,10.311507
2013-11-28,280.627228,298.659485,0.715001
2013-11-29,283.355194,297.018646,0.000000
2013-11-30,285.788483,295.495667,0.000000
2013-12-01,280.618378,291.031708,0.000000
2013-12-02,278.452667,285.043945,10.794825
2013-12-03,276.195526,281.493256,26.219774
2013-12-04,280.086945,289.208466,0.315907
2013-12-05,282.225403,289.688416,0.000000
2013-12-06,283.532990,289.893677,0.000000
2013-12-07,284.791534,292.680145,0.284514
2013-12-08,287.554260,296.534515,0.000000
2013-12-09,288.095917,296.685547,1.745970
2013-12-10,285.007263,295.685303,1.029868
2013-12-11,280.188354,294.393951,0.000000
2013-12-12,282.569611,295.258087,0.000000
2013-12-13,277.908142,291.717285,0.000000
2013-12-14,278.692841,293.622803,0.000000
2013-12-15,278.815887,294.864410,0.000000
2013-12-16,282.221191,298.401703,0.000000
2013-12-17,283.278046,299.146088,0.000000
2013-12-18,282.330017,297.166199,4.383232
2013-12-19,274.250488,287.695557,0.000000
2013-12-20,275.891571,290.419464,0.000000
2013-12-21,275.752472,289.521637,0.000000
2013-12-22,270.421082,283.123932,0.000000
2013-12-23,274.701721,285.823547,0.000000
2013-12-24,271.086884,285.129486,0.000000
2013-12-25,270.893585,284.151306,0.000000
2013-12-26,274.229828,286.994110,0.000000
2013-12-27,276.623810,294.695618,0.000000
2013-12-28,284.405426,298.216766,0.000000
2013-12-29,286.907318,297.668976,0.324206
2013-12-30,281.967804,299.748840,0.000000
2013-12-31,281.862701,299.207947,0.000000
2014-01-01,275.110107,290.181641,0.000000
2014-01-02,274.567383,287.660645,0.000000
2014-01-03,277.331238,292.413849,0.000000
2014-01-04,271.032440,290.415588,0.000000
2014-01-05,272.823395,291.126190,0.000000
2014-01-06,281.956085,295.423584,0.000000
2014-01-07,279.977112,294.006531,0.000000
2014-01-08,278.217438,292.393372,0.000000
2014-01-09,277.062469,290.413452,0.000000
