#Variables:
#tasmin_IPSL-CM5B-LR_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5B-LR_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5B-LR_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5B-LR_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5B-LR_historical(K),tasmax_IPSL-CM5B-LR_historical(K),pr_IPSL-CM5B-LR_historical(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5B-LR_historical(K),tasmax_IPSL-CM5B-LR_historical(K),pr_IPSL-CM5B-LR_historical(mm)
1959-05-05,282.970245,298.498688,0.000000
1959-05-06,288.419769,298.947937,0.821577
1959-05-07,288.596161,296.268890,1.913958
1959-05-08,290.839264,297.066803,5.805927
1959-05-09,290.182343,298.554169,17.848980
1959-05-10,289.752441,301.540344,9.932075
1959-05-11,286.764099,303.597107,1.008811
1959-05-12,290.071075,305.347321,0.000000
1959-05-13,292.018768,303.001129,0.294444
1959-05-14,288.141357,303.422241,0.473093
1959-05-15,289.771606,307.414734,0.000000
1959-05-16,291.793060,304.271484,0.000000
1959-05-17,291.069427,302.537720,0.000000
1959-05-18,291.883728,303.978119,0.000000
1959-05-19,294.339142,302.624237,0.000000
1959-05-20,293.899658,301.150818,1.162781
1959-05-21,292.467896,302.279114,0.000000
1959-05-22,291.957367,301.621613,0.313869
1959-05-23,292.014099,300.939911,2.411378
1959-05-24,291.780792,300.957489,0.000000
1959-05-25,291.605499,301.408630,2.686008
1959-05-26,292.248596,302.821533,10.662863
1959-05-27,293.023254,306.584778,1.029945
1959-05-28,293.830414,308.385406,0.000000
1959-05-29,294.856201,308.256653,0.000000
1959-05-30,295.189331,307.779907,0.000000
1959-05-31,295.044464,308.168152,0.000000
1959-06-01,295.276855,308.717896,0.000000
1959-06-02,295.909637,309.488983,0.000000
1959-06-03,296.433136,306.435242,0.747095
1959-06-04,295.845459,302.401245,0.000000
1959-06-05,295.802612,304.003815,3.347770
1959-06-06,295.235260,305.603180,0.455388
1959-06-07,295.963531,302.781158,12.675790
1959-06-08,294.830475,304.299683,30.489742
1959-06-09,295.064880,304.312622,11.858631
1959-06-10,294.223083,306.645752,0.000000
1959-06-11,294.496979,307.224152,0.000000
1959-06-12,295.326263,307.612823,0.000000
1959-06-13,295.741364,308.148102,0.000000
1959-06-14,295.731628,309.889435,0.538971
1959-06-15,296.886353,308.965393,0.000000
1959-06-16,296.910004,306.717377,3.024645
1959-06-17,296.723694,305.511902,18.604187
1959-06-18,295.567841,303.491394,2.047643
1959-06-19,295.736572,301.681122,5.408211
1959-06-20,294.571259,300.508545,32.059082
1959-06-21,296.705231,300.953461,14.391256
1959-06-22,295.326752,303.730194,1.643075
1959-06-23,294.155731,306.180542,0.000000
1959-06-24,293.976746,306.708588,0.000000
1959-06-25,294.323486,307.146759,0.000000
1959-06-26,295.505920,309.434326,0.000000
1959-06-27,296.873657,309.272522,0.000000
1959-06-28,297.111633,310.935913,0.000000
1959-06-29,299.511505,311.072205,0.000000
1959-06-30,297.661102,308.298492,0.000000
1959-07-01,297.154205,308.539215,0.000000
1959-07-02,296.696960,309.947571,0.000000
1959-07-03,297.461243,307.862122,1.662228
1959-07-04,296.302521,306.912140,4.762185
1959-07-05,294.855652,308.316895,0.000000
1959-07-06,295.752411,309.448181,0.000000
1959-07-07,297.241364,307.724640,0.000000
1959-07-08,297.443054,305.559723,0.000000
1959-07-09,297.905579,305.707977,4.040186
1959-07-10,296.462097,303.924652,37.429924
1959-07-11,296.157166,303.973358,23.288927
1959-07-12,295.984741,302.627777,12.267673
1959-07-13,294.106171,304.502014,12.071384
1959-07-14,294.826477,301.968231,4.649548
1959-07-15,295.493469,301.771545,28.543459
1959-07-16,297.177124,304.695312,30.937313
1959-07-17,295.644226,311.238800,0.000000
1959-07-18,295.060852,311.801727,0.000000
1959-07-19,295.350220,310.886597,0.000000
1959-07-20,295.947266,310.665314,0.000000
1959-07-21,295.813660,311.653107,0.000000
1959-07-22,296.975281,311.133453,0.000000
1959-07-23,296.777557,309.835907,0.000000
1959-07-24,296.011230,308.705658,0.000000
1959-07-25,295.993408,308.542480,0.000000
1959-07-26,296.536530,310.536163,0.000000
1959-07-27,297.098389,311.910156,0.000000
1959-07-28,298.060364,312.146667,0.000000
1959-07-29,298.293610,312.244873,0.000000
1959-07-30,299.970795,312.974792,0.000000
1959-07-31,299.597107,312.469666,0.000000
1959-08-01,298.789032,312.088928,0.000000
1959-08-02,298.673615,311.595001,0.000000
1959-08-03,298.603302,311.362213,0.000000
1959-08-04,298.539246,311.390167,0.000000
1959-08-05,299.912689,312.090332,0.000000
1959-08-06,300.418182,312.401093,0.000000
1959-08-07,300.016663,312.233154,0.000000
1959-08-08,299.283142,311.615051,0.000000
1959-08-09,298.725616,311.052643,0.000000
1959-08-10,298.545654,310.090240,0.000000
1959-08-11,297.751038,309.127777,0.000000
1959-08-12,297.225403,308.269348,0.000000
1959-08-13,296.422272,307.077240,0.000000
1959-08-14,297.122498,307.201538,0.000000
1959-08-15,297.584015,307.005402,0.000000
1959-08-16,297.531677,307.712402,0.000000
1959-08-17,296.962952,307.465271,0.000000
1959-08-18,296.899689,306.164673,0.000000
1959-08-19,296.531860,306.376099,0.361825
1959-08-20,296.108124,307.445496,0.000000
1959-08-21,297.207611,307.718506,0.000000
1959-08-22,296.485626,309.744141,0.000000
1959-08-23,297.585236,310.501923,0.000000
1959-08-24,298.394562,310.349792,0.000000
1959-08-25,298.706238,308.704712,0.000000
1959-08-26,298.164459,306.428070,0.448406
1959-08-27,298.092529,304.592407,7.960183
1959-08-28,297.598480,305.249969,5.917005
1959-08-29,295.396790,301.613220,21.964689
1959-08-30,294.170227,300.699921,33.755489
1959-08-31,294.845459,298.038666,9.498503
1959-09-01,292.108643,297.129730,44.205738
1959-09-02,292.733948,301.046875,53.199497
1959-09-03,295.581696,306.113739,3.570520
1959-09-04,295.907715,308.429962,0.287042
1959-09-05,296.459564,309.359528,0.000000
1959-09-06,296.580475,309.750488,0.000000
1959-09-07,297.179260,308.919891,0.000000
1959-09-08,296.803253,309.175385,1.144378
1959-09-09,297.497498,309.353638,0.000000
1959-09-10,295.858398,306.099030,8.391438
1959-09-11,291.870270,298.119843,0.782945
1959-09-12,292.680786,301.731934,0.633755
1959-09-13,294.361969,303.851288,0.393085
1959-09-14,294.685028,306.197784,1.981071
1959-09-15,293.121368,305.994293,0.000000
1959-09-16,287.010437,299.628021,0.383111
1959-09-17,285.418823,301.756042,0.000000
1959-09-18,286.832092,303.551514,0.000000
1959-09-19,288.687073,305.014191,0.000000
1959-09-20,293.487579,305.773285,0.000000
1959-09-21,295.227386,306.515045,0.000000
1959-09-22,295.569122,306.467834,0.000000
1959-09-23,296.094147,306.458099,0.000000
1959-09-24,296.574158,306.873993,0.000000
1959-09-25,297.299683,306.894867,0.000000
1959-09-26,293.344513,306.203003,0.519368
1959-09-27,294.610352,304.353363,2.358961
1959-09-28,295.026611,303.245209,12.803477
1959-09-29,292.042450,300.579010,13.873300
1959-09-30,295.183258,305.046051,2.976915
1959-10-01,292.535004,305.013306,0.000000
1959-10-02,290.255951,303.774841,1.034135
1959-10-03,289.997742,303.559143,0.000000
1959-10-04,290.620941,304.317413,0.000000
1959-10-05,290.730865,305.426483,0.000000
1959-10-06,291.340027,305.017242,0.000000
1959-10-07,292.808411,305.079559,0.000000
1959-10-08,293.089264,304.752075,0.000000
1959-10-09,292.894470,304.170349,1.914690
1959-10-10,291.711151,304.754089,4.039289
1959-10-11,291.019989,304.357483,3.551352
1959-10-12,293.278412,301.440552,26.675650
1959-10-13,292.537201,301.273041,9.271606
1959-10-14,291.187744,300.486511,2.390792
1959-10-15,289.874725,302.827515,0.743923
1959-10-16,286.790344,303.577606,0.000000
1959-10-17,287.053375,303.228973,0.000000
1959-10-18,287.865540,302.768372,0.000000
1959-10-19,289.034546,303.182495,0.000000
1959-10-20,289.876770,298.501434,3.980412
1959-10-21,281.359436,294.828186,0.000000
1959-10-22,280.386261,293.758240,0.000000
1959-10-23,282.794678,294.354004,0.000000
1959-10-24,281.181671,297.900879,0.000000
1959-10-25,286.458832,299.911316,0.000000
1959-10-26,289.442078,302.776611,0.000000
1959-10-27,289.883362,300.864594,0.906542
1959-10-28,290.558319,298.133698,3.971431
1959-10-29,291.758148,301.389709,3.005942
1959-10-30,283.700104,297.381409,0.281434
1959-10-31,278.875641,294.752747,0.000000
1959-11-01,284.575592,291.820953,0.768349
1959-11-02,286.458984,294.357910,37.817249
1959-11-03,288.785065,302.813812,9.599267
1959-11-04,288.873352,301.738068,0.000000
1959-11-05,280.593964,295.693481,0.000000
1959-11-06,275.442993,294.379211,0.000000
1959-11-07,280.137390,296.163361,0.000000
1959-11-08,282.949188,296.223450,0.000000
1959-11-09,288.223816,298.439575,0.000000
1959-11-10,286.627014,299.134644,0.000000
1959-11-11,287.778076,296.702637,0.000000
1959-11-12,289.744873,298.133087,4.081857
1959-11-13,291.746490,301.105835,4.663620
1959-11-14,288.005188,298.108826,4.176149
1959-11-15,279.392548,288.919891,0.768799
1959-11-16,276.529694,287.955872,0.673947
1959-11-17,275.733246,288.864716,0.000000
1959-11-18,275.512482,294.616913,0.000000
1959-11-19,276.618591,298.730164,0.000000
1959-11-20,279.897614,300.315857,0.614774
1959-11-21,282.482239,298.833832,0.000000
1959-11-22,273.082886,291.339111,0.000000
1959-11-23,271.704865,280.218658,4.397432
1959-11-24,270.512695,281.440460,0.000000
1959-11-25,275.015686,286.797424,0.000000
1959-11-26,276.614349,283.509705,1.150076
1959-11-27,272.917145,280.076447,2.032169
1959-11-28,273.624664,286.374176,0.000000
1959-11-29,272.863434,290.226501,0.000000
1959-11-30,272.623688,288.706116,0.000000
1959-12-01,274.870148,294.811249,0.000000
1959-12-02,276.689789,296.533875,0.000000
1959-12-03,278.876770,290.444672,2.992468
1959-12-04,286.019989,297.785828,3.290612
1959-12-05,284.792542,293.152618,1.206673
1959-12-06,276.767059,293.584778,0.000000
1959-12-07,279.605591,296.716583,0.000000
1959-12-08,280.912598,298.473755,0.000000
1959-12-09,281.078735,293.598785,0.000000
1959-12-10,276.302612,295.138977,0.000000
1959-12-11,277.694092,293.441467,0.000000
1959-12-12,280.200226,293.933075,0.000000
1959-12-13,279.487183,291.167297,0.000000
1959-12-14,281.014160,294.202667,0.000000
1959-12-15,277.354889,288.812775,4.158574
1959-12-16,274.850891,283.500488,0.000000
1959-12-17,276.342499,285.305420,0.596467
1959-12-18,278.773956,285.429657,0.000000
1959-12-19,279.391632,290.707733,0.000000
1959-12-20,288.612823,299.938599,0.000000
1959-12-21,288.314819,297.578369,0.000000
1959-12-22,283.530243,293.641632,0.000000
1959-12-23,280.375549,290.386322,0.000000
1959-12-24,276.610077,292.357971,0.000000
1959-12-25,280.548126,296.760620,0.000000
1959-12-26,283.172211,298.186981,0.000000
1959-12-27,284.191467,297.686523,0.000000
1959-12-28,285.221649,298.646881,0.000000
1959-12-29,285.070892,295.023804,0.000000
1959-12-30,285.238708,298.677521,0.000000
1959-12-31,278.939636,293.676910,0.000000
1960-01-01,278.595367,289.331085,0.000000
1960-01-02,277.920807,293.867310,0.000000
1960-01-03,278.322723,289.547302,0.000000
1960-01-04,274.551025,289.151123,0.000000
1960-01-05,278.032288,293.758118,0.000000
1960-01-06,281.632324,292.988953,0.000000
1960-01-07,283.473877,297.719025,0.000000
1960-01-08,284.441040,296.107452,0.000000
1960-01-09,280.353363,295.901093,0.000000
1960-01-10,281.090698,295.985504,0.000000
1960-01-11,282.345337,297.984192,0.000000
1960-01-12,283.541962,298.998627,0.000000
1960-01-13,285.230164,293.971100,0.000000
1960-01-14,281.495636,292.704926,2.635728
1960-01-15,278.573273,291.968994,3.631458
1960-01-16,280.212799,294.230957,0.000000
1960-01-17,279.369324,288.511078,1.206712
1960-01-18,274.838379,285.109680,0.000000
1960-01-19,277.274292,288.318573,0.000000
1960-01-20,276.300873,286.840576,0.000000
1960-01-21,278.084503,287.075378,0.000000
1960-01-22,281.092316,286.486633,1.195005
1960-01-23,278.966400,290.838287,0.000000
1960-01-24,273.949921,291.357635,0.000000
1960-01-25,276.403168,296.220764,0.000000
1960-01-26,277.675873,291.686615,0.000000
1960-01-27,281.013275,294.997955,0.000000
1960-01-28,281.583923,296.918579,0.341821
1960-01-29,278.477570,291.667969,0.000000
1960-01-30,276.824219,296.416138,0.000000
1960-01-31,282.191803,296.073883,0.000000
1960-02-01,286.762909,297.252014,0.532407
1960-02-02,287.637909,298.107513,0.000000
1960-02-03,287.111084,296.344238,2.370041
1960-02-04,287.483978,299.840057,1.305326
1960-02-05,285.797455,299.725189,0.280110
1960-02-06,286.303101,301.779572,0.000000
1960-02-07,287.052795,303.536652,0.000000
1960-02-08,287.962799,303.123413,0.000000
1960-02-09,289.357758,301.554382,0.000000
1960-02-10,289.298737,303.399780,0.000000
1960-02-11,289.038849,301.806061,0.526410
1960-02-12,276.034607,297.617279,3.138895
1960-02-13,274.173126,285.215149,0.000000
1960-02-14,280.272736,293.250671,0.000000
1960-02-15,285.699097,299.075439,0.000000
1960-02-16,288.426147,297.594147,0.000000
1960-02-17,289.689117,300.259430,3.210010
1960-02-18,290.273102,300.724823,0.000000
1960-02-19,290.238403,302.056030,1.544115
1960-02-20,289.505310,299.772064,4.444082
1960-02-21,288.030609,294.833710,5.642502
1960-02-22,284.823364,292.982056,8.087315
1960-02-23,277.864227,287.683777,0.000000
1960-02-24,276.034088,283.674530,0.000000
1960-02-25,278.169739,284.570923,4.173569
1960-02-26,282.222504,286.019470,3.008937
1960-02-27,276.833008,292.348511,0.000000
1960-02-28,278.019775,298.925171,0.000000
1960-02-29,282.665222,298.929138,0.000000
1960-03-01,287.310699,298.933105,0.000000
1960-03-02,287.951721,296.481445,0.000000
1960-03-03,280.948914,291.112518,0.000000
1960-03-04,277.482361,291.205780,0.000000
1960-03-05,278.052307,297.743958,0.000000
1960-03-06,283.173004,301.755463,0.000000
1960-03-07,288.015686,300.760559,0.000000
1960-03-08,290.115295,298.990997,0.000000
1960-03-09,281.429535,293.830261,0.000000
1960-03-10,279.481354,295.642700,0.000000
1960-03-11,284.845886,298.326660,0.000000
1960-03-12,287.405090,299.212128,0.000000
1960-03-13,289.606445,298.597046,3.517437
1960-03-14,288.269653,298.633575,0.468292
1960-03-15,284.981201,295.277313,0.000000
1960-03-16,283.218719,295.106293,0.000000
1960-03-17,286.781708,293.871643,0.000000
1960-03-18,288.364380,294.767120,0.000000
1960-03-19,290.237701,295.106323,0.000000
1960-03-20,286.985748,295.907806,0.366152
1960-03-21,284.488434,297.600739,1.481498
1960-03-22,284.200653,294.797150,0.000000
1960-03-23,281.218567,291.160065,1.153775
1960-03-24,285.875549,289.696899,11.083554
1960-03-25,281.201294,287.629547,3.877569
1960-03-26,278.086823,298.027069,0.543840
1960-03-27,282.130707,300.642029,0.000000
1960-03-28,286.920837,295.882904,15.581103
1960-03-29,287.759552,297.344849,6.619176
1960-03-30,289.456116,296.885162,3.101880
1960-03-31,285.589966,297.048004,0.000000
1960-04-01,287.808960,300.381500,1.243664
1960-04-02,291.917572,303.566376,3.152671
1960-04-03,292.862183,304.036469,0.000000
1960-04-04,291.564697,302.237427,0.299877
1960-04-05,287.779327,301.720795,0.000000
1960-04-06,286.892578,299.844147,0.000000
1960-04-07,285.959747,298.848114,1.266137
1960-04-08,290.837280,301.029358,1.924533
1960-04-09,287.098633,298.945618,0.897635
1960-04-10,284.057343,301.217560,0.000000
1960-04-11,285.501190,304.003479,0.000000
1960-04-12,286.220612,302.837769,0.000000
1960-04-13,286.151855,302.296112,0.000000
1960-04-14,287.060364,301.799896,0.000000
1960-04-15,289.701324,299.817108,0.000000
1960-04-16,288.598114,297.828400,1.025269
1960-04-17,285.764099,296.719513,0.738189
1960-04-18,285.882965,297.294647,0.000000
1960-04-19,287.362091,296.118713,0.000000
1960-04-20,284.663452,293.671753,0.000000
1960-04-21,280.788361,293.917572,0.000000
1960-04-22,282.549377,301.956757,0.000000
1960-04-23,288.171539,304.529816,0.000000
1960-04-24,292.360779,307.450928,0.000000
1960-04-25,292.688049,304.964752,0.000000
1960-04-26,292.034485,300.450409,16.392305
1960-04-27,288.072327,296.759460,2.016534
1960-04-28,286.041199,296.850830,0.000000
1960-04-29,285.012115,299.235443,0.824720
1960-04-30,282.110107,299.777191,0.000000
1960-05-01,286.319672,300.760590,0.000000
1960-05-02,287.905762,301.968231,0.000000
1960-05-03,288.436096,300.772888,0.000000
1960-05-04,291.622589,300.443176,0.000000
1960-05-05,292.711243,301.285248,9.901199
1960-05-06,291.616669,296.942200,73.609779
1960-05-07,290.321259,296.303314,67.301666
1960-05-08,288.038727,295.773041,13.921706
1960-05-09,287.839905,298.607910,0.000000
1960-05-10,287.956329,302.050476,0.000000
1960-05-11,290.548340,304.522369,0.280867
1960-05-12,292.746857,307.100616,0.286171
1960-05-13,293.424103,307.229034,0.000000
1960-05-14,295.208160,306.088409,0.000000
1960-05-15,293.832764,305.347443,0.976594
1960-05-16,292.444458,301.369934,0.000000
1960-05-17,289.078125,299.063049,0.000000
1960-05-18,291.354248,302.370819,0.000000
1960-05-19,293.290131,305.887451,0.000000
1960-05-20,294.688049,307.430481,0.000000
1960-05-21,295.727661,307.975067,0.000000
1960-05-22,295.935150,307.235168,0.000000
1960-05-23,295.767273,303.758423,0.000000
1960-05-24,294.574615,303.727509,2.573825
1960-05-25,294.238312,305.988556,0.000000
1960-05-26,295.363770,304.686737,0.880350
1960-05-27,296.008911,306.195251,0.000000
1960-05-28,295.367096,307.338776,0.000000
1960-05-29,295.631439,306.687042,0.000000
1960-05-30,296.157379,308.424774,0.303547
1960-05-31,296.733765,310.223297,0.000000
1960-06-01,296.457916,310.196716,0.000000
1960-06-02,297.390350,308.904907,0.000000
1960-06-03,297.835297,309.832336,0.000000
1960-06-04,296.604492,309.727112,0.000000
1960-06-05,298.347717,310.546143,0.000000
1960-06-06,299.125000,308.802521,0.000000
1960-06-07,298.223053,307.064117,0.534314
1960-06-08,296.697113,300.979889,10.053946
1960-06-09,296.094513,304.895050,23.543278
1960-06-10,295.598663,305.047607,39.612053
1960-06-11,293.840942,300.580048,13.028177
1960-06-12,292.944244,301.762054,16.520086
1960-06-13,292.281586,302.204498,0.978857
1960-06-14,292.093964,303.970795,0.000000
1960-06-15,291.218201,306.314697,0.000000
1960-06-16,293.036713,307.296448,0.424101
1960-06-17,294.813202,307.898438,0.000000
1960-06-18,295.616821,309.213623,0.000000
1960-06-19,295.738708,310.625366,0.000000
1960-06-20,295.447266,311.344299,0.000000
1960-06-21,295.587982,311.696625,0.000000
1960-06-22,297.739502,309.563812,0.000000
1960-06-23,298.716797,308.330994,0.419651
1960-06-24,296.467987,304.902130,0.591129
1960-06-25,295.390167,305.681763,0.316810
1960-06-26,294.551392,306.447510,0.000000
1960-06-27,294.547913,306.740662,0.000000
1960-06-28,294.948761,306.857758,0.000000
1960-06-29,295.321289,306.541809,0.000000
1960-06-30,295.356293,306.539490,0.000000
1960-07-01,296.127747,306.401825,0.000000
1960-07-02,295.732697,307.130310,0.000000
1960-07-03,296.545624,308.074219,0.000000
1960-07-04,296.794006,307.946930,0.000000
1960-07-05,296.464661,308.217438,0.000000
1960-07-06,297.575836,308.618988,0.000000
1960-07-07,296.795197,306.837311,0.000000
1960-07-08,296.264099,305.045288,2.601971
1960-07-09,296.051575,306.672150,1.560270
1960-07-10,295.356903,311.086334,0.000000
1960-07-11,296.165771,310.863525,0.000000
1960-07-12,296.094238,310.152039,0.000000
1960-07-13,296.799591,308.881378,0.000000
1960-07-14,296.158264,307.879456,0.000000
1960-07-15,296.325439,309.343506,0.000000
1960-07-16,296.658051,310.915253,0.000000
1960-07-17,296.671478,311.585480,0.000000
1960-07-18,296.085632,311.502014,0.000000
1960-07-19,297.067963,311.120880,0.000000
1960-07-20,297.637573,310.397430,0.000000
1960-07-21,296.632843,310.165100,0.000000
1960-07-22,296.871765,311.433655,0.000000
1960-07-23,296.908752,311.123840,0.000000
1960-07-24,295.889130,308.032104,0.000000
1960-07-25,295.917725,307.650085,0.661537
1960-07-26,296.406158,309.482971,0.000000
1960-07-27,295.948334,308.148499,0.000000
1960-07-28,294.967041,307.849518,0.837403
1960-07-29,294.413391,308.894318,2.401938
1960-07-30,294.953369,308.786804,0.307130
1960-07-31,296.315704,308.028687,0.555838
1960-08-01,296.593353,309.510468,1.967603
1960-08-02,296.717804,309.537872,0.296352
1960-08-03,295.800964,307.375793,1.869761
1960-08-04,295.235687,305.223480,2.068448
1960-08-05,294.721771,306.390747,6.619169
1960-08-06,294.893250,306.513855,3.924130
1960-08-07,295.180237,308.475433,0.291041
1960-08-08,296.513214,307.740784,4.498196
1960-08-09,295.959534,308.087250,1.110746
1960-08-10,295.780884,309.381866,0.646771
1960-08-11,296.282471,310.095428,3.273634
1960-08-12,296.483459,309.965912,0.000000
1960-08-13,296.053070,308.587738,2.961820
1960-08-14,296.900818,306.252258,5.921509
1960-08-15,296.250854,305.175812,1.855248
1960-08-16,294.956299,307.164185,0.000000
1960-08-17,294.474365,308.655029,0.000000
1960-08-18,295.222168,308.940491,0.000000
1960-08-19,295.950653,309.119385,0.000000
1960-08-20,295.961212,309.279999,0.000000
1960-08-21,296.039368,309.493866,0.000000
1960-08-22,296.355927,308.428925,0.000000
1960-08-23,296.102264,307.012238,0.000000
1960-08-24,296.129547,305.273438,3.609244
1960-08-25,295.964081,303.422882,11.219718
1960-08-26,295.969757,302.515839,3.028238
1960-08-27,296.970551,302.618927,19.777437
1960-08-28,296.871796,306.360718,18.913319
1960-08-29,296.322632,307.436951,25.199795
1960-08-30,295.609863,305.297272,0.000000
1960-08-31,293.989380,304.854889,0.000000
1960-09-01,293.303223,307.272980,0.000000
1960-09-02,295.373749,309.289124,0.704993
1960-09-03,295.996826,310.377991,0.000000
1960-09-04,296.586548,309.091858,0.873574
1960-09-05,295.884399,308.560028,0.000000
1960-09-06,296.403351,308.696503,0.000000
1960-09-07,296.333801,309.184235,1.191437
1960-09-08,296.283844,310.110016,0.330404
1960-09-09,297.322754,312.539673,0.000000
1960-09-10,298.482819,311.142761,0.000000
1960-09-11,296.517090,305.372498,16.322819
1960-09-12,294.421570,303.267883,2.791259
1960-09-13,291.122009,305.442932,0.000000
1960-09-14,291.379517,306.331573,0.000000
1960-09-15,292.427094,306.388855,0.000000
1960-09-16,292.721863,306.273346,0.000000
1960-09-17,292.295715,305.756134,0.000000
1960-09-18,294.130035,305.958649,0.000000
1960-09-19,295.443176,306.181641,0.000000
1960-09-20,294.720093,306.477936,0.000000
1960-09-21,295.498230,306.690857,0.000000
1960-09-22,295.404266,307.041687,0.000000
1960-09-23,295.664429,307.250061,0.000000
1960-09-24,296.317108,307.156342,0.000000
1960-09-25,296.546539,306.261414,0.000000
1960-09-26,295.509277,306.184021,0.000000
1960-09-27,292.600311,302.023987,1.262184
1960-09-28,286.330536,295.892548,32.489376
1960-09-29,284.666138,301.054199,0.000000
1960-09-30,285.663239,302.426971,0.000000
1960-10-01,286.788208,303.205963,0.000000
1960-10-02,288.641205,302.867737,0.000000
1960-10-03,290.795197,303.589996,0.000000
1960-10-04,290.190613,305.974976,1.469452
1960-10-05,293.300629,305.800262,0.561969
1960-10-06,296.061401,306.459900,0.000000
1960-10-07,297.074188,307.809540,0.000000
1960-10-08,294.979401,307.080811,0.000000
1960-10-09,293.566589,306.783447,0.000000
1960-10-10,295.943787,305.506439,0.000000
1960-10-11,289.303040,301.719604,0.000000
1960-10-12,288.706329,302.156464,0.000000
1960-10-13,292.128693,304.842072,0.000000
1960-10-14,294.102203,301.964233,37.941532
1960-10-15,287.276215,297.166656,26.689943
1960-10-16,284.840027,295.470367,19.525503
1960-10-17,285.298309,294.295776,11.102047
1960-10-18,278.009338,292.493073,0.000000
1960-10-19,277.895416,293.407104,0.000000
1960-10-20,276.314697,289.032227,0.000000
1960-10-21,276.722992,288.285431,0.000000
1960-10-22,278.044525,289.934631,0.000000
1960-10-23,278.764496,295.062500,0.000000
1960-10-24,281.427948,297.493958,0.000000
1960-10-25,286.327759,298.115021,0.000000
1960-10-26,289.478943,300.171356,3.648150
1960-10-27,288.250305,300.773407,4.488814
1960-10-28,286.120331,300.176239,0.703648
1960-10-29,282.060699,300.245056,0.000000
1960-10-30,282.346375,303.485382,0.000000
1960-10-31,286.788361,305.038849,0.000000
1960-11-01,290.687988,305.564880,0.828292
1960-11-02,290.128723,301.385773,0.000000
1960-11-03,283.356873,294.951447,0.000000
1960-11-04,281.087128,289.517090,0.000000
1960-11-05,285.291077,297.931335,0.724862
1960-11-06,284.205322,299.077484,0.000000
1960-11-07,286.246582,300.052612,0.000000
1960-11-08,288.665405,300.904083,0.000000
1960-11-09,284.975586,297.993652,0.000000
1960-11-10,287.331635,298.210388,0.000000
1960-11-11,290.160583,297.620056,19.046631
1960-11-12,285.423737,294.757111,23.415470
1960-11-13,280.630859,293.259033,0.000000
1960-11-14,288.711365,296.986176,3.692482
1960-11-15,284.409607,291.041565,3.619006
1960-11-16,277.630768,291.663208,0.000000
1960-11-17,279.178375,296.345337,0.000000
1960-11-18,286.539154,297.464233,0.000000
1960-11-19,283.575500,295.749908,0.000000
1960-11-20,277.061859,291.774902,0.000000
1960-11-21,276.726532,294.111542,0.000000
1960-11-22,280.386505,294.445282,0.000000
1960-11-23,281.129456,294.387299,0.000000
1960-11-24,281.208710,289.869720,5.696311
1960-11-25,285.165436,289.358582,0.000000
1960-11-26,278.050415,291.489105,0.362432
1960-11-27,278.315796,291.579010,0.000000
1960-11-28,280.286926,297.137482,0.000000
1960-11-29,287.702698,301.098236,0.000000
1960-11-30,287.610413,298.295349,0.000000
1960-12-01,284.439209,297.715363,0.000000
1960-12-02,274.730652,292.274414,0.000000
1960-12-03,273.585663,283.972961,0.000000
1960-12-04,276.249969,286.180054,0.000000
1960-12-05,283.760864,291.098999,0.904086
1960-12-06,277.588470,292.746552,18.217056
1960-12-07,273.449402,283.949677,2.163783
1960-12-08,271.355377,283.934601,0.000000
1960-12-09,269.999176,287.917389,0.000000
1960-12-10,272.794586,288.666595,0.000000
1960-12-11,276.277344,285.042755,0.000000
1960-12-12,279.156403,281.816925,2.880457
1960-12-13,274.703888,280.998596,0.000000
1960-12-14,267.535126,285.840057,0.000000
1960-12-15,270.899811,290.407166,0.000000
1960-12-16,274.133575,289.594269,0.000000
1960-12-17,273.281250,289.381744,0.000000
1960-12-18,273.756714,291.013641,0.000000
1960-12-19,274.507294,288.708923,0.000000
1960-12-20,275.808136,287.932953,0.000000
1960-12-21,275.865875,292.679382,0.000000
1960-12-22,276.706940,289.558807,0.000000
1960-12-23,270.214081,284.324341,0.000000
1960-12-24,270.870575,281.113983,0.000000
1960-12-25,269.525269,283.798370,0.000000
1960-12-26,278.841492,284.182495,0.000000
1960-12-27,278.569275,288.149536,0.000000
1960-12-28,275.593506,287.989594,0.000000
1960-12-29,275.477570,286.390442,0.000000
1960-12-30,276.449554,288.802734,0.000000
1960-12-31,276.075317,289.237366,0.000000
1961-01-01,274.898834,286.186127,0.440239
1961-01-02,275.780029,281.898743,0.000000
1961-01-03,272.771484,281.087952,1.376890
1961-01-04,276.184662,280.075684,32.271458
