#Variables:
#tasmax_bcc-csm1-1_historical(K):Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_historical(K)"
1960-12-22,300.875732
1960-12-23,300.260864
1960-12-24,300.716705
1960-12-25,303.255493
1960-12-26,301.575958
1960-12-27,279.063538
1960-12-28,284.410645
1960-12-29,288.967102
1960-12-30,287.644043
1960-12-31,292.016541
1961-01-01,295.293884
1961-01-02,292.704926
1961-01-03,290.141083
1961-01-04,291.524353
1961-01-05,293.787567
1961-01-06,296.066711
1961-01-07,293.384216
1961-01-08,293.818115
1961-01-09,295.893158
1961-01-10,299.203247
1961-01-11,299.833344
1961-01-12,297.835114
1961-01-13,291.255096
1961-01-14,293.593201
1961-01-15,294.924805
1961-01-16,296.245789
1961-01-17,291.858215
1961-01-18,290.570740
1961-01-19,295.670135
1961-01-20,291.197937
1961-01-21,285.443451
1961-01-22,286.756073
1961-01-23,293.231598
1961-01-24,296.668335
1961-01-25,296.017853
1961-01-26,297.338379
1961-01-27,293.366974
1961-01-28,286.564056
1961-01-29,289.135284
1961-01-30,291.667969
1961-01-31,289.608521
1961-02-01,274.693573
1961-02-02,287.924255
1961-02-03,288.482910
1961-02-04,286.905243
1961-02-05,295.883972
1961-02-06,295.499390
1961-02-07,296.436035
1961-02-08,293.537201
1961-02-09,297.499390
1961-02-10,293.658264
1961-02-11,290.080139
1961-02-12,293.394745
1961-02-13,296.312103
1961-02-14,299.061676
1961-02-15,301.996277
1961-02-16,302.642700
1961-02-17,304.114441
1961-02-18,302.511292
1961-02-19,299.843201
1961-02-20,298.475403
1961-02-21,299.458008
1961-02-22,297.513641
1961-02-23,288.716461
1961-02-24,295.097473
1961-02-25,294.203003
1961-02-26,294.763519
1961-02-27,297.398590
1961-02-28,296.195984
1961-03-01,298.451019
1961-03-02,298.589996
1961-03-03,295.327484
1961-03-04,293.957581
1961-03-05,297.139282
1961-03-06,300.270081
1961-03-07,303.457977
1961-03-08,302.712189
1961-03-09,301.324921
1961-03-10,300.789032
1961-03-11,291.182068
1961-03-12,285.268677
1961-03-13,285.495453
1961-03-14,286.419922
1961-03-15,288.804291
1961-03-16,293.246338
1961-03-17,292.278656
1961-03-18,295.882904
1961-03-19,301.190979
1961-03-20,299.903229
1961-03-21,300.482147
1961-03-22,300.664215
1961-03-23,303.364166
1961-03-24,302.262604
1961-03-25,302.268341
1961-03-26,305.060242
1961-03-27,304.691864
1961-03-28,302.303345
1961-03-29,299.622192
1961-03-30,298.255096
1961-03-31,303.930054
1961-04-01,303.843201
1961-04-02,303.855164
1961-04-03,303.085876
1961-04-04,296.520538
1961-04-05,298.717377
1961-04-06,299.197571
1961-04-07,298.588440
1961-04-08,288.394867
1961-04-09,292.618256
1961-04-10,292.145721
1961-04-11,300.547729
1961-04-12,300.412048
1961-04-13,295.953705
1961-04-14,289.970490
1961-04-15,298.113220
1961-04-16,300.712677
1961-04-17,302.929932
1961-04-18,302.255493
1961-04-19,299.894226
1961-04-20,298.929871
1961-04-21,298.221191
1961-04-22,301.224457
1961-04-23,303.298126
1961-04-24,302.599335
1961-04-25,303.018921
1961-04-26,304.365295
1961-04-27,305.205353
1961-04-28,303.847687
1961-04-29,304.480011
1961-04-30,304.288422
1961-05-01,300.954498
1961-05-02,302.442352
1961-05-03,304.166016
1961-05-04,304.631470
1961-05-05,303.477692
1961-05-06,304.510468
1961-05-07,304.330048
1961-05-08,303.726135
1961-05-09,301.057220
1961-05-10,300.366119
1961-05-11,305.179840
1961-05-12,306.929016
1961-05-13,307.096191
1961-05-14,304.257507
1961-05-15,303.051056
1961-05-16,303.618500
1961-05-17,306.081085
1961-05-18,304.816742
1961-05-19,304.384277
1961-05-20,303.745331
1961-05-21,303.501099
1961-05-22,300.559052
1961-05-23,297.312592
1961-05-24,300.180237
1961-05-25,302.616058
1961-05-26,304.822388
1961-05-27,306.288879
1961-05-28,305.788757
1961-05-29,302.507721
1961-05-30,302.960114
1961-05-31,305.361786
1961-06-01,304.510193
1961-06-02,303.705414
1961-06-03,304.733551
1961-06-04,304.897858
1961-06-05,304.509216
1961-06-06,304.256012
1961-06-07,305.898376
1961-06-08,306.126953
1961-06-09,306.115265
1961-06-10,306.307465
1961-06-11,306.832825
1961-06-12,309.463318
1961-06-13,309.820557
1961-06-14,308.232330
1961-06-15,307.308624
1961-06-16,307.174408
1961-06-17,307.297333
1961-06-18,308.901276
1961-06-19,311.297211
1961-06-20,314.023468
1961-06-21,314.979218
1961-06-22,313.807648
1961-06-23,310.592957
1961-06-24,307.615356
1961-06-25,306.168854
1961-06-26,305.938873
1961-06-27,302.846771
1961-06-28,304.151825
1961-06-29,303.577148
1961-06-30,304.789185
1961-07-01,304.988617
1961-07-02,304.576538
1961-07-03,305.186462
1961-07-04,306.412659
1961-07-05,305.694305
1961-07-06,305.372101
1961-07-07,303.962433
1961-07-08,303.921875
1961-07-09,306.726929
1961-07-10,308.411743
1961-07-11,308.857361
1961-07-12,308.017334
1961-07-13,306.515656
1961-07-14,305.441681
1961-07-15,303.553741
1961-07-16,302.911774
1961-07-17,302.793762
1961-07-18,302.866791
1961-07-19,303.306671
1961-07-20,303.252472
1961-07-21,302.412201
1961-07-22,303.348297
1961-07-23,306.070312
1961-07-24,307.338196
1961-07-25,308.039062
1961-07-26,308.218750
1961-07-27,308.681213
1961-07-28,309.061157
1961-07-29,309.022430
1961-07-30,308.475433
1961-07-31,308.559998
1961-08-01,307.289490
1961-08-02,305.235626
1961-08-03,305.490631
1961-08-04,305.627747
1961-08-05,306.599121
1961-08-06,306.894440
1961-08-07,306.929474
1961-08-08,306.901306
1961-08-09,306.422882
1961-08-10,306.418365
1961-08-11,306.804596
1961-08-12,307.220703
1961-08-13,308.115936
1961-08-14,309.515869
1961-08-15,309.146454
1961-08-16,308.677612
1961-08-17,308.573212
1961-08-18,307.949646
1961-08-19,306.276581
1961-08-20,306.495728
1961-08-21,307.641205
1961-08-22,307.556763
1961-08-23,307.224182
1961-08-24,308.652039
1961-08-25,310.015106
1961-08-26,310.607025
1961-08-27,311.774078
1961-08-28,311.613220
1961-08-29,310.071838
1961-08-30,309.106201
1961-08-31,307.739014
1961-09-01,308.878143
1961-09-02,308.942993
1961-09-03,307.831116
1961-09-04,306.686279
1961-09-05,307.090729
1961-09-06,307.841736
1961-09-07,308.233795
1961-09-08,307.839050
1961-09-09,306.845032
1961-09-10,304.869904
1961-09-11,303.778290
1961-09-12,303.370148
1961-09-13,303.086823
1961-09-14,302.212769
1961-09-15,303.898071
1961-09-16,305.856873
1961-09-17,307.416626
1961-09-18,308.458832
1961-09-19,307.726990
1961-09-20,306.018585
1961-09-21,302.074188
1961-09-22,296.581726
1961-09-23,297.595337
1961-09-24,297.589600
1961-09-25,300.885223
1961-09-26,303.375458
1961-09-27,304.667908
1961-09-28,306.453918
1961-09-29,307.045074
1961-09-30,306.653168
1961-10-01,305.372375
1961-10-02,304.471588
1961-10-03,306.909637
1961-10-04,307.041595
1961-10-05,307.323792
1961-10-06,307.414490
1961-10-07,307.010315
1961-10-08,306.387573
1961-10-09,303.610809
1961-10-10,294.510803
1961-10-11,299.420105
1961-10-12,302.683105
1961-10-13,303.363342
1961-10-14,305.044037
1961-10-15,304.683014
1961-10-16,295.560699
1961-10-17,298.919739
1961-10-18,303.383362
1961-10-19,301.961548
1961-10-20,300.879517
1961-10-21,291.246613
1961-10-22,294.456848
1961-10-23,287.276703
1961-10-24,293.602051
1961-10-25,295.717651
1961-10-26,297.087189
1961-10-27,297.461243
1961-10-28,298.735443
1961-10-29,300.194458
1961-10-30,299.729034
1961-10-31,301.514313
1961-11-01,301.197449
1961-11-02,297.880493
1961-11-03,294.528046
1961-11-04,293.720062
1961-11-05,294.851959
1961-11-06,297.849976
1961-11-07,298.165436
1961-11-08,298.929443
1961-11-09,294.829315
1961-11-10,281.996979
1961-11-11,289.366882
1961-11-12,292.455963
1961-11-13,295.941864
1961-11-14,292.823486
1961-11-15,291.580688
1961-11-16,299.526245
1961-11-17,302.255920
1961-11-18,302.605164
1961-11-19,302.152863
1961-11-20,302.249146
1961-11-21,302.058228
1961-11-22,300.484009
1961-11-23,300.552246
1961-11-24,298.384125
1961-11-25,291.593719
1961-11-26,295.609863
1961-11-27,298.011444
1961-11-28,295.404541
1961-11-29,292.701660
1961-11-30,288.372742
1961-12-01,291.869110
1961-12-02,297.433014
1961-12-03,297.028168
1961-12-04,293.517212
1961-12-05,296.127350
1961-12-06,296.259064
1961-12-07,298.618042
1961-12-08,297.485382
1961-12-09,300.323242
1961-12-10,299.455353
1961-12-11,297.295685
1961-12-12,297.129547
1961-12-13,296.990814
1961-12-14,292.183929
1961-12-15,295.673584
1961-12-16,295.836609
1961-12-17,298.641205
1961-12-18,299.432526
1961-12-19,298.837189
1961-12-20,297.935516
1961-12-21,294.536194
1961-12-22,293.866669
1961-12-23,293.299164
1961-12-24,292.013947
1961-12-25,290.620636
1961-12-26,291.456818
1961-12-27,291.371490
1961-12-28,292.679688
1961-12-29,290.550934
1961-12-30,289.468384
1961-12-31,286.703766
1962-01-01,285.396790
1962-01-02,288.130829
1962-01-03,290.388611
1962-01-04,286.772278
1962-01-05,284.667175
1962-01-06,286.749451
1962-01-07,290.421661
1962-01-08,288.345123
1962-01-09,285.434174
1962-01-10,284.158783
1962-01-11,285.856323
1962-01-12,286.223907
1962-01-13,286.551910
1962-01-14,289.542236
1962-01-15,295.097198
1962-01-16,293.191315
1962-01-17,295.050629
1962-01-18,294.760712
1962-01-19,289.919250
1962-01-20,289.601440
1962-01-21,295.206757
1962-01-22,291.293610
1962-01-23,287.485260
1962-01-24,285.594360
1962-01-25,289.266205
1962-01-26,289.464844
1962-01-27,288.857758
1962-01-28,285.975403
1962-01-29,290.151093
1962-01-30,289.452728
1962-01-31,286.199768
1962-02-01,281.723175
1962-02-02,284.887146
1962-02-03,290.343689
1962-02-04,293.419067
1962-02-05,295.847595
1962-02-06,297.079407
1962-02-07,294.888794
1962-02-08,288.371735
1962-02-09,284.611633
1962-02-10,291.803680
1962-02-11,297.150604
1962-02-12,295.187531
1962-02-13,292.584625
1962-02-14,291.646332
1962-02-15,294.230408
1962-02-16,296.962433
1962-02-17,294.975220
1962-02-18,287.781860
1962-02-19,287.942963
1962-02-20,287.757721
1962-02-21,289.833160
1962-02-22,289.896851
1962-02-23,295.100830
1962-02-24,297.838165
1962-02-25,294.700867
1962-02-26,285.843689
1962-02-27,290.666473
1962-02-28,296.169128
1962-03-01,295.330322
1962-03-02,288.647736
1962-03-03,286.348785
1962-03-04,290.396210
1962-03-05,287.362793
1962-03-06,292.196991
1962-03-07,285.170746
1962-03-08,281.458405
1962-03-09,281.498016
1962-03-10,282.080353
1962-03-11,284.003632
1962-03-12,292.285065
1962-03-13,296.640137
1962-03-14,298.461884
1962-03-15,298.139557
1962-03-16,301.972382
1962-03-17,303.625458
1962-03-18,301.103638
1962-03-19,300.287292
1962-03-20,299.862366
1962-03-21,295.879089
1962-03-22,291.278320
1962-03-23,292.117279
1962-03-24,300.531311
1962-03-25,296.111023
1962-03-26,291.203217
1962-03-27,294.954987
1962-03-28,294.476349
1962-03-29,292.125702
1962-03-30,295.328400
1962-03-31,294.587402
1962-04-01,294.705139
1962-04-02,294.938782
1962-04-03,294.229950
1962-04-04,289.523041
1962-04-05,292.399902
1962-04-06,299.805695
1962-04-07,302.140961
1962-04-08,302.113190
1962-04-09,302.012482
1962-04-10,303.062897
1962-04-11,305.568115
1962-04-12,305.075836
1962-04-13,300.540436
1962-04-14,301.557312
1962-04-15,301.301941
1962-04-16,296.776947
1962-04-17,300.597992
1962-04-18,303.077515
1962-04-19,305.097229
1962-04-20,305.347839
1962-04-21,306.286285
1962-04-22,304.648102
1962-04-23,302.345184
1962-04-24,301.326477
1962-04-25,300.027618
1962-04-26,298.244324
1962-04-27,301.217682
1962-04-28,301.154633
1962-04-29,299.192261
1962-04-30,299.488770
1962-05-01,299.798340
1962-05-02,302.488342
1962-05-03,303.446075
1962-05-04,303.262878
1962-05-05,302.305511
1962-05-06,300.219086
1962-05-07,297.670380
1962-05-08,296.038544
1962-05-09,295.935242
1962-05-10,299.056915
1962-05-11,299.379974
1962-05-12,298.908478
1962-05-13,300.828766
1962-05-14,303.678772
1962-05-15,304.358887
1962-05-16,302.406555
1962-05-17,304.526459
1962-05-18,303.492584
1962-05-19,302.159302
1962-05-20,303.588165
1962-05-21,304.010040
1962-05-22,304.678864
1962-05-23,305.521698
1962-05-24,305.985046
1962-05-25,307.206512
1962-05-26,307.332611
1962-05-27,306.906494
1962-05-28,300.369019
1962-05-29,300.657684
1962-05-30,300.821808
1962-05-31,305.820831
1962-06-01,308.005096
1962-06-02,307.495239
1962-06-03,308.875244
1962-06-04,307.907623
1962-06-05,306.172485
1962-06-06,304.852844
1962-06-07,302.636780
1962-06-08,304.691254
1962-06-09,304.322174
1962-06-10,304.839294
1962-06-11,304.223938
1962-06-12,304.315155
1962-06-13,305.417053
1962-06-14,306.034119
1962-06-15,305.877472
1962-06-16,306.451202
1962-06-17,307.540070
1962-06-18,308.060669
1962-06-19,308.472015
1962-06-20,308.482117
1962-06-21,307.972595
1962-06-22,309.336456
1962-06-23,312.163849
1962-06-24,312.753876
1962-06-25,312.673706
1962-06-26,310.960541
1962-06-27,310.622864
1962-06-28,308.729126
1962-06-29,308.411163
1962-06-30,308.964539
1962-07-01,307.960266
1962-07-02,307.037170
1962-07-03,306.120483
1962-07-04,302.532501
1962-07-05,302.668396
1962-07-06,304.467407
1962-07-07,304.111542
1962-07-08,304.589325
1962-07-09,304.502014
1962-07-10,305.430634
1962-07-11,306.330017
1962-07-12,305.986786
1962-07-13,305.553497
1962-07-14,306.231110
1962-07-15,307.489929
1962-07-16,308.162018
1962-07-17,308.649292
1962-07-18,311.178253
1962-07-19,310.728516
1962-07-20,310.097168
1962-07-21,310.616425
1962-07-22,309.917053
1962-07-23,310.710663
1962-07-24,310.748077
1962-07-25,311.343933
1962-07-26,312.688904
1962-07-27,313.203461
1962-07-28,311.913635
1962-07-29,309.649597
1962-07-30,309.088348
1962-07-31,309.425568
1962-08-01,310.334442
1962-08-02,310.335754
1962-08-03,309.700378
1962-08-04,309.857300
1962-08-05,310.267639
1962-08-06,310.426300
1962-08-07,309.783875
1962-08-08,308.815216
1962-08-09,308.938538
1962-08-10,309.788300
1962-08-11,308.889465
1962-08-12,306.860718
1962-08-13,303.063385
1962-08-14,303.431763
1962-08-15,304.082733
1962-08-16,302.135193
1962-08-17,302.248810
1962-08-18,304.236023
1962-08-19,305.397217
1962-08-20,305.046600
1962-08-21,304.214905
1962-08-22,303.898132
1962-08-23,303.539429
1962-08-24,304.504303
1962-08-25,305.965759
1962-08-26,306.181061
1962-08-27,305.941345
1962-08-28,305.795502
1962-08-29,304.118805
1962-08-30,304.957153
1962-08-31,306.894775
1962-09-01,307.712585
1962-09-02,307.071289
1962-09-03,306.980896
1962-09-04,306.895630
1962-09-05,306.945129
1962-09-06,307.115692
1962-09-07,306.946838
1962-09-08,306.507629
1962-09-09,306.264130
1962-09-10,306.200073
1962-09-11,305.728821
1962-09-12,303.512634
1962-09-13,304.573212
1962-09-14,303.563324
1962-09-15,300.333710
1962-09-16,305.419769
1962-09-17,306.844574
1962-09-18,308.313446
1962-09-19,307.888428
1962-09-20,307.073975
1962-09-21,305.078857
1962-09-22,303.635376
1962-09-23,305.432281
1962-09-24,305.071930
1962-09-25,304.322235
1962-09-26,305.306641
1962-09-27,306.099396
1962-09-28,306.679840
1962-09-29,307.618378
1962-09-30,307.914551
1962-10-01,307.222198
1962-10-02,306.544312
1962-10-03,306.331604
1962-10-04,306.042694
1962-10-05,304.748566
1962-10-06,301.233124
1962-10-07,300.990723
1962-10-08,304.984802
1962-10-09,304.282471
1962-10-10,297.811340
1962-10-11,291.541290
1962-10-12,295.821991
1962-10-13,298.710663
1962-10-14,298.950592
1962-10-15,299.794922
1962-10-16,302.707703
1962-10-17,304.254028
1962-10-18,304.341095
1962-10-19,304.249390
1962-10-20,305.132294
1962-10-21,304.420624
1962-10-22,294.692871
1962-10-23,295.611145
1962-10-24,297.975555
1962-10-25,292.729675
1962-10-26,295.288300
1962-10-27,291.374268
1962-10-28,295.718414
1962-10-29,297.103638
1962-10-30,296.558563
1962-10-31,297.309814
1962-11-01,300.642670
1962-11-02,301.366425
1962-11-03,303.332855
1962-11-04,304.306763
1962-11-05,303.276215
1962-11-06,301.462372
1962-11-07,286.000549
1962-11-08,288.668213
1962-11-09,293.648743
1962-11-10,287.487061
1962-11-11,291.070862
1962-11-12,294.448486
1962-11-13,291.142242
1962-11-14,286.361938
1962-11-15,292.866211
1962-11-16,295.699982
1962-11-17,292.671997
1962-11-18,281.352600
1962-11-19,282.474365
1962-11-20,290.810699
1962-11-21,294.304993
1962-11-22,291.169739
1962-11-23,288.612061
1962-11-24,291.787781
1962-11-25,291.525146
1962-11-26,287.190369
1962-11-27,286.477844
1962-11-28,291.851044
1962-11-29,290.111145
1962-11-30,293.416199
1962-12-01,291.720551
1962-12-02,288.318420
1962-12-03,289.640411
1962-12-04,288.311432
1962-12-05,288.935608
1962-12-06,284.021729
1962-12-07,287.258545
1962-12-08,286.244141
1962-12-09,288.182098
1962-12-10,286.773193
1962-12-11,287.620239
1962-12-12,292.428589
1962-12-13,291.361603
1962-12-14,292.185455
1962-12-15,289.090546
1962-12-16,284.275116
1962-12-17,282.469879
1962-12-18,281.729553
1962-12-19,284.644379
1962-12-20,281.968628
1962-12-21,279.054321
1962-12-22,283.430481
1962-12-23,285.967773
1962-12-24,284.511200
1962-12-25,281.113983
1962-12-26,288.054413
1962-12-27,292.118530
1962-12-28,290.649231
1962-12-29,290.688690
1962-12-30,292.084564
1962-12-31,295.684998
1963-01-01,289.138184
1963-01-02,282.519043
1963-01-03,278.590363
1963-01-04,285.194580
1963-01-05,285.021179
1963-01-06,282.645660
1963-01-07,280.180450
1963-01-08,277.576691
1963-01-09,278.281036
1963-01-10,280.375549
1963-01-11,283.873505
1963-01-12,283.493622
1963-01-13,280.640778
1963-01-14,277.665314
1963-01-15,278.368042
1963-01-16,285.844666
1963-01-17,286.994385
1963-01-18,285.846527
1963-01-19,280.679260
1963-01-20,288.068726
1963-01-21,296.335815
1963-01-22,294.818207
1963-01-23,294.757568
1963-01-24,292.894470
1963-01-25,279.963013
1963-01-26,279.460114
1963-01-27,281.168030
1963-01-28,281.239655
1963-01-29,283.273865
1963-01-30,289.608490
1963-01-31,286.421875
1963-02-01,284.528748
1963-02-02,288.324249
1963-02-03,287.156128
1963-02-04,285.926025
1963-02-05,285.167877
1963-02-06,283.571472
1963-02-07,282.159241
1963-02-08,283.547058
1963-02-09,291.497040
1963-02-10,293.367920
1963-02-11,294.737030
1963-02-12,293.599335
1963-02-13,294.760345
1963-02-14,292.859985
1963-02-15,292.176697
1963-02-16,290.067230
1963-02-17,289.002777
1963-02-18,290.302704
1963-02-19,290.344574
1963-02-20,286.999451
1963-02-21,283.230438
1963-02-22,279.510254
1963-02-23,284.979156
1963-02-24,285.985077
1963-02-25,289.615753
1963-02-26,287.775391
1963-02-27,291.210419
1963-02-28,292.787109
1963-03-01,290.995117
1963-03-02,296.529999
1963-03-03,299.585968
1963-03-04,297.556946
1963-03-05,293.225311
1963-03-06,294.917572
1963-03-07,296.899780
1963-03-08,299.184387
1963-03-09,298.244385
1963-03-10,294.154694
1963-03-11,296.218719
1963-03-12,294.847870
1963-03-13,293.672943
1963-03-14,293.837036
1963-03-15,292.548859
1963-03-16,292.339569
1963-03-17,295.416260
1963-03-18,297.514404
1963-03-19,296.968231
1963-03-20,296.078949
1963-03-21,296.847473
1963-03-22,298.684784
1963-03-23,303.404541
1963-03-24,304.712555
1963-03-25,306.414795
1963-03-26,305.391418
1963-03-27,298.009369
1963-03-28,295.296173
1963-03-29,297.118378
1963-03-30,302.515076
1963-03-31,304.004333
1963-04-01,300.997406
1963-04-02,296.153046
1963-04-03,296.801239
1963-04-04,302.214233
1963-04-05,303.645142
1963-04-06,303.692261
1963-04-07,306.682617
1963-04-08,305.629974
1963-04-09,304.525787
1963-04-10,304.379852
1963-04-11,305.289276
1963-04-12,304.129517
1963-04-13,300.484711
1963-04-14,303.355988
1963-04-15,304.156769
1963-04-16,305.635803
1963-04-17,305.298187
1963-04-18,305.282745
1963-04-19,302.954224
1963-04-20,302.396973
1963-04-21,307.494476
1963-04-22,309.756989
1963-04-23,311.370300
1963-04-24,311.269714
1963-04-25,310.650574
1963-04-26,311.122742
1963-04-27,310.093475
1963-04-28,304.684814
1963-04-29,305.752014
1963-04-30,306.321045
1963-05-01,308.459320
1963-05-02,309.491119
1963-05-03,305.816650
1963-05-04,303.946716
1963-05-05,303.416290
1963-05-06,303.220215
1963-05-07,309.222900
1963-05-08,311.389008
1963-05-09,311.134613
1963-05-10,309.107483
1963-05-11,309.559631
1963-05-12,309.455536
1963-05-13,308.958435
1963-05-14,307.906464
1963-05-15,307.309021
1963-05-16,307.306274
1963-05-17,308.244171
1963-05-18,309.061127
1963-05-19,308.984436
1963-05-20,309.957245
1963-05-21,309.297363
1963-05-22,309.681946
1963-05-23,310.556183
1963-05-24,311.286194
1963-05-25,312.796753
1963-05-26,310.508698
1963-05-27,311.562958
1963-05-28,311.245728
1963-05-29,310.797913
1963-05-30,309.162567
1963-05-31,307.263367
1963-06-01,305.981903
1963-06-02,305.917908
1963-06-03,307.514191
1963-06-04,311.646149
1963-06-05,310.747437
1963-06-06,306.388367
1963-06-07,301.298553
1963-06-08,300.492493
1963-06-09,299.655792
1963-06-10,300.301971
1963-06-11,303.523346
1963-06-12,304.048279
1963-06-13,305.357361
1963-06-14,305.827332
1963-06-15,304.898315
1963-06-16,305.213959
1963-06-17,306.338104
1963-06-18,307.920624
1963-06-19,307.546936
1963-06-20,306.895081
1963-06-21,304.154602
1963-06-22,302.977783
1963-06-23,301.774445
1963-06-24,299.440155
1963-06-25,300.953461
1963-06-26,303.630707
1963-06-27,300.569641
1963-06-28,302.624481
1963-06-29,302.547333
1963-06-30,304.909271
1963-07-01,304.519135
1963-07-02,303.372803
1963-07-03,302.203705
1963-07-04,299.765198
1963-07-05,296.936554
1963-07-06,300.395386
1963-07-07,303.098419
1963-07-08,304.445648
1963-07-09,305.398071
1963-07-10,306.708557
1963-07-11,307.693542
1963-07-12,309.139984
1963-07-13,309.518951
1963-07-14,310.828430
1963-07-15,311.344696
1963-07-16,311.509491
1963-07-17,310.921143
1963-07-18,310.249908
1963-07-19,307.820557
1963-07-20,305.153412
1963-07-21,304.517242
1963-07-22,304.106262
1963-07-23,303.692078
1963-07-24,303.581207
1963-07-25,303.973328
1963-07-26,305.798126
1963-07-27,306.056335
1963-07-28,305.655823
1963-07-29,304.767334
1963-07-30,306.082214
1963-07-31,306.848694
1963-08-01,306.865540
1963-08-02,306.919434
1963-08-03,307.429626
1963-08-04,307.446228
1963-08-05,307.159851
1963-08-06,306.765228
1963-08-07,306.404419
1963-08-08,306.171967
1963-08-09,306.499939
1963-08-10,307.211853
1963-08-11,308.028687
1963-08-12,307.892761
1963-08-13,305.318451
1963-08-14,306.750977
1963-08-15,306.715302
1963-08-16,306.078705
1963-08-17,304.791901
1963-08-18,301.060730
1963-08-19,298.849457
1963-08-20,303.342590
1963-08-21,302.560699
1963-08-22,302.824493
1963-08-23,302.730072
1963-08-24,305.597504
1963-08-25,307.375336
1963-08-26,307.396912
1963-08-27,306.517059
1963-08-28,306.134338
1963-08-29,306.670013
1963-08-30,309.096863
1963-08-31,309.570618
1963-09-01,309.054962
1963-09-02,307.892670
1963-09-03,305.513550
1963-09-04,305.003601
1963-09-05,304.802582
1963-09-06,305.824493
1963-09-07,306.004364
1963-09-08,305.373383
1963-09-09,305.169373
1963-09-10,305.400391
1963-09-11,305.503387
1963-09-12,305.075195
1963-09-13,300.843231
1963-09-14,301.138214
1963-09-15,301.545288
1963-09-16,301.222412
1963-09-17,300.557892
1963-09-18,302.124725
1963-09-19,304.118835
1963-09-20,303.373077
1963-09-21,303.766876
1963-09-22,305.384460
1963-09-23,306.062561
1963-09-24,307.575562
1963-09-25,306.923004
1963-09-26,305.779175
1963-09-27,304.982819
1963-09-28,303.345276
1963-09-29,304.226318
1963-09-30,304.860840
1963-10-01,306.788910
1963-10-02,308.018280
1963-10-03,306.874329
1963-10-04,306.178619
1963-10-05,305.012970
1963-10-06,305.838135
1963-10-07,306.421356
1963-10-08,305.824402
1963-10-09,297.604187
1963-10-10,299.184967
1963-10-11,299.286163
1963-10-12,297.799133
1963-10-13,295.495300
1963-10-14,299.245422
1963-10-15,300.904175
1963-10-16,299.971436
1963-10-17,295.848145
1963-10-18,295.754364
1963-10-19,296.228333
1963-10-20,299.592865
1963-10-21,300.819214
1963-10-22,297.046692
1963-10-23,290.024384
1963-10-24,294.119019
1963-10-25,292.630981
1963-10-26,291.461975
1963-10-27,294.594086
1963-10-28,298.017761
1963-10-29,296.618866
1963-10-30,296.610046
1963-10-31,300.011719
1963-11-01,300.361908
1963-11-02,300.064087
1963-11-03,298.167908
1963-11-04,296.241150
1963-11-05,296.217041
1963-11-06,297.901154
1963-11-07,298.213593
1963-11-08,298.776398
1963-11-09,299.185303
1963-11-10,298.052948
1963-11-11,295.603485
1963-11-12,296.731171
1963-11-13,296.217560
1963-11-14,296.659119
1963-11-15,296.360626
1963-11-16,294.378418
1963-11-17,298.468933
1963-11-18,300.311676
1963-11-19,300.969574
1963-11-20,298.693604
1963-11-21,294.839935
1963-11-22,292.572510
1963-11-23,296.428650
1963-11-24,297.712128
1963-11-25,297.520996
1963-11-26,301.013489
1963-11-27,302.280151
1963-11-28,298.960815
1963-11-29,279.205292
1963-11-30,285.106598
1963-12-01,286.161987
1963-12-02,290.002838
1963-12-03,291.330933
1963-12-04,294.117859
1963-12-05,294.681366
1963-12-06,294.761627
1963-12-07,294.161285
1963-12-08,292.903595
1963-12-09,290.660767
1963-12-10,291.083344
1963-12-11,289.912476
1963-12-12,292.592499
1963-12-13,294.417633
1963-12-14,290.802002
1963-12-15,296.598969
1963-12-16,299.440857
1963-12-17,300.357483
1963-12-18,299.663177
1963-12-19,297.457489
1963-12-20,296.331207
1963-12-21,298.156799
1963-12-22,296.476685
1963-12-23,292.958191
1963-12-24,290.807953
1963-12-25,293.520782
1963-12-26,295.089294
1963-12-27,297.629517
1963-12-28,298.768494
1963-12-29,297.305237
1963-12-30,298.277893
1963-12-31,299.219574
1964-01-01,298.060669
1964-01-02,297.137299
1964-01-03,294.067932
1964-01-04,290.409271
1964-01-05,288.925812
1964-01-06,289.299469
1964-01-07,295.750458
1964-01-08,294.280762
1964-01-09,293.701935
1964-01-10,290.811462
1964-01-11,281.974274
1964-01-12,278.388367
1964-01-13,282.868591
1964-01-14,286.425598
1964-01-15,289.970947
1964-01-16,289.776154
1964-01-17,289.846497
1964-01-18,291.944244
1964-01-19,292.446228
1964-01-20,294.065979
1964-01-21,291.968323
1964-01-22,289.063080
1964-01-23,293.903992
1964-01-24,294.621765
1964-01-25,292.338470
1964-01-26,294.456360
1964-01-27,294.511566
1964-01-28,295.005737
1964-01-29,296.118347
1964-01-30,293.747864
1964-01-31,294.761444
1964-02-01,293.104370
1964-02-02,291.079956
1964-02-03,289.953796
1964-02-04,290.659515
1964-02-05,290.704773
1964-02-06,292.340332
1964-02-07,291.973785
1964-02-08,288.391571
1964-02-09,280.461700
1964-02-10,279.776215
1964-02-11,283.869202
1964-02-12,285.213257
