#Variables:
#tasmin_IPSL-CM5A-MR_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_IPSL-CM5A-MR_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_IPSL-CM5A-MR_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_IPSL-CM5A-MR_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)"
""
yyyy-mm-dd,tasmin_IPSL-CM5A-MR_rcp45(K),tasmax_IPSL-CM5A-MR_rcp45(K),pr_IPSL-CM5A-MR_rcp45(mm)
2023-07-30,299.306976,313.965332,0.000000
2023-07-31,299.677582,313.972565,0.000000
2023-08-01,298.498657,312.225922,4.972566
2023-08-02,298.349426,309.802032,4.674560
2023-08-03,298.466400,313.074188,0.000000
2023-08-04,299.955414,313.639008,0.000000
2023-08-05,299.027679,312.340546,0.000000
2023-08-06,298.025452,311.804352,0.000000
2023-08-07,298.024872,310.782867,0.000000
2023-08-08,297.797211,310.815247,0.000000
2023-08-09,298.023041,311.615509,0.000000
2023-08-10,297.941315,312.177094,0.000000
2023-08-11,298.413910,312.971588,0.000000
2023-08-12,299.246460,313.963898,0.000000
2023-08-13,300.773041,314.792053,0.000000
2023-08-14,301.997192,316.416351,0.000000
2023-08-15,302.275604,315.141266,0.000000
2023-08-16,302.140656,313.963043,0.000000
2023-08-17,301.185242,313.203369,0.000000
2023-08-18,300.425568,312.711182,0.000000
2023-08-19,300.381134,313.172974,0.000000
2023-08-20,300.716919,313.897308,0.000000
2023-08-21,301.489532,314.057922,0.000000
2023-08-22,301.450928,313.332947,0.386363
2023-08-23,299.588135,311.357880,0.544416
2023-08-24,299.446716,309.924805,2.995004
2023-08-25,298.244720,311.693420,0.000000
2023-08-26,298.271545,312.275696,0.000000
2023-08-27,297.835480,310.023865,0.383528
2023-08-28,296.885193,307.387268,0.395438
2023-08-29,296.557648,309.036072,0.000000
2023-08-30,297.106018,310.391754,0.000000
2023-08-31,298.036713,311.577698,0.000000
2023-09-01,298.405945,311.622864,0.000000
2023-09-02,298.210266,308.230408,0.351224
2023-09-03,296.815887,306.539307,12.854338
2023-09-04,297.063934,305.808655,9.818807
2023-09-05,295.371918,304.813873,3.944742
2023-09-06,295.829865,308.031097,0.000000
2023-09-07,296.921844,309.606567,0.000000
2023-09-08,297.923462,308.754517,0.835752
2023-09-09,297.199158,306.657471,7.263312
2023-09-10,296.662598,307.109894,7.580575
2023-09-11,297.011047,308.011444,1.925129
2023-09-12,297.675323,308.343750,1.600218
2023-09-13,297.285675,309.284485,0.000000
2023-09-14,296.678894,309.512634,0.000000
2023-09-15,296.892548,309.435791,0.623693
2023-09-16,297.091217,308.898468,0.389845
2023-09-17,297.344818,308.425171,2.350210
2023-09-18,297.429169,308.164734,10.307195
2023-09-19,296.695923,307.569672,64.382172
2023-09-20,293.217316,302.435089,1.860861
2023-09-21,287.806946,301.968201,0.000000
2023-09-22,288.600403,298.673981,0.000000
2023-09-23,287.270386,301.237976,0.000000
2023-09-24,290.105408,305.523834,0.000000
2023-09-25,291.910553,307.078949,0.000000
2023-09-26,291.051239,309.159882,0.000000
2023-09-27,294.167297,306.482635,0.000000
2023-09-28,293.149109,307.964203,0.000000
2023-09-29,293.912750,307.567474,0.000000
2023-09-30,294.011719,307.049316,0.000000
2023-10-01,293.800903,307.478546,0.000000
2023-10-02,293.541412,307.419495,0.000000
2023-10-03,293.761993,307.512878,0.000000
2023-10-04,294.708801,307.915741,0.000000
2023-10-05,296.466217,305.503632,3.716902
2023-10-06,295.872375,305.980927,7.657369
2023-10-07,295.395447,307.436401,3.026037
2023-10-08,293.070129,306.991852,4.721164
2023-10-09,297.046661,305.593140,3.840403
2023-10-10,278.730133,302.739624,47.877171
2023-10-11,277.374756,282.037720,2.226744
2023-10-12,278.450531,290.661346,0.000000
2023-10-13,281.462769,297.393402,0.000000
2023-10-14,285.179138,302.734222,0.000000
2023-10-15,291.072540,302.491028,0.000000
2023-10-16,293.332489,305.794495,0.000000
2023-10-17,283.527618,299.954468,0.000000
2023-10-18,284.059631,300.503052,0.000000
2023-10-19,291.672211,303.189270,5.411602
2023-10-20,290.189972,300.748657,41.987015
2023-10-21,285.007080,296.469055,1.068340
2023-10-22,288.863831,303.927795,9.499834
2023-10-23,297.330048,303.151184,50.181484
2023-10-24,283.108795,298.414581,1.257672
2023-10-25,284.368622,301.089691,0.000000
2023-10-26,292.474060,301.333679,10.067325
2023-10-27,297.948730,301.479462,17.038649
2023-10-28,294.428101,303.358551,13.868700
2023-10-29,294.046326,304.096100,8.102754
2023-10-30,289.118683,301.101044,0.417198
2023-10-31,293.642853,305.865417,5.755950
2023-11-01,296.201080,305.581024,4.540045
2023-11-02,294.471466,302.901428,4.931986
2023-11-03,291.685181,300.461395,5.359924
2023-11-04,287.089172,300.919891,0.000000
2023-11-05,286.792877,299.024445,0.000000
2023-11-06,287.208557,300.627563,0.000000
2023-11-07,286.470367,300.268860,7.399147
2023-11-08,277.164459,286.750427,3.195376
2023-11-09,275.261353,285.478882,0.000000
2023-11-10,276.340149,294.483307,0.000000
2023-11-11,280.440399,299.113953,0.000000
2023-11-12,284.027496,296.811157,0.000000
2023-11-13,284.410950,297.378143,0.000000
2023-11-14,285.794586,297.800079,0.000000
2023-11-15,284.951172,300.449066,0.334696
2023-11-16,289.531433,298.506256,0.370636
2023-11-17,280.344543,295.777466,0.000000
2023-11-18,283.327148,295.110382,0.000000
2023-11-19,282.111237,296.102417,0.000000
2023-11-20,281.952332,298.562256,0.000000
2023-11-21,287.655243,300.746063,0.000000
2023-11-22,287.751465,303.316376,0.000000
2023-11-23,287.749481,301.342468,0.000000
2023-11-24,284.639404,299.556183,0.000000
2023-11-25,284.862457,301.721222,0.000000
2023-11-26,287.407990,301.753235,0.000000
2023-11-27,286.640350,299.965179,0.000000
2023-11-28,283.212952,293.195923,0.000000
2023-11-29,286.558014,296.662781,0.539605
2023-11-30,284.052643,294.087189,0.000000
2023-12-01,278.473083,294.608002,0.000000
2023-12-02,282.768097,296.236786,0.000000
2023-12-03,280.570312,296.857819,0.000000
2023-12-04,279.824615,297.563507,0.000000
2023-12-05,281.001190,299.398621,0.000000
2023-12-06,281.775726,300.761810,0.000000
2023-12-07,288.049255,301.154724,0.000000
2023-12-08,286.610596,301.347748,0.000000
2023-12-09,286.857849,300.136292,0.315039
2023-12-10,289.898468,301.887299,0.334387
2023-12-11,290.148254,301.160004,0.774295
2023-12-12,289.571869,298.815369,1.539055
2023-12-13,290.439758,299.286743,7.968409
2023-12-14,288.917511,297.279510,0.743427
2023-12-15,284.030853,292.825195,0.000000
2023-12-16,282.268066,292.593964,0.000000
2023-12-17,283.666870,299.432495,0.000000
2023-12-18,286.439545,299.334869,0.000000
2023-12-19,281.654144,297.191559,0.000000
2023-12-20,287.981079,299.639526,0.000000
2023-12-21,283.680756,293.719727,0.000000
2023-12-22,279.878510,291.143585,0.000000
2023-12-23,283.357300,295.932617,0.000000
2023-12-24,281.146179,299.095490,0.000000
2023-12-25,285.624420,294.491058,4.814374
2023-12-26,278.693604,287.046173,1.659044
2023-12-27,275.210388,289.858429,0.000000
2023-12-28,279.006653,285.948853,2.923133
2023-12-29,271.829102,283.927551,0.426696
2023-12-30,272.938019,285.513824,0.000000
2023-12-31,273.763214,287.413513,0.000000
2024-01-01,278.668335,288.727722,2.417189
2024-01-02,278.630768,288.600159,0.000000
2024-01-03,282.085968,295.727570,0.000000
2024-01-04,287.247833,302.103760,0.000000
2024-01-05,285.648621,296.057983,0.000000
2024-01-06,278.638824,292.229187,0.000000
2024-01-07,276.579681,290.330322,0.362867
2024-01-08,273.733063,292.446045,0.000000
2024-01-09,278.400848,291.233093,0.000000
2024-01-10,277.204803,292.297150,0.000000
2024-01-11,274.642151,287.218323,0.000000
2024-01-12,278.987579,292.974548,1.736870
2024-01-13,275.736664,290.290253,3.517176
2024-01-14,268.142883,284.194977,0.000000
2024-01-15,273.691833,289.910919,0.000000
2024-01-16,278.502258,294.747650,0.000000
2024-01-17,278.704620,288.954346,0.000000
2024-01-18,279.898895,294.407471,0.000000
2024-01-19,279.700592,291.886688,0.000000
2024-01-20,279.984863,292.737854,0.000000
2024-01-21,280.242249,296.603973,0.000000
2024-01-22,281.096222,291.663849,0.000000
2024-01-23,275.869995,289.433380,0.000000
2024-01-24,277.969696,296.137299,0.000000
2024-01-25,282.706299,297.638519,0.000000
2024-01-26,288.899567,297.888306,11.848670
2024-01-27,282.973694,292.664185,1.681927
2024-01-28,276.284424,286.597137,0.000000
2024-01-29,273.871399,289.630463,0.000000
2024-01-30,276.635864,288.961639,0.000000
2024-01-31,276.952576,293.569183,0.000000
2024-02-01,282.631287,298.994476,0.000000
2024-02-02,283.819550,296.042938,0.000000
2024-02-03,277.749939,289.593475,0.000000
2024-02-04,282.021820,294.509796,0.000000
2024-02-05,276.184357,286.828278,0.317702
2024-02-06,276.684357,287.882141,0.000000
2024-02-07,275.778259,286.334991,0.000000
2024-02-08,275.594971,291.138214,0.000000
2024-02-09,279.437073,297.303894,0.000000
2024-02-10,281.416504,297.677582,0.000000
2024-02-11,282.950745,295.569000,0.000000
2024-02-12,282.041229,290.839050,0.000000
2024-02-13,276.776947,288.080566,0.000000
2024-02-14,279.355743,297.426758,0.000000
2024-02-15,282.627045,299.629639,0.000000
2024-02-16,284.724091,295.550415,0.000000
2024-02-17,284.285522,292.378937,0.000000
2024-02-18,278.924347,298.234924,0.000000
2024-02-19,281.387665,300.337769,0.000000
2024-02-20,284.821930,295.777069,0.000000
2024-02-21,287.255768,293.877808,7.814319
2024-02-22,285.135284,297.452087,2.296898
2024-02-23,283.400909,296.786621,0.000000
2024-02-24,286.946655,300.925964,0.000000
2024-02-25,286.418915,294.366882,0.000000
2024-02-26,278.282196,291.292389,0.000000
2024-02-27,281.891754,295.888794,0.000000
2024-02-28,283.947418,299.966156,0.000000
2024-02-29,280.637085,297.040222,0.000000
2024-03-01,277.326752,294.114319,0.000000
2024-03-02,279.624908,291.282013,0.000000
2024-03-03,286.239899,294.934143,0.645691
2024-03-04,290.069305,303.260437,0.000000
2024-03-05,286.706024,298.092316,0.000000
2024-03-06,282.041260,293.908264,0.000000
2024-03-07,282.927094,297.296753,0.000000
2024-03-08,285.556702,296.576569,0.000000
2024-03-09,286.207642,300.909912,0.000000
2024-03-10,288.859711,298.406403,0.000000
2024-03-11,289.266754,297.671112,0.000000
2024-03-12,289.832275,297.112671,0.000000
2024-03-13,288.316132,293.569122,33.537472
2024-03-14,285.082977,296.114410,4.712245
2024-03-15,283.731995,296.057190,0.000000
2024-03-16,285.887421,299.319763,0.000000
2024-03-17,285.924255,296.695801,0.000000
2024-03-18,286.731476,297.389648,2.964106
2024-03-19,285.796265,299.357178,2.975052
2024-03-20,281.726013,293.128265,0.000000
2024-03-21,279.306824,288.504456,0.000000
2024-03-22,279.955780,295.183624,0.000000
2024-03-23,285.277985,301.501373,0.000000
2024-03-24,289.006409,302.151398,0.767134
2024-03-25,286.600311,301.683502,0.000000
2024-03-26,291.620544,305.057312,0.000000
2024-03-27,291.042847,300.662079,0.000000
2024-03-28,288.136230,293.505524,1.280015
2024-03-29,288.283661,293.681915,22.126810
2024-03-30,289.872284,295.984314,48.836597
2024-03-31,288.855743,294.081879,67.223198
2024-04-01,288.912415,296.907135,29.832264
2024-04-02,289.235535,294.621002,20.779455
2024-04-03,286.517822,297.010590,0.888325
2024-04-04,282.956757,298.134460,0.000000
2024-04-05,285.175690,303.175934,0.302087
2024-04-06,288.853638,304.702271,0.000000
2024-04-07,290.109009,304.800171,0.000000
2024-04-08,290.707611,301.356995,0.333020
2024-04-09,290.208893,300.163452,14.843362
2024-04-10,296.061127,302.933258,29.231697
2024-04-11,289.383148,300.497772,6.033512
2024-04-12,287.498322,299.928772,0.281148
2024-04-13,293.226196,303.086212,4.856624
2024-04-14,290.106415,300.939758,3.568640
2024-04-15,290.072021,296.901611,0.000000
2024-04-16,285.077454,299.192474,4.284580
2024-04-17,288.879333,298.098755,6.168750
2024-04-18,291.255432,296.676819,23.536842
2024-04-19,294.585449,304.064056,7.428416
2024-04-20,285.317505,296.884613,0.559662
2024-04-21,286.612152,297.242737,4.167138
2024-04-22,295.001587,297.829468,24.049803
2024-04-23,289.111725,303.151886,10.560213
2024-04-24,290.433563,303.407898,0.329931
2024-04-25,291.400024,301.184814,1.137608
2024-04-26,294.776093,300.584503,26.913782
2024-04-27,292.067139,301.814545,4.930429
2024-04-28,288.017334,301.190033,0.000000
2024-04-29,289.214386,303.169983,0.000000
2024-04-30,291.114502,303.855225,0.000000
2024-05-01,291.491394,307.121826,0.000000
2024-05-02,293.473175,303.940765,0.000000
2024-05-03,294.184418,304.804077,0.000000
2024-05-04,295.456665,305.664124,0.000000
2024-05-05,295.367615,306.534271,1.179041
2024-05-06,295.775787,307.563354,0.000000
2024-05-07,293.256531,303.709534,0.000000
2024-05-08,285.933167,299.421570,0.000000
2024-05-09,290.408722,305.821442,0.000000
2024-05-10,294.650085,305.075256,0.000000
2024-05-11,294.894501,310.160187,0.811658
2024-05-12,295.784454,307.361633,0.395920
2024-05-13,295.111603,306.028412,0.857423
2024-05-14,295.407288,308.018433,0.000000
2024-05-15,295.925781,307.330109,0.000000
2024-05-16,294.708771,306.326721,18.327997
2024-05-17,293.689728,300.971497,0.000000
2024-05-18,293.949005,304.885925,0.000000
2024-05-19,295.045349,309.728790,0.000000
2024-05-20,295.457001,308.468842,0.000000
2024-05-21,295.721436,311.875854,0.000000
2024-05-22,297.149200,312.376434,0.000000
2024-05-23,298.331848,311.186951,0.000000
2024-05-24,298.402283,306.696869,0.998229
2024-05-25,296.502045,302.484528,35.773079
2024-05-26,295.726562,296.602051,58.891083
2024-05-27,294.698334,299.408386,23.401625
2024-05-28,295.821106,301.452545,40.318970
2024-05-29,295.845001,301.967590,21.418556
2024-05-30,295.784546,302.359741,36.774002
2024-05-31,294.786072,301.306122,15.684353
2024-06-01,294.701630,303.775848,1.836653
2024-06-02,294.579407,305.250183,0.000000
2024-06-03,294.864960,304.182800,4.811341
2024-06-04,297.457153,301.166595,35.633129
2024-06-05,294.493073,297.377899,101.804726
2024-06-06,293.733673,298.062988,52.758240
2024-06-07,296.005157,299.008026,31.873497
2024-06-08,293.736359,298.234741,30.564573
2024-06-09,293.631714,300.964111,7.681373
2024-06-10,296.000793,297.832977,16.926992
2024-06-11,294.612640,299.379242,15.909982
2024-06-12,294.490173,299.769867,23.136122
2024-06-13,296.290131,299.520538,14.867660
2024-06-14,294.523224,303.340057,10.311142
2024-06-15,295.790588,306.093994,1.630218
2024-06-16,296.577820,302.616577,15.476972
2024-06-17,297.146698,302.455414,20.872545
2024-06-18,297.046448,301.206329,7.102095
2024-06-19,295.740326,303.109802,2.155116
2024-06-20,296.235382,306.045685,0.000000
2024-06-21,296.632996,304.013092,7.932892
2024-06-22,296.578369,304.788727,0.526610
2024-06-23,296.944916,305.163696,0.000000
2024-06-24,296.545166,304.950226,0.563294
2024-06-25,295.413269,306.718750,0.465364
2024-06-26,296.171631,307.880859,0.000000
2024-06-27,297.868866,307.400879,1.612557
2024-06-28,297.882446,307.816864,2.691537
2024-06-29,297.739471,308.806549,4.898726
2024-06-30,297.757904,310.463928,2.611917
2024-07-01,298.062439,308.757172,4.875475
2024-07-02,297.711426,309.063263,3.296100
2024-07-03,297.609985,308.828949,0.000000
2024-07-04,297.299805,308.795410,1.058183
2024-07-05,296.922028,307.069122,0.000000
2024-07-06,296.687897,306.042114,0.000000
2024-07-07,297.012695,308.088867,0.000000
2024-07-08,296.117065,308.878601,0.000000
2024-07-09,296.743591,310.192719,0.000000
2024-07-10,297.307953,312.187866,0.000000
2024-07-11,297.561981,311.537170,0.000000
2024-07-12,297.728180,311.300812,0.000000
2024-07-13,298.032928,312.646362,0.000000
2024-07-14,297.528809,311.586182,0.000000
2024-07-15,296.972473,310.907837,0.000000
2024-07-16,297.258453,309.953491,0.000000
2024-07-17,297.288544,310.099213,0.000000
2024-07-18,297.597900,311.951935,0.000000
2024-07-19,298.036102,312.274292,0.000000
2024-07-20,298.372620,312.447510,0.000000
2024-07-21,298.699219,311.333252,0.000000
2024-07-22,299.547638,310.079987,0.000000
2024-07-23,298.860596,308.144775,1.205718
2024-07-24,298.218719,308.282440,1.449332
2024-07-25,297.753326,309.149017,0.000000
2024-07-26,297.421997,308.805084,0.933812
2024-07-27,297.285645,308.637695,0.000000
2024-07-28,297.356628,308.312073,0.000000
2024-07-29,296.996399,308.351990,0.000000
2024-07-30,297.311462,309.694275,1.344739
2024-07-31,297.078857,309.273254,0.000000
2024-08-01,296.983032,308.923584,0.726162
2024-08-02,297.020569,308.980927,0.000000
2024-08-03,297.026276,308.899292,0.000000
2024-08-04,297.204681,309.168732,0.000000
2024-08-05,297.311646,309.370972,0.000000
2024-08-06,298.014008,309.202759,0.000000
2024-08-07,298.411652,310.095673,0.000000
2024-08-08,297.712891,310.960327,0.000000
2024-08-09,298.071259,310.435486,0.000000
2024-08-10,298.170898,309.334808,0.307129
2024-08-11,298.062317,309.364105,0.000000
2024-08-12,298.324158,310.358307,0.446468
2024-08-13,298.194458,310.092346,0.000000
2024-08-14,298.028015,310.288025,0.000000
2024-08-15,298.279388,311.219757,0.000000
2024-08-16,298.499603,311.131439,1.491089
2024-08-17,298.288666,308.717438,0.000000
2024-08-18,297.567932,306.535187,0.384624
2024-08-19,296.924347,306.813629,0.000000
2024-08-20,297.699677,306.998291,0.000000
2024-08-21,297.464020,309.000000,0.000000
2024-08-22,298.163177,308.774567,0.000000
2024-08-23,298.368256,309.020355,0.367188
2024-08-24,298.607147,309.127655,0.675510
2024-08-25,297.914246,309.478394,0.299918
2024-08-26,298.034698,310.129120,0.000000
2024-08-27,297.762573,309.571198,1.081854
2024-08-28,297.476898,309.894562,0.292571
2024-08-29,296.989410,308.531921,0.000000
2024-08-30,297.320740,305.905212,0.485188
2024-08-31,296.615112,303.975403,2.074054
2024-09-01,296.421722,303.093109,4.020783
2024-09-02,295.970642,304.614075,12.809345
2024-09-03,295.987610,306.560394,8.112728
2024-09-04,296.868347,305.726959,4.794486
2024-09-05,296.056305,307.900970,2.148143
2024-09-06,296.907257,308.063904,0.485545
2024-09-07,296.840759,307.705505,2.592286
2024-09-08,296.621216,306.898193,0.495120
2024-09-09,296.643585,305.269714,4.872435
2024-09-10,296.191589,303.253296,31.669369
2024-09-11,293.451019,299.430817,45.055954
2024-09-12,295.112885,298.814758,16.542679
2024-09-13,294.704407,302.127380,10.719070
2024-09-14,293.618683,299.510773,14.276856
2024-09-15,282.394409,298.707245,0.000000
2024-09-16,282.405579,301.811829,0.655141
2024-09-17,287.225647,303.823486,1.863908
2024-09-18,288.829712,305.353516,1.292570
2024-09-19,290.646454,306.076019,0.000000
2024-09-20,290.470612,303.455750,0.616480
2024-09-21,291.465149,304.983337,0.000000
2024-09-22,293.092834,305.541260,0.000000
2024-09-23,293.397217,306.225555,0.000000
2024-09-24,294.457306,305.090912,0.000000
2024-09-25,292.965546,304.757812,0.000000
2024-09-26,294.246033,305.123840,0.476414
2024-09-27,291.978729,307.186462,0.000000
2024-09-28,295.454346,306.999756,0.466583
2024-09-29,291.873993,305.013885,2.514194
2024-09-30,295.004425,309.771790,8.476155
2024-10-01,298.380981,309.328644,0.000000
2024-10-02,298.605652,307.877960,2.331909
2024-10-03,295.358063,308.080719,1.450729
2024-10-04,294.727142,303.879578,4.659578
2024-10-05,290.476776,302.615295,0.000000
2024-10-06,288.737518,303.507111,0.000000
2024-10-07,290.633301,305.803650,0.000000
2024-10-08,291.249603,305.099182,1.519593
2024-10-09,292.209900,303.350525,4.263363
2024-10-10,294.768951,303.135742,12.581505
2024-10-11,288.450378,297.593262,13.605612
2024-10-12,291.433960,301.956299,4.023489
2024-10-13,292.544342,301.690674,5.601998
2024-10-14,292.650696,303.001953,1.452557
2024-10-15,292.082977,306.250580,0.000000
2024-10-16,292.650543,302.199219,4.222110
2024-10-17,286.227600,296.021484,4.137505
2024-10-18,287.124573,293.617950,2.164296
2024-10-19,289.305206,299.039978,0.000000
2024-10-20,293.377777,301.181274,0.000000
2024-10-21,295.244537,304.453644,1.553639
2024-10-22,285.350739,299.372833,12.871871
2024-10-23,278.110657,293.113434,0.000000
2024-10-24,277.857849,289.924469,0.000000
2024-10-25,279.702301,291.672394,0.000000
2024-10-26,279.953125,295.242249,0.000000
2024-10-27,282.296173,299.116058,0.000000
2024-10-28,286.516418,302.166687,0.000000
2024-10-29,288.369507,302.632935,0.000000
2024-10-30,290.474335,303.124146,0.000000
2024-10-31,289.297485,302.920349,0.000000
2024-11-01,287.860504,300.981537,0.000000
2024-11-02,291.197266,304.047974,0.000000
2024-11-03,295.363190,306.908112,3.610045
2024-11-04,292.575226,305.020172,4.287950
2024-11-05,282.385834,294.502625,7.425783
2024-11-06,279.810547,293.862091,0.000000
2024-11-07,281.812469,294.472198,0.000000
2024-11-08,282.459076,295.185699,0.000000
2024-11-09,284.789642,300.700134,0.000000
2024-11-10,290.092743,301.875092,13.739079
2024-11-11,287.570099,299.845581,17.424158
2024-11-12,280.791199,296.141907,0.000000
2024-11-13,285.798218,299.608276,0.322772
2024-11-14,283.507721,296.787598,4.489786
2024-11-15,278.990509,289.316925,0.421508
2024-11-16,279.630371,295.087952,0.000000
2024-11-17,282.155182,299.628204,0.000000
2024-11-18,284.872711,292.970947,0.000000
2024-11-19,276.478394,292.140472,0.000000
2024-11-20,281.544830,299.852234,0.000000
2024-11-21,285.133850,303.056702,0.000000
2024-11-22,287.986053,300.788513,0.000000
2024-11-23,287.590851,302.090240,0.000000
2024-11-24,286.951233,297.664948,0.000000
2024-11-25,285.798370,297.507141,0.000000
2024-11-26,289.091400,301.249634,0.308950
2024-11-27,287.802338,299.412842,0.709178
2024-11-28,279.350555,290.513550,17.672749
2024-11-29,275.298248,292.035156,0.000000
2024-11-30,279.828064,292.957184,0.000000
2024-12-01,282.285553,296.301117,0.000000
2024-12-02,279.027252,293.966583,0.000000
2024-12-03,279.316956,294.218079,0.000000
2024-12-04,282.269257,293.365875,1.614165
2024-12-05,276.013611,286.929749,0.594704
2024-12-06,273.384308,290.295380,0.000000
2024-12-07,277.716980,293.662689,0.000000
2024-12-08,288.813965,300.765747,1.975536
2024-12-09,288.021576,300.120697,8.466807
2024-12-10,279.322327,297.245819,0.000000
2024-12-11,282.300842,297.911407,0.000000
2024-12-12,286.423950,299.309570,0.000000
2024-12-13,280.255554,291.603210,0.000000
2024-12-14,275.283783,292.505432,0.000000
2024-12-15,284.809204,299.301025,0.000000
2024-12-16,280.165405,294.314209,0.418735
2024-12-17,273.335144,287.912628,0.000000
2024-12-18,277.032654,289.541687,0.000000
2024-12-19,277.927063,291.689301,0.000000
2024-12-20,284.497406,296.306458,0.463008
2024-12-21,283.624512,293.291992,0.000000
2024-12-22,281.330444,299.135864,0.000000
2024-12-23,281.657715,292.084656,2.342566
2024-12-24,274.034393,289.219818,0.000000
2024-12-25,276.374878,291.091003,0.000000
2024-12-26,278.660431,296.939423,0.000000
2024-12-27,282.442230,293.620239,0.000000
2024-12-28,278.997711,293.693268,0.000000
2024-12-29,281.855835,297.573517,0.000000
2024-12-30,283.011719,295.999908,0.000000
2024-12-31,284.215027,296.216766,0.000000
2025-01-01,288.365479,295.526947,1.417544
2025-01-02,281.067169,292.561768,0.349353
2025-01-03,280.061401,292.558136,0.000000
2025-01-04,280.536011,296.186401,0.000000
2025-01-05,285.358490,293.858032,1.017411
2025-01-06,281.599609,295.309387,37.473042
2025-01-07,274.493011,288.173859,6.524875
2025-01-08,275.151093,289.585327,0.000000
2025-01-09,277.184113,293.319214,0.000000
2025-01-10,277.572113,289.777649,0.000000
2025-01-11,272.803802,292.368927,0.000000
2025-01-12,277.294830,296.471436,0.000000
2025-01-13,278.827698,294.310669,0.000000
2025-01-14,279.381897,292.307861,0.394271
2025-01-15,286.718719,295.080658,6.358237
2025-01-16,289.896057,296.000153,21.415590
2025-01-17,284.465698,292.467102,66.295471
2025-01-18,274.905945,288.116272,11.514934
2025-01-19,276.723755,286.580475,0.000000
2025-01-20,277.694092,293.939728,0.000000
2025-01-21,274.713043,287.383728,0.000000
2025-01-22,275.082703,281.213470,0.000000
2025-01-23,271.683441,280.000427,2.691295
2025-01-24,274.677795,284.141296,12.087847
2025-01-25,273.862274,280.884094,3.210888
2025-01-26,267.577667,282.745880,0.000000
2025-01-27,273.628021,286.571716,0.000000
2025-01-28,276.702515,293.117218,0.424042
2025-01-29,279.883881,297.300079,0.395899
2025-01-30,284.713379,293.921509,0.859010
2025-01-31,282.727997,293.693604,0.371791
2025-02-01,279.380737,290.985535,0.000000
2025-02-02,277.068390,296.890747,0.000000
2025-02-03,281.993774,296.039978,0.000000
2025-02-04,282.975708,291.467957,0.000000
2025-02-05,279.014496,289.398407,6.236610
2025-02-06,273.982117,286.139862,0.000000
2025-02-07,275.466217,291.139679,0.000000
2025-02-08,281.530273,298.315430,0.000000
2025-02-09,280.029968,292.608978,0.000000
2025-02-10,274.903229,287.403778,0.000000
2025-02-11,275.635315,290.135010,0.000000
2025-02-12,280.297913,292.276093,0.000000
2025-02-13,286.423859,293.794037,9.720123
2025-02-14,284.054382,300.105194,1.341813
2025-02-15,288.764099,303.026917,0.000000
2025-02-16,289.273651,300.979919,0.331103
2025-02-17,286.357300,300.547302,0.000000
2025-02-18,286.667725,308.685577,0.000000
2025-02-19,291.043762,311.997070,0.000000
2025-02-20,290.164703,314.061279,0.000000
2025-02-21,289.771729,305.799377,0.442145
2025-02-22,279.779449,296.723663,0.000000
2025-02-23,268.905029,281.172516,0.000000
2025-02-24,273.296326,287.644409,0.000000
2025-02-25,278.636627,289.131683,0.000000
2025-02-26,279.537415,292.035919,0.362923
2025-02-27,283.496216,296.976654,1.015352
2025-02-28,288.991150,300.980530,0.495417
2025-03-01,285.925507,298.674225,0.000000
2025-03-02,287.501801,298.295715,0.000000
2025-03-03,282.863373,296.626282,0.000000
2025-03-04,282.429321,296.914215,0.000000
2025-03-05,283.312836,297.737213,0.000000
2025-03-06,284.708008,298.397400,0.000000
2025-03-07,283.090271,297.298340,0.000000
2025-03-08,285.160126,298.993317,0.000000
2025-03-09,286.718079,299.681335,0.000000
2025-03-10,288.964966,300.001343,1.953035
2025-03-11,289.265350,297.954407,8.608816
2025-03-12,288.972137,290.371887,12.579917
2025-03-13,278.785858,293.360199,0.000000
2025-03-14,280.186493,296.104645,0.000000
2025-03-15,282.020844,291.721649,0.000000
2025-03-16,280.899597,289.380585,0.000000
2025-03-17,276.934204,290.093567,0.000000
2025-03-18,278.094025,297.235443,0.000000
2025-03-19,279.405273,296.987335,0.000000
2025-03-20,283.951355,299.669891,0.000000
2025-03-21,284.167999,304.353912,0.000000
2025-03-22,286.644135,305.134064,0.317727
2025-03-23,288.673248,303.187866,0.000000
2025-03-24,289.063202,302.924469,0.000000
2025-03-25,287.400696,302.927673,2.631861
2025-03-26,286.895233,298.840118,0.000000
2025-03-27,289.162292,302.454865,0.000000
2025-03-28,288.033386,298.355530,0.000000
2025-03-29,286.348724,293.722107,0.000000
2025-03-30,284.757568,300.491913,0.000000
