#Variables:
#tasmin_inmcm4_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_inmcm4_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_inmcm4_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_inmcm4_rcp45(K),tasmax_inmcm4_rcp45(K),pr_inmcm4_rcp45(mm)"
""
yyyy-mm-dd,tasmin_inmcm4_rcp45(K),tasmax_inmcm4_rcp45(K),pr_inmcm4_rcp45(mm)
2028-03-24,290.504852,296.475861,34.817253
2028-03-25,290.923859,297.375854,22.188583
2028-03-26,293.688202,299.629913,6.100826
2028-03-27,288.692139,296.695038,1.839089
2028-03-28,287.638947,297.567444,10.091770
2028-03-29,290.247406,298.153015,2.723790
2028-03-30,287.636322,296.797424,0.835198
2028-03-31,288.371185,295.906067,0.000000
2028-04-01,281.308167,288.881744,0.000000
2028-04-02,282.058563,293.426422,0.000000
2028-04-03,283.682526,296.667206,0.000000
2028-04-04,285.169250,296.829742,0.000000
2028-04-05,283.273865,297.716248,10.149239
2028-04-06,281.830261,285.129700,0.412891
2028-04-07,286.344574,286.988190,0.000000
2028-04-08,285.214539,293.026794,0.000000
2028-04-09,285.515167,294.279297,0.000000
2028-04-10,285.116394,293.657990,0.000000
2028-04-11,277.250275,288.097382,0.000000
2028-04-12,282.154968,292.044434,0.000000
2028-04-13,289.622620,296.969177,0.000000
2028-04-14,291.236481,296.283417,1.881858
2028-04-15,289.128845,296.619659,6.817347
2028-04-16,285.799072,297.836700,0.000000
2028-04-17,286.740173,300.316101,0.000000
2028-04-18,289.296936,300.277466,2.149138
2028-04-19,292.984161,299.149780,1.476675
2028-04-20,290.133606,301.270996,3.400684
2028-04-21,289.570282,302.110687,0.315809
2028-04-22,291.722778,301.705170,0.435403
2028-04-23,290.146667,300.700623,0.000000
2028-04-24,289.566559,302.366302,0.000000
2028-04-25,293.013245,302.498016,0.000000
2028-04-26,293.935669,300.090454,7.025607
2028-04-27,293.528381,303.040771,2.281750
2028-04-28,291.465057,302.676971,3.365460
2028-04-29,292.752960,298.246979,2.189305
2028-04-30,290.631683,295.318207,1.381749
2028-05-01,290.352081,296.163696,1.555430
2028-05-02,293.479980,298.309937,13.278126
2028-05-03,289.952728,297.695465,13.033331
2028-05-04,291.687683,298.149719,54.057045
2028-05-05,290.706024,299.151825,0.351547
2028-05-06,289.930756,301.578308,0.000000
2028-05-07,294.657806,302.476807,0.000000
2028-05-08,296.002350,302.474792,0.000000
2028-05-09,295.315643,302.945160,21.360285
2028-05-10,294.134674,302.178436,6.748293
2028-05-11,294.279633,301.993744,0.000000
2028-05-12,294.720428,301.967163,2.354405
2028-05-13,291.828613,301.984070,0.000000
2028-05-14,291.610443,303.623322,0.000000
2028-05-15,291.614258,305.756927,0.000000
2028-05-16,293.891418,305.986420,0.000000
2028-05-17,294.674377,305.754364,0.000000
2028-05-18,294.831177,305.740448,1.369567
2028-05-19,295.183685,305.295013,1.788558
2028-05-20,295.637085,305.587372,0.771779
2028-05-21,294.304840,305.749237,2.237093
2028-05-22,294.608185,303.948395,15.194653
2028-05-23,291.998596,298.625397,7.012380
2028-05-24,293.035858,302.089752,1.954004
2028-05-25,292.739624,300.432739,0.000000
2028-05-26,291.760651,301.845734,0.000000
2028-05-27,292.066711,302.204071,0.000000
2028-05-28,292.907776,302.222656,0.000000
2028-05-29,293.116974,303.781769,0.000000
2028-05-30,291.043518,303.935059,0.000000
2028-05-31,294.731934,305.394745,1.019729
2028-06-01,294.245575,304.880646,1.933693
2028-06-02,293.565857,304.949982,7.796216
2028-06-03,293.077850,305.418976,0.874925
2028-06-04,294.815887,305.865173,0.723126
2028-06-05,294.569519,305.293457,0.000000
2028-06-06,294.709503,305.506561,0.000000
2028-06-07,295.140564,305.198944,0.000000
2028-06-08,295.571564,305.171539,4.952119
2028-06-09,295.733795,305.519165,10.290358
2028-06-10,296.091583,304.931793,12.199629
2028-06-11,295.646149,306.056000,6.890976
2028-06-12,294.854767,304.614014,12.461590
2028-06-13,294.508911,303.600647,18.376316
2028-06-14,294.731659,301.660919,19.186113
2028-06-15,294.966187,301.331879,11.828811
2028-06-16,296.809692,300.153351,19.772379
2028-06-17,297.233856,302.977081,6.366778
2028-06-18,296.413910,301.500732,7.076622
2028-06-19,296.503143,300.373779,6.472398
2028-06-20,294.820312,300.024506,6.413833
2028-06-21,294.638245,300.810547,2.138807
2028-06-22,294.175018,301.555725,0.000000
2028-06-23,294.957886,302.926849,0.000000
2028-06-24,294.982452,304.601593,0.000000
2028-06-25,295.983459,306.775787,0.394308
2028-06-26,296.447723,308.465057,0.000000
2028-06-27,297.308044,308.751831,0.000000
2028-06-28,297.844788,308.576233,0.000000
2028-06-29,297.337250,308.772949,0.000000
2028-06-30,296.226837,308.809845,0.000000
2028-07-01,296.948273,308.338470,0.000000
2028-07-02,298.361298,308.495392,0.853610
2028-07-03,297.377808,308.830627,0.780005
2028-07-04,297.827637,309.018158,3.450518
2028-07-05,297.475647,306.496460,7.327540
2028-07-06,295.875793,305.246063,2.625872
2028-07-07,295.198883,303.658997,2.067553
2028-07-08,296.669861,305.807983,0.944834
2028-07-09,296.113708,306.825531,0.292954
2028-07-10,296.663269,307.190948,0.000000
2028-07-11,296.505127,307.193756,0.413124
2028-07-12,296.103455,307.077576,1.340585
2028-07-13,296.932312,306.968597,1.231354
2028-07-14,297.148773,307.544952,1.130397
2028-07-15,296.411987,308.274261,0.320520
2028-07-16,296.424408,309.150299,0.000000
2028-07-17,297.935028,309.559479,0.000000
2028-07-18,296.667633,308.363708,1.547627
2028-07-19,297.238953,309.192108,0.378760
2028-07-20,297.512604,308.547272,0.000000
2028-07-21,297.345642,307.861298,0.349510
2028-07-22,296.386810,307.190063,0.382796
2028-07-23,295.179962,305.236298,10.625333
2028-07-24,295.143402,297.885040,21.418430
2028-07-25,294.894623,300.921631,41.687035
2028-07-26,296.410461,300.279846,81.872902
2028-07-27,296.757904,299.715302,84.800072
2028-07-28,295.842987,299.995422,57.004333
2028-07-29,294.664795,299.651031,58.495689
2028-07-30,296.544739,303.771606,8.049253
2028-07-31,296.474609,303.714539,6.029270
2028-08-01,296.617615,304.708496,5.542219
2028-08-02,296.523163,304.975983,4.391104
2028-08-03,296.518555,304.634338,0.318122
2028-08-04,296.497498,304.360046,0.000000
2028-08-05,296.602081,304.072998,4.763330
2028-08-06,296.016602,305.084503,2.478114
2028-08-07,296.303162,305.634888,0.321369
2028-08-08,296.476776,306.391571,0.000000
2028-08-09,297.612274,306.508484,1.244346
2028-08-10,295.932129,306.722382,0.000000
2028-08-11,295.881042,307.868317,0.000000
2028-08-12,296.270233,308.952606,0.000000
2028-08-13,297.238281,310.862579,0.000000
2028-08-14,297.860992,311.468445,0.000000
2028-08-15,300.674622,311.466003,0.000000
2028-08-16,297.001404,311.393646,0.555902
2028-08-17,297.530212,311.591156,0.674307
2028-08-18,297.287323,307.798401,0.412053
2028-08-19,296.387146,307.094116,6.739882
2028-08-20,296.848663,305.930634,5.122657
2028-08-21,296.667664,306.677368,0.802344
2028-08-22,296.818604,306.804657,0.000000
2028-08-23,296.355835,306.766754,0.000000
2028-08-24,295.817993,306.756012,0.000000
2028-08-25,296.611969,306.871002,0.000000
2028-08-26,297.337524,306.506989,1.077034
2028-08-27,297.073334,305.897217,1.793076
2028-08-28,297.931335,305.582733,5.510823
2028-08-29,296.554535,305.901123,7.954299
2028-08-30,296.416534,303.605804,3.651626
2028-08-31,297.070435,304.274475,10.367964
2028-09-01,295.927521,303.626465,2.560937
2028-09-02,296.090088,305.172577,0.000000
2028-09-03,296.959564,307.115082,0.308102
2028-09-04,296.859161,307.102875,0.319821
2028-09-05,296.697266,306.571442,0.000000
2028-09-06,296.092712,307.242493,0.000000
2028-09-07,296.669373,307.395721,0.360194
2028-09-08,297.170013,307.798706,0.319646
2028-09-09,297.219666,307.818298,0.969640
2028-09-10,297.158844,307.336212,0.319904
2028-09-11,297.090210,307.231506,0.000000
2028-09-12,296.697205,305.708649,0.623449
2028-09-13,296.605316,305.741150,0.000000
2028-09-14,296.430115,305.126801,0.426184
2028-09-15,294.990479,302.570984,2.162533
2028-09-16,287.473541,303.907135,0.000000
2028-09-17,287.072968,305.181793,0.000000
2028-09-18,289.856628,305.284088,0.000000
2028-09-19,293.919373,305.750275,0.000000
2028-09-20,295.188202,305.033295,0.000000
2028-09-21,291.722382,305.222107,0.000000
2028-09-22,290.932831,305.343231,0.000000
2028-09-23,290.115875,306.047455,0.000000
2028-09-24,290.829926,306.346680,0.000000
2028-09-25,292.665009,307.012756,0.000000
2028-09-26,295.955933,309.192871,0.000000
2028-09-27,295.269409,309.273804,0.000000
2028-09-28,293.303253,309.842010,0.000000
2028-09-29,294.007172,307.661407,0.000000
2028-09-30,296.717865,306.576385,1.503459
2028-10-01,297.557831,305.339233,0.871413
2028-10-02,294.954620,306.110779,0.687614
2028-10-03,290.858032,306.814789,0.000000
2028-10-04,293.553986,306.684204,0.000000
2028-10-05,293.072021,306.083344,0.000000
2028-10-06,294.499084,305.048981,0.000000
2028-10-07,296.936066,305.249969,0.000000
2028-10-08,297.058929,305.543213,0.000000
2028-10-09,296.467590,305.468567,0.000000
2028-10-10,295.396393,305.461151,0.000000
2028-10-11,295.338623,305.055939,0.000000
2028-10-12,294.739014,304.593140,0.307602
2028-10-13,295.647430,306.140808,0.000000
2028-10-14,294.356995,306.384430,2.750869
2028-10-15,293.442596,302.709412,10.474451
2028-10-16,293.423218,304.804871,1.521186
2028-10-17,296.551971,305.762909,0.000000
2028-10-18,296.023254,305.978638,0.669475
2028-10-19,295.562714,304.388794,4.286864
2028-10-20,294.103851,302.952362,3.565589
2028-10-21,286.489563,304.044830,8.778595
2028-10-22,284.560730,291.353180,10.693771
2028-10-23,288.095917,288.095917,2.686788
2028-10-24,286.083679,286.399963,0.475537
2028-10-25,285.107727,287.322754,0.000000
2028-10-26,279.580353,290.272064,0.000000
2028-10-27,281.845734,294.886353,0.000000
2028-10-28,283.135498,298.387512,0.000000
2028-10-29,283.879974,300.007385,0.000000
2028-10-30,284.075867,300.516418,0.000000
2028-10-31,280.896851,301.565399,0.000000
2028-11-01,281.805573,301.827576,0.000000
2028-11-02,286.561401,301.671478,0.000000
2028-11-03,294.421967,302.688354,1.483086
2028-11-04,291.138458,302.106262,0.734474
2028-11-05,275.720215,295.852692,0.000000
2028-11-06,280.177216,298.207855,0.000000
2028-11-07,284.073578,299.086945,0.000000
2028-11-08,285.384033,302.704712,0.000000
2028-11-09,283.445099,302.910431,0.000000
2028-11-10,289.564911,303.279510,0.000000
2028-11-11,294.614441,303.480438,0.617630
2028-11-12,292.367493,303.995209,1.122650
2028-11-13,291.723114,302.773376,0.859300
2028-11-14,291.103088,303.856018,0.000000
2028-11-15,291.594360,304.001282,0.000000
2028-11-16,291.078003,303.237030,0.000000
2028-11-17,291.065369,302.846039,0.000000
2028-11-18,291.639954,302.463318,3.858897
2028-11-19,290.585846,301.246002,6.760458
2028-11-20,286.226349,291.099670,2.053998
2028-11-21,287.369629,292.894348,0.000000
2028-11-22,286.872284,294.186432,0.000000
2028-11-23,274.774048,289.250061,8.052031
2028-11-24,280.121368,284.330078,3.530666
2028-11-25,279.026672,287.236908,0.000000
2028-11-26,278.401001,289.108368,0.000000
2028-11-27,277.216125,288.730499,0.000000
2028-11-28,279.646820,288.386292,0.000000
2028-11-29,275.255554,282.682098,0.000000
2028-11-30,273.446747,287.448608,0.000000
2028-12-01,272.865204,291.156586,0.000000
2028-12-02,274.669891,291.491425,0.000000
2028-12-03,274.196381,288.818695,0.000000
2028-12-04,271.252472,294.442413,0.000000
2028-12-05,275.044556,298.590240,0.000000
2028-12-06,276.077454,298.536774,0.000000
2028-12-07,285.024139,296.680115,0.800276
2028-12-08,278.349213,290.100677,0.000000
2028-12-09,272.224335,291.604279,0.000000
2028-12-10,279.645752,293.006622,0.000000
2028-12-11,276.502106,295.380951,0.000000
2028-12-12,281.860260,297.741302,0.000000
2028-12-13,275.223846,298.472595,0.000000
2028-12-14,288.277466,297.561310,2.979956
2028-12-15,284.891449,293.813660,1.132869
2028-12-16,281.340973,285.946167,2.321853
2028-12-17,277.577667,279.090027,3.107299
2028-12-18,278.487732,287.816193,0.000000
2028-12-19,276.566803,291.890167,0.000000
2028-12-20,276.642395,292.235382,0.000000
2028-12-21,275.503571,290.023346,0.000000
2028-12-22,274.771179,283.645996,0.000000
2028-12-23,281.909363,286.399445,0.000000
2028-12-24,283.526489,287.853546,0.000000
2028-12-25,284.652313,290.709442,0.296716
2028-12-26,288.058655,293.931671,2.936888
2028-12-27,282.121704,293.770996,0.374484
2028-12-28,282.848602,292.018341,0.000000
2028-12-29,281.650909,292.188171,0.000000
2028-12-30,283.437714,290.180756,0.000000
2028-12-31,275.760406,289.764404,0.000000
2029-01-01,278.883942,292.815918,0.000000
2029-01-02,278.139893,295.574860,0.000000
2029-01-03,273.337402,294.166046,0.000000
2029-01-04,279.411652,298.515656,0.000000
2029-01-05,281.801819,298.903015,0.000000
2029-01-06,272.687469,296.089447,0.000000
2029-01-07,278.032806,299.117554,0.000000
2029-01-08,283.871429,298.599487,2.865920
2029-01-09,277.589600,290.744110,0.000000
2029-01-10,268.520081,291.289917,0.000000
2029-01-11,272.454041,298.364716,0.000000
2029-01-12,278.046204,301.094574,0.000000
2029-01-13,273.937042,301.530243,0.000000
2029-01-14,283.689667,302.844757,0.000000
2029-01-15,277.432159,302.397614,0.000000
2029-01-16,273.927551,282.062592,0.000000
2029-01-17,279.237976,285.112122,0.294148
2029-01-18,279.030640,292.307556,0.000000
2029-01-19,276.273529,291.449554,0.000000
2029-01-20,277.372772,284.298706,0.000000
2029-01-21,274.381409,285.109894,15.341059
2029-01-22,275.492737,282.440704,55.792847
2029-01-23,278.598724,286.023865,0.000000
2029-01-24,278.575348,293.654205,0.000000
2029-01-25,279.026581,298.596771,0.000000
2029-01-26,278.543579,299.509064,0.000000
2029-01-27,279.365479,298.887634,0.000000
2029-01-28,283.789764,298.035950,0.000000
2029-01-29,280.879761,298.413361,0.463803
2029-01-30,275.173157,295.560364,0.000000
2029-01-31,260.001709,281.107117,0.000000
2029-02-01,264.433411,285.707245,0.000000
2029-02-02,276.699158,295.703583,0.000000
2029-02-03,276.947968,297.965515,0.000000
2029-02-04,273.003967,298.126038,0.000000
2029-02-05,281.496002,294.299469,0.000000
2029-02-06,266.111938,291.627777,0.000000
2029-02-07,276.596954,298.870087,0.000000
2029-02-08,287.236176,302.156860,0.000000
2029-02-09,278.517059,302.497467,0.000000
2029-02-10,264.234985,285.861115,0.000000
2029-02-11,264.935638,292.285126,0.000000
2029-02-12,284.844543,293.093384,4.144949
2029-02-13,285.354736,300.848450,1.065215
2029-02-14,279.100525,300.886383,0.561136
2029-02-15,274.447754,289.541199,0.000000
2029-02-16,280.687714,303.244110,0.000000
2029-02-17,277.995056,302.932556,0.000000
2029-02-18,277.946655,300.670410,0.000000
2029-02-19,273.119080,299.260254,0.371543
2029-02-20,280.317047,298.131592,0.000000
2029-02-21,273.900818,292.952484,0.000000
2029-02-22,271.865356,298.693359,0.000000
2029-02-23,275.865753,300.489380,0.000000
2029-02-24,287.675385,303.874115,0.000000
2029-02-25,280.658630,303.207001,1.736213
2029-02-26,283.246155,297.913361,0.494562
2029-02-27,280.573700,294.919006,0.000000
2029-02-28,277.813293,295.212067,0.000000
2029-03-01,272.392639,294.948120,0.000000
2029-03-02,272.098328,296.153381,0.000000
2029-03-03,275.110931,298.467590,0.000000
2029-03-04,281.009308,299.298492,0.000000
2029-03-05,286.524902,298.873169,0.000000
2029-03-06,284.693298,295.143555,0.000000
2029-03-07,283.984619,300.464264,0.000000
2029-03-08,288.925812,304.213593,0.000000
2029-03-09,290.061462,303.514099,6.208451
2029-03-10,289.398163,298.529877,6.667611
2029-03-11,282.781952,298.646606,0.000000
2029-03-12,284.756500,296.292114,0.000000
2029-03-13,281.642975,295.281189,0.000000
2029-03-14,275.800110,301.196808,0.000000
2029-03-15,278.870239,302.240967,0.000000
2029-03-16,280.406342,304.797943,0.000000
2029-03-17,288.319824,302.400299,0.000000
2029-03-18,287.090240,303.710938,21.521652
2029-03-19,280.883789,292.199066,0.000000
2029-03-20,278.318878,298.883087,0.000000
2029-03-21,287.869446,303.833008,0.000000
2029-03-22,288.763641,303.920563,0.000000
2029-03-23,289.404938,304.863831,0.000000
2029-03-24,277.867676,302.468292,0.000000
2029-03-25,280.909637,302.308960,0.000000
2029-03-26,287.855835,298.320984,0.000000
2029-03-27,290.105286,299.775055,5.967975
2029-03-28,277.839630,296.582245,0.000000
2029-03-29,282.200256,303.200775,0.000000
2029-03-30,285.056396,304.584625,0.000000
2029-03-31,289.738007,304.487000,0.000000
2029-04-01,290.019165,303.738525,0.000000
2029-04-02,291.252014,305.544312,0.319985
2029-04-03,288.315674,304.538483,0.000000
2029-04-04,282.268250,295.841431,0.000000
2029-04-05,276.444153,301.333221,0.000000
2029-04-06,278.971985,304.005066,0.401326
2029-04-07,282.464386,304.900055,0.000000
2029-04-08,289.487152,303.452759,1.289787
2029-04-09,289.624939,295.504791,6.156053
2029-04-10,287.068085,292.893311,0.000000
2029-04-11,285.818726,296.770630,0.000000
2029-04-12,283.729523,302.591644,0.000000
2029-04-13,289.998169,304.832153,0.296823
2029-04-14,292.232666,304.724792,1.006130
2029-04-15,286.241150,294.456085,1.105196
2029-04-16,283.522247,288.842743,0.000000
2029-04-17,287.257904,294.099609,0.000000
2029-04-18,281.019684,301.669769,0.000000
2029-04-19,290.793579,304.451599,0.000000
2029-04-20,292.390472,304.906616,0.000000
2029-04-21,292.448547,304.920135,0.000000
2029-04-22,292.939667,304.937927,0.000000
2029-04-23,293.342468,304.986877,0.000000
2029-04-24,293.638062,304.829193,0.000000
2029-04-25,293.583954,303.429565,0.000000
2029-04-26,292.728394,303.913452,0.000000
2029-04-27,290.831940,303.599030,0.000000
2029-04-28,289.690277,303.941864,0.000000
2029-04-29,289.994385,304.568085,0.709070
2029-04-30,289.969971,304.772339,0.000000
2029-05-01,288.911835,304.844421,0.000000
2029-05-02,290.010376,305.749359,0.000000
2029-05-03,291.895874,306.470856,0.000000
2029-05-04,293.059448,307.307190,0.000000
2029-05-05,292.725983,307.005341,1.188365
2029-05-06,293.493805,305.039551,0.296280
2029-05-07,293.570282,304.851196,0.420615
2029-05-08,292.368622,303.035767,4.432465
2029-05-09,291.736237,300.074921,7.692108
2029-05-10,291.672913,300.337128,0.000000
2029-05-11,290.673157,303.753296,0.000000
2029-05-12,293.314484,306.844849,0.000000
2029-05-13,293.898285,306.434448,0.000000
2029-05-14,292.769287,303.450623,21.556227
2029-05-15,292.657806,303.336945,12.829177
2029-05-16,291.257904,301.750854,1.154624
2029-05-17,290.040161,303.190002,0.000000
2029-05-18,293.388336,303.636200,2.331373
2029-05-19,291.760254,303.430481,0.345965
2029-05-20,294.305481,305.756378,0.000000
2029-05-21,293.631622,307.391693,0.465968
2029-05-22,293.880280,308.566406,0.000000
2029-05-23,295.811737,311.168518,0.000000
2029-05-24,292.200775,311.348907,0.000000
2029-05-25,296.059692,311.097382,0.000000
2029-05-26,295.982910,311.222290,0.835394
2029-05-27,295.870331,310.956055,0.000000
2029-05-28,294.603516,310.690948,0.000000
2029-05-29,294.635620,310.063782,0.000000
2029-05-30,295.335022,308.159851,0.000000
2029-05-31,297.750580,306.504517,6.054023
2029-06-01,296.093414,305.093994,13.789137
2029-06-02,295.868805,305.965118,2.265371
2029-06-03,296.001465,307.575500,1.518306
2029-06-04,296.085266,307.112793,0.000000
2029-06-05,295.654999,307.023071,0.435824
2029-06-06,294.999390,306.715240,0.000000
2029-06-07,294.498657,306.565002,0.000000
2029-06-08,294.780914,307.274170,0.000000
2029-06-09,295.829132,307.218719,1.646919
2029-06-10,295.912903,306.521973,28.935873
2029-06-11,296.272003,303.615204,25.083208
2029-06-12,295.964447,302.872101,16.639591
2029-06-13,296.719452,300.624908,30.804703
2029-06-14,294.676453,302.565063,8.027641
2029-06-15,294.032562,303.791595,0.322853
2029-06-16,295.962372,304.935272,0.000000
2029-06-17,296.380280,310.264618,0.000000
2029-06-18,297.984772,311.175385,0.000000
2029-06-19,297.850372,310.755402,0.000000
2029-06-20,299.462524,310.908905,0.340099
2029-06-21,299.358429,310.611664,0.683646
2029-06-22,295.207672,309.701447,0.000000
2029-06-23,297.185791,309.706818,1.692945
2029-06-24,300.542114,309.365723,0.000000
2029-06-25,298.268951,308.816223,0.000000
2029-06-26,296.405518,307.958893,0.000000
2029-06-27,296.567505,307.100830,0.000000
2029-06-28,294.802002,306.628357,0.292001
2029-06-29,294.754364,308.417694,0.000000
2029-06-30,296.564606,310.124817,0.000000
2029-07-01,296.999817,310.458557,0.000000
2029-07-02,296.924133,311.069061,0.000000
2029-07-03,297.393097,311.305817,0.000000
2029-07-04,297.288116,311.032166,0.000000
2029-07-05,297.457520,311.348907,0.000000
2029-07-06,297.193726,311.266266,0.000000
2029-07-07,298.073914,312.348358,0.000000
2029-07-08,298.669464,313.244598,0.000000
2029-07-09,301.422882,314.767883,0.000000
2029-07-10,302.428711,315.845947,1.220342
2029-07-11,296.630249,316.022888,0.289557
2029-07-12,300.153442,315.975525,0.605467
2029-07-13,298.980316,309.095978,28.288534
2029-07-14,296.837341,298.902252,63.040295
2029-07-15,295.478607,300.599823,57.542854
2029-07-16,295.702576,298.761566,1.456468
2029-07-17,295.173248,299.777069,0.365924
2029-07-18,295.670837,301.622650,0.000000
2029-07-19,296.122406,301.796051,3.295316
2029-07-20,296.979492,299.708862,29.169537
2029-07-21,295.750793,302.004669,0.000000
2029-07-22,295.583038,303.443970,0.000000
2029-07-23,296.256592,305.685089,0.000000
2029-07-24,297.728516,306.115631,0.000000
2029-07-25,297.288239,301.226746,33.080597
2029-07-26,293.754883,301.041107,63.170467
2029-07-27,293.901428,301.012848,101.646111
2029-07-28,293.800964,301.480255,29.917381
2029-07-29,295.788483,298.006989,33.760498
2029-07-30,296.082428,304.157745,0.643961
2029-07-31,294.292358,304.890594,0.319180
2029-08-01,295.180023,305.727692,0.000000
2029-08-02,295.290741,305.962006,0.000000
2029-08-03,295.242218,305.942444,0.000000
2029-08-04,294.608917,306.120636,0.000000
2029-08-05,295.830383,308.282318,0.321504
2029-08-06,295.329987,310.351562,0.000000
2029-08-07,298.277100,310.714050,0.000000
2029-08-08,297.979828,311.520599,0.712939
2029-08-09,298.987335,312.317200,0.000000
2029-08-10,299.134644,312.346069,0.000000
2029-08-11,299.711517,311.296906,0.000000
2029-08-12,297.631500,310.238312,0.388256
2029-08-13,298.113098,309.880737,0.000000
2029-08-14,297.284637,310.802490,0.999469
2029-08-15,296.828125,310.830963,0.000000
2029-08-16,298.010468,311.159210,0.000000
2029-08-17,297.189423,309.743256,1.785093
2029-08-18,296.666016,308.324707,0.000000
2029-08-19,296.180328,309.412537,0.000000
2029-08-20,295.960999,310.044708,0.000000
2029-08-21,295.990356,310.800140,0.804524
2029-08-22,299.505066,313.070068,1.657548
2029-08-23,296.025360,313.485046,0.000000
2029-08-24,296.884155,312.074158,5.288094
2029-08-25,299.673401,310.827179,14.751083
2029-08-26,294.754883,303.806854,9.778860
2029-08-27,295.709381,301.863464,25.886665
2029-08-28,295.384613,301.380066,6.704363
2029-08-29,290.588989,301.895782,24.783520
2029-08-30,291.178833,299.180939,18.735970
2029-08-31,295.825348,302.031403,1.554505
2029-09-01,296.133850,302.815491,4.358038
2029-09-02,295.027222,302.955933,3.933909
2029-09-03,296.559967,303.576263,18.275621
2029-09-04,296.481659,304.072571,0.824821
2029-09-05,296.488403,303.946350,1.077009
2029-09-06,297.270538,305.290863,13.635855
2029-09-07,296.428741,303.102509,25.671667
2029-09-08,294.826782,302.320404,12.230399
2029-09-09,294.439880,303.675201,3.919112
2029-09-10,295.320587,302.235596,6.844699
2029-09-11,294.762451,302.947113,9.270840
2029-09-12,295.239136,303.077942,0.000000
2029-09-13,294.760712,300.967041,1.538910
2029-09-14,292.459320,300.813965,1.782075
2029-09-15,291.371887,302.731903,0.000000
2029-09-16,295.921783,303.190308,1.475908
2029-09-17,297.241913,304.560760,0.000000
2029-09-18,297.535522,305.203064,0.525816
2029-09-19,296.687592,304.628754,2.336083
2029-09-20,297.321014,304.709076,2.261350
2029-09-21,297.035950,304.665344,9.085140
2029-09-22,295.449280,302.385681,6.378126
2029-09-23,290.730652,302.925537,0.000000
2029-09-24,288.308228,303.516052,0.000000
2029-09-25,289.818604,304.526062,0.000000
2029-09-26,289.751251,305.194458,0.000000
2029-09-27,288.628204,305.411316,0.000000
2029-09-28,289.183624,306.367218,0.000000
2029-09-29,289.781281,306.600342,0.000000
2029-09-30,291.022888,306.488556,0.762729
2029-10-01,292.488617,306.474213,0.000000
2029-10-02,294.488068,309.049652,0.000000
2029-10-03,297.111420,309.333344,0.000000
2029-10-04,295.328949,309.893280,0.000000
2029-10-05,296.123474,306.816986,0.000000
2029-10-06,293.716278,305.450500,0.328669
2029-10-07,293.970551,304.943970,0.875864
2029-10-08,292.733337,305.066711,0.306811
2029-10-09,294.161316,304.895660,0.000000
2029-10-10,291.739655,302.909454,0.000000
2029-10-11,292.586395,303.295807,0.000000
2029-10-12,293.100800,303.956238,0.649660
2029-10-13,294.506165,304.059570,1.843622
2029-10-14,291.995941,304.395172,0.293240
2029-10-15,289.817841,299.315643,0.336813
2029-10-16,283.740204,299.606506,0.000000
2029-10-17,284.402924,301.325104,0.000000
2029-10-18,285.577759,302.022827,0.000000
2029-10-19,288.637512,301.333130,0.000000
2029-10-20,294.070679,301.585785,0.407801
2029-10-21,294.487976,302.425507,0.286441
2029-10-22,289.666962,301.448334,0.667045
2029-10-23,288.125732,301.516724,0.000000
2029-10-24,290.817474,304.478485,0.000000
2029-10-25,294.476196,304.908569,0.000000
2029-10-26,295.976929,306.657562,3.741991
2029-10-27,293.363647,300.478302,6.065702
2029-10-28,293.273254,298.780426,5.367675
2029-10-29,294.325500,299.469910,10.549441
2029-10-30,292.698700,298.964996,6.463592
2029-10-31,292.653992,299.392883,3.493278
2029-11-01,292.627075,300.792175,5.827873
2029-11-02,288.285797,292.745544,0.000000
2029-11-03,289.116272,295.285583,0.000000
2029-11-04,289.940430,297.798431,0.584845
2029-11-05,294.127014,299.644867,0.000000
2029-11-06,286.188721,299.219666,0.000000
2029-11-07,283.784271,301.349060,0.000000
2029-11-08,290.449646,301.556793,8.452236
2029-11-09,292.730713,305.837036,23.298777
2029-11-10,289.931305,298.012665,0.000000
2029-11-11,289.832886,298.021881,0.000000
2029-11-12,289.559814,298.568878,9.650672
2029-11-13,288.695862,298.487122,3.177516
2029-11-14,282.615662,291.145752,0.887301
2029-11-15,283.225494,293.237091,0.000000
2029-11-16,283.616821,294.132690,0.000000
2029-11-17,288.255646,297.851044,0.000000
2029-11-18,290.325928,297.625214,3.864556
2029-11-19,287.635773,296.795837,21.850506
2029-11-20,286.890533,297.466309,1.266777
2029-11-21,284.340149,285.255585,2.042653
2029-11-22,285.196014,286.049072,0.000000
2029-11-23,281.087494,284.658417,4.211080
2029-11-24,281.491577,287.823547,29.620861
2029-11-25,286.268768,288.197998,7.052798
2029-11-26,286.973846,291.507141,0.000000
2029-11-27,286.301605,290.775085,0.000000
