#Variables:
#tasmin_GFDL-ESM2M_rcp85(K):Daily Minimum Near-Surface Air Temperature
#tasmax_GFDL-ESM2M_rcp85(K):Daily Maximum Near-Surface Air Temperature
#pr_GFDL-ESM2M_rcp85(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_GFDL-ESM2M_r1i1p1_rcp85_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),pr_GFDL-ESM2M_rcp85(mm)"
""
yyyy-mm-dd,tasmin_GFDL-ESM2M_rcp85(K),tasmax_GFDL-ESM2M_rcp85(K),pr_GFDL-ESM2M_rcp85(mm)
2023-01-13,278.690277,292.331970,0.000000
2023-01-14,278.835602,298.069000,0.000000
2023-01-15,283.493591,295.703125,0.000000
2023-01-16,278.333832,294.138702,0.000000
2023-01-17,275.390320,291.912323,0.000000
2023-01-18,278.094818,294.917938,0.000000
2023-01-19,282.177521,297.991577,0.000000
2023-01-20,284.412964,301.030151,0.000000
2023-01-21,285.940216,302.673981,0.000000
2023-01-22,284.025482,302.018494,0.000000
2023-01-23,286.719360,302.655579,0.000000
2023-01-24,287.841888,302.589172,0.000000
2023-01-25,287.162506,302.033173,1.384789
2023-01-26,280.432312,299.082764,1.285552
2023-01-27,282.919312,298.683197,0.000000
2023-01-28,285.503052,305.045410,0.000000
2023-01-29,289.191315,303.894287,0.000000
2023-01-30,276.393494,297.415070,0.000000
2023-01-31,271.750641,284.985840,0.376475
2023-02-01,269.253357,288.842102,0.000000
2023-02-02,276.775299,296.070984,0.000000
2023-02-03,282.972595,300.651489,0.000000
2023-02-04,280.715363,298.879944,0.000000
2023-02-05,276.366333,290.986694,0.000000
2023-02-06,276.628235,292.702789,0.000000
2023-02-07,279.182892,295.318146,0.000000
2023-02-08,283.273010,299.534149,0.000000
2023-02-09,283.832886,298.629181,0.000000
2023-02-10,284.564392,295.640137,0.000000
2023-02-11,285.875610,302.570892,0.000000
2023-02-12,286.188995,302.557434,0.000000
2023-02-13,279.813751,300.107208,5.112380
2023-02-14,275.420593,290.926636,0.000000
2023-02-15,276.836639,295.364868,0.000000
2023-02-16,280.218811,297.620850,0.000000
2023-02-17,285.975800,300.408630,0.000000
2023-02-18,286.973785,299.378387,3.419163
2023-02-19,281.637817,294.772217,0.536366
2023-02-20,279.623993,295.407410,0.000000
2023-02-21,282.995880,294.542969,0.000000
2023-02-22,285.704559,295.638153,0.000000
2023-02-23,285.412598,301.016022,0.959246
2023-02-24,279.348907,301.308044,0.000000
2023-02-25,285.149689,305.614014,0.000000
2023-02-26,286.747467,307.143799,0.000000
2023-02-27,281.938019,304.578613,0.000000
2023-02-28,275.898712,290.091461,0.000000
2023-03-01,278.836365,289.816193,1.283301
2023-03-02,280.962708,289.384094,13.964226
2023-03-03,278.159607,290.845093,0.000000
2023-03-04,278.716644,292.216400,0.000000
2023-03-05,281.829987,301.265503,0.000000
2023-03-06,283.734375,300.573792,0.000000
2023-03-07,286.020508,297.038361,0.000000
2023-03-08,288.128632,302.021729,0.000000
2023-03-09,290.576263,306.945038,0.000000
2023-03-10,290.318420,306.095917,0.000000
2023-03-11,286.790283,306.640656,0.000000
2023-03-12,289.272186,306.929230,0.000000
2023-03-13,289.837555,308.647675,0.000000
2023-03-14,293.678497,310.980255,0.330902
2023-03-15,292.719849,310.927429,0.000000
2023-03-16,292.722687,309.294525,0.000000
2023-03-17,289.654388,304.431183,9.483009
2023-03-18,288.729980,296.579681,60.507698
2023-03-19,280.985046,293.435608,14.088878
2023-03-20,286.478821,299.060211,0.399307
2023-03-21,288.199677,298.103424,0.751626
2023-03-22,280.266388,288.963440,9.892291
2023-03-23,278.504303,284.996826,5.113744
2023-03-24,278.601715,286.680817,0.000000
2023-03-25,279.670685,292.161896,0.000000
2023-03-26,284.224579,295.809448,0.000000
2023-03-27,284.753876,296.177856,0.000000
2023-03-28,283.880951,292.145599,11.949648
2023-03-29,281.328552,290.785889,22.218191
2023-03-30,279.700378,289.071198,0.700991
2023-03-31,281.523682,289.277496,0.000000
2023-04-01,284.391693,292.542023,0.000000
2023-04-02,288.504303,300.707367,0.000000
2023-04-03,285.261200,299.361938,0.000000
2023-04-04,282.048096,298.121185,0.000000
2023-04-05,287.028992,301.162018,0.000000
2023-04-06,289.697876,301.955231,0.000000
2023-04-07,292.077026,301.279785,3.329317
2023-04-08,284.446075,298.461243,0.000000
2023-04-09,283.042053,298.955292,0.000000
2023-04-10,287.498383,302.094391,0.000000
2023-04-11,291.267731,303.008209,1.334708
2023-04-12,289.037781,302.277527,5.277204
2023-04-13,292.170410,302.703094,12.916389
2023-04-14,289.947144,301.950653,2.422025
2023-04-15,283.080780,297.567444,0.000000
2023-04-16,285.140411,299.779968,0.000000
2023-04-17,287.962402,302.266327,0.000000
2023-04-18,290.366577,304.211151,0.000000
2023-04-19,292.009216,304.741058,0.623308
2023-04-20,293.391510,306.106171,2.860239
2023-04-21,292.325714,304.397095,16.485834
2023-04-22,284.372223,297.782043,24.844685
2023-04-23,282.314819,289.209686,14.506949
2023-04-24,282.219757,297.827515,0.000000
2023-04-25,286.805756,301.314484,0.000000
2023-04-26,287.380615,302.019623,0.000000
2023-04-27,288.150452,303.756134,0.000000
2023-04-28,289.091217,303.441345,0.000000
2023-04-29,289.775299,303.684052,0.000000
2023-04-30,291.325897,305.139893,0.000000
2023-05-01,294.101196,303.793640,0.000000
2023-05-02,294.525421,304.499329,2.179441
2023-05-03,294.438995,304.872406,1.680956
2023-05-04,294.496429,304.722748,4.530192
2023-05-05,293.621765,304.854980,0.000000
2023-05-06,293.043335,305.223907,0.000000
2023-05-07,294.426300,305.984589,1.508894
2023-05-08,294.298553,305.972473,0.895335
2023-05-09,291.599915,303.756409,0.000000
2023-05-10,287.665375,301.135590,0.000000
2023-05-11,289.448334,304.879730,0.000000
2023-05-12,292.767792,307.580139,0.000000
2023-05-13,294.682281,308.727539,0.000000
2023-05-14,294.953827,310.137970,0.000000
2023-05-15,295.577332,310.668121,3.160647
2023-05-16,296.642273,311.014984,1.114071
2023-05-17,295.843628,310.419281,3.959004
2023-05-18,294.787659,312.577454,23.754559
2023-05-19,283.879852,299.142975,0.000000
2023-05-20,284.325623,302.947510,0.000000
2023-05-21,292.650208,310.001434,0.000000
2023-05-22,296.169739,311.568970,0.000000
2023-05-23,295.852295,310.810974,8.261618
2023-05-24,291.238831,305.038971,2.922548
2023-05-25,288.770538,308.346832,0.000000
2023-05-26,292.575104,309.273560,0.000000
2023-05-27,294.609497,310.655640,0.000000
2023-05-28,295.622162,310.733673,0.000000
2023-05-29,295.484863,309.530334,0.000000
2023-05-30,296.345673,309.254578,0.000000
2023-05-31,295.412994,309.797485,0.000000
2023-06-01,295.796021,309.435577,0.000000
2023-06-02,296.589203,308.259827,0.000000
2023-06-03,294.072174,309.397522,0.000000
2023-06-04,295.608582,311.037140,0.000000
2023-06-05,296.914856,311.944214,0.000000
2023-06-06,297.172394,312.332764,0.000000
2023-06-07,297.538818,311.096069,0.000000
2023-06-08,296.994385,311.128937,0.000000
2023-06-09,297.756165,311.334961,0.000000
2023-06-10,297.440552,311.204926,2.718179
2023-06-11,298.576630,311.269409,0.000000
2023-06-12,298.246826,310.597168,0.000000
2023-06-13,297.524597,310.499207,0.000000
2023-06-14,297.010559,310.744843,0.000000
2023-06-15,297.343109,309.499054,0.000000
2023-06-16,297.893494,310.422180,0.000000
2023-06-17,297.574249,311.000427,0.000000
2023-06-18,297.428223,310.414764,0.000000
2023-06-19,297.551117,311.306824,0.000000
2023-06-20,298.327057,311.700958,0.000000
2023-06-21,298.274109,310.868164,0.000000
2023-06-22,297.606934,310.518127,0.000000
2023-06-23,297.366669,310.644745,0.000000
2023-06-24,297.198395,310.062103,0.435682
2023-06-25,297.169586,311.148163,0.000000
2023-06-26,297.981628,311.263519,0.000000
2023-06-27,297.883209,311.154053,0.000000
2023-06-28,297.802490,311.368774,0.000000
2023-06-29,298.066223,311.361328,0.000000
2023-06-30,297.346497,309.531616,0.000000
2023-07-01,297.194000,309.457153,0.000000
2023-07-02,297.763062,309.945801,0.000000
2023-07-03,297.719452,310.373108,0.000000
2023-07-04,298.146362,311.390137,0.000000
2023-07-05,297.848236,312.661652,0.000000
2023-07-06,297.584869,312.518188,0.000000
2023-07-07,298.558014,311.289551,0.000000
2023-07-08,298.715973,312.366638,0.000000
2023-07-09,299.472168,312.004852,0.000000
2023-07-10,300.375336,310.120422,0.356996
2023-07-11,299.546143,308.887451,0.000000
2023-07-12,299.305511,312.256592,0.000000
2023-07-13,298.547577,313.625977,0.000000
2023-07-14,299.368286,314.923401,0.000000
2023-07-15,299.134064,313.872620,0.000000
2023-07-16,297.374329,312.479156,0.000000
2023-07-17,296.932068,312.675171,0.000000
2023-07-18,298.864899,314.556641,0.000000
2023-07-19,301.850464,314.883118,1.242406
2023-07-20,302.214783,314.298553,0.000000
2023-07-21,300.273132,312.217712,0.000000
2023-07-22,299.708313,312.889984,0.000000
2023-07-23,298.934814,312.807343,0.000000
2023-07-24,298.843628,312.135040,0.000000
2023-07-25,297.789276,312.636780,0.000000
2023-07-26,299.833710,313.743073,0.000000
2023-07-27,301.315582,313.112640,2.274104
2023-07-28,300.831848,312.367676,0.481875
2023-07-29,300.024994,311.985596,1.709840
2023-07-30,299.032745,309.916565,1.496901
2023-07-31,297.741364,308.792236,0.000000
2023-08-01,297.183350,309.293915,0.000000
2023-08-02,297.038361,310.936523,0.000000
2023-08-03,296.619293,312.244446,0.000000
2023-08-04,297.366760,313.586578,0.000000
2023-08-05,299.254089,314.725159,0.000000
2023-08-06,301.783417,314.343842,0.000000
2023-08-07,300.716888,314.922272,0.292456
2023-08-08,301.624908,313.947937,0.808754
2023-08-09,300.217865,313.272278,0.319586
2023-08-10,300.126160,313.094513,0.000000
2023-08-11,299.742279,312.660522,0.000000
2023-08-12,298.882446,311.405457,0.000000
2023-08-13,299.103973,311.157532,2.461927
2023-08-14,299.211975,312.396057,0.000000
2023-08-15,300.385498,312.717773,0.000000
2023-08-16,300.305054,312.891235,1.123961
2023-08-17,299.676086,312.523834,0.000000
2023-08-18,298.592804,311.619324,0.346117
2023-08-19,298.677399,310.729034,0.000000
2023-08-20,298.464722,310.820190,0.000000
2023-08-21,298.008026,310.972595,0.000000
2023-08-22,298.492371,310.872650,0.000000
2023-08-23,298.458405,310.526917,0.000000
2023-08-24,297.568268,310.275818,0.000000
2023-08-25,298.263031,308.728485,0.000000
2023-08-26,298.415009,309.210541,0.000000
2023-08-27,298.425385,311.302460,0.000000
2023-08-28,299.185822,311.832245,0.000000
2023-08-29,298.604462,312.319824,0.000000
2023-08-30,298.324890,310.594086,1.629721
2023-08-31,298.272034,310.544250,0.000000
2023-09-01,298.060242,310.612793,0.855433
2023-09-02,297.041138,308.044434,6.025304
2023-09-03,297.634857,308.818176,6.522999
2023-09-04,294.926361,304.792694,8.301725
2023-09-05,295.154968,306.247833,5.350150
2023-09-06,295.261871,307.599518,0.000000
2023-09-07,295.888672,308.609863,0.000000
2023-09-08,296.919037,309.666870,0.000000
2023-09-09,297.313660,309.583496,0.746056
2023-09-10,296.861786,308.780884,0.479769
2023-09-11,296.686737,307.247223,1.041719
2023-09-12,295.302979,306.092834,0.571035
2023-09-13,292.596680,306.960663,0.000000
2023-09-14,292.578857,308.221588,0.000000
2023-09-15,294.564148,308.516693,0.000000
2023-09-16,296.138306,308.346283,0.000000
2023-09-17,295.252045,307.215942,4.065809
2023-09-18,295.795990,305.983337,1.102827
2023-09-19,294.286621,307.045441,0.000000
2023-09-20,291.221619,307.652466,0.000000
2023-09-21,292.246826,306.893188,0.000000
2023-09-22,294.734406,306.804352,0.000000
2023-09-23,294.272125,306.944489,0.000000
2023-09-24,292.760651,307.216644,0.000000
2023-09-25,292.715210,307.300568,0.000000
2023-09-26,293.820251,308.553650,0.000000
2023-09-27,295.144318,309.672852,0.000000
2023-09-28,297.651611,308.943817,0.000000
2023-09-29,295.400635,308.563385,0.696630
2023-09-30,294.264343,308.665833,0.000000
2023-10-01,294.265961,307.636780,1.971933
2023-10-02,293.170227,307.103363,2.160228
2023-10-03,294.244537,306.108917,2.019174
2023-10-04,294.307037,305.479187,0.000000
2023-10-05,294.249695,306.007660,1.205838
2023-10-06,293.545654,307.253967,0.000000
2023-10-07,294.096924,306.679657,0.000000
2023-10-08,288.843964,305.032013,0.000000
2023-10-09,288.443481,305.803070,0.000000
2023-10-10,287.855865,306.778870,0.000000
2023-10-11,289.431458,306.683472,0.000000
2023-10-12,287.196777,306.706909,0.000000
2023-10-13,287.133728,308.053375,0.000000
2023-10-14,293.029633,307.737305,0.000000
2023-10-15,287.195831,305.960205,0.000000
2023-10-16,285.446991,306.451416,0.380061
2023-10-17,287.120026,306.913879,0.000000
2023-10-18,287.377960,307.066315,0.000000
2023-10-19,292.405762,306.191040,0.000000
2023-10-20,289.621918,303.662354,0.000000
2023-10-21,288.087433,301.649506,0.559972
2023-10-22,284.874268,302.257141,0.000000
2023-10-23,282.644409,303.983795,0.000000
2023-10-24,290.106384,302.903015,0.000000
2023-10-25,290.619812,301.208496,0.000000
2023-10-26,289.734894,301.351440,0.000000
2023-10-27,287.461517,303.779755,0.000000
2023-10-28,291.661072,302.120514,0.000000
2023-10-29,287.865967,299.510559,0.000000
2023-10-30,284.332581,296.471497,0.000000
2023-10-31,281.206665,300.381012,0.000000
2023-11-01,284.997803,300.485077,0.000000
2023-11-02,282.523712,300.532806,0.000000
2023-11-03,281.264801,301.197388,0.000000
2023-11-04,279.030914,302.575500,0.000000
2023-11-05,282.955780,303.354462,0.000000
2023-11-06,288.047913,302.188141,0.000000
2023-11-07,287.453949,300.972839,0.000000
2023-11-08,286.538239,301.892944,0.000000
2023-11-09,285.156372,302.929382,0.000000
2023-11-10,286.016785,301.725342,0.000000
2023-11-11,282.559326,301.903076,0.000000
2023-11-12,288.332214,300.942902,0.000000
2023-11-13,288.138306,298.913055,0.000000
2023-11-14,286.769623,302.851349,0.000000
2023-11-15,291.115662,304.123505,6.172897
2023-11-16,280.124481,300.783783,37.591679
2023-11-17,276.192993,283.037872,4.598919
2023-11-18,275.884949,283.672852,0.000000
2023-11-19,275.978516,289.601349,0.000000
2023-11-20,276.525543,293.860901,0.000000
2023-11-21,281.048340,292.809906,0.000000
2023-11-22,276.983032,291.162079,0.000000
2023-11-23,281.740173,292.209717,0.000000
2023-11-24,284.226654,293.197205,1.323295
2023-11-25,288.230682,300.439270,7.707709
2023-11-26,286.521942,299.280396,1.537838
2023-11-27,284.458099,295.954651,0.000000
2023-11-28,285.302429,295.652405,2.649978
2023-11-29,280.719696,294.755066,1.540833
2023-11-30,276.639313,284.641174,0.000000
2023-12-01,274.505157,284.491760,0.000000
2023-12-02,273.909302,286.325989,0.000000
2023-12-03,281.428375,296.614471,0.000000
2023-12-04,287.307617,300.006866,1.436602
2023-12-05,287.954956,300.460754,0.718721
2023-12-06,278.621490,297.786591,6.153909
2023-12-07,277.854340,284.699371,5.131464
2023-12-08,274.586121,285.137817,0.000000
2023-12-09,273.194275,287.654724,0.000000
2023-12-10,276.030762,285.140045,0.000000
2023-12-11,275.229736,280.917908,0.000000
2023-12-12,273.274963,285.563293,0.000000
2023-12-13,274.534088,287.204102,0.000000
2023-12-14,278.992554,284.623474,0.000000
2023-12-15,279.013580,284.698822,0.000000
2023-12-16,279.298004,287.006042,0.000000
2023-12-17,282.933563,291.137146,4.486933
2023-12-18,275.346375,289.829865,0.000000
2023-12-19,277.196167,294.217316,0.000000
2023-12-20,278.079315,296.503784,0.000000
2023-12-21,281.435394,297.295837,0.000000
2023-12-22,282.966644,297.027405,0.000000
2023-12-23,277.971924,294.076569,0.000000
2023-12-24,284.577057,300.605011,0.000000
2023-12-25,288.048737,299.812714,0.960245
2023-12-26,283.036621,292.751343,1.250974
2023-12-27,279.061157,291.654846,0.308760
2023-12-28,273.071350,288.145782,0.000000
2023-12-29,272.554443,288.861694,0.000000
2023-12-30,278.748932,286.808533,0.000000
2023-12-31,273.757172,284.405304,0.000000
2024-01-01,273.071838,289.370941,0.000000
2024-01-02,281.135437,297.729919,0.000000
2024-01-03,286.198730,299.551849,0.000000
2024-01-04,282.651703,299.429993,0.000000
2024-01-05,280.535675,299.972717,0.000000
2024-01-06,286.981018,299.421967,1.866427
2024-01-07,279.398651,293.291321,0.000000
2024-01-08,287.252472,302.102356,0.000000
2024-01-09,283.354980,300.821014,0.000000
2024-01-10,278.008728,289.517120,0.000000
2024-01-11,277.009583,292.211945,0.000000
2024-01-12,278.216034,293.587311,0.000000
2024-01-13,281.339905,298.173676,0.000000
2024-01-14,285.738342,301.626831,0.000000
2024-01-15,285.980804,304.810425,0.000000
2024-01-16,289.122437,304.031433,0.000000
2024-01-17,282.833191,299.224060,0.000000
2024-01-18,285.209900,299.413879,0.000000
2024-01-19,284.632690,298.880707,0.000000
2024-01-20,281.245972,298.559418,0.000000
2024-01-21,285.134308,302.707336,0.000000
2024-01-22,283.625793,301.554657,0.000000
2024-01-23,278.464508,294.297485,0.000000
2024-01-24,284.755920,299.515930,0.000000
2024-01-25,283.630585,299.211609,0.000000
2024-01-26,287.906281,302.117676,0.000000
2024-01-27,282.838257,299.856415,0.000000
2024-01-28,283.979126,302.488831,0.000000
2024-01-29,288.226044,303.696259,0.000000
2024-01-30,283.550842,301.549469,0.000000
2024-01-31,279.050079,296.514771,0.000000
2024-02-01,284.186005,300.668915,0.000000
2024-02-02,286.508636,302.583008,0.000000
2024-02-03,287.379761,302.569794,0.000000
2024-02-04,288.173004,302.605408,0.000000
2024-02-05,289.946777,302.397705,8.195942
2024-02-06,283.690582,297.933105,0.000000
2024-02-07,281.926483,297.065155,0.000000
2024-02-08,282.436401,297.825806,0.000000
2024-02-09,287.361023,300.206604,1.234719
2024-02-10,281.242218,298.933777,0.000000
2024-02-11,277.393066,298.770721,0.000000
2024-02-12,286.220734,298.745270,0.000000
2024-02-13,287.938232,297.913818,1.814268
2024-02-14,287.267609,300.369476,0.358317
2024-02-15,283.082184,299.665771,0.000000
2024-02-16,280.572083,297.073822,0.000000
2024-02-17,287.119263,303.303162,0.000000
2024-02-18,284.059418,301.946808,0.000000
2024-02-19,280.118164,297.522552,0.000000
2024-02-20,283.374969,301.636108,0.000000
2024-02-21,285.113892,300.744598,0.000000
2024-02-22,286.378967,301.148712,0.000000
2024-02-23,280.418060,297.438782,0.000000
2024-02-24,284.382751,304.420197,0.000000
2024-02-25,290.615265,305.885254,0.000000
2024-02-26,285.277527,303.194183,0.000000
2024-02-27,284.167877,299.129578,0.000000
2024-02-28,287.986603,300.092651,0.000000
2024-02-29,288.905334,300.695038,3.188726
2024-03-01,289.824066,301.297424,6.377452
2024-03-02,290.566559,304.472687,0.000000
2024-03-03,286.174713,301.998871,0.000000
2024-03-04,283.234161,293.940033,2.753365
2024-03-05,284.805847,298.092834,0.435548
2024-03-06,276.009094,297.040344,0.000000
2024-03-07,273.694244,296.595795,0.000000
2024-03-08,280.867096,300.044952,0.000000
2024-03-09,282.161835,300.857361,0.000000
2024-03-10,284.881195,300.727295,0.000000
2024-03-11,284.838745,300.142700,0.000000
2024-03-12,281.462036,297.188812,0.000000
2024-03-13,282.106232,300.501648,0.000000
2024-03-14,287.610596,307.113556,0.000000
2024-03-15,289.788544,309.198517,0.000000
2024-03-16,291.931702,307.384033,0.000000
2024-03-17,290.326508,305.544006,0.642964
2024-03-18,292.040558,305.829987,0.000000
2024-03-19,288.432373,305.574127,0.000000
2024-03-20,292.550598,304.917206,0.000000
2024-03-21,292.509247,305.351898,2.719709
2024-03-22,294.151459,305.962982,0.000000
2024-03-23,289.054779,304.829468,0.000000
2024-03-24,282.182800,294.044098,0.000000
2024-03-25,284.197479,291.323883,0.000000
2024-03-26,284.313507,290.676300,5.103625
2024-03-27,284.389709,293.066376,8.694098
2024-03-28,284.369873,293.960663,10.571753
2024-03-29,287.944000,297.318054,0.000000
2024-03-30,287.315338,299.848938,1.251799
2024-03-31,290.087250,302.566437,0.000000
2024-04-01,288.087067,302.430115,0.458554
2024-04-02,282.571533,298.983002,0.000000
2024-04-03,283.635254,298.260620,0.000000
2024-04-04,280.273834,294.079437,0.000000
2024-04-05,283.368530,294.523315,0.000000
2024-04-06,287.341309,298.093140,0.000000
2024-04-07,288.862640,295.941223,26.599136
2024-04-08,289.334137,294.101776,34.121792
2024-04-09,287.171906,292.154114,27.528894
2024-04-10,287.704620,290.172424,39.294594
2024-04-11,287.121887,301.720032,0.000000
2024-04-12,288.553833,300.668182,0.326331
2024-04-13,284.891602,300.732971,0.000000
2024-04-14,282.223602,298.047150,2.916080
2024-04-15,278.249329,293.412445,0.298502
2024-04-16,280.326599,296.763153,0.000000
2024-04-17,286.810577,301.572998,0.000000
2024-04-18,289.301147,303.356445,0.000000
2024-04-19,287.415558,301.693573,0.000000
2024-04-20,290.345520,304.120972,0.000000
2024-04-21,294.265900,304.244415,0.000000
2024-04-22,288.894012,303.707153,0.000000
2024-04-23,289.730133,302.791687,0.000000
2024-04-24,291.995728,302.940216,0.000000
2024-04-25,292.141357,304.729187,0.000000
2024-04-26,292.459167,305.811646,0.000000
2024-04-27,293.827057,305.280731,0.000000
2024-04-28,293.440948,304.090546,0.000000
2024-04-29,293.212860,303.594574,0.659735
2024-04-30,293.231781,303.498718,3.558311
2024-05-01,294.529572,304.019989,0.000000
2024-05-02,294.097870,303.979858,0.000000
2024-05-03,293.935120,303.774597,0.000000
2024-05-04,295.189575,305.610016,12.801733
2024-05-05,295.574524,306.606964,0.293936
2024-05-06,295.502319,305.321503,0.000000
2024-05-07,294.958313,303.144409,15.042470
2024-05-08,295.980316,303.995728,11.529423
2024-05-09,295.123566,303.639099,34.171391
2024-05-10,295.713074,302.108612,40.756016
2024-05-11,293.085449,302.027588,15.432860
2024-05-12,290.165009,301.388641,0.991371
2024-05-13,290.328247,301.820343,0.000000
2024-05-14,290.766632,302.652679,0.000000
2024-05-15,291.756683,303.414307,0.000000
2024-05-16,291.202179,304.186005,0.000000
2024-05-17,291.778168,304.583527,0.000000
2024-05-18,294.264435,302.785309,0.000000
2024-05-19,293.303741,304.785309,0.000000
2024-05-20,293.154572,305.635498,0.000000
2024-05-21,293.224335,305.601562,0.000000
2024-05-22,294.726990,304.042572,1.234629
2024-05-23,294.265198,300.805023,14.236421
2024-05-24,295.190125,303.944214,0.000000
2024-05-25,295.095642,304.867371,0.000000
2024-05-26,296.247742,304.468475,9.826035
2024-05-27,295.579224,307.698303,0.955074
2024-05-28,295.865723,306.133270,0.000000
2024-05-29,295.378418,305.386627,0.000000
2024-05-30,294.236877,304.188751,0.000000
2024-05-31,294.124664,306.771667,0.000000
2024-06-01,294.068146,308.520782,0.000000
2024-06-02,294.139008,309.796936,0.000000
2024-06-03,295.063385,310.045319,0.000000
2024-06-04,295.732483,309.811279,0.000000
2024-06-05,296.058807,309.974182,0.000000
2024-06-06,296.509369,310.688324,0.000000
2024-06-07,297.521057,309.584290,0.000000
2024-06-08,297.021790,308.829559,0.000000
2024-06-09,297.211182,307.382202,8.480126
2024-06-10,296.921875,303.138000,30.319437
2024-06-11,296.997162,305.025543,5.921959
2024-06-12,294.644409,307.170532,0.000000
2024-06-13,295.464478,308.324066,0.000000
2024-06-14,296.597015,309.893341,0.000000
2024-06-15,296.593201,309.963562,0.840470
2024-06-16,298.262329,310.240875,5.739605
2024-06-17,297.879120,309.887848,0.000000
2024-06-18,297.945404,310.258118,0.000000
2024-06-19,297.449951,311.151978,0.000000
2024-06-20,297.644714,312.080200,0.000000
2024-06-21,299.677612,314.498657,0.000000
2024-06-22,301.196533,314.865082,0.296826
2024-06-23,301.144409,315.788055,0.000000
2024-06-24,302.091919,315.048950,0.781883
2024-06-25,302.304871,313.583984,1.130184
2024-06-26,300.866699,311.942596,0.000000
2024-06-27,299.600708,311.702057,0.445207
2024-06-28,300.355347,310.477417,0.000000
2024-06-29,298.204742,310.019897,0.000000
2024-06-30,297.284058,309.027710,0.000000
2024-07-01,297.369629,309.823669,0.000000
2024-07-02,297.776642,310.246552,0.000000
2024-07-03,299.219360,312.197784,0.000000
2024-07-04,299.514435,313.844910,0.000000
2024-07-05,299.943268,314.826569,0.000000
2024-07-06,299.706299,313.912537,0.376293
2024-07-07,298.684021,312.036652,0.000000
2024-07-08,297.602203,310.009644,0.000000
2024-07-09,297.387024,311.048096,0.000000
2024-07-10,298.498199,312.150208,0.000000
2024-07-11,299.490784,312.931458,0.000000
2024-07-12,299.866913,312.260132,0.000000
2024-07-13,300.272675,310.060394,4.127862
2024-07-14,300.427704,308.229950,15.381903
2024-07-15,297.146606,307.293610,8.410242
2024-07-16,298.435944,309.654877,1.136986
2024-07-17,299.669678,310.784393,0.285710
2024-07-18,298.728973,309.923492,0.886590
2024-07-19,298.439209,310.208405,0.000000
2024-07-20,298.598206,310.592438,0.596946
2024-07-21,299.377380,311.784485,0.000000
2024-07-22,299.870056,312.219482,0.000000
2024-07-23,298.826752,311.342712,0.000000
2024-07-24,298.936249,311.421173,0.926858
2024-07-25,298.411926,311.105865,0.000000
2024-07-26,298.998535,312.234344,0.000000
2024-07-27,299.378723,311.813477,0.000000
2024-07-28,299.178253,311.947205,0.000000
2024-07-29,299.329376,312.337891,0.000000
2024-07-30,299.044495,311.607513,0.000000
2024-07-31,299.177094,308.573059,0.000000
2024-08-01,296.340942,311.595459,0.000000
2024-08-02,299.449585,313.056366,0.000000
2024-08-03,298.587402,311.834137,0.000000
2024-08-04,298.186035,309.942963,0.000000
2024-08-05,298.353180,308.240479,0.000000
2024-08-06,297.731171,310.233215,0.000000
2024-08-07,298.566376,311.989563,0.000000
2024-08-08,297.997009,311.172943,0.000000
2024-08-09,297.362671,310.291779,0.000000
2024-08-10,297.925110,310.782745,0.000000
2024-08-11,297.958191,308.775513,0.301180
2024-08-12,298.128815,308.217682,2.436114
2024-08-13,298.597961,309.089355,0.614492
2024-08-14,298.573853,309.514221,0.000000
2024-08-15,297.317413,309.703186,1.796153
2024-08-16,298.300964,310.980896,0.647675
2024-08-17,298.165588,310.471283,0.867848
2024-08-18,298.356506,309.426239,1.603582
2024-08-19,297.580750,309.347290,2.715330
2024-08-20,298.493469,309.414612,1.496495
2024-08-21,298.566406,309.316101,2.454688
2024-08-22,297.950226,310.389221,6.990236
2024-08-23,298.051453,310.631378,4.685812
2024-08-24,298.908203,310.639618,3.062393
2024-08-25,299.776611,311.891266,0.331181
2024-08-26,299.582733,310.668610,0.788178
2024-08-27,298.339172,309.299438,0.000000
2024-08-28,297.268097,307.387024,2.469305
2024-08-29,297.020844,307.993073,1.806527
2024-08-30,297.255707,308.018127,0.000000
2024-08-31,297.082886,308.796417,0.607823
2024-09-01,296.837860,309.101593,0.000000
2024-09-02,297.676880,309.309662,0.688362
2024-09-03,298.730469,311.183167,0.000000
2024-09-04,298.810883,310.866760,1.923548
2024-09-05,296.011597,307.904114,0.596318
2024-09-06,296.108032,307.695801,0.000000
2024-09-07,295.994659,308.752167,0.000000
2024-09-08,295.996307,308.419159,0.000000
2024-09-09,296.048218,307.752472,0.000000
2024-09-10,296.327911,307.639648,0.000000
2024-09-11,296.038300,308.127716,0.000000
2024-09-12,296.365814,308.184174,0.547504
2024-09-13,296.409332,308.415100,2.094865
2024-09-14,296.106293,306.790649,2.115690
