#Variables:
#tasmin_CSIRO-Mk3-6-0_rcp45(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CSIRO-Mk3-6-0_rcp45(K):Daily Maximum Near-Surface Air Temperature
#pr_CSIRO-Mk3-6-0_rcp45(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#agg_macav2metdata_pr_CSIRO-Mk3-6-0_r1i1p1_rcp45_2006_2099_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),pr_CSIRO-Mk3-6-0_rcp45(mm)"
""
yyyy-mm-dd,tasmin_CSIRO-Mk3-6-0_rcp45(K),tasmax_CSIRO-Mk3-6-0_rcp45(K),pr_CSIRO-Mk3-6-0_rcp45(mm)
2025-05-31,297.284424,309.228760,0.000000
2025-06-01,297.382172,307.938690,1.078057
2025-06-02,296.980835,309.475647,0.000000
2025-06-03,295.903076,308.470978,0.000000
2025-06-04,295.808350,309.065430,0.000000
2025-06-05,296.500885,309.758362,0.000000
2025-06-06,295.569824,309.894379,0.000000
2025-06-07,296.524353,310.387238,0.000000
2025-06-08,297.370636,312.065155,0.000000
2025-06-09,298.048737,313.948212,0.000000
2025-06-10,299.405151,316.513153,0.000000
2025-06-11,301.986176,317.646912,0.000000
2025-06-12,304.141571,318.213165,0.000000
2025-06-13,302.100250,317.636475,0.000000
2025-06-14,298.900604,314.562927,0.000000
2025-06-15,297.047485,310.621216,0.000000
2025-06-16,296.601257,309.056641,0.000000
2025-06-17,297.265289,308.425293,0.000000
2025-06-18,297.833588,307.576965,1.123106
2025-06-19,296.124390,305.911499,0.000000
2025-06-20,296.569427,308.889008,0.000000
2025-06-21,297.765259,308.033447,2.196184
2025-06-22,297.807312,306.863007,0.772706
2025-06-23,297.588074,306.487457,7.157799
2025-06-24,299.041260,306.664185,4.662922
2025-06-25,299.224060,307.445221,11.143545
2025-06-26,299.274963,310.584534,7.115400
2025-06-27,299.597443,311.808594,0.000000
2025-06-28,299.588165,312.190308,0.000000
2025-06-29,299.403412,310.866180,1.685612
2025-06-30,300.694824,306.722687,7.682762
2025-07-01,298.174042,308.641144,5.483840
2025-07-02,298.414642,311.389465,0.000000
2025-07-03,298.248627,312.876221,0.000000
2025-07-04,299.121124,311.836121,0.000000
2025-07-05,298.445740,310.418213,0.000000
2025-07-06,298.333923,312.384338,3.688223
2025-07-07,299.894501,309.355713,19.622919
2025-07-08,298.623077,307.194702,1.081782
2025-07-09,297.763123,308.926208,1.020205
2025-07-10,299.358765,310.842255,0.312629
2025-07-11,298.624451,310.793121,0.000000
2025-07-12,298.328094,310.774872,0.000000
2025-07-13,299.053314,312.808075,0.000000
2025-07-14,299.018097,311.383026,0.000000
2025-07-15,299.693848,312.367615,0.000000
2025-07-16,299.933624,312.129364,0.000000
2025-07-17,299.588562,312.698059,0.000000
2025-07-18,299.799561,309.667755,8.993220
2025-07-19,298.682373,307.622437,4.452856
2025-07-20,297.220825,308.587891,0.000000
2025-07-21,297.366028,310.048859,0.000000
2025-07-22,297.288849,311.142151,0.000000
2025-07-23,297.067841,311.505890,0.000000
2025-07-24,297.269287,312.459106,2.186815
2025-07-25,297.912994,312.211334,0.000000
2025-07-26,299.234070,313.343323,0.000000
2025-07-27,299.549835,310.640533,6.293450
2025-07-28,299.988922,313.583618,4.543121
2025-07-29,301.313782,315.171692,0.620868
2025-07-30,302.062622,314.811981,0.962218
2025-07-31,300.295807,314.394623,0.000000
2025-08-01,300.833099,314.455353,0.000000
2025-08-02,301.122894,314.231049,1.316680
2025-08-03,299.946198,312.268951,16.431587
2025-08-04,299.408234,307.772980,16.970222
2025-08-05,298.374451,307.907043,0.461840
2025-08-06,297.164246,307.827209,0.000000
2025-08-07,298.614716,309.045837,0.000000
2025-08-08,299.117798,309.308899,4.030528
2025-08-09,299.506531,309.975647,0.000000
2025-08-10,300.681091,312.557648,0.000000
2025-08-11,301.623474,313.473206,0.519240
2025-08-12,299.834625,313.327057,0.000000
2025-08-13,299.614380,312.381592,0.000000
2025-08-14,300.546631,312.213165,0.000000
2025-08-15,300.779175,313.468384,0.294135
2025-08-16,300.863922,312.204224,1.926827
2025-08-17,301.236847,313.076202,0.523449
2025-08-18,302.732544,313.896240,0.000000
2025-08-19,301.685577,312.892548,1.688644
2025-08-20,299.406250,311.469147,0.462448
2025-08-21,299.073700,312.341003,0.000000
2025-08-22,300.182678,313.408386,0.000000
2025-08-23,301.160950,313.087006,0.000000
2025-08-24,301.807037,313.492493,0.000000
2025-08-25,301.701782,313.667023,0.000000
2025-08-26,300.119019,313.780487,0.000000
2025-08-27,299.939392,312.917755,0.000000
2025-08-28,300.964050,313.339600,0.000000
2025-08-29,300.802307,315.237793,0.000000
2025-08-30,300.628021,313.525665,0.000000
2025-08-31,300.363892,314.001984,0.430057
2025-09-01,301.081573,314.702332,1.069803
2025-09-02,300.390045,314.311493,2.326206
2025-09-03,299.524109,310.970917,6.740399
2025-09-04,298.652771,308.571503,7.414883
2025-09-05,297.954895,310.676422,0.925063
2025-09-06,299.769775,310.861908,5.459439
2025-09-07,299.398834,310.575409,0.000000
2025-09-08,298.591095,311.501587,0.000000
2025-09-09,298.851501,312.374054,0.000000
2025-09-10,299.948853,316.234955,0.000000
2025-09-11,302.019104,318.705078,0.000000
2025-09-12,300.553284,314.187958,1.807125
2025-09-13,298.886383,310.597870,0.000000
2025-09-14,298.252625,310.410706,0.000000
2025-09-15,297.657196,310.758759,0.000000
2025-09-16,298.587402,310.189636,0.000000
2025-09-17,297.885925,308.344147,0.000000
2025-09-18,296.300385,308.617981,0.000000
2025-09-19,295.809296,308.816162,0.000000
2025-09-20,296.050293,309.638428,0.000000
2025-09-21,296.650177,310.089233,0.000000
2025-09-22,297.779266,311.107178,0.000000
2025-09-23,297.101593,310.335541,0.000000
2025-09-24,294.482544,309.810181,0.000000
2025-09-25,292.991119,309.924500,0.000000
2025-09-26,294.170685,309.201691,0.000000
2025-09-27,293.926819,308.510712,0.000000
2025-09-28,296.095184,309.256561,0.868508
2025-09-29,297.623413,309.394135,0.000000
2025-09-30,298.090454,307.847504,0.000000
2025-10-01,297.372467,307.931793,1.384661
2025-10-02,295.570923,308.996857,1.121256
2025-10-03,294.727112,310.022552,0.000000
2025-10-04,295.148132,310.480682,0.000000
2025-10-05,296.096497,310.969910,0.000000
2025-10-06,296.395050,311.002625,0.000000
2025-10-07,295.632782,310.570038,0.000000
2025-10-08,294.772369,310.973297,0.000000
2025-10-09,296.283478,310.729950,0.000000
2025-10-10,294.192139,309.808105,0.000000
2025-10-11,294.849091,311.171570,0.000000
2025-10-12,293.199371,309.753174,0.000000
2025-10-13,286.845001,300.620392,0.000000
2025-10-14,287.732208,305.482849,0.000000
2025-10-15,287.396454,302.207672,0.000000
2025-10-16,281.115356,294.671906,0.000000
2025-10-17,282.544128,299.690460,0.000000
2025-10-18,287.451538,303.860718,0.000000
2025-10-19,289.704590,305.045349,0.000000
2025-10-20,290.225647,302.562469,0.000000
2025-10-21,288.519623,303.562317,0.000000
2025-10-22,290.142700,303.613586,0.000000
2025-10-23,290.384003,303.820862,0.000000
2025-10-24,290.909637,305.163849,0.000000
2025-10-25,292.293243,307.685852,0.000000
2025-10-26,292.562927,305.451080,0.000000
2025-10-27,292.492432,304.795319,0.000000
2025-10-28,291.543060,306.947723,0.000000
2025-10-29,292.331696,306.688721,0.000000
2025-10-30,291.497009,306.456329,0.000000
2025-10-31,292.141724,304.782104,0.000000
2025-11-01,289.042969,305.592926,0.000000
2025-11-02,291.660767,308.066589,0.000000
2025-11-03,287.689209,304.238068,0.000000
2025-11-04,284.065857,300.174408,0.000000
2025-11-05,283.605927,301.212402,0.000000
2025-11-06,286.364594,302.684265,0.000000
2025-11-07,291.097198,304.234772,0.000000
2025-11-08,288.996490,302.880737,0.000000
2025-11-09,287.221191,302.588776,0.000000
2025-11-10,289.604004,300.821442,1.019672
2025-11-11,281.433197,298.481750,22.272062
2025-11-12,281.592529,290.759491,0.000000
2025-11-13,287.156067,293.705139,0.000000
2025-11-14,282.534454,292.182251,1.562078
2025-11-15,284.889526,293.816376,0.000000
2025-11-16,290.088043,301.117828,0.000000
2025-11-17,280.598877,297.063049,0.000000
2025-11-18,275.182007,292.138916,0.000000
2025-11-19,276.324768,293.576324,0.000000
2025-11-20,278.137573,293.800018,0.000000
2025-11-21,284.425293,292.328918,0.000000
2025-11-22,286.727600,290.603424,3.032991
2025-11-23,283.422180,288.883453,31.971277
2025-11-24,280.261810,287.214233,7.275256
2025-11-25,282.877899,285.641510,0.000000
2025-11-26,285.501282,288.542480,0.000000
2025-11-27,285.672089,291.067291,0.000000
2025-11-28,279.600250,292.728668,0.000000
2025-11-29,284.133331,295.997406,0.000000
2025-11-30,276.915314,292.084320,0.000000
2025-12-01,277.060608,294.806519,0.000000
2025-12-02,277.608948,292.180603,0.000000
2025-12-03,278.507660,296.430786,0.000000
2025-12-04,281.557861,298.096191,0.000000
2025-12-05,280.947876,299.568207,0.000000
2025-12-06,282.730225,298.892426,0.000000
2025-12-07,279.861176,300.220490,0.000000
2025-12-08,283.795410,301.263489,0.000000
2025-12-09,286.261047,300.849548,0.000000
2025-12-10,282.589325,296.165680,0.000000
2025-12-11,277.983826,296.535858,0.000000
2025-12-12,278.383423,296.817505,0.000000
2025-12-13,281.325073,298.030121,0.000000
2025-12-14,284.622772,300.262482,0.000000
2025-12-15,289.818329,299.224243,0.000000
2025-12-16,289.842133,300.191315,0.000000
2025-12-17,288.982147,300.992371,0.000000
2025-12-18,286.799622,299.988892,0.000000
2025-12-19,288.974976,300.127930,0.000000
2025-12-20,290.269928,300.260162,0.000000
2025-12-21,289.943848,299.295532,2.334384
2025-12-22,289.080872,298.825165,0.000000
2025-12-23,289.052063,301.032715,0.000000
2025-12-24,288.810974,300.267059,0.000000
2025-12-25,289.841095,300.156799,0.812916
2025-12-26,287.914612,298.288910,3.874565
2025-12-27,280.582855,298.929352,0.000000
2025-12-28,285.322540,293.730499,0.000000
2025-12-29,274.731781,288.250305,4.182849
2025-12-30,269.886505,289.358734,0.000000
2025-12-31,274.574493,294.367218,0.000000
2026-01-01,281.544281,296.637604,0.000000
2026-01-02,288.123749,297.965454,1.503207
2026-01-03,278.905060,291.742218,0.000000
2026-01-04,270.453766,291.984192,0.000000
2026-01-05,276.315887,296.686249,0.000000
2026-01-06,281.600739,291.548248,0.000000
2026-01-07,269.182861,281.880920,14.516357
2026-01-08,271.677490,277.179016,44.108700
2026-01-09,273.640381,276.292542,5.743538
2026-01-10,276.290283,281.726257,0.539483
2026-01-11,279.626862,286.444031,0.849520
2026-01-12,278.856079,290.415039,0.000000
2026-01-13,280.673523,288.347321,0.371715
2026-01-14,283.966888,291.753571,3.500601
2026-01-15,279.216400,288.412384,0.294196
2026-01-16,278.107666,284.775848,1.923893
2026-01-17,275.878723,290.973389,0.000000
2026-01-18,275.612366,293.028015,0.000000
2026-01-19,278.171722,297.012299,0.000000
2026-01-20,280.723297,298.319519,0.000000
2026-01-21,284.781128,299.574402,0.000000
2026-01-22,283.346954,297.687225,0.000000
2026-01-23,275.612915,291.256226,0.000000
2026-01-24,274.527588,289.865784,0.000000
2026-01-25,274.177277,291.506470,0.000000
2026-01-26,278.976807,295.420746,0.000000
2026-01-27,276.382751,292.181793,3.755742
2026-01-28,273.288879,288.833557,0.000000
2026-01-29,274.348938,290.411316,0.000000
2026-01-30,275.225586,291.393219,0.000000
2026-01-31,275.860229,292.325562,0.000000
2026-02-01,280.707611,299.529877,0.000000
2026-02-02,285.378540,301.033844,0.409445
2026-02-03,286.833649,298.218597,0.000000
2026-02-04,288.553436,299.473511,0.000000
2026-02-05,289.724060,298.983551,1.654572
2026-02-06,290.420593,301.838379,0.602595
2026-02-07,289.111145,300.907501,1.383815
2026-02-08,276.502350,295.718262,0.000000
2026-02-09,271.750763,293.880585,0.000000
2026-02-10,277.755463,301.218292,0.000000
2026-02-11,283.755493,297.922363,0.000000
2026-02-12,286.331726,295.252441,0.407293
2026-02-13,287.095032,301.750854,0.328697
2026-02-14,284.980011,300.313446,0.000000
2026-02-15,286.560059,296.314789,1.959443
2026-02-16,288.989807,302.217529,0.735717
2026-02-17,281.574524,301.158356,0.000000
2026-02-18,284.375977,297.293518,0.000000
2026-02-19,278.954529,293.130829,0.000000
2026-02-20,281.766327,301.416748,0.000000
2026-02-21,281.452484,299.454681,0.000000
2026-02-22,274.626099,293.444183,0.000000
2026-02-23,278.958771,295.020813,0.000000
2026-02-24,285.260040,294.373749,1.193112
2026-02-25,286.384949,292.421356,2.944145
2026-02-26,284.301270,290.024536,3.074697
2026-02-27,281.859497,286.670410,0.000000
2026-02-28,280.685272,290.563446,0.000000
2026-03-01,282.456360,296.382660,0.000000
2026-03-02,289.543182,298.764923,0.494699
2026-03-03,289.902405,303.334320,0.000000
2026-03-04,290.271362,303.464905,0.431320
2026-03-05,290.827026,301.687134,10.736570
2026-03-06,284.258362,294.638580,0.000000
2026-03-07,279.020752,292.575073,0.570607
2026-03-08,278.298004,289.866364,0.000000
2026-03-09,275.594910,294.119354,0.000000
2026-03-10,281.812714,298.237427,0.000000
2026-03-11,288.795898,294.835602,1.816096
2026-03-12,291.117340,298.136597,4.117197
2026-03-13,291.799072,301.204590,10.513051
2026-03-14,288.978943,301.051208,0.894824
2026-03-15,284.937897,300.043182,0.000000
2026-03-16,285.778687,298.546814,0.000000
2026-03-17,287.793152,294.007996,1.017890
2026-03-18,291.048553,294.110809,5.493929
2026-03-19,291.376465,295.635956,5.623944
2026-03-20,290.365875,295.717804,22.934158
2026-03-21,290.605896,298.880615,20.943382
2026-03-22,293.209045,300.858582,17.338444
2026-03-23,293.832245,300.479431,1.657884
2026-03-24,292.833984,301.883484,0.779219
2026-03-25,290.937164,301.387817,0.000000
2026-03-26,291.636597,303.937103,0.000000
2026-03-27,290.142853,302.857391,0.000000
2026-03-28,284.882477,303.021240,0.000000
2026-03-29,288.299225,302.601318,0.000000
2026-03-30,284.981934,302.641876,0.000000
2026-03-31,287.923767,305.110321,0.000000
2026-04-01,290.007355,304.254272,0.000000
2026-04-02,283.641449,300.749603,0.000000
2026-04-03,281.766235,296.407776,0.000000
2026-04-04,285.329346,301.971039,0.000000
2026-04-05,285.664734,300.721802,15.936830
2026-04-06,275.952209,289.752655,0.000000
2026-04-07,281.307953,290.181305,0.000000
2026-04-08,275.943909,291.680634,0.000000
2026-04-09,281.399933,301.246735,0.000000
2026-04-10,288.888031,306.358276,0.000000
2026-04-11,293.727142,306.950500,0.000000
2026-04-12,290.113159,307.576630,0.000000
2026-04-13,292.562195,309.951172,0.000000
2026-04-14,291.932922,307.944672,0.000000
2026-04-15,284.518524,305.475555,0.000000
2026-04-16,286.302612,305.317566,0.000000
2026-04-17,287.837280,306.419098,0.000000
2026-04-18,291.325439,305.432037,0.000000
2026-04-19,291.459198,305.273499,0.000000
2026-04-20,293.412201,307.790314,0.000000
2026-04-21,295.389801,306.416199,0.000000
2026-04-22,292.093201,305.126404,0.000000
2026-04-23,292.472534,306.915649,0.000000
2026-04-24,294.160645,309.195770,0.000000
2026-04-25,294.199005,307.789612,0.000000
2026-04-26,289.675415,310.176758,0.000000
2026-04-27,293.981232,307.371094,1.070449
2026-04-28,296.027069,308.053650,14.025595
2026-04-29,291.552155,305.363403,0.000000
2026-04-30,285.800903,298.493988,0.000000
2026-05-01,285.194946,298.621094,0.464841
2026-05-02,288.906952,302.563049,1.283902
2026-05-03,290.457642,307.917603,0.000000
2026-05-04,289.655182,308.646271,0.000000
2026-05-05,292.885468,307.602264,0.000000
2026-05-06,294.112335,307.861633,0.000000
2026-05-07,296.360504,310.677887,0.000000
2026-05-08,296.969299,310.690491,0.000000
2026-05-09,295.458862,308.974854,0.000000
2026-05-10,295.761505,307.387787,7.349146
2026-05-11,293.546875,309.960175,0.000000
2026-05-12,294.549194,309.983704,0.000000
2026-05-13,297.577332,312.711365,0.000000
2026-05-14,297.168427,311.415131,0.000000
2026-05-15,297.891388,313.555267,0.000000
2026-05-16,297.123810,312.418365,0.000000
2026-05-17,295.897552,309.891357,0.000000
2026-05-18,294.080750,307.570374,0.000000
2026-05-19,293.254791,308.268433,0.000000
2026-05-20,295.082153,309.319183,0.000000
2026-05-21,295.183990,309.448242,0.285948
2026-05-22,296.768829,311.986053,0.000000
2026-05-23,301.296722,313.257751,0.000000
2026-05-24,298.100220,310.136322,4.130240
2026-05-25,298.900024,307.018799,2.927028
2026-05-26,299.571198,308.031403,0.000000
2026-05-27,299.679749,309.439056,0.000000
2026-05-28,299.017059,310.493683,0.000000
2026-05-29,296.987671,308.005646,12.423942
2026-05-30,288.455017,298.292023,0.000000
2026-05-31,288.762695,303.086060,0.000000
2026-06-01,290.613831,304.242432,0.657759
2026-06-02,293.543091,309.406647,0.000000
2026-06-03,296.173370,312.104004,0.000000
2026-06-04,296.547394,311.255737,0.284463
2026-06-05,294.697968,307.434082,0.000000
2026-06-06,293.065430,305.261139,0.000000
2026-06-07,294.028748,305.197968,0.000000
2026-06-08,293.870300,308.299072,0.000000
2026-06-09,296.463043,309.769501,0.000000
2026-06-10,297.641876,310.298340,0.299522
2026-06-11,297.993896,309.390686,0.000000
2026-06-12,297.817017,309.474670,0.000000
2026-06-13,297.447296,310.442810,0.000000
2026-06-14,298.461090,310.147614,1.201635
2026-06-15,297.333374,308.627533,0.319169
2026-06-16,297.762909,307.520599,2.230462
2026-06-17,297.565308,305.089478,4.132695
2026-06-18,296.637787,308.016296,0.312010
2026-06-19,297.278351,309.368073,0.000000
2026-06-20,297.670502,309.249573,0.000000
2026-06-21,298.665588,309.858185,1.189937
2026-06-22,300.626068,308.961090,7.697813
2026-06-23,297.568207,304.731567,11.303003
2026-06-24,298.632355,304.164093,27.263836
2026-06-25,296.309723,302.011505,0.000000
2026-06-26,295.893066,303.772125,0.000000
2026-06-27,295.138275,304.402740,0.000000
2026-06-28,296.518036,306.589203,0.634982
2026-06-29,297.462616,308.867035,0.318856
2026-06-30,296.969543,308.905151,0.000000
2026-07-01,296.884369,308.435364,0.000000
2026-07-02,297.035156,309.349762,0.000000
2026-07-03,297.999969,310.270752,0.000000
2026-07-04,299.165771,312.589355,0.000000
2026-07-05,299.024597,313.804047,0.000000
2026-07-06,300.592438,313.028320,0.289433
2026-07-07,299.486938,311.211731,0.000000
2026-07-08,299.060486,309.375458,0.298609
2026-07-09,298.466064,308.873291,2.085905
2026-07-10,297.762848,306.108093,2.941986
2026-07-11,297.229065,308.120178,0.311614
2026-07-12,297.063446,308.393860,0.000000
2026-07-13,297.038940,309.479736,0.000000
2026-07-14,298.011200,311.703461,0.000000
2026-07-15,298.726562,312.650299,0.000000
2026-07-16,298.305969,313.240784,0.000000
2026-07-17,298.242554,312.964294,0.000000
2026-07-18,298.542938,314.100372,0.000000
2026-07-19,299.966980,315.676971,0.000000
2026-07-20,302.162598,315.041718,0.000000
2026-07-21,300.399841,313.520966,0.000000
2026-07-22,299.161041,312.986450,0.000000
2026-07-23,298.190338,312.693604,0.000000
2026-07-24,298.534149,311.771759,0.000000
2026-07-25,298.807251,311.581665,0.000000
2026-07-26,298.714661,311.295502,0.000000
2026-07-27,298.682556,311.758179,0.000000
2026-07-28,299.296539,312.134155,0.000000
2026-07-29,299.029480,311.482452,0.000000
2026-07-30,297.990295,311.988312,0.000000
2026-07-31,297.798370,311.915894,0.000000
2026-08-01,298.874390,311.875305,0.000000
2026-08-02,299.708160,311.077057,0.374823
2026-08-03,299.101013,312.483429,0.398883
2026-08-04,300.139282,313.771729,0.426298
2026-08-05,300.484100,314.140289,0.000000
2026-08-06,299.480530,312.062958,0.387660
2026-08-07,298.679474,310.320831,1.349596
2026-08-08,298.348846,309.832275,0.449154
2026-08-09,297.950256,308.828644,0.000000
2026-08-10,298.132477,309.212036,0.000000
2026-08-11,298.328583,311.232819,0.703869
2026-08-12,298.568848,312.290314,0.000000
2026-08-13,297.592133,310.763641,0.000000
2026-08-14,297.232941,310.748657,0.000000
2026-08-15,296.834991,311.246674,0.000000
2026-08-16,297.999146,311.902466,0.279998
2026-08-17,298.441406,310.355377,0.279869
2026-08-18,298.489899,308.897339,11.764540
2026-08-19,299.146301,308.454742,18.626366
2026-08-20,298.399628,305.425354,17.887676
2026-08-21,296.977814,305.345154,5.502741
2026-08-22,296.346375,306.741364,0.422934
2026-08-23,296.378113,307.441650,0.000000
2026-08-24,295.972412,307.653656,0.000000
2026-08-25,295.776093,307.960083,0.000000
2026-08-26,297.435181,308.050995,0.000000
2026-08-27,297.335480,308.220642,0.611860
2026-08-28,297.466278,307.431915,0.591562
2026-08-29,296.689972,307.671051,0.000000
2026-08-30,295.990021,307.520386,0.760664
2026-08-31,295.860657,307.818390,0.000000
2026-09-01,295.999084,308.025940,0.000000
2026-09-02,296.936768,307.679138,1.472125
2026-09-03,296.912811,306.997803,1.643688
2026-09-04,297.789490,307.506561,0.607737
2026-09-05,297.902222,308.716675,1.760344
2026-09-06,297.540192,309.861572,0.000000
2026-09-07,297.426056,309.534485,0.000000
2026-09-08,297.576324,310.322113,0.000000
2026-09-09,297.395325,311.806854,0.000000
2026-09-10,297.463470,310.046783,0.000000
2026-09-11,297.950378,309.291321,0.751998
2026-09-12,297.582794,310.871094,1.615665
2026-09-13,300.413910,312.252228,0.000000
2026-09-14,299.956543,311.043182,0.626358
2026-09-15,300.002228,310.646057,0.000000
2026-09-16,299.183990,313.504547,0.000000
2026-09-17,298.576202,310.294128,6.397605
2026-09-18,297.732361,308.039886,0.000000
2026-09-19,297.453308,311.818512,0.000000
2026-09-20,297.943909,311.194305,0.000000
2026-09-21,296.942017,310.412842,0.000000
2026-09-22,298.298126,309.182831,0.000000
2026-09-23,297.051697,308.905182,0.000000
2026-09-24,295.671356,308.902130,0.000000
2026-09-25,294.652161,308.572662,0.000000
2026-09-26,295.781372,307.097870,0.000000
2026-09-27,295.481964,305.305847,0.529145
2026-09-28,297.084900,308.044189,2.530666
2026-09-29,294.844666,303.890778,7.819598
2026-09-30,295.571167,302.810852,91.395760
2026-10-01,296.089844,306.791809,18.520334
2026-10-02,296.571625,304.649750,9.008209
2026-10-03,296.414825,303.923370,15.946018
2026-10-04,296.044434,305.229584,32.888870
2026-10-05,295.151184,301.389801,4.382274
2026-10-06,294.764954,307.058563,0.000000
2026-10-07,290.232147,305.929504,0.000000
2026-10-08,283.357452,293.812073,0.000000
2026-10-09,281.452209,295.959869,0.000000
2026-10-10,280.867615,298.774933,0.000000
2026-10-11,285.766998,301.758942,0.000000
2026-10-12,290.525848,303.204498,0.000000
2026-10-13,292.783173,302.850677,11.695026
2026-10-14,292.929230,301.043427,5.642167
2026-10-15,293.309784,301.046387,1.241370
2026-10-16,293.437012,301.033386,0.000000
2026-10-17,291.158722,300.317535,4.780416
2026-10-18,295.316101,303.840698,7.431266
2026-10-19,294.682098,303.108643,5.654790
2026-10-20,286.736755,299.487000,13.608730
2026-10-21,287.882294,299.535889,0.000000
2026-10-22,292.155457,304.321838,0.000000
2026-10-23,284.077454,299.843781,0.000000
2026-10-24,278.500427,291.933258,0.000000
2026-10-25,277.342590,294.392181,0.000000
2026-10-26,280.460876,294.321625,0.000000
2026-10-27,278.926758,288.844025,0.000000
2026-10-28,274.582520,290.519409,0.000000
2026-10-29,275.550720,293.742340,0.000000
2026-10-30,279.005585,296.841736,0.000000
2026-10-31,285.844177,299.841309,0.000000
2026-11-01,287.766632,298.772461,0.000000
2026-11-02,283.840851,295.173340,0.000000
2026-11-03,281.718506,293.643433,0.000000
2026-11-04,283.302094,297.705933,0.000000
2026-11-05,286.480499,296.981445,0.000000
2026-11-06,286.229828,296.836731,0.000000
2026-11-07,283.818451,298.947723,0.000000
2026-11-08,283.682617,300.584839,0.000000
2026-11-09,284.730072,301.698090,0.000000
2026-11-10,286.294830,301.056641,0.000000
2026-11-11,285.774780,300.836029,0.000000
2026-11-12,285.985962,303.710144,0.000000
2026-11-13,286.382782,303.534851,0.000000
2026-11-14,286.444031,302.464203,0.000000
2026-11-15,286.308899,302.749756,0.000000
2026-11-16,288.935822,298.959656,1.265902
2026-11-17,286.037598,296.636169,13.579453
2026-11-18,284.627869,294.072693,2.536417
2026-11-19,281.141296,297.093201,0.000000
2026-11-20,286.326508,296.726532,0.000000
2026-11-21,280.414581,292.698700,0.000000
2026-11-22,278.818726,293.291351,0.000000
2026-11-23,286.625244,297.894165,0.406420
2026-11-24,287.011108,297.040283,1.916749
2026-11-25,278.602478,290.031158,0.000000
2026-11-26,278.536469,286.167603,0.341713
2026-11-27,279.476318,294.551331,0.000000
2026-11-28,279.672577,296.051056,0.000000
2026-11-29,289.536560,297.396820,3.506176
2026-11-30,277.969604,293.057739,0.000000
2026-12-01,270.760742,289.653229,0.000000
2026-12-02,275.707672,293.635223,0.000000
2026-12-03,276.975983,290.695770,0.000000
2026-12-04,273.651550,293.817535,0.000000
2026-12-05,277.057129,290.290924,0.000000
2026-12-06,282.155914,297.105469,0.000000
2026-12-07,286.975006,295.371307,3.599385
2026-12-08,274.543091,290.867310,0.000000
2026-12-09,270.087708,284.672638,0.000000
2026-12-10,271.067871,291.814972,0.000000
2026-12-11,277.353699,298.726685,0.000000
2026-12-12,283.273773,300.261078,0.000000
2026-12-13,278.737823,294.011597,0.000000
2026-12-14,273.208344,287.304962,0.000000
2026-12-15,269.724060,288.253510,0.000000
2026-12-16,271.474945,292.953644,0.000000
2026-12-17,278.572998,297.846802,0.000000
2026-12-18,285.669739,300.333374,0.000000
2026-12-19,288.757385,299.808441,7.870470
2026-12-20,277.860077,296.920868,10.711708
2026-12-21,273.669159,285.475983,2.109887
2026-12-22,276.225006,289.027924,0.000000
2026-12-23,271.249634,288.990692,0.000000
2026-12-24,276.926605,295.468872,0.000000
2026-12-25,279.554535,295.820831,0.000000
2026-12-26,281.285339,291.463806,0.000000
2026-12-27,284.074677,289.443604,1.236851
2026-12-28,286.373993,294.697754,0.996632
2026-12-29,286.529816,295.705322,0.000000
2026-12-30,275.366302,290.444794,0.000000
2026-12-31,268.850616,280.517914,0.000000
2027-01-01,269.196075,278.965302,0.000000
2027-01-02,266.797943,273.846252,1.301622
2027-01-03,267.786652,274.383850,0.000000
2027-01-04,266.577850,276.087463,0.000000
2027-01-05,268.535278,281.734985,0.000000
2027-01-06,268.410004,285.171631,0.000000
2027-01-07,277.648102,285.346252,1.227019
2027-01-08,278.429749,285.020874,0.000000
2027-01-09,275.941711,290.037903,0.000000
2027-01-10,278.653748,296.978180,0.000000
2027-01-11,284.338196,303.398621,2.404266
2027-01-12,281.048279,297.833008,0.000000
2027-01-13,277.926361,296.681946,0.000000
2027-01-14,279.212585,293.142120,0.000000
2027-01-15,280.837433,289.583588,0.000000
2027-01-16,283.365051,298.305664,0.000000
2027-01-17,284.278931,299.516357,0.000000
2027-01-18,284.156158,297.822632,0.000000
2027-01-19,278.153595,291.761597,0.000000
2027-01-20,274.704163,288.204437,0.000000
2027-01-21,277.858429,286.309235,0.000000
2027-01-22,277.464691,283.704346,0.000000
2027-01-23,276.388763,282.465820,1.709785
2027-01-24,276.820038,288.559235,0.000000
2027-01-25,280.948151,299.802429,0.000000
2027-01-26,283.374329,301.208801,0.000000
2027-01-27,282.586975,299.214691,0.000000
2027-01-28,273.043396,294.995483,0.000000
2027-01-29,272.363708,290.927063,0.000000
