#Variables:
#tasmin_MRI-CGCM3_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MRI-CGCM3_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MRI-CGCM3_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MRI-CGCM3_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MRI-CGCM3_historical(K),tasmax_MRI-CGCM3_historical(K),pr_MRI-CGCM3_historical(mm)"
""
yyyy-mm-dd,tasmin_MRI-CGCM3_historical(K),tasmax_MRI-CGCM3_historical(K),pr_MRI-CGCM3_historical(mm)
1965-02-21,270.369385,279.471680,1.808244
1965-02-22,269.943085,280.306458,0.000000
1965-02-23,273.151733,282.713165,0.000000
1965-02-24,279.333893,287.117065,15.768012
1965-02-25,279.315308,290.915222,0.000000
1965-02-26,277.755646,295.495758,0.000000
1965-02-27,282.258209,292.756012,1.403394
1965-02-28,285.890930,293.747314,2.119103
1965-03-01,283.079041,292.480835,4.930954
1965-03-02,273.999817,284.060852,0.000000
1965-03-03,273.652496,292.334259,0.000000
1965-03-04,277.074951,295.983490,0.000000
1965-03-05,279.632721,296.648193,0.000000
1965-03-06,281.605103,295.069244,0.000000
1965-03-07,277.701080,293.125153,0.000000
1965-03-08,277.013184,292.192139,0.000000
1965-03-09,282.061340,302.198822,0.000000
1965-03-10,286.477295,300.846741,0.000000
1965-03-11,291.390411,302.976959,0.000000
1965-03-12,288.903198,298.248169,4.565177
1965-03-13,287.845978,300.061218,13.756731
1965-03-14,287.850098,305.402344,0.000000
1965-03-15,290.308807,302.986023,0.000000
1965-03-16,286.834076,300.418243,0.000000
1965-03-17,280.439758,296.244781,0.000000
1965-03-18,282.645691,295.595673,0.000000
1965-03-19,284.473969,298.483887,2.025575
1965-03-20,281.751160,298.297180,0.000000
1965-03-21,284.242645,295.379364,0.000000
1965-03-22,278.324890,292.080505,0.000000
1965-03-23,278.677429,288.976410,0.000000
1965-03-24,276.524109,283.986908,6.597658
1965-03-25,273.114594,289.027374,0.000000
1965-03-26,281.448853,292.379944,4.045534
1965-03-27,278.050903,291.331451,1.778298
1965-03-28,273.232452,286.117676,0.803830
1965-03-29,277.100677,291.759613,0.000000
1965-03-30,276.346771,292.153809,0.000000
1965-03-31,277.718384,297.902527,0.000000
1965-04-01,281.569458,294.190765,0.000000
1965-04-02,281.609833,290.226685,0.000000
1965-04-03,286.822510,291.534149,14.898844
1965-04-04,287.793610,299.041321,4.346688
1965-04-05,290.091217,298.445190,10.719255
1965-04-06,289.944427,303.249786,0.000000
1965-04-07,290.835205,301.294983,0.000000
1965-04-08,282.847382,295.692017,0.000000
1965-04-09,274.552887,283.999603,0.000000
1965-04-10,273.037872,290.007355,0.000000
1965-04-11,280.353790,299.898254,0.000000
1965-04-12,282.170013,299.032959,0.000000
1965-04-13,284.824890,303.252838,0.000000
1965-04-14,284.754089,305.420898,0.000000
1965-04-15,288.610962,302.307434,0.000000
1965-04-16,288.176697,300.353729,0.000000
1965-04-17,291.527191,304.666168,1.634624
1965-04-18,291.150330,301.648193,7.329633
1965-04-19,291.744965,298.847290,2.108417
1965-04-20,289.456146,303.328644,0.000000
1965-04-21,288.502472,304.187927,0.000000
1965-04-22,286.837524,300.504974,0.000000
1965-04-23,289.800385,302.975220,0.000000
1965-04-24,291.253876,302.868927,0.000000
1965-04-25,291.006226,305.016235,0.000000
1965-04-26,290.456207,306.079071,0.000000
1965-04-27,290.733673,306.725189,0.000000
1965-04-28,290.350708,304.761780,0.000000
1965-04-29,288.946136,302.328308,0.000000
1965-04-30,284.331360,304.954315,0.000000
1965-05-01,290.684418,308.822357,0.000000
1965-05-02,290.841248,309.907867,0.000000
1965-05-03,294.631775,308.029816,0.000000
1965-05-04,292.184052,306.072357,0.000000
1965-05-05,292.099243,301.818481,0.000000
1965-05-06,290.976624,296.030273,4.637696
1965-05-07,292.297668,296.384796,3.680487
1965-05-08,292.100220,299.224762,8.082840
1965-05-09,291.178589,301.130524,8.252233
1965-05-10,292.035065,304.487671,16.266579
1965-05-11,290.312317,301.990295,0.508746
1965-05-12,288.633850,307.195160,0.000000
1965-05-13,294.310333,305.360535,0.000000
1965-05-14,287.857880,300.938965,0.000000
1965-05-15,282.786499,303.023346,0.000000
1965-05-16,288.143311,301.826630,0.000000
1965-05-17,291.460846,304.046661,0.000000
1965-05-18,292.535309,303.025055,3.508849
1965-05-19,292.358185,303.726562,0.000000
1965-05-20,292.339203,302.913727,0.000000
1965-05-21,293.602020,302.248016,0.000000
1965-05-22,293.934631,305.759155,0.000000
1965-05-23,295.472961,308.610168,0.000000
1965-05-24,292.095367,305.301910,0.000000
1965-05-25,290.290741,300.669373,0.000000
1965-05-26,289.031006,301.472504,0.000000
1965-05-27,293.016296,299.906921,20.530630
1965-05-28,294.901062,300.553741,13.489182
1965-05-29,294.710876,304.368225,13.680220
1965-05-30,293.749390,305.845184,1.709476
1965-05-31,291.945190,307.264526,0.000000
1965-06-01,294.424530,305.603180,0.000000
1965-06-02,293.023376,307.782074,0.000000
1965-06-03,294.680969,307.302917,0.000000
1965-06-04,296.083069,310.214172,0.000000
1965-06-05,295.897827,310.707062,0.000000
1965-06-06,293.961334,306.394165,0.000000
1965-06-07,295.143188,302.410736,0.635070
1965-06-08,295.861603,305.923279,4.912802
1965-06-09,296.906921,306.616180,0.419251
1965-06-10,296.373749,305.988922,0.000000
1965-06-11,295.485382,302.777496,6.358964
1965-06-12,296.129700,306.307465,12.212473
1965-06-13,295.971558,308.033417,0.829852
1965-06-14,295.322357,309.438599,0.000000
1965-06-15,295.393890,305.589081,0.842138
1965-06-16,295.147308,302.200348,3.718029
1965-06-17,295.593475,303.050201,1.564010
1965-06-18,294.921112,306.447510,0.000000
1965-06-19,294.570587,306.930786,1.530837
1965-06-20,295.667603,306.544189,0.000000
1965-06-21,294.886902,308.036133,0.000000
1965-06-22,292.942017,309.707550,0.000000
1965-06-23,293.827148,310.354553,0.000000
1965-06-24,294.950867,309.921021,0.000000
1965-06-25,294.451385,310.450195,0.000000
1965-06-26,295.852295,311.346405,2.031204
1965-06-27,297.866333,312.059418,0.000000
1965-06-28,298.192078,311.878632,0.408387
1965-06-29,297.639893,311.389221,0.000000
1965-06-30,295.997833,311.572968,0.000000
1965-07-01,296.643402,311.207428,0.000000
1965-07-02,296.480957,309.370697,3.179055
1965-07-03,296.050995,307.205078,8.194307
1965-07-04,295.586792,307.470306,0.000000
1965-07-05,294.510345,306.638519,0.000000
1965-07-06,295.050140,306.199219,0.000000
1965-07-07,295.303314,304.413055,0.000000
1965-07-08,295.386688,305.075958,0.000000
1965-07-09,295.754913,308.449219,0.000000
1965-07-10,294.668304,309.541260,0.000000
1965-07-11,295.495483,309.383545,0.000000
1965-07-12,295.237762,308.961060,0.000000
1965-07-13,294.621124,309.040497,0.000000
1965-07-14,294.137146,309.573944,0.000000
1965-07-15,294.892090,308.991760,0.000000
1965-07-16,296.612274,311.883179,0.000000
1965-07-17,298.527588,311.531311,0.000000
1965-07-18,296.700806,311.224182,0.000000
1965-07-19,296.908752,311.756683,0.000000
1965-07-20,298.637543,312.586823,0.000000
1965-07-21,299.129120,313.062256,0.000000
1965-07-22,298.805939,311.914276,0.000000
1965-07-23,297.931793,310.828094,0.000000
1965-07-24,298.359894,312.099487,0.000000
1965-07-25,299.965179,310.817017,0.000000
1965-07-26,298.254700,312.295898,0.000000
1965-07-27,298.101715,312.827698,0.000000
1965-07-28,298.609985,312.222656,0.000000
1965-07-29,297.616486,311.812195,0.000000
1965-07-30,298.175873,312.582947,0.000000
1965-07-31,298.101227,312.190765,0.000000
1965-08-01,297.582489,311.428558,0.508455
1965-08-02,297.381073,311.920410,0.000000
1965-08-03,297.326996,310.752411,0.000000
1965-08-04,296.700165,308.631226,0.000000
1965-08-05,297.365601,311.096191,0.746047
1965-08-06,296.729309,311.833496,0.000000
1965-08-07,298.554291,311.351990,1.429717
1965-08-08,298.392975,309.623749,8.228703
1965-08-09,295.916382,307.153076,5.807340
1965-08-10,294.522766,306.012756,0.337377
1965-08-11,294.069336,308.016022,5.692606
1965-08-12,294.931152,307.216644,0.378613
1965-08-13,295.483368,305.798126,0.735004
1965-08-14,295.943695,307.710632,0.000000
1965-08-15,295.731537,310.668945,0.000000
1965-08-16,296.360046,310.969940,0.000000
1965-08-17,296.791351,311.500244,0.000000
1965-08-18,296.542908,310.795959,0.000000
1965-08-19,296.348755,311.086243,0.957900
1965-08-20,296.336212,311.080414,0.000000
1965-08-21,297.026062,311.136444,0.000000
1965-08-22,297.936768,310.945038,0.000000
1965-08-23,298.035522,311.384460,0.000000
1965-08-24,297.565918,310.915741,0.440868
1965-08-25,298.431030,310.894135,2.469398
1965-08-26,297.724640,309.980865,20.834558
1965-08-27,296.005676,311.012482,0.000000
1965-08-28,296.247650,311.428894,0.000000
1965-08-29,294.358124,310.645569,0.000000
1965-08-30,294.339905,311.436584,0.000000
1965-08-31,295.764954,311.601501,0.000000
1965-09-01,294.505096,311.347473,0.000000
1965-09-02,293.625244,310.560760,0.000000
1965-09-03,294.424438,307.907104,0.000000
1965-09-04,293.879272,310.233765,0.000000
1965-09-05,294.439850,312.431000,0.307780
1965-09-06,296.283844,311.167969,0.000000
1965-09-07,294.274353,309.592377,0.000000
1965-09-08,293.967712,310.534729,0.000000
1965-09-09,294.640320,311.174774,0.000000
1965-09-10,294.446167,309.622162,0.000000
1965-09-11,295.697754,307.215668,2.604252
1965-09-12,295.858398,306.025330,21.206091
1965-09-13,296.259827,305.924255,9.332212
1965-09-14,295.385162,306.917297,0.000000
1965-09-15,294.262329,306.302277,0.000000
1965-09-16,293.054932,307.734589,0.000000
1965-09-17,294.186981,308.451141,0.000000
1965-09-18,294.747498,309.652740,0.000000
1965-09-19,296.039032,311.104126,0.000000
1965-09-20,295.962891,309.704193,0.000000
1965-09-21,294.983887,308.699097,0.000000
1965-09-22,295.998047,309.192261,0.000000
1965-09-23,294.720093,308.912750,0.000000
1965-09-24,294.109863,308.839111,0.000000
1965-09-25,294.975677,309.389709,0.662004
1965-09-26,294.665741,308.765259,0.000000
1965-09-27,295.213776,309.507019,0.526829
1965-09-28,296.042816,307.263916,0.000000
1965-09-29,295.213745,306.689850,2.730859
1965-09-30,294.434082,303.893219,5.908441
1965-10-01,293.157990,305.904266,1.207182
1965-10-02,293.317322,306.453918,0.000000
1965-10-03,292.928467,306.564606,0.000000
1965-10-04,292.888458,306.775787,0.000000
1965-10-05,292.701080,307.557312,0.000000
1965-10-06,284.353516,306.139252,0.302516
1965-10-07,280.000061,286.228088,0.369457
1965-10-08,280.436737,294.341858,0.000000
1965-10-09,278.173706,298.505646,0.000000
1965-10-10,282.362549,300.579010,0.000000
1965-10-11,284.839508,302.698669,0.000000
1965-10-12,285.633423,305.012268,0.000000
1965-10-13,288.636658,305.446167,0.000000
1965-10-14,290.678467,303.677917,0.000000
1965-10-15,292.830414,304.985992,0.000000
1965-10-16,290.771576,302.372314,0.000000
1965-10-17,284.831879,300.352295,0.000000
1965-10-18,280.898315,303.966064,0.000000
1965-10-19,285.656799,305.675720,0.000000
1965-10-20,286.141479,306.038879,0.000000
1965-10-21,287.496429,303.305298,0.000000
1965-10-22,286.683472,304.683014,0.000000
1965-10-23,288.218811,306.641449,0.331386
1965-10-24,289.596130,304.686493,0.000000
1965-10-25,291.040436,302.292053,0.000000
1965-10-26,291.722534,307.451111,0.000000
1965-10-27,289.655090,304.997040,0.000000
1965-10-28,291.165039,303.926147,0.476436
1965-10-29,291.021820,304.826324,1.041684
1965-10-30,289.566620,302.799133,2.827120
1965-10-31,287.722595,302.810364,0.000000
1965-11-01,286.959167,297.965424,0.000000
1965-11-02,288.914001,296.321228,8.885118
1965-11-03,284.941345,296.915405,0.000000
1965-11-04,284.294891,295.148285,0.000000
1965-11-05,286.223724,292.766754,0.000000
1965-11-06,289.340515,297.839417,7.657410
1965-11-07,285.701385,297.764923,0.000000
1965-11-08,283.560486,297.513641,0.000000
1965-11-09,278.213226,291.282379,0.000000
1965-11-10,279.423889,291.321350,0.000000
1965-11-11,288.473602,301.089447,1.330576
1965-11-12,290.987396,300.647095,2.665091
1965-11-13,287.365936,299.328217,0.000000
1965-11-14,277.738922,291.140289,0.000000
1965-11-15,276.094971,290.143433,0.000000
1965-11-16,277.531097,288.171143,0.000000
1965-11-17,279.518127,286.499603,3.692482
1965-11-18,283.970184,293.584229,9.809631
1965-11-19,278.543121,287.257812,0.000000
1965-11-20,276.765594,283.645660,4.397432
1965-11-21,279.400879,288.876129,0.778375
1965-11-22,284.348206,293.489716,1.077384
1965-11-23,286.236053,294.506775,0.347451
1965-11-24,286.381409,294.996857,0.980184
1965-11-25,281.082062,291.035309,12.543939
1965-11-26,279.183899,289.174194,0.000000
1965-11-27,273.813080,291.501709,0.000000
1965-11-28,276.375275,289.278656,0.000000
1965-11-29,283.347595,294.277405,0.000000
1965-11-30,285.150391,292.181580,2.364680
1965-12-01,283.529968,295.877686,29.946863
1965-12-02,281.814178,293.356567,0.888193
1965-12-03,274.605316,291.661774,0.000000
1965-12-04,282.321899,294.722565,0.000000
1965-12-05,275.429321,293.502075,0.000000
1965-12-06,284.512939,292.714661,0.000000
1965-12-07,275.811249,289.229828,0.000000
1965-12-08,273.368713,290.278564,0.000000
1965-12-09,282.173157,296.427734,0.000000
1965-12-10,281.358185,295.045929,0.000000
1965-12-11,284.444855,293.179718,7.103104
1965-12-12,282.868652,289.300690,1.593204
1965-12-13,284.879944,298.374329,5.309469
1965-12-14,285.678467,296.920685,0.558537
1965-12-15,281.013702,295.969391,0.000000
1965-12-16,276.627930,293.913452,0.000000
1965-12-17,283.205109,289.953918,0.000000
1965-12-18,284.796570,291.441162,6.831725
1965-12-19,283.973297,296.048431,0.409417
1965-12-20,282.528473,295.183044,0.000000
1965-12-21,282.711914,291.040527,8.799845
1965-12-22,286.525696,293.291016,70.515427
1965-12-23,285.101105,297.772552,7.159824
1965-12-24,282.840851,294.217560,0.000000
1965-12-25,276.926758,285.792938,0.000000
1965-12-26,281.104553,292.989136,0.000000
1965-12-27,283.929260,292.679688,0.383105
1965-12-28,278.390625,288.296692,0.947075
1965-12-29,277.069458,284.418152,20.155344
1965-12-30,282.018860,298.665588,0.415274
1965-12-31,280.155762,291.932953,0.000000
1966-01-01,272.666565,283.523895,0.000000
1966-01-02,268.848022,275.948242,3.335414
1966-01-03,263.518188,272.982452,4.981871
1966-01-04,264.877075,278.381592,0.000000
1966-01-05,271.979584,280.029114,1.044020
1966-01-06,275.758972,292.832458,0.830595
1966-01-07,282.447845,295.676300,1.446226
1966-01-08,268.497284,286.990814,3.317240
1966-01-09,267.885437,275.080475,0.000000
1966-01-10,269.603851,282.654236,0.000000
1966-01-11,273.945190,285.292053,5.866153
1966-01-12,270.189789,276.777222,4.490745
1966-01-13,268.676208,284.308411,0.000000
1966-01-14,271.786774,287.445709,0.000000
1966-01-15,280.501923,297.838654,0.538559
1966-01-16,287.320862,300.319275,1.195005
1966-01-17,288.471161,301.576630,0.000000
1966-01-18,282.145721,298.940582,0.000000
1966-01-19,276.575836,285.463257,0.000000
1966-01-20,280.144531,298.799072,0.759401
1966-01-21,282.851593,296.801636,0.307706
1966-01-22,277.761688,294.944183,0.000000
1966-01-23,270.215729,281.577850,0.000000
1966-01-24,271.620117,283.241333,0.000000
1966-01-25,273.788300,284.277466,0.000000
1966-01-26,274.874939,283.869080,0.000000
1966-01-27,269.879822,279.472015,2.097587
1966-01-28,275.435608,289.772369,0.000000
1966-01-29,280.515808,289.918579,2.051491
1966-01-30,284.906647,292.393921,0.458911
1966-01-31,285.013641,296.690674,3.731820
1966-02-01,289.298737,297.553223,7.325317
1966-02-02,275.956177,293.962677,5.511771
1966-02-03,274.648560,281.202148,13.932083
1966-02-04,276.336334,285.513824,6.184317
1966-02-05,275.321533,283.039703,2.277765
1966-02-06,273.106567,282.583923,0.000000
1966-02-07,272.106659,285.834320,0.000000
1966-02-08,273.088074,290.654419,0.000000
1966-02-09,275.978638,287.204132,0.000000
1966-02-10,272.845825,283.391357,0.000000
1966-02-11,270.756592,285.483612,0.000000
1966-02-12,271.080261,287.192535,0.000000
1966-02-13,272.362854,286.159485,0.000000
1966-02-14,274.251801,284.052460,0.000000
1966-02-15,274.553497,287.596344,0.000000
1966-02-16,275.476776,292.829803,0.000000
1966-02-17,281.008759,295.561279,0.000000
1966-02-18,273.566223,294.936676,0.000000
1966-02-19,273.010437,289.718475,0.000000
1966-02-20,281.584076,294.434509,0.000000
1966-02-21,285.680725,300.612793,0.000000
1966-02-22,283.963226,298.660858,0.000000
1966-02-23,282.866608,299.485382,0.000000
1966-02-24,283.817871,297.571625,0.000000
1966-02-25,284.980011,296.296692,0.000000
1966-02-26,285.170929,299.062744,0.000000
1966-02-27,284.420197,299.998840,0.000000
1966-02-28,286.143890,297.160065,0.000000
1966-03-01,288.372345,298.481354,3.371327
1966-03-02,284.369720,298.028717,7.889237
1966-03-03,283.474945,300.871582,1.857186
1966-03-04,283.409363,302.824951,0.483911
1966-03-05,284.669647,299.523865,0.000000
1966-03-06,289.771240,296.955688,0.000000
1966-03-07,289.337036,299.404785,0.639447
1966-03-08,288.046936,300.374664,0.000000
1966-03-09,288.911285,296.507874,0.000000
1966-03-10,289.250977,300.556763,0.349793
1966-03-11,289.575226,304.899841,0.000000
1966-03-12,290.578796,305.518951,0.000000
1966-03-13,290.998505,303.291992,0.392086
1966-03-14,288.795563,299.110443,0.000000
1966-03-15,286.198730,301.827087,0.000000
1966-03-16,286.427551,305.846527,0.000000
1966-03-17,286.815918,304.832397,0.000000
1966-03-18,287.881195,303.311615,0.000000
1966-03-19,288.845612,304.193909,0.000000
1966-03-20,288.811310,302.951752,0.000000
1966-03-21,277.940033,291.802429,0.000000
1966-03-22,277.482117,287.380341,0.480241
1966-03-23,279.850006,289.096527,0.596282
1966-03-24,286.809845,292.478485,16.956083
1966-03-25,284.519684,294.464111,7.648913
1966-03-26,283.302429,295.816132,0.000000
1966-03-27,283.574402,295.744110,0.000000
1966-03-28,282.339233,296.919586,0.000000
1966-03-29,284.334320,297.541382,0.000000
1966-03-30,288.326813,295.993347,0.366152
1966-03-31,279.955811,295.307098,0.000000
1966-04-01,283.371216,298.703705,0.000000
1966-04-02,288.006165,300.544067,0.000000
1966-04-03,289.141418,299.902557,1.015061
1966-04-04,287.922760,298.908203,2.128102
1966-04-05,283.512848,294.763794,0.000000
1966-04-06,280.772125,301.191620,0.000000
1966-04-07,287.028198,304.490540,2.746476
1966-04-08,288.206085,303.062897,0.000000
1966-04-09,285.203522,297.285156,0.000000
1966-04-10,281.450165,295.116119,0.000000
1966-04-11,285.604065,294.069122,0.000000
1966-04-12,286.106171,292.006256,0.000000
1966-04-13,291.064362,303.933899,1.243664
1966-04-14,290.821289,308.529053,0.000000
1966-04-15,291.713440,305.444672,0.000000
1966-04-16,287.046143,299.442810,0.000000
1966-04-17,283.606537,298.355347,0.000000
1966-04-18,282.002777,297.660431,0.000000
1966-04-19,286.832886,293.605286,0.000000
1966-04-20,290.093475,302.755707,0.000000
1966-04-21,290.234863,302.290985,0.000000
1966-04-22,281.330566,298.037415,0.000000
1966-04-23,279.685883,297.614197,0.000000
1966-04-24,286.627228,300.051239,0.000000
1966-04-25,289.932251,301.689606,2.466130
1966-04-26,291.469116,300.937317,0.690437
1966-04-27,289.030762,301.517365,0.000000
1966-04-28,289.993408,300.942444,0.000000
1966-04-29,292.361938,303.112946,3.104893
1966-04-30,288.159851,302.132690,0.000000
1966-05-01,288.727203,298.982574,0.000000
1966-05-02,284.604279,300.361725,0.000000
1966-05-03,286.479095,298.413177,0.000000
1966-05-04,286.269165,295.737701,0.000000
1966-05-05,286.684784,298.094849,0.000000
1966-05-06,290.281036,296.424500,1.816701
1966-05-07,292.964630,305.652435,17.592480
1966-05-08,291.874542,303.365753,0.310738
1966-05-09,289.664581,299.865173,0.000000
1966-05-10,288.722809,295.465698,0.000000
1966-05-11,289.508606,302.375580,0.000000
1966-05-12,287.248749,303.777710,0.000000
1966-05-13,290.159485,301.740387,0.000000
1966-05-14,290.374603,298.189606,0.000000
1966-05-15,292.341125,300.500275,34.924721
1966-05-16,288.624176,304.591553,4.037776
1966-05-17,293.078491,306.624359,10.314847
1966-05-18,294.495880,307.197510,0.359507
1966-05-19,294.396301,304.361603,1.653009
1966-05-20,294.111084,298.718658,0.503277
1966-05-21,293.561676,296.761566,1.451491
1966-05-22,292.376099,303.892090,0.000000
1966-05-23,293.828735,304.297211,0.000000
1966-05-24,294.027283,304.600525,0.000000
1966-05-25,295.943054,305.815033,0.000000
1966-05-26,294.942932,303.887573,0.000000
1966-05-27,294.826263,304.766541,5.311848
1966-05-28,295.166718,303.207977,10.662863
1966-05-29,295.256409,306.322601,2.689695
1966-05-30,295.950043,306.772156,0.627823
1966-05-31,296.507477,304.968964,30.978043
1966-06-01,296.364563,308.063721,8.641216
1966-06-02,297.349945,307.598145,5.196895
1966-06-03,296.486664,305.439362,2.987236
1966-06-04,296.766815,307.432404,4.360764
1966-06-05,295.196564,307.090668,0.000000
1966-06-06,294.027954,309.248718,3.376997
1966-06-07,295.400665,310.794922,0.000000
1966-06-08,297.076447,309.149200,0.000000
1966-06-09,297.299194,308.822418,0.000000
1966-06-10,296.162750,307.437347,2.331602
1966-06-11,296.616119,307.479980,3.971984
1966-06-12,296.105560,309.856934,0.000000
1966-06-13,295.716583,307.601135,0.000000
1966-06-14,295.729889,309.060455,0.000000
1966-06-15,295.744720,307.296326,0.000000
1966-06-16,295.586792,305.788757,0.000000
1966-06-17,295.243744,307.190460,0.000000
1966-06-18,295.501129,307.481812,0.000000
1966-06-19,295.356506,307.496033,0.000000
1966-06-20,295.815063,307.441315,0.000000
1966-06-21,295.618774,307.032898,0.000000
1966-06-22,295.722961,306.869659,0.000000
1966-06-23,296.137177,307.656311,0.000000
1966-06-24,296.002045,308.462036,0.000000
1966-06-25,295.631622,307.990234,0.000000
1966-06-26,295.855469,307.291870,0.000000
1966-06-27,297.065552,308.729126,0.000000
1966-06-28,297.130829,308.590973,0.487048
1966-06-29,297.252716,306.306244,0.000000
1966-06-30,296.710754,308.371429,0.000000
1966-07-01,296.279999,309.660187,0.000000
1966-07-02,297.187500,310.383759,0.000000
1966-07-03,297.546387,310.325043,0.000000
1966-07-04,296.341156,309.859650,0.000000
1966-07-05,296.166412,310.815063,0.000000
1966-07-06,294.889862,311.395386,0.000000
1966-07-07,299.896240,311.359009,0.000000
1966-07-08,296.877014,309.948334,0.000000
1966-07-09,295.092346,309.992279,0.000000
1966-07-10,297.154205,307.297058,6.271218
1966-07-11,295.148468,305.236969,3.714017
1966-07-12,295.250946,305.526062,0.328540
1966-07-13,295.774445,306.470856,0.288565
1966-07-14,296.825592,307.891998,0.000000
1966-07-15,297.726318,309.645935,0.000000
1966-07-16,297.090668,309.708374,0.000000
1966-07-17,297.187500,307.990540,0.464619
1966-07-18,297.579437,308.129639,4.448428
1966-07-19,297.326965,309.061707,3.702031
1966-07-20,296.823578,308.641541,0.000000
1966-07-21,296.427277,308.839691,0.000000
1966-07-22,297.195374,309.152100,0.313785
1966-07-23,296.359467,309.180603,2.082866
1966-07-24,295.742401,309.101013,0.000000
1966-07-25,296.033417,309.281921,0.000000
1966-07-26,296.386780,308.066895,0.000000
1966-07-27,296.682434,309.944733,0.000000
1966-07-28,297.038361,310.367645,0.000000
1966-07-29,297.079224,308.920319,0.000000
1966-07-30,296.366394,310.731506,0.000000
1966-07-31,296.303864,310.070984,0.000000
1966-08-01,297.362793,309.828003,0.000000
1966-08-02,296.743195,310.301941,0.000000
1966-08-03,295.858826,311.117218,0.000000
1966-08-04,295.909119,309.902740,0.000000
1966-08-05,295.399811,309.425568,0.000000
1966-08-06,296.055115,310.402466,0.000000
1966-08-07,295.874146,310.643524,0.000000
1966-08-08,296.666901,310.457031,0.000000
1966-08-09,297.421326,307.938629,0.000000
1966-08-10,296.726593,306.418365,0.864684
1966-08-11,295.291962,305.556793,4.677481
1966-08-12,296.305206,309.149719,0.000000
1966-08-13,295.671692,310.206726,6.788009
1966-08-14,297.976166,308.554321,1.865141
1966-08-15,298.332489,310.568390,0.496384
1966-08-16,297.278564,310.277313,0.000000
1966-08-17,297.601776,309.553436,0.578883
1966-08-18,297.694641,309.219391,0.000000
1966-08-19,296.147186,310.151520,0.000000
1966-08-20,297.363251,310.094147,0.000000
1966-08-21,296.811218,310.730255,0.000000
1966-08-22,297.966583,310.701630,3.493963
1966-08-23,297.160400,309.510742,0.743426
1966-08-24,296.590759,310.557831,0.000000
1966-08-25,296.008331,310.652924,0.000000
1966-08-26,296.098480,310.625458,0.000000
1966-08-27,296.007751,310.738922,0.000000
1966-08-28,295.722107,310.045868,0.000000
1966-08-29,295.070984,307.775787,0.000000
1966-08-30,295.361115,309.091492,0.000000
1966-08-31,296.028046,308.426453,0.000000
1966-09-01,296.064209,310.257019,0.000000
1966-09-02,296.632965,311.071136,0.000000
1966-09-03,297.213348,307.651672,1.098310
1966-09-04,295.854675,304.967224,9.280685
1966-09-05,295.203552,308.696503,0.833484
1966-09-06,296.441406,307.556763,0.000000
1966-09-07,298.537170,310.117462,0.789339
1966-09-08,298.672272,309.542603,6.747284
1966-09-09,297.718536,310.966278,3.633353
1966-09-10,297.595764,311.432220,0.000000
1966-09-11,297.215668,309.260834,0.000000
1966-09-12,296.616699,309.694977,0.800878
1966-09-13,295.396118,307.914764,0.000000
1966-09-14,293.257874,305.481354,0.000000
1966-09-15,292.803558,304.844299,0.000000
1966-09-16,294.566254,304.956940,6.993914
1966-09-17,288.687073,305.824554,22.796576
1966-09-18,289.217865,307.261444,0.000000
1966-09-19,290.737427,306.411469,0.000000
1966-09-20,293.507233,303.601379,2.741212
1966-09-21,294.260162,303.451843,21.131422
1966-09-22,294.413849,302.606445,18.791119
1966-09-23,294.617859,304.580383,2.762462
1966-09-24,294.645782,304.850769,8.669370
1966-09-25,295.286804,305.013092,0.945313
1966-09-26,295.785553,304.984985,0.000000
1966-09-27,295.661316,305.415894,9.718214
1966-09-28,291.572662,301.846985,25.679146
1966-09-29,293.588165,300.873047,7.146183
1966-09-30,293.613556,304.944702,1.993669
1966-10-01,294.575531,304.978485,0.614930
1966-10-02,291.212982,298.905853,7.274777
1966-10-03,289.184662,302.269684,1.391661
1966-10-04,286.542114,304.253265,0.000000
1966-10-05,289.714508,302.794678,0.000000
1966-10-06,288.300018,302.885254,0.000000
1966-10-07,287.278442,304.286102,0.000000
1966-10-08,290.113922,305.357971,0.000000
1966-10-09,289.981903,304.292694,0.000000
1966-10-10,290.629211,301.451813,0.000000
1966-10-11,290.626678,301.389801,0.000000
1966-10-12,289.873505,302.892517,0.000000
1966-10-13,290.524261,300.870148,0.477950
1966-10-14,283.535156,297.681519,0.000000
1966-10-15,283.886414,299.439392,0.000000
1966-10-16,286.886566,297.890442,0.000000
1966-10-17,283.069092,298.298553,0.000000
1966-10-18,285.937775,298.057068,0.000000
1966-10-19,288.254822,297.818939,0.000000
1966-10-20,289.738159,295.812592,0.000000
1966-10-21,285.240845,293.059875,30.605433
1966-10-22,290.874603,304.530365,3.942339
1966-10-23,291.480896,305.661469,0.000000
1966-10-24,291.370789,307.448364,0.000000
1966-10-25,289.450623,303.480896,0.000000
1966-10-26,282.424652,300.371246,0.000000
