#Variables:
#tasmin_MIROC5_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC5_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC5_historical(K),tasmax_MIROC5_historical(K),pr_MIROC5_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC5_historical(K),tasmax_MIROC5_historical(K),pr_MIROC5_historical(mm)
1955-08-10,295.885498,309.643219,0.000000
1955-08-11,296.990845,310.147980,0.000000
1955-08-12,297.319855,310.735962,0.000000
1955-08-13,297.563324,310.334442,0.000000
1955-08-14,298.231934,311.768860,0.000000
1955-08-15,299.149994,311.527313,2.752780
1955-08-16,299.015442,312.251526,0.635829
1955-08-17,298.868103,309.794952,3.396585
1955-08-18,298.557495,308.361176,4.342339
1955-08-19,297.088654,309.365723,0.361825
1955-08-20,296.132751,309.796631,0.000000
1955-08-21,296.149353,310.223114,0.000000
1955-08-22,296.363281,310.075531,0.000000
1955-08-23,296.413574,310.371735,0.000000
1955-08-24,296.125000,311.384460,0.000000
1955-08-25,296.921875,311.932556,0.000000
1955-08-26,298.039093,311.857269,0.000000
1955-08-27,298.382904,311.063019,0.000000
1955-08-28,298.424591,311.001312,0.000000
1955-08-29,296.059326,310.282440,0.000000
1955-08-30,296.959839,310.152527,0.000000
1955-08-31,296.533173,309.668488,0.000000
1955-09-01,296.737762,308.694092,0.000000
1955-09-02,295.527374,308.862762,0.000000
1955-09-03,295.704529,310.025787,12.376649
1955-09-04,297.090057,308.462158,8.464110
1955-09-05,295.874207,305.505341,3.295266
1955-09-06,294.768250,308.986633,0.000000
1955-09-07,295.152954,308.972565,0.000000
1955-09-08,295.413605,306.059265,0.000000
1955-09-09,295.546844,308.631805,0.000000
1955-09-10,293.960236,307.934265,0.000000
1955-09-11,293.691345,308.103973,0.000000
1955-09-12,295.016052,307.892670,0.000000
1955-09-13,294.477570,308.146606,0.000000
1955-09-14,294.983398,306.984497,0.000000
1955-09-15,296.229675,307.308868,0.000000
1955-09-16,296.830017,305.912262,0.000000
1955-09-17,296.791840,303.531769,0.945313
1955-09-18,296.216522,305.264862,0.000000
1955-09-19,295.976562,306.386139,8.973416
1955-09-20,291.377075,304.983368,0.000000
1955-09-21,292.421051,306.899475,0.000000
1955-09-22,294.260162,306.694763,0.290353
1955-09-23,297.068726,305.014191,2.994777
1955-09-24,295.539917,302.956879,1.887779
1955-09-25,294.561615,303.466980,3.413239
1955-09-26,294.082428,303.309509,10.565342
1955-09-27,295.102234,304.804199,2.762462
1955-09-28,294.012024,305.513306,0.000000
1955-09-29,289.045563,305.336151,0.000000
1955-09-30,289.216095,306.874329,0.000000
1955-10-01,291.345520,306.742584,0.000000
1955-10-02,290.670197,306.382812,0.000000
1955-10-03,287.637482,306.794891,0.000000
1955-10-04,289.219269,308.258362,0.000000
1955-10-05,292.864014,306.683563,0.000000
1955-10-06,290.405426,307.414490,0.000000
1955-10-07,294.444244,304.439056,0.000000
1955-10-08,292.725861,298.670074,11.412795
1955-10-09,290.080811,306.702942,12.264038
1955-10-10,287.012878,303.190857,0.000000
1955-10-11,286.284393,302.697601,0.000000
1955-10-12,287.343964,302.302917,0.000000
1955-10-13,291.396820,304.985992,0.000000
1955-10-14,290.762054,300.345642,7.174837
1955-10-15,293.828949,305.246948,5.824965
1955-10-16,291.537476,307.376953,0.000000
1955-10-17,292.884125,305.400391,0.000000
1955-10-18,290.005463,305.722412,0.000000
1955-10-19,288.703735,305.701569,0.000000
1955-10-20,289.146515,305.308685,0.000000
1955-10-21,288.775299,306.184753,0.000000
1955-10-22,286.646667,303.682739,0.000000
1955-10-23,289.810242,304.515015,0.000000
1955-10-24,293.856476,304.284851,0.996819
1955-10-25,291.557404,301.054321,0.975946
1955-10-26,280.452820,291.220856,0.000000
1955-10-27,282.917755,291.342438,0.000000
1955-10-28,288.701355,300.094757,5.092175
1955-10-29,287.212036,302.799133,0.000000
1955-10-30,284.459564,298.462433,0.000000
1955-10-31,281.032288,293.593079,0.000000
1955-11-01,284.352539,291.768097,4.836959
1955-11-02,283.536865,295.877289,0.000000
1955-11-03,284.109375,295.452179,0.000000
1955-11-04,285.999603,294.117706,0.000000
1955-11-05,289.648224,300.166199,0.850815
1955-11-06,285.632294,301.122192,0.000000
1955-11-07,287.722595,298.197571,0.000000
1955-11-08,278.570068,289.104279,0.000000
1955-11-09,277.402924,287.619965,0.000000
1955-11-10,280.156647,285.948853,3.449516
1955-11-11,273.903107,290.062439,0.000000
1955-11-12,280.145172,292.666992,0.000000
1955-11-13,281.187988,298.362335,0.000000
1955-11-14,282.972565,298.077057,0.000000
1955-11-15,285.131775,300.773804,0.000000
1955-11-16,286.615417,302.872681,0.000000
1955-11-17,278.889801,299.226349,0.000000
1955-11-18,272.565063,284.964081,0.000000
1955-11-19,271.793335,280.329834,0.918484
1955-11-20,273.935760,279.199951,0.000000
1955-11-21,278.698853,283.599762,1.940074
1955-11-22,274.292908,292.551483,0.000000
1955-11-23,278.186676,295.633820,0.806609
1955-11-24,284.806610,297.063080,0.000000
1955-11-25,287.858459,299.389771,0.000000
1955-11-26,282.616791,296.871460,0.486514
1955-11-27,274.395538,291.304138,0.000000
1955-11-28,276.296478,295.731689,0.000000
1955-11-29,281.031219,295.312469,0.000000
1955-11-30,285.296051,298.862030,0.000000
1955-12-01,283.774841,297.475464,2.289630
1955-12-02,272.439209,287.587097,0.000000
1955-12-03,279.392059,299.008484,0.000000
1955-12-04,281.006622,295.745544,0.000000
1955-12-05,273.216003,288.910736,0.000000
1955-12-06,279.939728,298.011444,0.000000
1955-12-07,286.971405,301.073334,0.639134
1955-12-08,287.257233,298.388092,0.550544
1955-12-09,282.525879,293.603973,2.188539
1955-12-10,275.022827,290.036682,0.000000
1955-12-11,275.839447,295.917908,0.000000
1955-12-12,283.968475,293.259918,15.964037
1955-12-13,282.410370,289.611206,20.155344
1955-12-14,275.117737,285.321411,0.000000
1955-12-15,274.034607,287.078705,0.000000
1955-12-16,273.555695,287.704742,0.000000
1955-12-17,274.618713,288.812775,0.000000
1955-12-18,277.246613,287.736786,0.000000
1955-12-19,283.772247,291.249298,22.225918
1955-12-20,282.711914,290.417999,48.736042
1955-12-21,276.984070,292.309082,0.723293
1955-12-22,280.204651,296.933258,0.000000
1955-12-23,285.082092,297.048981,0.000000
1955-12-24,286.483307,296.324982,4.922984
1955-12-25,284.050629,296.253876,1.720809
1955-12-26,280.840393,298.077545,0.000000
1955-12-27,282.158966,298.035187,0.000000
1955-12-28,285.569000,294.167816,7.264144
1955-12-29,288.972595,294.987762,2.094790
1955-12-30,280.363464,292.119720,0.000000
1955-12-31,274.115784,284.124054,0.000000
1956-01-01,274.905334,287.911530,0.000000
1956-01-02,276.172638,290.808289,0.000000
1956-01-03,286.502258,296.780518,2.294185
1956-01-04,278.865540,292.438263,0.000000
1956-01-05,273.124847,290.291168,0.000000
1956-01-06,277.380890,292.350861,0.000000
1956-01-07,275.651764,289.301941,0.000000
1956-01-08,273.145355,288.355927,0.000000
1956-01-09,277.488922,289.697754,0.000000
1956-01-10,277.625580,294.348633,0.000000
1956-01-11,278.549835,289.093536,8.989446
1956-01-12,280.514221,288.939636,1.565924
1956-01-13,272.707458,284.510864,0.000000
1956-01-14,275.675049,290.106018,0.000000
1956-01-15,278.504700,294.655853,0.000000
1956-01-16,272.429504,288.565063,0.000000
1956-01-17,268.655823,278.197052,0.000000
1956-01-18,269.353180,279.455200,0.000000
1956-01-19,276.400940,283.275757,9.334826
1956-01-20,272.615997,283.414825,0.000000
1956-01-21,274.251862,288.661926,0.000000
1956-01-22,274.955872,293.105743,0.000000
1956-01-23,275.647797,289.536255,0.000000
1956-01-24,276.755035,295.590790,0.000000
1956-01-25,278.901123,291.402985,0.000000
1956-01-26,272.941376,283.033325,0.000000
1956-01-27,272.995148,292.124634,0.000000
1956-01-28,275.866302,296.325378,0.000000
1956-01-29,280.980560,298.735077,0.000000
1956-01-30,284.452728,295.923492,0.875521
1956-01-31,264.275360,282.620148,1.272695
1956-02-01,262.956573,275.310211,0.000000
1956-02-02,265.754486,278.108124,0.000000
1956-02-03,271.607727,285.158783,0.000000
1956-02-04,280.810760,293.777039,0.743945
1956-02-05,286.126312,298.399170,0.575407
1956-02-06,277.953156,294.141541,0.000000
1956-02-07,275.494141,289.651306,0.000000
1956-02-08,275.975372,291.568604,0.000000
1956-02-09,282.251923,297.710052,0.000000
1956-02-10,286.590637,297.701385,4.869318
1956-02-11,281.366394,298.375092,0.000000
1956-02-12,281.660370,301.779572,0.000000
1956-02-13,288.202301,301.585907,1.975280
1956-02-14,283.835083,300.764313,0.000000
1956-02-15,284.446228,300.116577,0.000000
1956-02-16,288.955811,302.580383,0.000000
1956-02-17,288.850555,301.398407,2.448847
1956-02-18,277.833191,294.335663,0.000000
1956-02-19,273.933350,292.030487,0.000000
1956-02-20,280.289429,301.994751,0.000000
1956-02-21,284.716492,304.939087,0.000000
1956-02-22,284.749237,299.726929,0.000000
1956-02-23,281.793640,300.293518,0.387194
1956-02-24,289.792084,302.521545,3.512942
1956-02-25,285.031708,296.956940,0.000000
1956-02-26,283.676422,295.451538,0.000000
1956-02-27,282.950989,296.380249,0.000000
1956-02-28,282.226501,305.099518,0.000000
1956-02-29,283.338135,304.211731,0.000000
1956-03-01,284.449768,303.323944,0.000000
1956-03-02,288.943878,300.552216,2.029672
1956-03-03,287.401337,298.257904,0.000000
1956-03-04,273.129089,289.804749,0.000000
1956-03-05,277.203613,294.272064,0.000000
1956-03-06,285.502411,306.440125,0.000000
1956-03-07,287.539276,303.920135,0.000000
1956-03-08,277.396576,291.915558,0.000000
1956-03-09,281.709442,302.539215,0.000000
1956-03-10,285.820679,300.785461,0.000000
1956-03-11,291.050903,303.863037,0.000000
1956-03-12,282.203400,299.240173,0.000000
1956-03-13,287.867004,302.380829,0.000000
1956-03-14,291.285828,303.896606,0.000000
1956-03-15,291.536957,304.321808,1.029302
1956-03-16,286.622437,302.555847,0.000000
1956-03-17,283.285492,290.200226,0.483312
1956-03-18,289.238312,297.297852,3.679064
1956-03-19,286.847748,295.569275,0.822615
1956-03-20,287.654907,293.252594,2.566496
1956-03-21,286.107574,292.011353,1.778298
1956-03-22,287.225739,294.713562,0.000000
1956-03-23,290.107330,303.269745,3.725923
1956-03-24,292.776031,302.424835,1.298318
1956-03-25,278.713226,298.583099,0.963406
1956-03-26,277.262360,290.912018,0.000000
1956-03-27,277.732422,294.860809,0.000000
1956-03-28,281.720947,293.656799,0.000000
1956-03-29,283.186584,290.069580,0.000000
1956-03-30,285.235840,290.387482,2.149383
1956-03-31,287.502441,298.217285,2.515994
1956-04-01,290.094604,297.867371,1.260606
1956-04-02,290.181702,295.714050,0.595443
1956-04-03,292.226013,302.850647,0.844712
1956-04-04,284.950470,299.825684,0.000000
1956-04-05,282.793732,297.458374,0.000000
1956-04-06,285.833984,300.996979,0.000000
1956-04-07,282.526306,302.135620,0.000000
1956-04-08,287.559113,298.352814,0.000000
1956-04-09,285.013367,295.947968,0.000000
1956-04-10,287.020416,297.457123,0.815895
1956-04-11,290.237244,296.114441,0.000000
1956-04-12,292.451538,301.720795,1.658544
1956-04-13,286.383057,305.141449,0.000000
1956-04-14,286.682129,306.721710,0.000000
1956-04-15,291.951752,304.263306,0.000000
1956-04-16,294.923309,305.853119,0.000000
1956-04-17,290.482819,305.347839,0.000000
1956-04-18,289.737854,302.323242,0.890260
1956-04-19,288.273651,295.385925,1.661399
1956-04-20,291.586395,302.946106,0.000000
1956-04-21,290.970795,301.495758,0.000000
1956-04-22,286.722809,298.896088,0.000000
1956-04-23,283.144684,303.232605,0.000000
1956-04-24,285.256683,305.274963,0.000000
1956-04-25,287.610046,306.000641,0.000000
1956-04-26,288.941254,303.634033,0.000000
1956-04-27,291.053986,302.070679,0.000000
1956-04-28,293.087799,303.862518,0.000000
1956-04-29,294.348602,302.510742,0.000000
1956-04-30,292.409210,301.802429,0.723449
1956-05-01,292.092255,298.856445,38.706730
1956-05-02,293.129517,302.481781,2.356327
1956-05-03,293.090240,304.751038,0.000000
1956-05-04,291.236481,306.952301,0.000000
1956-05-05,289.941437,307.145508,0.000000
1956-05-06,292.647369,305.772614,0.000000
1956-05-07,290.019989,303.598114,1.314800
1956-05-08,290.277374,303.957794,0.976594
1956-05-09,292.121948,305.179840,0.000000
1956-05-10,294.043610,305.138367,0.000000
1956-05-11,293.855316,306.823730,0.000000
1956-05-12,293.701996,306.867401,0.000000
1956-05-13,294.469727,306.823395,0.000000
1956-05-14,295.031219,306.696808,0.000000
1956-05-15,295.081665,308.527588,0.000000
1956-05-16,295.373657,305.346405,1.615985
1956-05-17,290.283142,306.493256,0.000000
1956-05-18,294.942932,307.755890,0.000000
1956-05-19,294.877502,307.127655,0.000000
1956-05-20,295.503998,304.839264,4.834207
1956-05-21,296.079712,303.804138,5.573869
1956-05-22,295.372559,304.572144,20.133989
1956-05-23,293.601990,305.343872,2.847189
1956-05-24,294.546936,304.387482,1.709476
1956-05-25,294.580627,306.666443,0.000000
1956-05-26,294.302704,308.251923,1.032838
1956-05-27,293.676239,309.110077,0.000000
1956-05-28,294.546021,307.895874,0.000000
1956-05-29,294.536591,307.124451,0.000000
1956-05-30,295.472961,306.579163,0.000000
1956-05-31,296.336731,305.773956,4.397279
1956-06-01,296.086548,304.413910,1.424782
1956-06-02,295.343323,305.381989,0.000000
1956-06-03,296.711884,306.420135,0.000000
1956-06-04,295.735870,304.510193,6.430414
1956-06-05,296.135162,301.903687,9.885026
1956-06-06,295.746460,304.614197,8.665658
1956-06-07,294.850342,308.299072,0.000000
1956-06-08,294.905762,310.879639,0.000000
1956-06-09,294.014679,310.116699,0.000000
1956-06-10,295.069122,309.919861,0.000000
1956-06-11,294.333862,310.323486,0.000000
1956-06-12,295.551697,310.410980,0.000000
1956-06-13,297.144196,308.461761,0.000000
1956-06-14,297.062073,304.742889,6.345325
1956-06-15,296.451111,302.687195,10.217567
1956-06-16,296.956421,303.205963,20.374443
1956-06-17,296.637939,303.162445,16.490391
1956-06-18,296.647858,303.580688,8.921537
1956-06-19,294.424622,300.167389,21.305000
1956-06-20,295.388428,300.210724,41.210690
1956-06-21,296.021423,298.281952,22.416414
1956-06-22,294.793365,304.010010,0.000000
1956-06-23,293.694214,306.937195,0.000000
1956-06-24,293.783386,307.094391,0.000000
1956-06-25,294.948761,306.794220,5.939280
1956-06-26,294.767609,303.047821,0.000000
1956-06-27,294.275665,302.826355,0.000000
1956-06-28,294.339935,304.623932,0.000000
1956-06-29,293.967102,306.002869,0.000000
1956-06-30,293.957336,308.211578,0.901274
1956-07-01,294.605072,309.472229,0.000000
1956-07-02,295.931732,310.027405,0.000000
1956-07-03,296.464691,309.523987,0.000000
1956-07-04,296.904785,309.527252,0.000000
1956-07-05,297.019928,306.491486,0.000000
1956-07-06,295.949524,306.446503,0.000000
1956-07-07,295.975128,306.815826,0.000000
1956-07-08,296.631317,306.542297,0.000000
1956-07-09,297.151550,306.412659,0.000000
1956-07-10,296.480957,306.568268,0.000000
1956-07-11,296.428253,306.821655,0.000000
1956-07-12,295.207184,307.453796,0.000000
1956-07-13,295.086517,305.126007,0.000000
1956-07-14,295.696533,305.815033,1.331269
1956-07-15,295.048431,307.701874,0.000000
1956-07-16,295.317657,309.290558,0.000000
1956-07-17,296.608765,308.409851,1.890208
1956-07-18,296.247955,307.676727,0.000000
1956-07-19,296.054840,306.819305,0.000000
1956-07-20,296.700531,306.843811,0.000000
1956-07-21,295.665039,306.780121,0.334099
1956-07-22,296.034210,306.349426,0.000000
1956-07-23,295.185333,308.233551,0.000000
1956-07-24,295.917725,308.628693,0.000000
1956-07-25,296.866119,307.234283,2.981926
1956-07-26,296.900330,304.805878,5.083238
1956-07-27,295.327087,302.057861,34.832413
1956-07-28,293.961487,297.438263,47.927509
1956-07-29,294.891266,303.316315,40.679150
1956-07-30,296.354095,306.589386,7.249596
1956-07-31,295.959534,307.324951,4.994130
1956-08-01,296.300293,307.257263,0.000000
1956-08-02,296.139160,305.246338,4.296885
1956-08-03,296.732849,303.365051,6.706174
1956-08-04,297.501465,303.549866,13.455598
1956-08-05,296.502960,303.841492,23.428057
1956-08-06,296.121552,303.936890,15.076800
1956-08-07,295.787811,304.107300,7.418456
1956-08-08,295.785492,303.767914,1.766276
1956-08-09,294.826477,304.039978,0.368802
1956-08-10,294.289337,307.090790,0.000000
1956-08-11,294.201141,308.961548,0.000000
1956-08-12,295.370819,309.743958,0.000000
1956-08-13,297.556854,309.060394,6.227720
1956-08-14,297.945404,304.543457,3.924714
1956-08-15,295.898651,304.086090,1.571610
1956-08-16,294.654541,305.273438,0.000000
1956-08-17,294.173645,307.069031,0.000000
1956-08-18,294.192017,307.715240,0.000000
1956-08-19,294.645813,308.240448,0.000000
1956-08-20,295.290253,308.794861,0.000000
1956-08-21,294.921722,308.989990,0.000000
1956-08-22,295.917297,308.734009,0.000000
1956-08-23,296.570892,305.884125,0.000000
1956-08-24,295.801483,306.021515,0.578883
1956-08-25,295.399963,308.386627,0.927466
1956-08-26,296.075806,308.087738,0.414951
1956-08-27,296.322968,308.024689,0.000000
1956-08-28,296.697235,308.653870,0.000000
1956-08-29,295.935974,306.970795,0.000000
1956-08-30,295.793823,305.003601,0.000000
1956-08-31,295.071533,305.250458,1.019078
1956-09-01,295.374634,304.046967,1.673231
1956-09-02,295.138184,303.188629,12.046193
1956-09-03,291.939026,305.094543,1.191437
1956-09-04,293.456482,305.143616,0.682557
1956-09-05,295.351044,306.723450,0.000000
1956-09-06,293.892426,306.352142,0.000000
1956-09-07,294.726532,304.077118,1.884188
1956-09-08,294.773285,302.864563,1.286386
1956-09-09,293.669220,303.497498,0.492859
1956-09-10,293.620758,305.509735,3.532038
1956-09-11,293.928101,306.683228,6.786354
1956-09-12,295.108093,305.437500,6.825210
1956-09-13,293.746582,306.500336,0.000000
1956-09-14,293.463409,306.612061,1.467042
1956-09-15,293.727020,307.156342,0.000000
1956-09-16,294.237366,308.308441,0.000000
1956-09-17,296.213440,307.791290,0.000000
1956-09-18,295.895081,309.700928,0.000000
1956-09-19,295.304596,306.409576,1.329478
1956-09-20,296.505341,304.985382,10.073370
1956-09-21,294.087158,307.844299,15.108499
1956-09-22,284.999390,298.893188,0.000000
1956-09-23,284.923553,299.130402,0.000000
1956-09-24,286.342499,297.910919,0.000000
1956-09-25,287.637543,297.037140,0.000000
1956-09-26,285.508881,293.105682,0.000000
1956-09-27,281.676208,301.222382,0.000000
1956-09-28,286.707947,305.772156,0.000000
1956-09-29,286.989380,305.994385,0.000000
1956-09-30,290.113922,305.478790,0.000000
1956-10-01,288.641205,305.968933,0.000000
1956-10-02,287.357300,305.787201,0.000000
1956-10-03,290.169342,305.349152,0.000000
1956-10-04,287.986572,304.984894,0.000000
1956-10-05,287.148407,303.266815,0.000000
1956-10-06,288.151459,304.304596,0.000000
1956-10-07,288.331268,305.003387,0.000000
1956-10-08,291.007141,304.835754,0.000000
1956-10-09,290.928223,299.566650,0.813305
1956-10-10,285.284058,293.410217,34.037033
1956-10-11,286.196655,297.258667,2.158272
1956-10-12,286.116943,298.509888,0.000000
1956-10-13,287.561920,303.836487,0.000000
1956-10-14,290.535950,305.908081,0.000000
1956-10-15,291.345184,305.437347,0.000000
1956-10-16,286.497772,303.691589,0.000000
1956-10-17,283.843903,302.851776,0.000000
1956-10-18,284.669800,302.780518,0.000000
1956-10-19,284.618744,303.577606,0.000000
1956-10-20,286.011871,302.750946,0.000000
1956-10-21,285.958679,304.835358,0.293960
1956-10-22,289.714539,304.804443,0.000000
1956-10-23,291.034210,301.105469,1.562200
1956-10-24,288.654144,299.897430,0.000000
1956-10-25,289.478943,301.879425,0.000000
1956-10-26,289.315186,300.632233,0.000000
1956-10-27,289.800507,304.199829,0.000000
1956-10-28,291.278534,303.139984,1.550095
1956-10-29,291.717773,300.438660,1.105845
1956-10-30,288.962830,298.051910,52.081631
1956-10-31,290.986176,303.390656,8.885118
1956-11-01,289.744751,303.680634,0.000000
1956-11-02,288.599304,301.600525,0.000000
1956-11-03,279.448334,295.932556,0.000000
1956-11-04,276.200104,291.084076,0.000000
1956-11-05,277.417908,293.381409,0.000000
1956-11-06,279.616486,295.769470,0.000000
1956-11-07,280.830383,297.317047,0.000000
1956-11-08,283.217712,299.697205,0.000000
1956-11-09,280.790466,297.378540,0.000000
1956-11-10,283.347443,296.367157,0.000000
1956-11-11,281.190369,291.796021,0.000000
1956-11-12,277.316772,295.141724,0.000000
1956-11-13,279.017578,298.928101,0.000000
1956-11-14,283.061218,300.987000,0.000000
1956-11-15,283.034698,299.959686,0.000000
1956-11-16,283.921356,295.168518,0.000000
1956-11-17,278.230499,293.477966,0.000000
1956-11-18,278.584991,291.630402,0.000000
1956-11-19,280.588226,288.221100,0.000000
1956-11-20,280.391876,288.293701,14.520459
1956-11-21,277.286957,281.739532,2.672194
1956-11-22,269.890717,284.494019,0.000000
1956-11-23,272.407410,287.258789,0.000000
1956-11-24,277.772156,290.970642,0.000000
1956-11-25,284.791046,293.202759,0.000000
1956-11-26,288.637634,295.920929,8.008964
1956-11-27,288.208374,300.329315,5.693870
1956-11-28,285.137024,298.063202,0.000000
1956-11-29,272.983063,290.988922,0.000000
1956-11-30,268.433960,279.453400,0.000000
1956-12-01,273.059204,279.746765,0.622958
1956-12-02,276.039764,280.230499,0.280490
1956-12-03,277.788055,294.622772,16.301592
1956-12-04,282.153717,293.324677,0.000000
1956-12-05,273.585663,287.985229,0.000000
1956-12-06,275.205566,290.534363,0.000000
1956-12-07,276.402740,288.789764,0.000000
1956-12-08,277.166168,286.699036,0.000000
1956-12-09,281.106445,284.995667,6.267163
1956-12-10,276.305786,289.276825,0.000000
1956-12-11,275.910828,286.657013,0.401260
1956-12-12,278.645508,292.414032,0.000000
1956-12-13,275.560974,289.466187,0.000000
1956-12-14,272.475677,275.756104,1.064275
1956-12-15,275.512878,283.670746,7.645146
1956-12-16,276.563446,282.273010,0.415353
1956-12-17,272.655640,279.786926,0.998921
1956-12-18,276.441040,281.318787,11.810946
1956-12-19,272.686340,286.177795,0.000000
1956-12-20,275.821777,292.445404,0.000000
1956-12-21,278.784363,295.980255,0.000000
1956-12-22,281.283386,293.356354,0.000000
1956-12-23,282.570099,298.294128,0.000000
1956-12-24,282.662567,300.035736,0.000000
1956-12-25,276.973846,296.231110,0.620757
1956-12-26,267.769348,277.943939,0.000000
1956-12-27,266.231995,285.312073,0.000000
1956-12-28,269.581940,288.350830,0.000000
1956-12-29,281.889130,294.283203,0.295410
1956-12-30,265.627930,289.311005,0.000000
1956-12-31,258.855835,279.478912,0.000000
1957-01-01,271.460907,288.856140,0.000000
1957-01-02,278.930023,290.259155,0.000000
1957-01-03,279.503967,289.392151,1.453679
1957-01-04,278.895782,292.691681,0.000000
1957-01-05,276.495819,290.116913,0.000000
1957-01-06,272.120392,283.496124,0.000000
1957-01-07,270.082855,280.985535,0.000000
1957-01-08,271.235443,285.506165,0.000000
1957-01-09,280.837860,294.067932,1.073011
1957-01-10,277.025208,291.250580,0.000000
1957-01-11,273.233398,287.060699,0.000000
1957-01-12,274.923645,293.132385,0.000000
1957-01-13,284.205536,298.429535,0.000000
1957-01-14,285.595764,298.621582,0.847751
1957-01-15,285.222595,300.990051,1.142787
1957-01-16,281.372650,297.735229,0.605613
1957-01-17,272.632874,284.516876,0.000000
1957-01-18,279.942474,296.017853,2.380367
1957-01-19,275.448944,292.138245,0.000000
1957-01-20,273.270264,285.174652,0.000000
1957-01-21,274.470276,289.699463,0.000000
1957-01-22,278.297272,289.500305,0.000000
1957-01-23,278.495087,296.946106,0.000000
1957-01-24,278.652374,293.471985,0.000000
1957-01-25,279.105408,291.240112,0.000000
1957-01-26,279.740265,288.007507,0.000000
1957-01-27,275.339508,280.753082,0.303502
1957-01-28,273.341980,288.528595,0.000000
1957-01-29,282.696075,295.695709,2.019287
1957-01-30,287.100006,297.464722,7.038291
1957-01-31,283.602142,291.580353,7.658544
1957-02-01,275.848480,286.841003,0.517676
1957-02-02,273.256073,286.963104,0.000000
1957-02-03,274.910431,288.776428,0.000000
1957-02-04,277.280304,285.513824,0.771692
1957-02-05,270.829346,282.258636,0.000000
1957-02-06,274.299042,283.649292,7.227996
1957-02-07,278.805634,286.018799,13.574905
1957-02-08,277.003326,281.748291,13.932083
1957-02-09,277.084106,287.239227,0.000000
1957-02-10,276.686707,291.374146,0.000000
1957-02-11,278.160400,291.236603,0.000000
1957-02-12,278.287659,294.002747,0.000000
1957-02-13,282.992737,299.842438,0.000000
1957-02-14,280.272736,296.436523,0.000000
1957-02-15,281.331635,293.645721,1.831090
1957-02-16,288.006439,299.201385,4.674700
1957-02-17,278.750580,296.103851,0.000000
1957-02-18,275.387604,288.961761,0.000000
1957-02-19,279.088623,293.308472,0.000000
1957-02-20,284.491241,298.348175,0.000000
1957-02-21,279.824371,294.833710,0.000000
1957-02-22,278.677246,293.021393,0.000000
1957-02-23,283.845306,294.345520,0.000000
1957-02-24,268.570953,283.005859,0.000000
1957-02-25,266.237762,283.500916,0.000000
1957-02-26,274.669128,294.453339,0.000000
1957-02-27,283.302521,299.110168,0.000000
1957-02-28,282.796631,295.496796,0.447495
1957-03-01,280.718323,287.257385,0.935028
1957-03-02,280.433960,285.137451,15.798555
1957-03-03,282.755249,292.322296,4.996883
1957-03-04,284.019348,290.739288,31.195238
1957-03-05,282.420044,287.335266,32.254738
1957-03-06,282.863678,293.377014,3.892021
1957-03-07,282.898193,294.123993,0.000000
1957-03-08,281.522308,296.738159,0.000000
1957-03-09,283.651123,297.062897,0.000000
1957-03-10,287.039032,293.722137,4.667158
1957-03-11,286.550323,297.611755,41.258366
1957-03-12,276.803253,292.372772,0.000000
1957-03-13,272.573792,287.120667,1.298367
1957-03-14,275.239166,291.821259,0.000000
1957-03-15,282.306549,297.583191,0.000000
1957-03-16,285.063019,298.959106,0.000000
1957-03-17,281.282288,293.263428,0.000000
1957-03-18,281.930969,298.947327,0.000000
1957-03-19,288.272278,298.942017,0.000000
1957-03-20,287.823608,297.368591,14.537622
1957-03-21,280.529602,293.319519,0.368590
1957-03-22,279.782074,301.419434,0.000000
1957-03-23,285.060852,306.603455,0.000000
1957-03-24,286.922455,306.303894,0.755130
1957-03-25,289.504303,303.968597,0.000000
1957-03-26,280.517456,295.855103,0.000000
1957-03-27,279.948669,293.079468,0.000000
1957-03-28,286.943481,294.253479,3.315313
1957-03-29,286.781708,294.126984,0.975098
1957-03-30,289.926544,303.364166,0.719251
1957-03-31,291.097961,303.037018,0.319536
1957-04-01,284.815674,298.416077,0.000000
1957-04-02,281.900726,297.682831,0.000000
1957-04-03,283.156219,298.726257,0.000000
1957-04-04,286.481964,304.082703,0.000000
1957-04-05,286.397949,303.566376,0.000000
1957-04-06,288.672180,301.133820,0.000000
1957-04-07,288.939697,300.800476,0.000000
1957-04-08,287.845154,298.491119,0.000000
1957-04-09,284.485504,294.909271,0.000000
1957-04-10,286.743561,293.746979,23.615671
1957-04-11,288.998383,294.822144,34.587036
1957-04-12,289.314362,300.353729,1.803515
1957-04-13,289.658447,299.519440,10.494845
1957-04-14,284.469208,298.359985,0.000000
1957-04-15,284.334045,300.820312,0.000000
