#Variables:
#tasmin_MIROC-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_MIROC-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_MIROC-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_MIROC-ESM_historical(K),tasmax_MIROC-ESM_historical(K),pr_MIROC-ESM_historical(mm)
1963-10-11,288.088745,305.306671,0.000000
1963-10-12,291.223694,301.227142,6.040280
1963-10-13,289.318451,297.901672,7.666861
1963-10-14,282.239258,295.076965,0.000000
1963-10-15,284.317749,303.119263,0.000000
1963-10-16,286.086456,305.533600,0.000000
1963-10-17,288.965454,305.885437,0.000000
1963-10-18,289.847382,306.117401,0.000000
1963-10-19,290.291290,303.270752,0.000000
1963-10-20,291.087219,305.872101,0.000000
1963-10-21,290.146851,306.488037,0.000000
1963-10-22,291.659119,305.714020,0.000000
1963-10-23,291.006348,303.365234,0.000000
1963-10-24,281.103394,297.308868,0.000000
1963-10-25,283.353027,303.016113,0.000000
1963-10-26,289.628632,297.612610,5.843006
1963-10-27,290.767822,299.982788,6.870516
1963-10-28,290.475311,299.299561,17.430273
1963-10-29,288.481720,299.180664,18.955736
1963-10-30,293.752594,301.037018,5.809014
1963-10-31,287.400513,297.957458,0.000000
1963-11-01,285.279236,296.156342,0.000000
1963-11-02,284.714233,293.491608,0.000000
1963-11-03,288.759644,300.251434,0.000000
1963-11-04,291.335938,300.884186,0.592657
1963-11-05,289.422699,299.226562,0.000000
1963-11-06,281.146515,294.602844,0.000000
1963-11-07,280.947723,289.924622,0.000000
1963-11-08,284.440247,291.190796,0.000000
1963-11-09,282.632019,298.178345,0.000000
1963-11-10,286.214172,303.082672,0.000000
1963-11-11,282.464417,298.185150,19.152493
1963-11-12,278.804413,289.085999,3.425713
1963-11-13,285.094086,299.650909,0.000000
1963-11-14,290.986176,302.605164,1.119760
1963-11-15,288.487457,296.584717,0.000000
1963-11-16,279.065704,289.414764,0.000000
1963-11-17,283.304932,296.922577,0.000000
1963-11-18,288.688477,299.730194,0.865740
1963-11-19,290.917206,300.850464,2.672194
1963-11-20,278.278870,296.623932,0.000000
1963-11-21,274.663177,286.513123,0.000000
1963-11-22,280.223846,284.871826,0.515733
1963-11-23,284.447205,288.474701,2.841488
1963-11-24,281.596893,289.542053,31.086096
1963-11-25,281.202484,286.819885,17.288607
1963-11-26,277.114960,286.635406,0.374123
1963-11-27,281.063995,298.119995,0.000000
1963-11-28,284.667084,299.230804,0.000000
1963-11-29,289.027008,300.307343,1.214558
1963-11-30,290.446442,297.367523,1.650252
1963-12-01,275.359039,291.144989,0.000000
1963-12-02,276.629333,293.930145,0.000000
1963-12-03,279.516846,295.348846,0.000000
1963-12-04,277.730591,294.700562,0.000000
1963-12-05,279.519379,296.354248,0.000000
1963-12-06,280.152924,295.416138,0.000000
1963-12-07,274.452606,292.338562,0.000000
1963-12-08,277.108459,296.781036,0.000000
1963-12-09,278.698547,298.438354,0.000000
1963-12-10,284.384003,298.960815,0.385048
1963-12-11,285.091095,300.891754,0.000000
1963-12-12,284.815125,295.175110,0.000000
1963-12-13,283.137268,297.461212,0.000000
1963-12-14,280.112610,291.508301,0.656003
1963-12-15,273.701080,284.606567,0.000000
1963-12-16,274.491211,290.550934,0.000000
1963-12-17,274.260559,286.150757,0.000000
1963-12-18,275.870300,291.561218,0.000000
1963-12-19,279.345367,291.135620,0.000000
1963-12-20,276.714508,288.315674,0.000000
1963-12-21,280.018738,296.022034,0.000000
1963-12-22,286.429077,290.643646,1.226062
1963-12-23,270.199799,283.391876,0.000000
1963-12-24,275.757568,279.187836,3.455597
1963-12-25,268.502197,279.677643,3.049530
1963-12-26,267.587311,280.041046,0.000000
1963-12-27,278.082550,281.684967,5.935657
1963-12-28,269.762268,281.009003,0.000000
1963-12-29,268.205566,282.458893,0.000000
1963-12-30,273.348785,285.713531,0.000000
1963-12-31,273.421082,289.079071,0.000000
1964-01-01,271.448486,288.676666,0.000000
1964-01-02,282.288788,299.008301,1.564392
1964-01-03,288.982605,301.056519,1.142787
1964-01-04,289.404205,300.572418,0.000000
1964-01-05,285.684265,301.974823,0.349744
1964-01-06,288.457153,301.663849,0.000000
1964-01-07,287.416901,298.326965,0.000000
1964-01-08,278.763397,294.183655,0.000000
1964-01-09,278.894501,292.389465,0.000000
1964-01-10,280.979919,295.092926,0.000000
1964-01-11,282.626923,296.682037,0.000000
1964-01-12,278.250336,290.416290,0.000000
1964-01-13,278.057861,294.605927,0.000000
1964-01-14,276.127045,288.507111,0.000000
1964-01-15,276.813416,284.798065,1.942665
1964-01-16,271.211273,281.095184,4.532762
1964-01-17,268.545929,277.718781,0.000000
1964-01-18,269.260132,277.159729,0.000000
1964-01-19,273.987152,284.264435,1.781066
1964-01-20,283.456329,291.921875,34.154709
1964-01-21,284.246307,292.644043,26.171055
1964-01-22,280.348389,292.676086,0.000000
1964-01-23,277.125488,286.084412,0.000000
1964-01-24,280.236755,286.591309,0.000000
1964-01-25,277.311981,283.037231,2.528898
1964-01-26,273.276184,284.796875,0.000000
1964-01-27,276.352814,283.092529,3.032345
1964-01-28,278.117493,295.722717,3.470658
1964-01-29,285.400330,295.158386,2.208085
1964-01-30,279.913147,291.265411,0.000000
1964-01-31,277.768250,294.620728,0.000000
1964-02-01,280.259979,286.895782,0.479992
1964-02-02,278.107880,295.906250,0.000000
1964-02-03,277.677216,290.065674,0.000000
1964-02-04,275.607330,286.766052,0.000000
1964-02-05,276.510956,291.364655,0.000000
1964-02-06,275.695801,292.487213,0.000000
1964-02-07,277.675629,296.387970,0.000000
1964-02-08,279.642700,297.733490,0.000000
1964-02-09,287.495331,296.459290,2.054592
1964-02-10,285.469421,296.455444,0.000000
1964-02-11,282.140778,295.366272,0.000000
1964-02-12,283.539795,299.171051,0.000000
1964-02-13,281.520355,299.256897,0.000000
1964-02-14,284.587860,294.039551,0.000000
1964-02-15,277.796783,293.080292,0.000000
1964-02-16,282.545837,300.757660,0.000000
1964-02-17,288.148285,301.560699,3.371327
1964-02-18,279.452881,293.227661,0.000000
1964-02-19,274.665680,289.870087,0.000000
1964-02-20,283.411560,295.445099,3.210010
1964-02-21,285.109131,297.729034,0.000000
1964-02-22,288.712311,298.237335,0.549754
1964-02-23,273.102356,291.128113,0.000000
1964-02-24,269.267517,277.006195,0.000000
1964-02-25,272.604034,277.930450,2.915706
1964-02-26,281.218231,289.702850,30.375692
1964-02-27,272.713898,278.418701,4.674700
1964-02-28,279.730255,287.034058,13.697692
1964-02-29,276.079346,287.028259,6.848846
1964-03-01,272.428436,287.022491,0.000000
1964-03-02,277.198242,292.192139,0.000000
1964-03-03,284.016083,292.276245,31.372862
1964-03-04,286.533905,295.076141,11.232586
1964-03-05,282.317657,286.064758,4.265766
1964-03-06,278.453247,293.652313,0.000000
1964-03-07,282.013763,296.665771,0.000000
1964-03-08,287.446838,291.956085,1.051367
1964-03-09,283.711639,292.497162,7.166594
1964-03-10,286.821625,296.304443,3.881629
1964-03-11,282.024109,297.666779,0.000000
1964-03-12,282.905853,295.071869,0.000000
1964-03-13,284.445831,297.871368,0.000000
1964-03-14,283.242889,297.965393,0.000000
1964-03-15,283.676788,298.957947,0.000000
1964-03-16,282.673859,295.571075,0.000000
1964-03-17,284.127228,300.066101,0.000000
1964-03-18,290.880920,298.931305,2.287761
1964-03-19,280.360748,292.443420,0.000000
1964-03-20,281.709473,300.083801,0.000000
1964-03-21,284.338135,303.408539,0.000000
1964-03-22,286.398499,303.037018,1.298318
1964-03-23,283.447906,295.901459,0.000000
1964-03-24,282.897339,291.180511,21.855898
1964-03-25,283.916443,290.387482,6.637556
1964-03-26,284.131683,293.393036,23.089981
1964-03-27,285.643494,294.066681,20.873625
1964-03-28,287.027649,298.668213,1.358860
1964-03-29,289.834167,302.391113,0.000000
1964-03-30,289.700348,305.076385,0.000000
1964-03-31,290.259705,303.946045,0.000000
1964-04-01,289.476471,298.957794,0.000000
1964-04-02,288.489288,303.954742,0.000000
1964-04-03,290.664825,303.882874,0.000000
1964-04-04,291.009491,301.716949,0.000000
1964-04-05,290.592407,301.073853,17.028187
1964-04-06,291.104614,302.750549,0.886037
1964-04-07,291.678436,304.267731,0.000000
1964-04-08,292.031555,303.435272,0.000000
1964-04-09,292.559631,301.474945,0.000000
1964-04-10,292.582520,302.930023,0.316360
1964-04-11,290.446899,302.793701,0.000000
1964-04-12,289.538330,301.787415,0.000000
1964-04-13,287.662842,297.666199,28.453199
1964-04-14,279.875031,295.709381,0.000000
1964-04-15,287.031647,303.138550,0.000000
1964-04-16,290.298767,302.374329,0.000000
1964-04-17,291.717102,299.404602,0.000000
1964-04-18,291.492157,296.748993,3.840946
1964-04-19,284.131989,289.531219,5.085658
1964-04-20,279.112274,295.840454,0.000000
1964-04-21,284.607941,299.551544,0.000000
1964-04-22,287.467651,299.093750,0.000000
1964-04-23,289.932251,294.589264,9.732830
1964-04-24,289.119507,301.412079,1.634624
1964-04-25,291.705170,304.013062,10.032109
1964-04-26,293.145447,303.924500,0.000000
1964-04-27,292.536407,301.966370,5.214612
1964-04-28,294.045624,302.603271,2.993509
1964-04-29,293.582703,301.968353,0.000000
1964-04-30,291.009399,301.246826,0.903610
1964-05-01,284.800751,299.373962,0.000000
1964-05-02,290.885193,301.004181,0.000000
1964-05-03,291.889587,298.489624,33.995026
1964-05-04,291.553864,295.693420,11.335670
1964-05-05,291.980804,296.380707,0.000000
1964-05-06,293.330475,301.357330,0.000000
1964-05-07,293.267395,301.009155,0.000000
1964-05-08,293.760773,300.897339,0.980536
1964-05-09,288.025513,299.096954,0.000000
1964-05-10,292.783417,303.922974,3.301570
1964-05-11,290.952271,301.746155,0.000000
1964-05-12,289.964417,306.112305,0.000000
1964-05-13,292.592163,306.823730,0.000000
1964-05-14,290.255859,306.067993,0.000000
1964-05-15,293.317017,307.023773,1.988321
1964-05-16,294.021698,299.895874,3.092397
1964-05-17,291.959564,307.686310,0.000000
1964-05-18,293.123779,302.605072,9.181649
1964-05-19,293.035675,302.960114,0.000000
1964-05-20,290.798126,299.804749,0.000000
1964-05-21,289.663513,299.890289,0.805410
1964-05-22,293.467926,297.864777,41.838669
1964-05-23,292.456543,301.670410,18.723518
1964-05-24,293.900391,298.261841,27.106079
1964-05-25,292.711090,299.222504,0.499266
1964-05-26,294.547852,302.370819,0.000000
1964-05-27,290.102051,302.406616,1.243713
1964-05-28,292.094513,306.963074,0.000000
1964-05-29,293.780609,304.047729,0.892981
1964-05-30,293.262939,303.571838,0.000000
1964-05-31,293.603363,303.650024,0.000000
1964-06-01,294.029022,305.885864,4.540936
1964-06-02,294.813416,307.427277,0.000000
1964-06-03,294.951874,307.506836,0.000000
1964-06-04,295.190735,306.741699,0.000000
1964-06-05,295.243195,309.428955,0.000000
1964-06-06,294.934204,311.136322,0.000000
1964-06-07,296.725433,311.253601,0.000000
1964-06-08,296.168335,310.937469,2.331602
1964-06-09,296.372742,310.694000,0.000000
1964-06-10,294.377197,306.193542,8.665658
1964-06-11,292.454620,301.435608,0.000000
1964-06-12,293.539337,302.978271,0.435052
1964-06-13,293.652527,300.416748,69.781075
1964-06-14,295.168701,305.361786,6.025663
1964-06-15,295.025177,307.752136,0.000000
1964-06-16,295.508698,307.296326,0.000000
1964-06-17,294.978119,305.511902,0.000000
1964-06-18,293.840332,304.592743,0.000000
1964-06-19,293.303314,303.229279,0.000000
1964-06-20,294.454071,305.102295,0.000000
1964-06-21,293.572662,305.081909,0.000000
1964-06-22,294.102753,306.191040,0.000000
1964-06-23,294.047577,306.718201,0.000000
1964-06-24,295.404541,307.796997,0.000000
1964-06-25,295.484558,307.386078,0.000000
1964-06-26,295.896027,308.072021,0.000000
1964-06-27,296.049225,309.605225,0.000000
1964-06-28,296.316376,310.006653,0.000000
1964-06-29,296.242249,310.868561,0.000000
1964-06-30,296.122498,310.242249,0.000000
1964-07-01,297.203827,309.051331,0.000000
1964-07-02,295.417664,306.261841,0.000000
1964-07-03,295.598572,308.447357,0.000000
1964-07-04,295.739441,309.996063,0.000000
1964-07-05,296.118744,310.949890,0.000000
1964-07-06,297.349915,311.433167,0.000000
1964-07-07,297.225281,310.633484,0.000000
1964-07-08,297.500793,310.594269,0.000000
1964-07-09,297.794434,310.963470,0.000000
1964-07-10,296.995239,311.492981,0.000000
1964-07-11,296.464661,309.083618,0.000000
1964-07-12,297.291687,310.782867,0.000000
1964-07-13,297.938873,312.096497,0.000000
1964-07-14,297.505066,307.893402,2.832961
1964-07-15,296.910004,308.434143,0.000000
1964-07-16,297.667389,310.807312,0.000000
1964-07-17,298.449799,311.372742,0.000000
1964-07-18,297.697815,311.906189,0.520779
1964-07-19,297.350220,311.095642,0.000000
1964-07-20,296.619598,309.641602,0.000000
1964-07-21,296.325226,310.283142,1.890208
1964-07-22,296.390747,309.389282,0.000000
1964-07-23,296.615845,309.066956,0.000000
1964-07-24,295.730347,305.250031,1.033841
1964-07-25,295.631439,306.070312,0.000000
1964-07-26,296.411774,307.234283,0.000000
1964-07-27,296.535187,308.049774,0.000000
1964-07-28,296.524750,307.087921,0.000000
1964-07-29,296.570007,306.551849,0.000000
1964-07-30,296.425385,308.026886,0.000000
1964-07-31,296.346313,310.262360,0.000000
1964-08-01,296.627167,310.149628,0.000000
1964-08-02,296.473785,311.757782,0.000000
1964-08-03,296.921204,311.420990,0.286261
1964-08-04,297.225403,309.022522,4.868497
1964-08-05,296.984894,305.644989,14.624646
1964-08-06,295.839630,302.925751,28.554443
1964-08-07,295.105652,302.364532,26.313650
1964-08-08,295.103973,301.191772,28.360332
1964-08-09,294.437561,303.463074,15.797132
1964-08-10,292.738281,304.166779,0.529948
1964-08-11,292.765198,304.927216,0.887894
1964-08-12,294.101776,305.806549,4.994130
1964-08-13,294.160248,308.485107,1.056026
1964-08-14,295.031860,310.725159,0.000000
1964-08-15,294.851685,308.137085,0.000000
1964-08-16,293.710480,308.082214,0.000000
1964-08-17,294.533844,308.461731,0.000000
1964-08-18,295.078705,306.975311,0.000000
1964-08-19,293.476715,307.785461,0.343787
1964-08-20,293.805908,309.260803,0.000000
1964-08-21,295.629883,312.151581,0.000000
1964-08-22,296.006836,307.765900,1.309380
1964-08-23,296.803314,306.164673,15.413708
1964-08-24,295.619141,305.229034,13.405793
1964-08-25,295.379852,302.422211,10.208336
1964-08-26,293.632843,303.447601,19.777437
1964-08-27,295.008453,301.090057,23.061998
1964-08-28,290.842407,302.248810,7.233902
1964-08-29,290.678741,302.848816,0.696185
1964-08-30,292.061340,305.264771,0.000000
1964-08-31,293.547546,309.209076,0.676468
1964-09-01,296.485138,307.470795,21.964689
1964-09-02,294.501770,299.480316,31.616798
1964-09-03,291.884460,302.815033,1.333106
1964-09-04,293.932404,303.957794,32.031399
1964-09-05,290.409973,296.286285,31.786036
1964-09-06,289.822601,300.589203,29.417944
1964-09-07,288.524719,298.901642,0.776092
1964-09-08,289.717773,300.548859,0.325714
1964-09-09,291.939972,298.853577,2.060889
1964-09-10,291.303467,302.507294,0.000000
1964-09-11,291.816193,303.968689,0.682557
1964-09-12,290.231293,303.594635,0.330404
1964-09-13,288.299194,303.353027,0.290353
1964-09-14,288.344208,303.319611,0.000000
1964-09-15,291.372894,306.810272,0.000000
1964-09-16,292.364410,307.613800,0.000000
1964-09-17,292.605347,305.212524,0.000000
1964-09-18,291.072876,306.644012,0.000000
1964-09-19,292.791534,306.153107,0.000000
1964-09-20,290.781616,302.769318,0.368057
1964-09-21,285.172424,297.933441,0.721352
1964-09-22,280.728485,295.437653,0.000000
1964-09-23,281.107025,297.037140,0.000000
1964-09-24,281.373962,297.440155,0.000000
1964-09-25,282.319336,299.830536,0.000000
1964-09-26,283.990112,299.848480,0.000000
1964-09-27,286.382111,303.636749,4.732428
1964-09-28,288.658081,305.407318,0.000000
1964-09-29,290.421173,306.041107,0.000000
1964-09-30,293.250732,304.835754,2.300936
1964-10-01,292.752533,305.824890,0.561969
1964-10-02,291.507721,308.075317,0.000000
1964-10-03,291.391510,306.038574,0.000000
1964-10-04,290.171570,303.733246,0.000000
1964-10-05,284.840118,301.550018,2.976915
1964-10-06,287.115967,302.957092,0.000000
1964-10-07,289.212891,305.277802,0.000000
1964-10-08,289.488831,306.035950,0.000000
1964-10-09,291.572662,304.804565,0.370248
1964-10-10,287.525177,303.176331,0.000000
1964-10-11,287.414185,308.948761,0.000000
1964-10-12,290.228394,304.884552,0.000000
1964-10-13,292.819244,306.590393,0.000000
1964-10-14,291.572479,306.065277,0.000000
1964-10-15,291.397278,305.258606,0.000000
1964-10-16,289.612427,304.295441,0.000000
1964-10-17,290.797302,304.184998,0.000000
1964-10-18,291.943268,300.108124,7.841769
1964-10-19,287.977325,294.638794,1.423000
1964-10-20,287.499390,299.293793,0.000000
1964-10-21,291.034210,301.646515,1.595912
1964-10-22,292.830414,298.007843,24.030537
1964-10-23,289.865326,297.481598,24.182331
1964-10-24,282.388519,292.011658,0.000000
1964-10-25,285.281677,292.997131,0.000000
1964-10-26,283.157104,290.403961,0.000000
1964-10-27,279.640869,292.622925,0.000000
1964-10-28,278.665405,296.015106,0.000000
1964-10-29,280.827362,297.839417,0.000000
1964-10-30,288.398376,297.484314,7.120594
1964-10-31,288.879669,299.229431,32.401188
1964-11-01,288.693329,293.057037,3.374051
1964-11-02,286.332306,300.289551,0.703648
1964-11-03,288.061554,299.683807,0.319146
1964-11-04,284.119812,298.243103,18.436096
1964-11-05,278.615021,289.950958,0.000000
1964-11-06,281.693329,289.104279,0.000000
1964-11-07,285.232391,295.263550,0.000000
1964-11-08,280.856567,292.077545,0.000000
1964-11-09,276.412231,295.302521,0.000000
1964-11-10,280.122833,297.954865,0.000000
1964-11-11,282.346375,299.568512,0.000000
1964-11-12,285.060028,296.945770,0.000000
1964-11-13,284.088959,291.642731,2.659815
1964-11-14,279.581604,291.953888,25.970142
1964-11-15,273.374390,285.374786,0.000000
1964-11-16,276.305756,285.746338,0.000000
1964-11-17,278.692596,288.635162,1.188518
1964-11-18,274.974762,285.549438,0.000000
1964-11-19,274.528259,288.989594,0.000000
1964-11-20,276.305817,291.861053,0.000000
1964-11-21,277.416718,292.366119,0.000000
1964-11-22,280.312378,288.579346,0.000000
1964-11-23,275.427795,288.652832,0.000000
1964-11-24,278.780396,293.842468,0.000000
1964-11-25,279.275513,294.831177,0.000000
1964-11-26,286.391022,297.729980,2.529074
1964-11-27,284.963379,295.007385,0.000000
1964-11-28,278.315796,290.278564,0.000000
1964-11-29,277.184357,294.444275,0.000000
1964-11-30,278.230957,295.735138,0.000000
1964-12-01,279.044342,296.902618,0.000000
1964-12-02,285.564911,300.105682,0.000000
1964-12-03,286.938049,297.871582,0.957735
1964-12-04,273.202301,293.725250,8.819623
1964-12-05,265.594147,279.761810,1.059871
1964-12-06,273.638428,287.961792,0.000000
1964-12-07,275.028687,282.900024,0.281904
1964-12-08,267.272400,283.599274,0.000000
1964-12-09,272.898163,291.751007,0.000000
1964-12-10,276.087097,294.254028,0.000000
1964-12-11,278.499847,297.930969,0.000000
1964-12-12,286.957397,296.902100,0.000000
1964-12-13,288.956573,298.582886,2.481067
1964-12-14,287.224091,293.952759,0.000000
1964-12-15,282.221619,290.918518,0.000000
1964-12-16,287.006561,294.546600,1.774386
1964-12-17,274.613434,287.593140,0.000000
1964-12-18,276.593445,285.179749,0.000000
1964-12-19,283.191742,292.366333,3.061667
1964-12-20,284.087677,295.167664,0.965981
1964-12-21,283.405792,290.730438,0.000000
1964-12-22,280.399475,291.262726,0.000000
1964-12-23,280.771332,290.510406,0.000000
1964-12-24,279.148102,294.797577,0.000000
1964-12-25,280.946503,295.811371,0.000000
1964-12-26,284.559204,293.695618,0.000000
1964-12-27,276.615417,291.078308,0.000000
1964-12-28,281.379791,297.754913,0.000000
1964-12-29,283.932495,290.407166,0.000000
1964-12-30,276.303436,291.076019,0.000000
1964-12-31,276.207214,294.166168,0.000000
1965-01-01,280.356232,290.864380,0.000000
1965-01-02,267.417511,282.992004,0.000000
1965-01-03,271.580566,274.643311,0.722640
1965-01-04,267.292572,279.680847,0.000000
1965-01-05,274.330872,287.924042,1.854488
1965-01-06,280.543488,285.561951,5.966078
1965-01-07,275.198975,291.121063,0.000000
1965-01-08,276.291229,287.776611,0.000000
1965-01-09,269.778625,285.868835,0.000000
1965-01-10,272.549500,288.052979,0.000000
1965-01-11,275.307404,289.340973,0.000000
1965-01-12,276.399567,290.081848,0.000000
1965-01-13,276.129944,292.862793,0.000000
1965-01-14,284.258972,297.547852,0.000000
1965-01-15,285.900391,298.385712,0.000000
1965-01-16,284.920654,297.296753,0.000000
1965-01-17,285.723328,295.166229,0.569673
1965-01-18,286.366058,298.735077,0.000000
1965-01-19,284.567596,296.784851,0.000000
1965-01-20,278.072174,294.384491,0.000000
1965-01-21,281.783600,292.449768,0.000000
1965-01-22,282.372986,292.470062,0.000000
1965-01-23,270.254028,286.212097,0.000000
1965-01-24,274.210602,290.586639,0.000000
1965-01-25,273.123688,289.547302,0.000000
1965-01-26,281.241730,291.078278,3.078257
1965-01-27,280.144531,288.673004,1.587677
1965-01-28,269.277924,285.849548,0.000000
1965-01-29,274.447754,293.495178,0.000000
1965-01-30,278.615112,295.871979,0.000000
1965-01-31,282.472687,295.550201,1.638955
1965-02-01,284.589172,297.079407,0.000000
1965-02-02,280.513123,297.322937,0.000000
1965-02-03,278.166321,290.886200,1.403492
1965-02-04,274.142181,294.794830,0.000000
1965-02-05,280.899292,293.257935,0.000000
1965-02-06,276.667969,286.745270,0.442156
1965-02-07,270.588562,291.777191,0.000000
1965-02-08,274.545471,294.985718,0.000000
1965-02-09,278.246643,297.403290,0.000000
1965-02-10,277.376282,291.529846,0.000000
1965-02-11,277.830200,297.871429,0.000000
1965-02-12,280.756470,292.331635,0.574968
1965-02-13,276.127014,294.816742,0.000000
1965-02-14,277.276794,292.249115,0.000000
1965-02-15,275.534363,288.121857,0.000000
1965-02-16,272.686523,281.616333,0.000000
1965-02-17,270.514160,279.962280,0.000000
1965-02-18,272.073456,287.944946,0.000000
1965-02-19,278.393250,286.534424,1.515641
1965-02-20,265.432648,278.001770,0.000000
1965-02-21,269.875885,288.118378,0.000000
1965-02-22,279.664612,295.443420,2.643134
1965-02-23,277.080444,288.137604,4.904874
1965-02-24,272.186676,291.975677,0.000000
1965-02-25,277.146454,292.348511,0.000000
1965-02-26,275.697449,288.902344,0.000000
1965-02-27,278.308960,286.820038,1.439293
1965-02-28,283.177795,298.638367,0.572838
1965-03-01,281.763916,295.581177,0.000000
1965-03-02,279.326569,299.372101,0.000000
1965-03-03,286.490906,299.072601,0.000000
1965-03-04,278.006226,292.627838,0.000000
1965-03-05,277.043976,292.674255,0.000000
1965-03-06,279.741882,299.967072,0.000000
1965-03-07,284.701263,299.673004,1.174764
1965-03-08,286.306244,302.134338,0.000000
1965-03-09,287.992828,302.696930,2.004970
1965-03-10,283.468170,299.058319,0.000000
1965-03-11,282.079376,293.498322,0.000000
1965-03-12,281.252350,288.814026,12.419342
1965-03-13,283.395721,287.943024,9.867245
1965-03-14,277.578156,287.586334,0.000000
1965-03-15,278.561829,299.601318,0.000000
1965-03-16,287.767578,303.494537,0.000000
1965-03-17,286.493042,298.880737,0.000000
1965-03-18,285.178558,295.190308,3.679064
1965-03-19,287.806458,293.132111,11.083554
1965-03-20,280.768982,291.428375,2.734732
1965-03-21,280.609680,288.427612,0.719251
1965-03-22,278.724579,284.838257,0.000000
1965-03-23,279.969604,288.401794,0.368590
1965-03-24,285.565063,297.218231,0.000000
1965-03-25,289.147217,291.943329,3.366845
1965-03-26,277.035065,286.875732,0.705822
1965-03-27,280.103943,294.718292,0.000000
1965-03-28,285.203308,300.133423,0.000000
1965-03-29,285.120392,302.019531,0.000000
1965-03-30,284.453247,298.151794,0.000000
1965-03-31,286.061340,294.158020,6.835536
1965-04-01,285.001953,285.714905,2.233548
1965-04-02,279.754669,294.874146,0.000000
1965-04-03,284.047333,294.460602,3.657639
1965-04-04,286.486298,297.299164,1.043358
1965-04-05,290.014618,299.633881,7.193660
1965-04-06,287.979706,300.270111,0.000000
1965-04-07,286.679840,303.063446,0.000000
1965-04-08,285.929810,294.938782,0.000000
1965-04-09,284.501984,292.446747,0.337117
1965-04-10,283.157379,293.202484,12.665701
1965-04-11,276.317505,287.774689,0.000000
1965-04-12,278.703583,290.007355,0.000000
1965-04-13,282.689423,290.574493,0.000000
1965-04-14,285.059998,291.880035,0.000000
1965-04-15,285.408356,297.618378,0.000000
1965-04-16,284.036194,298.605438,0.000000
1965-04-17,291.548065,300.784241,8.964415
1965-04-18,289.806366,300.511292,7.763597
1965-04-19,285.778870,303.086151,0.000000
1965-04-20,289.544586,302.605499,0.000000
1965-04-21,288.749268,302.871216,6.872036
1965-04-22,292.254456,302.781433,1.293657
1965-04-23,289.732117,303.623047,0.000000
1965-04-24,291.871429,305.917542,0.000000
1965-04-25,293.231415,303.645996,0.000000
1965-04-26,289.349762,302.614502,0.000000
1965-04-27,287.717346,300.614471,0.000000
1965-04-28,288.058960,302.617493,0.000000
1965-04-29,293.080292,307.066315,0.000000
1965-04-30,291.981537,304.180969,1.898535
1965-05-01,292.341125,302.488342,4.741659
1965-05-02,293.372894,300.149445,1.934721
1965-05-03,292.452606,298.561798,37.374775
1965-05-04,292.030731,300.983215,16.111139
1965-05-05,291.807922,299.090973,14.565582
1965-05-06,292.599213,298.869476,6.435506
1965-05-07,293.747253,296.709961,18.654921
1965-05-08,288.596161,299.891785,2.539189
1965-05-09,286.528992,295.822754,0.000000
1965-05-10,286.665619,294.766052,5.605793
1965-05-11,284.568817,294.996338,0.637671
1965-05-12,290.391541,299.288055,12.887179
1965-05-13,290.586639,300.918793,0.904597
1965-05-14,290.342590,303.707367,0.000000
1965-05-15,290.350098,302.377350,0.000000
1965-05-16,289.161469,302.150452,0.000000
1965-05-17,293.056854,300.180237,15.419665
1965-05-18,289.259583,304.591553,0.000000
1965-05-19,287.968445,303.886353,0.000000
1965-05-20,289.806427,309.945831,0.000000
1965-05-21,293.159454,305.714355,0.000000
1965-05-22,294.467987,304.681641,0.000000
1965-05-23,292.411194,307.860901,0.000000
1965-05-24,294.452850,305.146271,0.460896
1965-05-25,293.909027,302.411743,4.696847
1965-05-26,292.891388,303.955383,5.718552
1965-05-27,291.780792,303.633209,0.000000
1965-05-28,292.190247,303.644653,0.000000
1965-05-29,292.816956,302.503143,0.000000
1965-05-30,291.709076,302.397614,0.000000
1965-05-31,291.551910,305.699951,0.000000
1965-06-01,293.750305,306.883728,0.000000
1965-06-02,294.143860,306.122437,0.000000
1965-06-03,294.333862,305.448029,0.000000
1965-06-04,293.471619,305.174316,0.000000
1965-06-05,293.301361,305.607483,0.000000
1965-06-06,294.775543,303.909454,0.554876
1965-06-07,294.047638,303.201416,0.000000
1965-06-08,294.289124,311.081207,0.000000
1965-06-09,295.382751,306.519165,2.038253
1965-06-10,295.033661,308.528656,0.000000
1965-06-11,294.339478,307.454559,0.000000
1965-06-12,294.589569,312.592957,0.000000
1965-06-13,294.764740,309.437653,1.910110
1965-06-14,294.751617,308.362732,0.000000
