#Variables:
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_CNRM-CM5_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)"
""
yyyy-mm-dd,tasmin_CNRM-CM5_historical(K),tasmax_CNRM-CM5_historical(K),pr_CNRM-CM5_historical(mm)
1967-04-08,292.207336,303.843201,10.360126
1967-04-09,288.083923,302.893799,0.000000
1967-04-10,283.620789,298.726257,0.000000
1967-04-11,278.845428,293.316223,0.000000
1967-04-12,279.972687,296.218140,0.000000
1967-04-13,283.902893,298.982239,0.000000
1967-04-14,288.041901,298.299377,2.298988
1967-04-15,291.151215,299.054077,2.264506
1967-04-16,291.366760,301.584106,0.000000
1967-04-17,287.481781,302.234680,0.000000
1967-04-18,283.909088,300.373566,1.654976
1967-04-19,282.294312,303.114014,0.000000
1967-04-20,287.875000,301.966949,0.000000
1967-04-21,293.039978,306.789856,0.000000
1967-04-22,291.204498,305.957153,0.000000
1967-04-23,286.798248,303.119324,0.000000
1967-04-24,282.332092,298.981171,0.000000
1967-04-25,283.804108,303.449127,0.000000
1967-04-26,286.496796,305.420105,0.000000
1967-04-27,288.159851,305.395721,0.000000
1967-04-28,291.772278,302.211945,0.000000
1967-04-29,293.608856,300.616180,9.976659
1967-04-30,293.145447,302.508423,0.317766
1967-05-01,293.521637,301.243134,3.301570
1967-05-02,292.743683,293.474182,4.786911
1967-05-03,292.338135,298.561798,12.139633
1967-05-04,292.834564,297.631897,56.483654
1967-05-05,292.440155,296.011505,0.000000
1967-05-06,291.325867,297.771698,0.000000
1967-05-07,287.188782,300.849304,0.000000
1967-05-08,289.594635,302.669617,0.000000
1967-05-09,291.530640,299.637482,13.185040
1967-05-10,292.581543,299.951630,40.941925
1967-05-11,285.629669,296.866364,0.000000
1967-05-12,284.659119,303.212830,0.000000
1967-05-13,290.922546,304.273010,0.000000
1967-05-14,292.833008,302.181458,0.000000
1967-05-15,292.771545,301.269623,8.192172
1967-05-16,294.810913,299.748230,8.804590
1967-05-17,294.899414,300.762756,0.000000
1967-05-18,292.924530,299.098267,4.678839
1967-05-19,292.196259,301.128418,13.633386
1967-05-20,291.518860,297.068756,0.867722
1967-05-21,287.483093,298.988190,0.000000
1967-05-22,291.216156,301.442627,0.000000
1967-05-23,293.266724,301.736206,0.000000
1967-05-24,294.679199,301.905792,2.401821
1967-05-25,293.767609,301.655334,0.000000
1967-05-26,291.502289,303.944153,0.000000
1967-05-27,292.008423,305.651855,0.000000
1967-05-28,292.881592,306.199585,0.000000
1967-05-29,293.228516,305.535706,0.000000
1967-05-30,294.565857,306.906494,0.000000
1967-05-31,296.594238,307.438965,0.000000
1967-06-01,295.682404,306.670410,0.000000
1967-06-02,293.843414,306.328217,0.000000
1967-06-03,292.468842,306.873199,0.000000
1967-06-04,292.609528,307.125610,0.000000
1967-06-05,293.338287,307.900208,0.000000
1967-06-06,293.221283,308.082794,0.000000
1967-06-07,292.675781,307.892639,0.000000
1967-06-08,293.231750,308.326935,0.508013
1967-06-09,293.533905,304.788940,1.022544
1967-06-10,292.551575,304.362030,0.000000
1967-06-11,291.527527,305.072418,0.000000
1967-06-12,294.401947,306.388367,3.070000
1967-06-13,292.713654,305.552673,37.338963
1967-06-14,293.528931,304.279327,0.000000
1967-06-15,289.427063,304.793488,0.000000
1967-06-16,289.287415,305.638519,0.000000
1967-06-17,297.116119,304.721924,9.985538
1967-06-18,295.174866,305.389984,1.272896
1967-06-19,294.935730,307.254883,0.000000
1967-06-20,295.354126,307.920624,0.000000
1967-06-21,295.802582,310.818207,0.000000
1967-06-22,296.523987,310.187897,0.697320
1967-06-23,297.258209,309.772278,0.000000
1967-06-24,296.771790,307.369690,0.000000
1967-06-25,297.772339,304.989075,6.134582
1967-06-26,296.617279,305.619263,10.217567
1967-06-27,295.889069,306.872223,1.048911
1967-06-28,295.693848,307.670685,1.520445
1967-06-29,294.607513,307.168488,0.000000
1967-06-30,294.141663,307.297058,0.000000
1967-07-01,295.033325,306.182007,0.000000
1967-07-02,294.031311,306.770416,0.000000
1967-07-03,294.611969,307.712952,0.000000
1967-07-04,295.086517,308.359863,0.000000
1967-07-05,295.741852,308.447357,0.000000
1967-07-06,295.498230,308.311951,0.000000
1967-07-07,295.733734,308.560272,0.000000
1967-07-08,296.541412,310.601013,2.301128
1967-07-09,297.386780,306.033417,9.107306
1967-07-10,296.295807,306.942413,6.062371
1967-07-11,296.390839,309.572968,0.000000
1967-07-12,296.279999,309.001862,0.000000
1967-07-13,296.522614,309.082275,0.000000
1967-07-14,295.968964,307.733521,0.000000
1967-07-15,295.637299,306.819580,0.000000
1967-07-16,294.583069,305.593414,0.992774
1967-07-17,294.914948,301.769836,11.048053
1967-07-18,295.420837,300.405609,7.156966
1967-07-19,295.326294,303.709076,17.556000
1967-07-20,295.978027,306.375244,0.671707
1967-07-21,297.485046,306.341003,0.000000
1967-07-22,295.636475,304.517242,0.000000
1967-07-23,295.078796,304.539124,0.661537
1967-07-24,294.769440,306.124542,0.000000
1967-07-25,295.733887,305.153412,0.000000
1967-07-26,295.235840,306.730988,0.000000
1967-07-27,295.305969,306.276398,0.000000
1967-07-28,294.769196,307.154266,0.820673
1967-07-29,295.262268,307.741882,1.695505
1967-07-30,294.289459,307.949982,0.000000
1967-07-31,295.189972,310.085510,0.000000
1967-08-01,296.596069,309.570740,0.000000
1967-08-02,295.431244,307.423920,0.000000
1967-08-03,295.121368,306.901215,0.415402
1967-08-04,294.020294,306.017212,0.300070
1967-08-05,294.511017,306.901184,0.288385
1967-08-06,296.551331,305.806549,2.244445
1967-08-07,294.069336,305.547150,0.313843
1967-08-08,293.924744,306.862427,0.796664
1967-08-09,296.479828,309.412384,0.302725
1967-08-10,300.153229,307.337585,0.337625
1967-08-11,297.849945,310.357361,0.000000
1967-08-12,296.489990,311.763824,0.000000
1967-08-13,296.190308,311.487732,0.000000
1967-08-14,296.354340,311.422516,0.000000
1967-08-15,296.418488,310.834381,0.000000
1967-08-16,296.362183,310.644653,0.000000
1967-08-17,296.370361,310.376038,0.000000
1967-08-18,297.166565,309.017303,0.000000
1967-08-19,296.852173,308.010162,0.000000
1967-08-20,295.938171,310.089966,0.000000
1967-08-21,295.889099,310.843781,0.000000
1967-08-22,296.793488,311.176300,0.000000
1967-08-23,297.724640,310.753235,0.000000
1967-08-24,296.504791,310.607025,0.000000
1967-08-25,296.761597,310.667358,0.000000
1967-08-26,298.346252,310.178741,2.870461
1967-08-27,295.859161,311.774078,0.000000
1967-08-28,297.313843,309.754242,0.000000
1967-08-29,295.395508,307.728912,1.546586
1967-08-30,293.511902,306.477631,1.336386
1967-08-31,297.213348,307.190918,0.000000
1967-09-01,295.881012,306.645020,0.000000
1967-09-02,295.374634,307.442871,3.914815
1967-09-03,296.760559,306.794983,7.306533
1967-09-04,297.069580,306.274933,3.617393
1967-09-05,297.011505,305.946136,0.000000
1967-09-06,296.667297,307.281433,0.000000
1967-09-07,295.840302,308.347565,1.219402
1967-09-08,295.784576,307.583069,0.000000
1967-09-09,296.635498,309.384186,0.000000
1967-09-10,296.830048,309.207367,0.000000
1967-09-11,296.670349,307.021698,5.144258
1967-09-12,295.546722,304.159302,0.000000
1967-09-13,295.357574,303.594360,0.000000
1967-09-14,294.769012,306.402008,0.410530
1967-09-15,296.505341,306.231781,0.000000
1967-09-16,297.267365,307.245331,0.000000
1967-09-17,293.900726,307.969025,0.000000
1967-09-18,296.313812,310.368164,0.000000
1967-09-19,296.856995,310.214691,0.299302
1967-09-20,296.846222,306.934021,0.000000
1967-09-21,287.229126,304.221252,0.945313
1967-09-22,288.503387,305.476624,0.000000
1967-09-23,289.839905,307.021759,0.000000
1967-09-24,294.342499,305.282318,0.000000
1967-09-25,292.927917,306.039337,1.528460
1967-09-26,295.107697,305.920410,35.194046
1967-09-27,294.767181,301.422302,59.383717
1967-09-28,291.795959,298.868958,13.036322
1967-09-29,293.734772,298.786621,0.000000
1967-09-30,289.345856,298.644257,37.926811
1967-10-01,288.053894,298.000092,114.067322
1967-10-02,286.129578,291.541290,7.760475
1967-10-03,286.684052,288.625458,0.000000
1967-10-04,280.987396,291.352234,0.000000
1967-10-05,277.637573,292.739532,0.000000
1967-10-06,283.669128,297.484039,0.000000
1967-10-07,286.330536,301.263733,0.000000
1967-10-08,287.630035,300.750366,0.000000
1967-10-09,286.807068,293.363464,0.000000
1967-10-10,280.437836,290.700714,0.000000
1967-10-11,279.013489,293.280060,0.841891
1967-10-12,285.049591,295.609528,9.315417
1967-10-13,293.292389,299.295929,12.685707
1967-10-14,289.463531,296.634918,18.676153
1967-10-15,289.847382,298.889160,0.000000
1967-10-16,288.488342,296.904846,0.000000
1967-10-17,284.475067,296.538757,0.000000
1967-10-18,282.239258,296.132019,0.000000
1967-10-19,283.101562,296.912994,0.000000
1967-10-20,286.602051,296.917847,0.000000
1967-10-21,285.714630,297.483551,0.000000
1967-10-22,284.846100,298.134674,0.000000
1967-10-23,287.182587,295.780365,0.000000
1967-10-24,281.701263,296.363190,0.000000
1967-10-25,284.155457,298.043549,0.000000
1967-10-26,285.471283,298.489136,0.000000
1967-10-27,285.605621,297.224518,0.000000
1967-10-28,287.671051,294.369049,0.000000
1967-10-29,284.932831,300.365631,0.000000
1967-10-30,286.016052,298.054321,0.000000
1967-10-31,284.241425,298.393524,0.000000
1967-11-01,291.354553,300.717072,5.761026
1967-11-02,279.357819,291.867188,0.000000
1967-11-03,282.632019,292.622925,19.046631
1967-11-04,279.531525,282.896240,1.083068
1967-11-05,284.459564,291.449554,0.953262
1967-11-06,283.826141,294.829315,0.876694
1967-11-07,277.348938,288.873962,0.000000
1967-11-08,273.870392,287.804718,0.000000
1967-11-09,287.297516,293.395660,10.803922
1967-11-10,282.209839,292.599335,0.000000
1967-11-11,281.953644,287.955261,0.000000
1967-11-12,274.394775,283.645660,0.000000
1967-11-13,276.689087,286.949158,1.047142
1967-11-14,276.940460,290.567993,0.000000
1967-11-15,279.674500,296.217560,0.000000
1967-11-16,272.257751,288.337036,0.000000
1967-11-17,270.950195,285.329559,0.000000
1967-11-18,271.075500,287.271057,0.000000
1967-11-19,274.541656,288.419495,0.000000
1967-11-20,274.660217,291.194794,0.000000
1967-11-21,276.526703,290.912262,0.000000
1967-11-22,280.598816,294.141724,0.000000
1967-11-23,286.033691,294.009369,0.386887
1967-11-24,287.983856,297.318604,1.296842
1967-11-25,281.907959,296.433472,0.000000
1967-11-26,277.442383,294.596680,0.000000
1967-11-27,280.628967,296.621796,0.000000
1967-11-28,282.337128,296.032043,0.000000
1967-11-29,281.500275,294.984131,0.000000
1967-11-30,281.971893,293.369202,0.518915
1967-12-01,287.519623,294.654602,2.709980
1967-12-02,285.702576,293.849060,0.693937
1967-12-03,278.995422,296.354248,0.563277
1967-12-04,280.136597,296.302399,0.000000
1967-12-05,276.867523,289.180206,21.843294
1967-12-06,276.502350,284.386810,0.289212
1967-12-07,271.487579,286.699036,0.000000
1967-12-08,275.810333,290.691376,0.000000
1967-12-09,276.463776,291.559998,0.000000
1967-12-10,278.144470,285.139435,5.619388
1967-12-11,272.168365,286.374176,0.000000
1967-12-12,274.847229,288.885376,0.000000
1967-12-13,274.613434,289.440948,0.000000
1967-12-14,275.837311,290.925232,0.000000
1967-12-15,275.912659,288.346191,0.000000
1967-12-16,277.683868,290.707733,0.000000
1967-12-17,276.814972,293.834778,0.000000
1967-12-18,276.379272,290.634064,0.000000
1967-12-19,276.404449,289.151245,0.000000
1967-12-20,277.453003,287.370148,0.363531
1967-12-21,281.619476,290.318176,0.000000
1967-12-22,281.465393,289.474365,0.000000
1967-12-23,279.149567,286.687927,0.000000
1967-12-24,276.684265,292.574524,0.000000
1967-12-25,283.987701,297.853241,0.000000
1967-12-26,279.214813,292.153931,0.000000
1967-12-27,268.289124,280.217163,13.132228
1967-12-28,258.222931,267.020660,7.808315
1967-12-29,259.244843,268.695038,1.627199
1967-12-30,262.678375,273.537109,0.000000
1967-12-31,270.905182,274.872925,3.401476
1968-01-01,274.532043,279.287384,0.000000
1968-01-02,271.219269,278.307434,0.000000
1968-01-03,275.407227,287.861023,0.000000
1968-01-04,273.305511,286.796814,0.000000
1968-01-05,275.007690,290.070160,0.000000
1968-01-06,276.322754,290.840271,0.000000
1968-01-07,286.666290,292.572845,2.696293
1968-01-08,283.652008,292.106232,1.151941
1968-01-09,276.029022,286.615051,0.675242
1968-01-10,274.040466,285.497803,0.000000
1968-01-11,274.016510,289.151672,0.000000
1968-01-12,274.400909,290.570892,0.000000
1968-01-13,274.570984,290.320129,0.000000
1968-01-14,274.417938,288.651855,0.000000
1968-01-15,276.503357,286.551910,3.631458
1968-01-16,276.111389,284.510590,70.389046
1968-01-17,272.775726,279.921021,3.737088
1968-01-18,269.260132,278.703644,0.000000
1968-01-19,266.768372,277.197266,0.000000
1968-01-20,267.921448,280.012329,0.000000
1968-01-21,269.981842,283.092529,0.000000
1968-01-22,269.879822,280.083008,0.000000
1968-01-23,271.189514,280.062103,0.000000
1968-01-24,272.547485,285.166138,0.000000
1968-01-25,272.023438,286.172455,0.000000
1968-01-26,275.871735,288.479431,0.000000
1968-01-27,277.783264,296.020294,0.000000
1968-01-28,278.686066,296.411896,0.000000
1968-01-29,282.074493,296.756866,0.000000
1968-01-30,284.281219,298.720673,0.000000
1968-01-31,280.265137,293.539856,0.000000
1968-02-01,275.129974,291.812408,0.000000
1968-02-02,286.069702,299.448761,0.743140
1968-02-03,277.233643,293.381989,9.719430
1968-02-04,274.027374,280.019653,0.000000
1968-02-05,271.592896,283.947327,0.000000
1968-02-06,272.686157,288.746918,0.000000
1968-02-07,276.208923,289.332916,0.000000
1968-02-08,275.649689,291.861664,0.000000
1968-02-09,277.953156,295.107269,0.000000
1968-02-10,278.460846,295.155792,0.000000
1968-02-11,283.652466,295.095703,0.930204
1968-02-12,286.771057,298.560028,3.811161
1968-02-13,284.257812,294.858612,2.370041
1968-02-14,283.553741,297.717865,0.419063
1968-02-15,280.506622,292.103424,0.000000
1968-02-16,275.632904,293.734253,0.000000
1968-02-17,280.510162,298.369965,0.000000
1968-02-18,281.138733,299.699280,0.000000
1968-02-19,282.025482,299.788544,0.000000
1968-02-20,286.636902,308.598053,0.000000
1968-02-21,273.198273,299.477783,0.000000
1968-02-22,269.349426,283.470673,0.000000
1968-02-23,277.176056,294.932739,0.000000
1968-02-24,283.327606,292.205841,0.000000
1968-02-25,273.578857,290.749298,0.000000
1968-02-26,276.386017,294.898621,0.000000
1968-02-27,278.274017,296.100006,0.000000
1968-02-28,283.466064,295.747467,10.583993
1968-02-29,277.991455,289.423431,5.291996
1968-03-01,272.516876,283.099396,0.000000
1968-03-02,269.878418,288.276489,0.000000
1968-03-03,278.801514,296.920410,0.000000
1968-03-04,283.033478,294.714783,0.396352
1968-03-05,280.924438,289.918243,0.000000
1968-03-06,278.546448,290.900696,0.000000
1968-03-07,280.177307,292.177399,0.000000
1968-03-08,280.052765,293.377014,0.000000
1968-03-09,279.263092,295.118286,0.000000
1968-03-10,280.941772,295.045227,0.000000
1968-03-11,284.509216,289.049957,13.805632
1968-03-12,284.661804,287.150452,31.195238
1968-03-13,286.371735,292.095490,0.483911
1968-03-14,281.359528,294.768219,0.000000
1968-03-15,284.158356,295.981384,0.000000
1968-03-16,287.439636,295.331024,0.817553
1968-03-17,289.558228,298.608551,3.506378
1968-03-18,288.355469,298.227203,2.161009
1968-03-19,284.249298,297.682678,17.510281
1968-03-20,279.575958,285.070648,0.975098
1968-03-21,275.223267,284.972565,0.000000
1968-03-22,277.940033,291.472961,0.000000
1968-03-23,278.124725,296.156067,0.304117
1968-03-24,282.330719,297.665863,0.000000
1968-03-25,287.733734,297.248779,3.739176
1968-03-26,290.079956,299.486023,2.885085
1968-03-27,284.477692,295.334869,0.000000
1968-03-28,280.136688,289.984222,0.000000
1968-03-29,279.318481,294.153320,0.000000
1968-03-30,285.959534,290.085358,0.000000
1968-03-31,284.008911,292.337799,0.000000
1968-04-01,282.691254,296.417938,0.000000
1968-04-02,285.805389,301.720795,0.000000
1968-04-03,288.296539,304.425293,0.000000
1968-04-04,289.987793,303.634827,0.000000
1968-04-05,291.672455,299.311981,0.785983
1968-04-06,291.040100,298.694672,14.359344
1968-04-07,289.619385,298.203247,4.799446
1968-04-08,284.072632,298.064941,0.000000
1968-04-09,283.720581,294.871582,0.000000
1968-04-10,285.758392,288.957794,0.000000
1968-04-11,282.603027,289.060394,16.870457
1968-04-12,286.922516,292.213379,24.619200
1968-04-13,281.569458,300.592529,0.000000
1968-04-14,286.880371,302.710815,0.000000
1968-04-15,290.662872,303.848389,0.000000
1968-04-16,293.162292,301.813873,1.460887
1968-04-17,284.539642,295.782928,0.000000
1968-04-18,279.851868,294.759003,0.000000
1968-04-19,284.607941,300.217255,0.000000
1968-04-20,287.658844,301.057678,0.000000
1968-04-21,293.549774,299.425049,0.000000
1968-04-22,293.266602,298.718658,0.000000
1968-04-23,293.265900,302.202637,2.762688
1968-04-24,287.920563,305.958313,0.000000
1968-04-25,289.679779,303.462524,0.000000
1968-04-26,292.429321,302.917847,0.433719
1968-04-27,292.593719,303.222504,0.000000
1968-04-28,291.839691,297.686096,18.841692
1968-04-29,287.781250,297.012665,3.962749
1968-04-30,283.415344,295.354431,0.000000
1968-05-01,284.347168,295.935242,0.000000
1968-05-02,286.630035,300.099365,1.260980
1968-05-03,290.015198,299.113373,1.934721
1968-05-04,288.284485,301.638977,0.000000
1968-05-05,288.032806,302.143188,0.000000
1968-05-06,287.778534,300.737946,0.000000
1968-05-07,292.618286,297.267456,2.080852
1968-05-08,292.711121,298.494263,0.000000
1968-05-09,291.490387,301.241577,0.000000
1968-05-10,290.730286,303.951416,0.516005
1968-05-11,292.972504,300.735352,10.426743
1968-05-12,293.196381,301.119171,17.592480
1968-05-13,293.118286,299.754425,5.288355
1968-05-14,292.884094,300.770813,0.000000
1968-05-15,290.907349,303.478271,0.000000
1968-05-16,288.729645,303.492584,0.750132
1968-05-17,290.257507,300.553741,9.466576
1968-05-18,292.229034,297.447632,27.824703
1968-05-19,292.188660,298.756195,10.743808
1968-05-20,293.016296,299.332275,0.000000
1968-05-21,291.739960,302.139648,0.000000
1968-05-22,291.341156,302.488800,0.961048
1968-05-23,291.687958,303.017426,0.000000
1968-05-24,291.434601,302.960114,0.000000
1968-05-25,292.658386,303.985382,0.000000
1968-05-26,293.419708,304.683777,0.000000
1968-05-27,295.001678,306.264771,3.893255
1968-05-28,295.946655,304.015503,3.508849
1968-05-29,295.294586,303.940186,6.621785
1968-05-30,291.068848,308.306580,0.398820
1968-05-31,294.964874,307.286957,12.424230
1968-06-01,295.349243,302.312653,9.548405
1968-06-02,291.584747,303.916840,0.000000
1968-06-03,291.635773,303.774231,0.000000
1968-06-04,291.659149,299.316833,9.696940
1968-06-05,293.810272,300.811096,9.997839
1968-06-06,294.180054,303.761536,1.486598
1968-06-07,295.497711,306.852844,0.000000
1968-06-08,295.358002,305.790863,0.444499
1968-06-09,294.682465,303.543793,0.978857
1968-06-10,293.706848,302.371979,3.594944
1968-06-11,291.726593,299.733002,24.100027
1968-06-12,296.278046,298.038239,21.701096
1968-06-13,296.319946,306.809143,3.708099
1968-06-14,295.763580,308.454041,0.000000
1968-06-15,295.744049,305.907654,0.408938
1968-06-16,296.494385,305.762482,0.470326
1968-06-17,296.331848,305.244904,0.000000
1968-06-18,294.864594,305.867401,0.000000
1968-06-19,295.222595,306.751556,0.000000
1968-06-20,295.901306,306.478729,0.000000
1968-06-21,295.398804,307.901306,0.000000
1968-06-22,295.709686,307.841248,0.000000
1968-06-23,295.498718,307.411407,0.000000
1968-06-24,295.707550,307.243256,0.000000
1968-06-25,296.645416,306.469574,0.000000
1968-06-26,295.426727,306.847198,0.000000
1968-06-27,294.450775,307.373138,0.000000
1968-06-28,295.399719,307.879517,0.000000
1968-06-29,295.929535,306.643982,12.330768
1968-06-30,294.826477,305.617798,8.280269
1968-07-01,293.926910,307.389893,1.928929
1968-07-02,295.854004,307.204071,0.576752
1968-07-03,295.092346,303.386047,21.080669
1968-07-04,296.230286,305.027710,0.000000
1968-07-05,294.697510,305.897797,0.000000
1968-07-06,295.049164,303.587585,5.782701
1968-07-07,294.394318,305.900940,0.000000
1968-07-08,294.294556,305.418610,0.000000
1968-07-09,294.508881,305.019562,0.000000
1968-07-10,296.609375,302.890198,36.802200
1968-07-11,296.700592,304.519135,8.907393
1968-07-12,292.723206,305.939636,0.000000
1968-07-13,292.530884,306.738739,0.000000
1968-07-14,296.093506,308.824982,0.000000
1968-07-15,297.558990,309.094086,0.000000
1968-07-16,295.419525,308.126648,0.000000
1968-07-17,295.220428,309.715271,0.000000
1968-07-18,296.084076,309.413849,0.000000
1968-07-19,295.502777,308.940796,0.755912
1968-07-20,295.261017,308.253510,0.000000
1968-07-21,295.596466,308.412872,0.000000
1968-07-22,296.672668,309.506378,0.000000
1968-07-23,295.374115,309.481445,0.000000
1968-07-24,295.684265,311.304932,0.000000
1968-07-25,298.520996,309.878082,0.000000
1968-07-26,297.278778,306.199066,2.670295
1968-07-27,296.071777,307.644836,0.000000
1968-07-28,296.465149,307.582153,0.000000
1968-07-29,295.646942,306.486237,1.479202
1968-07-30,293.172974,307.349396,0.000000
1968-07-31,295.057129,307.252808,0.572650
1968-08-01,299.839569,307.243225,1.925626
1968-08-02,296.927338,307.324951,0.646771
1968-08-03,298.458832,306.865540,0.000000
1968-08-04,296.705048,308.703522,0.000000
1968-08-05,297.720093,310.653290,0.000000
1968-08-06,300.269501,311.092590,0.429526
1968-08-07,299.723694,308.889465,1.219895
1968-08-08,297.961670,308.016022,0.000000
1968-08-09,296.511292,309.161133,0.000000
1968-08-10,297.453705,311.135284,0.000000
1968-08-11,297.924469,311.963043,0.000000
1968-08-12,298.235199,311.063049,0.287323
1968-08-13,299.035858,311.157379,4.317598
1968-08-14,297.586456,310.856750,0.000000
1968-08-15,297.112885,308.705383,0.795882
1968-08-16,297.160400,308.846100,0.000000
1968-08-17,296.769806,309.602478,0.000000
1968-08-18,297.344147,308.017792,0.000000
1968-08-19,296.851654,305.434448,0.000000
1968-08-20,296.317932,306.776825,0.000000
1968-08-21,296.615570,306.989594,0.000000
1968-08-22,296.680115,306.791412,1.571610
1968-08-23,295.256134,305.906494,0.000000
1968-08-24,294.274323,309.107666,0.000000
1968-08-25,294.849030,310.434113,0.000000
1968-08-26,294.334595,309.645508,0.000000
1968-08-27,294.835022,309.454681,0.000000
1968-08-28,296.129059,308.734924,0.000000
1968-08-29,296.583649,306.096649,9.480650
1968-08-30,296.059052,306.620697,0.000000
1968-08-31,293.333344,306.643433,0.000000
1968-09-01,294.092682,307.362122,0.000000
1968-09-02,292.994568,307.907104,0.000000
1968-09-03,293.580933,309.353638,0.000000
1968-09-04,295.670471,309.013763,0.000000
1968-09-05,294.182404,306.984467,0.000000
1968-09-06,291.713287,305.471375,0.000000
1968-09-07,291.752228,306.612457,0.000000
1968-09-08,293.370392,306.263428,0.000000
1968-09-09,293.726776,307.041931,0.000000
1968-09-10,295.359772,310.119110,0.000000
1968-09-11,297.774628,309.096863,2.418466
1968-09-12,296.047058,310.341553,0.000000
1968-09-13,294.805450,307.839111,0.000000
1968-09-14,295.498230,304.533295,1.477485
1968-09-15,292.522308,298.570984,16.033169
1968-09-16,293.715454,304.632324,1.991809
1968-09-17,292.733887,302.601654,1.954922
1968-09-18,293.601807,302.339386,2.866143
1968-09-19,292.803558,305.145813,0.000000
1968-09-20,294.875122,305.835541,1.555783
1968-09-21,295.712921,304.263763,1.981071
1968-09-22,287.213104,300.902161,0.000000
1968-09-23,282.773224,302.953735,0.000000
1968-09-24,284.985901,304.954437,0.000000
1968-09-25,286.468964,301.046906,0.000000
1968-09-26,284.192688,295.065063,0.000000
1968-09-27,284.026520,302.333893,0.000000
1968-09-28,287.217865,304.345581,0.000000
1968-09-29,291.728210,301.217468,0.000000
1968-09-30,292.183746,298.408661,14.561510
1968-10-01,291.087158,299.657196,52.946835
1968-10-02,289.286285,298.508667,65.050392
1968-10-03,290.425598,297.885681,39.177284
1968-10-04,291.803772,294.910858,2.300936
1968-10-05,291.198273,294.296997,15.361337
1968-10-06,292.540375,298.594666,7.274777
1968-10-07,290.359924,292.395630,16.673162
1968-10-08,291.110413,300.107178,28.268421
1968-10-09,291.752686,301.655243,3.551615
1968-10-10,288.922302,301.521210,4.146354
1968-10-11,288.755280,300.911224,0.000000
1968-10-12,289.445557,299.896484,0.000000
1968-10-13,290.690399,302.780640,0.397092
1968-10-14,291.293579,299.612305,7.802105
1968-10-15,292.521149,298.905151,26.689943
1968-10-16,292.550903,300.442169,7.997424
1968-10-17,290.060150,297.481598,1.515788
1968-10-18,283.050385,298.991302,0.000000
1968-10-19,287.006256,299.921967,0.000000
1968-10-20,284.620575,295.709595,0.000000
1968-10-21,280.668152,293.049103,0.000000
1968-10-22,279.818787,296.221588,0.000000
1968-10-23,283.130676,300.409149,0.000000
1968-10-24,285.296906,298.511566,0.000000
1968-10-25,283.435120,298.544434,0.000000
1968-10-26,286.962433,300.629913,0.000000
1968-10-27,284.711090,298.033020,0.000000
1968-10-28,286.048584,301.041962,0.000000
1968-10-29,284.936768,301.265961,0.000000
1968-10-30,287.355133,302.332825,0.000000
1968-10-31,287.303497,301.817291,0.000000
1968-11-01,287.030640,302.053131,0.000000
1968-11-02,286.303223,298.076813,0.000000
1968-11-03,280.007507,291.906494,0.000000
1968-11-04,277.189301,296.370392,0.000000
1968-11-05,280.596832,299.622925,0.000000
1968-11-06,281.631104,301.386749,0.000000
1968-11-07,287.591278,301.623383,0.000000
1968-11-08,287.020844,300.931030,0.000000
1968-11-09,289.838135,298.384918,0.875625
1968-11-10,277.271301,295.043030,0.000000
1968-11-11,277.507385,290.561432,0.000000
1968-11-12,280.324524,295.045258,0.000000
1968-11-13,277.668243,289.096985,0.000000
1968-11-14,279.552429,295.133026,0.000000
1968-11-15,285.645050,295.343384,4.975634
1968-11-16,276.616760,284.461365,2.164175
1968-11-17,280.312378,280.659790,0.000000
1968-11-18,284.660950,291.136993,2.659815
1968-11-19,285.754517,294.253326,12.543939
1968-11-20,289.184723,296.387787,8.891414
1968-11-21,288.687408,292.991394,1.167249
1968-11-22,280.378815,292.711670,23.160231
1968-11-23,275.908569,282.677917,3.086076
1968-11-24,274.101135,279.199951,0.000000
1968-11-25,276.708282,286.832886,0.000000
1968-11-26,278.286377,294.861298,0.000000
1968-11-27,284.388000,295.742615,0.000000
1968-11-28,282.559143,299.129944,0.000000
1968-11-29,281.166565,298.950836,0.000000
1968-11-30,286.957428,294.038422,0.564088
1968-12-01,287.039246,290.512329,6.213460
1968-12-02,289.020081,295.304230,7.612171
1968-12-03,280.432068,295.201324,3.114987
1968-12-04,273.059204,282.457977,0.000000
1968-12-05,271.532013,286.485931,0.000000
1968-12-06,274.873505,286.175293,0.000000
1968-12-07,276.636475,290.215149,0.000000
1968-12-08,277.306671,290.602081,0.000000
1968-12-09,277.594360,290.643311,0.464117
1968-12-10,277.488983,283.326111,7.491577
