#Variables:
#tasmin_BNU-ESM_historical(K):Daily Minimum Near-Surface Air Temperature
#tasmax_BNU-ESM_historical(K):Daily Maximum Near-Surface Air Temperature
#pr_BNU-ESM_historical(mm):Precipitation
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.5312, Longitude:-98.4683) "
#Original Data File(s):
#agg_macav2metdata_tasmin_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmax_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_BNU-ESM_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
"yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)"
""
yyyy-mm-dd,tasmin_BNU-ESM_historical(K),tasmax_BNU-ESM_historical(K),pr_BNU-ESM_historical(mm)
1964-10-11,291.009216,306.605103,0.000000
1964-10-12,294.065430,307.486603,0.000000
1964-10-13,294.466156,305.730438,0.000000
1964-10-14,294.715576,304.477478,5.769296
1964-10-15,293.872894,303.284210,3.921918
1964-10-16,292.195404,300.375946,14.035028
1964-10-17,292.458221,299.678192,42.771122
1964-10-18,286.202271,297.483551,0.000000
1964-10-19,282.454193,292.500122,0.000000
1964-10-20,283.731995,294.540680,0.000000
1964-10-21,286.354309,297.087189,0.000000
1964-10-22,287.753387,297.859070,1.664463
1964-10-23,289.677032,301.481506,1.395709
1964-10-24,287.873535,300.072998,0.000000
1964-10-25,279.618622,295.062500,0.000000
1964-10-26,279.640869,299.935638,0.000000
1964-10-27,284.690582,300.910675,0.000000
1964-10-28,281.146515,298.906952,0.000000
1964-10-29,280.171326,296.178101,0.000000
1964-10-30,284.573425,301.585938,0.000000
1964-10-31,285.146729,297.611298,0.401836
1964-11-01,278.965027,294.829315,0.000000
1964-11-02,283.947388,296.709412,0.000000
1964-11-03,286.705994,294.286987,0.000000
1964-11-04,282.960297,295.192474,0.000000
1964-11-05,285.277252,300.826660,0.000000
1964-11-06,285.451904,301.122192,0.000000
1964-11-07,288.061768,298.203278,0.548549
1964-11-08,289.730865,297.764923,0.565159
1964-11-09,277.604156,295.126251,0.000000
1964-11-10,276.938385,295.280731,0.000000
1964-11-11,285.435791,295.007568,2.574973
1964-11-12,276.687012,292.038177,0.000000
1964-11-13,281.383667,286.064545,8.518974
1964-11-14,285.131775,293.599579,35.416393
1964-11-15,281.816040,288.897308,2.586959
1964-11-16,277.178375,287.044006,0.000000
1964-11-17,275.660919,289.607117,0.000000
1964-11-18,275.940216,294.506775,0.000000
1964-11-19,280.595734,296.666656,0.000000
1964-11-20,283.089020,291.890015,0.000000
1964-11-21,274.921570,287.751312,0.000000
1964-11-22,275.025452,293.117371,0.000000
1964-11-23,275.929626,296.242218,0.000000
1964-11-24,279.676117,297.769012,0.000000
1964-11-25,280.594269,299.669189,0.000000
1964-11-26,280.466248,295.693787,0.000000
1964-11-27,279.066071,297.385345,0.000000
1964-11-28,281.575500,292.979340,1.794766
1964-11-29,270.728577,285.012390,0.000000
1964-11-30,268.494202,284.266113,0.000000
1964-12-01,273.022400,285.613647,0.000000
1964-12-02,279.039154,289.611389,10.168221
1964-12-03,282.652710,288.929382,7.437335
1964-12-04,284.036591,292.109558,1.950937
1964-12-05,279.605591,289.469269,0.000000
1964-12-06,275.951233,283.435791,3.517106
1964-12-07,278.636597,290.465637,1.462147
1964-12-08,277.101410,289.334717,0.000000
1964-12-09,278.226929,291.529236,0.000000
1964-12-10,273.930267,287.890198,0.978469
1964-12-11,271.126465,284.869629,0.000000
1964-12-12,270.991699,290.011108,0.000000
1964-12-13,278.790375,287.968140,1.194733
1964-12-14,275.769257,285.800537,0.000000
1964-12-15,273.594879,289.594818,0.000000
1964-12-16,276.984070,290.863068,0.000000
1964-12-17,272.461212,286.461395,0.000000
1964-12-18,273.634308,289.104675,0.000000
1964-12-19,276.249084,291.510803,0.000000
1964-12-20,275.443085,287.323242,0.000000
1964-12-21,273.642883,282.512756,0.000000
1964-12-22,269.314331,280.166443,0.000000
1964-12-23,269.618195,284.113983,0.000000
1964-12-24,270.313629,286.030975,0.000000
1964-12-25,272.436493,288.063965,0.000000
1964-12-26,276.009979,289.782440,0.000000
1964-12-27,274.123260,284.109070,0.000000
1964-12-28,268.488617,286.056610,0.000000
1964-12-29,274.861206,291.638336,0.000000
1964-12-30,277.166656,291.794617,0.000000
1964-12-31,285.571350,296.135559,1.367563
1965-01-01,283.922302,295.696411,0.883354
1965-01-02,283.508240,294.541138,0.332809
1965-01-03,276.264252,291.121063,0.000000
1965-01-04,270.509521,279.783752,0.000000
1965-01-05,267.518311,278.086548,0.000000
1965-01-06,273.516174,285.835602,0.000000
1965-01-07,277.733765,287.787140,8.627081
1965-01-08,274.834106,289.727539,0.639289
1965-01-09,268.982269,282.307739,0.000000
1965-01-10,271.262299,281.536530,0.000000
1965-01-11,270.790222,278.558228,0.000000
1965-01-12,270.443787,278.856720,0.000000
1965-01-13,272.784027,278.763489,0.000000
1965-01-14,272.976746,280.138306,0.000000
1965-01-15,273.498199,281.898743,0.000000
1965-01-16,272.469269,285.047424,0.000000
1965-01-17,272.458130,288.023712,0.000000
1965-01-18,279.144348,290.613464,0.000000
1965-01-19,282.116089,294.891357,0.000000
1965-01-20,279.458923,291.756287,0.000000
1965-01-21,275.575012,294.281647,0.000000
1965-01-22,279.228973,294.157471,0.000000
1965-01-23,275.039429,292.066620,0.000000
1965-01-24,282.946991,294.728027,0.000000
1965-01-25,278.624023,293.635986,0.000000
1965-01-26,276.395081,296.194611,0.000000
1965-01-27,283.284607,292.661926,0.000000
1965-01-28,274.345306,289.464844,0.000000
1965-01-29,275.547791,289.857361,0.000000
1965-01-30,272.432251,288.574493,0.000000
1965-01-31,275.648834,297.217316,0.000000
1965-02-01,279.631989,291.242889,0.000000
1965-02-02,272.798767,290.691589,0.000000
1965-02-03,280.272736,298.517426,0.000000
1965-02-04,278.406219,295.496307,0.000000
1965-02-05,278.034027,290.494049,14.220786
1965-02-06,279.484253,287.721405,16.727259
1965-02-07,273.578094,285.459351,1.338188
1965-02-08,272.722168,282.369324,0.482141
1965-02-09,274.974640,283.434692,26.013298
1965-02-10,266.819794,273.020996,2.635590
1965-02-11,264.232849,275.310211,0.000000
1965-02-12,265.107300,280.105072,0.000000
1965-02-13,269.498688,278.656403,0.000000
1965-02-14,270.446533,279.496277,0.000000
1965-02-15,272.061157,284.947784,0.000000
1965-02-16,275.193024,283.350739,0.000000
1965-02-17,277.556976,283.428406,0.886538
1965-02-18,278.294250,283.302002,0.873506
1965-02-19,277.857544,283.836151,0.000000
1965-02-20,273.657654,283.238190,1.427254
1965-02-21,275.871826,282.542358,13.508438
1965-02-22,270.734863,276.284729,1.579139
1965-02-23,274.874664,283.005859,0.000000
1965-02-24,274.530762,286.583405,0.000000
1965-02-25,273.257782,290.010956,0.000000
1965-02-26,273.792297,290.790466,0.000000
1965-02-27,278.639832,289.464752,0.000000
1965-02-28,277.574951,291.632629,0.000000
1965-03-01,277.387024,293.634766,0.000000
1965-03-02,277.279388,292.580719,0.000000
1965-03-03,279.778259,296.094147,0.000000
1965-03-04,281.605103,293.003326,0.000000
1965-03-05,276.710785,290.746796,0.000000
1965-03-06,277.575073,298.514832,0.000000
1965-03-07,282.306549,301.721527,0.000000
1965-03-08,285.169006,301.836914,0.000000
1965-03-09,282.325226,296.035339,0.000000
1965-03-10,286.200226,296.505646,0.396352
1965-03-11,286.356384,300.420502,0.000000
1965-03-12,283.152618,295.607178,0.000000
1965-03-13,282.610687,294.590546,11.180884
1965-03-14,281.105652,293.012512,0.000000
1965-03-15,278.241211,296.610565,0.000000
1965-03-16,286.413666,296.601166,2.829155
1965-03-17,285.615021,295.199829,3.779465
1965-03-18,282.179810,291.850128,0.000000
1965-03-19,278.020111,299.079407,0.000000
1965-03-20,282.785278,296.171234,0.000000
1965-03-21,280.774750,297.879761,0.000000
1965-03-22,277.940033,296.731140,0.000000
1965-03-23,281.907562,302.985718,0.000000
1965-03-24,286.736145,302.385132,0.000000
1965-03-25,280.964630,302.144958,0.000000
1965-03-26,289.301178,301.980255,0.000000
1965-03-27,284.259644,299.216461,0.000000
1965-03-28,277.818665,290.085358,0.000000
1965-03-29,272.199158,295.485138,0.304117
1965-03-30,283.158173,303.561005,0.000000
1965-03-31,285.760956,305.170380,0.000000
1965-04-01,285.882477,303.671783,0.000000
1965-04-02,290.529816,303.016571,0.850933
1965-04-03,281.576752,294.158112,0.000000
1965-04-04,276.079102,294.708862,0.000000
1965-04-05,284.177490,303.944366,0.000000
1965-04-06,287.961182,305.763153,0.000000
1965-04-07,286.798401,306.761902,0.000000
1965-04-08,287.307281,305.379364,0.000000
1965-04-09,287.591919,304.790039,0.000000
1965-04-10,285.080017,301.675385,0.000000
1965-04-11,282.328339,291.401123,0.000000
1965-04-12,281.377686,298.429199,0.000000
1965-04-13,284.249573,299.697571,0.000000
1965-04-14,290.001404,301.474945,1.169700
1965-04-15,287.334686,301.747284,3.844484
1965-04-16,285.236816,296.379181,0.000000
1965-04-17,283.148346,290.541107,0.000000
1965-04-18,280.890533,297.522278,0.000000
1965-04-19,284.961182,302.562164,0.000000
1965-04-20,287.031860,304.053986,0.000000
1965-04-21,290.490692,304.215088,0.000000
1965-04-22,289.208801,305.512878,0.000000
1965-04-23,288.747192,305.298187,1.523119
1965-04-24,286.483734,301.112091,3.057320
1965-04-25,286.313232,304.861328,0.000000
1965-04-26,289.130951,304.018646,0.000000
1965-04-27,285.959656,302.168945,0.000000
1965-04-28,286.679413,302.120300,0.000000
1965-04-29,287.390808,299.510620,0.000000
1965-04-30,284.349915,301.121338,0.000000
1965-05-01,286.836487,303.785736,0.000000
1965-05-02,289.799774,306.360626,0.000000
1965-05-03,290.551727,305.795929,0.000000
1965-05-04,290.021790,304.658234,0.000000
1965-05-05,290.331451,303.230652,0.000000
1965-05-06,288.569397,300.990631,8.994149
1965-05-07,289.826599,301.038177,0.000000
1965-05-08,287.310516,301.934265,0.000000
1965-05-09,286.226624,301.333527,0.000000
1965-05-10,289.700958,306.907745,0.000000
1965-05-11,294.928528,311.480469,0.000000
1965-05-12,292.121307,310.113953,0.000000
1965-05-13,290.856812,303.020447,8.444917
1965-05-14,292.335815,297.329193,0.366331
1965-05-15,291.471130,298.549835,0.000000
1965-05-16,291.351501,298.904541,0.000000
1965-05-17,289.138550,299.755798,0.000000
1965-05-18,290.068420,301.205231,0.000000
1965-05-19,292.231323,300.499969,0.000000
1965-05-20,293.062866,302.279114,0.000000
1965-05-21,293.414032,303.263214,0.000000
1965-05-22,293.731323,306.290833,0.296790
1965-05-23,295.082642,306.142273,0.000000
1965-05-24,293.974121,304.614471,6.332274
1965-05-25,293.910400,306.666443,0.783057
1965-05-26,293.320557,306.164490,4.717418
1965-05-27,289.804504,300.332428,0.000000
1965-05-28,293.742493,303.494354,3.544682
1965-05-29,293.551208,305.273590,0.290034
1965-05-30,291.980286,304.603546,11.587223
1965-05-31,293.461609,305.101562,1.140365
1965-06-01,294.430237,303.941956,5.593148
1965-06-02,291.888275,302.596161,0.000000
1965-06-03,290.605286,303.566223,0.000000
1965-06-04,289.542725,305.392792,0.000000
1965-06-05,292.229523,306.707123,0.000000
1965-06-06,293.348206,310.218109,0.000000
1965-06-07,294.885468,311.401672,0.000000
1965-06-08,294.814056,311.040161,4.540936
1965-06-09,295.143188,304.285309,21.701096
1965-06-10,295.424622,303.053986,20.440920
1965-06-11,296.243195,300.951569,23.810886
1965-06-12,294.041534,301.131195,3.512775
1965-06-13,293.503448,301.798248,1.078035
1965-06-14,292.581177,303.696625,0.000000
1965-06-15,293.227173,302.417084,2.234707
1965-06-16,293.227783,296.170593,32.725021
1965-06-17,293.482361,297.694916,44.480175
1965-06-18,293.770294,295.387939,42.582893
1965-06-19,293.925323,301.904083,16.885868
1965-06-20,294.891693,302.148560,5.777703
1965-06-21,295.196625,300.812714,27.695040
1965-06-22,295.770294,305.211670,7.619761
1965-06-23,296.411560,307.648926,0.000000
1965-06-24,296.685577,308.436981,0.000000
1965-06-25,296.943695,309.865051,0.000000
1965-06-26,296.861328,310.345917,0.000000
1965-06-27,296.711945,309.413696,0.000000
1965-06-28,295.505920,307.997833,0.752692
1965-06-29,294.142944,307.053436,0.000000
1965-06-30,294.405060,306.948395,0.000000
1965-07-01,295.225006,307.405426,1.569506
1965-07-02,295.656464,307.098785,0.741418
1965-07-03,295.075653,306.872955,0.480023
1965-07-04,295.370026,306.029388,6.062371
1965-07-05,296.596527,305.598450,19.150600
1965-07-06,295.663818,300.151642,152.131439
1965-07-07,295.451263,301.475861,92.710457
1965-07-08,296.364166,304.916351,17.212080
1965-07-09,295.557526,304.445648,6.716862
1965-07-10,296.332581,304.255402,3.864492
1965-07-11,295.335541,305.774231,4.649548
1965-07-12,295.428680,306.931549,0.000000
1965-07-13,295.589752,307.222321,0.000000
1965-07-14,295.115997,309.165375,0.000000
1965-07-15,295.733887,309.550598,0.000000
1965-07-16,296.213837,308.122437,0.000000
1965-07-17,294.768066,305.246429,0.000000
1965-07-18,294.728210,305.642456,0.000000
1965-07-19,294.418915,306.914886,0.000000
1965-07-20,294.230469,308.091583,0.000000
1965-07-21,295.067413,309.139954,0.000000
1965-07-22,295.916534,310.574463,0.000000
1965-07-23,296.383484,311.157501,0.000000
1965-07-24,296.628479,310.499023,0.000000
1965-07-25,295.636475,308.987122,0.000000
1965-07-26,295.358246,307.318512,0.000000
1965-07-27,295.693604,306.768341,0.000000
1965-07-28,295.286652,306.081940,0.000000
1965-07-29,295.629181,306.679993,0.000000
1965-07-30,295.159119,306.891754,0.000000
1965-07-31,294.654816,306.389801,0.284668
1965-08-01,293.904785,306.399750,0.000000
1965-08-02,294.382172,306.819031,0.000000
1965-08-03,294.665558,308.043640,0.000000
1965-08-04,294.389252,310.537628,0.000000
1965-08-05,294.624756,310.204468,0.000000
1965-08-06,294.616882,308.414154,0.295290
1965-08-07,294.892273,306.926453,0.000000
1965-08-08,295.239655,308.754059,0.781514
1965-08-09,295.488983,309.876984,0.000000
1965-08-10,295.716095,309.173492,6.619169
1965-08-11,295.365845,307.059723,1.151282
1965-08-12,294.686523,305.957214,0.664472
1965-08-13,292.952454,305.223480,0.366240
1965-08-14,294.315765,303.968140,1.143810
1965-08-15,295.070038,303.451904,2.870461
1965-08-16,294.666382,303.344574,1.401572
1965-08-17,294.722717,302.445618,3.281300
1965-08-18,295.089508,303.236115,0.307068
1965-08-19,293.869812,303.968384,0.000000
1965-08-20,293.699219,306.038147,0.000000
1965-08-21,294.088989,307.481873,0.000000
1965-08-22,294.351135,308.560486,0.000000
1965-08-23,294.851593,307.818817,0.000000
1965-08-24,294.719757,308.516449,0.000000
1965-08-25,295.563782,309.593323,0.000000
1965-08-26,295.597290,310.102417,4.394776
1965-08-27,295.413452,309.189545,1.275859
1965-08-28,295.401337,307.587524,6.123281
1965-08-29,295.057556,305.537231,12.603455
1965-08-30,294.739502,304.380585,4.659976
1965-08-31,294.628235,305.102570,2.449380
1965-09-01,294.769012,307.032013,0.818778
1965-09-02,293.690094,306.788788,0.531256
1965-09-03,293.037170,306.196777,0.000000
1965-09-04,293.219635,306.242310,0.000000
1965-09-05,293.077271,305.473694,0.433967
1965-09-06,292.108643,304.432220,0.000000
1965-09-07,292.201263,304.267303,0.000000
1965-09-08,292.757721,307.366638,0.000000
1965-09-09,293.648193,310.087341,0.000000
1965-09-10,291.018890,308.655029,0.964919
1965-09-11,292.602386,305.179474,0.000000
1965-09-12,289.343445,304.911041,0.000000
1965-09-13,290.265808,305.641205,0.000000
1965-09-14,291.285919,305.971283,0.000000
1965-09-15,293.809692,305.468414,0.000000
1965-09-16,294.906067,304.875671,3.351034
1965-09-17,293.722870,304.098145,0.000000
1965-09-18,293.525635,303.734283,0.000000
1965-09-19,294.502625,303.420685,0.000000
1965-09-20,293.905334,302.572601,1.843536
1965-09-21,293.735229,301.444244,0.815311
1965-09-22,291.330292,302.506805,0.807341
1965-09-23,290.609650,303.775208,0.000000
1965-09-24,290.874176,304.887177,0.000000
1965-09-25,292.147552,306.131104,0.000000
1965-09-26,293.171265,306.399078,0.000000
1965-09-27,293.909698,306.035126,0.000000
1965-09-28,294.874939,307.732025,4.630076
1965-09-29,294.466339,307.134491,1.784002
1965-09-30,292.695465,301.447021,19.757137
1965-10-01,291.086914,298.434326,16.907707
1965-10-02,291.555603,299.756378,0.000000
1965-10-03,286.463104,299.895050,0.000000
1965-10-04,285.393463,300.745331,0.000000
1965-10-05,286.938660,299.003845,0.000000
1965-10-06,286.143372,297.901093,0.000000
1965-10-07,284.223450,299.815369,0.000000
1965-10-08,287.308258,298.444244,0.000000
1965-10-09,280.864288,295.132324,0.000000
1965-10-10,278.173706,295.609528,0.000000
1965-10-11,280.060242,298.195953,0.000000
1965-10-12,281.407623,299.870850,0.000000
1965-10-13,283.076813,303.914642,0.000000
1965-10-14,286.664429,302.799377,0.000000
1965-10-15,289.631989,301.520508,0.000000
1965-10-16,290.407074,305.046570,1.473527
1965-10-17,290.536926,304.715881,0.000000
1965-10-18,289.865326,304.796570,0.000000
1965-10-19,290.685669,304.917755,0.581461
1965-10-20,289.930878,304.968933,0.000000
1965-10-21,287.863434,304.515015,0.000000
1965-10-22,289.442139,304.820251,0.000000
1965-10-23,290.162201,305.642181,0.000000
1965-10-24,290.903351,304.273651,0.996819
1965-10-25,289.866821,299.438141,0.000000
1965-10-26,286.229309,299.625092,0.000000
1965-10-27,288.952911,298.247375,7.813384
1965-10-28,292.875732,300.722565,1.592943
1965-10-29,293.324799,301.771637,0.320621
1965-10-30,291.388153,302.284393,0.000000
1965-10-31,290.157104,301.656647,0.000000
1965-11-01,291.935364,301.728333,2.926006
1965-11-02,291.305176,301.578308,0.000000
1965-11-03,292.064911,303.300323,0.907093
1965-11-04,291.018158,301.468231,4.559246
1965-11-05,281.548920,293.561615,0.000000
1965-11-06,284.523865,296.241150,0.000000
1965-11-07,285.333435,295.747650,3.741622
1965-11-08,273.310028,286.664368,0.000000
1965-11-09,270.852631,283.664337,0.000000
1965-11-10,269.886047,287.001587,0.000000
1965-11-11,271.093384,291.545837,0.000000
1965-11-12,276.094971,290.079620,0.000000
1965-11-13,274.818085,288.048035,0.000000
1965-11-14,272.547424,290.050018,0.000000
1965-11-15,275.641785,293.447052,0.000000
1965-11-16,276.829376,293.044312,0.000000
1965-11-17,281.129456,293.356537,0.000000
1965-11-18,279.684967,293.677582,0.000000
1965-11-19,280.030579,290.676270,0.000000
1965-11-20,273.342560,286.801147,0.000000
1965-11-21,271.137726,289.968689,0.000000
1965-11-22,276.257080,293.589508,0.544631
1965-11-23,275.393402,289.228973,0.000000
1965-11-24,274.674164,292.808228,0.000000
1965-11-25,276.699127,297.143616,0.000000
1965-11-26,276.609955,297.016205,0.000000
1965-11-27,276.608734,297.132812,0.000000
1965-11-28,278.974854,297.083313,0.000000
1965-11-29,280.317169,297.159851,0.000000
1965-11-30,277.939026,297.261932,0.000000
1965-12-01,278.289276,298.855682,0.000000
1965-12-02,280.382996,300.640839,1.013877
1965-12-03,282.473358,296.957367,0.000000
1965-12-04,280.010803,291.387451,0.000000
1965-12-05,274.866180,292.130615,0.000000
1965-12-06,275.541901,296.164856,0.000000
1965-12-07,277.286743,295.476624,0.000000
1965-12-08,276.951141,293.821106,0.000000
1965-12-09,276.194397,294.995026,0.000000
1965-12-10,277.428314,296.930939,0.000000
1965-12-11,281.954254,295.524780,0.000000
1965-12-12,276.320770,297.277985,0.000000
1965-12-13,285.238922,299.676178,0.000000
1965-12-14,282.583466,296.902100,0.000000
1965-12-15,272.243744,285.351807,0.000000
1965-12-16,268.062622,289.310455,0.000000
1965-12-17,277.598877,294.579803,0.415353
1965-12-18,274.650513,287.989594,0.000000
1965-12-19,273.034668,294.506714,0.000000
1965-12-20,278.982269,293.508209,0.000000
1965-12-21,273.241577,290.575836,0.000000
1965-12-22,277.080475,295.766388,0.000000
1965-12-23,274.850891,295.878998,0.000000
1965-12-24,279.872437,295.850250,0.000000
1965-12-25,281.702271,298.149933,0.000000
1965-12-26,285.691193,299.139709,0.000000
1965-12-27,282.574615,293.516602,0.000000
1965-12-28,276.610077,293.559357,0.000000
1965-12-29,278.606110,294.151489,0.000000
1965-12-30,283.541412,300.468964,0.000000
1965-12-31,284.685059,301.099579,0.000000
1966-01-01,283.705536,303.498383,0.735901
1966-01-02,286.057098,303.352783,0.000000
1966-01-03,278.878113,297.338806,0.000000
1966-01-04,274.519379,290.544983,0.000000
1966-01-05,276.954163,289.524414,0.000000
1966-01-06,274.295349,292.562012,0.000000
1966-01-07,277.791534,295.771820,0.000000
1966-01-08,279.943512,297.959106,0.000000
1966-01-09,279.906494,300.097870,0.000000
1966-01-10,281.033173,298.312805,0.000000
1966-01-11,279.945038,298.033783,0.000000
1966-01-12,282.559814,295.974243,0.000000
1966-01-13,281.610992,298.362274,0.000000
1966-01-14,281.585541,302.231018,0.000000
1966-01-15,281.874939,303.187988,0.000000
1966-01-16,283.621582,301.998138,0.000000
1966-01-17,283.748718,297.858612,0.000000
1966-01-18,278.037506,297.419800,0.000000
1966-01-19,280.484344,292.752991,0.000000
1966-01-20,273.135742,289.057861,0.000000
1966-01-21,271.574646,285.640503,0.000000
1966-01-22,275.212738,295.275146,0.000000
1966-01-23,278.711578,298.494995,0.000000
1966-01-24,280.681763,299.269379,0.000000
1966-01-25,282.624207,300.154266,0.000000
1966-01-26,284.093781,301.095062,0.885242
1966-01-27,286.654114,301.285126,0.000000
1966-01-28,284.683411,298.989716,0.000000
1966-01-29,280.220947,295.278839,0.000000
1966-01-30,275.638916,291.792389,0.000000
1966-01-31,276.285919,291.095428,0.000000
1966-02-01,283.068359,290.342407,4.869318
1966-02-02,285.174500,292.532288,7.798762
1966-02-03,278.856415,290.236298,4.486187
1966-02-04,275.975372,281.986267,0.000000
1966-02-05,273.112427,283.012817,0.000000
1966-02-06,273.247528,280.157837,0.000000
1966-02-07,272.075226,277.856445,0.000000
1966-02-08,272.362854,283.111969,0.000000
1966-02-09,273.256073,288.746918,0.000000
1966-02-10,275.199646,291.275879,0.000000
1966-02-11,275.611206,294.065979,0.000000
1966-02-12,275.705994,289.845215,0.000000
1966-02-13,276.204224,287.665955,0.000000
1966-02-14,278.134125,291.584198,0.000000
1966-02-15,280.745941,293.508911,0.000000
1966-02-16,286.024841,292.370728,1.808244
1966-02-17,287.483917,297.735779,3.183455
1966-02-18,284.446228,295.197815,0.000000
1966-02-19,279.337830,293.204803,0.000000
1966-02-20,280.068909,298.964783,0.000000
1966-02-21,280.935455,293.766846,0.000000
1966-02-22,276.806732,296.169128,0.000000
1966-02-23,282.805542,295.879120,0.000000
1966-02-24,283.951294,295.106903,15.768012
1966-02-25,281.083435,290.285583,25.186565
1966-02-26,277.952728,286.043762,3.354786
1966-02-27,283.396637,295.097473,1.067909
1966-02-28,285.377655,294.990234,0.000000
1966-03-01,288.178833,298.481354,0.436377
1966-03-02,288.510406,296.217285,1.180394
1966-03-03,287.825165,298.884613,0.000000
1966-03-04,286.770630,295.413788,0.000000
1966-03-05,281.229187,290.506897,0.000000
1966-03-06,279.692841,292.625488,0.000000
1966-03-07,277.852661,296.054352,0.000000
1966-03-08,288.843414,299.169281,0.000000
1966-03-09,291.279755,302.263977,0.000000
1966-03-10,291.401672,299.860138,3.990341
1966-03-11,281.531281,294.460358,0.606883
1966-03-12,277.956635,292.529480,0.000000
1966-03-13,283.132812,295.063385,0.000000
1966-03-14,287.172668,296.903412,10.834617
1966-03-15,287.317078,299.471832,0.000000
1966-03-16,284.316559,298.497131,0.000000
1966-03-17,280.635101,292.748047,0.000000
1966-03-18,283.720001,294.896210,0.000000
1966-03-19,290.198212,303.946045,0.000000
1966-03-20,289.472443,303.098297,0.000000
1966-03-21,286.461517,300.298004,0.000000
1966-03-22,286.943481,297.736633,0.000000
1966-03-23,281.715179,296.417419,0.000000
1966-03-24,283.625458,299.485352,0.000000
1966-03-25,285.060852,303.341827,0.000000
1966-03-26,291.083496,304.356110,0.000000
1966-03-27,292.224823,304.313202,0.000000
1966-03-28,289.357574,304.214142,0.000000
1966-03-29,280.353088,295.435699,0.000000
1966-03-30,284.493469,302.772186,0.000000
1966-03-31,292.089050,303.898834,0.000000
1966-04-01,288.781067,305.276031,0.000000
1966-04-02,288.603668,304.697754,0.000000
1966-04-03,290.405609,304.267273,0.000000
1966-04-04,284.231293,297.855835,0.000000
1966-04-05,283.135010,299.315002,0.000000
1966-04-06,285.287231,303.951752,0.000000
1966-04-07,286.191040,304.547058,0.000000
1966-04-08,289.701324,303.620148,0.000000
1966-04-09,291.071259,301.799896,0.000000
1966-04-10,291.325409,302.372223,0.316301
1966-04-11,291.254089,301.317535,0.875977
1966-04-12,288.939697,294.848816,0.000000
1966-04-13,288.776550,294.768799,11.998631
1966-04-14,291.222900,301.691833,0.833605
1966-04-15,289.457397,299.523804,0.000000
1966-04-16,288.465820,295.104462,18.004616
1966-04-17,287.889465,295.194550,1.213657
1966-04-18,286.387543,298.621857,0.000000
1966-04-19,286.399811,301.859070,0.000000
1966-04-20,287.606079,306.789856,0.000000
1966-04-21,294.126556,310.242279,0.000000
1966-04-22,293.127838,310.340942,0.000000
1966-04-23,293.159302,309.206177,0.000000
1966-04-24,288.890747,303.649261,0.000000
1966-04-25,288.839325,303.490021,1.448402
1966-04-26,292.411591,301.000549,3.319298
1966-04-27,294.027557,303.862518,0.000000
1966-04-28,292.694153,304.353821,0.000000
1966-04-29,292.902313,303.726807,0.000000
1966-04-30,292.731903,306.764374,0.000000
1966-05-01,293.769623,305.308533,0.000000
1966-05-02,292.535126,303.330261,0.000000
1966-05-03,293.694031,305.841217,0.000000
1966-05-04,294.893311,305.016815,0.000000
1966-05-05,293.189819,305.337891,6.330316
1966-05-06,290.731537,304.185638,0.000000
1966-05-07,293.621399,303.154175,0.000000
1966-05-08,294.616150,301.703247,0.000000
1966-05-09,293.671021,299.969727,8.353375
1966-05-10,293.864288,302.228638,24.760855
1966-05-11,294.039398,305.611786,0.000000
1966-05-12,294.680206,305.801117,0.000000
1966-05-13,295.675751,305.819855,9.044237
1966-05-14,294.662994,304.301636,6.224681
1966-05-15,296.811340,302.591644,0.000000
1966-05-16,295.528015,302.578979,0.961048
1966-05-17,294.352020,302.968872,0.000000
1966-05-18,291.844421,303.573425,0.000000
1966-05-19,293.023529,304.771057,0.000000
1966-05-20,294.480438,303.644653,11.228604
1966-05-21,293.631409,301.447815,0.000000
1966-05-22,293.138885,303.182648,0.000000
1966-05-23,295.163361,304.493500,0.000000
1966-05-24,296.041412,307.276978,0.000000
1966-05-25,297.624390,307.098389,0.000000
1966-05-26,297.227570,307.872009,0.000000
1966-05-27,297.403229,309.464508,0.000000
1966-05-28,297.233765,309.162567,0.000000
1966-05-29,299.434418,309.383118,0.000000
1966-05-30,295.855042,309.118652,3.876573
1966-05-31,296.948792,305.441742,0.747095
1966-06-01,294.608582,306.817596,0.000000
1966-06-02,295.917786,305.962189,1.174133
1966-06-03,295.612183,305.024170,0.455388
1966-06-04,295.960327,307.097931,0.292213
1966-06-05,294.582458,306.760376,9.638823
1966-06-06,291.166229,300.567261,0.000000
1966-06-07,293.693878,307.167938,0.293674
1966-06-08,295.212494,309.484802,0.000000
1966-06-09,294.102692,307.936523,0.000000
1966-06-10,292.751282,305.026947,0.000000
1966-06-11,290.487885,306.258362,0.000000
1966-06-12,293.275635,307.594391,0.000000
1966-06-13,296.703125,310.600189,0.000000
1966-06-14,294.808472,309.343018,5.576595
1966-06-15,294.899414,304.316437,0.923418
1966-06-16,294.420258,307.271790,0.000000
