#,----------------------------------,WARNING,----------------------------------------,,,,,,,,,,,
#,Some,of,the,data,that,you,have,obtained,from,this,U.S.,Geological,Survey,database
#,may,not,have,received,Director's,approval.,Any,such,data,values,are,qualified,,
#,as,provisional,and,are,subject,to,revision.,Provisional,data,are,released,on,the,
#,condition,that,neither,the,USGS,nor,the,United,States,Government,may,be,held,liable
#,for,any,damages,resulting,from,its,use.,,,,,,,
#,,,,,,,,,,,,,,
#,Additional,info:,https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,File-format,description:,https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,
#,Automated-retrieval,info:,https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,Contact:,gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,
#,retrieved:,6/9/2020,17:46:18,EDT,(vaww02),,,,,,,,,
#,,,,,,,,,,,,,,
#,Data,for,the,following,1,site(s),are,contained,in,this,file,,,
#,USGS,8192000,Nueces,Rv,bl,"Uvalde,",TX,,,,,,,
#,-----------------------------------------------------------------------------------,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#,Data,provided,for,site,8192000,,,,,,,,,
#,TS,parameter,statistic,Description,,,,,,,,,,
#,137106,60,3,"Discharge,",cubic,feet,per,second,(Mean),,,,,
#,137107,65,3,Gage,"height,",feet,(Mean),,,,,,,
#,173920,60,1,"Discharge,",cubic,feet,per,second,(Maximum),,,,,
#,173921,60,2,"Discharge,",cubic,feet,per,second,(Minimum),,,,,
#,,,,,,,,,,,,,,
#,Data-value,qualification,codes,included,in,this,output:,,,,,,,
#,,,,,,,,,,,,,,
#,A,Approved,for,publication,--,Processing,and,review,completed.,,,,,
#,P,Provisional,data,subject,to,revision.,,,,,,,,
#,e,Value,has,been,estimated.,,,,,,,,,
#,,,,,,,,,,,,,,
agency_cd,site_no,datetime,137106_00060_00003,137106_00060_00003_cd,137107_00065_00003,137107_00065_00003_cd,173920_00060_00001,173920_00060_00001_cd,173921_00060_00002,173921_00060_00002_cd,,,,
USGS,8192000,10/22/1967,27,A,,,,,,,,,,
USGS,8192000,10/23/1967,24,A,,,,,,,,,,
USGS,8192000,10/24/1967,24,A,,,,,,,,,,
USGS,8192000,10/25/1967,21,A,,,,,,,,,,
USGS,8192000,10/26/1967,20,A,,,,,,,,,,
USGS,8192000,10/27/1967,19,A,,,,,,,,,,
USGS,8192000,10/28/1967,18,A,,,,,,,,,,
USGS,8192000,10/29/1967,18,A,,,,,,,,,,
USGS,8192000,10/30/1967,21,A,,,,,,,,,,
USGS,8192000,10/31/1967,17,A,,,,,,,,,,
USGS,8192000,11/1/1967,16,A,,,,,,,,,,
USGS,8192000,11/2/1967,16,A,,,,,,,,,,
USGS,8192000,11/3/1967,15,A,,,,,,,,,,
USGS,8192000,11/4/1967,15,A,,,,,,,,,,
USGS,8192000,11/5/1967,15,A,,,,,,,,,,
USGS,8192000,11/6/1967,15,A,,,,,,,,,,
USGS,8192000,11/7/1967,17,A,,,,,,,,,,
USGS,8192000,11/8/1967,23,A,,,,,,,,,,
USGS,8192000,11/9/1967,29,A,,,,,,,,,,
USGS,8192000,11/10/1967,29,A,,,,,,,,,,
USGS,8192000,11/11/1967,126,A,,,,,,,,,,
USGS,8192000,11/12/1967,129,A,,,,,,,,,,
USGS,8192000,11/13/1967,128,A,,,,,,,,,,
USGS,8192000,11/14/1967,132,A,,,,,,,,,,
USGS,8192000,11/15/1967,133,A,,,,,,,,,,
USGS,8192000,11/16/1967,130,A,,,,,,,,,,
USGS,8192000,11/17/1967,127,A,,,,,,,,,,
USGS,8192000,11/18/1967,123,A,,,,,,,,,,
USGS,8192000,11/19/1967,118,A,,,,,,,,,,
USGS,8192000,11/20/1967,115,A,,,,,,,,,,
USGS,8192000,11/21/1967,113,A,,,,,,,,,,
USGS,8192000,11/22/1967,108,A,,,,,,,,,,
USGS,8192000,11/23/1967,105,A,,,,,,,,,,
USGS,8192000,11/24/1967,100,A,,,,,,,,,,
USGS,8192000,11/25/1967,95,A,,,,,,,,,,
USGS,8192000,11/26/1967,90,A,,,,,,,,,,
USGS,8192000,11/27/1967,85,A,,,,,,,,,,
USGS,8192000,11/28/1967,82,A,,,,,,,,,,
USGS,8192000,11/29/1967,82,A,,,,,,,,,,
USGS,8192000,11/30/1967,79,A,,,,,,,,,,
USGS,8192000,12/1/1967,79,A,,,,,,,,,,
USGS,8192000,12/2/1967,74,A,,,,,,,,,,
USGS,8192000,12/3/1967,72,A,,,,,,,,,,
USGS,8192000,12/4/1967,70,A,,,,,,,,,,
USGS,8192000,12/5/1967,69,A,,,,,,,,,,
USGS,8192000,12/6/1967,68,A,,,,,,,,,,
USGS,8192000,12/7/1967,72,A,,,,,,,,,,
USGS,8192000,12/8/1967,67,A,,,,,,,,,,
USGS,8192000,12/9/1967,64,A,,,,,,,,,,
USGS,8192000,12/10/1967,60,A,,,,,,,,,,
USGS,8192000,12/11/1967,61,A,,,,,,,,,,
USGS,8192000,12/12/1967,60,A,,,,,,,,,,
USGS,8192000,12/13/1967,58,A,,,,,,,,,,
USGS,8192000,12/14/1967,56,A,,,,,,,,,,
USGS,8192000,12/15/1967,58,A,,,,,,,,,,
USGS,8192000,12/16/1967,55,A,,,,,,,,,,
USGS,8192000,12/17/1967,54,A,,,,,,,,,,
USGS,8192000,12/18/1967,54,A,,,,,,,,,,
USGS,8192000,12/19/1967,52,A,,,,,,,,,,
USGS,8192000,12/20/1967,52,A,,,,,,,,,,
USGS,8192000,12/21/1967,50,A,,,,,,,,,,
USGS,8192000,12/22/1967,49,A,,,,,,,,,,
USGS,8192000,12/23/1967,48,A,,,,,,,,,,
USGS,8192000,12/24/1967,47,A,,,,,,,,,,
USGS,8192000,12/25/1967,47,A,,,,,,,,,,
USGS,8192000,12/26/1967,46,A,,,,,,,,,,
USGS,8192000,12/27/1967,44,A,,,,,,,,,,
USGS,8192000,12/28/1967,44,A,,,,,,,,,,
USGS,8192000,12/29/1967,44,A,,,,,,,,,,
USGS,8192000,12/30/1967,43,A,,,,,,,,,,
USGS,8192000,12/31/1967,43,A,,,,,,,,,,
USGS,8192000,1/1/1968,42,A,,,,,,,,,,
USGS,8192000,1/2/1968,41,A,,,,,,,,,,
USGS,8192000,1/3/1968,41,A,,,,,,,,,,
USGS,8192000,1/4/1968,40,A,,,,,,,,,,
USGS,8192000,1/5/1968,40,A,,,,,,,,,,
USGS,8192000,1/6/1968,39,A,,,,,,,,,,
USGS,8192000,1/7/1968,37,A,,,,,,,,,,
USGS,8192000,1/8/1968,39,A,,,,,,,,,,
USGS,8192000,1/9/1968,38,A,,,,,,,,,,
USGS,8192000,1/10/1968,36,A,,,,,,,,,,
USGS,8192000,1/11/1968,35,A,,,,,,,,,,
USGS,8192000,1/12/1968,34,A,,,,,,,,,,
USGS,8192000,1/13/1968,33,A,,,,,,,,,,
USGS,8192000,1/14/1968,33,A,,,,,,,,,,
USGS,8192000,1/15/1968,33,A,,,,,,,,,,
USGS,8192000,1/16/1968,32,A,,,,,,,,,,
USGS,8192000,1/17/1968,33,A,,,,,,,,,,
USGS,8192000,1/18/1968,48,A,,,,,,,,,,
USGS,8192000,1/19/1968,2530,A,,,,,,,,,,
USGS,8192000,1/20/1968,855,A,,,,,,,,,,
USGS,8192000,1/21/1968,628,A,,,,,,,,,,
USGS,8192000,1/22/1968,761,A,,,,,,,,,,
USGS,8192000,1/23/1968,549,A,,,,,,,,,,
USGS,8192000,1/24/1968,442,A,,,,,,,,,,
USGS,8192000,1/25/1968,383,A,,,,,,,,,,
USGS,8192000,1/26/1968,339,A,,,,,,,,,,
USGS,8192000,1/27/1968,307,A,,,,,,,,,,
USGS,8192000,1/28/1968,284,A,,,,,,,,,,
USGS,8192000,1/29/1968,267,A,,,,,,,,,,
USGS,8192000,1/30/1968,250,A,,,,,,,,,,
USGS,8192000,1/31/1968,238,A,,,,,,,,,,
USGS,8192000,2/1/1968,224,A,,,,,,,,,,
USGS,8192000,2/2/1968,209,A,,,,,,,,,,
USGS,8192000,2/3/1968,200,A,,,,,,,,,,
USGS,8192000,2/4/1968,193,A,,,,,,,,,,
USGS,8192000,2/5/1968,185,A,,,,,,,,,,
USGS,8192000,2/6/1968,177,A,,,,,,,,,,
USGS,8192000,2/7/1968,172,A,,,,,,,,,,
USGS,8192000,2/8/1968,166,A,,,,,,,,,,
USGS,8192000,2/9/1968,160,A,,,,,,,,,,
USGS,8192000,2/10/1968,159,A,,,,,,,,,,
USGS,8192000,2/11/1968,164,A,,,,,,,,,,
USGS,8192000,2/12/1968,158,A,,,,,,,,,,
USGS,8192000,2/13/1968,157,A,,,,,,,,,,
USGS,8192000,2/14/1968,157,A,,,,,,,,,,
USGS,8192000,2/15/1968,152,A,,,,,,,,,,
USGS,8192000,2/16/1968,144,A,,,,,,,,,,
USGS,8192000,2/17/1968,147,A,,,,,,,,,,
USGS,8192000,2/18/1968,151,A,,,,,,,,,,
USGS,8192000,2/19/1968,155,A,,,,,,,,,,
USGS,8192000,2/20/1968,160,A,,,,,,,,,,
USGS,8192000,2/21/1968,170,A,,,,,,,,,,
USGS,8192000,2/22/1968,171,A,,,,,,,,,,
USGS,8192000,2/23/1968,165,A,,,,,,,,,,
USGS,8192000,2/24/1968,161,A,,,,,,,,,,
USGS,8192000,2/25/1968,156,A,,,,,,,,,,
USGS,8192000,2/26/1968,149,A,,,,,,,,,,
USGS,8192000,2/27/1968,146,A,,,,,,,,,,
USGS,8192000,2/28/1968,142,A,,,,,,,,,,
USGS,8192000,2/29/1968,135,A,,,,,,,,,,
USGS,8192000,3/1/1968,131,A,,,,,,,,,,
USGS,8192000,3/2/1968,131,A,,,,,,,,,,
USGS,8192000,3/3/1968,127,A,,,,,,,,,,
USGS,8192000,3/4/1968,124,A,,,,,,,,,,
USGS,8192000,3/5/1968,125,A,,,,,,,,,,
USGS,8192000,3/6/1968,125,A,,,,,,,,,,
USGS,8192000,3/7/1968,121,A,,,,,,,,,,
USGS,8192000,3/8/1968,119,A,,,,,,,,,,
USGS,8192000,3/9/1968,115,A,,,,,,,,,,
USGS,8192000,3/10/1968,117,A,,,,,,,,,,
USGS,8192000,3/11/1968,143,A,,,,,,,,,,
USGS,8192000,3/12/1968,146,A,,,,,,,,,,
USGS,8192000,3/13/1968,145,A,,,,,,,,,,
USGS,8192000,3/14/1968,140,A,,,,,,,,,,
USGS,8192000,3/15/1968,134,A,,,,,,,,,,
USGS,8192000,3/16/1968,128,A,,,,,,,,,,
USGS,8192000,3/17/1968,125,A,,,,,,,,,,
USGS,8192000,3/18/1968,121,A,,,,,,,,,,
USGS,8192000,3/19/1968,119,A,,,,,,,,,,
USGS,8192000,3/20/1968,120,A,,,,,,,,,,
USGS,8192000,3/21/1968,122,A,,,,,,,,,,
USGS,8192000,3/22/1968,138,A,,,,,,,,,,
USGS,8192000,3/23/1968,182,A,,,,,,,,,,
USGS,8192000,3/24/1968,179,A,,,,,,,,,,
USGS,8192000,3/25/1968,165,A,,,,,,,,,,
USGS,8192000,3/26/1968,155,A,,,,,,,,,,
USGS,8192000,3/27/1968,144,A,,,,,,,,,,
USGS,8192000,3/28/1968,136,A,,,,,,,,,,
USGS,8192000,3/29/1968,131,A,,,,,,,,,,
USGS,8192000,3/30/1968,127,A,,,,,,,,,,
USGS,8192000,3/31/1968,124,A,,,,,,,,,,
USGS,8192000,4/1/1968,119,A,,,,,,,,,,
USGS,8192000,4/2/1968,119,A,,,,,,,,,,
USGS,8192000,4/3/1968,117,A,,,,,,,,,,
USGS,8192000,4/4/1968,110,A,,,,,,,,,,
USGS,8192000,4/5/1968,103,A,,,,,,,,,,
USGS,8192000,4/6/1968,99,A,,,,,,,,,,
USGS,8192000,4/7/1968,97,A,,,,,,,,,,
USGS,8192000,4/8/1968,95,A,,,,,,,,,,
USGS,8192000,4/9/1968,108,A,,,,,,,,,,
USGS,8192000,4/10/1968,102,A,,,,,,,,,,
USGS,8192000,4/11/1968,104,A,,,,,,,,,,
USGS,8192000,4/12/1968,124,A,,,,,,,,,,
USGS,8192000,4/13/1968,129,A,,,,,,,,,,
USGS,8192000,4/14/1968,123,A,,,,,,,,,,
USGS,8192000,4/15/1968,118,A,,,,,,,,,,
USGS,8192000,4/16/1968,116,A,,,,,,,,,,
USGS,8192000,4/17/1968,113,A,,,,,,,,,,
USGS,8192000,4/18/1968,110,A,,,,,,,,,,
USGS,8192000,4/19/1968,109,A,,,,,,,,,,
USGS,8192000,4/20/1968,129,A,,,,,,,,,,
USGS,8192000,4/21/1968,133,A,,,,,,,,,,
USGS,8192000,4/22/1968,146,A,,,,,,,,,,
USGS,8192000,4/23/1968,171,A,,,,,,,,,,
USGS,8192000,4/24/1968,347,A,,,,,,,,,,
USGS,8192000,4/25/1968,299,A,,,,,,,,,,
USGS,8192000,4/26/1968,255,A,,,,,,,,,,
USGS,8192000,4/27/1968,224,A,,,,,,,,,,
USGS,8192000,4/28/1968,204,A,,,,,,,,,,
USGS,8192000,4/29/1968,186,A,,,,,,,,,,
USGS,8192000,4/30/1968,175,A,,,,,,,,,,
USGS,8192000,5/1/1968,185,A,,,,,,,,,,
USGS,8192000,5/2/1968,184,A,,,,,,,,,,
USGS,8192000,5/3/1968,180,A,,,,,,,,,,
USGS,8192000,5/4/1968,193,A,,,,,,,,,,
USGS,8192000,5/5/1968,206,A,,,,,,,,,,
USGS,8192000,5/6/1968,215,A,,,,,,,,,,
USGS,8192000,5/7/1968,256,A,,,,,,,,,,
USGS,8192000,5/8/1968,214,A,,,,,,,,,,
USGS,8192000,5/9/1968,187,A,,,,,,,,,,
USGS,8192000,5/10/1968,180,A,,,,,,,,,,
USGS,8192000,5/11/1968,400,A,,,,,,,,,,
USGS,8192000,5/12/1968,784,A,,,,,,,,,,
USGS,8192000,5/13/1968,460,A,,,,,,,,,,
USGS,8192000,5/14/1968,345,A,,,,,,,,,,
USGS,8192000,5/15/1968,294,A,,,,,,,,,,
USGS,8192000,5/16/1968,261,A,,,,,,,,,,
USGS,8192000,5/17/1968,244,A,,,,,,,,,,
USGS,8192000,5/18/1968,229,A,,,,,,,,,,
USGS,8192000,5/19/1968,216,A,,,,,,,,,,
USGS,8192000,5/20/1968,204,A,,,,,,,,,,
USGS,8192000,5/21/1968,194,A,,,,,,,,,,
USGS,8192000,5/22/1968,186,A,,,,,,,,,,
USGS,8192000,5/23/1968,179,A,,,,,,,,,,
USGS,8192000,5/24/1968,173,A,,,,,,,,,,
USGS,8192000,5/25/1968,166,A,,,,,,,,,,
USGS,8192000,5/26/1968,162,A,,,,,,,,,,
USGS,8192000,5/27/1968,156,A,,,,,,,,,,
USGS,8192000,5/28/1968,147,A,,,,,,,,,,
USGS,8192000,5/29/1968,140,A,,,,,,,,,,
USGS,8192000,5/30/1968,134,A,,,,,,,,,,
USGS,8192000,5/31/1968,127,A,,,,,,,,,,
USGS,8192000,6/1/1968,121,A,,,,,,,,,,
USGS,8192000,6/2/1968,133,A,,,,,,,,,,
USGS,8192000,6/3/1968,125,A,,,,,,,,,,
USGS,8192000,6/4/1968,118,A,,,,,,,,,,
USGS,8192000,6/5/1968,112,A,,,,,,,,,,
USGS,8192000,6/6/1968,109,A,,,,,,,,,,
USGS,8192000,6/7/1968,104,A,,,,,,,,,,
USGS,8192000,6/8/1968,100,A,,,,,,,,,,
USGS,8192000,6/9/1968,96,A,,,,,,,,,,
USGS,8192000,6/10/1968,89,A,,,,,,,,,,
USGS,8192000,6/11/1968,85,A,,,,,,,,,,
USGS,8192000,6/12/1968,83,A,,,,,,,,,,
USGS,8192000,6/13/1968,81,A,,,,,,,,,,
USGS,8192000,6/14/1968,79,A,,,,,,,,,,
USGS,8192000,6/15/1968,74,A,,,,,,,,,,
USGS,8192000,6/16/1968,70,A,,,,,,,,,,
USGS,8192000,6/17/1968,72,A,,,,,,,,,,
USGS,8192000,6/18/1968,64,A,,,,,,,,,,
USGS,8192000,6/19/1968,62,A,,,,,,,,,,
USGS,8192000,6/20/1968,62,A,,,,,,,,,,
USGS,8192000,6/21/1968,61,A,,,,,,,,,,
USGS,8192000,6/22/1968,59,A,,,,,,,,,,
USGS,8192000,6/23/1968,59,A,,,,,,,,,,
USGS,8192000,6/24/1968,57,A,,,,,,,,,,
USGS,8192000,6/25/1968,56,A,,,,,,,,,,
USGS,8192000,6/26/1968,59,A,,,,,,,,,,
USGS,8192000,6/27/1968,54,A,,,,,,,,,,
USGS,8192000,6/28/1968,52,A,,,,,,,,,,
USGS,8192000,6/29/1968,52,A,,,,,,,,,,
USGS,8192000,6/30/1968,50,A,,,,,,,,,,
USGS,8192000,7/1/1968,49,A,,,,,,,,,,
USGS,8192000,7/2/1968,49,A,,,,,,,,,,
USGS,8192000,7/3/1968,47,A,,,,,,,,,,
USGS,8192000,7/4/1968,47,A,,,,,,,,,,
USGS,8192000,7/5/1968,47,A,,,,,,,,,,
USGS,8192000,7/6/1968,46,A,,,,,,,,,,
USGS,8192000,7/7/1968,46,A,,,,,,,,,,
USGS,8192000,7/8/1968,44,A,,,,,,,,,,
USGS,8192000,7/9/1968,44,A,,,,,,,,,,
USGS,8192000,7/10/1968,44,A,,,,,,,,,,
USGS,8192000,7/11/1968,43,A,,,,,,,,,,
USGS,8192000,7/12/1968,43,A,,,,,,,,,,
USGS,8192000,7/13/1968,43,A,,,,,,,,,,
USGS,8192000,7/14/1968,41,A,,,,,,,,,,
USGS,8192000,7/15/1968,298,A,,,,,,,,,,
USGS,8192000,7/16/1968,568,A,,,,,,,,,,
USGS,8192000,7/17/1968,327,A,,,,,,,,,,
USGS,8192000,7/18/1968,238,A,,,,,,,,,,
USGS,8192000,7/19/1968,196,A,,,,,,,,,,
USGS,8192000,7/20/1968,164,A,,,,,,,,,,
USGS,8192000,7/21/1968,144,A,,,,,,,,,,
USGS,8192000,7/22/1968,128,A,,,,,,,,,,
USGS,8192000,7/23/1968,110,A,,,,,,,,,,
USGS,8192000,7/24/1968,100,A,,,,,,,,,,
USGS,8192000,7/25/1968,90,A,,,,,,,,,,
USGS,8192000,7/26/1968,85,A,,,,,,,,,,
USGS,8192000,7/27/1968,77,A,,,,,,,,,,
USGS,8192000,7/28/1968,74,A,,,,,,,,,,
USGS,8192000,7/29/1968,70,A,,,,,,,,,,
USGS,8192000,7/30/1968,68,A,,,,,,,,,,
USGS,8192000,7/31/1968,64,A,,,,,,,,,,
USGS,8192000,8/1/1968,62,A,,,,,,,,,,
USGS,8192000,8/2/1968,61,A,,,,,,,,,,
USGS,8192000,8/3/1968,59,A,,,,,,,,,,
USGS,8192000,8/4/1968,57,A,,,,,,,,,,
USGS,8192000,8/5/1968,56,A,,,,,,,,,,
USGS,8192000,8/6/1968,54,A,,,,,,,,,,
USGS,8192000,8/7/1968,53,A,,,,,,,,,,
USGS,8192000,8/8/1968,52,A,,,,,,,,,,
USGS,8192000,8/9/1968,50,A,,,,,,,,,,
USGS,8192000,8/10/1968,49,A,,,,,,,,,,
USGS,8192000,8/11/1968,47,A,,,,,,,,,,
USGS,8192000,8/12/1968,45,A,,,,,,,,,,
USGS,8192000,8/13/1968,45,A,,,,,,,,,,
USGS,8192000,8/14/1968,45,A,,,,,,,,,,
USGS,8192000,8/15/1968,44,A,,,,,,,,,,
USGS,8192000,8/16/1968,44,A,,,,,,,,,,
USGS,8192000,8/17/1968,43,A,,,,,,,,,,
USGS,8192000,8/18/1968,42,A,,,,,,,,,,
USGS,8192000,8/19/1968,41,A,,,,,,,,,,
USGS,8192000,8/20/1968,39,A,,,,,,,,,,
USGS,8192000,8/21/1968,38,A,,,,,,,,,,
USGS,8192000,8/22/1968,38,A,,,,,,,,,,
USGS,8192000,8/23/1968,37,A,,,,,,,,,,
USGS,8192000,8/24/1968,37,A,,,,,,,,,,
USGS,8192000,8/25/1968,37,A,,,,,,,,,,
USGS,8192000,8/26/1968,37,A,,,,,,,,,,
USGS,8192000,8/27/1968,36,A,,,,,,,,,,
USGS,8192000,8/28/1968,35,A,,,,,,,,,,
USGS,8192000,8/29/1968,34,A,,,,,,,,,,
USGS,8192000,8/30/1968,34,A,,,,,,,,,,
USGS,8192000,8/31/1968,35,A,,,,,,,,,,
USGS,8192000,9/1/1968,36,A,,,,,,,,,,
USGS,8192000,9/2/1968,36,A,,,,,,,,,,
USGS,8192000,9/3/1968,36,A,,,,,,,,,,
USGS,8192000,9/4/1968,35,A,,,,,,,,,,
USGS,8192000,9/5/1968,35,A,,,,,,,,,,
USGS,8192000,9/6/1968,33,A,,,,,,,,,,
USGS,8192000,9/7/1968,33,A,,,,,,,,,,
USGS,8192000,9/8/1968,32,A,,,,,,,,,,
USGS,8192000,9/9/1968,35,A,,,,,,,,,,
USGS,8192000,9/10/1968,34,A,,,,,,,,,,
USGS,8192000,9/11/1968,31,A,,,,,,,,,,
USGS,8192000,9/12/1968,31,A,,,,,,,,,,
USGS,8192000,9/13/1968,32,A,,,,,,,,,,
USGS,8192000,9/14/1968,50,A,,,,,,,,,,
USGS,8192000,9/15/1968,37,A,,,,,,,,,,
USGS,8192000,9/16/1968,35,A,,,,,,,,,,
USGS,8192000,9/17/1968,34,A,,,,,,,,,,
USGS,8192000,9/18/1968,32,A,,,,,,,,,,
USGS,8192000,9/19/1968,32,A,,,,,,,,,,
USGS,8192000,9/20/1968,33,A,,,,,,,,,,
USGS,8192000,9/21/1968,32,A,,,,,,,,,,
USGS,8192000,9/22/1968,32,A,,,,,,,,,,
USGS,8192000,9/23/1968,31,A,,,,,,,,,,
USGS,8192000,9/24/1968,36,A,,,,,,,,,,
USGS,8192000,9/25/1968,38,A,,,,,,,,,,
USGS,8192000,9/26/1968,32,A,,,,,,,,,,
USGS,8192000,9/27/1968,31,A,,,,,,,,,,
USGS,8192000,9/28/1968,30,A,,,,,,,,,,
USGS,8192000,9/29/1968,30,A,,,,,,,,,,
USGS,8192000,9/30/1968,30,A,,,,,,,,,,
USGS,8192000,10/1/1968,30,A,,,,,,,,,,
USGS,8192000,10/2/1968,30,A,,,,,,,,,,
USGS,8192000,10/3/1968,30,A,,,,,,,,,,
USGS,8192000,10/4/1968,35,A,,,,,,,,,,
USGS,8192000,10/5/1968,31,A,,,,,,,,,,
USGS,8192000,10/6/1968,30,A,,,,,,,,,,
USGS,8192000,10/7/1968,29,A,,,,,,,,,,
USGS,8192000,10/8/1968,29,A,,,,,,,,,,
USGS,8192000,10/9/1968,29,A,,,,,,,,,,
USGS,8192000,10/10/1968,29,A,,,,,,,,,,
USGS,8192000,10/11/1968,28,A,,,,,,,,,,
USGS,8192000,10/12/1968,30,A,,,,,,,,,,
USGS,8192000,10/13/1968,29,A,,,,,,,,,,
USGS,8192000,10/14/1968,27,A,,,,,,,,,,
USGS,8192000,10/15/1968,27,A,,,,,,,,,,
USGS,8192000,10/16/1968,26,A,,,,,,,,,,
USGS,8192000,10/17/1968,25,A,,,,,,,,,,
USGS,8192000,10/18/1968,26,A,,,,,,,,,,
USGS,8192000,10/19/1968,25,A,,,,,,,,,,
USGS,8192000,10/20/1968,25,A,,,,,,,,,,
USGS,8192000,10/21/1968,25,A,,,,,,,,,,
USGS,8192000,10/22/1968,32,A,,,,,,,,,,
USGS,8192000,10/23/1968,34,A,,,,,,,,,,
USGS,8192000,10/24/1968,30,A,,,,,,,,,,
USGS,8192000,10/25/1968,28,A,,,,,,,,,,
USGS,8192000,10/26/1968,28,A,,,,,,,,,,
USGS,8192000,10/27/1968,28,A,,,,,,,,,,
USGS,8192000,10/28/1968,27,A,,,,,,,,,,
USGS,8192000,10/29/1968,27,A,,,,,,,,,,
USGS,8192000,10/30/1968,27,A,,,,,,,,,,
USGS,8192000,10/31/1968,27,A,,,,,,,,,,
USGS,8192000,11/1/1968,27,A,,,,,,,,,,
USGS,8192000,11/2/1968,26,A,,,,,,,,,,
USGS,8192000,11/3/1968,26,A,,,,,,,,,,
USGS,8192000,11/4/1968,26,A,,,,,,,,,,
USGS,8192000,11/5/1968,26,A,,,,,,,,,,
USGS,8192000,11/6/1968,26,A,,,,,,,,,,
USGS,8192000,11/7/1968,25,A,,,,,,,,,,
USGS,8192000,11/8/1968,25,A,,,,,,,,,,
USGS,8192000,11/9/1968,25,A,,,,,,,,,,
USGS,8192000,11/10/1968,24,A,,,,,,,,,,
USGS,8192000,11/11/1968,23,A,,,,,,,,,,
USGS,8192000,11/12/1968,23,A,,,,,,,,,,
USGS,8192000,11/13/1968,23,A,,,,,,,,,,
USGS,8192000,11/14/1968,23,A,,,,,,,,,,
USGS,8192000,11/15/1968,22,A,,,,,,,,,,
USGS,8192000,11/16/1968,22,A,,,,,,,,,,
USGS,8192000,11/17/1968,21,A,,,,,,,,,,
USGS,8192000,11/18/1968,21,A,,,,,,,,,,
USGS,8192000,11/19/1968,21,A,,,,,,,,,,
USGS,8192000,11/20/1968,21,A,,,,,,,,,,
USGS,8192000,11/21/1968,22,A,,,,,,,,,,
USGS,8192000,11/22/1968,21,A,,,,,,,,,,
USGS,8192000,11/23/1968,21,A,,,,,,,,,,
USGS,8192000,11/24/1968,20,A,,,,,,,,,,
USGS,8192000,11/25/1968,20,A,,,,,,,,,,
USGS,8192000,11/26/1968,21,A,,,,,,,,,,
USGS,8192000,11/27/1968,24,A,,,,,,,,,,
USGS,8192000,11/28/1968,21,A,,,,,,,,,,
USGS,8192000,11/29/1968,20,A,,,,,,,,,,
USGS,8192000,11/30/1968,28,A,,,,,,,,,,
USGS,8192000,12/1/1968,27,A,,,,,,,,,,
USGS,8192000,12/2/1968,24,A,,,,,,,,,,
USGS,8192000,12/3/1968,22,A,,,,,,,,,,
USGS,8192000,12/4/1968,22,A,,,,,,,,,,
USGS,8192000,12/5/1968,22,A,,,,,,,,,,
USGS,8192000,12/6/1968,21,A,,,,,,,,,,
USGS,8192000,12/7/1968,22,A,,,,,,,,,,
USGS,8192000,12/8/1968,21,A,,,,,,,,,,
USGS,8192000,12/9/1968,21,A,,,,,,,,,,
USGS,8192000,12/10/1968,21,A,,,,,,,,,,
USGS,8192000,12/11/1968,22,A,,,,,,,,,,
USGS,8192000,12/12/1968,21,A,,,,,,,,,,
USGS,8192000,12/13/1968,21,A,,,,,,,,,,
USGS,8192000,12/14/1968,20,A,,,,,,,,,,
USGS,8192000,12/15/1968,21,A,,,,,,,,,,
USGS,8192000,12/16/1968,21,A,,,,,,,,,,
USGS,8192000,12/17/1968,21,A,,,,,,,,,,
USGS,8192000,12/18/1968,21,A,,,,,,,,,,
USGS,8192000,12/19/1968,20,A,,,,,,,,,,
USGS,8192000,12/20/1968,20,A,,,,,,,,,,
USGS,8192000,12/21/1968,21,A,,,,,,,,,,
USGS,8192000,12/22/1968,20,A,,,,,,,,,,
USGS,8192000,12/23/1968,20,A,,,,,,,,,,
USGS,8192000,12/24/1968,20,A,,,,,,,,,,
USGS,8192000,12/25/1968,20,A,,,,,,,,,,
USGS,8192000,12/26/1968,20,A,,,,,,,,,,
USGS,8192000,12/27/1968,19,A,,,,,,,,,,
USGS,8192000,12/28/1968,19,A,,,,,,,,,,
USGS,8192000,12/29/1968,20,A,,,,,,,,,,
USGS,8192000,12/30/1968,20,A,,,,,,,,,,
USGS,8192000,12/31/1968,20,A,,,,,,,,,,
USGS,8192000,1/1/1969,20,A,,,,,,,,,,
USGS,8192000,1/2/1969,21,A,,,,,,,,,,
USGS,8192000,1/3/1969,20,A,,,,,,,,,,
USGS,8192000,1/4/1969,20,A,,,,,,,,,,
USGS,8192000,1/5/1969,20,A,,,,,,,,,,
USGS,8192000,1/6/1969,20,A,,,,,,,,,,
USGS,8192000,1/7/1969,20,A,,,,,,,,,,
USGS,8192000,1/8/1969,20,A,,,,,,,,,,
